ko:K02495	sfs:SFyv_5686
ko:K07678	sfs:SFyv_4061
ko:K01706	sfs:SFyv_4063
ko:K13918	sfs:SFyv_4064
ko:K03535	sfs:SFyv_4066
ko:K06175	sfs:SFyv_4068
ko:K15723	sfs:SFyv_4070
ko:K06879	sfs:SFyv_4071
ko:K06966	sfs:SFyv_4073
ko:K03837	sfs:SFyv_4075
ko:K01752	sfs:SFyv_4077
ko:K01146	sfs:SFyv_4079
ko:K00048	sfs:SFyv_4080
ko:K01628	sfs:SFyv_4081
ko:K02429	sfs:SFyv_4084
ko:K01818	sfs:SFyv_4086
ko:K00879	sfs:SFyv_4087
ko:K00879	sfs:SFyv_4089
ko:K00879	sfs:SFyv_4090
ko:K02431	sfs:SFyv_4091
ko:K02430	sfs:SFyv_4093
ko:K06968	sfs:SFyv_4094
ko:K03566	sfs:SFyv_4098
ko:K01766	sfs:SFyv_4101
ko:K02426	sfs:SFyv_4103
ko:K08304	sfs:SFyv_4107
ko:K01448	sfs:SFyv_4110
ko:K14682	sfs:SFyv_4111
ko:K03581	sfs:SFyv_4112
ko:K03582	sfs:SFyv_4113
ko:K01407	sfs:SFyv_4114
ko:K03583	sfs:SFyv_4116
ko:K02681	sfs:SFyv_4117
ko:K02680	sfs:SFyv_4119
ko:K02679	sfs:SFyv_4120
ko:K02679	sfs:SFyv_4121
ko:K13292	sfs:SFyv_4123
ko:K08484	sfs:SFyv_4124
ko:K03630	sfs:SFyv_5318
ko:K13038	sfs:SFyv_5320
ko:K05501	sfs:SFyv_5322
ko:K00762	sfs:SFyv_5323
ko:K00989	sfs:SFyv_5324
ko:K01972	sfs:SFyv_5328
ko:K00942	sfs:SFyv_5330
ko:K03060	sfs:SFyv_5331
ko:K00556	sfs:SFyv_5334
ko:K03655	sfs:SFyv_5335
ko:K03312	sfs:SFyv_5336
ko:K16345	sfs:SFyv_5337
ko:K01811	sfs:SFyv_5340
ko:K03292	sfs:SFyv_5342
ko:K03292	sfs:SFyv_5343
ko:K03897	sfs:SFyv_5371
ko:K02014	sfs:SFyv_5373
ko:K07347	sfs:SFyv_5381
ko:K02040	sfs:SFyv_5386
ko:K02037	sfs:SFyv_5388
ko:K02038	sfs:SFyv_5390
ko:K02036	sfs:SFyv_5392
ko:K02039	sfs:SFyv_5394
ko:K03488	sfs:SFyv_5397
ko:K02755	sfs:SFyv_5400
ko:K02756	sfs:SFyv_5400
ko:K02757	sfs:SFyv_5400
ko:K01223	sfs:SFyv_5401
ko:K01077	sfs:SFyv_0314
ko:K01921	sfs:SFyv_0317
ko:K17938	sfs:SFyv_0322
ko:K10002	sfs:SFyv_0894
ko:K10004	sfs:SFyv_0895
ko:K01250	sfs:SFyv_0896
ko:K04045	sfs:SFyv_0897
ko:K04045	sfs:SFyv_0898
ko:K07126	sfs:SFyv_0901
ko:K07126	sfs:SFyv_0904
ko:K01869	sfs:SFyv_0908
ko:K03643	sfs:SFyv_0910
ko:K02340	sfs:SFyv_0911
ko:K00969	sfs:SFyv_0912
ko:K02226	sfs:SFyv_0913
ko:K09710	sfs:SFyv_0915
ko:K00783	sfs:SFyv_0917
ko:K05515	sfs:SFyv_0918
ko:K05837	sfs:SFyv_0919
ko:K03642	sfs:SFyv_0920
ko:K07258	sfs:SFyv_0922
ko:K09158	sfs:SFyv_0923
ko:K03801	sfs:SFyv_0924
ko:K03644	sfs:SFyv_0927
ko:K03425	sfs:SFyv_0928
ko:K02168	sfs:SFyv_1471
ko:K02560	sfs:SFyv_1474
ko:K09824	sfs:SFyv_1477
ko:K11607	sfs:SFyv_2015
ko:K11392	sfs:SFyv_2050
ko:K03808	sfs:SFyv_2054
ko:K03607	sfs:SFyv_2056
ko:K03797	sfs:SFyv_2057
ko:K03799	sfs:SFyv_2058
ko:K08169	sfs:SFyv_2059
ko:K03704	sfs:SFyv_2063
ko:K00563	sfs:SFyv_2064
ko:K02795	sfs:SFyv_2073
ko:K02793	sfs:SFyv_2074
ko:K02794	sfs:SFyv_2074
ko:K01752	sfs:SFyv_2077
ko:K12262	sfs:SFyv_2627
ko:K00134	sfs:SFyv_2628
ko:K00134	sfs:SFyv_2629
ko:K07248	sfs:SFyv_2630
ko:K03578	sfs:SFyv_2640
ko:K01118	sfs:SFyv_2642
ko:K00981	sfs:SFyv_2648
ko:K03778	sfs:SFyv_2655
ko:K09978	sfs:SFyv_2660
ko:K14063	sfs:SFyv_2661
ko:K03737	sfs:SFyv_2668
ko:K14062	sfs:SFyv_2669
ko:K05846	sfs:SFyv_3209
ko:K05847	sfs:SFyv_3212
ko:K05846	sfs:SFyv_3215
ko:K05845	sfs:SFyv_3216
ko:K05349	sfs:SFyv_3218
ko:K03777	sfs:SFyv_3220
ko:K07262	sfs:SFyv_3221
ko:K15737	sfs:SFyv_3891
ko:K15736	sfs:SFyv_3894
ko:K00135	sfs:SFyv_3896
ko:K00135	sfs:SFyv_3897
ko:K07250	sfs:SFyv_3900
ko:K11735	sfs:SFyv_3902
ko:K15735	sfs:SFyv_3903
ko:K03647	sfs:SFyv_3916
ko:K02000	sfs:SFyv_3919
ko:K02001	sfs:SFyv_3920
ko:K02002	sfs:SFyv_3921
ko:K15974	sfs:SFyv_3928
ko:K03543	sfs:SFyv_3930
ko:K03543	sfs:SFyv_3932
ko:K03446	sfs:SFyv_3934
ko:K07173	sfs:SFyv_3935
ko:K01919	sfs:SFyv_3937
ko:K03563	sfs:SFyv_3942
ko:K01872	sfs:SFyv_3943
ko:K03565	sfs:SFyv_3945
ko:K03743	sfs:SFyv_3949
ko:K08305	sfs:SFyv_3950
ko:K02783	sfs:SFyv_3952
ko:K02783	sfs:SFyv_3954
ko:K02782	sfs:SFyv_3955
ko:K02783	sfs:SFyv_3955
ko:K02781	sfs:SFyv_3957
ko:K00068	sfs:SFyv_3958
ko:K02466	sfs:SFyv_3959
ko:K02468	sfs:SFyv_3960
ko:K02467	sfs:SFyv_3961
ko:K12266	sfs:SFyv_3962
ko:K12264	sfs:SFyv_3964
ko:K12372	sfs:SFyv_5166
ko:K12371	sfs:SFyv_5167
ko:K12370	sfs:SFyv_5168
ko:K12369	sfs:SFyv_5169
ko:K12368	sfs:SFyv_5171
ko:K12975	sfs:SFyv_5174
ko:K08177	sfs:SFyv_5175
ko:K01246	sfs:SFyv_5177
ko:K03826	sfs:SFyv_5178
ko:K08351	sfs:SFyv_5180
ko:K00090	sfs:SFyv_5183
ko:K07726	sfs:SFyv_5185
ko:K03704	sfs:SFyv_5187
ko:K00428	sfs:SFyv_5193
ko:K01580	sfs:SFyv_5195
ko:K01879	sfs:SFyv_5207
ko:K01878	sfs:SFyv_5209
ko:K00854	sfs:SFyv_5214
ko:K01805	sfs:SFyv_5215
ko:K01805	sfs:SFyv_5217
ko:K10543	sfs:SFyv_5218
ko:K10545	sfs:SFyv_5219
ko:K10544	sfs:SFyv_5221
ko:K02529	sfs:SFyv_5223
ko:K02529	sfs:SFyv_5224
ko:K03796	sfs:SFyv_5225
ko:K01176	sfs:SFyv_5227
ko:K00835	sfs:SFyv_5228
ko:K08092	sfs:SFyv_5232
ko:K07773	sfs:SFyv_6434
ko:K02533	sfs:SFyv_6435
ko:K08234	sfs:SFyv_0245
ko:K04075	sfs:SFyv_0246
ko:K15034	sfs:SFyv_0251
ko:K06079	sfs:SFyv_0252
ko:K01881	sfs:SFyv_0255
ko:K06080	sfs:SFyv_0259
ko:K02073	sfs:SFyv_0260
ko:K02072	sfs:SFyv_0261
ko:K02071	sfs:SFyv_0262
ko:K03273	sfs:SFyv_0263
ko:K06222	sfs:SFyv_0267
ko:K08307	sfs:SFyv_0273
ko:K07160	sfs:SFyv_0822
ko:K03305	sfs:SFyv_0828
ko:K01669	sfs:SFyv_0829
ko:K01546	sfs:SFyv_0840
ko:K01546	sfs:SFyv_0841
ko:K01547	sfs:SFyv_0844
ko:K01547	sfs:SFyv_0846
ko:K07646	sfs:SFyv_0848
ko:K07646	sfs:SFyv_0849
ko:K07667	sfs:SFyv_0850
ko:K07667	sfs:SFyv_0851
ko:K01581	sfs:SFyv_0853
ko:K01581	sfs:SFyv_0855
ko:K03756	sfs:SFyv_0856
ko:K01835	sfs:SFyv_0859
ko:K03645	sfs:SFyv_0860
ko:K03704	sfs:SFyv_1393
ko:K03704	sfs:SFyv_1395
ko:K07647	sfs:SFyv_1401
ko:K11930	sfs:SFyv_1404
ko:K07772	sfs:SFyv_1405
ko:K03532	sfs:SFyv_1406
ko:K07811	sfs:SFyv_1409
ko:K07811	sfs:SFyv_1411
ko:K03533	sfs:SFyv_1412
ko:K03602	sfs:SFyv_0482
ko:K03151	sfs:SFyv_0484
ko:K03152	sfs:SFyv_0486
ko:K00077	sfs:SFyv_0488
ko:K09767	sfs:SFyv_0489
ko:K07126	sfs:SFyv_0494
ko:K02300	sfs:SFyv_0502
ko:K02299	sfs:SFyv_0503
ko:K02298	sfs:SFyv_0505
ko:K02298	sfs:SFyv_0506
ko:K02297	sfs:SFyv_0507
ko:K08218	sfs:SFyv_0511
ko:K07286	sfs:SFyv_0513
ko:K05527	sfs:SFyv_0514
ko:K03545	sfs:SFyv_0516
ko:K03533	sfs:SFyv_1416
ko:K05516	sfs:SFyv_1419
ko:K01085	sfs:SFyv_1421
ko:K03809	sfs:SFyv_1423
ko:K09016	sfs:SFyv_1424
ko:K09024	sfs:SFyv_1425
ko:K09019	sfs:SFyv_1427
ko:K09023	sfs:SFyv_1428
ko:K09021	sfs:SFyv_1429
ko:K14054	sfs:SFyv_1971
ko:K06889	sfs:SFyv_1974
ko:K06889	sfs:SFyv_1976
ko:K06889	sfs:SFyv_1977
ko:K10762	sfs:SFyv_1986
ko:K00027	sfs:SFyv_2556
ko:K13953	sfs:SFyv_2557
ko:K08350	sfs:SFyv_2559
ko:K08349	sfs:SFyv_2560
ko:K16076	sfs:SFyv_2569
ko:K02575	sfs:SFyv_2575
ko:K00370	sfs:SFyv_2576
ko:K00370	sfs:SFyv_2577
ko:K00370	sfs:SFyv_2579
ko:K16371	sfs:SFyv_3119
ko:K08302	sfs:SFyv_3120
ko:K07273	sfs:SFyv_3128
ko:K00941	sfs:SFyv_3129
ko:K00878	sfs:SFyv_3130
ko:K07347	sfs:SFyv_3138
ko:K07347	sfs:SFyv_3139
ko:K03593	sfs:SFyv_3150
ko:K01874	sfs:SFyv_3152
ko:K01092	sfs:SFyv_3743
ko:K06889	sfs:SFyv_3744
ko:K05820	sfs:SFyv_3746
ko:K05817	sfs:SFyv_3748
ko:K05709	sfs:SFyv_3750
ko:K15977	sfs:SFyv_3754
ko:K02057	sfs:SFyv_3758
ko:K02056	sfs:SFyv_3759
ko:K02058	sfs:SFyv_3760
ko:K02058	sfs:SFyv_3761
ko:K00600	sfs:SFyv_3766
ko:K05916	sfs:SFyv_3768
ko:K04751	sfs:SFyv_3769
ko:K07715	sfs:SFyv_3770
ko:K07711	sfs:SFyv_3772
ko:K01952	sfs:SFyv_3775
ko:K11991	sfs:SFyv_3777
ko:K00997	sfs:SFyv_3805
ko:K03474	sfs:SFyv_3807
ko:K03584	sfs:SFyv_3808
ko:K03685	sfs:SFyv_3811
ko:K03100	sfs:SFyv_3812
ko:K03596	sfs:SFyv_3813
ko:K03803	sfs:SFyv_3815
ko:K03598	sfs:SFyv_3817
ko:K03825	sfs:SFyv_5001
ko:K00681	sfs:SFyv_5003
ko:K01126	sfs:SFyv_5005
ko:K05816	sfs:SFyv_5006
ko:K05815	sfs:SFyv_5008
ko:K05814	sfs:SFyv_5009
ko:K05813	sfs:SFyv_5011
ko:K01996	sfs:SFyv_5014
ko:K01995	sfs:SFyv_5015
ko:K01998	sfs:SFyv_5016
ko:K01997	sfs:SFyv_5017
ko:K01999	sfs:SFyv_5019
ko:K01999	sfs:SFyv_5023
ko:K03089	sfs:SFyv_5024
ko:K09811	sfs:SFyv_5025
ko:K09812	sfs:SFyv_5026
ko:K03110	sfs:SFyv_5027
ko:K08316	sfs:SFyv_5029
ko:K08993	sfs:SFyv_5030
ko:K01534	sfs:SFyv_5033
ko:K04085	sfs:SFyv_5035
ko:K09125	sfs:SFyv_5036
ko:K06133	sfs:SFyv_5040
ko:K15584	sfs:SFyv_5041
ko:K15585	sfs:SFyv_5042
ko:K15586	sfs:SFyv_5043
ko:K15587	sfs:SFyv_5045
ko:K10824	sfs:SFyv_5046
ko:K07722	sfs:SFyv_5047
ko:K13926	sfs:SFyv_5051
ko:K01993	sfs:SFyv_5052
ko:K09970	sfs:SFyv_5073
ko:K09969	sfs:SFyv_5074
ko:K06925	sfs:SFyv_6275
ko:K01448	sfs:SFyv_6277
ko:K03572	sfs:SFyv_6278
ko:K00791	sfs:SFyv_6279
ko:K03666	sfs:SFyv_6280
ko:K03665	sfs:SFyv_6281
ko:K04088	sfs:SFyv_6283
ko:K04087	sfs:SFyv_6284
ko:K09937	sfs:SFyv_6285
ko:K01939	sfs:SFyv_6287
ko:K13771	sfs:SFyv_6288
ko:K12573	sfs:SFyv_6289
ko:K03218	sfs:SFyv_6291
ko:K08989	sfs:SFyv_6295
ko:K09456	sfs:SFyv_6303
ko:K06889	sfs:SFyv_6306
ko:K03477	sfs:SFyv_6307
ko:K03476	sfs:SFyv_6309
ko:K03475	sfs:SFyv_6310
ko:K02822	sfs:SFyv_6312
ko:K02821	sfs:SFyv_6313
ko:K03078	sfs:SFyv_6315
ko:K03079	sfs:SFyv_6316
ko:K03077	sfs:SFyv_6318
ko:K02990	sfs:SFyv_6321
ko:K02963	sfs:SFyv_6323
ko:K02939	sfs:SFyv_6324
ko:K03427	sfs:SFyv_6333
ko:K01153	sfs:SFyv_6335
ko:K00427	sfs:SFyv_6339
ko:K00484	sfs:SFyv_6345
ko:K00483	sfs:SFyv_6346
ko:K00483	sfs:SFyv_6348
ko:K02508	sfs:SFyv_6352
ko:K02511	sfs:SFyv_6353
ko:K01358	sfs:SFyv_0518
ko:K16090	sfs:SFyv_1067
ko:K16090	sfs:SFyv_1069
ko:K06970	sfs:SFyv_1074
ko:K10038	sfs:SFyv_1077
ko:K10037	sfs:SFyv_1078
ko:K10036	sfs:SFyv_1080
ko:K04047	sfs:SFyv_1081
ko:K11939	sfs:SFyv_1082
ko:K11934	sfs:SFyv_1083
ko:K11924	sfs:SFyv_1086
ko:K07757	sfs:SFyv_1092
ko:K00656	sfs:SFyv_1093
ko:K04069	sfs:SFyv_1095
ko:K08313	sfs:SFyv_1096
ko:K03750	sfs:SFyv_1099
ko:K13051	sfs:SFyv_1100
ko:K13892	sfs:SFyv_1101
ko:K13889	sfs:SFyv_1102
ko:K13890	sfs:SFyv_1103
ko:K02503	sfs:SFyv_1649
ko:K07337	sfs:SFyv_1651
ko:K07251	sfs:SFyv_1652
ko:K01207	sfs:SFyv_1653
ko:K07000	sfs:SFyv_1654
ko:K03885	sfs:SFyv_1655
ko:K12151	sfs:SFyv_1658
ko:K03723	sfs:SFyv_1661
ko:K09808	sfs:SFyv_1663
ko:K09810	sfs:SFyv_1664
ko:K09808	sfs:SFyv_1665
ko:K00884	sfs:SFyv_1666
ko:K12410	sfs:SFyv_1667
ko:K11069	sfs:SFyv_1668
ko:K11070	sfs:SFyv_1669
ko:K11071	sfs:SFyv_1670
ko:K11072	sfs:SFyv_1671
ko:K01258	sfs:SFyv_1672
ko:K01889	sfs:SFyv_2226
ko:K01890	sfs:SFyv_2227
ko:K04764	sfs:SFyv_2228
ko:K06073	sfs:SFyv_2229
ko:K00432	sfs:SFyv_2230
ko:K06074	sfs:SFyv_2231
ko:K08997	sfs:SFyv_2234
ko:K01626	sfs:SFyv_2237
ko:K09773	sfs:SFyv_2238
ko:K12507	sfs:SFyv_2242
ko:K00313	sfs:SFyv_2244
ko:K03516	sfs:SFyv_2811
ko:K02400	sfs:SFyv_2812
ko:K02400	sfs:SFyv_2814
ko:K02401	sfs:SFyv_2815
ko:K03414	sfs:SFyv_2823
ko:K03413	sfs:SFyv_2824
ko:K03412	sfs:SFyv_2825
ko:K00575	sfs:SFyv_2827
ko:K05877	sfs:SFyv_2828
ko:K03408	sfs:SFyv_2830
ko:K03407	sfs:SFyv_2831
ko:K02557	sfs:SFyv_2832
ko:K02556	sfs:SFyv_2834
ko:K02402	sfs:SFyv_2836
ko:K02403	sfs:SFyv_2837
ko:K00697	sfs:SFyv_2841
ko:K01087	sfs:SFyv_2842
ko:K10538	sfs:SFyv_2844
ko:K10539	sfs:SFyv_2845
ko:K10537	sfs:SFyv_2846
ko:K02445	sfs:SFyv_3377
ko:K00111	sfs:SFyv_3379
ko:K00112	sfs:SFyv_3380
ko:K00113	sfs:SFyv_3383
ko:K12660	sfs:SFyv_3386
ko:K12944	sfs:SFyv_3389
ko:K07806	sfs:SFyv_3391
ko:K10012	sfs:SFyv_3393
ko:K10011	sfs:SFyv_3396
ko:K13014	sfs:SFyv_3397
ko:K07264	sfs:SFyv_3399
ko:K12962	sfs:SFyv_3400
ko:K12963	sfs:SFyv_3401
ko:K01911	sfs:SFyv_3403
ko:K02549	sfs:SFyv_3404
ko:K01661	sfs:SFyv_3405
ko:K08680	sfs:SFyv_3407
ko:K02551	sfs:SFyv_3409
ko:K02552	sfs:SFyv_3410
ko:K05594	sfs:SFyv_3411
ko:K02348	sfs:SFyv_3412
ko:K00784	sfs:SFyv_3413
ko:K09923	sfs:SFyv_4284
ko:K03439	sfs:SFyv_4285
ko:K03575	sfs:SFyv_4286
ko:K08306	sfs:SFyv_4289
ko:K03289	sfs:SFyv_4291
ko:K01581	sfs:SFyv_4292
ko:K07150	sfs:SFyv_4293
ko:K06946	sfs:SFyv_4341
ko:K12687	sfs:SFyv_4345
ko:K02278	sfs:SFyv_4367
ko:K02651	sfs:SFyv_4368
ko:K01754	sfs:SFyv_5562
ko:K02521	sfs:SFyv_5563
ko:K00053	sfs:SFyv_5565
ko:K03769	sfs:SFyv_5567
ko:K03656	sfs:SFyv_5569
ko:K01524	sfs:SFyv_5570
ko:K03732	sfs:SFyv_5571
ko:K03671	sfs:SFyv_5572
ko:K03628	sfs:SFyv_5573
ko:K02851	sfs:SFyv_5575
ko:K05790	sfs:SFyv_5576
ko:K01791	sfs:SFyv_5577
ko:K02472	sfs:SFyv_5578
ko:K00973	sfs:SFyv_5581
ko:K16704	sfs:SFyv_5582
ko:K02805	sfs:SFyv_5583
ko:K16693	sfs:SFyv_5584
ko:K12582	sfs:SFyv_5586
ko:K02853	sfs:SFyv_5587
ko:K02852	sfs:SFyv_5588
ko:K06871	sfs:SFyv_5590
ko:K02498	sfs:SFyv_5595
ko:K02498	sfs:SFyv_5594
ko:K02496	sfs:SFyv_5596
ko:K01719	sfs:SFyv_5597
ko:K01749	sfs:SFyv_5598
ko:K05851	sfs:SFyv_5599
ko:K06202	sfs:SFyv_5600
ko:K01778	sfs:SFyv_5609
ko:K09921	sfs:SFyv_5610
ko:K03733	sfs:SFyv_5611
ko:K03657	sfs:SFyv_5613
ko:K03284	sfs:SFyv_5619
ko:K05786	sfs:SFyv_5623
ko:K01058	sfs:SFyv_5626
ko:K03654	sfs:SFyv_5628
ko:K05835	sfs:SFyv_5629
ko:K05834	sfs:SFyv_5630
ko:K01048	sfs:SFyv_5631
ko:K01992	sfs:SFyv_0168
ko:K01579	sfs:SFyv_0171
ko:K01918	sfs:SFyv_0175
ko:K00606	sfs:SFyv_0176
ko:K00950	sfs:SFyv_0180
ko:K00970	sfs:SFyv_0181
ko:K01894	sfs:SFyv_0182
ko:K06204	sfs:SFyv_0183
ko:K06206	sfs:SFyv_0184
ko:K01975	sfs:SFyv_0185
ko:K03579	sfs:SFyv_0186
ko:K05365	sfs:SFyv_0188
ko:K02014	sfs:SFyv_0191
ko:K02013	sfs:SFyv_0192
ko:K02016	sfs:SFyv_0193
ko:K02015	sfs:SFyv_0196
ko:K01845	sfs:SFyv_0198
ko:K03281	sfs:SFyv_0199
ko:K15724	sfs:SFyv_0200
ko:K06858	sfs:SFyv_0203
ko:K01243	sfs:SFyv_0204
ko:K01644	sfs:SFyv_0744
ko:K01646	sfs:SFyv_0745
ko:K01910	sfs:SFyv_0748
ko:K02017	sfs:SFyv_0753
ko:K02018	sfs:SFyv_0755
ko:K02020	sfs:SFyv_0756
ko:K02019	sfs:SFyv_0758
ko:K05776	sfs:SFyv_0759
ko:K01784	sfs:SFyv_0762
ko:K00965	sfs:SFyv_0763
ko:K00849	sfs:SFyv_0764
ko:K01785	sfs:SFyv_0765
ko:K01834	sfs:SFyv_0766
ko:K01626	sfs:SFyv_0769
ko:K16264	sfs:SFyv_0772
ko:K03811	sfs:SFyv_0773
ko:K03517	sfs:SFyv_0774
ko:K03640	sfs:SFyv_0776
ko:K03641	sfs:SFyv_0777
ko:K03560	sfs:SFyv_0779
ko:K15554	sfs:SFyv_1322
ko:K04091	sfs:SFyv_1324
ko:K15553	sfs:SFyv_1326
ko:K00299	sfs:SFyv_1327
ko:K07347	sfs:SFyv_1335
ko:K07140	sfs:SFyv_1344
ko:K12297	sfs:SFyv_1345
ko:K15738	sfs:SFyv_1346
ko:K03808	sfs:SFyv_1347
ko:K06192	sfs:SFyv_1348
ko:K09857	sfs:SFyv_1349
ko:K01716	sfs:SFyv_1350
ko:K04770	sfs:SFyv_1351
ko:K09911	sfs:SFyv_1352
ko:K03286	sfs:SFyv_1353
ko:K13053	sfs:SFyv_1354
ko:K07343	sfs:SFyv_1355
ko:K08992	sfs:SFyv_1899
ko:K01591	sfs:SFyv_1903
ko:K03113	sfs:SFyv_1904
ko:K04062	sfs:SFyv_1906
ko:K14051	sfs:SFyv_1909
ko:K14051	sfs:SFyv_1910
ko:K14051	sfs:SFyv_1911
ko:K01147	sfs:SFyv_1913
ko:K00208	sfs:SFyv_1916
ko:K14052	sfs:SFyv_1925
ko:K09470	sfs:SFyv_1927
ko:K09473	sfs:SFyv_1930
ko:K14056	sfs:SFyv_1931
ko:K09471	sfs:SFyv_1933
ko:K00286	sfs:SFyv_0439
ko:K09768	sfs:SFyv_0440
ko:K00891	sfs:SFyv_0441
ko:K14591	sfs:SFyv_0443
ko:K09913	sfs:SFyv_0444
ko:K03554	sfs:SFyv_0447
ko:K00847	sfs:SFyv_0448
ko:K06910	sfs:SFyv_1022
ko:K00833	sfs:SFyv_1023
ko:K01012	sfs:SFyv_1024
ko:K00652	sfs:SFyv_1025
ko:K02169	sfs:SFyv_1028
ko:K02517	sfs:SFyv_1580
ko:K07146	sfs:SFyv_1581
ko:K02846	sfs:SFyv_1586
ko:K12148	sfs:SFyv_1587
ko:K12149	sfs:SFyv_1589
ko:K01465	sfs:SFyv_1590
ko:K03675	sfs:SFyv_1592
ko:K08162	sfs:SFyv_1593
ko:K03790	sfs:SFyv_1594
ko:K09915	sfs:SFyv_1595
ko:K03810	sfs:SFyv_1597
ko:K03980	sfs:SFyv_1598
ko:K02399	sfs:SFyv_1600
ko:K02398	sfs:SFyv_1601
ko:K18691	sfs:SFyv_3776
ko:K02968	sfs:SFyv_0029
ko:K11753	sfs:SFyv_0030
ko:K01870	sfs:SFyv_0032
ko:K03101	sfs:SFyv_0033
ko:K03774	sfs:SFyv_0034
ko:K03527	sfs:SFyv_0035
ko:K12700	sfs:SFyv_0036
ko:K00215	sfs:SFyv_0038
ko:K01956	sfs:SFyv_0039
ko:K01955	sfs:SFyv_0042
ko:K08277	sfs:SFyv_0044
ko:K08279	sfs:SFyv_0045
ko:K08299	sfs:SFyv_0046
ko:K02182	sfs:SFyv_0047
ko:K08298	sfs:SFyv_0048
ko:K08297	sfs:SFyv_0049
ko:K05245	sfs:SFyv_0051
ko:K03521	sfs:SFyv_0052
ko:K03522	sfs:SFyv_0053
ko:K00313	sfs:SFyv_0056
ko:K03855	sfs:SFyv_0057
ko:K08368	sfs:SFyv_0059
ko:K11746	sfs:SFyv_0060
ko:K10804	sfs:SFyv_0594
ko:K10804	sfs:SFyv_0595
ko:K02003	sfs:SFyv_0596
ko:K02004	sfs:SFyv_0597
ko:K06917	sfs:SFyv_0600
ko:K10972	sfs:SFyv_0601
ko:K01483	sfs:SFyv_0602
ko:K10973	sfs:SFyv_0604
ko:K01608	sfs:SFyv_0605
ko:K14977	sfs:SFyv_0610
ko:K02083	sfs:SFyv_0611
ko:K00926	sfs:SFyv_0613
ko:K01589	sfs:SFyv_0614
ko:K01588	sfs:SFyv_0615
ko:K03269	sfs:SFyv_0617
ko:K03768	sfs:SFyv_0618
ko:K01883	sfs:SFyv_0619
ko:K07038	sfs:SFyv_0620
ko:K14761	sfs:SFyv_0621
ko:K01491	sfs:SFyv_0622
ko:K07352	sfs:SFyv_0623
ko:K07353	sfs:SFyv_0624
ko:K07354	sfs:SFyv_0625
ko:K07459	sfs:SFyv_1171
ko:K09824	sfs:SFyv_1172
ko:K13888	sfs:SFyv_1174
ko:K05685	sfs:SFyv_1175
ko:K06891	sfs:SFyv_1177
ko:K03694	sfs:SFyv_1178
ko:K02518	sfs:SFyv_1179
ko:K00684	sfs:SFyv_1181
ko:K16012	sfs:SFyv_1182
ko:K16013	sfs:SFyv_1183
ko:K00384	sfs:SFyv_1184
ko:K03719	sfs:SFyv_1186
ko:K03466	sfs:SFyv_1191
ko:K03634	sfs:SFyv_1192
ko:K07478	sfs:SFyv_1193
ko:K01875	sfs:SFyv_1194
ko:K07306	sfs:SFyv_1196
ko:K07307	sfs:SFyv_1197
ko:K07308	sfs:SFyv_1199
ko:K08219	sfs:SFyv_1202
ko:K03603	sfs:SFyv_1755
ko:K00285	sfs:SFyv_1758
ko:K01775	sfs:SFyv_1759
ko:K01775	sfs:SFyv_1760
ko:K11105	sfs:SFyv_1766
ko:K01297	sfs:SFyv_1768
ko:K08308	sfs:SFyv_1769
ko:K08308	sfs:SFyv_1773
ko:K02014	sfs:SFyv_1778
ko:K02014	sfs:SFyv_1779
ko:K03813	sfs:SFyv_1780
ko:K02013	sfs:SFyv_1782
ko:K02015	sfs:SFyv_1783
ko:K02016	sfs:SFyv_1784
ko:K10555	sfs:SFyv_2327
ko:K08323	sfs:SFyv_2333
ko:K07309	sfs:SFyv_2344
ko:K07309	sfs:SFyv_2353
ko:K07310	sfs:SFyv_2354
ko:K07311	sfs:SFyv_2357
ko:K07312	sfs:SFyv_2359
ko:K03281	sfs:SFyv_2361
ko:K01935	sfs:SFyv_2362
ko:K15545	sfs:SFyv_2363
ko:K08224	sfs:SFyv_2367
ko:K08224	sfs:SFyv_2368
ko:K04775	sfs:SFyv_2371
ko:K11742	sfs:SFyv_2372
ko:K11743	sfs:SFyv_2373
ko:K02419	sfs:SFyv_2918
ko:K02420	sfs:SFyv_2919
ko:K02421	sfs:SFyv_2920
ko:K07781	sfs:SFyv_2921
ko:K07026	sfs:SFyv_2927
ko:K07026	sfs:SFyv_2928
ko:K09781	sfs:SFyv_2933
ko:K07458	sfs:SFyv_2935
ko:K06950	sfs:SFyv_2937
ko:K05523	sfs:SFyv_2948
ko:K02484	sfs:SFyv_2949
ko:K07127	sfs:SFyv_2951
ko:K09906	sfs:SFyv_3486
ko:K07090	sfs:SFyv_3487
ko:K07261	sfs:SFyv_3488
ko:K01736	sfs:SFyv_3490
ko:K07320	sfs:SFyv_3491
ko:K08296	sfs:SFyv_3508
ko:K01782	sfs:SFyv_3510
ko:K06076	sfs:SFyv_3513
ko:K04754	sfs:SFyv_3515
ko:K12112	sfs:SFyv_4528
ko:K03931	sfs:SFyv_4534
ko:K00219	sfs:SFyv_4535
ko:K11391	sfs:SFyv_4540
ko:K07043	sfs:SFyv_4541
ko:K03544	sfs:SFyv_0519
ko:K01338	sfs:SFyv_0521
ko:K03530	sfs:SFyv_0522
ko:K03770	sfs:SFyv_0524
ko:K02237	sfs:SFyv_0527
ko:K12500	sfs:SFyv_0529
ko:K06920	sfs:SFyv_0530
ko:K11938	sfs:SFyv_0532
