ko:K00344	vcm:VCM66_0510
ko:K11069	vcm:VCM66_1381
ko:K11070	vcm:VCM66_1382
ko:K11071	vcm:VCM66_1383
ko:K03784	vcm:VCM66_2270
ko:K01839	vcm:VCM66_2271
ko:K01619	vcm:VCM66_2273
ko:K03424	vcm:VCM66_2276
ko:K09861	vcm:VCM66_2278
ko:K03310	vcm:VCM66_2279
ko:K03648	vcm:VCM66_2282
ko:K01151	vcm:VCM66_2283
ko:K06866	vcm:VCM66_2284
ko:K01733	vcm:VCM66_2285
ko:K00872	vcm:VCM66_2286
ko:K02553	vcm:VCM66_2289
ko:K07773	vcm:VCM66_2291
ko:K07648	vcm:VCM66_2292
ko:K07139	vcm:VCM66_2294
ko:K00265	vcm:VCM66_2296
ko:K00266	vcm:VCM66_2297
ko:K00265	vcm:VCM66_2299
ko:K00266	vcm:VCM66_2300
ko:K01243	vcm:VCM66_2302
ko:K02227	vcm:VCM66_2303
ko:K07090	vcm:VCM66_2307
ko:K01955	vcm:VCM66_2312
ko:K11751	vcm:VCM66_2097
ko:K01627	vcm:VCM66_2098
ko:K02493	vcm:VCM66_2101
ko:K02835	vcm:VCM66_2102
ko:K02492	vcm:VCM66_2103
ko:K02494	vcm:VCM66_2104
ko:K00919	vcm:VCM66_2105
ko:K00948	vcm:VCM66_2106
ko:K03098	vcm:VCM66_A0306
ko:K09962	vcm:VCM66_A0307
ko:K03826	vcm:VCM66_A0318
ko:K06950	vcm:VCM66_A0323
ko:K08310	vcm:VCM66_A0332
ko:K06938	vcm:VCM66_A0351
ko:K07473	vcm:VCM66_A0363
ko:K01923	vcm:VCM66_1145
ko:K01745	vcm:VCM66_1157
ko:K01712	vcm:VCM66_1158
ko:K01468	vcm:VCM66_1160
ko:K05836	vcm:VCM66_1161
ko:K09901	vcm:VCM66_1163
ko:K02356	vcm:VCM66_1164
ko:K02336	vcm:VCM66_1167
ko:K07689	vcm:VCM66_1168
ko:K03703	vcm:VCM66_1169
ko:K00995	vcm:VCM66_1170
ko:K03828	vcm:VCM66_1172
ko:K01889	vcm:VCM66_1174
ko:K01890	vcm:VCM66_1175
ko:K04764	vcm:VCM66_1177
ko:K08289	vcm:VCM66_1183
ko:K07088	vcm:VCM66_1184
ko:K01489	vcm:VCM66_1186
ko:K01141	vcm:VCM66_1189
ko:K07305	vcm:VCM66_1191
ko:K00768	vcm:VCM66_1192
ko:K02233	vcm:VCM66_1193
ko:K02231	vcm:VCM66_1194
ko:K05526	vcm:VCM66_1197
ko:K06073	vcm:VCM66_1199
ko:K06074	vcm:VCM66_1200
ko:K01056	vcm:VCM66_2107
ko:K06942	vcm:VCM66_2108
ko:K02406	vcm:VCM66_2110
ko:K02406	vcm:VCM66_2111
ko:K02397	vcm:VCM66_2113
ko:K02396	vcm:VCM66_2114
ko:K02395	vcm:VCM66_2115
ko:K02394	vcm:VCM66_2116
ko:K02393	vcm:VCM66_2117
ko:K02392	vcm:VCM66_2118
ko:K02391	vcm:VCM66_2119
ko:K02390	vcm:VCM66_2120
ko:K02389	vcm:VCM66_2121
ko:K02388	vcm:VCM66_2122
ko:K02387	vcm:VCM66_2123
ko:K00575	vcm:VCM66_2124
ko:K03415	vcm:VCM66_2125
ko:K02386	vcm:VCM66_2126
ko:K02398	vcm:VCM66_2127
ko:K02399	vcm:VCM66_2128
ko:K09860	vcm:VCM66_2129
ko:K03286	vcm:VCM66_2136
ko:K01885	vcm:VCM66_2137
ko:K09973	vcm:VCM66_2143
ko:K06182	vcm:VCM66_2146
ko:K00761	vcm:VCM66_2148
ko:K01933	vcm:VCM66_2149
ko:K11175	vcm:VCM66_2150
ko:K03271	vcm:VCM66_2153
ko:K06445	vcm:VCM66_2154
ko:K09803	vcm:VCM66_A0383
ko:K03098	vcm:VCM66_A0403
ko:K02048	vcm:VCM66_A0414
ko:K07341	vcm:VCM66_A0437
ko:K11107	vcm:VCM66_1209
ko:K00526	vcm:VCM66_1210
ko:K00525	vcm:VCM66_1211
ko:K02469	vcm:VCM66_1213
ko:K07146	vcm:VCM66_1214
ko:K03291	vcm:VCM66_1216
ko:K07231	vcm:VCM66_1219
ko:K07338	vcm:VCM66_1221
ko:K09947	vcm:VCM66_1222
ko:K03451	vcm:VCM66_1234
ko:K02760	vcm:VCM66_1236
ko:K02761	vcm:VCM66_1237
ko:K02759	vcm:VCM66_1238
ko:K01222	vcm:VCM66_1239
ko:K03478	vcm:VCM66_1240
ko:K03670	vcm:VCM66_1243
ko:K02342	vcm:VCM66_1245
ko:K01893	vcm:VCM66_1252
ko:K01737	vcm:VCM66_1254
ko:K01752	vcm:VCM66_1255
ko:K03837	vcm:VCM66_1256
ko:K01665	vcm:VCM66_1258
ko:K01676	vcm:VCM66_1259
ko:K06918	vcm:VCM66_1261
ko:K02342	vcm:VCM66_2156
ko:K03469	vcm:VCM66_2157
ko:K08307	vcm:VCM66_2160
ko:K04075	vcm:VCM66_2165
ko:K01962	vcm:VCM66_2167
ko:K02337	vcm:VCM66_2168
ko:K03470	vcm:VCM66_2169
ko:K00748	vcm:VCM66_2170
ko:K00677	vcm:VCM66_2171
ko:K02372	vcm:VCM66_2172
ko:K02536	vcm:VCM66_2173
ko:K06142	vcm:VCM66_2174
ko:K07277	vcm:VCM66_2175
ko:K11749	vcm:VCM66_2176
ko:K00099	vcm:VCM66_2177
ko:K00981	vcm:VCM66_2178
ko:K00806	vcm:VCM66_2179
ko:K02838	vcm:VCM66_2180
ko:K09903	vcm:VCM66_2181
ko:K02357	vcm:VCM66_2182
ko:K02967	vcm:VCM66_2183
ko:K01265	vcm:VCM66_2184
ko:K00990	vcm:VCM66_2185
ko:K01095	vcm:VCM66_2188
ko:K12278	vcm:VCM66_0391
ko:K12277	vcm:VCM66_0392
ko:K12287	vcm:VCM66_0399
ko:K00946	vcm:VCM66_2189
ko:K10920	vcm:VCM66_0783
ko:K10919	vcm:VCM66_0784
ko:K12280	vcm:VCM66_0385
ko:K00821	vcm:VCM66_2538
ko:K12262	vcm:VCM66_A0245
ko:K11904	vcm:VCM66_A0017
ko:K07126	vcm:VCM66_1149
ko:K11754	vcm:VCM66_0957
ko:K07212	vcm:VCM66_1171
ko:K07216	vcm:VCM66_1171
ko:K00569	vcm:VCM66_1181
ko:K02671	vcm:VCM66_0818
ko:K02458	vcm:VCM66_2648
ko:K12982	vcm:VCM66_0213
ko:K03892	vcm:VCM66_1024
ko:K07794	vcm:VCM66_1288
ko:K01664	vcm:VCM66_2539
ko:K00835	vcm:VCM66_0019
ko:K02226	vcm:VCM66_1195
ko:K12532	vcm:VCM66_1403
ko:K12530	vcm:VCM66_1404
ko:K00244	vcm:VCM66_2576
ko:K10953	vcm:VCM66_1407
ko:K00657	vcm:VCM66_A0907
ko:K10912	vcm:VCM66_0976
ko:K10913	vcm:VCM66_0541
ko:K10915	vcm:VCM66_A0482
ko:K10916	vcm:VCM66_A0481
ko:K06218	vcm:VCM66_A0404
ko:K01139	vcm:VCM66_2630
ko:K03446	vcm:VCM66_1366
ko:K01424	vcm:VCM66_1919
ko:K07793	vcm:VCM66_1287
ko:K15371	vcm:VCM66_1435
ko:K12297	vcm:VCM66_1431
ko:K12282	vcm:VCM66_0387
ko:K12276	vcm:VCM66_0390
ko:K12286	vcm:VCM66_0398
ko:K12410	vcm:VCM66_1451
ko:K03406	vcm:VCM66_0267
ko:K00832	vcm:VCM66_1248
ko:K01491	vcm:VCM66_1866
ko:K02824	vcm:VCM66_2094
ko:K00823	vcm:VCM66_A0563
ko:K00564	vcm:VCM66_0581
ko:K03574	vcm:VCM66_2315
ko:K00970	vcm:VCM66_0552
ko:K10933	vcm:VCM66_0790
ko:K01190	vcm:VCM66_2261
ko:K10965	vcm:VCM66_0792
ko:K02455	vcm:VCM66_2651
ko:K02650	vcm:VCM66_2346
ko:K07459	vcm:VCM66_A0503
ko:K07258	vcm:VCM66_A0266
ko:K12525	vcm:VCM66_2604
ko:K03719	vcm:VCM66_1828
ko:K03719	vcm:VCM66_A1026
ko:K07343	vcm:VCM66_1662
ko:K07343	vcm:VCM66_1109
ko:K12373	vcm:VCM66_2140
ko:K02478	vcm:VCM66_0652
ko:K01739	vcm:VCM66_2603
ko:K00884	vcm:VCM66_1474
ko:K13051	vcm:VCM66_2523
ko:K12961	vcm:VCM66_0537
ko:K13009	vcm:VCM66_0378
ko:K00568	vcm:VCM66_1212
ko:K13010	vcm:VCM66_0232
ko:K00247	vcm:VCM66_2579
ko:K01119	vcm:VCM66_2482
ko:K13292	vcm:VCM66_0632
ko:K10804	vcm:VCM66_A0742
ko:K11072	vcm:VCM66_1384
ko:K00951	vcm:VCM66_2374
ko:K05799	vcm:VCM66_2338
ko:K01760	vcm:VCM66_1611
ko:K01048	vcm:VCM66_0135
ko:K14225	vcm:VCM66_AtRNAGLY
ko:K14225	vcm:VCM66_tRNAGLY1
ko:K00024	vcm:VCM66_0417
ko:K01800	vcm:VCM66_1302
ko:K01874	vcm:VCM66_0991
ko:K03593	vcm:VCM66_0992
ko:K00876	vcm:VCM66_0993
ko:K07289	vcm:VCM66_0994
ko:K06076	vcm:VCM66_0997
ko:K06076	vcm:VCM66_0998
ko:K03088	vcm:VCM66_1000
ko:K09790	vcm:VCM66_1007
ko:K00759	vcm:VCM66_1008
ko:K02343	vcm:VCM66_1009
ko:K09747	vcm:VCM66_1010
ko:K06187	vcm:VCM66_1011
ko:K06940	vcm:VCM66_1012
ko:K09160	vcm:VCM66_1013
ko:K01738	vcm:VCM66_1016
ko:K05800	vcm:VCM66_1017
ko:K10805	vcm:VCM66_1018
ko:K09914	vcm:VCM66_1019
ko:K07443	vcm:VCM66_1020
ko:K03308	vcm:VCM66_1936
ko:K03424	vcm:VCM66_1938
ko:K02341	vcm:VCM66_1939
ko:K00943	vcm:VCM66_1940
ko:K07082	vcm:VCM66_1941
ko:K02619	vcm:VCM66_1942
ko:K09458	vcm:VCM66_1943
ko:K02078	vcm:VCM66_1944
ko:K00059	vcm:VCM66_1945
ko:K00645	vcm:VCM66_1946
ko:K00648	vcm:VCM66_1947
ko:K03621	vcm:VCM66_1948
ko:K02911	vcm:VCM66_1949
ko:K07040	vcm:VCM66_1950
ko:K06179	vcm:VCM66_1952
ko:K08300	vcm:VCM66_1954
ko:K00133	vcm:VCM66_1960
ko:K03315	vcm:VCM66_1961
ko:K06899	vcm:VCM66_1963
ko:K09904	vcm:VCM66_1964
ko:K07014	vcm:VCM66_1965
ko:K03169	vcm:VCM66_1967
ko:K07390	vcm:VCM66_1968
ko:K04564	vcm:VCM66_1969
ko:K04754	vcm:VCM66_1972
ko:K02200	vcm:VCM66_1974
ko:K02199	vcm:VCM66_1975
ko:K02198	vcm:VCM66_1976
ko:K02197	vcm:VCM66_1977
ko:K02196	vcm:VCM66_1978
ko:K02195	vcm:VCM66_1979
ko:K02194	vcm:VCM66_1980
ko:K02193	vcm:VCM66_1981
ko:K03408	vcm:VCM66_1983
ko:K03408	vcm:VCM66_1984
ko:K03496	vcm:VCM66_1985
ko:K03412	vcm:VCM66_1986
ko:K03407	vcm:VCM66_1987
ko:K03414	vcm:VCM66_1988
ko:K03924	vcm:VCM66_A0171
ko:K01258	vcm:VCM66_A0176
ko:K05916	vcm:VCM66_A0179
ko:K03704	vcm:VCM66_A0180
ko:K09890	vcm:VCM66_A0181
ko:K03778	vcm:VCM66_A0188
ko:K00364	vcm:VCM66_A0193
ko:K00558	vcm:VCM66_A0194
ko:K11927	vcm:VCM66_A0200
ko:K07792	vcm:VCM66_A0201
ko:K00969	vcm:VCM66_A0204
ko:K09607	vcm:VCM66_A0219
ko:K02016	vcm:VCM66_A0223
ko:K02015	vcm:VCM66_A0224
ko:K02015	vcm:VCM66_A0225
ko:K02013	vcm:VCM66_A0226
ko:K09956	vcm:VCM66_A0229
ko:K00925	vcm:VCM66_A0231
ko:K00134	vcm:VCM66_1025
ko:K06910	vcm:VCM66_1031
ko:K07566	vcm:VCM66_1035
ko:K02044	vcm:VCM66_1045
ko:K07393	vcm:VCM66_1052
ko:K00925	vcm:VCM66_1054
ko:K09899	vcm:VCM66_1055
ko:K01989	vcm:VCM66_1057
ko:K05832	vcm:VCM66_1058
ko:K05833	vcm:VCM66_1059
ko:K05541	vcm:VCM66_1061
ko:K07039	vcm:VCM66_1062
ko:K03634	vcm:VCM66_1063
ko:K07478	vcm:VCM66_1064
ko:K01875	vcm:VCM66_1066
ko:K00833	vcm:VCM66_1067
ko:K01012	vcm:VCM66_1068
ko:K02169	vcm:VCM66_1070
ko:K01935	vcm:VCM66_1071
ko:K03799	vcm:VCM66_1073
ko:K09701	vcm:VCM66_1077
ko:K00574	vcm:VCM66_1078
ko:K01756	vcm:VCM66_1082
ko:K07153	vcm:VCM66_1083
ko:K00566	vcm:VCM66_1084
ko:K00892	vcm:VCM66_1085
ko:K03746	vcm:VCM66_1086
ko:K03413	vcm:VCM66_1989
ko:K02405	vcm:VCM66_1990
ko:K04562	vcm:VCM66_1991
ko:K02404	vcm:VCM66_1992
ko:K12285	vcm:VCM66_0397
ko:K01270	vcm:VCM66_2202
ko:K12262	vcm:VCM66_A0497
ko:K08305	vcm:VCM66_1880
ko:K01150	vcm:VCM66_0455
ko:K03768	vcm:VCM66_1772
ko:K03484	vcm:VCM66_A0612
ko:K03970	vcm:VCM66_1617
ko:K07397	vcm:VCM66_A0797
ko:K02664	vcm:VCM66_2552
ko:K08485	vcm:VCM66_2454
ko:K03087	vcm:VCM66_0492
ko:K07025	vcm:VCM66_1584
ko:K02769	vcm:VCM66_1746
ko:K01897	vcm:VCM66_1909
ko:K01897	vcm:VCM66_2406
ko:K02768	vcm:VCM66_1743
ko:K00956	vcm:VCM66_2479
ko:K04751	vcm:VCM66_2162
ko:K09806	vcm:VCM66_0162
ko:K01784	vcm:VCM66_A0733
ko:K13590	vcm:VCM66_A0916
ko:K07263	vcm:VCM66_1649
ko:K07263	vcm:VCM66_0512
ko:K03386	vcm:VCM66_0689
ko:K13746	vcm:VCM66_1564
ko:K06183	vcm:VCM66_1574
ko:K03767	vcm:VCM66_2222
ko:K01104	vcm:VCM66_0996
ko:K00215	vcm:VCM66_2314
ko:K03321	vcm:VCM66_A0075
ko:K03321	vcm:VCM66_0545
ko:K13038	vcm:VCM66_0203
ko:K13288	vcm:VCM66_0325
ko:K02463	vcm:VCM66_2643
ko:K02116	vcm:VCM66_2691
ko:K08234	vcm:VCM66_A0850
ko:K01046	vcm:VCM66_A0217
ko:K13283	vcm:VCM66_2610
ko:K00297	vcm:VCM66_2605
ko:K00407	vcm:VCM66_1396
ko:K01119	vcm:VCM66_2339
ko:K01766	vcm:VCM66_2232
ko:K00974	vcm:VCM66_2369
ko:K07394	vcm:VCM66_A0909
ko:K10939	vcm:VCM66_0802
ko:K05540	vcm:VCM66_0276
ko:K13788	vcm:VCM66_1053
ko:K03406	vcm:VCM66_A0939
ko:K03406	vcm:VCM66_A0947
ko:K03406	vcm:VCM66_A0989
ko:K03406	vcm:VCM66_A0992
ko:K03406	vcm:VCM66_1782
ko:K03406	vcm:VCM66_1791
ko:K03406	vcm:VCM66_A1014
ko:K03406	vcm:VCM66_A1027
ko:K03406	vcm:VCM66_A1045
ko:K03406	vcm:VCM66_A0008
ko:K03406	vcm:VCM66_A1049
ko:K03406	vcm:VCM66_1268
ko:K03406	vcm:VCM66_1349
ko:K03406	vcm:VCM66_0434
ko:K03406	vcm:VCM66_1358
ko:K03406	vcm:VCM66_1360
ko:K03406	vcm:VCM66_1361
ko:K03406	vcm:VCM66_1368
ko:K03406	vcm:VCM66_A0621
ko:K03406	vcm:VCM66_2362
ko:K03406	vcm:VCM66_1477
ko:K03406	vcm:VCM66_1822
ko:K03406	vcm:VCM66_A0065
ko:K03406	vcm:VCM66_A0172
ko:K03406	vcm:VCM66_A0264
ko:K03406	vcm:VCM66_2084
ko:K03406	vcm:VCM66_1244
ko:K12339	vcm:VCM66_0495
ko:K01193	vcm:VCM66_A0613
ko:K11202	vcm:VCM66_1744
ko:K11203	vcm:VCM66_1744
ko:K00537	vcm:VCM66_2088
ko:K03406	vcm:VCM66_0098
ko:K03406	vcm:VCM66_0204
ko:K06006	vcm:VCM66_2611
ko:K03406	vcm:VCM66_1582
ko:K03406	vcm:VCM66_A0823
ko:K03406	vcm:VCM66_A0883
ko:K03406	vcm:VCM66_A0934
ko:K00557	vcm:VCM66_0154
ko:K03406	vcm:VCM66_1253
ko:K00219	vcm:VCM66_1917
ko:K01497	vcm:VCM66_1218
ko:K12573	vcm:VCM66_2519
ko:K07497	vcm:VCM66_1421
ko:K03973	vcm:VCM66_1616
ko:K14055	vcm:VCM66_1389
ko:K00652	vcm:VCM66_1069
ko:K13628	vcm:VCM66_0708
ko:K01571	vcm:VCM66_0751
ko:K02062	vcm:VCM66_2458
ko:K13529	vcm:VCM66_A0977
ko:K01840	vcm:VCM66_0230
ko:K00758	vcm:VCM66_2272
ko:K03406	vcm:VCM66_A0732
ko:K03406	vcm:VCM66_1203
ko:K12984	vcm:VCM66_0212
ko:K08154	vcm:VCM66_A0210
ko:K00021	vcm:VCM66_A0681
ko:K01825	vcm:VCM66_2678
ko:K01081	vcm:VCM66_A0504
ko:K01183	vcm:VCM66_A0026
ko:K14058	vcm:VCM66_1388
ko:K01571	vcm:VCM66_0508
ko:K01826	vcm:VCM66_2589
ko:K12531	vcm:VCM66_1402
ko:K01534	vcm:VCM66_0988
ko:K05524	vcm:VCM66_0762
ko:K07274	vcm:VCM66_1273
ko:K02414	vcm:VCM66_2051
ko:K13246	vcm:VCM66_1591
ko:K06956	vcm:VCM66_1190
ko:K01479	vcm:VCM66_1159
ko:K12373	vcm:VCM66_0571
ko:K04774	vcm:VCM66_1015
ko:K04691	vcm:VCM66_0523
ko:K02529	vcm:VCM66_1498
ko:K07679	vcm:VCM66_1592
ko:K03711	vcm:VCM66_2029
ko:K12524	vcm:VCM66_2287
ko:K01096	vcm:VCM66_A0034
ko:K08992	vcm:VCM66_1837
ko:K00113	vcm:VCM66_A0708
ko:K03668	vcm:VCM66_1603
ko:K00632	vcm:VCM66_1001
ko:K00632	vcm:VCM66_2679
ko:K01420	vcm:VCM66_1390
ko:K02477	vcm:VCM66_0651
ko:K01782	vcm:VCM66_1002
ko:K02663	vcm:VCM66_2553
ko:K04072	vcm:VCM66_1957
ko:K06879	vcm:VCM66_0859
ko:K13895	vcm:VCM66_A0548
ko:K04085	vcm:VCM66_0024
ko:K00281	vcm:VCM66_A0275
ko:K11689	vcm:VCM66_1852
ko:K00885	vcm:VCM66_1720
ko:K05798	vcm:VCM66_2407
ko:K06895	vcm:VCM66_0466
ko:K01488	vcm:VCM66_2671
ko:K02778	vcm:VCM66_1937
ko:K02779	vcm:VCM66_1937
ko:K06518	vcm:VCM66_2025
ko:K06518	vcm:VCM66_1188
ko:K01759	vcm:VCM66_0966
ko:K01582	vcm:VCM66_0266
ko:K10910	vcm:VCM66_A0695
ko:K10911	vcm:VCM66_0977
ko:K01147	vcm:VCM66_A0764
ko:K07812	vcm:VCM66_1874
ko:K10909	vcm:VCM66_A0694
ko:K01791	vcm:VCM66_0874
ko:K01515	vcm:VCM66_A0723
ko:K11925	vcm:VCM66_A0537
ko:K01515	vcm:VCM66_2358
ko:K07821	vcm:VCM66_1875
ko:K11085	vcm:VCM66_1802
ko:K05834	vcm:VCM66_0136
ko:K01524	vcm:VCM66_0289
ko:K05812	vcm:VCM66_1475
ko:K01835	vcm:VCM66_2019
ko:K12942	vcm:VCM66_0837
ko:K10109	vcm:VCM66_A0904
ko:K03272	vcm:VCM66_2360
ko:K03782	vcm:VCM66_1501
ko:K06857	vcm:VCM66_1467
ko:K13638	vcm:VCM66_0262
ko:K13639	vcm:VCM66_A0082
ko:K02004	vcm:VCM66_2475
ko:K01792	vcm:VCM66_1925
ko:K02303	vcm:VCM66_2481
ko:K13643	vcm:VCM66_0705
ko:K13634	vcm:VCM66_1831
ko:K13821	vcm:VCM66_A1031
ko:K01069	vcm:VCM66_2159
ko:K06147	vcm:VCM66_0187
ko:K01176	vcm:VCM66_A0819
ko:K03078	vcm:VCM66_A0238
ko:K00058	vcm:VCM66_2403
ko:K02451	vcm:VCM66_2367
ko:K02004	vcm:VCM66_1568
ko:K02004	vcm:VCM66_A0740
ko:K02004	vcm:VCM66_A0813
ko:K02004	vcm:VCM66_1506
ko:K02004	vcm:VCM66_1507
ko:K07186	vcm:VCM66_2269
ko:K03317	vcm:VCM66_2275
ko:K01916	vcm:VCM66_A0203
ko:K03317	vcm:VCM66_1877
ko:K03317	vcm:VCM66_A0175
ko:K01580	vcm:VCM66_1105
ko:K01079	vcm:VCM66_2268
ko:K13727	vcm:VCM66_2163
ko:K03772	vcm:VCM66_0338
ko:K07114	vcm:VCM66_A0167
ko:K07114	vcm:VCM66_A0168
ko:K13894	vcm:VCM66_A0549
ko:K13896	vcm:VCM66_A0547
ko:K07182	vcm:VCM66_0285
ko:K07182	vcm:VCM66_1246
ko:K13893	vcm:VCM66_A0550
ko:K11905	vcm:VCM66_A0107
ko:K14235	vcm:VCM66_tRNATRP1
ko:K03406	vcm:VCM66_A0616
ko:K19416	vcm:VCM66_1313
ko:K00965	vcm:VCM66_1536
ko:K03077	vcm:VCM66_A0240
ko:K14228	vcm:VCM66_tRNALEU11
ko:K14237	vcm:VCM66_tRNAVAL1
ko:K14237	vcm:VCM66_tRNAVAL2
ko:K01977	vcm:VCM66_16S01
ko:K01977	vcm:VCM66_16S04
ko:K01977	vcm:VCM66_16S07
ko:K01977	vcm:VCM66_16S05
ko:K01977	vcm:VCM66_16S02
ko:K01977	vcm:VCM66_16S03
ko:K01977	vcm:VCM66_16S06
ko:K14232	vcm:VCM66_tRNAPRO1
ko:K14232	vcm:VCM66_tRNAPRO4
ko:K14232	vcm:VCM66_tRNAPRO2
ko:K14229	vcm:VCM66_tRNALYS1
ko:K14229	vcm:VCM66_tRNALYS2
ko:K14228	vcm:VCM66_tRNALEU10
ko:K14228	vcm:VCM66_tRNALEU6
ko:K14228	vcm:VCM66_tRNALEU9
ko:K14228	vcm:VCM66_tRNALEU7
ko:K14228	vcm:VCM66_tRNALEU4
ko:K14393	vcm:VCM66_2625
ko:K14218	vcm:VCM66_tRNAALA1
ko:K13498	vcm:VCM66_1126
ko:K08281	vcm:VCM66_A0670
ko:K03417	vcm:VCM66_1291
ko:K00124	vcm:VCM66_1454
ko:K13636	vcm:VCM66_A0835
ko:K00058	vcm:VCM66_A0588
ko:K10936	vcm:VCM66_0801
ko:K07483	vcm:VCM66_1728
ko:K10917	vcm:VCM66_2567
ko:K10918	vcm:VCM66_1004
ko:K10921	vcm:VCM66_0940
ko:K10922	vcm:VCM66_0939
ko:K03933	vcm:VCM66_A0138
ko:K10940	vcm:VCM66_1777
ko:K00941	vcm:VCM66_1251
ko:K01011	vcm:VCM66_A0578
ko:K08325	vcm:VCM66_A0660
ko:K03296	vcm:VCM66_0871
ko:K14233	vcm:VCM66_tRNASER1
ko:K14233	vcm:VCM66_tRNASER5
ko:K14230	vcm:VCM66_tRNAMET6
ko:K14230	vcm:VCM66_tRNAMET8
ko:K14230	vcm:VCM66_tRNAMET7
ko:K14220	vcm:VCM66_tRNAASN1
ko:K16962	vcm:VCM66_0009
ko:K02010	vcm:VCM66_A0645
ko:K02010	vcm:VCM66_0568
ko:K02010	vcm:VCM66_A0560
ko:K14236	vcm:VCM66_tRNATYR1
ko:K14236	vcm:VCM66_tRNATYR4
ko:K14236	vcm:VCM66_tRNATYR5
ko:K14236	vcm:VCM66_tRNATYR2
ko:K14236	vcm:VCM66_tRNATYR3
ko:K14228	vcm:VCM66_tRNALEU3
ko:K14228	vcm:VCM66_tRNALEU5
ko:K14228	vcm:VCM66_tRNALEU8
ko:K14219	vcm:VCM66_tRNAARG8
ko:K14221	vcm:VCM66_tRNAASP1
ko:K14221	vcm:VCM66_tRNAASP5
ko:K14221	vcm:VCM66_tRNAASP2
ko:K14221	vcm:VCM66_tRNAASP4
ko:K14221	vcm:VCM66_tRNAASP3
ko:K14233	vcm:VCM66_tRNASER2
ko:K14233	vcm:VCM66_tRNASER3
ko:K14232	vcm:VCM66_tRNAPRO3
ko:K01934	vcm:VCM66_2401
ko:K05499	vcm:VCM66_2597
ko:K07791	vcm:VCM66_2619
ko:K14187	vcm:VCM66_0654
ko:K02363	vcm:VCM66_0730
ko:K14233	vcm:VCM66_tRNASER4
ko:K14234	vcm:VCM66_tRNATHR3
ko:K14234	vcm:VCM66_tRNATHR2
ko:K14228	vcm:VCM66_tRNALEU2
ko:K14228	vcm:VCM66_AtRNALEU
ko:K14220	vcm:VCM66_tRNAASN3
ko:K14220	vcm:VCM66_tRNAASN4
ko:K14220	vcm:VCM66_tRNAASN2
ko:K14218	vcm:VCM66_tRNAALA2
ko:K14218	vcm:VCM66_tRNAALA5
ko:K14218	vcm:VCM66_tRNAALA3
ko:K14218	vcm:VCM66_tRNAALA4
ko:K05966	vcm:VCM66_0759
ko:K05794	vcm:VCM66_A0505
ko:K14219	vcm:VCM66_tRNAARG1
ko:K00674	vcm:VCM66_2252
ko:K14224	vcm:VCM66_tRNAGLU1
ko:K14224	vcm:VCM66_tRNAGLU3
ko:K14224	vcm:VCM66_tRNAGLU2
ko:K14445	vcm:VCM66_A0024
ko:K14445	vcm:VCM66_1269
ko:K02358	vcm:VCM66_0346
ko:K11069	vcm:VCM66_0662
ko:K02005	vcm:VCM66_1504
ko:K14223	vcm:VCM66_tRNAGLN3
ko:K02304	vcm:VCM66_1318
ko:K06604	vcm:VCM66_2062
ko:K02442	vcm:VCM66_A0591
ko:K03972	vcm:VCM66_A0098
ko:K10123	vcm:VCM66_2000
ko:K06858	vcm:VCM66_2304
ko:K06867	vcm:VCM66_1524
ko:K14225	vcm:VCM66_tRNAGLY2
ko:K14225	vcm:VCM66_tRNAGLY5
ko:K14225	vcm:VCM66_tRNAGLY4
ko:K14225	vcm:VCM66_tRNAGLY7
ko:K14225	vcm:VCM66_tRNAGLY3
ko:K14225	vcm:VCM66_tRNAGLY6
ko:K05565	vcm:VCM66_A0155
ko:K02475	vcm:VCM66_1544
ko:K14445	vcm:VCM66_0322
ko:K03307	vcm:VCM66_A0625
ko:K14234	vcm:VCM66_tRNATHR1
ko:K14234	vcm:VCM66_tRNATHR5
ko:K14234	vcm:VCM66_tRNATHR6
ko:K14234	vcm:VCM66_tRNATHR4
ko:K01175	vcm:VCM66_2021
ko:K02480	vcm:VCM66_1231
ko:K06212	vcm:VCM66_1635
ko:K02030	vcm:VCM66_1538
ko:K14227	vcm:VCM66_tRNAILE1
ko:K14227	vcm:VCM66_tRNAILE3
ko:K14227	vcm:VCM66_tRNAILE2
ko:K14231	vcm:VCM66_tRNAPHE1
ko:K14231	vcm:VCM66_tRNAPHE3
ko:K14231	vcm:VCM66_tRNAPHE2
ko:K14260	vcm:VCM66_1901
ko:K09810	vcm:VCM66_1807
ko:K05994	vcm:VCM66_A0772
ko:K14441	vcm:VCM66_2540
ko:K02483	vcm:VCM66_1577
ko:K14223	vcm:VCM66_tRNAGLN2
ko:K14223	vcm:VCM66_tRNAGLN1
ko:K02031	vcm:VCM66_A1058
ko:K02032	vcm:VCM66_A1058
ko:K01840	vcm:VCM66_A0999
ko:K01524	vcm:VCM66_0680
ko:K06218	vcm:VCM66_A0440
ko:K16961	vcm:VCM66_0010
ko:K07733	vcm:VCM66_1723
ko:K14683	vcm:VCM66_0634
ko:K01985	vcm:VCM66_5S01
ko:K01985	vcm:VCM66_5S08
ko:K01985	vcm:VCM66_5S07
ko:K01985	vcm:VCM66_5S04
ko:K01985	vcm:VCM66_5S03
ko:K01985	vcm:VCM66_5S02
ko:K01985	vcm:VCM66_5S05
ko:K01985	vcm:VCM66_5S06
