ko:K01183	bal:BACI_c04380
ko:K06397	bal:BACI_c41530
ko:K06396	bal:BACI_c41540
ko:K06395	bal:BACI_c41550
ko:K06394	bal:BACI_c41560
ko:K06393	bal:BACI_c41570
ko:K06392	bal:BACI_c41580
ko:K06391	bal:BACI_c41590
ko:K06390	bal:BACI_c41600
ko:K02356	bal:BACI_c41640
ko:K03786	bal:BACI_c41660
ko:K03716	bal:BACI_c41720
ko:K03800	bal:BACI_c41760
ko:K02437	bal:BACI_c49990
ko:K07516	bal:BACI_c50160
ko:K00318	bal:BACI_c50190
ko:K03217	bal:BACI_c50310
ko:K01874	bal:BACI_c50470
ko:K06911	bal:BACI_c50540
ko:K00036	bal:BACI_c33350
ko:K05967	bal:BACI_c33460
ko:K11752	bal:BACI_c33470
ko:K07078	bal:BACI_c33500
ko:K03837	bal:BACI_c33570
ko:K00574	bal:BACI_c33650
ko:K00283	bal:BACI_c41920
ko:K00282	bal:BACI_c41930
ko:K00605	bal:BACI_c41940
ko:K00891	bal:BACI_c42000
ko:K00472	bal:BACI_c42010
ko:K06956	bal:BACI_c42110
ko:K02563	bal:BACI_c42170
ko:K02913	bal:BACI_c42350
ko:K07228	bal:BACI_c50580
ko:K03310	bal:BACI_c50590
ko:K04047	bal:BACI_c50600
ko:K06966	bal:BACI_c50630
ko:K02217	bal:BACI_c50650
ko:K11535	bal:BACI_c50670
ko:K03310	bal:BACI_c50690
ko:K03310	bal:BACI_c50700
ko:K07118	bal:BACI_c50720
ko:K03885	bal:BACI_c50790
ko:K01866	bal:BACI_c50800
ko:K00075	bal:BACI_c50820
ko:K06199	bal:BACI_c50860
ko:K06199	bal:BACI_c50870
ko:K13256	bal:BACI_c50910
ko:K02013	bal:BACI_c50940
ko:K02015	bal:BACI_c50950
ko:K02015	bal:BACI_c50960
ko:K02016	bal:BACI_c50970
ko:K02003	bal:BACI_c51010
ko:K03664	bal:BACI_c51100
ko:K12573	bal:BACI_c51110
ko:K09936	bal:BACI_c34090
ko:K02016	bal:BACI_c34260
ko:K02015	bal:BACI_c34270
ko:K02015	bal:BACI_c34280
ko:K02039	bal:BACI_c42380
ko:K02036	bal:BACI_c42390
ko:K02038	bal:BACI_c42400
ko:K02037	bal:BACI_c42410
ko:K02040	bal:BACI_c42420
ko:K04564	bal:BACI_c42450
ko:K09816	bal:BACI_c42510
ko:K09817	bal:BACI_c42520
ko:K01151	bal:BACI_c42550
ko:K03527	bal:BACI_c42580
ko:K06967	bal:BACI_c42600
ko:K03086	bal:BACI_c42620
ko:K09773	bal:BACI_c42660
ko:K03584	bal:BACI_c42680
ko:K07042	bal:BACI_c42720
ko:K07037	bal:BACI_c42730
ko:K06438	bal:BACI_c42750
ko:K09117	bal:BACI_c42770
ko:K02970	bal:BACI_c42780
ko:K09761	bal:BACI_c42800
ko:K02687	bal:BACI_c42810
ko:K03686	bal:BACI_c42820
ko:K04043	bal:BACI_c42830
ko:K03687	bal:BACI_c42840
ko:K03705	bal:BACI_c42850
ko:K03596	bal:BACI_c42880
ko:K03928	bal:BACI_c51120
ko:K03075	bal:BACI_c51130
ko:K01689	bal:BACI_c51170
ko:K01803	bal:BACI_c51190
ko:K00927	bal:BACI_c51200
ko:K00134	bal:BACI_c51210
ko:K05311	bal:BACI_c51220
ko:K03092	bal:BACI_c51240
ko:K06405	bal:BACI_c51280
ko:K06406	bal:BACI_c51290
ko:K06407	bal:BACI_c51300
ko:K01358	bal:BACI_c51330
ko:K11184	bal:BACI_c51340
ko:K06958	bal:BACI_c51370
ko:K00384	bal:BACI_c51410
ko:K06019	bal:BACI_c51440
ko:K13292	bal:BACI_c51450
ko:K08972	bal:BACI_c51470
ko:K03701	bal:BACI_c51490
ko:K03702	bal:BACI_c51500
ko:K00675	bal:BACI_c34440
ko:K01126	bal:BACI_c34520
ko:K07734	bal:BACI_c34600
ko:K03453	bal:BACI_c34630
ko:K07507	bal:BACI_c34730
ko:K03704	bal:BACI_c34830
ko:K01755	bal:BACI_c34930
ko:K06012	bal:BACI_c42900
ko:K02968	bal:BACI_c42910
ko:K02340	bal:BACI_c42920
ko:K02237	bal:BACI_c42960
ko:K02239	bal:BACI_c42970
ko:K09710	bal:BACI_c42990
ko:K00969	bal:BACI_c43010
ko:K07574	bal:BACI_c43020
ko:K00014	bal:BACI_c43030
ko:K07015	bal:BACI_c43050
ko:K01613	bal:BACI_c43060
ko:K03091	bal:BACI_c43070
ko:K01153	bal:BACI_c43130
ko:K01154	bal:BACI_c43150
ko:K03427	bal:BACI_c43160
ko:K02913	bal:BACI_c43280
ko:K03797	bal:BACI_c51690
ko:K09811	bal:BACI_c51700
ko:K09812	bal:BACI_c51710
ko:K02836	bal:BACI_c51740
ko:K03070	bal:BACI_c51750
ko:K05808	bal:BACI_c51760
ko:K03704	bal:BACI_c51770
ko:K00012	bal:BACI_c51860
ko:K07240	bal:BACI_c51910
ko:K02759	bal:BACI_c51940
ko:K02761	bal:BACI_c51950
ko:K02760	bal:BACI_c51960
ko:K00797	bal:BACI_c51970
ko:K01611	bal:BACI_c51980
ko:K02759	bal:BACI_c51990
ko:K02761	bal:BACI_c52000
ko:K02760	bal:BACI_c52010
ko:K01421	bal:BACI_c52050
ko:K00425	bal:BACI_c52090
ko:K00426	bal:BACI_c52100
ko:K03893	bal:BACI_c52110
ko:K03147	bal:BACI_c52120
ko:K03303	bal:BACI_c52180
ko:K00003	bal:BACI_c25870
ko:K01921	bal:BACI_c25890
ko:K03707	bal:BACI_c25910
ko:K01779	bal:BACI_c26130
ko:K07697	bal:BACI_c26180
ko:K09775	bal:BACI_c35020
ko:K05786	bal:BACI_c35030
ko:K03636	bal:BACI_c35080
ko:K03750	bal:BACI_c35100
ko:K03639	bal:BACI_c35130
ko:K02379	bal:BACI_c35140
ko:K00123	bal:BACI_c35170
ko:K15580	bal:BACI_c35260
ko:K15580	bal:BACI_c35310
ko:K11103	bal:BACI_c35320
ko:K03088	bal:BACI_c35350
ko:K02621	bal:BACI_c35420
ko:K02622	bal:BACI_c35430
ko:K00500	bal:BACI_c43440
ko:K02013	bal:BACI_c43530
ko:K02015	bal:BACI_c43540
ko:K02016	bal:BACI_c43550
ko:K04072	bal:BACI_c43570
ko:K03624	bal:BACI_c43650
ko:K00876	bal:BACI_c43660
ko:K02372	bal:BACI_c28650
ko:K07137	bal:BACI_c37070
ko:K01442	bal:BACI_c37120
ko:K03572	bal:BACI_c37180
ko:K03555	bal:BACI_c37190
ko:K06328	bal:BACI_c37200
ko:K06168	bal:BACI_c37220
ko:K00175	bal:BACI_c37230
ko:K00174	bal:BACI_c37240
ko:K01273	bal:BACI_c37250
ko:K06416	bal:BACI_c37260
ko:K09769	bal:BACI_c37270
ko:K00995	bal:BACI_c37320
ko:K07335	bal:BACI_c37420
ko:K03710	bal:BACI_c37430
ko:K03466	bal:BACI_c37450
ko:K01714	bal:BACI_c37500
ko:K00928	bal:BACI_c37510
ko:K00133	bal:BACI_c37520
ko:K06411	bal:BACI_c37530
ko:K06410	bal:BACI_c37540
ko:K00962	bal:BACI_c37580
ko:K06426	bal:BACI_c45570
ko:K06950	bal:BACI_c45580
ko:K02887	bal:BACI_c45650
ko:K02916	bal:BACI_c45660
ko:K02520	bal:BACI_c45670
ko:K01868	bal:BACI_c45690
ko:K07738	bal:BACI_c45740
ko:K01611	bal:BACI_c45750
ko:K00134	bal:BACI_c45760
ko:K00859	bal:BACI_c45770
ko:K07636	bal:BACI_c45810
ko:K08303	bal:BACI_c43670
ko:K08303	bal:BACI_c43680
ko:K07082	bal:BACI_c43700
ko:K07447	bal:BACI_c43720
ko:K01872	bal:BACI_c43740
ko:K03581	bal:BACI_c43800
ko:K00566	bal:BACI_c43820
ko:K04487	bal:BACI_c43830
ko:K07478	bal:BACI_c43850
ko:K01876	bal:BACI_c43890
ko:K01892	bal:BACI_c43900
ko:K07560	bal:BACI_c43930
ko:K00759	bal:BACI_c43950
ko:K07462	bal:BACI_c43960
ko:K00824	bal:BACI_c52240
ko:K02250	bal:BACI_c52430
ko:K02003	bal:BACI_c52480
ko:K02445	bal:BACI_c52520
ko:K02012	bal:BACI_c52530
ko:K02372	bal:BACI_c52600
ko:K02472	bal:BACI_c52640
ko:K00024	bal:BACI_c45840
ko:K00031	bal:BACI_c45850
ko:K01647	bal:BACI_c45860
ko:K07113	bal:BACI_c45890
ko:K00873	bal:BACI_c45900
ko:K00850	bal:BACI_c45910
ko:K01962	bal:BACI_c45920
ko:K01963	bal:BACI_c45930
ko:K02337	bal:BACI_c45960
ko:K12267	bal:BACI_c54300
ko:K05339	bal:BACI_c54320
ko:K05338	bal:BACI_c54330
ko:K07704	bal:BACI_c54350
ko:K00491	bal:BACI_c54380
ko:K04564	bal:BACI_c54390
ko:K11068	bal:BACI_c54440
ko:K00364	bal:BACI_c54480
ko:K00783	bal:BACI_c54610
ko:K01939	bal:BACI_c54730
ko:K02939	bal:BACI_c54750
ko:K02963	bal:BACI_c54780
ko:K02990	bal:BACI_c54800
ko:K06942	bal:BACI_c54810
ko:K01126	bal:BACI_c26420
ko:K02338	bal:BACI_c26570
ko:K06153	bal:BACI_c26740
ko:K08310	bal:BACI_c26840
ko:K08591	bal:BACI_c35490
ko:K07107	bal:BACI_c35510
ko:K06306	bal:BACI_c35530
ko:K06434	bal:BACI_c35540
ko:K01681	bal:BACI_c35610
ko:K03523	bal:BACI_c35770
ko:K06999	bal:BACI_c35910
ko:K07736	bal:BACI_c35970
ko:K01468	bal:BACI_c35990
ko:K01712	bal:BACI_c36000
ko:K12257	bal:BACI_c43980
ko:K06409	bal:BACI_c44000
ko:K03210	bal:BACI_c44030
ko:K00773	bal:BACI_c44040
ko:K07568	bal:BACI_c44050
ko:K03551	bal:BACI_c44070
ko:K03550	bal:BACI_c44080
ko:K02016	bal:BACI_c44090
ko:K06318	bal:BACI_c44100
ko:K03517	bal:BACI_c44150
ko:K00767	bal:BACI_c44160
ko:K00278	bal:BACI_c44170
ko:K04487	bal:BACI_c44180
ko:K02003	bal:BACI_c44240
ko:K03979	bal:BACI_c44270
ko:K06375	bal:BACI_c44280
ko:K02899	bal:BACI_c44290
ko:K02888	bal:BACI_c44310
ko:K08301	bal:BACI_c44330
ko:K06401	bal:BACI_c44350
ko:K03609	bal:BACI_c44360
ko:K03610	bal:BACI_c44370
ko:K03571	bal:BACI_c44380
ko:K03570	bal:BACI_c44390
ko:K03569	bal:BACI_c44400
ko:K03630	bal:BACI_c44410
ko:K06287	bal:BACI_c44420
ko:K11754	bal:BACI_c44440
ko:K01873	bal:BACI_c44450
ko:K06417	bal:BACI_c44480
ko:K01845	bal:BACI_c44490
ko:K03569	bal:BACI_c52730
ko:K06283	bal:BACI_c52740
ko:K06386	bal:BACI_c52760
ko:K06381	bal:BACI_c52800
ko:K00790	bal:BACI_c52810
ko:K00343	bal:BACI_c52840
ko:K00342	bal:BACI_c52850
ko:K00341	bal:BACI_c52860
ko:K00340	bal:BACI_c52870
ko:K00339	bal:BACI_c52880
ko:K00338	bal:BACI_c52890
ko:K00337	bal:BACI_c52900
ko:K00333	bal:BACI_c52910
ko:K00332	bal:BACI_c52920
ko:K00331	bal:BACI_c52930
ko:K00330	bal:BACI_c52940
ko:K02114	bal:BACI_c52980
ko:K02112	bal:BACI_c52990
ko:K02115	bal:BACI_c53000
ko:K02111	bal:BACI_c53020
ko:K02113	bal:BACI_c53030
ko:K02109	bal:BACI_c53040
ko:K02110	bal:BACI_c53050
ko:K02108	bal:BACI_c53060
ko:K00761	bal:BACI_c53090
ko:K00600	bal:BACI_c53100
ko:K01808	bal:BACI_c53120
ko:K15977	bal:BACI_c53150
ko:K07566	bal:BACI_c53200
ko:K06387	bal:BACI_c53220
ko:K01243	bal:BACI_c28330
ko:K00800	bal:BACI_c29080
ko:K00817	bal:BACI_c29100
ko:K01736	bal:BACI_c29110
ko:K13853	bal:BACI_c29130
ko:K02182	bal:BACI_c29260
ko:K00116	bal:BACI_c29290
ko:K10555	bal:BACI_c29300
ko:K10557	bal:BACI_c29310
ko:K10556	bal:BACI_c29320
ko:K10558	bal:BACI_c29330
ko:K11216	bal:BACI_c29350
ko:K00147	bal:BACI_c29460
ko:K00931	bal:BACI_c29470
ko:K00286	bal:BACI_c29490
ko:K02956	bal:BACI_c37590
ko:K11753	bal:BACI_c37600
ko:K02834	bal:BACI_c37620
ko:K02519	bal:BACI_c37640
ko:K07742	bal:BACI_c37660
ko:K02600	bal:BACI_c37670
ko:K09748	bal:BACI_c37680
ko:K03763	bal:BACI_c37690
ko:K01881	bal:BACI_c37700
ko:K00099	bal:BACI_c37720
ko:K00981	bal:BACI_c37730
ko:K00806	bal:BACI_c37740
ko:K02838	bal:BACI_c37750
ko:K09903	bal:BACI_c37760
ko:K02357	bal:BACI_c37770
ko:K02967	bal:BACI_c37780
ko:K03706	bal:BACI_c37790
ko:K03667	bal:BACI_c37800
ko:K01419	bal:BACI_c37810
ko:K03733	bal:BACI_c37820
ko:K04094	bal:BACI_c37830
ko:K03168	bal:BACI_c37840
ko:K04096	bal:BACI_c37850
ko:K01902	bal:BACI_c37860
ko:K01903	bal:BACI_c37870
ko:K03470	bal:BACI_c37880
ko:K03100	bal:BACI_c37900
ko:K02884	bal:BACI_c37910
ko:K00554	bal:BACI_c37930
ko:K02860	bal:BACI_c37940
ko:K06960	bal:BACI_c37950
ko:K02959	bal:BACI_c37960
ko:K03106	bal:BACI_c37970
ko:K03110	bal:BACI_c37990
ko:K03529	bal:BACI_c38000
ko:K03685	bal:BACI_c38020
ko:K02078	bal:BACI_c38030
ko:K00645	bal:BACI_c38050
ko:K03621	bal:BACI_c38060
ko:K03655	bal:BACI_c38080
ko:K00259	bal:BACI_c46200
ko:K01755	bal:BACI_c46250
ko:K01940	bal:BACI_c46260
ko:K00925	bal:BACI_c46330
ko:K11065	bal:BACI_c46350
ko:K00858	bal:BACI_c46380
ko:K01895	bal:BACI_c46410
ko:K03151	bal:BACI_c46430
ko:K04487	bal:BACI_c46440
ko:K01761	bal:BACI_c46500
ko:K02986	bal:BACI_c46510
ko:K01866	bal:BACI_c46560
ko:K03088	bal:BACI_c46590
ko:K01895	bal:BACI_c46610
ko:K04766	bal:BACI_c46620
ko:K04768	bal:BACI_c46640
ko:K03501	bal:BACI_c54880
ko:K03495	bal:BACI_c54890
ko:K03650	bal:BACI_c54900
ko:K03217	bal:BACI_c54920
ko:K03536	bal:BACI_c54930
ko:K02914	bal:BACI_c54940
ko:K00285	bal:BACI_c26850
ko:K00675	bal:BACI_c26870
ko:K03076	bal:BACI_c26990
ko:K00453	bal:BACI_c27190
ko:K01556	bal:BACI_c27210
ko:K00382	bal:BACI_c27350
ko:K00627	bal:BACI_c27360
ko:K01745	bal:BACI_c36010
ko:K07090	bal:BACI_c36230
ko:K00615	bal:BACI_c36320
ko:K02042	bal:BACI_c36330
ko:K02042	bal:BACI_c36340
ko:K02041	bal:BACI_c36350
ko:K02044	bal:BACI_c36360
ko:K01356	bal:BACI_c36430
ko:K01915	bal:BACI_c36540
ko:K01698	bal:BACI_c44500
ko:K01749	bal:BACI_c44520
ko:K02497	bal:BACI_c44530
ko:K02492	bal:BACI_c44540
ko:K03978	bal:BACI_c44570
ko:K01338	bal:BACI_c44580
ko:K03544	bal:BACI_c44600
ko:K03545	bal:BACI_c44610
ko:K07095	bal:BACI_c44730
ko:K00989	bal:BACI_c44750
ko:K01776	bal:BACI_c44770
ko:K06188	bal:BACI_c44990
ko:K02493	bal:BACI_c53230
ko:K02835	bal:BACI_c53240
ko:K02909	bal:BACI_c53260
ko:K03628	bal:BACI_c53270
ko:K00790	bal:BACI_c53290
ko:K01624	bal:BACI_c53300
ko:K02490	bal:BACI_c53310
ko:K01937	bal:BACI_c53330
ko:K00074	bal:BACI_c53380
ko:K07693	bal:BACI_c53480
ko:K07778	bal:BACI_c53490
ko:K01265	bal:BACI_c53520
ko:K03088	bal:BACI_c53580
ko:K01887	bal:BACI_c53590
ko:K00797	bal:BACI_c53650
ko:K01126	bal:BACI_c53680
ko:K01821	bal:BACI_c53720
ko:K06885	bal:BACI_c53730
ko:K02016	bal:BACI_c53740
ko:K07260	bal:BACI_c45060
ko:K18926	bal:BACI_c08770
ko:K09692	bal:BACI_c52630
ko:K15973	bal:BACI_c13720
ko:K00001	bal:BACI_c25630
ko:K15986	bal:BACI_c27890
ko:K15975	bal:BACI_c35920
ko:K06196	bal:BACI_c36110
ko:K09976	bal:BACI_c36300
ko:K01119	bal:BACI_c36370
ko:K01119	bal:BACI_c36400
ko:K01719	bal:BACI_c44510
ko:K04076	bal:BACI_c44590
ko:K02035	bal:BACI_c44880
ko:K02033	bal:BACI_c44900
ko:K02446	bal:BACI_c53280
ko:K03048	bal:BACI_c53340
ko:K00626	bal:BACI_c53390
ko:K02004	bal:BACI_c31340
ko:K03325	bal:BACI_c31460
ko:K00626	bal:BACI_c39880
ko:K08969	bal:BACI_c40030
ko:K08964	bal:BACI_c40070
ko:K08483	bal:BACI_c40160
ko:K02564	bal:BACI_c40220
ko:K09763	bal:BACI_c40270
ko:K02004	bal:BACI_c48310
ko:K02549	bal:BACI_c48570
ko:K08680	bal:BACI_c48600
ko:K02552	bal:BACI_c48620
ko:K00700	bal:BACI_c48730
ko:K00016	bal:BACI_c48760
ko:K09815	bal:BACI_pCIXO101830
ko:K02004	bal:BACI_c31980
ko:K00058	bal:BACI_c32170
ko:K03768	bal:BACI_c40290
ko:K07258	bal:BACI_c40430
ko:K03783	bal:BACI_c40560
ko:K04763	bal:BACI_c40590
ko:K03711	bal:BACI_c40610
ko:K01515	bal:BACI_c40640
ko:K06889	bal:BACI_c40760
ko:K07570	bal:BACI_c49070
ko:K11031	bal:BACI_c32520
ko:K03976	bal:BACI_c32730
ko:K00652	bal:BACI_c40890
ko:K01119	bal:BACI_c40950
ko:K00784	bal:BACI_c41110
ko:K00929	bal:BACI_c41300
ko:K02004	bal:BACI_c49600
ko:K02446	bal:BACI_c49670
ko:K04488	bal:BACI_c49860
ko:K07052	bal:BACI_pCIXO200870
ko:K03713	bal:BACI_c36550
ko:K00882	bal:BACI_c36670
ko:K07098	bal:BACI_c36760
ko:K03830	bal:BACI_c36790
ko:K07017	bal:BACI_c36840
ko:K01258	bal:BACI_c36930
ko:K01771	bal:BACI_c37040
ko:K00241	bal:BACI_c45100
ko:K03471	bal:BACI_c45470
ko:K01480	bal:BACI_c53640
ko:K00625	bal:BACI_c53820
ko:K01560	bal:BACI_c54030
ko:K00059	bal:BACI_c32820
ko:K01560	bal:BACI_c32890
ko:K01104	bal:BACI_c32910
ko:K02116	bal:BACI_c33170
ko:K00851	bal:BACI_c33300
ko:K00616	bal:BACI_c33320
ko:K00033	bal:BACI_c33330
ko:K07025	bal:BACI_c41700
ko:K07035	bal:BACI_c50070
ko:K00016	bal:BACI_c50080
ko:K03406	bal:BACI_c50220
ko:K03294	bal:BACI_c50270
ko:K07729	bal:BACI_c50390
ko:K00059	bal:BACI_c33420
ko:K03406	bal:BACI_c33450
ko:K02248	bal:BACI_c42030
ko:K02246	bal:BACI_c42050
ko:K02245	bal:BACI_c42060
ko:K02244	bal:BACI_c42070
ko:K02243	bal:BACI_c42080
ko:K00548	bal:BACI_c42190
ko:K00845	bal:BACI_c42320
ko:K03406	bal:BACI_c50510
ko:K03455	bal:BACI_c50570
ko:K03317	bal:BACI_c50680
ko:K03406	bal:BACI_c50840
ko:K00657	bal:BACI_c50900
ko:K03406	bal:BACI_c50500
ko:K02076	bal:BACI_c42500
ko:K13300	bal:BACI_c42610
ko:K01489	bal:BACI_c42700
ko:K09762	bal:BACI_c51350
ko:K08974	bal:BACI_c51390
ko:K06023	bal:BACI_c51460
ko:K00059	bal:BACI_c37360
ko:K11144	bal:BACI_c45720
ko:K03346	bal:BACI_c45730
ko:K10563	bal:BACI_c45790
ko:K07658	bal:BACI_c45820
ko:K00027	bal:BACI_c45950
ko:K07652	bal:BACI_c54670
ko:K07668	bal:BACI_c54680
ko:K09680	bal:BACI_c28660
ko:K03177	bal:BACI_c37610
ko:K09764	bal:BACI_c37630
ko:K09787	bal:BACI_c37980
ko:K00059	bal:BACI_c38040
ko:K07729	bal:BACI_c46180
ko:K00059	bal:BACI_c46210
ko:K04750	bal:BACI_c46400
ko:K06286	bal:BACI_c46450
ko:K06346	bal:BACI_c54910
ko:K01387	bal:BACI_c34720
ko:K07104	bal:BACI_c34760
ko:K07034	bal:BACI_c34860
ko:K06976	bal:BACI_c34920
ko:K02238	bal:BACI_c42940
ko:K15976	bal:BACI_c43290
ko:K07729	bal:BACI_c51600
ko:K02240	bal:BACI_c51790
ko:K03478	bal:BACI_c51920
ko:K01222	bal:BACI_c51930
ko:K06994	bal:BACI_c29050
ko:K01077	bal:BACI_c29550
ko:K07030	bal:BACI_c38090
ko:K00949	bal:BACI_c38120
ko:K02823	bal:BACI_c38380
ko:K02824	bal:BACI_c38430
ko:K04767	bal:BACI_c46630
ko:K01259	bal:BACI_c46650
ko:K03810	bal:BACI_c46700
ko:K01439	bal:BACI_c47010
ko:K00059	bal:BACI_c34990
ko:K03593	bal:BACI_c35070
ko:K03635	bal:BACI_c35090
ko:K01724	bal:BACI_c43450
ko:K07104	bal:BACI_c43460
ko:K01243	bal:BACI_c43600
ko:K03317	bal:BACI_c52260
ko:K02004	bal:BACI_c52470
ko:K01784	bal:BACI_c52570
ko:K07706	bal:BACI_c29610
ko:K02004	bal:BACI_c30040
ko:K02004	bal:BACI_c30050
ko:K08724	bal:BACI_c38720
ko:K07177	bal:BACI_c38820
ko:K01455	bal:BACI_c38960
ko:K02274	bal:BACI_c39000
ko:K01958	bal:BACI_c39040
ko:K01092	bal:BACI_c39150
ko:K03635	bal:BACI_c47170
ko:K03455	bal:BACI_c47400
ko:K02004	bal:BACI_c47430
ko:K06201	bal:BACI_c30480
ko:K03499	bal:BACI_c39350
ko:K07098	bal:BACI_c39490
ko:K00841	bal:BACI_c39680
ko:K02116	bal:BACI_c47690
ko:K02051	bal:BACI_c47800
ko:K02049	bal:BACI_c47810
ko:K02050	bal:BACI_c47820
ko:K07025	bal:BACI_c47850
ko:K02004	bal:BACI_c48210
ko:K02342	bal:BACI_c35570
ko:K06147	bal:BACI_c35600
ko:K00626	bal:BACI_c35720
ko:K01489	bal:BACI_c35840
ko:K03307	bal:BACI_c35930
ko:K01479	bal:BACI_c35980
ko:K07105	bal:BACI_c44190
ko:K04518	bal:BACI_c44210
ko:K02004	bal:BACI_c44220
ko:K02004	bal:BACI_c44230
ko:K07584	bal:BACI_c44300
ko:K09693	bal:BACI_c52620
ko:K02116	bal:BACI_c53070
ko:K00121	bal:BACI_c30760
ko:K01424	bal:BACI_c30790
ko:K03294	bal:BACI_c30820
ko:K00064	bal:BACI_c48240
ko:K10040	bal:BACI_c06550
ko:K10010	bal:BACI_c09020
ko:K10716	bal:BACI_c53890
ko:K02424	bal:BACI_c09000
ko:K10009	bal:BACI_c09010
ko:K18926	bal:BACI_c09790
ko:K18926	bal:BACI_c10760
ko:K10716	bal:BACI_c49030
ko:K12574	bal:BACI_c39340
ko:K16044	bal:BACI_c35410
ko:K18682	bal:BACI_c37280
ko:K10040	bal:BACI_c06540
ko:K16188	bal:BACI_c47550
ko:K01992	bal:BACI_c17890
ko:K01992	bal:BACI_c33920
ko:K01992	bal:BACI_c53500
ko:K03758	bal:BACI_c06360
ko:K02031	bal:BACI_c09500
ko:K07038	bal:BACI_c05130
ko:K16216	bal:BACI_c34910
ko:K16509	bal:BACI_c12280
ko:K16509	bal:BACI_c33610
ko:K01270	bal:BACI_c24650
ko:K11733	bal:BACI_c30250
ko:K16511	bal:BACI_c15340
ko:K01069	bal:BACI_c25090
ko:K01400	bal:BACI_c06090
ko:K13955	bal:BACI_c26220
ko:K16511	bal:BACI_c12300
ko:K00366	bal:BACI_c14650
ko:K16785	bal:BACI_c26170
ko:K16323	bal:BACI_c29450
ko:K16169	bal:BACI_c16120
ko:K11735	bal:BACI_c36730
ko:K06341	bal:BACI_c28410
ko:K13993	bal:BACI_c22260
ko:K05340	bal:BACI_c47140
ko:K08645	bal:BACI_pCIXO101600
ko:K16264	bal:BACI_c17560
ko:K03321	bal:BACI_c06640
ko:K05340	bal:BACI_c02380
ko:K16654	bal:BACI_c12870
ko:K00034	bal:BACI_c47130
ko:K16924	bal:BACI_c26150
ko:K16786	bal:BACI_c01660
ko:K00090	bal:BACI_c49100
ko:K16787	bal:BACI_c01670
ko:K16785	bal:BACI_c01680
ko:K10810	bal:BACI_c07600
ko:K16789	bal:BACI_c48100
ko:K06336	bal:BACI_c13130
ko:K02032	bal:BACI_c02650
ko:K02034	bal:BACI_c44890
ko:K02033	bal:BACI_c02240
ko:K15580	bal:BACI_c18190
ko:K07979	bal:BACI_c30010
ko:K20107	bal:BACI_c04210
ko:K20108	bal:BACI_c04210
ko:K10947	bal:BACI_c36460
ko:K06400	bal:BACI_c43240
ko:K02030	bal:BACI_c04160
ko:K02030	bal:BACI_c41210
ko:K12263	bal:BACI_c51720
ko:K06351	bal:BACI_c30440
ko:K11636	bal:BACI_c19720
ko:K11636	bal:BACI_c48410
ko:K11636	bal:BACI_c48420
ko:K11636	bal:BACI_c48440
ko:K11636	bal:BACI_c25830
ko:K00355	bal:BACI_c49620
ko:K00355	bal:BACI_c32550
ko:K16786	bal:BACI_c26160
ko:K16787	bal:BACI_c26160
ko:K16881	bal:BACI_c42370
ko:K11635	bal:BACI_c48430
ko:K11635	bal:BACI_c25820
ko:K11991	bal:BACI_c00240
ko:K10819	bal:BACI_c46680
ko:K00951	bal:BACI_c43940
ko:K16899	bal:BACI_c11690
ko:K16898	bal:BACI_c11700
ko:K16869	bal:BACI_c53810
ko:K16786	bal:BACI_c32620
ko:K16787	bal:BACI_c32620
ko:K16785	bal:BACI_c32630
ko:K15555	bal:BACI_c28780
ko:K02003	bal:BACI_c08350
ko:K16927	bal:BACI_c32610
ko:K02809	bal:BACI_c07870
ko:K02810	bal:BACI_c07870
ko:K16937	bal:BACI_c02080
ko:K16937	bal:BACI_c43350
ko:K11070	bal:BACI_c13210
ko:K17103	bal:BACI_c09930
ko:K07260	bal:BACI_c24940
ko:K01992	bal:BACI_c35380
ko:K01992	bal:BACI_c08920
ko:K01992	bal:BACI_c28690
ko:K01992	bal:BACI_c41840
ko:K01992	bal:BACI_c41850
ko:K01992	bal:BACI_c41860
ko:K01992	bal:BACI_c41870
ko:K01992	bal:BACI_c48350
ko:K01990	bal:BACI_c45020
ko:K01990	bal:BACI_c52790
ko:K17217	bal:BACI_c43580
ko:K00951	bal:BACI_c23950
ko:K00265	bal:BACI_c05210
ko:K17216	bal:BACI_c43590
ko:K02032	bal:BACI_c06690
ko:K17103	bal:BACI_c14550
ko:K17218	bal:BACI_c25080
ko:K06298	bal:BACI_c44760
ko:K02028	bal:BACI_c04170
ko:K08986	bal:BACI_c20140
ko:K17462	bal:BACI_c43610
ko:K02029	bal:BACI_c41200
ko:K02028	bal:BACI_c41190
ko:K01992	bal:BACI_c36140
ko:K01992	bal:BACI_c53940
ko:K10947	bal:BACI_c41730
ko:K03574	bal:BACI_c30320
ko:K01990	bal:BACI_c52780
ko:K01990	bal:BACI_c33930
ko:K01990	bal:BACI_c35390
ko:K01990	bal:BACI_c40450
ko:K01990	bal:BACI_c53510
ko:K01990	bal:BACI_c17880
ko:K01990	bal:BACI_c25120
ko:K01990	bal:BACI_c45260
ko:K10112	bal:BACI_c39780
ko:K05592	bal:BACI_c24170
ko:K17472	bal:BACI_c43840
ko:K17686	bal:BACI_c36800
ko:K01739	bal:BACI_c42240
ko:K17836	bal:BACI_c24760
ko:K12574	bal:BACI_c16600
ko:K07284	bal:BACI_c48130
ko:K11928	bal:BACI_c12710
ko:K01658	bal:BACI_c12750
