ko:K13040	sbn:Sbal195_3859
ko:K07258	sbn:Sbal195_3457
ko:K09158	sbn:Sbal195_3458
ko:K03801	sbn:Sbal195_3459
ko:K03644	sbn:Sbal195_3460
ko:K02014	sbn:Sbal195_3465
ko:K02016	sbn:Sbal195_3467
ko:K02013	sbn:Sbal195_3468
ko:K02015	sbn:Sbal195_3469
ko:K02015	sbn:Sbal195_3470
ko:K07154	sbn:Sbal195_3479
ko:K03088	sbn:Sbal195_4366
ko:K04744	sbn:Sbal195_1082
ko:K07102	sbn:Sbal195_1083
ko:K06177	sbn:Sbal195_1091
ko:K02045	sbn:Sbal195_1096
ko:K02047	sbn:Sbal195_1097
ko:K02046	sbn:Sbal195_1098
ko:K02048	sbn:Sbal195_1099
ko:K06938	sbn:Sbal195_1102
ko:K05916	sbn:Sbal195_1116
ko:K05807	sbn:Sbal195_1118
ko:K06180	sbn:Sbal195_1119
ko:K05810	sbn:Sbal195_1120
ko:K03695	sbn:Sbal195_1121
ko:K01698	sbn:Sbal195_1892
ko:K07056	sbn:Sbal195_4186
ko:K07121	sbn:Sbal195_4187
ko:K07460	sbn:Sbal195_4188
ko:K01867	sbn:Sbal195_4193
ko:K01783	sbn:Sbal195_4195
ko:K03112	sbn:Sbal195_4200
ko:K01735	sbn:Sbal195_4201
ko:K00891	sbn:Sbal195_4202
ko:K02666	sbn:Sbal195_4203
ko:K02665	sbn:Sbal195_4204
ko:K02662	sbn:Sbal195_4207
ko:K01940	sbn:Sbal195_4210
ko:K00611	sbn:Sbal195_4211
ko:K00930	sbn:Sbal195_4212
ko:K00145	sbn:Sbal195_4213
ko:K01595	sbn:Sbal195_4214
ko:K00123	sbn:Sbal195_4224
ko:K00123	sbn:Sbal195_4228
ko:K03495	sbn:Sbal195_4518
ko:K06205	sbn:Sbal195_4519
ko:K08998	sbn:Sbal195_4522
ko:K09904	sbn:Sbal195_2650
ko:K07014	sbn:Sbal195_2651
ko:K00892	sbn:Sbal195_2659
ko:K01772	sbn:Sbal195_2660
ko:K00939	sbn:Sbal195_2661
ko:K05838	sbn:Sbal195_2662
ko:K04079	sbn:Sbal195_2663
ko:K07287	sbn:Sbal195_2666
ko:K01714	sbn:Sbal195_2667
ko:K03567	sbn:Sbal195_2668
ko:K03564	sbn:Sbal195_2669
ko:K03799	sbn:Sbal195_2672
ko:K05995	sbn:Sbal195_2673
ko:K00995	sbn:Sbal195_2675
ko:K01716	sbn:Sbal195_2680
ko:K03812	sbn:Sbal195_2681
ko:K01772	sbn:Sbal195_3179
ko:K00432	sbn:Sbal195_3180
ko:K02670	sbn:Sbal195_3181
ko:K02669	sbn:Sbal195_3182
ko:K06997	sbn:Sbal195_3183
ko:K00286	sbn:Sbal195_3184
ko:K02221	sbn:Sbal195_3185
ko:K09131	sbn:Sbal195_3186
ko:K01425	sbn:Sbal195_3193
ko:K09923	sbn:Sbal195_3194
ko:K03439	sbn:Sbal195_3195
ko:K03179	sbn:Sbal195_4014
ko:K07054	sbn:Sbal195_4019
ko:K06915	sbn:Sbal195_4022
ko:K07080	sbn:Sbal195_4024
ko:K03672	sbn:Sbal195_4029
ko:K09892	sbn:Sbal195_4151
ko:K03673	sbn:Sbal195_4153
ko:K06039	sbn:Sbal195_4159
ko:K06910	sbn:Sbal195_4169
ko:K01581	sbn:Sbal195_4171
ko:K03756	sbn:Sbal195_4172
ko:K00851	sbn:Sbal195_4174
ko:K06145	sbn:Sbal195_4176
ko:K07136	sbn:Sbal195_4178
ko:K02342	sbn:Sbal195_2750
ko:K01255	sbn:Sbal195_3546
ko:K03594	sbn:Sbal195_3554
ko:K03594	sbn:Sbal195_3555
ko:K05952	sbn:Sbal195_3556
ko:K07173	sbn:Sbal195_3565
ko:K01740	sbn:Sbal195_3571
ko:K00425	sbn:Sbal195_3573
ko:K00426	sbn:Sbal195_3574
ko:K03734	sbn:Sbal195_3580
ko:K03834	sbn:Sbal195_3588
ko:K01874	sbn:Sbal195_2578
ko:K07662	sbn:Sbal195_0261
ko:K07712	sbn:Sbal195_0266
ko:K07708	sbn:Sbal195_0267
ko:K09913	sbn:Sbal195_0273
ko:K09940	sbn:Sbal195_0282
ko:K00311	sbn:Sbal195_0284
ko:K02020	sbn:Sbal195_0289
ko:K02018	sbn:Sbal195_0290
ko:K02888	sbn:Sbal195_1069
ko:K02899	sbn:Sbal195_1070
ko:K00287	sbn:Sbal195_1074
ko:K02528	sbn:Sbal195_1079
ko:K00097	sbn:Sbal195_1080
ko:K00928	sbn:Sbal195_3266
ko:K01872	sbn:Sbal195_3267
ko:K03565	sbn:Sbal195_3268
ko:K06194	sbn:Sbal195_3272
ko:K00573	sbn:Sbal195_3273
ko:K01770	sbn:Sbal195_3276
ko:K05589	sbn:Sbal195_3278
ko:K01689	sbn:Sbal195_3279
ko:K01937	sbn:Sbal195_3280
ko:K10536	sbn:Sbal195_3282
ko:K00549	sbn:Sbal195_3284
ko:K03215	sbn:Sbal195_3290
ko:K09891	sbn:Sbal195_3292
ko:K07088	sbn:Sbal195_3295
ko:K00946	sbn:Sbal195_3298
ko:K07738	sbn:Sbal195_3304
ko:K00600	sbn:Sbal195_3305
ko:K07396	sbn:Sbal195_3309
ko:K07004	sbn:Sbal195_3595
ko:K03745	sbn:Sbal195_3598
ko:K01462	sbn:Sbal195_3599
ko:K07337	sbn:Sbal195_3601
ko:K01256	sbn:Sbal195_3602
ko:K02527	sbn:Sbal195_4478
ko:K00639	sbn:Sbal195_4480
ko:K02439	sbn:Sbal195_4482
ko:K02441	sbn:Sbal195_4483
ko:K03978	sbn:Sbal195_4486
ko:K09894	sbn:Sbal195_4491
ko:K01661	sbn:Sbal195_4500
ko:K02014	sbn:Sbal195_4504
ko:K03684	sbn:Sbal195_1899
ko:K09902	sbn:Sbal195_1903
ko:K09160	sbn:Sbal195_1905
ko:K02560	sbn:Sbal195_1910
ko:K04655	sbn:Sbal195_1912
ko:K04653	sbn:Sbal195_1914
ko:K04656	sbn:Sbal195_1917
ko:K03620	sbn:Sbal195_1920
ko:K03734	sbn:Sbal195_1926
ko:K07645	sbn:Sbal195_1928
ko:K03670	sbn:Sbal195_1929
ko:K03669	sbn:Sbal195_1930
ko:K02897	sbn:Sbal195_1934
ko:K09800	sbn:Sbal195_1935
ko:K03578	sbn:Sbal195_1940
ko:K02571	sbn:Sbal195_1941
ko:K02568	sbn:Sbal195_1944
ko:K06886	sbn:Sbal195_3320
ko:K01939	sbn:Sbal195_3331
ko:K03415	sbn:Sbal195_3332
ko:K08303	sbn:Sbal195_3336
ko:K08303	sbn:Sbal195_3340
ko:K06901	sbn:Sbal195_3349
ko:K02571	sbn:Sbal195_3350
ko:K03532	sbn:Sbal195_3351
ko:K03825	sbn:Sbal195_2687
ko:K00759	sbn:Sbal195_2691
ko:K09790	sbn:Sbal195_2692
ko:K09929	sbn:Sbal195_2694
ko:K09930	sbn:Sbal195_2695
ko:K01951	sbn:Sbal195_3609
ko:K03670	sbn:Sbal195_3610
ko:K02563	sbn:Sbal195_0413
ko:K10942	sbn:Sbal195_3071
ko:K01665	sbn:Sbal195_1950
ko:K11021	sbn:Sbal195_0604
ko:K00245	sbn:Sbal195_4075
ko:K02674	sbn:Sbal195_1163
ko:K03630	sbn:Sbal195_0388
ko:K10918	sbn:Sbal195_3551
ko:K08296	sbn:Sbal195_2849
ko:K09973	sbn:Sbal195_3934
ko:K10924	sbn:Sbal195_0512
ko:K01679	sbn:Sbal195_0537
ko:K00127	sbn:Sbal195_4230
ko:K02663	sbn:Sbal195_4206
ko:K01911	sbn:Sbal195_4291
ko:K01673	sbn:Sbal195_2475
ko:K02393	sbn:Sbal195_3094
ko:K00244	sbn:Sbal195_0642
ko:K03789	sbn:Sbal195_3461
ko:K03554	sbn:Sbal195_1401
ko:K02874	sbn:Sbal195_0210
ko:K02961	sbn:Sbal195_0209
ko:K02982	sbn:Sbal195_0206
ko:K02452	sbn:Sbal195_0152
ko:K03635	sbn:Sbal195_0288
ko:K03637	sbn:Sbal195_0286
ko:K03501	sbn:Sbal195_4517
ko:K01658	sbn:Sbal195_2802
ko:K02395	sbn:Sbal195_3092
ko:K02388	sbn:Sbal195_3099
ko:K02389	sbn:Sbal195_3098
ko:K04043	sbn:Sbal195_3537
ko:K11085	sbn:Sbal195_1705
ko:K03087	sbn:Sbal195_3271
ko:K01624	sbn:Sbal195_3656
ko:K03625	sbn:Sbal195_3299
ko:K02871	sbn:Sbal195_0732
ko:K02552	sbn:Sbal195_4451
ko:K03608	sbn:Sbal195_1900
ko:K11021	sbn:Sbal195_0603
ko:K02570	sbn:Sbal195_0860
ko:K02570	sbn:Sbal195_1942
ko:K00757	sbn:Sbal195_0488
ko:K02114	sbn:Sbal195_4506
ko:K04763	sbn:Sbal195_3643
ko:K07862	sbn:Sbal195_2935
ko:K02356	sbn:Sbal195_2189
ko:K01703	sbn:Sbal195_0399
ko:K01448	sbn:Sbal195_3896
ko:K00876	sbn:Sbal195_2576
ko:K03412	sbn:Sbal195_2359
ko:K03412	sbn:Sbal195_3047
ko:K01951	sbn:Sbal195_3141
ko:K03733	sbn:Sbal195_4087
ko:K04485	sbn:Sbal195_3358
ko:K01814	sbn:Sbal195_2541
ko:K11105	sbn:Sbal195_0944
ko:K01676	sbn:Sbal195_1951
ko:K00817	sbn:Sbal195_2538
ko:K03217	sbn:Sbal195_4521
ko:K01983	sbn:Sbal195_R0051
ko:K01000	sbn:Sbal195_0410
ko:K01925	sbn:Sbal195_0411
ko:K03588	sbn:Sbal195_0412
ko:K03589	sbn:Sbal195_0415
ko:K03590	sbn:Sbal195_0416
ko:K01698	sbn:Sbal195_0422
ko:K03424	sbn:Sbal195_0424
ko:K03118	sbn:Sbal195_0426
ko:K06175	sbn:Sbal195_1472
ko:K03688	sbn:Sbal195_0429
ko:K03690	sbn:Sbal195_0430
ko:K02014	sbn:Sbal195_0442
ko:K06876	sbn:Sbal195_0458
ko:K06188	sbn:Sbal195_1244
ko:K01866	sbn:Sbal195_1247
ko:K02227	sbn:Sbal195_1252
ko:K07139	sbn:Sbal195_1256
ko:K04761	sbn:Sbal195_1258
ko:K08311	sbn:Sbal195_1261
ko:K00560	sbn:Sbal195_1265
ko:K03313	sbn:Sbal195_1266
ko:K03717	sbn:Sbal195_1268
ko:K09159	sbn:Sbal195_1269
ko:K00278	sbn:Sbal195_1271
ko:K03088	sbn:Sbal195_1272
ko:K03597	sbn:Sbal195_1273
ko:K03598	sbn:Sbal195_1274
ko:K03803	sbn:Sbal195_1275
ko:K03596	sbn:Sbal195_1276
ko:K03100	sbn:Sbal195_1277
ko:K03474	sbn:Sbal195_1281
ko:K00997	sbn:Sbal195_1282
ko:K06223	sbn:Sbal195_2158
ko:K06920	sbn:Sbal195_2161
ko:K03106	sbn:Sbal195_1286
ko:K02959	sbn:Sbal195_1287
ko:K02860	sbn:Sbal195_1288
ko:K00554	sbn:Sbal195_1289
ko:K01626	sbn:Sbal195_1291
ko:K05809	sbn:Sbal195_1298
ko:K01744	sbn:Sbal195_0645
ko:K06024	sbn:Sbal195_2797
ko:K03529	sbn:Sbal195_2760
ko:K05896	sbn:Sbal195_2798
ko:K05794	sbn:Sbal195_1586
ko:K04077	sbn:Sbal195_0672
ko:K02078	sbn:Sbal195_0347
ko:K01652	sbn:Sbal195_4128
ko:K04075	sbn:Sbal195_1497
ko:K00088	sbn:Sbal195_3142
ko:K11068	sbn:Sbal195_2441
ko:K03570	sbn:Sbal195_0519
ko:K03571	sbn:Sbal195_0520
ko:K00240	sbn:Sbal195_2629
ko:K08484	sbn:Sbal195_1262
ko:K06173	sbn:Sbal195_2836
ko:K05596	sbn:Sbal195_2671
ko:K03222	sbn:Sbal195_2266
ko:K03230	sbn:Sbal195_2273
ko:K02450	sbn:Sbal195_1233
ko:K02429	sbn:Sbal195_2087
ko:K01921	sbn:Sbal195_2090
ko:K03924	sbn:Sbal195_2098
ko:K08309	sbn:Sbal195_2100
ko:K09760	sbn:Sbal195_2101
ko:K07147	sbn:Sbal195_2102
ko:K00631	sbn:Sbal195_4308
ko:K02653	sbn:Sbal195_4061
ko:K03718	sbn:Sbal195_3707
ko:K03694	sbn:Sbal195_2585
ko:K00230	sbn:Sbal195_0973
ko:K00230	sbn:Sbal195_0024
ko:K03229	sbn:Sbal195_2281
ko:K02548	sbn:Sbal195_2963
ko:K03227	sbn:Sbal195_2279
ko:K11312	sbn:Sbal195_3702
ko:K03408	sbn:Sbal195_2363
ko:K00266	sbn:Sbal195_1254
ko:K03719	sbn:Sbal195_2324
ko:K05927	sbn:Sbal195_1922
ko:K11690	sbn:Sbal195_2951
ko:K03711	sbn:Sbal195_2622
ko:K03711	sbn:Sbal195_1429
ko:K03636	sbn:Sbal195_0287
ko:K05527	sbn:Sbal195_3567
ko:K10026	sbn:Sbal195_2162
ko:K07689	sbn:Sbal195_2677
ko:K02217	sbn:Sbal195_0137
ko:K07122	sbn:Sbal195_0726
ko:K03561	sbn:Sbal195_1663
ko:K03561	sbn:Sbal195_1664
ko:K01183	sbn:Sbal195_3236
ko:K12061	sbn:Sbal195_4533
ko:K01104	sbn:Sbal195_1888
ko:K07263	sbn:Sbal195_1131
ko:K07263	sbn:Sbal195_0648
ko:K07278	sbn:Sbal195_1936
ko:K03773	sbn:Sbal195_3528
ko:K06905	sbn:Sbal195_2889
ko:K01759	sbn:Sbal195_2104
ko:K11749	sbn:Sbal195_1488
ko:K05787	sbn:Sbal195_1799
ko:K11927	sbn:Sbal195_0905
ko:K11928	sbn:Sbal195_2865
ko:K11755	sbn:Sbal195_2543
ko:K07126	sbn:Sbal195_4555
ko:K02671	sbn:Sbal195_0863
ko:K02671	sbn:Sbal195_1160
ko:K07793	sbn:Sbal195_0937
ko:K03286	sbn:Sbal195_0701
ko:K00228	sbn:Sbal195_0037
ko:K12982	sbn:Sbal195_4476
ko:K18928	sbn:Sbal195_1375
ko:K04337	sbn:Sbal195_1036
ko:K06149	sbn:Sbal195_1042
ko:K00059	sbn:Sbal195_0333
ko:K01207	sbn:Sbal195_2523
ko:K03827	sbn:Sbal195_2741
ko:K00558	sbn:Sbal195_2003
ko:K13256	sbn:Sbal195_1701
ko:K08305	sbn:Sbal195_2705
ko:K00297	sbn:Sbal195_0562
ko:K01424	sbn:Sbal195_2412
ko:K00558	sbn:Sbal195_3506
ko:K02483	sbn:Sbal195_0294
ko:K02483	sbn:Sbal195_1875
ko:K12057	sbn:Sbal195_4529
ko:K12063	sbn:Sbal195_4535
ko:K12056	sbn:Sbal195_4618
ko:K12072	sbn:Sbal195_4619
ko:K12060	sbn:Sbal195_4624
ko:K12065	sbn:Sbal195_4629
ko:K12067	sbn:Sbal195_4631
ko:K08357	sbn:Sbal195_3862
ko:K04335	sbn:Sbal195_0877
ko:K01187	sbn:Sbal195_2086
ko:K07787	sbn:Sbal195_4304
ko:K11753	sbn:Sbal195_1155
ko:K01515	sbn:Sbal195_0814
ko:K11392	sbn:Sbal195_2568
ko:K04042	sbn:Sbal195_4505
ko:K01243	sbn:Sbal195_1253
ko:K15371	sbn:Sbal195_2553
ko:K12282	sbn:Sbal195_0505
ko:K12276	sbn:Sbal195_0508
ko:K12286	sbn:Sbal195_0516
ko:K12059	sbn:Sbal195_4531
ko:K12060	sbn:Sbal195_4532
ko:K12056	sbn:Sbal195_4526
ko:K12072	sbn:Sbal195_4527
ko:K00031	sbn:Sbal195_2588
ko:K00030	sbn:Sbal195_1393
ko:K00059	sbn:Sbal195_1531
ko:K03769	sbn:Sbal195_1670
ko:K12057	sbn:Sbal195_4621
ko:K12058	sbn:Sbal195_4622
ko:K00027	sbn:Sbal195_3757
ko:K12410	sbn:Sbal195_2621
ko:K12064	sbn:Sbal195_4628
ko:K12066	sbn:Sbal195_4538
ko:K12067	sbn:Sbal195_4539
ko:K03296	sbn:Sbal195_2635
ko:K01270	sbn:Sbal195_2738
ko:K01061	sbn:Sbal195_3630
ko:K13053	sbn:Sbal195_4310
ko:K01150	sbn:Sbal195_4577
ko:K05368	sbn:Sbal195_3986
ko:K12267	sbn:Sbal195_1891
ko:K12068	sbn:Sbal195_4540
ko:K00647	sbn:Sbal195_0335
ko:K01069	sbn:Sbal195_2059
ko:K00748	sbn:Sbal195_1494
ko:K11933	sbn:Sbal195_1294
ko:K05595	sbn:Sbal195_0128
ko:K00845	sbn:Sbal195_1433
ko:K05595	sbn:Sbal195_1956
ko:K00632	sbn:Sbal195_0019
ko:K03719	sbn:Sbal195_4115
ko:K12373	sbn:Sbal195_1177
ko:K01533	sbn:Sbal195_2215
ko:K00666	sbn:Sbal195_2721
ko:K00281	sbn:Sbal195_3799
ko:K13051	sbn:Sbal195_1937
ko:K12961	sbn:Sbal195_4189
ko:K13292	sbn:Sbal195_1264
ko:K01897	sbn:Sbal195_1898
ko:K00558	sbn:Sbal195_1961
ko:K05799	sbn:Sbal195_4055
ko:K00130	sbn:Sbal195_1350
ko:K00626	sbn:Sbal195_1525
ko:K01739	sbn:Sbal195_0560
ko:K01081	sbn:Sbal195_3153
ko:K01710	sbn:Sbal195_3030
ko:K06168	sbn:Sbal195_3439
ko:K00568	sbn:Sbal195_2405
ko:K01710	sbn:Sbal195_3017
ko:K03768	sbn:Sbal195_2051
ko:K03417	sbn:Sbal195_4140
ko:K11754	sbn:Sbal195_2835
ko:K04487	sbn:Sbal195_2502
ko:K11719	sbn:Sbal195_0719
ko:K00661	sbn:Sbal195_3747
ko:K00661	sbn:Sbal195_2730
ko:K07284	sbn:Sbal195_1878
ko:K01785	sbn:Sbal195_0660
ko:K00059	sbn:Sbal195_1759
ko:K03524	sbn:Sbal195_0184
ko:K11717	sbn:Sbal195_3698
ko:K01119	sbn:Sbal195_2744
ko:K06212	sbn:Sbal195_2768
ko:K12066	sbn:Sbal195_4630
ko:K12068	sbn:Sbal195_4632
ko:K01092	sbn:Sbal195_2506
ko:K03386	sbn:Sbal195_3638
ko:K03386	sbn:Sbal195_1777
ko:K01659	sbn:Sbal195_4141
ko:K01358	sbn:Sbal195_1627
ko:K00024	sbn:Sbal195_3809
ko:K04755	sbn:Sbal195_2497
ko:K01089	sbn:Sbal195_2539
ko:K01436	sbn:Sbal195_4257
ko:K03496	sbn:Sbal195_3162
ko:K03496	sbn:Sbal195_4687
ko:K03286	sbn:Sbal195_1146
ko:K01784	sbn:Sbal195_1513
ko:K07307	sbn:Sbal195_2227
ko:K08154	sbn:Sbal195_2384
ko:K07090	sbn:Sbal195_0558
ko:K06958	sbn:Sbal195_0713
ko:K11720	sbn:Sbal195_3260
ko:K02237	sbn:Sbal195_1646
ko:K12285	sbn:Sbal195_0515
ko:K12262	sbn:Sbal195_3199
ko:K07289	sbn:Sbal195_2056
ko:K00059	sbn:Sbal195_4359
ko:K00974	sbn:Sbal195_1232
ko:K00602	sbn:Sbal195_4036
ko:K00758	sbn:Sbal195_3365
ko:K02002	sbn:Sbal195_2074
ko:K11752	sbn:Sbal195_3303
ko:K08485	sbn:Sbal195_0712
ko:K13041	sbn:Sbal195_3858
ko:K01250	sbn:Sbal195_3770
ko:K09806	sbn:Sbal195_4107
ko:K05685	sbn:Sbal195_0833
ko:K13590	sbn:Sbal195_1879
ko:K02040	sbn:Sbal195_1405
ko:K00215	sbn:Sbal195_3527
ko:K13038	sbn:Sbal195_0387
ko:K13288	sbn:Sbal195_3900
ko:K13255	sbn:Sbal195_2813
ko:K10804	sbn:Sbal195_2785
ko:K07133	sbn:Sbal195_0367
ko:K01424	sbn:Sbal195_0646
ko:K07497	sbn:Sbal195_2335
ko:K07394	sbn:Sbal195_1849
ko:K14228	sbn:Sbal195_R0032
ko:K00067	sbn:Sbal195_0452
ko:K13788	sbn:Sbal195_2773
ko:K12339	sbn:Sbal195_1100
ko:K02001	sbn:Sbal195_2075
ko:K02000	sbn:Sbal195_2076
ko:K08234	sbn:Sbal195_2080
ko:K01420	sbn:Sbal195_2212
ko:K03406	sbn:Sbal195_2362
ko:K03406	sbn:Sbal195_2368
ko:K01322	sbn:Sbal195_2372
ko:K05812	sbn:Sbal195_2382
ko:K01467	sbn:Sbal195_2383
ko:K00219	sbn:Sbal195_2410
ko:K01187	sbn:Sbal195_2445
ko:K01178	sbn:Sbal195_2453
ko:K03406	sbn:Sbal195_2463
ko:K06895	sbn:Sbal195_2670
ko:K03897	sbn:Sbal195_2809
ko:K03406	sbn:Sbal195_2820
ko:K07114	sbn:Sbal195_2860
ko:K07114	sbn:Sbal195_2861
ko:K02414	sbn:Sbal195_3063
ko:K01485	sbn:Sbal195_3229
ko:K03406	sbn:Sbal195_3240
ko:K04767	sbn:Sbal195_3348
ko:K01079	sbn:Sbal195_3361
ko:K07186	sbn:Sbal195_3362
ko:K00657	sbn:Sbal195_3481
ko:K03406	sbn:Sbal195_3549
ko:K03406	sbn:Sbal195_3579
ko:K03772	sbn:Sbal195_3596
ko:K03406	sbn:Sbal195_3603
ko:K03406	sbn:Sbal195_3617
ko:K00244	sbn:Sbal195_3628
ko:K07661	sbn:Sbal195_3690
ko:K03406	sbn:Sbal195_3697
ko:K03406	sbn:Sbal195_3742
ko:K06183	sbn:Sbal195_3746
ko:K01934	sbn:Sbal195_3806
ko:K00799	sbn:Sbal195_3819
ko:K08358	sbn:Sbal195_3860
ko:K03406	sbn:Sbal195_3863
ko:K03406	sbn:Sbal195_3908
ko:K00569	sbn:Sbal195_3910
ko:K03446	sbn:Sbal195_3968
ko:K06183	sbn:Sbal195_4032
ko:K01415	sbn:Sbal195_4049
ko:K01524	sbn:Sbal195_4068
ko:K05540	sbn:Sbal195_4080
ko:K01096	sbn:Sbal195_4113
ko:K06156	sbn:Sbal195_4175
ko:K02664	sbn:Sbal195_4205
ko:K07497	sbn:Sbal195_4414
ko:K01488	sbn:Sbal195_4494
ko:K01048	sbn:Sbal195_4496
ko:K01150	sbn:Sbal195_4599
ko:K06218	sbn:Sbal195_4647
ko:K00951	sbn:Sbal195_3289
ko:K01897	sbn:Sbal195_1058
ko:K03406	sbn:Sbal195_1076
ko:K00018	sbn:Sbal195_1087
ko:K07274	sbn:Sbal195_1106
ko:K06183	sbn:Sbal195_1115
ko:K03321	sbn:Sbal195_1138
ko:K07114	sbn:Sbal195_1139
ko:K03406	sbn:Sbal195_1176
ko:K01011	sbn:Sbal195_1192
ko:K03406	sbn:Sbal195_1220
ko:K03406	sbn:Sbal195_1324
ko:K02778	sbn:Sbal195_1475
ko:K02779	sbn:Sbal195_1475
ko:K00020	sbn:Sbal195_1530
ko:K01840	sbn:Sbal195_1590
ko:K03970	sbn:Sbal195_1641
ko:K01497	sbn:Sbal195_1690
ko:K01322	sbn:Sbal195_1780
ko:K03406	sbn:Sbal195_1793
ko:K03406	sbn:Sbal195_1906
ko:K04085	sbn:Sbal195_0017
ko:K12573	sbn:Sbal195_0737
ko:K03296	sbn:Sbal195_2636
ko:K14055	sbn:Sbal195_2211
ko:K08359	sbn:Sbal195_3861
ko:K13821	sbn:Sbal195_0913
ko:K01571	sbn:Sbal195_1126
ko:K13529	sbn:Sbal195_2940
ko:K03406	sbn:Sbal195_0274
ko:K03406	sbn:Sbal195_4233
ko:K03406	sbn:Sbal195_4274
ko:K07344	sbn:Sbal195_4694
ko:K14059	sbn:Sbal195_2000
ko:K03772	sbn:Sbal195_4000
ko:K07165	sbn:Sbal195_4367
ko:K00799	sbn:Sbal195_3752
ko:K14059	sbn:Sbal195_1958
ko:K01782	sbn:Sbal195_2855
ko:K14058	sbn:Sbal195_2210
ko:K01916	sbn:Sbal195_2658
ko:K01825	sbn:Sbal195_0020
ko:K12524	sbn:Sbal195_1304
ko:K12525	sbn:Sbal195_0561
ko:K03328	sbn:Sbal195_3025
ko:K02477	sbn:Sbal195_1695
ko:K01491	sbn:Sbal195_1625
ko:K09880	sbn:Sbal195_0091
ko:K01271	sbn:Sbal195_0021
ko:K02478	sbn:Sbal195_0059
ko:K02477	sbn:Sbal195_0060
ko:K07979	sbn:Sbal195_0077
ko:K01897	sbn:Sbal195_0080
ko:K01607	sbn:Sbal195_0089
ko:K00124	sbn:Sbal195_0106
ko:K00557	sbn:Sbal195_0180
ko:K06006	sbn:Sbal195_0262
ko:K03406	sbn:Sbal195_0283
ko:K08352	sbn:Sbal195_0555
ko:K03406	sbn:Sbal195_0563
ko:K06075	sbn:Sbal195_0564
ko:K01607	sbn:Sbal195_0681
ko:K01077	sbn:Sbal195_0696
ko:K04691	sbn:Sbal195_0729
ko:K01077	sbn:Sbal195_0839
ko:K01150	sbn:Sbal195_0842
ko:K03406	sbn:Sbal195_0931
ko:K07221	sbn:Sbal195_0934
ko:K07794	sbn:Sbal195_0936
ko:K01058	sbn:Sbal195_0960
ko:K02303	sbn:Sbal195_0961
ko:K06518	sbn:Sbal195_0989
ko:K01061	sbn:Sbal195_1000
ko:K12373	sbn:Sbal195_1432
ko:K08305	sbn:Sbal195_3455
ko:K12942	sbn:Sbal195_4381
ko:K03272	sbn:Sbal195_0946
ko:K13888	sbn:Sbal195_0832
ko:K01654	sbn:Sbal195_3121
ko:K00121	sbn:Sbal195_2526
ko:K03782	sbn:Sbal195_3612
ko:K13634	sbn:Sbal195_2607
ko:K01070	sbn:Sbal195_2525
ko:K13638	sbn:Sbal195_4035
ko:K01792	sbn:Sbal195_1765
ko:K07114	sbn:Sbal195_1877
ko:K13643	sbn:Sbal195_2503
ko:K18138	sbn:Sbal195_4384
ko:K02075	sbn:Sbal195_3923
ko:K06857	sbn:Sbal195_4459
ko:K13938	sbn:Sbal195_3807
ko:K02004	sbn:Sbal195_2783
ko:K03767	sbn:Sbal195_1355
ko:K03317	sbn:Sbal195_0998
ko:K02004	sbn:Sbal195_0867
ko:K02004	sbn:Sbal195_1032
ko:K02004	sbn:Sbal195_1033
ko:K02077	sbn:Sbal195_3924
ko:K01175	sbn:Sbal195_2194
ko:K01580	sbn:Sbal195_1603
ko:K07182	sbn:Sbal195_2751
ko:K04072	sbn:Sbal195_1955
ko:K13628	sbn:Sbal195_2500
ko:K14219	sbn:Sbal195_R0144
ko:K14228	sbn:Sbal195_R0122
ko:K14228	sbn:Sbal195_R0128
ko:K14228	sbn:Sbal195_R0124
ko:K03292	sbn:Sbal195_1215
ko:K03406	sbn:Sbal195_2826
ko:K14238	sbn:Sbal195_R0006
ko:K01113	sbn:Sbal195_3777
ko:K14235	sbn:Sbal195_R0130
ko:K06893	sbn:Sbal195_3310
ko:K14232	sbn:Sbal195_R0048
ko:K14232	sbn:Sbal195_R0142
ko:K14232	sbn:Sbal195_R0141
ko:K01977	sbn:Sbal195_R0024
ko:K01977	sbn:Sbal195_R0007
ko:K01977	sbn:Sbal195_R0094
ko:K01977	sbn:Sbal195_R0149
ko:K01977	sbn:Sbal195_R0033
ko:K01977	sbn:Sbal195_R0017
ko:K01977	sbn:Sbal195_R0140
ko:K01977	sbn:Sbal195_R0040
ko:K01977	sbn:Sbal195_R0001
ko:K01977	sbn:Sbal195_R0154
ko:K14229	sbn:Sbal195_R0052
ko:K14229	sbn:Sbal195_R0053
ko:K14229	sbn:Sbal195_R0055
ko:K14229	sbn:Sbal195_R0058
ko:K14229	sbn:Sbal195_R0054
ko:K14229	sbn:Sbal195_R0056
ko:K14229	sbn:Sbal195_R0057
ko:K14233	sbn:Sbal195_R0082
ko:K14233	sbn:Sbal195_R0080
ko:K14233	sbn:Sbal195_R0081
ko:K14233	sbn:Sbal195_R0072
ko:K14225	sbn:Sbal195_R0069
ko:K14225	sbn:Sbal195_R0079
ko:K14225	sbn:Sbal195_R0134
ko:K14225	sbn:Sbal195_R0133
ko:K14225	sbn:Sbal195_R0135
ko:K14225	sbn:Sbal195_R0132
ko:K08997	sbn:Sbal195_4156
ko:K13498	sbn:Sbal195_2804
ko:K02673	sbn:Sbal195_1162
ko:K13954	sbn:Sbal195_1348
