ko:K00086	ecln:ECNIH4_18110
ko:K01676	ecln:ECNIH4_08380
ko:K11106	ecln:ECNIH4_08385
ko:K00244	ecln:ECNIH4_08390
ko:K03734	ecln:ECNIH4_08395
ko:K07703	ecln:ECNIH4_08400
ko:K07701	ecln:ECNIH4_08405
ko:K07106	ecln:ECNIH4_08410
ko:K14062	ecln:ECNIH4_08415
ko:K06950	ecln:ECNIH4_08420
ko:K07458	ecln:ECNIH4_08430
ko:K09781	ecln:ECNIH4_08440
ko:K07026	ecln:ECNIH4_08455
ko:K05804	ecln:ECNIH4_12610
ko:K09918	ecln:ECNIH4_12615
ko:K06889	ecln:ECNIH4_12630
ko:K05846	ecln:ECNIH4_12645
ko:K05845	ecln:ECNIH4_12650
ko:K05846	ecln:ECNIH4_12655
ko:K05847	ecln:ECNIH4_12660
ko:K03281	ecln:ECNIH4_12665
ko:K01935	ecln:ECNIH4_12670
ko:K15545	ecln:ECNIH4_12675
ko:K08224	ecln:ECNIH4_12685
ko:K14052	ecln:ECNIH4_12690
ko:K09470	ecln:ECNIH4_12700
ko:K09473	ecln:ECNIH4_12705
ko:K14056	ecln:ECNIH4_12710
ko:K09471	ecln:ECNIH4_12720
ko:K00823	ecln:ECNIH4_12725
ko:K01299	ecln:ECNIH4_12730
ko:K04775	ecln:ECNIH4_12740
ko:K11742	ecln:ECNIH4_12745
ko:K11743	ecln:ECNIH4_12750
ko:K11744	ecln:ECNIH4_12755
ko:K06998	ecln:ECNIH4_12765
ko:K00675	ecln:ECNIH4_12775
ko:K03406	ecln:ECNIH4_12805
ko:K14057	ecln:ECNIH4_12815
ko:K12940	ecln:ECNIH4_12820
ko:K12941	ecln:ECNIH4_12825
ko:K12942	ecln:ECNIH4_12830
ko:K00567	ecln:ECNIH4_12835
ko:K14055	ecln:ECNIH4_12850
ko:K00325	ecln:ECNIH4_12860
ko:K00324	ecln:ECNIH4_12865
ko:K03758	ecln:ECNIH4_12875
ko:K00077	ecln:ECNIH4_16960
ko:K06048	ecln:ECNIH4_16965
ko:K18325	ecln:ECNIH4_16990
ko:K10679	ecln:ECNIH4_17010
ko:K16053	ecln:ECNIH4_17030
ko:K11732	ecln:ECNIH4_17065
ko:K07093	ecln:ECNIH4_17070
ko:K02014	ecln:ECNIH4_17075
ko:K02010	ecln:ECNIH4_17080
ko:K02011	ecln:ECNIH4_17085
ko:K02012	ecln:ECNIH4_17090
ko:K08088	ecln:ECNIH4_17130
ko:K07688	ecln:ECNIH4_17135
ko:K07348	ecln:ECNIH4_17140
ko:K07350	ecln:ECNIH4_17145
ko:K07347	ecln:ECNIH4_17150
ko:K07346	ecln:ECNIH4_17155
ko:K07351	ecln:ECNIH4_17160
ko:K07345	ecln:ECNIH4_17165
ko:K01491	ecln:ECNIH4_17170
ko:K14761	ecln:ECNIH4_17175
ko:K16136	ecln:ECNIH4_17185
ko:K02440	ecln:ECNIH4_18080
ko:K05880	ecln:ECNIH4_18125
ko:K00005	ecln:ECNIH4_18130
ko:K05878	ecln:ECNIH4_18135
ko:K05879	ecln:ECNIH4_18140
ko:K05881	ecln:ECNIH4_18145
ko:K07229	ecln:ECNIH4_18155
ko:K07316	ecln:ECNIH4_18165
ko:K06946	ecln:ECNIH4_18175
ko:K07807	ecln:ECNIH4_18280
ko:K00147	ecln:ECNIH4_18320
ko:K00931	ecln:ECNIH4_18325
ko:K11929	ecln:ECNIH4_18330
ko:K11926	ecln:ECNIH4_18335
ko:K13694	ecln:ECNIH4_01660
ko:K13727	ecln:ECNIH4_01675
ko:K07806	ecln:ECNIH4_01680
ko:K10012	ecln:ECNIH4_01685
ko:K10011	ecln:ECNIH4_01690
ko:K13014	ecln:ECNIH4_01695
ko:K07264	ecln:ECNIH4_01700
ko:K12962	ecln:ECNIH4_01705
ko:K12963	ecln:ECNIH4_01710
ko:K06133	ecln:ECNIH4_01715
ko:K09125	ecln:ECNIH4_01735
ko:K04085	ecln:ECNIH4_01740
ko:K00133	ecln:ECNIH4_01755
ko:K00700	ecln:ECNIH4_01760
ko:K00975	ecln:ECNIH4_01770
ko:K00703	ecln:ECNIH4_01775
ko:K00688	ecln:ECNIH4_01780
ko:K00111	ecln:ECNIH4_01785
ko:K02439	ecln:ECNIH4_01795
ko:K02441	ecln:ECNIH4_01800
ko:K02444	ecln:ECNIH4_01805
ko:K03556	ecln:ECNIH4_01810
ko:K00688	ecln:ECNIH4_01815
ko:K00705	ecln:ECNIH4_01820
ko:K06155	ecln:ECNIH4_01825
ko:K07400	ecln:ECNIH4_01830
ko:K02170	ecln:ECNIH4_01840
ko:K07490	ecln:ECNIH4_01850
ko:K04759	ecln:ECNIH4_01855
ko:K04758	ecln:ECNIH4_01860
ko:K06959	ecln:ECNIH4_01865
ko:K04760	ecln:ECNIH4_01870
ko:K07659	ecln:ECNIH4_01875
ko:K07638	ecln:ECNIH4_01880
ko:K01610	ecln:ECNIH4_01885
ko:K04083	ecln:ECNIH4_01890
ko:K04762	ecln:ECNIH4_01895
ko:K08312	ecln:ECNIH4_01915
ko:K05366	ecln:ECNIH4_01920
ko:K03598	ecln:ECNIH4_06035
ko:K03803	ecln:ECNIH4_06040
ko:K03596	ecln:ECNIH4_06045
ko:K03100	ecln:ECNIH4_06050
ko:K03685	ecln:ECNIH4_06055
ko:K03584	ecln:ECNIH4_06065
ko:K03474	ecln:ECNIH4_06070
ko:K00997	ecln:ECNIH4_06075
ko:K07106	ecln:ECNIH4_06090
ko:K02809	ecln:ECNIH4_06095
ko:K02810	ecln:ECNIH4_06095
ko:K11991	ecln:ECNIH4_06105
ko:K18691	ecln:ECNIH4_06110
ko:K01952	ecln:ECNIH4_06115
ko:K07711	ecln:ECNIH4_06120
ko:K07715	ecln:ECNIH4_06130
ko:K04751	ecln:ECNIH4_06135
ko:K05916	ecln:ECNIH4_06140
ko:K00600	ecln:ECNIH4_06145
ko:K15977	ecln:ECNIH4_06150
ko:K05820	ecln:ECNIH4_06155
ko:K01092	ecln:ECNIH4_06175
ko:K15396	ecln:ECNIH4_06180
ko:K13643	ecln:ECNIH4_06185
ko:K04487	ecln:ECNIH4_06190
ko:K04488	ecln:ECNIH4_06195
ko:K13628	ecln:ECNIH4_06200
ko:K04082	ecln:ECNIH4_06205
ko:K04044	ecln:ECNIH4_06210
ko:K04755	ecln:ECNIH4_06215
ko:K07751	ecln:ECNIH4_06225
ko:K01011	ecln:ECNIH4_06240
ko:K01232	ecln:ECNIH4_06245
ko:K06894	ecln:ECNIH4_06255
ko:K05367	ecln:ECNIH4_06260
ko:K07307	ecln:ECNIH4_06270
ko:K07308	ecln:ECNIH4_06275
ko:K00940	ecln:ECNIH4_06285
ko:K06941	ecln:ECNIH4_06290
ko:K15539	ecln:ECNIH4_06295
ko:K01892	ecln:ECNIH4_06305
ko:K06190	ecln:ECNIH4_10425
ko:K06940	ecln:ECNIH4_10435
ko:K07275	ecln:ECNIH4_10440
ko:K07112	ecln:ECNIH4_10455
ko:K16137	ecln:ECNIH4_10460
ko:K07124	ecln:ECNIH4_10465
ko:K07396	ecln:ECNIH4_10490
ko:K03704	ecln:ECNIH4_10500
ko:K16053	ecln:ECNIH4_10505
ko:K01695	ecln:ECNIH4_10510
ko:K01696	ecln:ECNIH4_10515
ko:K13498	ecln:ECNIH4_10520
ko:K13497	ecln:ECNIH4_10525
ko:K01657	ecln:ECNIH4_10530
ko:K07053	ecln:ECNIH4_10535
ko:K06178	ecln:ECNIH4_10545
ko:K04774	ecln:ECNIH4_10560
ko:K03168	ecln:ECNIH4_10570
ko:K13634	ecln:ECNIH4_10575
ko:K01681	ecln:ECNIH4_10595
ko:K01497	ecln:ECNIH4_10600
ko:K08992	ecln:ECNIH4_10610
ko:K01591	ecln:ECNIH4_10620
ko:K03113	ecln:ECNIH4_10625
ko:K04062	ecln:ECNIH4_10630
ko:K13816	ecln:ECNIH4_10645
ko:K14051	ecln:ECNIH4_10650
ko:K01147	ecln:ECNIH4_10655
ko:K00208	ecln:ECNIH4_10665
ko:K18144	ecln:ECNIH4_10685
ko:K09909	ecln:ECNIH4_14770
ko:K01734	ecln:ECNIH4_14775
ko:K03658	ecln:ECNIH4_14780
ko:K07343	ecln:ECNIH4_14795
ko:K03286	ecln:ECNIH4_14805
ko:K09911	ecln:ECNIH4_14810
ko:K04770	ecln:ECNIH4_14815
ko:K01716	ecln:ECNIH4_14820
ko:K03812	ecln:ECNIH4_14825
ko:K09857	ecln:ECNIH4_14830
ko:K00135	ecln:ECNIH4_19940
ko:K00128	ecln:ECNIH4_19990
ko:K00375	ecln:ECNIH4_20005
ko:K01358	ecln:ECNIH4_20025
ko:K15977	ecln:ECNIH4_20065
ko:K02529	ecln:ECNIH4_20090
ko:K01867	ecln:ECNIH4_20100
ko:K03192	ecln:ECNIH4_03580
ko:K03187	ecln:ECNIH4_03585
ko:K01428	ecln:ECNIH4_03590
ko:K01429	ecln:ECNIH4_03595
ko:K01430	ecln:ECNIH4_03600
ko:K03190	ecln:ECNIH4_03605
ko:K08591	ecln:ECNIH4_03610
ko:K01633	ecln:ECNIH4_03615
ko:K06153	ecln:ECNIH4_03620
ko:K00974	ecln:ECNIH4_03625
ko:K07184	ecln:ECNIH4_03630
ko:K18446	ecln:ECNIH4_03635
ko:K00982	ecln:ECNIH4_03640
ko:K03272	ecln:ECNIH4_03645
ko:K09806	ecln:ECNIH4_03650
ko:K02858	ecln:ECNIH4_03655
ko:K12340	ecln:ECNIH4_03695
ko:K01515	ecln:ECNIH4_03700
ko:K09920	ecln:ECNIH4_03705
ko:K03651	ecln:ECNIH4_03710
ko:K07000	ecln:ECNIH4_03715
ko:K02622	ecln:ECNIH4_03720
ko:K02014	ecln:ECNIH4_03725
ko:K02013	ecln:ECNIH4_03730
ko:K02015	ecln:ECNIH4_03735
ko:K02015	ecln:ECNIH4_03740
ko:K02016	ecln:ECNIH4_03745
ko:K03923	ecln:ECNIH4_03765
ko:K07645	ecln:ECNIH4_03770
ko:K07666	ecln:ECNIH4_03775
ko:K02621	ecln:ECNIH4_03785
ko:K00655	ecln:ECNIH4_03790
ko:K01070	ecln:ECNIH4_03845
ko:K01991	ecln:ECNIH4_07920
ko:K01104	ecln:ECNIH4_07925
ko:K16692	ecln:ECNIH4_07930
ko:K03819	ecln:ECNIH4_07940
ko:K13684	ecln:ECNIH4_07945
ko:K13620	ecln:ECNIH4_07950
ko:K13683	ecln:ECNIH4_07955
ko:K03818	ecln:ECNIH4_07960
ko:K01711	ecln:ECNIH4_07965
ko:K02377	ecln:ECNIH4_07970
ko:K03207	ecln:ECNIH4_07975
ko:K03208	ecln:ECNIH4_07980
ko:K00971	ecln:ECNIH4_07985
ko:K01840	ecln:ECNIH4_07990
ko:K03606	ecln:ECNIH4_07995
ko:K16695	ecln:ECNIH4_08000
ko:K16710	ecln:ECNIH4_08005
ko:K16703	ecln:ECNIH4_08010
ko:K00963	ecln:ECNIH4_08020
ko:K00971	ecln:ECNIH4_08025
ko:K01840	ecln:ECNIH4_08030
ko:K03980	ecln:ECNIH4_08050
ko:K00973	ecln:ECNIH4_08080
ko:K00067	ecln:ECNIH4_08085
ko:K01790	ecln:ECNIH4_08090
ko:K00033	ecln:ECNIH4_08095
ko:K00012	ecln:ECNIH4_08100
ko:K08679	ecln:ECNIH4_08105
ko:K05789	ecln:ECNIH4_08110
ko:K11755	ecln:ECNIH4_08115
ko:K02500	ecln:ECNIH4_08120
ko:K01814	ecln:ECNIH4_08125
ko:K02501	ecln:ECNIH4_08130
ko:K01089	ecln:ECNIH4_08135
ko:K00817	ecln:ECNIH4_08140
ko:K00013	ecln:ECNIH4_08145
ko:K00765	ecln:ECNIH4_08150
ko:K01141	ecln:ECNIH4_08170
ko:K07258	ecln:ECNIH4_08175
ko:K07470	ecln:ECNIH4_08180
ko:K00432	ecln:ECNIH4_12340
ko:K02617	ecln:ECNIH4_12360
ko:K02616	ecln:ECNIH4_12365
ko:K01912	ecln:ECNIH4_12370
ko:K02614	ecln:ECNIH4_12380
ko:K00074	ecln:ECNIH4_12385
ko:K15866	ecln:ECNIH4_12390
ko:K01692	ecln:ECNIH4_12395
ko:K02613	ecln:ECNIH4_12400
ko:K02612	ecln:ECNIH4_12405
ko:K02611	ecln:ECNIH4_12410
ko:K02610	ecln:ECNIH4_12415
ko:K02609	ecln:ECNIH4_12420
ko:K02618	ecln:ECNIH4_12425
ko:K00276	ecln:ECNIH4_12430
ko:K14063	ecln:ECNIH4_12445
ko:K09978	ecln:ECNIH4_12450
ko:K03778	ecln:ECNIH4_12470
ko:K14061	ecln:ECNIH4_12490
ko:K01284	ecln:ECNIH4_12500
ko:K16066	ecln:ECNIH4_12505
ko:K11932	ecln:ECNIH4_12515
ko:K00040	ecln:ECNIH4_12525
ko:K08173	ecln:ECNIH4_12530
ko:K08322	ecln:ECNIH4_12535
ko:K08323	ecln:ECNIH4_12540
ko:K09771	ecln:ECNIH4_12545
ko:K00657	ecln:ECNIH4_12555
ko:K07309	ecln:ECNIH4_12570
ko:K00133	ecln:ECNIH4_12580
ko:K07214	ecln:ECNIH4_16650
ko:K02362	ecln:ECNIH4_16660
ko:K11606	ecln:ECNIH4_16665
ko:K11605	ecln:ECNIH4_16670
ko:K11607	ecln:ECNIH4_16675
ko:K11604	ecln:ECNIH4_16680
ko:K02168	ecln:ECNIH4_16695
ko:K02167	ecln:ECNIH4_16700
ko:K03088	ecln:ECNIH4_16720
ko:K02035	ecln:ECNIH4_16740
ko:K02033	ecln:ECNIH4_16745
ko:K02034	ecln:ECNIH4_16750
ko:K09823	ecln:ECNIH4_21295
ko:K03327	ecln:ECNIH4_21305
ko:K01356	ecln:ECNIH4_21310
ko:K00901	ecln:ECNIH4_21315
ko:K00631	ecln:ECNIH4_21320
ko:K06156	ecln:ECNIH4_21325
ko:K00851	ecln:ECNIH4_21330
ko:K06145	ecln:ECNIH4_21335
ko:K06911	ecln:ECNIH4_21340
ko:K03825	ecln:ECNIH4_21350
ko:K00681	ecln:ECNIH4_21355
ko:K01126	ecln:ECNIH4_21365
ko:K05816	ecln:ECNIH4_21370
ko:K05815	ecln:ECNIH4_21375
ko:K05814	ecln:ECNIH4_21380
ko:K05813	ecln:ECNIH4_21385
ko:K01996	ecln:ECNIH4_21390
ko:K01995	ecln:ECNIH4_21395
ko:K01998	ecln:ECNIH4_21400
ko:K01997	ecln:ECNIH4_21405
ko:K01999	ecln:ECNIH4_21410
ko:K01999	ecln:ECNIH4_21430
ko:K00823	ecln:ECNIH4_21435
ko:K03089	ecln:ECNIH4_21440
ko:K09811	ecln:ECNIH4_21450
ko:K09812	ecln:ECNIH4_21455
ko:K03110	ecln:ECNIH4_21460
ko:K08316	ecln:ECNIH4_21465
ko:K08993	ecln:ECNIH4_21470
ko:K01534	ecln:ECNIH4_21485
ko:K03179	ecln:ECNIH4_21490
ko:K03181	ecln:ECNIH4_21495
ko:K05775	ecln:ECNIH4_21500
ko:K02024	ecln:ECNIH4_21505
ko:K10111	ecln:ECNIH4_21510
ko:K10108	ecln:ECNIH4_21515
ko:K10109	ecln:ECNIH4_21520
ko:K10110	ecln:ECNIH4_21525
ko:K13256	ecln:ECNIH4_21530
ko:K09889	ecln:ECNIH4_20450
ko:K02558	ecln:ECNIH4_20455
ko:K03841	ecln:ECNIH4_20460
ko:K02057	ecln:ECNIH4_20475
ko:K02057	ecln:ECNIH4_20480
ko:K02056	ecln:ECNIH4_20485
ko:K02058	ecln:ECNIH4_20490
ko:K01507	ecln:ECNIH4_20495
ko:K09800	ecln:ECNIH4_20520
ko:K07278	ecln:ECNIH4_20525
ko:K07304	ecln:ECNIH4_20530
ko:K16210	ecln:ECNIH4_20560
ko:K07109	ecln:ECNIH4_20575
ko:K01082	ecln:ECNIH4_20580
ko:K01119	ecln:ECNIH4_20585
ko:K07322	ecln:ECNIH4_20615
ko:K11737	ecln:ECNIH4_20620
ko:K03773	ecln:ECNIH4_20625
ko:K07269	ecln:ECNIH4_20630
ko:K02939	ecln:ECNIH4_20635
ko:K02963	ecln:ECNIH4_20640
ko:K02686	ecln:ECNIH4_20645
ko:K02990	ecln:ECNIH4_20650
ko:K03077	ecln:ECNIH4_20660
ko:K03079	ecln:ECNIH4_20665
ko:K03078	ecln:ECNIH4_20670
ko:K02821	ecln:ECNIH4_20675
ko:K02822	ecln:ECNIH4_20680
ko:K03475	ecln:ECNIH4_20685
ko:K03476	ecln:ECNIH4_20690
ko:K03477	ecln:ECNIH4_20695
ko:K06889	ecln:ECNIH4_20700
ko:K02428	ecln:ECNIH4_04130
ko:K09131	ecln:ECNIH4_04135
ko:K02221	ecln:ECNIH4_04140
ko:K06997	ecln:ECNIH4_04145
ko:K02669	ecln:ECNIH4_04150
ko:K07447	ecln:ECNIH4_04155
ko:K07735	ecln:ECNIH4_04160
ko:K01920	ecln:ECNIH4_04165
ko:K09761	ecln:ECNIH4_04170
ko:K01150	ecln:ECNIH4_04175
ko:K02742	ecln:ECNIH4_04180
ko:K08137	ecln:ECNIH4_04185
ko:K00789	ecln:ECNIH4_04190
ko:K01585	ecln:ECNIH4_04200
ko:K07347	ecln:ECNIH4_04220
ko:K15540	ecln:ECNIH4_04225
ko:K07345	ecln:ECNIH4_04230
ko:K01480	ecln:ECNIH4_04235
ko:K06989	ecln:ECNIH4_04300
ko:K01652	ecln:ECNIH4_04310
ko:K07387	ecln:ECNIH4_04320
ko:K00615	ecln:ECNIH4_04325
ko:K03472	ecln:ECNIH4_04330
ko:K00927	ecln:ECNIH4_04335
ko:K01624	ecln:ECNIH4_04340
ko:K03442	ecln:ECNIH4_04345
ko:K06895	ecln:ECNIH4_04350
ko:K09807	ecln:ECNIH4_04355
ko:K05596	ecln:ECNIH4_04360
ko:K01807	ecln:ECNIH4_04365
ko:K00058	ecln:ECNIH4_04370
ko:K01934	ecln:ECNIH4_04375
ko:K09888	ecln:ECNIH4_04380
ko:K09895	ecln:ECNIH4_04385
ko:K01262	ecln:ECNIH4_04390
ko:K03185	ecln:ECNIH4_04395
ko:K18800	ecln:ECNIH4_04400
ko:K07781	ecln:ECNIH4_08470
ko:K02421	ecln:ECNIH4_08475
ko:K02420	ecln:ECNIH4_08480
ko:K02419	ecln:ECNIH4_08485
ko:K02418	ecln:ECNIH4_08490
ko:K02417	ecln:ECNIH4_08495
ko:K02416	ecln:ECNIH4_08500
ko:K02415	ecln:ECNIH4_08505
ko:K02414	ecln:ECNIH4_08510
ko:K02413	ecln:ECNIH4_08515
ko:K02412	ecln:ECNIH4_08520
ko:K02411	ecln:ECNIH4_08525
ko:K02410	ecln:ECNIH4_08530
ko:K02409	ecln:ECNIH4_08535
ko:K02408	ecln:ECNIH4_08540
ko:K01176	ecln:ECNIH4_08550
ko:K02423	ecln:ECNIH4_08555
ko:K02422	ecln:ECNIH4_08560
ko:K02407	ecln:ECNIH4_08565
ko:K02406	ecln:ECNIH4_08575
ko:K02405	ecln:ECNIH4_08580
ko:K02425	ecln:ECNIH4_08585
ko:K02424	ecln:ECNIH4_08590
ko:K10009	ecln:ECNIH4_08600
ko:K10010	ecln:ECNIH4_08605
ko:K07782	ecln:ECNIH4_08610
ko:K07689	ecln:ECNIH4_08620
ko:K03703	ecln:ECNIH4_08625
ko:K00995	ecln:ECNIH4_08630
ko:K03704	ecln:ECNIH4_08655
ko:K01996	ecln:ECNIH4_08660
ko:K01995	ecln:ECNIH4_08665
ko:K01998	ecln:ECNIH4_08670
ko:K01997	ecln:ECNIH4_08675
ko:K01999	ecln:ECNIH4_08680
ko:K07039	ecln:ECNIH4_08685
ko:K03834	ecln:ECNIH4_08690
ko:K02217	ecln:ECNIH4_08700
ko:K03630	ecln:ECNIH4_08720
ko:K13938	ecln:ECNIH4_12880
ko:K07661	ecln:ECNIH4_12890
ko:K07639	ecln:ECNIH4_12900
ko:K01679	ecln:ECNIH4_12910
ko:K01676	ecln:ECNIH4_12915
ko:K01809	ecln:ECNIH4_12920
ko:K16136	ecln:ECNIH4_12930
ko:K14155	ecln:ECNIH4_12940
ko:K01488	ecln:ECNIH4_12945
ko:K03617	ecln:ECNIH4_12970
ko:K03616	ecln:ECNIH4_12975
ko:K03615	ecln:ECNIH4_12980
ko:K03614	ecln:ECNIH4_12985
ko:K03612	ecln:ECNIH4_12990
ko:K03613	ecln:ECNIH4_12995
ko:K10773	ecln:ECNIH4_13000
ko:K03305	ecln:ECNIH4_13005
ko:K00799	ecln:ECNIH4_13010
ko:K00868	ecln:ECNIH4_13015
ko:K01866	ecln:ECNIH4_13020
ko:K00275	ecln:ECNIH4_13025
ko:K09001	ecln:ECNIH4_13035
ko:K06077	ecln:ECNIH4_13040
ko:K06075	ecln:ECNIH4_13050
ko:K06938	ecln:ECNIH4_13080
ko:K03760	ecln:ECNIH4_13085
ko:K16137	ecln:ECNIH4_13090
ko:K10680	ecln:ECNIH4_13095
ko:K01759	ecln:ECNIH4_13100
ko:K03683	ecln:ECNIH4_13105
ko:K07390	ecln:ECNIH4_13110
ko:K04564	ecln:ECNIH4_13120
ko:K03604	ecln:ECNIH4_13135
ko:K00574	ecln:ECNIH4_13150
ko:K06192	ecln:ECNIH4_14835
ko:K03808	ecln:ECNIH4_14840
ko:K15738	ecln:ECNIH4_14845
ko:K12297	ecln:ECNIH4_14850
ko:K07140	ecln:ECNIH4_14855
ko:K18657	ecln:ECNIH4_14860
ko:K00254	ecln:ECNIH4_14865
ko:K00299	ecln:ECNIH4_14870
ko:K15553	ecln:ECNIH4_14875
ko:K04091	ecln:ECNIH4_14880
ko:K15554	ecln:ECNIH4_14885
ko:K15555	ecln:ECNIH4_14890
ko:K01256	ecln:ECNIH4_14895
ko:K00763	ecln:ECNIH4_14900
ko:K01893	ecln:ECNIH4_14905
ko:K00813	ecln:ECNIH4_14915
ko:K03632	ecln:ECNIH4_14935
ko:K03804	ecln:ECNIH4_14940
ko:K03633	ecln:ECNIH4_14945
ko:K06219	ecln:ECNIH4_14950
ko:K00979	ecln:ECNIH4_14965
ko:K09791	ecln:ECNIH4_14970
ko:K09927	ecln:ECNIH4_14975
ko:K00912	ecln:ECNIH4_14980
ko:K11085	ecln:ECNIH4_14985
ko:K02238	ecln:ECNIH4_14990
ko:K05788	ecln:ECNIH4_14995
ko:K02945	ecln:ECNIH4_15000
ko:K00945	ecln:ECNIH4_15005
ko:K00800	ecln:ECNIH4_15010
ko:K00831	ecln:ECNIH4_15015
ko:K09136	ecln:ECNIH4_15025
ko:K03366	ecln:ECNIH4_16770
ko:K01652	ecln:ECNIH4_16775
ko:K01575	ecln:ECNIH4_16780
ko:K00799	ecln:ECNIH4_16800
ko:K03566	ecln:ECNIH4_16840
ko:K01576	ecln:ECNIH4_16870
ko:K09897	ecln:ECNIH4_22055
ko:K01776	ecln:ECNIH4_22100
ko:K16092	ecln:ECNIH4_22105
ko:K00322	ecln:ECNIH4_22125
ko:K04761	ecln:ECNIH4_22130
ko:K01755	ecln:ECNIH4_22135
ko:K00930	ecln:ECNIH4_22140
ko:K00145	ecln:ECNIH4_22145
ko:K01438	ecln:ECNIH4_22150
ko:K01595	ecln:ECNIH4_22155
ko:K08314	ecln:ECNIH4_22165
ko:K00005	ecln:ECNIH4_22170
ko:K03782	ecln:ECNIH4_22175
ko:K00297	ecln:ECNIH4_22180
ko:K12525	ecln:ECNIH4_22185
ko:K01739	ecln:ECNIH4_22190
ko:K03764	ecln:ECNIH4_22195
ko:K02909	ecln:ECNIH4_22200
ko:K04066	ecln:ECNIH4_22205
ko:K05499	ecln:ECNIH4_22210
ko:K03591	ecln:ECNIH4_22215
ko:K01419	ecln:ECNIH4_22220
ko:K03667	ecln:ECNIH4_22225
ko:K02548	ecln:ECNIH4_22230
ko:K02553	ecln:ECNIH4_22235
ko:K09892	ecln:ECNIH4_22250
ko:K02440	ecln:ECNIH4_22255
ko:K00864	ecln:ECNIH4_22260
ko:K02446	ecln:ECNIH4_22265
ko:K00528	ecln:ECNIH4_22270
ko:K01803	ecln:ECNIH4_22285
ko:K01521	ecln:ECNIH4_22295
ko:K02048	ecln:ECNIH4_22300
ko:K00850	ecln:ECNIH4_22305
ko:K13283	ecln:ECNIH4_22310
ko:K06006	ecln:ECNIH4_22315
ko:K07052	ecln:ECNIH4_23030
ko:K11750	ecln:ECNIH4_18340
ko:K00769	ecln:ECNIH4_18345
ko:K01270	ecln:ECNIH4_18350
ko:K02346	ecln:ECNIH4_18355
ko:K05952	ecln:ECNIH4_18360
ko:K00351	ecln:ECNIH4_18365
ko:K00350	ecln:ECNIH4_18370
ko:K00349	ecln:ECNIH4_18375
ko:K00348	ecln:ECNIH4_18380
ko:K00347	ecln:ECNIH4_18385
ko:K00346	ecln:ECNIH4_18390
ko:K03271	ecln:ECNIH4_18405
ko:K06445	ecln:ECNIH4_18410
ko:K00681	ecln:ECNIH4_18420
ko:K02034	ecln:ECNIH4_18425
ko:K02033	ecln:ECNIH4_18430
ko:K02035	ecln:ECNIH4_18435
ko:K02342	ecln:ECNIH4_18460
ko:K03469	ecln:ECNIH4_18465
ko:K08307	ecln:ECNIH4_18480
ko:K06222	ecln:ECNIH4_18505
ko:K03273	ecln:ECNIH4_18540
ko:K02071	ecln:ECNIH4_18545
ko:K02072	ecln:ECNIH4_18550
ko:K02073	ecln:ECNIH4_18555
ko:K06080	ecln:ECNIH4_18560
ko:K01881	ecln:ECNIH4_18570
ko:K06079	ecln:ECNIH4_18575
ko:K15034	ecln:ECNIH4_18580
ko:K12288	ecln:ECNIH4_01925
ko:K12289	ecln:ECNIH4_01930
ko:K12290	ecln:ECNIH4_01935
ko:K12291	ecln:ECNIH4_01940
ko:K02507	ecln:ECNIH4_01945
ko:K00891	ecln:ECNIH4_01950
ko:K01735	ecln:ECNIH4_01955
ko:K03112	ecln:ECNIH4_01960
ko:K01783	ecln:ECNIH4_01970
ko:K01091	ecln:ECNIH4_01975
ko:K01867	ecln:ECNIH4_01980
ko:K02302	ecln:ECNIH4_01990
ko:K00363	ecln:ECNIH4_01995
ko:K00362	ecln:ECNIH4_02000
ko:K01485	ecln:ECNIH4_02005
ko:K06141	ecln:ECNIH4_02010
ko:K03767	ecln:ECNIH4_02015
ko:K04095	ecln:ECNIH4_02020
ko:K01664	ecln:ECNIH4_02025
ko:K10914	ecln:ECNIH4_02040
ko:K07397	ecln:ECNIH4_02045
ko:K00855	ecln:ECNIH4_02050
ko:K09898	ecln:ECNIH4_02055
ko:K07019	ecln:ECNIH4_02060
ko:K13929	ecln:ECNIH4_02070
ko:K13930	ecln:ECNIH4_02075
ko:K13931	ecln:ECNIH4_02080
ko:K13932	ecln:ECNIH4_02085
ko:K13933	ecln:ECNIH4_02090
ko:K13936	ecln:ECNIH4_02095
ko:K13934	ecln:ECNIH4_02100
ko:K13935	ecln:ECNIH4_02105
ko:K13928	ecln:ECNIH4_02110
ko:K06158	ecln:ECNIH4_02115
ko:K11747	ecln:ECNIH4_02125
ko:K07070	ecln:ECNIH4_02130
ko:K03775	ecln:ECNIH4_02135
ko:K03745	ecln:ECNIH4_02140
ko:K03772	ecln:ECNIH4_02145
ko:K07235	ecln:ECNIH4_02155
ko:K07236	ecln:ECNIH4_02160
ko:K07237	ecln:ECNIH4_02165
ko:K02950	ecln:ECNIH4_02170
ko:K02992	ecln:ECNIH4_02175
ko:K02355	ecln:ECNIH4_02180
ko:K02358	ecln:ECNIH4_02185
ko:K02192	ecln:ECNIH4_02190
ko:K14238	ecln:ECNIH4_00610
ko:K14232	ecln:ECNIH4_01105
ko:K14232	ecln:ECNIH4_21910
ko:K01977	ecln:ECNIH4_02485
ko:K14227	ecln:ECNIH4_18530
ko:K14227	ecln:ECNIH4_21640
ko:K14227	ecln:ECNIH4_22090
ko:K01985	ecln:ECNIH4_01310
ko:K01985	ecln:ECNIH4_22620
