ko:K19744	pnc:NCGM2_5052
ko:K02015	pnc:NCGM2_5364
ko:K00375	pnc:NCGM2_5368
ko:K06222	pnc:NCGM2_5370
ko:K05520	pnc:NCGM2_5374
ko:K01142	pnc:NCGM2_5375
ko:K01652	pnc:NCGM2_5383
ko:K07734	pnc:NCGM2_5385
ko:K08368	pnc:NCGM2_5391
ko:K01714	pnc:NCGM2_5392
ko:K01921	pnc:NCGM2_5400
ko:K07088	pnc:NCGM2_6243
ko:K03300	pnc:NCGM2_6245
ko:K02839	pnc:NCGM2_6247
ko:K03324	pnc:NCGM2_6251
ko:K11102	pnc:NCGM2_6259
ko:K11066	pnc:NCGM2_6264
ko:K03673	pnc:NCGM2_6268
ko:K03978	pnc:NCGM2_6271
ko:K02204	pnc:NCGM2_6274
ko:K09823	pnc:NCGM2_6278
ko:K09817	pnc:NCGM2_6279
ko:K09816	pnc:NCGM2_6280
ko:K02071	pnc:NCGM2_6282
ko:K02072	pnc:NCGM2_6283
ko:K02073	pnc:NCGM2_6284
ko:K01915	pnc:NCGM2_6287
ko:K10126	pnc:NCGM2_6290
ko:K10125	pnc:NCGM2_6291
ko:K00868	pnc:NCGM2_6296
ko:K03113	pnc:NCGM2_0689
ko:K11068	pnc:NCGM2_0696
ko:K07124	pnc:NCGM2_0697
ko:K00382	pnc:NCGM2_0700
ko:K08983	pnc:NCGM2_0701
ko:K00675	pnc:NCGM2_0702
ko:K01531	pnc:NCGM2_0704
ko:K03324	pnc:NCGM2_0707
ko:K03327	pnc:NCGM2_0709
ko:K06940	pnc:NCGM2_0713
ko:K09936	pnc:NCGM2_0715
ko:K00123	pnc:NCGM2_0719
ko:K02380	pnc:NCGM2_0722
ko:K01042	pnc:NCGM2_0723
ko:K03833	pnc:NCGM2_0724
ko:K01126	pnc:NCGM2_0740
ko:K06219	pnc:NCGM2_0742
ko:K00432	pnc:NCGM2_1612
ko:K01114	pnc:NCGM2_1618
ko:K06203	pnc:NCGM2_1620
ko:K01754	pnc:NCGM2_1625
ko:K09924	pnc:NCGM2_1630
ko:K05527	pnc:NCGM2_1631
ko:K07146	pnc:NCGM2_1632
ko:K07396	pnc:NCGM2_1633
ko:K00457	pnc:NCGM2_1641
ko:K15034	pnc:NCGM2_1644
ko:K07262	pnc:NCGM2_1645
ko:K00832	pnc:NCGM2_1646
ko:K00500	pnc:NCGM2_1648
ko:K03721	pnc:NCGM2_1649
ko:K01895	pnc:NCGM2_1665
ko:K06987	pnc:NCGM2_1669
ko:K06446	pnc:NCGM2_2522
ko:K01546	pnc:NCGM2_2524
ko:K01547	pnc:NCGM2_2525
ko:K01548	pnc:NCGM2_2526
ko:K07646	pnc:NCGM2_2527
ko:K07667	pnc:NCGM2_2528
ko:K01425	pnc:NCGM2_2529
ko:K07001	pnc:NCGM2_2531
ko:K01008	pnc:NCGM2_2533
ko:K06917	pnc:NCGM2_2534
ko:K03453	pnc:NCGM2_2543
ko:K05782	pnc:NCGM2_2544
ko:K11910	pnc:NCGM2_2554
ko:K11901	pnc:NCGM2_2555
ko:K11900	pnc:NCGM2_2556
ko:K11905	pnc:NCGM2_2557
ko:K11896	pnc:NCGM2_2558
ko:K11895	pnc:NCGM2_2559
ko:K11907	pnc:NCGM2_2560
ko:K11906	pnc:NCGM2_2564
ko:K11893	pnc:NCGM2_2565
ko:K11892	pnc:NCGM2_2566
ko:K11891	pnc:NCGM2_2567
ko:K06996	pnc:NCGM2_2570
ko:K01495	pnc:NCGM2_2572
ko:K07320	pnc:NCGM2_2576
ko:K01736	pnc:NCGM2_2579
ko:K04087	pnc:NCGM2_3444
ko:K00605	pnc:NCGM2_3448
ko:K01752	pnc:NCGM2_3449
ko:K00600	pnc:NCGM2_3450
ko:K00281	pnc:NCGM2_3451
ko:K02437	pnc:NCGM2_3452
ko:K15125	pnc:NCGM2_3464
ko:K03088	pnc:NCGM2_3470
ko:K00450	pnc:NCGM2_3472
ko:K08195	pnc:NCGM2_3474
ko:K03805	pnc:NCGM2_3478
ko:K04084	pnc:NCGM2_3480
ko:K01626	pnc:NCGM2_3952
ko:K09927	pnc:NCGM2_3953
ko:K07090	pnc:NCGM2_3956
ko:K02356	pnc:NCGM2_3960
ko:K10804	pnc:NCGM2_3966
ko:K02003	pnc:NCGM2_3967
ko:K04760	pnc:NCGM2_3969
ko:K01975	pnc:NCGM2_3971
ko:K15977	pnc:NCGM2_3974
ko:K03424	pnc:NCGM2_3977
ko:K03924	pnc:NCGM2_3986
ko:K01591	pnc:NCGM2_3987
ko:K13774	pnc:NCGM2_3998
ko:K13778	pnc:NCGM2_3999
ko:K11731	pnc:NCGM2_4000
ko:K13779	pnc:NCGM2_4001
ko:K13777	pnc:NCGM2_4002
ko:K13489	pnc:NCGM2_4836
ko:K13486	pnc:NCGM2_4837
ko:K13488	pnc:NCGM2_4838
ko:K13487	pnc:NCGM2_4839
ko:K07687	pnc:NCGM2_4845
ko:K07462	pnc:NCGM2_4856
ko:K09980	pnc:NCGM2_4863
ko:K01733	pnc:NCGM2_4867
ko:K00003	pnc:NCGM2_4868
ko:K03981	pnc:NCGM2_4870
ko:K02884	pnc:NCGM2_4875
ko:K00554	pnc:NCGM2_4876
ko:K02860	pnc:NCGM2_4877
ko:K02959	pnc:NCGM2_4878
ko:K03106	pnc:NCGM2_4879
ko:K08289	pnc:NCGM2_4885
ko:K03696	pnc:NCGM2_5738
ko:K03704	pnc:NCGM2_5742
ko:K05591	pnc:NCGM2_5743
ko:K07403	pnc:NCGM2_5747
ko:K03306	pnc:NCGM2_5748
ko:K00252	pnc:NCGM2_5751
ko:K01464	pnc:NCGM2_5756
ko:K10974	pnc:NCGM2_5759
ko:K01251	pnc:NCGM2_5765
ko:K00297	pnc:NCGM2_5767
ko:K11927	pnc:NCGM2_5769
ko:K03585	pnc:NCGM2_5772
ko:K00833	pnc:NCGM2_5778
ko:K09761	pnc:NCGM2_5779
ko:K06598	pnc:NCGM2_5783
ko:K06597	pnc:NCGM2_5784
ko:K03412	pnc:NCGM2_0181
ko:K03411	pnc:NCGM2_0182
ko:K03408	pnc:NCGM2_0185
ko:K03407	pnc:NCGM2_0186
ko:K03413	pnc:NCGM2_0187
ko:K07088	pnc:NCGM2_0196
ko:K00324	pnc:NCGM2_0204
ko:K00324	pnc:NCGM2_0205
ko:K00325	pnc:NCGM2_0206
ko:K03832	pnc:NCGM2_0207
ko:K03561	pnc:NCGM2_0208
ko:K07002	pnc:NCGM2_0211
ko:K13929	pnc:NCGM2_0212
ko:K13930	pnc:NCGM2_0213
ko:K13931	pnc:NCGM2_0214
ko:K13932	pnc:NCGM2_0215
ko:K13933	pnc:NCGM2_0216
ko:K13934	pnc:NCGM2_0218
ko:K13935	pnc:NCGM2_0219
ko:K13928	pnc:NCGM2_0222
ko:K01714	pnc:NCGM2_0229
ko:K01628	pnc:NCGM2_0230
ko:K12372	pnc:NCGM2_1094
ko:K12371	pnc:NCGM2_1095
ko:K12370	pnc:NCGM2_1096
ko:K12369	pnc:NCGM2_1097
ko:K12368	pnc:NCGM2_1101
ko:K12368	pnc:NCGM2_1105
ko:K15011	pnc:NCGM2_1107
ko:K15012	pnc:NCGM2_1108
ko:K09934	pnc:NCGM2_1111
ko:K06894	pnc:NCGM2_1112
ko:K03642	pnc:NCGM2_1116
ko:K02434	pnc:NCGM2_1117
ko:K02435	pnc:NCGM2_1119
ko:K03569	pnc:NCGM2_1121
ko:K03570	pnc:NCGM2_1122
ko:K03571	pnc:NCGM2_1123
ko:K06287	pnc:NCGM2_1124
ko:K08301	pnc:NCGM2_1125
ko:K03568	pnc:NCGM2_1128
ko:K09889	pnc:NCGM2_1129
ko:K03592	pnc:NCGM2_1130
ko:K04564	pnc:NCGM2_1134
ko:K07238	pnc:NCGM2_1135
ko:K06958	pnc:NCGM2_1137
ko:K05808	pnc:NCGM2_1139
ko:K03092	pnc:NCGM2_1140
ko:K06861	pnc:NCGM2_1141
ko:K09774	pnc:NCGM2_1142
ko:K11719	pnc:NCGM2_1143
ko:K03270	pnc:NCGM2_1144
ko:K06041	pnc:NCGM2_1145
ko:K02065	pnc:NCGM2_1146
ko:K02066	pnc:NCGM2_1147
ko:K07661	pnc:NCGM2_2030
ko:K07639	pnc:NCGM2_2031
ko:K03704	pnc:NCGM2_2032
ko:K00563	pnc:NCGM2_2034
ko:K02362	pnc:NCGM2_2038
ko:K02568	pnc:NCGM2_2046
ko:K02567	pnc:NCGM2_2047
ko:K02570	pnc:NCGM2_2048
ko:K02572	pnc:NCGM2_2049
ko:K07637	pnc:NCGM2_2053
ko:K11103	pnc:NCGM2_2057
ko:K02742	pnc:NCGM2_2063
ko:K14058	pnc:NCGM2_2066
ko:K03758	pnc:NCGM2_2068
ko:K06714	pnc:NCGM2_2070
ko:K12410	pnc:NCGM2_2071
ko:K03311	pnc:NCGM2_2943
ko:K03760	pnc:NCGM2_2944
ko:K06135	pnc:NCGM2_2959
ko:K06136	pnc:NCGM2_2960
ko:K06137	pnc:NCGM2_2961
ko:K06138	pnc:NCGM2_2962
ko:K06139	pnc:NCGM2_2963
ko:K09957	pnc:NCGM2_2968
ko:K01028	pnc:NCGM2_2973
ko:K01029	pnc:NCGM2_2974
ko:K02106	pnc:NCGM2_2976
ko:K00019	pnc:NCGM2_2977
ko:K03666	pnc:NCGM2_0576
ko:K03665	pnc:NCGM2_0577
ko:K04088	pnc:NCGM2_0578
ko:K04087	pnc:NCGM2_0579
ko:K09937	pnc:NCGM2_0580
ko:K02502	pnc:NCGM2_0581
ko:K01939	pnc:NCGM2_0582
ko:K12573	pnc:NCGM2_0585
ko:K03218	pnc:NCGM2_0586
ko:K02990	pnc:NCGM2_0587
ko:K02963	pnc:NCGM2_0588
ko:K02939	pnc:NCGM2_0590
ko:K01775	pnc:NCGM2_0592
ko:K06966	pnc:NCGM2_0601
ko:K00763	pnc:NCGM2_0605
ko:K08281	pnc:NCGM2_0606
ko:K01999	pnc:NCGM2_0611
ko:K01997	pnc:NCGM2_0612
ko:K01998	pnc:NCGM2_0613
ko:K01995	pnc:NCGM2_0614
ko:K01996	pnc:NCGM2_0615
ko:K11475	pnc:NCGM2_0618
ko:K01576	pnc:NCGM2_0624
ko:K05548	pnc:NCGM2_0625
ko:K06878	pnc:NCGM2_4336
ko:K02437	pnc:NCGM2_4343
ko:K07396	pnc:NCGM2_4344
ko:K01118	pnc:NCGM2_4345
ko:K09919	pnc:NCGM2_4352
ko:K14393	pnc:NCGM2_4356
ko:K02002	pnc:NCGM2_4358
ko:K04754	pnc:NCGM2_4362
ko:K06911	pnc:NCGM2_4363
ko:K07001	pnc:NCGM2_4364
ko:K02517	pnc:NCGM2_4365
ko:K03610	pnc:NCGM2_4366
ko:K03609	pnc:NCGM2_4367
ko:K03608	pnc:NCGM2_4368
ko:K03817	pnc:NCGM2_4371
ko:K02053	pnc:NCGM2_4376
ko:K03797	pnc:NCGM2_4380
ko:K03773	pnc:NCGM2_4386
ko:K03554	pnc:NCGM2_4389
ko:K03453	pnc:NCGM2_4390
ko:K06188	pnc:NCGM2_5234
ko:K03602	pnc:NCGM2_5242
ko:K13789	pnc:NCGM2_5243
ko:K01662	pnc:NCGM2_5244
ko:K06985	pnc:NCGM2_5248
ko:K01095	pnc:NCGM2_5250
ko:K00946	pnc:NCGM2_5251
ko:K03625	pnc:NCGM2_5252
ko:K00794	pnc:NCGM2_5253
ko:K14652	pnc:NCGM2_5254
ko:K00793	pnc:NCGM2_5255
ko:K11752	pnc:NCGM2_5256
ko:K07738	pnc:NCGM2_5257
ko:K05838	pnc:NCGM2_5261
ko:K02003	pnc:NCGM2_5264
ko:K09950	pnc:NCGM2_5266
ko:K07275	pnc:NCGM2_5267
ko:K00067	pnc:NCGM2_5270
ko:K07687	pnc:NCGM2_5281
ko:K07347	pnc:NCGM2_5285
ko:K07345	pnc:NCGM2_5287
ko:K02039	pnc:NCGM2_6132
ko:K02036	pnc:NCGM2_6133
ko:K02038	pnc:NCGM2_6134
ko:K02037	pnc:NCGM2_6135
ko:K02040	pnc:NCGM2_6136
ko:K10806	pnc:NCGM2_6143
ko:K02167	pnc:NCGM2_6146
ko:K02168	pnc:NCGM2_6148
ko:K02000	pnc:NCGM2_6149
ko:K02001	pnc:NCGM2_6150
ko:K02002	pnc:NCGM2_6151
ko:K01752	pnc:NCGM2_6153
ko:K07107	pnc:NCGM2_6159
ko:K02002	pnc:NCGM2_6162
ko:K01438	pnc:NCGM2_6163
ko:K06131	pnc:NCGM2_6167
ko:K09958	pnc:NCGM2_6168
ko:K01273	pnc:NCGM2_6169
ko:K03522	pnc:NCGM2_6173
ko:K03521	pnc:NCGM2_6174
ko:K07727	pnc:NCGM2_6176
ko:K00479	pnc:NCGM2_6183
ko:K03088	pnc:NCGM2_0629
ko:K03192	pnc:NCGM2_0631
ko:K03189	pnc:NCGM2_0632
ko:K03188	pnc:NCGM2_0633
ko:K03596	pnc:NCGM2_1494
ko:K03100	pnc:NCGM2_1495
ko:K03685	pnc:NCGM2_1497
ko:K03584	pnc:NCGM2_1499
ko:K03474	pnc:NCGM2_1500
ko:K15257	pnc:NCGM2_1501
ko:K15256	pnc:NCGM2_1502
ko:K01338	pnc:NCGM2_1506
ko:K13821	pnc:NCGM2_1509
ko:K01118	pnc:NCGM2_1512
ko:K07090	pnc:NCGM2_1519
ko:K01720	pnc:NCGM2_1521
ko:K03322	pnc:NCGM2_1538
ko:K06991	pnc:NCGM2_1546
ko:K00496	pnc:NCGM2_2412
ko:K03529	pnc:NCGM2_2414
ko:K03528	pnc:NCGM2_2415
ko:K01972	pnc:NCGM2_2416
ko:K02343	pnc:NCGM2_2419
ko:K09747	pnc:NCGM2_2420
ko:K06187	pnc:NCGM2_2421
ko:K09925	pnc:NCGM2_2423
ko:K11743	pnc:NCGM2_2428
ko:K07044	pnc:NCGM2_2429
ko:K00759	pnc:NCGM2_2430
ko:K09792	pnc:NCGM2_2434
ko:K09926	pnc:NCGM2_2437
ko:K00406	pnc:NCGM2_2440
ko:K00407	pnc:NCGM2_2441
ko:K00405	pnc:NCGM2_2442
ko:K00404	pnc:NCGM2_2443
ko:K00406	pnc:NCGM2_2444
ko:K00407	pnc:NCGM2_2445
ko:K00405	pnc:NCGM2_2446
ko:K00404	pnc:NCGM2_2447
ko:K07020	pnc:NCGM2_2448
ko:K01681	pnc:NCGM2_2451
ko:K06968	pnc:NCGM2_2452
ko:K01915	pnc:NCGM2_2455
ko:K09974	pnc:NCGM2_2463
ko:K09913	pnc:NCGM2_2464
ko:K03119	pnc:NCGM2_3321
ko:K06995	pnc:NCGM2_3329
ko:K06145	pnc:NCGM2_3330
ko:K10227	pnc:NCGM2_3346
ko:K10228	pnc:NCGM2_3347
ko:K10229	pnc:NCGM2_3348
ko:K00847	pnc:NCGM2_3352
ko:K02073	pnc:NCGM2_3358
ko:K02071	pnc:NCGM2_3359
ko:K02072	pnc:NCGM2_3360
ko:K01126	pnc:NCGM2_3361
ko:K06916	pnc:NCGM2_3362
ko:K00299	pnc:NCGM2_3366
ko:K11902	pnc:NCGM2_3370
ko:K11891	pnc:NCGM2_3371
ko:K11892	pnc:NCGM2_3372
ko:K11893	pnc:NCGM2_3373
ko:K11901	pnc:NCGM2_3375
ko:K07727	pnc:NCGM2_3834
ko:K01295	pnc:NCGM2_3836
ko:K05539	pnc:NCGM2_3889
ko:K10778	pnc:NCGM2_4727
ko:K02919	pnc:NCGM2_4731
ko:K02909	pnc:NCGM2_4732
ko:K00901	pnc:NCGM2_4734
ko:K09954	pnc:NCGM2_4743
ko:K06966	pnc:NCGM2_4746
ko:K03565	pnc:NCGM2_4747
ko:K03555	pnc:NCGM2_4751
ko:K06194	pnc:NCGM2_4754
ko:K00573	pnc:NCGM2_4755
ko:K03787	pnc:NCGM2_4756
ko:K06176	pnc:NCGM2_4757
ko:K01770	pnc:NCGM2_4758
ko:K01070	pnc:NCGM2_4759
ko:K07112	pnc:NCGM2_4762
ko:K00991	pnc:NCGM2_4764
ko:K05589	pnc:NCGM2_4765
ko:K01689	pnc:NCGM2_4766
ko:K01627	pnc:NCGM2_4767
ko:K01937	pnc:NCGM2_4768
ko:K04075	pnc:NCGM2_4769
ko:K01962	pnc:NCGM2_4770
ko:K02337	pnc:NCGM2_4771
ko:K03310	pnc:NCGM2_4772
ko:K03470	pnc:NCGM2_4773
ko:K00748	pnc:NCGM2_4774
ko:K00677	pnc:NCGM2_4775
ko:K02372	pnc:NCGM2_4776
ko:K02536	pnc:NCGM2_4777
ko:K06142	pnc:NCGM2_4778
ko:K07277	pnc:NCGM2_4779
ko:K07043	pnc:NCGM2_5634
ko:K07007	pnc:NCGM2_5635
ko:K01624	pnc:NCGM2_5639
ko:K00927	pnc:NCGM2_5642
ko:K03472	pnc:NCGM2_5643
ko:K00615	pnc:NCGM2_5646
ko:K00789	pnc:NCGM2_5648
ko:K03611	pnc:NCGM2_5656
ko:K03744	pnc:NCGM2_5657
ko:K06872	pnc:NCGM2_5658
ko:K02448	pnc:NCGM2_5671
ko:K04561	pnc:NCGM2_5672
ko:K02305	pnc:NCGM2_5673
ko:K02164	pnc:NCGM2_5675
ko:K04066	pnc:NCGM2_0462
ko:K02909	pnc:NCGM2_0463
ko:K00029	pnc:NCGM2_0466
ko:K05366	pnc:NCGM2_0467
ko:K02662	pnc:NCGM2_0468
ko:K02666	pnc:NCGM2_0472
ko:K00891	pnc:NCGM2_0473
ko:K01735	pnc:NCGM2_0474
ko:K03112	pnc:NCGM2_0475
ko:K00266	pnc:NCGM2_0477
ko:K01599	pnc:NCGM2_0478
ko:K08224	pnc:NCGM2_0482
ko:K01740	pnc:NCGM2_0487
ko:K07090	pnc:NCGM2_0488
ko:K05802	pnc:NCGM2_0490
ko:K07115	pnc:NCGM2_0494
ko:K00627	pnc:NCGM2_0498
ko:K00163	pnc:NCGM2_0500
ko:K00982	pnc:NCGM2_0501
ko:K00826	pnc:NCGM2_0502
ko:K02841	pnc:NCGM2_0504
ko:K02844	pnc:NCGM2_0505
ko:K02848	pnc:NCGM2_0506
ko:K00612	pnc:NCGM2_0510
ko:K03630	pnc:NCGM2_1409
ko:K01652	pnc:NCGM2_2299
ko:K03827	pnc:NCGM2_2310
ko:K07644	pnc:NCGM2_2321
ko:K09790	pnc:NCGM2_2322
ko:K07039	pnc:NCGM2_2323
ko:K02415	pnc:NCGM2_2326
ko:K02416	pnc:NCGM2_2327
ko:K02417	pnc:NCGM2_2328
ko:K02418	pnc:NCGM2_2329
ko:K02419	pnc:NCGM2_2330
ko:K02420	pnc:NCGM2_2331
ko:K02421	pnc:NCGM2_2332
ko:K02401	pnc:NCGM2_2333
ko:K06872	pnc:NCGM2_2334
ko:K06872	pnc:NCGM2_2335
ko:K02400	pnc:NCGM2_2336
ko:K02404	pnc:NCGM2_2337
ko:K04562	pnc:NCGM2_2338
ko:K02405	pnc:NCGM2_2339
ko:K03413	pnc:NCGM2_2340
ko:K03414	pnc:NCGM2_2341
ko:K03407	pnc:NCGM2_2343
ko:K03412	pnc:NCGM2_2344
ko:K02556	pnc:NCGM2_2345
ko:K02557	pnc:NCGM2_2346
ko:K03408	pnc:NCGM2_2348
ko:K03408	pnc:NCGM2_2349
ko:K05810	pnc:NCGM2_2354
ko:K14393	pnc:NCGM2_3210
ko:K00836	pnc:NCGM2_3212
ko:K00137	pnc:NCGM2_3213
ko:K13954	pnc:NCGM2_3215
ko:K03168	pnc:NCGM2_3254
ko:K00166	pnc:NCGM2_3256
ko:K00167	pnc:NCGM2_3257
ko:K09699	pnc:NCGM2_3258
ko:K00382	pnc:NCGM2_3259
ko:K03310	pnc:NCGM2_3261
ko:K03885	pnc:NCGM2_3718
ko:K03671	pnc:NCGM2_3721
ko:K09989	pnc:NCGM2_3733
ko:K01738	pnc:NCGM2_3737
ko:K11073	pnc:NCGM2_3739
ko:K03088	pnc:NCGM2_3750
ko:K01153	pnc:NCGM2_3765
ko:K01154	pnc:NCGM2_3766
ko:K03427	pnc:NCGM2_3769
ko:K03427	pnc:NCGM2_3770
ko:K03654	pnc:NCGM2_3772
ko:K01713	pnc:NCGM2_4615
ko:K01494	pnc:NCGM2_4620
ko:K01874	pnc:NCGM2_4622
ko:K10773	pnc:NCGM2_4637
ko:K01756	pnc:NCGM2_4640
ko:K01756	pnc:NCGM2_4642
ko:K01940	pnc:NCGM2_4650
ko:K01465	pnc:NCGM2_4652
ko:K03683	pnc:NCGM2_4653
ko:K02192	pnc:NCGM2_4655
ko:K03594	pnc:NCGM2_4656
ko:K07390	pnc:NCGM2_4658
ko:K12685	pnc:NCGM2_4660
ko:K00611	pnc:NCGM2_4662
ko:K09861	pnc:NCGM2_4664
ko:K02992	pnc:NCGM2_5512
ko:K02950	pnc:NCGM2_5513
ko:K03046	pnc:NCGM2_5514
ko:K03043	pnc:NCGM2_5515
ko:K02935	pnc:NCGM2_5516
ko:K02864	pnc:NCGM2_5517
ko:K02863	pnc:NCGM2_5518
ko:K02867	pnc:NCGM2_5519
ko:K02601	pnc:NCGM2_5520
ko:K03073	pnc:NCGM2_5521
ko:K02358	pnc:NCGM2_5523
ko:K03525	pnc:NCGM2_5528
ko:K03524	pnc:NCGM2_5529
ko:K01866	pnc:NCGM2_5535
ko:K09001	pnc:NCGM2_5537
ko:K15724	pnc:NCGM2_5538
ko:K00145	pnc:NCGM2_5541
ko:K08973	pnc:NCGM2_5542
ko:K00459	pnc:NCGM2_5543
ko:K07124	pnc:NCGM2_5545
ko:K02503	pnc:NCGM2_5547
ko:K06134	pnc:NCGM2_5548
ko:K01611	pnc:NCGM2_5549
ko:K07397	pnc:NCGM2_5550
ko:K01609	pnc:NCGM2_5552
ko:K00766	pnc:NCGM2_5553
ko:K03630	pnc:NCGM2_0870
ko:K05365	pnc:NCGM2_0878
ko:K01652	pnc:NCGM2_0883
ko:K01653	pnc:NCGM2_0884
ko:K00053	pnc:NCGM2_0885
ko:K03808	pnc:NCGM2_0894
ko:K03808	pnc:NCGM2_0895
ko:K02011	pnc:NCGM2_0897
ko:K02012	pnc:NCGM2_0898
ko:K03789	pnc:NCGM2_0907
ko:K01673	pnc:NCGM2_0909
ko:K06942	pnc:NCGM2_0913
ko:K01056	pnc:NCGM2_0914
ko:K02897	pnc:NCGM2_0915
ko:K00948	pnc:NCGM2_0916
ko:K00919	pnc:NCGM2_0918
ko:K02494	pnc:NCGM2_0919
ko:K03657	pnc:NCGM2_1789
ko:K06911	pnc:NCGM2_1829
ko:K15547	pnc:NCGM2_1836
ko:K15549	pnc:NCGM2_1837
ko:K06169	pnc:NCGM2_2694
ko:K03269	pnc:NCGM2_2696
ko:K01886	pnc:NCGM2_2698
ko:K01883	pnc:NCGM2_2699
ko:K01491	pnc:NCGM2_2700
ko:K03545	pnc:NCGM2_2711
ko:K01358	pnc:NCGM2_2712
ko:K03544	pnc:NCGM2_2713
ko:K01338	pnc:NCGM2_2714
ko:K03530	pnc:NCGM2_2715
ko:K03770	pnc:NCGM2_2717
ko:K00208	pnc:NCGM2_2718
ko:K13896	pnc:NCGM2_2719
ko:K13895	pnc:NCGM2_2720
ko:K13894	pnc:NCGM2_2721
ko:K13893	pnc:NCGM2_2722
ko:K13893	pnc:NCGM2_2723
ko:K08307	pnc:NCGM2_2724
ko:K01584	pnc:NCGM2_2730
ko:K03314	pnc:NCGM2_2732
ko:K03426	pnc:NCGM2_2735
ko:K07090	pnc:NCGM2_2736
ko:K11073	pnc:NCGM2_3607
ko:K15553	pnc:NCGM2_3609
ko:K15553	pnc:NCGM2_3610
ko:K07235	pnc:NCGM2_3621
ko:K07236	pnc:NCGM2_3622
ko:K07237	pnc:NCGM2_3623
ko:K02302	pnc:NCGM2_3627
ko:K01875	pnc:NCGM2_3628
ko:K07478	pnc:NCGM2_3629
ko:K03634	pnc:NCGM2_3630
ko:K03466	pnc:NCGM2_3631
ko:K00384	pnc:NCGM2_3632
ko:K00684	pnc:NCGM2_3633
ko:K02518	pnc:NCGM2_3635
ko:K03694	pnc:NCGM2_3636
ko:K06891	pnc:NCGM2_3637
ko:K03704	pnc:NCGM2_3638
ko:K00031	pnc:NCGM2_3639
ko:K00031	pnc:NCGM2_3640
ko:K00566	pnc:NCGM2_3642
ko:K07153	pnc:NCGM2_3643
ko:K01756	pnc:NCGM2_3645
ko:K01637	pnc:NCGM2_3650
ko:K07093	pnc:NCGM2_3651
ko:K00330	pnc:NCGM2_3653
ko:K00331	pnc:NCGM2_3654
ko:K13378	pnc:NCGM2_3655
ko:K00346	pnc:NCGM2_4114
ko:K00134	pnc:NCGM2_4116
ko:K03723	pnc:NCGM2_4117
ko:K01207	pnc:NCGM2_4120
ko:K01356	pnc:NCGM2_4122
ko:K03168	pnc:NCGM2_4126
ko:K01825	pnc:NCGM2_4129
ko:K15738	pnc:NCGM2_4135
ko:K08309	pnc:NCGM2_4137
ko:K07140	pnc:NCGM2_4139
ko:K00111	pnc:NCGM2_4142
ko:K03750	pnc:NCGM2_4145
ko:K03638	pnc:NCGM2_4147
ko:K03752	pnc:NCGM2_4148
ko:K07006	pnc:NCGM2_4155
ko:K01129	pnc:NCGM2_4163
ko:K07690	pnc:NCGM2_4165
ko:K09923	pnc:NCGM2_4166
ko:K07259	pnc:NCGM2_4167
ko:K12297	pnc:NCGM2_4168
ko:K03074	pnc:NCGM2_5007
ko:K03072	pnc:NCGM2_5008
ko:K03210	pnc:NCGM2_5009
ko:K00773	pnc:NCGM2_5010
ko:K07568	pnc:NCGM2_5011
ko:K11720	pnc:NCGM2_5016
ko:K07091	pnc:NCGM2_5017
ko:K01255	pnc:NCGM2_5020
ko:K02339	pnc:NCGM2_5021
ko:K01873	pnc:NCGM2_5023
ko:K06899	pnc:NCGM2_5038
ko:K07461	pnc:NCGM2_5043
ko:K01004	pnc:NCGM2_5046
ko:K09969	pnc:NCGM2_5047
ko:K06999	pnc:NCGM2_5048
ko:K03732	pnc:NCGM2_5051
ko:K03639	pnc:NCGM2_5058
ko:K00373	pnc:NCGM2_5061
ko:K03543	pnc:NCGM2_5914
ko:K03446	pnc:NCGM2_5915
ko:K00067	pnc:NCGM2_5918
ko:K00973	pnc:NCGM2_5919
ko:K01790	pnc:NCGM2_5920
ko:K10125	pnc:NCGM2_5921
ko:K10126	pnc:NCGM2_5922
ko:K03758	pnc:NCGM2_5926
ko:K00611	pnc:NCGM2_5928
ko:K00926	pnc:NCGM2_5929
ko:K08312	pnc:NCGM2_5933
ko:K02379	pnc:NCGM2_5937
ko:K07107	pnc:NCGM2_5943
ko:K01610	pnc:NCGM2_5952
ko:K04083	pnc:NCGM2_5953
ko:K04762	pnc:NCGM2_5955
ko:K07638	pnc:NCGM2_5959
ko:K07659	pnc:NCGM2_5960
ko:K06959	pnc:NCGM2_5961
ko:K18135	pnc:NCGM2_4701
ko:K07289	pnc:NCGM2_0354
ko:K03575	pnc:NCGM2_0355
ko:K01693	pnc:NCGM2_0365
ko:K02501	pnc:NCGM2_0366
ko:K01814	pnc:NCGM2_0368
ko:K02500	pnc:NCGM2_0369
ko:K09798	pnc:NCGM2_0374
ko:K03797	pnc:NCGM2_0375
ko:K15633	pnc:NCGM2_0378
ko:K03071	pnc:NCGM2_0381
ko:K03216	pnc:NCGM2_0382
ko:K07712	pnc:NCGM2_0384
ko:K07708	pnc:NCGM2_0385
ko:K01915	pnc:NCGM2_0390
ko:K03151	pnc:NCGM2_0392
ko:K06207	pnc:NCGM2_0393
ko:K12686	pnc:NCGM2_0398
ko:K03841	pnc:NCGM2_0400
ko:K03098	pnc:NCGM2_0403
ko:K05836	pnc:NCGM2_0405
ko:K05520	pnc:NCGM2_1268
ko:K03322	pnc:NCGM2_1270
ko:K01676	pnc:NCGM2_1271
ko:K00873	pnc:NCGM2_1275
ko:K14055	pnc:NCGM2_1276
