ko:K01212	bami:KSO_000245
ko:K06315	bami:KSO_012525
ko:K03480	bami:KSO_012545
ko:K01534	bami:KSO_012565
ko:K01449	bami:KSO_012580
ko:K09457	bami:KSO_012600
ko:K10026	bami:KSO_012605
ko:K01737	bami:KSO_012610
ko:K06920	bami:KSO_012615
ko:K02556	bami:KSO_012640
ko:K02557	bami:KSO_012645
ko:K15973	bami:KSO_012650
ko:K13532	bami:KSO_012655
ko:K07228	bami:KSO_014830
ko:K03897	bami:KSO_014840
ko:K00824	bami:KSO_014925
ko:K12410	bami:KSO_014935
ko:K16052	bami:KSO_014940
ko:K01126	bami:KSO_014950
ko:K06199	bami:KSO_014955
ko:K06199	bami:KSO_014960
ko:K00646	bami:KSO_014970
ko:K11358	bami:KSO_014975
ko:K00655	bami:KSO_014990
ko:K03088	bami:KSO_014995
ko:K03308	bami:KSO_015010
ko:K01647	bami:KSO_015025
ko:K13771	bami:KSO_015055
ko:K03322	bami:KSO_017370
ko:K03817	bami:KSO_017465
ko:K06350	bami:KSO_017520
ko:K07160	bami:KSO_017540
ko:K00009	bami:KSO_017560
ko:K14166	bami:KSO_017585
ko:K05340	bami:KSO_017600
ko:K00375	bami:KSO_017620
ko:K16957	bami:KSO_003735
ko:K16956	bami:KSO_003730
ko:K01839	bami:KSO_008595
ko:K06379	bami:KSO_008620
ko:K03091	bami:KSO_008625
ko:K06403	bami:KSO_008630
ko:K06404	bami:KSO_008635
ko:K06405	bami:KSO_008640
ko:K06406	bami:KSO_008645
ko:K06407	bami:KSO_008650
ko:K06407	bami:KSO_008655
ko:K06408	bami:KSO_008660
ko:K01586	bami:KSO_008665
ko:K03100	bami:KSO_008685
ko:K11752	bami:KSO_008695
ko:K00793	bami:KSO_008700
ko:K14652	bami:KSO_008705
ko:K00794	bami:KSO_008710
ko:K02859	bami:KSO_008715
ko:K05896	bami:KSO_008735
ko:K06024	bami:KSO_008740
ko:K06373	bami:KSO_008755
ko:K06374	bami:KSO_008760
ko:K06178	bami:KSO_008765
ko:K07399	bami:KSO_008775
ko:K07775	bami:KSO_008785
ko:K07651	bami:KSO_008790
ko:K03088	bami:KSO_008795
ko:K03654	bami:KSO_008825
ko:K01805	bami:KSO_010675
ko:K01198	bami:KSO_010685
ko:K01915	bami:KSO_010700
ko:K03665	bami:KSO_010715
ko:K06413	bami:KSO_010720
ko:K01448	bami:KSO_010730
ko:K03666	bami:KSO_010765
ko:K00791	bami:KSO_010770
ko:K08967	bami:KSO_012665
ko:K08966	bami:KSO_012675
ko:K08965	bami:KSO_012680
ko:K00899	bami:KSO_012695
ko:K08963	bami:KSO_012700
ko:K13533	bami:KSO_012715
ko:K03799	bami:KSO_012740
ko:K03093	bami:KSO_012760
ko:K10979	bami:KSO_012780
ko:K06213	bami:KSO_012815
ko:K13275	bami:KSO_012860
ko:K00549	bami:KSO_012865
ko:K05820	bami:KSO_012875
ko:K00147	bami:KSO_012915
ko:K00111	bami:KSO_015095
ko:K00864	bami:KSO_015100
ko:K02440	bami:KSO_015105
ko:K06180	bami:KSO_015140
ko:K06956	bami:KSO_015175
ko:K02073	bami:KSO_015185
ko:K03704	bami:KSO_015190
ko:K03809	bami:KSO_015225
ko:K09786	bami:KSO_015245
ko:K07180	bami:KSO_015250
ko:K03216	bami:KSO_015275
ko:K02954	bami:KSO_015305
ko:K15554	bami:KSO_015315
ko:K15553	bami:KSO_015320
ko:K03781	bami:KSO_015340
ko:K02016	bami:KSO_017650
ko:K02013	bami:KSO_017655
ko:K02015	bami:KSO_017660
ko:K02015	bami:KSO_017665
ko:K00928	bami:KSO_017670
ko:K02003	bami:KSO_017705
ko:K06296	bami:KSO_017745
ko:K06297	bami:KSO_017750
ko:K06295	bami:KSO_017755
ko:K03305	bami:KSO_017770
ko:K03186	bami:KSO_017790
ko:K02424	bami:KSO_017800
ko:K10009	bami:KSO_017805
ko:K10010	bami:KSO_017810
ko:K06133	bami:KSO_017820
ko:K08094	bami:KSO_017860
ko:K02110	bami:KSO_002015
ko:K02113	bami:KSO_002025
ko:K02109	bami:KSO_002020
ko:K02111	bami:KSO_002030
ko:K02115	bami:KSO_002035
ko:K03624	bami:KSO_007165
ko:K00123	bami:KSO_007215
ko:K08224	bami:KSO_007255
ko:K02768	bami:KSO_007285
ko:K02769	bami:KSO_007285
ko:K02770	bami:KSO_007285
ko:K01809	bami:KSO_007290
ko:K13653	bami:KSO_007345
ko:K03091	bami:KSO_007360
ko:K06371	bami:KSO_007390
ko:K07015	bami:KSO_007395
ko:K00014	bami:KSO_007405
ko:K07574	bami:KSO_007410
ko:K00969	bami:KSO_007415
ko:K09710	bami:KSO_007425
ko:K02239	bami:KSO_007435
ko:K02237	bami:KSO_007440
ko:K16511	bami:KSO_008850
ko:K00260	bami:KSO_008855
ko:K00384	bami:KSO_008860
ko:K01449	bami:KSO_008870
ko:K00945	bami:KSO_008890
ko:K02945	bami:KSO_008895
ko:K03977	bami:KSO_008920
ko:K00057	bami:KSO_008925
ko:K06398	bami:KSO_008940
ko:K03530	bami:KSO_008945
ko:K01495	bami:KSO_008950
ko:K06285	bami:KSO_008955
ko:K03183	bami:KSO_008965
ko:K00940	bami:KSO_008975
ko:K01736	bami:KSO_008985
ko:K01735	bami:KSO_008990
ko:K06208	bami:KSO_008995
ko:K01657	bami:KSO_009000
ko:K00766	bami:KSO_009005
ko:K01609	bami:KSO_009010
ko:K01817	bami:KSO_009015
ko:K01696	bami:KSO_009020
ko:K01695	bami:KSO_009025
ko:K00817	bami:KSO_009030
ko:K00800	bami:KSO_009040
ko:K03887	bami:KSO_009065
ko:K03888	bami:KSO_009070
ko:K00215	bami:KSO_009100
ko:K01734	bami:KSO_009105
ko:K15313	bami:KSO_010860
ko:K15311	bami:KSO_010870
ko:K15337	bami:KSO_010875
ko:K03572	bami:KSO_010905
ko:K03555	bami:KSO_010910
ko:K06328	bami:KSO_010915
ko:K06168	bami:KSO_010925
ko:K00060	bami:KSO_010935
ko:K06416	bami:KSO_010940
ko:K09769	bami:KSO_010945
ko:K00995	bami:KSO_010970
ko:K08221	bami:KSO_011015
ko:K03710	bami:KSO_011020
ko:K03466	bami:KSO_011025
ko:K01714	bami:KSO_011045
ko:K00928	bami:KSO_011050
ko:K00133	bami:KSO_011055
ko:K06411	bami:KSO_011060
ko:K06410	bami:KSO_011065
ko:K00962	bami:KSO_011085
ko:K02956	bami:KSO_011090
ko:K00931	bami:KSO_012920
ko:K01433	bami:KSO_012925
ko:K16199	bami:KSO_012980
ko:K16201	bami:KSO_012990
ko:K16200	bami:KSO_012995
ko:K16203	bami:KSO_013000
ko:K15975	bami:KSO_013030
ko:K07220	bami:KSO_013045
ko:K03306	bami:KSO_013050
ko:K02034	bami:KSO_015355
ko:K03147	bami:KSO_015380
ko:K03564	bami:KSO_015410
ko:K01845	bami:KSO_015415
ko:K06422	bami:KSO_015440
ko:K10780	bami:KSO_015445
ko:K03575	bami:KSO_015455
ko:K07038	bami:KSO_015460
ko:K06428	bami:KSO_015495
ko:K03565	bami:KSO_015520
ko:K07071	bami:KSO_015525
ko:K00362	bami:KSO_017905
ko:K00363	bami:KSO_017910
ko:K13542	bami:KSO_017915
ko:K00318	bami:KSO_017940
ko:K07074	bami:KSO_017945
ko:K01060	bami:KSO_017950
ko:K00891	bami:KSO_017955
ko:K15652	bami:KSO_017965
ko:K09967	bami:KSO_017985
ko:K16963	bami:KSO_017720
ko:K01977	bami:KSO_0r19634
ko:K01977	bami:KSO_0r19630
ko:K01977	bami:KSO_0r19638
ko:K01977	bami:KSO_0r19636
ko:K01977	bami:KSO_0r19640
ko:K01977	bami:KSO_0r19624
ko:K01977	bami:KSO_0r19626
ko:K01977	bami:KSO_0r19632
ko:K01977	bami:KSO_0r19622
ko:K01977	bami:KSO_0r19628
ko:K01897	bami:KSO_014625
ko:K17217	bami:KSO_007200
ko:K17103	bami:KSO_018310
ko:K06419	bami:KSO_014885
ko:K01990	bami:KSO_005495
ko:K01992	bami:KSO_005500
ko:K01990	bami:KSO_004535
ko:K01992	bami:KSO_014805
ko:K00034	bami:KSO_017595
ko:K14233	bami:KSO_0t19506
ko:K01990	bami:KSO_015205
ko:K01990	bami:KSO_014810
ko:K01990	bami:KSO_014725
ko:K14227	bami:KSO_0t19458
ko:K11633	bami:KSO_000755
ko:K11623	bami:KSO_016785
ko:K14218	bami:KSO_0t19422
ko:K01992	bami:KSO_004530
ko:K01664	bami:KSO_019025
ko:K00681	bami:KSO_002435
ko:K11638	bami:KSO_015910
ko:K03457	bami:KSO_002220
ko:K01980	bami:KSO_0r19644
ko:K01980	bami:KSO_0r19656
ko:K01980	bami:KSO_0r19658
ko:K01980	bami:KSO_0r19648
ko:K01980	bami:KSO_0r19646
ko:K01980	bami:KSO_0r19660
ko:K01980	bami:KSO_0r19652
ko:K01980	bami:KSO_0r19642
ko:K01980	bami:KSO_0r19654
ko:K01980	bami:KSO_0r19650
ko:K00096	bami:KSO_006140
ko:K06430	bami:KSO_009200
ko:K17216	bami:KSO_007195
ko:K00034	bami:KSO_018115
ko:K03457	bami:KSO_001115
ko:K01897	bami:KSO_006240
ko:K02484	bami:KSO_000405
ko:K06298	bami:KSO_006325
ko:K16235	bami:KSO_018275
ko:K00265	bami:KSO_010055
ko:K06427	bami:KSO_003925
ko:K11634	bami:KSO_000750
ko:K04091	bami:KSO_015310
ko:K01537	bami:KSO_011615
ko:K02101	bami:KSO_006135
ko:K14231	bami:KSO_0t19452
ko:K14231	bami:KSO_0t19496
ko:K14231	bami:KSO_0t19418
ko:K17462	bami:KSO_007185
ko:K14230	bami:KSO_0t19448
ko:K14230	bami:KSO_0t19500
ko:K14230	bami:KSO_0t19512
ko:K14230	bami:KSO_0t19442
ko:K14230	bami:KSO_0t19590
ko:K02029	bami:KSO_008260
ko:K02028	bami:KSO_008265
ko:K01992	bami:KSO_014720
ko:K17235	bami:KSO_006150
ko:K17236	bami:KSO_006155
ko:K14227	bami:KSO_0t19594
ko:K14227	bami:KSO_0t19600
ko:K03574	bami:KSO_000865
ko:K03574	bami:KSO_003105
ko:K03574	bami:KSO_016935
ko:K14222	bami:KSO_0t19482
ko:K02031	bami:KSO_014160
ko:K14233	bami:KSO_0t19446
ko:K14233	bami:KSO_0t19596
ko:K01585	bami:KSO_012115
ko:K01990	bami:KSO_013345
ko:K01990	bami:KSO_013900
ko:K01990	bami:KSO_017295
ko:K10112	bami:KSO_004350
ko:K01990	bami:KSO_003885
ko:K01990	bami:KSO_015200
ko:K01990	bami:KSO_018415
ko:K10112	bami:KSO_001075
ko:K14224	bami:KSO_0t19414
ko:K14224	bami:KSO_0t19504
ko:K14224	bami:KSO_0t19540
ko:K14224	bami:KSO_0t19526
ko:K14224	bami:KSO_0t19464
ko:K14224	bami:KSO_0t19588
ko:K14219	bami:KSO_0t19468
ko:K14219	bami:KSO_0t19466
ko:K17472	bami:KSO_006755
ko:K14220	bami:KSO_0t19460
ko:K14220	bami:KSO_0t19530
ko:K14220	bami:KSO_0t19508
ko:K14237	bami:KSO_0t19474
ko:K14219	bami:KSO_0t19472
ko:K14228	bami:KSO_0t19430
ko:K14234	bami:KSO_0t19566
ko:K14233	bami:KSO_0t19462
ko:K14233	bami:KSO_0t19528
ko:K14237	bami:KSO_0t19424
ko:K14237	bami:KSO_0t19502
ko:K14237	bami:KSO_0t19586
ko:K14237	bami:KSO_0t19558
ko:K14237	bami:KSO_0t19538
ko:K14236	bami:KSO_0t19492
ko:K14236	bami:KSO_0t19534
ko:K14223	bami:KSO_0t19486
ko:K14223	bami:KSO_0t19532
ko:K14223	bami:KSO_0t19524
ko:K14229	bami:KSO_0t19412
ko:K14229	bami:KSO_0t19522
ko:K14229	bami:KSO_0t19428
ko:K14229	bami:KSO_0t19582
ko:K14229	bami:KSO_0t19554
ko:K14228	bami:KSO_0t19520
ko:K14228	bami:KSO_0t19580
ko:K14228	bami:KSO_0t19552
ko:K14228	bami:KSO_0t19518
ko:K14232	bami:KSO_0t19438
ko:K14232	bami:KSO_0t19560
ko:K14232	bami:KSO_0t19544
ko:K14232	bami:KSO_0t19572
ko:K14230	bami:KSO_0t19444
ko:K14221	bami:KSO_0t19416
ko:K14221	bami:KSO_0t19450
ko:K14221	bami:KSO_0t19510
ko:K14221	bami:KSO_0t19498
ko:K14235	bami:KSO_0t19490
ko:K14226	bami:KSO_0t19454
ko:K14226	bami:KSO_0t19488
ko:K14225	bami:KSO_0t19550
ko:K14225	bami:KSO_0t19578
ko:K14225	bami:KSO_0t19432
ko:K14225	bami:KSO_0t19564
ko:K14225	bami:KSO_0t19484
ko:K14219	bami:KSO_0t19420
ko:K14223	bami:KSO_0t19470
ko:K14228	bami:KSO_0t19434
ko:K14228	bami:KSO_0t19576
ko:K14228	bami:KSO_0t19480
ko:K14228	bami:KSO_0t19548
ko:K14225	bami:KSO_0t19476
ko:K14225	bami:KSO_0t19514
ko:K14225	bami:KSO_0t19456
ko:K14220	bami:KSO_0t19568
ko:K14228	bami:KSO_0t19478
ko:K01739	bami:KSO_013870
ko:K17686	bami:KSO_003810
ko:K01227	bami:KSO_002620
ko:K01342	bami:KSO_014610
ko:K03292	bami:KSO_010690
ko:K03292	bami:KSO_013375
ko:K17836	bami:KSO_013535
ko:K01843	bami:KSO_009585
ko:K15668	bami:KSO_010155
ko:K06518	bami:KSO_018445
ko:K17752	bami:KSO_017185
ko:K06518	bami:KSO_001310
ko:K17828	bami:KSO_011675
ko:K11928	bami:KSO_017930
ko:K00483	bami:KSO_018345
ko:K18115	bami:KSO_009830
ko:K12574	bami:KSO_012225
ko:K12574	bami:KSO_011040
ko:K17763	bami:KSO_007835
ko:K17763	bami:KSO_009750
ko:K17763	bami:KSO_012850
ko:K17763	bami:KSO_016115
ko:K17837	bami:KSO_013910
ko:K17763	bami:KSO_017195
ko:K07284	bami:KSO_015920
ko:K06378	bami:KSO_008615
ko:K07284	bami:KSO_015145
ko:K17733	bami:KSO_018125
ko:K00128	bami:KSO_009835
ko:K17758	bami:KSO_001110
ko:K17762	bami:KSO_017190
ko:K01187	bami:KSO_004990
ko:K17734	bami:KSO_010810
ko:K00537	bami:KSO_004200
ko:K08221	bami:KSO_016000
ko:K18104	bami:KSO_003065
ko:K00104	bami:KSO_006175
ko:K00008	bami:KSO_016500
ko:K02809	bami:KSO_018535
ko:K02810	bami:KSO_018535
ko:K16697	bami:KSO_002700
ko:K16694	bami:KSO_002695
ko:K00004	bami:KSO_016445
ko:K00130	bami:KSO_005120
ko:K01101	bami:KSO_004435
ko:K07222	bami:KSO_016900
ko:K03892	bami:KSO_001170
ko:K01297	bami:KSO_009910
ko:K05799	bami:KSO_003375
ko:K03206	bami:KSO_015075
ko:K21471	bami:KSO_003090
ko:K07145	bami:KSO_016125
ko:K21469	bami:KSO_018540
ko:K21472	bami:KSO_004415
ko:K03719	bami:KSO_017445
ko:K00632	bami:KSO_004190
ko:K21466	bami:KSO_012490
ko:K02809	bami:KSO_001440
ko:K02810	bami:KSO_001440
ko:K00634	bami:KSO_008210
ko:K01046	bami:KSO_018155
ko:K18231	bami:KSO_016765
ko:K19302	bami:KSO_002190
ko:K09384	bami:KSO_000540
ko:K01990	bami:KSO_001655
ko:K19546	bami:KSO_001595
ko:K11691	bami:KSO_017315
ko:K19449	bami:KSO_007910
ko:K19429	bami:KSO_003345
ko:K06304	bami:KSO_008115
ko:K06284	bami:KSO_012250
ko:K05937	bami:KSO_014550
ko:K19430	bami:KSO_003350
ko:K03088	bami:KSO_007000
ko:K15973	bami:KSO_012795
ko:K07680	bami:KSO_013325
ko:K00004	bami:KSO_018590
ko:K07032	bami:KSO_016910
ko:K22579	bami:KSO_010665
ko:K19420	bami:KSO_003285
ko:K22579	bami:KSO_002930
ko:K03742	bami:KSO_010965
ko:K16236	bami:KSO_000830
ko:K00681	bami:KSO_010095
ko:K08693	bami:KSO_015790
ko:K15640	bami:KSO_014595
ko:K09388	bami:KSO_001685
ko:K06380	bami:KSO_006500
ko:K04749	bami:KSO_017175
ko:K06384	bami:KSO_008575
ko:K09809	bami:KSO_002645
ko:K12555	bami:KSO_014695
ko:K15632	bami:KSO_016870
ko:K18770	bami:KSO_004870
ko:K18672	bami:KSO_018500
ko:K18707	bami:KSO_007520
ko:K18692	bami:KSO_007665
ko:K18929	bami:KSO_003390
ko:K01971	bami:KSO_012785
ko:K18928	bami:KSO_003385
ko:K18925	bami:KSO_012930
ko:K18907	bami:KSO_000170
ko:K06147	bami:KSO_015610
ko:K09692	bami:KSO_002650
ko:K01612	bami:KSO_017785
ko:K07171	bami:KSO_017200
ko:K18967	bami:KSO_015180
ko:K03790	bami:KSO_010580
ko:K03111	bami:KSO_002280
ko:K06147	bami:KSO_015615
ko:K03111	bami:KSO_000095
ko:K03169	bami:KSO_017440
ko:K08168	bami:KSO_007325
ko:K04565	bami:KSO_009785
ko:K05593	bami:KSO_016160
ko:K02538	bami:KSO_007280
ko:K08191	bami:KSO_010345
ko:K19005	bami:KSO_016070
ko:K06437	bami:KSO_012355
ko:K03526	bami:KSO_007700
ko:K06289	bami:KSO_004065
ko:K19005	bami:KSO_015845
ko:K18979	bami:KSO_015285
ko:K13052	bami:KSO_019090
ko:K07816	bami:KSO_001260
ko:K14742	bami:KSO_016585
ko:K03429	bami:KSO_009405
ko:K06353	bami:KSO_017675
ko:K11624	bami:KSO_016780
ko:K06595	bami:KSO_014575
ko:K06609	bami:KSO_016600
ko:K06415	bami:KSO_015045
ko:K19242	bami:KSO_015030
ko:K02483	bami:KSO_017695
ko:K19563	bami:KSO_010225
ko:K02032	bami:KSO_012960
ko:K02777	bami:KSO_009230
ko:K15662	bami:KSO_010280
ko:K07149	bami:KSO_017815
ko:K02253	bami:KSO_004765
ko:K00354	bami:KSO_008335
ko:K06355	bami:KSO_001770
ko:K19220	bami:KSO_009780
ko:K15663	bami:KSO_010285
ko:K00798	bami:KSO_004020
ko:K06345	bami:KSO_006620
ko:K19223	bami:KSO_015060
ko:K19224	bami:KSO_015035
ko:K01710	bami:KSO_001545
ko:K01897	bami:KSO_014585
ko:K01447	bami:KSO_013070
ko:K11615	bami:KSO_004850
ko:K12132	bami:KSO_011555
ko:K06288	bami:KSO_004070
ko:K01447	bami:KSO_013275
ko:K07451	bami:KSO_007035
ko:K06291	bami:KSO_002610
ko:K15661	bami:KSO_010275
ko:K01785	bami:KSO_010125
ko:K19426	bami:KSO_003325
ko:K19433	bami:KSO_007895
ko:K00020	bami:KSO_012510
ko:K19302	bami:KSO_009620
ko:K19285	bami:KSO_001415
ko:K19286	bami:KSO_017635
ko:K19424	bami:KSO_003310
ko:K06884	bami:KSO_017340
ko:K03722	bami:KSO_009145
ko:K03722	bami:KSO_009280
ko:K02100	bami:KSO_003465
ko:K01567	bami:KSO_015705
ko:K01992	bami:KSO_003875
ko:K01992	bami:KSO_013905
ko:K01992	bami:KSO_015195
ko:K01992	bami:KSO_017290
ko:K15665	bami:KSO_010140
ko:K00839	bami:KSO_004365
ko:K19422	bami:KSO_003300
ko:K19421	bami:KSO_003295
ko:K04771	bami:KSO_004105
ko:K04771	bami:KSO_013010
ko:K15664	bami:KSO_010135
ko:K01400	bami:KSO_012080
ko:K19405	bami:KSO_018975
ko:K00903	bami:KSO_003290
ko:K07149	bami:KSO_003260
ko:K19411	bami:KSO_018980
ko:K00525	bami:KSO_010745
ko:K19432	bami:KSO_001355
ko:K19419	bami:KSO_003315
ko:K19423	bami:KSO_003305
ko:K19425	bami:KSO_003320
ko:K03574	bami:KSO_005250
ko:K19428	bami:KSO_003340
ko:K19431	bami:KSO_003355
ko:K15667	bami:KSO_010150
ko:K15666	bami:KSO_010145
ko:K19418	bami:KSO_003335
ko:K18567	bami:KSO_016655
ko:K19550	bami:KSO_001625
ko:K13612	bami:KSO_010850
ko:K13613	bami:KSO_008380
ko:K02032	bami:KSO_014155
ko:K06881	bami:KSO_005870
ko:K19577	bami:KSO_015510
ko:K11625	bami:KSO_016775
ko:K00887	bami:KSO_007580
ko:K21755	bami:KSO_017795
ko:K06440	bami:KSO_016795
ko:K19548	bami:KSO_001605
ko:K19549	bami:KSO_001620
ko:K19547	bami:KSO_001600
ko:K19552	bami:KSO_001615
ko:K08164	bami:KSO_010090
ko:K19701	bami:KSO_003505
ko:K01258	bami:KSO_008290
ko:K19784	bami:KSO_004945
ko:K00547	bami:KSO_014340
ko:K00297	bami:KSO_014340
ko:K07119	bami:KSO_015975
ko:K19802	bami:KSO_012970
ko:K19955	bami:KSO_004930
ko:K19955	bami:KSO_004935
ko:K05770	bami:KSO_005155
ko:K20074	bami:KSO_011560
ko:K20201	bami:KSO_001980
ko:K20116	bami:KSO_012540
ko:K20117	bami:KSO_012540
ko:K20118	bami:KSO_012540
ko:K21613	bami:KSO_017715
ko:K20492	bami:KSO_003640
ko:K20487	bami:KSO_003650
ko:K20488	bami:KSO_003645
ko:K20490	bami:KSO_003630
ko:K20491	bami:KSO_003635
ko:K20534	bami:KSO_013020
ko:K18889	bami:KSO_014905
ko:K08884	bami:KSO_019070
ko:K18890	bami:KSO_014900
ko:K20534	bami:KSO_015470
ko:K21759	bami:KSO_017780
ko:K22103	bami:KSO_002285
ko:K01179	bami:KSO_010315
ko:K20742	bami:KSO_012965
ko:K07258	bami:KSO_008750
ko:K01271	bami:KSO_012560
ko:K22106	bami:KSO_007245
ko:K21029	bami:KSO_012345
ko:K20895	bami:KSO_011775
ko:K21064	bami:KSO_014280
ko:K03148	bami:KSO_013985
ko:K21064	bami:KSO_002580
ko:K08968	bami:KSO_005740
ko:K00821	bami:KSO_014235
ko:K21064	bami:KSO_017545
ko:K00435	bami:KSO_001630
ko:K02315	bami:KSO_006900
ko:K00558	bami:KSO_006960
ko:K06223	bami:KSO_006965
ko:K06904	bami:KSO_007060
ko:K01520	bami:KSO_010560
ko:K03553	bami:KSO_010960
ko:K01493	bami:KSO_007445
ko:K06217	bami:KSO_007565
ko:K02316	bami:KSO_007630
ko:K06909	bami:KSO_013205
ko:K07474	bami:KSO_013210
ko:K00560	bami:KSO_009450
ko:K00287	bami:KSO_009455
ko:K06223	bami:KSO_013740
ko:K03546	bami:KSO_014450
ko:K00526	bami:KSO_010740
ko:K02314	bami:KSO_000345
ko:K00857	bami:KSO_001920
ko:K05375	bami:KSO_004645
ko:K21285	bami:KSO_002625
ko:K03328	bami:KSO_019115
ko:K03293	bami:KSO_018435
ko:K03293	bami:KSO_005300
ko:K02031	bami:KSO_015350
ko:K02335	bami:KSO_005970
ko:K01759	bami:KSO_009600
ko:K21416	bami:KSO_015660
ko:K03293	bami:KSO_003435
ko:K21417	bami:KSO_015655
ko:K13281	bami:KSO_001850
ko:K06607	bami:KSO_000690
ko:K21405	bami:KSO_015640
ko:K21464	bami:KSO_001725
ko:K21481	bami:KSO_014700
ko:K21465	bami:KSO_007730
ko:K21467	bami:KSO_017495
ko:K21468	bami:KSO_007170
ko:K21567	bami:KSO_017920
ko:K21487	bami:KSO_017105
ko:K21494	bami:KSO_002380
ko:K21601	bami:KSO_017580
ko:K21567	bami:KSO_004560
ko:K21600	bami:KSO_003800
ko:K21488	bami:KSO_017110
ko:K21493	bami:KSO_002375
ko:K21745	bami:KSO_016850
ko:K21701	bami:KSO_018555
ko:K21802	bami:KSO_016030
ko:K21902	bami:KSO_016005
ko:K21935	bami:KSO_009580
ko:K11923	bami:KSO_014980
ko:K21959	bami:KSO_010075
ko:K18244	bami:KSO_008180
ko:K00680	bami:KSO_003725
ko:K06299	bami:KSO_004715
ko:K22043	bami:KSO_009940
ko:K21960	bami:KSO_003720
ko:K21993	bami:KSO_007225
ko:K00754	bami:KSO_009115
ko:K01463	bami:KSO_009110
ko:K22135	bami:KSO_009745
ko:K22136	bami:KSO_011875
ko:K03595	bami:KSO_007590
ko:K14274	bami:KSO_003995
ko:K22132	bami:KSO_006745
ko:K22109	bami:KSO_005115
ko:K01932	bami:KSO_002550
ko:K22116	bami:KSO_002555
ko:K22230	bami:KSO_005040
ko:K03547	bami:KSO_014800
ko:K22278	bami:KSO_007375
ko:K03077	bami:KSO_006130
ko:K22301	bami:KSO_003605
ko:K22299	bami:KSO_003660
ko:K01486	bami:KSO_012230
ko:K02257	bami:KSO_012005
ko:K02257	bami:KSO_015595
ko:K22299	bami:KSO_003665
ko:K22301	bami:KSO_003580
ko:K03574	bami:KSO_017405
ko:K09988	bami:KSO_017470
ko:K13566	bami:KSO_012690
ko:K18672	bami:KSO_009765
ko:K00590	bami:KSO_018465
ko:K22441	bami:KSO_003255
ko:K22579	bami:KSO_015575
