ko:K18138	sens:Q786_02340
ko:K02841	sens:Q786_18150
ko:K02847	sens:Q786_18155
ko:K03280	sens:Q786_18160
ko:K12981	sens:Q786_18165
ko:K02850	sens:Q786_18170
ko:K03279	sens:Q786_18175
ko:K03278	sens:Q786_18180
ko:K02840	sens:Q786_18185
ko:K02848	sens:Q786_18195
ko:K02844	sens:Q786_18200
ko:K11534	sens:Q786_18600
ko:K01652	sens:Q786_18610
ko:K08154	sens:Q786_18625
ko:K13636	sens:Q786_18635
ko:K13629	sens:Q786_18640
ko:K01753	sens:Q786_18645
ko:K06871	sens:Q786_18650
ko:K00389	sens:Q786_18660
ko:K11216	sens:Q786_19995
ko:K11531	sens:Q786_20000
ko:K10558	sens:Q786_20005
ko:K10556	sens:Q786_20010
ko:K10555	sens:Q786_20015
ko:K08321	sens:Q786_20020
ko:K11530	sens:Q786_20025
ko:K01783	sens:Q786_20030
ko:K01803	sens:Q786_20035
ko:K00528	sens:Q786_20050
ko:K02446	sens:Q786_20055
ko:K00864	sens:Q786_20060
ko:K02440	sens:Q786_20065
ko:K09892	sens:Q786_20070
ko:K00820	sens:Q786_18915
ko:K04042	sens:Q786_18920
ko:K06890	sens:Q786_18930
ko:K02114	sens:Q786_18940
ko:K02112	sens:Q786_18945
ko:K02115	sens:Q786_18950
ko:K02111	sens:Q786_18955
ko:K02113	sens:Q786_18960
ko:K02109	sens:Q786_18965
ko:K02110	sens:Q786_18970
ko:K02108	sens:Q786_18975
ko:K02116	sens:Q786_18980
ko:K03501	sens:Q786_18985
ko:K02553	sens:Q786_20075
ko:K02548	sens:Q786_20080
ko:K03667	sens:Q786_20085
ko:K01419	sens:Q786_20090
ko:K03591	sens:Q786_20095
ko:K05499	sens:Q786_20100
ko:K04066	sens:Q786_20105
ko:K02909	sens:Q786_20110
ko:K03764	sens:Q786_20125
ko:K01739	sens:Q786_20130
ko:K12525	sens:Q786_20135
ko:K00297	sens:Q786_20160
ko:K03782	sens:Q786_20165
ko:K09974	sens:Q786_20170
ko:K00005	sens:Q786_20175
ko:K08314	sens:Q786_20180
ko:K01595	sens:Q786_20195
ko:K01438	sens:Q786_20200
ko:K00145	sens:Q786_20205
ko:K00930	sens:Q786_20210
ko:K01755	sens:Q786_20215
ko:K04761	sens:Q786_20220
ko:K00322	sens:Q786_20225
ko:K16092	sens:Q786_20245
ko:K01776	sens:Q786_20250
ko:K03495	sens:Q786_18990
ko:K06205	sens:Q786_18995
ko:K03718	sens:Q786_19000
ko:K01914	sens:Q786_19005
ko:K03924	sens:Q786_19015
ko:K03549	sens:Q786_19020
ko:K06726	sens:Q786_19025
ko:K10441	sens:Q786_19030
ko:K10440	sens:Q786_19035
ko:K10439	sens:Q786_19040
ko:K00852	sens:Q786_19045
ko:K02529	sens:Q786_19050
ko:K04079	sens:Q786_19820
ko:K03534	sens:Q786_19850
ko:K01629	sens:Q786_19860
ko:K01813	sens:Q786_19865
ko:K00848	sens:Q786_19870
ko:K02855	sens:Q786_19875
ko:K09897	sens:Q786_19100
ko:K07391	sens:Q786_19105
ko:K01652	sens:Q786_19110
ko:K11258	sens:Q786_19115
ko:K00826	sens:Q786_19120
ko:K01687	sens:Q786_19125
ko:K01754	sens:Q786_19130
ko:K02521	sens:Q786_19145
ko:K00053	sens:Q786_19150
ko:K03769	sens:Q786_19155
ko:K00757	sens:Q786_19165
ko:K03811	sens:Q786_19170
ko:K03656	sens:Q786_19175
ko:K01524	sens:Q786_19180
ko:K03732	sens:Q786_19185
ko:K03671	sens:Q786_19190
ko:K03628	sens:Q786_19195
ko:K02851	sens:Q786_19200
ko:K05790	sens:Q786_19205
ko:K01791	sens:Q786_19210
ko:K02472	sens:Q786_19215
ko:K16704	sens:Q786_19230
ko:K02805	sens:Q786_19235
ko:K16693	sens:Q786_19240
ko:K12582	sens:Q786_19245
ko:K02853	sens:Q786_19250
ko:K02852	sens:Q786_19255
ko:K02498	sens:Q786_19285
ko:K02496	sens:Q786_19290
ko:K01719	sens:Q786_19295
ko:K01749	sens:Q786_19300
ko:K05851	sens:Q786_19305
ko:K06202	sens:Q786_19320
ko:K01778	sens:Q786_19340
ko:K09921	sens:Q786_19345
ko:K03733	sens:Q786_19350
ko:K03657	sens:Q786_19365
ko:K03284	sens:Q786_19370
ko:K05786	sens:Q786_19385
ko:K01058	sens:Q786_19395
ko:K03654	sens:Q786_19400
ko:K05835	sens:Q786_19405
ko:K05834	sens:Q786_19410
ko:K01048	sens:Q786_19415
ko:K03576	sens:Q786_19430
ko:K00549	sens:Q786_19435
ko:K06871	sens:Q786_19445
ko:K01061	sens:Q786_19450
ko:K00757	sens:Q786_19455
ko:K09760	sens:Q786_19460
ko:K03183	sens:Q786_19465
ko:K03690	sens:Q786_19470
ko:K03688	sens:Q786_19475
ko:K03116	sens:Q786_19480
ko:K03117	sens:Q786_19485
ko:K03118	sens:Q786_19490
ko:K03424	sens:Q786_19495
ko:K09896	sens:Q786_19585
ko:K03673	sens:Q786_19595
ko:K03978	sens:Q786_19610
ko:K09894	sens:Q786_19620
ko:K07712	sens:Q786_19630
ko:K07708	sens:Q786_19635
ko:K01915	sens:Q786_19640
ko:K06207	sens:Q786_19645
ko:K03292	sens:Q786_19685
ko:K03292	sens:Q786_19690
ko:K15922	sens:Q786_19695
ko:K07090	sens:Q786_19700
ko:K01671	sens:Q786_19715
ko:K08318	sens:Q786_19720
ko:K07058	sens:Q786_19740
ko:K07560	sens:Q786_19745
ko:K02380	sens:Q786_19780
ko:K00127	sens:Q786_19785
ko:K00124	sens:Q786_19790
ko:K02379	sens:Q786_19800
ko:K02854	sens:Q786_19880
ko:K02856	sens:Q786_19885
ko:K04564	sens:Q786_19915
ko:K07640	sens:Q786_19930
ko:K06006	sens:Q786_19940
ko:K13283	sens:Q786_19945
ko:K00850	sens:Q786_19950
ko:K02048	sens:Q786_19955
ko:K01521	sens:Q786_19960
ko:K00847	sens:Q786_19970
ko:K03182	sens:Q786_19505
ko:K05368	sens:Q786_19510
ko:K01825	sens:Q786_19525
ko:K03498	sens:Q786_19540
ko:K00230	sens:Q786_19545
ko:K03753	sens:Q786_19575
ko:K03752	sens:Q786_19580
ko:K14682	sens:Q786_14465
ko:K00075	sens:Q786_20280
ko:K01354	sens:Q786_05810
ko:K10857	sens:Q786_05815
ko:K07156	sens:Q786_05830
ko:K07245	sens:Q786_05835
ko:K13741	sens:Q786_05915
ko:K11392	sens:Q786_05940
ko:K03808	sens:Q786_05950
ko:K03607	sens:Q786_05960
ko:K03797	sens:Q786_05965
ko:K03799	sens:Q786_05970
ko:K08169	sens:Q786_05975
ko:K03704	sens:Q786_06005
ko:K03587	sens:Q786_06010
ko:K00563	sens:Q786_06015
ko:K01561	sens:Q786_01635
ko:K07347	sens:Q786_01665
ko:K07213	sens:Q786_01745
ko:K08178	sens:Q786_01750
ko:K07316	sens:Q786_01755
ko:K01156	sens:Q786_01760
ko:K00425	sens:Q786_01765
ko:K00426	sens:Q786_01770
ko:K02014	sens:Q786_01785
ko:K03329	sens:Q786_01790
ko:K02688	sens:Q786_01800
ko:K03417	sens:Q786_01805
ko:K11938	sens:Q786_02255
ko:K01738	sens:Q786_02260
ko:K05800	sens:Q786_02265
ko:K04752	sens:Q786_02280
ko:K03320	sens:Q786_02285
ko:K10805	sens:Q786_02290
ko:K09914	sens:Q786_02295
ko:K07443	sens:Q786_02300
ko:K02909	sens:Q786_02310
ko:K02919	sens:Q786_02315
ko:K00661	sens:Q786_02325
ko:K03577	sens:Q786_02350
ko:K13796	sens:Q786_03400
ko:K13794	sens:Q786_03405
ko:K03711	sens:Q786_03410
ko:K03839	sens:Q786_03415
ko:K03645	sens:Q786_03430
ko:K01835	sens:Q786_03435
ko:K03756	sens:Q786_03445
ko:K01581	sens:Q786_03450
ko:K07667	sens:Q786_03460
ko:K07646	sens:Q786_03465
ko:K01548	sens:Q786_03470
ko:K01547	sens:Q786_03475
ko:K01546	sens:Q786_03480
ko:K01545	sens:Q786_03485
ko:K13795	sens:Q786_03395
ko:K03635	sens:Q786_03910
ko:K06890	sens:Q786_03915
ko:K06890	sens:Q786_03920
ko:K07027	sens:Q786_03935
ko:K01993	sens:Q786_03970
ko:K11927	sens:Q786_03980
ko:K06970	sens:Q786_04010
ko:K10037	sens:Q786_04030
ko:K10036	sens:Q786_04035
ko:K04047	sens:Q786_04045
ko:K11939	sens:Q786_04050
ko:K11934	sens:Q786_04055
ko:K11924	sens:Q786_04070
ko:K16012	sens:Q786_04455
ko:K16013	sens:Q786_04460
ko:K00384	sens:Q786_04465
ko:K03466	sens:Q786_04475
ko:K03634	sens:Q786_04480
ko:K07478	sens:Q786_04485
ko:K01875	sens:Q786_04490
ko:K07306	sens:Q786_04495
ko:K07307	sens:Q786_04500
ko:K07308	sens:Q786_04505
ko:K08219	sens:Q786_04510
ko:K04069	sens:Q786_04520
ko:K00656	sens:Q786_04535
ko:K06212	sens:Q786_04540
ko:K09136	sens:Q786_04545
ko:K00831	sens:Q786_04560
ko:K00800	sens:Q786_04565
ko:K07387	sens:Q786_04570
ko:K00945	sens:Q786_04575
ko:K02945	sens:Q786_04580
ko:K05788	sens:Q786_04585
ko:K02238	sens:Q786_04590
ko:K11085	sens:Q786_04595
ko:K00912	sens:Q786_04600
ko:K09927	sens:Q786_04605
ko:K09791	sens:Q786_04610
ko:K00979	sens:Q786_04615
ko:K06219	sens:Q786_04630
ko:K03633	sens:Q786_04635
ko:K03804	sens:Q786_04640
ko:K03632	sens:Q786_04645
ko:K00684	sens:Q786_04450
ko:K08344	sens:Q786_04980
ko:K01085	sens:Q786_04995
ko:K03809	sens:Q786_05005
ko:K13821	sens:Q786_05025
ko:K11928	sens:Q786_05030
ko:K06887	sens:Q786_05110
ko:K11911	sens:Q786_05115
ko:K11891	sens:Q786_05120
ko:K11910	sens:Q786_05125
ko:K11909	sens:Q786_05130
ko:K11907	sens:Q786_05135
ko:K11892	sens:Q786_05140
ko:K11893	sens:Q786_05145
ko:K11906	sens:Q786_05150
ko:K11895	sens:Q786_05160
ko:K11896	sens:Q786_05165
ko:K11905	sens:Q786_05170
ko:K11900	sens:Q786_05175
ko:K11901	sens:Q786_05185
ko:K11903	sens:Q786_05190
ko:K07126	sens:Q786_05205
ko:K03704	sens:Q786_05235
ko:K06950	sens:Q786_05250
ko:K15034	sens:Q786_01260
ko:K06079	sens:Q786_01265
ko:K01881	sens:Q786_01270
ko:K06080	sens:Q786_01280
ko:K02073	sens:Q786_01285
ko:K02072	sens:Q786_01290
ko:K02071	sens:Q786_01295
ko:K03273	sens:Q786_01300
ko:K06222	sens:Q786_01335
ko:K01720	sens:Q786_01815
ko:K01908	sens:Q786_01820
ko:K01698	sens:Q786_01825
ko:K01921	sens:Q786_01870
ko:K08161	sens:Q786_01880
ko:K00286	sens:Q786_01900
ko:K09768	sens:Q786_01905
ko:K00891	sens:Q786_01910
ko:K14591	sens:Q786_01920
ko:K09913	sens:Q786_01925
ko:K03554	sens:Q786_01930
ko:K00847	sens:Q786_01935
ko:K03547	sens:Q786_01950
ko:K07657	sens:Q786_01960
ko:K07636	sens:Q786_01965
ko:K11736	sens:Q786_01970
ko:K01187	sens:Q786_01975
ko:K03386	sens:Q786_01980
ko:K05802	sens:Q786_02355
ko:K04067	sens:Q786_02370
ko:K09790	sens:Q786_02375
ko:K00759	sens:Q786_02380
ko:K02343	sens:Q786_02385
ko:K09747	sens:Q786_02390
ko:K06187	sens:Q786_02395
ko:K04079	sens:Q786_02400
ko:K01772	sens:Q786_02410
ko:K00892	sens:Q786_02420
ko:K03455	sens:Q786_02425
ko:K08223	sens:Q786_02430
ko:K11751	sens:Q786_02435
ko:K09973	sens:Q786_02445
ko:K17686	sens:Q786_02455
ko:K07340	sens:Q786_02465
ko:K02068	sens:Q786_02475
ko:K02069	sens:Q786_02480
ko:K05838	sens:Q786_02485
ko:K10804	sens:Q786_02495
ko:K02003	sens:Q786_02500
ko:K02004	sens:Q786_02505
ko:K02073	sens:Q786_02520
ko:K02072	sens:Q786_02530
ko:K06917	sens:Q786_02535
ko:K10972	sens:Q786_02540
ko:K01483	sens:Q786_02545
ko:K10973	sens:Q786_02550
ko:K01608	sens:Q786_02555
ko:K10975	sens:Q786_02575
ko:K01466	sens:Q786_02580
ko:K00865	sens:Q786_02590
ko:K14977	sens:Q786_02595
ko:K02083	sens:Q786_02600
ko:K00073	sens:Q786_02605
ko:K02381	sens:Q786_02610
ko:K00926	sens:Q786_02625
ko:K01589	sens:Q786_02630
ko:K01252	sens:Q786_02915
ko:K00216	sens:Q786_02920
ko:K06200	sens:Q786_02930
ko:K08317	sens:Q786_02940
ko:K14287	sens:Q786_02945
ko:K03805	sens:Q786_02965
ko:K03386	sens:Q786_02970
ko:K03387	sens:Q786_02975
ko:K11932	sens:Q786_03000
ko:K06140	sens:Q786_03010
ko:K01169	sens:Q786_03015
ko:K09477	sens:Q786_03020
ko:K05966	sens:Q786_03025
ko:K05964	sens:Q786_03030
ko:K01643	sens:Q786_03035
ko:K01644	sens:Q786_03040
ko:K01646	sens:Q786_03045
ko:K01910	sens:Q786_03050
ko:K07700	sens:Q786_03055
ko:K07702	sens:Q786_03060
ko:K03326	sens:Q786_03065
ko:K12973	sens:Q786_03070
ko:K03704	sens:Q786_03075
ko:K06199	sens:Q786_03080
ko:K03425	sens:Q786_03090
ko:K03644	sens:Q786_03095
ko:K03801	sens:Q786_03105
ko:K09158	sens:Q786_03110
ko:K07258	sens:Q786_03115
ko:K03642	sens:Q786_03120
ko:K05837	sens:Q786_03125
ko:K05515	sens:Q786_03130
ko:K00783	sens:Q786_03135
ko:K09710	sens:Q786_03140
ko:K04720	sens:Q786_03155
ko:K00969	sens:Q786_03160
ko:K02340	sens:Q786_03165
ko:K03643	sens:Q786_03170
ko:K02363	sens:Q786_02910
ko:K01669	sens:Q786_03495
ko:K03305	sens:Q786_03500
ko:K07160	sens:Q786_03520
ko:K05522	sens:Q786_03525
ko:K07120	sens:Q786_03530
ko:K01647	sens:Q786_03535
ko:K00241	sens:Q786_03540
ko:K00242	sens:Q786_03545
ko:K00239	sens:Q786_03550
ko:K00240	sens:Q786_03555
ko:K00164	sens:Q786_03560
ko:K00658	sens:Q786_03565
ko:K01903	sens:Q786_03570
ko:K01902	sens:Q786_03575
ko:K00425	sens:Q786_03585
ko:K00426	sens:Q786_03590
ko:K07107	sens:Q786_03605
ko:K03562	sens:Q786_03610
ko:K03560	sens:Q786_03615
ko:K03641	sens:Q786_03625
ko:K03640	sens:Q786_03630
ko:K03517	sens:Q786_03665
ko:K03811	sens:Q786_03670
ko:K16264	sens:Q786_03675
ko:K01626	sens:Q786_03685
ko:K01678	sens:Q786_03690
ko:K01677	sens:Q786_03695
ko:K01573	sens:Q786_03715
ko:K01572	sens:Q786_03725
ko:K02015	sens:Q786_03735
ko:K01834	sens:Q786_03745
ko:K01785	sens:Q786_03750
ko:K00849	sens:Q786_03755
ko:K07757	sens:Q786_04105
ko:K00656	sens:Q786_04110
ko:K04069	sens:Q786_04115
ko:K03750	sens:Q786_04125
ko:K13051	sens:Q786_04130
ko:K13892	sens:Q786_04135
ko:K13889	sens:Q786_04140
ko:K13890	sens:Q786_04145
ko:K13891	sens:Q786_04150
ko:K14441	sens:Q786_04155
ko:K07258	sens:Q786_04175
ko:K11534	sens:Q786_04180
ko:K08160	sens:Q786_04190
ko:K07085	sens:Q786_04210
ko:K05844	sens:Q786_04235
ko:K11073	sens:Q786_04245
ko:K11076	sens:Q786_04250
ko:K11075	sens:Q786_04255
ko:K11074	sens:Q786_04260
ko:K03212	sens:Q786_04270
ko:K03475	sens:Q786_04275
ko:K02822	sens:Q786_04280
ko:K09996	sens:Q786_04290
ko:K09998	sens:Q786_04295
ko:K09999	sens:Q786_04300
ko:K09997	sens:Q786_04305
ko:K10000	sens:Q786_04310
ko:K11066	sens:Q786_04325
ko:K01620	sens:Q786_04340
ko:K00813	sens:Q786_04665
ko:K09476	sens:Q786_04670
ko:K01893	sens:Q786_04675
ko:K01751	sens:Q786_04685
ko:K03310	sens:Q786_04690
ko:K00763	sens:Q786_04695
ko:K01256	sens:Q786_04700
ko:K00254	sens:Q786_04705
ko:K07140	sens:Q786_04715
ko:K12297	sens:Q786_04720
ko:K15738	sens:Q786_04725
ko:K03808	sens:Q786_04730
ko:K06192	sens:Q786_04735
ko:K09857	sens:Q786_04740
ko:K04770	sens:Q786_04750
ko:K09911	sens:Q786_04755
ko:K03286	sens:Q786_04760
ko:K07343	sens:Q786_04770
ko:K03658	sens:Q786_04785
ko:K01734	sens:Q786_04790
ko:K09909	sens:Q786_04795
ko:K06929	sens:Q786_04800
ko:K11940	sens:Q786_04805
ko:K06969	sens:Q786_04810
ko:K06910	sens:Q786_04815
ko:K01512	sens:Q786_04825
ko:K11179	sens:Q786_04830
ko:K13085	sens:Q786_04870
ko:K02484	sens:Q786_04890
ko:K07127	sens:Q786_04900
ko:K00484	sens:Q786_04905
ko:K00483	sens:Q786_04910
ko:K05921	sens:Q786_04920
ko:K00151	sens:Q786_04925
ko:K07458	sens:Q786_05260
ko:K09781	sens:Q786_05270
ko:K07026	sens:Q786_05285
ko:K07781	sens:Q786_05300
ko:K02421	sens:Q786_05305
ko:K02420	sens:Q786_05310
ko:K02419	sens:Q786_05315
ko:K02418	sens:Q786_05320
ko:K02417	sens:Q786_05325
ko:K02416	sens:Q786_05330
ko:K02415	sens:Q786_05335
ko:K02414	sens:Q786_05340
ko:K02413	sens:Q786_05345
ko:K02412	sens:Q786_05350
ko:K02411	sens:Q786_05355
ko:K02410	sens:Q786_05360
ko:K02409	sens:Q786_05365
ko:K02408	sens:Q786_05370
ko:K07112	sens:Q786_05385
ko:K01176	sens:Q786_05395
ko:K02423	sens:Q786_05400
ko:K02422	sens:Q786_05405
ko:K02407	sens:Q786_05410
ko:K02406	sens:Q786_05420
ko:K02405	sens:Q786_05430
ko:K02425	sens:Q786_05435
ko:K02424	sens:Q786_05440
ko:K10009	sens:Q786_05450
ko:K10010	sens:Q786_05455
ko:K07689	sens:Q786_05475
ko:K03703	sens:Q786_05480
ko:K00995	sens:Q786_05485
ko:K07039	sens:Q786_05520
ko:K03834	sens:Q786_05525
ko:K02217	sens:Q786_05535
ko:K02255	sens:Q786_05550
ko:K01087	sens:Q786_05560
ko:K00697	sens:Q786_05565
ko:K14064	sens:Q786_05570
ko:K02403	sens:Q786_05575
ko:K02402	sens:Q786_05580
ko:K02556	sens:Q786_05585
ko:K02557	sens:Q786_05590
ko:K03407	sens:Q786_05595
ko:K03408	sens:Q786_05600
ko:K00575	sens:Q786_05610
ko:K03412	sens:Q786_05615
ko:K03413	sens:Q786_05620
ko:K03414	sens:Q786_05625
ko:K02401	sens:Q786_05630
ko:K02400	sens:Q786_05635
ko:K03516	sens:Q786_05640
ko:K15532	sens:Q786_05645
ko:K05515	sens:Q786_05650
ko:K01887	sens:Q786_05655
ko:K09907	sens:Q786_05660
ko:K06201	sens:Q786_05665
ko:K15257	sens:Q786_05670
ko:K15256	sens:Q786_05675
ko:K07136	sens:Q786_05680
ko:K01876	sens:Q786_05695
ko:K08310	sens:Q786_05700
ko:K01159	sens:Q786_05710
ko:K03550	sens:Q786_05725
ko:K03551	sens:Q786_05730
ko:K09816	sens:Q786_05735
ko:K09817	sens:Q786_05740
ko:K09815	sens:Q786_05745
ko:K02560	sens:Q786_05755
ko:K00873	sens:Q786_05760
ko:K00036	sens:Q786_05770
ko:K01690	sens:Q786_05775
ko:K01625	sens:Q786_05780
ko:K08289	sens:Q786_05790
ko:K09918	sens:Q786_05795
ko:K08307	sens:Q786_01360
ko:K01069	sens:Q786_01365
ko:K03469	sens:Q786_01375
ko:K02342	sens:Q786_01380
ko:K11890	sens:Q786_01415
ko:K07347	sens:Q786_01480
ko:K06445	sens:Q786_01530
ko:K03271	sens:Q786_01535
ko:K02346	sens:Q786_01550
ko:K02839	sens:Q786_01560
ko:K01270	sens:Q786_01565
ko:K00769	sens:Q786_01570
ko:K11750	sens:Q786_01575
ko:K11926	sens:Q786_01580
ko:K11929	sens:Q786_01585
ko:K00931	sens:Q786_01590
ko:K00147	sens:Q786_01595
ko:K01703	sens:Q786_01620
ko:K01704	sens:Q786_01625
ko:K08682	sens:Q786_01985
ko:K07568	sens:Q786_01990
ko:K00773	sens:Q786_01995
ko:K03210	sens:Q786_02000
ko:K03072	sens:Q786_02005
ko:K03074	sens:Q786_02010
ko:K05517	sens:Q786_02025
ko:K07738	sens:Q786_02035
ko:K11752	sens:Q786_02040
ko:K00794	sens:Q786_02045
ko:K03625	sens:Q786_02050
ko:K02477	sens:Q786_10710
ko:K00946	sens:Q786_02055
ko:K01095	sens:Q786_02060
ko:K01662	sens:Q786_02070
ko:K00795	sens:Q786_02075
ko:K03602	sens:Q786_02080
ko:K03151	sens:Q786_02085
ko:K11082	sens:Q786_02090
ko:K11083	sens:Q786_02095
ko:K11084	sens:Q786_02100
ko:K11081	sens:Q786_02105
ko:K03430	sens:Q786_02120
ko:K05306	sens:Q786_02125
ko:K03152	sens:Q786_02130
ko:K00077	sens:Q786_02135
ko:K09767	sens:Q786_02140
ko:K02300	sens:Q786_02170
ko:K02299	sens:Q786_02175
ko:K02298	sens:Q786_02180
ko:K02297	sens:Q786_02185
ko:K08218	sens:Q786_02190
ko:K07286	sens:Q786_02195
ko:K05527	sens:Q786_02200
ko:K03545	sens:Q786_02205
ko:K01358	sens:Q786_02210
ko:K03544	sens:Q786_02215
ko:K01338	sens:Q786_02220
ko:K03530	sens:Q786_02225
ko:K03770	sens:Q786_02230
ko:K02237	sens:Q786_02235
ko:K12500	sens:Q786_02240
ko:K06920	sens:Q786_02245
ko:K01588	sens:Q786_02635
ko:K03269	sens:Q786_02640
ko:K03768	sens:Q786_02645
ko:K01883	sens:Q786_02650
ko:K07038	sens:Q786_02665
ko:K14761	sens:Q786_02670
ko:K01491	sens:Q786_02675
ko:K07345	sens:Q786_02680
ko:K07351	sens:Q786_02685
ko:K07346	sens:Q786_02690
ko:K07347	sens:Q786_02695
ko:K07350	sens:Q786_02700
ko:K07348	sens:Q786_02705
ko:K07688	sens:Q786_02710
ko:K08088	sens:Q786_02715
ko:K07644	sens:Q786_02770
ko:K11732	sens:Q786_02805
ko:K16053	sens:Q786_02810
ko:K12686	sens:Q786_02815
ko:K10679	sens:Q786_02820
ko:K06048	sens:Q786_02845
ko:K02362	sens:Q786_02850
ko:K07214	sens:Q786_02860
ko:K02364	sens:Q786_02870
ko:K02013	sens:Q786_02880
ko:K02015	sens:Q786_02885
ko:K02015	sens:Q786_02890
ko:K08225	sens:Q786_02895
ko:K02016	sens:Q786_02900
ko:K02361	sens:Q786_02905
ko:K16849	sens:Q786_03180
ko:K16850	sens:Q786_03185
ko:K07126	sens:Q786_03205
ko:K04045	sens:Q786_03230
ko:K01250	sens:Q786_03240
ko:K10004	sens:Q786_03245
ko:K10002	sens:Q786_03250
ko:K10003	sens:Q786_03255
ko:K10001	sens:Q786_03260
ko:K03820	sens:Q786_03265
ko:K06189	sens:Q786_03270
ko:K07042	sens:Q786_03275
ko:K06168	sens:Q786_03285
ko:K03184	sens:Q786_03290
ko:K01953	sens:Q786_03345
ko:K02566	sens:Q786_03350
ko:K02565	sens:Q786_03355
ko:K01443	sens:Q786_03360
ko:K02564	sens:Q786_03365
ko:K02802	sens:Q786_03370
ko:K02803	sens:Q786_03370
ko:K02804	sens:Q786_03370
ko:K01886	sens:Q786_03375
ko:K03288	sens:Q786_03390
ko:K01869	sens:Q786_03175
ko:K00965	sens:Q786_03760
ko:K01784	sens:Q786_03765
ko:K05776	sens:Q786_03775
ko:K02019	sens:Q786_03780
ko:K02018	sens:Q786_03795
ko:K02017	sens:Q786_03800
ko:K07404	sens:Q786_03810
ko:K01051	sens:Q786_03815
ko:K01468	sens:Q786_03820
ko:K01479	sens:Q786_03825
ko:K05836	sens:Q786_03830
ko:K01712	sens:Q786_03835
ko:K01745	sens:Q786_03840
ko:K06910	sens:Q786_03845
ko:K00833	sens:Q786_03850
ko:K01012	sens:Q786_03855
ko:K00652	sens:Q786_03860
ko:K02169	sens:Q786_03865
ko:K01935	sens:Q786_03870
ko:K03702	sens:Q786_03875
ko:K03639	sens:Q786_03890
ko:K03638	sens:Q786_03895
ko:K03637	sens:Q786_03900
ko:K03636	sens:Q786_03905
ko:K11933	sens:Q786_04350
ko:K05601	sens:Q786_04355
ko:K09824	sens:Q786_04370
ko:K13888	sens:Q786_04375
ko:K05685	sens:Q786_04380
ko:K03704	sens:Q786_04385
ko:K06891	sens:Q786_04390
ko:K03694	sens:Q786_04395
ko:K06911	sens:Q786_04435
ko:K02518	sens:Q786_04445
ko:K00156	sens:Q786_04345
ko:K01826	sens:Q786_04935
ko:K02509	sens:Q786_04940
ko:K02510	sens:Q786_04945
ko:K02511	sens:Q786_04950
ko:K02508	sens:Q786_04955
ko:K05516	sens:Q786_04970
ko:K00455	sens:Q786_04930
ko:K00867	sens:Q786_20290
ko:K02358	sens:Q786_20315
ko:K03073	sens:Q786_20320
ko:K02601	sens:Q786_20325
ko:K02867	sens:Q786_20330
ko:K02863	sens:Q786_20335
ko:K02864	sens:Q786_20340
ko:K02935	sens:Q786_20345
ko:K03043	sens:Q786_20350
ko:K03046	sens:Q786_20355
ko:K03150	sens:Q786_20370
ko:K03149	sens:Q786_20375
ko:K03154	sens:Q786_20380
ko:K03148	sens:Q786_20385
ko:K00788	sens:Q786_20390
ko:K03147	sens:Q786_20395
ko:K07740	sens:Q786_20400
ko:K03426	sens:Q786_20405
ko:K01599	sens:Q786_20410
ko:K05982	sens:Q786_20415
ko:K09891	sens:Q786_20420
ko:K05787	sens:Q786_20425
ko:K07803	sens:Q786_20435
ko:K07709	sens:Q786_20440
ko:K01945	sens:Q786_20450
ko:K00602	sens:Q786_20455
ko:K03827	sens:Q786_20480
ko:K00651	sens:Q786_20485
ko:K01638	sens:Q786_20490
ko:K01637	sens:Q786_20495
ko:K00906	sens:Q786_20500
ko:K13641	sens:Q786_20510
ko:K00548	sens:Q786_20515
ko:K03324	sens:Q786_20540
ko:K05995	sens:Q786_20545
ko:K09912	sens:Q786_20550
ko:K06182	sens:Q786_20555
ko:K03453	sens:Q786_20565
ko:K00928	sens:Q786_20705
ko:K01810	sens:Q786_20710
ko:K13256	sens:Q786_20735
ko:K10110	sens:Q786_20740
ko:K10109	sens:Q786_20745
ko:K10108	sens:Q786_20750
ko:K10111	sens:Q786_20755
ko:K02024	sens:Q786_20760
ko:K05775	sens:Q786_20765
ko:K03181	sens:Q786_20770
ko:K03179	sens:Q786_20775
ko:K00631	sens:Q786_20780
ko:K00901	sens:Q786_20785
ko:K01356	sens:Q786_20790
ko:K03327	sens:Q786_20795
ko:K09823	sens:Q786_20810
ko:K05539	sens:Q786_20820
ko:K01775	sens:Q786_20840
ko:K00832	sens:Q786_20845
ko:K03788	sens:Q786_20850
ko:K03701	sens:Q786_20875
ko:K13631	sens:Q786_20930
ko:K13639	sens:Q786_20935
ko:K00799	sens:Q786_20940
ko:K06901	sens:Q786_20945
ko:K03316	sens:Q786_20955
ko:K06518	sens:Q786_20965
ko:K14393	sens:Q786_20975
ko:K01895	sens:Q786_20985
ko:K03385	sens:Q786_20990
ko:K04013	sens:Q786_20995
ko:K04014	sens:Q786_21000
ko:K04015	sens:Q786_21005
ko:K04016	sens:Q786_21010
ko:K04018	sens:Q786_21015
ko:K11102	sens:Q786_21020
ko:K07126	sens:Q786_21030
ko:K09994	sens:Q786_21045
ko:K04750	sens:Q786_21050
ko:K06193	sens:Q786_21055
ko:K03762	sens:Q786_21060
ko:K07643	sens:Q786_21070
ko:K07771	sens:Q786_21075
ko:K03760	sens:Q786_21080
ko:K03759	sens:Q786_21085
