ko:K00932	ecz:ECS88_3508
ko:K02424	ecz:ECS88_1974
ko:K02425	ecz:ECS88_1975
ko:K02405	ecz:ECS88_1976
ko:K02406	ecz:ECS88_1977
ko:K02407	ecz:ECS88_1978
ko:K02422	ecz:ECS88_1979
ko:K07112	ecz:ECS88_1983
ko:K06910	ecz:ECS88_1988
ko:K02408	ecz:ECS88_1990
ko:K02409	ecz:ECS88_1991
ko:K02410	ecz:ECS88_1992
ko:K02411	ecz:ECS88_1993
ko:K02412	ecz:ECS88_1994
ko:K02413	ecz:ECS88_1995
ko:K02415	ecz:ECS88_1997
ko:K02416	ecz:ECS88_1998
ko:K02417	ecz:ECS88_1999
ko:K02418	ecz:ECS88_2000
ko:K02419	ecz:ECS88_2001
ko:K02420	ecz:ECS88_2002
ko:K02421	ecz:ECS88_2003
ko:K07026	ecz:ECS88_2008
ko:K09781	ecz:ECS88_2011
ko:K07458	ecz:ECS88_2013
ko:K00558	ecz:ECS88_2014
ko:K06950	ecz:ECS88_2015
ko:K05523	ecz:ECS88_2019
ko:K07127	ecz:ECS88_2022
ko:K06904	ecz:ECS88_2884
ko:K06158	ecz:ECS88_3742
ko:K07019	ecz:ECS88_3743
ko:K09898	ecz:ECS88_3744
ko:K00855	ecz:ECS88_3745
ko:K10914	ecz:ECS88_3748
ko:K04095	ecz:ECS88_3752
ko:K06141	ecz:ECS88_3755
ko:K00362	ecz:ECS88_3756
ko:K00363	ecz:ECS88_3757
ko:K07048	ecz:ECS88_3764
ko:K01867	ecz:ECS88_3769
ko:K01091	ecz:ECS88_3770
ko:K01783	ecz:ECS88_3771
ko:K06223	ecz:ECS88_3772
ko:K03112	ecz:ECS88_3773
ko:K01735	ecz:ECS88_3774
ko:K00891	ecz:ECS88_3775
ko:K02507	ecz:ECS88_3776
ko:K05366	ecz:ECS88_3782
ko:K08312	ecz:ECS88_3783
ko:K04762	ecz:ECS88_3786
ko:K04083	ecz:ECS88_3787
ko:K01610	ecz:ECS88_3790
ko:K07638	ecz:ECS88_3791
ko:K04760	ecz:ECS88_3793
ko:K06959	ecz:ECS88_3794
ko:K04567	ecz:ECS88_4633
ko:K03305	ecz:ECS88_4634
ko:K00789	ecz:ECS88_4662
ko:K04069	ecz:ECS88_4671
ko:K00656	ecz:ECS88_4672
ko:K04024	ecz:ECS88_4683
ko:K02400	ecz:ECS88_0264
ko:K02557	ecz:ECS88_0265
ko:K02346	ecz:ECS88_0266
ko:K03830	ecz:ECS88_0269
ko:K02839	ecz:ECS88_0271
ko:K00769	ecz:ECS88_0273
ko:K00931	ecz:ECS88_0277
ko:K00147	ecz:ECS88_0278
ko:K08996	ecz:ECS88_0284
ko:K02909	ecz:ECS88_0292
ko:K07700	ecz:ECS88_0660
ko:K07702	ecz:ECS88_0661
ko:K03326	ecz:ECS88_0662
ko:K03704	ecz:ECS88_0665
ko:K06199	ecz:ECS88_0666
ko:K03644	ecz:ECS88_0669
ko:K03801	ecz:ECS88_0671
ko:K09158	ecz:ECS88_0672
ko:K07258	ecz:ECS88_0673
ko:K03642	ecz:ECS88_0675
ko:K05837	ecz:ECS88_0676
ko:K05515	ecz:ECS88_0677
ko:K00783	ecz:ECS88_0678
ko:K09710	ecz:ECS88_0679
ko:K00969	ecz:ECS88_0681
ko:K02340	ecz:ECS88_0682
ko:K03643	ecz:ECS88_0683
ko:K01869	ecz:ECS88_0684
ko:K10004	ecz:ECS88_0687
ko:K10002	ecz:ECS88_0688
ko:K10003	ecz:ECS88_0689
ko:K10001	ecz:ECS88_0690
ko:K03820	ecz:ECS88_0692
ko:K06189	ecz:ECS88_0693
ko:K07042	ecz:ECS88_0694
ko:K06217	ecz:ECS88_0695
ko:K03184	ecz:ECS88_0697
ko:K01953	ecz:ECS88_0699
ko:K02565	ecz:ECS88_0701
ko:K01443	ecz:ECS88_0702
ko:K02564	ecz:ECS88_0703
ko:K02802	ecz:ECS88_0704
ko:K02803	ecz:ECS88_0704
ko:K02804	ecz:ECS88_0704
ko:K09936	ecz:ECS88_1541
ko:K03823	ecz:ECS88_1542
ko:K02014	ecz:ECS88_1545
ko:K02575	ecz:ECS88_1564
ko:K08350	ecz:ECS88_1569
ko:K00027	ecz:ECS88_1573
ko:K02471	ecz:ECS88_1584
ko:K06871	ecz:ECS88_1585
ko:K01911	ecz:ECS88_2411
ko:K02549	ecz:ECS88_2412
ko:K01661	ecz:ECS88_2413
ko:K08680	ecz:ECS88_2414
ko:K02551	ecz:ECS88_2415
ko:K02552	ecz:ECS88_2416
ko:K05594	ecz:ECS88_2417
ko:K02348	ecz:ECS88_2418
ko:K00784	ecz:ECS88_2419
ko:K00343	ecz:ECS88_2423
ko:K00342	ecz:ECS88_2424
ko:K00341	ecz:ECS88_2425
ko:K00340	ecz:ECS88_2426
ko:K00339	ecz:ECS88_2427
ko:K00338	ecz:ECS88_2428
ko:K00337	ecz:ECS88_2429
ko:K00336	ecz:ECS88_2430
ko:K00335	ecz:ECS88_2431
ko:K00334	ecz:ECS88_2432
ko:K00331	ecz:ECS88_2434
ko:K00330	ecz:ECS88_2435
ko:K08722	ecz:ECS88_2438
ko:K09161	ecz:ECS88_2441
ko:K09899	ecz:ECS88_2442
ko:K00925	ecz:ECS88_2443
ko:K07095	ecz:ECS88_2447
ko:K07589	ecz:ECS88_2450
ko:K07071	ecz:ECS88_2451
ko:K10017	ecz:ECS88_2453
ko:K10015	ecz:ECS88_2454
ko:K10016	ecz:ECS88_2455
ko:K10014	ecz:ECS88_2456
ko:K03186	ecz:ECS88_2458
ko:K00764	ecz:ECS88_2459
ko:K06041	ecz:ECS88_3321
ko:K10107	ecz:ECS88_3322
ko:K00979	ecz:ECS88_3324
ko:K07266	ecz:ECS88_3325
ko:K07265	ecz:ECS88_3326
ko:K00983	ecz:ECS88_3329
ko:K09689	ecz:ECS88_3332
ko:K09688	ecz:ECS88_3333
ko:K02461	ecz:ECS88_3336
ko:K02460	ecz:ECS88_3337
ko:K02459	ecz:ECS88_3338
ko:K02457	ecz:ECS88_3340
ko:K02456	ecz:ECS88_3341
ko:K02454	ecz:ECS88_3343
ko:K02453	ecz:ECS88_3344
ko:K02452	ecz:ECS88_3345
ko:K01638	ecz:ECS88_3350
ko:K11473	ecz:ECS88_3352
ko:K11472	ecz:ECS88_3353
ko:K11474	ecz:ECS88_3355
ko:K03549	ecz:ECS88_4169
ko:K06726	ecz:ECS88_4170
ko:K10441	ecz:ECS88_4171
ko:K10440	ecz:ECS88_4172
ko:K10439	ecz:ECS88_4173
ko:K00852	ecz:ECS88_4174
ko:K02529	ecz:ECS88_4175
ko:K09897	ecz:ECS88_4188
ko:K07391	ecz:ECS88_4189
ko:K01652	ecz:ECS88_4191
ko:K11258	ecz:ECS88_4192
ko:K00826	ecz:ECS88_4193
ko:K01687	ecz:ECS88_4194
ko:K01754	ecz:ECS88_4195
ko:K02521	ecz:ECS88_4196
ko:K00053	ecz:ECS88_4197
ko:K03769	ecz:ECS88_4198
ko:K03656	ecz:ECS88_4199
ko:K03732	ecz:ECS88_4202
ko:K03671	ecz:ECS88_4203
ko:K03628	ecz:ECS88_4205
ko:K05790	ecz:ECS88_4207
ko:K02472	ecz:ECS88_4209
ko:K00973	ecz:ECS88_4211
ko:K02805	ecz:ECS88_4213
ko:K02853	ecz:ECS88_4217
ko:K06871	ecz:ECS88_4221
ko:K02498	ecz:ECS88_4224
ko:K02496	ecz:ECS88_4225
ko:K01719	ecz:ECS88_4226
ko:K01749	ecz:ECS88_4227
ko:K01714	ecz:ECS88_0711
ko:K01886	ecz:ECS88_0716
ko:K03839	ecz:ECS88_0721
ko:K03645	ecz:ECS88_0724
ko:K03756	ecz:ECS88_0726
ko:K01581	ecz:ECS88_0727
ko:K07667	ecz:ECS88_0728
ko:K07646	ecz:ECS88_0729
ko:K01548	ecz:ECS88_0730
ko:K01547	ecz:ECS88_0731
ko:K01546	ecz:ECS88_0732
ko:K01669	ecz:ECS88_0736
ko:K03806	ecz:ECS88_0112
ko:K03807	ecz:ECS88_0113
ko:K00163	ecz:ECS88_0123
ko:K00627	ecz:ECS88_0124
ko:K00382	ecz:ECS88_0125
ko:K01682	ecz:ECS88_0127
ko:K09910	ecz:ECS88_0128
ko:K01611	ecz:ECS88_0129
ko:K00797	ecz:ECS88_0130
ko:K00760	ecz:ECS88_0134
ko:K01673	ecz:ECS88_0135
ko:K01579	ecz:ECS88_0141
ko:K01918	ecz:ECS88_0143
ko:K00606	ecz:ECS88_0144
ko:K03658	ecz:ECS88_0984
ko:K01734	ecz:ECS88_0985
ko:K09909	ecz:ECS88_0986
ko:K06929	ecz:ECS88_0987
ko:K06969	ecz:ECS88_0989
ko:K01512	ecz:ECS88_0990
ko:K11179	ecz:ECS88_0991
ko:K06282	ecz:ECS88_0994
ko:K06281	ecz:ECS88_0995
ko:K03620	ecz:ECS88_0996
ko:K03619	ecz:ECS88_0998
ko:K03618	ecz:ECS88_0999
ko:K00425	ecz:ECS88_1000
ko:K00426	ecz:ECS88_1001
ko:K03704	ecz:ECS88_1003
ko:K03704	ecz:ECS88_1005
ko:K07647	ecz:ECS88_1008
ko:K07772	ecz:ECS88_1010
ko:K03532	ecz:ECS88_1011
ko:K07811	ecz:ECS88_1012
ko:K05516	ecz:ECS88_1015
ko:K03809	ecz:ECS88_1018
ko:K09019	ecz:ECS88_1024
ko:K09023	ecz:ECS88_1025
ko:K09021	ecz:ECS88_1026
ko:K09018	ecz:ECS88_1028
ko:K01665	ecz:ECS88_1864
ko:K01752	ecz:ECS88_1866
ko:K02793	ecz:ECS88_1869
ko:K02794	ecz:ECS88_1869
ko:K02795	ecz:ECS88_1870
ko:K02796	ecz:ECS88_1871
ko:K00563	ecz:ECS88_1874
ko:K03704	ecz:ECS88_1875
ko:K08169	ecz:ECS88_1881
ko:K03799	ecz:ECS88_1882
ko:K03797	ecz:ECS88_1883
ko:K03607	ecz:ECS88_1884
ko:K03808	ecz:ECS88_1886
ko:K11392	ecz:ECS88_1888
ko:K07313	ecz:ECS88_1891
ko:K07156	ecz:ECS88_1895
ko:K02345	ecz:ECS88_1896
ko:K10857	ecz:ECS88_1898
ko:K01354	ecz:ECS88_1899
ko:K09918	ecz:ECS88_1904
ko:K08289	ecz:ECS88_1905
ko:K01625	ecz:ECS88_1906
ko:K01690	ecz:ECS88_1907
ko:K00036	ecz:ECS88_1909
ko:K00873	ecz:ECS88_1911
ko:K02560	ecz:ECS88_1912
ko:K09815	ecz:ECS88_1914
ko:K09817	ecz:ECS88_1915
ko:K09816	ecz:ECS88_1916
ko:K00997	ecz:ECS88_2736
ko:K03474	ecz:ECS88_2737
ko:K03584	ecz:ECS88_2738
ko:K03595	ecz:ECS88_2739
ko:K03685	ecz:ECS88_2740
ko:K07574	ecz:ECS88_3562
ko:K03624	ecz:ECS88_3563
ko:K07259	ecz:ECS88_3564
ko:K03979	ecz:ECS88_3565
ko:K02899	ecz:ECS88_3567
ko:K02888	ecz:ECS88_3568
ko:K02523	ecz:ECS88_3569
ko:K00790	ecz:ECS88_3571
ko:K07122	ecz:ECS88_3573
ko:K07323	ecz:ECS88_3574
ko:K00656	ecz:ECS88_4406
ko:K04069	ecz:ECS88_4407
ko:K11202	ecz:ECS88_4408
ko:K01595	ecz:ECS88_4411
ko:K01438	ecz:ECS88_4412
ko:K00145	ecz:ECS88_4413
ko:K00930	ecz:ECS88_4414
ko:K01755	ecz:ECS88_4415
ko:K04761	ecz:ECS88_4418
ko:K00322	ecz:ECS88_4419
ko:K01776	ecz:ECS88_4426
ko:K00075	ecz:ECS88_4436
ko:K00867	ecz:ECS88_4438
ko:K02358	ecz:ECS88_4441
ko:K03073	ecz:ECS88_4442
ko:K02601	ecz:ECS88_4443
ko:K02867	ecz:ECS88_4444
ko:K02863	ecz:ECS88_4445
ko:K02864	ecz:ECS88_4446
ko:K02935	ecz:ECS88_4447
ko:K03043	ecz:ECS88_4448
ko:K03046	ecz:ECS88_4449
ko:K03150	ecz:ECS88_4450
ko:K03149	ecz:ECS88_4451
ko:K03154	ecz:ECS88_4452
ko:K00788	ecz:ECS88_4454
ko:K03147	ecz:ECS88_4455
ko:K07740	ecz:ECS88_4456
ko:K03426	ecz:ECS88_4457
ko:K01599	ecz:ECS88_4458
ko:K05982	ecz:ECS88_4459
ko:K09891	ecz:ECS88_4460
ko:K05787	ecz:ECS88_4461
ko:K07803	ecz:ECS88_4463
ko:K05245	ecz:ECS88_0043
ko:K03521	ecz:ECS88_0044
ko:K03522	ecz:ECS88_0045
ko:K00313	ecz:ECS88_0046
ko:K00287	ecz:ECS88_0051
ko:K01525	ecz:ECS88_0054
ko:K06195	ecz:ECS88_0055
ko:K02528	ecz:ECS88_0056
ko:K00097	ecz:ECS88_0057
ko:K03771	ecz:ECS88_0058
ko:K04744	ecz:ECS88_0059
ko:K05801	ecz:ECS88_0060
ko:K06177	ecz:ECS88_0061
ko:K03580	ecz:ECS88_0062
ko:K02336	ecz:ECS88_0063
ko:K01804	ecz:ECS88_0065
ko:K02063	ecz:ECS88_0072
ko:K02064	ecz:ECS88_0073
ko:K01704	ecz:ECS88_0076
ko:K01703	ecz:ECS88_0077
ko:K00052	ecz:ECS88_0078
ko:K01649	ecz:ECS88_0079
ko:K05798	ecz:ECS88_0080
ko:K01652	ecz:ECS88_0081
ko:K01653	ecz:ECS88_0082
ko:K03435	ecz:ECS88_0083
ko:K03925	ecz:ECS88_0084
ko:K03438	ecz:ECS88_0085
ko:K03586	ecz:ECS88_0086
ko:K03587	ecz:ECS88_0087
ko:K01928	ecz:ECS88_0088
ko:K01929	ecz:ECS88_0089
ko:K01000	ecz:ECS88_0090
ko:K01925	ecz:ECS88_0091
ko:K07306	ecz:ECS88_0925
ko:K07308	ecz:ECS88_0927
ko:K08219	ecz:ECS88_0929
ko:K04069	ecz:ECS88_0930
ko:K00656	ecz:ECS88_0931
ko:K09136	ecz:ECS88_0933
ko:K00831	ecz:ECS88_0935
ko:K00800	ecz:ECS88_0936
ko:K07387	ecz:ECS88_0937
ko:K00945	ecz:ECS88_0938
ko:K02945	ecz:ECS88_0939
ko:K05788	ecz:ECS88_0940
ko:K02238	ecz:ECS88_0941
ko:K00912	ecz:ECS88_0943
ko:K09927	ecz:ECS88_0944
ko:K09791	ecz:ECS88_0945
ko:K00979	ecz:ECS88_0946
ko:K06219	ecz:ECS88_0949
ko:K03633	ecz:ECS88_0950
ko:K03804	ecz:ECS88_0951
ko:K03632	ecz:ECS88_0952
ko:K01893	ecz:ECS88_0958
ko:K00763	ecz:ECS88_0959
ko:K01256	ecz:ECS88_0960
ko:K07140	ecz:ECS88_0968
ko:K03808	ecz:ECS88_0971
ko:K06192	ecz:ECS88_0972
ko:K09857	ecz:ECS88_0973
ko:K03812	ecz:ECS88_0974
ko:K01716	ecz:ECS88_0975
ko:K04770	ecz:ECS88_0976
ko:K09911	ecz:ECS88_0977
ko:K05777	ecz:ECS88_1806
ko:K05779	ecz:ECS88_1808
ko:K08320	ecz:ECS88_1811
ko:K03169	ecz:ECS88_1813
ko:K01008	ecz:ECS88_1814
ko:K04773	ecz:ECS88_1818
ko:K08369	ecz:ECS88_1821
ko:K08369	ecz:ECS88_1827
ko:K09916	ecz:ECS88_1829
ko:K07305	ecz:ECS88_1831
ko:K00134	ecz:ECS88_1832
ko:K07180	ecz:ECS88_1836
ko:K09786	ecz:ECS88_1837
ko:K03449	ecz:ECS88_1846
ko:K09712	ecz:ECS88_1848
ko:K11250	ecz:ECS88_1853
ko:K03684	ecz:ECS88_1856
ko:K07285	ecz:ECS88_1858
ko:K09917	ecz:ECS88_1863
ko:K00088	ecz:ECS88_2680
ko:K03601	ecz:ECS88_2681
ko:K03977	ecz:ECS88_2687
ko:K01892	ecz:ECS88_2690
ko:K06941	ecz:ECS88_2693
ko:K00940	ecz:ECS88_2694
ko:K05367	ecz:ECS88_2695
ko:K06894	ecz:ECS88_2696
ko:K07751	ecz:ECS88_2699
ko:K04044	ecz:ECS88_2702
ko:K04082	ecz:ECS88_2703
ko:K04488	ecz:ECS88_2705
ko:K05820	ecz:ECS88_2712
ko:K00600	ecz:ECS88_2721
ko:K05916	ecz:ECS88_2723
ko:K07715	ecz:ECS88_2725
ko:K07711	ecz:ECS88_2728
ko:K01952	ecz:ECS88_2729
ko:K02067	ecz:ECS88_3575
ko:K02066	ecz:ECS88_3576
ko:K02065	ecz:ECS88_3577
ko:K07301	ecz:ECS88_3578
ko:K06041	ecz:ECS88_3580
ko:K03270	ecz:ECS88_3581
ko:K09774	ecz:ECS88_3583
ko:K06861	ecz:ECS88_3584
ko:K03092	ecz:ECS88_3585
ko:K05808	ecz:ECS88_3586
ko:K02806	ecz:ECS88_3587
ko:K06958	ecz:ECS88_3588
ko:K03814	ecz:ECS88_3592
ko:K07648	ecz:ECS88_3594
ko:K07139	ecz:ECS88_3595
ko:K00265	ecz:ECS88_3596
ko:K00266	ecz:ECS88_3597
ko:K01788	ecz:ECS88_3600
ko:K03290	ecz:ECS88_3601
ko:K01639	ecz:ECS88_3602
ko:K03600	ecz:ECS88_3604
ko:K03599	ecz:ECS88_3605
ko:K02996	ecz:ECS88_3606
ko:K02871	ecz:ECS88_3607
ko:K06916	ecz:ECS88_3608
ko:K09908	ecz:ECS88_3609
ko:K03402	ecz:ECS88_3613
ko:K03623	ecz:ECS88_3615
ko:K03568	ecz:ECS88_3620
ko:K08301	ecz:ECS88_3622
ko:K06287	ecz:ECS88_3623
ko:K03571	ecz:ECS88_3624
ko:K03570	ecz:ECS88_3626
ko:K07709	ecz:ECS88_4464
ko:K01945	ecz:ECS88_4466
ko:K03827	ecz:ECS88_4477
ko:K00651	ecz:ECS88_4478
ko:K01638	ecz:ECS88_4479
ko:K01637	ecz:ECS88_4480
ko:K00548	ecz:ECS88_4483
ko:K05995	ecz:ECS88_4487
ko:K00068	ecz:ECS88_4493
ko:K06182	ecz:ECS88_4495
ko:K00928	ecz:ECS88_4497
ko:K01810	ecz:ECS88_4498
ko:K10110	ecz:ECS88_4506
ko:K10109	ecz:ECS88_4507
ko:K10108	ecz:ECS88_4508
ko:K10111	ecz:ECS88_4509
ko:K05775	ecz:ECS88_4511
ko:K03181	ecz:ECS88_4512
ko:K03179	ecz:ECS88_4513
ko:K00631	ecz:ECS88_4514
ko:K00901	ecz:ECS88_4515
ko:K01356	ecz:ECS88_4517
ko:K03327	ecz:ECS88_4518
ko:K09823	ecz:ECS88_4520
ko:K05539	ecz:ECS88_4521
ko:K03588	ecz:ECS88_0092
ko:K02563	ecz:ECS88_0093
ko:K01924	ecz:ECS88_0094
ko:K01921	ecz:ECS88_0095
ko:K03589	ecz:ECS88_0096
ko:K03590	ecz:ECS88_0097
ko:K03531	ecz:ECS88_0099
ko:K02535	ecz:ECS88_0100
ko:K03070	ecz:ECS88_0102
ko:K09862	ecz:ECS88_0104
ko:K00859	ecz:ECS88_0106
ko:K00364	ecz:ECS88_0107
ko:K02682	ecz:ECS88_0110
ko:K03305	ecz:ECS88_0737
ko:K07160	ecz:ECS88_0741
ko:K05522	ecz:ECS88_0742
ko:K07120	ecz:ECS88_0743
ko:K01647	ecz:ECS88_0745
ko:K00241	ecz:ECS88_0747
ko:K00242	ecz:ECS88_0748
ko:K00239	ecz:ECS88_0749
ko:K00240	ecz:ECS88_0750
ko:K00164	ecz:ECS88_0751
ko:K00658	ecz:ECS88_0752
ko:K01903	ecz:ECS88_0753
ko:K01902	ecz:ECS88_0754
ko:K00425	ecz:ECS88_0756
ko:K00426	ecz:ECS88_0757
ko:K07107	ecz:ECS88_0759
ko:K03100	ecz:ECS88_2742
ko:K03596	ecz:ECS88_2743
ko:K03803	ecz:ECS88_2744
ko:K03598	ecz:ECS88_2745
ko:K03597	ecz:ECS88_2746
ko:K03088	ecz:ECS88_2747
ko:K00278	ecz:ECS88_2748
ko:K05590	ecz:ECS88_2750
ko:K11249	ecz:ECS88_2752
ko:K06866	ecz:ECS88_2753
ko:K03648	ecz:ECS88_2754
ko:K03214	ecz:ECS88_2755
ko:K03672	ecz:ECS88_2757
ko:K09181	ecz:ECS88_2759
ko:K00998	ecz:ECS88_2760
ko:K05811	ecz:ECS88_2761
ko:K03761	ecz:ECS88_2762
ko:K03695	ecz:ECS88_2780
ko:K05810	ecz:ECS88_2781
ko:K06180	ecz:ECS88_2782
ko:K05807	ecz:ECS88_2783
ko:K05809	ecz:ECS88_2784
ko:K01626	ecz:ECS88_2787
ko:K03569	ecz:ECS88_3627
ko:K02160	ecz:ECS88_3631
ko:K10440	ecz:ECS88_3635
ko:K10441	ecz:ECS88_3636
ko:K10439	ecz:ECS88_3637
ko:K08302	ecz:ECS88_3638
ko:K02687	ecz:ECS88_3644
ko:K03557	ecz:ECS88_3646
ko:K09969	ecz:ECS88_3654
ko:K09970	ecz:ECS88_3655
ko:K09971	ecz:ECS88_3656
ko:K09972	ecz:ECS88_3657
ko:K00014	ecz:ECS88_3669
ko:K07566	ecz:ECS88_3670
ko:K07479	ecz:ECS88_3671
ko:K03747	ecz:ECS88_3672
ko:K04096	ecz:ECS88_3673
ko:K01462	ecz:ECS88_3674
ko:K00604	ecz:ECS88_3675
ko:K03500	ecz:ECS88_3676
ko:K03499	ecz:ECS88_3677
ko:K03562	ecz:ECS88_0760
ko:K03560	ecz:ECS88_0761
ko:K03646	ecz:ECS88_0762
ko:K03641	ecz:ECS88_0763
ko:K03640	ecz:ECS88_0764
ko:K07345	ecz:ECS88_1591
ko:K07154	ecz:ECS88_1594
ko:K00598	ecz:ECS88_1596
ko:K08994	ecz:ECS88_1597
ko:K00041	ecz:ECS88_1598
ko:K01425	ecz:ECS88_1601
ko:K08159	ecz:ECS88_1604
ko:K01223	ecz:ECS88_1609
ko:K02759	ecz:ECS88_1611
ko:K02761	ecz:ECS88_1612
ko:K02760	ecz:ECS88_1613
ko:K01284	ecz:ECS88_1618
ko:K08323	ecz:ECS88_1626
ko:K09771	ecz:ECS88_1627
ko:K07312	ecz:ECS88_1635
ko:K03281	ecz:ECS88_1637
ko:K01935	ecz:ECS88_1638
ko:K03558	ecz:ECS88_2460
ko:K03749	ecz:ECS88_2461
ko:K01963	ecz:ECS88_2463
ko:K03975	ecz:ECS88_2464
ko:K06173	ecz:ECS88_2466
ko:K03473	ecz:ECS88_2468
ko:K00647	ecz:ECS88_2471
ko:K09906	ecz:ECS88_2474
ko:K07090	ecz:ECS88_2475
ko:K07261	ecz:ECS88_2476
ko:K01736	ecz:ECS88_2477
ko:K07320	ecz:ECS88_2478
ko:K08296	ecz:ECS88_2487
ko:K06076	ecz:ECS88_2491
ko:K04754	ecz:ECS88_2492
ko:K04653	ecz:ECS88_3372
ko:K04651	ecz:ECS88_3373
ko:K06281	ecz:ECS88_3376
ko:K06282	ecz:ECS88_3379
ko:K03559	ecz:ECS88_3386
ko:K03561	ecz:ECS88_3387
ko:K00655	ecz:ECS88_3406
ko:K02621	ecz:ECS88_3407
ko:K02035	ecz:ECS88_3408
ko:K07645	ecz:ECS88_3412
ko:K05851	ecz:ECS88_4229
ko:K06202	ecz:ECS88_4230
ko:K01778	ecz:ECS88_4235
ko:K09921	ecz:ECS88_4236
ko:K03733	ecz:ECS88_4237
ko:K03657	ecz:ECS88_4239
ko:K03284	ecz:ECS88_4242
ko:K05786	ecz:ECS88_4245
ko:K03576	ecz:ECS88_4256
ko:K00549	ecz:ECS88_4257
ko:K00615	ecz:ECS88_4264
ko:K00926	ecz:ECS88_4269
ko:K00757	ecz:ECS88_4275
ko:K00883	ecz:ECS88_4280
ko:K09760	ecz:ECS88_4282
ko:K03183	ecz:ECS88_4283
ko:K03690	ecz:ECS88_4284
ko:K03688	ecz:ECS88_4285
ko:K03116	ecz:ECS88_4286
ko:K03117	ecz:ECS88_4287
ko:K03517	ecz:ECS88_0766
ko:K03811	ecz:ECS88_0767
ko:K01626	ecz:ECS88_0770
ko:K01834	ecz:ECS88_0771
ko:K01785	ecz:ECS88_0772
ko:K00849	ecz:ECS88_0773
ko:K05776	ecz:ECS88_0776
ko:K02019	ecz:ECS88_0777
ko:K02020	ecz:ECS88_0779
ko:K02018	ecz:ECS88_0780
ko:K03282	ecz:ECS88_3678
ko:K09890	ecz:ECS88_3679
ko:K02879	ecz:ECS88_3682
ko:K03040	ecz:ECS88_3683
ko:K02986	ecz:ECS88_3684
ko:K02529	ecz:ECS88_4528
ko:K02314	ecz:ECS88_4529
ko:K01775	ecz:ECS88_4530
ko:K03811	ecz:ECS88_4531
ko:K00164	ecz:ECS88_4534
ko:K00658	ecz:ECS88_4535
ko:K00382	ecz:ECS88_4536
ko:K01903	ecz:ECS88_4537
ko:K01902	ecz:ECS88_4538
ko:K00016	ecz:ECS88_4540
ko:K10125	ecz:ECS88_4543
ko:K03788	ecz:ECS88_4544
ko:K03701	ecz:ECS88_4547
ko:K03111	ecz:ECS88_4548
ko:K06901	ecz:ECS88_4554
ko:K01895	ecz:ECS88_4562
ko:K03385	ecz:ECS88_4563
ko:K04013	ecz:ECS88_4564
ko:K11102	ecz:ECS88_4570
ko:K02032	ecz:ECS88_4572
ko:K02031	ecz:ECS88_4573
ko:K02034	ecz:ECS88_4574
ko:K02033	ecz:ECS88_4575
ko:K02035	ecz:ECS88_4576
ko:K00950	ecz:ECS88_0152
ko:K01894	ecz:ECS88_0154
ko:K06204	ecz:ECS88_0155
ko:K06206	ecz:ECS88_0156
ko:K01975	ecz:ECS88_0157
ko:K03579	ecz:ECS88_0158
ko:K05365	ecz:ECS88_0159
ko:K02014	ecz:ECS88_0161
ko:K02013	ecz:ECS88_0162
ko:K02016	ecz:ECS88_0163
ko:K02015	ecz:ECS88_0164
ko:K01845	ecz:ECS88_0165
ko:K03281	ecz:ECS88_0166
ko:K01129	ecz:ECS88_0171
ko:K02647	ecz:ECS88_0173
ko:K00990	ecz:ECS88_0176
ko:K01265	ecz:ECS88_0177
ko:K02967	ecz:ECS88_0179
ko:K02357	ecz:ECS88_0180
ko:K09903	ecz:ECS88_0181
ko:K02838	ecz:ECS88_0182
ko:K00099	ecz:ECS88_0183
ko:K00806	ecz:ECS88_0184
ko:K00981	ecz:ECS88_0185
ko:K07277	ecz:ECS88_0187
ko:K06142	ecz:ECS88_0189
ko:K02536	ecz:ECS88_0190
ko:K02372	ecz:ECS88_0191
ko:K00677	ecz:ECS88_0192
ko:K03470	ecz:ECS88_0194
ko:K02337	ecz:ECS88_0195
ko:K01962	ecz:ECS88_0196
ko:K04075	ecz:ECS88_0199
ko:K07243	ecz:ECS88_1033
ko:K07224	ecz:ECS88_1034
ko:K06217	ecz:ECS88_1036
ko:K04477	ecz:ECS88_1045
ko:K06214	ecz:ECS88_1049
ko:K04338	ecz:ECS88_1050
ko:K04337	ecz:ECS88_1051
ko:K03670	ecz:ECS88_1062
ko:K03669	ecz:ECS88_1063
ko:K02517	ecz:ECS88_1068
ko:K07146	ecz:ECS88_1069
ko:K02846	ecz:ECS88_1073
ko:K01465	ecz:ECS88_1076
ko:K03675	ecz:ECS88_1078
ko:K08162	ecz:ECS88_1079
ko:K03790	ecz:ECS88_1080
ko:K09915	ecz:ECS88_1081
ko:K03980	ecz:ECS88_1083
ko:K02399	ecz:ECS88_1084
ko:K02398	ecz:ECS88_1085
ko:K02386	ecz:ECS88_1086
ko:K02387	ecz:ECS88_1087
ko:K03551	ecz:ECS88_1917
ko:K03550	ecz:ECS88_1918
ko:K01159	ecz:ECS88_1921
ko:K08310	ecz:ECS88_1923
ko:K01876	ecz:ECS88_1924
ko:K07136	ecz:ECS88_1927
ko:K06201	ecz:ECS88_1932
ko:K09907	ecz:ECS88_1933
ko:K01887	ecz:ECS88_1935
ko:K03516	ecz:ECS88_1936
ko:K02400	ecz:ECS88_1937
ko:K02401	ecz:ECS88_1938
