ko:K15581	ecq:ECED1_1396
ko:K01000	ecq:ECED1_0088
ko:K01925	ecq:ECED1_0089
ko:K03588	ecq:ECED1_0090
ko:K02563	ecq:ECED1_0091
ko:K01924	ecq:ECED1_0092
ko:K01921	ecq:ECED1_0093
ko:K03589	ecq:ECED1_0094
ko:K03590	ecq:ECED1_0095
ko:K03531	ecq:ECED1_0096
ko:K02535	ecq:ECED1_0097
ko:K03070	ecq:ECED1_0099
ko:K00859	ecq:ECED1_0102
ko:K00364	ecq:ECED1_0103
ko:K02682	ecq:ECED1_0106
ko:K00767	ecq:ECED1_0107
ko:K03806	ecq:ECED1_0108
ko:K03807	ecq:ECED1_0109
ko:K03670	ecq:ECED1_1194
ko:K03669	ecq:ECED1_1195
ko:K02517	ecq:ECED1_1199
ko:K07146	ecq:ECED1_1200
ko:K02846	ecq:ECED1_1203
ko:K01465	ecq:ECED1_1206
ko:K03675	ecq:ECED1_1208
ko:K08162	ecq:ECED1_1209
ko:K03790	ecq:ECED1_1210
ko:K09915	ecq:ECED1_1211
ko:K03980	ecq:ECED1_1213
ko:K02399	ecq:ECED1_1214
ko:K02398	ecq:ECED1_1215
ko:K02386	ecq:ECED1_1216
ko:K02387	ecq:ECED1_1217
ko:K02388	ecq:ECED1_1218
ko:K02389	ecq:ECED1_1219
ko:K02390	ecq:ECED1_1220
ko:K02391	ecq:ECED1_1221
ko:K02392	ecq:ECED1_1222
ko:K02393	ecq:ECED1_1223
ko:K02394	ecq:ECED1_1224
ko:K02395	ecq:ECED1_1225
ko:K02396	ecq:ECED1_1226
ko:K02397	ecq:ECED1_1227
ko:K08300	ecq:ECED1_1228
ko:K06179	ecq:ECED1_1229
ko:K07040	ecq:ECED1_1231
ko:K02911	ecq:ECED1_1232
ko:K03621	ecq:ECED1_1233
ko:K00648	ecq:ECED1_1234
ko:K00645	ecq:ECED1_1235
ko:K00059	ecq:ECED1_1236
ko:K02078	ecq:ECED1_1237
ko:K09458	ecq:ECED1_1238
ko:K02619	ecq:ECED1_1239
ko:K07082	ecq:ECED1_1240
ko:K00943	ecq:ECED1_1241
ko:K02341	ecq:ECED1_1242
ko:K03424	ecq:ECED1_1243
ko:K08310	ecq:ECED1_2070
ko:K01876	ecq:ECED1_2071
ko:K01951	ecq:ECED1_2931
ko:K00088	ecq:ECED1_2932
ko:K03601	ecq:ECED1_2933
ko:K03977	ecq:ECED1_2942
ko:K01892	ecq:ECED1_2945
ko:K06941	ecq:ECED1_2948
ko:K00940	ecq:ECED1_2949
ko:K05367	ecq:ECED1_2950
ko:K06894	ecq:ECED1_2951
ko:K07751	ecq:ECED1_2954
ko:K04044	ecq:ECED1_2957
ko:K04082	ecq:ECED1_2958
ko:K04488	ecq:ECED1_2960
ko:K05820	ecq:ECED1_2968
ko:K00600	ecq:ECED1_2978
ko:K05916	ecq:ECED1_2979
ko:K07461	ecq:ECED1_3815
ko:K03824	ecq:ECED1_3816
ko:K08303	ecq:ECED1_3818
ko:K03835	ecq:ECED1_3821
ko:K05592	ecq:ECED1_3822
ko:K05803	ecq:ECED1_3823
ko:K00962	ecq:ECED1_3824
ko:K02956	ecq:ECED1_3825
ko:K03177	ecq:ECED1_3826
ko:K02834	ecq:ECED1_3827
ko:K02519	ecq:ECED1_3828
ko:K02600	ecq:ECED1_3829
ko:K09748	ecq:ECED1_3830
ko:K01940	ecq:ECED1_3831
ko:K03075	ecq:ECED1_3833
ko:K03431	ecq:ECED1_3834
ko:K00796	ecq:ECED1_3835
ko:K03798	ecq:ECED1_3836
ko:K02427	ecq:ECED1_3837
ko:K07574	ecq:ECED1_3838
ko:K03624	ecq:ECED1_3839
ko:K07259	ecq:ECED1_3840
ko:K03979	ecq:ECED1_3841
ko:K02899	ecq:ECED1_3843
ko:K02888	ecq:ECED1_3844
ko:K02523	ecq:ECED1_3845
ko:K00790	ecq:ECED1_3847
ko:K07122	ecq:ECED1_3849
ko:K07323	ecq:ECED1_3850
ko:K02067	ecq:ECED1_3851
ko:K02066	ecq:ECED1_3852
ko:K02065	ecq:ECED1_3853
ko:K07301	ecq:ECED1_3854
ko:K06041	ecq:ECED1_3855
ko:K03270	ecq:ECED1_3856
ko:K09774	ecq:ECED1_3858
ko:K06861	ecq:ECED1_3859
ko:K03092	ecq:ECED1_3860
ko:K05808	ecq:ECED1_3861
ko:K02806	ecq:ECED1_3862
ko:K06958	ecq:ECED1_3863
ko:K02601	ecq:ECED1_4689
ko:K02867	ecq:ECED1_4690
ko:K02863	ecq:ECED1_4691
ko:K02864	ecq:ECED1_4692
ko:K02935	ecq:ECED1_4693
ko:K03043	ecq:ECED1_4694
ko:K03046	ecq:ECED1_4695
ko:K03150	ecq:ECED1_4696
ko:K03149	ecq:ECED1_4697
ko:K03154	ecq:ECED1_4698
ko:K00788	ecq:ECED1_4700
ko:K03147	ecq:ECED1_4701
ko:K07740	ecq:ECED1_4702
ko:K03426	ecq:ECED1_4703
ko:K01599	ecq:ECED1_4704
ko:K05982	ecq:ECED1_4705
ko:K09891	ecq:ECED1_4706
ko:K05787	ecq:ECED1_4707
ko:K07803	ecq:ECED1_4709
ko:K07709	ecq:ECED1_4710
ko:K05368	ecq:ECED1_4546
ko:K03275	ecq:ECED1_4312
ko:K12525	ecq:ECED1_4643
ko:K00881	ecq:ECED1_4818
ko:K12500	ecq:ECED1_0467
ko:K02847	ecq:ECED1_4308
ko:K09020	ecq:ECED1_1167
ko:K07027	ecq:ECED1_0753
ko:K02478	ecq:ECED1_2827
ko:K02478	ecq:ECED1_2482
ko:K03970	ecq:ECED1_1513
ko:K03971	ecq:ECED1_1515
ko:K00675	ecq:ECED1_1616
ko:K03817	ecq:ECED1_1583
ko:K01582	ecq:ECED1_0192
ko:K01579	ecq:ECED1_0136
ko:K01918	ecq:ECED1_0138
ko:K00606	ecq:ECED1_0139
ko:K00950	ecq:ECED1_0147
ko:K01894	ecq:ECED1_0149
ko:K06204	ecq:ECED1_0150
ko:K06206	ecq:ECED1_0151
ko:K01975	ecq:ECED1_0152
ko:K03579	ecq:ECED1_0153
ko:K05365	ecq:ECED1_0154
ko:K02014	ecq:ECED1_0156
ko:K02013	ecq:ECED1_0157
ko:K02016	ecq:ECED1_0158
ko:K02015	ecq:ECED1_0159
ko:K01845	ecq:ECED1_0160
ko:K03281	ecq:ECED1_0161
ko:K01129	ecq:ECED1_0167
ko:K02647	ecq:ECED1_0169
ko:K07337	ecq:ECED1_1248
ko:K01207	ecq:ECED1_1250
ko:K07000	ecq:ECED1_1251
ko:K03885	ecq:ECED1_1252
ko:K03723	ecq:ECED1_1257
ko:K09808	ecq:ECED1_1259
ko:K09808	ecq:ECED1_1261
ko:K11069	ecq:ECED1_1266
ko:K11070	ecq:ECED1_1267
ko:K11071	ecq:ECED1_1268
ko:K01258	ecq:ECED1_1271
ko:K07660	ecq:ECED1_1274
ko:K01756	ecq:ECED1_1275
ko:K07153	ecq:ECED1_1276
ko:K00566	ecq:ECED1_1277
ko:K06181	ecq:ECED1_1279
ko:K00031	ecq:ECED1_1280
ko:K11606	ecq:ECED1_1293
ko:K11605	ecq:ECED1_1294
ko:K11604	ecq:ECED1_1296
ko:K06952	ecq:ECED1_2128
ko:K07136	ecq:ECED1_2138
ko:K06201	ecq:ECED1_2143
ko:K09907	ecq:ECED1_2144
ko:K01887	ecq:ECED1_2145
ko:K03516	ecq:ECED1_2146
ko:K02400	ecq:ECED1_2147
ko:K02401	ecq:ECED1_2148
ko:K03414	ecq:ECED1_2149
ko:K03413	ecq:ECED1_2150
ko:K03412	ecq:ECED1_2151
ko:K03408	ecq:ECED1_2155
ko:K03407	ecq:ECED1_2156
ko:K02557	ecq:ECED1_2157
ko:K02556	ecq:ECED1_2158
ko:K02402	ecq:ECED1_2159
ko:K02403	ecq:ECED1_2160
ko:K00697	ecq:ECED1_2162
ko:K10538	ecq:ECED1_2164
ko:K10539	ecq:ECED1_2165
ko:K10537	ecq:ECED1_2166
ko:K02217	ecq:ECED1_2173
ko:K03834	ecq:ECED1_2175
ko:K07039	ecq:ECED1_2176
ko:K00995	ecq:ECED1_2177
ko:K07715	ecq:ECED1_2981
ko:K07711	ecq:ECED1_2983
ko:K01952	ecq:ECED1_2985
ko:K00997	ecq:ECED1_2992
ko:K03474	ecq:ECED1_2993
ko:K03584	ecq:ECED1_2994
ko:K03595	ecq:ECED1_2995
ko:K03685	ecq:ECED1_2996
ko:K03100	ecq:ECED1_2998
ko:K03596	ecq:ECED1_2999
ko:K03803	ecq:ECED1_3000
ko:K03598	ecq:ECED1_3001
ko:K03597	ecq:ECED1_3002
ko:K03088	ecq:ECED1_3003
ko:K00278	ecq:ECED1_3005
ko:K05590	ecq:ECED1_3007
ko:K11249	ecq:ECED1_3009
ko:K06866	ecq:ECED1_3010
ko:K03648	ecq:ECED1_3011
ko:K03214	ecq:ECED1_3012
ko:K03672	ecq:ECED1_3014
ko:K09181	ecq:ECED1_3016
ko:K00998	ecq:ECED1_3017
ko:K05811	ecq:ECED1_3018
ko:K03761	ecq:ECED1_3019
ko:K03695	ecq:ECED1_3033
ko:K05810	ecq:ECED1_3034
ko:K04020	ecq:ECED1_2891
ko:K03819	ecq:ECED1_2404
ko:K13051	ecq:ECED1_0792
ko:K13292	ecq:ECED1_3284
ko:K12961	ecq:ECED1_3809
ko:K02451	ecq:ECED1_3986
ko:K12963	ecq:ECED1_2726
ko:K00247	ecq:ECED1_4940
ko:K02681	ecq:ECED1_3279
ko:K10804	ecq:ECED1_0521
ko:K13014	ecq:ECED1_2722
ko:K00013	ecq:ECED1_2369
ko:K00817	ecq:ECED1_2370
ko:K02501	ecq:ECED1_2372
ko:K01814	ecq:ECED1_2373
ko:K02500	ecq:ECED1_2374
ko:K00012	ecq:ECED1_2377
ko:K00033	ecq:ECED1_2378
ko:K00963	ecq:ECED1_2387
ko:K03606	ecq:ECED1_2393
ko:K03207	ecq:ECED1_2397
ko:K02377	ecq:ECED1_2398
ko:K03787	ecq:ECED1_3200
ko:K06176	ecq:ECED1_3201
ko:K01770	ecq:ECED1_3202
ko:K00991	ecq:ECED1_3203
ko:K05589	ecq:ECED1_3204
ko:K00860	ecq:ECED1_3206
ko:K00957	ecq:ECED1_3208
ko:K00390	ecq:ECED1_3211
ko:K00381	ecq:ECED1_3212
ko:K00380	ecq:ECED1_3213
ko:K01737	ecq:ECED1_3214
ko:K00313	ecq:ECED1_3215
ko:K10026	ecq:ECED1_3225
ko:K03744	ecq:ECED1_3226
ko:K06872	ecq:ECED1_3227
ko:K06872	ecq:ECED1_3228
ko:K06872	ecq:ECED1_3230
ko:K01689	ecq:ECED1_3232
ko:K01937	ecq:ECED1_3233
ko:K03215	ecq:ECED1_3238
ko:K07678	ecq:ECED1_3239
ko:K01706	ecq:ECED1_3240
ko:K06175	ecq:ECED1_3244
ko:K06966	ecq:ECED1_3248
ko:K03837	ecq:ECED1_3249
ko:K01752	ecq:ECED1_3250
ko:K00048	ecq:ECED1_3252
ko:K02429	ecq:ECED1_3254
ko:K00688	ecq:ECED1_4103
ko:K00975	ecq:ECED1_4105
ko:K02438	ecq:ECED1_4106
ko:K00700	ecq:ECED1_4107
ko:K00133	ecq:ECED1_4108
ko:K00851	ecq:ECED1_4111
ko:K06145	ecq:ECED1_4112
ko:K06911	ecq:ECED1_4113
ko:K03825	ecq:ECED1_4115
ko:K00681	ecq:ECED1_4120
ko:K01126	ecq:ECED1_4122
ko:K05816	ecq:ECED1_4123
ko:K05815	ecq:ECED1_4124
ko:K05814	ecq:ECED1_4125
ko:K05813	ecq:ECED1_4126
ko:K01996	ecq:ECED1_4127
ko:K01995	ecq:ECED1_4128
ko:K01998	ecq:ECED1_4129
ko:K01997	ecq:ECED1_4130
ko:K01999	ecq:ECED1_4131
ko:K01999	ecq:ECED1_4133
ko:K03089	ecq:ECED1_4134
ko:K09811	ecq:ECED1_4135
ko:K09812	ecq:ECED1_4136
ko:K03110	ecq:ECED1_4137
ko:K03218	ecq:ECED1_4965
ko:K09980	ecq:ECED1_4966
ko:K08989	ecq:ECED1_4969
ko:K09456	ecq:ECED1_4974
ko:K03477	ecq:ECED1_4978
ko:K03476	ecq:ECED1_4979
ko:K03475	ecq:ECED1_4980
ko:K02822	ecq:ECED1_4981
ko:K02821	ecq:ECED1_4982
ko:K01788	ecq:ECED1_5001
ko:K00782	ecq:ECED1_5015
ko:K03303	ecq:ECED1_5018
ko:K09016	ecq:ECED1_1162
ko:K06889	ecq:ECED1_2966
ko:K01011	ecq:ECED1_2952
ko:K02411	ecq:ECED1_2207
ko:K02412	ecq:ECED1_2208
ko:K02413	ecq:ECED1_2209
ko:K02415	ecq:ECED1_2211
ko:K02416	ecq:ECED1_2212
ko:K02417	ecq:ECED1_2213
ko:K02418	ecq:ECED1_2214
ko:K02419	ecq:ECED1_2215
ko:K02420	ecq:ECED1_2216
ko:K02421	ecq:ECED1_2217
ko:K07026	ecq:ECED1_2221
ko:K09781	ecq:ECED1_2225
ko:K07458	ecq:ECED1_2227
ko:K00558	ecq:ECED1_2228
ko:K06950	ecq:ECED1_2229
ko:K05809	ecq:ECED1_3037
ko:K03179	ecq:ECED1_4755
ko:K03655	ecq:ECED1_4336
ko:K03312	ecq:ECED1_4337
ko:K09988	ecq:ECED1_4341
ko:K01624	ecq:ECED1_4343
ko:K01811	ecq:ECED1_4349
ko:K02073	ecq:ECED1_4354
ko:K06901	ecq:ECED1_4359
ko:K01486	ecq:ECED1_4360
ko:K07784	ecq:ECED1_4361
ko:K07345	ecq:ECED1_5199
ko:K01686	ecq:ECED1_5204
ko:K00040	ecq:ECED1_5205
ko:K03427	ecq:ECED1_5213
ko:K01153	ecq:ECED1_5214
ko:K02317	ecq:ECED1_5230
ko:K02344	ecq:ECED1_5242
ko:K03789	ecq:ECED1_5243
ko:K08723	ecq:ECED1_5244
ko:K06041	ecq:ECED1_3593
ko:K10107	ecq:ECED1_3594
ko:K00979	ecq:ECED1_3596
ko:K07266	ecq:ECED1_3597
ko:K07265	ecq:ECED1_3598
ko:K02036	ecq:ECED1_4415
ko:K02038	ecq:ECED1_4416
ko:K02037	ecq:ECED1_4417
ko:K02040	ecq:ECED1_4418
ko:K00820	ecq:ECED1_4419
ko:K04042	ecq:ECED1_4420
ko:K02114	ecq:ECED1_4421
ko:K02112	ecq:ECED1_4422
ko:K02115	ecq:ECED1_4423
ko:K02111	ecq:ECED1_4424
ko:K02113	ecq:ECED1_4425
ko:K02109	ecq:ECED1_4426
ko:K02110	ecq:ECED1_4427
ko:K02108	ecq:ECED1_4428
ko:K03501	ecq:ECED1_4430
ko:K03495	ecq:ECED1_4431
ko:K06205	ecq:ECED1_4432
ko:K03718	ecq:ECED1_4433
ko:K01914	ecq:ECED1_4434
ko:K03924	ecq:ECED1_4436
ko:K03549	ecq:ECED1_4437
ko:K06726	ecq:ECED1_4438
ko:K10441	ecq:ECED1_4439
ko:K10440	ecq:ECED1_4440
ko:K10439	ecq:ECED1_4441
ko:K00852	ecq:ECED1_4442
ko:K02529	ecq:ECED1_4443
ko:K09897	ecq:ECED1_4452
ko:K07391	ecq:ECED1_4453
ko:K01652	ecq:ECED1_4454
ko:K11258	ecq:ECED1_4455
ko:K00826	ecq:ECED1_4456
ko:K01687	ecq:ECED1_4457
ko:K01754	ecq:ECED1_4458
ko:K02521	ecq:ECED1_4459
ko:K00053	ecq:ECED1_4460
ko:K03769	ecq:ECED1_4461
ko:K03656	ecq:ECED1_4462
ko:K07390	ecq:ECED1_1853
ko:K04564	ecq:ECED1_1855
ko:K00574	ecq:ECED1_1860
ko:K00793	ecq:ECED1_1861
ko:K03327	ecq:ECED1_1862
ko:K08354	ecq:ECED1_1868
ko:K00873	ecq:ECED1_1875
ko:K06078	ecq:ECED1_1876
ko:K02426	ecq:ECED1_1878
ko:K09015	ecq:ECED1_1880
ko:K09013	ecq:ECED1_1881
ko:K09014	ecq:ECED1_1882
ko:K05997	ecq:ECED1_1883
ko:K03785	ecq:ECED1_1892
ko:K00313	ecq:ECED1_1901
ko:K01007	ecq:ECED1_1904
ko:K09773	ecq:ECED1_1905
ko:K01626	ecq:ECED1_1906
ko:K07264	ecq:ECED1_2724
ko:K01911	ecq:ECED1_2728
ko:K02549	ecq:ECED1_2729
ko:K01661	ecq:ECED1_2730
ko:K08680	ecq:ECED1_2731
ko:K02551	ecq:ECED1_2732
ko:K02552	ecq:ECED1_2733
ko:K05594	ecq:ECED1_2734
ko:K02348	ecq:ECED1_2735
ko:K00784	ecq:ECED1_2736
ko:K00343	ecq:ECED1_2740
ko:K00342	ecq:ECED1_2741
ko:K00341	ecq:ECED1_2742
ko:K00340	ecq:ECED1_2743
ko:K00339	ecq:ECED1_2744
ko:K00338	ecq:ECED1_2745
ko:K00337	ecq:ECED1_2746
ko:K00336	ecq:ECED1_2747
ko:K00335	ecq:ECED1_2748
ko:K00334	ecq:ECED1_2749
ko:K00331	ecq:ECED1_2751
ko:K00330	ecq:ECED1_2752
ko:K08722	ecq:ECED1_2755
ko:K09161	ecq:ECED1_2758
ko:K09899	ecq:ECED1_2759
ko:K00925	ecq:ECED1_2760
ko:K00286	ecq:ECED1_0409
ko:K09768	ecq:ECED1_0410
ko:K00891	ecq:ECED1_0411
ko:K09913	ecq:ECED1_0414
ko:K03554	ecq:ECED1_0416
ko:K00847	ecq:ECED1_0417
ko:K03546	ecq:ECED1_0419
ko:K03547	ecq:ECED1_0420
ko:K07657	ecq:ECED1_0421
ko:K07636	ecq:ECED1_0422
ko:K03311	ecq:ECED1_0424
ko:K07568	ecq:ECED1_0428
ko:K00773	ecq:ECED1_0429
ko:K03210	ecq:ECED1_0430
ko:K03072	ecq:ECED1_0431
ko:K03074	ecq:ECED1_0432
ko:K05517	ecq:ECED1_0434
ko:K07738	ecq:ECED1_0436
ko:K00794	ecq:ECED1_0438
ko:K03625	ecq:ECED1_0439
ko:K00946	ecq:ECED1_0440
ko:K01095	ecq:ECED1_0441
ko:K01662	ecq:ECED1_0443
ko:K00795	ecq:ECED1_0444
ko:K03602	ecq:ECED1_0445
ko:K03151	ecq:ECED1_0446
ko:K03152	ecq:ECED1_0447
ko:K00077	ecq:ECED1_0448
ko:K09767	ecq:ECED1_0449
ko:K02300	ecq:ECED1_0452
ko:K02299	ecq:ECED1_0453
ko:K02298	ecq:ECED1_0454
ko:K02297	ecq:ECED1_0455
ko:K08218	ecq:ECED1_0456
ko:K07286	ecq:ECED1_0457
ko:K05527	ecq:ECED1_0458
ko:K03545	ecq:ECED1_0460
ko:K00631	ecq:ECED1_4756
ko:K00901	ecq:ECED1_4757
ko:K01356	ecq:ECED1_4759
ko:K03327	ecq:ECED1_4760
ko:K09823	ecq:ECED1_4762
ko:K01626	ecq:ECED1_3040
ko:K02884	ecq:ECED1_3045
ko:K00554	ecq:ECED1_3046
ko:K02860	ecq:ECED1_3047
ko:K02025	ecq:ECED1_1519
ko:K02026	ecq:ECED1_1520
ko:K10112	ecq:ECED1_1526
ko:K06918	ecq:ECED1_1529
ko:K08990	ecq:ECED1_1530
ko:K03721	ecq:ECED1_1531
ko:K11065	ecq:ECED1_1532
ko:K00567	ecq:ECED1_1545
ko:K03543	ecq:ECED1_1548
ko:K05591	ecq:ECED1_1554
ko:K03737	ecq:ECED1_1561
ko:K03778	ecq:ECED1_1564
ko:K09978	ecq:ECED1_1567
ko:K01118	ecq:ECED1_1570
ko:K01711	ecq:ECED1_2399
ko:K03818	ecq:ECED1_2400
ko:K01991	ecq:ECED1_2408
ko:K07289	ecq:ECED1_2410
ko:K01494	ecq:ECED1_2411
ko:K00876	ecq:ECED1_2412
ko:K01247	ecq:ECED1_2414
ko:K04046	ecq:ECED1_2415
ko:K07799	ecq:ECED1_2420
ko:K07788	ecq:ECED1_2421
ko:K07789	ecq:ECED1_2422
ko:K07664	ecq:ECED1_2425
ko:K08303	ecq:ECED1_2431
ko:K06906	ecq:ECED1_2434
ko:K06908	ecq:ECED1_2438
ko:K06907	ecq:ECED1_2439
ko:K06903	ecq:ECED1_2447
ko:K01818	ecq:ECED1_3255
ko:K02431	ecq:ECED1_3257
ko:K02430	ecq:ECED1_3258
ko:K06968	ecq:ECED1_3259
ko:K08304	ecq:ECED1_3267
ko:K03488	ecq:ECED1_3272
ko:K01448	ecq:ECED1_3273
ko:K03581	ecq:ECED1_3275
ko:K03582	ecq:ECED1_3276
ko:K01407	ecq:ECED1_3277
ko:K03583	ecq:ECED1_3278
ko:K02680	ecq:ECED1_3281
ko:K02679	ecq:ECED1_3282
ko:K00560	ecq:ECED1_3283
ko:K08484	ecq:ECED1_3285
ko:K08311	ecq:ECED1_3286
ko:K03573	ecq:ECED1_3287
ko:K08227	ecq:ECED1_3291
ko:K02529	ecq:ECED1_3294
ko:K01586	ecq:ECED1_3295
ko:K01815	ecq:ECED1_3300
ko:K00626	ecq:ECED1_3301
ko:K08993	ecq:ECED1_4139
ko:K09125	ecq:ECED1_4144
ko:K07722	ecq:ECED1_4154
ko:K01993	ecq:ECED1_4157
ko:K07007	ecq:ECED1_4160
ko:K06144	ecq:ECED1_4163
ko:K06149	ecq:ECED1_4164
ko:K03305	ecq:ECED1_4165
ko:K01414	ecq:ECED1_4167
ko:K07115	ecq:ECED1_4168
ko:K00383	ecq:ECED1_4169
ko:K07285	ecq:ECED1_4175
ko:K07225	ecq:ECED1_4177
ko:K02016	ecq:ECED1_4180
ko:K07227	ecq:ECED1_4182
ko:K02015	ecq:ECED1_4184
ko:K02013	ecq:ECED1_4185
ko:K07507	ecq:ECED1_4186
ko:K02011	ecq:ECED1_5041
ko:K02012	ecq:ECED1_5042
ko:K07783	ecq:ECED1_5043
ko:K02990	ecq:ECED1_5050
ko:K02686	ecq:ECED1_5051
ko:K02963	ecq:ECED1_5052
ko:K02939	ecq:ECED1_5053
ko:K07154	ecq:ECED1_5055
ko:K08191	ecq:ECED1_5056
ko:K07269	ecq:ECED1_5063
ko:K03773	ecq:ECED1_5064
ko:K07322	ecq:ECED1_5068
ko:K07109	ecq:ECED1_5074
ko:K07278	ecq:ECED1_5078
ko:K09800	ecq:ECED1_5079
ko:K01507	ecq:ECED1_5082
ko:K05539	ecq:ECED1_4763
ko:K02314	ecq:ECED1_4766
ko:K01775	ecq:ECED1_4767
ko:K00658	ecq:ECED1_4771
ko:K00382	ecq:ECED1_4772
ko:K01903	ecq:ECED1_4773
ko:K01902	ecq:ECED1_4774
ko:K10126	ecq:ECED1_4778
ko:K10125	ecq:ECED1_4779
ko:K03788	ecq:ECED1_4780
ko:K03701	ecq:ECED1_4783
ko:K03111	ecq:ECED1_4784
ko:K06901	ecq:ECED1_4790
ko:K01895	ecq:ECED1_4797
ko:K03385	ecq:ECED1_4798
ko:K00990	ecq:ECED1_0172
ko:K01265	ecq:ECED1_0173
ko:K02967	ecq:ECED1_0175
ko:K02357	ecq:ECED1_0176
ko:K09903	ecq:ECED1_0177
ko:K02838	ecq:ECED1_0178
ko:K00099	ecq:ECED1_0179
ko:K00806	ecq:ECED1_0180
ko:K00981	ecq:ECED1_0181
ko:K07277	ecq:ECED1_0183
ko:K06142	ecq:ECED1_0184
ko:K02536	ecq:ECED1_0185
ko:K02372	ecq:ECED1_0186
ko:K00677	ecq:ECED1_0187
ko:K03470	ecq:ECED1_0189
ko:K02337	ecq:ECED1_0190
ko:K01962	ecq:ECED1_0191
ko:K04075	ecq:ECED1_0194
ko:K01881	ecq:ECED1_0201
ko:K06080	ecq:ECED1_0203
ko:K02073	ecq:ECED1_0204
ko:K02072	ecq:ECED1_0205
ko:K02071	ecq:ECED1_0206
ko:K03273	ecq:ECED1_0207
ko:K06222	ecq:ECED1_0212
ko:K08307	ecq:ECED1_0216
ko:K03469	ecq:ECED1_0219
ko:K02342	ecq:ECED1_0220
ko:K03827	ecq:ECED1_1298
ko:K03608	ecq:ECED1_1316
ko:K03609	ecq:ECED1_1317
ko:K03610	ecq:ECED1_1318
ko:K09902	ecq:ECED1_1321
ko:K09160	ecq:ECED1_1323
ko:K03503	ecq:ECED1_1325
ko:K03502	ecq:ECED1_1326
ko:K03611	ecq:ECED1_1327
ko:K03314	ecq:ECED1_1328
ko:K03603	ecq:ECED1_1329
ko:K00285	ecq:ECED1_1331
ko:K01775	ecq:ECED1_1332
ko:K11105	ecq:ECED1_1333
ko:K08308	ecq:ECED1_1335
ko:K02014	ecq:ECED1_1338
ko:K03813	ecq:ECED1_1339
ko:K02013	ecq:ECED1_1341
ko:K02015	ecq:ECED1_1342
ko:K02016	ecq:ECED1_1343
ko:K05879	ecq:ECED1_1347
ko:K05878	ecq:ECED1_1348
ko:K06942	ecq:ECED1_1351
ko:K01056	ecq:ECED1_1352
ko:K03703	ecq:ECED1_2178
ko:K07689	ecq:ECED1_2179
ko:K10010	ecq:ECED1_2182
ko:K10009	ecq:ECED1_2183
ko:K05396	ecq:ECED1_2184
ko:K02424	ecq:ECED1_2185
ko:K02425	ecq:ECED1_2186
ko:K02405	ecq:ECED1_2187
ko:K02406	ecq:ECED1_2188
ko:K02407	ecq:ECED1_2189
ko:K02422	ecq:ECED1_2190
ko:K07112	ecq:ECED1_2194
ko:K06910	ecq:ECED1_2202
ko:K02408	ecq:ECED1_2204
ko:K02409	ecq:ECED1_2205
ko:K02410	ecq:ECED1_2206
ko:K00926	ecq:ECED1_0352
ko:K02688	ecq:ECED1_0363
ko:K01908	ecq:ECED1_0367
ko:K10974	ecq:ECED1_0368
ko:K04073	ecq:ECED1_0379
ko:K01666	ecq:ECED1_0380
ko:K09912	ecq:ECED1_0382
ko:K01698	ecq:ECED1_0396
ko:K01921	ecq:ECED1_0404
ko:K02019	ecq:ECED1_0723
ko:K02020	ecq:ECED1_0725
ko:K02018	ecq:ECED1_0726
ko:K03319	ecq:ECED1_0733
ko:K01681	ecq:ECED1_0735
ko:K06910	ecq:ECED1_0737
ko:K00833	ecq:ECED1_0738
ko:K01012	ecq:ECED1_0739
ko:K02169	ecq:ECED1_0741
ko:K01935	ecq:ECED1_0742
ko:K03702	ecq:ECED1_0743
ko:K03639	ecq:ECED1_0746
ko:K03638	ecq:ECED1_0747
ko:K03637	ecq:ECED1_0748
ko:K03635	ecq:ECED1_0750
ko:K06890	ecq:ECED1_0751
ko:K06890	ecq:ECED1_0752
ko:K01993	ecq:ECED1_0760
ko:K03722	ecq:ECED1_0764
ko:K07336	ecq:ECED1_0769
ko:K01696	ecq:ECED1_1468
ko:K01657	ecq:ECED1_1471
ko:K07053	ecq:ECED1_1472
ko:K06178	ecq:ECED1_1475
ko:K03168	ecq:ECED1_1481
ko:K01591	ecq:ECED1_1491
ko:K03113	ecq:ECED1_1492
ko:K04062	ecq:ECED1_1493
ko:K00208	ecq:ECED1_1499
ko:K07552	ecq:ECED1_1504
ko:K03974	ecq:ECED1_1511
ko:K03969	ecq:ECED1_1512
ko:K09802	ecq:ECED1_2358
ko:K07258	ecq:ECED1_2361
ko:K01141	ecq:ECED1_2362
ko:K07112	ecq:ECED1_2364
ko:K00765	ecq:ECED1_2368
ko:K04772	ecq:ECED1_3884
ko:K07642	ecq:ECED1_2424
ko:K02099	ecq:ECED1_0063
ko:K07279	ecq:ECED1_2699
ko:K09476	ecq:ECED1_0959
ko:K11685	ecq:ECED1_3122
ko:K11744	ecq:ECED1_1800
ko:K03760	ecq:ECED1_3549
ko:K03760	ecq:ECED1_4848
ko:K08314	ecq:ECED1_4652
ko:K11930	ecq:ECED1_1071
ko:K04771	ecq:ECED1_0168
ko:K00884	ecq:ECED1_1262
ko:K01048	ecq:ECED1_4510
ko:K01271	ecq:ECED1_4549
ko:K00060	ecq:ECED1_4302
ko:K01061	ecq:ECED1_4527
ko:K01061	ecq:ECED1_3650
ko:K01739	ecq:ECED1_4642
ko:K11901	ecq:ECED1_0239
