ko:K12132	btw:BF38_5031
ko:K11626	btw:BF38_4316
ko:K03781	btw:BF38_4319
ko:K09932	btw:BF38_4323
ko:K15973	btw:BF38_4326
ko:K01669	btw:BF38_4334
ko:K09822	btw:BF38_4336
ko:K05577	btw:BF38_4337
ko:K02548	btw:BF38_4340
ko:K02003	btw:BF38_4402
ko:K02004	btw:BF38_4403
ko:K00782	btw:BF38_4410
ko:K18929	btw:BF38_4411
ko:K18928	btw:BF38_4412
ko:K08174	btw:BF38_4419
ko:K18652	btw:BF38_4420
ko:K18654	btw:BF38_4421
ko:K18653	btw:BF38_4422
ko:K03502	btw:BF38_4428
ko:K03406	btw:BF38_4431
ko:K03837	btw:BF38_4434
ko:K01752	btw:BF38_4435
ko:K01752	btw:BF38_4436
ko:K00836	btw:BF38_4437
ko:K04656	btw:BF38_4438
ko:K04655	btw:BF38_4439
ko:K16263	btw:BF38_4442
ko:K00058	btw:BF38_4445
ko:K00831	btw:BF38_4446
ko:K01434	btw:BF38_4451
ko:K03527	btw:BF38_45
ko:K06967	btw:BF38_47
ko:K13300	btw:BF38_48
ko:K03086	btw:BF38_49
ko:K09773	btw:BF38_51
ko:K03584	btw:BF38_53
ko:K01489	btw:BF38_56
ko:K07042	btw:BF38_58
ko:K07037	btw:BF38_59
ko:K06438	btw:BF38_61
ko:K02243	btw:BF38_1
ko:K06956	btw:BF38_4
ko:K02563	btw:BF38_10
ko:K00548	btw:BF38_11
ko:K01739	btw:BF38_13
ko:K01760	btw:BF38_14
ko:K00845	btw:BF38_20
ko:K01934	btw:BF38_22
ko:K02913	btw:BF38_23
ko:K16881	btw:BF38_24
ko:K02039	btw:BF38_25
ko:K02036	btw:BF38_26
ko:K02038	btw:BF38_27
ko:K02037	btw:BF38_28
ko:K02040	btw:BF38_29
ko:K08222	btw:BF38_31
ko:K04564	btw:BF38_32
ko:K03526	btw:BF38_36
ko:K02076	btw:BF38_37
ko:K09816	btw:BF38_38
ko:K09817	btw:BF38_39
ko:K01151	btw:BF38_42
ko:K18692	btw:BF38_43
ko:K07816	btw:BF38_100
ko:K01077	btw:BF38_102
ko:K16937	btw:BF38_105
ko:K14647	btw:BF38_111
ko:K00500	btw:BF38_112
ko:K01724	btw:BF38_113
ko:K07104	btw:BF38_114
ko:K02013	btw:BF38_121
ko:K02015	btw:BF38_122
ko:K02016	btw:BF38_123
ko:K04072	btw:BF38_125
ko:K17217	btw:BF38_126
ko:K17216	btw:BF38_127
ko:K01243	btw:BF38_128
ko:K17462	btw:BF38_129
ko:K03624	btw:BF38_133
ko:K00876	btw:BF38_134
ko:K08303	btw:BF38_135
ko:K08303	btw:BF38_136
ko:K07082	btw:BF38_138
ko:K07447	btw:BF38_140
ko:K01872	btw:BF38_142
ko:K03581	btw:BF38_148
ko:K00566	btw:BF38_150
ko:K04487	btw:BF38_151
ko:K17472	btw:BF38_152
ko:K07478	btw:BF38_153
ko:K11754	btw:BF38_209
ko:K01873	btw:BF38_210
ko:K06417	btw:BF38_212
ko:K01845	btw:BF38_213
ko:K01698	btw:BF38_214
ko:K01719	btw:BF38_215
ko:K01749	btw:BF38_216
ko:K02497	btw:BF38_217
ko:K02492	btw:BF38_218
ko:K03978	btw:BF38_221
ko:K01338	btw:BF38_222
ko:K04076	btw:BF38_223
ko:K03544	btw:BF38_224
ko:K03545	btw:BF38_225
ko:K07095	btw:BF38_234
ko:K02428	btw:BF38_235
ko:K00989	btw:BF38_236
ko:K06298	btw:BF38_237
ko:K01776	btw:BF38_238
ko:K08168	btw:BF38_239
ko:K01994	btw:BF38_244
ko:K02035	btw:BF38_249
ko:K02034	btw:BF38_250
ko:K02033	btw:BF38_251
ko:K06188	btw:BF38_260
ko:K01992	btw:BF38_262
ko:K01990	btw:BF38_263
ko:K09117	btw:BF38_63
ko:K02970	btw:BF38_64
ko:K18707	btw:BF38_65
ko:K09761	btw:BF38_66
ko:K02687	btw:BF38_67
ko:K03686	btw:BF38_68
ko:K04043	btw:BF38_69
ko:K03687	btw:BF38_70
ko:K03705	btw:BF38_71
ko:K03596	btw:BF38_74
ko:K06012	btw:BF38_76
ko:K02968	btw:BF38_77
ko:K02340	btw:BF38_78
ko:K02340	btw:BF38_79
ko:K02238	btw:BF38_81
ko:K02237	btw:BF38_83
ko:K02239	btw:BF38_84
ko:K09710	btw:BF38_86
ko:K00969	btw:BF38_88
ko:K07574	btw:BF38_89
ko:K00014	btw:BF38_90
ko:K06948	btw:BF38_91
ko:K07015	btw:BF38_92
ko:K06371	btw:BF38_93
ko:K01613	btw:BF38_94
ko:K03091	btw:BF38_95
ko:K02913	btw:BF38_98
ko:K15976	btw:BF38_99
ko:K01876	btw:BF38_156
ko:K01892	btw:BF38_157
ko:K07560	btw:BF38_160
ko:K00951	btw:BF38_161
ko:K00759	btw:BF38_162
ko:K07462	btw:BF38_163
ko:K12257	btw:BF38_165
ko:K06409	btw:BF38_167
ko:K03210	btw:BF38_170
ko:K00773	btw:BF38_171
ko:K07568	btw:BF38_172
ko:K03551	btw:BF38_174
ko:K03550	btw:BF38_175
ko:K02016	btw:BF38_176
ko:K06318	btw:BF38_177
ko:K06370	btw:BF38_180
ko:K03517	btw:BF38_181
ko:K00767	btw:BF38_182
ko:K00278	btw:BF38_183
ko:K04487	btw:BF38_184
ko:K07105	btw:BF38_185
ko:K04518	btw:BF38_187
ko:K02004	btw:BF38_188
ko:K02004	btw:BF38_189
ko:K02003	btw:BF38_190
ko:K03979	btw:BF38_193
ko:K06375	btw:BF38_194
ko:K02899	btw:BF38_195
ko:K07584	btw:BF38_196
ko:K02888	btw:BF38_197
ko:K08301	btw:BF38_198
ko:K06402	btw:BF38_199
ko:K06401	btw:BF38_200
ko:K03609	btw:BF38_201
ko:K03610	btw:BF38_202
ko:K03571	btw:BF38_203
ko:K03570	btw:BF38_204
ko:K03569	btw:BF38_205
ko:K03630	btw:BF38_206
ko:K06287	btw:BF38_207
ko:K06380	btw:BF38_208
ko:K06950	btw:BF38_319
ko:K07052	btw:BF38_320
ko:K07052	btw:BF38_321
ko:K02887	btw:BF38_329
ko:K02916	btw:BF38_330
ko:K02520	btw:BF38_331
ko:K01868	btw:BF38_332
ko:K11144	btw:BF38_334
ko:K03346	btw:BF38_335
ko:K07738	btw:BF38_336
ko:K01611	btw:BF38_337
ko:K00134	btw:BF38_338
ko:K00859	btw:BF38_339
ko:K10563	btw:BF38_341
ko:K07636	btw:BF38_343
ko:K07658	btw:BF38_344
ko:K00024	btw:BF38_348
ko:K00031	btw:BF38_349
ko:K01647	btw:BF38_350
ko:K07113	btw:BF38_353
ko:K00873	btw:BF38_354
ko:K00850	btw:BF38_355
ko:K01962	btw:BF38_356
ko:K01963	btw:BF38_357
ko:K00027	btw:BF38_359
ko:K02337	btw:BF38_360
ko:K01259	btw:BF38_428
ko:K03810	btw:BF38_433
ko:K03282	btw:BF38_434
ko:K02529	btw:BF38_439
ko:K03817	btw:BF38_447
ko:K01924	btw:BF38_450
ko:K00763	btw:BF38_451
ko:K03466	btw:BF38_452
ko:K06878	btw:BF38_454
ko:K03439	btw:BF38_461
ko:K01975	btw:BF38_465
ko:K01439	btw:BF38_466
ko:K06183	btw:BF38_468
ko:K07007	btw:BF38_470
ko:K00034	btw:BF38_478
ko:K05340	btw:BF38_479
ko:K03636	btw:BF38_481
ko:K03635	btw:BF38_482
ko:K03753	btw:BF38_483
ko:K02051	btw:BF38_541
ko:K02049	btw:BF38_542
ko:K02050	btw:BF38_543
ko:K07025	btw:BF38_546
ko:K07173	btw:BF38_552
ko:K08998	btw:BF38_554
ko:K01673	btw:BF38_553
ko:K00425	btw:BF38_555
ko:K00426	btw:BF38_556
ko:K03969	btw:BF38_565
ko:K04759	btw:BF38_569
ko:K04758	btw:BF38_570
ko:K16789	btw:BF38_571
ko:K07284	btw:BF38_574
ko:K00760	btw:BF38_578
ko:K02004	btw:BF38_586
ko:K02003	btw:BF38_587
ko:K13653	btw:BF38_588
ko:K11636	btw:BF38_591
ko:K11636	btw:BF38_592
ko:K11635	btw:BF38_593
ko:K11636	btw:BF38_594
ko:K01810	btw:BF38_657
ko:K09779	btw:BF38_658
ko:K07570	btw:BF38_659
ko:K10907	btw:BF38_660
ko:K00090	btw:BF38_662
ko:K14155	btw:BF38_665
ko:K04565	btw:BF38_666
ko:K06347	btw:BF38_668
ko:K06348	btw:BF38_669
ko:K01880	btw:BF38_673
ko:K03523	btw:BF38_676
ko:K00963	btw:BF38_678
ko:K01835	btw:BF38_679
ko:K01255	btw:BF38_681
ko:K03885	btw:BF38_685
ko:K01778	btw:BF38_696
ko:K03885	btw:BF38_698
ko:K02069	btw:BF38_701
ko:K06193	btw:BF38_702
ko:K07052	btw:BF38_704
ko:K00355	btw:BF38_712
ko:K01821	btw:BF38_1100
ko:K06885	btw:BF38_1101
ko:K02016	btw:BF38_1102
ko:K02013	btw:BF38_1103
ko:K02015	btw:BF38_1104
ko:K02015	btw:BF38_1105
ko:K06314	btw:BF38_1107
ko:K16869	btw:BF38_1109
ko:K00625	btw:BF38_1110
ko:K01449	btw:BF38_1113
ko:K06305	btw:BF38_1114
ko:K10716	btw:BF38_1117
ko:K03648	btw:BF38_1121
ko:K00003	btw:BF38_1127
ko:K00651	btw:BF38_1128
ko:K01740	btw:BF38_1129
ko:K01560	btw:BF38_1131
ko:K07652	btw:BF38_1185
ko:K07668	btw:BF38_1186
ko:K01939	btw:BF38_1191
ko:K02939	btw:BF38_1193
ko:K02963	btw:BF38_1196
ko:K03111	btw:BF38_1197
ko:K02990	btw:BF38_1198
ko:K06942	btw:BF38_1199
ko:K03497	btw:BF38_1203
ko:K03496	btw:BF38_1204
ko:K03497	btw:BF38_1205
ko:K03501	btw:BF38_1206
ko:K03495	btw:BF38_1207
ko:K03650	btw:BF38_1208
ko:K06346	btw:BF38_1209
ko:K03217	btw:BF38_1210
ko:K03536	btw:BF38_1211
ko:K02914	btw:BF38_1212
ko:K02313	btw:BF38_1213
ko:K02338	btw:BF38_1214
ko:K03629	btw:BF38_1216
ko:K02469	btw:BF38_1219
ko:K00088	btw:BF38_1225
ko:K07258	btw:BF38_1226
ko:K06215	btw:BF38_1227
ko:K08681	btw:BF38_1228
ko:K01875	btw:BF38_1229
ko:K15519	btw:BF38_1232
ko:K15518	btw:BF38_1233
ko:K11991	btw:BF38_1235
ko:K02343	btw:BF38_1236
ko:K09747	btw:BF38_1237
ko:K06187	btw:BF38_1238
ko:K06317	btw:BF38_1240
ko:K04567	btw:BF38_1299
ko:K03708	btw:BF38_1317
ko:K03696	btw:BF38_1320
ko:K04485	btw:BF38_1321
ko:K07067	btw:BF38_1322
ko:K00991	btw:BF38_1324
ko:K01770	btw:BF38_1325
ko:K09698	btw:BF38_1326
ko:K00640	btw:BF38_1327
ko:K01883	btw:BF38_1328
ko:K11145	btw:BF38_1329
ko:K03218	btw:BF38_1330
ko:K06962	btw:BF38_1331
ko:K03091	btw:BF38_1332
ko:K03073	btw:BF38_1333
ko:K02601	btw:BF38_1334
ko:K02867	btw:BF38_1335
ko:K02863	btw:BF38_1336
ko:K02864	btw:BF38_1337
ko:K02935	btw:BF38_1338
ko:K00564	btw:BF38_1339
ko:K03043	btw:BF38_1340
ko:K03046	btw:BF38_1341
ko:K07590	btw:BF38_1342
ko:K02950	btw:BF38_1343
ko:K02992	btw:BF38_1344
ko:K02355	btw:BF38_1345
ko:K02358	btw:BF38_1346
ko:K02946	btw:BF38_1347
ko:K02906	btw:BF38_1348
ko:K02926	btw:BF38_1349
ko:K02892	btw:BF38_1350
ko:K02886	btw:BF38_1351
ko:K02965	btw:BF38_1352
ko:K02890	btw:BF38_1353
ko:K02982	btw:BF38_1354
ko:K02878	btw:BF38_1355
ko:K02904	btw:BF38_1356
ko:K02961	btw:BF38_1357
ko:K02874	btw:BF38_1358
ko:K02895	btw:BF38_1359
ko:K00059	btw:BF38_1422
ko:K02072	btw:BF38_1423
ko:K02071	btw:BF38_1424
ko:K02073	btw:BF38_1425
ko:K07552	btw:BF38_1431
ko:K02033	btw:BF38_1434
ko:K02034	btw:BF38_1435
ko:K15580	btw:BF38_1438
ko:K15580	btw:BF38_1444
ko:K02035	btw:BF38_1445
ko:K00286	btw:BF38_1447
ko:K03811	btw:BF38_1448
ko:K05340	btw:BF38_1449
ko:K02018	btw:BF38_1450
ko:K02020	btw:BF38_1451
ko:K07219	btw:BF38_1452
ko:K00655	btw:BF38_1459
ko:K03424	btw:BF38_1466
ko:K06901	btw:BF38_1533
ko:K06889	btw:BF38_1540
ko:K01784	btw:BF38_1551
ko:K06153	btw:BF38_1558
ko:K01588	btw:BF38_1573
ko:K01589	btw:BF38_1574
ko:K01756	btw:BF38_1575
ko:K01923	btw:BF38_1576
ko:K01952	btw:BF38_1577
ko:K01952	btw:BF38_1578
ko:K01952	btw:BF38_1579
ko:K00764	btw:BF38_1580
ko:K01933	btw:BF38_1581
ko:K11175	btw:BF38_1582
ko:K00602	btw:BF38_1583
ko:K01945	btw:BF38_1584
ko:K07094	btw:BF38_1588
ko:K03657	btw:BF38_1589
ko:K01972	btw:BF38_1590
ko:K07090	btw:BF38_1592
ko:K00294	btw:BF38_1593
ko:K02029	btw:BF38_1653
ko:K02030	btw:BF38_1654
ko:K02028	btw:BF38_1655
ko:K03406	btw:BF38_1656
ko:K03402	btw:BF38_1657
ko:K01478	btw:BF38_1658
ko:K00611	btw:BF38_1659
ko:K03758	btw:BF38_1660
ko:K00926	btw:BF38_1661
ko:K01187	btw:BF38_1664
ko:K06896	btw:BF38_1666
ko:K01421	btw:BF38_1667
ko:K03169	btw:BF38_1668
ko:K00878	btw:BF38_1669
ko:K00788	btw:BF38_1670
ko:K07791	btw:BF38_1671
ko:K03406	btw:BF38_1672
ko:K02049	btw:BF38_1676
ko:K01183	btw:BF38_1678
ko:K07729	btw:BF38_1686
ko:K06902	btw:BF38_1688
ko:K01881	btw:BF38_1691
ko:K05795	btw:BF38_1695
ko:K05795	btw:BF38_1696
ko:K01537	btw:BF38_1700
ko:K01104	btw:BF38_1702
ko:K00265	btw:BF38_1759
ko:K01845	btw:BF38_1760
ko:K01990	btw:BF38_1761
ko:K01992	btw:BF38_1762
ko:K01992	btw:BF38_1763
ko:K08713	btw:BF38_1764
ko:K03564	btw:BF38_1765
ko:K09825	btw:BF38_1766
ko:K03574	btw:BF38_1789
ko:K18979	btw:BF38_1793
ko:K03216	btw:BF38_1795
ko:K07180	btw:BF38_1798
ko:K09786	btw:BF38_1799
ko:K01387	btw:BF38_1804
ko:K07192	btw:BF38_1806
ko:K03406	btw:BF38_1807
ko:K03300	btw:BF38_1810
ko:K02443	btw:BF38_1814
ko:K05816	btw:BF38_1815
ko:K05814	btw:BF38_1816
ko:K05815	btw:BF38_1817
ko:K05813	btw:BF38_1818
ko:K01118	btw:BF38_1133
ko:K00868	btw:BF38_1136
ko:K18967	btw:BF38_1137
ko:K06200	btw:BF38_1139
ko:K08369	btw:BF38_1141
ko:K05946	btw:BF38_1142
ko:K06595	btw:BF38_1146
ko:K12267	btw:BF38_1158
ko:K05339	btw:BF38_1160
ko:K05338	btw:BF38_1161
ko:K07705	btw:BF38_1162
ko:K07704	btw:BF38_1163
ko:K00491	btw:BF38_1166
ko:K04564	btw:BF38_1167
ko:K01784	btw:BF38_1171
ko:K11068	btw:BF38_1172
ko:K00364	btw:BF38_1176
ko:K00783	btw:BF38_1179
ko:K00943	btw:BF38_1249
ko:K02341	btw:BF38_1250
ko:K07461	btw:BF38_1254
ko:K07056	btw:BF38_1255
ko:K06284	btw:BF38_1256
ko:K01874	btw:BF38_1257
ko:K03424	btw:BF38_1258
ko:K05985	btw:BF38_1259
ko:K02528	btw:BF38_1260
ko:K06436	btw:BF38_1261
ko:K06423	btw:BF38_1263
ko:K00919	btw:BF38_1264
ko:K09685	btw:BF38_1265
ko:K09022	btw:BF38_1266
ko:K06412	btw:BF38_1267
ko:K04042	btw:BF38_1268
ko:K00948	btw:BF38_1269
ko:K01056	btw:BF38_1270
ko:K03723	btw:BF38_1273
ko:K04769	btw:BF38_1274
ko:K02499	btw:BF38_1276
ko:K13052	btw:BF38_1280
ko:K07571	btw:BF38_1281
ko:K06382	btw:BF38_1284
ko:K04075	btw:BF38_1285
ko:K00760	btw:BF38_1286
ko:K03798	btw:BF38_1287
ko:K03525	btw:BF38_1288
ko:K04083	btw:BF38_1289
ko:K01738	btw:BF38_1290
ko:K01665	btw:BF38_1291
ko:K01664	btw:BF38_1292
ko:K02619	btw:BF38_1293
ko:K00796	btw:BF38_1294
ko:K01633	btw:BF38_1295
ko:K00950	btw:BF38_1296
ko:K02931	btw:BF38_1360
ko:K02954	btw:BF38_1361
ko:K02994	btw:BF38_1362
ko:K02933	btw:BF38_1363
ko:K02881	btw:BF38_1364
ko:K02988	btw:BF38_1365
ko:K02907	btw:BF38_1366
ko:K02876	btw:BF38_1367
ko:K03076	btw:BF38_1368
ko:K00939	btw:BF38_1369
ko:K01265	btw:BF38_1370
ko:K02518	btw:BF38_1371
ko:K02919	btw:BF38_1372
ko:K02952	btw:BF38_1373
ko:K02948	btw:BF38_1374
ko:K03040	btw:BF38_1375
ko:K02879	btw:BF38_1376
ko:K16786	btw:BF38_1377
ko:K16787	btw:BF38_1378
ko:K16785	btw:BF38_1379
ko:K06173	btw:BF38_1380
ko:K02871	btw:BF38_1381
ko:K02996	btw:BF38_1382
ko:K01448	btw:BF38_1384
ko:K03593	btw:BF38_1385
ko:K06294	btw:BF38_1386
ko:K06349	btw:BF38_1387
ko:K00865	btw:BF38_1403
ko:K01476	btw:BF38_1404
ko:K18672	btw:BF38_1405
ko:K03431	btw:BF38_1407
ko:K00820	btw:BF38_1408
ko:K11476	btw:BF38_1410
ko:K00851	btw:BF38_1411
ko:K03299	btw:BF38_1412
ko:K00033	btw:BF38_1413
ko:K16937	btw:BF38_1418
ko:K01992	btw:BF38_1475
ko:K01992	btw:BF38_1476
ko:K02035	btw:BF38_1479
ko:K02033	btw:BF38_1480
ko:K02034	btw:BF38_1481
ko:K00457	btw:BF38_1489
ko:K00451	btw:BF38_1491
ko:K01921	btw:BF38_1493
ko:K01929	btw:BF38_1494
ko:K05592	btw:BF38_1495
ko:K00997	btw:BF38_1498
ko:K01775	btw:BF38_1500
ko:K07723	btw:BF38_1501
ko:K07171	btw:BF38_1502
ko:K06959	btw:BF38_1503
ko:K03095	btw:BF38_1504
ko:K06925	btw:BF38_1522
ko:K14742	btw:BF38_1523
ko:K03789	btw:BF38_1524
ko:K01409	btw:BF38_1525
ko:K06158	btw:BF38_1526
ko:K01926	btw:BF38_1527
ko:K07052	btw:BF38_1529
ko:K04078	btw:BF38_1530
ko:K04077	btw:BF38_1531
ko:K01951	btw:BF38_1532
ko:K02071	btw:BF38_1596
ko:K02072	btw:BF38_1597
ko:K02073	btw:BF38_1598
ko:K02435	btw:BF38_1604
ko:K02433	btw:BF38_1605
ko:K02434	btw:BF38_1606
ko:K07029	btw:BF38_1607
ko:K01091	btw:BF38_1608
ko:K07250	btw:BF38_1609
ko:K00135	btw:BF38_1611
ko:K03297	btw:BF38_1612
ko:K03317	btw:BF38_1616
ko:K03215	btw:BF38_1617
ko:K07043	btw:BF38_1621
ko:K03315	btw:BF38_1624
ko:K14665	btw:BF38_1626
ko:K03387	btw:BF38_1628
ko:K03386	btw:BF38_1629
ko:K00899	btw:BF38_1630
ko:K08963	btw:BF38_1631
ko:K01628	btw:BF38_1632
ko:K02015	btw:BF38_1633
ko:K02015	btw:BF38_1634
ko:K02016	btw:BF38_1635
ko:K06325	btw:BF38_1639
ko:K06325	btw:BF38_1640
ko:K07074	btw:BF38_1648
ko:K07058	btw:BF38_1704
ko:K01534	btw:BF38_1705
ko:K03100	btw:BF38_1709
ko:K08978	btw:BF38_1712
ko:K07300	btw:BF38_1715
ko:K01676	btw:BF38_1719
ko:K01247	btw:BF38_1721
ko:K06173	btw:BF38_1723
ko:K01425	btw:BF38_1730
ko:K02803	btw:BF38_1731
ko:K02804	btw:BF38_1731
ko:K01784	btw:BF38_1737
ko:K00656	btw:BF38_1739
ko:K04069	btw:BF38_1740
ko:K03429	btw:BF38_1741
ko:K07071	btw:BF38_1745
ko:K03565	btw:BF38_1746
ko:K06428	btw:BF38_1749
ko:K07038	btw:BF38_1751
ko:K03575	btw:BF38_1752
ko:K06422	btw:BF38_1754
ko:K07586	btw:BF38_1756
ko:K11085	btw:BF38_1757
ko:K03406	btw:BF38_1824
ko:K11614	btw:BF38_1825
ko:K11616	btw:BF38_1827
ko:K00027	btw:BF38_1828
ko:K00375	btw:BF38_1831
ko:K02379	btw:BF38_1837
ko:K00123	btw:BF38_1838
ko:K01126	btw:BF38_1840
ko:K00259	btw:BF38_1841
ko:K03294	btw:BF38_1842
ko:K01534	btw:BF38_1844
ko:K00763	btw:BF38_1845
ko:K11535	btw:BF38_1854
ko:K08234	btw:BF38_1855
ko:K01744	btw:BF38_1857
ko:K03303	btw:BF38_1858
ko:K06425	btw:BF38_1860
ko:K03305	btw:BF38_1861
ko:K02016	btw:BF38_1862
ko:K02015	btw:BF38_1863
ko:K02015	btw:BF38_1864
ko:K02013	btw:BF38_1865
ko:K00639	btw:BF38_1866
ko:K00762	btw:BF38_1868
ko:K03574	btw:BF38_1869
ko:K04748	btw:BF38_1871
ko:K06131	btw:BF38_1872
ko:K03758	btw:BF38_1876
ko:K03486	btw:BF38_1877
ko:K02818	btw:BF38_1878
ko:K02819	btw:BF38_1878
ko:K01226	btw:BF38_1879
ko:K06295	btw:BF38_1882
ko:K07052	btw:BF38_1883
ko:K03310	btw:BF38_1885
ko:K10041	btw:BF38_1886
ko:K10039	btw:BF38_1887
ko:K10040	btw:BF38_1888
ko:K10040	btw:BF38_1889
ko:K02205	btw:BF38_1890
ko:K03088	btw:BF38_1893
ko:K03321	btw:BF38_1900
ko:K02035	btw:BF38_1903
ko:K02034	btw:BF38_1904
ko:K02033	btw:BF38_1905
ko:K02445	btw:BF38_1908
ko:K02529	btw:BF38_1911
ko:K00852	btw:BF38_1912
ko:K06726	btw:BF38_1913
ko:K10441	btw:BF38_1914
ko:K10440	btw:BF38_1915
ko:K10439	btw:BF38_1916
ko:K00616	btw:BF38_1917
ko:K09607	btw:BF38_1918
ko:K00004	btw:BF38_1920
ko:K01114	btw:BF38_1922
ko:K06153	btw:BF38_1928
ko:K03707	btw:BF38_1992
ko:K15600	btw:BF38_1993
ko:K15599	btw:BF38_1994
ko:K15598	btw:BF38_1995
ko:K10810	btw:BF38_1996
ko:K03153	btw:BF38_1997
ko:K03154	btw:BF38_1998
ko:K03149	btw:BF38_1999
ko:K00941	btw:BF38_2001
ko:K01546	btw:BF38_2005
ko:K01547	btw:BF38_2006
ko:K01548	btw:BF38_2007
ko:K07646	btw:BF38_2008
ko:K06901	btw:BF38_2013
ko:K03611	btw:BF38_2019
ko:K03498	btw:BF38_2042
ko:K03324	btw:BF38_2043
ko:K01992	btw:BF38_2100
ko:K03758	btw:BF38_2101
ko:K01776	btw:BF38_2102
ko:K00131	btw:BF38_2104
ko:K02424	btw:BF38_2107
ko:K10009	btw:BF38_2108
ko:K10010	btw:BF38_2109
ko:K01652	btw:BF38_2118
ko:K01575	btw:BF38_2119
ko:K03652	btw:BF38_2120
ko:K03321	btw:BF38_2127
ko:K03070	btw:BF38_2131
ko:K01448	btw:BF38_2146
ko:K04749	btw:BF38_2227
ko:K04757	btw:BF38_2228
ko:K03090	btw:BF38_2229
ko:K01447	btw:BF38_6190
ko:K02032	btw:BF38_1906
ko:K02031	btw:BF38_1907
ko:K01117	btw:BF38_1923
ko:K19175	btw:BF38_2169
ko:K19169	btw:BF38_2177
ko:K07451	btw:BF38_5752
ko:K19173	btw:BF38_2167
ko:K19167	btw:BF38_6238
ko:K00020	btw:BF38_3542
ko:K00020	btw:BF38_5215
ko:K19271	btw:BF38_3589
ko:K00663	btw:BF38_4116
ko:K07496	btw:BF38_5480
ko:K07496	btw:BF38_5488
ko:K07496	btw:BF38_5493
ko:K07496	btw:BF38_5643
ko:K07496	btw:BF38_4858
ko:K19294	btw:BF38_2137
ko:K01990	btw:BF38_4217
ko:K11036	btw:BF38_4302
ko:K01990	btw:BF38_1123
ko:K01567	btw:BF38_1720
ko:K15640	btw:BF38_5104
ko:K03722	btw:BF38_2781
ko:K03722	btw:BF38_2761
ko:K01992	btw:BF38_2963
ko:K02277	btw:BF38_5111
ko:K01436	btw:BF38_2594
ko:K11638	btw:BF38_2164
ko:K19302	btw:BF38_2510
ko:K01985	btw:BF38_1223
ko:K01985	btw:BF38_1572
ko:K01985	btw:BF38_1566
ko:K01985	btw:BF38_1545
ko:K01985	btw:BF38_1246
ko:K01985	btw:BF38_1316
ko:K01985	btw:BF38_1557
ko:K01985	btw:BF38_1539
ko:K01985	btw:BF38_1519
ko:K01985	btw:BF38_1771
ko:K01985	btw:BF38_1393
ko:K01985	btw:BF38_1303
ko:K01985	btw:BF38_1967
ko:K01985	btw:BF38_650
ko:K02031	btw:BF38_2158
ko:K19405	btw:BF38_1319
ko:K16164	btw:BF38_4195
ko:K16044	btw:BF38_4773
ko:K01992	btw:BF38_1010
ko:K01990	btw:BF38_2579
ko:K01990	btw:BF38_4841
ko:K19411	btw:BF38_1318
ko:K19350	btw:BF38_3717
ko:K06419	btw:BF38_2110
ko:K03574	btw:BF38_548
ko:K06867	btw:BF38_1813
ko:K06867	btw:BF38_432
ko:K01436	btw:BF38_1950
ko:K07496	btw:BF38_375
ko:K19302	btw:BF38_3694
ko:K19302	btw:BF38_520
ko:K13613	btw:BF38_5608
ko:K18567	btw:BF38_777
ko:K13614	btw:BF38_5607
ko:K13614	btw:BF38_5609
ko:K06881	btw:BF38_363
ko:K02476	btw:BF38_1808
ko:K00887	btw:BF38_57
ko:K14218	btw:BF38_1243
ko:K14218	btw:BF38_1312
ko:K14218	btw:BF38_641
ko:K14218	btw:BF38_1977
ko:K14218	btw:BF38_1402
ko:K14222	btw:BF38_1785
ko:K19689	btw:BF38_443
ko:K14228	btw:BF38_1512
ko:K14228	btw:BF38_1786
ko:K14228	btw:BF38_646
ko:K14228	btw:BF38_1307
ko:K14228	btw:BF38_1972
ko:K14228	btw:BF38_1309
ko:K14228	btw:BF38_1974
ko:K14228	btw:BF38_644
ko:K14219	btw:BF38_1513
ko:K14219	btw:BF38_643
ko:K14219	btw:BF38_1975
ko:K14219	btw:BF38_1310
ko:K14219	btw:BF38_232
ko:K14219	btw:BF38_871
ko:K14232	btw:BF38_1514
ko:K14232	btw:BF38_1311
ko:K14232	btw:BF38_642
ko:K14232	btw:BF38_1976
ko:K14225	btw:BF38_1515
ko:K14225	btw:BF38_1792
ko:K14225	btw:BF38_632
ko:K14225	btw:BF38_233
ko:K14225	btw:BF38_1308
ko:K14225	btw:BF38_1784
ko:K14225	btw:BF38_645
ko:K14225	btw:BF38_1973
ko:K14225	btw:BF38_1401
ko:K14231	btw:BF38_1778
ko:K14231	btw:BF38_635
ko:K14231	btw:BF38_1982
ko:K14231	btw:BF38_1187
ko:K14236	btw:BF38_1398
ko:K14236	btw:BF38_1969
ko:K14236	btw:BF38_1780
ko:K14235	btw:BF38_1781
ko:K14235	btw:BF38_1984
ko:K14226	btw:BF38_1782
ko:K14226	btw:BF38_647
ko:K14237	btw:BF38_1397
ko:K14237	btw:BF38_649
ko:K14237	btw:BF38_1508
ko:K14237	btw:BF38_1775
ko:K14237	btw:BF38_1968
ko:K14237	btw:BF38_1304
ko:K14237	btw:BF38_2494
ko:K14230	btw:BF38_1520
ko:K14230	btw:BF38_1980
ko:K14230	btw:BF38_1776
ko:K14230	btw:BF38_637
ko:K14223	btw:BF38_1399
ko:K14223	btw:BF38_1970
ko:K14223	btw:BF38_1510
ko:K14223	btw:BF38_1783
