ko:K07050	bsz:DK67_1949
ko:K06147	bsz:DK67_1894
ko:K06179	bsz:DK67_1895
ko:K01091	bsz:DK67_1897
ko:K01915	bsz:DK67_1899
ko:K04751	bsz:DK67_1900
ko:K01091	bsz:DK67_1903
ko:K01807	bsz:DK67_1904
ko:K09924	bsz:DK67_1905
ko:K00383	bsz:DK67_1906
ko:K01626	bsz:DK67_1907
ko:K00901	bsz:DK67_1908
ko:K01916	bsz:DK67_1909
ko:K01885	bsz:DK67_1911
ko:K00029	bsz:DK67_1912
ko:K02066	bsz:DK67_1914
ko:K02065	bsz:DK67_1915
ko:K02067	bsz:DK67_1916
ko:K18480	bsz:DK67_1917
ko:K04755	bsz:DK67_1919
ko:K00059	bsz:DK67_2735
ko:K00036	bsz:DK67_2736
ko:K01057	bsz:DK67_2737
ko:K01690	bsz:DK67_2738
ko:K01491	bsz:DK67_2739
ko:K00286	bsz:DK67_2740
ko:K01885	bsz:DK67_1142
ko:K01356	bsz:DK67_1143
ko:K03750	bsz:DK67_1145
ko:K03637	bsz:DK67_1146
ko:K01609	bsz:DK67_1147
ko:K00766	bsz:DK67_1148
ko:K03770	bsz:DK67_1149
ko:K01803	bsz:DK67_1150
ko:K03075	bsz:DK67_1151
ko:K01937	bsz:DK67_1153
ko:K01627	bsz:DK67_1154
ko:K01689	bsz:DK67_1155
ko:K00161	bsz:DK67_1158
ko:K00162	bsz:DK67_1159
ko:K00627	bsz:DK67_1160
ko:K00382	bsz:DK67_1161
ko:K00382	bsz:DK67_1162
ko:K03644	bsz:DK67_1163
ko:K00790	bsz:DK67_1984
ko:K00013	bsz:DK67_1986
ko:K02518	bsz:DK67_1989
ko:K06287	bsz:DK67_1990
ko:K09862	bsz:DK67_1991
ko:K18334	bsz:DK67_1994
ko:K18335	bsz:DK67_1996
ko:K03534	bsz:DK67_1999
ko:K10112	bsz:DK67_2001
ko:K02026	bsz:DK67_2002
ko:K02025	bsz:DK67_2003
ko:K02027	bsz:DK67_2004
ko:K00305	bsz:DK67_2007
ko:K00303	bsz:DK67_2012
ko:K00262	bsz:DK67_2013
ko:K05845	bsz:DK67_2015
ko:K05846	bsz:DK67_2016
ko:K05847	bsz:DK67_2017
ko:K05846	bsz:DK67_2018
ko:K00941	bsz:DK67_2022
ko:K03153	bsz:DK67_2023
ko:K03154	bsz:DK67_2024
ko:K03149	bsz:DK67_2025
ko:K00788	bsz:DK67_2026
ko:K15598	bsz:DK67_2027
ko:K03707	bsz:DK67_2028
ko:K00133	bsz:DK67_2840
ko:K10778	bsz:DK67_2842
ko:K00052	bsz:DK67_2843
ko:K09791	bsz:DK67_2844
ko:K07157	bsz:DK67_2846
ko:K05838	bsz:DK67_2847
ko:K06886	bsz:DK67_2851
ko:K01476	bsz:DK67_2853
ko:K10680	bsz:DK67_2855
ko:K06959	bsz:DK67_2857
ko:K00128	bsz:DK67_2862
ko:K01433	bsz:DK67_2863
ko:K01443	bsz:DK67_2865
ko:K00820	bsz:DK67_2866
ko:K03710	bsz:DK67_2867
ko:K00101	bsz:DK67_2873
ko:K01775	bsz:DK67_2876
ko:K00285	bsz:DK67_2877
ko:K00822	bsz:DK67_2879
ko:K05836	bsz:DK67_2880
ko:K01468	bsz:DK67_2882
ko:K01745	bsz:DK67_2883
ko:K01479	bsz:DK67_2884
ko:K01712	bsz:DK67_2885
ko:K09975	bsz:DK67_2886
ko:K00824	bsz:DK67_2887
ko:K10547	bsz:DK67_2888
ko:K10548	bsz:DK67_2889
ko:K10546	bsz:DK67_2890
ko:K01631	bsz:DK67_2891
ko:K00883	bsz:DK67_2892
ko:K02053	bsz:DK67_2339
ko:K03585	bsz:DK67_2343
ko:K01840	bsz:DK67_2355
ko:K02034	bsz:DK67_2743
ko:K02033	bsz:DK67_2744
ko:K02035	bsz:DK67_2745
ko:K01673	bsz:DK67_2747
ko:K04566	bsz:DK67_2749
ko:K01782	bsz:DK67_2752
ko:K00626	bsz:DK67_2753
ko:K10824	bsz:DK67_2757
ko:K15587	bsz:DK67_2758
ko:K15586	bsz:DK67_2759
ko:K15585	bsz:DK67_2760
ko:K15584	bsz:DK67_2761
ko:K07722	bsz:DK67_2762
ko:K01708	bsz:DK67_2763
ko:K02053	bsz:DK67_2764
ko:K02054	bsz:DK67_2765
ko:K02052	bsz:DK67_2766
ko:K02055	bsz:DK67_2767
ko:K00040	bsz:DK67_2768
ko:K00040	bsz:DK67_2769
ko:K01812	bsz:DK67_2770
ko:K01686	bsz:DK67_2772
ko:K06199	bsz:DK67_2776
ko:K06199	bsz:DK67_2777
ko:K09137	bsz:DK67_2778
ko:K13582	bsz:DK67_2780
ko:K07090	bsz:DK67_2781
ko:K06953	bsz:DK67_2783
ko:K03724	bsz:DK67_2784
ko:K02493	bsz:DK67_483
ko:K05799	bsz:DK67_2199
ko:K14218	bsz:DK67_167
ko:K07498	bsz:DK67_499
ko:K01977	bsz:DK67_3065
ko:K01977	bsz:DK67_488
ko:K01977	bsz:DK67_687
ko:K14230	bsz:DK67_3060
ko:K14230	bsz:DK67_692
ko:K14230	bsz:DK67_493
ko:K14225	bsz:DK67_1044
ko:K14228	bsz:DK67_1800
ko:K14228	bsz:DK67_1945
ko:K14232	bsz:DK67_1688
ko:K14237	bsz:DK67_1708
ko:K18676	bsz:DK67_2515
ko:K18676	bsz:DK67_3066
ko:K14219	bsz:DK67_1219
ko:K14231	bsz:DK67_1992
ko:K01980	bsz:DK67_491
ko:K01980	bsz:DK67_3062
ko:K14237	bsz:DK67_2078
ko:K14232	bsz:DK67_6
ko:K14232	bsz:DK67_1633
ko:K14234	bsz:DK67_1982
ko:K14234	bsz:DK67_1834
ko:K14233	bsz:DK67_1560
ko:K14233	bsz:DK67_500
ko:K14237	bsz:DK67_1859
ko:K14225	bsz:DK67_2849
ko:K14225	bsz:DK67_2968
ko:K01985	bsz:DK67_492
ko:K01985	bsz:DK67_691
ko:K01985	bsz:DK67_3061
ko:K14219	bsz:DK67_1635
ko:K14219	bsz:DK67_1860
ko:K14219	bsz:DK67_328
ko:K14228	bsz:DK67_1203
ko:K14228	bsz:DK67_1972
ko:K14228	bsz:DK67_410
ko:K14228	bsz:DK67_2999
ko:K14221	bsz:DK67_1709
ko:K14221	bsz:DK67_2334
ko:K14235	bsz:DK67_1046
ko:K14220	bsz:DK67_2617
ko:K14224	bsz:DK67_1020
ko:K14224	bsz:DK67_1019
ko:K14224	bsz:DK67_674
ko:K14229	bsz:DK67_963
ko:K14229	bsz:DK67_2581
ko:K14223	bsz:DK67_1440
ko:K14223	bsz:DK67_711
ko:K14218	bsz:DK67_3063
ko:K14218	bsz:DK67_689
ko:K14218	bsz:DK67_490
ko:K14225	bsz:DK67_1862
ko:K14236	bsz:DK67_1043
ko:K14230	bsz:DK67_836
ko:K14230	bsz:DK67_724
ko:K14226	bsz:DK67_722
ko:K14227	bsz:DK67_3064
ko:K14227	bsz:DK67_688
ko:K14227	bsz:DK67_489
ko:K14218	bsz:DK67_372
ko:K14233	bsz:DK67_2554
ko:K14233	bsz:DK67_3017
ko:K14222	bsz:DK67_2610
ko:K14234	bsz:DK67_2788
ko:K18707	bsz:DK67_424
ko:K01161	bsz:DK67_2612
ko:K05366	bsz:DK67_78
ko:K18893	bsz:DK67_776
ko:K07473	bsz:DK67_2386
ko:K04565	bsz:DK67_2668
ko:K00446	bsz:DK67_3107
ko:K00446	bsz:DK67_3108
ko:K03496	bsz:DK67_309
ko:K03497	bsz:DK67_310
ko:K03111	bsz:DK67_1184
ko:K03196	bsz:DK67_2091
ko:K03204	bsz:DK67_2093
ko:K03203	bsz:DK67_2094
ko:K03202	bsz:DK67_2095
ko:K03201	bsz:DK67_2096
ko:K03194	bsz:DK67_2101
ko:K00335	bsz:DK67_1716
ko:K16898	bsz:DK67_266
ko:K03497	bsz:DK67_3151
ko:K03496	bsz:DK67_3150
ko:K19055	bsz:DK67_2848
ko:K00020	bsz:DK67_984
ko:K07484	bsz:DK67_2551
ko:K02483	bsz:DK67_2251
ko:K18979	bsz:DK67_2991
ko:K03526	bsz:DK67_567
ko:K03761	bsz:DK67_855
ko:K16899	bsz:DK67_267
ko:K07483	bsz:DK67_1460
ko:K07483	bsz:DK67_2552
ko:K02483	bsz:DK67_1536
ko:K00611	bsz:DK67_1246
ko:K18996	bsz:DK67_3152
ko:K02032	bsz:DK67_2959
ko:K13581	bsz:DK67_1418
ko:K13642	bsz:DK67_2316
ko:K02032	bsz:DK67_2411
ko:K02032	bsz:DK67_3022
ko:K00020	bsz:DK67_1846
ko:K12448	bsz:DK67_2539
ko:K04747	bsz:DK67_2266
ko:K00529	bsz:DK67_2693
ko:K00798	bsz:DK67_388
ko:K01621	bsz:DK67_2391
ko:K01239	bsz:DK67_3156
ko:K19181	bsz:DK67_318
ko:K00102	bsz:DK67_896
ko:K01710	bsz:DK67_2808
ko:K22468	bsz:DK67_1241
ko:K02032	bsz:DK67_2741
ko:K00344	bsz:DK67_2397
ko:K08678	bsz:DK67_2538
ko:K19221	bsz:DK67_993
ko:K07497	bsz:DK67_1443
ko:K01992	bsz:DK67_2471
ko:K01992	bsz:DK67_950
ko:K07497	bsz:DK67_1444
ko:K07497	bsz:DK67_1445
ko:K07497	bsz:DK67_2166
ko:K07497	bsz:DK67_3018
ko:K07497	bsz:DK67_3059
ko:K19342	bsz:DK67_2296
ko:K06041	bsz:DK67_2105
ko:K02032	bsz:DK67_3038
ko:K11080	bsz:DK67_3052
ko:K09691	bsz:DK67_1448
ko:K04771	bsz:DK67_911
ko:K00001	bsz:DK67_2408
ko:K07498	bsz:DK67_496
ko:K11080	bsz:DK67_3051
ko:K19339	bsz:DK67_2291
ko:K19340	bsz:DK67_2294
ko:K19341	bsz:DK67_2295
ko:K00875	bsz:DK67_2287
ko:K02032	bsz:DK67_3044
ko:K02031	bsz:DK67_3037
ko:K02031	bsz:DK67_3023
ko:K02031	bsz:DK67_2960
ko:K09690	bsz:DK67_1449
ko:K03296	bsz:DK67_1223
ko:K07344	bsz:DK67_2372
ko:K09386	bsz:DK67_1230
ko:K17686	bsz:DK67_2019
ko:K19713	bsz:DK67_2359
ko:K07102	bsz:DK67_269
ko:K19689	bsz:DK67_225
ko:K00992	bsz:DK67_268
ko:K17722	bsz:DK67_1229
ko:K19777	bsz:DK67_2350
ko:K00799	bsz:DK67_1847
ko:K08744	bsz:DK67_1613
ko:K07147	bsz:DK67_2940
ko:K19802	bsz:DK67_1913
ko:K07497	bsz:DK67_1459
ko:K09796	bsz:DK67_139
ko:K20265	bsz:DK67_2347
ko:K20266	bsz:DK67_2374
ko:K02483	bsz:DK67_2482
ko:K00525	bsz:DK67_2328
ko:K00526	bsz:DK67_2329
ko:K20539	bsz:DK67_686
ko:K03200	bsz:DK67_2097
ko:K03198	bsz:DK67_2099
ko:K03197	bsz:DK67_2100
ko:K03199	bsz:DK67_2098
ko:K03195	bsz:DK67_2092
ko:K11529	bsz:DK67_1295
ko:K16011	bsz:DK67_2354
ko:K21054	bsz:DK67_2819
ko:K21062	bsz:DK67_2260
ko:K21137	bsz:DK67_2869
ko:K00821	bsz:DK67_1245
ko:K00525	bsz:DK67_1939
ko:K21136	bsz:DK67_2870
ko:K13609	bsz:DK67_2261
ko:K21134	bsz:DK67_2868
ko:K01286	bsz:DK67_331
ko:K09882	bsz:DK67_343
ko:K03676	bsz:DK67_475
ko:K02314	bsz:DK67_1380
ko:K06191	bsz:DK67_2326
ko:K01520	bsz:DK67_656
ko:K06904	bsz:DK67_1512
ko:K06952	bsz:DK67_1583
ko:K02316	bsz:DK67_830
ko:K00560	bsz:DK67_906
ko:K00287	bsz:DK67_907
ko:K06217	bsz:DK67_219
ko:K03553	bsz:DK67_1091
ko:K01286	bsz:DK67_1966
ko:K01286	bsz:DK67_1119
ko:K02483	bsz:DK67_1528
ko:K01740	bsz:DK67_1701
ko:K01738	bsz:DK67_1701
ko:K02335	bsz:DK67_73
ko:K01802	bsz:DK67_1191
ko:K09017	bsz:DK67_1226
ko:K09806	bsz:DK67_794
ko:K01139	bsz:DK67_1570
ko:K00015	bsz:DK67_196
ko:K07497	bsz:DK67_1642
ko:K01649	bsz:DK67_1594
ko:K21420	bsz:DK67_1666
ko:K21470	bsz:DK67_1672
ko:K21470	bsz:DK67_1858
ko:K01420	bsz:DK67_1572
ko:K21603	bsz:DK67_3087
ko:K21564	bsz:DK67_2298
ko:K21697	bsz:DK67_2147
ko:K21564	bsz:DK67_2281
ko:K21832	bsz:DK67_848
ko:K19591	bsz:DK67_2020
ko:K21910	bsz:DK67_2823
ko:K21948	bsz:DK67_2172
ko:K21929	bsz:DK67_1567
ko:K21929	bsz:DK67_1544
ko:K05802	bsz:DK67_976
ko:K22025	bsz:DK67_2169
ko:K05802	bsz:DK67_975
ko:K22131	bsz:DK67_2171
ko:K22130	bsz:DK67_2168
ko:K08319	bsz:DK67_2173
ko:K03595	bsz:DK67_1580
ko:K00304	bsz:DK67_2011
ko:K22187	bsz:DK67_2030
ko:K11991	bsz:DK67_2223
ko:K02257	bsz:DK67_1397
ko:K11206	bsz:DK67_476
ko:K00424	bsz:DK67_2513
ko:K22548	bsz:DK67_1276
