ko:K07489	ypf:BZ19_2643
ko:K10806	ypf:BZ19_1477
ko:K06190	ypf:BZ19_1478
ko:K07275	ypf:BZ19_1481
ko:K01695	ypf:BZ19_1483
ko:K01696	ypf:BZ19_1484
ko:K13498	ypf:BZ19_1485
ko:K00766	ypf:BZ19_1486
ko:K01658	ypf:BZ19_1487
ko:K01657	ypf:BZ19_1488
ko:K07053	ypf:BZ19_1489
ko:K06178	ypf:BZ19_1491
ko:K19221	ypf:BZ19_1492
ko:K04774	ypf:BZ19_1494
ko:K03168	ypf:BZ19_1497
ko:K13634	ypf:BZ19_1498
ko:K01681	ypf:BZ19_1500
ko:K01497	ypf:BZ19_1501
ko:K01096	ypf:BZ19_1502
ko:K08992	ypf:BZ19_1503
ko:K01591	ypf:BZ19_1506
ko:K03113	ypf:BZ19_1507
ko:K04062	ypf:BZ19_1508
ko:K08313	ypf:BZ19_1511
ko:K06200	ypf:BZ19_1513
ko:K01147	ypf:BZ19_1514
ko:K10773	ypf:BZ19_1517
ko:K03613	ypf:BZ19_1518
ko:K03612	ypf:BZ19_1519
ko:K03614	ypf:BZ19_1520
ko:K03615	ypf:BZ19_1522
ko:K02034	ypf:BZ19_2319
ko:K02033	ypf:BZ19_2320
ko:K02035	ypf:BZ19_2321
ko:K03704	ypf:BZ19_2322
ko:K03647	ypf:BZ19_2328
ko:K02000	ypf:BZ19_2331
ko:K02001	ypf:BZ19_2332
ko:K02002	ypf:BZ19_2333
ko:K16842	ypf:BZ19_2334
ko:K03457	ypf:BZ19_2335
ko:K02342	ypf:BZ19_2337
ko:K03469	ypf:BZ19_2338
ko:K01069	ypf:BZ19_2340
ko:K08307	ypf:BZ19_2341
ko:K06222	ypf:BZ19_2344
ko:K03273	ypf:BZ19_2350
ko:K02071	ypf:BZ19_2351
ko:K02072	ypf:BZ19_2352
ko:K02073	ypf:BZ19_2353
ko:K06080	ypf:BZ19_2354
ko:K01881	ypf:BZ19_2356
ko:K06079	ypf:BZ19_2357
ko:K15034	ypf:BZ19_2358
ko:K19000	ypf:BZ19_2361
ko:K04075	ypf:BZ19_2363
ko:K08234	ypf:BZ19_2364
ko:K01962	ypf:BZ19_2365
ko:K02337	ypf:BZ19_2366
ko:K03470	ypf:BZ19_2367
ko:K00748	ypf:BZ19_2368
ko:K00677	ypf:BZ19_2369
ko:K02946	ypf:BZ19_3180
ko:K03594	ypf:BZ19_3181
ko:K02192	ypf:BZ19_3182
ko:K02358	ypf:BZ19_3183
ko:K02355	ypf:BZ19_3184
ko:K02992	ypf:BZ19_3185
ko:K02950	ypf:BZ19_3186
ko:K07237	ypf:BZ19_3187
ko:K07236	ypf:BZ19_3188
ko:K07235	ypf:BZ19_3189
ko:K03772	ypf:BZ19_3191
ko:K03745	ypf:BZ19_3192
ko:K03775	ypf:BZ19_3193
ko:K07070	ypf:BZ19_3194
ko:K11747	ypf:BZ19_3195
ko:K11748	ypf:BZ19_3196
ko:K06158	ypf:BZ19_3197
ko:K03119	ypf:BZ19_3200
ko:K15552	ypf:BZ19_3201
ko:K10831	ypf:BZ19_3202
ko:K15551	ypf:BZ19_3203
ko:K07019	ypf:BZ19_3205
ko:K09898	ypf:BZ19_3206
ko:K00855	ypf:BZ19_3207
ko:K07397	ypf:BZ19_3209
ko:K10914	ypf:BZ19_3210
ko:K01664	ypf:BZ19_3213
ko:K06915	ypf:BZ19_3214
ko:K03767	ypf:BZ19_3215
ko:K01222	ypf:BZ19_3217
ko:K02014	ypf:BZ19_3219
ko:K06141	ypf:BZ19_3220
ko:K01485	ypf:BZ19_3221
ko:K00362	ypf:BZ19_3222
ko:K00363	ypf:BZ19_3223
ko:K02598	ypf:BZ19_3224
ko:K02302	ypf:BZ19_3225
ko:K01867	ypf:BZ19_3226
ko:K01091	ypf:BZ19_3227
ko:K01783	ypf:BZ19_3228
ko:K03112	ypf:BZ19_3230
ko:K18837	ypf:BZ19_4036
ko:K18838	ypf:BZ19_4037
ko:K01153	ypf:BZ19_4042
ko:K01154	ypf:BZ19_4043
ko:K03427	ypf:BZ19_4044
ko:K11202	ypf:BZ19_4048
ko:K11202	ypf:BZ19_4050
ko:K11203	ypf:BZ19_4051
ko:K08483	ypf:BZ19_4052
ko:K11189	ypf:BZ19_4052
ko:K11201	ypf:BZ19_4052
ko:K11530	ypf:BZ19_4054
ko:K08321	ypf:BZ19_4055
ko:K10555	ypf:BZ19_4056
ko:K10557	ypf:BZ19_4057
ko:K10556	ypf:BZ19_4058
ko:K10558	ypf:BZ19_4059
ko:K11531	ypf:BZ19_4060
ko:K11216	ypf:BZ19_4061
ko:K02849	ypf:BZ19_4062
ko:K01051	ypf:BZ19_4068
ko:K00564	ypf:BZ19_4074
ko:K02344	ypf:BZ19_4075
ko:K03789	ypf:BZ19_4076
ko:K02837	ypf:BZ19_4077
ko:K04065	ypf:BZ19_4078
ko:K03424	ypf:BZ19_4081
ko:K03317	ypf:BZ19_4082
ko:K01619	ypf:BZ19_4083
ko:K00758	ypf:BZ19_4084
ko:K01839	ypf:BZ19_4085
ko:K03784	ypf:BZ19_4086
ko:K01711	ypf:BZ19_366
ko:K02377	ypf:BZ19_367
ko:K00971	ypf:BZ19_368
ko:K01840	ypf:BZ19_370
ko:K00892	ypf:BZ19_372
ko:K03455	ypf:BZ19_373
ko:K08223	ypf:BZ19_374
ko:K11751	ypf:BZ19_375
ko:K03976	ypf:BZ19_378
ko:K09973	ypf:BZ19_379
ko:K17686	ypf:BZ19_380
ko:K07340	ypf:BZ19_382
ko:K05838	ypf:BZ19_384
ko:K10804	ypf:BZ19_386
ko:K02003	ypf:BZ19_387
ko:K02004	ypf:BZ19_388
ko:K01589	ypf:BZ19_389
ko:K01588	ypf:BZ19_390
ko:K03269	ypf:BZ19_391
ko:K03768	ypf:BZ19_392
ko:K01883	ypf:BZ19_393
ko:K14761	ypf:BZ19_394
ko:K01491	ypf:BZ19_395
ko:K00981	ypf:BZ19_401
ko:K06221	ypf:BZ19_409
ko:K05349	ypf:BZ19_411
ko:K06182	ypf:BZ19_414
ko:K03710	ypf:BZ19_1255
ko:K02027	ypf:BZ19_1258
ko:K02025	ypf:BZ19_1259
ko:K02026	ypf:BZ19_1260
ko:K10111	ypf:BZ19_1261
ko:K07347	ypf:BZ19_1265
ko:K07345	ypf:BZ19_1267
ko:K07679	ypf:BZ19_1268
ko:K07688	ypf:BZ19_1269
ko:K18288	ypf:BZ19_1270
ko:K18290	ypf:BZ19_1271
ko:K18292	ypf:BZ19_1272
ko:K00350	ypf:BZ19_1279
ko:K11738	ypf:BZ19_1281
ko:K01425	ypf:BZ19_1283
ko:K07243	ypf:BZ19_1285
ko:K07230	ypf:BZ19_1286
ko:K02004	ypf:BZ19_1288
ko:K02004	ypf:BZ19_1289
ko:K02003	ypf:BZ19_1290
ko:K16868	ypf:BZ19_1293
ko:K11935	ypf:BZ19_1295
ko:K11931	ypf:BZ19_1296
ko:K11936	ypf:BZ19_1297
ko:K11937	ypf:BZ19_1298
ko:K07300	ypf:BZ19_1302
ko:K07673	ypf:BZ19_1303
ko:K03290	ypf:BZ19_2107
ko:K00885	ypf:BZ19_2110
ko:K01788	ypf:BZ19_2111
ko:K01639	ypf:BZ19_2112
ko:K07223	ypf:BZ19_2113
ko:K00228	ypf:BZ19_2123
ko:K09768	ypf:BZ19_2124
ko:K00029	ypf:BZ19_2125
ko:K02569	ypf:BZ19_2127
ko:K02568	ypf:BZ19_2128
ko:K02567	ypf:BZ19_2129
ko:K02570	ypf:BZ19_2130
ko:K02572	ypf:BZ19_2131
ko:K07685	ypf:BZ19_2132
ko:K18324	ypf:BZ19_2134
ko:K07038	ypf:BZ19_2136
ko:K06871	ypf:BZ19_2137
ko:K02010	ypf:BZ19_2139
ko:K02011	ypf:BZ19_2140
ko:K02012	ypf:BZ19_2141
ko:K01439	ypf:BZ19_2144
ko:K06957	ypf:BZ19_2147
ko:K07054	ypf:BZ19_2149
ko:K01923	ypf:BZ19_2150
ko:K07287	ypf:BZ19_2151
ko:K01714	ypf:BZ19_2152
ko:K03567	ypf:BZ19_2153
ko:K03564	ypf:BZ19_2154
ko:K03548	ypf:BZ19_2158
ko:K00537	ypf:BZ19_2160
ko:K02871	ypf:BZ19_2967
ko:K06916	ypf:BZ19_2968
ko:K09908	ypf:BZ19_2969
ko:K04772	ypf:BZ19_2970
ko:K04691	ypf:BZ19_2971
ko:K00790	ypf:BZ19_2972
ko:K07122	ypf:BZ19_2974
ko:K07323	ypf:BZ19_2975
ko:K02067	ypf:BZ19_2976
ko:K02066	ypf:BZ19_2977
ko:K02065	ypf:BZ19_2978
ko:K07301	ypf:BZ19_2979
ko:K06041	ypf:BZ19_2980
ko:K03270	ypf:BZ19_2981
ko:K11719	ypf:BZ19_2982
ko:K09774	ypf:BZ19_2983
ko:K06861	ypf:BZ19_2984
ko:K03092	ypf:BZ19_2985
ko:K05808	ypf:BZ19_2986
ko:K02806	ypf:BZ19_2987
ko:K06958	ypf:BZ19_2988
ko:K08485	ypf:BZ19_2989
ko:K00609	ypf:BZ19_2990
ko:K00610	ypf:BZ19_2991
ko:K09022	ypf:BZ19_2992
ko:K03485	ypf:BZ19_2994
ko:K02818	ypf:BZ19_2995
ko:K02819	ypf:BZ19_2995
ko:K01226	ypf:BZ19_2996
ko:K06140	ypf:BZ19_2997
ko:K15536	ypf:BZ19_2998
ko:K03592	ypf:BZ19_3000
ko:K09889	ypf:BZ19_3001
ko:K03623	ypf:BZ19_3002
ko:K00135	ypf:BZ19_3004
ko:K03468	ypf:BZ19_3005
ko:K15548	ypf:BZ19_3006
ko:K11021	ypf:BZ19_3016
ko:K11021	ypf:BZ19_3019
ko:K11021	ypf:BZ19_3020
ko:K07227	ypf:BZ19_3815
ko:K16012	ypf:BZ19_805
ko:K16013	ypf:BZ19_806
ko:K00384	ypf:BZ19_807
ko:K03719	ypf:BZ19_808
ko:K03466	ypf:BZ19_809
ko:K03634	ypf:BZ19_810
ko:K07478	ypf:BZ19_812
ko:K01875	ypf:BZ19_813
ko:K08219	ypf:BZ19_814
ko:K04069	ypf:BZ19_815
ko:K07270	ypf:BZ19_816
ko:K00656	ypf:BZ19_817
ko:K06212	ypf:BZ19_818
ko:K09136	ypf:BZ19_819
ko:K01424	ypf:BZ19_820
ko:K12342	ypf:BZ19_821
ko:K12342	ypf:BZ19_822
ko:K00831	ypf:BZ19_823
ko:K00800	ypf:BZ19_824
ko:K00945	ypf:BZ19_825
ko:K02945	ypf:BZ19_826
ko:K05788	ypf:BZ19_828
ko:K02238	ypf:BZ19_829
ko:K11085	ypf:BZ19_830
ko:K00912	ypf:BZ19_831
ko:K03704	ypf:BZ19_833
ko:K09791	ypf:BZ19_834
ko:K00979	ypf:BZ19_835
ko:K06219	ypf:BZ19_837
ko:K03633	ypf:BZ19_838
ko:K03804	ypf:BZ19_839
ko:K03632	ypf:BZ19_840
ko:K00813	ypf:BZ19_844
ko:K09476	ypf:BZ19_845
ko:K01893	ypf:BZ19_846
ko:K00763	ypf:BZ19_847
ko:K01256	ypf:BZ19_848
ko:K00254	ypf:BZ19_849
ko:K18657	ypf:BZ19_850
ko:K07140	ypf:BZ19_851
ko:K12297	ypf:BZ19_852
ko:K15738	ypf:BZ19_853
ko:K03808	ypf:BZ19_854
ko:K06192	ypf:BZ19_855
ko:K09857	ypf:BZ19_856
ko:K09458	ypf:BZ19_857
ko:K01716	ypf:BZ19_859
ko:K09773	ypf:BZ19_1685
ko:K01626	ypf:BZ19_1686
ko:K08997	ypf:BZ19_1687
ko:K12963	ypf:BZ19_1689
ko:K12962	ypf:BZ19_1690
ko:K07264	ypf:BZ19_1691
ko:K13014	ypf:BZ19_1692
ko:K10011	ypf:BZ19_1693
ko:K10012	ypf:BZ19_1694
ko:K07806	ypf:BZ19_1695
ko:K06074	ypf:BZ19_1696
ko:K00432	ypf:BZ19_1697
ko:K06073	ypf:BZ19_1698
ko:K04764	ypf:BZ19_1700
ko:K01890	ypf:BZ19_1701
ko:K01889	ypf:BZ19_1702
ko:K02887	ypf:BZ19_1703
ko:K02916	ypf:BZ19_1704
ko:K02520	ypf:BZ19_1705
ko:K01868	ypf:BZ19_1706
ko:K05595	ypf:BZ19_1709
ko:K08308	ypf:BZ19_1710
ko:K11604	ypf:BZ19_1711
ko:K11607	ypf:BZ19_1712
ko:K11605	ypf:BZ19_1713
ko:K11606	ypf:BZ19_1714
ko:K19270	ypf:BZ19_1717
ko:K01815	ypf:BZ19_1719
ko:K00065	ypf:BZ19_1720
ko:K01731	ypf:BZ19_1721
ko:K10193	ypf:BZ19_1722
ko:K10194	ypf:BZ19_1723
ko:K10195	ypf:BZ19_1724
ko:K10192	ypf:BZ19_1725
ko:K07038	ypf:BZ19_1727
ko:K06956	ypf:BZ19_1728
ko:K11066	ypf:BZ19_1729
ko:K01730	ypf:BZ19_1731
ko:K08169	ypf:BZ19_1732
ko:K07346	ypf:BZ19_1733
ko:K07345	ypf:BZ19_1734
ko:K07347	ypf:BZ19_1735
ko:K15540	ypf:BZ19_1736
ko:K07345	ypf:BZ19_1737
ko:K02437	ypf:BZ19_2527
ko:K00605	ypf:BZ19_2528
ko:K18800	ypf:BZ19_2529
ko:K03185	ypf:BZ19_2530
ko:K01262	ypf:BZ19_2531
ko:K09895	ypf:BZ19_2532
ko:K09888	ypf:BZ19_2533
ko:K01934	ypf:BZ19_2534
ko:K00058	ypf:BZ19_2535
ko:K01807	ypf:BZ19_2536
ko:K05596	ypf:BZ19_2537
ko:K09807	ypf:BZ19_2538
ko:K06895	ypf:BZ19_2539
ko:K03442	ypf:BZ19_2540
ko:K01624	ypf:BZ19_2541
ko:K00927	ypf:BZ19_2542
ko:K03472	ypf:BZ19_2543
ko:K00615	ypf:BZ19_2544
ko:K07387	ypf:BZ19_2545
ko:K01585	ypf:BZ19_2547
ko:K00789	ypf:BZ19_2549
ko:K02742	ypf:BZ19_2550
ko:K01150	ypf:BZ19_2551
ko:K09761	ypf:BZ19_2552
ko:K01920	ypf:BZ19_2553
ko:K07735	ypf:BZ19_2554
ko:K07447	ypf:BZ19_2555
ko:K12251	ypf:BZ19_2556
ko:K10536	ypf:BZ19_2557
ko:K02669	ypf:BZ19_2558
ko:K06997	ypf:BZ19_2559
ko:K00286	ypf:BZ19_2560
ko:K02221	ypf:BZ19_2561
ko:K09131	ypf:BZ19_2562
ko:K02428	ypf:BZ19_2563
ko:K01425	ypf:BZ19_2567
ko:K09923	ypf:BZ19_2568
ko:K03439	ypf:BZ19_2569
ko:K03575	ypf:BZ19_2570
ko:K08306	ypf:BZ19_2572
ko:K02016	ypf:BZ19_2573
ko:K02014	ypf:BZ19_2574
ko:K10440	ypf:BZ19_2575
ko:K10441	ypf:BZ19_2576
ko:K10439	ypf:BZ19_2577
ko:K01581	ypf:BZ19_2578
ko:K01879	ypf:BZ19_3391
ko:K01878	ypf:BZ19_3392
ko:K01246	ypf:BZ19_3393
ko:K03826	ypf:BZ19_3394
ko:K00090	ypf:BZ19_3397
ko:K01176	ypf:BZ19_3398
ko:K00835	ypf:BZ19_3401
ko:K07085	ypf:BZ19_3402
ko:K04081	ypf:BZ19_3403
ko:K04080	ypf:BZ19_3404
ko:K01754	ypf:BZ19_3408
ko:K02470	ypf:BZ19_3411
ko:K03629	ypf:BZ19_3412
ko:K02338	ypf:BZ19_3413
ko:K02313	ypf:BZ19_3414
ko:K02914	ypf:BZ19_3416
ko:K03536	ypf:BZ19_3417
ko:K08998	ypf:BZ19_3418
ko:K03217	ypf:BZ19_3419
ko:K03650	ypf:BZ19_3420
ko:K00209	ypf:BZ19_3421
ko:K06901	ypf:BZ19_3422
ko:K02029	ypf:BZ19_3424
ko:K02029	ypf:BZ19_3425
ko:K02030	ypf:BZ19_3426
ko:K02039	ypf:BZ19_3428
ko:K02036	ypf:BZ19_3429
ko:K02038	ypf:BZ19_3430
ko:K02037	ypf:BZ19_3431
ko:K02040	ypf:BZ19_3432
ko:K00820	ypf:BZ19_3434
ko:K04042	ypf:BZ19_3435
ko:K02114	ypf:BZ19_3436
ko:K00297	ypf:BZ19_3817
ko:K05791	ypf:BZ19_3824
ko:K05792	ypf:BZ19_3825
ko:K05793	ypf:BZ19_3826
ko:K05794	ypf:BZ19_3827
ko:K05795	ypf:BZ19_3828
ko:K05795	ypf:BZ19_3829
ko:K03181	ypf:BZ19_3837
ko:K03179	ypf:BZ19_3838
ko:K00631	ypf:BZ19_3839
ko:K00901	ypf:BZ19_3840
ko:K01356	ypf:BZ19_3841
ko:K09823	ypf:BZ19_3842
ko:K05539	ypf:BZ19_3843
ko:K01775	ypf:BZ19_3847
ko:K00832	ypf:BZ19_3848
ko:K03701	ypf:BZ19_3850
ko:K03111	ypf:BZ19_3851
ko:K03534	ypf:BZ19_3852
ko:K01629	ypf:BZ19_3854
ko:K01813	ypf:BZ19_3855
ko:K00848	ypf:BZ19_3856
ko:K02855	ypf:BZ19_3859
ko:K02854	ypf:BZ19_3860
ko:K02856	ypf:BZ19_3861
ko:K19298	ypf:BZ19_3863
ko:K02112	ypf:BZ19_3437
ko:K02115	ypf:BZ19_3438
ko:K03759	ypf:BZ19_639
ko:K01584	ypf:BZ19_640
ko:K03722	ypf:BZ19_644
ko:K03781	ypf:BZ19_645
ko:K03834	ypf:BZ19_647
ko:K08276	ypf:BZ19_649
ko:K11107	ypf:BZ19_650
ko:K00568	ypf:BZ19_653
ko:K02469	ypf:BZ19_654
ko:K07677	ypf:BZ19_655
ko:K07687	ypf:BZ19_656
ko:K07676	ypf:BZ19_657
ko:K09475	ypf:BZ19_660
ko:K09958	ypf:BZ19_662
ko:K18988	ypf:BZ19_665
ko:K16210	ypf:BZ19_666
ko:K03406	ypf:BZ19_668
ko:K01223	ypf:BZ19_696
ko:K03616	ypf:BZ19_1523
ko:K03617	ypf:BZ19_1524
ko:K12530	ypf:BZ19_1526
ko:K12532	ypf:BZ19_1527
ko:K12531	ypf:BZ19_1528
ko:K01804	ypf:BZ19_1530
ko:K00853	ypf:BZ19_1531
ko:K10537	ypf:BZ19_1532
ko:K10539	ypf:BZ19_1533
ko:K10538	ypf:BZ19_1534
ko:K02099	ypf:BZ19_1535
ko:K14347	ypf:BZ19_1537
ko:K01488	ypf:BZ19_1538
ko:K01809	ypf:BZ19_1542
ko:K01679	ypf:BZ19_1543
ko:K10748	ypf:BZ19_1544
ko:K08224	ypf:BZ19_1545
ko:K15545	ypf:BZ19_1547
ko:K01935	ypf:BZ19_1549
ko:K03281	ypf:BZ19_1550
ko:K16066	ypf:BZ19_1553
ko:K00138	ypf:BZ19_1555
ko:K07790	ypf:BZ19_1557
ko:K14155	ypf:BZ19_1559
ko:K03315	ypf:BZ19_1560
ko:K02529	ypf:BZ19_1561
ko:K17202	ypf:BZ19_1563
ko:K17203	ypf:BZ19_1564
ko:K17204	ypf:BZ19_1565
ko:K02051	ypf:BZ19_1567
ko:K02050	ypf:BZ19_1568
ko:K02049	ypf:BZ19_1569
ko:K01241	ypf:BZ19_1570
ko:K01652	ypf:BZ19_1575
ko:K02372	ypf:BZ19_2370
ko:K02536	ypf:BZ19_2371
ko:K06142	ypf:BZ19_2372
ko:K07277	ypf:BZ19_2373
ko:K11749	ypf:BZ19_2374
ko:K00981	ypf:BZ19_2375
ko:K00806	ypf:BZ19_2376
ko:K00099	ypf:BZ19_2377
ko:K02838	ypf:BZ19_2378
ko:K09903	ypf:BZ19_2379
ko:K02357	ypf:BZ19_2380
ko:K02967	ypf:BZ19_2381
ko:K01265	ypf:BZ19_2382
ko:K00990	ypf:BZ19_2383
ko:K00674	ypf:BZ19_2384
ko:K06175	ypf:BZ19_2387
ko:K15723	ypf:BZ19_2389
ko:K06879	ypf:BZ19_2390
ko:K06966	ypf:BZ19_2391
ko:K01146	ypf:BZ19_2392
ko:K06968	ypf:BZ19_2393
ko:K03566	ypf:BZ19_2395
ko:K01766	ypf:BZ19_2396
ko:K02426	ypf:BZ19_2397
ko:K08304	ypf:BZ19_2399
ko:K01448	ypf:BZ19_2403
ko:K14682	ypf:BZ19_2404
ko:K03581	ypf:BZ19_2405
ko:K03582	ypf:BZ19_2406
ko:K01407	ypf:BZ19_2407
ko:K03583	ypf:BZ19_2408
ko:K02031	ypf:BZ19_3999
ko:K18850	ypf:BZ19_415
ko:K06887	ypf:BZ19_421
ko:K07724	ypf:BZ19_425
ko:K05367	ypf:BZ19_426
ko:K06894	ypf:BZ19_427
ko:K00140	ypf:BZ19_429
ko:K03336	ypf:BZ19_430
ko:K00010	ypf:BZ19_431
ko:K17208	ypf:BZ19_432
ko:K17210	ypf:BZ19_433
ko:K17209	ypf:BZ19_434
ko:K03338	ypf:BZ19_436
ko:K03335	ypf:BZ19_437
ko:K03337	ypf:BZ19_438
ko:K06147	ypf:BZ19_440
ko:K03704	ypf:BZ19_446
ko:K06199	ypf:BZ19_447
ko:K03425	ypf:BZ19_448
ko:K03644	ypf:BZ19_449
ko:K03801	ypf:BZ19_450
ko:K09158	ypf:BZ19_451
ko:K07258	ypf:BZ19_452
ko:K03642	ypf:BZ19_453
ko:K05837	ypf:BZ19_454
ko:K05515	ypf:BZ19_455
ko:K00783	ypf:BZ19_456
ko:K09710	ypf:BZ19_457
ko:K00840	ypf:BZ19_1307
ko:K00673	ypf:BZ19_1308
ko:K06447	ypf:BZ19_1309
ko:K01484	ypf:BZ19_1310
ko:K05526	ypf:BZ19_1311
ko:K01479	ypf:BZ19_1313
ko:K01468	ypf:BZ19_1314
ko:K05836	ypf:BZ19_1315
ko:K05603	ypf:BZ19_1316
ko:K09975	ypf:BZ19_1317
ko:K02681	ypf:BZ19_2409
ko:K02680	ypf:BZ19_2411
ko:K02679	ypf:BZ19_2412
ko:K13292	ypf:BZ19_2415
ko:K08484	ypf:BZ19_2416
ko:K08311	ypf:BZ19_2417
ko:K03573	ypf:BZ19_2418
ko:K01735	ypf:BZ19_3231
ko:K00891	ypf:BZ19_3232
ko:K02507	ypf:BZ19_3233
ko:K12291	ypf:BZ19_3234
ko:K12290	ypf:BZ19_3235
ko:K12289	ypf:BZ19_3236
ko:K12288	ypf:BZ19_3237
ko:K05366	ypf:BZ19_3238
ko:K08312	ypf:BZ19_3239
ko:K04762	ypf:BZ19_3243
ko:K04083	ypf:BZ19_3244
ko:K01610	ypf:BZ19_3245
ko:K07638	ypf:BZ19_3246
ko:K07659	ypf:BZ19_3247
ko:K04760	ypf:BZ19_3248
ko:K06959	ypf:BZ19_3249
ko:K04758	ypf:BZ19_3250
ko:K04759	ypf:BZ19_3251
ko:K07490	ypf:BZ19_3252
ko:K02170	ypf:BZ19_3254
ko:K07400	ypf:BZ19_3256
ko:K00705	ypf:BZ19_3257
ko:K00688	ypf:BZ19_3258
ko:K03556	ypf:BZ19_3259
ko:K02439	ypf:BZ19_3260
ko:K02441	ypf:BZ19_3261
ko:K02444	ypf:BZ19_3262
ko:K00111	ypf:BZ19_3266
ko:K00688	ypf:BZ19_3267
ko:K00703	ypf:BZ19_3268
ko:K00975	ypf:BZ19_3269
ko:K00700	ypf:BZ19_3271
ko:K02478	ypf:BZ19_3272
ko:K13735	ypf:BZ19_3273
ko:K00133	ypf:BZ19_3278
ko:K07186	ypf:BZ19_4087
ko:K01079	ypf:BZ19_4088
ko:K04485	ypf:BZ19_4089
ko:K06211	ypf:BZ19_4090
ko:K08309	ypf:BZ19_4097
ko:K03720	ypf:BZ19_4099
ko:K05804	ypf:BZ19_4100
ko:K05805	ypf:BZ19_4103
ko:K07773	ypf:BZ19_4104
ko:K12524	ypf:BZ19_4106
ko:K00872	ypf:BZ19_4107
ko:K01733	ypf:BZ19_4108
ko:K09861	ypf:BZ19_4109
ko:K00616	ypf:BZ19_4110
ko:K03831	ypf:BZ19_4111
ko:K07034	ypf:BZ19_4114
ko:K04043	ypf:BZ19_4115
ko:K03686	ypf:BZ19_4116
ko:K03313	ypf:BZ19_4117
ko:K03717	ypf:BZ19_4118
ko:K02968	ypf:BZ19_4119
ko:K11753	ypf:BZ19_4120
ko:K01870	ypf:BZ19_4121
ko:K03101	ypf:BZ19_4122
ko:K03774	ypf:BZ19_4123
ko:K03527	ypf:BZ19_4124
ko:K00215	ypf:BZ19_4125
ko:K01956	ypf:BZ19_4126
ko:K01955	ypf:BZ19_4127
ko:K01525	ypf:BZ19_4133
ko:K06195	ypf:BZ19_4134
ko:K02528	ypf:BZ19_4135
ko:K00097	ypf:BZ19_4136
ko:K03771	ypf:BZ19_4137
ko:K04744	ypf:BZ19_4138
ko:K05801	ypf:BZ19_4139
ko:K11907	ypf:BZ19_1
ko:K11904	ypf:BZ19_2
ko:K11906	ypf:BZ19_7
ko:K11893	ypf:BZ19_8
ko:K11892	ypf:BZ19_9
ko:K11891	ypf:BZ19_10
ko:K03580	ypf:BZ19_12
ko:K02336	ypf:BZ19_13
ko:K02062	ypf:BZ19_15
ko:K02063	ypf:BZ19_16
ko:K02064	ypf:BZ19_17
ko:K11925	ypf:BZ19_19
ko:K03291	ypf:BZ19_20
ko:K01704	ypf:BZ19_21
ko:K01703	ypf:BZ19_22
ko:K00052	ypf:BZ19_23
ko:K01649	ypf:BZ19_24
ko:K05798	ypf:BZ19_25
ko:K01897	ypf:BZ19_26
ko:K01652	ypf:BZ19_27
ko:K06867	ypf:BZ19_2713
ko:K06867	ypf:BZ19_141
ko:K06867	ypf:BZ19_2270
ko:K00648	ypf:BZ19_1319
ko:K00720	ypf:BZ19_1324
ko:K07126	ypf:BZ19_1329
ko:K01607	ypf:BZ19_1341
ko:K07644	ypf:BZ19_1342
ko:K07665	ypf:BZ19_1343
ko:K06889	ypf:BZ19_1344
ko:K06942	ypf:BZ19_1351
ko:K01056	ypf:BZ19_1352
ko:K00948	ypf:BZ19_1354
ko:K00919	ypf:BZ19_1355
ko:K02494	ypf:BZ19_1356
ko:K02492	ypf:BZ19_1357
ko:K02835	ypf:BZ19_1358
ko:K02493	ypf:BZ19_1359
ko:K10763	ypf:BZ19_2161
ko:K02824	ypf:BZ19_2162
ko:K07491	ypf:BZ19_2163
ko:K00761	ypf:BZ19_2164
ko:K01933	ypf:BZ19_2165
ko:K11175	ypf:BZ19_2166
ko:K00657	ypf:BZ19_2167
ko:K18475	ypf:BZ19_2168
ko:K02036	ypf:BZ19_2169
ko:K02038	ypf:BZ19_2170
ko:K02037	ypf:BZ19_2171
ko:K00937	ypf:BZ19_2172
ko:K01524	ypf:BZ19_2173
ko:K06213	ypf:BZ19_2174
ko:K04046	ypf:BZ19_2175
ko:K02053	ypf:BZ19_2177
ko:K02054	ypf:BZ19_2178
ko:K02055	ypf:BZ19_2179
ko:K00823	ypf:BZ19_2180
ko:K00375	ypf:BZ19_2181
ko:K02052	ypf:BZ19_2182
ko:K07799	ypf:BZ19_2183
ko:K07788	ypf:BZ19_2184
ko:K07789	ypf:BZ19_2185
ko:K18326	ypf:BZ19_2186
ko:K07642	ypf:BZ19_2187
ko:K07664	ypf:BZ19_2188
ko:K09946	ypf:BZ19_2189
ko:K08303	ypf:BZ19_2190
ko:K00941	ypf:BZ19_2194
ko:K06887	ypf:BZ19_2202
ko:K01951	ypf:BZ19_2203
ko:K00088	ypf:BZ19_2204
ko:K03601	ypf:BZ19_2205
ko:K07088	ypf:BZ19_2207
ko:K03977	ypf:BZ19_2208
ko:K17713	ypf:BZ19_2209
ko:K01892	ypf:BZ19_2211
ko:K03526	ypf:BZ19_2212
ko:K03568	ypf:BZ19_3021
ko:K08301	ypf:BZ19_3024
ko:K06287	ypf:BZ19_3025
ko:K03571	ypf:BZ19_3026
ko:K03570	ypf:BZ19_3027
ko:K03569	ypf:BZ19_3028
ko:K18765	ypf:BZ19_3029
ko:K17247	ypf:BZ19_3032
ko:K03786	ypf:BZ19_3033
ko:K02160	ypf:BZ19_3034
