ko:K02030	kpe:KPK_2529
ko:K02110	kpe:KPK_5539
ko:K02109	kpe:KPK_5540
ko:K02113	kpe:KPK_5541
ko:K02111	kpe:KPK_5542
ko:K02115	kpe:KPK_5543
ko:K02112	kpe:KPK_5544
ko:K02114	kpe:KPK_5545
ko:K00820	kpe:KPK_5548
ko:K02040	kpe:KPK_5549
ko:K02037	kpe:KPK_5550
ko:K02038	kpe:KPK_5551
ko:K02036	kpe:KPK_5552
ko:K02039	kpe:KPK_5553
ko:K06901	kpe:KPK_5558
ko:K03650	kpe:KPK_5564
ko:K03217	kpe:KPK_5565
ko:K03536	kpe:KPK_5566
ko:K02914	kpe:KPK_5567
ko:K10748	kpe:KPK_A0008
ko:K03497	kpe:KPK_A0022
ko:K11066	kpe:KPK_3661
ko:K07313	kpe:KPK_4156
ko:K02345	kpe:KPK_4159
ko:K01883	kpe:KPK_4197
ko:K03269	kpe:KPK_4199
ko:K01588	kpe:KPK_4201
ko:K01589	kpe:KPK_4202
ko:K06917	kpe:KPK_4203
ko:K02003	kpe:KPK_4207
ko:K04568	kpe:KPK_5114
ko:K00246	kpe:KPK_5117
ko:K03098	kpe:KPK_5120
ko:K02356	kpe:KPK_5123
ko:K07347	kpe:KPK_5130
ko:K04077	kpe:KPK_5137
ko:K04078	kpe:KPK_5138
ko:K07113	kpe:KPK_5141
ko:K01744	kpe:KPK_5142
ko:K07791	kpe:KPK_5143
ko:K03926	kpe:KPK_5144
ko:K04084	kpe:KPK_5145
ko:K05516	kpe:KPK_5157
ko:K07406	kpe:KPK_5162
ko:K06193	kpe:KPK_5165
ko:K02043	kpe:KPK_5167
ko:K06166	kpe:KPK_5168
ko:K06165	kpe:KPK_5169
ko:K06164	kpe:KPK_5170
ko:K06163	kpe:KPK_5171
ko:K05781	kpe:KPK_5172
ko:K05780	kpe:KPK_5173
ko:K06162	kpe:KPK_5174
ko:K05774	kpe:KPK_5175
ko:K02015	kpe:KPK_3970
ko:K02015	kpe:KPK_3971
ko:K02013	kpe:KPK_3972
ko:K02364	kpe:KPK_3973
ko:K00615	kpe:KPK_3978
ko:K00615	kpe:KPK_3979
ko:K00864	kpe:KPK_3981
ko:K03566	kpe:KPK_3990
ko:K02168	kpe:KPK_3992
ko:K02167	kpe:KPK_3993
ko:K02035	kpe:KPK_4002
ko:K02033	kpe:KPK_4003
ko:K02031	kpe:KPK_4005
ko:K02032	kpe:KPK_4006
ko:K00375	kpe:KPK_4014
ko:K06016	kpe:KPK_4016
ko:K02031	kpe:KPK_4017
ko:K02032	kpe:KPK_4018
ko:K02034	kpe:KPK_4019
ko:K02033	kpe:KPK_4020
ko:K07043	kpe:KPK_4971
ko:K01153	kpe:KPK_4972
ko:K03427	kpe:KPK_4976
ko:K01673	kpe:KPK_4980
ko:K05814	kpe:KPK_4983
ko:K05815	kpe:KPK_4984
ko:K05813	kpe:KPK_4987
ko:K03335	kpe:KPK_4988
ko:K03336	kpe:KPK_4991
ko:K07798	kpe:KPK_4906
ko:K03098	kpe:KPK_4909
ko:K09701	kpe:KPK_4914
ko:K00574	kpe:KPK_4915
ko:K03449	kpe:KPK_B0063
ko:K09936	kpe:KPK_B0073
ko:K03497	kpe:KPK_B0097
ko:K00216	kpe:KPK_3964
ko:K01252	kpe:KPK_3965
ko:K02363	kpe:KPK_3966
ko:K02361	kpe:KPK_3967
ko:K02016	kpe:KPK_3968
ko:K06048	kpe:KPK_4022
ko:K10679	kpe:KPK_4032
ko:K02014	kpe:KPK_4045
ko:K09471	kpe:KPK_4048
ko:K06995	kpe:KPK_4049
ko:K02016	kpe:KPK_4065
ko:K02015	kpe:KPK_4066
ko:K02013	kpe:KPK_4067
ko:K00847	kpe:KPK_4071
ko:K02809	kpe:KPK_4073
ko:K02810	kpe:KPK_4073
ko:K02529	kpe:KPK_4080
ko:K03338	kpe:KPK_4994
ko:K03337	kpe:KPK_4996
ko:K00140	kpe:KPK_4997
ko:K06915	kpe:KPK_4999
ko:K07091	kpe:KPK_5001
ko:K01255	kpe:KPK_5003
ko:K02339	kpe:KPK_5004
ko:K01873	kpe:KPK_5005
ko:K03828	kpe:KPK_5006
ko:K06169	kpe:KPK_5007
ko:K09893	kpe:KPK_5008
ko:K00611	kpe:KPK_5009
ko:K00610	kpe:KPK_5012
ko:K09022	kpe:KPK_5013
ko:K01531	kpe:KPK_5014
ko:K03485	kpe:KPK_5015
ko:K02818	kpe:KPK_5016
ko:K02819	kpe:KPK_5016
ko:K01226	kpe:KPK_5017
ko:K04068	kpe:KPK_5020
ko:K01465	kpe:KPK_5025
ko:K03592	kpe:KPK_5033
ko:K09889	kpe:KPK_5034
ko:K02558	kpe:KPK_5038
ko:K01507	kpe:KPK_5044
ko:K09800	kpe:KPK_5047
ko:K01714	kpe:KPK_5052
ko:K02529	kpe:KPK_5053
ko:K03335	kpe:KPK_4085
ko:K04567	kpe:KPK_4090
ko:K03305	kpe:KPK_4091
ko:K07345	kpe:KPK_4101
ko:K01647	kpe:KPK_4104
ko:K07127	kpe:KPK_4107
ko:K07109	kpe:KPK_5061
ko:K07322	kpe:KPK_5067
ko:K07269	kpe:KPK_5070
ko:K02939	kpe:KPK_5071
ko:K02963	kpe:KPK_5072
ko:K02990	kpe:KPK_5073
ko:K02821	kpe:KPK_5079
ko:K02822	kpe:KPK_5080
ko:K03475	kpe:KPK_5081
ko:K03476	kpe:KPK_5082
ko:K09456	kpe:KPK_5086
ko:K03218	kpe:KPK_5088
ko:K01939	kpe:KPK_5091
ko:K09937	kpe:KPK_5092
ko:K04087	kpe:KPK_5095
ko:K04088	kpe:KPK_5096
ko:K03665	kpe:KPK_5097
ko:K00791	kpe:KPK_5099
ko:K03572	kpe:KPK_5100
ko:K01448	kpe:KPK_5101
ko:K05838	kpe:KPK_4210
ko:K07340	kpe:KPK_4215
ko:K09973	kpe:KPK_4217
ko:K08223	kpe:KPK_4220
ko:K03455	kpe:KPK_4221
ko:K00892	kpe:KPK_4222
ko:K01772	kpe:KPK_4223
ko:K00939	kpe:KPK_4224
ko:K04079	kpe:KPK_4225
ko:K06187	kpe:KPK_4226
ko:K09747	kpe:KPK_4227
ko:K02343	kpe:KPK_4228
ko:K00759	kpe:KPK_4229
ko:K09790	kpe:KPK_4230
ko:K04067	kpe:KPK_4231
ko:K03577	kpe:KPK_4235
ko:K05839	kpe:KPK_4239
ko:K00375	kpe:KPK_4241
ko:K02919	kpe:KPK_4243
ko:K02909	kpe:KPK_4245
ko:K01224	kpe:KPK_4250
ko:K07443	kpe:KPK_4264
ko:K09914	kpe:KPK_4265
ko:K10805	kpe:KPK_4266
ko:K03320	kpe:KPK_4267
ko:K04752	kpe:KPK_4268
ko:K06167	kpe:KPK_5176
ko:K10441	kpe:KPK_5179
ko:K10440	kpe:KPK_5180
ko:K10439	kpe:KPK_5181
ko:K11102	kpe:KPK_5189
ko:K06901	kpe:KPK_5204
ko:K03111	kpe:KPK_5229
ko:K03701	kpe:KPK_5230
ko:K03788	kpe:KPK_5233
ko:K01775	kpe:KPK_5235
ko:K02314	kpe:KPK_5236
ko:K04652	kpe:KPK_1058
ko:K02041	kpe:KPK_4401
ko:K02044	kpe:KPK_4402
ko:K02042	kpe:KPK_4403
ko:K02042	kpe:KPK_4404
ko:K00931	kpe:KPK_4409
ko:K00147	kpe:KPK_4410
ko:K03497	kpe:KPK_4447
ko:K02051	kpe:KPK_4450
ko:K02049	kpe:KPK_4451
ko:K03654	kpe:KPK_5361
ko:K05786	kpe:KPK_5364
ko:K03284	kpe:KPK_5365
ko:K03657	kpe:KPK_5366
ko:K09921	kpe:KPK_5369
ko:K01778	kpe:KPK_5370
ko:K06202	kpe:KPK_5372
ko:K01749	kpe:KPK_5374
ko:K01719	kpe:KPK_5375
ko:K02496	kpe:KPK_5376
ko:K02498	kpe:KPK_5377
ko:K03293	kpe:KPK_5383
ko:K02853	kpe:KPK_5385
ko:K02805	kpe:KPK_5388
ko:K00973	kpe:KPK_5390
ko:K02472	kpe:KPK_5392
ko:K01791	kpe:KPK_5393
ko:K05790	kpe:KPK_5394
ko:K02851	kpe:KPK_5395
ko:K03628	kpe:KPK_5396
ko:K03671	kpe:KPK_5397
ko:K03732	kpe:KPK_5398
ko:K07150	kpe:KPK_5403
ko:K03656	kpe:KPK_5404
ko:K00053	kpe:KPK_5407
ko:K02521	kpe:KPK_5409
ko:K01754	kpe:KPK_5408
ko:K01687	kpe:KPK_5410
ko:K00826	kpe:KPK_5411
ko:K11258	kpe:KPK_5412
ko:K01652	kpe:KPK_5413
ko:K00241	kpe:KPK_3842
ko:K01647	kpe:KPK_3843
ko:K05522	kpe:KPK_3844
ko:K01304	kpe:KPK_3845
ko:K07160	kpe:KPK_3846
ko:K03305	kpe:KPK_3851
ko:K01669	kpe:KPK_3850
ko:K01546	kpe:KPK_3853
ko:K01547	kpe:KPK_3854
ko:K01548	kpe:KPK_3855
ko:K07646	kpe:KPK_3856
ko:K07667	kpe:KPK_3858
ko:K03645	kpe:KPK_3860
ko:K03839	kpe:KPK_3863
ko:K01886	kpe:KPK_3872
ko:K02802	kpe:KPK_3873
ko:K02803	kpe:KPK_3873
ko:K02804	kpe:KPK_3873
ko:K02564	kpe:KPK_3874
ko:K01443	kpe:KPK_3875
ko:K02565	kpe:KPK_3876
ko:K01953	kpe:KPK_3878
ko:K06217	kpe:KPK_3888
ko:K07042	kpe:KPK_3889
ko:K06189	kpe:KPK_3890
ko:K03820	kpe:KPK_3891
ko:K10001	kpe:KPK_3892
ko:K10003	kpe:KPK_3893
ko:K10002	kpe:KPK_3894
ko:K10004	kpe:KPK_3895
ko:K01869	kpe:KPK_3899
ko:K03643	kpe:KPK_3900
ko:K02340	kpe:KPK_3901
ko:K00969	kpe:KPK_3902
ko:K00041	kpe:KPK_4814
ko:K00151	kpe:KPK_4833
ko:K02509	kpe:KPK_4836
ko:K02510	kpe:KPK_4837
ko:K00135	kpe:KPK_4850
ko:K00615	kpe:KPK_B0035
ko:K02821	kpe:KPK_B0036
ko:K09710	kpe:KPK_3904
ko:K00783	kpe:KPK_3905
ko:K05837	kpe:KPK_3907
ko:K03642	kpe:KPK_3908
ko:K07258	kpe:KPK_3909
ko:K09158	kpe:KPK_3910
ko:K03801	kpe:KPK_3911
ko:K03644	kpe:KPK_3913
ko:K06199	kpe:KPK_3916
ko:K03704	kpe:KPK_3917
ko:K03326	kpe:KPK_3919
ko:K06140	kpe:KPK_3921
ko:K03387	kpe:KPK_3923
ko:K03805	kpe:KPK_3925
ko:K10974	kpe:KPK_3942
ko:K07783	kpe:KPK_3947
ko:K08963	kpe:KPK_3949
ko:K00899	kpe:KPK_3950
ko:K06200	kpe:KPK_3960
ko:K09803	kpe:KPK_4870
ko:K01867	kpe:KPK_4890
ko:K01993	kpe:KPK_4892
ko:K03632	kpe:KPK_3608
ko:K03804	kpe:KPK_3609
ko:K03633	kpe:KPK_3610
ko:K06219	kpe:KPK_3611
ko:K00979	kpe:KPK_3614
ko:K09791	kpe:KPK_3615
ko:K09927	kpe:KPK_3616
ko:K02238	kpe:KPK_3619
ko:K05788	kpe:KPK_3620
ko:K02945	kpe:KPK_3621
ko:K00945	kpe:KPK_3622
ko:K00800	kpe:KPK_3623
ko:K00831	kpe:KPK_3624
ko:K09136	kpe:KPK_3626
ko:K00656	kpe:KPK_3628
ko:K04069	kpe:KPK_3629
ko:K00658	kpe:KPK_3837
ko:K02507	kpe:KPK_0354
ko:K06152	kpe:KPK_2249
ko:K07645	kpe:KPK_0681
ko:K02529	kpe:KPK_2650
ko:K02529	kpe:KPK_5479
ko:K02529	kpe:KPK_0172
ko:K02529	kpe:KPK_5522
ko:K02529	kpe:KPK_0867
ko:K02529	kpe:KPK_1577
ko:K05787	kpe:KPK_5292
ko:K01439	kpe:KPK_1331
ko:K00058	kpe:KPK_0752
ko:K02505	kpe:KPK_4632
ko:K01951	kpe:KPK_4458
ko:K03556	kpe:KPK_4459
ko:K00627	kpe:KPK_4462
ko:K00382	kpe:KPK_4463
ko:K00880	kpe:KPK_4467
ko:K02775	kpe:KPK_4470
ko:K00135	kpe:KPK_4476
ko:K00769	kpe:KPK_4482
ko:K03830	kpe:KPK_4484
ko:K02346	kpe:KPK_4485
ko:K05952	kpe:KPK_4487
ko:K03271	kpe:KPK_4496
ko:K06445	kpe:KPK_4497
ko:K11249	kpe:KPK_4501
ko:K02342	kpe:KPK_4504
ko:K03469	kpe:KPK_4506
ko:K08307	kpe:KPK_4508
ko:K07391	kpe:KPK_5415
ko:K09897	kpe:KPK_5416
ko:K01776	kpe:KPK_5425
ko:K00322	kpe:KPK_5431
ko:K04761	kpe:KPK_5430
ko:K01755	kpe:KPK_5432
ko:K00930	kpe:KPK_5433
ko:K00145	kpe:KPK_5434
ko:K01438	kpe:KPK_5435
ko:K01595	kpe:KPK_5436
ko:K00005	kpe:KPK_5440
ko:K00297	kpe:KPK_5441
ko:K03764	kpe:KPK_5447
ko:K02909	kpe:KPK_5448
ko:K04066	kpe:KPK_5449
ko:K05499	kpe:KPK_5450
ko:K03591	kpe:KPK_5451
ko:K01419	kpe:KPK_5452
ko:K03667	kpe:KPK_5453
ko:K02548	kpe:KPK_5454
ko:K02553	kpe:KPK_5455
ko:K07662	kpe:KPK_5459
ko:K07640	kpe:KPK_5460
ko:K04564	kpe:KPK_5462
ko:K02856	kpe:KPK_5463
ko:K02854	kpe:KPK_5464
ko:K02855	kpe:KPK_5465
ko:K00848	kpe:KPK_5467
ko:K01629	kpe:KPK_5470
ko:K03534	kpe:KPK_5476
ko:K02011	kpe:KPK_3561
ko:K02012	kpe:KPK_3562
ko:K00688	kpe:KPK_3565
ko:K11179	kpe:KPK_3570
ko:K01512	kpe:KPK_3569
ko:K06910	kpe:KPK_3572
ko:K06969	kpe:KPK_3573
ko:K06929	kpe:KPK_3575
ko:K01734	kpe:KPK_3576
ko:K03658	kpe:KPK_3577
ko:K09911	kpe:KPK_3584
ko:K04770	kpe:KPK_3585
ko:K01716	kpe:KPK_3586
ko:K09857	kpe:KPK_3587
ko:K06192	kpe:KPK_3588
ko:K03808	kpe:KPK_3589
ko:K04774	kpe:KPK_3169
ko:K08992	kpe:KPK_3159
ko:K02824	kpe:KPK_1315
ko:K01515	kpe:KPK_0674
ko:K07675	kpe:KPK_0029
ko:K07686	kpe:KPK_0028
ko:K03148	kpe:KPK_5300
ko:K04042	kpe:KPK_5547
ko:K07679	kpe:KPK_0634
ko:K15555	kpe:KPK_3599
ko:K02431	kpe:KPK_0962
ko:K05527	kpe:KPK_4285
ko:K08348	kpe:KPK_2489
ko:K01091	kpe:KPK_0360
ko:K07140	kpe:KPK_3593
ko:K01256	kpe:KPK_3600
ko:K00763	kpe:KPK_3601
ko:K01893	kpe:KPK_3602
ko:K02071	kpe:KPK_4521
ko:K02072	kpe:KPK_4522
ko:K02073	kpe:KPK_4523
ko:K06080	kpe:KPK_4524
ko:K01881	kpe:KPK_4526
ko:K04075	kpe:KPK_4532
ko:K01962	kpe:KPK_4535
ko:K02337	kpe:KPK_4536
ko:K03470	kpe:KPK_4537
ko:K00677	kpe:KPK_4539
ko:K02372	kpe:KPK_4540
ko:K02536	kpe:KPK_4541
ko:K06142	kpe:KPK_4542
ko:K07277	kpe:KPK_4543
ko:K00981	kpe:KPK_4545
ko:K00806	kpe:KPK_4546
ko:K00099	kpe:KPK_4547
ko:K02838	kpe:KPK_4548
ko:K09903	kpe:KPK_4549
ko:K02357	kpe:KPK_4550
ko:K02967	kpe:KPK_4551
ko:K01265	kpe:KPK_4552
ko:K00990	kpe:KPK_4553
ko:K00674	kpe:KPK_4554
ko:K02647	kpe:KPK_4556
ko:K01129	kpe:KPK_4558
ko:K06858	kpe:KPK_4560
ko:K03281	kpe:KPK_4563
ko:K01845	kpe:KPK_4564
ko:K02015	kpe:KPK_4565
ko:K02013	kpe:KPK_4567
ko:K02014	kpe:KPK_4568
ko:K02821	kpe:KPK_5484
ko:K01624	kpe:KPK_5486
ko:K03475	kpe:KPK_5487
ko:K02822	kpe:KPK_5488
ko:K00850	kpe:KPK_5489
ko:K02379	kpe:KPK_5491
ko:K00123	kpe:KPK_5492
ko:K00127	kpe:KPK_5494
ko:K02380	kpe:KPK_5495
ko:K07560	kpe:KPK_5500
ko:K07058	kpe:KPK_5501
ko:K06207	kpe:KPK_5503
ko:K01915	kpe:KPK_5504
ko:K07708	kpe:KPK_5505
ko:K07712	kpe:KPK_5506
ko:K09894	kpe:KPK_5508
ko:K03978	kpe:KPK_5509
ko:K02335	kpe:KPK_5510
ko:K03673	kpe:KPK_5512
ko:K09896	kpe:KPK_5514
ko:K03752	kpe:KPK_5515
ko:K03753	kpe:KPK_5516
ko:K00852	kpe:KPK_5524
ko:K10439	kpe:KPK_5525
ko:K10440	kpe:KPK_5526
ko:K10441	kpe:KPK_5527
ko:K06726	kpe:KPK_5528
ko:K03549	kpe:KPK_5529
ko:K03924	kpe:KPK_5530
ko:K01914	kpe:KPK_5532
ko:K06205	kpe:KPK_5534
ko:K03495	kpe:KPK_5535
ko:K03501	kpe:KPK_5536
ko:K07703	kpe:KPK_2906
ko:K03273	kpe:KPK_4520
ko:K02313	kpe:KPK_0001
ko:K02338	kpe:KPK_0002
ko:K03629	kpe:KPK_0003
ko:K02470	kpe:KPK_0004
ko:K04080	kpe:KPK_0010
ko:K04081	kpe:KPK_0011
ko:K07085	kpe:KPK_0013
ko:K02749	kpe:KPK_0014
ko:K02750	kpe:KPK_0014
ko:K00389	kpe:KPK_0016
ko:K06871	kpe:KPK_0018
ko:K01753	kpe:KPK_0019
ko:K01652	kpe:KPK_0026
ko:K01653	kpe:KPK_0027
ko:K07783	kpe:KPK_0030
ko:K07784	kpe:KPK_0031
ko:K02759	kpe:KPK_0037
ko:K02761	kpe:KPK_0038
ko:K11191	kpe:KPK_0050
ko:K11192	kpe:KPK_0050
ko:K07106	kpe:KPK_0051
ko:K07552	kpe:KPK_0052
ko:K07006	kpe:KPK_0062
ko:K09958	kpe:KPK_0063
ko:K05846	kpe:KPK_2011
ko:K08167	kpe:KPK_2480
ko:K03488	kpe:KPK_2588
ko:K08161	kpe:KPK_4362
ko:K02566	kpe:KPK_3877
ko:K02020	kpe:KPK_2197
ko:K07701	kpe:KPK_2904
ko:K07642	kpe:KPK_1635
ko:K00567	kpe:KPK_2924
ko:K00626	kpe:KPK_2276
ko:K07407	kpe:KPK_5478
ko:K06958	kpe:KPK_0506
ko:K02619	kpe:KPK_3462
ko:K07222	kpe:KPK_3008
ko:K07222	kpe:KPK_1804
ko:K03316	kpe:KPK_1750
ko:K03316	kpe:KPK_5203
ko:K00832	kpe:KPK_5234
ko:K00832	kpe:KPK_3041
ko:K01439	kpe:KPK_2645
ko:K11604	kpe:KPK_1044
ko:K00299	kpe:KPK_3595
ko:K01840	kpe:KPK_1676
ko:K01840	kpe:KPK_1669
ko:K03767	kpe:KPK_0368
ko:K00027	kpe:KPK_2508
ko:K03477	kpe:KPK_5084
ko:K01895	kpe:KPK_5191
ko:K06149	kpe:KPK_0247
ko:K06203	kpe:KPK_1378
ko:K07665	kpe:KPK_4903
ko:K00609	kpe:KPK_5011
ko:K01834	kpe:KPK_3810
ko:K00265	kpe:KPK_0497
ko:K00350	kpe:KPK_4489
ko:K07700	kpe:KPK_4688
ko:K06212	kpe:KPK_3627
ko:K07792	kpe:KPK_5307
ko:K05794	kpe:KPK_A0199
ko:K03574	kpe:KPK_4638
ko:K03566	kpe:KPK_0958
ko:K03566	kpe:KPK_3174
ko:K07637	kpe:KPK_3416
ko:K07660	kpe:KPK_3415
ko:K07660	kpe:KPK_1643
ko:K05802	kpe:KPK_4234
ko:K01625	kpe:KPK_1924
ko:K03772	kpe:KPK_0385
ko:K07702	kpe:KPK_4689
ko:K00245	kpe:KPK_5116
ko:K01644	kpe:KPK_4713
ko:K03561	kpe:KPK_0694
ko:K01631	kpe:KPK_2035
ko:K00868	kpe:KPK_2374
ko:K02017	kpe:KPK_3800
ko:K04063	kpe:KPK_2527
ko:K03718	kpe:KPK_5533
ko:K02464	kpe:KPK_4587
ko:K07657	kpe:KPK_4346
ko:K00868	kpe:KPK_1372
ko:K00090	kpe:KPK_0190
ko:K01911	kpe:KPK_1491
ko:K07687	kpe:KPK_1513
ko:K07677	kpe:KPK_1512
ko:K07690	kpe:KPK_0635
ko:K07235	kpe:KPK_0387
ko:K02116	kpe:KPK_5537
ko:K00564	kpe:KPK_4786
ko:K01525	kpe:KPK_4696
ko:K07659	kpe:KPK_0341
ko:K00113	kpe:KPK_1501
ko:K12264	kpe:KPK_1081
ko:K00703	kpe:KPK_0319
ko:K12265	kpe:KPK_1080
ko:K07702	kpe:KPK_4721
ko:K12147	kpe:KPK_3491
ko:K12148	kpe:KPK_3485
ko:K12149	kpe:KPK_3484
ko:K07304	kpe:KPK_5049
ko:K01079	kpe:KPK_4771
ko:K00799	kpe:KPK_2590
ko:K12289	kpe:KPK_0351
ko:K12266	kpe:KPK_1083
ko:K01813	kpe:KPK_5468
ko:K12340	kpe:KPK_0673
ko:K11991	kpe:KPK_1239
ko:K07666	kpe:KPK_0682
ko:K11085	kpe:KPK_3618
ko:K08219	kpe:KPK_3630
ko:K09019	kpe:KPK_3524
ko:K07264	kpe:KPK_0270
ko:K09898	kpe:KPK_0377
ko:K01809	kpe:KPK_2944
ko:K01784	kpe:KPK_3806
ko:K08964	kpe:KPK_3941
ko:K01139	kpe:KPK_0098
ko:K11911	kpe:KPK_2057
ko:K01628	kpe:KPK_0968
ko:K01096	kpe:KPK_3160
ko:K07506	kpe:KPK_2414
ko:K01270	kpe:KPK_4483
ko:K04091	kpe:KPK_3597
ko:K02443	kpe:KPK_4466
ko:K11941	kpe:KPK_3495
ko:K05358	kpe:KPK_2122
ko:K00108	kpe:KPK_3995
ko:K12152	kpe:KPK_3409
ko:K03810	kpe:KPK_3477
ko:K07251	kpe:KPK_3453
ko:K01485	kpe:KPK_0366
ko:K01835	kpe:KPK_3859
ko:K06605	kpe:KPK_4989
ko:K11921	kpe:KPK_1408
ko:K12262	kpe:KPK_2395
ko:K04763	kpe:KPK_0776
ko:K03733	kpe:KPK_5368
ko:K00970	kpe:KPK_4593
ko:K00821	kpe:KPK_0373
ko:K01874	kpe:KPK_1608
ko:K01890	kpe:KPK_2143
ko:K03293	kpe:KPK_2963
ko:K05526	kpe:KPK_2964
ko:K01484	kpe:KPK_2965
ko:K06447	kpe:KPK_2966
ko:K00673	kpe:KPK_2967
ko:K00840	kpe:KPK_2968
ko:K00261	kpe:KPK_2969
ko:K03578	kpe:KPK_2984
ko:K01118	kpe:KPK_2985
ko:K02616	kpe:KPK_2989
ko:K01912	kpe:KPK_2990
ko:K02613	kpe:KPK_2996
ko:K02612	kpe:KPK_2997
ko:K02611	kpe:KPK_2998
ko:K02610	kpe:KPK_2999
ko:K02609	kpe:KPK_3000
ko:K02618	kpe:KPK_3001
ko:K06121	kpe:KPK_0627
ko:K07684	kpe:KPK_2089
ko:K05596	kpe:KPK_0749
ko:K02446	kpe:KPK_0095
ko:K07644	kpe:KPK_4902
ko:K00757	kpe:KPK_5346
ko:K01582	kpe:KPK_4092
ko:K02451	kpe:KPK_4572
ko:K03841	kpe:KPK_5039
ko:K00813	kpe:KPK_3604
ko:K03077	kpe:KPK_5076
ko:K07639	kpe:KPK_2940
ko:K08722	kpe:KPK_1466
ko:K04651	kpe:KPK_1059
ko:K05835	kpe:KPK_5360
ko:K01585	kpe:KPK_0737
ko:K02588	kpe:KPK_1714
ko:K13920	kpe:KPK_0908
ko:K07636	kpe:KPK_4345
ko:K03719	kpe:KPK_3639
ko:K03719	kpe:KPK_2099
ko:K03787	kpe:KPK_1017
ko:K02465	kpe:KPK_4571
ko:K06222	kpe:KPK_4513
ko:K00863	kpe:KPK_0615
ko:K01053	kpe:KPK_0112
ko:K00027	kpe:KPK_1916
ko:K08161	kpe:KPK_3490
ko:K02455	kpe:KPK_4578
ko:K11391	kpe:KPK_0601
ko:K01643	kpe:KPK_4712
ko:K03711	kpe:KPK_3864
ko:K03636	kpe:KPK_3759
ko:K06606	kpe:KPK_4998
ko:K00059	kpe:KPK_3465
ko:K00758	kpe:KPK_4776
ko:K01760	kpe:KPK_0693
ko:K00031	kpe:KPK_3407
ko:K11530	kpe:KPK_0610
ko:K07278	kpe:KPK_5048
ko:K03773	kpe:KPK_5069
ko:K01154	kpe:KPK_4975
ko:K11893	kpe:KPK_0947
ko:K07689	kpe:KPK_1869
ko:K01897	kpe:KPK_1971
ko:K03748	kpe:KPK_1583
ko:K11072	kpe:KPK_3420
ko:K11535	kpe:KPK_1395
ko:K00016	kpe:KPK_2747
ko:K02217	kpe:KPK_1880
ko:K11392	kpe:KPK_1939
ko:K08224	kpe:KPK_2883
ko:K07122	kpe:KPK_0520
ko:K00244	kpe:KPK_5115
ko:K05396	kpe:KPK_1864
ko:K03779	kpe:KPK_0481
ko:K03780	kpe:KPK_0482
ko:K03426	kpe:KPK_5296
ko:K11896	kpe:KPK_2053
ko:K00010	kpe:KPK_4081
ko:K10021	kpe:KPK_3143
ko:K11747	kpe:KPK_0381
ko:K07592	kpe:KPK_2013
ko:K01420	kpe:KPK_2925
ko:K01894	kpe:KPK_4592
ko:K00247	kpe:KPK_5118
ko:K11531	kpe:KPK_0604
ko:K11903	kpe:KPK_3064
ko:K06889	kpe:KPK_5083
ko:K07454	kpe:KPK_4926
ko:K07052	kpe:KPK_A0150
ko:K08682	kpe:KPK_4330
ko:K09251	kpe:KPK_0611
ko:K09470	kpe:KPK_3539
ko:K00262	kpe:KPK_3234
ko:K11749	kpe:KPK_4544
ko:K11811	kpe:KPK_A0061
ko:K01916	kpe:KPK_3214
ko:K07726	kpe:KPK_0033
ko:K07782	kpe:KPK_1867
ko:K11755	kpe:KPK_1683
ko:K00228	kpe:KPK_1358
ko:K07343	kpe:KPK_3580
ko:K12974	kpe:KPK_3319
ko:K12979	kpe:KPK_1133
ko:K12975	kpe:KPK_0202
ko:K12962	kpe:KPK_0271
ko:K12963	kpe:KPK_0273
ko:K10440	kpe:KPK_3936
ko:K03712	kpe:KPK_2661
ko:K01460	kpe:KPK_0702
ko:K08566	kpe:KPK_A0239
ko:K00906	kpe:KPK_5277
ko:K12972	kpe:KPK_1152
ko:K02027	kpe:KPK_2004
ko:K05847	kpe:KPK_2012
ko:K11892	kpe:KPK_2042
ko:K01708	kpe:KPK_0570
ko:K03649	kpe:KPK_0643
ko:K01176	kpe:KPK_0170
ko:K02517	kpe:KPK_4096
ko:K12370	kpe:KPK_0207
ko:K02058	kpe:KPK_5043
ko:K02056	kpe:KPK_5042
ko:K02057	kpe:KPK_5041
ko:K02057	kpe:KPK_5040
ko:K07347	kpe:KPK_5196
ko:K08166	kpe:KPK_1835
ko:K06138	kpe:KPK_2542
ko:K13301	kpe:KPK_4640
ko:K13069	kpe:KPK_4891
ko:K00558	kpe:KPK_1851
ko:K00558	kpe:KPK_3378
ko:K00558	kpe:KPK_2860
ko:K00558	kpe:KPK_4188
ko:K03324	kpe:KPK_3278
ko:K02024	kpe:KPK_4247
ko:K00799	kpe:KPK_2375
ko:K11209	kpe:KPK_0699
ko:K00823	kpe:KPK_0288
ko:K00847	kpe:KPK_1046
ko:K04775	kpe:KPK_2889
ko:K03535	kpe:KPK_2459
ko:K05881	kpe:KPK_0616
ko:K04333	kpe:KPK_0726
ko:K03757	kpe:KPK_4093
ko:K06079	kpe:KPK_4528
ko:K11734	kpe:KPK_4624
ko:K04025	kpe:KPK_1356
ko:K08322	kpe:KPK_0500
ko:K03482	kpe:KPK_1428
ko:K03324	kpe:KPK_5274
ko:K01093	kpe:KPK_3948
ko:K11929	kpe:KPK_4408
ko:K09017	kpe:KPK_3518
ko:K04065	kpe:KPK_4781
