ko:K19296	ppi:YSA_03112
ko:K00252	ppi:YSA_05283
ko:K03088	ppi:YSA_05309
ko:K12542	ppi:YSA_05319
ko:K12541	ppi:YSA_05321
ko:K03119	ppi:YSA_05336
ko:K07243	ppi:YSA_05364
ko:K01755	ppi:YSA_05369
ko:K08083	ppi:YSA_05372
ko:K01749	ppi:YSA_05374
ko:K02496	ppi:YSA_05376
ko:K02498	ppi:YSA_05379
ko:K03611	ppi:YSA_05380
ko:K07740	ppi:YSA_05384
ko:K03773	ppi:YSA_05385
ko:K06158	ppi:YSA_05391
ko:K05834	ppi:YSA_05393
ko:K07403	ppi:YSA_05395
ko:K02072	ppi:YSA_05426
ko:K02071	ppi:YSA_05428
ko:K02073	ppi:YSA_05430
ko:K10010	ppi:YSA_05436
ko:K10009	ppi:YSA_05438
ko:K02424	ppi:YSA_05440
ko:K00640	ppi:YSA_05444
ko:K02168	ppi:YSA_05447
ko:K03119	ppi:YSA_05448
ko:K15552	ppi:YSA_05450
ko:K15551	ppi:YSA_05453
ko:K00299	ppi:YSA_05460
ko:K15553	ppi:YSA_05461
ko:K15554	ppi:YSA_05464
ko:K01919	ppi:YSA_05470
ko:K06959	ppi:YSA_05475
ko:K07659	ppi:YSA_05476
ko:K07638	ppi:YSA_05479
ko:K04762	ppi:YSA_05482
ko:K04083	ppi:YSA_05487
ko:K01610	ppi:YSA_05490
ko:K07107	ppi:YSA_05494
ko:K02379	ppi:YSA_05498
ko:K08312	ppi:YSA_05502
ko:K10126	ppi:YSA_05505
ko:K10125	ppi:YSA_05507
ko:K01790	ppi:YSA_05508
ko:K10536	ppi:YSA_05510
ko:K02439	ppi:YSA_05809
ko:K06195	ppi:YSA_05811
ko:K02528	ppi:YSA_05813
ko:K00097	ppi:YSA_05814
ko:K03771	ppi:YSA_05816
ko:K04744	ppi:YSA_05819
ko:K07102	ppi:YSA_05820
ko:K05801	ppi:YSA_05825
ko:K02053	ppi:YSA_05839
ko:K01783	ppi:YSA_05841
ko:K01091	ppi:YSA_05843
ko:K01657	ppi:YSA_05844
ko:K12686	ppi:YSA_05848
ko:K00766	ppi:YSA_05851
ko:K01609	ppi:YSA_05854
ko:K07397	ppi:YSA_05857
ko:K06134	ppi:YSA_05862
ko:K02503	ppi:YSA_05863
ko:K07124	ppi:YSA_05864
ko:K00459	ppi:YSA_05866
ko:K08973	ppi:YSA_05868
ko:K00145	ppi:YSA_05869
ko:K15724	ppi:YSA_05872
ko:K09001	ppi:YSA_05874
ko:K01866	ppi:YSA_05878
ko:K03524	ppi:YSA_05898
ko:K03525	ppi:YSA_05900
ko:K02358	ppi:YSA_05907
ko:K03073	ppi:YSA_05910
ko:K02601	ppi:YSA_05911
ko:K02867	ppi:YSA_05913
ko:K02863	ppi:YSA_05915
ko:K02864	ppi:YSA_05917
ko:K02935	ppi:YSA_05918
ko:K03043	ppi:YSA_05922
ko:K03046	ppi:YSA_05925
ko:K02950	ppi:YSA_05926
ko:K02992	ppi:YSA_05927
ko:K02355	ppi:YSA_05928
ko:K02946	ppi:YSA_05932
ko:K02906	ppi:YSA_05934
ko:K02926	ppi:YSA_05935
ko:K02892	ppi:YSA_05937
ko:K02886	ppi:YSA_05940
ko:K02965	ppi:YSA_05942
ko:K02890	ppi:YSA_05944
ko:K02982	ppi:YSA_05945
ko:K02878	ppi:YSA_05946
ko:K02904	ppi:YSA_05948
ko:K02961	ppi:YSA_05950
ko:K02874	ppi:YSA_05951
ko:K02895	ppi:YSA_05952
ko:K02931	ppi:YSA_05954
ko:K02954	ppi:YSA_05956
ko:K02994	ppi:YSA_05958
ko:K02933	ppi:YSA_05959
ko:K02881	ppi:YSA_05961
ko:K02988	ppi:YSA_05962
ko:K02907	ppi:YSA_05964
ko:K02876	ppi:YSA_05965
ko:K03076	ppi:YSA_05966
ko:K02919	ppi:YSA_05968
ko:K02952	ppi:YSA_05969
ko:K02948	ppi:YSA_05971
ko:K02986	ppi:YSA_05973
ko:K03040	ppi:YSA_05974
ko:K02879	ppi:YSA_05976
ko:K03781	ppi:YSA_05979
ko:K03594	ppi:YSA_05981
ko:K03701	ppi:YSA_05984
ko:K07090	ppi:YSA_05993
ko:K00123	ppi:YSA_05996
ko:K00123	ppi:YSA_05999
ko:K02380	ppi:YSA_06003
ko:K01042	ppi:YSA_06005
ko:K03833	ppi:YSA_06007
ko:K03310	ppi:YSA_06013
ko:K07090	ppi:YSA_06021
ko:K00067	ppi:YSA_06024
ko:K07275	ppi:YSA_06030
ko:K09950	ppi:YSA_06032
ko:K02003	ppi:YSA_06036
ko:K05838	ppi:YSA_06044
ko:K07738	ppi:YSA_06047
ko:K11752	ppi:YSA_06049
ko:K00793	ppi:YSA_06050
ko:K14652	ppi:YSA_06051
ko:K00794	ppi:YSA_06053
ko:K03625	ppi:YSA_06056
ko:K00946	ppi:YSA_06058
ko:K01095	ppi:YSA_06059
ko:K16092	ppi:YSA_06065
ko:K01662	ppi:YSA_06066
ko:K13789	ppi:YSA_06068
ko:K03602	ppi:YSA_06069
ko:K16088	ppi:YSA_06079
ko:K07233	ppi:YSA_06089
ko:K09933	ppi:YSA_06102
ko:K03975	ppi:YSA_06106
ko:K03736	ppi:YSA_06111
ko:K03735	ppi:YSA_06114
ko:K02558	ppi:YSA_06123
ko:K03186	ppi:YSA_06125
ko:K00627	ppi:YSA_06135
ko:K01961	ppi:YSA_06143
ko:K02160	ppi:YSA_06146
ko:K03786	ppi:YSA_06147
ko:K04084	ppi:YSA_06149
ko:K03113	ppi:YSA_06158
ko:K03327	ppi:YSA_06164
ko:K06894	ppi:YSA_06167
ko:K05367	ppi:YSA_06170
ko:K02278	ppi:YSA_06176
ko:K06219	ppi:YSA_06180
ko:K07552	ppi:YSA_06199
ko:K00822	ppi:YSA_06218
ko:K00140	ppi:YSA_06220
ko:K03808	ppi:YSA_06241
ko:K14225	ppi:YSA_11557
ko:K03808	ppi:YSA_06242
ko:K02968	ppi:YSA_06247
ko:K03980	ppi:YSA_06254
ko:K11753	ppi:YSA_06256
ko:K01870	ppi:YSA_06257
ko:K03101	ppi:YSA_06259
ko:K03774	ppi:YSA_06261
ko:K03527	ppi:YSA_06262
ko:K08084	ppi:YSA_06263
ko:K02672	ppi:YSA_06267
ko:K02673	ppi:YSA_06269
ko:K02655	ppi:YSA_06271
ko:K01996	ppi:YSA_06280
ko:K01995	ppi:YSA_06281
ko:K01998	ppi:YSA_06283
ko:K01997	ppi:YSA_06286
ko:K01999	ppi:YSA_06288
ko:K06950	ppi:YSA_06291
ko:K05807	ppi:YSA_06292
ko:K06180	ppi:YSA_06293
ko:K05810	ppi:YSA_06294
ko:K03695	ppi:YSA_06299
ko:K03885	ppi:YSA_06307
ko:K09862	ppi:YSA_06318
ko:K00859	ppi:YSA_06319
ko:K02654	ppi:YSA_06321
ko:K07154	ppi:YSA_06367
ko:K00024	ppi:YSA_06385
ko:K02029	ppi:YSA_06387
ko:K01733	ppi:YSA_06398
ko:K00003	ppi:YSA_06400
ko:K00600	ppi:YSA_06408
ko:K00262	ppi:YSA_06418
ko:K03773	ppi:YSA_06440
ko:K06193	ppi:YSA_06442
ko:K02523	ppi:YSA_06444
ko:K02888	ppi:YSA_06445
ko:K02899	ppi:YSA_06446
ko:K03979	ppi:YSA_06448
ko:K00931	ppi:YSA_06450
ko:K05805	ppi:YSA_06452
ko:K03789	ppi:YSA_06462
ko:K08223	ppi:YSA_06474
ko:K03088	ppi:YSA_06480
ko:K01247	ppi:YSA_06482
ko:K10778	ppi:YSA_06483
ko:K06942	ppi:YSA_06508
ko:K01056	ppi:YSA_06510
ko:K02897	ppi:YSA_06512
ko:K00948	ppi:YSA_06514
ko:K00919	ppi:YSA_06515
ko:K02494	ppi:YSA_06516
ko:K02492	ppi:YSA_06534
ko:K02835	ppi:YSA_06536
ko:K02493	ppi:YSA_06538
ko:K01776	ppi:YSA_06541
ko:K01669	ppi:YSA_06545
ko:K06955	ppi:YSA_06553
ko:K07071	ppi:YSA_06556
ko:K01772	ppi:YSA_06557
ko:K00761	ppi:YSA_06559
ko:K00760	ppi:YSA_06561
ko:K00116	ppi:YSA_06568
ko:K07286	ppi:YSA_06575
ko:K03556	ppi:YSA_06601
ko:K13788	ppi:YSA_06610
ko:K03775	ppi:YSA_06612
ko:K00432	ppi:YSA_06615
ko:K06203	ppi:YSA_06634
ko:K00767	ppi:YSA_06639
ko:K03806	ppi:YSA_06643
ko:K03807	ppi:YSA_06645
ko:K03424	ppi:YSA_06646
ko:K03435	ppi:YSA_06648
ko:K02769	ppi:YSA_06656
ko:K02770	ppi:YSA_06656
ko:K09954	ppi:YSA_06657
ko:K03415	ppi:YSA_06670
ko:K12542	ppi:YSA_06674
ko:K12541	ppi:YSA_06675
ko:K12543	ppi:YSA_06676
ko:K12266	ppi:YSA_06693
ko:K05916	ppi:YSA_06696
ko:K03611	ppi:YSA_06698
ko:K02297	ppi:YSA_06699
ko:K02298	ppi:YSA_06700
ko:K02299	ppi:YSA_06702
ko:K02300	ppi:YSA_06703
ko:K14261	ppi:YSA_06706
ko:K06940	ppi:YSA_06709
ko:K03088	ppi:YSA_06714
ko:K16088	ppi:YSA_06718
ko:K06917	ppi:YSA_06723
ko:K01008	ppi:YSA_06725
ko:K02044	ppi:YSA_06726
ko:K02041	ppi:YSA_06729
ko:K02042	ppi:YSA_06730
ko:K02042	ppi:YSA_06731
ko:K07568	ppi:YSA_06754
ko:K00773	ppi:YSA_06756
ko:K03210	ppi:YSA_06757
ko:K03072	ppi:YSA_06758
ko:K03074	ppi:YSA_06760
ko:K15396	ppi:YSA_06766
ko:K00640	ppi:YSA_06767
ko:K13643	ppi:YSA_06769
ko:K04487	ppi:YSA_06770
ko:K04082	ppi:YSA_06776
ko:K04044	ppi:YSA_06779
ko:K04755	ppi:YSA_06780
ko:K00940	ppi:YSA_06783
ko:K06941	ppi:YSA_06785
ko:K02656	ppi:YSA_06787
ko:K15539	ppi:YSA_06788
ko:K01892	ppi:YSA_06791
ko:K03977	ppi:YSA_06796
ko:K14287	ppi:YSA_06800
ko:K16090	ppi:YSA_06807
ko:K01581	ppi:YSA_06812
ko:K03088	ppi:YSA_06814
ko:K16091	ppi:YSA_06818
ko:K05847	ppi:YSA_06819
ko:K05846	ppi:YSA_06821
ko:K05845	ppi:YSA_06823
ko:K02837	ppi:YSA_06826
ko:K11073	ppi:YSA_06828
ko:K06995	ppi:YSA_06830
ko:K12372	ppi:YSA_06848
ko:K12371	ppi:YSA_06849
ko:K12370	ppi:YSA_06851
ko:K12369	ppi:YSA_06852
ko:K12368	ppi:YSA_06860
ko:K12368	ppi:YSA_06862
ko:K15011	ppi:YSA_06868
ko:K15012	ppi:YSA_06869
ko:K05520	ppi:YSA_06878
ko:K05846	ppi:YSA_06825
ko:K01676	ppi:YSA_06885
ko:K09947	ppi:YSA_06908
ko:K07231	ppi:YSA_06918
ko:K04564	ppi:YSA_06924
ko:K06895	ppi:YSA_06928
ko:K05596	ppi:YSA_06931
ko:K07088	ppi:YSA_06950
ko:K07301	ppi:YSA_06953
ko:K03642	ppi:YSA_06954
ko:K02434	ppi:YSA_06956
ko:K02435	ppi:YSA_06958
ko:K03569	ppi:YSA_06960
ko:K03570	ppi:YSA_06961
ko:K03571	ppi:YSA_06963
ko:K06287	ppi:YSA_06965
ko:K08301	ppi:YSA_06967
ko:K03568	ppi:YSA_06974
ko:K09889	ppi:YSA_06976
ko:K03592	ppi:YSA_06977
ko:K04564	ppi:YSA_06985
ko:K06958	ppi:YSA_06990
ko:K05808	ppi:YSA_06992
ko:K03092	ppi:YSA_06995
ko:K06861	ppi:YSA_06996
ko:K09774	ppi:YSA_06997
ko:K11719	ppi:YSA_06999
ko:K03270	ppi:YSA_07000
ko:K06041	ppi:YSA_07001
ko:K02065	ppi:YSA_07003
ko:K02066	ppi:YSA_07005
ko:K07323	ppi:YSA_07007
ko:K00790	ppi:YSA_07012
ko:K00765	ppi:YSA_07014
ko:K00013	ppi:YSA_07018
ko:K00817	ppi:YSA_07019
ko:K03449	ppi:YSA_07026
ko:K06899	ppi:YSA_07030
ko:K07238	ppi:YSA_06986
ko:K03530	ppi:YSA_07034
ko:K01873	ppi:YSA_07038
ko:K02339	ppi:YSA_07042
ko:K01255	ppi:YSA_07045
ko:K07091	ppi:YSA_07047
ko:K11720	ppi:YSA_07049
ko:K03704	ppi:YSA_07053
ko:K00605	ppi:YSA_07056
ko:K01752	ppi:YSA_07058
ko:K00281	ppi:YSA_07060
ko:K02437	ppi:YSA_07061
ko:K15977	ppi:YSA_07064
ko:K09930	ppi:YSA_07066
ko:K03088	ppi:YSA_07073
ko:K03312	ppi:YSA_07075
ko:K00926	ppi:YSA_07079
ko:K00611	ppi:YSA_07081
ko:K03758	ppi:YSA_07084
ko:K03758	ppi:YSA_07088
ko:K09790	ppi:YSA_07089
ko:K16087	ppi:YSA_07092
ko:K00134	ppi:YSA_07098
ko:K01690	ppi:YSA_07100
ko:K07267	ppi:YSA_07118
ko:K00036	ppi:YSA_07124
ko:K01057	ppi:YSA_07125
ko:K01625	ppi:YSA_07127
ko:K01649	ppi:YSA_07132
ko:K03601	ppi:YSA_07137
ko:K07090	ppi:YSA_07142
ko:K01951	ppi:YSA_07147
ko:K01952	ppi:YSA_07161
ko:K03118	ppi:YSA_07164
ko:K03117	ppi:YSA_07165
ko:K03116	ppi:YSA_07167
ko:K02460	ppi:YSA_07168
ko:K07093	ppi:YSA_07170
ko:K02452	ppi:YSA_07175
ko:K02453	ppi:YSA_07176
ko:K02455	ppi:YSA_07180
ko:K02456	ppi:YSA_07181
ko:K02457	ppi:YSA_07183
ko:K02458	ppi:YSA_07184
ko:K02459	ppi:YSA_07185
ko:K02461	ppi:YSA_07186
ko:K03724	ppi:YSA_07203
ko:K03576	ppi:YSA_07206
ko:K02442	ppi:YSA_07210
ko:K10004	ppi:YSA_07216
ko:K10002	ppi:YSA_07217
ko:K10003	ppi:YSA_07218
ko:K10001	ppi:YSA_07221
ko:K00111	ppi:YSA_07224
ko:K02029	ppi:YSA_05563
ko:K02029	ppi:YSA_05565
ko:K03575	ppi:YSA_05580
ko:K07289	ppi:YSA_05582
ko:K01693	ppi:YSA_05585
ko:K02501	ppi:YSA_05587
ko:K01814	ppi:YSA_05589
ko:K02500	ppi:YSA_05591
ko:K02000	ppi:YSA_05593
ko:K02001	ppi:YSA_05596
ko:K02002	ppi:YSA_05597
ko:K01752	ppi:YSA_05598
ko:K07107	ppi:YSA_05607
ko:K02002	ppi:YSA_05613
ko:K01273	ppi:YSA_05620
ko:K03522	ppi:YSA_05628
ko:K03521	ppi:YSA_05630
ko:K00479	ppi:YSA_05639
ko:K01620	ppi:YSA_05656
ko:K00600	ppi:YSA_05657
ko:K00303	ppi:YSA_05659
ko:K00305	ppi:YSA_05664
ko:K01433	ppi:YSA_05666
ko:K07663	ppi:YSA_05679
ko:K07641	ppi:YSA_05682
ko:K06143	ppi:YSA_05684
ko:K00627	ppi:YSA_05692
ko:K00163	ppi:YSA_05695
ko:K00982	ppi:YSA_05698
ko:K02841	ppi:YSA_05701
ko:K02844	ppi:YSA_05704
ko:K03088	ppi:YSA_05717
ko:K01638	ppi:YSA_05723
ko:K05786	ppi:YSA_05730
ko:K02019	ppi:YSA_05733
ko:K01012	ppi:YSA_05735
ko:K02170	ppi:YSA_05738
ko:K02169	ppi:YSA_05739
ko:K01935	ppi:YSA_05741
ko:K02848	ppi:YSA_05705
ko:K06139	ppi:YSA_05759
ko:K06138	ppi:YSA_05760
ko:K06137	ppi:YSA_05761
ko:K06136	ppi:YSA_05763
ko:K00466	ppi:YSA_05771
ko:K03086	ppi:YSA_05784
ko:K02970	ppi:YSA_05789
ko:K08591	ppi:YSA_05794
ko:K01633	ppi:YSA_05795
ko:K00950	ppi:YSA_05797
ko:K09786	ppi:YSA_05804
ko:K07180	ppi:YSA_05807
ko:K02687	ppi:YSA_03747
ko:K03557	ppi:YSA_03752
ko:K00602	ppi:YSA_03754
ko:K01945	ppi:YSA_03755
ko:K13541	ppi:YSA_03767
ko:K03394	ppi:YSA_03769
ko:K06042	ppi:YSA_03770
ko:K02229	ppi:YSA_03772
ko:K02188	ppi:YSA_03778
ko:K05895	ppi:YSA_03780
ko:K07340	ppi:YSA_03781
ko:K11737	ppi:YSA_03798
ko:K03823	ppi:YSA_03809
ko:K05516	ppi:YSA_03814
ko:K04046	ppi:YSA_03815
ko:K04064	ppi:YSA_03825
ko:K03594	ppi:YSA_03826
ko:K07290	ppi:YSA_03828
ko:K01996	ppi:YSA_03842
ko:K01995	ppi:YSA_03843
ko:K01998	ppi:YSA_03845
ko:K01997	ppi:YSA_03847
ko:K01999	ppi:YSA_03849
ko:K00763	ppi:YSA_03852
ko:K06966	ppi:YSA_03859
ko:K02939	ppi:YSA_03865
ko:K02963	ppi:YSA_03868
ko:K02990	ppi:YSA_03870
ko:K03218	ppi:YSA_03872
ko:K12573	ppi:YSA_03875
ko:K02012	ppi:YSA_03880
ko:K02011	ppi:YSA_03882
ko:K01939	ppi:YSA_03888
ko:K02502	ppi:YSA_03890
ko:K04087	ppi:YSA_03894
ko:K04088	ppi:YSA_03896
ko:K03665	ppi:YSA_03898
ko:K03666	ppi:YSA_03900
ko:K00791	ppi:YSA_03901
ko:K03572	ppi:YSA_03902
ko:K01448	ppi:YSA_03904
ko:K06925	ppi:YSA_03906
ko:K13288	ppi:YSA_03911
ko:K06949	ppi:YSA_03914
ko:K02557	ppi:YSA_03917
ko:K02556	ppi:YSA_03919
ko:K01613	ppi:YSA_03925
ko:K01079	ppi:YSA_03927
ko:K09857	ppi:YSA_03931
ko:K02621	ppi:YSA_03932
ko:K06985	ppi:YSA_03934
ko:K02622	ppi:YSA_03937
ko:K07000	ppi:YSA_03940
ko:K03651	ppi:YSA_03941
ko:K09920	ppi:YSA_03943
ko:K03147	ppi:YSA_03949
ko:K02527	ppi:YSA_03954
ko:K03272	ppi:YSA_03962
ko:K00612	ppi:YSA_03983
ko:K07115	ppi:YSA_03984
ko:K13821	ppi:YSA_03990
ko:K05591	ppi:YSA_04002
ko:K07007	ppi:YSA_04004
ko:K12340	ppi:YSA_03951
ko:K07043	ppi:YSA_04013
ko:K01624	ppi:YSA_04016
ko:K00927	ppi:YSA_04022
ko:K03472	ppi:YSA_04024
ko:K00615	ppi:YSA_04026
ko:K00789	ppi:YSA_04029
ko:K01972	ppi:YSA_04033
ko:K08304	ppi:YSA_04040
ko:K01251	ppi:YSA_04052
ko:K00297	ppi:YSA_04054
ko:K11927	ppi:YSA_04061
ko:K00833	ppi:YSA_04071
ko:K09761	ppi:YSA_04073
ko:K11068	ppi:YSA_04074
ko:K06598	ppi:YSA_04076
ko:K01920	ppi:YSA_04088
ko:K03832	ppi:YSA_04090
ko:K07735	ppi:YSA_04092
ko:K07447	ppi:YSA_04093
ko:K02825	ppi:YSA_04094
ko:K00609	ppi:YSA_04095
ko:K01419	ppi:YSA_04100
ko:K03667	ppi:YSA_04102
ko:K03821	ppi:YSA_04108
ko:K03821	ppi:YSA_04111
ko:K03183	ppi:YSA_04121
ko:K03690	ppi:YSA_04123
ko:K03688	ppi:YSA_04126
ko:K03116	ppi:YSA_04131
ko:K03117	ppi:YSA_04132
ko:K03118	ppi:YSA_04134
ko:K03669	ppi:YSA_04148
ko:K03670	ppi:YSA_04151
ko:K01465	ppi:YSA_04097
ko:K01468	ppi:YSA_04157
ko:K01745	ppi:YSA_04161
ko:K01712	ppi:YSA_04163
ko:K09975	ppi:YSA_04168
ko:K05836	ppi:YSA_04169
ko:K03098	ppi:YSA_04173
ko:K03841	ppi:YSA_04183
ko:K00688	ppi:YSA_04184
ko:K06940	ppi:YSA_04185
ko:K06207	ppi:YSA_04190
ko:K03151	ppi:YSA_04191
ko:K01915	ppi:YSA_04193
ko:K07708	ppi:YSA_04198
ko:K07712	ppi:YSA_04199
ko:K03216	ppi:YSA_04206
ko:K03071	ppi:YSA_04207
ko:K07560	ppi:YSA_04152
ko:K15633	ppi:YSA_04215
ko:K03797	ppi:YSA_04220
ko:K09798	ppi:YSA_04224
ko:K02168	ppi:YSA_04230
ko:K02167	ppi:YSA_04236
ko:K05802	ppi:YSA_04246
ko:K03672	ppi:YSA_04250
ko:K08224	ppi:YSA_04253
ko:K02462	ppi:YSA_04258
ko:K02461	ppi:YSA_04259
ko:K02460	ppi:YSA_04260
ko:K02459	ppi:YSA_04261
ko:K02458	ppi:YSA_04263
ko:K02457	ppi:YSA_04264
ko:K02456	ppi:YSA_04266
ko:K02455	ppi:YSA_04268
ko:K02453	ppi:YSA_04271
ko:K01599	ppi:YSA_04278
ko:K00266	ppi:YSA_04280
ko:K03112	ppi:YSA_04289
ko:K01735	ppi:YSA_04291
ko:K00891	ppi:YSA_04292
ko:K02666	ppi:YSA_04297
ko:K02662	ppi:YSA_04302
ko:K05366	ppi:YSA_04304
ko:K00029	ppi:YSA_04307
ko:K02909	ppi:YSA_04311
ko:K04066	ppi:YSA_04313
ko:K01887	ppi:YSA_04314
ko:K02669	ppi:YSA_04323
ko:K06997	ppi:YSA_04325
ko:K00286	ppi:YSA_04327
ko:K02221	ppi:YSA_04328
ko:K00641	ppi:YSA_04329
ko:K03439	ppi:YSA_04340
ko:K03149	ppi:YSA_04342
ko:K03154	ppi:YSA_04343
ko:K03814	ppi:YSA_04348
ko:K03089	ppi:YSA_04349
ko:K09811	ppi:YSA_04351
ko:K09812	ppi:YSA_04353
ko:K03110	ppi:YSA_04355
ko:K00154	ppi:YSA_04372
ko:K00954	ppi:YSA_04379
ko:K06969	ppi:YSA_04386
ko:K01687	ppi:YSA_04388
ko:K06956	ppi:YSA_04397
ko:K02012	ppi:YSA_04403
ko:K02011	ppi:YSA_04404
ko:K01534	ppi:YSA_04408
ko:K13292	ppi:YSA_04414
ko:K08484	ppi:YSA_04420
ko:K08311	ppi:YSA_04422
ko:K01754	ppi:YSA_04426
ko:K01807	ppi:YSA_04428
ko:K01434	ppi:YSA_04456
ko:K02073	ppi:YSA_04460
ko:K07002	ppi:YSA_04463
ko:K02045	ppi:YSA_04464
ko:K02047	ppi:YSA_04466
ko:K02046	ppi:YSA_04468
ko:K02048	ppi:YSA_04470
ko:K11074	ppi:YSA_04480
ko:K11075	ppi:YSA_04482
ko:K11076	ppi:YSA_04485
ko:K11073	ppi:YSA_04487
ko:K11073	ppi:YSA_04490
ko:K12256	ppi:YSA_04493
ko:K01915	ppi:YSA_04494
ko:K01915	ppi:YSA_04498
ko:K14682	ppi:YSA_04499
ko:K01438	ppi:YSA_04500
ko:K05800	ppi:YSA_04505
ko:K00281	ppi:YSA_04514
ko:K02437	ppi:YSA_04516
ko:K00605	ppi:YSA_04518
ko:K02011	ppi:YSA_04520
ko:K02012	ppi:YSA_04521
ko:K03185	ppi:YSA_04525
ko:K09895	ppi:YSA_04530
ko:K09888	ppi:YSA_04534
ko:K01993	ppi:YSA_04543
ko:K13926	ppi:YSA_04545
ko:K02415	ppi:YSA_04548
ko:K03182	ppi:YSA_04556
ko:K03628	ppi:YSA_04558
ko:K03671	ppi:YSA_04559
ko:K00937	ppi:YSA_04563
ko:K09768	ppi:YSA_04570
ko:K05851	ppi:YSA_04575
ko:K06140	ppi:YSA_04577
ko:K06202	ppi:YSA_04581
ko:K01586	ppi:YSA_04585
ko:K01778	ppi:YSA_04587
ko:K09921	ppi:YSA_04589
ko:K03733	ppi:YSA_04591
ko:K03320	ppi:YSA_04596
ko:K04752	ppi:YSA_04597
ko:K07391	ppi:YSA_04606
ko:K01524	ppi:YSA_04561
ko:K03327	ppi:YSA_04649
ko:K03656	ppi:YSA_04656
ko:K03816	ppi:YSA_04657
ko:K01775	ppi:YSA_04664
ko:K00285	ppi:YSA_04666
ko:K06940	ppi:YSA_04668
ko:K06995	ppi:YSA_04680
ko:K02913	ppi:YSA_04684
ko:K02902	ppi:YSA_04685
ko:K06978	ppi:YSA_04726
ko:K03760	ppi:YSA_04738
ko:K07644	ppi:YSA_04754
ko:K01534	ppi:YSA_04776
ko:K15726	ppi:YSA_04784
ko:K03630	ppi:YSA_04812
ko:K13038	ppi:YSA_04813
ko:K15778	ppi:YSA_04816
ko:K00930	ppi:YSA_04818
ko:K00762	ppi:YSA_04820
ko:K01142	ppi:YSA_04821
ko:K09940	ppi:YSA_04824
ko:K00989	ppi:YSA_04827
ko:K00942	ppi:YSA_04831
ko:K07010	ppi:YSA_04836
ko:K01915	ppi:YSA_04838
ko:K03060	ppi:YSA_04840
ko:K03561	ppi:YSA_04849
ko:K03832	ppi:YSA_04853
ko:K04761	ppi:YSA_04854
ko:K03655	ppi:YSA_04857
ko:K05787	ppi:YSA_04862
ko:K05297	ppi:YSA_04864
ko:K03181	ppi:YSA_04868
ko:K03179	ppi:YSA_04869
ko:K07636	ppi:YSA_04875
ko:K02039	ppi:YSA_04884
ko:K02036	ppi:YSA_04885
ko:K02038	ppi:YSA_04887
ko:K02037	ppi:YSA_04889
ko:K02040	ppi:YSA_04891
ko:K10806	ppi:YSA_04896
ko:K01792	ppi:YSA_04898
ko:K09950	ppi:YSA_04900
ko:K01589	ppi:YSA_04903
ko:K01588	ppi:YSA_04905
ko:K01744	ppi:YSA_04913
ko:K11073	ppi:YSA_04918
ko:K00375	ppi:YSA_04921
ko:K07734	ppi:YSA_04923
ko:K01960	ppi:YSA_04928
ko:K00036	ppi:YSA_04938
ko:K03657	ppi:YSA_04940
ko:K00868	ppi:YSA_04954
ko:K06131	ppi:YSA_04968
ko:K00574	ppi:YSA_04969
ko:K00382	ppi:YSA_04970
ko:K00615	ppi:YSA_04973
ko:K00615	ppi:YSA_04975
ko:K00820	ppi:YSA_05019
ko:K04042	ppi:YSA_05024
ko:K02114	ppi:YSA_05026
ko:K02112	ppi:YSA_05029
ko:K02115	ppi:YSA_05030
ko:K02111	ppi:YSA_05032
ko:K02113	ppi:YSA_05034
ko:K02109	ppi:YSA_05035
ko:K02110	ppi:YSA_05037
ko:K02108	ppi:YSA_05038
ko:K03501	ppi:YSA_05045
ko:K03495	ppi:YSA_05047
ko:K03650	ppi:YSA_05051
ko:K03217	ppi:YSA_05054
ko:K03536	ppi:YSA_05057
ko:K02914	ppi:YSA_05058
ko:K02313	ppi:YSA_05060
ko:K02338	ppi:YSA_05063
ko:K03629	ppi:YSA_05065
ko:K02470	ppi:YSA_05066
ko:K07090	ppi:YSA_05075
ko:K00655	ppi:YSA_05084
ko:K03273	ppi:YSA_05086
ko:K01879	ppi:YSA_05087
ko:K01878	ppi:YSA_05090
ko:K02002	ppi:YSA_05118
ko:K10253	ppi:YSA_05125
ko:K01695	ppi:YSA_05126
ko:K01696	ppi:YSA_05129
ko:K09165	ppi:YSA_05133
ko:K01246	ppi:YSA_05091
ko:K02517	ppi:YSA_05092
ko:K03500	ppi:YSA_05099
ko:K00604	ppi:YSA_05101
ko:K01462	ppi:YSA_05102
ko:K04096	ppi:YSA_05105
ko:K07566	ppi:YSA_05108
ko:K00228	ppi:YSA_05112
ko:K00014	ppi:YSA_05113
ko:K00215	ppi:YSA_03417
ko:K03686	ppi:YSA_03420
ko:K04043	ppi:YSA_03423
ko:K03687	ppi:YSA_03425
ko:K03631	ppi:YSA_03429
ko:K06186	ppi:YSA_03431
ko:K03664	ppi:YSA_03433
ko:K03303	ppi:YSA_03437
ko:K07733	ppi:YSA_03456
ko:K07394	ppi:YSA_04448
ko:K16345	ppi:YSA_08791
ko:K07165	ppi:YSA_06479
ko:K02303	ppi:YSA_01606
ko:K01980	ppi:YSA_11522
ko:K07038	ppi:YSA_10660
ko:K00209	ppi:YSA_03207
ko:K07345	ppi:YSA_01958
ko:K02052	ppi:YSA_02681
ko:K02055	ppi:YSA_02679
ko:K02054	ppi:YSA_05836
