ko:K10942	psc:A458_13485
ko:K07157	psc:A458_02575
ko:K00147	psc:A458_02590
ko:K00969	psc:A458_02595
ko:K09710	psc:A458_02600
ko:K00783	psc:A458_02605
ko:K05515	psc:A458_02610
ko:K05837	psc:A458_02615
ko:K03642	psc:A458_02625
ko:K09158	psc:A458_02635
ko:K03801	psc:A458_02640
ko:K03644	psc:A458_02645
ko:K09890	psc:A458_02660
ko:K02340	psc:A458_02665
ko:K03643	psc:A458_02670
ko:K05807	psc:A458_03225
ko:K06180	psc:A458_03230
ko:K05810	psc:A458_03235
ko:K03695	psc:A458_03240
ko:K03885	psc:A458_03245
ko:K00767	psc:A458_03260
ko:K09908	psc:A458_03265
ko:K07018	psc:A458_03270
ko:K01867	psc:A458_03275
ko:K06916	psc:A458_03280
ko:K05982	psc:A458_03290
ko:K03806	psc:A458_03295
ko:K03807	psc:A458_03300
ko:K03424	psc:A458_03310
ko:K10778	psc:A458_03320
ko:K07178	psc:A458_03325
ko:K03594	psc:A458_03345
ko:K07552	psc:A458_03375
ko:K06204	psc:A458_03410
ko:K09024	psc:A458_03415
ko:K09019	psc:A458_03420
ko:K09023	psc:A458_03425
ko:K09021	psc:A458_03430
ko:K09018	psc:A458_03440
ko:K10680	psc:A458_03480
ko:K02305	psc:A458_03835
ko:K04561	psc:A458_03840
ko:K02448	psc:A458_03845
ko:K05775	psc:A458_03855
ko:K02024	psc:A458_03860
ko:K03556	psc:A458_03900
ko:K03427	psc:A458_03940
ko:K01154	psc:A458_03945
ko:K01153	psc:A458_03965
ko:K07733	psc:A458_03975
ko:K00782	psc:A458_04000
ko:K03303	psc:A458_04015
ko:K03664	psc:A458_04025
ko:K09801	psc:A458_04035
ko:K06186	psc:A458_04040
ko:K03631	psc:A458_04050
ko:K03687	psc:A458_04055
ko:K04043	psc:A458_04060
ko:K03686	psc:A458_04065
ko:K00215	psc:A458_04070
ko:K01956	psc:A458_04075
ko:K02015	psc:A458_04335
ko:K02013	psc:A458_04340
ko:K05365	psc:A458_04370
ko:K01652	psc:A458_04390
ko:K01653	psc:A458_04395
ko:K00053	psc:A458_04400
ko:K03808	psc:A458_04425
ko:K03808	psc:A458_04430
ko:K13747	psc:A458_04455
ko:K01649	psc:A458_04465
ko:K03789	psc:A458_04475
ko:K01087	psc:A458_04485
ko:K00697	psc:A458_04490
ko:K01673	psc:A458_04495
ko:K15977	psc:A458_04540
ko:K01029	psc:A458_04580
ko:K01028	psc:A458_04585
ko:K01640	psc:A458_04590
ko:K01968	psc:A458_04595
ko:K01483	psc:A458_05165
ko:K01477	psc:A458_05170
ko:K07127	psc:A458_05185
ko:K06901	psc:A458_05195
ko:K07402	psc:A458_05235
ko:K13482	psc:A458_05240
ko:K13481	psc:A458_05245
ko:K07461	psc:A458_05280
ko:K06899	psc:A458_05300
ko:K02548	psc:A458_05305
ko:K01873	psc:A458_05345
ko:K02339	psc:A458_05355
ko:K01255	psc:A458_05360
ko:K07091	psc:A458_05365
ko:K11720	psc:A458_05370
ko:K03704	psc:A458_05380
ko:K07568	psc:A458_05385
ko:K00773	psc:A458_05390
ko:K03210	psc:A458_05395
ko:K03072	psc:A458_05400
ko:K03074	psc:A458_05405
ko:K15396	psc:A458_05420
ko:K01129	psc:A458_08510
ko:K03320	psc:A458_08515
ko:K12972	psc:A458_08520
ko:K00111	psc:A458_08580
ko:K02444	psc:A458_08585
ko:K00864	psc:A458_08590
ko:K02440	psc:A458_08595
ko:K10716	psc:A458_08610
ko:K08159	psc:A458_08630
ko:K08303	psc:A458_08640
ko:K13688	psc:A458_08645
ko:K03449	psc:A458_08745
ko:K01118	psc:A458_08765
ko:K07661	psc:A458_08800
ko:K07639	psc:A458_08805
ko:K03826	psc:A458_08815
ko:K00631	psc:A458_08820
ko:K03782	psc:A458_08825
ko:K15256	psc:A458_08835
ko:K03704	psc:A458_08870
ko:K00563	psc:A458_08880
ko:K09919	psc:A458_08900
ko:K07090	psc:A458_08955
ko:K15461	psc:A458_08965
ko:K07678	psc:A458_08970
ko:K05596	psc:A458_08980
ko:K12339	psc:A458_08985
ko:K03215	psc:A458_08990
ko:K09912	psc:A458_09005
ko:K03724	psc:A458_09025
ko:K05526	psc:A458_09090
ko:K06879	psc:A458_09105
ko:K04754	psc:A458_09115
ko:K05539	psc:A458_09140
ko:K05549	psc:A458_09155
ko:K05550	psc:A458_09160
ko:K05784	psc:A458_09165
ko:K05783	psc:A458_09170
ko:K05548	psc:A458_09175
ko:K05782	psc:A458_09195
ko:K01737	psc:A458_09210
ko:K07084	psc:A458_09215
ko:K07093	psc:A458_09225
ko:K01637	psc:A458_09230
ko:K01756	psc:A458_09255
ko:K07153	psc:A458_09260
ko:K00566	psc:A458_09265
ko:K00031	psc:A458_09275
ko:K00031	psc:A458_09280
ko:K03704	psc:A458_09285
ko:K06891	psc:A458_09290
ko:K03694	psc:A458_09295
ko:K02518	psc:A458_09300
ko:K00684	psc:A458_09310
ko:K00384	psc:A458_09315
ko:K03466	psc:A458_09320
ko:K03634	psc:A458_09325
ko:K07478	psc:A458_09330
ko:K06199	psc:A458_09335
ko:K01875	psc:A458_09340
ko:K02302	psc:A458_09345
ko:K00208	psc:A458_09475
ko:K13896	psc:A458_09480
ko:K13895	psc:A458_09485
ko:K13894	psc:A458_09490
ko:K01977	psc:A458_r21934
ko:K01977	psc:A458_r21938
ko:K01977	psc:A458_r21940
ko:K01977	psc:A458_r21936
ko:K03168	psc:A458_12140
ko:K01825	psc:A458_12155
ko:K01354	psc:A458_12160
ko:K01895	psc:A458_12170
ko:K01640	psc:A458_12190
ko:K10941	psc:A458_13490
ko:K13893	psc:A458_09495
ko:K13893	psc:A458_09500
ko:K08307	psc:A458_09510
ko:K01584	psc:A458_09535
ko:K03426	psc:A458_09550
ko:K07090	psc:A458_09555
ko:K00381	psc:A458_09605
ko:K13993	psc:A458_09620
ko:K06941	psc:A458_09635
ko:K03811	psc:A458_09660
ko:K07400	psc:A458_09685
ko:K03168	psc:A458_09700
ko:K06153	psc:A458_09730
ko:K00285	psc:A458_09765
ko:K06916	psc:A458_09775
ko:K06145	psc:A458_09800
ko:K10229	psc:A458_09830
ko:K10228	psc:A458_09835
ko:K10227	psc:A458_09840
ko:K00847	psc:A458_09850
ko:K02040	psc:A458_09855
ko:K01142	psc:A458_09860
ko:K07278	psc:A458_09870
ko:K00963	psc:A458_10190
ko:K00134	psc:A458_10245
ko:K09771	psc:A458_10250
ko:K07089	psc:A458_10290
ko:K03703	psc:A458_10315
ko:K07787	psc:A458_10330
ko:K07798	psc:A458_10335
ko:K06139	psc:A458_10365
ko:K06138	psc:A458_10370
ko:K06137	psc:A458_10375
ko:K06136	psc:A458_10380
ko:K06135	psc:A458_10385
ko:K06135	psc:A458_10400
ko:K06138	psc:A458_10405
ko:K06139	psc:A458_10410
ko:K03770	psc:A458_10430
ko:K01772	psc:A458_10975
ko:K07071	psc:A458_10980
ko:K01669	psc:A458_10995
ko:K09701	psc:A458_11015
ko:K00574	psc:A458_11020
ko:K12410	psc:A458_11035
ko:K00362	psc:A458_11040
ko:K00363	psc:A458_11045
ko:K07093	psc:A458_11080
ko:K03562	psc:A458_11095
ko:K01083	psc:A458_11100
ko:K02379	psc:A458_11125
ko:K07184	psc:A458_11160
ko:K00688	psc:A458_11190
ko:K00140	psc:A458_11205
ko:K00640	psc:A458_05425
ko:K13643	psc:A458_05430
ko:K04487	psc:A458_05435
ko:K04082	psc:A458_05450
ko:K04044	psc:A458_05455
ko:K04755	psc:A458_05460
ko:K00940	psc:A458_05470
ko:K06941	psc:A458_05475
ko:K02656	psc:A458_05480
ko:K15539	psc:A458_05485
ko:K01892	psc:A458_05495
ko:K03977	psc:A458_05510
ko:K00640	psc:A458_05515
ko:K14287	psc:A458_05520
ko:K08984	psc:A458_05535
ko:K01150	psc:A458_05540
ko:K13979	psc:A458_05550
ko:K01649	psc:A458_05555
ko:K16053	psc:A458_05570
ko:K03601	psc:A458_05585
ko:K01951	psc:A458_05600
ko:K00611	psc:A458_05620
ko:K07390	psc:A458_05625
ko:K03683	psc:A458_05635
ko:K01465	psc:A458_05640
ko:K01940	psc:A458_05650
ko:K10773	psc:A458_05665
ko:K09800	psc:A458_09875
ko:K03310	psc:A458_09880
ko:K11065	psc:A458_09885
ko:K07799	psc:A458_09900
ko:K07788	psc:A458_09905
ko:K07789	psc:A458_09910
ko:K10979	psc:A458_09965
ko:K16147	psc:A458_09980
ko:K05343	psc:A458_09985
ko:K06044	psc:A458_10050
ko:K00705	psc:A458_10055
ko:K01236	psc:A458_10060
ko:K00703	psc:A458_10065
ko:K00901	psc:A458_10155
ko:K03530	psc:A458_10435
ko:K01338	psc:A458_10440
ko:K03544	psc:A458_10445
ko:K01358	psc:A458_10450
ko:K03545	psc:A458_10455
ko:K02448	psc:A458_10460
ko:K04561	psc:A458_10470
ko:K02305	psc:A458_10475
ko:K16087	psc:A458_10500
ko:K07090	psc:A458_10515
ko:K01491	psc:A458_10530
ko:K01883	psc:A458_10535
ko:K01886	psc:A458_10540
ko:K03269	psc:A458_10550
ko:K06169	psc:A458_10555
ko:K06938	psc:A458_10565
ko:K01682	psc:A458_10570
ko:K03088	psc:A458_10580
ko:K16074	psc:A458_10595
ko:K02553	psc:A458_10600
ko:K09773	psc:A458_10610
ko:K01665	psc:A458_10655
ko:K02203	psc:A458_10660
ko:K00390	psc:A458_10665
ko:K13634	psc:A458_10670
ko:K00077	psc:A458_10675
ko:K01626	psc:A458_10680
ko:K03924	psc:A458_11310
ko:K06917	psc:A458_11320
ko:K01008	psc:A458_11325
ko:K07001	psc:A458_11330
ko:K08296	psc:A458_11360
ko:K00057	psc:A458_11370
ko:K01716	psc:A458_11375
ko:K07862	psc:A458_11385
ko:K04079	psc:A458_11420
ko:K03311	psc:A458_11445
ko:K01902	psc:A458_11450
ko:K01903	psc:A458_11455
ko:K00382	psc:A458_11460
ko:K00658	psc:A458_11465
ko:K00164	psc:A458_11470
ko:K00240	psc:A458_11475
ko:K00239	psc:A458_11480
ko:K00242	psc:A458_11485
ko:K01647	psc:A458_11495
ko:K06940	psc:A458_11500
ko:K09922	psc:A458_11505
ko:K09913	psc:A458_11510
ko:K02422	psc:A458_11520
ko:K00425	psc:A458_11795
ko:K03809	psc:A458_11820
ko:K01620	psc:A458_11830
ko:K14225	psc:A458_t21856
ko:K14225	psc:A458_t21884
ko:K14234	psc:A458_t21920
ko:K09020	psc:A458_03435
ko:K16137	psc:A458_16105
ko:K12262	psc:A458_17285
ko:K10216	psc:A458_06525
ko:K12262	psc:A458_10030
ko:K16370	psc:A458_12775
ko:K16291	psc:A458_10695
ko:K01617	psc:A458_06505
ko:K00152	psc:A458_06710
ko:K14580	psc:A458_06720
ko:K11734	psc:A458_13820
ko:K05799	psc:A458_04020
ko:K16171	psc:A458_17450
ko:K14225	psc:A458_t21910
ko:K16299	psc:A458_02350
ko:K16300	psc:A458_02355
ko:K02051	psc:A458_11720
ko:K00104	psc:A458_19225
ko:K01856	psc:A458_09180
ko:K14237	psc:A458_t21880
ko:K01487	psc:A458_05230
ko:K03321	psc:A458_20520
ko:K11959	psc:A458_02875
ko:K11959	psc:A458_07900
ko:K11960	psc:A458_02870
ko:K11960	psc:A458_07905
ko:K10111	psc:A458_03920
ko:K11961	psc:A458_07910
ko:K14230	psc:A458_t21870
ko:K14230	psc:A458_t21872
ko:K14230	psc:A458_t21818
ko:K10108	psc:A458_03885
ko:K14219	psc:A458_t21924
ko:K14235	psc:A458_t21906
ko:K14237	psc:A458_t21890
ko:K14221	psc:A458_t21866
ko:K14221	psc:A458_t21888
ko:K14220	psc:A458_t21904
ko:K14220	psc:A458_t21810
ko:K14219	psc:A458_t21862
ko:K14219	psc:A458_t21836
ko:K14219	psc:A458_t21838
ko:K14228	psc:A458_t21816
ko:K03457	psc:A458_02820
ko:K16692	psc:A458_11975
ko:K16692	psc:A458_13240
ko:K07122	psc:A458_16555
ko:K01426	psc:A458_07935
ko:K02768	psc:A458_16820
ko:K08483	psc:A458_16820
ko:K11183	psc:A458_16820
ko:K01708	psc:A458_01970
ko:K14223	psc:A458_t21826
ko:K14223	psc:A458_t21828
ko:K14233	psc:A458_t21834
ko:K05812	psc:A458_08140
ko:K14218	psc:A458_t21822
ko:K14218	psc:A458_t21914
ko:K14218	psc:A458_t21850
ko:K14218	psc:A458_t21874
ko:K14236	psc:A458_t21912
ko:K14233	psc:A458_t21864
ko:K14219	psc:A458_t21840
ko:K14234	psc:A458_t21844
ko:K14237	psc:A458_t21868
ko:K14226	psc:A458_t21860
ko:K14228	psc:A458_t21858
ko:K14222	psc:A458_t21854
ko:K14230	psc:A458_t21824
ko:K14234	psc:A458_t21804
ko:K14231	psc:A458_t21802
ko:K14232	psc:A458_t21812
ko:K01985	psc:A458_r21926
ko:K01985	psc:A458_r21932
ko:K01985	psc:A458_r21928
ko:K01985	psc:A458_r21930
ko:K14228	psc:A458_t21830
ko:K14228	psc:A458_t21852
ko:K14233	psc:A458_t21846
ko:K14233	psc:A458_t21892
ko:K14229	psc:A458_t21894
ko:K14234	psc:A458_t21908
ko:K14230	psc:A458_t21918
ko:K14238	psc:A458_t21922
ko:K14218	psc:A458_t21898
ko:K14218	psc:A458_t21902
ko:K14224	psc:A458_t21886
ko:K14224	psc:A458_t21896
ko:K14224	psc:A458_t21900
ko:K14232	psc:A458_t21882
ko:K14232	psc:A458_t21878
ko:K00971	psc:A458_02405
ko:K14228	psc:A458_t21806
ko:K14228	psc:A458_t21808
ko:K11961	psc:A458_02865
ko:K11962	psc:A458_02860
ko:K11962	psc:A458_07915
ko:K11963	psc:A458_02855
ko:K11963	psc:A458_07920
ko:K09017	psc:A458_03445
ko:K07684	psc:A458_17350
ko:K14578	psc:A458_06730
ko:K10110	psc:A458_03895
ko:K00537	psc:A458_14790
ko:K18918	psc:A458_18495
ko:K07090	psc:A458_19320
ko:K14584	psc:A458_06695
ko:K01959	psc:A458_20355
ko:K14475	psc:A458_05835
ko:K11914	psc:A458_00655
ko:K12254	psc:A458_21210
ko:K11384	psc:A458_01015
ko:K06970	psc:A458_05320
ko:K02030	psc:A458_00145
ko:K02030	psc:A458_00725
ko:K02030	psc:A458_11705
ko:K00831	psc:A458_10420
ko:K00114	psc:A458_09460
ko:K03767	psc:A458_08910
ko:K06148	psc:A458_12275
ko:K15864	psc:A458_03795
ko:K14268	psc:A458_18305
ko:K00355	psc:A458_08710
ko:K00034	psc:A458_01850
ko:K09810	psc:A458_13965
ko:K01485	psc:A458_03605
ko:K00951	psc:A458_08995
ko:K03559	psc:A458_13940
ko:K03559	psc:A458_17730
ko:K10027	psc:A458_02100
ko:K06075	psc:A458_13110
ko:K00265	psc:A458_18575
ko:K11383	psc:A458_01010
ko:K07794	psc:A458_01100
ko:K09810	psc:A458_13380
ko:K00114	psc:A458_09430
ko:K02226	psc:A458_07220
ko:K00042	psc:A458_05085
ko:K00108	psc:A458_12050
ko:K16872	psc:A458_14880
ko:K02303	psc:A458_03770
ko:K14742	psc:A458_14395
ko:K03719	psc:A458_02895
ko:K03719	psc:A458_18985
ko:K03574	psc:A458_04850
ko:K11904	psc:A458_00650
ko:K11904	psc:A458_20920
ko:K11904	psc:A458_20750
ko:K04065	psc:A458_04160
ko:K12976	psc:A458_04775
ko:K11916	psc:A458_20915
ko:K02661	psc:A458_01560
ko:K06218	psc:A458_00070
ko:K03417	psc:A458_10630
ko:K02428	psc:A458_08465
ko:K02030	psc:A458_19585
ko:K02030	psc:A458_00850
ko:K08316	psc:A458_01345
ko:K02030	psc:A458_07705
ko:K01802	psc:A458_14295
ko:K02030	psc:A458_02920
ko:K02030	psc:A458_00755
ko:K17316	psc:A458_12975
ko:K18979	psc:A458_03080
ko:K01990	psc:A458_16495
ko:K17317	psc:A458_12970
ko:K17315	psc:A458_12980
ko:K06218	psc:A458_18490
ko:K00480	psc:A458_06545
ko:K02028	psc:A458_00730
ko:K02058	psc:A458_05255
ko:K08738	psc:A458_01120
ko:K08738	psc:A458_03800
ko:K02052	psc:A458_18335
ko:K02028	psc:A458_00130
ko:K17247	psc:A458_04415
ko:K17103	psc:A458_04405
ko:K01897	psc:A458_15500
ko:K01897	psc:A458_15495
ko:K17218	psc:A458_13390
ko:K17713	psc:A458_05505
ko:K17226	psc:A458_09445
ko:K01992	psc:A458_08860
ko:K10112	psc:A458_12965
ko:K01990	psc:A458_01655
ko:K01990	psc:A458_09095
ko:K01990	psc:A458_09365
ko:K07576	psc:A458_02340
ko:K10111	psc:A458_09825
ko:K01992	psc:A458_01660
ko:K01992	psc:A458_09100
ko:K01992	psc:A458_09360
ko:K07576	psc:A458_06060
ko:K07576	psc:A458_08125
ko:K17686	psc:A458_03360
ko:K01990	psc:A458_08855
ko:K00821	psc:A458_20195
ko:K17686	psc:A458_21545
ko:K01533	psc:A458_11665
ko:K17675	psc:A458_08605
ko:K00344	psc:A458_00185
ko:K14059	psc:A458_07980
ko:K00632	psc:A458_13290
ko:K07577	psc:A458_09035
ko:K03892	psc:A458_10270
ko:K01658	psc:A458_18265
ko:K07263	psc:A458_01355
ko:K07263	psc:A458_01350
ko:K11928	psc:A458_05870
ko:K11928	psc:A458_05855
ko:K17752	psc:A458_19885
ko:K17763	psc:A458_19875
ko:K17762	psc:A458_19880
ko:K05540	psc:A458_04295
ko:K03566	psc:A458_08770
ko:K00248	psc:A458_02075
ko:K17838	psc:A458_08840
ko:K00632	psc:A458_12150
ko:K17758	psc:A458_03085
ko:K17759	psc:A458_03085
ko:K00018	psc:A458_16165
ko:K00661	psc:A458_03910
ko:K00135	psc:A458_20865
ko:K01497	psc:A458_17615
ko:K01267	psc:A458_07545
ko:K01187	psc:A458_18940
ko:K01187	psc:A458_03915
ko:K18139	psc:A458_01610
ko:K01046	psc:A458_10725
ko:K18118	psc:A458_14655
ko:K00249	psc:A458_09810
ko:K02614	psc:A458_20050
ko:K07003	psc:A458_12815
ko:K01800	psc:A458_17445
ko:K01007	psc:A458_10605
ko:K00249	psc:A458_12235
ko:K07506	psc:A458_09465
ko:K18138	psc:A458_04955
ko:K09017	psc:A458_14985
ko:K16011	psc:A458_15920
ko:K14582	psc:A458_06715
ko:K15373	psc:A458_00540
ko:K00557	psc:A458_17155
ko:K07222	psc:A458_07850
ko:K18118	psc:A458_02755
ko:K11894	psc:A458_20885
ko:K00523	psc:A458_18655
ko:K18289	psc:A458_12220
ko:K18292	psc:A458_12215
ko:K12262	psc:A458_01590
ko:K18297	psc:A458_09950
ko:K18299	psc:A458_09930
ko:K18300	psc:A458_09925
ko:K18302	psc:A458_14365
ko:K03701	psc:A458_12475
ko:K11688	psc:A458_12175
ko:K03406	psc:A458_15310
ko:K05786	psc:A458_15465
ko:K01897	psc:A458_20820
ko:K03427	psc:A458_21565
ko:K15983	psc:A458_17160
ko:K03704	psc:A458_20485
ko:K07644	psc:A458_21500
ko:K01640	psc:A458_06610
ko:K07092	psc:A458_20505
ko:K11688	psc:A458_03670
ko:K11688	psc:A458_03675
ko:K00799	psc:A458_03470
ko:K10108	psc:A458_03850
ko:K03406	psc:A458_04530
ko:K03406	psc:A458_08560
ko:K03464	psc:A458_09185
ko:K03381	psc:A458_09190
ko:K07080	psc:A458_09755
ko:K00254	psc:A458_10425
ko:K11688	psc:A458_09920
ko:K08085	psc:A458_16895
ko:K03585	psc:A458_01600
ko:K18291	psc:A458_12240
ko:K18366	psc:A458_06515
ko:K18365	psc:A458_06510
ko:K18364	psc:A458_06520
ko:K18301	psc:A458_14370
ko:K18303	psc:A458_14360
ko:K00138	psc:A458_10395
ko:K00138	psc:A458_03050
ko:K18456	psc:A458_05260
ko:K18480	psc:A458_20960
ko:K00681	psc:A458_01280
ko:K02664	psc:A458_18605
ko:K18691	psc:A458_05275
ko:K10747	psc:A458_09030
ko:K21645	psc:A458_20280
ko:K09690	psc:A458_02365
ko:K18800	psc:A458_00945
ko:K18893	psc:A458_00295
ko:K20862	psc:A458_18855
ko:K18918	psc:A458_00065
ko:K09892	psc:A458_00920
ko:K18954	psc:A458_10150
ko:K03205	psc:A458_12480
ko:K05785	psc:A458_11985
ko:K18850	psc:A458_09250
ko:K18930	psc:A458_03995
ko:K01971	psc:A458_10100
ko:K12994	psc:A458_02400
ko:K18916	psc:A458_08040
ko:K03111	psc:A458_06145
ko:K03169	psc:A458_06150
ko:K11811	psc:A458_10260
ko:K03496	psc:A458_13575
ko:K04565	psc:A458_13630
ko:K03646	psc:A458_14685
ko:K09797	psc:A458_15235
ko:K03169	psc:A458_15255
ko:K03502	psc:A458_17865
ko:K03503	psc:A458_17870
ko:K03497	psc:A458_21760
ko:K03496	psc:A458_21765
ko:K03496	psc:A458_19305
ko:K02663	psc:A458_18610
ko:K07483	psc:A458_07365
ko:K07483	psc:A458_00045
ko:K03976	psc:A458_14910
ko:K07481	psc:A458_01790
ko:K07481	psc:A458_03010
ko:K07481	psc:A458_06690
ko:K07481	psc:A458_08030
ko:K07481	psc:A458_05890
ko:K07481	psc:A458_10485
ko:K03526	psc:A458_05490
ko:K07481	psc:A458_06560
ko:K07481	psc:A458_06570
ko:K07481	psc:A458_06660
ko:K07481	psc:A458_06675
ko:K07481	psc:A458_08060
ko:K07481	psc:A458_08070
ko:K18981	psc:A458_01890
ko:K07497	psc:A458_07370
ko:K07481	psc:A458_12650
ko:K07481	psc:A458_07820
ko:K07481	psc:A458_05955
ko:K07481	psc:A458_21560
ko:K06858	psc:A458_17605
ko:K02030	psc:A458_00845
ko:K07452	psc:A458_03950
ko:K00433	psc:A458_20430
ko:K03668	psc:A458_15630
ko:K02030	psc:A458_19120
ko:K02030	psc:A458_20325
ko:K02030	psc:A458_19575
ko:K00986	psc:A458_13340
ko:K19147	psc:A458_03955
ko:K01154	psc:A458_07790
ko:K01505	psc:A458_11755
ko:K01710	psc:A458_20980
ko:K09017	psc:A458_05140
ko:K11615	psc:A458_19625
ko:K01139	psc:A458_19100
ko:K00344	psc:A458_00890
ko:K19221	psc:A458_07175
ko:K00020	psc:A458_15560
ko:K19344	psc:A458_03805
ko:K06867	psc:A458_14905
ko:K19416	psc:A458_10865
ko:K01785	psc:A458_02000
ko:K01992	psc:A458_06040
ko:K01992	psc:A458_06045
ko:K01992	psc:A458_20975
ko:K03722	psc:A458_08185
ko:K04771	psc:A458_05770
ko:K07497	psc:A458_00040
ko:K19342	psc:A458_03725
ko:K05568	psc:A458_19465
ko:K19345	psc:A458_03810
ko:K00800	psc:A458_12395
ko:K19337	psc:A458_20365
ko:K19337	psc:A458_14095
ko:K19339	psc:A458_03700
ko:K19340	psc:A458_03715
ko:K19341	psc:A458_03720
ko:K19302	psc:A458_02585
ko:K07344	psc:A458_12520
ko:K06884	psc:A458_05055
ko:K19609	psc:A458_10505
ko:K19610	psc:A458_10510
ko:K19591	psc:A458_03355
ko:K19577	psc:A458_15300
ko:K00799	psc:A458_04845
ko:K19713	psc:A458_14885
ko:K00992	psc:A458_18360
ko:K12960	psc:A458_12310
ko:K19696	psc:A458_12095
ko:K07666	psc:A458_17275
ko:K07645	psc:A458_17280
ko:K01003	psc:A458_02800
ko:K06132	psc:A458_18995
ko:K06131	psc:A458_10000
ko:K00995	psc:A458_10310
ko:K07147	psc:A458_04410
ko:K07119	psc:A458_13735
ko:K19954	psc:A458_18295
ko:K13075	psc:A458_10820
ko:K21636	psc:A458_14150
ko:K14596	psc:A458_02090
ko:K01457	psc:A458_10775
ko:K09796	psc:A458_10175
ko:K20034	psc:A458_11240
ko:K20023	psc:A458_01930
ko:K20971	psc:A458_02740
ko:K11915	psc:A458_20910
ko:K20266	psc:A458_12515
ko:K01095	psc:A458_11075
ko:K20074	psc:A458_15450
ko:K00525	psc:A458_20805
ko:K09788	psc:A458_10615
ko:K20455	psc:A458_10620
ko:K20527	psc:A458_12490
ko:K20531	psc:A458_12525
ko:K20532	psc:A458_12530
ko:K20543	psc:A458_20040
ko:K20528	psc:A458_12495
ko:K20529	psc:A458_12500
ko:K20541	psc:A458_20035
ko:K20972	psc:A458_04275
ko:K01179	psc:A458_13245
ko:K01179	psc:A458_07745
ko:K01214	psc:A458_10040
ko:K11529	psc:A458_05080
ko:K07100	psc:A458_19510
ko:K20881	psc:A458_19830
ko:K03406	psc:A458_15295
ko:K01200	psc:A458_15510
ko:K20966	psc:A458_19520
ko:K20997	psc:A458_13230
ko:K21019	psc:A458_16010
ko:K01768	psc:A458_13085
ko:K20975	psc:A458_10905
ko:K20976	psc:A458_13680
ko:K20977	psc:A458_13685
ko:K20978	psc:A458_13690
ko:K07689	psc:A458_10320
ko:K21053	psc:A458_03385
ko:K21020	psc:A458_17090
ko:K22253	psc:A458_03865
ko:K00840	psc:A458_09080
ko:K21024	psc:A458_05010
ko:K21029	psc:A458_04765
ko:K21025	psc:A458_02500
ko:K21218	psc:A458_05645
ko:K00558	psc:A458_06770
ko:K06952	psc:A458_06775
ko:K06919	psc:A458_06860
ko:K14744	psc:A458_06995
ko:K00287	psc:A458_01215
ko:K06217	psc:A458_02705
ko:K03676	psc:A458_00880
ko:K02314	psc:A458_03175
ko:K03553	psc:A458_08110
ko:K06223	psc:A458_15110
ko:K07336	psc:A458_16780
ko:K03546	psc:A458_17595
ko:K02316	psc:A458_18450
ko:K01520	psc:A458_19040
ko:K00560	psc:A458_19310
ko:K00525	psc:A458_08795
ko:K02335	psc:A458_20760
ko:K02030	psc:A458_13775
ko:K00526	psc:A458_08790
ko:K11690	psc:A458_21020
ko:K21393	psc:A458_09790
ko:K21395	psc:A458_09795
ko:K21420	psc:A458_09305
ko:K21405	psc:A458_07855
ko:K21470	psc:A458_20095
ko:K01420	psc:A458_11690
ko:K21563	psc:A458_14155
ko:K21711	psc:A458_20360
ko:K21563	psc:A458_17360
ko:K21563	psc:A458_14200
ko:K03741	psc:A458_10265
ko:K01816	psc:A458_05090
ko:K01816	psc:A458_15555
ko:K22132	psc:A458_08890
ko:K22067	psc:A458_12755
ko:K03595	psc:A458_05795
ko:K07183	psc:A458_12760
ko:K22187	psc:A458_01960
ko:K22292	psc:A458_12320
ko:K02257	psc:A458_21360
ko:K11391	psc:A458_17105
ko:K11206	psc:A458_16645
ko:K13566	psc:A458_05525
ko:K22491	psc:A458_10925
ko:K22491	psc:A458_10990
ko:K22452	psc:A458_11300
ko:K00424	psc:A458_07130
