ko:K16697	bsq:B657_35590
ko:K06303	bsq:B657_10680
ko:K06302	bsq:B657_10690
ko:K06301	bsq:B657_10700
ko:K06300	bsq:B657_10710
ko:K06299	bsq:B657_10720
ko:K02954	bsq:B657_08880
ko:K03216	bsq:B657_08930
ko:K07180	bsq:B657_08970
ko:K09786	bsq:B657_08980
ko:K03809	bsq:B657_09020
ko:K02073	bsq:B657_09110
ko:K06956	bsq:B657_09130
ko:K06180	bsq:B657_09210
ko:K02440	bsq:B657_09280
ko:K00864	bsq:B657_09290
ko:K03306	bsq:B657_12840
ko:K07220	bsq:B657_12850
ko:K15975	bsq:B657_12870
ko:K00286	bsq:B657_12910
ko:K16203	bsq:B657_12920
ko:K02491	bsq:B657_13990
ko:K03415	bsq:B657_14010
ko:K09776	bsq:B657_14110
ko:K03839	bsq:B657_14150
ko:K03839	bsq:B657_14170
ko:K05823	bsq:B657_14190
ko:K01928	bsq:B657_15180
ko:K01000	bsq:B657_15190
ko:K01925	bsq:B657_15200
ko:K03588	bsq:B657_15210
ko:K02563	bsq:B657_15220
ko:K00075	bsq:B657_15230
ko:K03589	bsq:B657_15240
ko:K03590	bsq:B657_15280
ko:K03531	bsq:B657_15290
ko:K06383	bsq:B657_15310
ko:K03091	bsq:B657_15320
ko:K03091	bsq:B657_15330
ko:K02013	bsq:B657_15340
ko:K05810	bsq:B657_15370
ko:K16200	bsq:B657_12930
ko:K16201	bsq:B657_12940
ko:K05916	bsq:B657_13040
ko:K01433	bsq:B657_13110
ko:K00931	bsq:B657_13120
ko:K00147	bsq:B657_13130
ko:K00549	bsq:B657_13180
ko:K13275	bsq:B657_13190
ko:K03752	bsq:B657_14260
ko:K03750	bsq:B657_14280
ko:K03753	bsq:B657_14290
ko:K03636	bsq:B657_14310
ko:K02003	bsq:B657_14360
ko:K02768	bsq:B657_14400
ko:K02769	bsq:B657_14400
ko:K02770	bsq:B657_14400
ko:K03100	bsq:B657_14410
ko:K01809	bsq:B657_12020
ko:K00123	bsq:B657_12160
ko:K06213	bsq:B657_13300
ko:K10979	bsq:B657_13410
ko:K03093	bsq:B657_13450
ko:K03799	bsq:B657_13490
ko:K13533	bsq:B657_13530
ko:K08963	bsq:B657_13550
ko:K00899	bsq:B657_13560
ko:K08965	bsq:B657_13590
ko:K08966	bsq:B657_13600
ko:K15580	bsq:B657_11430
ko:K15581	bsq:B657_11440
ko:K16511	bsq:B657_11520
ko:K08602	bsq:B657_11540
ko:K06886	bsq:B657_11560
ko:K01867	bsq:B657_11420
ko:K02069	bsq:B657_12240
ko:K03885	bsq:B657_12290
ko:K01812	bsq:B657_12300
ko:K08322	bsq:B657_12330
ko:K01686	bsq:B657_12340
ko:K02529	bsq:B657_12370
ko:K00041	bsq:B657_12380
ko:K01685	bsq:B657_12390
ko:K07090	bsq:B657_12400
ko:K00077	bsq:B657_14440
ko:K03569	bsq:B657_14470
ko:K01486	bsq:B657_14520
ko:K01462	bsq:B657_14560
ko:K07217	bsq:B657_12490
ko:K03088	bsq:B657_12560
ko:K08221	bsq:B657_10980
ko:K09022	bsq:B657_00480
ko:K15770	bsq:B657_34610
ko:K06439	bsq:B657_26990
ko:K06309	bsq:B657_07760
ko:K03483	bsq:B657_04160
ko:K00034	bsq:B657_03930
ko:K05519	bsq:B657_11300
ko:K06424	bsq:B657_32640
ko:K16698	bsq:B657_35550
ko:K06365	bsq:B657_40300
ko:K06369	bsq:B657_18910
ko:K06368	bsq:B657_02820
ko:K06364	bsq:B657_37460
ko:K06362	bsq:B657_36380
ko:K06359	bsq:B657_12430
ko:K06361	bsq:B657_03770
ko:K06389	bsq:B657_12820
ko:K16199	bsq:B657_12960
ko:K06326	bsq:B657_17700
ko:K06420	bsq:B657_19950
ko:K06419	bsq:B657_09750
ko:K06418	bsq:B657_29570
ko:K13277	bsq:B657_38400
ko:K13276	bsq:B657_15300
ko:K15772	bsq:B657_34590
ko:K15771	bsq:B657_34600
ko:K16786	bsq:B657_01450
ko:K00090	bsq:B657_34680
ko:K17234	bsq:B657_28750
ko:K16787	bsq:B657_01460
ko:K16785	bsq:B657_01470
ko:K16699	bsq:B657_35540
ko:K15328	bsq:B657_17110
ko:K03339	bsq:B657_39670
ko:K07257	bsq:B657_37860
ko:K11637	bsq:B657_07580
ko:K15337	bsq:B657_17130
ko:K10119	bsq:B657_32580
ko:K06421	bsq:B657_13470
ko:K06320	bsq:B657_19790
ko:K06297	bsq:B657_03710
ko:K10810	bsq:B657_11660
ko:K09681	bsq:B657_18460
ko:K01906	bsq:B657_30240
ko:K00980	bsq:B657_35740
ko:K02031	bsq:B657_11360
ko:K16789	bsq:B657_30990
ko:K01838	bsq:B657_34550
ko:K00130	bsq:B657_31060
ko:K07979	bsq:B657_30460
ko:K04757	bsq:B657_04720
ko:K15555	bsq:B657_08830
ko:K16694	bsq:B657_35600
ko:K16705	bsq:B657_35570
ko:K16706	bsq:B657_35560
ko:K00065	bsq:B657_22140
ko:K06324	bsq:B657_06300
ko:K08168	bsq:B657_40770
ko:K07250	bsq:B657_03900
ko:K01985	bsq:B657_rRNA18
ko:K01985	bsq:B657_rRNA21
ko:K01985	bsq:B657_rRNA8
ko:K01985	bsq:B657_rRNA26
ko:K01985	bsq:B657_rRNA3
ko:K01985	bsq:B657_rRNA28
ko:K01985	bsq:B657_rRNA24
ko:K01985	bsq:B657_rRNA15
ko:K01985	bsq:B657_rRNA11
ko:K01985	bsq:B657_rRNA13
ko:K01233	bsq:B657_26890
ko:K01708	bsq:B657_02510
ko:K16202	bsq:B657_12950
ko:K08777	bsq:B657_11100
ko:K15312	bsq:B657_17160
ko:K06336	bsq:B657_24620
ko:K06351	bsq:B657_04080
ko:K06595	bsq:B657_10380
ko:K01342	bsq:B657_10300
ko:K06113	bsq:B657_28810
ko:K02277	bsq:B657_14920
ko:K07705	bsq:B657_28920
ko:K13052	bsq:B657_00620
ko:K18924	bsq:B657_13090
ko:K02252	bsq:B657_03500
ko:K06315	bsq:B657_13920
ko:K11641	bsq:B657_02740
ko:K13037	bsq:B657_37710
ko:K06296	bsq:B657_03720
ko:K13281	bsq:B657_37200
ko:K06378	bsq:B657_23470
ko:K06415	bsq:B657_09400
ko:K00634	bsq:B657_24090
ko:K00483	bsq:B657_18620
ko:K03429	bsq:B657_21920
ko:K11640	bsq:B657_02730
ko:K06339	bsq:B657_12090
ko:K02303	bsq:B657_15610
ko:K02032	bsq:B657_13000
ko:K02068	bsq:B657_12250
ko:K07029	bsq:B657_06720
ko:K10118	bsq:B657_30280
ko:K10118	bsq:B657_32590
ko:K10119	bsq:B657_30290
ko:K10117	bsq:B657_32600
ko:K16899	bsq:B657_10620
ko:K13611	bsq:B657_17180
ko:K00128	bsq:B657_37960
ko:K11620	bsq:B657_33120
ko:K13274	bsq:B657_10770
ko:K06337	bsq:B657_30900
ko:K08166	bsq:B657_37570
ko:K06344	bsq:B657_11740
ko:K16962	bsq:B657_39490
ko:K06343	bsq:B657_11750
ko:K07315	bsq:B657_34110
ko:K16043	bsq:B657_10850
ko:K16593	bsq:B657_30190
ko:K00128	bsq:B657_39860
ko:K11440	bsq:B657_31050
ko:K11195	bsq:B657_27060
ko:K13615	bsq:B657_17220
ko:K06331	bsq:B657_30920
ko:K02253	bsq:B657_31700
ko:K06321	bsq:B657_19770
ko:K13612	bsq:B657_17190
ko:K06319	bsq:B657_19780
ko:K06322	bsq:B657_19760
ko:K16044	bsq:B657_33530
ko:K06338	bsq:B657_30910
ko:K13613	bsq:B657_17200
ko:K06376	bsq:B657_13640
ko:K06340	bsq:B657_11780
ko:K07698	bsq:B657_14490
ko:K11814	bsq:B657_17300
ko:K11815	bsq:B657_17290
ko:K06323	bsq:B657_19750
ko:K06372	bsq:B657_24600
ko:K14219	bsq:B657_tRNA18
ko:K14219	bsq:B657_tRNA79
ko:K14219	bsq:B657_tRNA58
ko:K14219	bsq:B657_tRNA26
ko:K14218	bsq:B657_tRNA20
ko:K14218	bsq:B657_tRNA6
ko:K14218	bsq:B657_tRNA9
ko:K14218	bsq:B657_tRNA28
ko:K14218	bsq:B657_tRNA60
ko:K10009	bsq:B657_03370
ko:K02424	bsq:B657_03380
ko:K06388	bsq:B657_12830
ko:K12263	bsq:B657_35270
ko:K11636	bsq:B657_39630
ko:K14224	bsq:B657_tRNA11
ko:K14224	bsq:B657_tRNA31
ko:K14224	bsq:B657_tRNA72
ko:K14224	bsq:B657_tRNA75
ko:K14224	bsq:B657_tRNA47
ko:K14224	bsq:B657_tRNA3
ko:K14228	bsq:B657_tRNA50
ko:K14228	bsq:B657_tRNA15
ko:K16786	bsq:B657_13220
ko:K16787	bsq:B657_13220
ko:K16785	bsq:B657_13210
ko:K11639	bsq:B657_07610
ko:K15657	bsq:B657_03520
ko:K15655	bsq:B657_03490
ko:K15656	bsq:B657_03510
ko:K11635	bsq:B657_39640
ko:K11991	bsq:B657_00180
ko:K02809	bsq:B657_38050
ko:K02810	bsq:B657_38050
ko:K16918	bsq:B657_30410
ko:K16920	bsq:B657_30420
ko:K16919	bsq:B657_30440
ko:K16919	bsq:B657_30430
ko:K16921	bsq:B657_30450
ko:K14234	bsq:B657_tRNA13
ko:K14234	bsq:B657_tRNA53
ko:K14234	bsq:B657_tRNA76
ko:K14234	bsq:B657_tRNA36
ko:K06113	bsq:B657_39330
ko:K00951	bsq:B657_27600
ko:K03417	bsq:B657_24120
ko:K06292	bsq:B657_35810
ko:K06290	bsq:B657_33070
ko:K15654	bsq:B657_03480
ko:K16248	bsq:B657_06160
ko:K02803	bsq:B657_07700
ko:K02804	bsq:B657_07700
ko:K14230	bsq:B657_tRNA33
ko:K14230	bsq:B657_tRNA64
ko:K14230	bsq:B657_tRNA21
ko:K14230	bsq:B657_tRNA62
ko:K16869	bsq:B657_37640
ko:K16916	bsq:B657_40140
ko:K16917	bsq:B657_40150
ko:K14230	bsq:B657_tRNA10
ko:K14230	bsq:B657_tRNA61
ko:K16925	bsq:B657_13230
ko:K11621	bsq:B657_33110
ko:K02538	bsq:B657_12000
ko:K15924	bsq:B657_18150
ko:K00008	bsq:B657_06150
ko:K16898	bsq:B657_10630
ko:K16960	bsq:B657_29340
ko:K16959	bsq:B657_29350
ko:K16958	bsq:B657_29360
ko:K16838	bsq:B657_32450
ko:K16957	bsq:B657_29370
ko:K16956	bsq:B657_29380
ko:K16963	bsq:B657_39480
ko:K02101	bsq:B657_28770
ko:K16170	bsq:B657_32430
ko:K15327	bsq:B657_17100
ko:K03794	bsq:B657_15620
ko:K15468	bsq:B657_17230
ko:K06293	bsq:B657_35820
ko:K06289	bsq:B657_33060
ko:K16247	bsq:B657_06140
ko:K01977	bsq:B657_rRNA1
ko:K01977	bsq:B657_rRNA22
ko:K01977	bsq:B657_rRNA19
ko:K01977	bsq:B657_rRNA6
ko:K01977	bsq:B657_rRNA9
ko:K01977	bsq:B657_rRNA23
ko:K01977	bsq:B657_rRNA30
ko:K01977	bsq:B657_rRNA25
ko:K01977	bsq:B657_rRNA4
ko:K01977	bsq:B657_rRNA16
ko:K21064	bsq:B657_11140
ko:K01897	bsq:B657_10270
ko:K17217	bsq:B657_27250
ko:K01992	bsq:B657_38650
ko:K17103	bsq:B657_02270
ko:K01983	bsq:B657_miscRNA2
ko:K01990	bsq:B657_02570
ko:K01990	bsq:B657_30010
ko:K01990	bsq:B657_37390
ko:K01990	bsq:B657_38660
ko:K01992	bsq:B657_30000
ko:K01990	bsq:B657_01950
ko:K01992	bsq:B657_09900
ko:K17319	bsq:B657_07110
ko:K17319	bsq:B657_30135
ko:K17318	bsq:B657_07100
ko:K17318	bsq:B657_30160
ko:K16922	bsq:B657_40160
ko:K01218	bsq:B657_05880
ko:K01990	bsq:B657_09070
ko:K01990	bsq:B657_09890
ko:K01990	bsq:B657_10040
ko:K14227	bsq:B657_tRNA5
ko:K11633	bsq:B657_39650
ko:K11623	bsq:B657_05410
ko:K01664	bsq:B657_00750
ko:K00681	bsq:B657_18410
ko:K11638	bsq:B657_07590
ko:K01980	bsq:B657_rRNA10
ko:K01980	bsq:B657_rRNA7
ko:K01980	bsq:B657_rRNA2
ko:K01980	bsq:B657_rRNA20
ko:K01980	bsq:B657_rRNA17
ko:K03457	bsq:B657_36470
ko:K01980	bsq:B657_rRNA27
ko:K01980	bsq:B657_rRNA14
ko:K01980	bsq:B657_rRNA12
ko:K01980	bsq:B657_rRNA29
ko:K01980	bsq:B657_rRNA5
ko:K00096	bsq:B657_28760
ko:K06430	bsq:B657_22290
ko:K17216	bsq:B657_27260
ko:K00265	bsq:B657_18450
ko:K00034	bsq:B657_02830
ko:K03457	bsq:B657_38710
ko:K15035	bsq:B657_miscRNA55
ko:K01897	bsq:B657_28560
ko:K17320	bsq:B657_07120
ko:K17320	bsq:B657_30170
ko:K06298	bsq:B657_28380
ko:K01212	bsq:B657_34460
ko:K16235	bsq:B657_02400
ko:K08986	bsq:B657_03240
ko:K06427	bsq:B657_33340
ko:K11634	bsq:B657_39660
ko:K04091	bsq:B657_08860
ko:K01537	bsq:B657_15650
ko:K14228	bsq:B657_tRNA43
ko:K14228	bsq:B657_tRNA17
ko:K14228	bsq:B657_tRNA57
ko:K17462	bsq:B657_27280
ko:K19575	bsq:B657_24020
ko:K02029	bsq:B657_23970
ko:K02028	bsq:B657_23960
ko:K01992	bsq:B657_10050
ko:K17236	bsq:B657_28730
ko:K17235	bsq:B657_28740
ko:K14218	bsq:B657_tRNA86
ko:K01978	bsq:B657_miscRNA35
ko:K14227	bsq:B657_tRNA8
ko:K14227	bsq:B657_tRNA69
ko:K03574	bsq:B657_34780
ko:K14222	bsq:B657_tRNA42
ko:K14233	bsq:B657_tRNA63
ko:K14233	bsq:B657_tRNA7
ko:K01990	bsq:B657_08310
ko:K01990	bsq:B657_09080
ko:K01990	bsq:B657_04490
ko:K01990	bsq:B657_34090
ko:K01990	bsq:B657_40620
ko:K10112	bsq:B657_32550
ko:K10112	bsq:B657_38810
ko:K01992	bsq:B657_08320
ko:K01992	bsq:B657_08330
ko:K01992	bsq:B657_09090
ko:K01992	bsq:B657_34080
ko:K17485	bsq:B657_35070
ko:K17472	bsq:B657_27520
ko:K17474	bsq:B657_35060
ko:K14231	bsq:B657_tRNA66
ko:K14231	bsq:B657_tRNA35
ko:K14231	bsq:B657_tRNA1
ko:K14220	bsq:B657_tRNA45
ko:K14220	bsq:B657_tRNA70
ko:K14220	bsq:B657_tRNA29
ko:K14233	bsq:B657_tRNA30
ko:K14237	bsq:B657_tRNA83
ko:K14219	bsq:B657_tRNA85
ko:K14228	bsq:B657_tRNA55
ko:K14234	bsq:B657_tRNA24
ko:K14233	bsq:B657_tRNA71
ko:K14233	bsq:B657_tRNA46
ko:K14237	bsq:B657_tRNA12
ko:K14237	bsq:B657_tRNA78
ko:K14237	bsq:B657_tRNA32
ko:K14237	bsq:B657_tRNA52
ko:K14236	bsq:B657_tRNA37
ko:K14236	bsq:B657_tRNA77
ko:K14229	bsq:B657_tRNA14
ko:K14229	bsq:B657_tRNA54
ko:K14229	bsq:B657_tRNA4
ko:K14229	bsq:B657_tRNA49
ko:K14228	bsq:B657_tRNA51
ko:K14232	bsq:B657_tRNA19
ko:K14232	bsq:B657_tRNA27
ko:K14232	bsq:B657_tRNA59
ko:K14221	bsq:B657_tRNA2
ko:K14221	bsq:B657_tRNA65
ko:K14221	bsq:B657_tRNA34
ko:K14221	bsq:B657_tRNA22
ko:K14235	bsq:B657_tRNA38
ko:K14226	bsq:B657_tRNA39
ko:K14226	bsq:B657_tRNA67
ko:K14225	bsq:B657_tRNA16
ko:K14225	bsq:B657_tRNA25
ko:K14225	bsq:B657_tRNA56
ko:K14225	bsq:B657_tRNA41
ko:K14219	bsq:B657_tRNA84
ko:K14219	bsq:B657_tRNA81
ko:K14223	bsq:B657_tRNA74
ko:K14223	bsq:B657_tRNA48
ko:K14223	bsq:B657_tRNA40
ko:K14225	bsq:B657_tRNA80
ko:K14225	bsq:B657_tRNA82
ko:K14225	bsq:B657_tRNA68
ko:K14220	bsq:B657_tRNA23
ko:K17686	bsq:B657_33500
ko:K01739	bsq:B657_11870
ko:K01227	bsq:B657_35780
ko:K01821	bsq:B657_37540
ko:K03292	bsq:B657_12310
ko:K03292	bsq:B657_17570
ko:K17836	bsq:B657_18800
ko:K12574	bsq:B657_14530
ko:K12574	bsq:B657_16780
ko:K01843	bsq:B657_19690
ko:K15668	bsq:B657_18300
ko:K14228	bsq:B657_tRNA44
ko:K14223	bsq:B657_tRNA73
ko:K02026	bsq:B657_06990
ko:K00537	bsq:B657_32810
ko:K17752	bsq:B657_04690
ko:K02027	bsq:B657_06970
ko:K11928	bsq:B657_03220
ko:K17828	bsq:B657_15540
ko:K06518	bsq:B657_38320
ko:K06518	bsq:B657_40021
ko:K07284	bsq:B657_09200
ko:K17838	bsq:B657_02090
ko:K01190	bsq:B657_07080
ko:K17763	bsq:B657_13200
ko:K17763	bsq:B657_19450
ko:K17763	bsq:B657_24760
ko:K17763	bsq:B657_04670
ko:K00661	bsq:B657_40850
ko:K00128	bsq:B657_19310
ko:K00128	bsq:B657_38830
ko:K17733	bsq:B657_02810
ko:K01791	bsq:B657_35660
ko:K17758	bsq:B657_38720
ko:K17762	bsq:B657_04680
ko:K01187	bsq:B657_31290
ko:K07284	bsq:B657_36340
ko:K17734	bsq:B657_17260
ko:K08221	bsq:B657_07400
ko:K00104	bsq:B657_28680
ko:K18104	bsq:B657_34820
ko:K07149	bsq:B657_40730
ko:K01046	bsq:B657_08350
ko:K07222	bsq:B657_26640
ko:K00004	bsq:B657_06240
ko:K01101	bsq:B657_32290
ko:K18115	bsq:B657_19320
ko:K03892	bsq:B657_05330
ko:K05799	bsq:B657_34180
ko:K02809	bsq:B657_38410
ko:K02810	bsq:B657_38410
ko:K03206	bsq:B657_09340
ko:K21471	bsq:B657_34800
ko:K07145	bsq:B657_07150
ko:K21469	bsq:B657_01670
ko:K03719	bsq:B657_05050
ko:K03719	bsq:B657_05060
ko:K21472	bsq:B657_32340
ko:K00632	bsq:B657_32830
ko:K21466	bsq:B657_13980
ko:K02809	bsq:B657_01680
ko:K02810	bsq:B657_01680
ko:K01046	bsq:B657_02700
ko:K06880	bsq:B657_02310
ko:K18197	bsq:B657_07050
ko:K19419	bsq:B657_34310
ko:K18231	bsq:B657_05610
ko:K03671	bsq:B657_20030
ko:K09125	bsq:B657_21980
ko:K02909	bsq:B657_37070
ko:K00059	bsq:B657_32910
ko:K00260	bsq:B657_37790
ko:K03488	bsq:B657_38420
ko:K01759	bsq:B657_40860
ko:K16169	bsq:B657_32440
ko:K03719	bsq:B657_04250
ko:K03704	bsq:B657_09100
ko:K15973	bsq:B657_13340
ko:K06284	bsq:B657_14480
ko:K19242	bsq:B657_38880
ko:K11691	bsq:B657_04450
ko:K19546	bsq:B657_37740
ko:K19417	bsq:B657_34380
ko:K19449	bsq:B657_24610
ko:K19429	bsq:B657_34240
ko:K19430	bsq:B657_34230
ko:K19420	bsq:B657_34370
ko:K22579	bsq:B657_35190
ko:K01487	bsq:B657_13170
ko:K03742	bsq:B657_16930
ko:K16236	bsq:B657_39390
ko:K01200	bsq:B657_29930
ko:K00681	bsq:B657_36100
ko:K01174	bsq:B657_21610
ko:K08693	bsq:B657_07840
ko:K15640	bsq:B657_10340
ko:K09388	bsq:B657_37590
ko:K04749	bsq:B657_04710
ko:K06384	bsq:B657_23530
ko:K06380	bsq:B657_28060
ko:K09809	bsq:B657_35720
ko:K00259	bsq:B657_31930
ko:K03332	bsq:B657_27030
ko:K01817	bsq:B657_22650
ko:K01609	bsq:B657_22660
ko:K18653	bsq:B657_10550
ko:K18652	bsq:B657_10530
ko:K12555	bsq:B657_10110
ko:K18654	bsq:B657_10540
ko:K18770	bsq:B657_31490
ko:K18672	bsq:B657_01750
ko:K18692	bsq:B657_25140
ko:K18929	bsq:B657_34040
ko:K01971	bsq:B657_13400
ko:K18928	bsq:B657_34050
ko:K18925	bsq:B657_13100
ko:K18907	bsq:B657_05370
ko:K06147	bsq:B657_08210
ko:K06147	bsq:B657_08220
ko:K09692	bsq:B657_35710
ko:K01612	bsq:B657_03640
ko:K07171	bsq:B657_04660
ko:K10747	bsq:B657_20500
ko:K03169	bsq:B657_04260
ko:K18967	bsq:B657_09120
ko:K03790	bsq:B657_18530
ko:K05593	bsq:B657_26790
ko:K03502	bsq:B657_18930
ko:K03502	bsq:B657_18940
ko:K04565	bsq:B657_19400
ko:K03502	bsq:B657_21500
ko:K00662	bsq:B657_21630
ko:K03111	bsq:B657_36310
ko:K03111	bsq:B657_40900
ko:K03497	bsq:B657_40960
ko:K03496	bsq:B657_40970
ko:K03497	bsq:B657_40990
ko:K08191	bsq:B657_12360
ko:K19005	bsq:B657_07260
ko:K06437	bsq:B657_14250
ko:K03526	bsq:B657_25070
ko:K19005	bsq:B657_07710
ko:K18979	bsq:B657_08910
ko:K07816	bsq:B657_38480
ko:K14742	bsq:B657_05920
ko:K06609	bsq:B657_08260
ko:K06609	bsq:B657_17630
ko:K11624	bsq:B657_05420
ko:K06609	bsq:B657_06230
ko:K19242	bsq:B657_09430
ko:K00148	bsq:B657_40250
ko:K07097	bsq:B657_18200
ko:K02483	bsq:B657_03750
ko:K02777	bsq:B657_22230
ko:K01447	bsq:B657_21410
ko:K00354	bsq:B657_23820
ko:K19220	bsq:B657_19410
ko:K00798	bsq:B657_33150
ko:K19223	bsq:B657_09370
ko:K19224	bsq:B657_09420
ko:K02777	bsq:B657_40120
ko:K07149	bsq:B657_03580
ko:K01710	bsq:B657_37830
ko:K01897	bsq:B657_10360
ko:K11194	bsq:B657_27070
ko:K06893	bsq:B657_06870
ko:K01447	bsq:B657_12810
ko:K06308	bsq:B657_07780
ko:K11615	bsq:B657_31530
ko:K06345	bsq:B657_27830
ko:K01447	bsq:B657_12460
ko:K00456	bsq:B657_31140
ko:K19225	bsq:B657_24870
ko:K07462	bsq:B657_20350
ko:K01785	bsq:B657_18360
ko:K19426	bsq:B657_34290
ko:K19433	bsq:B657_24640
ko:K19285	bsq:B657_38110
ko:K19286	bsq:B657_03860
ko:K19424	bsq:B657_34320
ko:K06884	bsq:B657_04400
ko:K02771	bsq:B657_27040
ko:K01585	bsq:B657_14630
ko:K02100	bsq:B657_33960
ko:K01567	bsq:B657_07980
ko:K01992	bsq:B657_04500
ko:K15667	bsq:B657_18310
ko:K00020	bsq:B657_13960
ko:K00839	bsq:B657_32520
ko:K19405	bsq:B657_00850
ko:K19422	bsq:B657_34340
ko:K19421	bsq:B657_34350
ko:K04771	bsq:B657_12900
ko:K04771	bsq:B657_33000
ko:K01400	bsq:B657_14700
ko:K19302	bsq:B657_36530
ko:K19411	bsq:B657_00840
ko:K00525	bsq:B657_17380
ko:K19432	bsq:B657_38229
ko:K00903	bsq:B657_34360
ko:K19423	bsq:B657_34330
ko:K19425	bsq:B657_34300
ko:K03574	bsq:B657_30630
ko:K19428	bsq:B657_34250
ko:K19431	bsq:B657_34220
ko:K15666	bsq:B657_18320
ko:K15665	bsq:B657_18330
ko:K19418	bsq:B657_34265
ko:K03722	bsq:B657_22400
ko:K03722	bsq:B657_22150
ko:K18907	bsq:B657_10880
ko:K18567	bsq:B657_05800
ko:K19550	bsq:B657_37680
ko:K02483	bsq:B657_34720
ko:K06881	bsq:B657_29250
ko:K11625	bsq:B657_05430
ko:K06440	bsq:B657_26950
ko:K21755	bsq:B657_03620
ko:K19552	bsq:B657_37700
ko:K19549	bsq:B657_37690
ko:K19548	bsq:B657_37720
ko:K19547	bsq:B657_37730
ko:K08164	bsq:B657_01890
ko:K19707	bsq:B657_34100
ko:K19701	bsq:B657_38470
ko:K01258	bsq:B657_23910
ko:K00547	bsq:B657_11010
ko:K00297	bsq:B657_11010
ko:K07119	bsq:B657_07450
ko:K19802	bsq:B657_12980
ko:K19955	bsq:B657_31370
ko:K19955	bsq:B657_31360
ko:K18889	bsq:B657_09710
ko:K05770	bsq:B657_30930
ko:K20074	bsq:B657_15760
ko:K12132	bsq:B657_15770
ko:K20201	bsq:B657_36930
ko:K20116	bsq:B657_13890
ko:K20117	bsq:B657_13890
ko:K20118	bsq:B657_13890
ko:K02763	bsq:B657_02350
ko:K02764	bsq:B657_02350
ko:K02765	bsq:B657_02350
ko:K21613	bsq:B657_39470
ko:K11196	bsq:B657_27050
ko:K20389	bsq:B657_06839
ko:K20534	bsq:B657_12890
ko:K08884	bsq:B657_00660
ko:K08884	bsq:B657_02030
ko:K20534	bsq:B657_08600
ko:K21759	bsq:B657_03651
ko:K20628	bsq:B657_18630
ko:K22103	bsq:B657_36300
ko:K01179	bsq:B657_18130
ko:K20742	bsq:B657_12990
ko:K07258	bsq:B657_23190
ko:K22106	bsq:B657_27170
ko:K01271	bsq:B657_13860
ko:K20344	bsq:B657_21470
ko:K01208	bsq:B657_34620
ko:K21029	bsq:B657_14270
ko:K20895	bsq:B657_15350
ko:K03148	bsq:B657_11700
ko:K21064	bsq:B657_35850
ko:K21023	bsq:B657_13420
ko:K08968	bsq:B657_29640
ko:K00821	bsq:B657_11220
ko:K21064	bsq:B657_04040
ko:K00435	bsq:B657_37670
ko:K00526	bsq:B657_17390
ko:K00558	bsq:B657_06060
ko:K00558	bsq:B657_06070
ko:K03546	bsq:B657_10650
ko:K07474	bsq:B657_12570
ko:K06909	bsq:B657_12580
ko:K03553	bsq:B657_16940
ko:K01520	bsq:B657_20020
ko:K00558	bsq:B657_20250
ko:K00560	bsq:B657_17680
ko:K01174	bsq:B657_17620
ko:K01520	bsq:B657_17660
ko:K02314	bsq:B657_40440
ko:K00857	bsq:B657_37060
ko:K00287	bsq:B657_21810
ko:K00560	bsq:B657_21820
ko:K02316	bsq:B657_25210
ko:K05375	bsq:B657_31959
ko:K21285	bsq:B657_35760
ko:K07741	bsq:B657_20670
ko:K03328	bsq:B657_00570
ko:K03293	bsq:B657_02060
ko:K03293	bsq:B657_30530
ko:K02483	bsq:B657_26430
ko:K02335	bsq:B657_29090
ko:K21416	bsq:B657_08060
ko:K21417	bsq:B657_08070
ko:K06607	bsq:B657_39780
ko:K21405	bsq:B657_08100
ko:K21464	bsq:B657_37510
ko:K21481	bsq:B657_10100
ko:K21465	bsq:B657_25000
ko:K21467	bsq:B657_04140
ko:K21468	bsq:B657_27310
ko:K21567	bsq:B657_03270
ko:K21487	bsq:B657_19000
ko:K21493	bsq:B657_39300
ko:K21494	bsq:B657_39290
ko:K21601	bsq:B657_03960
ko:K21600	bsq:B657_33520
ko:K21567	bsq:B657_32110
ko:K21488	bsq:B657_18990
ko:K21489	bsq:B657_21580
ko:K21490	bsq:B657_21570
ko:K21743	bsq:B657_36600
ko:K21745	bsq:B657_27000
ko:K11923	bsq:B657_09560
ko:K21701	bsq:B657_01640
ko:K21802	bsq:B657_07350
ko:K21902	bsq:B657_07390
ko:K21935	bsq:B657_19700
ko:K21959	bsq:B657_18420
ko:K18244	bsq:B657_24150
ko:K00680	bsq:B657_29390
ko:K06299	bsq:B657_31790
ko:K21959	bsq:B657_32920
ko:K22043	bsq:B657_19120
ko:K21960	bsq:B657_29400
ko:K21993	bsq:B657_27200
ko:K01463	bsq:B657_22470
ko:K00754	bsq:B657_22460
ko:K22135	bsq:B657_19460
ko:K22136	bsq:B657_15120
ko:K03595	bsq:B657_25290
ko:K14274	bsq:B657_33200
ko:K22132	bsq:B657_27540
ko:K22109	bsq:B657_31070
ko:K01932	bsq:B657_35900
ko:K22116	bsq:B657_35890
ko:K22230	bsq:B657_31170
ko:K22187	bsq:B657_02470
ko:K03547	bsq:B657_09910
ko:K22278	bsq:B657_12100
ko:K03077	bsq:B657_28780
ko:K22301	bsq:B657_33740
ko:K22299	bsq:B657_33670
ko:K02257	bsq:B657_12080
ko:K02257	bsq:B657_14880
