ko:K18928	eun:UMNK88_353
ko:K11903	eun:UMNK88_244
ko:K03271	eun:UMNK88_255
ko:K02400	eun:UMNK88_263
ko:K02557	eun:UMNK88_264
ko:K02346	eun:UMNK88_265
ko:K02839	eun:UMNK88_270
ko:K03620	eun:UMNK88_1129
ko:K03619	eun:UMNK88_1131
ko:K03618	eun:UMNK88_1132
ko:K00425	eun:UMNK88_1133
ko:K00426	eun:UMNK88_1134
ko:K01093	eun:UMNK88_1135
ko:K01991	eun:UMNK88_1138
ko:K03704	eun:UMNK88_1143
ko:K03704	eun:UMNK88_1144
ko:K07647	eun:UMNK88_1147
ko:K11930	eun:UMNK88_1149
ko:K03532	eun:UMNK88_1150
ko:K07811	eun:UMNK88_1151
ko:K03533	eun:UMNK88_1152
ko:K05516	eun:UMNK88_1154
ko:K01085	eun:UMNK88_1157
ko:K03809	eun:UMNK88_1159
ko:K09016	eun:UMNK88_1161
ko:K09024	eun:UMNK88_1162
ko:K09019	eun:UMNK88_1163
ko:K09023	eun:UMNK88_1164
ko:K09021	eun:UMNK88_1165
ko:K09018	eun:UMNK88_1167
ko:K13821	eun:UMNK88_1169
ko:K07243	eun:UMNK88_1173
ko:K07224	eun:UMNK88_1174
ko:K07310	eun:UMNK88_2047
ko:K07311	eun:UMNK88_2048
ko:K03281	eun:UMNK88_2052
ko:K01935	eun:UMNK88_2051
ko:K15545	eun:UMNK88_2053
ko:K08224	eun:UMNK88_2055
ko:K04775	eun:UMNK88_2057
ko:K11742	eun:UMNK88_2058
ko:K11743	eun:UMNK88_2059
ko:K11744	eun:UMNK88_2060
ko:K00325	eun:UMNK88_2061
ko:K00324	eun:UMNK88_2062
ko:K03758	eun:UMNK88_2064
ko:K13938	eun:UMNK88_2066
ko:K07661	eun:UMNK88_2067
ko:K07639	eun:UMNK88_2068
ko:K01676	eun:UMNK88_2071
ko:K01809	eun:UMNK88_2072
ko:K01195	eun:UMNK88_2076
ko:K14155	eun:UMNK88_2081
ko:K10773	eun:UMNK88_2093
ko:K13629	eun:UMNK88_2963
ko:K01753	eun:UMNK88_2964
ko:K07786	eun:UMNK88_2965
ko:K07797	eun:UMNK88_2966
ko:K07690	eun:UMNK88_2967
ko:K07679	eun:UMNK88_2968
ko:K07088	eun:UMNK88_2970
ko:K12974	eun:UMNK88_2976
ko:K14261	eun:UMNK88_2978
ko:K07184	eun:UMNK88_3807
ko:K06153	eun:UMNK88_3809
ko:K01633	eun:UMNK88_3810
ko:K08591	eun:UMNK88_3811
ko:K03780	eun:UMNK88_3814
ko:K11106	eun:UMNK88_3815
ko:K02970	eun:UMNK88_3817
ko:K03086	eun:UMNK88_3820
ko:K07229	eun:UMNK88_3823
ko:K06878	eun:UMNK88_3828
ko:K12113	eun:UMNK88_3829
ko:K12111	eun:UMNK88_3830
ko:K12112	eun:UMNK88_3831
ko:K03931	eun:UMNK88_3834
ko:K07043	eun:UMNK88_3840
ko:K07862	eun:UMNK88_3845
ko:K01685	eun:UMNK88_3847
ko:K01812	eun:UMNK88_3848
ko:K08191	eun:UMNK88_3849
ko:K15977	eun:UMNK88_3858
ko:K06911	eun:UMNK88_3863
ko:K09894	eun:UMNK88_4696
ko:K07712	eun:UMNK88_4701
ko:K07708	eun:UMNK88_4702
ko:K01915	eun:UMNK88_4703
ko:K06207	eun:UMNK88_4704
ko:K15922	eun:UMNK88_4711
ko:K08318	eun:UMNK88_4715
ko:K07058	eun:UMNK88_4719
ko:K07560	eun:UMNK88_4720
ko:K02380	eun:UMNK88_4724
ko:K00123	eun:UMNK88_4727
ko:K00123	eun:UMNK88_4728
ko:K02379	eun:UMNK88_4730
ko:K11202	eun:UMNK88_4734
ko:K11203	eun:UMNK88_4734
ko:K12524	eun:UMNK88_1
ko:K00872	eun:UMNK88_2
ko:K01733	eun:UMNK88_3
ko:K09861	eun:UMNK88_5
ko:K03310	eun:UMNK88_6
ko:K03831	eun:UMNK88_8
ko:K04043	eun:UMNK88_12
ko:K03686	eun:UMNK88_13
ko:K03313	eun:UMNK88_15
ko:K03717	eun:UMNK88_16
ko:K02968	eun:UMNK88_22
ko:K11753	eun:UMNK88_23
ko:K10016	eun:UMNK88_2859
ko:K03186	eun:UMNK88_2862
ko:K00764	eun:UMNK88_2863
ko:K03558	eun:UMNK88_2864
ko:K03749	eun:UMNK88_2865
ko:K11754	eun:UMNK88_2866
ko:K01963	eun:UMNK88_2867
ko:K12687	eun:UMNK88_3699
ko:K02462	eun:UMNK88_3708
ko:K02461	eun:UMNK88_3709
ko:K02460	eun:UMNK88_3710
ko:K02459	eun:UMNK88_3711
ko:K02458	eun:UMNK88_3712
ko:K02457	eun:UMNK88_3713
ko:K02456	eun:UMNK88_3714
ko:K02455	eun:UMNK88_3715
ko:K02453	eun:UMNK88_3717
ko:K02452	eun:UMNK88_3718
ko:K02654	eun:UMNK88_3720
ko:K10939	eun:UMNK88_3721
ko:K01638	eun:UMNK88_3725
ko:K11477	eun:UMNK88_3726
ko:K11473	eun:UMNK88_3727
ko:K11472	eun:UMNK88_3728
ko:K11474	eun:UMNK88_3730
ko:K11720	eun:UMNK88_3736
ko:K01460	eun:UMNK88_3745
ko:K04653	eun:UMNK88_3747
ko:K04651	eun:UMNK88_3748
ko:K00826	eun:UMNK88_4580
ko:K01687	eun:UMNK88_4581
ko:K01754	eun:UMNK88_4582
ko:K02521	eun:UMNK88_4583
ko:K00053	eun:UMNK88_4584
ko:K03656	eun:UMNK88_4587
ko:K01524	eun:UMNK88_4588
ko:K03732	eun:UMNK88_4589
ko:K03671	eun:UMNK88_4590
ko:K03628	eun:UMNK88_4591
ko:K05790	eun:UMNK88_4594
ko:K02472	eun:UMNK88_4596
ko:K00973	eun:UMNK88_4598
ko:K02805	eun:UMNK88_4600
ko:K12582	eun:UMNK88_4602
ko:K02853	eun:UMNK88_4603
ko:K06871	eun:UMNK88_4610
ko:K02498	eun:UMNK88_4613
ko:K02496	eun:UMNK88_4614
ko:K01749	eun:UMNK88_4616
ko:K05851	eun:UMNK88_4617
ko:K06202	eun:UMNK88_4618
ko:K01778	eun:UMNK88_4621
ko:K09921	eun:UMNK88_4622
ko:K03733	eun:UMNK88_4623
ko:K03657	eun:UMNK88_4625
ko:K03284	eun:UMNK88_4629
ko:K05786	eun:UMNK88_4632
ko:K01058	eun:UMNK88_4634
ko:K03654	eun:UMNK88_4635
ko:K05835	eun:UMNK88_4636
ko:K05834	eun:UMNK88_4637
ko:K11201	eun:UMNK88_4735
ko:K03534	eun:UMNK88_4737
ko:K00848	eun:UMNK88_4740
ko:K02854	eun:UMNK88_4744
ko:K02856	eun:UMNK88_4743
ko:K04564	eun:UMNK88_4745
ko:K02526	eun:UMNK88_4747
ko:K06006	eun:UMNK88_4751
ko:K11106	eun:UMNK88_pK8824
ko:K01442	eun:UMNK88_pK8826
ko:K01193	eun:UMNK88_pK8847
ko:K02532	eun:UMNK88_pK8848
ko:K01870	eun:UMNK88_24
ko:K03101	eun:UMNK88_25
ko:K03774	eun:UMNK88_26
ko:K03527	eun:UMNK88_27
ko:K12700	eun:UMNK88_28
ko:K00215	eun:UMNK88_29
ko:K01956	eun:UMNK88_31
ko:K01955	eun:UMNK88_32
ko:K08277	eun:UMNK88_34
ko:K02182	eun:UMNK88_37
ko:K08298	eun:UMNK88_38
ko:K08297	eun:UMNK88_39
ko:K05245	eun:UMNK88_40
ko:K03521	eun:UMNK88_41
ko:K07085	eun:UMNK88_940
ko:K11073	eun:UMNK88_950
ko:K11076	eun:UMNK88_951
ko:K11075	eun:UMNK88_952
ko:K11074	eun:UMNK88_953
ko:K03212	eun:UMNK88_955
ko:K09996	eun:UMNK88_956
ko:K09999	eun:UMNK88_958
ko:K09997	eun:UMNK88_959
ko:K07248	eun:UMNK88_1815
ko:K00134	eun:UMNK88_1816
ko:K05876	eun:UMNK88_1820
ko:K09794	eun:UMNK88_1824
ko:K03817	eun:UMNK88_1826
ko:K03304	eun:UMNK88_1827
ko:K05782	eun:UMNK88_1835
ko:K08303	eun:UMNK88_1837
ko:K02053	eun:UMNK88_1846
ko:K00137	eun:UMNK88_1847
ko:K09936	eun:UMNK88_1851
ko:K03823	eun:UMNK88_1852
ko:K11738	eun:UMNK88_1857
ko:K11208	eun:UMNK88_1858
ko:K01821	eun:UMNK88_1866
ko:K00675	eun:UMNK88_1867
ko:K10213	eun:UMNK88_2707
ko:K02769	eun:UMNK88_2712
ko:K02770	eun:UMNK88_2712
ko:K02768	eun:UMNK88_2714
ko:K11183	eun:UMNK88_2714
ko:K03291	eun:UMNK88_2717
ko:K06940	eun:UMNK88_2716
ko:K02356	eun:UMNK88_2719
ko:K13694	eun:UMNK88_2723
ko:K13893	eun:UMNK88_2725
ko:K13894	eun:UMNK88_2726
ko:K13895	eun:UMNK88_2727
ko:K13896	eun:UMNK88_2728
ko:K07552	eun:UMNK88_2730
ko:K02897	eun:UMNK88_2733
ko:K06899	eun:UMNK88_2734
ko:K09904	eun:UMNK88_2736
ko:K07014	eun:UMNK88_2737
ko:K07685	eun:UMNK88_2740
ko:K02199	eun:UMNK88_2742
ko:K02198	eun:UMNK88_2743
ko:K02197	eun:UMNK88_2744
ko:K02196	eun:UMNK88_2745
ko:K02195	eun:UMNK88_2746
ko:K02194	eun:UMNK88_2747
ko:K02568	eun:UMNK88_2750
ko:K02573	eun:UMNK88_2752
ko:K02567	eun:UMNK88_2753
ko:K02570	eun:UMNK88_2754
ko:K02572	eun:UMNK88_2755
ko:K08276	eun:UMNK88_2757
ko:K00116	eun:UMNK88_2758
ko:K06159	eun:UMNK88_2759
ko:K03919	eun:UMNK88_2760
ko:K10778	eun:UMNK88_2761
ko:K03981	eun:UMNK88_3586
ko:K03840	eun:UMNK88_3588
ko:K09159	eun:UMNK88_3590
ko:K06980	eun:UMNK88_3592
ko:K11068	eun:UMNK88_3593
ko:K09900	eun:UMNK88_3594
ko:K01223	eun:UMNK88_3595
ko:K00281	eun:UMNK88_3597
ko:K02437	eun:UMNK88_3598
ko:K00605	eun:UMNK88_3599
ko:K03185	eun:UMNK88_3602
ko:K09895	eun:UMNK88_3604
ko:K09888	eun:UMNK88_3605
ko:K01807	eun:UMNK88_3609
ko:K05596	eun:UMNK88_3611
ko:K11264	eun:UMNK88_3614
ko:K09807	eun:UMNK88_3617
ko:K06895	eun:UMNK88_3619
ko:K01624	eun:UMNK88_3621
ko:K00927	eun:UMNK88_3622
ko:K03472	eun:UMNK88_3623
ko:K00615	eun:UMNK88_3631
ko:K07387	eun:UMNK88_3632
ko:K00789	eun:UMNK88_3638
ko:K08137	eun:UMNK88_3639
ko:K06901	eun:UMNK88_4473
ko:K01486	eun:UMNK88_4474
ko:K07783	eun:UMNK88_4476
ko:K01653	eun:UMNK88_4479
ko:K01652	eun:UMNK88_4480
ko:K06871	eun:UMNK88_4484
ko:K01232	eun:UMNK88_4492
ko:K02749	eun:UMNK88_4493
ko:K02750	eun:UMNK88_4493
ko:K03482	eun:UMNK88_4495
ko:K07085	eun:UMNK88_4494
ko:K04081	eun:UMNK88_4496
ko:K04080	eun:UMNK88_4497
ko:K01684	eun:UMNK88_4502
ko:K01631	eun:UMNK88_4503
ko:K00883	eun:UMNK88_4504
ko:K02470	eun:UMNK88_4509
ko:K03629	eun:UMNK88_4510
ko:K02338	eun:UMNK88_4511
ko:K02313	eun:UMNK88_4512
ko:K02914	eun:UMNK88_4513
ko:K03536	eun:UMNK88_4514
ko:K03217	eun:UMNK88_4515
ko:K03650	eun:UMNK88_4516
ko:K01667	eun:UMNK88_4517
ko:K03836	eun:UMNK88_4518
ko:K08163	eun:UMNK88_4519
ko:K06901	eun:UMNK88_4523
ko:K03098	eun:pUMNK88_80
ko:K03981	eun:pUMNK88_84
ko:K03811	eun:UMNK88_790
ko:K01626	eun:UMNK88_792
ko:K00849	eun:UMNK88_796
ko:K00965	eun:UMNK88_797
ko:K05776	eun:UMNK88_799
ko:K02019	eun:UMNK88_800
ko:K02020	eun:UMNK88_802
ko:K02018	eun:UMNK88_803
ko:K03319	eun:UMNK88_810
ko:K01681	eun:UMNK88_811
ko:K01051	eun:UMNK88_812
ko:K00833	eun:UMNK88_814
ko:K01012	eun:UMNK88_815
ko:K02169	eun:UMNK88_817
ko:K01935	eun:UMNK88_818
ko:K03702	eun:UMNK88_819
ko:K03639	eun:UMNK88_821
ko:K03638	eun:UMNK88_822
ko:K03637	eun:UMNK88_823
ko:K03636	eun:UMNK88_824
ko:K06890	eun:UMNK88_826
ko:K06890	eun:UMNK88_827
ko:K01993	eun:UMNK88_835
ko:K11927	eun:UMNK88_837
ko:K13574	eun:UMNK88_841
ko:K03207	eun:UMNK88_2596
ko:K02377	eun:UMNK88_2597
ko:K01711	eun:UMNK88_2598
ko:K03818	eun:UMNK88_2599
ko:K13683	eun:UMNK88_2600
ko:K13620	eun:UMNK88_2601
ko:K13684	eun:UMNK88_2602
ko:K03819	eun:UMNK88_2603
ko:K01991	eun:UMNK88_2607
ko:K07289	eun:UMNK88_2609
ko:K01494	eun:UMNK88_2610
ko:K00876	eun:UMNK88_2611
ko:K01247	eun:UMNK88_2613
ko:K04046	eun:UMNK88_2614
ko:K07799	eun:UMNK88_2619
ko:K07788	eun:UMNK88_2620
ko:K07789	eun:UMNK88_2622
ko:K07642	eun:UMNK88_2624
ko:K07664	eun:UMNK88_2625
ko:K09946	eun:UMNK88_2627
ko:K08303	eun:UMNK88_2628
ko:K00007	eun:UMNK88_2634
ko:K03435	eun:UMNK88_2636
ko:K00039	eun:UMNK88_2637
ko:K00941	eun:UMNK88_2646
ko:K00878	eun:UMNK88_2647
ko:K15723	eun:UMNK88_3478
ko:K06879	eun:UMNK88_3479
ko:K06966	eun:UMNK88_3480
ko:K03837	eun:UMNK88_3481
ko:K01752	eun:UMNK88_3482
ko:K01146	eun:UMNK88_3483
ko:K00048	eun:UMNK88_3484
ko:K01628	eun:UMNK88_3485
ko:K02429	eun:UMNK88_3486
ko:K01818	eun:UMNK88_3487
ko:K02431	eun:UMNK88_3489
ko:K02430	eun:UMNK88_3490
ko:K06968	eun:UMNK88_3491
ko:K01766	eun:UMNK88_3495
ko:K02426	eun:UMNK88_3496
ko:K08304	eun:UMNK88_3498
ko:K01448	eun:UMNK88_3501
ko:K14682	eun:UMNK88_3502
ko:K03581	eun:UMNK88_3503
ko:K03582	eun:UMNK88_3504
ko:K01407	eun:UMNK88_3505
ko:K03583	eun:UMNK88_3506
ko:K02681	eun:UMNK88_3507
ko:K02680	eun:UMNK88_3509
ko:K02679	eun:UMNK88_3510
ko:K13292	eun:UMNK88_3512
ko:K08484	eun:UMNK88_3513
ko:K08311	eun:UMNK88_3514
ko:K03573	eun:UMNK88_3516
ko:K08227	eun:UMNK88_3520
ko:K05939	eun:UMNK88_3521
ko:K02529	eun:UMNK88_3522
ko:K01586	eun:UMNK88_3523
ko:K01815	eun:UMNK88_3528
ko:K08092	eun:UMNK88_4360
ko:K00880	eun:UMNK88_4365
ko:K00138	eun:UMNK88_4374
ko:K13954	eun:UMNK88_4375
ko:K03833	eun:UMNK88_4376
ko:K01042	eun:UMNK88_4377
ko:K09022	eun:UMNK88_3868
ko:K09710	eun:UMNK88_673
ko:K00969	eun:UMNK88_675
ko:K02340	eun:UMNK88_676
ko:K03643	eun:UMNK88_677
ko:K01869	eun:UMNK88_678
ko:K04045	eun:UMNK88_687
ko:K10004	eun:UMNK88_689
ko:K10002	eun:UMNK88_690
ko:K10003	eun:UMNK88_691
ko:K10001	eun:UMNK88_692
ko:K00009	eun:UMNK88_4386
ko:K02562	eun:UMNK88_4387
ko:K14762	eun:UMNK88_4389
ko:K00427	eun:UMNK88_4390
ko:K14348	eun:UMNK88_4391
ko:K03216	eun:UMNK88_4393
ko:K00640	eun:UMNK88_4394
ko:K00057	eun:UMNK88_4395
ko:K03071	eun:UMNK88_4396
ko:K15633	eun:UMNK88_4399
ko:K09798	eun:UMNK88_4402
ko:K00060	eun:UMNK88_4403
ko:K03274	eun:UMNK88_4405
ko:K02841	eun:UMNK88_4407
ko:K02847	eun:UMNK88_4408
ko:K07270	eun:UMNK88_4409
ko:K02850	eun:UMNK88_4411
ko:K09803	eun:UMNK88_5265
ko:K02317	eun:UMNK88_5277
ko:K13255	eun:UMNK88_5283
ko:K02344	eun:UMNK88_5289
ko:K03789	eun:UMNK88_5290
ko:K08723	eun:UMNK88_5291
ko:K02837	eun:UMNK88_5292
ko:K03424	eun:UMNK88_5296
ko:K01839	eun:UMNK88_5302
ko:K03800	eun:UMNK88_5305
ko:K01079	eun:UMNK88_5307
ko:K04485	eun:UMNK88_5308
ko:K06211	eun:UMNK88_5309
ko:K08309	eun:UMNK88_5311
ko:K03720	eun:UMNK88_5312
ko:K05804	eun:UMNK88_5314
ko:K05805	eun:UMNK88_5316
ko:K07663	eun:UMNK88_5317
ko:K01175	eun:UMNK88_723
ko:K11177	eun:UMNK88_332
ko:K11178	eun:UMNK88_333
ko:K13483	eun:UMNK88_334
ko:K02919	eun:UMNK88_343
ko:K02909	eun:UMNK88_344
ko:K13735	eun:UMNK88_345
ko:K00782	eun:UMNK88_355
ko:K02167	eun:UMNK88_360
ko:K02168	eun:UMNK88_361
ko:K00926	eun:UMNK88_370
ko:K13979	eun:UMNK88_372
ko:K03329	eun:UMNK88_376
ko:K03311	eun:UMNK88_451
ko:K11736	eun:UMNK88_452
ko:K08682	eun:UMNK88_454
ko:K07568	eun:UMNK88_455
ko:K00773	eun:UMNK88_456
ko:K03210	eun:UMNK88_457
ko:K03072	eun:UMNK88_458
ko:K03074	eun:UMNK88_459
ko:K05517	eun:UMNK88_461
ko:K07738	eun:UMNK88_463
ko:K11752	eun:UMNK88_464
ko:K00794	eun:UMNK88_465
ko:K03625	eun:UMNK88_466
ko:K00946	eun:UMNK88_467
ko:K01095	eun:UMNK88_468
ko:K01662	eun:UMNK88_470
ko:K00795	eun:UMNK88_471
ko:K03602	eun:UMNK88_472
ko:K03151	eun:UMNK88_473
ko:K03152	eun:UMNK88_474
ko:K00077	eun:UMNK88_475
ko:K09767	eun:UMNK88_476
ko:K02300	eun:UMNK88_479
ko:K02299	eun:UMNK88_480
ko:K02298	eun:UMNK88_481
ko:K02297	eun:UMNK88_482
ko:K08218	eun:UMNK88_483
ko:K07286	eun:UMNK88_484
ko:K05527	eun:UMNK88_485
ko:K03545	eun:UMNK88_487
ko:K01358	eun:UMNK88_488
ko:K03544	eun:UMNK88_489
ko:K01338	eun:UMNK88_490
ko:K03530	eun:UMNK88_491
ko:K03770	eun:UMNK88_492
ko:K02237	eun:UMNK88_493
ko:K12500	eun:UMNK88_494
ko:K06920	eun:UMNK88_495
ko:K11938	eun:UMNK88_498
ko:K05800	eun:UMNK88_499
ko:K04752	eun:UMNK88_503
ko:K02911	eun:UMNK88_1359
ko:K03621	eun:UMNK88_1360
ko:K00648	eun:UMNK88_1361
ko:K00645	eun:UMNK88_1362
ko:K02078	eun:UMNK88_1364
ko:K09458	eun:UMNK88_1365
ko:K07082	eun:UMNK88_1367
ko:K00943	eun:UMNK88_1368
ko:K02341	eun:UMNK88_1369
ko:K03424	eun:UMNK88_1370
ko:K07337	eun:UMNK88_1376
ko:K07251	eun:UMNK88_1377
ko:K01207	eun:UMNK88_1378
ko:K00865	eun:UMNK88_564
ko:K14977	eun:UMNK88_565
ko:K02083	eun:UMNK88_566
ko:K00926	eun:UMNK88_571
ko:K01589	eun:UMNK88_572
ko:K01588	eun:UMNK88_573
ko:K03269	eun:UMNK88_574
ko:K01883	eun:UMNK88_576
ko:K07038	eun:UMNK88_577
ko:K01491	eun:UMNK88_579
ko:K07688	eun:UMNK88_586
ko:K11739	eun:UMNK88_590
ko:K11740	eun:UMNK88_591
ko:K07644	eun:UMNK88_598
ko:K07798	eun:UMNK88_603
ko:K07787	eun:UMNK88_604
ko:K11732	eun:UMNK88_605
ko:K10679	eun:UMNK88_607
ko:K06048	eun:UMNK88_610
ko:K02362	eun:UMNK88_613
ko:K02364	eun:UMNK88_619
ko:K03608	eun:UMNK88_1487
ko:K03609	eun:UMNK88_1488
ko:K03610	eun:UMNK88_1489
ko:K09902	eun:UMNK88_1491
ko:K09160	eun:UMNK88_1493
ko:K03611	eun:UMNK88_1498
ko:K03314	eun:UMNK88_1499
ko:K03603	eun:UMNK88_1500
ko:K00285	eun:UMNK88_1502
ko:K01775	eun:UMNK88_1503
ko:K08308	eun:UMNK88_1507
ko:K01194	eun:UMNK88_1511
ko:K05881	eun:UMNK88_1513
ko:K05879	eun:UMNK88_1514
ko:K05878	eun:UMNK88_1515
ko:K05880	eun:UMNK88_1516
ko:K06942	eun:UMNK88_1519
ko:K01056	eun:UMNK88_1520
ko:K03321	eun:UMNK88_1522
ko:K00948	eun:UMNK88_1523
ko:K00919	eun:UMNK88_1524
ko:K02494	eun:UMNK88_1525
ko:K02492	eun:UMNK88_1526
ko:K02835	eun:UMNK88_1527
ko:K02493	eun:UMNK88_1528
ko:K01627	eun:UMNK88_1531
ko:K10539	eun:UMNK88_2370
ko:K10537	eun:UMNK88_2371
ko:K02255	eun:UMNK88_2372
ko:K02217	eun:UMNK88_2378
ko:K03834	eun:UMNK88_2381
ko:K07039	eun:UMNK88_2382
ko:K00995	eun:UMNK88_2386
ko:K03703	eun:UMNK88_2387
ko:K07689	eun:UMNK88_2388
ko:K10010	eun:UMNK88_2392
ko:K10009	eun:UMNK88_2393
ko:K02424	eun:UMNK88_2395
ko:K02425	eun:UMNK88_2396
ko:K02405	eun:UMNK88_2397
ko:K02406	eun:UMNK88_2399
ko:K02407	eun:UMNK88_2400
ko:K02422	eun:UMNK88_2401
ko:K02423	eun:UMNK88_2402
ko:K07112	eun:UMNK88_2405
ko:K02408	eun:UMNK88_2414
ko:K02409	eun:UMNK88_2415
ko:K02410	eun:UMNK88_2416
ko:K02411	eun:UMNK88_2417
ko:K02412	eun:UMNK88_2418
ko:K02413	eun:UMNK88_2419
ko:K02415	eun:UMNK88_2421
ko:K02416	eun:UMNK88_2422
ko:K02417	eun:UMNK88_2423
ko:K02418	eun:UMNK88_2424
ko:K02419	eun:UMNK88_2425
ko:K02420	eun:UMNK88_2426
ko:K02884	eun:UMNK88_3259
ko:K00554	eun:UMNK88_3260
ko:K02860	eun:UMNK88_3261
ko:K02959	eun:UMNK88_3262
ko:K03106	eun:UMNK88_3263
ko:K03687	eun:UMNK88_3266
ko:K00858	eun:UMNK88_3268
ko:K03631	eun:UMNK88_3269
ko:K06186	eun:UMNK88_3270
ko:K09801	eun:UMNK88_3271
ko:K03664	eun:UMNK88_3273
ko:K10709	eun:UMNK88_4138
ko:K10711	eun:UMNK88_4140
ko:K01867	eun:UMNK88_4150
ko:K01091	eun:UMNK88_4151
ko:K01783	eun:UMNK88_4152
ko:K03112	eun:UMNK88_4154
ko:K01735	eun:UMNK88_4155
ko:K00891	eun:UMNK88_4156
ko:K02507	eun:UMNK88_4157
ko:K12291	eun:UMNK88_4158
ko:K12290	eun:UMNK88_4159
ko:K12289	eun:UMNK88_4160
ko:K12288	eun:UMNK88_4161
ko:K05366	eun:UMNK88_4162
ko:K08312	eun:UMNK88_4163
ko:K04762	eun:UMNK88_4166
ko:K04083	eun:UMNK88_4167
ko:K01610	eun:UMNK88_4170
ko:K07638	eun:UMNK88_4171
ko:K07659	eun:UMNK88_4172
ko:K04760	eun:UMNK88_4173
ko:K06959	eun:UMNK88_4174
ko:K04758	eun:UMNK88_4175
ko:K04759	eun:UMNK88_4176
ko:K07490	eun:UMNK88_4177
ko:K02170	eun:UMNK88_4179
ko:K07400	eun:UMNK88_4182
ko:K06155	eun:UMNK88_4183
ko:K00705	eun:UMNK88_4184
ko:K00688	eun:UMNK88_4185
ko:K03556	eun:UMNK88_4186
ko:K14415	eun:UMNK88_4188
ko:K14414	eun:UMNK88_4190
ko:K02444	eun:UMNK88_4189
ko:K02439	eun:UMNK88_4192
ko:K04084	eun:UMNK88_5074
ko:K03926	eun:UMNK88_5075
ko:K07791	eun:UMNK88_5076
ko:K01744	eun:UMNK88_5077
ko:K07113	eun:UMNK88_5078
ko:K04078	eun:UMNK88_5080
ko:K04077	eun:UMNK88_5081
ko:K02356	eun:UMNK88_5085
ko:K03098	eun:UMNK88_5088
ko:K03820	eun:UMNK88_695
ko:K06189	eun:UMNK88_696
ko:K07042	eun:UMNK88_697
ko:K06168	eun:UMNK88_699
ko:K03184	eun:UMNK88_700
ko:K01953	eun:UMNK88_708
ko:K02565	eun:UMNK88_711
ko:K01443	eun:UMNK88_712
ko:K02802	eun:UMNK88_715
ko:K02803	eun:UMNK88_715
ko:K02804	eun:UMNK88_715
ko:K01886	eun:UMNK88_717
ko:K03839	eun:UMNK88_721
ko:K03645	eun:UMNK88_724
ko:K01581	eun:UMNK88_729
ko:K01695	eun:UMNK88_1590
ko:K01696	eun:UMNK88_1591
ko:K13498	eun:UMNK88_1592
ko:K13497	eun:UMNK88_1593
ko:K01657	eun:UMNK88_1594
ko:K07053	eun:UMNK88_1595
ko:K06178	eun:UMNK88_1598
ko:K03168	eun:UMNK88_1603
ko:K13634	eun:UMNK88_1604
ko:K01681	eun:UMNK88_1607
ko:K01591	eun:UMNK88_1613
ko:K03113	eun:UMNK88_1614
ko:K04062	eun:UMNK88_1615
ko:K14051	eun:UMNK88_1618
ko:K01147	eun:UMNK88_1619
ko:K00208	eun:UMNK88_1621
ko:K14052	eun:UMNK88_1629
ko:K09470	eun:UMNK88_1630
ko:K09473	eun:UMNK88_1634
ko:K14056	eun:UMNK88_1635
ko:K00823	eun:UMNK88_1638
ko:K03974	eun:UMNK88_1639
ko:K03969	eun:UMNK88_1640
ko:K03970	eun:UMNK88_1641
ko:K09933	eun:UMNK88_2496
ko:K13735	eun:UMNK88_2499
ko:K13735	eun:UMNK88_2501
ko:K01241	eun:UMNK88_2504
ko:K13635	eun:UMNK88_2509
ko:K00768	eun:UMNK88_2513
ko:K02233	eun:UMNK88_2514
ko:K02231	eun:UMNK88_2515
ko:K06946	eun:UMNK88_2537
ko:K07001	eun:UMNK88_2540
ko:K02781	eun:UMNK88_3376
ko:K02468	eun:UMNK88_3379
ko:K02467	eun:UMNK88_3381
ko:K12266	eun:UMNK88_3380
ko:K12264	eun:UMNK88_3382
ko:K12265	eun:UMNK88_3383
ko:K04656	eun:UMNK88_3384
ko:K05796	eun:UMNK88_3385
ko:K03487	eun:UMNK88_3387
ko:K02752	eun:UMNK88_3388
ko:K02753	eun:UMNK88_3388
ko:K01223	eun:UMNK88_3389
ko:K08315	eun:UMNK88_3390
ko:K15834	eun:UMNK88_3391
ko:K15832	eun:UMNK88_3392
ko:K15831	eun:UMNK88_3393
ko:K15830	eun:UMNK88_3394
ko:K15829	eun:UMNK88_3395
ko:K15828	eun:UMNK88_3396
ko:K15827	eun:UMNK88_3397
ko:K15833	eun:UMNK88_3398
ko:K04651	eun:UMNK88_3399
ko:K04653	eun:UMNK88_3401
ko:K04654	eun:UMNK88_3402
ko:K15836	eun:UMNK88_3404
ko:K03555	eun:UMNK88_3407
ko:K07314	eun:UMNK88_3408
ko:K06194	eun:UMNK88_3416
ko:K00573	eun:UMNK88_3418
ko:K03787	eun:UMNK88_3419
ko:K06176	eun:UMNK88_3420
ko:K01770	eun:UMNK88_3421
ko:K00991	eun:UMNK88_3422
ko:K15584	eun:UMNK88_4246
ko:K15585	eun:UMNK88_4247
ko:K15586	eun:UMNK88_4248
ko:K15587	eun:UMNK88_4249
ko:K10824	eun:UMNK88_4250
ko:K07722	eun:UMNK88_4251
ko:K13926	eun:UMNK88_4258
ko:K01993	eun:UMNK88_4259
ko:K07007	eun:UMNK88_4266
ko:K06144	eun:UMNK88_4269
ko:K03305	eun:UMNK88_4271
ko:K15984	eun:UMNK88_4272
ko:K01414	eun:UMNK88_4273
