ko:K12132	bti:BTG_30470
ko:K10947	bti:BTG_28365
ko:K10947	bti:BTG_29275
ko:K03574	bti:BTG_03980
ko:K03574	bti:BTG_06265
ko:K03574	bti:BTG_18045
ko:K03574	bti:BTG_22645
ko:K01992	bti:BTG_02405
ko:K01992	bti:BTG_11760
ko:K01992	bti:BTG_21605
ko:K14237	bti:BTG_t30549
ko:K14228	bti:BTG_t30593
ko:K14222	bti:BTG_t30595
ko:K14219	bti:BTG_t30691
ko:K01990	bti:BTG_01390
ko:K01990	bti:BTG_02400
ko:K01990	bti:BTG_21600
ko:K01990	bti:BTG_22475
ko:K01990	bti:BTG_29025
ko:K10112	bti:BTG_29340
ko:K01992	bti:BTG_13945
ko:K01990	bti:BTG_07325
ko:K01990	bti:BTG_11765
ko:K01990	bti:BTG_26195
ko:K05592	bti:BTG_07850
ko:K17472	bti:BTG_27080
ko:K17686	bti:BTG_00750
ko:K06329	bti:BTG_03810
ko:K06201	bti:BTG_03915
ko:K03100	bti:BTG_03920
ko:K06350	bti:BTG_03935
ko:K07160	bti:BTG_03940
ko:K01304	bti:BTG_03955
ko:K03100	bti:BTG_03970
ko:K03921	bti:BTG_03995
ko:K07736	bti:BTG_04005
ko:K11733	bti:BTG_04060
ko:K07090	bti:BTG_04070
ko:K00876	bti:BTG_04090
ko:K09768	bti:BTG_04105
ko:K13652	bti:BTG_04135
ko:K03924	bti:BTG_04265
ko:K01486	bti:BTG_04290
ko:K03781	bti:BTG_04300
ko:K03762	bti:BTG_04310
ko:K03924	bti:BTG_04330
ko:K01759	bti:BTG_04365
ko:K00876	bti:BTG_04375
ko:K07727	bti:BTG_04390
ko:K01077	bti:BTG_04400
ko:K09607	bti:BTG_04410
ko:K10255	bti:BTG_04415
ko:K02205	bti:BTG_04435
ko:K00286	bti:BTG_04450
ko:K00931	bti:BTG_04455
ko:K00147	bti:BTG_04460
ko:K16323	bti:BTG_04465
ko:K11216	bti:BTG_04510
ko:K10558	bti:BTG_04520
ko:K10556	bti:BTG_04525
ko:K10557	bti:BTG_04530
ko:K10555	bti:BTG_04535
ko:K00116	bti:BTG_04540
ko:K06342	bti:BTG_04980
ko:K06341	bti:BTG_04985
ko:K06342	bti:BTG_04990
ko:K05946	bti:BTG_05005
ko:K01243	bti:BTG_05010
ko:K01243	bti:BTG_05015
ko:K01281	bti:BTG_05045
ko:K15580	bti:BTG_05105
ko:K03740	bti:BTG_05110
ko:K01714	bti:BTG_05175
ko:K03310	bti:BTG_05185
ko:K00627	bti:BTG_05505
ko:K01159	bti:BTG_05725
ko:K13955	bti:BTG_06445
ko:K16263	bti:BTG_06470
ko:K13530	bti:BTG_06475
ko:K07697	bti:BTG_06540
ko:K01779	bti:BTG_06565
ko:K03100	bti:BTG_06575
ko:K03707	bti:BTG_06675
ko:K01921	bti:BTG_06680
ko:K00003	bti:BTG_06690
ko:K07098	bti:BTG_07335
ko:K03088	bti:BTG_07360
ko:K06213	bti:BTG_07380
ko:K03716	bti:BTG_07420
ko:K03837	bti:BTG_07440
ko:K01752	bti:BTG_07445
ko:K01752	bti:BTG_07450
ko:K07001	bti:BTG_07460
ko:K07228	bti:BTG_25145
ko:K03455	bti:BTG_25150
ko:K01869	bti:BTG_25160
ko:K00641	bti:BTG_25195
ko:K03639	bti:BTG_25225
ko:K03637	bti:BTG_25235
ko:K03750	bti:BTG_25240
ko:K03753	bti:BTG_25245
ko:K03635	bti:BTG_25250
ko:K03636	bti:BTG_25255
ko:K05340	bti:BTG_25265
ko:K07007	bti:BTG_25310
ko:K06183	bti:BTG_25320
ko:K01439	bti:BTG_25330
ko:K01975	bti:BTG_25335
ko:K03439	bti:BTG_25355
ko:K06878	bti:BTG_25390
ko:K01448	bti:BTG_25400
ko:K03466	bti:BTG_25405
ko:K00763	bti:BTG_25410
ko:K01924	bti:BTG_25415
ko:K03817	bti:BTG_25430
ko:K02529	bti:BTG_25475
ko:K03282	bti:BTG_25500
ko:K03810	bti:BTG_25505
ko:K01259	bti:BTG_25530
ko:K04768	bti:BTG_25535
ko:K04767	bti:BTG_25540
ko:K04766	bti:BTG_25545
ko:K01895	bti:BTG_25550
ko:K01866	bti:BTG_25560
ko:K02986	bti:BTG_25585
ko:K01761	bti:BTG_25590
ko:K06286	bti:BTG_25615
ko:K04487	bti:BTG_25620
ko:K03151	bti:BTG_25625
ko:K01895	bti:BTG_25635
ko:K04750	bti:BTG_25640
ko:K00858	bti:BTG_25650
ko:K11065	bti:BTG_25665
ko:K00925	bti:BTG_25675
ko:K01940	bti:BTG_25715
ko:K01755	bti:BTG_25720
ko:K00059	bti:BTG_25740
ko:K00259	bti:BTG_25745
ko:K02337	bti:BTG_25840
ko:K00027	bti:BTG_25845
ko:K01963	bti:BTG_25855
ko:K01962	bti:BTG_25860
ko:K00850	bti:BTG_25865
ko:K00873	bti:BTG_25870
ko:K07113	bti:BTG_25875
ko:K01647	bti:BTG_25890
ko:K00031	bti:BTG_25895
ko:K00024	bti:BTG_25900
ko:K07658	bti:BTG_25920
ko:K07636	bti:BTG_25925
ko:K10563	bti:BTG_25935
ko:K00859	bti:BTG_25945
ko:K00134	bti:BTG_25950
ko:K01611	bti:BTG_25955
ko:K07738	bti:BTG_25960
ko:K03346	bti:BTG_25965
ko:K11144	bti:BTG_25970
ko:K01868	bti:BTG_25995
ko:K02520	bti:BTG_26000
ko:K02916	bti:BTG_26005
ko:K02887	bti:BTG_26010
ko:K07052	bti:BTG_26045
ko:K06950	bti:BTG_26050
ko:K06426	bti:BTG_26055
ko:K03437	bti:BTG_26060
ko:K01889	bti:BTG_26065
ko:K01890	bti:BTG_26070
ko:K01893	bti:BTG_26075
ko:K03471	bti:BTG_26090
ko:K09888	bti:BTG_26095
ko:K02347	bti:BTG_26105
ko:K07456	bti:BTG_26110
ko:K06182	bti:BTG_26120
ko:K03311	bti:BTG_26125
ko:K02016	bti:BTG_26145
ko:K02015	bti:BTG_26150
ko:K02013	bti:BTG_26155
ko:K08600	bti:BTG_26160
ko:K06969	bti:BTG_26170
ko:K02015	bti:BTG_26230
ko:K13770	bti:BTG_26255
ko:K13767	bti:BTG_26260
ko:K03521	bti:BTG_26265
ko:K03522	bti:BTG_26270
ko:K03671	bti:BTG_26275
ko:K03703	bti:BTG_26280
ko:K00241	bti:BTG_26290
ko:K00239	bti:BTG_26295
ko:K00240	bti:BTG_26300
ko:K07107	bti:BTG_26305
ko:K02556	bti:BTG_26315
ko:K02557	bti:BTG_26320
ko:K06188	bti:BTG_26345
ko:K01994	bti:BTG_26375
ko:K01776	bti:BTG_26400
ko:K00989	bti:BTG_26410
ko:K02428	bti:BTG_26415
ko:K07095	bti:BTG_26420
ko:K03545	bti:BTG_26445
ko:K03544	bti:BTG_26450
ko:K13853	bti:BTG_04620
ko:K01736	bti:BTG_04625
ko:K00817	bti:BTG_04630
ko:K04517	bti:BTG_04635
ko:K00800	bti:BTG_04640
ko:K01738	bti:BTG_04710
ko:K15553	bti:BTG_04780
ko:K15554	bti:BTG_04785
ko:K09680	bti:BTG_04850
ko:K02372	bti:BTG_04855
ko:K15986	bti:BTG_05210
ko:K01448	bti:BTG_05240
ko:K03654	bti:BTG_05290
ko:K03657	bti:BTG_05300
ko:K03823	bti:BTG_05330
ko:K01807	bti:BTG_05420
ko:K03088	bti:BTG_05430
ko:K01358	bti:BTG_05435
ko:K02002	bti:BTG_05440
ko:K02000	bti:BTG_05445
ko:K02001	bti:BTG_05450
ko:K00382	bti:BTG_05825
ko:K01556	bti:BTG_05900
ko:K07130	bti:BTG_05905
ko:K00453	bti:BTG_05910
ko:K01449	bti:BTG_05930
ko:K06313	bti:BTG_05935
ko:K03076	bti:BTG_05995
ko:K01119	bti:BTG_06015
ko:K04076	bti:BTG_26455
ko:K01338	bti:BTG_26460
ko:K03978	bti:BTG_26465
ko:K02492	bti:BTG_26480
ko:K02497	bti:BTG_26485
ko:K01749	bti:BTG_26490
ko:K01719	bti:BTG_26495
ko:K01698	bti:BTG_26500
ko:K01845	bti:BTG_26505
ko:K06417	bti:BTG_26510
ko:K01873	bti:BTG_26520
ko:K11754	bti:BTG_26525
ko:K06287	bti:BTG_26535
ko:K03630	bti:BTG_26540
ko:K07105	bti:BTG_26915
ko:K04487	bti:BTG_26920
ko:K00278	bti:BTG_26925
ko:K00767	bti:BTG_26930
ko:K03517	bti:BTG_26935
ko:K06370	bti:BTG_26940
ko:K06318	bti:BTG_26955
ko:K02016	bti:BTG_26960
ko:K03550	bti:BTG_26965
ko:K03551	bti:BTG_26970
ko:K07568	bti:BTG_26980
ko:K00773	bti:BTG_26985
ko:K03210	bti:BTG_26990
ko:K06409	bti:BTG_27005
ko:K12257	bti:BTG_27015
ko:K07462	bti:BTG_27025
ko:K00759	bti:BTG_27030
ko:K07560	bti:BTG_27040
ko:K01892	bti:BTG_27055
ko:K01876	bti:BTG_27060
ko:K07478	bti:BTG_27075
ko:K04487	bti:BTG_27085
ko:K00566	bti:BTG_27090
ko:K03581	bti:BTG_27100
ko:K01872	bti:BTG_27130
ko:K07447	bti:BTG_27140
ko:K07082	bti:BTG_27150
ko:K08303	bti:BTG_27160
ko:K08303	bti:BTG_27165
ko:K00876	bti:BTG_27170
ko:K03624	bti:BTG_27175
ko:K02238	bti:BTG_27505
ko:K02340	bti:BTG_27515
ko:K02968	bti:BTG_27520
ko:K06012	bti:BTG_27525
ko:K03596	bti:BTG_27535
ko:K03705	bti:BTG_27550
ko:K03687	bti:BTG_27555
ko:K04043	bti:BTG_27560
ko:K03686	bti:BTG_27565
ko:K02687	bti:BTG_27570
ko:K09761	bti:BTG_27575
ko:K02970	bti:BTG_27585
ko:K09117	bti:BTG_27590
ko:K06438	bti:BTG_27605
ko:K07037	bti:BTG_27615
ko:K07042	bti:BTG_27620
ko:K01489	bti:BTG_27630
ko:K03584	bti:BTG_27645
ko:K09773	bti:BTG_27655
ko:K03086	bti:BTG_27675
ko:K13300	bti:BTG_27680
ko:K06967	bti:BTG_27685
ko:K03527	bti:BTG_27695
ko:K01151	bti:BTG_27710
ko:K09817	bti:BTG_27725
ko:K09816	bti:BTG_27730
ko:K02076	bti:BTG_27735
ko:K04564	bti:BTG_27755
ko:K08222	bti:BTG_27760
ko:K02040	bti:BTG_27770
ko:K02037	bti:BTG_27775
ko:K07646	bti:BTG_17430
ko:K01548	bti:BTG_17435
ko:K01547	bti:BTG_17440
ko:K01546	bti:BTG_17445
ko:K00941	bti:BTG_17465
ko:K03149	bti:BTG_17475
ko:K03154	bti:BTG_17480
ko:K03153	bti:BTG_17485
ko:K15598	bti:BTG_17495
ko:K15599	bti:BTG_17500
ko:K03707	bti:BTG_17510
ko:K03611	bti:BTG_17375
ko:K06726	bti:BTG_17830
ko:K00852	bti:BTG_17835
ko:K02529	bti:BTG_17840
ko:K02445	bti:BTG_17855
ko:K03321	bti:BTG_17870
ko:K03088	bti:BTG_17915
ko:K02205	bti:BTG_17930
ko:K10040	bti:BTG_17945
ko:K10039	bti:BTG_17950
ko:K10041	bti:BTG_17955
ko:K03310	bti:BTG_17965
ko:K07052	bti:BTG_17975
ko:K06295	bti:BTG_17980
ko:K01226	bti:BTG_18000
ko:K02818	bti:BTG_18005
ko:K02819	bti:BTG_18005
ko:K03486	bti:BTG_18010
ko:K06131	bti:BTG_18030
ko:K04748	bti:BTG_18035
ko:K00639	bti:BTG_18055
ko:K02015	bti:BTG_18075
ko:K02015	bti:BTG_18080
ko:K02016	bti:BTG_18085
ko:K03305	bti:BTG_18090
ko:K06425	bti:BTG_18095
ko:K03303	bti:BTG_18105
ko:K01744	bti:BTG_18110
ko:K02004	bti:BTG_06055
ko:K02003	bti:BTG_06060
ko:K07025	bti:BTG_06085
ko:K00675	bti:BTG_06100
ko:K01449	bti:BTG_06755
ko:K04566	bti:BTG_06760
ko:K08602	bti:BTG_06820
ko:K01243	bti:BTG_06935
ko:K01895	bti:BTG_06990
ko:K01640	bti:BTG_07005
ko:K03321	bti:BTG_16840
ko:K03652	bti:BTG_16880
ko:K01575	bti:BTG_16885
ko:K01652	bti:BTG_16890
ko:K10010	bti:BTG_16960
ko:K10009	bti:BTG_16965
ko:K02424	bti:BTG_16970
ko:K03758	bti:BTG_16990
ko:K03781	bti:BTG_17000
ko:K05520	bti:BTG_17005
ko:K07124	bti:BTG_17035
ko:K00619	bti:BTG_17040
ko:K09963	bti:BTG_17070
ko:K07106	bti:BTG_17080
ko:K06901	bti:BTG_17405
ko:K02038	bti:BTG_27780
ko:K02036	bti:BTG_27785
ko:K02039	bti:BTG_27790
ko:K02913	bti:BTG_27800
ko:K01934	bti:BTG_27805
ko:K00845	bti:BTG_27815
ko:K01760	bti:BTG_27850
ko:K00548	bti:BTG_27865
ko:K02563	bti:BTG_27870
ko:K06956	bti:BTG_27910
ko:K02243	bti:BTG_27925
ko:K02244	bti:BTG_27930
ko:K02245	bti:BTG_27935
ko:K02246	bti:BTG_27940
ko:K02247	bti:BTG_27945
ko:K02248	bti:BTG_28210
ko:K02249	bti:BTG_28215
ko:K00472	bti:BTG_28220
ko:K00891	bti:BTG_28225
ko:K00605	bti:BTG_28260
ko:K00282	bti:BTG_28265
ko:K00283	bti:BTG_28270
ko:K03800	bti:BTG_28350
ko:K03716	bti:BTG_28370
ko:K07025	bti:BTG_28380
ko:K03786	bti:BTG_28400
ko:K02356	bti:BTG_28410
ko:K00929	bti:BTG_28580
ko:K00382	bti:BTG_28585
ko:K00166	bti:BTG_28590
ko:K00167	bti:BTG_28595
ko:K06390	bti:BTG_28430
ko:K06391	bti:BTG_28435
ko:K06392	bti:BTG_28440
ko:K06393	bti:BTG_28445
ko:K06394	bti:BTG_28450
ko:K06395	bti:BTG_28455
ko:K06396	bti:BTG_28460
ko:K06397	bti:BTG_28465
ko:K02160	bti:BTG_28470
ko:K01961	bti:BTG_28475
ko:K03625	bti:BTG_28485
ko:K01491	bti:BTG_28490
ko:K03601	bti:BTG_28495
ko:K03602	bti:BTG_28500
ko:K13789	bti:BTG_28505
ko:K01662	bti:BTG_28510
ko:K06442	bti:BTG_28515
ko:K03402	bti:BTG_28520
ko:K03631	bti:BTG_28525
ko:K06399	bti:BTG_28530
ko:K09699	bti:BTG_28600
ko:K03790	bti:BTG_28665
ko:K02346	bti:BTG_28680
ko:K07507	bti:BTG_28685
ko:K01531	bti:BTG_28690
ko:K00784	bti:BTG_28705
ko:K01752	bti:BTG_28715
ko:K01752	bti:BTG_28720
ko:K00286	bti:BTG_28725
ko:K07124	bti:BTG_28735
ko:K00145	bti:BTG_28745
ko:K00620	bti:BTG_28750
ko:K00930	bti:BTG_28755
ko:K00611	bti:BTG_28765
ko:K01119	bti:BTG_28790
ko:K03315	bti:BTG_28795
ko:K00833	bti:BTG_28805
ko:K01935	bti:BTG_28810
ko:K00652	bti:BTG_28815
ko:K02170	bti:BTG_28820
ko:K07699	bti:BTG_28535
ko:K02169	bti:BTG_28825
ko:K01012	bti:BTG_28830
ko:K00794	bti:BTG_28840
ko:K14652	bti:BTG_28845
ko:K00793	bti:BTG_28850
ko:K11752	bti:BTG_28855
ko:K06889	bti:BTG_28870
ko:K07084	bti:BTG_28885
ko:K01515	bti:BTG_28935
ko:K03711	bti:BTG_28950
ko:K04763	bti:BTG_28960
ko:K01839	bti:BTG_28970
ko:K03783	bti:BTG_28975
ko:K00756	bti:BTG_28980
ko:K01126	bti:BTG_28550
ko:K00263	bti:BTG_28575
ko:K03284	bti:BTG_28985
ko:K06901	bti:BTG_28990
ko:K00285	bti:BTG_06110
ko:K08310	bti:BTG_06115
ko:K06153	bti:BTG_06175
ko:K02338	bti:BTG_06270
ko:K08177	bti:BTG_06290
ko:K00657	bti:BTG_06320
ko:K01126	bti:BTG_06365
ko:K02160	bti:BTG_07010
ko:K01961	bti:BTG_07015
ko:K07729	bti:BTG_22565
ko:K03702	bti:BTG_22590
ko:K03701	bti:BTG_22595
ko:K08972	bti:BTG_22605
ko:K06023	bti:BTG_22610
ko:K13292	bti:BTG_22615
ko:K06019	bti:BTG_22620
ko:K00384	bti:BTG_22635
ko:K08974	bti:BTG_22640
ko:K06958	bti:BTG_22650
ko:K09762	bti:BTG_22660
ko:K11184	bti:BTG_22665
ko:K01358	bti:BTG_22675
ko:K06407	bti:BTG_22690
ko:K06406	bti:BTG_22695
ko:K06405	bti:BTG_22700
ko:K09807	bti:BTG_28995
ko:K07258	bti:BTG_29035
ko:K06379	bti:BTG_29045
ko:K03091	bti:BTG_29050
ko:K03308	bti:BTG_29055
ko:K06403	bti:BTG_29065
ko:K06404	bti:BTG_29070
ko:K06405	bti:BTG_29075
ko:K06406	bti:BTG_29080
ko:K06407	bti:BTG_29085
ko:K06407	bti:BTG_29090
ko:K06408	bti:BTG_29095
ko:K03768	bti:BTG_29110
ko:K02859	bti:BTG_29115
ko:K09763	bti:BTG_29120
ko:K05896	bti:BTG_29130
ko:K06024	bti:BTG_29135
ko:K01443	bti:BTG_29145
ko:K02564	bti:BTG_29150
ko:K03710	bti:BTG_29155
ko:K03480	bti:BTG_29165
ko:K11189	bti:BTG_29175
ko:K08483	bti:BTG_29180
ko:K08967	bti:BTG_29225
ko:K08964	bti:BTG_29230
ko:K08966	bti:BTG_29235
ko:K08965	bti:BTG_29240
ko:K08969	bti:BTG_29245
ko:K00899	bti:BTG_29255
ko:K08963	bti:BTG_29260
ko:K00019	bti:BTG_29270
ko:K00626	bti:BTG_29305
ko:K01182	bti:BTG_29345
ko:K15770	bti:BTG_29355
ko:K15771	bti:BTG_29360
ko:K15772	bti:BTG_29365
ko:K00841	bti:BTG_29375
ko:K07697	bti:BTG_29385
ko:K00549	bti:BTG_29405
ko:K01524	bti:BTG_29450
ko:K00937	bti:BTG_29455
ko:K07098	bti:BTG_29465
ko:K09776	bti:BTG_29500
ko:K05822	bti:BTG_29520
ko:K05823	bti:BTG_29525
ko:K00426	bti:BTG_29530
ko:K03499	bti:BTG_29535
ko:K01462	bti:BTG_29555
ko:K00161	bti:BTG_29565
ko:K00162	bti:BTG_29570
ko:K00627	bti:BTG_29575
ko:K00382	bti:BTG_29580
ko:K00686	bti:BTG_29615
ko:K01092	bti:BTG_29640
ko:K06207	bti:BTG_29650
ko:K07175	bti:BTG_29675
ko:K03588	bti:BTG_29690
ko:K01958	bti:BTG_29695
ko:K02259	bti:BTG_29700
ko:K02275	bti:BTG_29710
ko:K02274	bti:BTG_29715
ko:K02276	bti:BTG_29720
ko:K01725	bti:BTG_23155
ko:K13256	bti:BTG_23190
ko:K00657	bti:BTG_23200
ko:K06199	bti:BTG_23225
ko:K06199	bti:BTG_23230
ko:K03406	bti:BTG_23240
ko:K07117	bti:BTG_23245
ko:K00075	bti:BTG_23250
ko:K01866	bti:BTG_23255
ko:K03885	bti:BTG_23260
ko:K07118	bti:BTG_23295
ko:K03310	bti:BTG_23300
ko:K03310	bti:BTG_23305
ko:K03317	bti:BTG_23310
ko:K11535	bti:BTG_23315
ko:K07148	bti:BTG_23320
ko:K02217	bti:BTG_23325
ko:K06966	bti:BTG_23335
ko:K04047	bti:BTG_23355
ko:K03310	bti:BTG_23360
ko:K07228	bti:BTG_23370
ko:K03455	bti:BTG_23375
ko:K06911	bti:BTG_23395
ko:K03406	bti:BTG_23410
ko:K03406	bti:BTG_23415
ko:K01874	bti:BTG_23425
ko:K03700	bti:BTG_23795
ko:K03644	bti:BTG_23980
ko:K02446	bti:BTG_24030
ko:K14155	bti:BTG_24350
ko:K10907	bti:BTG_24380
ko:K07570	bti:BTG_24385
ko:K09779	bti:BTG_24390
ko:K01810	bti:BTG_24395
ko:K10716	bti:BTG_24405
ko:K07507	bti:BTG_24410
ko:K00016	bti:BTG_24430
ko:K00700	bti:BTG_24445
ko:K00975	bti:BTG_24450
ko:K00975	bti:BTG_24455
ko:K00703	bti:BTG_24460
ko:K00688	bti:BTG_24465
ko:K03704	bti:BTG_24500
ko:K02548	bti:BTG_24510
ko:K02552	bti:BTG_24515
ko:K02551	bti:BTG_24520
ko:K02862	bti:BTG_29730
ko:K01455	bti:BTG_29735
ko:K00954	bti:BTG_29785
ko:K07001	bti:BTG_29795
ko:K07177	bti:BTG_29800
ko:K08680	bti:BTG_24525
ko:K01661	bti:BTG_24530
ko:K01911	bti:BTG_24535
ko:K07173	bti:BTG_24845
ko:K07025	bti:BTG_24900
ko:K02050	bti:BTG_24915
ko:K02049	bti:BTG_24920
ko:K02051	bti:BTG_24925
ko:K02116	bti:BTG_25030
ko:K01610	bti:BTG_25040
ko:K00789	bti:BTG_25045
ko:K03638	bti:BTG_25060
ko:K03752	bti:BTG_25065
ko:K01048	bti:BTG_25085
ko:K16188	bti:BTG_25090
ko:K01779	bti:BTG_25100
ko:K07139	bti:BTG_25110
ko:K02003	bti:BTG_25130
ko:K02004	bti:BTG_25135
ko:K02491	bti:BTG_03720
ko:K01424	bti:BTG_03745
ko:K01744	bti:BTG_03750
ko:K07217	bti:BTG_03755
ko:K00121	bti:BTG_03760
ko:K09190	bti:BTG_03800
ko:K01739	bti:BTG_27855
ko:K09981	bti:BTG_29965
ko:K17836	bti:BTG_03330
ko:K07979	bti:BTG_28285
ko:K17836	bti:BTG_07660
ko:K06518	bti:BTG_01010
ko:K06518	bti:BTG_00605
ko:K01658	bti:BTG_14575
ko:K11928	bti:BTG_14590
ko:K07284	bti:BTG_24740
ko:K17828	bti:BTG_30350
ko:K00537	bti:BTG_23620
ko:K07284	bti:BTG_16260
ko:K01843	bti:BTG_08620
ko:K18115	bti:BTG_01595
ko:K17836	bti:BTG_07340
ko:K17837	bti:BTG_02370
ko:K00661	bti:BTG_25555
ko:K00661	bti:BTG_02750
ko:K01069	bti:BTG_02070
ko:K01183	bti:BTG_18940
ko:K01183	bti:BTG_00780
ko:K17733	bti:BTG_06355
ko:K01187	bti:BTG_19025
ko:K02171	bti:BTG_32088
ko:K18104	bti:BTG_10160
ko:K02479	bti:BTG_08790
ko:K00104	bti:BTG_14255
ko:K01759	bti:BTG_22305
ko:K08168	bti:BTG_26395
ko:K07149	bti:BTG_03240
ko:K00632	bti:BTG_23575
ko:K02809	bti:BTG_17075
ko:K02810	bti:BTG_17075
ko:K21379	bti:BTG_10215
ko:K18220	bti:BTG_04170
ko:K00102	bti:BTG_02085
ko:K08221	bti:BTG_21530
ko:K01286	bti:BTG_23560
ko:K00004	bti:BTG_17785
ko:K05303	bti:BTG_14710
ko:K01046	bti:BTG_06695
ko:K01046	bti:BTG_24475
ko:K17910	bti:BTG_13850
ko:K02476	bti:BTG_18375
ko:K02172	bti:BTG_32083
ko:K00663	bti:BTG_04600
ko:K07222	bti:BTG_02345
ko:K03206	bti:BTG_08730
ko:K05396	bti:BTG_03295
ko:K05281	bti:BTG_04145
ko:K07145	bti:BTG_26165
ko:K07145	bti:BTG_04480
ko:K21472	bti:BTG_23975
ko:K03719	bti:BTG_23165
ko:K03719	bti:BTG_13930
ko:K01286	bti:BTG_14360
ko:K01286	bti:BTG_03615
ko:K13010	bti:BTG_07620
ko:K06880	bti:BTG_03370
ko:K18118	bti:BTG_11470
ko:K21993	bti:BTG_00765
ko:K18234	bti:BTG_06615
ko:K19302	bti:BTG_06440
ko:K06343	bti:BTG_14650
ko:K06418	bti:BTG_03765
ko:K19449	bti:BTG_14335
ko:K07533	bti:BTG_05040
ko:K00382	bti:BTG_05510
ko:K06312	bti:BTG_07415
ko:K06284	bti:BTG_07270
ko:K03700	bti:BTG_22820
ko:K01673	bti:BTG_23160
ko:K03719	bti:BTG_23175
ko:K13853	bti:BTG_25470
ko:K02248	bti:BTG_27950
ko:K06284	bti:BTG_28020
ko:K06284	bti:BTG_07765
ko:K06284	bti:BTG_10560
ko:K07729	bti:BTG_10740
ko:K01426	bti:BTG_10780
ko:K11033	bti:BTG_10905
ko:K11034	bti:BTG_10910
ko:K11034	bti:BTG_10915
ko:K01531	bti:BTG_11040
ko:K03588	bti:BTG_11055
ko:K07507	bti:BTG_11100
ko:K07507	bti:BTG_11105
ko:K03740	bti:BTG_11175
ko:K14188	bti:BTG_11180
ko:K03588	bti:BTG_11220
ko:K07717	bti:BTG_11725
ko:K03671	bti:BTG_11895
ko:K03086	bti:BTG_11930
ko:K03406	bti:BTG_12095
ko:K09607	bti:BTG_14320
ko:K09607	bti:BTG_14325
ko:K06372	bti:BTG_14330
ko:K00675	bti:BTG_14995
ko:K07004	bti:BTG_15580
ko:K03657	bti:BTG_16365
ko:K06312	bti:BTG_17590
ko:K07979	bti:BTG_21035
ko:K00675	bti:BTG_26795
ko:K03630	bti:BTG_26805
ko:K15580	bti:BTG_01430
ko:K07257	bti:BTG_02015
ko:K06319	bti:BTG_02060
ko:K02016	bti:BTG_02250
ko:K02003	bti:BTG_03345
ko:K02004	bti:BTG_03350
ko:K06880	bti:BTG_03610
ko:K15580	bti:BTG_31038
ko:K03666	bti:BTG_31103
ko:K03611	bti:BTG_31208
ko:K07729	bti:BTG_33598
ko:K03581	bti:BTG_33765
ko:K02338	bti:BTG_31738
ko:K07346	bti:BTG_10525
ko:K03168	bti:BTG_31933
ko:K15580	bti:BTG_32223
ko:K15580	bti:BTG_32238
ko:K02283	bti:BTG_32448
ko:K03455	bti:BTG_32578
ko:K03455	bti:BTG_32658
ko:K03666	bti:BTG_32743
ko:K02283	bti:BTG_32978
ko:K03666	bti:BTG_33138
ko:K07692	bti:BTG_33223
ko:K21113	bti:BTG_06600
ko:K18344	bti:BTG_10940
ko:K07260	bti:BTG_26310
ko:K18346	bti:BTG_04405
ko:K22579	bti:BTG_03845
ko:K02475	bti:BTG_18370
ko:K03742	bti:BTG_00340
ko:K01200	bti:BTG_25340
ko:K01200	bti:BTG_06025
ko:K02031	bti:BTG_19820
ko:K02032	bti:BTG_19815
ko:K02351	bti:BTG_03820
ko:K15640	bti:BTG_29760
ko:K03293	bti:BTG_02305
ko:K03296	bti:BTG_21200
ko:K06380	bti:BTG_26530
ko:K06384	bti:BTG_28945
ko:K04749	bti:BTG_15980
ko:K12555	bti:BTG_13470
ko:K12555	bti:BTG_15610
ko:K18640	bti:BTG_05970
ko:K06896	bti:BTG_19015
ko:K18640	bti:BTG_33243
ko:K18640	bti:BTG_32708
ko:K18672	bti:BTG_20130
ko:K18707	bti:BTG_27580
ko:K18692	bti:BTG_27705
ko:K18928	bti:BTG_14225
ko:K18929	bti:BTG_14220
ko:K18924	bti:BTG_28325
ko:K18925	bti:BTG_28320
ko:K03790	bti:BTG_04370
ko:K18907	bti:BTG_06340
ko:K03790	bti:BTG_04065
ko:K03790	bti:BTG_08550
ko:K03790	bti:BTG_08095
ko:K01777	bti:BTG_16775
ko:K03790	bti:BTG_06185
ko:K06147	bti:BTG_08015
ko:K03789	bti:BTG_12920
ko:K01356	bti:BTG_15250
ko:K07171	bti:BTG_19720
ko:K18967	bti:BTG_21315
ko:K03790	bti:BTG_11445
ko:K00662	bti:BTG_04750
ko:K04565	bti:BTG_24345
ko:K03169	bti:BTG_19005
ko:K08151	bti:BTG_07870
ko:K03111	bti:BTG_09115
ko:K05593	bti:BTG_10130
ko:K03169	bti:BTG_10850
ko:K03169	bti:BTG_11110
ko:K03169	bti:BTG_11290
ko:K03497	bti:BTG_20915
ko:K03496	bti:BTG_20920
ko:K03497	bti:BTG_20925
ko:K03111	bti:BTG_20955
ko:K03502	bti:BTG_31028
ko:K03502	bti:BTG_32258
ko:K03169	bti:BTG_33093
ko:K03205	bti:BTG_33273
ko:K03761	bti:BTG_16440
ko:K19055	bti:BTG_23985
ko:K03466	bti:BTG_30135
ko:K19005	bti:BTG_04665
ko:K01872	bti:BTG_01240
ko:K09145	bti:BTG_13575
ko:K07029	bti:BTG_19330
ko:K03526	bti:BTG_27740
ko:K18979	bti:BTG_18440
ko:K03466	bti:BTG_10365
ko:K03741	bti:BTG_03450
