ko:K01139	kpa:KPNJ1_00116
ko:K02529	kpa:KPNJ1_04104
ko:K00010	kpa:KPNJ1_04105
ko:K03335	kpa:KPNJ1_04108
ko:K04567	kpa:KPNJ1_04111
ko:K03305	kpa:KPNJ1_04112
ko:K03757	kpa:KPNJ1_04114
ko:K03765	kpa:KPNJ1_04115
ko:K02517	kpa:KPNJ1_04117
ko:K07345	kpa:KPNJ1_04122
ko:K01647	kpa:KPNJ1_04125
ko:K07127	kpa:KPNJ1_04129
ko:K05814	kpa:KPNJ1_04924
ko:K05815	kpa:KPNJ1_04925
ko:K05816	kpa:KPNJ1_04927
ko:K01878	kpa:KPNJ1_00199
ko:K01879	kpa:KPNJ1_00200
ko:K03704	kpa:KPNJ1_00203
ko:K07726	kpa:KPNJ1_00204
ko:K03704	kpa:KPNJ1_00817
ko:K07150	kpa:KPNJ1_00831
ko:K01581	kpa:KPNJ1_00832
ko:K03289	kpa:KPNJ1_00833
ko:K03473	kpa:KPNJ1_01628
ko:K06173	kpa:KPNJ1_01630
ko:K03975	kpa:KPNJ1_01631
ko:K01963	kpa:KPNJ1_01633
ko:K11754	kpa:KPNJ1_01634
ko:K03749	kpa:KPNJ1_01635
ko:K03558	kpa:KPNJ1_01636
ko:K00764	kpa:KPNJ1_01637
ko:K03186	kpa:KPNJ1_01638
ko:K10013	kpa:KPNJ1_01640
ko:K10014	kpa:KPNJ1_01641
ko:K10016	kpa:KPNJ1_01642
ko:K10015	kpa:KPNJ1_01643
ko:K10017	kpa:KPNJ1_01644
ko:K07071	kpa:KPNJ1_01647
ko:K07589	kpa:KPNJ1_01648
ko:K07095	kpa:KPNJ1_01651
ko:K13788	kpa:KPNJ1_01653
ko:K00925	kpa:KPNJ1_01654
ko:K09899	kpa:KPNJ1_01656
ko:K09161	kpa:KPNJ1_01657
ko:K14260	kpa:KPNJ1_01661
ko:K00330	kpa:KPNJ1_01667
ko:K00331	kpa:KPNJ1_01668
ko:K13378	kpa:KPNJ1_01669
ko:K00334	kpa:KPNJ1_01670
ko:K00337	kpa:KPNJ1_01673
ko:K00338	kpa:KPNJ1_01674
ko:K00339	kpa:KPNJ1_01675
ko:K00340	kpa:KPNJ1_01676
ko:K00341	kpa:KPNJ1_01677
ko:K00342	kpa:KPNJ1_01678
ko:K00343	kpa:KPNJ1_01679
ko:K10680	kpa:KPNJ1_02479
ko:K16137	kpa:KPNJ1_02480
ko:K06938	kpa:KPNJ1_02481
ko:K06075	kpa:KPNJ1_02487
ko:K06077	kpa:KPNJ1_02490
ko:K09001	kpa:KPNJ1_02491
ko:K00275	kpa:KPNJ1_02493
ko:K01866	kpa:KPNJ1_02494
ko:K00868	kpa:KPNJ1_02495
ko:K00799	kpa:KPNJ1_02496
ko:K03305	kpa:KPNJ1_02497
ko:K10773	kpa:KPNJ1_02499
ko:K03613	kpa:KPNJ1_02500
ko:K03612	kpa:KPNJ1_02501
ko:K03614	kpa:KPNJ1_02502
ko:K03615	kpa:KPNJ1_02503
ko:K03616	kpa:KPNJ1_02504
ko:K03617	kpa:KPNJ1_02505
ko:K01223	kpa:KPNJ1_02508
ko:K01488	kpa:KPNJ1_02511
ko:K12262	kpa:KPNJ1_02516
ko:K00121	kpa:KPNJ1_02518
ko:K05358	kpa:KPNJ1_02519
ko:K00448	kpa:KPNJ1_02522
ko:K00449	kpa:KPNJ1_02523
ko:K03929	kpa:KPNJ1_02525
ko:K00055	kpa:KPNJ1_02526
ko:K03817	kpa:KPNJ1_02528
ko:K03304	kpa:KPNJ1_02530
ko:K16868	kpa:KPNJ1_02531
ko:K03449	kpa:KPNJ1_03348
ko:K09712	kpa:KPNJ1_03352
ko:K13069	kpa:KPNJ1_03353
ko:K11250	kpa:KPNJ1_03358
ko:K12974	kpa:KPNJ1_03359
ko:K01424	kpa:KPNJ1_03362
ko:K03182	kpa:KPNJ1_03367
ko:K00426	kpa:KPNJ1_03375
ko:K00425	kpa:KPNJ1_03376
ko:K07217	kpa:KPNJ1_03377
ko:K09984	kpa:KPNJ1_03383
ko:K00031	kpa:KPNJ1_03388
ko:K06181	kpa:KPNJ1_03389
ko:K12152	kpa:KPNJ1_03390
ko:K00566	kpa:KPNJ1_03391
ko:K07153	kpa:KPNJ1_03392
ko:K01756	kpa:KPNJ1_03393
ko:K07660	kpa:KPNJ1_03396
ko:K07637	kpa:KPNJ1_03397
ko:K01491	kpa:KPNJ1_04201
ko:K14761	kpa:KPNJ1_04202
ko:K01883	kpa:KPNJ1_04203
ko:K03768	kpa:KPNJ1_04204
ko:K03269	kpa:KPNJ1_04205
ko:K01588	kpa:KPNJ1_04207
ko:K01589	kpa:KPNJ1_04208
ko:K06917	kpa:KPNJ1_04209
ko:K02004	kpa:KPNJ1_04212
ko:K02003	kpa:KPNJ1_04213
ko:K10804	kpa:KPNJ1_04214
ko:K05838	kpa:KPNJ1_04216
ko:K02069	kpa:KPNJ1_04217
ko:K02068	kpa:KPNJ1_04218
ko:K07340	kpa:KPNJ1_04220
ko:K17686	kpa:KPNJ1_04222
ko:K09973	kpa:KPNJ1_04224
ko:K11751	kpa:KPNJ1_04226
ko:K08223	kpa:KPNJ1_04228
ko:K03455	kpa:KPNJ1_04229
ko:K00892	kpa:KPNJ1_04230
ko:K01772	kpa:KPNJ1_04231
ko:K00939	kpa:KPNJ1_04232
ko:K04079	kpa:KPNJ1_04234
ko:K06187	kpa:KPNJ1_04235
ko:K09747	kpa:KPNJ1_04236
ko:K02343	kpa:KPNJ1_04237
ko:K00759	kpa:KPNJ1_04238
ko:K09790	kpa:KPNJ1_04239
ko:K04067	kpa:KPNJ1_04240
ko:K05802	kpa:KPNJ1_04243
ko:K03577	kpa:KPNJ1_04244
ko:K03773	kpa:KPNJ1_05030
ko:K07269	kpa:KPNJ1_05031
ko:K02939	kpa:KPNJ1_05032
ko:K02963	kpa:KPNJ1_05033
ko:K02686	kpa:KPNJ1_05034
ko:K02990	kpa:KPNJ1_05035
ko:K03077	kpa:KPNJ1_05038
ko:K03079	kpa:KPNJ1_05039
ko:K03078	kpa:KPNJ1_05040
ko:K02821	kpa:KPNJ1_05041
ko:K02822	kpa:KPNJ1_05042
ko:K03475	kpa:KPNJ1_05043
ko:K03476	kpa:KPNJ1_05045
ko:K03477	kpa:KPNJ1_05046
ko:K06889	kpa:KPNJ1_05047
ko:K09456	kpa:KPNJ1_05050
ko:K03218	kpa:KPNJ1_05051
ko:K12573	kpa:KPNJ1_05052
ko:K13771	kpa:KPNJ1_05053
ko:K01939	kpa:KPNJ1_05054
ko:K09937	kpa:KPNJ1_05055
ko:K04087	kpa:KPNJ1_05058
ko:K04088	kpa:KPNJ1_05059
ko:K03665	kpa:KPNJ1_05060
ko:K03666	kpa:KPNJ1_05061
ko:K00791	kpa:KPNJ1_05062
ko:K03572	kpa:KPNJ1_05063
ko:K01448	kpa:KPNJ1_05064
ko:K06925	kpa:KPNJ1_05065
ko:K17758	kpa:KPNJ1_05066
ko:K17759	kpa:KPNJ1_05066
ko:K09996	kpa:KPNJ1_05069
ko:K13288	kpa:KPNJ1_05070
ko:K06949	kpa:KPNJ1_05071
ko:K01613	kpa:KPNJ1_05072
ko:K04568	kpa:KPNJ1_05075
ko:K00244	kpa:KPNJ1_05076
ko:K00245	kpa:KPNJ1_05077
ko:K00246	kpa:KPNJ1_05078
ko:K00247	kpa:KPNJ1_05079
ko:K05813	kpa:KPNJ1_04928
ko:K03335	kpa:KPNJ1_04929
ko:K06605	kpa:KPNJ1_04930
ko:K00010	kpa:KPNJ1_04931
ko:K03336	kpa:KPNJ1_04932
ko:K03338	kpa:KPNJ1_04933
ko:K03337	kpa:KPNJ1_04942
ko:K00140	kpa:KPNJ1_04943
ko:K06606	kpa:KPNJ1_04944
ko:K06915	kpa:KPNJ1_04945
ko:K11720	kpa:KPNJ1_04946
ko:K07091	kpa:KPNJ1_04947
ko:K01255	kpa:KPNJ1_04949
ko:K02339	kpa:KPNJ1_04950
ko:K01873	kpa:KPNJ1_04951
ko:K03828	kpa:KPNJ1_04952
ko:K06169	kpa:KPNJ1_04953
ko:K09893	kpa:KPNJ1_04954
ko:K00611	kpa:KPNJ1_04955
ko:K03710	kpa:KPNJ1_04956
ko:K00609	kpa:KPNJ1_04966
ko:K00610	kpa:KPNJ1_04967
ko:K09022	kpa:KPNJ1_04968
ko:K01531	kpa:KPNJ1_04969
ko:K03485	kpa:KPNJ1_04970
ko:K02818	kpa:KPNJ1_04971
ko:K02819	kpa:KPNJ1_04971
ko:K01226	kpa:KPNJ1_04972
ko:K02761	kpa:KPNJ1_04973
ko:K01222	kpa:KPNJ1_04974
ko:K02760	kpa:KPNJ1_04975
ko:K03313	kpa:KPNJ1_05754
ko:K16345	kpa:KPNJ1_00100
ko:K03312	kpa:KPNJ1_00102
ko:K00864	kpa:KPNJ1_00103
ko:K02440	kpa:KPNJ1_00104
ko:K09892	kpa:KPNJ1_00105
ko:K02048	kpa:KPNJ1_00106
ko:K01521	kpa:KPNJ1_00107
ko:K01803	kpa:KPNJ1_00109
ko:K00528	kpa:KPNJ1_00112
ko:K02446	kpa:KPNJ1_00113
ko:K03655	kpa:KPNJ1_00114
ko:K00556	kpa:KPNJ1_00115
ko:K03060	kpa:KPNJ1_00117
ko:K00942	kpa:KPNJ1_00118
ko:K01972	kpa:KPNJ1_00119
ko:K10778	kpa:KPNJ1_00123
ko:K01993	kpa:KPNJ1_00128
ko:K01708	kpa:KPNJ1_00613
ko:K12299	kpa:KPNJ1_00614
ko:K01630	kpa:KPNJ1_00615
ko:K00865	kpa:KPNJ1_00617
ko:K06911	kpa:KPNJ1_00624
ko:K07393	kpa:KPNJ1_00627
ko:K15977	kpa:KPNJ1_00628
ko:K08191	kpa:KPNJ1_00636
ko:K01812	kpa:KPNJ1_00639
ko:K01685	kpa:KPNJ1_00640
ko:K07862	kpa:KPNJ1_00642
ko:K07043	kpa:KPNJ1_00645
ko:K11391	kpa:KPNJ1_00648
ko:K00219	kpa:KPNJ1_00649
ko:K11216	kpa:KPNJ1_00650
ko:K11531	kpa:KPNJ1_00651
ko:K10558	kpa:KPNJ1_00652
ko:K10556	kpa:KPNJ1_00653
ko:K10557	kpa:KPNJ1_00654
ko:K10555	kpa:KPNJ1_00655
ko:K08321	kpa:KPNJ1_00656
ko:K11530	kpa:KPNJ1_00657
ko:K09251	kpa:KPNJ1_00658
ko:K07229	kpa:KPNJ1_00661
ko:K05881	kpa:KPNJ1_00663
ko:K05879	kpa:KPNJ1_00664
ko:K05878	kpa:KPNJ1_00665
ko:K06871	kpa:KPNJ1_01501
ko:K01524	kpa:KPNJ1_01506
ko:K08312	kpa:KPNJ1_00367
ko:K05366	kpa:KPNJ1_00368
ko:K12288	kpa:KPNJ1_00369
ko:K12289	kpa:KPNJ1_00370
ko:K12290	kpa:KPNJ1_00371
ko:K12291	kpa:KPNJ1_00372
ko:K02507	kpa:KPNJ1_00373
ko:K00891	kpa:KPNJ1_00375
ko:K01735	kpa:KPNJ1_00376
ko:K03112	kpa:KPNJ1_00377
ko:K01783	kpa:KPNJ1_00379
ko:K01091	kpa:KPNJ1_00380
ko:K01867	kpa:KPNJ1_00381
ko:K02302	kpa:KPNJ1_00382
ko:K00363	kpa:KPNJ1_00383
ko:K00362	kpa:KPNJ1_00384
ko:K01485	kpa:KPNJ1_00386
ko:K06141	kpa:KPNJ1_00387
ko:K03767	kpa:KPNJ1_00388
ko:K04095	kpa:KPNJ1_00390
ko:K01664	kpa:KPNJ1_00391
ko:K11903	kpa:KPNJ1_01152
ko:K02013	kpa:KPNJ1_01153
ko:K02015	kpa:KPNJ1_01154
ko:K02016	kpa:KPNJ1_01155
ko:K07225	kpa:KPNJ1_01156
ko:K16087	kpa:KPNJ1_01157
ko:K07401	kpa:KPNJ1_01158
ko:K01652	kpa:KPNJ1_01159
ko:K07088	kpa:KPNJ1_01160
ko:K11606	kpa:KPNJ1_01163
ko:K11605	kpa:KPNJ1_01164
ko:K11607	kpa:KPNJ1_01165
ko:K11604	kpa:KPNJ1_01166
ko:K00847	kpa:KPNJ1_01168
ko:K02759	kpa:KPNJ1_01169
ko:K02761	kpa:KPNJ1_01170
ko:K02760	kpa:KPNJ1_01171
ko:K02761	kpa:KPNJ1_01172
ko:K16077	kpa:KPNJ1_01173
ko:K01223	kpa:KPNJ1_01175
ko:K15836	kpa:KPNJ1_01176
ko:K04655	kpa:KPNJ1_01177
ko:K04654	kpa:KPNJ1_01178
ko:K04653	kpa:KPNJ1_01179
ko:K04652	kpa:KPNJ1_01180
ko:K04651	kpa:KPNJ1_01182
ko:K15833	kpa:KPNJ1_01183
ko:K15827	kpa:KPNJ1_01184
ko:K15828	kpa:KPNJ1_01185
ko:K15829	kpa:KPNJ1_01186
ko:K15830	kpa:KPNJ1_01187
ko:K15831	kpa:KPNJ1_01188
ko:K15832	kpa:KPNJ1_01189
ko:K15834	kpa:KPNJ1_01190
ko:K08315	kpa:KPNJ1_01191
ko:K01223	kpa:KPNJ1_01193
ko:K02752	kpa:KPNJ1_01194
ko:K02753	kpa:KPNJ1_01194
ko:K03487	kpa:KPNJ1_01195
ko:K05796	kpa:KPNJ1_01196
ko:K04656	kpa:KPNJ1_01197
ko:K07241	kpa:KPNJ1_01198
ko:K12265	kpa:KPNJ1_01199
ko:K12264	kpa:KPNJ1_01200
ko:K07781	kpa:KPNJ1_01995
ko:K01176	kpa:KPNJ1_01997
ko:K02424	kpa:KPNJ1_01998
ko:K10009	kpa:KPNJ1_02000
ko:K10010	kpa:KPNJ1_02001
ko:K07782	kpa:KPNJ1_02002
ko:K07689	kpa:KPNJ1_02006
ko:K03703	kpa:KPNJ1_02007
ko:K00995	kpa:KPNJ1_02008
ko:K01714	kpa:KPNJ1_02010
ko:K07039	kpa:KPNJ1_02011
ko:K03834	kpa:KPNJ1_02012
ko:K02217	kpa:KPNJ1_02014
ko:K16210	kpa:KPNJ1_02019
ko:K02255	kpa:KPNJ1_02021
ko:K10537	kpa:KPNJ1_02024
ko:K10539	kpa:KPNJ1_02025
ko:K10538	kpa:KPNJ1_02026
ko:K01087	kpa:KPNJ1_02027
ko:K00697	kpa:KPNJ1_02028
ko:K14064	kpa:KPNJ1_02029
ko:K16210	kpa:KPNJ1_02030
ko:K15532	kpa:KPNJ1_02031
ko:K01887	kpa:KPNJ1_02032
ko:K09907	kpa:KPNJ1_02033
ko:K06201	kpa:KPNJ1_02034
ko:K15257	kpa:KPNJ1_02035
ko:K15256	kpa:KPNJ1_02036
ko:K07136	kpa:KPNJ1_02037
ko:K01876	kpa:KPNJ1_02040
ko:K08310	kpa:KPNJ1_02041
ko:K01159	kpa:KPNJ1_02043
ko:K03550	kpa:KPNJ1_02044
ko:K03551	kpa:KPNJ1_02045
ko:K01425	kpa:KPNJ1_02858
ko:K08324	kpa:KPNJ1_02859
ko:K00016	kpa:KPNJ1_02862
ko:K01714	kpa:KPNJ1_02867
ko:K03307	kpa:KPNJ1_02868
ko:K08159	kpa:KPNJ1_02874
ko:K05595	kpa:KPNJ1_02875
ko:K03712	kpa:KPNJ1_02877
ko:K01284	kpa:KPNJ1_02883
ko:K16066	kpa:KPNJ1_02884
ko:K11932	kpa:KPNJ1_02886
ko:K00040	kpa:KPNJ1_02887
ko:K09771	kpa:KPNJ1_02889
ko:K00657	kpa:KPNJ1_02891
ko:K07309	kpa:KPNJ1_02895
ko:K07307	kpa:KPNJ1_02896
ko:K07312	kpa:KPNJ1_02897
ko:K03281	kpa:KPNJ1_02899
ko:K15545	kpa:KPNJ1_02900
ko:K08224	kpa:KPNJ1_02902
ko:K01299	kpa:KPNJ1_02904
ko:K04775	kpa:KPNJ1_02909
ko:K13891	kpa:KPNJ1_03712
ko:K13890	kpa:KPNJ1_03713
ko:K13889	kpa:KPNJ1_03714
ko:K13892	kpa:KPNJ1_03715
ko:K13051	kpa:KPNJ1_03716
ko:K03750	kpa:KPNJ1_03717
ko:K04069	kpa:KPNJ1_03719
ko:K00656	kpa:KPNJ1_03720
ko:K07757	kpa:KPNJ1_03721
ko:K08191	kpa:KPNJ1_03724
ko:K01187	kpa:KPNJ1_03725
ko:K03492	kpa:KPNJ1_03730
ko:K01223	kpa:KPNJ1_03731
ko:K11924	kpa:KPNJ1_03733
ko:K11934	kpa:KPNJ1_03736
ko:K11939	kpa:KPNJ1_03739
ko:K04047	kpa:KPNJ1_03740
ko:K10036	kpa:KPNJ1_03741
ko:K10037	kpa:KPNJ1_03742
ko:K10038	kpa:KPNJ1_03743
ko:K06970	kpa:KPNJ1_03745
ko:K13650	kpa:KPNJ1_03747
ko:K11927	kpa:KPNJ1_03753
ko:K00615	kpa:KPNJ1_03754
ko:K00615	kpa:KPNJ1_03755
ko:K01993	kpa:KPNJ1_03761
ko:K01992	kpa:KPNJ1_03764
ko:K02465	kpa:KPNJ1_04559
ko:K02451	kpa:KPNJ1_04560
ko:K02452	kpa:KPNJ1_04563
ko:K02453	kpa:KPNJ1_04564
ko:K02454	kpa:KPNJ1_04565
ko:K02455	kpa:KPNJ1_04566
ko:K00937	kpa:KPNJ1_01507
ko:K11175	kpa:KPNJ1_01508
ko:K01933	kpa:KPNJ1_01509
ko:K01223	kpa:KPNJ1_01511
ko:K00761	kpa:KPNJ1_01512
ko:K02824	kpa:KPNJ1_01513
ko:K10763	kpa:KPNJ1_01514
ko:K00537	kpa:KPNJ1_01516
ko:K03548	kpa:KPNJ1_01519
ko:K03564	kpa:KPNJ1_01520
ko:K03567	kpa:KPNJ1_01521
ko:K01714	kpa:KPNJ1_01522
ko:K07287	kpa:KPNJ1_01523
ko:K01923	kpa:KPNJ1_01524
ko:K07054	kpa:KPNJ1_01525
ko:K05997	kpa:KPNJ1_02319
ko:K09014	kpa:KPNJ1_02320
ko:K09013	kpa:KPNJ1_02321
ko:K09015	kpa:KPNJ1_02322
ko:K11717	kpa:KPNJ1_02323
ko:K02426	kpa:KPNJ1_02324
ko:K06078	kpa:KPNJ1_02326
ko:K00873	kpa:KPNJ1_02327
ko:K00457	kpa:KPNJ1_02333
ko:K08194	kpa:KPNJ1_02334
ko:K00014	kpa:KPNJ1_02335
ko:K02020	kpa:KPNJ1_02336
ko:K02013	kpa:KPNJ1_02337
ko:K02016	kpa:KPNJ1_02338
ko:K05818	kpa:KPNJ1_02339
ko:K05712	kpa:KPNJ1_02340
ko:K05713	kpa:KPNJ1_02341
ko:K02554	kpa:KPNJ1_02343
ko:K04073	kpa:KPNJ1_02344
ko:K01666	kpa:KPNJ1_02345
ko:K05819	kpa:KPNJ1_02346
ko:K05810	kpa:KPNJ1_02347
ko:K04091	kpa:KPNJ1_02351
ko:K15553	kpa:KPNJ1_02353
ko:K02051	kpa:KPNJ1_02354
ko:K02050	kpa:KPNJ1_02355
ko:K02049	kpa:KPNJ1_02356
ko:K02014	kpa:KPNJ1_02357
ko:K02013	kpa:KPNJ1_02359
ko:K02015	kpa:KPNJ1_02360
ko:K02015	kpa:KPNJ1_02361
ko:K02016	kpa:KPNJ1_02362
ko:K02030	kpa:KPNJ1_02365
ko:K02029	kpa:KPNJ1_02366
ko:K02028	kpa:KPNJ1_02367
ko:K15580	kpa:KPNJ1_03184
ko:K14054	kpa:KPNJ1_03186
ko:K11065	kpa:KPNJ1_03188
ko:K07120	kpa:KPNJ1_03189
ko:K03721	kpa:KPNJ1_03190
ko:K01222	kpa:KPNJ1_03191
ko:K13636	kpa:KPNJ1_03193
ko:K08990	kpa:KPNJ1_03194
ko:K06918	kpa:KPNJ1_03195
ko:K03971	kpa:KPNJ1_03196
ko:K03970	kpa:KPNJ1_03198
ko:K03969	kpa:KPNJ1_03199
ko:K03974	kpa:KPNJ1_03200
ko:K08170	kpa:KPNJ1_03201
ko:K03457	kpa:KPNJ1_03212
ko:K09975	kpa:KPNJ1_03213
ko:K00208	kpa:KPNJ1_03215
ko:K01147	kpa:KPNJ1_03217
ko:K04062	kpa:KPNJ1_03221
ko:K03113	kpa:KPNJ1_03222
ko:K01591	kpa:KPNJ1_03223
ko:K08992	kpa:KPNJ1_03225
ko:K01497	kpa:KPNJ1_03227
ko:K01681	kpa:KPNJ1_03228
ko:K13634	kpa:KPNJ1_03231
ko:K03168	kpa:KPNJ1_03232
ko:K04774	kpa:KPNJ1_03235
ko:K18325	kpa:KPNJ1_04028
ko:K10679	kpa:KPNJ1_04033
ko:K02793	kpa:KPNJ1_04034
ko:K02794	kpa:KPNJ1_04035
ko:K02795	kpa:KPNJ1_04036
ko:K16053	kpa:KPNJ1_04045
ko:K11732	kpa:KPNJ1_04061
ko:K02014	kpa:KPNJ1_04062
ko:K09471	kpa:KPNJ1_04065
ko:K06995	kpa:KPNJ1_04066
ko:K06871	kpa:KPNJ1_04073
ko:K01130	kpa:KPNJ1_04074
ko:K10013	kpa:KPNJ1_04078
ko:K07644	kpa:KPNJ1_04875
ko:K07665	kpa:KPNJ1_04876
ko:K07798	kpa:KPNJ1_04879
ko:K07787	kpa:KPNJ1_04880
ko:K03098	kpa:KPNJ1_04882
ko:K09701	kpa:KPNJ1_04888
ko:K00574	kpa:KPNJ1_04889
ko:K02024	kpa:KPNJ1_04894
ko:K01805	kpa:KPNJ1_04895
ko:K03292	kpa:KPNJ1_04897
ko:K01198	kpa:KPNJ1_04898
ko:K07454	kpa:KPNJ1_04900
ko:K11903	kpa:KPNJ1_04905
ko:K07733	kpa:KPNJ1_04914
ko:K01673	kpa:KPNJ1_04921
ko:K12957	kpa:KPNJ1_04923
ko:K07075	kpa:KPNJ1_05759
ko:K01998	kpa:KPNJ1_00311
ko:K01995	kpa:KPNJ1_00312
ko:K01996	kpa:KPNJ1_00313
ko:K07341	kpa:KPNJ1_00315
ko:K05813	kpa:KPNJ1_00316
ko:K05814	kpa:KPNJ1_00317
ko:K05815	kpa:KPNJ1_00318
ko:K05816	kpa:KPNJ1_00319
ko:K03825	kpa:KPNJ1_00323
ko:K06911	kpa:KPNJ1_00326
ko:K06145	kpa:KPNJ1_00327
ko:K00851	kpa:KPNJ1_00328
ko:K06156	kpa:KPNJ1_00329
ko:K00133	kpa:KPNJ1_00331
ko:K00700	kpa:KPNJ1_00332
ko:K00975	kpa:KPNJ1_00334
ko:K00703	kpa:KPNJ1_00335
ko:K00688	kpa:KPNJ1_00336
ko:K00111	kpa:KPNJ1_00339
ko:K06042	kpa:KPNJ1_01048
ko:K02188	kpa:KPNJ1_01049
ko:K03399	kpa:KPNJ1_01050
ko:K02191	kpa:KPNJ1_01051
ko:K05936	kpa:KPNJ1_01052
ko:K02189	kpa:KPNJ1_01053
ko:K05895	kpa:KPNJ1_01055
ko:K02190	kpa:KPNJ1_01056
ko:K03394	kpa:KPNJ1_01057
ko:K02007	kpa:KPNJ1_01058
ko:K02009	kpa:KPNJ1_01059
ko:K02008	kpa:KPNJ1_01060
ko:K02006	kpa:KPNJ1_01061
ko:K02232	kpa:KPNJ1_01062
ko:K02231	kpa:KPNJ1_01063
ko:K00768	kpa:KPNJ1_01064
ko:K08304	kpa:KPNJ1_01065
ko:K02426	kpa:KPNJ1_01067
ko:K01766	kpa:KPNJ1_01068
ko:K03566	kpa:KPNJ1_01070
ko:K06968	kpa:KPNJ1_01072
ko:K02430	kpa:KPNJ1_01073
ko:K02431	kpa:KPNJ1_01074
ko:K00879	kpa:KPNJ1_01075
ko:K01818	kpa:KPNJ1_01076
ko:K02429	kpa:KPNJ1_01077
ko:K01628	kpa:KPNJ1_01081
ko:K00048	kpa:KPNJ1_01082
ko:K01146	kpa:KPNJ1_01083
ko:K04091	kpa:KPNJ1_01086
ko:K15553	kpa:KPNJ1_01094
ko:K01752	kpa:KPNJ1_01096
ko:K03837	kpa:KPNJ1_01097
ko:K11755	kpa:KPNJ1_01890
ko:K02500	kpa:KPNJ1_01891
ko:K01814	kpa:KPNJ1_01892
ko:K02501	kpa:KPNJ1_01893
ko:K01089	kpa:KPNJ1_01894
ko:K00817	kpa:KPNJ1_01895
ko:K00013	kpa:KPNJ1_01896
ko:K00765	kpa:KPNJ1_01897
ko:K02355	kpa:KPNJ1_01904
ko:K01141	kpa:KPNJ1_01906
ko:K07258	kpa:KPNJ1_01907
ko:K07470	kpa:KPNJ1_01909
ko:K09802	kpa:KPNJ1_01911
ko:K02233	kpa:KPNJ1_01912
ko:K00768	kpa:KPNJ1_01913
ko:K01251	kpa:KPNJ1_01914
ko:K07168	kpa:KPNJ1_01915
ko:K03566	kpa:KPNJ1_01926
ko:K07733	kpa:KPNJ1_01932
ko:K02821	kpa:KPNJ1_02748
ko:K02822	kpa:KPNJ1_02749
ko:K03475	kpa:KPNJ1_02750
ko:K17195	kpa:KPNJ1_02751
ko:K02768	kpa:KPNJ1_02752
ko:K06971	kpa:KPNJ1_02754
ko:K03707	kpa:KPNJ1_02755
ko:K11382	kpa:KPNJ1_02758
ko:K08478	kpa:KPNJ1_02759
ko:K08475	kpa:KPNJ1_02760
ko:K08476	kpa:KPNJ1_02761
ko:K02352	kpa:KPNJ1_02767
ko:K00134	kpa:KPNJ1_02772
ko:K06889	kpa:KPNJ1_02776
ko:K03436	kpa:KPNJ1_02780
ko:K01619	kpa:KPNJ1_02782
ko:K02430	kpa:KPNJ1_02784
ko:K17195	kpa:KPNJ1_02785
ko:K02429	kpa:KPNJ1_02787
ko:K01759	kpa:KPNJ1_02788
ko:K01026	kpa:KPNJ1_02790
ko:K00059	kpa:KPNJ1_02791
ko:K00626	kpa:KPNJ1_02792
ko:K16012	kpa:KPNJ1_03605
ko:K00684	kpa:KPNJ1_03606
ko:K02518	kpa:KPNJ1_03607
ko:K03694	kpa:KPNJ1_03608
ko:K06891	kpa:KPNJ1_03609
ko:K03704	kpa:KPNJ1_03610
ko:K05685	kpa:KPNJ1_03611
ko:K13888	kpa:KPNJ1_03612
ko:K07459	kpa:KPNJ1_03613
ko:K06188	kpa:KPNJ1_03614
ko:K05601	kpa:KPNJ1_03616
ko:K11933	kpa:KPNJ1_03617
ko:K15977	kpa:KPNJ1_03619
ko:K00156	kpa:KPNJ1_03620
ko:K01620	kpa:KPNJ1_03621
ko:K11066	kpa:KPNJ1_03624
ko:K10000	kpa:KPNJ1_03628
ko:K09997	kpa:KPNJ1_03629
ko:K09999	kpa:KPNJ1_03630
ko:K09998	kpa:KPNJ1_03631
ko:K09996	kpa:KPNJ1_03632
ko:K03212	kpa:KPNJ1_03635
ko:K11074	kpa:KPNJ1_03637
ko:K11075	kpa:KPNJ1_03638
ko:K11076	kpa:KPNJ1_03639
ko:K11073	kpa:KPNJ1_03640
ko:K05844	kpa:KPNJ1_03642
ko:K07085	kpa:KPNJ1_03648
ko:K02456	kpa:KPNJ1_04567
ko:K02457	kpa:KPNJ1_04568
ko:K02458	kpa:KPNJ1_04569
ko:K02459	kpa:KPNJ1_04570
ko:K02460	kpa:KPNJ1_04571
ko:K02461	kpa:KPNJ1_04572
ko:K02462	kpa:KPNJ1_04573
ko:K02463	kpa:KPNJ1_04574
ko:K03579	kpa:KPNJ1_04576
ko:K01975	kpa:KPNJ1_04577
ko:K06206	kpa:KPNJ1_04578
ko:K06204	kpa:KPNJ1_04579
ko:K01894	kpa:KPNJ1_04580
ko:K00970	kpa:KPNJ1_04581
ko:K00950	kpa:KPNJ1_04582
ko:K00606	kpa:KPNJ1_04583
ko:K01918	kpa:KPNJ1_04584
ko:K01579	kpa:KPNJ1_04585
ko:K01992	kpa:KPNJ1_04588
ko:K01990	kpa:KPNJ1_04589
ko:K01673	kpa:KPNJ1_04590
ko:K00760	kpa:KPNJ1_04591
ko:K00117	kpa:KPNJ1_04593
ko:K14588	kpa:KPNJ1_04594
ko:K00797	kpa:KPNJ1_04602
ko:K01611	kpa:KPNJ1_04603
ko:K09910	kpa:KPNJ1_04604
ko:K01682	kpa:KPNJ1_04605
