ko:K13613	bamf:U722_09010
ko:K15312	bamf:U722_08990
ko:K15313	bamf:U722_08995
ko:K17734	bamf:U722_09045
ko:K00791	bamf:U722_09090
ko:K03666	bamf:U722_09095
ko:K03647	bamf:U722_09115
ko:K01448	bamf:U722_09135
ko:K06413	bamf:U722_09145
ko:K03665	bamf:U722_09150
ko:K03713	bamf:U722_09160
ko:K01915	bamf:U722_09165
ko:K03292	bamf:U722_09175
ko:K01198	bamf:U722_09180
ko:K01805	bamf:U722_09190
ko:K00854	bamf:U722_09195
ko:K13953	bamf:U722_09225
ko:K01356	bamf:U722_09355
ko:K00615	bamf:U722_09375
ko:K09976	bamf:U722_09385
ko:K06196	bamf:U722_09395
ko:K03413	bamf:U722_09400
ko:K06335	bamf:U722_09415
ko:K06433	bamf:U722_09420
ko:K06432	bamf:U722_09425
ko:K01681	bamf:U722_09430
ko:K06431	bamf:U722_09445
ko:K06434	bamf:U722_09450
ko:K07107	bamf:U722_09455
ko:K08591	bamf:U722_09470
ko:K02622	bamf:U722_09480
ko:K02621	bamf:U722_09485
ko:K03310	bamf:U722_09500
ko:K00874	bamf:U722_09505
ko:K08322	bamf:U722_09510
ko:K01625	bamf:U722_09515
ko:K01686	bamf:U722_09520
ko:K02525	bamf:U722_09530
ko:K15924	bamf:U722_09595
ko:K15921	bamf:U722_09600
ko:K00645	bamf:U722_09620
ko:K00019	bamf:U722_09630
ko:K01029	bamf:U722_09635
ko:K07570	bamf:U722_15360
ko:K10907	bamf:U722_15365
ko:K14155	bamf:U722_15385
ko:K07697	bamf:U722_15390
ko:K06347	bamf:U722_15395
ko:K06348	bamf:U722_15400
ko:K11614	bamf:U722_15425
ko:K07335	bamf:U722_15435
ko:K02056	bamf:U722_15440
ko:K02057	bamf:U722_15445
ko:K02057	bamf:U722_15450
ko:K05565	bamf:U722_15460
ko:K05566	bamf:U722_15465
ko:K05567	bamf:U722_15470
ko:K05568	bamf:U722_15475
ko:K05569	bamf:U722_15480
ko:K05570	bamf:U722_15485
ko:K05571	bamf:U722_15490
ko:K07691	bamf:U722_15500
ko:K07680	bamf:U722_15505
ko:K02251	bamf:U722_15515
ko:K00763	bamf:U722_15540
ko:K06950	bamf:U722_15575
ko:K16216	bamf:U722_15580
ko:K03466	bamf:U722_15595
ko:K00259	bamf:U722_15620
ko:K04780	bamf:U722_15635
ko:K01252	bamf:U722_15640
ko:K02083	bamf:U722_15925
ko:K10112	bamf:U722_15935
ko:K10711	bamf:U722_15940
ko:K10710	bamf:U722_15945
ko:K10119	bamf:U722_15950
ko:K10118	bamf:U722_15955
ko:K10117	bamf:U722_15960
ko:K10708	bamf:U722_15965
ko:K00285	bamf:U722_15985
ko:K09014	bamf:U722_16005
ko:K04488	bamf:U722_16010
ko:K11717	bamf:U722_16015
ko:K09015	bamf:U722_16020
ko:K01028	bamf:U722_09640
ko:K01012	bamf:U722_09655
ko:K01935	bamf:U722_09660
ko:K00652	bamf:U722_09665
ko:K00963	bamf:U722_09685
ko:K01640	bamf:U722_09705
ko:K02160	bamf:U722_09710
ko:K01961	bamf:U722_09715
ko:K00666	bamf:U722_09720
ko:K07259	bamf:U722_09765
ko:K01265	bamf:U722_00825
ko:K02518	bamf:U722_00830
ko:K02919	bamf:U722_00835
ko:K02952	bamf:U722_00840
ko:K02948	bamf:U722_00845
ko:K03040	bamf:U722_00850
ko:K02879	bamf:U722_00855
ko:K16786	bamf:U722_00860
ko:K16787	bamf:U722_00865
ko:K16785	bamf:U722_00870
ko:K06173	bamf:U722_00875
ko:K02871	bamf:U722_00880
ko:K02996	bamf:U722_00885
ko:K01448	bamf:U722_00905
ko:K03593	bamf:U722_00910
ko:K06294	bamf:U722_00915
ko:K06349	bamf:U722_00920
ko:K08174	bamf:U722_01045
ko:K01092	bamf:U722_01055
ko:K03321	bamf:U722_01065
ko:K02015	bamf:U722_01080
ko:K02015	bamf:U722_01085
ko:K02016	bamf:U722_01090
ko:K01207	bamf:U722_01105
ko:K07106	bamf:U722_01120
ko:K09013	bamf:U722_16025
ko:K02073	bamf:U722_16040
ko:K02072	bamf:U722_16045
ko:K02071	bamf:U722_16050
ko:K07476	bamf:U722_16065
ko:K02437	bamf:U722_16075
ko:K00537	bamf:U722_16080
ko:K07516	bamf:U722_16095
ko:K00318	bamf:U722_16105
ko:K01574	bamf:U722_16140
ko:K00077	bamf:U722_16145
ko:K02013	bamf:U722_16155
ko:K04047	bamf:U722_16175
ko:K07770	bamf:U722_16185
ko:K07650	bamf:U722_16190
ko:K17686	bamf:U722_16490
ko:K13015	bamf:U722_16770
ko:K01689	bamf:U722_16785
ko:K15633	bamf:U722_16790
ko:K01803	bamf:U722_16795
ko:K00927	bamf:U722_16800
ko:K00134	bamf:U722_16810
ko:K05311	bamf:U722_16815
ko:K02103	bamf:U722_16825
ko:K00851	bamf:U722_16865
ko:K03299	bamf:U722_16870
ko:K00782	bamf:U722_16875
ko:K05825	bamf:U722_16890
ko:K03303	bamf:U722_16900
ko:K03092	bamf:U722_16905
ko:K03929	bamf:U722_16995
ko:K13727	bamf:U722_17020
ko:K03701	bamf:U722_17325
ko:K03702	bamf:U722_17330
ko:K03797	bamf:U722_17375
ko:K09811	bamf:U722_17385
ko:K09812	bamf:U722_17390
ko:K12263	bamf:U722_17395
ko:K02836	bamf:U722_17405
ko:K03070	bamf:U722_17410
ko:K02423	bamf:U722_17425
ko:K02422	bamf:U722_17430
ko:K02407	bamf:U722_17435
ko:K02406	bamf:U722_17440
ko:K03563	bamf:U722_17450
ko:K13626	bamf:U722_17455
ko:K02397	bamf:U722_17465
ko:K02396	bamf:U722_17470
ko:K02398	bamf:U722_17480
ko:K02242	bamf:U722_17490
ko:K02241	bamf:U722_17495
ko:K02240	bamf:U722_17500
ko:K07777	bamf:U722_17515
ko:K02851	bamf:U722_17530
ko:K16698	bamf:U722_17540
ko:K16705	bamf:U722_17550
ko:K00012	bamf:U722_17555
ko:K01448	bamf:U722_17575
ko:K05982	bamf:U722_17875
ko:K00012	bamf:U722_17945
ko:K01104	bamf:U722_17955
ko:K03282	bamf:U722_18010
ko:K02372	bamf:U722_18015
ko:K02392	bamf:U722_18025
ko:K02392	bamf:U722_18030
ko:K03569	bamf:U722_18035
ko:K06283	bamf:U722_18040
ko:K03457	bamf:U722_18055
ko:K03320	bamf:U722_18070
ko:K04751	bamf:U722_18075
ko:K03588	bamf:U722_18080
ko:K06386	bamf:U722_18095
ko:K03823	bamf:U722_18100
ko:K06131	bamf:U722_18120
ko:K01181	bamf:U722_18135
ko:K01937	bamf:U722_18415
ko:K03048	bamf:U722_18420
ko:K06131	bamf:U722_18430
ko:K06147	bamf:U722_18445
ko:K06131	bamf:U722_18450
ko:K00374	bamf:U722_18460
ko:K00373	bamf:U722_18465
ko:K00371	bamf:U722_18470
ko:K00370	bamf:U722_18475
ko:K02575	bamf:U722_18495
ko:K01887	bamf:U722_18500
ko:K01480	bamf:U722_18520
ko:K00797	bamf:U722_18525
ko:K01821	bamf:U722_18550
ko:K03294	bamf:U722_18565
ko:K06885	bamf:U722_18575
ko:K06314	bamf:U722_18585
ko:K10947	bamf:U722_18590
ko:K16869	bamf:U722_18605
ko:K00625	bamf:U722_18620
ko:K07552	bamf:U722_18670
ko:K02205	bamf:U722_18675
ko:K00294	bamf:U722_18685
ko:K00260	bamf:U722_18690
ko:K14230	bamf:U722_15070
ko:K01978	bamf:U722_11110
ko:K08221	bamf:U722_03760
ko:K18104	bamf:U722_17205
ko:K00104	bamf:U722_13960
ko:K14218	bamf:U722_00050
ko:K14218	bamf:U722_00535
ko:K14218	bamf:U722_01025
ko:K14218	bamf:U722_15135
ko:K14218	bamf:U722_00175
ko:K14218	bamf:U722_00510
ko:K14218	bamf:U722_04425
ko:K14218	bamf:U722_15080
ko:K14230	bamf:U722_00390
ko:K14230	bamf:U722_15075
ko:K14220	bamf:U722_00945
ko:K14220	bamf:U722_04440
ko:K14225	bamf:U722_00955
ko:K14225	bamf:U722_15100
ko:K14225	bamf:U722_04500
ko:K14225	bamf:U722_01005
ko:K14233	bamf:U722_02590
ko:K14233	bamf:U722_15025
ko:K14228	bamf:U722_02615
ko:K14225	bamf:U722_03125
ko:K14225	bamf:U722_04620
ko:K14225	bamf:U722_15040
ko:K00632	bamf:U722_16090
ko:K14234	bamf:U722_00990
ko:K14234	bamf:U722_01145
ko:K14234	bamf:U722_04475
ko:K14234	bamf:U722_15115
ko:K14220	bamf:U722_02585
ko:K14220	bamf:U722_15030
ko:K14230	bamf:U722_03145
ko:K14230	bamf:U722_04460
ko:K14230	bamf:U722_15060
ko:K14221	bamf:U722_03150
ko:K14221	bamf:U722_04465
ko:K14221	bamf:U722_19900
ko:K14221	bamf:U722_15055
ko:K14231	bamf:U722_04470
ko:K14231	bamf:U722_15050
ko:K14231	bamf:U722_19895
ko:K14235	bamf:U722_04485
ko:K14226	bamf:U722_04490
ko:K14226	bamf:U722_15045
ko:K14222	bamf:U722_04505
ko:K14228	bamf:U722_04515
ko:K14237	bamf:U722_06100
ko:K14219	bamf:U722_10105
ko:K14223	bamf:U722_12565
ko:K14228	bamf:U722_15105
ko:K14218	bamf:U722_15225
ko:K14219	bamf:U722_17065
ko:K01980	bamf:U722_00055
ko:K01980	bamf:U722_00975
ko:K01977	bamf:U722_00040
ko:K14227	bamf:U722_00045
ko:K14227	bamf:U722_00505
ko:K14227	bamf:U722_15140
ko:K14227	bamf:U722_00170
ko:K14227	bamf:U722_00530
ko:K14227	bamf:U722_04420
ko:K14227	bamf:U722_15035
ko:K14224	bamf:U722_00395
ko:K14224	bamf:U722_02595
ko:K14224	bamf:U722_15020
ko:K14224	bamf:U722_01135
ko:K14224	bamf:U722_19905
ko:K14224	bamf:U722_04450
ko:K14232	bamf:U722_00965
ko:K14232	bamf:U722_01020
ko:K14232	bamf:U722_15085
ko:K02809	bamf:U722_01115
ko:K02810	bamf:U722_01115
ko:K16697	bamf:U722_17560
ko:K16694	bamf:U722_17565
ko:K00004	bamf:U722_03300
ko:K00130	bamf:U722_15185
ko:K01101	bamf:U722_15840
ko:K01980	bamf:U722_00180
ko:K01980	bamf:U722_04430
ko:K01980	bamf:U722_01035
ko:K01980	bamf:U722_00515
ko:K01980	bamf:U722_00935
ko:K01980	bamf:U722_03135
ko:K01980	bamf:U722_15130
ko:K01980	bamf:U722_00540
ko:K07222	bamf:U722_02820
ko:K03892	bamf:U722_19090
ko:K14219	bamf:U722_13780
ko:K14219	bamf:U722_13775
ko:K14233	bamf:U722_04445
ko:K01977	bamf:U722_00930
ko:K01977	bamf:U722_00970
ko:K01977	bamf:U722_01030
ko:K01977	bamf:U722_00525
ko:K01977	bamf:U722_03130
ko:K01977	bamf:U722_00500
ko:K01977	bamf:U722_00165
ko:K01977	bamf:U722_15145
ko:K01985	bamf:U722_00060
ko:K01985	bamf:U722_00980
ko:K01985	bamf:U722_00185
ko:K01985	bamf:U722_00495
ko:K01985	bamf:U722_01040
ko:K01985	bamf:U722_00520
ko:K01985	bamf:U722_00545
ko:K01985	bamf:U722_00940
ko:K01985	bamf:U722_03140
ko:K01985	bamf:U722_15125
ko:K14233	bamf:U722_00100
ko:K14233	bamf:U722_15065
ko:K14234	bamf:U722_00950
ko:K14219	bamf:U722_00960
ko:K14219	bamf:U722_15090
ko:K14219	bamf:U722_03120
ko:K14219	bamf:U722_01015
ko:K14237	bamf:U722_00985
ko:K14237	bamf:U722_15120
ko:K14237	bamf:U722_01140
ko:K14237	bamf:U722_04455
ko:K14229	bamf:U722_00995
ko:K14229	bamf:U722_15110
ko:K14229	bamf:U722_02605
ko:K14229	bamf:U722_19910
ko:K14228	bamf:U722_01000
ko:K14228	bamf:U722_02610
ko:K14228	bamf:U722_01010
ko:K14228	bamf:U722_04510
ko:K14228	bamf:U722_15095
ko:K14236	bamf:U722_01150
ko:K14236	bamf:U722_04480
ko:K14223	bamf:U722_01155
ko:K14223	bamf:U722_04495
ko:K14223	bamf:U722_02600
ko:K03206	bamf:U722_04840
ko:K21471	bamf:U722_17180
ko:K07145	bamf:U722_03630
ko:K21469	bamf:U722_01110
ko:K21472	bamf:U722_15860
ko:K03719	bamf:U722_02275
ko:K01985	bamf:U722_04435
ko:K21466	bamf:U722_07325
ko:K00008	bamf:U722_03240
ko:K02809	bamf:U722_18815
ko:K02810	bamf:U722_18815
ko:K00634	bamf:U722_12185
ko:K01046	bamf:U722_01555
ko:K18231	bamf:U722_02950
ko:K19302	bamf:U722_18085
ko:K19546	bamf:U722_18660
ko:K11691	bamf:U722_02410
ko:K19449	bamf:U722_12485
ko:K19429	bamf:U722_16925
ko:K19430	bamf:U722_16920
ko:K16960	bamf:U722_16550
ko:K11618	bamf:U722_16235
ko:K07693	bamf:U722_19625
ko:K07680	bamf:U722_06480
ko:K17716	bamf:U722_10720
ko:K06304	bamf:U722_12280
ko:K15973	bamf:U722_07030
ko:K06284	bamf:U722_07570
ko:K00004	bamf:U722_01060
ko:K05937	bamf:U722_05390
ko:K07692	bamf:U722_17510
ko:K19420	bamf:U722_16985
ko:K13614	bamf:U722_09015
ko:K22579	bamf:U722_17340
ko:K03742	bamf:U722_08865
ko:K13615	bamf:U722_09020
ko:K15468	bamf:U722_09025
ko:K16236	bamf:U722_19460
ko:K07705	bamf:U722_14070
ko:K00681	bamf:U722_10120
ko:K00681	bamf:U722_17835
ko:K08693	bamf:U722_04010
ko:K15640	bamf:U722_05345
ko:K06389	bamf:U722_06760
ko:K06430	bamf:U722_11175
ko:K09388	bamf:U722_18570
ko:K06384	bamf:U722_11800
ko:K06380	bamf:U722_13615
ko:K04749	bamf:U722_02550
ko:K09809	bamf:U722_17615
ko:K12555	bamf:U722_05245
ko:K15632	bamf:U722_02850
ko:K18770	bamf:U722_15410
ko:K18672	bamf:U722_01170
ko:K18707	bamf:U722_12880
ko:K18692	bamf:U722_12735
ko:K18929	bamf:U722_16880
ko:K01971	bamf:U722_07040
ko:K18928	bamf:U722_16885
ko:K18925	bamf:U722_06895
ko:K18907	bamf:U722_20100
ko:K06147	bamf:U722_04190
ko:K09692	bamf:U722_17610
ko:K11814	bamf:U722_09075
ko:K11815	bamf:U722_09070
ko:K01612	bamf:U722_01935
ko:K07171	bamf:U722_02525
ko:K13611	bamf:U722_11980
ko:K13611	bamf:U722_09000
ko:K18967	bamf:U722_04735
ko:K06147	bamf:U722_04185
ko:K01233	bamf:U722_16000
ko:K03111	bamf:U722_17995
ko:K04565	bamf:U722_10445
ko:K08168	bamf:U722_13090
ko:K03169	bamf:U722_02280
ko:K05593	bamf:U722_03595
ko:K03111	bamf:U722_20185
ko:K03497	bamf:U722_20225
ko:K03496	bamf:U722_20230
ko:K03497	bamf:U722_20235
ko:K06321	bamf:U722_10700
ko:K06320	bamf:U722_10710
ko:K06343	bamf:U722_05995
ko:K06340	bamf:U722_06010
ko:K02538	bamf:U722_13135
ko:K06352	bamf:U722_06535
ko:K06378	bamf:U722_11765
ko:K16247	bamf:U722_03235
ko:K08191	bamf:U722_09535
ko:K06372	bamf:U722_12480
ko:K16956	bamf:U722_16570
ko:K16593	bamf:U722_09650
ko:K06344	bamf:U722_05990
ko:K19005	bamf:U722_03690
ko:K06376	bamf:U722_07165
ko:K06437	bamf:U722_07460
ko:K09681	bamf:U722_10170
ko:K06323	bamf:U722_10690
ko:K03526	bamf:U722_12700
ko:K06289	bamf:U722_16225
ko:K19005	bamf:U722_03955
ko:K18979	bamf:U722_04630
ko:K13052	bamf:U722_00380
ko:K11639	bamf:U722_03900
ko:K07816	bamf:U722_19000
ko:K14742	bamf:U722_03165
ko:K06368	bamf:U722_01590
ko:K03429	bamf:U722_10970
ko:K06361	bamf:U722_02040
ko:K06353	bamf:U722_02045
ko:K11624	bamf:U722_02935
ko:K06595	bamf:U722_05365
ko:K06609	bamf:U722_03110
ko:K06415	bamf:U722_04875
ko:K02031	bamf:U722_04560
ko:K19242	bamf:U722_04890
ko:K02483	bamf:U722_02025
ko:K19563	bamf:U722_09670
ko:K06292	bamf:U722_17660
ko:K06293	bamf:U722_17665
ko:K13037	bamf:U722_18645
ko:K06360	bamf:U722_18175
ko:K02032	bamf:U722_06860
ko:K02777	bamf:U722_11145
ko:K15662	bamf:U722_09610
ko:K07149	bamf:U722_01905
ko:K11633	bamf:U722_19535
ko:K02253	bamf:U722_15510
ko:K00354	bamf:U722_12050
ko:K13277	bamf:U722_18990
ko:K16699	bamf:U722_17535
ko:K19220	bamf:U722_10450
ko:K15663	bamf:U722_09605
ko:K00798	bamf:U722_16270
ko:K06345	bamf:U722_13495
ko:K19223	bamf:U722_04855
ko:K19224	bamf:U722_04885
ko:K11615	bamf:U722_15430
ko:K01897	bamf:U722_05355
ko:K01710	bamf:U722_18710
ko:K01447	bamf:U722_06750
ko:K11634	bamf:U722_19540
ko:K12132	bamf:U722_08280
ko:K05375	bamf:U722_15630
ko:K06288	bamf:U722_16220
ko:K01447	bamf:U722_06540
ko:K16921	bamf:U722_14800
ko:K15668	bamf:U722_09740
ko:K06336	bamf:U722_12490
ko:K16044	bamf:U722_16505
ko:K06291	bamf:U722_17655
ko:K11620	bamf:U722_16255
ko:K16706	bamf:U722_17545
ko:K01227	bamf:U722_17640
ko:K06362	bamf:U722_18020
ko:K06364	bamf:U722_18515
ko:K15661	bamf:U722_09615
ko:K03339	bamf:U722_19545
ko:K01785	bamf:U722_09770
ko:K19426	bamf:U722_16945
ko:K19433	bamf:U722_12500
ko:K00839	bamf:U722_15920
ko:K19285	bamf:U722_18840
ko:K19286	bamf:U722_02085
ko:K19302	bamf:U722_10610
ko:K00020	bamf:U722_07315
ko:K19424	bamf:U722_16960
ko:K02100	bamf:U722_16820
ko:K01567	bamf:U722_04095
ko:K03722	bamf:U722_11090
ko:K03722	bamf:U722_11230
ko:K01992	bamf:U722_02435
ko:K01992	bamf:U722_04720
ko:K01992	bamf:U722_06055
ko:K01992	bamf:U722_16420
ko:K15665	bamf:U722_09800
ko:K19422	bamf:U722_16970
ko:K19421	bamf:U722_16975
ko:K04771	bamf:U722_16180
ko:K04771	bamf:U722_06810
ko:K01400	bamf:U722_07735
ko:K19405	bamf:U722_00560
ko:K00903	bamf:U722_16980
ko:K07149	bamf:U722_17010
ko:K19411	bamf:U722_00555
ko:K00525	bamf:U722_09120
ko:K19432	bamf:U722_18905
ko:K19419	bamf:U722_16955
ko:K19423	bamf:U722_16965
ko:K19425	bamf:U722_16950
ko:K03574	bamf:U722_14915
ko:K19428	bamf:U722_16930
ko:K19431	bamf:U722_16915
ko:K19418	bamf:U722_16935
ko:K02031	bamf:U722_05790
ko:K18567	bamf:U722_03055
ko:K19550	bamf:U722_18630
ko:K13612	bamf:U722_09005
ko:K02032	bamf:U722_05795
ko:K06881	bamf:U722_14270
ko:K19577	bamf:U722_04295
ko:K03483	bamf:U722_02235
ko:K06884	bamf:U722_02385
ko:K06440	bamf:U722_02925
ko:K11625	bamf:U722_02940
ko:K16248	bamf:U722_03245
ko:K13612	bamf:U722_11985
ko:K13613	bamf:U722_11990
ko:K13613	bamf:U722_12005
ko:K00887	bamf:U722_12820
ko:K01906	bamf:U722_09675
ko:K21755	bamf:U722_01925
ko:K19548	bamf:U722_18650
ko:K19549	bamf:U722_18635
ko:K19547	bamf:U722_18655
ko:K19552	bamf:U722_18640
ko:K08164	bamf:U722_10125
ko:K19701	bamf:U722_16775
ko:K01258	bamf:U722_12095
ko:K07119	bamf:U722_03780
ko:K19784	bamf:U722_15335
ko:K00547	bamf:U722_05610
ko:K00297	bamf:U722_05610
ko:K19802	bamf:U722_06850
ko:K19955	bamf:U722_15350
ko:K01342	bamf:U722_05330
ko:K19955	bamf:U722_15345
ko:K05770	bamf:U722_15015
ko:K20074	bamf:U722_08275
ko:K20201	bamf:U722_18305
ko:K20116	bamf:U722_07285
ko:K20117	bamf:U722_07285
ko:K20118	bamf:U722_07285
ko:K21613	bamf:U722_02005
ko:K20492	bamf:U722_16645
ko:K20487	bamf:U722_16635
ko:K20488	bamf:U722_16640
ko:K20490	bamf:U722_16655
ko:K20491	bamf:U722_16650
ko:K20534	bamf:U722_06800
ko:K18889	bamf:U722_05025
ko:K08884	bamf:U722_00410
ko:K18890	bamf:U722_05030
ko:K20534	bamf:U722_04335
ko:K21759	bamf:U722_01940
ko:K22103	bamf:U722_17990
ko:K01179	bamf:U722_09575
ko:K20742	bamf:U722_06855
ko:K07258	bamf:U722_11630
ko:K01271	bamf:U722_07265
ko:K02101	bamf:U722_14005
ko:K22106	bamf:U722_13170
ko:K21029	bamf:U722_07470
ko:K20895	bamf:U722_08060
ko:K03148	bamf:U722_05970
ko:K21064	bamf:U722_17685
ko:K08968	bamf:U722_14400
ko:K00821	bamf:U722_05715
ko:K21064	bamf:U722_02175
ko:K00435	bamf:U722_18625
ko:K00526	bamf:U722_09125
ko:K07474	bamf:U722_06605
ko:K06909	bamf:U722_06610
ko:K10747	bamf:U722_10760
ko:K00287	bamf:U722_10920
ko:K00560	bamf:U722_10925
ko:K02316	bamf:U722_12770
ko:K06217	bamf:U722_12835
ko:K01493	bamf:U722_12960
ko:K03553	bamf:U722_08870
ko:K01520	bamf:U722_09320
ko:K06904	bamf:U722_09920
ko:K02315	bamf:U722_10055
ko:K17733	bamf:U722_01585
ko:K03546	bamf:U722_05495
ko:K00857	bamf:U722_18370
ko:K00558	bamf:U722_19415
ko:K02314	bamf:U722_19925
ko:K21285	bamf:U722_17635
ko:K01297	bamf:U722_10315
ko:K05799	bamf:U722_16895
ko:K03328	bamf:U722_00355
ko:K03293	bamf:U722_01230
ko:K03293	bamf:U722_14865
ko:K00980	bamf:U722_17625
ko:K02335	bamf:U722_14160
ko:K21416	bamf:U722_04140
ko:K06419	bamf:U722_05045
ko:K21417	bamf:U722_04145
ko:K13281	bamf:U722_18435
ko:K06607	bamf:U722_19600
ko:K03293	bamf:U722_16850
ko:K21405	bamf:U722_04160
ko:K21464	bamf:U722_18530
ko:K21481	bamf:U722_05240
ko:K21465	bamf:U722_12670
ko:K21467	bamf:U722_02225
ko:K21468	bamf:U722_13245
ko:K21567	bamf:U722_01790
ko:K21487	bamf:U722_10840
ko:K21601	bamf:U722_02140
ko:K21567	bamf:U722_15715
ko:K21600	bamf:U722_16500
ko:K21488	bamf:U722_10835
ko:K21745	bamf:U722_02870
ko:K21701	bamf:U722_01095
ko:K21802	bamf:U722_03730
ko:K21902	bamf:U722_03755
ko:K21935	bamf:U722_10650
ko:K11923	bamf:U722_04940
ko:K06299	bamf:U722_15560
ko:K21959	bamf:U722_10140
ko:K18244	bamf:U722_12215
ko:K00680	bamf:U722_16575
ko:K22043	bamf:U722_10290
ko:K21960	bamf:U722_16580
ko:K21993	bamf:U722_13190
ko:K00754	bamf:U722_11260
ko:K01463	bamf:U722_11265
ko:K22135	bamf:U722_10485
ko:K22136	bamf:U722_07960
ko:K03595	bamf:U722_12810
ko:K14274	bamf:U722_16295
ko:K22132	bamf:U722_13370
ko:K22109	bamf:U722_15190
ko:K01932	bamf:U722_17715
ko:K22116	bamf:U722_17710
ko:K22230	bamf:U722_15240
ko:K03547	bamf:U722_05130
ko:K22278	bamf:U722_13030
ko:K03077	bamf:U722_14010
ko:K22301	bamf:U722_16680
ko:K22299	bamf:U722_16625
ko:K01486	bamf:U722_07590
ko:K02257	bamf:U722_04205
ko:K02257	bamf:U722_07825
ko:K22299	bamf:U722_16620
ko:K22301	bamf:U722_16705
ko:K03574	bamf:U722_02315
ko:K09988	bamf:U722_02250
ko:K13566	bamf:U722_07135
ko:K15664	bamf:U722_09805
ko:K18672	bamf:U722_10465
ko:K22441	bamf:U722_17015
ko:K22579	bamf:U722_04230
ko:K22579	bamf:U722_09200
