ko:K01006	lmos:LMOSLCC7179_1840
ko:K02004	lmos:LMOSLCC7179_1479
ko:K10823	lmos:LMOSLCC7179_2170
ko:K15583	lmos:LMOSLCC7179_2171
ko:K15582	lmos:LMOSLCC7179_2172
ko:K06976	lmos:LMOSLCC7179_2187
ko:K01916	lmos:LMOSLCC7179_1074
ko:K06889	lmos:LMOSLCC7179_1094
ko:K00949	lmos:LMOSLCC7179_1790
ko:K02823	lmos:LMOSLCC7179_1807
ko:K02824	lmos:LMOSLCC7179_1812
ko:K07213	lmos:LMOSLCC7179_1825
ko:K03784	lmos:LMOSLCC7179_1829
ko:K03810	lmos:LMOSLCC7179_1831
ko:K07305	lmos:LMOSLCC7179_1832
ko:K07729	lmos:LMOSLCC7179_2555
ko:K15772	lmos:LMOSLCC7179_2099
ko:K02056	lmos:LMOSLCC7179_1361
ko:K00059	lmos:LMOSLCC7179_1366
ko:K02443	lmos:LMOSLCC7179_1377
ko:K00626	lmos:LMOSLCC7179_1386
ko:K01641	lmos:LMOSLCC7179_1387
ko:K06902	lmos:LMOSLCC7179_1389
ko:K05845	lmos:LMOSLCC7179_1394
ko:K05846	lmos:LMOSLCC7179_1394
ko:K05020	lmos:LMOSLCC7179_2065
ko:K00882	lmos:LMOSLCC7179_2068
ko:K02775	lmos:LMOSLCC7179_2069
ko:K00625	lmos:LMOSLCC7179_2078
ko:K07098	lmos:LMOSLCC7179_2082
ko:K02004	lmos:LMOSLCC7179_2091
ko:K00691	lmos:LMOSLCC7179_2097
ko:K07052	lmos:LMOSLCC7179_2103
ko:K00059	lmos:LMOSLCC7179_2785
ko:K00058	lmos:LMOSLCC7179_2794
ko:K04844	lmos:LMOSLCC7179_2803
ko:K02025	lmos:LMOSLCC7179_2808
ko:K01629	lmos:LMOSLCC7179_2816
ko:K01813	lmos:LMOSLCC7179_2817
ko:K06610	lmos:LMOSLCC7179_2819
ko:K06346	lmos:LMOSLCC7179_2822
ko:K15771	lmos:LMOSLCC7179_2100
ko:K03492	lmos:LMOSLCC7179_0882
ko:K00383	lmos:LMOSLCC7179_0886
ko:K00135	lmos:LMOSLCC7179_0893
ko:K03491	lmos:LMOSLCC7179_0898
ko:K00867	lmos:LMOSLCC7179_0902
ko:K01104	lmos:LMOSLCC7179_0918
ko:K00016	lmos:LMOSLCC7179_1640
ko:K09815	lmos:LMOSLCC7179_1644
ko:K08680	lmos:LMOSLCC7179_1647
ko:K02552	lmos:LMOSLCC7179_1649
ko:K01760	lmos:LMOSLCC7179_1652
ko:K09825	lmos:LMOSLCC7179_1656
ko:K04488	lmos:LMOSLCC7179_2323
ko:K01580	lmos:LMOSLCC7179_2345
ko:K03488	lmos:LMOSLCC7179_2347
ko:K07032	lmos:LMOSLCC7179_2348
ko:K16786	lmos:LMOSLCC7179_2571
ko:K02768	lmos:LMOSLCC7179_0414
ko:K13921	lmos:LMOSLCC7179_1133
ko:K04720	lmos:LMOSLCC7179_1136
ko:K07304	lmos:LMOSLCC7179_1833
ko:K03469	lmos:LMOSLCC7179_1852
ko:K03700	lmos:LMOSLCC7179_1863
ko:K02086	lmos:LMOSLCC7179_1867
ko:K00974	lmos:LMOSLCC7179_1877
ko:K03593	lmos:LMOSLCC7179_2560
ko:K01426	lmos:LMOSLCC7179_2573
ko:K00939	lmos:LMOSLCC7179_2581
ko:K00383	lmos:LMOSLCC7179_1405
ko:K07533	lmos:LMOSLCC7179_1416
ko:K02076	lmos:LMOSLCC7179_1417
ko:K15986	lmos:LMOSLCC7179_1420
ko:K01489	lmos:LMOSLCC7179_1435
ko:K07035	lmos:LMOSLCC7179_2121
ko:K01759	lmos:LMOSLCC7179_2146
ko:K01026	lmos:LMOSLCC7179_2150
ko:K02025	lmos:LMOSLCC7179_0743
ko:K02026	lmos:LMOSLCC7179_0174
ko:K02564	lmos:LMOSLCC7179_0937
ko:K07816	lmos:LMOSLCC7179_0947
ko:K07586	lmos:LMOSLCC7179_1661
ko:K09963	lmos:LMOSLCC7179_1690
ko:K06994	lmos:LMOSLCC7179_2374
ko:K09762	lmos:LMOSLCC7179_2383
ko:K01835	lmos:LMOSLCC7179_2386
ko:K01785	lmos:LMOSLCC7179_2387
ko:K01784	lmos:LMOSLCC7179_2388
ko:K06023	lmos:LMOSLCC7179_2394
ko:K07658	lmos:LMOSLCC7179_2412
ko:K16787	lmos:LMOSLCC7179_2570
ko:K04750	lmos:LMOSLCC7179_2696
ko:K01191	lmos:LMOSLCC7179_2706
ko:K08161	lmos:LMOSLCC7179_2713
ko:K00616	lmos:LMOSLCC7179_2715
ko:K07343	lmos:LMOSLCC7179_2718
ko:K03342	lmos:LMOSLCC7179_2722
ko:K07258	lmos:LMOSLCC7179_2726
ko:K00088	lmos:LMOSLCC7179_2730
ko:K03713	lmos:LMOSLCC7179_1268
ko:K09976	lmos:LMOSLCC7179_1276
ko:K09764	lmos:LMOSLCC7179_1296
ko:K03177	lmos:LMOSLCC7179_1298
ko:K01934	lmos:LMOSLCC7179_1306
ko:K00845	lmos:LMOSLCC7179_1309
ko:K07720	lmos:LMOSLCC7179_1982
ko:K09704	lmos:LMOSLCC7179_1985
ko:K01191	lmos:LMOSLCC7179_1986
ko:K01191	lmos:LMOSLCC7179_1987
ko:K07105	lmos:LMOSLCC7179_1993
ko:K08724	lmos:LMOSLCC7179_2011
ko:K16785	lmos:LMOSLCC7179_2569
ko:K03697	lmos:LMOSLCC7179_0978
ko:K07052	lmos:LMOSLCC7179_0979
ko:K11189	lmos:LMOSLCC7179_0983
ko:K00567	lmos:LMOSLCC7179_0977
ko:K03399	lmos:LMOSLCC7179_1163
ko:K02190	lmos:LMOSLCC7179_1169
ko:K02009	lmos:LMOSLCC7179_1172
ko:K02004	lmos:LMOSLCC7179_1191
ko:K06994	lmos:LMOSLCC7179_1193
ko:K03471	lmos:LMOSLCC7179_1195
ko:K02428	lmos:LMOSLCC7179_1206
ko:K04750	lmos:LMOSLCC7179_1210
ko:K00027	lmos:LMOSLCC7179_1887
ko:K04517	lmos:LMOSLCC7179_1896
ko:K00805	lmos:LMOSLCC7179_1902
ko:K00805	lmos:LMOSLCC7179_1904
ko:K01104	lmos:LMOSLCC7179_1908
ko:K01424	lmos:LMOSLCC7179_1913
ko:K00805	lmos:LMOSLCC7179_2610
ko:K00805	lmos:LMOSLCC7179_2611
ko:K01470	lmos:LMOSLCC7179_2617
ko:K07048	lmos:LMOSLCC7179_2618
ko:K03475	lmos:LMOSLCC7179_2619
ko:K02822	lmos:LMOSLCC7179_2620
ko:K02775	lmos:LMOSLCC7179_2635
ko:K11618	lmos:LMOSLCC7179_1003
ko:K03499	lmos:LMOSLCC7179_1004
ko:K02755	lmos:LMOSLCC7179_1016
ko:K02756	lmos:LMOSLCC7179_1016
ko:K02757	lmos:LMOSLCC7179_1016
ko:K02025	lmos:LMOSLCC7179_1703
ko:K02004	lmos:LMOSLCC7179_1718
ko:K02433	lmos:LMOSLCC7179_1727
ko:K07094	lmos:LMOSLCC7179_1732
ko:K02242	lmos:LMOSLCC7179_2424
ko:K08483	lmos:LMOSLCC7179_0984
ko:K02240	lmos:LMOSLCC7179_2425
ko:K07692	lmos:LMOSLCC7179_2427
ko:K02549	lmos:LMOSLCC7179_2432
ko:K02116	lmos:LMOSLCC7179_2448
ko:K00841	lmos:LMOSLCC7179_0987
ko:K05822	lmos:LMOSLCC7179_0992
ko:K06201	lmos:LMOSLCC7179_0999
ko:K11617	lmos:LMOSLCC7179_1002
ko:K09681	lmos:LMOSLCC7179_1707
ko:K00980	lmos:LMOSLCC7179_1070
ko:K06286	lmos:LMOSLCC7179_1569
ko:K00882	lmos:LMOSLCC7179_2250
ko:K03436	lmos:LMOSLCC7179_2251
ko:K01372	lmos:LMOSLCC7179_2252
ko:K16329	lmos:LMOSLCC7179_2254
ko:K06183	lmos:LMOSLCC7179_2256
ko:K02564	lmos:LMOSLCC7179_2273
ko:K01580	lmos:LMOSLCC7179_2278
ko:K03486	lmos:LMOSLCC7179_1223
ko:K01226	lmos:LMOSLCC7179_1224
ko:K03783	lmos:LMOSLCC7179_1925
ko:K04763	lmos:LMOSLCC7179_1927
ko:K03711	lmos:LMOSLCC7179_1928
ko:K01515	lmos:LMOSLCC7179_1937
ko:K07048	lmos:LMOSLCC7179_1942
ko:K03475	lmos:LMOSLCC7179_1943
ko:K02822	lmos:LMOSLCC7179_1944
ko:K02821	lmos:LMOSLCC7179_1945
ko:K00784	lmos:LMOSLCC7179_1949
ko:K01619	lmos:LMOSLCC7179_1967
ko:K02793	lmos:LMOSLCC7179_1969
ko:K00851	lmos:LMOSLCC7179_2684
ko:K16012	lmos:LMOSLCC7179_2687
ko:K16013	lmos:LMOSLCC7179_2688
ko:K16789	lmos:LMOSLCC7179_1401
ko:K01838	lmos:LMOSLCC7179_2801
ko:K01409	lmos:LMOSLCC7179_2047
ko:K02755	lmos:LMOSLCC7179_2745
ko:K02756	lmos:LMOSLCC7179_2745
ko:K02757	lmos:LMOSLCC7179_2745
ko:K03488	lmos:LMOSLCC7179_2746
ko:K03491	lmos:LMOSLCC7179_2755
ko:K02755	lmos:LMOSLCC7179_2758
ko:K02756	lmos:LMOSLCC7179_2758
ko:K02757	lmos:LMOSLCC7179_2758
ko:K03488	lmos:LMOSLCC7179_2759
ko:K02798	lmos:LMOSLCC7179_2768
ko:K02799	lmos:LMOSLCC7179_2770
ko:K02800	lmos:LMOSLCC7179_2770
ko:K01788	lmos:LMOSLCC7179_2772
ko:K02249	lmos:LMOSLCC7179_1311
ko:K02248	lmos:LMOSLCC7179_1312
ko:K02246	lmos:LMOSLCC7179_1314
ko:K02245	lmos:LMOSLCC7179_1315
ko:K02244	lmos:LMOSLCC7179_1316
ko:K02243	lmos:LMOSLCC7179_1317
ko:K01262	lmos:LMOSLCC7179_1324
ko:K00929	lmos:LMOSLCC7179_1340
ko:K00033	lmos:LMOSLCC7179_1348
ko:K01823	lmos:LMOSLCC7179_1354
ko:K08152	lmos:LMOSLCC7179_2015
ko:K07177	lmos:LMOSLCC7179_2022
ko:K07052	lmos:LMOSLCC7179_2042
ko:K06889	lmos:LMOSLCC7179_2046
ko:K02768	lmos:LMOSLCC7179_0386
ko:K02768	lmos:LMOSLCC7179_2113
ko:K02768	lmos:LMOSLCC7179_0607
ko:K02025	lmos:LMOSLCC7179_0173
ko:K13052	lmos:LMOSLCC7179_0211
ko:K03328	lmos:LMOSLCC7179_0209
ko:K10947	lmos:LMOSLCC7179_0575
ko:K01990	lmos:LMOSLCC7179_0722
ko:K07483	lmos:LMOSLCC7179_0808
ko:K04757	lmos:LMOSLCC7179_0872
ko:K07284	lmos:LMOSLCC7179_0909
ko:K10947	lmos:LMOSLCC7179_0699
ko:K03574	lmos:LMOSLCC7179_1215
ko:K03574	lmos:LMOSLCC7179_1595
ko:K16785	lmos:LMOSLCC7179_2604
ko:K01990	lmos:LMOSLCC7179_1696
ko:K03574	lmos:LMOSLCC7179_2283
ko:K02768	lmos:LMOSLCC7179_0344
ko:K11050	lmos:LMOSLCC7179_0967
ko:K16651	lmos:LMOSLCC7179_1137
ko:K02851	lmos:LMOSLCC7179_2431
ko:K18344	lmos:LMOSLCC7179_1041
ko:K16898	lmos:LMOSLCC7179_2244
ko:K14219	lmos:LMOSLCC7179tRNA08
ko:K14219	lmos:LMOSLCC7179tRNA32
ko:K01834	lmos:LMOSLCC7179_2183
ko:K02030	lmos:LMOSLCC7179_1710
ko:K02006	lmos:LMOSLCC7179_1174
ko:K01271	lmos:LMOSLCC7179_1552
ko:K18345	lmos:LMOSLCC7179_1042
ko:K11991	lmos:LMOSLCC7179_2691
ko:K07979	lmos:LMOSLCC7179_2219
ko:K00265	lmos:LMOSLCC7179_1706
ko:K00951	lmos:LMOSLCC7179_1496
ko:K10974	lmos:LMOSLCC7179_0440
ko:K01985	lmos:LMOSLCC7179rRNA06
ko:K01985	lmos:LMOSLCC7179rRNA13
ko:K01985	lmos:LMOSLCC7179rRNA07
ko:K01985	lmos:LMOSLCC7179rRNA10
ko:K01985	lmos:LMOSLCC7179rRNA16
ko:K01985	lmos:LMOSLCC7179rRNA03
ko:K02226	lmos:LMOSLCC7179_1116
ko:K02008	lmos:LMOSLCC7179_1173
ko:K14221	lmos:LMOSLCC7179tRNA15
ko:K14221	lmos:LMOSLCC7179tRNA54
ko:K14221	lmos:LMOSLCC7179tRNA25
ko:K04027	lmos:LMOSLCC7179_1148
ko:K16899	lmos:LMOSLCC7179_2245
ko:K14222	lmos:LMOSLCC7179tRNA47
ko:K16960	lmos:LMOSLCC7179_2260
ko:K16959	lmos:LMOSLCC7179_2261
ko:K16958	lmos:LMOSLCC7179_2262
ko:K16957	lmos:LMOSLCC7179_2263
ko:K14218	lmos:LMOSLCC7179tRNA10
ko:K14218	lmos:LMOSLCC7179tRNA60
ko:K14218	lmos:LMOSLCC7179tRNA30
ko:K14218	lmos:LMOSLCC7179tRNA65
ko:K11070	lmos:LMOSLCC7179_0786
ko:K10027	lmos:LMOSLCC7179_0981
ko:K14228	lmos:LMOSLCC7179tRNA05
ko:K14228	lmos:LMOSLCC7179tRNA35
ko:K01992	lmos:LMOSLCC7179_2204
ko:K14232	lmos:LMOSLCC7179tRNA09
ko:K14232	lmos:LMOSLCC7179tRNA31
ko:K01977	lmos:LMOSLCC7179rRNA12
ko:K01977	lmos:LMOSLCC7179rRNA18
ko:K01977	lmos:LMOSLCC7179rRNA09
ko:K01977	lmos:LMOSLCC7179rRNA04
ko:K01977	lmos:LMOSLCC7179rRNA15
ko:K01977	lmos:LMOSLCC7179rRNA01
ko:K01990	lmos:LMOSLCC7179_2205
ko:K01992	lmos:LMOSLCC7179_2192
ko:K02029	lmos:LMOSLCC7179_0823
ko:K02030	lmos:LMOSLCC7179_0823
ko:K02029	lmos:LMOSLCC7179_2228
ko:K02030	lmos:LMOSLCC7179_2228
ko:K17319	lmos:LMOSLCC7179_1981
ko:K17318	lmos:LMOSLCC7179_1979
ko:K14219	lmos:LMOSLCC7179tRNA39
ko:K14229	lmos:LMOSLCC7179tRNA04
ko:K14229	lmos:LMOSLCC7179tRNA36
ko:K14229	lmos:LMOSLCC7179tRNA45
ko:K02028	lmos:LMOSLCC7179_1711
ko:K14228	lmos:LMOSLCC7179tRNA46
ko:K01990	lmos:LMOSLCC7179_2193
ko:K13923	lmos:LMOSLCC7179_1127
ko:K01990	lmos:LMOSLCC7179_2115
ko:K01992	lmos:LMOSLCC7179_1935
ko:K01992	lmos:LMOSLCC7179_2116
ko:K01980	lmos:LMOSLCC7179rRNA11
ko:K01980	lmos:LMOSLCC7179rRNA17
ko:K01980	lmos:LMOSLCC7179rRNA02
ko:K01980	lmos:LMOSLCC7179rRNA14
ko:K01980	lmos:LMOSLCC7179rRNA05
ko:K01980	lmos:LMOSLCC7179rRNA08
ko:K02028	lmos:LMOSLCC7179_0824
ko:K02028	lmos:LMOSLCC7179_2229
ko:K17320	lmos:LMOSLCC7179_1980
ko:K08986	lmos:LMOSLCC7179_0901
ko:K14226	lmos:LMOSLCC7179tRNA23
ko:K14226	lmos:LMOSLCC7179tRNA50
ko:K01992	lmos:LMOSLCC7179_0734
ko:K17472	lmos:LMOSLCC7179_1488
ko:K01992	lmos:LMOSLCC7179_0645
ko:K01992	lmos:LMOSLCC7179_0961
ko:K01992	lmos:LMOSLCC7179_2217
ko:K03574	lmos:LMOSLCC7179_1642
ko:K14233	lmos:LMOSLCC7179tRNA58
ko:K10112	lmos:LMOSLCC7179_0270
ko:K14224	lmos:LMOSLCC7179tRNA14
ko:K14224	lmos:LMOSLCC7179tRNA57
ko:K14224	lmos:LMOSLCC7179tRNA41
ko:K14224	lmos:LMOSLCC7179tRNA18
ko:K14227	lmos:LMOSLCC7179tRNA21
ko:K14227	lmos:LMOSLCC7179tRNA66
ko:K14227	lmos:LMOSLCC7179tRNA61
ko:K14230	lmos:LMOSLCC7179tRNA26
ko:K14230	lmos:LMOSLCC7179tRNA55
ko:K14233	lmos:LMOSLCC7179tRNA13
ko:K14233	lmos:LMOSLCC7179tRNA19
ko:K14223	lmos:LMOSLCC7179tRNA49
ko:K14225	lmos:LMOSLCC7179tRNA06
ko:K14225	lmos:LMOSLCC7179tRNA34
ko:K14225	lmos:LMOSLCC7179tRNA48
ko:K17686	lmos:LMOSLCC7179_1826
ko:K01990	lmos:LMOSLCC7179_0030
ko:K01990	lmos:LMOSLCC7179_0644
ko:K01990	lmos:LMOSLCC7179_0960
ko:K01990	lmos:LMOSLCC7179_1936
ko:K01990	lmos:LMOSLCC7179_2218
ko:K01990	lmos:LMOSLCC7179_2742
ko:K14228	lmos:LMOSLCC7179tRNA40
ko:K14237	lmos:LMOSLCC7179tRNA02
ko:K14237	lmos:LMOSLCC7179tRNA38
ko:K14237	lmos:LMOSLCC7179tRNA56
ko:K14234	lmos:LMOSLCC7179tRNA03
ko:K14234	lmos:LMOSLCC7179tRNA37
ko:K14225	lmos:LMOSLCC7179tRNA16
ko:K14225	lmos:LMOSLCC7179tRNA22
ko:K14228	lmos:LMOSLCC7179tRNA07
ko:K14228	lmos:LMOSLCC7179tRNA33
ko:K14219	lmos:LMOSLCC7179tRNA17
ko:K14233	lmos:LMOSLCC7179tRNA11
ko:K14233	lmos:LMOSLCC7179tRNA27
ko:K14220	lmos:LMOSLCC7179tRNA12
ko:K14220	lmos:LMOSLCC7179tRNA59
ko:K14220	lmos:LMOSLCC7179tRNA64
ko:K14220	lmos:LMOSLCC7179tRNA20
ko:K14231	lmos:LMOSLCC7179tRNA24
ko:K14231	lmos:LMOSLCC7179tRNA53
ko:K14230	lmos:LMOSLCC7179tRNA28
ko:K14230	lmos:LMOSLCC7179tRNA29
ko:K14234	lmos:LMOSLCC7179tRNA42
ko:K14234	lmos:LMOSLCC7179tRNA63
ko:K14236	lmos:LMOSLCC7179tRNA43
ko:K14236	lmos:LMOSLCC7179tRNA52
ko:K14223	lmos:LMOSLCC7179tRNA44
ko:K14219	lmos:LMOSLCC7179tRNA62
ko:K14237	lmos:LMOSLCC7179tRNA67
ko:K14229	lmos:LMOSLCC7179tRNA01
ko:K14235	lmos:LMOSLCC7179tRNA51
ko:K07260	lmos:LMOSLCC7179_1828
ko:K01739	lmos:LMOSLCC7179_1653
ko:K01840	lmos:LMOSLCC7179_0842
ko:K02027	lmos:LMOSLCC7179_1702
ko:K17752	lmos:LMOSLCC7179_0869
ko:K02027	lmos:LMOSLCC7179_0175
ko:K02026	lmos:LMOSLCC7179_0744
ko:K02026	lmos:LMOSLCC7179_0838
ko:K02026	lmos:LMOSLCC7179_1704
ko:K02026	lmos:LMOSLCC7179_2807
ko:K17828	lmos:LMOSLCC7179_1806
ko:K01658	lmos:LMOSLCC7179_1606
ko:K02027	lmos:LMOSLCC7179_0745
ko:K02027	lmos:LMOSLCC7179_2809
ko:K12574	lmos:LMOSLCC7179_1008
ko:K12574	lmos:LMOSLCC7179_1406
ko:K17763	lmos:LMOSLCC7179_0155
ko:K17763	lmos:LMOSLCC7179_0867
ko:K02027	lmos:LMOSLCC7179_0836
ko:K00537	lmos:LMOSLCC7179_2337
ko:K00661	lmos:LMOSLCC7179_0641
ko:K01183	lmos:LMOSLCC7179_0103
ko:K17762	lmos:LMOSLCC7179_0868
ko:K17733	lmos:LMOSLCC7179_2507
ko:K01187	lmos:LMOSLCC7179_0177
ko:K02769	lmos:LMOSLCC7179_0415
ko:K02769	lmos:LMOSLCC7179_0387
ko:K02769	lmos:LMOSLCC7179_2112
ko:K07145	lmos:LMOSLCC7179_0457
ko:K09022	lmos:LMOSLCC7179_0820
ko:K18104	lmos:LMOSLCC7179_2717
ko:K08221	lmos:LMOSLCC7179_1381
ko:K02770	lmos:LMOSLCC7179_2111
ko:K08316	lmos:LMOSLCC7179_2024
ko:K01101	lmos:LMOSLCC7179_2316
ko:K07741	lmos:LMOSLCC7179_2551
ko:K02770	lmos:LMOSLCC7179_0388
ko:K02770	lmos:LMOSLCC7179_0416
ko:K13731	lmos:LMOSLCC7179_2470
ko:K22597	lmos:LMOSLCC7179_2810
ko:K02794	lmos:LMOSLCC7179_0022
ko:K02794	lmos:LMOSLCC7179_0760
ko:K22597	lmos:LMOSLCC7179_2707
ko:K00008	lmos:LMOSLCC7179_2634
ko:K00008	lmos:LMOSLCC7179_0479
ko:K00008	lmos:LMOSLCC7179_2633
ko:K18231	lmos:LMOSLCC7179_0899
ko:K05352	lmos:LMOSLCC7179_1068
ko:K06199	lmos:LMOSLCC7179_2053
ko:K01990	lmos:LMOSLCC7179_2741
ko:K00054	lmos:LMOSLCC7179_0802
ko:K09017	lmos:LMOSLCC7179_1934
ko:K22579	lmos:LMOSLCC7179_0398
ko:K02538	lmos:LMOSLCC7179_0413
ko:K03483	lmos:LMOSLCC7179_2622
ko:K01297	lmos:LMOSLCC7179_1612
ko:K03742	lmos:LMOSLCC7179_1369
ko:K15780	lmos:LMOSLCC7179_0213
ko:K04749	lmos:LMOSLCC7179_0871
ko:K18672	lmos:LMOSLCC7179_2096
ko:K18673	lmos:LMOSLCC7179_2736
ko:K18682	lmos:LMOSLCC7179_1371
ko:K18692	lmos:LMOSLCC7179_1422
ko:K03790	lmos:LMOSLCC7179_2813
ko:K09692	lmos:LMOSLCC7179_1055
ko:K07171	lmos:LMOSLCC7179_0866
ko:K18892	lmos:LMOSLCC7179_2724
ko:K18891	lmos:LMOSLCC7179_2723
ko:K18821	lmos:LMOSLCC7179_2478
ko:K18967	lmos:LMOSLCC7179_2152
ko:K08151	lmos:LMOSLCC7179_0815
ko:K00662	lmos:LMOSLCC7179_1682
ko:K03111	lmos:LMOSLCC7179_2435
ko:K03111	lmos:LMOSLCC7179_2538
ko:K03502	lmos:LMOSLCC7179_2646
ko:K03169	lmos:LMOSLCC7179_2728
ko:K03497	lmos:LMOSLCC7179_2761
ko:K03496	lmos:LMOSLCC7179_2762
ko:K03497	lmos:LMOSLCC7179_2765
ko:K03111	lmos:LMOSLCC7179_0051
ko:K06148	lmos:LMOSLCC7179_1098
ko:K00020	lmos:LMOSLCC7179_0986
ko:K19005	lmos:LMOSLCC7179_0906
ko:K04028	lmos:LMOSLCC7179_1152
ko:K00634	lmos:LMOSLCC7179_1339
ko:K07029	lmos:LMOSLCC7179_1725
ko:K03526	lmos:LMOSLCC7179_1413
ko:K18979	lmos:LMOSLCC7179_0914
ko:K07816	lmos:LMOSLCC7179_0779
ko:K19002	lmos:LMOSLCC7179_2467
ko:K02777	lmos:LMOSLCC7179_0998
ko:K00354	lmos:LMOSLCC7179_2382
ko:K03339	lmos:LMOSLCC7179_2468
ko:K00798	lmos:LMOSLCC7179_1176
ko:K05881	lmos:LMOSLCC7179_0337
ko:K01710	lmos:LMOSLCC7179_1064
ko:K05881	lmos:LMOSLCC7179_2669
ko:K00571	lmos:LMOSLCC7179_1556
ko:K19225	lmos:LMOSLCC7179_1307
ko:K19285	lmos:LMOSLCC7179_0916
ko:K03722	lmos:LMOSLCC7179_1871
ko:K01990	lmos:LMOSLCC7179_0733
ko:K01992	lmos:LMOSLCC7179_0904
ko:K01992	lmos:LMOSLCC7179_1611
ko:K19351	lmos:LMOSLCC7179_0197
ko:K01990	lmos:LMOSLCC7179_0903
ko:K01990	lmos:LMOSLCC7179_1610
ko:K19411	lmos:LMOSLCC7179_0225
ko:K19302	lmos:LMOSLCC7179_1989
ko:K19302	lmos:LMOSLCC7179_1597
ko:K19267	lmos:LMOSLCC7179_0425
ko:K04771	lmos:LMOSLCC7179_0285
ko:K19405	lmos:LMOSLCC7179_0226
ko:K19509	lmos:LMOSLCC7179_1972
ko:K19508	lmos:LMOSLCC7179_1973
ko:K19507	lmos:LMOSLCC7179_1974
ko:K19504	lmos:LMOSLCC7179_1971
ko:K06881	lmos:LMOSLCC7179_1549
ko:K19510	lmos:LMOSLCC7179_1970
ko:K19504	lmos:LMOSLCC7179_0041
ko:K02796	lmos:LMOSLCC7179_0024
ko:K02796	lmos:LMOSLCC7179_0096
ko:K02796	lmos:LMOSLCC7179_0758
ko:K00887	lmos:LMOSLCC7179_1436
ko:K19689	lmos:LMOSLCC7179_1685
ko:K19689	lmos:LMOSLCC7179_1577
ko:K01258	lmos:LMOSLCC7179_1347
ko:K00547	lmos:LMOSLCC7179_1651
ko:K00297	lmos:LMOSLCC7179_1651
ko:K02538	lmos:LMOSLCC7179_2114
ko:K00285	lmos:LMOSLCC7179_1882
ko:K21636	lmos:LMOSLCC7179_0271
ko:K19975	lmos:LMOSLCC7179_1820
ko:K19976	lmos:LMOSLCC7179_1821
ko:K19973	lmos:LMOSLCC7179_1822
ko:K20074	lmos:LMOSLCC7179_1794
ko:K12132	lmos:LMOSLCC7179_1793
ko:K20265	lmos:LMOSLCC7179_2277
ko:K20265	lmos:LMOSLCC7179_0043
ko:K20201	lmos:LMOSLCC7179_2452
ko:K00525	lmos:LMOSLCC7179_2132
ko:K18889	lmos:LMOSLCC7179_1626
ko:K20534	lmos:LMOSLCC7179_0913
ko:K18890	lmos:LMOSLCC7179_1625
ko:K20534	lmos:LMOSLCC7179_2462
ko:K22103	lmos:LMOSLCC7179_2083
ko:K20885	lmos:LMOSLCC7179_0841
ko:K01208	lmos:LMOSLCC7179_2102
ko:K21030	lmos:LMOSLCC7179_1067
ko:K21029	lmos:LMOSLCC7179_1030
ko:K08968	lmos:LMOSLCC7179_1570
ko:K21064	lmos:LMOSLCC7179_2240
ko:K00821	lmos:LMOSLCC7179_1563
ko:K00435	lmos:LMOSLCC7179_2089
ko:K01520	lmos:LMOSLCC7179_1665
ko:K09935	lmos:LMOSLCC7179_0878
ko:K03553	lmos:LMOSLCC7179_1370
ko:K00287	lmos:LMOSLCC7179_1846
ko:K00560	lmos:LMOSLCC7179_1847
ko:K02316	lmos:LMOSLCC7179_1427
ko:K06217	lmos:LMOSLCC7179_1439
ko:K01493	lmos:LMOSLCC7179_1456
ko:K03546	lmos:LMOSLCC7179_1619
ko:K00857	lmos:LMOSLCC7179_2456
ko:K02314	lmos:LMOSLCC7179_0060
ko:K06909	lmos:LMOSLCC7179_2530
ko:K07474	lmos:LMOSLCC7179_2531
ko:K06223	lmos:LMOSLCC7179_2542
ko:K04068	lmos:LMOSLCC7179_0272
ko:K00558	lmos:LMOSLCC7179_0299
ko:K07313	lmos:LMOSLCC7179_0632
ko:K21298	lmos:LMOSLCC7179_1700
ko:K02335	lmos:LMOSLCC7179_1539
ko:K21285	lmos:LMOSLCC7179_1069
ko:K00526	lmos:LMOSLCC7179_2131
ko:K21252	lmos:LMOSLCC7179_1676
ko:K01104	lmos:LMOSLCC7179_1772
ko:K01658	lmos:LMOSLCC7179_2721
ko:K22044	lmos:LMOSLCC7179_0994
ko:K21481	lmos:LMOSLCC7179_2191
ko:K21465	lmos:LMOSLCC7179_1410
ko:K21467	lmos:LMOSLCC7179_0429
ko:K21471	lmos:LMOSLCC7179_2415
ko:K21471	lmos:LMOSLCC7179_2416
ko:K18704	lmos:LMOSLCC7179_1066
ko:K21567	lmos:LMOSLCC7179_2306
ko:K21567	lmos:LMOSLCC7179_1933
ko:K21600	lmos:LMOSLCC7179_1827
ko:K21560	lmos:LMOSLCC7179_0194
ko:K18704	lmos:LMOSLCC7179_1058
ko:K00680	lmos:LMOSLCC7179_2264
ko:K21993	lmos:LMOSLCC7179_0892
ko:K22043	lmos:LMOSLCC7179_2404
ko:K00936	lmos:LMOSLCC7179_1141
ko:K21960	lmos:LMOSLCC7179_2266
ko:K03547	lmos:LMOSLCC7179_2200
ko:K03595	lmos:LMOSLCC7179_1434
ko:K01537	lmos:LMOSLCC7179_0817
ko:K22251	lmos:LMOSLCC7179_0330
ko:K22278	lmos:LMOSLCC7179_0403
ko:K17758	lmos:LMOSLCC7179_1596
ko:K02257	lmos:LMOSLCC7179_2028
