ko:K18928	btd:BTI_4410
ko:K01255	btd:BTI_2862
ko:K07091	btd:BTI_2863
ko:K11720	btd:BTI_2864
ko:K00957	btd:BTI_2868
ko:K00390	btd:BTI_2869
ko:K00381	btd:BTI_2871
ko:K13634	btd:BTI_2872
ko:K01999	btd:BTI_2873
ko:K01628	btd:BTI_2878
ko:K01714	btd:BTI_2879
ko:K07156	btd:BTI_2884
ko:K01996	btd:BTI_3694
ko:K01995	btd:BTI_3695
ko:K01997	btd:BTI_3696
ko:K01998	btd:BTI_3696
ko:K01999	btd:BTI_3697
ko:K00817	btd:BTI_3710
ko:K03587	btd:BTI_3715
ko:K01991	btd:BTI_3723
ko:K03669	btd:BTI_3724
ko:K16074	btd:BTI_3727
ko:K00363	btd:BTI_3741
ko:K00362	btd:BTI_3742
ko:K02575	btd:BTI_3743
ko:K15581	btd:BTI_4559
ko:K15580	btd:BTI_4560
ko:K03305	btd:BTI_4562
ko:K01644	btd:BTI_4569
ko:K08369	btd:BTI_4574
ko:K01644	btd:BTI_4578
ko:K01720	btd:BTI_4580
ko:K05786	btd:BTI_4582
ko:K01512	btd:BTI_4583
ko:K03527	btd:BTI_4587
ko:K10253	btd:BTI_4589
ko:K01845	btd:BTI_4591
ko:K06200	btd:BTI_4594
ko:K02054	btd:BTI_5263
ko:K02053	btd:BTI_5264
ko:K00137	btd:BTI_5265
ko:K02057	btd:BTI_5273
ko:K03119	btd:BTI_5275
ko:K06140	btd:BTI_5699
ko:K07507	btd:BTI_5707
ko:K09019	btd:BTI_5709
ko:K04046	btd:BTI_518
ko:K03704	btd:BTI_519
ko:K03186	btd:BTI_522
ko:K07390	btd:BTI_523
ko:K02493	btd:BTI_524
ko:K02835	btd:BTI_525
ko:K02492	btd:BTI_526
ko:K01126	btd:BTI_533
ko:K11735	btd:BTI_535
ko:K06942	btd:BTI_538
ko:K03981	btd:BTI_542
ko:K01118	btd:BTI_544
ko:K03648	btd:BTI_545
ko:K01609	btd:BTI_547
ko:K00766	btd:BTI_548
ko:K01657	btd:BTI_550
ko:K01091	btd:BTI_551
ko:K01783	btd:BTI_552
ko:K06195	btd:BTI_553
ko:K08304	btd:BTI_555
ko:K01912	btd:BTI_556
ko:K15866	btd:BTI_558
ko:K01714	btd:BTI_1379
ko:K07287	btd:BTI_1380
ko:K03775	btd:BTI_1384
ko:K03555	btd:BTI_1385
ko:K00640	btd:BTI_1390
ko:K03269	btd:BTI_1391
ko:K01883	btd:BTI_1395
ko:K01247	btd:BTI_1396
ko:K01962	btd:BTI_1397
ko:K04075	btd:BTI_1398
ko:K00928	btd:BTI_1400
ko:K01265	btd:BTI_1418
ko:K00208	btd:BTI_1422
ko:K13893	btd:BTI_1423
ko:K13894	btd:BTI_1424
ko:K13895	btd:BTI_1425
ko:K13896	btd:BTI_1426
ko:K07001	btd:BTI_1428
ko:K01224	btd:BTI_2262
ko:K03291	btd:BTI_2263
ko:K01114	btd:BTI_2274
ko:K03666	btd:BTI_2284
ko:K12511	btd:BTI_2290
ko:K12510	btd:BTI_2291
ko:K02283	btd:BTI_2292
ko:K02282	btd:BTI_2293
ko:K02280	btd:BTI_2294
ko:K02279	btd:BTI_2295
ko:K02278	btd:BTI_2297
ko:K02651	btd:BTI_2298
ko:K06916	btd:BTI_2304
ko:K00382	btd:BTI_2305
ko:K00864	btd:BTI_3101
ko:K02440	btd:BTI_3102
ko:K00800	btd:BTI_3104
ko:K00800	btd:BTI_3105
ko:K01953	btd:BTI_3106
ko:K06168	btd:BTI_3114
ko:K07042	btd:BTI_3116
ko:K06189	btd:BTI_3118
ko:K03820	btd:BTI_3119
ko:K01878	btd:BTI_3120
ko:K01879	btd:BTI_3121
ko:K03273	btd:BTI_3122
ko:K00655	btd:BTI_3123
ko:K07043	btd:BTI_3124
ko:K02528	btd:BTI_3127
ko:K00097	btd:BTI_3128
ko:K03771	btd:BTI_3129
ko:K04744	btd:BTI_3130
ko:K07102	btd:BTI_3131
ko:K10806	btd:BTI_3134
ko:K02379	btd:BTI_3136
ko:K07516	btd:BTI_3139
ko:K08310	btd:BTI_3143
ko:K01876	btd:BTI_3144
ko:K03688	btd:BTI_3148
ko:K03690	btd:BTI_3149
ko:K03183	btd:BTI_3151
ko:K07152	btd:BTI_3974
ko:K11910	btd:BTI_3979
ko:K11901	btd:BTI_3982
ko:K11900	btd:BTI_3983
ko:K11903	btd:BTI_3984
ko:K11905	btd:BTI_3985
ko:K11896	btd:BTI_3986
ko:K11895	btd:BTI_3987
ko:K11907	btd:BTI_3988
ko:K11893	btd:BTI_3995
ko:K11892	btd:BTI_3996
ko:K11891	btd:BTI_3997
ko:K03225	btd:BTI_4017
ko:K13993	btd:BTI_4827
ko:K00166	btd:BTI_4842
ko:K00167	btd:BTI_4843
ko:K09699	btd:BTI_4844
ko:K00382	btd:BTI_4845
ko:K06133	btd:BTI_4850
ko:K00145	btd:BTI_4857
ko:K03092	btd:BTI_4877
ko:K07107	btd:BTI_5399
ko:K00285	btd:BTI_5404
ko:K01999	btd:BTI_5405
ko:K01997	btd:BTI_5406
ko:K01998	btd:BTI_5407
ko:K01995	btd:BTI_5408
ko:K01996	btd:BTI_5409
ko:K06901	btd:BTI_5417
ko:K01841	btd:BTI_5422
ko:K07044	btd:BTI_5423
ko:K03088	btd:BTI_5832
ko:K01778	btd:BTI_5836
ko:K03088	btd:BTI_5837
ko:K07644	btd:BTI_5852
ko:K15726	btd:BTI_5854
ko:K01980	btd:BTI_2597
ko:K01980	btd:BTI_566
ko:K01980	btd:BTI_330
ko:K01980	btd:BTI_4376
ko:K12251	btd:BTI_10
ko:K03086	btd:BTI_15
ko:K01919	btd:BTI_16
ko:K01247	btd:BTI_17
ko:K10778	btd:BTI_18
ko:K03650	btd:BTI_26
ko:K03217	btd:BTI_28
ko:K03536	btd:BTI_29
ko:K02914	btd:BTI_30
ko:K02313	btd:BTI_31
ko:K02338	btd:BTI_32
ko:K02470	btd:BTI_33
ko:K07043	btd:BTI_37
ko:K01153	btd:BTI_38
ko:K01154	btd:BTI_39
ko:K03427	btd:BTI_40
ko:K03781	btd:BTI_55
ko:K03088	btd:BTI_56
ko:K07275	btd:BTI_897
ko:K04078	btd:BTI_903
ko:K04077	btd:BTI_904
ko:K00941	btd:BTI_905
ko:K07735	btd:BTI_908
ko:K07447	btd:BTI_909
ko:K02825	btd:BTI_910
ko:K00609	btd:BTI_911
ko:K01465	btd:BTI_912
ko:K00655	btd:BTI_913
ko:K00973	btd:BTI_916
ko:K01790	btd:BTI_917
ko:K00067	btd:BTI_918
ko:K03271	btd:BTI_921
ko:K03273	btd:BTI_923
ko:K15778	btd:BTI_940
ko:K02841	btd:BTI_941
ko:K02527	btd:BTI_943
ko:K03189	btd:BTI_944
ko:K03188	btd:BTI_945
ko:K03187	btd:BTI_946
ko:K00459	btd:BTI_1766
ko:K07275	btd:BTI_1767
ko:K06938	btd:BTI_1768
ko:K03322	btd:BTI_1769
ko:K11073	btd:BTI_1770
ko:K11076	btd:BTI_1771
ko:K11075	btd:BTI_1772
ko:K11074	btd:BTI_1773
ko:K07090	btd:BTI_1774
ko:K07727	btd:BTI_1779
ko:K03281	btd:BTI_1786
ko:K00874	btd:BTI_1790
ko:K02525	btd:BTI_1794
ko:K03284	btd:BTI_1816
ko:K00340	btd:BTI_2626
ko:K00339	btd:BTI_2627
ko:K00338	btd:BTI_2628
ko:K00337	btd:BTI_2629
ko:K00334	btd:BTI_2632
ko:K00333	btd:BTI_2633
ko:K00332	btd:BTI_2634
ko:K00331	btd:BTI_2635
ko:K00330	btd:BTI_2636
ko:K03075	btd:BTI_2638
ko:K01803	btd:BTI_2639
ko:K00962	btd:BTI_2641
ko:K02956	btd:BTI_2642
ko:K01999	btd:BTI_2643
ko:K01673	btd:BTI_2645
ko:K01649	btd:BTI_2647
ko:K01613	btd:BTI_2649
ko:K00053	btd:BTI_2650
ko:K01653	btd:BTI_2651
ko:K01652	btd:BTI_2652
ko:K03088	btd:BTI_2653
ko:K00901	btd:BTI_2659
ko:K06966	btd:BTI_2661
ko:K06886	btd:BTI_2668
ko:K09712	btd:BTI_2672
ko:K07667	btd:BTI_2673
ko:K07646	btd:BTI_2674
ko:K01548	btd:BTI_2675
ko:K01547	btd:BTI_2676
ko:K08309	btd:BTI_3480
ko:K07160	btd:BTI_3485
ko:K09973	btd:BTI_3488
ko:K12372	btd:BTI_3489
ko:K12371	btd:BTI_3490
ko:K12370	btd:BTI_3491
ko:K12369	btd:BTI_3492
ko:K12368	btd:BTI_3493
ko:K01338	btd:BTI_3497
ko:K00528	btd:BTI_3501
ko:K07402	btd:BTI_3505
ko:K12308	btd:BTI_3508
ko:K09939	btd:BTI_3512
ko:K11209	btd:BTI_698
ko:K04061	btd:BTI_3513
ko:K02423	btd:BTI_3515
ko:K02422	btd:BTI_3516
ko:K02408	btd:BTI_3517
ko:K02409	btd:BTI_3518
ko:K02410	btd:BTI_3519
ko:K02411	btd:BTI_3520
ko:K02412	btd:BTI_3521
ko:K02413	btd:BTI_3522
ko:K09456	btd:BTI_3525
ko:K00154	btd:BTI_3526
ko:K14393	btd:BTI_4345
ko:K01895	btd:BTI_4347
ko:K01676	btd:BTI_4350
ko:K03594	btd:BTI_4351
ko:K01776	btd:BTI_4352
ko:K02192	btd:BTI_4353
ko:K03832	btd:BTI_4354
ko:K03561	btd:BTI_4355
ko:K06911	btd:BTI_4358
ko:K07243	btd:BTI_4363
ko:K07230	btd:BTI_4365
ko:K03702	btd:BTI_4366
ko:K00832	btd:BTI_4367
ko:K00019	btd:BTI_4368
ko:K07115	btd:BTI_4370
ko:K11082	btd:BTI_4383
ko:K11083	btd:BTI_4384
ko:K11084	btd:BTI_4385
ko:K11081	btd:BTI_4386
ko:K03430	btd:BTI_4387
ko:K00014	btd:BTI_4389
ko:K03786	btd:BTI_4390
ko:K00457	btd:BTI_4391
ko:K03303	btd:BTI_4392
ko:K01638	btd:BTI_4393
ko:K00012	btd:BTI_5160
ko:K01991	btd:BTI_5162
ko:K16692	btd:BTI_5163
ko:K07044	btd:BTI_5171
ko:K10537	btd:BTI_5593
ko:K10539	btd:BTI_5594
ko:K10538	btd:BTI_5595
ko:K13874	btd:BTI_5596
ko:K06995	btd:BTI_5597
ko:K02057	btd:BTI_5606
ko:K01685	btd:BTI_5608
ko:K03271	btd:BTI_282
ko:K01153	btd:BTI_287
ko:K01154	btd:BTI_288
ko:K03427	btd:BTI_290
ko:K09122	btd:BTI_299
ko:K07275	btd:BTI_304
ko:K00145	btd:BTI_307
ko:K03809	btd:BTI_308
ko:K00762	btd:BTI_310
ko:K00029	btd:BTI_311
ko:K04090	btd:BTI_312
ko:K00457	btd:BTI_314
ko:K02613	btd:BTI_319
ko:K02612	btd:BTI_320
ko:K02611	btd:BTI_321
ko:K02610	btd:BTI_322
ko:K02609	btd:BTI_323
ko:K02358	btd:BTI_336
ko:K03073	btd:BTI_338
ko:K02601	btd:BTI_339
ko:K02867	btd:BTI_340
ko:K02863	btd:BTI_341
ko:K02864	btd:BTI_342
ko:K05805	btd:BTI_1164
ko:K00763	btd:BTI_1168
ko:K00782	btd:BTI_1169
ko:K09760	btd:BTI_1172
ko:K03750	btd:BTI_1175
ko:K03752	btd:BTI_1176
ko:K03639	btd:BTI_1177
ko:K08300	btd:BTI_1178
ko:K01091	btd:BTI_1180
ko:K04773	btd:BTI_1182
ko:K07056	btd:BTI_1183
ko:K06287	btd:BTI_1184
ko:K07040	btd:BTI_1185
ko:K02911	btd:BTI_1186
ko:K03621	btd:BTI_1187
ko:K00648	btd:BTI_1188
ko:K00645	btd:BTI_1189
ko:K02078	btd:BTI_1191
ko:K09458	btd:BTI_1192
ko:K03088	btd:BTI_1194
ko:K03597	btd:BTI_1195
ko:K03598	btd:BTI_1196
ko:K03596	btd:BTI_1199
ko:K03100	btd:BTI_1200
ko:K03685	btd:BTI_1201
ko:K03584	btd:BTI_1203
ko:K03474	btd:BTI_1204
ko:K00997	btd:BTI_1205
ko:K01207	btd:BTI_1206
ko:K02356	btd:BTI_1208
ko:K03703	btd:BTI_1210
ko:K06911	btd:BTI_1217
ko:K05895	btd:BTI_2038
ko:K02188	btd:BTI_2039
ko:K02229	btd:BTI_2041
ko:K06042	btd:BTI_2042
ko:K03394	btd:BTI_2043
ko:K13541	btd:BTI_2044
ko:K06999	btd:BTI_2047
ko:K13580	btd:BTI_2048
ko:K02230	btd:BTI_2050
ko:K02234	btd:BTI_2051
ko:K07241	btd:BTI_2052
ko:K02189	btd:BTI_2053
ko:K02224	btd:BTI_2055
ko:K06160	btd:BTI_2062
ko:K02016	btd:BTI_2063
ko:K13255	btd:BTI_2064
ko:K02015	btd:BTI_2065
ko:K02013	btd:BTI_2066
ko:K03088	btd:BTI_2069
ko:K10441	btd:BTI_2075
ko:K02029	btd:BTI_2087
ko:K01996	btd:BTI_2892
ko:K01995	btd:BTI_2893
ko:K01998	btd:BTI_2894
ko:K01997	btd:BTI_2895
ko:K03527	btd:BTI_2897
ko:K03774	btd:BTI_2898
ko:K03630	btd:BTI_2899
ko:K02902	btd:BTI_2900
ko:K02913	btd:BTI_2901
ko:K00278	btd:BTI_2902
ko:K00767	btd:BTI_2903
ko:K03517	btd:BTI_2904
ko:K03500	btd:BTI_2907
ko:K11175	btd:BTI_2908
ko:K11753	btd:BTI_2909
ko:K01870	btd:BTI_2910
ko:K03101	btd:BTI_2911
ko:K13038	btd:BTI_2912
ko:K03694	btd:BTI_2917
ko:K06891	btd:BTI_2918
ko:K03704	btd:BTI_2919
ko:K00031	btd:BTI_2921
ko:K06181	btd:BTI_2922
ko:K09005	btd:BTI_2923
ko:K02355	btd:BTI_2924
ko:K03710	btd:BTI_2928
ko:K01647	btd:BTI_2932
ko:K00077	btd:BTI_2936
ko:K07240	btd:BTI_2939
ko:K04564	btd:BTI_2941
ko:K03601	btd:BTI_2942
ko:K01779	btd:BTI_3753
ko:K01754	btd:BTI_3766
ko:K13408	btd:BTI_3769
ko:K13409	btd:BTI_3771
ko:K12340	btd:BTI_3774
ko:K03724	btd:BTI_3778
ko:K16263	btd:BTI_3780
ko:K01626	btd:BTI_3787
ko:K02623	btd:BTI_3791
ko:K00449	btd:BTI_3792
ko:K00448	btd:BTI_3793
ko:K16203	btd:BTI_3796
ko:K01266	btd:BTI_3797
ko:K13891	btd:BTI_3798
ko:K13890	btd:BTI_3799
ko:K00355	btd:BTI_4610
ko:K00627	btd:BTI_4612
ko:K00162	btd:BTI_4613
ko:K00161	btd:BTI_4614
ko:K11902	btd:BTI_4620
ko:K11895	btd:BTI_4621
ko:K11896	btd:BTI_4622
ko:K11897	btd:BTI_4623
ko:K11898	btd:BTI_4624
ko:K11907	btd:BTI_4626
ko:K08738	btd:BTI_284
ko:K08738	btd:BTI_2859
ko:K11209	btd:BTI_2024
ko:K11901	btd:BTI_4627
ko:K11903	btd:BTI_4629
ko:K11906	btd:BTI_4630
ko:K11893	btd:BTI_4631
ko:K11892	btd:BTI_4632
ko:K11891	btd:BTI_4633
ko:K00285	btd:BTI_4638
ko:K10001	btd:BTI_4639
ko:K10441	btd:BTI_4651
ko:K02647	btd:BTI_4660
ko:K00873	btd:BTI_4661
ko:K03088	btd:BTI_5290
ko:K03327	btd:BTI_5293
ko:K02015	btd:BTI_5294
ko:K02015	btd:BTI_5295
ko:K02013	btd:BTI_5296
ko:K02016	btd:BTI_5297
ko:K01953	btd:BTI_5312
ko:K06989	btd:BTI_5722
ko:K01761	btd:BTI_5732
ko:K00675	btd:BTI_5734
ko:K09957	btd:BTI_5735
ko:K07044	btd:BTI_5738
ko:K15553	btd:BTI_5742
ko:K03823	btd:BTI_5744
ko:K06134	btd:BTI_571
ko:K03925	btd:BTI_572
ko:K03438	btd:BTI_573
ko:K03586	btd:BTI_574
ko:K03587	btd:BTI_575
ko:K01928	btd:BTI_576
ko:K01929	btd:BTI_577
ko:K01000	btd:BTI_578
ko:K01925	btd:BTI_579
ko:K03588	btd:BTI_580
ko:K02563	btd:BTI_581
ko:K01924	btd:BTI_582
ko:K01921	btd:BTI_583
ko:K03589	btd:BTI_584
ko:K03590	btd:BTI_585
ko:K03531	btd:BTI_586
ko:K02535	btd:BTI_588
ko:K03070	btd:BTI_590
ko:K00620	btd:BTI_591
ko:K06923	btd:BTI_592
ko:K09862	btd:BTI_594
ko:K00859	btd:BTI_596
ko:K02654	btd:BTI_597
ko:K02652	btd:BTI_599
ko:K02523	btd:BTI_602
ko:K02888	btd:BTI_603
ko:K02899	btd:BTI_604
ko:K03979	btd:BTI_605
ko:K00931	btd:BTI_606
ko:K08311	btd:BTI_608
ko:K01881	btd:BTI_609
ko:K00760	btd:BTI_611
ko:K03106	btd:BTI_612
ko:K06950	btd:BTI_614
ko:K03806	btd:BTI_615
ko:K06077	btd:BTI_619
ko:K11065	btd:BTI_621
ko:K02687	btd:BTI_623
ko:K02553	btd:BTI_1437
ko:K01638	btd:BTI_1439
ko:K01637	btd:BTI_1443
ko:K03789	btd:BTI_1447
ko:K09977	btd:BTI_1449
ko:K00941	btd:BTI_1450
ko:K01775	btd:BTI_1452
ko:K04485	btd:BTI_1453
ko:K06158	btd:BTI_1455
ko:K00432	btd:BTI_1456
ko:K06131	btd:BTI_1457
ko:K07320	btd:BTI_1458
ko:K17713	btd:BTI_1730
ko:K14218	btd:BTI_285
ko:K00951	btd:BTI_2344
ko:K00151	btd:BTI_5503
ko:K00265	btd:BTI_407
ko:K15555	btd:BTI_2135
ko:K08172	btd:BTI_3675
ko:K14230	btd:BTI_3048
ko:K17247	btd:BTI_388
ko:K14225	btd:BTI_334
ko:K14222	btd:BTI_1214
ko:K14229	btd:BTI_3599
ko:K03457	btd:BTI_4262
ko:K03457	btd:BTI_1515
ko:K17218	btd:BTI_1775
ko:K17315	btd:BTI_1011
ko:K10112	btd:BTI_1014
ko:K04091	btd:BTI_2137
ko:K17205	btd:BTI_4468
ko:K02484	btd:BTI_3013
ko:K01897	btd:BTI_2281
ko:K02484	btd:BTI_5451
ko:K02484	btd:BTI_5495
ko:K17103	btd:BTI_2648
ko:K17225	btd:BTI_5284
ko:K17228	btd:BTI_5439
ko:K10439	btd:BTI_2112
ko:K03406	btd:BTI_227
ko:K00575	btd:BTI_253
ko:K08305	btd:BTI_1119
ko:K06013	btd:BTI_1142
ko:K01679	btd:BTI_1156
ko:K14761	btd:BTI_1158
ko:K00666	btd:BTI_2008
ko:K01478	btd:BTI_2018
ko:K02303	btd:BTI_2866
ko:K06183	btd:BTI_2885
ko:K02014	btd:BTI_3704
ko:K03406	btd:BTI_3714
ko:K03455	btd:BTI_3718
ko:K02025	btd:BTI_3733
ko:K05351	btd:BTI_3735
ko:K00854	btd:BTI_3738
ko:K00380	btd:BTI_3740
ko:K10823	btd:BTI_4556
ko:K15583	btd:BTI_4557
ko:K15582	btd:BTI_4558
ko:K11069	btd:BTI_4601
ko:K11071	btd:BTI_4603
ko:K02055	btd:BTI_5261
ko:K02052	btd:BTI_5262
ko:K02056	btd:BTI_5272
ko:K02051	btd:BTI_5276
ko:K02049	btd:BTI_5277
ko:K02050	btd:BTI_5278
ko:K07098	btd:BTI_5708
ko:K17229	btd:BTI_5302
ko:K01426	btd:BTI_5730
ko:K01426	btd:BTI_5736
ko:K06910	btd:BTI_309
ko:K05524	btd:BTI_1167
ko:K06179	btd:BTI_1179
ko:K00059	btd:BTI_1190
ko:K07052	btd:BTI_1215
ko:K02348	btd:BTI_1219
ko:K00595	btd:BTI_2040
ko:K03405	btd:BTI_2049
ko:K02014	btd:BTI_2058
ko:K10531	btd:BTI_2059
ko:K00854	btd:BTI_2072
ko:K10440	btd:BTI_2074
ko:K02303	btd:BTI_3744
ko:K00101	btd:BTI_4609
ko:K10440	btd:BTI_4652
ko:K10439	btd:BTI_4653
ko:K02014	btd:BTI_5292
ko:K02806	btd:BTI_3217
ko:K03743	btd:BTI_646
ko:K03711	btd:BTI_665
ko:K00088	btd:BTI_1500
ko:K09983	btd:BTI_1510
ko:K01297	btd:BTI_1513
ko:K03406	btd:BTI_2370
ko:K01243	btd:BTI_2372
ko:K00010	btd:BTI_2384
ko:K00010	btd:BTI_2385
ko:K02056	btd:BTI_2389
ko:K03455	btd:BTI_3208
ko:K03342	btd:BTI_782
ko:K03769	btd:BTI_1627
ko:K07305	btd:BTI_1630
ko:K00626	btd:BTI_1635
ko:K07657	btd:BTI_2469
ko:K02427	btd:BTI_2478
ko:K03469	btd:BTI_2489
ko:K02342	btd:BTI_2490
ko:K01596	btd:BTI_2507
ko:K11159	btd:BTI_2517
ko:K07258	btd:BTI_3326
ko:K02067	btd:BTI_3331
ko:K01119	btd:BTI_3334
ko:K01692	btd:BTI_3343
ko:K00548	btd:BTI_3348
ko:K00548	btd:BTI_3349
ko:K00626	btd:BTI_3361
ko:K02030	btd:BTI_4185
ko:K00241	btd:BTI_4231
ko:K02116	btd:BTI_5042
ko:K13953	btd:BTI_5049
ko:K02004	btd:BTI_5058
ko:K02005	btd:BTI_5060
ko:K13953	btd:BTI_5072
ko:K01826	btd:BTI_5505
ko:K02510	btd:BTI_5507
ko:K02010	btd:BTI_5509
ko:K02049	btd:BTI_5517
ko:K02050	btd:BTI_5518
ko:K02051	btd:BTI_5519
ko:K04091	btd:BTI_5521
ko:K06023	btd:BTI_3218
ko:K10563	btd:BTI_3222
ko:K12373	btd:BTI_3249
ko:K14162	btd:BTI_3255
ko:K07657	btd:BTI_4089
ko:K03227	btd:BTI_4100
ko:K03932	btd:BTI_4962
ko:K00854	btd:BTI_4973
ko:K00799	btd:BTI_5463
ko:K00970	btd:BTI_786
ko:K03442	btd:BTI_794
ko:K01104	btd:BTI_824
ko:K01424	btd:BTI_1657
ko:K03635	btd:BTI_1690
ko:K01607	btd:BTI_1697
ko:K06039	btd:BTI_2519
ko:K02055	btd:BTI_2535
ko:K02052	btd:BTI_2539
ko:K02010	btd:BTI_2563
ko:K00652	btd:BTI_3366
ko:K06201	btd:BTI_3369
ko:K01077	btd:BTI_3371
ko:K01077	btd:BTI_3372
ko:K03316	btd:BTI_3377
ko:K00799	btd:BTI_3389
ko:K01561	btd:BTI_3401
ko:K02055	btd:BTI_4247
ko:K02052	btd:BTI_4248
ko:K02014	btd:BTI_4252
ko:K00033	btd:BTI_4259
ko:K15312	btd:BTI_4277
ko:K03386	btd:BTI_4287
ko:K00219	btd:BTI_5092
ko:K03316	btd:BTI_5110
ko:K01560	btd:BTI_5120
ko:K07665	btd:BTI_5546
ko:K00666	btd:BTI_5551
ko:K05814	btd:BTI_401
ko:K06147	btd:BTI_1224
ko:K00799	btd:BTI_1250
ko:K04488	btd:BTI_1262
ko:K02030	btd:BTI_2089
ko:K00852	btd:BTI_2108
ko:K10440	btd:BTI_2110
ko:K00939	btd:BTI_2946
ko:K04763	btd:BTI_2958
ko:K00567	btd:BTI_2959
ko:K07304	btd:BTI_2970
ko:K00854	btd:BTI_2982
ko:K02035	btd:BTI_3812
ko:K02033	btd:BTI_3813
ko:K01322	btd:BTI_3852
ko:K01607	btd:BTI_4705
ko:K03406	btd:BTI_5747
ko:K01607	btd:BTI_5753
ko:K02033	btd:BTI_5766
ko:K02035	btd:BTI_5767
ko:K01990	btd:BTI_426
ko:K03560	btd:BTI_842
ko:K05712	btd:BTI_862
ko:K03087	btd:BTI_1719
ko:K00626	btd:BTI_1749
ko:K00626	btd:BTI_1755
ko:K01760	btd:BTI_1757
ko:K02274	btd:BTI_2581
ko:K00058	btd:BTI_2589
ko:K01262	btd:BTI_2592
ko:K00799	btd:BTI_2610
ko:K01515	btd:BTI_2621
ko:K07213	btd:BTI_3423
ko:K00383	btd:BTI_3427
ko:K02050	btd:BTI_4300
ko:K02051	btd:BTI_4301
ko:K02049	btd:BTI_4302
ko:K01480	btd:BTI_4308
ko:K09471	btd:BTI_4321
ko:K07052	btd:BTI_5122
ko:K06147	btd:BTI_5132
ko:K02014	btd:BTI_5143
ko:K07004	btd:BTI_5148
ko:K05815	btd:BTI_402
ko:K05816	btd:BTI_403
ko:K07491	btd:BTI_406
ko:K03153	btd:BTI_416
ko:K02067	btd:BTI_422
ko:K05595	btd:BTI_434
ko:K01496	btd:BTI_438
ko:K01523	btd:BTI_439
ko:K11071	btd:BTI_7
ko:K11069	btd:BTI_9
ko:K02055	btd:BTI_12
ko:K08234	btd:BTI_19
ko:K00657	btd:BTI_22
ko:K01525	btd:BTI_914
ko:K07031	btd:BTI_920
ko:K01784	btd:BTI_932
ko:K01784	btd:BTI_936
ko:K00090	btd:BTI_1792
ko:K01426	btd:BTI_2665
ko:K02004	btd:BTI_2669
ko:K00974	btd:BTI_3477
ko:K03294	btd:BTI_3504
ko:K02025	btd:BTI_3510
ko:K02414	btd:BTI_3523
ko:K03606	btd:BTI_5159
ko:K01104	btd:BTI_5161
ko:K02014	btd:BTI_5599
ko:K10439	btd:BTI_5604
ko:K02056	btd:BTI_5605
ko:K00374	btd:BTI_1322
ko:K02077	btd:BTI_2997
ko:K02074	btd:BTI_2998
ko:K02075	btd:BTI_2999
ko:K00121	btd:BTI_3001
ko:K00854	btd:BTI_3003
ko:K02843	btd:BTI_3029
ko:K07019	btd:BTI_3031
ko:K00799	btd:BTI_3879
ko:K00639	btd:BTI_4753
ko:K02010	btd:BTI_5775
ko:K01569	btd:BTI_5787
ko:K03299	btd:BTI_679
ko:K00851	btd:BTI_680
ko:K01262	btd:BTI_712
ko:K00799	btd:BTI_714
ko:K03386	btd:BTI_1542
ko:K07346	btd:BTI_2421
ko:K03325	btd:BTI_3263
ko:K05833	btd:BTI_3264
ko:K05832	btd:BTI_3265
ko:K01989	btd:BTI_3266
ko:K03406	btd:BTI_3268
ko:K02258	btd:BTI_3278
ko:K02274	btd:BTI_3279
ko:K01834	btd:BTI_3290
ko:K08483	btd:BTI_3293
ko:K11189	btd:BTI_3294
ko:K02821	btd:BTI_3295
ko:K09806	btd:BTI_3300
ko:K01426	btd:BTI_4132
ko:K00127	btd:BTI_4175
ko:K00124	btd:BTI_4176
ko:K02030	btd:BTI_4180
ko:K07665	btd:BTI_4999
ko:K01281	btd:BTI_5001
ko:K01158	btd:BTI_5010
ko:K00799	btd:BTI_5028
ko:K03317	btd:BTI_5030
ko:K01619	btd:BTI_5031
ko:K00758	btd:BTI_5033
ko:K01489	btd:BTI_5034
ko:K16370	btd:BTI_5036
ko:K00625	btd:BTI_5038
ko:K01782	btd:BTI_64
ko:K00626	btd:BTI_65
ko:K10947	btd:BTI_71
ko:K01156	btd:BTI_84
ko:K07316	btd:BTI_85
ko:K02050	btd:BTI_89
ko:K02049	btd:BTI_90
ko:K02051	btd:BTI_91
ko:K02463	btd:BTI_109
ko:K02055	btd:BTI_964
ko:K02052	btd:BTI_970
ko:K01785	btd:BTI_1866
ko:K00059	btd:BTI_2682
ko:K02849	btd:BTI_2712
ko:K11085	btd:BTI_2717
ko:K01708	btd:BTI_3530
ko:K03535	btd:BTI_3533
ko:K02433	btd:BTI_3571
ko:K04073	btd:BTI_5185
ko:K02017	btd:BTI_5201
ko:K03286	btd:BTI_499
ko:K01104	btd:BTI_1344
ko:K04488	btd:BTI_1347
ko:K13628	btd:BTI_1348
ko:K02238	btd:BTI_1361
ko:K02052	btd:BTI_2227
ko:K02055	btd:BTI_2228
ko:K00027	btd:BTI_3057
ko:K02050	btd:BTI_3077
ko:K02049	btd:BTI_3078
ko:K03776	btd:BTI_3082
ko:K00882	btd:BTI_3951
ko:K09471	btd:BTI_3961
ko:K06045	btd:BTI_4772
ko:K01607	btd:BTI_4779
ko:K02004	btd:BTI_4788
ko:K02480	btd:BTI_4798
ko:K02014	btd:BTI_4805
ko:K08720	btd:BTI_5391
ko:K05994	btd:BTI_5393
ko:K02035	btd:BTI_5786
