ko:K13060	yef:FORC2_1632
ko:K02299	yef:FORC2_3105
ko:K02300	yef:FORC2_3106
ko:K09767	yef:FORC2_3109
ko:K00077	yef:FORC2_3110
ko:K03152	yef:FORC2_3111
ko:K03151	yef:FORC2_3112
ko:K03602	yef:FORC2_3113
ko:K00795	yef:FORC2_3114
ko:K01662	yef:FORC2_3115
ko:K01095	yef:FORC2_3116
ko:K00946	yef:FORC2_3117
ko:K03625	yef:FORC2_3118
ko:K00794	yef:FORC2_3119
ko:K11752	yef:FORC2_3120
ko:K07738	yef:FORC2_3121
ko:K03074	yef:FORC2_3123
ko:K03072	yef:FORC2_3124
ko:K03210	yef:FORC2_3125
ko:K00773	yef:FORC2_3126
ko:K07568	yef:FORC2_3128
ko:K08682	yef:FORC2_3129
ko:K03656	yef:FORC2_3935
ko:K03769	yef:FORC2_3936
ko:K07345	yef:FORC2_3937
ko:K07346	yef:FORC2_3938
ko:K07347	yef:FORC2_3939
ko:K00053	yef:FORC2_3944
ko:K02521	yef:FORC2_3945
ko:K01754	yef:FORC2_3947
ko:K01687	yef:FORC2_3948
ko:K00826	yef:FORC2_3949
ko:K11258	yef:FORC2_3950
ko:K01652	yef:FORC2_3951
ko:K07391	yef:FORC2_3952
ko:K09897	yef:FORC2_3953
ko:K02057	yef:FORC2_3955
ko:K02057	yef:FORC2_3956
ko:K02056	yef:FORC2_3957
ko:K02058	yef:FORC2_3958
ko:K01776	yef:FORC2_3959
ko:K05812	yef:FORC2_3960
ko:K00998	yef:FORC2_3961
ko:K05811	yef:FORC2_3962
ko:K01776	yef:FORC2_3963
ko:K16092	yef:FORC2_3964
ko:K00557	yef:FORC2_3965
ko:K00322	yef:FORC2_3968
ko:K04761	yef:FORC2_3969
ko:K00382	yef:FORC2_3971
ko:K03832	yef:FORC2_3972
ko:K12537	yef:FORC2_3973
ko:K12536	yef:FORC2_3974
ko:K12545	yef:FORC2_3975
ko:K12545	yef:FORC2_3976
ko:K12545	yef:FORC2_3977
ko:K12545	yef:FORC2_3978
ko:K16152	yef:FORC2_3979
ko:K01755	yef:FORC2_3980
ko:K18828	yef:FORC2_0034
ko:K04564	yef:FORC2_0037
ko:K02379	yef:FORC2_0038
ko:K00123	yef:FORC2_0039
ko:K00123	yef:FORC2_0040
ko:K00124	yef:FORC2_0041
ko:K00127	yef:FORC2_0042
ko:K02380	yef:FORC2_0043
ko:K01042	yef:FORC2_0044
ko:K03833	yef:FORC2_0045
ko:K08160	yef:FORC2_0046
ko:K00854	yef:FORC2_0051
ko:K01805	yef:FORC2_0052
ko:K10543	yef:FORC2_0053
ko:K10545	yef:FORC2_0054
ko:K10544	yef:FORC2_0055
ko:K02529	yef:FORC2_0056
ko:K07733	yef:FORC2_0061
ko:K00847	yef:FORC2_0069
ko:K02759	yef:FORC2_0070
ko:K02761	yef:FORC2_0071
ko:K02760	yef:FORC2_0072
ko:K02761	yef:FORC2_0073
ko:K16077	yef:FORC2_0074
ko:K01223	yef:FORC2_0076
ko:K01809	yef:FORC2_0077
ko:K07347	yef:FORC2_0078
ko:K01712	yef:FORC2_0080
ko:K01745	yef:FORC2_0081
ko:K16234	yef:FORC2_0082
ko:K12975	yef:FORC2_0085
ko:K07675	yef:FORC2_0087
ko:K07783	yef:FORC2_0088
ko:K12368	yef:FORC2_0092
ko:K12369	yef:FORC2_0093
ko:K12370	yef:FORC2_0094
ko:K02759	yef:FORC2_0971
ko:K03490	yef:FORC2_0972
ko:K03478	yef:FORC2_0973
ko:K03321	yef:FORC2_0974
ko:K07124	yef:FORC2_0991
ko:K10680	yef:FORC2_0992
ko:K16137	yef:FORC2_0993
ko:K07733	yef:FORC2_1004
ko:K03664	yef:FORC2_1012
ko:K09801	yef:FORC2_1014
ko:K06186	yef:FORC2_1015
ko:K03631	yef:FORC2_1016
ko:K00858	yef:FORC2_1017
ko:K03687	yef:FORC2_1018
ko:K03648	yef:FORC2_1019
ko:K06867	yef:FORC2_1022
ko:K05590	yef:FORC2_1023
ko:K15460	yef:FORC2_1024
ko:K00278	yef:FORC2_1025
ko:K03088	yef:FORC2_1026
ko:K03597	yef:FORC2_1027
ko:K03598	yef:FORC2_1028
ko:K03803	yef:FORC2_1029
ko:K09902	yef:FORC2_1893
ko:K08305	yef:FORC2_1894
ko:K09160	yef:FORC2_1896
ko:K00677	yef:FORC2_1898
ko:K03611	yef:FORC2_1899
ko:K03314	yef:FORC2_1900
ko:K03603	yef:FORC2_1901
ko:K00285	yef:FORC2_1903
ko:K01775	yef:FORC2_1904
ko:K07552	yef:FORC2_1905
ko:K06911	yef:FORC2_1907
ko:K09786	yef:FORC2_1911
ko:K07180	yef:FORC2_1912
ko:K01792	yef:FORC2_1914
ko:K00134	yef:FORC2_1915
ko:K07305	yef:FORC2_1916
ko:K09916	yef:FORC2_1917
ko:K08281	yef:FORC2_1918
ko:K01424	yef:FORC2_1919
ko:K04773	yef:FORC2_1920
ko:K01008	yef:FORC2_1922
ko:K03169	yef:FORC2_1923
ko:K08320	yef:FORC2_1925
ko:K01142	yef:FORC2_1926
ko:K01433	yef:FORC2_1928
ko:K09858	yef:FORC2_1929
ko:K03829	yef:FORC2_1930
ko:K07001	yef:FORC2_1931
ko:K00012	yef:FORC2_1933
ko:K03746	yef:FORC2_1934
ko:K04072	yef:FORC2_1937
ko:K15580	yef:FORC2_1939
ko:K15580	yef:FORC2_1940
ko:K15581	yef:FORC2_1941
ko:K15582	yef:FORC2_1942
ko:K15583	yef:FORC2_1943
ko:K10823	yef:FORC2_1944
ko:K09901	yef:FORC2_1945
ko:K06131	yef:FORC2_1946
ko:K00121	yef:FORC2_2801
ko:K01070	yef:FORC2_2802
ko:K02004	yef:FORC2_2804
ko:K02005	yef:FORC2_2805
ko:K02003	yef:FORC2_2806
ko:K06871	yef:FORC2_2807
ko:K03750	yef:FORC2_2809
ko:K11934	yef:FORC2_2815
ko:K11939	yef:FORC2_2817
ko:K03088	yef:FORC2_2820
ko:K00598	yef:FORC2_2822
ko:K04047	yef:FORC2_2823
ko:K10036	yef:FORC2_2825
ko:K10037	yef:FORC2_2826
ko:K10038	yef:FORC2_2827
ko:K03406	yef:FORC2_2828
ko:K06970	yef:FORC2_2829
ko:K06188	yef:FORC2_2834
ko:K03722	yef:FORC2_2835
ko:K05846	yef:FORC2_2843
ko:K05847	yef:FORC2_2844
ko:K05846	yef:FORC2_2845
ko:K05845	yef:FORC2_2846
ko:K01011	yef:FORC2_2849
ko:K11963	yef:FORC2_2850
ko:K11962	yef:FORC2_2851
ko:K11961	yef:FORC2_2852
ko:K11960	yef:FORC2_2853
ko:K11959	yef:FORC2_2854
ko:K02042	yef:FORC2_2856
ko:K09800	yef:FORC2_3680
ko:K07278	yef:FORC2_3681
ko:K07304	yef:FORC2_3682
ko:K07109	yef:FORC2_3685
ko:K01082	yef:FORC2_3686
ko:K01119	yef:FORC2_3687
ko:K07322	yef:FORC2_3688
ko:K03773	yef:FORC2_3689
ko:K07269	yef:FORC2_3690
ko:K02939	yef:FORC2_3692
ko:K02963	yef:FORC2_3693
ko:K02686	yef:FORC2_3694
ko:K02990	yef:FORC2_3695
ko:K06889	yef:FORC2_3697
ko:K09456	yef:FORC2_3699
ko:K03218	yef:FORC2_3700
ko:K12573	yef:FORC2_3701
ko:K13771	yef:FORC2_3702
ko:K01939	yef:FORC2_3703
ko:K09937	yef:FORC2_3704
ko:K04087	yef:FORC2_3705
ko:K04088	yef:FORC2_3706
ko:K03665	yef:FORC2_3707
ko:K03666	yef:FORC2_3708
ko:K00791	yef:FORC2_3709
ko:K03572	yef:FORC2_3710
ko:K01448	yef:FORC2_3711
ko:K06925	yef:FORC2_3712
ko:K17758	yef:FORC2_3713
ko:K17759	yef:FORC2_3713
ko:K18979	yef:FORC2_3714
ko:K13288	yef:FORC2_3715
ko:K06949	yef:FORC2_3716
ko:K01613	yef:FORC2_3717
ko:K04568	yef:FORC2_3719
ko:K00244	yef:FORC2_3720
ko:K00245	yef:FORC2_3721
ko:K00246	yef:FORC2_3722
ko:K00247	yef:FORC2_3723
ko:K03098	yef:FORC2_3724
ko:K11741	yef:FORC2_3725
ko:K16348	yef:FORC2_3726
ko:K02356	yef:FORC2_3727
ko:K04077	yef:FORC2_3731
ko:K04078	yef:FORC2_3732
ko:K05366	yef:FORC2_0213
ko:K12288	yef:FORC2_0214
ko:K12289	yef:FORC2_0215
ko:K12290	yef:FORC2_0216
ko:K12291	yef:FORC2_0217
ko:K02507	yef:FORC2_0218
ko:K00891	yef:FORC2_0219
ko:K01735	yef:FORC2_0220
ko:K03112	yef:FORC2_0221
ko:K01783	yef:FORC2_0223
ko:K01091	yef:FORC2_0224
ko:K01867	yef:FORC2_0225
ko:K02302	yef:FORC2_0226
ko:K02598	yef:FORC2_0227
ko:K00363	yef:FORC2_0228
ko:K00362	yef:FORC2_0229
ko:K01485	yef:FORC2_0230
ko:K06141	yef:FORC2_0231
ko:K01222	yef:FORC2_0233
ko:K03767	yef:FORC2_0234
ko:K06915	yef:FORC2_0235
ko:K01664	yef:FORC2_0236
ko:K10914	yef:FORC2_0239
ko:K07397	yef:FORC2_0240
ko:K00855	yef:FORC2_0241
ko:K09898	yef:FORC2_0242
ko:K07019	yef:FORC2_0243
ko:K15551	yef:FORC2_0246
ko:K10831	yef:FORC2_0247
ko:K15552	yef:FORC2_0248
ko:K03119	yef:FORC2_0249
ko:K06158	yef:FORC2_0252
ko:K11748	yef:FORC2_0253
ko:K11747	yef:FORC2_0254
ko:K07070	yef:FORC2_0255
ko:K03775	yef:FORC2_0256
ko:K03745	yef:FORC2_0257
ko:K03772	yef:FORC2_0258
ko:K07235	yef:FORC2_0260
ko:K07236	yef:FORC2_0261
ko:K07237	yef:FORC2_0262
ko:K02950	yef:FORC2_0263
ko:K02992	yef:FORC2_0264
ko:K02355	yef:FORC2_0265
ko:K02358	yef:FORC2_0266
ko:K02192	yef:FORC2_0267
ko:K03594	yef:FORC2_0268
ko:K02946	yef:FORC2_0269
ko:K02906	yef:FORC2_0270
ko:K02926	yef:FORC2_0271
ko:K02892	yef:FORC2_0272
ko:K03564	yef:FORC2_1146
ko:K03567	yef:FORC2_1147
ko:K01714	yef:FORC2_1148
ko:K07287	yef:FORC2_1149
ko:K01923	yef:FORC2_1150
ko:K07054	yef:FORC2_1151
ko:K06957	yef:FORC2_1153
ko:K06999	yef:FORC2_1154
ko:K01439	yef:FORC2_1157
ko:K09136	yef:FORC2_1191
ko:K18324	yef:FORC2_1192
ko:K07685	yef:FORC2_1194
ko:K02572	yef:FORC2_1195
ko:K02570	yef:FORC2_1196
ko:K02567	yef:FORC2_1197
ko:K02568	yef:FORC2_1198
ko:K02569	yef:FORC2_1199
ko:K00029	yef:FORC2_1201
ko:K09768	yef:FORC2_1204
ko:K00228	yef:FORC2_1205
ko:K12266	yef:FORC2_2063
ko:K12264	yef:FORC2_2064
ko:K12265	yef:FORC2_2065
ko:K06987	yef:FORC2_2066
ko:K10014	yef:FORC2_2070
ko:K01482	yef:FORC2_2071
ko:K01241	yef:FORC2_2074
ko:K01092	yef:FORC2_2076
ko:K07783	yef:FORC2_2077
ko:K01652	yef:FORC2_2081
ko:K01653	yef:FORC2_2082
ko:K02429	yef:FORC2_2087
ko:K00852	yef:FORC2_2088
ko:K01077	yef:FORC2_2089
ko:K00059	yef:FORC2_2090
ko:K07470	yef:FORC2_2092
ko:K00567	yef:FORC2_2095
ko:K14055	yef:FORC2_2097
ko:K00325	yef:FORC2_2098
ko:K00324	yef:FORC2_2099
ko:K03758	yef:FORC2_2102
ko:K07661	yef:FORC2_2104
ko:K07639	yef:FORC2_2105
ko:K01299	yef:FORC2_2106
ko:K04775	yef:FORC2_2108
ko:K03578	yef:FORC2_2111
ko:K01118	yef:FORC2_2112
ko:K00007	yef:FORC2_2114
ko:K00854	yef:FORC2_2115
ko:K09978	yef:FORC2_2117
ko:K03778	yef:FORC2_2120
ko:K01443	yef:FORC2_2964
ko:K02565	yef:FORC2_2965
ko:K02566	yef:FORC2_2966
ko:K01953	yef:FORC2_2967
ko:K03184	yef:FORC2_2968
ko:K06168	yef:FORC2_2969
ko:K07042	yef:FORC2_2971
ko:K06189	yef:FORC2_2972
ko:K03820	yef:FORC2_2973
ko:K07006	yef:FORC2_2974
ko:K10001	yef:FORC2_2975
ko:K10003	yef:FORC2_2976
ko:K10002	yef:FORC2_2977
ko:K10004	yef:FORC2_2978
ko:K01869	yef:FORC2_2981
ko:K03643	yef:FORC2_2982
ko:K02340	yef:FORC2_2983
ko:K00969	yef:FORC2_2984
ko:K09710	yef:FORC2_2985
ko:K00783	yef:FORC2_2986
ko:K05515	yef:FORC2_2987
ko:K05837	yef:FORC2_2988
ko:K03642	yef:FORC2_2989
ko:K07258	yef:FORC2_2990
ko:K09158	yef:FORC2_2991
ko:K03801	yef:FORC2_2992
ko:K03644	yef:FORC2_2993
ko:K03425	yef:FORC2_2994
ko:K18968	yef:FORC2_2995
ko:K06199	yef:FORC2_2996
ko:K03704	yef:FORC2_2997
ko:K06147	yef:FORC2_3004
ko:K03182	yef:FORC2_3005
ko:K18850	yef:FORC2_3007
ko:K06889	yef:FORC2_3009
ko:K07665	yef:FORC2_3010
ko:K07644	yef:FORC2_3011
ko:K06221	yef:FORC2_3015
ko:K00230	yef:FORC2_3831
ko:K03498	yef:FORC2_3832
ko:K01825	yef:FORC2_3835
ko:K05368	yef:FORC2_3837
ko:K03182	yef:FORC2_3838
ko:K05785	yef:FORC2_3839
ko:K01698	yef:FORC2_3840
ko:K03424	yef:FORC2_3841
ko:K03118	yef:FORC2_3842
ko:K03117	yef:FORC2_3843
ko:K03116	yef:FORC2_3844
ko:K03688	yef:FORC2_3845
ko:K03690	yef:FORC2_3846
ko:K03183	yef:FORC2_3847
ko:K09760	yef:FORC2_3848
ko:K06200	yef:FORC2_3850
ko:K00757	yef:FORC2_3852
ko:K01061	yef:FORC2_3853
ko:K00549	yef:FORC2_3854
ko:K03576	yef:FORC2_3855
ko:K07088	yef:FORC2_3857
ko:K01126	yef:FORC2_3858
ko:K05816	yef:FORC2_3859
ko:K05815	yef:FORC2_3860
ko:K05814	yef:FORC2_3861
ko:K05813	yef:FORC2_3862
ko:K01996	yef:FORC2_3869
ko:K01995	yef:FORC2_3870
ko:K01998	yef:FORC2_3871
ko:K01997	yef:FORC2_3872
ko:K01999	yef:FORC2_3873
ko:K03089	yef:FORC2_3875
ko:K09811	yef:FORC2_3876
ko:K09812	yef:FORC2_3877
ko:K03110	yef:FORC2_3878
ko:K08316	yef:FORC2_3879
ko:K08993	yef:FORC2_3880
ko:K00674	yef:FORC2_0862
ko:K00990	yef:FORC2_0863
ko:K01265	yef:FORC2_0864
ko:K02967	yef:FORC2_0866
ko:K02357	yef:FORC2_0867
ko:K09903	yef:FORC2_0868
ko:K02838	yef:FORC2_0869
ko:K00099	yef:FORC2_0870
ko:K00806	yef:FORC2_0871
ko:K00981	yef:FORC2_0872
ko:K11749	yef:FORC2_0873
ko:K07277	yef:FORC2_0874
ko:K06142	yef:FORC2_0875
ko:K02536	yef:FORC2_0876
ko:K02372	yef:FORC2_0877
ko:K00677	yef:FORC2_0878
ko:K00748	yef:FORC2_0879
ko:K03470	yef:FORC2_0880
ko:K02337	yef:FORC2_0881
ko:K01962	yef:FORC2_0882
ko:K08234	yef:FORC2_0884
ko:K04075	yef:FORC2_0885
ko:K19000	yef:FORC2_0887
ko:K15034	yef:FORC2_0890
ko:K06079	yef:FORC2_0891
ko:K01881	yef:FORC2_0892
ko:K06080	yef:FORC2_0894
ko:K02073	yef:FORC2_0895
ko:K02072	yef:FORC2_0896
ko:K02071	yef:FORC2_0897
ko:K03273	yef:FORC2_0898
ko:K02078	yef:FORC2_0903
ko:K02078	yef:FORC2_0904
ko:K07107	yef:FORC2_0909
ko:K00647	yef:FORC2_0913
ko:K05591	yef:FORC2_1775
ko:K09918	yef:FORC2_1776
ko:K09900	yef:FORC2_1777
ko:K01354	yef:FORC2_1779
ko:K10857	yef:FORC2_1780
ko:K01259	yef:FORC2_1781
ko:K02345	yef:FORC2_1782
ko:K02217	yef:FORC2_1783
ko:K07156	yef:FORC2_1784
ko:K07245	yef:FORC2_1785
ko:K07497	yef:FORC2_1806
ko:K00638	yef:FORC2_1812
ko:K17850	yef:FORC2_1820
ko:K01467	yef:FORC2_1821
ko:K00883	yef:FORC2_1823
ko:K01631	yef:FORC2_1824
ko:K01684	yef:FORC2_1825
ko:K06942	yef:FORC2_1828
ko:K01056	yef:FORC2_1830
ko:K00948	yef:FORC2_1832
ko:K00919	yef:FORC2_1833
ko:K02494	yef:FORC2_1834
ko:K02492	yef:FORC2_1835
ko:K02233	yef:FORC2_2688
ko:K02231	yef:FORC2_2689
ko:K12371	yef:FORC2_0095
ko:K12372	yef:FORC2_0096
ko:K00694	yef:FORC2_0103
ko:K01728	yef:FORC2_0109
ko:K11103	yef:FORC2_0111
ko:K00874	yef:FORC2_0113
ko:K01821	yef:FORC2_0114
ko:K07290	yef:FORC2_0116
ko:K01521	yef:FORC2_0117
ko:K07058	yef:FORC2_0118
ko:K00067	yef:FORC2_0125
ko:K01790	yef:FORC2_0126
ko:K00383	yef:FORC2_0138
ko:K07115	yef:FORC2_0139
ko:K01414	yef:FORC2_0140
ko:K15984	yef:FORC2_0141
ko:K00262	yef:FORC2_0143
ko:K06149	yef:FORC2_0144
ko:K06144	yef:FORC2_0145
ko:K16322	yef:FORC2_0146
ko:K07007	yef:FORC2_0147
ko:K04835	yef:FORC2_0151
ko:K19268	yef:FORC2_0152
ko:K01846	yef:FORC2_0154
ko:K16651	yef:FORC2_0155
ko:K03596	yef:FORC2_1031
ko:K03100	yef:FORC2_1032
ko:K03685	yef:FORC2_1033
ko:K03584	yef:FORC2_1035
ko:K03474	yef:FORC2_1036
ko:K00997	yef:FORC2_1037
ko:K16321	yef:FORC2_1039
ko:K07106	yef:FORC2_1042
ko:K18697	yef:FORC2_1043
ko:K11991	yef:FORC2_1045
ko:K18691	yef:FORC2_1046
ko:K01952	yef:FORC2_1047
ko:K07711	yef:FORC2_1049
ko:K07715	yef:FORC2_1051
ko:K01950	yef:FORC2_1052
ko:K04751	yef:FORC2_1053
ko:K07048	yef:FORC2_1056
ko:K05916	yef:FORC2_1060
ko:K00600	yef:FORC2_1061
ko:K05820	yef:FORC2_1062
ko:K01092	yef:FORC2_1066
ko:K15396	yef:FORC2_1067
ko:K13643	yef:FORC2_1068
ko:K04487	yef:FORC2_1069
ko:K04488	yef:FORC2_1070
ko:K13628	yef:FORC2_1071
ko:K04082	yef:FORC2_1072
ko:K04044	yef:FORC2_1073
ko:K04755	yef:FORC2_1074
ko:K07751	yef:FORC2_1076
ko:K06894	yef:FORC2_1080
ko:K05367	yef:FORC2_1081
ko:K00940	yef:FORC2_1083
ko:K06941	yef:FORC2_1084
ko:K02656	yef:FORC2_1085
ko:K15539	yef:FORC2_1086
ko:K03526	yef:FORC2_1087
ko:K01892	yef:FORC2_1088
ko:K09780	yef:FORC2_1949
ko:K03832	yef:FORC2_1950
ko:K10806	yef:FORC2_1951
ko:K06190	yef:FORC2_1952
ko:K06940	yef:FORC2_1955
ko:K07275	yef:FORC2_1956
ko:K01695	yef:FORC2_1958
ko:K01696	yef:FORC2_1959
ko:K13498	yef:FORC2_1960
ko:K00766	yef:FORC2_1961
ko:K01658	yef:FORC2_1962
ko:K01657	yef:FORC2_1963
ko:K07053	yef:FORC2_1964
ko:K06178	yef:FORC2_1966
ko:K19221	yef:FORC2_1968
ko:K04774	yef:FORC2_1970
ko:K03168	yef:FORC2_1972
ko:K13634	yef:FORC2_1973
ko:K01681	yef:FORC2_1987
ko:K01497	yef:FORC2_1988
ko:K01096	yef:FORC2_1989
ko:K08992	yef:FORC2_1990
ko:K05782	yef:FORC2_1994
ko:K12151	yef:FORC2_1995
ko:K01591	yef:FORC2_1996
ko:K03113	yef:FORC2_1997
ko:K04062	yef:FORC2_1998
ko:K08313	yef:FORC2_2002
ko:K06200	yef:FORC2_2004
ko:K01147	yef:FORC2_2005
ko:K02042	yef:FORC2_2857
ko:K02044	yef:FORC2_2858
ko:K02041	yef:FORC2_2859
ko:K05873	yef:FORC2_2863
ko:K03777	yef:FORC2_2864
ko:K07262	yef:FORC2_2865
ko:K05541	yef:FORC2_2868
ko:K11927	yef:FORC2_2869
ko:K01993	yef:FORC2_2871
ko:K01990	yef:FORC2_2872
ko:K01992	yef:FORC2_2873
ko:K01992	yef:FORC2_2874
ko:K06890	yef:FORC2_2875
ko:K03635	yef:FORC2_2876
ko:K03636	yef:FORC2_2877
ko:K03637	yef:FORC2_2878
ko:K03639	yef:FORC2_2879
ko:K03702	yef:FORC2_2882
ko:K01935	yef:FORC2_2884
ko:K02169	yef:FORC2_2885
ko:K00652	yef:FORC2_2886
ko:K01012	yef:FORC2_2887
ko:K00833	yef:FORC2_2888
ko:K07404	yef:FORC2_2889
ko:K02017	yef:FORC2_2891
ko:K02018	yef:FORC2_2892
ko:K02020	yef:FORC2_2893
ko:K02019	yef:FORC2_2895
ko:K05776	yef:FORC2_2896
ko:K07052	yef:FORC2_2897
ko:K01784	yef:FORC2_2898
ko:K00965	yef:FORC2_2899
ko:K00849	yef:FORC2_2900
ko:K01785	yef:FORC2_2901
ko:K01173	yef:FORC2_2903
ko:K01834	yef:FORC2_2904
ko:K01626	yef:FORC2_2905
ko:K16264	yef:FORC2_2906
ko:K03811	yef:FORC2_2907
ko:K03517	yef:FORC2_2908
ko:K07113	yef:FORC2_3733
ko:K01744	yef:FORC2_3734
ko:K07791	yef:FORC2_3735
ko:K03926	yef:FORC2_3736
ko:K04084	yef:FORC2_3737
ko:K00865	yef:FORC2_3738
ko:K00656	yef:FORC2_3740
ko:K00932	yef:FORC2_3741
ko:K03838	yef:FORC2_3742
ko:K01754	yef:FORC2_3743
ko:K07227	yef:FORC2_3745
ko:K16087	yef:FORC2_3748
ko:K07225	yef:FORC2_3749
ko:K02016	yef:FORC2_3750
ko:K02015	yef:FORC2_3751
ko:K02013	yef:FORC2_3752
ko:K02014	yef:FORC2_3755
ko:K07263	yef:FORC2_3757
ko:K02471	yef:FORC2_3758
ko:K07165	yef:FORC2_3760
ko:K03088	yef:FORC2_3761
ko:K03832	yef:FORC2_3762
ko:K07112	yef:FORC2_3764
ko:K03229	yef:FORC2_3765
ko:K03228	yef:FORC2_3766
ko:K03227	yef:FORC2_3767
ko:K03226	yef:FORC2_3768
ko:K03225	yef:FORC2_3769
ko:K03224	yef:FORC2_3772
ko:K03230	yef:FORC2_3773
ko:K03222	yef:FORC2_3778
ko:K03221	yef:FORC2_3781
ko:K15350	yef:FORC2_3783
ko:K15346	yef:FORC2_3786
ko:K15345	yef:FORC2_3787
ko:K02886	yef:FORC2_0273
ko:K02965	yef:FORC2_0274
ko:K02890	yef:FORC2_0275
ko:K02982	yef:FORC2_0276
ko:K02878	yef:FORC2_0277
ko:K02904	yef:FORC2_0278
ko:K02961	yef:FORC2_0279
ko:K02874	yef:FORC2_0280
ko:K02895	yef:FORC2_0281
ko:K02931	yef:FORC2_0282
ko:K02954	yef:FORC2_0283
ko:K02994	yef:FORC2_0284
ko:K02933	yef:FORC2_0285
ko:K02881	yef:FORC2_0286
ko:K02988	yef:FORC2_0287
ko:K02907	yef:FORC2_0288
ko:K02876	yef:FORC2_0289
ko:K03076	yef:FORC2_0290
ko:K02919	yef:FORC2_0291
ko:K02952	yef:FORC2_0292
ko:K02948	yef:FORC2_0293
ko:K02986	yef:FORC2_0294
ko:K03040	yef:FORC2_0295
ko:K02879	yef:FORC2_0296
ko:K09890	yef:FORC2_0299
ko:K03282	yef:FORC2_0300
ko:K03499	yef:FORC2_0301
ko:K03500	yef:FORC2_0302
ko:K00604	yef:FORC2_0303
ko:K01462	yef:FORC2_0304
ko:K04096	yef:FORC2_0305
ko:K03747	yef:FORC2_0306
ko:K07479	yef:FORC2_0307
ko:K07566	yef:FORC2_0308
ko:K00014	yef:FORC2_0309
ko:K00651	yef:FORC2_0311
ko:K01638	yef:FORC2_0312
ko:K01637	yef:FORC2_0313
ko:K00906	yef:FORC2_0314
ko:K13641	yef:FORC2_0315
ko:K00548	yef:FORC2_0316
ko:K11016	yef:FORC2_0317
ko:K11017	yef:FORC2_0318
ko:K03453	yef:FORC2_0319
ko:K00928	yef:FORC2_0320
ko:K01810	yef:FORC2_0321
ko:K13256	yef:FORC2_0322
ko:K10110	yef:FORC2_0323
ko:K10109	yef:FORC2_0324
ko:K10108	yef:FORC2_0325
ko:K10111	yef:FORC2_0326
ko:K02232	yef:FORC2_2690
ko:K02006	yef:FORC2_2691
ko:K02008	yef:FORC2_2692
ko:K02009	yef:FORC2_2693
ko:K02007	yef:FORC2_2694
ko:K03394	yef:FORC2_2695
ko:K02190	yef:FORC2_2696
ko:K05895	yef:FORC2_2697
ko:K02189	yef:FORC2_2699
ko:K05936	yef:FORC2_2700
ko:K02191	yef:FORC2_2701
ko:K03399	yef:FORC2_2702
ko:K02188	yef:FORC2_2703
ko:K06042	yef:FORC2_2704
ko:K02227	yef:FORC2_2705
ko:K02224	yef:FORC2_2706
ko:K01699	yef:FORC2_2711
ko:K13919	yef:FORC2_2712
ko:K13920	yef:FORC2_2713
ko:K13923	yef:FORC2_2718
ko:K13922	yef:FORC2_2722
ko:K13921	yef:FORC2_2723
ko:K04031	yef:FORC2_2726
ko:K04029	yef:FORC2_2727
ko:K02303	yef:FORC2_2729
ko:K04720	yef:FORC2_2730
ko:K16651	yef:FORC2_2731
ko:K02058	yef:FORC2_2733
ko:K02056	yef:FORC2_2734
ko:K02057	yef:FORC2_2735
ko:K02057	yef:FORC2_2736
ko:K09802	yef:FORC2_2737
ko:K01141	yef:FORC2_2740
ko:K08317	yef:FORC2_2743
ko:K07454	yef:FORC2_3569
ko:K10974	yef:FORC2_3570
ko:K10974	yef:FORC2_3571
ko:K07733	yef:FORC2_3576
ko:K01156	yef:FORC2_3587
ko:K07316	yef:FORC2_3588
ko:K11720	yef:FORC2_3590
ko:K07091	yef:FORC2_3591
ko:K01255	yef:FORC2_3592
ko:K02339	yef:FORC2_3593
ko:K01873	yef:FORC2_3594
ko:K03828	yef:FORC2_3595
ko:K09893	yef:FORC2_3596
ko:K00611	yef:FORC2_3597
ko:K19334	yef:FORC2_3598
ko:K02035	yef:FORC2_3599
ko:K02033	yef:FORC2_3600
ko:K02034	yef:FORC2_3601
ko:K02043	yef:FORC2_3612
ko:K06166	yef:FORC2_3613
ko:K06165	yef:FORC2_3614
ko:K06164	yef:FORC2_3615
ko:K06163	yef:FORC2_3616
ko:K05781	yef:FORC2_3617
ko:K05780	yef:FORC2_3618
ko:K06162	yef:FORC2_3619
ko:K05774	yef:FORC2_3620
ko:K06167	yef:FORC2_3621
ko:K02024	yef:FORC2_0327
ko:K07223	yef:FORC2_1210
ko:K01639	yef:FORC2_1211
ko:K01788	yef:FORC2_1212
ko:K00885	yef:FORC2_1213
ko:K03290	yef:FORC2_1216
ko:K02048	yef:FORC2_1217
ko:K02046	yef:FORC2_1218
ko:K02047	yef:FORC2_1219
ko:K02045	yef:FORC2_1220
ko:K12339	yef:FORC2_1221
ko:K05685	yef:FORC2_1222
ko:K13888	yef:FORC2_1223
ko:K02484	yef:FORC2_1225
ko:K02777	yef:FORC2_1226
ko:K08483	yef:FORC2_1227
ko:K02784	yef:FORC2_1228
ko:K01738	yef:FORC2_1229
ko:K06203	yef:FORC2_1230
ko:K03528	yef:FORC2_1231
ko:K01972	yef:FORC2_1232
ko:K09954	yef:FORC2_1233
ko:K09962	yef:FORC2_1235
ko:K01885	yef:FORC2_1237
ko:K11535	yef:FORC2_1238
ko:K03322	yef:FORC2_1239
ko:K19265	yef:FORC2_1241
