ko:K01139	kph:KPNIH24_25705
ko:K10011	kph:KPNIH24_24920
ko:K10012	kph:KPNIH24_24925
ko:K07806	kph:KPNIH24_24930
ko:K13727	kph:KPNIH24_24935
ko:K15584	kph:KPNIH24_24945
ko:K15585	kph:KPNIH24_24950
ko:K15586	kph:KPNIH24_24955
ko:K15587	kph:KPNIH24_24960
ko:K10824	kph:KPNIH24_24965
ko:K07722	kph:KPNIH24_24970
ko:K06213	kph:KPNIH24_24975
ko:K07007	kph:KPNIH24_24980
ko:K16322	kph:KPNIH24_24985
ko:K06144	kph:KPNIH24_24990
ko:K06149	kph:KPNIH24_24995
ko:K03305	kph:KPNIH24_25000
ko:K15984	kph:KPNIH24_25005
ko:K01414	kph:KPNIH24_25010
ko:K07115	kph:KPNIH24_25020
ko:K00383	kph:KPNIH24_25025
ko:K00799	kph:KPNIH24_25030
ko:K01194	kph:KPNIH24_25040
ko:K07058	kph:KPNIH24_25060
ko:K07290	kph:KPNIH24_25070
ko:K00874	kph:KPNIH24_25075
ko:K11103	kph:KPNIH24_25085
ko:K01610	kph:KPNIH24_12075
ko:K03288	kph:KPNIH24_12090
ko:K06177	kph:KPNIH24_12110
ko:K09912	kph:KPNIH24_12115
ko:K11893	kph:KPNIH24_12130
ko:K11892	kph:KPNIH24_12135
ko:K11904	kph:KPNIH24_12150
ko:K11904	kph:KPNIH24_12155
ko:K03778	kph:KPNIH24_16425
ko:K03737	kph:KPNIH24_16440
ko:K14062	kph:KPNIH24_16445
ko:K14061	kph:KPNIH24_16460
ko:K14058	kph:KPNIH24_16470
ko:K05591	kph:KPNIH24_16475
ko:K16074	kph:KPNIH24_16480
ko:K11734	kph:KPNIH24_16505
ko:K00832	kph:KPNIH24_16520
ko:K02072	kph:KPNIH24_16525
ko:K02071	kph:KPNIH24_16530
ko:K02073	kph:KPNIH24_16535
ko:K08969	kph:KPNIH24_16540
ko:K11906	kph:KPNIH24_16610
ko:K11895	kph:KPNIH24_16615
ko:K11896	kph:KPNIH24_16620
ko:K11910	kph:KPNIH24_16625
ko:K11910	kph:KPNIH24_16630
ko:K11891	kph:KPNIH24_16635
ko:K11904	kph:KPNIH24_16685
ko:K11907	kph:KPNIH24_16690
ko:K11903	kph:KPNIH24_16695
ko:K00240	kph:KPNIH24_20950
ko:K00239	kph:KPNIH24_20955
ko:K00242	kph:KPNIH24_20960
ko:K00241	kph:KPNIH24_20965
ko:K01647	kph:KPNIH24_20970
ko:K05522	kph:KPNIH24_20980
ko:K01304	kph:KPNIH24_20985
ko:K07160	kph:KPNIH24_21000
ko:K03305	kph:KPNIH24_21020
ko:K01669	kph:KPNIH24_21025
ko:K01546	kph:KPNIH24_21035
ko:K01547	kph:KPNIH24_21040
ko:K01548	kph:KPNIH24_21045
ko:K07646	kph:KPNIH24_21050
ko:K07667	kph:KPNIH24_21055
ko:K01835	kph:KPNIH24_21065
ko:K03645	kph:KPNIH24_21070
ko:K03839	kph:KPNIH24_21085
ko:K03711	kph:KPNIH24_21090
ko:K01886	kph:KPNIH24_21110
ko:K02802	kph:KPNIH24_21115
ko:K02803	kph:KPNIH24_21115
ko:K02804	kph:KPNIH24_21115
ko:K02564	kph:KPNIH24_21120
ko:K01443	kph:KPNIH24_21125
ko:K02565	kph:KPNIH24_21130
ko:K02566	kph:KPNIH24_21135
ko:K01953	kph:KPNIH24_21140
ko:K03184	kph:KPNIH24_21180
ko:K06168	kph:KPNIH24_21185
ko:K07042	kph:KPNIH24_21195
ko:K06189	kph:KPNIH24_21200
ko:K03820	kph:KPNIH24_21205
ko:K10001	kph:KPNIH24_21210
ko:K10003	kph:KPNIH24_21215
ko:K10002	kph:KPNIH24_21220
ko:K10545	kph:KPNIH24_25365
ko:K10544	kph:KPNIH24_25370
ko:K02529	kph:KPNIH24_25375
ko:K03796	kph:KPNIH24_25380
ko:K01176	kph:KPNIH24_25385
ko:K00835	kph:KPNIH24_25390
ko:K05796	kph:KPNIH24_25395
ko:K03833	kph:KPNIH24_25400
ko:K01042	kph:KPNIH24_25405
ko:K02798	kph:KPNIH24_25425
ko:K02799	kph:KPNIH24_25425
ko:K02800	kph:KPNIH24_25425
ko:K00009	kph:KPNIH24_25430
ko:K02562	kph:KPNIH24_25435
ko:K14762	kph:KPNIH24_25445
ko:K00427	kph:KPNIH24_25455
ko:K14348	kph:KPNIH24_25460
ko:K00101	kph:KPNIH24_25465
ko:K03216	kph:KPNIH24_25470
ko:K00640	kph:KPNIH24_25475
ko:K00057	kph:KPNIH24_25480
ko:K03071	kph:KPNIH24_25485
ko:K15633	kph:KPNIH24_25500
ko:K09798	kph:KPNIH24_25510
ko:K00060	kph:KPNIH24_25520
ko:K00639	kph:KPNIH24_25525
ko:K03274	kph:KPNIH24_25530
ko:K02843	kph:KPNIH24_25535
ko:K02841	kph:KPNIH24_25540
ko:K02849	kph:KPNIH24_25565
ko:K02844	kph:KPNIH24_25570
ko:K02527	kph:KPNIH24_25585
ko:K12984	kph:KPNIH24_25590
ko:K00954	kph:KPNIH24_25595
ko:K10563	kph:KPNIH24_25600
ko:K02913	kph:KPNIH24_25605
ko:K02902	kph:KPNIH24_25610
ko:K03630	kph:KPNIH24_25615
ko:K13038	kph:KPNIH24_25620
ko:K12524	kph:KPNIH24_03640
ko:K00872	kph:KPNIH24_03645
ko:K01733	kph:KPNIH24_03650
ko:K09861	kph:KPNIH24_03660
ko:K03310	kph:KPNIH24_03665
ko:K00616	kph:KPNIH24_03670
ko:K03831	kph:KPNIH24_03675
ko:K07034	kph:KPNIH24_03685
ko:K04043	kph:KPNIH24_03700
ko:K03686	kph:KPNIH24_03705
ko:K03313	kph:KPNIH24_03710
ko:K03717	kph:KPNIH24_03715
ko:K02968	kph:KPNIH24_03720
ko:K11753	kph:KPNIH24_03725
ko:K01870	kph:KPNIH24_03730
ko:K03101	kph:KPNIH24_03735
ko:K03774	kph:KPNIH24_03740
ko:K03527	kph:KPNIH24_03745
ko:K12700	kph:KPNIH24_03750
ko:K07702	kph:KPNIH24_03770
ko:K07700	kph:KPNIH24_03775
ko:K01572	kph:KPNIH24_03780
ko:K01571	kph:KPNIH24_03785
ko:K01573	kph:KPNIH24_03790
ko:K01910	kph:KPNIH24_03800
ko:K01646	kph:KPNIH24_03805
ko:K01644	kph:KPNIH24_03810
ko:K01643	kph:KPNIH24_03815
ko:K05966	kph:KPNIH24_03820
ko:K00215	kph:KPNIH24_03825
ko:K01956	kph:KPNIH24_03835
ko:K01955	kph:KPNIH24_03840
ko:K11746	kph:KPNIH24_03850
ko:K01525	kph:KPNIH24_03865
ko:K06195	kph:KPNIH24_03870
ko:K02528	kph:KPNIH24_03875
ko:K00097	kph:KPNIH24_03880
ko:K03771	kph:KPNIH24_03885
ko:K04744	kph:KPNIH24_03890
ko:K05801	kph:KPNIH24_03895
ko:K07702	kph:KPNIH24_03900
ko:K07700	kph:KPNIH24_03905
ko:K02760	kph:KPNIH24_08050
ko:K02761	kph:KPNIH24_08055
ko:K16077	kph:KPNIH24_08060
ko:K01223	kph:KPNIH24_08070
ko:K15836	kph:KPNIH24_08075
ko:K04655	kph:KPNIH24_08080
ko:K04654	kph:KPNIH24_08085
ko:K04653	kph:KPNIH24_08090
ko:K04652	kph:KPNIH24_08095
ko:K04651	kph:KPNIH24_08100
ko:K15833	kph:KPNIH24_08105
ko:K15827	kph:KPNIH24_08110
ko:K15828	kph:KPNIH24_08115
ko:K15829	kph:KPNIH24_08120
ko:K15830	kph:KPNIH24_08125
ko:K15831	kph:KPNIH24_08130
ko:K15832	kph:KPNIH24_08135
ko:K15834	kph:KPNIH24_08140
ko:K08315	kph:KPNIH24_08145
ko:K01223	kph:KPNIH24_08155
ko:K02752	kph:KPNIH24_08160
ko:K02753	kph:KPNIH24_08160
ko:K03487	kph:KPNIH24_08165
ko:K05796	kph:KPNIH24_08170
ko:K04656	kph:KPNIH24_08175
ko:K07241	kph:KPNIH24_08180
ko:K12265	kph:KPNIH24_08185
ko:K12264	kph:KPNIH24_08190
ko:K12266	kph:KPNIH24_08195
ko:K02467	kph:KPNIH24_08200
ko:K02468	kph:KPNIH24_08205
ko:K02466	kph:KPNIH24_08210
ko:K00068	kph:KPNIH24_08215
ko:K02781	kph:KPNIH24_08220
ko:K02782	kph:KPNIH24_08225
ko:K02783	kph:KPNIH24_08225
ko:K02783	kph:KPNIH24_08230
ko:K08305	kph:KPNIH24_08235
ko:K02074	kph:KPNIH24_08240
ko:K02075	kph:KPNIH24_08245
ko:K02077	kph:KPNIH24_08250
ko:K03743	kph:KPNIH24_08255
ko:K03565	kph:KPNIH24_08265
ko:K01872	kph:KPNIH24_08270
ko:K03563	kph:KPNIH24_08275
ko:K01433	kph:KPNIH24_12490
ko:K09858	kph:KPNIH24_12495
ko:K07001	kph:KPNIH24_12500
ko:K00963	kph:KPNIH24_12510
ko:K04072	kph:KPNIH24_12525
ko:K15580	kph:KPNIH24_12535
ko:K15581	kph:KPNIH24_12540
ko:K15582	kph:KPNIH24_12545
ko:K15583	kph:KPNIH24_12550
ko:K10823	kph:KPNIH24_12555
ko:K10716	kph:KPNIH24_12560
ko:K09901	kph:KPNIH24_12565
ko:K06131	kph:KPNIH24_12570
ko:K09780	kph:KPNIH24_12585
ko:K03832	kph:KPNIH24_12590
ko:K16370	kph:KPNIH24_12605
ko:K07283	kph:KPNIH24_12610
ko:K01868	kph:KPNIH24_12620
ko:K02520	kph:KPNIH24_12625
ko:K02916	kph:KPNIH24_12630
ko:K02887	kph:KPNIH24_12635
ko:K01889	kph:KPNIH24_12640
ko:K01890	kph:KPNIH24_12645
ko:K04764	kph:KPNIH24_12650
ko:K00285	kph:KPNIH24_12660
ko:K06073	kph:KPNIH24_12675
ko:K02073	kph:KPNIH24_12680
ko:K00432	kph:KPNIH24_12685
ko:K06074	kph:KPNIH24_12690
ko:K08997	kph:KPNIH24_12700
ko:K01626	kph:KPNIH24_12710
ko:K09773	kph:KPNIH24_12715
ko:K05520	kph:KPNIH24_17050
ko:K06885	kph:KPNIH24_17055
ko:K04757	kph:KPNIH24_17070
ko:K06889	kph:KPNIH24_17085
ko:K15580	kph:KPNIH24_17105
ko:K14054	kph:KPNIH24_17110
ko:K11065	kph:KPNIH24_17120
ko:K07120	kph:KPNIH24_17125
ko:K03721	kph:KPNIH24_17130
ko:K01222	kph:KPNIH24_17135
ko:K13636	kph:KPNIH24_17140
ko:K08990	kph:KPNIH24_17145
ko:K06918	kph:KPNIH24_17150
ko:K03971	kph:KPNIH24_17155
ko:K03970	kph:KPNIH24_17165
ko:K03969	kph:KPNIH24_17170
ko:K03974	kph:KPNIH24_17175
ko:K08170	kph:KPNIH24_17180
ko:K02058	kph:KPNIH24_21505
ko:K02057	kph:KPNIH24_21510
ko:K02056	kph:KPNIH24_21515
ko:K08317	kph:KPNIH24_21525
ko:K06200	kph:KPNIH24_21550
ko:K00216	kph:KPNIH24_21560
ko:K01252	kph:KPNIH24_21565
ko:K02363	kph:KPNIH24_21570
ko:K02361	kph:KPNIH24_21575
ko:K02016	kph:KPNIH24_21580
ko:K08225	kph:KPNIH24_21585
ko:K02015	kph:KPNIH24_21590
ko:K02015	kph:KPNIH24_21595
ko:K02013	kph:KPNIH24_21600
ko:K02364	kph:KPNIH24_21605
ko:K07214	kph:KPNIH24_21615
ko:K02362	kph:KPNIH24_21625
ko:K00615	kph:KPNIH24_21630
ko:K00615	kph:KPNIH24_21635
ko:K00864	kph:KPNIH24_21645
ko:K17202	kph:KPNIH24_21650
ko:K17204	kph:KPNIH24_21660
ko:K17203	kph:KPNIH24_21665
ko:K03566	kph:KPNIH24_21685
ko:K16053	kph:KPNIH24_21690
ko:K02168	kph:KPNIH24_21700
ko:K02167	kph:KPNIH24_21705
ko:K02035	kph:KPNIH24_21725
ko:K02033	kph:KPNIH24_21730
ko:K02034	kph:KPNIH24_21735
ko:K15372	kph:KPNIH24_21750
ko:K15373	kph:KPNIH24_21755
ko:K02028	kph:KPNIH24_21760
ko:K02029	kph:KPNIH24_21765
ko:K02029	kph:KPNIH24_21770
ko:K07552	kph:KPNIH24_25925
ko:K07106	kph:KPNIH24_25930
ko:K11191	kph:KPNIH24_25935
ko:K11192	kph:KPNIH24_25935
ko:K16514	kph:KPNIH24_25955
ko:K10218	kph:KPNIH24_25960
ko:K16515	kph:KPNIH24_25965
ko:K16516	kph:KPNIH24_25970
ko:K02760	kph:KPNIH24_25990
ko:K02761	kph:KPNIH24_25995
ko:K02759	kph:KPNIH24_26000
ko:K02024	kph:KPNIH24_26005
ko:K11083	kph:KPNIH24_26015
ko:K11084	kph:KPNIH24_26020
ko:K11081	kph:KPNIH24_26025
ko:K03430	kph:KPNIH24_26035
ko:K05306	kph:KPNIH24_26040
ko:K07726	kph:KPNIH24_26055
ko:K07784	kph:KPNIH24_26065
ko:K07783	kph:KPNIH24_26070
ko:K07675	kph:KPNIH24_26075
ko:K01653	kph:KPNIH24_26085
ko:K01652	kph:KPNIH24_26090
ko:K08154	kph:KPNIH24_26110
ko:K13636	kph:KPNIH24_26115
ko:K13629	kph:KPNIH24_26120
ko:K01753	kph:KPNIH24_26125
ko:K06871	kph:KPNIH24_26130
ko:K00389	kph:KPNIH24_26140
ko:K01232	kph:KPNIH24_26145
ko:K02749	kph:KPNIH24_26150
ko:K02750	kph:KPNIH24_26150
ko:K03482	kph:KPNIH24_26155
ko:K07085	kph:KPNIH24_26160
ko:K13256	kph:KPNIH24_01390
ko:K10110	kph:KPNIH24_01395
ko:K10109	kph:KPNIH24_01400
ko:K10108	kph:KPNIH24_01405
ko:K10111	kph:KPNIH24_01410
ko:K02024	kph:KPNIH24_01415
ko:K05775	kph:KPNIH24_01420
ko:K03181	kph:KPNIH24_01425
ko:K03179	kph:KPNIH24_01430
ko:K00631	kph:KPNIH24_01435
ko:K00901	kph:KPNIH24_01440
ko:K01356	kph:KPNIH24_01445
ko:K03327	kph:KPNIH24_01450
ko:K09823	kph:KPNIH24_01460
ko:K05539	kph:KPNIH24_01470
ko:K01775	kph:KPNIH24_01490
ko:K00832	kph:KPNIH24_01495
ko:K03788	kph:KPNIH24_01500
ko:K03701	kph:KPNIH24_01515
ko:K18325	kph:KPNIH24_01535
ko:K07277	kph:KPNIH24_01550
ko:K01092	kph:KPNIH24_01560
ko:K13631	kph:KPNIH24_01605
ko:K13639	kph:KPNIH24_01610
ko:K00799	kph:KPNIH24_01615
ko:K06901	kph:KPNIH24_01620
ko:K03316	kph:KPNIH24_01625
ko:K06518	kph:KPNIH24_01635
ko:K07347	kph:KPNIH24_01660
ko:K07679	kph:KPNIH24_05835
ko:K07690	kph:KPNIH24_05840
ko:K03649	kph:KPNIH24_05860
ko:K03086	kph:KPNIH24_05865
ko:K02970	kph:KPNIH24_05875
ko:K01409	kph:KPNIH24_05880
ko:K03189	kph:KPNIH24_05890
ko:K03188	kph:KPNIH24_05895
ko:K03187	kph:KPNIH24_05900
ko:K01428	kph:KPNIH24_05905
ko:K01429	kph:KPNIH24_05910
ko:K01430	kph:KPNIH24_05915
ko:K03190	kph:KPNIH24_05920
ko:K08591	kph:KPNIH24_05930
ko:K01633	kph:KPNIH24_05935
ko:K06153	kph:KPNIH24_05940
ko:K00974	kph:KPNIH24_05945
ko:K07184	kph:KPNIH24_05950
ko:K18446	kph:KPNIH24_05955
ko:K00982	kph:KPNIH24_05960
ko:K03272	kph:KPNIH24_05965
ko:K09806	kph:KPNIH24_05975
ko:K02858	kph:KPNIH24_05980
ko:K07238	kph:KPNIH24_05985
ko:K12340	kph:KPNIH24_06005
ko:K01515	kph:KPNIH24_06010
ko:K09920	kph:KPNIH24_06015
ko:K03651	kph:KPNIH24_06020
ko:K07000	kph:KPNIH24_06025
ko:K02622	kph:KPNIH24_06030
ko:K03923	kph:KPNIH24_06040
ko:K07645	kph:KPNIH24_06045
ko:K13652	kph:KPNIH24_06060
ko:K02621	kph:KPNIH24_06065
ko:K00655	kph:KPNIH24_06070
ko:K06221	kph:KPNIH24_06090
ko:K02897	kph:KPNIH24_10230
ko:K06183	kph:KPNIH24_10240
ko:K07552	kph:KPNIH24_10245
ko:K13896	kph:KPNIH24_10255
ko:K13895	kph:KPNIH24_10260
ko:K13894	kph:KPNIH24_10265
ko:K13893	kph:KPNIH24_10270
ko:K13694	kph:KPNIH24_10280
ko:K01686	kph:KPNIH24_10300
ko:K02356	kph:KPNIH24_10305
ko:K09968	kph:KPNIH24_10315
ko:K03291	kph:KPNIH24_10320
ko:K02768	kph:KPNIH24_10325
ko:K11183	kph:KPNIH24_10325
ko:K00882	kph:KPNIH24_10330
ko:K02769	kph:KPNIH24_10335
ko:K02770	kph:KPNIH24_10335
ko:K01151	kph:KPNIH24_10340
ko:K11733	kph:KPNIH24_10355
ko:K16089	kph:KPNIH24_10360
ko:K01070	kph:KPNIH24_10365
ko:K01495	kph:KPNIH24_10370
ko:K07148	kph:KPNIH24_10375
ko:K02529	kph:KPNIH24_10380
ko:K10540	kph:KPNIH24_10385
ko:K10542	kph:KPNIH24_10390
ko:K10541	kph:KPNIH24_10395
ko:K03748	kph:KPNIH24_10400
ko:K01489	kph:KPNIH24_10405
ko:K06518	kph:KPNIH24_10415
ko:K05541	kph:KPNIH24_10420
ko:K07267	kph:KPNIH24_10425
ko:K03488	kph:KPNIH24_10430
ko:K02755	kph:KPNIH24_10435
ko:K02756	kph:KPNIH24_10435
ko:K02757	kph:KPNIH24_10435
ko:K01223	kph:KPNIH24_10440
ko:K07262	kph:KPNIH24_10460
ko:K03823	kph:KPNIH24_10465
ko:K03777	kph:KPNIH24_10470
ko:K05349	kph:KPNIH24_10475
ko:K05845	kph:KPNIH24_10480
ko:K05846	kph:KPNIH24_10485
ko:K05847	kph:KPNIH24_10490
ko:K05846	kph:KPNIH24_10495
ko:K02030	kph:KPNIH24_14745
ko:K02029	kph:KPNIH24_14750
ko:K02029	kph:KPNIH24_14755
ko:K02028	kph:KPNIH24_14765
ko:K02083	kph:KPNIH24_14775
ko:K02371	kph:KPNIH24_14780
ko:K08178	kph:KPNIH24_14805
ko:K02821	kph:KPNIH24_14850
ko:K02822	kph:KPNIH24_14855
ko:K03475	kph:KPNIH24_14860
ko:K17195	kph:KPNIH24_14865
ko:K02768	kph:KPNIH24_14870
ko:K02769	kph:KPNIH24_14880
ko:K02770	kph:KPNIH24_14885
ko:K01439	kph:KPNIH24_14920
ko:K07048	kph:KPNIH24_14930
ko:K02057	kph:KPNIH24_14935
ko:K02056	kph:KPNIH24_14940
ko:K02529	kph:KPNIH24_14945
ko:K10439	kph:KPNIH24_14950
ko:K00852	kph:KPNIH24_14955
ko:K06971	kph:KPNIH24_14960
ko:K03707	kph:KPNIH24_14965
ko:K11382	kph:KPNIH24_14980
ko:K08478	kph:KPNIH24_14985
ko:K08475	kph:KPNIH24_14990
ko:K08476	kph:KPNIH24_14995
ko:K15580	kph:KPNIH24_19380
ko:K11179	kph:KPNIH24_19390
ko:K01512	kph:KPNIH24_19395
ko:K06910	kph:KPNIH24_19405
ko:K06969	kph:KPNIH24_19410
ko:K11940	kph:KPNIH24_19415
ko:K06929	kph:KPNIH24_19420
ko:K01734	kph:KPNIH24_19425
ko:K03658	kph:KPNIH24_19430
ko:K07343	kph:KPNIH24_19445
ko:K13053	kph:KPNIH24_19450
ko:K03286	kph:KPNIH24_19455
ko:K09911	kph:KPNIH24_19460
ko:K04770	kph:KPNIH24_19465
ko:K01716	kph:KPNIH24_19470
ko:K03812	kph:KPNIH24_19475
ko:K09857	kph:KPNIH24_19480
ko:K06192	kph:KPNIH24_19485
ko:K03808	kph:KPNIH24_19490
ko:K15738	kph:KPNIH24_19495
ko:K12297	kph:KPNIH24_19500
ko:K07140	kph:KPNIH24_19505
ko:K00254	kph:KPNIH24_19515
ko:K00299	kph:KPNIH24_19520
ko:K15553	kph:KPNIH24_19525
ko:K04091	kph:KPNIH24_19530
ko:K15554	kph:KPNIH24_19535
ko:K15555	kph:KPNIH24_19540
ko:K01256	kph:KPNIH24_19545
ko:K00763	kph:KPNIH24_19550
ko:K03556	kph:KPNIH24_23790
ko:K00627	kph:KPNIH24_23805
ko:K00382	kph:KPNIH24_23810
ko:K02443	kph:KPNIH24_23825
ko:K00880	kph:KPNIH24_23830
ko:K00059	kph:KPNIH24_23835
ko:K00058	kph:KPNIH24_23840
ko:K02775	kph:KPNIH24_23845
ko:K09982	kph:KPNIH24_23860
ko:K15737	kph:KPNIH24_23865
ko:K15736	kph:KPNIH24_23870
ko:K00135	kph:KPNIH24_23875
ko:K07250	kph:KPNIH24_23880
ko:K11735	kph:KPNIH24_23885
ko:K15735	kph:KPNIH24_23890
ko:K11926	kph:KPNIH24_23895
ko:K11750	kph:KPNIH24_23900
ko:K00769	kph:KPNIH24_23905
ko:K01270	kph:KPNIH24_23910
ko:K03830	kph:KPNIH24_23915
ko:K02346	kph:KPNIH24_23920
ko:K05952	kph:KPNIH24_23930
ko:K00351	kph:KPNIH24_23935
ko:K00350	kph:KPNIH24_23940
ko:K00349	kph:KPNIH24_23945
ko:K00348	kph:KPNIH24_23950
ko:K00347	kph:KPNIH24_23955
ko:K00346	kph:KPNIH24_23960
ko:K03271	kph:KPNIH24_23975
ko:K06445	kph:KPNIH24_23980
ko:K11249	kph:KPNIH24_23990
ko:K02342	kph:KPNIH24_24005
ko:K03469	kph:KPNIH24_24010
ko:K01069	kph:KPNIH24_24020
ko:K08307	kph:KPNIH24_24025
ko:K18699	kph:KPNIH24_15650
ko:K03718	kph:KPNIH24_00010
ko:K01914	kph:KPNIH24_00015
ko:K03924	kph:KPNIH24_00025
ko:K03549	kph:KPNIH24_00030
ko:K06726	kph:KPNIH24_00035
ko:K10441	kph:KPNIH24_00040
ko:K10440	kph:KPNIH24_00045
ko:K10439	kph:KPNIH24_00050
ko:K00852	kph:KPNIH24_00055
ko:K02529	kph:KPNIH24_00060
ko:K03753	kph:KPNIH24_00095
ko:K03752	kph:KPNIH24_00100
ko:K09896	kph:KPNIH24_00105
ko:K03673	kph:KPNIH24_00115
ko:K03978	kph:KPNIH24_00130
ko:K09894	kph:KPNIH24_00135
ko:K07712	kph:KPNIH24_00145
ko:K07708	kph:KPNIH24_00150
ko:K01915	kph:KPNIH24_00155
ko:K06207	kph:KPNIH24_00160
ko:K07058	kph:KPNIH24_00170
ko:K07560	kph:KPNIH24_00175
ko:K02380	kph:KPNIH24_00200
ko:K00127	kph:KPNIH24_00205
ko:K00124	kph:KPNIH24_00210
ko:K00123	kph:KPNIH24_00215
ko:K00123	kph:KPNIH24_00220
ko:K02379	kph:KPNIH24_00225
ko:K00850	kph:KPNIH24_00235
ko:K02822	kph:KPNIH24_00240
ko:K03475	kph:KPNIH24_00245
ko:K01624	kph:KPNIH24_00250
ko:K02821	kph:KPNIH24_00260
ko:K02529	kph:KPNIH24_00285
ko:K07407	kph:KPNIH24_00290
ko:K02456	kph:KPNIH24_04440
ko:K02455	kph:KPNIH24_04445
ko:K02454	kph:KPNIH24_04450
ko:K02453	kph:KPNIH24_04455
ko:K02452	kph:KPNIH24_04460
ko:K02451	kph:KPNIH24_04480
ko:K02465	kph:KPNIH24_04485
ko:K05365	kph:KPNIH24_04495
ko:K02013	kph:KPNIH24_04505
ko:K02016	kph:KPNIH24_04510
ko:K02015	kph:KPNIH24_04515
ko:K01845	kph:KPNIH24_04520
ko:K03281	kph:KPNIH24_04525
ko:K15724	kph:KPNIH24_04530
ko:K06858	kph:KPNIH24_04540
ko:K01243	kph:KPNIH24_04545
ko:K01129	kph:KPNIH24_04550
ko:K02647	kph:KPNIH24_04560
ko:K00674	kph:KPNIH24_04570
ko:K00990	kph:KPNIH24_04575
ko:K01265	kph:KPNIH24_04580
ko:K02967	kph:KPNIH24_04585
ko:K02357	kph:KPNIH24_04590
ko:K09903	kph:KPNIH24_04595
ko:K02838	kph:KPNIH24_04600
ko:K00099	kph:KPNIH24_04605
ko:K00806	kph:KPNIH24_04610
ko:K00981	kph:KPNIH24_04615
ko:K11749	kph:KPNIH24_04620
ko:K07277	kph:KPNIH24_04625
ko:K06142	kph:KPNIH24_04630
ko:K02536	kph:KPNIH24_04635
ko:K02372	kph:KPNIH24_04640
ko:K00677	kph:KPNIH24_04645
ko:K00748	kph:KPNIH24_04650
ko:K03470	kph:KPNIH24_04655
ko:K02337	kph:KPNIH24_04660
ko:K01962	kph:KPNIH24_04665
ko:K08234	kph:KPNIH24_04675
ko:K04075	kph:KPNIH24_04680
ko:K15034	kph:KPNIH24_04700
ko:K06079	kph:KPNIH24_04705
ko:K03584	kph:KPNIH24_08870
ko:K03474	kph:KPNIH24_08875
ko:K00997	kph:KPNIH24_08880
ko:K11991	kph:KPNIH24_08900
ko:K01952	kph:KPNIH24_08915
ko:K07711	kph:KPNIH24_08920
ko:K07715	kph:KPNIH24_08930
ko:K04751	kph:KPNIH24_08935
ko:K05916	kph:KPNIH24_08940
ko:K00600	kph:KPNIH24_08945
ko:K15977	kph:KPNIH24_08950
ko:K05820	kph:KPNIH24_08975
ko:K01092	kph:KPNIH24_09000
ko:K15396	kph:KPNIH24_09005
ko:K13643	kph:KPNIH24_09010
ko:K04487	kph:KPNIH24_09015
ko:K03657	kph:KPNIH24_00850
ko:K03284	kph:KPNIH24_00855
ko:K05786	kph:KPNIH24_00860
ko:K01058	kph:KPNIH24_00870
ko:K03654	kph:KPNIH24_00875
ko:K05835	kph:KPNIH24_00880
ko:K05834	kph:KPNIH24_00890
ko:K01048	kph:KPNIH24_00895
ko:K03576	kph:KPNIH24_00910
ko:K00549	kph:KPNIH24_00915
ko:K01061	kph:KPNIH24_00920
ko:K00757	kph:KPNIH24_00925
ko:K09760	kph:KPNIH24_00930
ko:K03183	kph:KPNIH24_00935
ko:K03690	kph:KPNIH24_00940
ko:K03688	kph:KPNIH24_00945
ko:K03116	kph:KPNIH24_00950
ko:K03117	kph:KPNIH24_00955
ko:K03118	kph:KPNIH24_00960
ko:K03424	kph:KPNIH24_00965
ko:K03182	kph:KPNIH24_00975
ko:K05368	kph:KPNIH24_00980
ko:K01825	kph:KPNIH24_00990
ko:K03498	kph:KPNIH24_01005
ko:K00230	kph:KPNIH24_01010
ko:K00075	kph:KPNIH24_01040
ko:K03524	kph:KPNIH24_01045
ko:K00867	kph:KPNIH24_01050
ko:K02358	kph:KPNIH24_01075
ko:K03073	kph:KPNIH24_01080
ko:K02601	kph:KPNIH24_01085
ko:K02867	kph:KPNIH24_01090
ko:K02863	kph:KPNIH24_01095
ko:K02864	kph:KPNIH24_01100
ko:K02935	kph:KPNIH24_01105
ko:K03043	kph:KPNIH24_01110
ko:K03046	kph:KPNIH24_01115
ko:K07792	kph:KPNIH24_01120
ko:K07574	kph:KPNIH24_05265
ko:K02427	kph:KPNIH24_05270
ko:K03798	kph:KPNIH24_05275
ko:K00796	kph:KPNIH24_05280
ko:K03431	kph:KPNIH24_05285
ko:K03075	kph:KPNIH24_05290
ko:K01940	kph:KPNIH24_05315
ko:K09748	kph:KPNIH24_05325
ko:K02600	kph:KPNIH24_05330
ko:K02519	kph:KPNIH24_05335
ko:K02834	kph:KPNIH24_05340
ko:K03177	kph:KPNIH24_05345
ko:K02956	kph:KPNIH24_05350
ko:K00962	kph:KPNIH24_05355
ko:K05803	kph:KPNIH24_05360
ko:K05592	kph:KPNIH24_05365
ko:K03835	kph:KPNIH24_05370
ko:K08303	kph:KPNIH24_05385
ko:K03824	kph:KPNIH24_05395
ko:K07461	kph:KPNIH24_05400
ko:K09979	kph:KPNIH24_05405
ko:K05520	kph:KPNIH24_05410
ko:K07089	kph:KPNIH24_05420
ko:K12961	kph:KPNIH24_05430
ko:K07460	kph:KPNIH24_05435
ko:K07121	kph:KPNIH24_05440
ko:K07056	kph:KPNIH24_05445
ko:K02436	kph:KPNIH24_05455
