ko:K21900	bsp:U712_18975
ko:K16919	bsp:U712_15115
ko:K06885	bsp:U712_18950
ko:K06314	bsp:U712_18960
ko:K03298	bsp:U712_18965
ko:K16869	bsp:U712_18970
ko:K00625	bsp:U712_18980
ko:K02205	bsp:U712_19035
ko:K00294	bsp:U712_19045
ko:K00260	bsp:U712_19050
ko:K00973	bsp:U712_19075
ko:K07257	bsp:U712_19085
ko:K06305	bsp:U712_19120
ko:K03648	bsp:U712_19150
ko:K00868	bsp:U712_19175
ko:K01193	bsp:U712_19185
ko:K02598	bsp:U712_19195
ko:K01951	bsp:U712_03210
ko:K06901	bsp:U712_03215
ko:K01588	bsp:U712_03240
ko:K01589	bsp:U712_03245
ko:K01756	bsp:U712_03250
ko:K01923	bsp:U712_03255
ko:K01952	bsp:U712_03260
ko:K01952	bsp:U712_03265
ko:K01952	bsp:U712_03270
ko:K00764	bsp:U712_03275
ko:K01933	bsp:U712_03280
ko:K11175	bsp:U712_03285
ko:K00602	bsp:U712_03290
ko:K01945	bsp:U712_03295
ko:K16263	bsp:U712_03305
ko:K01486	bsp:U712_03315
ko:K07094	bsp:U712_03340
ko:K03657	bsp:U712_03345
ko:K01972	bsp:U712_03350
ko:K07507	bsp:U712_03365
ko:K03307	bsp:U712_03370
ko:K02435	bsp:U712_03375
ko:K02433	bsp:U712_03380
ko:K02434	bsp:U712_03385
ko:K03215	bsp:U712_03405
ko:K06388	bsp:U712_06690
ko:K03306	bsp:U712_06695
ko:K07220	bsp:U712_06700
ko:K03294	bsp:U712_06705
ko:K15975	bsp:U712_06710
ko:K00286	bsp:U712_06735
ko:K16203	bsp:U712_06740
ko:K16200	bsp:U712_06745
ko:K16201	bsp:U712_06750
ko:K16202	bsp:U712_06755
ko:K16199	bsp:U712_06760
ko:K01297	bsp:U712_06770
ko:K07404	bsp:U712_06790
ko:K05916	bsp:U712_06805
ko:K00995	bsp:U712_08870
ko:K09769	bsp:U712_08895
ko:K06416	bsp:U712_08900
ko:K00060	bsp:U712_08905
ko:K00639	bsp:U712_08910
ko:K06168	bsp:U712_08915
ko:K06328	bsp:U712_08925
ko:K03555	bsp:U712_08930
ko:K03572	bsp:U712_08935
ko:K15328	bsp:U712_08970
ko:K15329	bsp:U712_08975
ko:K15337	bsp:U712_08980
ko:K00646	bsp:U712_08985
ko:K02237	bsp:U712_12530
ko:K02239	bsp:U712_12535
ko:K09710	bsp:U712_12545
ko:K00969	bsp:U712_12555
ko:K07574	bsp:U712_12560
ko:K00014	bsp:U712_12565
ko:K06948	bsp:U712_12570
ko:K07015	bsp:U712_12575
ko:K06371	bsp:U712_12580
ko:K00033	bsp:U712_12600
ko:K03325	bsp:U712_12625
ko:K09190	bsp:U712_12640
ko:K01569	bsp:U712_16635
ko:K02004	bsp:U712_16645
ko:K02003	bsp:U712_16650
ko:K02005	bsp:U712_16655
ko:K02013	bsp:U712_16660
ko:K02015	bsp:U712_16665
ko:K02015	bsp:U712_16670
ko:K02016	bsp:U712_16675
ko:K03758	bsp:U712_16685
ko:K06427	bsp:U712_16690
ko:K07038	bsp:U712_16695
ko:K02020	bsp:U712_16705
ko:K02018	bsp:U712_16710
ko:K03316	bsp:U712_16725
ko:K00381	bsp:U712_16730
ko:K00380	bsp:U712_16735
ko:K03657	bsp:U712_16740
ko:K03611	bsp:U712_16755
ko:K01534	bsp:U712_16765
ko:K17686	bsp:U712_16770
ko:K07213	bsp:U712_16775
ko:K01118	bsp:U712_16790
ko:K00059	bsp:U712_16815
ko:K03664	bsp:U712_16820
ko:K12573	bsp:U712_16825
ko:K03928	bsp:U712_16830
ko:K03075	bsp:U712_16835
ko:K03406	bsp:U712_16860
ko:K03501	bsp:U712_20805
ko:K03495	bsp:U712_20810
ko:K03650	bsp:U712_20815
ko:K06346	bsp:U712_20820
ko:K03217	bsp:U712_20825
ko:K03536	bsp:U712_20830
ko:K02002	bsp:U712_01545
ko:K14665	bsp:U712_01550
ko:K01176	bsp:U712_01565
ko:K00016	bsp:U712_01575
ko:K03303	bsp:U712_01580
ko:K09190	bsp:U712_01600
ko:K09967	bsp:U712_01610
ko:K01916	bsp:U712_01615
ko:K00891	bsp:U712_01625
ko:K01060	bsp:U712_01640
ko:K07074	bsp:U712_01645
ko:K00318	bsp:U712_01650
ko:K00294	bsp:U712_01655
ko:K11928	bsp:U712_01660
ko:K08986	bsp:U712_01670
ko:K07089	bsp:U712_01675
ko:K13542	bsp:U712_01690
ko:K00363	bsp:U712_01695
ko:K00362	bsp:U712_01700
ko:K00372	bsp:U712_01705
ko:K00362	bsp:U712_01710
ko:K02575	bsp:U712_01715
ko:K09007	bsp:U712_01720
ko:K10009	bsp:U712_01740
ko:K02424	bsp:U712_01745
ko:K01223	bsp:U712_01765
ko:K03406	bsp:U712_01780
ko:K08094	bsp:U712_01785
ko:K08093	bsp:U712_01790
ko:K15656	bsp:U712_01815
ko:K00648	bsp:U712_05820
ko:K09458	bsp:U712_05825
ko:K02033	bsp:U712_05850
ko:K02034	bsp:U712_05855
ko:K01867	bsp:U712_05865
ko:K15580	bsp:U712_05870
ko:K15581	bsp:U712_05875
ko:K15582	bsp:U712_05880
ko:K15583	bsp:U712_05885
ko:K10823	bsp:U712_05890
ko:K16509	bsp:U712_05910
ko:K16511	bsp:U712_05920
ko:K08602	bsp:U712_05935
ko:K06886	bsp:U712_05950
ko:K07816	bsp:U712_05970
ko:K00858	bsp:U712_05975
ko:K06180	bsp:U712_05980
ko:K03455	bsp:U712_05990
ko:K03707	bsp:U712_05995
ko:K10810	bsp:U712_06000
ko:K03153	bsp:U712_06005
ko:K03154	bsp:U712_06010
ko:K03149	bsp:U712_06015
ko:K00941	bsp:U712_06025
ko:K00208	bsp:U712_06030
ko:K06342	bsp:U712_06060
ko:K06341	bsp:U712_06065
ko:K03925	bsp:U712_07975
ko:K03531	bsp:U712_08055
ko:K13276	bsp:U712_08060
ko:K06383	bsp:U712_08065
ko:K03091	bsp:U712_08070
ko:K03091	bsp:U712_08075
ko:K02013	bsp:U712_08080
ko:K05810	bsp:U712_08095
ko:K06997	bsp:U712_08100
ko:K09772	bsp:U712_08105
ko:K02221	bsp:U712_08110
ko:K04074	bsp:U712_08120
ko:K01870	bsp:U712_08130
ko:K03101	bsp:U712_08140
ko:K06180	bsp:U712_08145
ko:K02825	bsp:U712_08150
ko:K02824	bsp:U712_08155
ko:K00609	bsp:U712_08160
ko:K01465	bsp:U712_08165
ko:K00817	bsp:U712_10965
ko:K01695	bsp:U712_10970
ko:K01696	bsp:U712_10975
ko:K01817	bsp:U712_10980
ko:K01609	bsp:U712_10985
ko:K00766	bsp:U712_10990
ko:K01657	bsp:U712_10995
ko:K06208	bsp:U712_11000
ko:K01735	bsp:U712_11005
ko:K01736	bsp:U712_11010
ko:K00575	bsp:U712_11015
ko:K00940	bsp:U712_11020
ko:K00805	bsp:U712_11025
ko:K03183	bsp:U712_11030
ko:K00805	bsp:U712_11035
ko:K06285	bsp:U712_11040
ko:K01495	bsp:U712_11045
ko:K03530	bsp:U712_11050
ko:K06398	bsp:U712_11055
ko:K00057	bsp:U712_11070
ko:K03977	bsp:U712_11075
ko:K05739	bsp:U712_11085
ko:K01823	bsp:U712_11100
ko:K02945	bsp:U712_11105
ko:K00945	bsp:U712_11110
ko:K06313	bsp:U712_11125
ko:K01449	bsp:U712_11130
ko:K00384	bsp:U712_11140
ko:K00260	bsp:U712_11145
ko:K16511	bsp:U712_11150
ko:K07052	bsp:U712_11170
ko:K03654	bsp:U712_11175
ko:K05337	bsp:U712_11185
ko:K00058	bsp:U712_11200
ko:K03785	bsp:U712_11205
ko:K03088	bsp:U712_11215
ko:K07139	bsp:U712_15140
ko:K16188	bsp:U712_15150
ko:K01048	bsp:U712_15155
ko:K01953	bsp:U712_15170
ko:K00789	bsp:U712_15175
ko:K01610	bsp:U712_15180
ko:K02051	bsp:U712_15195
ko:K02049	bsp:U712_15200
ko:K02050	bsp:U712_15205
ko:K04047	bsp:U712_15220
ko:K07173	bsp:U712_15235
ko:K08998	bsp:U712_15240
ko:K01673	bsp:U712_15245
ko:K02909	bsp:U712_15250
ko:K00425	bsp:U712_15255
ko:K00426	bsp:U712_15260
ko:K11709	bsp:U712_15270
ko:K11708	bsp:U712_15275
ko:K11710	bsp:U712_15280
ko:K11707	bsp:U712_15285
ko:K02549	bsp:U712_15290
ko:K01911	bsp:U712_15295
ko:K01661	bsp:U712_15300
ko:K08680	bsp:U712_15305
ko:K02551	bsp:U712_15310
ko:K02552	bsp:U712_15315
ko:K00963	bsp:U712_15325
ko:K00012	bsp:U712_15330
ko:K00688	bsp:U712_15370
ko:K00703	bsp:U712_15375
ko:K00975	bsp:U712_15380
ko:K00975	bsp:U712_15385
ko:K03488	bsp:U712_19200
ko:K14647	bsp:U712_19210
ko:K05837	bsp:U712_19230
ko:K02829	bsp:U712_19240
ko:K02828	bsp:U712_19245
ko:K02827	bsp:U712_19250
ko:K02826	bsp:U712_19255
ko:K00965	bsp:U712_19265
ko:K00849	bsp:U712_19270
ko:K16301	bsp:U712_19305
ko:K07224	bsp:U712_19310
ko:K07243	bsp:U712_19315
ko:K00788	bsp:U712_19320
ko:K00878	bsp:U712_19325
ko:K06518	bsp:U712_19335
ko:K05820	bsp:U712_19345
ko:K06969	bsp:U712_19355
ko:K01759	bsp:U712_19360
ko:K02761	bsp:U712_19370
ko:K01866	bsp:U712_19410
ko:K06332	bsp:U712_03480
ko:K06333	bsp:U712_03485
ko:K06334	bsp:U712_03490
ko:K07718	bsp:U712_03510
ko:K07720	bsp:U712_03515
ko:K02027	bsp:U712_03520
ko:K02025	bsp:U712_03525
ko:K02026	bsp:U712_03530
ko:K15532	bsp:U712_03535
ko:K17318	bsp:U712_03585
ko:K17319	bsp:U712_03590
ko:K17320	bsp:U712_03595
ko:K07406	bsp:U712_03600
ko:K06890	bsp:U712_03635
ko:K14338	bsp:U712_03660
ko:K00978	bsp:U712_03680
ko:K01709	bsp:U712_03685
ko:K08223	bsp:U712_03705
ko:K01433	bsp:U712_06840
ko:K00931	bsp:U712_06845
ko:K00147	bsp:U712_06850
ko:K13275	bsp:U712_06890
ko:K17763	bsp:U712_06900
ko:K16785	bsp:U712_06905
ko:K16786	bsp:U712_06910
ko:K16787	bsp:U712_06910
ko:K16925	bsp:U712_06915
ko:K15311	bsp:U712_08990
ko:K15312	bsp:U712_08995
ko:K15313	bsp:U712_09000
ko:K17734	bsp:U712_09055
ko:K00791	bsp:U712_09095
ko:K03666	bsp:U712_09100
ko:K03647	bsp:U712_09115
ko:K03091	bsp:U712_12925
ko:K13256	bsp:U712_12935
ko:K07148	bsp:U712_12950
ko:K07090	bsp:U712_12975
ko:K08153	bsp:U712_13020
ko:K00657	bsp:U712_13025
ko:K16264	bsp:U712_13055
ko:K05846	bsp:U712_16865
ko:K05845	bsp:U712_16870
ko:K05846	bsp:U712_16875
ko:K05847	bsp:U712_16880
ko:K05846	bsp:U712_16910
ko:K05845	bsp:U712_16915
ko:K05846	bsp:U712_16920
ko:K05847	bsp:U712_16925
ko:K05595	bsp:U712_16935
ko:K01689	bsp:U712_16960
ko:K15633	bsp:U712_16965
ko:K01803	bsp:U712_16970
ko:K00927	bsp:U712_16975
ko:K00134	bsp:U712_16980
ko:K05311	bsp:U712_16985
ko:K02103	bsp:U712_16995
ko:K00782	bsp:U712_17025
ko:K07693	bsp:U712_17040
ko:K07778	bsp:U712_17045
ko:K01992	bsp:U712_17050
ko:K01990	bsp:U712_17055
ko:K01224	bsp:U712_17075
ko:K12308	bsp:U712_17080
ko:K15772	bsp:U712_17085
ko:K15771	bsp:U712_17090
ko:K15770	bsp:U712_17095
ko:K02529	bsp:U712_17100
ko:K03303	bsp:U712_17110
ko:K03092	bsp:U712_17115
ko:K01560	bsp:U712_03710
ko:K03294	bsp:U712_03715
ko:K15738	bsp:U712_03730
ko:K02013	bsp:U712_03805
ko:K02015	bsp:U712_03810
ko:K02015	bsp:U712_03815
ko:K00549	bsp:U712_06880
ko:K14237	bsp:U712_21245
ko:K14233	bsp:U712_21080
ko:K14233	bsp:U712_21270
ko:K00128	bsp:U712_19615
ko:K00128	bsp:U712_20165
ko:K00128	bsp:U712_10180
ko:K00128	bsp:U712_19145
ko:K14225	bsp:U712_20935
ko:K14225	bsp:U712_21000
ko:K14225	bsp:U712_21345
ko:K14225	bsp:U712_21220
ko:K14225	bsp:U712_21115
ko:K14225	bsp:U712_21240
ko:K14225	bsp:U712_21285
ko:K14220	bsp:U712_21075
ko:K14220	bsp:U712_21275
ko:K14230	bsp:U712_21135
ko:K14230	bsp:U712_21180
ko:K14230	bsp:U712_21305
ko:K14226	bsp:U712_21210
ko:K14226	bsp:U712_21290
ko:K14222	bsp:U712_21225
ko:K14219	bsp:U712_21250
ko:K14219	bsp:U712_21390
ko:K14228	bsp:U712_21350
ko:K14223	bsp:U712_21255
ko:K14223	bsp:U712_21215
ko:K14223	bsp:U712_21090
ko:K14223	bsp:U712_21070
ko:K14218	bsp:U712_21385
ko:K14230	bsp:U712_21315
ko:K08221	bsp:U712_03745
ko:K00104	bsp:U712_14185
ko:K18104	bsp:U712_17435
ko:K07149	bsp:U712_20675
ko:K00008	bsp:U712_03085
ko:K01046	bsp:U712_04245
ko:K00130	bsp:U712_15430
ko:K16697	bsp:U712_17845
ko:K16694	bsp:U712_17850
ko:K07222	bsp:U712_13050
ko:K00004	bsp:U712_03135
ko:K01101	bsp:U712_16100
ko:K18115	bsp:U712_10185
ko:K03892	bsp:U712_02625
ko:K14219	bsp:U712_21260
ko:K02809	bsp:U712_19385
ko:K02810	bsp:U712_19385
ko:K14230	bsp:U712_20890
ko:K14230	bsp:U712_21320
ko:K03206	bsp:U712_04755
ko:K21471	bsp:U712_17425
ko:K07145	bsp:U712_03610
ko:K21469	bsp:U712_00855
ko:K21472	bsp:U712_16125
ko:K03719	bsp:U712_02460
ko:K03719	bsp:U712_02465
ko:K00632	bsp:U712_16400
ko:K21466	bsp:U712_07345
ko:K02809	bsp:U712_00860
ko:K02810	bsp:U712_00860
ko:K02809	bsp:U712_19190
ko:K02810	bsp:U712_19190
ko:K01838	bsp:U712_17295
ko:K00634	bsp:U712_11740
ko:K01046	bsp:U712_01395
ko:K18197	bsp:U712_03560
ko:K06880	bsp:U712_01175
ko:K19419	bsp:U712_17170
ko:K18231	bsp:U712_02805
ko:K14219	bsp:U712_20945
ko:K14219	bsp:U712_21110
ko:K14219	bsp:U712_21335
ko:K14219	bsp:U712_21005
ko:K15654	bsp:U712_01805
ko:K19242	bsp:U712_19640
ko:K19546	bsp:U712_19020
ko:K11691	bsp:U712_02255
ko:K19417	bsp:U712_17205
ko:K19449	bsp:U712_12015
ko:K19429	bsp:U712_17140
ko:K19430	bsp:U712_17135
ko:K14233	bsp:U712_21165
ko:K14228	bsp:U712_20930
ko:K14228	bsp:U712_21100
ko:K14228	bsp:U712_20940
ko:K14228	bsp:U712_21340
ko:K14228	bsp:U712_21230
ko:K06366	bsp:U712_03455
ko:K14220	bsp:U712_20990
ko:K14220	bsp:U712_21160
ko:K16960	bsp:U712_14550
ko:K14229	bsp:U712_20925
ko:K14229	bsp:U712_21355
ko:K14229	bsp:U712_21095
ko:K14229	bsp:U712_21410
ko:K14235	bsp:U712_21205
ko:K14228	bsp:U712_21235
ko:K06595	bsp:U712_05300
ko:K16169	bsp:U712_16175
ko:K15973	bsp:U712_06970
ko:K00963	bsp:U712_17915
ko:K06284	bsp:U712_07605
ko:K19420	bsp:U712_17200
ko:K03488	bsp:U712_19390
ko:K16838	bsp:U712_16180
ko:K01487	bsp:U712_06875
ko:K22579	bsp:U712_17640
ko:K03742	bsp:U712_08875
ko:K16236	bsp:U712_19925
ko:K07705	bsp:U712_14305
ko:K01200	bsp:U712_14865
ko:K00681	bsp:U712_09690
ko:K00681	bsp:U712_18120
ko:K08693	bsp:U712_03970
ko:K15640	bsp:U712_05280
ko:K06389	bsp:U712_06685
ko:K06430	bsp:U712_10790
ko:K09388	bsp:U712_18945
ko:K09809	bsp:U712_17930
ko:K06384	bsp:U712_11450
ko:K04749	bsp:U712_02395
ko:K06380	bsp:U712_13830
ko:K03332	bsp:U712_13270
ko:K18653	bsp:U712_05390
ko:K18652	bsp:U712_05380
ko:K12555	bsp:U712_05150
ko:K18654	bsp:U712_05385
ko:K18770	bsp:U712_15685
ko:K18672	bsp:U712_00895
ko:K18707	bsp:U712_12440
ko:K18692	bsp:U712_12285
ko:K18929	bsp:U712_17030
ko:K01971	bsp:U712_07000
ko:K18928	bsp:U712_17035
ko:K18925	bsp:U712_06835
ko:K18907	bsp:U712_02650
ko:K06147	bsp:U712_04160
ko:K06147	bsp:U712_04165
ko:K09692	bsp:U712_17925
ko:K11814	bsp:U712_09080
ko:K11815	bsp:U712_09075
ko:K01612	bsp:U712_01885
ko:K07171	bsp:U712_02370
ko:K13611	bsp:U712_09005
ko:K18967	bsp:U712_04650
ko:K03790	bsp:U712_09755
ko:K08168	bsp:U712_20695
ko:K03111	bsp:U712_20750
ko:K03497	bsp:U712_20785
ko:K03496	bsp:U712_20790
ko:K03497	bsp:U712_20800
ko:K05593	bsp:U712_13125
ko:K01233	bsp:U712_13195
ko:K03502	bsp:U712_09975
ko:K03111	bsp:U712_18235
ko:K04565	bsp:U712_10225
ko:K06321	bsp:U712_10450
ko:K06320	bsp:U712_10460
ko:K06343	bsp:U712_06055
ko:K06340	bsp:U712_06070
ko:K02538	bsp:U712_06210
ko:K08191	bsp:U712_06420
ko:K06352	bsp:U712_06460
ko:K06326	bsp:U712_09310
ko:K06378	bsp:U712_11410
ko:K16247	bsp:U712_03080
ko:K06372	bsp:U712_12010
ko:K06354	bsp:U712_12650
ko:K16956	bsp:U712_14570
ko:K16593	bsp:U712_14985
ko:K13274	bsp:U712_05510
ko:K06344	bsp:U712_06050
ko:K19005	bsp:U712_03670
ko:K06376	bsp:U712_07130
ko:K06437	bsp:U712_07490
ko:K13615	bsp:U712_09030
ko:K15468	bsp:U712_09035
ko:K09681	bsp:U712_09715
ko:K15327	bsp:U712_08960
ko:K13613	bsp:U712_09015
ko:K06369	bsp:U712_09970
ko:K06323	bsp:U712_10440
ko:K03526	bsp:U712_12250
ko:K19005	bsp:U712_03915
ko:K18979	bsp:U712_04540
ko:K13052	bsp:U712_00320
ko:K11639	bsp:U712_03865
ko:K06309	bsp:U712_03930
ko:K07816	bsp:U712_19425
ko:K14742	bsp:U712_02965
ko:K03741	bsp:U712_12620
ko:K11641	bsp:U712_01415
ko:K06368	bsp:U712_01455
ko:K16170	bsp:U712_16170
ko:K06289	bsp:U712_16525
ko:K03429	bsp:U712_10595
ko:K15655	bsp:U712_01810
ko:K06361	bsp:U712_01950
ko:K06353	bsp:U712_01955
ko:K11624	bsp:U712_02685
ko:K11640	bsp:U712_01410
ko:K06609	bsp:U712_09260
ko:K06609	bsp:U712_04185
ko:K06609	bsp:U712_03130
ko:K06415	bsp:U712_04785
ko:K19242	bsp:U712_04800
ko:K06293	bsp:U712_17985
ko:K13037	bsp:U712_19005
ko:K06360	bsp:U712_18455
ko:K06356	bsp:U712_20410
ko:K00148	bsp:U712_20375
ko:K07097	bsp:U712_09585
ko:K16921	bsp:U712_15120
ko:K06337	bsp:U712_15350
ko:K02032	bsp:U712_06785
ko:K02483	bsp:U712_01940
ko:K02777	bsp:U712_10760
ko:K02777	bsp:U712_20300
ko:K06893	bsp:U712_03470
ko:K06331	bsp:U712_15360
ko:K11633	bsp:U712_20055
ko:K00354	bsp:U712_11605
ko:K08166	bsp:U712_18935
ko:K13277	bsp:U712_19375
ko:K16699	bsp:U712_17820
ko:K01447	bsp:U712_12590
ko:K19220	bsp:U712_10230
ko:K00798	bsp:U712_16575
ko:K19223	bsp:U712_04770
ko:K19224	bsp:U712_04795
ko:K11615	bsp:U712_15705
ko:K06308	bsp:U712_03940
ko:K06345	bsp:U712_13710
ko:K13612	bsp:U712_09010
ko:K07149	bsp:U712_01850
ko:K01897	bsp:U712_05290
ko:K11195	bsp:U712_13285
ko:K11194	bsp:U712_13290
ko:K01710	bsp:U712_19070
ko:K01447	bsp:U712_06675
ko:K11634	bsp:U712_20060
ko:K06365	bsp:U712_20405
ko:K05375	bsp:U712_15920
ko:K06288	bsp:U712_16520
ko:K01447	bsp:U712_06470
ko:K06338	bsp:U712_15355
ko:K06424	bsp:U712_16285
ko:K15668	bsp:U712_09640
ko:K06336	bsp:U712_12020
ko:K06291	bsp:U712_17975
ko:K06363	bsp:U712_12645
ko:K11620	bsp:U712_16555
ko:K16706	bsp:U712_17830
ko:K01227	bsp:U712_17960
ko:K06362	bsp:U712_18280
ko:K06364	bsp:U712_18880
ko:K03339	bsp:U712_20065
ko:K00456	bsp:U712_15470
ko:K19225	bsp:U712_12150
ko:K01785	bsp:U712_09665
ko:K19426	bsp:U712_17160
ko:K19433	bsp:U712_12030
ko:K00839	bsp:U712_16220
ko:K15667	bsp:U712_09645
ko:K19285	bsp:U712_19220
ko:K19286	bsp:U712_02005
ko:K00020	bsp:U712_07335
ko:K19424	bsp:U712_17175
ko:K06884	bsp:U712_02230
ko:K02771	bsp:U712_13275
ko:K01585	bsp:U712_07695
ko:K02100	bsp:U712_16990
ko:K01567	bsp:U712_04045
ko:K03722	bsp:U712_10720
ko:K03722	bsp:U712_10845
ko:K01992	bsp:U712_02285
ko:K19405	bsp:U712_00435
ko:K19422	bsp:U712_17185
ko:K19421	bsp:U712_17190
ko:K04771	bsp:U712_16485
ko:K04771	bsp:U712_06730
ko:K15664	bsp:U712_09655
ko:K01400	bsp:U712_07740
ko:K19302	bsp:U712_18355
ko:K19411	bsp:U712_00430
ko:K00525	bsp:U712_09120
ko:K19432	bsp:U712_19285
ko:K00903	bsp:U712_17195
ko:K19423	bsp:U712_17180
ko:K19425	bsp:U712_17165
ko:K03574	bsp:U712_15210
ko:K19428	bsp:U712_17145
ko:K19431	bsp:U712_17130
ko:K15665	bsp:U712_09650
ko:K19418	bsp:U712_17150
ko:K02031	bsp:U712_05835
ko:K18567	bsp:U712_02905
ko:K19550	bsp:U712_18990
ko:K02483	bsp:U712_17380
ko:K06400	bsp:U712_12615
ko:K06418	bsp:U712_14675
ko:K06881	bsp:U712_14500
ko:K03483	bsp:U712_02155
ko:K11625	bsp:U712_02690
ko:K16248	bsp:U712_03090
ko:K00887	bsp:U712_12380
ko:K06440	bsp:U712_13225
ko:K01906	bsp:U712_15010
ko:K21755	bsp:U712_01875
ko:K19552	bsp:U712_19000
ko:K19549	bsp:U712_18995
ko:K19548	bsp:U712_19010
ko:K19547	bsp:U712_19015
ko:K08164	bsp:U712_00975
ko:K19707	bsp:U712_17065
ko:K19701	bsp:U712_19420
ko:K01258	bsp:U712_11650
ko:K06329	bsp:U712_04465
ko:K07119	bsp:U712_03775
ko:K00547	bsp:U712_05635
ko:K00297	bsp:U712_05635
ko:K19802	bsp:U712_06775
ko:K19955	bsp:U712_15620
ko:K01342	bsp:U712_05250
ko:K19955	bsp:U712_15615
ko:K18889	bsp:U712_04940
ko:K05770	bsp:U712_15365
ko:K20074	bsp:U712_08295
ko:K18907	bsp:U712_05570
ko:K12132	bsp:U712_08300
ko:K20201	bsp:U712_18595
ko:K20116	bsp:U712_07300
ko:K20117	bsp:U712_07300
ko:K20118	bsp:U712_07300
ko:K02763	bsp:U712_01195
ko:K02764	bsp:U712_01195
ko:K02765	bsp:U712_01195
ko:K21613	bsp:U712_19965
ko:K11196	bsp:U712_13280
ko:K20534	bsp:U712_06720
ko:K06339	bsp:U712_06260
ko:K08884	bsp:U712_00340
ko:K08884	bsp:U712_01030
ko:K18890	bsp:U712_04945
ko:K20534	bsp:U712_04375
ko:K20628	bsp:U712_09810
ko:K22103	bsp:U712_18230
ko:K01179	bsp:U712_09550
ko:K20742	bsp:U712_06780
ko:K07258	bsp:U712_11265
ko:K22106	bsp:U712_13340
ko:K01271	bsp:U712_07280
ko:K01208	bsp:U712_17330
ko:K21029	bsp:U712_07500
ko:K20895	bsp:U712_08085
ko:K03148	bsp:U712_06020
ko:K21064	bsp:U712_18000
ko:K08968	bsp:U712_14710
ko:K00821	bsp:U712_05760
ko:K21064	bsp:U712_02100
ko:K00435	bsp:U712_18985
ko:K00526	bsp:U712_09125
ko:K07474	bsp:U712_06540
ko:K02314	bsp:U712_20490
ko:K00558	bsp:U712_03040
ko:K00558	bsp:U712_03045
ko:K06909	bsp:U712_06545
ko:K02316	bsp:U712_12325
ko:K06217	bsp:U712_12395
ko:K03553	bsp:U712_08880
ko:K01493	bsp:U712_12525
ko:K06909	bsp:U712_12820
ko:K07455	bsp:U712_12870
ko:K01174	bsp:U712_09255
ko:K01520	bsp:U712_09275
ko:K00560	bsp:U712_09295
ko:K00857	bsp:U712_18665
ko:K03546	bsp:U712_05445
ko:K00287	bsp:U712_10540
ko:K00560	bsp:U712_10545
ko:K17733	bsp:U712_01450
ko:K21285	bsp:U712_17950
ko:K05799	bsp:U712_17105
ko:K03328	bsp:U712_00295
ko:K03293	bsp:U712_01045
ko:K03293	bsp:U712_15165
ko:K00980	bsp:U712_17940
ko:K02483	bsp:U712_12945
ko:K02335	bsp:U712_14395
ko:K21416	bsp:U712_04085
ko:K21417	bsp:U712_04090
ko:K06607	bsp:U712_20120
ko:K13281	bsp:U712_18745
ko:K02101	bsp:U712_14230
ko:K21405	bsp:U712_04105
ko:K21464	bsp:U712_18900
ko:K21481	bsp:U712_05145
ko:K03892	bsp:U712_12635
ko:K21465	bsp:U712_12220
ko:K21467	bsp:U712_02145
ko:K21468	bsp:U712_13425
ko:K21567	bsp:U712_01685
ko:K21487	bsp:U712_10010
ko:K21493	bsp:U712_19875
ko:K21494	bsp:U712_19870
ko:K21601	bsp:U712_02055
ko:K21600	bsp:U712_16780
ko:K21567	bsp:U712_16005
ko:K21488	bsp:U712_10005
ko:K21491	bsp:U712_12660
ko:K21743	bsp:U712_18400
ko:K21745	bsp:U712_13250
ko:K11923	bsp:U712_04865
ko:K21701	bsp:U712_00840
ko:K21802	bsp:U712_03720
ko:K21902	bsp:U712_03740
ko:K21935	bsp:U712_10405
ko:K06299	bsp:U712_15840
ko:K21959	bsp:U712_16450
ko:K19302	bsp:U712_10370
ko:K21959	bsp:U712_09695
ko:K18244	bsp:U712_11770
ko:K00680	bsp:U712_14575
ko:K22043	bsp:U712_10070
ko:K21960	bsp:U712_14580
ko:K21993	bsp:U712_13370
ko:K01463	bsp:U712_10885
ko:K00754	bsp:U712_10880
ko:K22135	bsp:U712_10255
ko:K22136	bsp:U712_07970
ko:K03595	bsp:U712_12365
ko:K14274	bsp:U712_16605
ko:K22132	bsp:U712_13550
ko:K22109	bsp:U712_15435
ko:K01932	bsp:U712_18025
ko:K22116	bsp:U712_18020
ko:K22230	bsp:U712_15490
ko:K22187	bsp:U712_01260
ko:K03547	bsp:U712_05040
ko:K22278	bsp:U712_06265
ko:K03077	bsp:U712_14235
ko:K22301	bsp:U712_16885
ko:K02257	bsp:U712_06255
ko:K02257	bsp:U712_07835
ko:K22299	bsp:U712_16850
ko:K22301	bsp:U712_16930
ko:K09988	bsp:U712_02180
ko:K13566	bsp:U712_07100
ko:K18672	bsp:U712_10240
ko:K22441	bsp:U712_16025
ko:K22579	bsp:U712_09910
