ko:K03316	ypz:YPZ3_3119
ko:K09979	ypz:YPZ3_3062
ko:K01924	ypz:YPZ3_0534
ko:K01921	ypz:YPZ3_0535
ko:K03589	ypz:YPZ3_0536
ko:K03590	ypz:YPZ3_0537
ko:K03531	ypz:YPZ3_0538
ko:K07396	ypz:YPZ3_0598
ko:K03086	ypz:YPZ3_0604
ko:K02316	ypz:YPZ3_0605
ko:K01409	ypz:YPZ3_0606
ko:K08591	ypz:YPZ3_0607
ko:K01633	ypz:YPZ3_0608
ko:K06153	ypz:YPZ3_0609
ko:K07184	ypz:YPZ3_0611
ko:K00982	ypz:YPZ3_0613
ko:K03272	ypz:YPZ3_0614
ko:K02858	ypz:YPZ3_0616
ko:K01515	ypz:YPZ3_0621
ko:K09920	ypz:YPZ3_0622
ko:K03651	ypz:YPZ3_0623
ko:K07000	ypz:YPZ3_0624
ko:K02622	ypz:YPZ3_0625
ko:K03923	ypz:YPZ3_0627
ko:K02621	ypz:YPZ3_0628
ko:K00655	ypz:YPZ3_0629
ko:K08325	ypz:YPZ3_0634
ko:K03561	ypz:YPZ3_0638
ko:K03559	ypz:YPZ3_0639
ko:K12515	ypz:YPZ3_0640
ko:K12512	ypz:YPZ3_0643
ko:K12511	ypz:YPZ3_0644
ko:K12510	ypz:YPZ3_0645
ko:K02283	ypz:YPZ3_0646
ko:K02282	ypz:YPZ3_0647
ko:K02280	ypz:YPZ3_0649
ko:K00101	ypz:YPZ3_1432
ko:K01940	ypz:YPZ3_1433
ko:K09912	ypz:YPZ3_1438
ko:K02532	ypz:YPZ3_1445
ko:K02414	ypz:YPZ3_1898
ko:K00800	ypz:YPZ3_1270
ko:K00945	ypz:YPZ3_1271
ko:K02945	ypz:YPZ3_1272
ko:K02238	ypz:YPZ3_1273
ko:K00912	ypz:YPZ3_1275
ko:K00979	ypz:YPZ3_1277
ko:K06219	ypz:YPZ3_1279
ko:K03633	ypz:YPZ3_1280
ko:K03804	ypz:YPZ3_1281
ko:K03632	ypz:YPZ3_1282
ko:K01893	ypz:YPZ3_1289
ko:K00763	ypz:YPZ3_1290
ko:K01256	ypz:YPZ3_1291
ko:K07140	ypz:YPZ3_1294
ko:K12297	ypz:YPZ3_1295
ko:K03808	ypz:YPZ3_1297
ko:K06192	ypz:YPZ3_1298
ko:K09857	ypz:YPZ3_1299
ko:K09458	ypz:YPZ3_1301
ko:K01716	ypz:YPZ3_1305
ko:K04770	ypz:YPZ3_1306
ko:K09911	ypz:YPZ3_1307
ko:K03286	ypz:YPZ3_1309
ko:K09458	ypz:YPZ3_2088
ko:K00059	ypz:YPZ3_2089
ko:K00645	ypz:YPZ3_2090
ko:K00648	ypz:YPZ3_2091
ko:K03621	ypz:YPZ3_2092
ko:K07040	ypz:YPZ3_2093
ko:K06179	ypz:YPZ3_2096
ko:K08300	ypz:YPZ3_2097
ko:K01465	ypz:YPZ3_2099
ko:K02846	ypz:YPZ3_2101
ko:K11744	ypz:YPZ3_2103
ko:K07146	ypz:YPZ3_2104
ko:K08368	ypz:YPZ3_2109
ko:K02026	ypz:YPZ3_2123
ko:K02025	ypz:YPZ3_2124
ko:K03451	ypz:YPZ3_2137
ko:K02529	ypz:YPZ3_2140
ko:K10440	ypz:YPZ3_2141
ko:K10441	ypz:YPZ3_2142
ko:K06176	ypz:YPZ3_2958
ko:K01770	ypz:YPZ3_2959
ko:K00991	ypz:YPZ3_2960
ko:K05589	ypz:YPZ3_2961
ko:K00860	ypz:YPZ3_2963
ko:K00957	ypz:YPZ3_2965
ko:K02302	ypz:YPZ3_2966
ko:K00390	ypz:YPZ3_2968
ko:K00381	ypz:YPZ3_2969
ko:K00380	ypz:YPZ3_2970
ko:K01737	ypz:YPZ3_2971
ko:K10026	ypz:YPZ3_2972
ko:K04565	ypz:YPZ3_2973
ko:K01689	ypz:YPZ3_2974
ko:K01937	ypz:YPZ3_2975
ko:K07678	ypz:YPZ3_2978
ko:K01129	ypz:YPZ3_2980
ko:K01243	ypz:YPZ3_2981
ko:K03281	ypz:YPZ3_2985
ko:K01845	ypz:YPZ3_2986
ko:K02015	ypz:YPZ3_2987
ko:K02016	ypz:YPZ3_2988
ko:K02013	ypz:YPZ3_2989
ko:K05365	ypz:YPZ3_2990
ko:K03579	ypz:YPZ3_2991
ko:K01975	ypz:YPZ3_2992
ko:K06206	ypz:YPZ3_2993
ko:K06204	ypz:YPZ3_2994
ko:K01894	ypz:YPZ3_2995
ko:K00950	ypz:YPZ3_2997
ko:K00606	ypz:YPZ3_2998
ko:K01918	ypz:YPZ3_2999
ko:K01579	ypz:YPZ3_3000
ko:K01673	ypz:YPZ3_3004
ko:K00760	ypz:YPZ3_3005
ko:K00797	ypz:YPZ3_3008
ko:K01611	ypz:YPZ3_3009
ko:K02528	ypz:YPZ3_0477
ko:K00097	ypz:YPZ3_0478
ko:K03771	ypz:YPZ3_0479
ko:K04744	ypz:YPZ3_0480
ko:K05801	ypz:YPZ3_0481
ko:K06177	ypz:YPZ3_0482
ko:K11900	ypz:YPZ3_0486
ko:K11903	ypz:YPZ3_0487
ko:K11897	ypz:YPZ3_0488
ko:K11896	ypz:YPZ3_0489
ko:K11895	ypz:YPZ3_0490
ko:K11907	ypz:YPZ3_0491
ko:K03580	ypz:YPZ3_0502
ko:K02336	ypz:YPZ3_0503
ko:K02063	ypz:YPZ3_0506
ko:K02064	ypz:YPZ3_0507
ko:K11925	ypz:YPZ3_0508
ko:K03291	ypz:YPZ3_0509
ko:K01704	ypz:YPZ3_0512
ko:K01703	ypz:YPZ3_0513
ko:K00052	ypz:YPZ3_0514
ko:K01649	ypz:YPZ3_0515
ko:K05798	ypz:YPZ3_0517
ko:K01652	ypz:YPZ3_0519
ko:K01653	ypz:YPZ3_0520
ko:K03435	ypz:YPZ3_0522
ko:K02535	ypz:YPZ3_0539
ko:K13301	ypz:YPZ3_0541
ko:K03070	ypz:YPZ3_0542
ko:K08191	ypz:YPZ3_0554
ko:K01812	ypz:YPZ3_0555
ko:K00041	ypz:YPZ3_0556
ko:K01685	ypz:YPZ3_0557
ko:K07862	ypz:YPZ3_0560
ko:K07043	ypz:YPZ3_0562
ko:K00219	ypz:YPZ3_0565
ko:K02529	ypz:YPZ3_0582
ko:K02025	ypz:YPZ3_0584
ko:K02026	ypz:YPZ3_0585
ko:K05349	ypz:YPZ3_0587
ko:K07148	ypz:YPZ3_1373
ko:K10540	ypz:YPZ3_1374
ko:K10542	ypz:YPZ3_1375
ko:K10541	ypz:YPZ3_1376
ko:K03748	ypz:YPZ3_1377
ko:K00027	ypz:YPZ3_1378
ko:K01489	ypz:YPZ3_1379
ko:K06518	ypz:YPZ3_1381
ko:K01874	ypz:YPZ3_1387
ko:K03593	ypz:YPZ3_1388
ko:K00876	ypz:YPZ3_1389
ko:K01494	ypz:YPZ3_1390
ko:K07289	ypz:YPZ3_1391
ko:K13255	ypz:YPZ3_1393
ko:K02013	ypz:YPZ3_1398
ko:K02015	ypz:YPZ3_1399
ko:K01872	ypz:YPZ3_2908
ko:K03565	ypz:YPZ3_2909
ko:K03553	ypz:YPZ3_2910
ko:K03743	ypz:YPZ3_2911
ko:K00864	ypz:YPZ3_2915
ko:K00615	ypz:YPZ3_2916
ko:K00615	ypz:YPZ3_2917
ko:K03782	ypz:YPZ3_2922
ko:K07308	ypz:YPZ3_2925
ko:K07307	ypz:YPZ3_2926
ko:K07306	ypz:YPZ3_2927
ko:K02430	ypz:YPZ3_2929
ko:K00880	ypz:YPZ3_2936
ko:K01676	ypz:YPZ3_2937
ko:K01265	ypz:YPZ3_2938
ko:K02014	ypz:YPZ3_2940
ko:K00428	ypz:YPZ3_2942
ko:K03893	ypz:YPZ3_2945
ko:K05879	ypz:YPZ3_2948
ko:K05878	ypz:YPZ3_2949
ko:K01808	ypz:YPZ3_2952
ko:K03555	ypz:YPZ3_2953
ko:K03087	ypz:YPZ3_2954
ko:K06194	ypz:YPZ3_2955
ko:K00573	ypz:YPZ3_2956
ko:K03787	ypz:YPZ3_2957
ko:K03424	ypz:YPZ3_0421
ko:K01619	ypz:YPZ3_0423
ko:K01839	ypz:YPZ3_0426
ko:K03784	ypz:YPZ3_0427
ko:K04485	ypz:YPZ3_0430
ko:K06211	ypz:YPZ3_0431
ko:K08309	ypz:YPZ3_0439
ko:K03720	ypz:YPZ3_0440
ko:K05804	ypz:YPZ3_0443
ko:K05805	ypz:YPZ3_0444
ko:K07773	ypz:YPZ3_0445
ko:K01259	ypz:YPZ3_1938
ko:K13655	ypz:YPZ3_0838
ko:K01759	ypz:YPZ3_1503
ko:K13771	ypz:YPZ3_0377
ko:K09996	ypz:YPZ3_1222
ko:K02015	ypz:YPZ3_1225
ko:K02015	ypz:YPZ3_1226
ko:K02013	ypz:YPZ3_1227
ko:K09998	ypz:YPZ3_1231
ko:K09999	ypz:YPZ3_1232
ko:K09997	ypz:YPZ3_1233
ko:K10000	ypz:YPZ3_1234
ko:K01620	ypz:YPZ3_1239
ko:K00156	ypz:YPZ3_1240
ko:K11933	ypz:YPZ3_1241
ko:K09824	ypz:YPZ3_1245
ko:K06891	ypz:YPZ3_1248
ko:K03694	ypz:YPZ3_1249
ko:K00684	ypz:YPZ3_1251
ko:K00384	ypz:YPZ3_1254
ko:K03466	ypz:YPZ3_1256
ko:K03408	ypz:YPZ3_2032
ko:K03407	ypz:YPZ3_2033
ko:K02557	ypz:YPZ3_2034
ko:K03111	ypz:YPZ3_0301
ko:K05796	ypz:YPZ3_0345
ko:K04084	ypz:YPZ3_0347
ko:K03926	ypz:YPZ3_0348
ko:K01744	ypz:YPZ3_0350
ko:K07113	ypz:YPZ3_0351
ko:K04077	ypz:YPZ3_0352
ko:K02356	ypz:YPZ3_0355
ko:K00246	ypz:YPZ3_0358
ko:K00245	ypz:YPZ3_0359
ko:K00244	ypz:YPZ3_0360
ko:K04568	ypz:YPZ3_0361
ko:K01223	ypz:YPZ3_1151
ko:K07014	ypz:YPZ3_1156
ko:K06899	ypz:YPZ3_1157
ko:K07552	ypz:YPZ3_1161
ko:K13637	ypz:YPZ3_1171
ko:K00040	ypz:YPZ3_1172
ko:K01686	ypz:YPZ3_1173
ko:K02356	ypz:YPZ3_1174
ko:K03835	ypz:YPZ3_1175
ko:K00058	ypz:YPZ3_1177
ko:K00135	ypz:YPZ3_1179
ko:K00854	ypz:YPZ3_1180
ko:K01807	ypz:YPZ3_1181
ko:K02768	ypz:YPZ3_1186
ko:K11183	ypz:YPZ3_1186
ko:K00882	ypz:YPZ3_1187
ko:K02769	ypz:YPZ3_1188
ko:K02770	ypz:YPZ3_1188
ko:K07347	ypz:YPZ3_1193
ko:K01151	ypz:YPZ3_1194
ko:K11733	ypz:YPZ3_1197
ko:K02016	ypz:YPZ3_1198
ko:K02015	ypz:YPZ3_1199
ko:K02013	ypz:YPZ3_1200
ko:K02529	ypz:YPZ3_1977
ko:K01815	ypz:YPZ3_1980
ko:K10193	ypz:YPZ3_1983
ko:K10194	ypz:YPZ3_1984
ko:K10192	ypz:YPZ3_1986
ko:K07038	ypz:YPZ3_1988
ko:K06956	ypz:YPZ3_1989
ko:K11066	ypz:YPZ3_1990
ko:K01730	ypz:YPZ3_1992
ko:K08169	ypz:YPZ3_1993
ko:K07345	ypz:YPZ3_1995
ko:K07347	ypz:YPZ3_1996
ko:K07345	ypz:YPZ3_1998
ko:K03799	ypz:YPZ3_1999
ko:K03797	ypz:YPZ3_2000
ko:K03607	ypz:YPZ3_2001
ko:K03808	ypz:YPZ3_2003
ko:K07347	ypz:YPZ3_2008
ko:K01775	ypz:YPZ3_2014
ko:K03414	ypz:YPZ3_2019
ko:K03413	ypz:YPZ3_2020
ko:K03412	ypz:YPZ3_2021
ko:K00575	ypz:YPZ3_2022
ko:K05877	ypz:YPZ3_2023
ko:K11752	ypz:YPZ3_2801
ko:K07738	ypz:YPZ3_2802
ko:K03074	ypz:YPZ3_2806
ko:K03072	ypz:YPZ3_2807
ko:K03210	ypz:YPZ3_2808
ko:K02556	ypz:YPZ3_2035
ko:K02402	ypz:YPZ3_2036
ko:K01531	ypz:YPZ3_2037
ko:K07507	ypz:YPZ3_2038
ko:K05876	ypz:YPZ3_2039
ko:K05876	ypz:YPZ3_2040
ko:K01093	ypz:YPZ3_2046
ko:K03776	ypz:YPZ3_2049
ko:K00031	ypz:YPZ3_2051
ko:K06181	ypz:YPZ3_2052
ko:K12152	ypz:YPZ3_2053
ko:K00566	ypz:YPZ3_2054
ko:K07153	ypz:YPZ3_2055
ko:K01756	ypz:YPZ3_2056
ko:K07660	ypz:YPZ3_2058
ko:K07637	ypz:YPZ3_2059
ko:K01258	ypz:YPZ3_2061
ko:K12410	ypz:YPZ3_2062
ko:K09808	ypz:YPZ3_2064
ko:K09808	ypz:YPZ3_2066
ko:K03723	ypz:YPZ3_2067
ko:K03885	ypz:YPZ3_2072
ko:K07000	ypz:YPZ3_2073
ko:K01207	ypz:YPZ3_2074
ko:K07251	ypz:YPZ3_2075
ko:K07337	ypz:YPZ3_2076
ko:K00014	ypz:YPZ3_2079
ko:K03424	ypz:YPZ3_2082
ko:K02341	ypz:YPZ3_2083
ko:K00943	ypz:YPZ3_2084
ko:K07082	ypz:YPZ3_2085
ko:K02619	ypz:YPZ3_2086
ko:K03543	ypz:YPZ3_2871
ko:K03446	ypz:YPZ3_2872
ko:K03214	ypz:YPZ3_2873
ko:K03672	ypz:YPZ3_2874
ko:K09181	ypz:YPZ3_2876
ko:K00998	ypz:YPZ3_2877
ko:K05811	ypz:YPZ3_2878
ko:K03695	ypz:YPZ3_2880
ko:K05810	ypz:YPZ3_2881
ko:K06180	ypz:YPZ3_2882
ko:K05807	ypz:YPZ3_2883
ko:K05809	ypz:YPZ3_2884
ko:K01626	ypz:YPZ3_2891
ko:K07792	ypz:YPZ3_2893
ko:K07792	ypz:YPZ3_2894
ko:K07283	ypz:YPZ3_2895
ko:K02884	ypz:YPZ3_2897
ko:K00554	ypz:YPZ3_2898
ko:K02860	ypz:YPZ3_2899
ko:K03106	ypz:YPZ3_2900
ko:K07173	ypz:YPZ3_2904
ko:K01919	ypz:YPZ3_2905
ko:K03317	ypz:YPZ3_0422
ko:K08992	ypz:YPZ3_1629
ko:K02016	ypz:YPZ3_0242
ko:K07225	ypz:YPZ3_0243
ko:K07227	ypz:YPZ3_0246
ko:K05791	ypz:YPZ3_0255
ko:K05792	ypz:YPZ3_0256
ko:K05793	ypz:YPZ3_0257
ko:K05795	ypz:YPZ3_0259
ko:K05795	ypz:YPZ3_0260
ko:K03181	ypz:YPZ3_0267
ko:K03179	ypz:YPZ3_0268
ko:K00631	ypz:YPZ3_0269
ko:K00901	ypz:YPZ3_0270
ko:K01356	ypz:YPZ3_0271
ko:K09823	ypz:YPZ3_0272
ko:K05539	ypz:YPZ3_0273
ko:K02314	ypz:YPZ3_0275
ko:K01775	ypz:YPZ3_0276
ko:K00832	ypz:YPZ3_0277
ko:K03701	ypz:YPZ3_0279
ko:K03111	ypz:YPZ3_0280
ko:K03534	ypz:YPZ3_0281
ko:K01629	ypz:YPZ3_0283
ko:K00848	ypz:YPZ3_0285
ko:K02855	ypz:YPZ3_0286
ko:K02854	ypz:YPZ3_0287
ko:K02856	ypz:YPZ3_0288
ko:K02314	ypz:YPZ3_0292
ko:K03169	ypz:YPZ3_0299
ko:K05845	ypz:YPZ3_1102
ko:K05845	ypz:YPZ3_1103
ko:K05846	ypz:YPZ3_1104
ko:K05846	ypz:YPZ3_1106
ko:K03759	ypz:YPZ3_1107
ko:K01584	ypz:YPZ3_1108
ko:K03722	ypz:YPZ3_1111
ko:K03781	ypz:YPZ3_1112
ko:K03834	ypz:YPZ3_1114
ko:K08276	ypz:YPZ3_1116
ko:K00526	ypz:YPZ3_1117
ko:K00525	ypz:YPZ3_1118
ko:K02469	ypz:YPZ3_1120
ko:K07677	ypz:YPZ3_1121
ko:K07687	ypz:YPZ3_1122
ko:K07676	ypz:YPZ3_1123
ko:K07676	ypz:YPZ3_1124
ko:K09475	ypz:YPZ3_1126
ko:K03406	ypz:YPZ3_1131
ko:K02388	ypz:YPZ3_1922
ko:K02387	ypz:YPZ3_1923
ko:K02386	ypz:YPZ3_1924
ko:K02398	ypz:YPZ3_1925
ko:K02399	ypz:YPZ3_1926
ko:K03516	ypz:YPZ3_1929
ko:K02400	ypz:YPZ3_1930
ko:K02401	ypz:YPZ3_1931
ko:K07156	ypz:YPZ3_1936
ko:K02217	ypz:YPZ3_1937
ko:K01354	ypz:YPZ3_1939
ko:K09900	ypz:YPZ3_1941
ko:K09918	ypz:YPZ3_1942
ko:K05591	ypz:YPZ3_1943
ko:K08289	ypz:YPZ3_1944
ko:K01665	ypz:YPZ3_1945
ko:K01752	ypz:YPZ3_1947
ko:K02511	ypz:YPZ3_1950
ko:K00455	ypz:YPZ3_1954
ko:K00151	ypz:YPZ3_1955
ko:K05921	ypz:YPZ3_1956
ko:K05921	ypz:YPZ3_1957
ko:K02793	ypz:YPZ3_1960
ko:K02794	ypz:YPZ3_1960
ko:K02795	ypz:YPZ3_1961
ko:K02796	ypz:YPZ3_1962
ko:K02014	ypz:YPZ3_1965
ko:K00563	ypz:YPZ3_1967
ko:K12973	ypz:YPZ3_1969
ko:K07178	ypz:YPZ3_1973
ko:K09933	ypz:YPZ3_1974
ko:K00939	ypz:YPZ3_2747
ko:K04079	ypz:YPZ3_2748
ko:K06187	ypz:YPZ3_2749
ko:K09747	ypz:YPZ3_2750
ko:K02343	ypz:YPZ3_2751
ko:K00759	ypz:YPZ3_2752
ko:K04067	ypz:YPZ3_2753
ko:K05802	ypz:YPZ3_2754
ko:K06039	ypz:YPZ3_2755
ko:K03577	ypz:YPZ3_2756
ko:K07443	ypz:YPZ3_2761
ko:K09914	ypz:YPZ3_2762
ko:K10805	ypz:YPZ3_2763
ko:K03320	ypz:YPZ3_2764
ko:K04752	ypz:YPZ3_2765
ko:K05800	ypz:YPZ3_2768
ko:K01738	ypz:YPZ3_2769
ko:K11938	ypz:YPZ3_2770
ko:K06920	ypz:YPZ3_2772
ko:K12500	ypz:YPZ3_2773
ko:K02237	ypz:YPZ3_2774
ko:K03770	ypz:YPZ3_2775
ko:K01338	ypz:YPZ3_2776
ko:K03544	ypz:YPZ3_2777
ko:K01358	ypz:YPZ3_2778
ko:K03545	ypz:YPZ3_2779
ko:K05527	ypz:YPZ3_2780
ko:K07286	ypz:YPZ3_2781
ko:K08218	ypz:YPZ3_2782
ko:K02297	ypz:YPZ3_2784
ko:K02298	ypz:YPZ3_2785
ko:K02299	ypz:YPZ3_2786
ko:K02300	ypz:YPZ3_2787
ko:K09767	ypz:YPZ3_2790
ko:K00077	ypz:YPZ3_2791
ko:K03152	ypz:YPZ3_2792
ko:K03151	ypz:YPZ3_2793
ko:K00795	ypz:YPZ3_2794
ko:K01662	ypz:YPZ3_2795
ko:K01095	ypz:YPZ3_2797
ko:K00946	ypz:YPZ3_2798
ko:K03625	ypz:YPZ3_2799
ko:K00794	ypz:YPZ3_2800
ko:K02337	ypz:YPZ3_pMT0052
ko:K09882	ypz:YPZ3_pMT0053
ko:K03497	ypz:YPZ3_pMT0070
ko:K03497	ypz:YPZ3_pMT0076
ko:K03497	ypz:YPZ3_pCD0005
ko:K03230	ypz:YPZ3_pCD0022
ko:K00773	ypz:YPZ3_2809
ko:K07568	ypz:YPZ3_2810
ko:K08682	ypz:YPZ3_2811
ko:K03386	ypz:YPZ3_2812
ko:K00681	ypz:YPZ3_2814
ko:K03311	ypz:YPZ3_2818
ko:K02040	ypz:YPZ3_2819
ko:K07636	ypz:YPZ3_2820
ko:K07657	ypz:YPZ3_2821
ko:K03547	ypz:YPZ3_2822
ko:K03546	ypz:YPZ3_2823
ko:K00847	ypz:YPZ3_2824
ko:K03554	ypz:YPZ3_2825
ko:K00891	ypz:YPZ3_2826
ko:K00147	ypz:YPZ3_2830
ko:K00931	ypz:YPZ3_2831
ko:K11926	ypz:YPZ3_2832
ko:K11750	ypz:YPZ3_2833
ko:K00769	ypz:YPZ3_2834
ko:K03933	ypz:YPZ3_2835
ko:K02346	ypz:YPZ3_2838
ko:K03734	ypz:YPZ3_2840
ko:K00351	ypz:YPZ3_2841
ko:K00350	ypz:YPZ3_2842
ko:K00349	ypz:YPZ3_2843
ko:K00348	ypz:YPZ3_2844
ko:K00347	ypz:YPZ3_2845
ko:K00346	ypz:YPZ3_2846
ko:K03271	ypz:YPZ3_2849
ko:K06445	ypz:YPZ3_2850
ko:K04058	ypz:YPZ3_pCD0026
ko:K03224	ypz:YPZ3_pCD0027
ko:K03225	ypz:YPZ3_pCD0030
ko:K03226	ypz:YPZ3_pCD0031
ko:K03228	ypz:YPZ3_pCD0032
ko:K03229	ypz:YPZ3_pCD0033
ko:K03219	ypz:YPZ3_pCD0037
ko:K03220	ypz:YPZ3_pCD0039
ko:K03222	ypz:YPZ3_pCD0043
ko:K03223	ypz:YPZ3_pCD0045
ko:K01613	ypz:YPZ3_0363
ko:K06949	ypz:YPZ3_0364
ko:K13288	ypz:YPZ3_0365
ko:K06925	ypz:YPZ3_0368
ko:K01448	ypz:YPZ3_0369
ko:K03572	ypz:YPZ3_0370
ko:K00791	ypz:YPZ3_0371
ko:K03666	ypz:YPZ3_0372
ko:K03665	ypz:YPZ3_0373
ko:K04088	ypz:YPZ3_0374
ko:K04087	ypz:YPZ3_0375
ko:K01939	ypz:YPZ3_0376
ko:K12573	ypz:YPZ3_0378
ko:K03218	ypz:YPZ3_0379
ko:K09456	ypz:YPZ3_0380
ko:K11202	ypz:YPZ3_0395
ko:K11202	ypz:YPZ3_0396
ko:K11203	ypz:YPZ3_0397
ko:K08483	ypz:YPZ3_0398
ko:K11189	ypz:YPZ3_0398
ko:K11201	ypz:YPZ3_0398
ko:K08321	ypz:YPZ3_0400
ko:K10555	ypz:YPZ3_0401
ko:K10557	ypz:YPZ3_0402
ko:K10556	ypz:YPZ3_0403
ko:K10558	ypz:YPZ3_0404
ko:K11531	ypz:YPZ3_0406
ko:K11216	ypz:YPZ3_0407
ko:K02849	ypz:YPZ3_0408
ko:K02344	ypz:YPZ3_0416
ko:K03789	ypz:YPZ3_0417
ko:K02837	ypz:YPZ3_0418
ko:K02073	ypz:YPZ3_1205
ko:K02072	ypz:YPZ3_1207
ko:K07258	ypz:YPZ3_1208
ko:K03837	ypz:YPZ3_1209
ko:K11534	ypz:YPZ3_1210
ko:K01619	ypz:YPZ3_1211
ko:K07085	ypz:YPZ3_1214
ko:K11073	ypz:YPZ3_1216
ko:K11076	ypz:YPZ3_1217
ko:K11075	ypz:YPZ3_1218
ko:K11074	ypz:YPZ3_1219
ko:K03212	ypz:YPZ3_1221
ko:K00130	ypz:YPZ3_1056
ko:K00108	ypz:YPZ3_1055
ko:K02878	ypz:YPZ3_0185
ko:K02874	ypz:YPZ3_0186
ko:K02895	ypz:YPZ3_0187
ko:K02931	ypz:YPZ3_0188
ko:K02954	ypz:YPZ3_0189
ko:K02994	ypz:YPZ3_0190
ko:K02933	ypz:YPZ3_0191
ko:K02881	ypz:YPZ3_0192
ko:K02988	ypz:YPZ3_0193
ko:K02876	ypz:YPZ3_0194
ko:K03076	ypz:YPZ3_0195
ko:K02952	ypz:YPZ3_0196
ko:K02948	ypz:YPZ3_0197
ko:K02986	ypz:YPZ3_0198
ko:K03040	ypz:YPZ3_0199
ko:K02879	ypz:YPZ3_0200
ko:K13638	ypz:YPZ3_0201
ko:K03282	ypz:YPZ3_0202
ko:K03499	ypz:YPZ3_0203
ko:K03500	ypz:YPZ3_0204
ko:K00604	ypz:YPZ3_0205
ko:K01462	ypz:YPZ3_0206
ko:K04096	ypz:YPZ3_0207
ko:K03747	ypz:YPZ3_0208
ko:K07479	ypz:YPZ3_0209
ko:K07566	ypz:YPZ3_0210
ko:K00014	ypz:YPZ3_0211
ko:K01895	ypz:YPZ3_0218
ko:K11102	ypz:YPZ3_0219
ko:K03219	ypz:YPZ3_0222
ko:K03220	ypz:YPZ3_0223
ko:K03222	ypz:YPZ3_0225
ko:K03230	ypz:YPZ3_0228
ko:K03224	ypz:YPZ3_0229
ko:K03225	ypz:YPZ3_0232
ko:K03226	ypz:YPZ3_0233
ko:K03228	ypz:YPZ3_0234
ko:K03229	ypz:YPZ3_0235
ko:K07112	ypz:YPZ3_0236
ko:K02013	ypz:YPZ3_0240
ko:K02015	ypz:YPZ3_0241
ko:K02017	ypz:YPZ3_1039
ko:K00833	ypz:YPZ3_1042
ko:K01012	ypz:YPZ3_1043
ko:K02169	ypz:YPZ3_1045
ko:K01935	ypz:YPZ3_1046
ko:K03702	ypz:YPZ3_1048
ko:K03639	ypz:YPZ3_1050
ko:K03637	ypz:YPZ3_1051
ko:K03635	ypz:YPZ3_1052
ko:K06890	ypz:YPZ3_1053
ko:K02167	ypz:YPZ3_1057
ko:K02168	ypz:YPZ3_1058
ko:K03815	ypz:YPZ3_1061
ko:K07803	ypz:YPZ3_1065
ko:K07709	ypz:YPZ3_1066
ko:K01993	ypz:YPZ3_1074
ko:K11927	ypz:YPZ3_1076
ko:K05541	ypz:YPZ3_1083
ko:K07262	ypz:YPZ3_1084
ko:K03777	ypz:YPZ3_1085
ko:K05873	ypz:YPZ3_1086
ko:K02041	ypz:YPZ3_1089
ko:K02044	ypz:YPZ3_1090
ko:K02042	ypz:YPZ3_1091
ko:K02042	ypz:YPZ3_1092
ko:K03809	ypz:YPZ3_1872
ko:K07224	ypz:YPZ3_1874
ko:K07243	ypz:YPZ3_1875
ko:K11928	ypz:YPZ3_1876
ko:K10010	ypz:YPZ3_1879
ko:K10009	ypz:YPZ3_1880
ko:K02424	ypz:YPZ3_1881
ko:K05396	ypz:YPZ3_1882
ko:K02425	ypz:YPZ3_1883
ko:K02405	ypz:YPZ3_1884
ko:K02406	ypz:YPZ3_1885
ko:K02407	ypz:YPZ3_1886
ko:K02422	ypz:YPZ3_1887
ko:K01247	ypz:YPZ3_1891
ko:K02408	ypz:YPZ3_1892
ko:K02409	ypz:YPZ3_1893
ko:K02410	ypz:YPZ3_1894
ko:K02411	ypz:YPZ3_1895
ko:K02412	ypz:YPZ3_1896
ko:K02413	ypz:YPZ3_1897
ko:K02415	ypz:YPZ3_1899
ko:K02416	ypz:YPZ3_1900
ko:K02417	ypz:YPZ3_1901
ko:K02418	ypz:YPZ3_1902
ko:K02419	ypz:YPZ3_1903
ko:K02421	ypz:YPZ3_1904
ko:K02397	ypz:YPZ3_1913
ko:K02396	ypz:YPZ3_1914
ko:K02395	ypz:YPZ3_1915
ko:K02394	ypz:YPZ3_1916
ko:K02393	ypz:YPZ3_1917
ko:K02392	ypz:YPZ3_1918
ko:K02391	ypz:YPZ3_1919
ko:K02390	ypz:YPZ3_1920
ko:K02389	ypz:YPZ3_1921
ko:K07054	ypz:YPZ3_2694
ko:K01923	ypz:YPZ3_2695
ko:K07287	ypz:YPZ3_2697
ko:K01714	ypz:YPZ3_2698
ko:K03567	ypz:YPZ3_2699
ko:K03564	ypz:YPZ3_2700
ko:K03548	ypz:YPZ3_2702
ko:K10763	ypz:YPZ3_2705
ko:K01883	ypz:YPZ3_2707
ko:K03768	ypz:YPZ3_2708
ko:K03269	ypz:YPZ3_2709
ko:K01588	ypz:YPZ3_2710
ko:K01589	ypz:YPZ3_2711
ko:K02003	ypz:YPZ3_2713
ko:K10804	ypz:YPZ3_2714
ko:K05838	ypz:YPZ3_2716
ko:K07340	ypz:YPZ3_2718
ko:K09973	ypz:YPZ3_2721
ko:K11751	ypz:YPZ3_2724
ko:K08223	ypz:YPZ3_2725
ko:K03455	ypz:YPZ3_2726
ko:K00892	ypz:YPZ3_2727
ko:K02377	ypz:YPZ3_2732
ko:K01711	ypz:YPZ3_2733
ko:K12452	ypz:YPZ3_2742
