ko:K19586	eclx:LI66_16110
ko:K06194	eclx:LI66_17815
ko:K00573	eclx:LI66_17820
ko:K03787	eclx:LI66_17825
ko:K06176	eclx:LI66_17830
ko:K01770	eclx:LI66_17835
ko:K00991	eclx:LI66_17840
ko:K05589	eclx:LI66_17845
ko:K00860	eclx:LI66_17855
ko:K00956	eclx:LI66_17860
ko:K00957	eclx:LI66_17865
ko:K02302	eclx:LI66_17870
ko:K09612	eclx:LI66_17875
ko:K00390	eclx:LI66_17880
ko:K00381	eclx:LI66_17885
ko:K00380	eclx:LI66_17890
ko:K01737	eclx:LI66_17895
ko:K01687	eclx:LI66_22045
ko:K00826	eclx:LI66_22050
ko:K11258	eclx:LI66_22055
ko:K01652	eclx:LI66_22060
ko:K07391	eclx:LI66_22065
ko:K09897	eclx:LI66_22070
ko:K01776	eclx:LI66_22115
ko:K16092	eclx:LI66_22120
ko:K00557	eclx:LI66_22125
ko:K00322	eclx:LI66_22140
ko:K04761	eclx:LI66_22145
ko:K01755	eclx:LI66_22150
ko:K00930	eclx:LI66_22155
ko:K00145	eclx:LI66_22160
ko:K01438	eclx:LI66_22165
ko:K01595	eclx:LI66_22170
ko:K00005	eclx:LI66_22180
ko:K03782	eclx:LI66_22185
ko:K00297	eclx:LI66_22190
ko:K12525	eclx:LI66_22195
ko:K01739	eclx:LI66_22200
ko:K03764	eclx:LI66_22205
ko:K02909	eclx:LI66_22215
ko:K04066	eclx:LI66_22220
ko:K05499	eclx:LI66_22225
ko:K03591	eclx:LI66_22230
ko:K01419	eclx:LI66_22235
ko:K03667	eclx:LI66_22240
ko:K02548	eclx:LI66_22245
ko:K02553	eclx:LI66_22250
ko:K09892	eclx:LI66_22255
ko:K02440	eclx:LI66_22260
ko:K00864	eclx:LI66_22265
ko:K02446	eclx:LI66_22270
ko:K00528	eclx:LI66_22275
ko:K01803	eclx:LI66_22290
ko:K01521	eclx:LI66_22300
ko:K02048	eclx:LI66_22305
ko:K00850	eclx:LI66_22310
ko:K18446	eclx:LI66_19360
ko:K07184	eclx:LI66_19365
ko:K00974	eclx:LI66_19370
ko:K06153	eclx:LI66_19375
ko:K01633	eclx:LI66_19380
ko:K08591	eclx:LI66_19385
ko:K03190	eclx:LI66_19395
ko:K01430	eclx:LI66_19400
ko:K01429	eclx:LI66_19405
ko:K01428	eclx:LI66_19410
ko:K03187	eclx:LI66_19415
ko:K03192	eclx:LI66_19420
ko:K03188	eclx:LI66_19425
ko:K03189	eclx:LI66_19430
ko:K01409	eclx:LI66_19435
ko:K02970	eclx:LI66_19440
ko:K03086	eclx:LI66_19450
ko:K03649	eclx:LI66_19455
ko:K07229	eclx:LI66_19470
ko:K03776	eclx:LI66_19485
ko:K09251	eclx:LI66_19490
ko:K11530	eclx:LI66_19505
ko:K08321	eclx:LI66_19510
ko:K10555	eclx:LI66_19515
ko:K10557	eclx:LI66_19520
ko:K10556	eclx:LI66_19525
ko:K10558	eclx:LI66_19530
ko:K11531	eclx:LI66_19535
ko:K11216	eclx:LI66_19540
ko:K00219	eclx:LI66_19545
ko:K11391	eclx:LI66_19550
ko:K07043	eclx:LI66_19555
ko:K07862	eclx:LI66_19570
ko:K01685	eclx:LI66_19575
ko:K01812	eclx:LI66_19580
ko:K08191	eclx:LI66_19585
ko:K03674	eclx:LI66_23825
ko:K07090	eclx:LI66_23880
ko:K07240	eclx:LI66_23885
ko:K07075	eclx:LI66_23895
ko:K01119	eclx:LI66_02295
ko:K01082	eclx:LI66_02300
ko:K07109	eclx:LI66_02305
ko:K07304	eclx:LI66_02325
ko:K07278	eclx:LI66_02330
ko:K09800	eclx:LI66_02335
ko:K01507	eclx:LI66_02345
ko:K02058	eclx:LI66_02350
ko:K02056	eclx:LI66_02355
ko:K02057	eclx:LI66_02360
ko:K02057	eclx:LI66_02365
ko:K03841	eclx:LI66_02375
ko:K02558	eclx:LI66_02380
ko:K09889	eclx:LI66_02385
ko:K03592	eclx:LI66_02390
ko:K15536	eclx:LI66_02395
ko:K01465	eclx:LI66_02430
ko:K01042	eclx:LI66_02435
ko:K01226	eclx:LI66_02465
ko:K02818	eclx:LI66_02470
ko:K02819	eclx:LI66_02470
ko:K03485	eclx:LI66_02475
ko:K01531	eclx:LI66_02480
ko:K12373	eclx:LI66_02485
ko:K09022	eclx:LI66_02495
ko:K00610	eclx:LI66_02500
ko:K00609	eclx:LI66_02505
ko:K00611	eclx:LI66_02520
ko:K00926	eclx:LI66_02525
ko:K01478	eclx:LI66_02530
ko:K01198	eclx:LI66_02555
ko:K11924	eclx:LI66_06915
ko:K03543	eclx:LI66_06925
ko:K03446	eclx:LI66_06930
ko:K01223	eclx:LI66_06945
ko:K02761	eclx:LI66_06950
ko:K03492	eclx:LI66_06955
ko:K19235	eclx:LI66_06960
ko:K01187	eclx:LI66_06970
ko:K08191	eclx:LI66_06975
ko:K07757	eclx:LI66_06990
ko:K00656	eclx:LI66_06995
ko:K04069	eclx:LI66_07000
ko:K08313	eclx:LI66_07005
ko:K03750	eclx:LI66_07015
ko:K13051	eclx:LI66_07020
ko:K13892	eclx:LI66_07025
ko:K13889	eclx:LI66_07030
ko:K02355	eclx:LI66_11245
ko:K02517	eclx:LI66_11260
ko:K01821	eclx:LI66_11265
ko:K11208	eclx:LI66_11270
ko:K02030	eclx:LI66_11275
ko:K02028	eclx:LI66_11280
ko:K02029	eclx:LI66_11285
ko:K02030	eclx:LI66_11295
ko:K11738	eclx:LI66_11330
ko:K02014	eclx:LI66_11340
ko:K13654	eclx:LI66_11345
ko:K03823	eclx:LI66_11360
ko:K09936	eclx:LI66_11365
ko:K00137	eclx:LI66_11420
ko:K00425	eclx:LI66_11435
ko:K00426	eclx:LI66_11440
ko:K03668	eclx:LI66_11450
ko:K03737	eclx:LI66_11460
ko:K14062	eclx:LI66_11465
ko:K03704	eclx:LI66_11485
ko:K03322	eclx:LI66_15695
ko:K11535	eclx:LI66_15700
ko:K01885	eclx:LI66_15730
ko:K14347	eclx:LI66_15770
ko:K09954	eclx:LI66_15775
ko:K01972	eclx:LI66_15780
ko:K03528	eclx:LI66_15785
ko:K06203	eclx:LI66_15790
ko:K01738	eclx:LI66_15795
ko:K02784	eclx:LI66_15800
ko:K08483	eclx:LI66_15805
ko:K02777	eclx:LI66_15810
ko:K00868	eclx:LI66_15815
ko:K12339	eclx:LI66_15820
ko:K02045	eclx:LI66_15825
ko:K02047	eclx:LI66_15830
ko:K02046	eclx:LI66_15835
ko:K02048	eclx:LI66_15840
ko:K07223	eclx:LI66_15845
ko:K01448	eclx:LI66_15865
ko:K00228	eclx:LI66_15870
ko:K00029	eclx:LI66_15875
ko:K00616	eclx:LI66_15880
ko:K00615	eclx:LI66_15885
ko:K12945	eclx:LI66_15895
ko:K07674	eclx:LI66_15910
ko:K18324	eclx:LI66_15915
ko:K01439	eclx:LI66_15925
ko:K06999	eclx:LI66_15935
ko:K06957	eclx:LI66_15940
ko:K07054	eclx:LI66_15945
ko:K01923	eclx:LI66_15950
ko:K07287	eclx:LI66_15955
ko:K02339	eclx:LI66_20130
ko:K01873	eclx:LI66_20135
ko:K03828	eclx:LI66_20140
ko:K12957	eclx:LI66_20145
ko:K06915	eclx:LI66_20155
ko:K07139	eclx:LI66_20160
ko:K00265	eclx:LI66_20165
ko:K00266	eclx:LI66_20170
ko:K00885	eclx:LI66_20180
ko:K03290	eclx:LI66_20185
ko:K01639	eclx:LI66_20190
ko:K03600	eclx:LI66_20200
ko:K03599	eclx:LI66_20205
ko:K02996	eclx:LI66_20215
ko:K02871	eclx:LI66_20220
ko:K06916	eclx:LI66_20225
ko:K09908	eclx:LI66_20230
ko:K04691	eclx:LI66_20240
ko:K00024	eclx:LI66_20245
ko:K03402	eclx:LI66_20250
ko:K03623	eclx:LI66_20260
ko:K00135	eclx:LI66_20265
ko:K03468	eclx:LI66_20270
ko:K15548	eclx:LI66_20275
ko:K03568	eclx:LI66_20290
ko:K08301	eclx:LI66_20300
ko:K06287	eclx:LI66_20305
ko:K03571	eclx:LI66_20310
ko:K03570	eclx:LI66_20315
ko:K03569	eclx:LI66_20320
ko:K18765	eclx:LI66_20325
ko:K17247	eclx:LI66_20340
ko:K03786	eclx:LI66_20345
ko:K02160	eclx:LI66_20350
ko:K01961	eclx:LI66_20355
ko:K14392	eclx:LI66_20365
ko:K02687	eclx:LI66_20370
ko:K01674	eclx:LI66_20375
ko:K05540	eclx:LI66_20380
ko:K03557	eclx:LI66_20385
ko:K18140	eclx:LI66_20400
ko:K18141	eclx:LI66_20405
ko:K00564	eclx:LI66_03170
ko:K02344	eclx:LI66_03175
ko:K03789	eclx:LI66_03180
ko:K08723	eclx:LI66_03185
ko:K02837	eclx:LI66_03190
ko:K04065	eclx:LI66_03195
ko:K03424	eclx:LI66_03210
ko:K01619	eclx:LI66_03225
ko:K00758	eclx:LI66_03230
ko:K01839	eclx:LI66_03235
ko:K03784	eclx:LI66_03240
ko:K03800	eclx:LI66_03265
ko:K07186	eclx:LI66_03270
ko:K01079	eclx:LI66_03275
ko:K04485	eclx:LI66_03280
ko:K06211	eclx:LI66_03285
ko:K08309	eclx:LI66_03305
ko:K03720	eclx:LI66_03310
ko:K05804	eclx:LI66_03325
ko:K05805	eclx:LI66_03330
ko:K07773	eclx:LI66_03335
ko:K02533	eclx:LI66_03340
ko:K12524	eclx:LI66_03345
ko:K00872	eclx:LI66_03350
ko:K01733	eclx:LI66_03355
ko:K09861	eclx:LI66_03365
ko:K03310	eclx:LI66_03370
ko:K00616	eclx:LI66_03375
ko:K03831	eclx:LI66_03380
ko:K07034	eclx:LI66_03390
ko:K04043	eclx:LI66_03400
ko:K03686	eclx:LI66_03405
ko:K03313	eclx:LI66_03410
ko:K03717	eclx:LI66_03415
ko:K02968	eclx:LI66_03420
ko:K11753	eclx:LI66_03425
ko:K01870	eclx:LI66_03430
ko:K03632	eclx:LI66_07585
ko:K00813	eclx:LI66_07605
ko:K09476	eclx:LI66_07610
ko:K01893	eclx:LI66_07615
ko:K00763	eclx:LI66_07620
ko:K01256	eclx:LI66_07625
ko:K15555	eclx:LI66_07630
ko:K15554	eclx:LI66_07635
ko:K04091	eclx:LI66_07640
ko:K15553	eclx:LI66_07645
ko:K00299	eclx:LI66_07650
ko:K00254	eclx:LI66_07655
ko:K18657	eclx:LI66_07660
ko:K07140	eclx:LI66_07665
ko:K12297	eclx:LI66_07670
ko:K15738	eclx:LI66_07675
ko:K03808	eclx:LI66_07680
ko:K06192	eclx:LI66_07685
ko:K09857	eclx:LI66_07690
ko:K03812	eclx:LI66_07695
ko:K01716	eclx:LI66_07700
ko:K04770	eclx:LI66_07705
ko:K09911	eclx:LI66_07710
ko:K03286	eclx:LI66_07715
ko:K13053	eclx:LI66_07720
ko:K07343	eclx:LI66_07725
ko:K03658	eclx:LI66_07740
ko:K01734	eclx:LI66_07745
ko:K09909	eclx:LI66_07750
ko:K06929	eclx:LI66_07755
ko:K11940	eclx:LI66_07760
ko:K06969	eclx:LI66_07765
ko:K01512	eclx:LI66_07770
ko:K11179	eclx:LI66_07775
ko:K15580	eclx:LI66_07785
ko:K02013	eclx:LI66_07795
ko:K02015	eclx:LI66_07800
ko:K02016	eclx:LI66_07805
ko:K06213	eclx:LI66_07825
ko:K01085	eclx:LI66_07835
ko:K03809	eclx:LI66_07845
ko:K19228	eclx:LI66_12090
ko:K19229	eclx:LI66_12095
ko:K19230	eclx:LI66_12100
ko:K00208	eclx:LI66_12125
ko:K01147	eclx:LI66_12135
ko:K14051	eclx:LI66_12140
ko:K13816	eclx:LI66_12145
ko:K04062	eclx:LI66_12160
ko:K03113	eclx:LI66_12165
ko:K01591	eclx:LI66_12170
ko:K08992	eclx:LI66_12180
ko:K01497	eclx:LI66_12190
ko:K01681	eclx:LI66_12195
ko:K13634	eclx:LI66_12215
ko:K03168	eclx:LI66_12220
ko:K04774	eclx:LI66_12230
ko:K19221	eclx:LI66_12240
ko:K06178	eclx:LI66_12245
ko:K07053	eclx:LI66_12255
ko:K01657	eclx:LI66_12260
ko:K13497	eclx:LI66_12265
ko:K13498	eclx:LI66_12270
ko:K01696	eclx:LI66_12275
ko:K01695	eclx:LI66_12280
ko:K07112	eclx:LI66_12285
ko:K07275	eclx:LI66_12295
ko:K06940	eclx:LI66_12300
ko:K06190	eclx:LI66_12310
ko:K10806	eclx:LI66_12320
ko:K03832	eclx:LI66_12325
ko:K09780	eclx:LI66_12330
ko:K11250	eclx:LI66_12335
ko:K06131	eclx:LI66_12345
ko:K09901	eclx:LI66_12350
ko:K10716	eclx:LI66_12355
ko:K10823	eclx:LI66_12360
ko:K00998	eclx:LI66_16505
ko:K05811	eclx:LI66_16510
ko:K03761	eclx:LI66_16515
ko:K03695	eclx:LI66_16545
ko:K05810	eclx:LI66_16550
ko:K06180	eclx:LI66_16555
ko:K05807	eclx:LI66_16560
ko:K05809	eclx:LI66_16565
ko:K14170	eclx:LI66_16570
ko:K14187	eclx:LI66_16785
ko:K03589	eclx:LI66_03695
ko:K03590	eclx:LI66_03700
ko:K03531	eclx:LI66_03705
ko:K02535	eclx:LI66_03710
ko:K13301	eclx:LI66_03715
ko:K03070	eclx:LI66_03720
ko:K03574	eclx:LI66_03725
ko:K09862	eclx:LI66_03730
ko:K18778	eclx:LI66_03735
ko:K00859	eclx:LI66_03740
ko:K00364	eclx:LI66_03745
ko:K02505	eclx:LI66_03750
ko:K02504	eclx:LI66_03755
ko:K02682	eclx:LI66_03760
ko:K00767	eclx:LI66_03765
ko:K03806	eclx:LI66_03770
ko:K03807	eclx:LI66_03775
ko:K11734	eclx:LI66_03790
ko:K00163	eclx:LI66_03805
ko:K00627	eclx:LI66_03810
ko:K00382	eclx:LI66_03815
ko:K01682	eclx:LI66_03830
ko:K09910	eclx:LI66_03835
ko:K01611	eclx:LI66_03840
ko:K00797	eclx:LI66_03845
ko:K14588	eclx:LI66_03855
ko:K00117	eclx:LI66_03860
ko:K00760	eclx:LI66_03865
ko:K01673	eclx:LI66_03870
ko:K01990	eclx:LI66_03875
ko:K01992	eclx:LI66_03880
ko:K07347	eclx:LI66_03915
ko:K15540	eclx:LI66_03920
ko:K01579	eclx:LI66_03930
ko:K01918	eclx:LI66_03935
ko:K00606	eclx:LI66_03940
ko:K00950	eclx:LI66_03945
ko:K00970	eclx:LI66_03950
ko:K01894	eclx:LI66_03955
ko:K06204	eclx:LI66_03960
ko:K09915	eclx:LI66_08145
ko:K03810	eclx:LI66_08150
ko:K03980	eclx:LI66_08155
ko:K02399	eclx:LI66_08160
ko:K08312	eclx:LI66_20950
ko:K04762	eclx:LI66_20970
ko:K04083	eclx:LI66_20975
ko:K01610	eclx:LI66_20985
ko:K07638	eclx:LI66_20990
ko:K07659	eclx:LI66_20995
ko:K04760	eclx:LI66_21000
ko:K06959	eclx:LI66_21005
ko:K04758	eclx:LI66_21010
ko:K04759	eclx:LI66_21015
ko:K07490	eclx:LI66_21020
ko:K02170	eclx:LI66_21025
ko:K07400	eclx:LI66_21035
ko:K06155	eclx:LI66_21040
ko:K00705	eclx:LI66_21045
ko:K00688	eclx:LI66_21050
ko:K02444	eclx:LI66_21060
ko:K02441	eclx:LI66_21065
ko:K02439	eclx:LI66_21070
ko:K00111	eclx:LI66_21080
ko:K00688	eclx:LI66_21085
ko:K00703	eclx:LI66_21090
ko:K00975	eclx:LI66_21095
ko:K00700	eclx:LI66_21105
ko:K00133	eclx:LI66_21110
ko:K06156	eclx:LI66_21125
ko:K00851	eclx:LI66_21130
ko:K06145	eclx:LI66_21135
ko:K06911	eclx:LI66_21140
ko:K03825	eclx:LI66_21150
ko:K00681	eclx:LI66_21155
ko:K01126	eclx:LI66_21165
ko:K05816	eclx:LI66_21170
ko:K05815	eclx:LI66_21175
ko:K05814	eclx:LI66_21180
ko:K05813	eclx:LI66_21185
ko:K01996	eclx:LI66_21190
ko:K01995	eclx:LI66_21195
ko:K01998	eclx:LI66_21200
ko:K01997	eclx:LI66_21205
ko:K02398	eclx:LI66_08165
ko:K02386	eclx:LI66_08170
ko:K02387	eclx:LI66_08175
ko:K02388	eclx:LI66_08180
ko:K02389	eclx:LI66_08185
ko:K02390	eclx:LI66_08190
ko:K02391	eclx:LI66_08195
ko:K02392	eclx:LI66_08200
ko:K02393	eclx:LI66_08205
ko:K02394	eclx:LI66_08210
ko:K02395	eclx:LI66_08215
ko:K02396	eclx:LI66_08220
ko:K02397	eclx:LI66_08225
ko:K08300	eclx:LI66_08240
ko:K06179	eclx:LI66_08245
ko:K07040	eclx:LI66_08255
ko:K02911	eclx:LI66_08260
ko:K03621	eclx:LI66_08265
ko:K00648	eclx:LI66_08270
ko:K00645	eclx:LI66_08275
ko:K00059	eclx:LI66_08280
ko:K02078	eclx:LI66_08285
ko:K09458	eclx:LI66_08290
ko:K02619	eclx:LI66_08295
ko:K07082	eclx:LI66_08300
ko:K00943	eclx:LI66_08305
ko:K02341	eclx:LI66_08310
ko:K03424	eclx:LI66_08315
ko:K02778	eclx:LI66_08320
ko:K02779	eclx:LI66_08320
ko:K16088	eclx:LI66_08325
ko:K02503	eclx:LI66_08330
ko:K07337	eclx:LI66_08340
ko:K07251	eclx:LI66_08345
ko:K01207	eclx:LI66_08350
ko:K07000	eclx:LI66_08355
ko:K03885	eclx:LI66_08360
ko:K12151	eclx:LI66_08375
ko:K19236	eclx:LI66_08380
ko:K03723	eclx:LI66_08385
ko:K09808	eclx:LI66_08395
ko:K09810	eclx:LI66_08400
ko:K09808	eclx:LI66_08405
ko:K00884	eclx:LI66_08410
ko:K12410	eclx:LI66_08415
ko:K11904	eclx:LI66_12735
ko:K11904	eclx:LI66_12770
ko:K11907	eclx:LI66_12795
ko:K11895	eclx:LI66_12800
ko:K11896	eclx:LI66_12805
ko:K11897	eclx:LI66_12810
ko:K11898	eclx:LI66_12815
ko:K07169	eclx:LI66_12830
ko:K11903	eclx:LI66_12850
ko:K11900	eclx:LI66_12870
ko:K11901	eclx:LI66_12875
ko:K11902	eclx:LI66_12880
ko:K11890	eclx:LI66_12885
ko:K11891	eclx:LI66_12890
ko:K11892	eclx:LI66_12895
ko:K11893	eclx:LI66_12900
ko:K11906	eclx:LI66_12905
ko:K00134	eclx:LI66_12920
ko:K15509	eclx:LI66_17165
ko:K15509	eclx:LI66_17190
ko:K02510	eclx:LI66_17205
ko:K04757	eclx:LI66_17215
ko:K04749	eclx:LI66_17220
ko:K00694	eclx:LI66_17240
ko:K01192	eclx:LI66_17270
ko:K12543	eclx:LI66_17295
ko:K12541	eclx:LI66_17300
ko:K12542	eclx:LI66_17305
ko:K00615	eclx:LI66_17335
ko:K00615	eclx:LI66_17340
ko:K00926	eclx:LI66_17365
ko:K07787	eclx:LI66_21495
ko:K07798	eclx:LI66_21500
ko:K07810	eclx:LI66_21505
ko:K07796	eclx:LI66_21510
ko:K07665	eclx:LI66_21520
ko:K07644	eclx:LI66_21525
ko:K15773	eclx:LI66_21550
ko:K07007	eclx:LI66_21580
ko:K16322	eclx:LI66_21585
ko:K06144	eclx:LI66_21590
ko:K06149	eclx:LI66_21595
ko:K15984	eclx:LI66_21600
ko:K01414	eclx:LI66_21605
ko:K07115	eclx:LI66_21610
ko:K00383	eclx:LI66_21615
ko:K01194	eclx:LI66_21625
ko:K07058	eclx:LI66_21660
ko:K07290	eclx:LI66_21670
ko:K00874	eclx:LI66_21680
ko:K11103	eclx:LI66_21690
ko:K00694	eclx:LI66_21715
ko:K03524	eclx:LI66_21745
ko:K00075	eclx:LI66_21750
ko:K02498	eclx:LI66_00905
ko:K02496	eclx:LI66_00910
ko:K01719	eclx:LI66_00915
ko:K01749	eclx:LI66_00920
ko:K05851	eclx:LI66_00925
ko:K06202	eclx:LI66_00930
ko:K01778	eclx:LI66_00940
ko:K09921	eclx:LI66_00945
ko:K03733	eclx:LI66_00950
ko:K03657	eclx:LI66_00960
ko:K03284	eclx:LI66_00965
ko:K05786	eclx:LI66_00970
ko:K01058	eclx:LI66_00980
ko:K03654	eclx:LI66_00985
ko:K05835	eclx:LI66_00990
ko:K05834	eclx:LI66_00995
ko:K01048	eclx:LI66_01000
ko:K03576	eclx:LI66_01015
ko:K00549	eclx:LI66_01020
ko:K01061	eclx:LI66_01025
ko:K00757	eclx:LI66_01030
ko:K09760	eclx:LI66_01035
ko:K03183	eclx:LI66_01040
ko:K03690	eclx:LI66_01045
ko:K03688	eclx:LI66_01050
ko:K03116	eclx:LI66_01055
ko:K03117	eclx:LI66_01060
ko:K03118	eclx:LI66_01065
ko:K03424	eclx:LI66_01070
ko:K05785	eclx:LI66_01075
ko:K03182	eclx:LI66_01080
ko:K05368	eclx:LI66_01085
ko:K07726	eclx:LI66_01095
ko:K03704	eclx:LI66_01110
ko:K00090	eclx:LI66_01115
ko:K00874	eclx:LI66_01125
ko:K02525	eclx:LI66_01135
ko:K08351	eclx:LI66_01145
ko:K03826	eclx:LI66_01150
ko:K02014	eclx:LI66_05375
ko:K07093	eclx:LI66_05380
ko:K11732	eclx:LI66_05385
ko:K16053	eclx:LI66_05410
ko:K10679	eclx:LI66_05430
ko:K18325	eclx:LI66_05450
ko:K02014	eclx:LI66_05455
ko:K07214	eclx:LI66_05460
ko:K06048	eclx:LI66_05485
ko:K00077	eclx:LI66_05490
ko:K18831	eclx:LI66_05500
ko:K19166	eclx:LI66_05505
ko:K01575	eclx:LI66_05525
ko:K01652	eclx:LI66_05530
ko:K03366	eclx:LI66_05535
ko:K02034	eclx:LI66_05555
ko:K02033	eclx:LI66_05560
ko:K02035	eclx:LI66_05565
ko:K02167	eclx:LI66_05585
ko:K02168	eclx:LI66_05590
ko:K11604	eclx:LI66_05600
ko:K11607	eclx:LI66_05605
ko:K11605	eclx:LI66_05610
ko:K11606	eclx:LI66_05615
ko:K02362	eclx:LI66_05620
ko:K07214	eclx:LI66_05630
ko:K02364	eclx:LI66_05640
ko:K00567	eclx:LI66_09835
ko:K12942	eclx:LI66_09840
ko:K12941	eclx:LI66_09845
ko:K12940	eclx:LI66_09850
ko:K14057	eclx:LI66_09855
ko:K03406	eclx:LI66_09865
ko:K03503	eclx:LI66_09880
ko:K05358	eclx:LI66_09885
ko:K06139	eclx:LI66_09895
ko:K06138	eclx:LI66_09900
ko:K06137	eclx:LI66_09905
ko:K06136	eclx:LI66_09910
ko:K01273	eclx:LI66_09915
ko:K03502	eclx:LI66_09920
ko:K11744	eclx:LI66_09940
ko:K11743	eclx:LI66_09945
ko:K11742	eclx:LI66_09950
ko:K04775	eclx:LI66_09955
ko:K01299	eclx:LI66_09965
ko:K08224	eclx:LI66_09970
ko:K15545	eclx:LI66_09980
ko:K01935	eclx:LI66_09985
ko:K03281	eclx:LI66_09990
ko:K05847	eclx:LI66_09995
ko:K05846	eclx:LI66_10000
ko:K05845	eclx:LI66_10005
ko:K05846	eclx:LI66_10010
ko:K09918	eclx:LI66_10030
ko:K07312	eclx:LI66_10040
ko:K07307	eclx:LI66_10045
ko:K07309	eclx:LI66_10050
ko:K00737	eclx:LI66_10060
ko:K00657	eclx:LI66_10070
ko:K09771	eclx:LI66_10080
ko:K08323	eclx:LI66_10085
ko:K08322	eclx:LI66_10090
ko:K08173	eclx:LI66_10095
ko:K00040	eclx:LI66_10100
ko:K12973	eclx:LI66_14335
ko:K01241	eclx:LI66_14345
ko:K09802	eclx:LI66_14365
ko:K07470	eclx:LI66_14375
ko:K07258	eclx:LI66_14380
ko:K01141	eclx:LI66_14385
ko:K00765	eclx:LI66_14405
ko:K00013	eclx:LI66_14410
ko:K00817	eclx:LI66_14415
ko:K01089	eclx:LI66_14420
ko:K02501	eclx:LI66_14425
ko:K01814	eclx:LI66_14430
ko:K02500	eclx:LI66_14435
ko:K11755	eclx:LI66_14440
ko:K05789	eclx:LI66_14445
ko:K08679	eclx:LI66_14450
ko:K00012	eclx:LI66_14455
ko:K00973	eclx:LI66_14460
ko:K01710	eclx:LI66_14465
ko:K00033	eclx:LI66_14470
ko:K02853	eclx:LI66_14495
ko:K00963	eclx:LI66_14500
ko:K16703	eclx:LI66_14510
ko:K16710	eclx:LI66_14515
ko:K16695	eclx:LI66_14520
ko:K03606	eclx:LI66_14525
ko:K01840	eclx:LI66_14530
ko:K00971	eclx:LI66_14535
ko:K03208	eclx:LI66_14540
ko:K03207	eclx:LI66_14545
ko:K02377	eclx:LI66_14550
ko:K01711	eclx:LI66_14555
ko:K03818	eclx:LI66_14560
ko:K13683	eclx:LI66_14565
ko:K13620	eclx:LI66_14570
ko:K13684	eclx:LI66_14575
ko:K03819	eclx:LI66_14580
ko:K16692	eclx:LI66_14590
ko:K01150	eclx:LI66_18735
ko:K09761	eclx:LI66_18740
ko:K01920	eclx:LI66_18745
ko:K07735	eclx:LI66_18750
ko:K07447	eclx:LI66_18755
ko:K02669	eclx:LI66_18760
ko:K06997	eclx:LI66_18765
ko:K02221	eclx:LI66_18770
ko:K09131	eclx:LI66_18775
ko:K02428	eclx:LI66_18780
ko:K09923	eclx:LI66_18800
ko:K03439	eclx:LI66_18805
ko:K03575	eclx:LI66_18810
ko:K08306	eclx:LI66_18820
ko:K03289	eclx:LI66_18825
ko:K05966	eclx:LI66_18830
ko:K05964	eclx:LI66_18835
ko:K01643	eclx:LI66_18840
ko:K01644	eclx:LI66_18845
ko:K01646	eclx:LI66_18850
ko:K01910	eclx:LI66_18855
ko:K07700	eclx:LI66_18870
ko:K07702	eclx:LI66_18875
ko:K01581	eclx:LI66_18880
ko:K07150	eclx:LI66_18885
ko:K11935	eclx:LI66_18920
ko:K11931	eclx:LI66_18925
ko:K11936	eclx:LI66_18930
ko:K11937	eclx:LI66_18935
ko:K01460	eclx:LI66_18940
ko:K11209	eclx:LI66_18945
ko:K02430	eclx:LI66_18950
ko:K03406	eclx:LI66_18955
ko:K03559	eclx:LI66_18985
ko:K03561	eclx:LI66_18990
ko:K01760	eclx:LI66_18995
ko:K08325	eclx:LI66_19010
ko:K03496	eclx:LI66_23190
ko:K03502	eclx:LI66_23205
ko:K03503	eclx:LI66_23210
ko:K02345	eclx:LI66_23255
ko:K03497	eclx:LI66_23265
ko:K18921	eclx:LI66_23290
ko:K12218	eclx:LI66_23360
ko:K12206	eclx:LI66_23390
ko:K07319	eclx:LI66_17060
ko:K03629	eclx:LI66_00015
ko:K02470	eclx:LI66_00020
ko:K00883	eclx:LI66_00045
ko:K01631	eclx:LI66_00050
ko:K01684	eclx:LI66_00055
ko:K08194	eclx:LI66_00060
ko:K04080	eclx:LI66_00075
ko:K04081	eclx:LI66_00080
ko:K07085	eclx:LI66_00085
ko:K03482	eclx:LI66_00090
ko:K02749	eclx:LI66_00095
ko:K02750	eclx:LI66_00095
ko:K01232	eclx:LI66_00100
ko:K00389	eclx:LI66_00105
ko:K01753	eclx:LI66_00115
ko:K13629	eclx:LI66_00120
ko:K13636	eclx:LI66_00125
ko:K08154	eclx:LI66_00130
ko:K01652	eclx:LI66_00165
ko:K01653	eclx:LI66_00170
ko:K07675	eclx:LI66_00180
ko:K07783	eclx:LI66_00185
ko:K07784	eclx:LI66_00190
ko:K02024	eclx:LI66_00225
ko:K02759	eclx:LI66_00230
ko:K01223	eclx:LI66_00235
ko:K02761	eclx:LI66_00240
ko:K02760	eclx:LI66_00245
ko:K07552	eclx:LI66_00260
ko:K18139	eclx:LI66_00265
ko:K18138	eclx:LI66_00270
ko:K03585	eclx:LI66_00275
ko:K02073	eclx:LI66_00300
ko:K15552	eclx:LI66_04520
ko:K03119	eclx:LI66_04525
ko:K01698	eclx:LI66_04535
ko:K18988	eclx:LI66_04555
ko:K17938	eclx:LI66_04560
ko:K01921	eclx:LI66_04580
ko:K08161	eclx:LI66_04590
ko:K18968	eclx:LI66_04605
ko:K00286	eclx:LI66_04610
ko:K09768	eclx:LI66_04615
