ko:K18923	vcq:EN18_00675
ko:K01662	vcq:EN18_07790
ko:K00795	vcq:EN18_07795
ko:K03602	vcq:EN18_07800
ko:K02556	vcq:EN18_07805
ko:K05946	vcq:EN18_07990
ko:K03606	vcq:EN18_08020
ko:K00600	vcq:EN18_08055
ko:K03644	vcq:EN18_08065
ko:K03801	vcq:EN18_08070
ko:K09158	vcq:EN18_08075
ko:K07258	vcq:EN18_08080
ko:K03642	vcq:EN18_08085
ko:K05837	vcq:EN18_08090
ko:K05515	vcq:EN18_08095
ko:K00783	vcq:EN18_08100
ko:K09710	vcq:EN18_08105
ko:K02340	vcq:EN18_08110
ko:K03643	vcq:EN18_08115
ko:K00939	vcq:EN18_08265
ko:K01772	vcq:EN18_08270
ko:K03305	vcq:EN18_08275
ko:K01953	vcq:EN18_08285
ko:K02565	vcq:EN18_08295
ko:K01443	vcq:EN18_08300
ko:K02803	vcq:EN18_08305
ko:K02804	vcq:EN18_08305
ko:K01886	vcq:EN18_08310
ko:K08086	vcq:EN18_08315
ko:K06173	vcq:EN18_08320
ko:K01963	vcq:EN18_08325
ko:K11754	vcq:EN18_08330
ko:K03749	vcq:EN18_08335
ko:K03558	vcq:EN18_08340
ko:K00764	vcq:EN18_08345
ko:K07084	vcq:EN18_08350
ko:K03683	vcq:EN18_08355
ko:K01759	vcq:EN18_08375
ko:K10773	vcq:EN18_08380
ko:K03613	vcq:EN18_08385
ko:K03612	vcq:EN18_08390
ko:K03614	vcq:EN18_08395
ko:K03615	vcq:EN18_08400
ko:K07052	vcq:EN18_08700
ko:K07566	vcq:EN18_08725
ko:K03410	vcq:EN18_08745
ko:K02044	vcq:EN18_08775
ko:K15580	vcq:EN18_08780
ko:K15581	vcq:EN18_08785
ko:K15582	vcq:EN18_08790
ko:K15583	vcq:EN18_08795
ko:K10823	vcq:EN18_08800
ko:K07393	vcq:EN18_08805
ko:K13788	vcq:EN18_08810
ko:K00925	vcq:EN18_08815
ko:K09899	vcq:EN18_08820
ko:K01989	vcq:EN18_08830
ko:K05832	vcq:EN18_08835
ko:K05833	vcq:EN18_08840
ko:K01745	vcq:EN18_09315
ko:K01712	vcq:EN18_09320
ko:K01479	vcq:EN18_09325
ko:K01468	vcq:EN18_09330
ko:K05836	vcq:EN18_09335
ko:K09901	vcq:EN18_09345
ko:K02356	vcq:EN18_09350
ko:K02336	vcq:EN18_09365
ko:K07689	vcq:EN18_09370
ko:K03703	vcq:EN18_09375
ko:K00995	vcq:EN18_09380
ko:K03828	vcq:EN18_09410
ko:K01889	vcq:EN18_09415
ko:K16171	vcq:EN18_10005
ko:K07814	vcq:EN18_10015
ko:K06969	vcq:EN18_10035
ko:K01512	vcq:EN18_10040
ko:K11179	vcq:EN18_10045
ko:K09972	vcq:EN18_10055
ko:K09971	vcq:EN18_10060
ko:K09970	vcq:EN18_10065
ko:K09969	vcq:EN18_10070
ko:K02304	vcq:EN18_10075
ko:K10026	vcq:EN18_10085
ko:K06920	vcq:EN18_10090
ko:K00884	vcq:EN18_10855
ko:K03406	vcq:EN18_10870
ko:K03327	vcq:EN18_10895
ko:K03832	vcq:EN18_10915
ko:K03559	vcq:EN18_10920
ko:K03561	vcq:EN18_10925
ko:K02956	vcq:EN18_06185
ko:K08303	vcq:EN18_06215
ko:K03824	vcq:EN18_06230
ko:K02344	vcq:EN18_06235
ko:K03789	vcq:EN18_06240
ko:K00549	vcq:EN18_11710
ko:K07263	vcq:EN18_11730
ko:K03632	vcq:EN18_11755
ko:K03804	vcq:EN18_11760
ko:K03633	vcq:EN18_11765
ko:K06219	vcq:EN18_11770
ko:K07772	vcq:EN18_11780
ko:K03533	vcq:EN18_11785
ko:K03604	vcq:EN18_11790
ko:K07343	vcq:EN18_11795
ko:K00703	vcq:EN18_11815
ko:K00975	vcq:EN18_11820
ko:K03168	vcq:EN18_11825
ko:K00800	vcq:EN18_11835
ko:K00684	vcq:EN18_11845
ko:K00259	vcq:EN18_12645
ko:K02945	vcq:EN18_12695
ko:K00945	vcq:EN18_12700
ko:K02237	vcq:EN18_12705
ko:K03770	vcq:EN18_12710
ko:K03530	vcq:EN18_12715
ko:K01338	vcq:EN18_12720
ko:K03544	vcq:EN18_12725
ko:K01358	vcq:EN18_12730
ko:K03545	vcq:EN18_12735
ko:K10125	vcq:EN18_12745
ko:K10126	vcq:EN18_12750
ko:K11689	vcq:EN18_12760
ko:K11688	vcq:EN18_12765
ko:K00981	vcq:EN18_12795
ko:K07107	vcq:EN18_12805
ko:K01491	vcq:EN18_12830
ko:K01439	vcq:EN18_13825
ko:K07287	vcq:EN18_13840
ko:K01714	vcq:EN18_13845
ko:K03567	vcq:EN18_13850
ko:K03564	vcq:EN18_13855
ko:K03406	vcq:EN18_13860
ko:K03548	vcq:EN18_13865
ko:K00537	vcq:EN18_13880
ko:K03809	vcq:EN18_13885
ko:K09938	vcq:EN18_13895
ko:K02824	vcq:EN18_13900
ko:K11751	vcq:EN18_13910
ko:K01627	vcq:EN18_13915
ko:K02493	vcq:EN18_13930
ko:K02835	vcq:EN18_13935
ko:K02494	vcq:EN18_13945
ko:K00919	vcq:EN18_13950
ko:K01000	vcq:EN18_15065
ko:K01929	vcq:EN18_15070
ko:K01928	vcq:EN18_15075
ko:K03587	vcq:EN18_15080
ko:K03586	vcq:EN18_15085
ko:K03438	vcq:EN18_15090
ko:K00382	vcq:EN18_15095
ko:K00627	vcq:EN18_15100
ko:K00163	vcq:EN18_15105
ko:K01119	vcq:EN18_15115
ko:K07462	vcq:EN18_15120
ko:K03981	vcq:EN18_15125
ko:K04763	vcq:EN18_15130
ko:K03840	vcq:EN18_15135
ko:K03806	vcq:EN18_15140
ko:K00767	vcq:EN18_15145
ko:K02652	vcq:EN18_15155
ko:K02653	vcq:EN18_15160
ko:K02654	vcq:EN18_15165
ko:K00859	vcq:EN18_15170
ko:K09862	vcq:EN18_15185
ko:K02621	vcq:EN18_15190
ko:K02622	vcq:EN18_15195
ko:K00297	vcq:EN18_16430
ko:K09892	vcq:EN18_16435
ko:K02446	vcq:EN18_16440
ko:K00850	vcq:EN18_16445
ko:K13283	vcq:EN18_16450
ko:K06006	vcq:EN18_16455
ko:K07640	vcq:EN18_16465
ko:K04564	vcq:EN18_16470
ko:K03216	vcq:EN18_16475
ko:K07113	vcq:EN18_16480
ko:K01744	vcq:EN18_16490
ko:K07791	vcq:EN18_16495
ko:K04084	vcq:EN18_16510
ko:K11105	vcq:EN18_16520
ko:K14393	vcq:EN18_16530
ko:K09125	vcq:EN18_16535
ko:K00942	vcq:EN18_16540
ko:K03060	vcq:EN18_16545
ko:K03655	vcq:EN18_16555
ko:K10563	vcq:EN18_18005
ko:K00954	vcq:EN18_18010
ko:K12984	vcq:EN18_18020
ko:K12982	vcq:EN18_18025
ko:K11211	vcq:EN18_18030
ko:K02527	vcq:EN18_18060
ko:K04487	vcq:EN18_07125
ko:K04488	vcq:EN18_07130
ko:K13628	vcq:EN18_07135
ko:K04082	vcq:EN18_07140
ko:K04044	vcq:EN18_07145
ko:K04755	vcq:EN18_07150
ko:K07751	vcq:EN18_07160
ko:K00940	vcq:EN18_07165
ko:K06941	vcq:EN18_07170
ko:K15539	vcq:EN18_07175
ko:K01892	vcq:EN18_07185
ko:K17713	vcq:EN18_07195
ko:K03977	vcq:EN18_07200
ko:K03601	vcq:EN18_07215
ko:K00088	vcq:EN18_07220
ko:K00763	vcq:EN18_04215
ko:K03972	vcq:EN18_04225
ko:K06177	vcq:EN18_04245
ko:K11901	vcq:EN18_04260
ko:K11900	vcq:EN18_04265
ko:K11905	vcq:EN18_04270
ko:K11896	vcq:EN18_04275
ko:K11895	vcq:EN18_04280
ko:K11906	vcq:EN18_04290
ko:K11893	vcq:EN18_04295
ko:K11892	vcq:EN18_04300
ko:K12266	vcq:EN18_04605
ko:K05916	vcq:EN18_04610
ko:K03704	vcq:EN18_04615
ko:K09890	vcq:EN18_04620
ko:K17758	vcq:EN18_04645
ko:K17759	vcq:EN18_04645
ko:K03778	vcq:EN18_04650
ko:K10716	vcq:EN18_04660
ko:K00364	vcq:EN18_04670
ko:K11927	vcq:EN18_04700
ko:K07792	vcq:EN18_04705
ko:K01916	vcq:EN18_04710
ko:K00969	vcq:EN18_04715
ko:K04773	vcq:EN18_05075
ko:K03530	vcq:EN18_05125
ko:K11107	vcq:EN18_05605
ko:K09911	vcq:EN18_05880
ko:K03561	vcq:EN18_10930
ko:K05813	vcq:EN18_10940
ko:K05814	vcq:EN18_10945
ko:K05815	vcq:EN18_10950
ko:K05816	vcq:EN18_10955
ko:K02444	vcq:EN18_10960
ko:K01126	vcq:EN18_10965
ko:K01223	vcq:EN18_10985
ko:K03782	vcq:EN18_10990
ko:K02518	vcq:EN18_11855
ko:K00209	vcq:EN18_11860
ko:K00135	vcq:EN18_11885
ko:K03442	vcq:EN18_11910
ko:K03808	vcq:EN18_11915
ko:K06192	vcq:EN18_11920
ko:K09857	vcq:EN18_11925
ko:K01153	vcq:EN18_11975
ko:K02551	vcq:EN18_12980
ko:K02552	vcq:EN18_12985
ko:K14260	vcq:EN18_12990
ko:K01129	vcq:EN18_13000
ko:K03684	vcq:EN18_13020
ko:K01897	vcq:EN18_13025
ko:K07285	vcq:EN18_13035
ko:K01433	vcq:EN18_13060
ko:K00219	vcq:EN18_13065
ko:K04773	vcq:EN18_13070
ko:K01424	vcq:EN18_13075
ko:K09916	vcq:EN18_13080
ko:K07305	vcq:EN18_13090
ko:K00134	vcq:EN18_13095
ko:K01792	vcq:EN18_13100
ko:K00563	vcq:EN18_13110
ko:K11175	vcq:EN18_14240
ko:K03271	vcq:EN18_14250
ko:K06445	vcq:EN18_14255
ko:K02342	vcq:EN18_14265
ko:K03469	vcq:EN18_14270
ko:K01069	vcq:EN18_14280
ko:K08307	vcq:EN18_14285
ko:K04751	vcq:EN18_14295
ko:K13727	vcq:EN18_14300
ko:K04075	vcq:EN18_14310
ko:K01962	vcq:EN18_14315
ko:K02337	vcq:EN18_14320
ko:K03470	vcq:EN18_14325
ko:K00748	vcq:EN18_14330
ko:K00677	vcq:EN18_14335
ko:K02372	vcq:EN18_14340
ko:K02536	vcq:EN18_14345
ko:K06142	vcq:EN18_14350
ko:K07277	vcq:EN18_14355
ko:K11749	vcq:EN18_14360
ko:K00099	vcq:EN18_14365
ko:K09022	vcq:EN18_15620
ko:K00655	vcq:EN18_15625
ko:K00790	vcq:EN18_15630
ko:K07122	vcq:EN18_15640
ko:K07323	vcq:EN18_15645
ko:K02067	vcq:EN18_15650
ko:K02066	vcq:EN18_15655
ko:K02065	vcq:EN18_15660
ko:K07301	vcq:EN18_15665
ko:K06041	vcq:EN18_15670
ko:K03270	vcq:EN18_15675
ko:K11719	vcq:EN18_15680
ko:K09774	vcq:EN18_15685
ko:K06861	vcq:EN18_15690
ko:K03092	vcq:EN18_15695
ko:K05808	vcq:EN18_15700
ko:K02806	vcq:EN18_15705
ko:K06958	vcq:EN18_15710
ko:K08485	vcq:EN18_15715
ko:K06213	vcq:EN18_15720
ko:K03592	vcq:EN18_15725
ko:K09889	vcq:EN18_15730
ko:K02062	vcq:EN18_15735
ko:K02063	vcq:EN18_15740
ko:K02064	vcq:EN18_15745
ko:K02439	vcq:EN18_17035
ko:K03179	vcq:EN18_17065
ko:K02217	vcq:EN18_17145
ko:K06149	vcq:EN18_17150
ko:K15984	vcq:EN18_17165
ko:K03718	vcq:EN18_17175
ko:K07552	vcq:EN18_17185
ko:K01262	vcq:EN18_17195
ko:K03150	vcq:EN18_17200
ko:K03149	vcq:EN18_17205
ko:K03154	vcq:EN18_17210
ko:K03148	vcq:EN18_17215
ko:K00788	vcq:EN18_17220
ko:K03147	vcq:EN18_17225
ko:K06199	vcq:EN18_17230
ko:K00014	vcq:EN18_17280
ko:K00228	vcq:EN18_17285
ko:K03316	vcq:EN18_18940
ko:K00548	vcq:EN18_18945
ko:K00928	vcq:EN18_18950
ko:K00830	vcq:EN18_18955
ko:K13009	vcq:EN18_18960
ko:K03701	vcq:EN18_18965
ko:K00963	vcq:EN18_18970
ko:K18765	vcq:EN18_18985
ko:K12279	vcq:EN18_18990
ko:K12280	vcq:EN18_18995
ko:K02843	vcq:EN18_18075
ko:K03274	vcq:EN18_18095
ko:K01840	vcq:EN18_18105
ko:K01711	vcq:EN18_18110
ko:K02078	vcq:EN18_18135
ko:K02557	vcq:EN18_07810
ko:K01869	vcq:EN18_08120
ko:K03820	vcq:EN18_08130
ko:K06189	vcq:EN18_08135
ko:K07042	vcq:EN18_08140
ko:K06168	vcq:EN18_08150
ko:K03184	vcq:EN18_08155
ko:K08483	vcq:EN18_08165
ko:K02784	vcq:EN18_08170
ko:K01738	vcq:EN18_08175
ko:K06203	vcq:EN18_08180
ko:K03528	vcq:EN18_08185
ko:K01972	vcq:EN18_08190
ko:K07340	vcq:EN18_08210
ko:K05838	vcq:EN18_08220
ko:K07071	vcq:EN18_08235
ko:K07095	vcq:EN18_08240
ko:K07401	vcq:EN18_08245
ko:K04079	vcq:EN18_08260
ko:K03616	vcq:EN18_08405
ko:K03617	vcq:EN18_08410
ko:K03702	vcq:EN18_08425
ko:K03639	vcq:EN18_08450
ko:K03638	vcq:EN18_08455
ko:K03637	vcq:EN18_08460
ko:K03636	vcq:EN18_08465
ko:K03635	vcq:EN18_08470
ko:K01534	vcq:EN18_08485
ko:K00757	vcq:EN18_08490
ko:K01874	vcq:EN18_08500
ko:K03593	vcq:EN18_08505
ko:K01951	vcq:EN18_07225
ko:K07034	vcq:EN18_07240
ko:K01252	vcq:EN18_07245
ko:K02363	vcq:EN18_07250
ko:K02361	vcq:EN18_07255
ko:K00216	vcq:EN18_07260
ko:K02016	vcq:EN18_07270
ko:K02015	vcq:EN18_07275
ko:K02015	vcq:EN18_07280
ko:K02013	vcq:EN18_07285
ko:K02362	vcq:EN18_07290
ko:K03310	vcq:EN18_07305
ko:K00285	vcq:EN18_07310
ko:K10253	vcq:EN18_07320
ko:K07702	vcq:EN18_07330
ko:K07700	vcq:EN18_07335
ko:K01572	vcq:EN18_07340
ko:K01571	vcq:EN18_07345
ko:K01573	vcq:EN18_07350
ko:K01910	vcq:EN18_07360
ko:K00876	vcq:EN18_08515
ko:K07289	vcq:EN18_08520
ko:K01104	vcq:EN18_08530
ko:K06076	vcq:EN18_08535
ko:K06076	vcq:EN18_08540
ko:K06910	vcq:EN18_08705
ko:K05541	vcq:EN18_08850
ko:K07039	vcq:EN18_08855
ko:K03634	vcq:EN18_08860
ko:K07478	vcq:EN18_08865
ko:K01875	vcq:EN18_08870
ko:K00833	vcq:EN18_08875
ko:K01012	vcq:EN18_08880
ko:K00652	vcq:EN18_08885
ko:K02169	vcq:EN18_08890
ko:K01935	vcq:EN18_08895
ko:K03799	vcq:EN18_08905
ko:K09701	vcq:EN18_08925
ko:K00574	vcq:EN18_08930
ko:K01756	vcq:EN18_08950
ko:K07153	vcq:EN18_08955
ko:K00566	vcq:EN18_08960
ko:K00892	vcq:EN18_08965
ko:K18218	vcq:EN18_08975
ko:K00765	vcq:EN18_08980
ko:K00013	vcq:EN18_08985
ko:K00817	vcq:EN18_08990
ko:K01890	vcq:EN18_09420
ko:K04764	vcq:EN18_09425
ko:K00569	vcq:EN18_09440
ko:K08289	vcq:EN18_09445
ko:K07088	vcq:EN18_09450
ko:K01489	vcq:EN18_09455
ko:K06518	vcq:EN18_09465
ko:K01141	vcq:EN18_09470
ko:K06956	vcq:EN18_09475
ko:K07305	vcq:EN18_09480
ko:K00768	vcq:EN18_09490
ko:K02233	vcq:EN18_09495
ko:K02231	vcq:EN18_09500
ko:K02226	vcq:EN18_09505
ko:K05526	vcq:EN18_09510
ko:K06073	vcq:EN18_09515
ko:K06074	vcq:EN18_09520
ko:K03406	vcq:EN18_09535
ko:K11107	vcq:EN18_09560
ko:K03578	vcq:EN18_10160
ko:K04046	vcq:EN18_10170
ko:K03800	vcq:EN18_10175
ko:K01669	vcq:EN18_10190
ko:K03406	vcq:EN18_10200
ko:K03413	vcq:EN18_10205
ko:K03407	vcq:EN18_10215
ko:K03413	vcq:EN18_10220
ko:K00575	vcq:EN18_10225
ko:K03412	vcq:EN18_10235
ko:K03408	vcq:EN18_10240
ko:K03406	vcq:EN18_10245
ko:K03406	vcq:EN18_10250
ko:K03406	vcq:EN18_10255
ko:K03543	vcq:EN18_10275
ko:K03446	vcq:EN18_10280
ko:K03406	vcq:EN18_10285
ko:K02005	vcq:EN18_11005
ko:K02004	vcq:EN18_11015
ko:K02004	vcq:EN18_11020
ko:K02003	vcq:EN18_11025
ko:K00426	vcq:EN18_11030
ko:K01679	vcq:EN18_11045
ko:K09922	vcq:EN18_11050
ko:K09900	vcq:EN18_11060
ko:K03717	vcq:EN18_11080
ko:K05577	vcq:EN18_11085
ko:K09822	vcq:EN18_11090
ko:K03781	vcq:EN18_11105
ko:K01652	vcq:EN18_11125
ko:K18009	vcq:EN18_11130
ko:K01154	vcq:EN18_11990
ko:K03427	vcq:EN18_11995
ko:K17948	vcq:EN18_12020
ko:K01639	vcq:EN18_12030
ko:K01788	vcq:EN18_12050
ko:K00885	vcq:EN18_12055
ko:K01443	vcq:EN18_12060
ko:K01186	vcq:EN18_12065
ko:K07733	vcq:EN18_12070
ko:K03630	vcq:EN18_12075
ko:K03415	vcq:EN18_13125
ko:K15545	vcq:EN18_13130
ko:K00873	vcq:EN18_13135
ko:K03308	vcq:EN18_13155
ko:K02778	vcq:EN18_13165
ko:K02779	vcq:EN18_13165
ko:K03424	vcq:EN18_13170
ko:K02341	vcq:EN18_13175
ko:K00943	vcq:EN18_13180
ko:K07082	vcq:EN18_13185
ko:K02619	vcq:EN18_13190
ko:K09458	vcq:EN18_13195
ko:K02078	vcq:EN18_13200
ko:K00059	vcq:EN18_13205
ko:K00645	vcq:EN18_13210
ko:K00648	vcq:EN18_13215
ko:K03621	vcq:EN18_13220
ko:K02911	vcq:EN18_13225
ko:K07040	vcq:EN18_13230
ko:K06179	vcq:EN18_13240
ko:K08300	vcq:EN18_13250
ko:K03321	vcq:EN18_13255
ko:K04072	vcq:EN18_13265
ko:K00981	vcq:EN18_14370
ko:K00806	vcq:EN18_14375
ko:K02838	vcq:EN18_14380
ko:K09903	vcq:EN18_14385
ko:K02357	vcq:EN18_14390
ko:K02967	vcq:EN18_14395
ko:K01265	vcq:EN18_14400
ko:K00990	vcq:EN18_14405
ko:K01095	vcq:EN18_14415
ko:K00946	vcq:EN18_14420
ko:K03625	vcq:EN18_14425
ko:K00794	vcq:EN18_14430
ko:K14652	vcq:EN18_14435
ko:K00793	vcq:EN18_14440
ko:K11752	vcq:EN18_14445
ko:K07738	vcq:EN18_14450
ko:K00931	vcq:EN18_14460
ko:K11926	vcq:EN18_14465
ko:K11750	vcq:EN18_14470
ko:K00769	vcq:EN18_14475
ko:K06901	vcq:EN18_14480
ko:K01270	vcq:EN18_14485
ko:K05844	vcq:EN18_14495
ko:K01338	vcq:EN18_06400
ko:K03981	vcq:EN18_06485
ko:K07812	vcq:EN18_12860
ko:K07821	vcq:EN18_12865
ko:K01183	vcq:EN18_12870
ko:K03317	vcq:EN18_12875
ko:K08305	vcq:EN18_12890
ko:K09902	vcq:EN18_12895
ko:K03610	vcq:EN18_12900
ko:K03609	vcq:EN18_12905
ko:K03608	vcq:EN18_12910
ko:K09948	vcq:EN18_12920
ko:K05782	vcq:EN18_12955
ko:K01911	vcq:EN18_12960
ko:K02549	vcq:EN18_12965
ko:K01661	vcq:EN18_12970
ko:K08680	vcq:EN18_12975
ko:K02492	vcq:EN18_13940
ko:K00948	vcq:EN18_13955
ko:K01056	vcq:EN18_13960
ko:K06942	vcq:EN18_13965
ko:K02406	vcq:EN18_14050
ko:K02406	vcq:EN18_14055
ko:K02397	vcq:EN18_14060
ko:K02396	vcq:EN18_14065
ko:K02395	vcq:EN18_14070
ko:K02394	vcq:EN18_14075
ko:K02393	vcq:EN18_14080
ko:K02392	vcq:EN18_14085
ko:K02391	vcq:EN18_14090
ko:K02390	vcq:EN18_14095
ko:K02389	vcq:EN18_14100
ko:K07000	vcq:EN18_15200
ko:K03651	vcq:EN18_15205
ko:K09920	vcq:EN18_15210
ko:K01515	vcq:EN18_15215
ko:K12340	vcq:EN18_15220
ko:K03272	vcq:EN18_15225
ko:K00982	vcq:EN18_15230
ko:K03406	vcq:EN18_15235
ko:K18446	vcq:EN18_15245
ko:K07220	vcq:EN18_15250
ko:K03306	vcq:EN18_15255
ko:K07184	vcq:EN18_15260
ko:K02451	vcq:EN18_15265
ko:K02450	vcq:EN18_15270
ko:K00974	vcq:EN18_15275
ko:K01689	vcq:EN18_15280
ko:K01937	vcq:EN18_15285
ko:K04765	vcq:EN18_15290
ko:K00951	vcq:EN18_15295
ko:K03215	vcq:EN18_15300
ko:K07678	vcq:EN18_15305
ko:K00997	vcq:EN18_15325
ko:K03474	vcq:EN18_15330
ko:K03584	vcq:EN18_15335
ko:K16345	vcq:EN18_16560
ko:K07638	vcq:EN18_16565
ko:K07659	vcq:EN18_16570
ko:K04760	vcq:EN18_16575
ko:K06959	vcq:EN18_16580
ko:K02170	vcq:EN18_16590
ko:K07400	vcq:EN18_16600
ko:K08312	vcq:EN18_16605
ko:K01082	vcq:EN18_16610
ko:K02463	vcq:EN18_16615
ko:K02462	vcq:EN18_16620
ko:K02461	vcq:EN18_16625
ko:K02460	vcq:EN18_16630
ko:K02459	vcq:EN18_16635
ko:K02458	vcq:EN18_16640
ko:K02457	vcq:EN18_16645
ko:K02456	vcq:EN18_16650
ko:K02455	vcq:EN18_16655
ko:K02454	vcq:EN18_16660
ko:K02453	vcq:EN18_16665
ko:K02452	vcq:EN18_16670
ko:K04762	vcq:EN18_16675
ko:K04083	vcq:EN18_16680
ko:K01610	vcq:EN18_16685
ko:K12995	vcq:EN18_18175
ko:K07576	vcq:EN18_18195
ko:K16053	vcq:EN18_18200
ko:K09891	vcq:EN18_18215
ko:K01809	vcq:EN18_18220
ko:K00847	vcq:EN18_18225
ko:K05787	vcq:EN18_18235
ko:K01945	vcq:EN18_18245
ko:K00602	vcq:EN18_18250
ko:K03765	vcq:EN18_18265
ko:K03757	vcq:EN18_18270
ko:K11741	vcq:EN18_05480
ko:K18657	vcq:EN18_10650
ko:K06218	vcq:EN18_00670
ko:K02847	vcq:EN18_18080
ko:K01985	vcq:EN18_15500
ko:K06218	vcq:EN18_00825
ko:K01977	vcq:EN18_18420
ko:K01977	vcq:EN18_18855
ko:K01977	vcq:EN18_18880
ko:K01977	vcq:EN18_15530
ko:K01977	vcq:EN18_17650
ko:K01977	vcq:EN18_16780
ko:K01977	vcq:EN18_18905
ko:K01977	vcq:EN18_17260
ko:K01977	vcq:EN18_06955
ko:K14230	vcq:EN18_18640
ko:K14230	vcq:EN18_06155
ko:K14230	vcq:EN18_18630
ko:K14230	vcq:EN18_18635
ko:K14230	vcq:EN18_18620
ko:K18778	vcq:EN18_15175
ko:K18893	vcq:EN18_17900
ko:K18552	vcq:EN18_05240
ko:K09691	vcq:EN18_18130
ko:K18800	vcq:EN18_15405
ko:K20862	vcq:EN18_16920
ko:K18824	vcq:EN18_05275
ko:K18824	vcq:EN18_06335
ko:K14221	vcq:EN18_06975
ko:K14221	vcq:EN18_18445
ko:K14221	vcq:EN18_18935
ko:K14221	vcq:EN18_17240
ko:K14221	vcq:EN18_16760
ko:K14225	vcq:EN18_09390
ko:K14225	vcq:EN18_18605
ko:K14225	vcq:EN18_18610
ko:K14225	vcq:EN18_18615
ko:K14225	vcq:EN18_18625
ko:K14225	vcq:EN18_09400
ko:K14231	vcq:EN18_19255
ko:K14231	vcq:EN18_19280
ko:K14231	vcq:EN18_19270
ko:K14235	vcq:EN18_17235
ko:K12066	vcq:EN18_05440
ko:K01978	vcq:EN18_19945
ko:K10747	vcq:EN18_10905
ko:K18930	vcq:EN18_03185
ko:K18893	vcq:EN18_03240
ko:K03668	vcq:EN18_11505
ko:K12069	vcq:EN18_06470
ko:K18974	vcq:EN18_05770
ko:K10954	vcq:EN18_10495
ko:K10928	vcq:EN18_10490
ko:K02650	vcq:EN18_15150
ko:K03976	vcq:EN18_13905
ko:K10929	vcq:EN18_10485
ko:K01872	vcq:EN18_07205
ko:K07481	vcq:EN18_00795
ko:K18975	vcq:EN18_05765
ko:K18552	vcq:EN18_06360
ko:K03526	vcq:EN18_07180
ko:K14742	vcq:EN18_13045
ko:K07483	vcq:EN18_12090
ko:K07483	vcq:EN18_10590
ko:K07483	vcq:EN18_19525
ko:K07483	vcq:EN18_00545
ko:K07483	vcq:EN18_00965
ko:K07483	vcq:EN18_02305
ko:K00221	vcq:EN18_05845
ko:K05785	vcq:EN18_08280
ko:K08722	vcq:EN18_12995
ko:K03746	vcq:EN18_08970
ko:K04565	vcq:EN18_11095
ko:K03674	vcq:EN18_09050
ko:K03169	vcq:EN18_13320
ko:K03496	vcq:EN18_17550
ko:K03497	vcq:EN18_17555
ko:K07389	vcq:EN18_10475
ko:K07467	vcq:EN18_10525
ko:K07467	vcq:EN18_10545
ko:K03646	vcq:EN18_12315
ko:K03496	vcq:EN18_13410
ko:K18552	vcq:EN18_06310
ko:K03502	vcq:EN18_06280
ko:K04343	vcq:EN18_06325
ko:K10673	vcq:EN18_06330
ko:K04343	vcq:EN18_06375
ko:K10673	vcq:EN18_06380
ko:K12070	vcq:EN18_06415
ko:K12071	vcq:EN18_06420
ko:K12068	vcq:EN18_06445
ko:K12067	vcq:EN18_06450
ko:K12065	vcq:EN18_06460
ko:K12063	vcq:EN18_06490
ko:K12062	vcq:EN18_06500
ko:K12061	vcq:EN18_06505
ko:K12060	vcq:EN18_06510
ko:K12058	vcq:EN18_06515
ko:K03111	vcq:EN18_06555
ko:K07473	vcq:EN18_00320
ko:K12057	vcq:EN18_06655
ko:K12072	vcq:EN18_06660
ko:K12056	vcq:EN18_06665
ko:K18923	vcq:EN18_00820
ko:K03497	vcq:EN18_03785
ko:K09797	vcq:EN18_04540
ko:K10748	vcq:EN18_04940
ko:K12057	vcq:EN18_04960
ko:K12072	vcq:EN18_04965
ko:K12056	vcq:EN18_04970
ko:K07724	vcq:EN18_04980
ko:K03746	vcq:EN18_05000
ko:K18320	vcq:EN18_05185
ko:K18320	vcq:EN18_05205
ko:K18476	vcq:EN18_05255
ko:K04343	vcq:EN18_05265
ko:K10673	vcq:EN18_05270
ko:K03496	vcq:EN18_05285
ko:K03497	vcq:EN18_05290
ko:K12063	vcq:EN18_05495
ko:K12062	vcq:EN18_05505
ko:K12061	vcq:EN18_05510
ko:K12060	vcq:EN18_05520
ko:K12058	vcq:EN18_05525
ko:K03111	vcq:EN18_05560
ko:K06979	vcq:EN18_05835
ko:K18320	vcq:EN18_05840
ko:K00520	vcq:EN18_05850
ko:K08364	vcq:EN18_05855
ko:K08363	vcq:EN18_05860
ko:K03169	vcq:EN18_05370
ko:K12070	vcq:EN18_05385
ko:K12071	vcq:EN18_05390
ko:K12068	vcq:EN18_05430
ko:K12067	vcq:EN18_05435
ko:K12065	vcq:EN18_05445
ko:K08722	vcq:EN18_05675
ko:K02663	vcq:EN18_16195
ko:K18990	vcq:EN18_06085
ko:K12064	vcq:EN18_05450
ko:K12064	vcq:EN18_06465
ko:K12069	vcq:EN18_05455
ko:K08365	vcq:EN18_05865
ko:K18975	vcq:EN18_05790
ko:K18989	vcq:EN18_06090
ko:K18974	vcq:EN18_05795
ko:K18589	vcq:EN18_06645
ko:K18979	vcq:EN18_18645
ko:K02664	vcq:EN18_16190
ko:K19000	vcq:EN18_03015
ko:K07497	vcq:EN18_10595
ko:K07497	vcq:EN18_00970
ko:K07497	vcq:EN18_02300
ko:K07497	vcq:EN18_12085
ko:K07497	vcq:EN18_19520
ko:K10965	vcq:EN18_07540
