ko:K01991	bsv:BSVBI22_B0413
ko:K04047	bsv:BSVBI22_A2145
ko:K03789	bsv:BSVBI22_A2147
ko:K06168	bsv:BSVBI22_A2149
ko:K07042	bsv:BSVBI22_A2152
ko:K03820	bsv:BSVBI22_A2154
ko:K02437	bsv:BSVBI22_B0718
ko:K00605	bsv:BSVBI22_B0719
ko:K01915	bsv:BSVBI22_B0724
ko:K02002	bsv:BSVBI22_B0730
ko:K02001	bsv:BSVBI22_B0731
ko:K02000	bsv:BSVBI22_B0732
ko:K02013	bsv:BSVBI22_B0746
ko:K02015	bsv:BSVBI22_B0747
ko:K02016	bsv:BSVBI22_B0748
ko:K09761	bsv:BSVBI22_B0754
ko:K01919	bsv:BSVBI22_B0755
ko:K03601	bsv:BSVBI22_B0756
ko:K01915	bsv:BSVBI22_B0760
ko:K16087	bsv:BSVBI22_B1180
ko:K09691	bsv:BSVBI22_A0518
ko:K00130	bsv:BSVBI22_A0548
ko:K13967	bsv:BSVBI22_B0407
ko:K00570	bsv:BSVBI22_A2123
ko:K16079	bsv:BSVBI22_B0419
ko:K14235	bsv:BSVBI22_At21
ko:K00253	bsv:BSVBI22_A0020
ko:K14232	bsv:BSVBI22_At08
ko:K16092	bsv:BSVBI22_A1342
ko:K14232	bsv:BSVBI22_At10
ko:K01271	bsv:BSVBI22_A1525
ko:K07005	bsv:BSVBI22_A1367
ko:K21911	bsv:BSVBI22_B0862
ko:K14230	bsv:BSVBI22_Bt12
ko:K14230	bsv:BSVBI22_At36
ko:K14230	bsv:BSVBI22_At31
ko:K02358	bsv:BSVBI22_A1247
ko:K14229	bsv:BSVBI22_Bt04
ko:K02014	bsv:BSVBI22_B0990
ko:K02424	bsv:BSVBI22_B0674
ko:K10009	bsv:BSVBI22_B0675
ko:K16079	bsv:BSVBI22_A0119
ko:K16079	bsv:BSVBI22_A0118
ko:K16079	bsv:BSVBI22_A0697
ko:K14232	bsv:BSVBI22_At02
ko:K14230	bsv:BSVBI22_At27
ko:K00102	bsv:BSVBI22_A1404
ko:K14226	bsv:BSVBI22_At29
ko:K14227	bsv:BSVBI22_Bt14
ko:K14227	bsv:BSVBI22_At33
ko:K14227	bsv:BSVBI22_At38
ko:K14237	bsv:BSVBI22_Bt01
ko:K14218	bsv:BSVBI22_At01
ko:K14218	bsv:BSVBI22_At40
ko:K14231	bsv:BSVBI22_At03
ko:K14234	bsv:BSVBI22_At04
ko:K14223	bsv:BSVBI22_At30
ko:K14233	bsv:BSVBI22_At07
ko:K14225	bsv:BSVBI22_At17
ko:K14225	bsv:BSVBI22_At22
ko:K15580	bsv:BSVBI22_B0532
ko:K00971	bsv:BSVBI22_A0534
ko:K01980	bsv:BSVBI22_Ar02
ko:K01980	bsv:BSVBI22_Ar05
ko:K01980	bsv:BSVBI22_Br02
ko:K02055	bsv:BSVBI22_B0114
ko:K16165	bsv:BSVBI22_A0063
ko:K01048	bsv:BSVBI22_B0046
ko:K01840	bsv:BSVBI22_B0344
ko:K01840	bsv:BSVBI22_A0533
ko:K03202	bsv:BSVBI22_B0063
ko:K09386	bsv:BSVBI22_A0285
ko:K07782	bsv:BSVBI22_A0190
ko:K01069	bsv:BSVBI22_A1932
ko:K00104	bsv:BSVBI22_B0176
ko:K14218	bsv:BSVBI22_Bt13
ko:K14218	bsv:BSVBI22_At32
ko:K14218	bsv:BSVBI22_At37
ko:K11078	bsv:BSVBI22_B1096
ko:K11079	bsv:BSVBI22_B1097
ko:K12262	bsv:BSVBI22_B0200
ko:K10804	bsv:BSVBI22_A0085
ko:K14237	bsv:BSVBI22_At11
ko:K14234	bsv:BSVBI22_At14
ko:K14233	bsv:BSVBI22_At35
ko:K01985	bsv:BSVBI22_Ar01
ko:K01985	bsv:BSVBI22_Ar04
ko:K01985	bsv:BSVBI22_Br01
ko:K14222	bsv:BSVBI22_Bt05
ko:K14220	bsv:BSVBI22_Bt06
ko:K14234	bsv:BSVBI22_Bt07
ko:K14225	bsv:BSVBI22_Bt08
ko:K14225	bsv:BSVBI22_Bt09
ko:K14228	bsv:BSVBI22_Bt10
ko:K14233	bsv:BSVBI22_Bt11
ko:K14219	bsv:BSVBI22_At05
ko:K14219	bsv:BSVBI22_At09
ko:K14219	bsv:BSVBI22_At16
ko:K14219	bsv:BSVBI22_At41
ko:K14223	bsv:BSVBI22_At06
ko:K14237	bsv:BSVBI22_At15
ko:K14221	bsv:BSVBI22_At12
ko:K14221	bsv:BSVBI22_Bt02
ko:K14228	bsv:BSVBI22_At13
ko:K14228	bsv:BSVBI22_At18
ko:K14228	bsv:BSVBI22_At19
ko:K14228	bsv:BSVBI22_At20
ko:K14228	bsv:BSVBI22_At39
ko:K14224	bsv:BSVBI22_At24
ko:K14224	bsv:BSVBI22_At25
ko:K14224	bsv:BSVBI22_At34
ko:K14229	bsv:BSVBI22_At26
ko:K14230	bsv:BSVBI22_At28
ko:K01977	bsv:BSVBI22_Ar03
ko:K01977	bsv:BSVBI22_Ar06
ko:K01977	bsv:BSVBI22_Br03
ko:K02054	bsv:BSVBI22_B0324
ko:K02054	bsv:BSVBI22_B0113
ko:K05799	bsv:BSVBI22_B0173
ko:K02051	bsv:BSVBI22_B1176
ko:K10544	bsv:BSVBI22_B1142
ko:K14233	bsv:BSVBI22_Bt03
ko:K02062	bsv:BSVBI22_A1755
ko:K14236	bsv:BSVBI22_At23
ko:K16264	bsv:BSVBI22_A0499
ko:K01487	bsv:BSVBI22_A0355
ko:K10237	bsv:BSVBI22_B0301
ko:K10236	bsv:BSVBI22_B0300
ko:K02031	bsv:BSVBI22_B0401
ko:K10238	bsv:BSVBI22_B0302
ko:K10440	bsv:BSVBI22_B0984
ko:K01166	bsv:BSVBI22_A0699
ko:K10118	bsv:BSVBI22_B0513
ko:K19233	bsv:BSVBI22_A1842
ko:K19231	bsv:BSVBI22_B1138
ko:K10440	bsv:BSVBI22_B0985
ko:K02032	bsv:BSVBI22_B0400
ko:K02034	bsv:BSVBI22_B1084
ko:K10543	bsv:BSVBI22_B0261
ko:K15583	bsv:BSVBI22_B0528
ko:K10823	bsv:BSVBI22_B0528
ko:K19232	bsv:BSVBI22_A0072
ko:K10441	bsv:BSVBI22_B0986
ko:K10119	bsv:BSVBI22_B0514
ko:K10544	bsv:BSVBI22_B0263
ko:K10545	bsv:BSVBI22_B0262
ko:K02851	bsv:BSVBI22_B0424
ko:K00336	bsv:BSVBI22_A0804
ko:K01480	bsv:BSVBI22_A0785
ko:K00076	bsv:BSVBI22_A1612
ko:K00135	bsv:BSVBI22_A1636
ko:K03711	bsv:BSVBI22_A1650
ko:K04748	bsv:BSVBI22_B0246
ko:K02051	bsv:BSVBI22_B0280
ko:K02050	bsv:BSVBI22_B0281
ko:K02049	bsv:BSVBI22_B0282
ko:K00674	bsv:BSVBI22_B1019
ko:K01439	bsv:BSVBI22_B1022
ko:K00799	bsv:BSVBI22_B1035
ko:K00845	bsv:BSVBI22_B1040
ko:K06147	bsv:BSVBI22_B1041
ko:K07304	bsv:BSVBI22_B1060
ko:K00135	bsv:BSVBI22_B1067
ko:K01239	bsv:BSVBI22_B0006
ko:K14998	bsv:BSVBI22_B0522
ko:K16915	bsv:BSVBI22_A1361
ko:K00128	bsv:BSVBI22_B0899
ko:K03635	bsv:BSVBI22_A0692
ko:K00799	bsv:BSVBI22_A0698
ko:K01784	bsv:BSVBI22_A0711
ko:K00939	bsv:BSVBI22_A0720
ko:K00970	bsv:BSVBI22_A1547
ko:K08738	bsv:BSVBI22_B0170
ko:K06221	bsv:BSVBI22_B0179
ko:K01679	bsv:BSVBI22_B0188
ko:K02030	bsv:BSVBI22_A1949
ko:K01760	bsv:BSVBI22_A0735
ko:K07393	bsv:BSVBI22_A1555
ko:K03455	bsv:BSVBI22_B0206
ko:K01092	bsv:BSVBI22_B0208
ko:K00380	bsv:BSVBI22_B0229
ko:K01470	bsv:BSVBI22_B0977
ko:K00799	bsv:BSVBI22_B0993
ko:K02342	bsv:BSVBI22_B0997
ko:K02433	bsv:BSVBI22_B0998
ko:K02033	bsv:BSVBI22_B1002
ko:K02035	bsv:BSVBI22_B1003
ko:K00059	bsv:BSVBI22_B1004
ko:K07025	bsv:BSVBI22_B1017
ko:K10565	bsv:BSVBI22_B1132
ko:K02030	bsv:BSVBI22_B0625
ko:K02030	bsv:BSVBI22_B0624
ko:K02030	bsv:BSVBI22_A0296
ko:K02008	bsv:BSVBI22_A1362
ko:K02030	bsv:BSVBI22_A0951
ko:K01907	bsv:BSVBI22_A0021
ko:K04518	bsv:BSVBI22_A0037
ko:K08738	bsv:BSVBI22_A0039
ko:K01759	bsv:BSVBI22_A0056
ko:K03593	bsv:BSVBI22_A0057
ko:K06889	bsv:BSVBI22_A0061
ko:K01835	bsv:BSVBI22_A0058
ko:K00059	bsv:BSVBI22_A0459
ko:K02274	bsv:BSVBI22_A0469
ko:K02258	bsv:BSVBI22_A0472
ko:K03469	bsv:BSVBI22_A0478
ko:K01560	bsv:BSVBI22_A0493
ko:K08978	bsv:BSVBI22_A1300
ko:K03455	bsv:BSVBI22_A1321
ko:K07027	bsv:BSVBI22_A1322
ko:K02056	bsv:BSVBI22_A1334
ko:K07657	bsv:BSVBI22_A2139
ko:K03177	bsv:BSVBI22_A2163
ko:K00564	bsv:BSVBI22_A2166
ko:K00647	bsv:BSVBI22_A2168
ko:K02025	bsv:BSVBI22_B0741
ko:K09471	bsv:BSVBI22_B0762
ko:K00059	bsv:BSVBI22_B0769
ko:K01092	bsv:BSVBI22_A1707
ko:K06147	bsv:BSVBI22_A1711
ko:K14162	bsv:BSVBI22_A0069
ko:K01934	bsv:BSVBI22_A1719
ko:K00949	bsv:BSVBI22_A1752
ko:K00088	bsv:BSVBI22_B0348
ko:K01243	bsv:BSVBI22_B0356
ko:K00059	bsv:BSVBI22_B0392
ko:K09815	bsv:BSVBI22_B1112
ko:K02510	bsv:BSVBI22_B1146
ko:K01259	bsv:BSVBI22_A0315
ko:K01885	bsv:BSVBI22_A1143
ko:K09949	bsv:BSVBI22_A1146
ko:K01965	bsv:BSVBI22_A1185
ko:K01847	bsv:BSVBI22_A1186
ko:K02533	bsv:BSVBI22_A1192
ko:K07232	bsv:BSVBI22_A1987
ko:K01507	bsv:BSVBI22_A1989
ko:K02342	bsv:BSVBI22_B0619
ko:K01607	bsv:BSVBI22_B0637
ko:K10440	bsv:BSVBI22_A0539
ko:K10439	bsv:BSVBI22_A0540
ko:K00854	bsv:BSVBI22_A0544
ko:K10563	bsv:BSVBI22_A2179
ko:K01692	bsv:BSVBI22_A2180
ko:K00852	bsv:BSVBI22_B0005
ko:K02056	bsv:BSVBI22_B0009
ko:K00626	bsv:BSVBI22_B0786
ko:K01708	bsv:BSVBI22_B0798
ko:K02052	bsv:BSVBI22_B0801
ko:K02055	bsv:BSVBI22_B0802
ko:K09137	bsv:BSVBI22_B0811
ko:K00059	bsv:BSVBI22_B0030
ko:K02033	bsv:BSVBI22_B0777
ko:K02035	bsv:BSVBI22_B0778
ko:K01782	bsv:BSVBI22_B0785
ko:K01560	bsv:BSVBI22_A0561
ko:K02433	bsv:BSVBI22_A0569
ko:K02200	bsv:BSVBI22_A0603
ko:K02200	bsv:BSVBI22_A0606
ko:K01262	bsv:BSVBI22_A1412
ko:K07273	bsv:BSVBI22_A1441
ko:K00808	bsv:BSVBI22_B0078
ko:K02619	bsv:BSVBI22_B0079
ko:K00567	bsv:BSVBI22_A0185
ko:K00548	bsv:BSVBI22_A0188
ko:K01082	bsv:BSVBI22_A0195
ko:K13953	bsv:BSVBI22_A0203
ko:K03153	bsv:BSVBI22_A0217
ko:K02025	bsv:BSVBI22_A0236
ko:K00769	bsv:BSVBI22_A1042
ko:K01011	bsv:BSVBI22_A1051
ko:K13953	bsv:BSVBI22_A1057
ko:K01784	bsv:BSVBI22_A1062
ko:K04765	bsv:BSVBI22_A1063
ko:K01496	bsv:BSVBI22_A1072
ko:K00568	bsv:BSVBI22_A1868
ko:K01719	bsv:BSVBI22_A1882
ko:K01409	bsv:BSVBI22_A1884
ko:K00241	bsv:BSVBI22_A1900
ko:K15582	bsv:BSVBI22_B0529
ko:K15599	bsv:BSVBI22_A0211
ko:K07126	bsv:BSVBI22_A0625
ko:K00598	bsv:BSVBI22_A1449
ko:K07054	bsv:BSVBI22_A1479
ko:K00799	bsv:BSVBI22_A1487
ko:K03498	bsv:BSVBI22_A1494
ko:K02017	bsv:BSVBI22_B0090
ko:K01426	bsv:BSVBI22_B0098
ko:K00033	bsv:BSVBI22_B0110
ko:K02052	bsv:BSVBI22_B0111
ko:K00101	bsv:BSVBI22_B0911
ko:K01479	bsv:BSVBI22_B0922
ko:K01724	bsv:BSVBI22_A0082
ko:K01104	bsv:BSVBI22_A0083
ko:K02004	bsv:BSVBI22_A0087
ko:K02193	bsv:BSVBI22_A0094
ko:K02348	bsv:BSVBI22_A0129
ko:K13628	bsv:BSVBI22_A0935
ko:K07213	bsv:BSVBI22_A0938
ko:K05524	bsv:BSVBI22_A1763
ko:K00626	bsv:BSVBI22_A1768
ko:K01958	bsv:BSVBI22_A1777
ko:K00616	bsv:BSVBI22_A1801
ko:K00135	bsv:BSVBI22_B0395
ko:K02033	bsv:BSVBI22_B0404
ko:K02035	bsv:BSVBI22_B0405
ko:K01826	bsv:BSVBI22_B1152
ko:K07025	bsv:BSVBI22_B1157
ko:K02025	bsv:BSVBI22_B1172
ko:K02049	bsv:BSVBI22_B1177
ko:K02050	bsv:BSVBI22_B1178
ko:K01834	bsv:BSVBI22_B1043
ko:K02510	bsv:BSVBI22_A0840
ko:K07104	bsv:BSVBI22_A0844
ko:K01785	bsv:BSVBI22_A0853
ko:K02116	bsv:BSVBI22_A0382
ko:K01077	bsv:BSVBI22_A1196
ko:K00939	bsv:BSVBI22_A1208
ko:K04763	bsv:BSVBI22_A2027
ko:K04085	bsv:BSVBI22_A2030
ko:K00059	bsv:BSVBI22_A2035
ko:K01989	bsv:BSVBI22_A2049
ko:K05832	bsv:BSVBI22_A2051
ko:K05833	bsv:BSVBI22_A2052
ko:K05814	bsv:BSVBI22_B0649
ko:K05815	bsv:BSVBI22_B0650
ko:K05816	bsv:BSVBI22_B0651
ko:K07077	bsv:BSVBI22_B0663
ko:K01469	bsv:BSVBI22_B0673
ko:K02427	bsv:BSVBI22_B0678
ko:K07126	bsv:BSVBI22_A0868
ko:K00058	bsv:BSVBI22_A1681
ko:K07126	bsv:BSVBI22_A1704
ko:K03769	bsv:BSVBI22_B0291
ko:K00374	bsv:BSVBI22_B0292
ko:K03647	bsv:BSVBI22_B0311
ko:K02055	bsv:BSVBI22_B0322
ko:K02052	bsv:BSVBI22_B0323
ko:K02033	bsv:BSVBI22_B1072
ko:K02035	bsv:BSVBI22_B1075
ko:K02035	bsv:BSVBI22_B1081
ko:K02033	bsv:BSVBI22_B1083
ko:K02035	bsv:BSVBI22_B1088
ko:K02033	bsv:BSVBI22_B1089
ko:K01426	bsv:BSVBI22_B1094
ko:K05595	bsv:BSVBI22_A1094
ko:K03499	bsv:BSVBI22_A1110
ko:K03743	bsv:BSVBI22_A1117
ko:K03769	bsv:BSVBI22_A1939
ko:K01480	bsv:BSVBI22_A1953
ko:K01424	bsv:BSVBI22_A1956
ko:K01424	bsv:BSVBI22_A1958
ko:K02056	bsv:BSVBI22_B0564
ko:K02035	bsv:BSVBI22_B0570
ko:K06196	bsv:BSVBI22_B0578
ko:K02433	bsv:BSVBI22_B0588
ko:K06147	bsv:BSVBI22_A0443
ko:K01759	bsv:BSVBI22_A1264
ko:K00595	bsv:BSVBI22_A1281
ko:K02342	bsv:BSVBI22_A2067
ko:K01523	bsv:BSVBI22_A2082
ko:K00867	bsv:BSVBI22_A2083
ko:K02793	bsv:BSVBI22_A2090
ko:K11189	bsv:BSVBI22_A2091
ko:K02010	bsv:BSVBI22_B0693
ko:K03386	bsv:BSVBI22_B0700
ko:K00010	bsv:BSVBI22_B0703
ko:K01092	bsv:BSVBI22_B0709
ko:K02010	bsv:BSVBI22_B0710
ko:K02806	bsv:BSVBI22_A0161
ko:K02428	bsv:BSVBI22_A0175
ko:K07258	bsv:BSVBI22_A0987
ko:K06147	bsv:BSVBI22_A0994
ko:K06179	bsv:BSVBI22_A0996
ko:K00383	bsv:BSVBI22_A1008
ko:K01916	bsv:BSVBI22_A1011
ko:K01885	bsv:BSVBI22_A1012
ko:K02067	bsv:BSVBI22_A1017
ko:K06902	bsv:BSVBI22_A1813
ko:K07305	bsv:BSVBI22_B0442
ko:K00626	bsv:BSVBI22_B0444
ko:K00058	bsv:BSVBI22_B0449
ko:K02050	bsv:BSVBI22_B0463
ko:K02049	bsv:BSVBI22_B0464
ko:K02051	bsv:BSVBI22_B0465
ko:K07273	bsv:BSVBI22_B0482
ko:K00652	bsv:BSVBI22_B0486
ko:K02009	bsv:BSVBI22_A1359
ko:K06075	bsv:BSVBI22_A1792
ko:K06075	bsv:BSVBI22_B0753
ko:K00632	bsv:BSVBI22_B0629
ko:K00265	bsv:BSVBI22_B0054
ko:K00108	bsv:BSVBI22_A0549
ko:K16871	bsv:BSVBI22_A0191
ko:K02303	bsv:BSVBI22_A1293
ko:K09810	bsv:BSVBI22_A0820
ko:K02006	bsv:BSVBI22_A1363
ko:K02196	bsv:BSVBI22_A0097
ko:K14998	bsv:BSVBI22_A0475
ko:K13786	bsv:BSVBI22_A1288
ko:K02488	bsv:BSVBI22_B0604
ko:K10439	bsv:BSVBI22_B0987
ko:K08316	bsv:BSVBI22_B0203
ko:K17317	bsv:BSVBI22_B0683
ko:K17316	bsv:BSVBI22_B0684
ko:K02058	bsv:BSVBI22_A1337
ko:K17202	bsv:BSVBI22_B0850
ko:K17206	bsv:BSVBI22_A1627
ko:K17247	bsv:BSVBI22_B0982
ko:K02028	bsv:BSVBI22_A1952
ko:K02058	bsv:BSVBI22_B0561
ko:K11209	bsv:BSVBI22_A0622
ko:K00480	bsv:BSVBI22_A0742
ko:K03457	bsv:BSVBI22_A1904
ko:K17203	bsv:BSVBI22_B0851
ko:K00151	bsv:BSVBI22_B1151
ko:K17315	bsv:BSVBI22_B0685
ko:K17204	bsv:BSVBI22_B0852
ko:K02484	bsv:BSVBI22_B0224
ko:K17205	bsv:BSVBI22_A1624
ko:K17207	bsv:BSVBI22_A1628
ko:K10112	bsv:BSVBI22_A0238
ko:K03574	bsv:BSVBI22_A1935
ko:K11532	bsv:BSVBI22_A1269
ko:K10111	bsv:BSVBI22_B0516
ko:K01897	bsv:BSVBI22_A0290
ko:K09472	bsv:BSVBI22_B1161
ko:K10112	bsv:BSVBI22_B1173
ko:K10112	bsv:BSVBI22_B0737
ko:K01533	bsv:BSVBI22_A0358
ko:K10111	bsv:BSVBI22_B0303
ko:K02026	bsv:BSVBI22_A0237
ko:K02027	bsv:BSVBI22_A0235
ko:K02027	bsv:BSVBI22_B0740
ko:K17662	bsv:BSVBI22_A0769
ko:K17723	bsv:BSVBI22_A0283
ko:K00537	bsv:BSVBI22_A0985
ko:K06518	bsv:BSVBI22_A0326
ko:K02027	bsv:BSVBI22_B1170
ko:K02026	bsv:BSVBI22_B1171
ko:K02026	bsv:BSVBI22_B0742
ko:K12574	bsv:BSVBI22_A0813
ko:K00128	bsv:BSVBI22_B1005
ko:K00128	bsv:BSVBI22_B0665
ko:K00254	bsv:BSVBI22_A0312
ko:K00249	bsv:BSVBI22_A0413
ko:K00001	bsv:BSVBI22_B0726
ko:K00065	bsv:BSVBI22_B0972
ko:K00076	bsv:BSVBI22_A1613
ko:K01144	bsv:BSVBI22_A1381
ko:K00329	bsv:BSVBI22_B1032
ko:K00356	bsv:BSVBI22_B1032
ko:K13010	bsv:BSVBI22_A0520
ko:K17938	bsv:BSVBI22_A0373
ko:K04771	bsv:BSVBI22_A0607
ko:K01286	bsv:BSVBI22_A1068
ko:K09017	bsv:BSVBI22_A0281
ko:K07483	bsv:BSVBI22_B0552
ko:K18138	bsv:BSVBI22_A1084
ko:K03585	bsv:BSVBI22_A1085
ko:K03719	bsv:BSVBI22_A1565
ko:K03719	bsv:BSVBI22_B0715
ko:K00001	bsv:BSVBI22_B0397
ko:K19270	bsv:BSVBI22_A0857
ko:K01286	bsv:BSVBI22_A1168
ko:K01286	bsv:BSVBI22_A2032
ko:K18118	bsv:BSVBI22_A1054
ko:K21686	bsv:BSVBI22_A1183
ko:K09709	bsv:BSVBI22_B0163
ko:K18138	bsv:BSVBI22_A0293
ko:K03446	bsv:BSVBI22_B0115
ko:K00138	bsv:BSVBI22_A0202
ko:K18480	bsv:BSVBI22_A1018
ko:K18588	bsv:BSVBI22_A1119
ko:K00862	bsv:BSVBI22_B0856
ko:K18676	bsv:BSVBI22_B0509
ko:K18676	bsv:BSVBI22_B1108
ko:K18707	bsv:BSVBI22_A1929
ko:K01161	bsv:BSVBI22_B0615
ko:K05366	bsv:BSVBI22_A0117
ko:K07171	bsv:BSVBI22_B1104
ko:K18954	bsv:BSVBI22_B0633
ko:K07473	bsv:BSVBI22_B0375
ko:K03111	bsv:BSVBI22_A1098
ko:K03497	bsv:BSVBI22_A2054
ko:K03496	bsv:BSVBI22_A2055
ko:K04565	bsv:BSVBI22_B0695
ko:K03196	bsv:BSVBI22_B0059
ko:K03204	bsv:BSVBI22_B0061
ko:K03203	bsv:BSVBI22_B0062
ko:K03201	bsv:BSVBI22_B0064
ko:K03194	bsv:BSVBI22_B0069
ko:K16898	bsv:BSVBI22_A2099
ko:K03497	bsv:BSVBI22_B1193
ko:K03496	bsv:BSVBI22_B1192
ko:K03761	bsv:BSVBI22_A1447
ko:K19055	bsv:BSVBI22_B0886
ko:K07483	bsv:BSVBI22_B1064
ko:K07483	bsv:BSVBI22_B1106
ko:K00020	bsv:BSVBI22_A1310
ko:K00335	bsv:BSVBI22_A0803
ko:K18979	bsv:BSVBI22_B1036
ko:K03526	bsv:BSVBI22_A1774
ko:K16899	bsv:BSVBI22_A2098
ko:K07484	bsv:BSVBI22_B0551
ko:K02483	bsv:BSVBI22_A0608
ko:K00611	bsv:BSVBI22_A0303
ko:K18996	bsv:BSVBI22_B0001
ko:K02032	bsv:BSVBI22_B0999
ko:K13581	bsv:BSVBI22_A0492
ko:K13642	bsv:BSVBI22_B0297
ko:K02032	bsv:BSVBI22_B1069
ko:K00020	bsv:BSVBI22_A0946
ko:K12448	bsv:BSVBI22_B0537
ko:K04747	bsv:BSVBI22_B0243
ko:K00529	bsv:BSVBI22_B0721
ko:K00798	bsv:BSVBI22_A1971
ko:K01621	bsv:BSVBI22_B0381
ko:K19181	bsv:BSVBI22_A2044
ko:K01710	bsv:BSVBI22_B0844
ko:K22468	bsv:BSVBI22_A0298
ko:K00344	bsv:BSVBI22_B0387
ko:K08678	bsv:BSVBI22_B0536
ko:K19221	bsv:BSVBI22_A1301
ko:K07497	bsv:BSVBI22_A0514
ko:K01992	bsv:BSVBI22_A1344
ko:K01992	bsv:BSVBI22_B0461
ko:K19342	bsv:BSVBI22_B0275
ko:K06041	bsv:BSVBI22_B0073
ko:K07497	bsv:BSVBI22_B0140
ko:K07497	bsv:BSVBI22_B1063
ko:K07497	bsv:BSVBI22_B1107
ko:K07497	bsv:BSVBI22_A0515
ko:K04771	bsv:BSVBI22_A1388
ko:K07498	bsv:BSVBI22_A1847
ko:K19339	bsv:BSVBI22_B0270
ko:K19340	bsv:BSVBI22_B0273
ko:K19341	bsv:BSVBI22_B0274
ko:K00875	bsv:BSVBI22_B0265
ko:K02032	bsv:BSVBI22_B1092
ko:K02031	bsv:BSVBI22_B1085
ko:K02031	bsv:BSVBI22_B1070
ko:K02031	bsv:BSVBI22_B1000
ko:K09690	bsv:BSVBI22_A0519
ko:K03296	bsv:BSVBI22_A0278
ko:K07344	bsv:BSVBI22_B0362
ko:K17686	bsv:BSVBI22_A0220
ko:K19713	bsv:BSVBI22_B0349
ko:K07102	bsv:BSVBI22_A2096
ko:K19689	bsv:BSVBI22_A2144
ko:K00992	bsv:BSVBI22_A2097
ko:K17722	bsv:BSVBI22_A0284
ko:K19777	bsv:BSVBI22_B0337
ko:K00799	bsv:BSVBI22_A0947
ko:K08744	bsv:BSVBI22_A0694
ko:K07147	bsv:BSVBI22_B0981
ko:K19802	bsv:BSVBI22_A1014
ko:K09796	bsv:BSVBI22_A0054
ko:K20266	bsv:BSVBI22_B0364
ko:K02483	bsv:BSVBI22_B0470
ko:K00525	bsv:BSVBI22_B0312
ko:K00526	bsv:BSVBI22_B0313
ko:K20539	bsv:BSVBI22_A1635
ko:K03200	bsv:BSVBI22_B0065
ko:K03198	bsv:BSVBI22_B0067
ko:K03197	bsv:BSVBI22_B0068
ko:K00302	bsv:BSVBI22_A0231
ko:K03199	bsv:BSVBI22_B0066
ko:K03195	bsv:BSVBI22_B0060
ko:K11529	bsv:BSVBI22_A0356
ko:K16011	bsv:BSVBI22_B0343
ko:K21054	bsv:BSVBI22_B0857
ko:K21062	bsv:BSVBI22_B0235
ko:K21137	bsv:BSVBI22_B0906
ko:K00821	bsv:BSVBI22_A0302
ko:K00525	bsv:BSVBI22_A1039
ko:K21136	bsv:BSVBI22_B0907
ko:K13609	bsv:BSVBI22_B0236
ko:K21134	bsv:BSVBI22_B0905
ko:K01520	bsv:BSVBI22_A1671
ko:K06904	bsv:BSVBI22_A0584
ko:K03553	bsv:BSVBI22_A1198
ko:K03676	bsv:BSVBI22_A1872
ko:K06952	bsv:BSVBI22_A0662
ko:K06191	bsv:BSVBI22_B0310
ko:K00287	bsv:BSVBI22_A1392
ko:K00560	bsv:BSVBI22_A1393
ko:K09882	bsv:BSVBI22_A2018
ko:K02316	bsv:BSVBI22_A1474
ko:K06217	bsv:BSVBI22_A2151
ko:K02314	bsv:BSVBI22_A0451
ko:K02483	bsv:BSVBI22_A0600
ko:K01740	bsv:BSVBI22_A0789
ko:K01738	bsv:BSVBI22_A0789
ko:K02335	bsv:BSVBI22_A0123
ko:K01802	bsv:BSVBI22_A1090
ko:K09806	bsv:BSVBI22_A1520
ko:K01139	bsv:BSVBI22_A0648
ko:K00015	bsv:BSVBI22_A2173
ko:K07497	bsv:BSVBI22_A0725
ko:K01649	bsv:BSVBI22_A0674
ko:K21420	bsv:BSVBI22_A0751
ko:K21470	bsv:BSVBI22_A0758
ko:K21470	bsv:BSVBI22_A0958
ko:K01420	bsv:BSVBI22_A0650
ko:K21603	bsv:BSVBI22_B1130
ko:K21564	bsv:BSVBI22_B0277
ko:K21697	bsv:BSVBI22_B0118
ko:K21564	bsv:BSVBI22_B0258
ko:K21832	bsv:BSVBI22_A1456
ko:K19591	bsv:BSVBI22_A0221
ko:K21910	bsv:BSVBI22_B0861
ko:K21948	bsv:BSVBI22_B0147
ko:K21929	bsv:BSVBI22_A0644
ko:K21929	bsv:BSVBI22_A0616
ko:K22025	bsv:BSVBI22_B0144
ko:K22131	bsv:BSVBI22_B0146
ko:K22130	bsv:BSVBI22_B0143
ko:K03595	bsv:BSVBI22_A0659
ko:K00304	bsv:BSVBI22_A0230
ko:K22187	bsv:BSVBI22_A0210
ko:K22310	bsv:BSVBI22_A0148
ko:K11991	bsv:BSVBI22_B0201
ko:K02257	bsv:BSVBI22_A0470
ko:K11206	bsv:BSVBI22_A1871
ko:K00424	bsv:BSVBI22_B0507
ko:K22548	bsv:BSVBI22_A0338
