ko:K19744	pff:PFLUOLIPICF726490
ko:K00950	pff:PFLUOLIPICF712545
ko:K00970	pff:PFLUOLIPICF712550
ko:K01894	pff:PFLUOLIPICF712570
ko:K06204	pff:PFLUOLIPICF712575
ko:K06206	pff:PFLUOLIPICF712585
ko:K02016	pff:PFLUOLIPICF712595
ko:K02015	pff:PFLUOLIPICF712600
ko:K02013	pff:PFLUOLIPICF712605
ko:K07028	pff:PFLUOLIPICF712620
ko:K05365	pff:PFLUOLIPICF712625
ko:K10943	pff:PFLUOLIPICF716525
ko:K02408	pff:PFLUOLIPICF716530
ko:K02409	pff:PFLUOLIPICF716535
ko:K02410	pff:PFLUOLIPICF716540
ko:K01825	pff:PFLUOLIPICF700625
ko:K06149	pff:PFLUOLIPICF700640
ko:K15738	pff:PFLUOLIPICF700645
ko:K08309	pff:PFLUOLIPICF700650
ko:K06147	pff:PFLUOLIPICF700655
ko:K03473	pff:PFLUOLIPICF700665
ko:K03327	pff:PFLUOLIPICF700670
ko:K04085	pff:PFLUOLIPICF700675
ko:K06968	pff:PFLUOLIPICF700680
ko:K01681	pff:PFLUOLIPICF700685
ko:K01738	pff:PFLUOLIPICF700695
ko:K09989	pff:PFLUOLIPICF700710
ko:K07160	pff:PFLUOLIPICF700730
ko:K01354	pff:PFLUOLIPICF700755
ko:K09160	pff:PFLUOLIPICF700800
ko:K09902	pff:PFLUOLIPICF700820
ko:K03684	pff:PFLUOLIPICF700825
ko:K01915	pff:PFLUOLIPICF700835
ko:K01713	pff:PFLUOLIPICF700845
ko:K11921	pff:PFLUOLIPICF700850
ko:K01673	pff:PFLUOLIPICF700855
ko:K01725	pff:PFLUOLIPICF700860
ko:K03228	pff:PFLUOLIPICF704740
ko:K03227	pff:PFLUOLIPICF704745
ko:K03226	pff:PFLUOLIPICF704750
ko:K03225	pff:PFLUOLIPICF704755
ko:K03224	pff:PFLUOLIPICF704770
ko:K03220	pff:PFLUOLIPICF704775
ko:K03230	pff:PFLUOLIPICF704780
ko:K04058	pff:PFLUOLIPICF704785
ko:K01823	pff:PFLUOLIPICF704815
ko:K00681	pff:PFLUOLIPICF704830
ko:K01921	pff:PFLUOLIPICF704835
ko:K03406	pff:PFLUOLIPICF704855
ko:K07665	pff:PFLUOLIPICF704870
ko:K07644	pff:PFLUOLIPICF704875
ko:K15726	pff:PFLUOLIPICF704880
ko:K15727	pff:PFLUOLIPICF704885
ko:K15725	pff:PFLUOLIPICF704890
ko:K03299	pff:PFLUOLIPICF704895
ko:K02106	pff:PFLUOLIPICF704905
ko:K01673	pff:PFLUOLIPICF704925
ko:K03789	pff:PFLUOLIPICF704935
ko:K03808	pff:PFLUOLIPICF704965
ko:K03808	pff:PFLUOLIPICF704970
ko:K00140	pff:PFLUOLIPICF705000
ko:K11896	pff:PFLUOLIPICF708815
ko:K11897	pff:PFLUOLIPICF708820
ko:K11903	pff:PFLUOLIPICF708825
ko:K11900	pff:PFLUOLIPICF708830
ko:K11901	pff:PFLUOLIPICF708835
ko:K11902	pff:PFLUOLIPICF708840
ko:K11913	pff:PFLUOLIPICF708845
ko:K11906	pff:PFLUOLIPICF708850
ko:K11893	pff:PFLUOLIPICF708855
ko:K11892	pff:PFLUOLIPICF708860
ko:K11891	pff:PFLUOLIPICF708865
ko:K11890	pff:PFLUOLIPICF708870
ko:K11912	pff:PFLUOLIPICF708880
ko:K02003	pff:PFLUOLIPICF708885
ko:K02004	pff:PFLUOLIPICF708890
ko:K03655	pff:PFLUOLIPICF708915
ko:K04761	pff:PFLUOLIPICF708920
ko:K03832	pff:PFLUOLIPICF708925
ko:K03559	pff:PFLUOLIPICF708930
ko:K03561	pff:PFLUOLIPICF708935
ko:K03060	pff:PFLUOLIPICF708960
ko:K00942	pff:PFLUOLIPICF708965
ko:K00989	pff:PFLUOLIPICF708975
ko:K09940	pff:PFLUOLIPICF708980
ko:K01142	pff:PFLUOLIPICF708985
ko:K00762	pff:PFLUOLIPICF708990
ko:K00930	pff:PFLUOLIPICF708995
ko:K15778	pff:PFLUOLIPICF709000
ko:K13038	pff:PFLUOLIPICF709010
ko:K03630	pff:PFLUOLIPICF709015
ko:K02035	pff:PFLUOLIPICF709020
ko:K02902	pff:PFLUOLIPICF709025
ko:K02913	pff:PFLUOLIPICF709030
ko:K06995	pff:PFLUOLIPICF709035
ko:K12254	pff:PFLUOLIPICF709040
ko:K03406	pff:PFLUOLIPICF712890
ko:K03773	pff:PFLUOLIPICF712895
ko:K06193	pff:PFLUOLIPICF712905
ko:K02523	pff:PFLUOLIPICF712910
ko:K02888	pff:PFLUOLIPICF712915
ko:K02899	pff:PFLUOLIPICF712920
ko:K03979	pff:PFLUOLIPICF712925
ko:K00931	pff:PFLUOLIPICF712930
ko:K05805	pff:PFLUOLIPICF712935
ko:K00432	pff:PFLUOLIPICF712940
ko:K06203	pff:PFLUOLIPICF712955
ko:K09948	pff:PFLUOLIPICF712970
ko:K07589	pff:PFLUOLIPICF712975
ko:K01495	pff:PFLUOLIPICF712980
ko:K13938	pff:PFLUOLIPICF712985
ko:K09932	pff:PFLUOLIPICF712990
ko:K06205	pff:PFLUOLIPICF713010
ko:K06518	pff:PFLUOLIPICF713020
ko:K07506	pff:PFLUOLIPICF713060
ko:K12266	pff:PFLUOLIPICF713070
ko:K05916	pff:PFLUOLIPICF713075
ko:K03611	pff:PFLUOLIPICF713080
ko:K02297	pff:PFLUOLIPICF713085
ko:K02298	pff:PFLUOLIPICF713090
ko:K02299	pff:PFLUOLIPICF713095
ko:K02300	pff:PFLUOLIPICF713100
ko:K00817	pff:PFLUOLIPICF713110
ko:K09969	pff:PFLUOLIPICF713130
ko:K13776	pff:PFLUOLIPICF717045
ko:K03563	pff:PFLUOLIPICF717085
ko:K09898	pff:PFLUOLIPICF717090
ko:K01953	pff:PFLUOLIPICF717105
ko:K15461	pff:PFLUOLIPICF717110
ko:K01679	pff:PFLUOLIPICF717135
ko:K09924	pff:PFLUOLIPICF717140
ko:K05527	pff:PFLUOLIPICF717145
ko:K11021	pff:PFLUOLIPICF717150
ko:K11021	pff:PFLUOLIPICF717155
ko:K07146	pff:PFLUOLIPICF717175
ko:K07396	pff:PFLUOLIPICF717180
ko:K00101	pff:PFLUOLIPICF717205
ko:K01779	pff:PFLUOLIPICF717295
ko:K04080	pff:PFLUOLIPICF717300
ko:K11102	pff:PFLUOLIPICF717305
ko:K01778	pff:PFLUOLIPICF721220
ko:K06872	pff:PFLUOLIPICF721235
ko:K11903	pff:PFLUOLIPICF721250
ko:K11910	pff:PFLUOLIPICF721255
ko:K11901	pff:PFLUOLIPICF721260
ko:K11900	pff:PFLUOLIPICF721265
ko:K11905	pff:PFLUOLIPICF721270
ko:K11896	pff:PFLUOLIPICF721275
ko:K11895	pff:PFLUOLIPICF721280
ko:K11907	pff:PFLUOLIPICF721285
ko:K11914	pff:PFLUOLIPICF721290
ko:K11906	pff:PFLUOLIPICF721305
ko:K11893	pff:PFLUOLIPICF721310
ko:K11892	pff:PFLUOLIPICF721315
ko:K11891	pff:PFLUOLIPICF721320
ko:K11915	pff:PFLUOLIPICF721325
ko:K11916	pff:PFLUOLIPICF721330
ko:K07044	pff:PFLUOLIPICF721345
ko:K00496	pff:PFLUOLIPICF721365
ko:K06076	pff:PFLUOLIPICF721380
ko:K06076	pff:PFLUOLIPICF721390
ko:K06445	pff:PFLUOLIPICF721395
ko:K00059	pff:PFLUOLIPICF721400
ko:K00626	pff:PFLUOLIPICF721410
ko:K01897	pff:PFLUOLIPICF721415
ko:K07003	pff:PFLUOLIPICF721430
ko:K05879	pff:PFLUOLIPICF725355
ko:K04774	pff:PFLUOLIPICF725370
ko:K03088	pff:PFLUOLIPICF725395
ko:K02014	pff:PFLUOLIPICF725440
ko:K02014	pff:PFLUOLIPICF725455
ko:K02002	pff:PFLUOLIPICF725460
ko:K03406	pff:PFLUOLIPICF725490
ko:K06204	pff:PFLUOLIPICF725495
ko:K17215	pff:PFLUOLIPICF725505
ko:K17213	pff:PFLUOLIPICF725510
ko:K00010	pff:PFLUOLIPICF725520
ko:K03336	pff:PFLUOLIPICF725525
ko:K06606	pff:PFLUOLIPICF725530
ko:K03337	pff:PFLUOLIPICF725535
ko:K03335	pff:PFLUOLIPICF725540
ko:K03338	pff:PFLUOLIPICF725545
ko:K00375	pff:PFLUOLIPICF725555
ko:K07552	pff:PFLUOLIPICF725560
ko:K00064	pff:PFLUOLIPICF725590
ko:K11073	pff:PFLUOLIPICF725605
ko:K07774	pff:PFLUOLIPICF701120
ko:K07795	pff:PFLUOLIPICF701130
ko:K07794	pff:PFLUOLIPICF701135
ko:K07793	pff:PFLUOLIPICF701140
ko:K07120	pff:PFLUOLIPICF701145
ko:K03648	pff:PFLUOLIPICF701170
ko:K03406	pff:PFLUOLIPICF701185
ko:K06183	pff:PFLUOLIPICF701195
ko:K00567	pff:PFLUOLIPICF701240
ko:K08995	pff:PFLUOLIPICF701250
ko:K09936	pff:PFLUOLIPICF701260
ko:K01640	pff:PFLUOLIPICF701270
ko:K13954	pff:PFLUOLIPICF701290
ko:K01628	pff:PFLUOLIPICF701305
ko:K01714	pff:PFLUOLIPICF701310
ko:K03088	pff:PFLUOLIPICF701315
ko:K07165	pff:PFLUOLIPICF701320
ko:K16087	pff:PFLUOLIPICF701325
ko:K08988	pff:PFLUOLIPICF701340
ko:K06872	pff:PFLUOLIPICF701345
ko:K03744	pff:PFLUOLIPICF701350
ko:K05349	pff:PFLUOLIPICF701355
ko:K03786	pff:PFLUOLIPICF705275
ko:K02160	pff:PFLUOLIPICF705280
ko:K01961	pff:PFLUOLIPICF705285
ko:K02687	pff:PFLUOLIPICF705290
ko:K05540	pff:PFLUOLIPICF705300
ko:K03557	pff:PFLUOLIPICF705305
ko:K00602	pff:PFLUOLIPICF705310
ko:K01945	pff:PFLUOLIPICF705315
ko:K05595	pff:PFLUOLIPICF705325
ko:K13541	pff:PFLUOLIPICF705335
ko:K03394	pff:PFLUOLIPICF705340
ko:K06042	pff:PFLUOLIPICF705345
ko:K02229	pff:PFLUOLIPICF705350
ko:K00595	pff:PFLUOLIPICF705355
ko:K05895	pff:PFLUOLIPICF705360
ko:K02014	pff:PFLUOLIPICF705380
ko:K02014	pff:PFLUOLIPICF705390
ko:K02013	pff:PFLUOLIPICF705395
ko:K02016	pff:PFLUOLIPICF705400
ko:K02015	pff:PFLUOLIPICF705405
ko:K11959	pff:PFLUOLIPICF705425
ko:K11960	pff:PFLUOLIPICF705430
ko:K11961	pff:PFLUOLIPICF705435
ko:K11962	pff:PFLUOLIPICF705440
ko:K11963	pff:PFLUOLIPICF705445
ko:K03190	pff:PFLUOLIPICF705450
ko:K01430	pff:PFLUOLIPICF705455
ko:K03823	pff:PFLUOLIPICF705460
ko:K01429	pff:PFLUOLIPICF705470
ko:K01428	pff:PFLUOLIPICF705475
ko:K05516	pff:PFLUOLIPICF705480
ko:K01118	pff:PFLUOLIPICF705505
ko:K01698	pff:PFLUOLIPICF709345
ko:K00937	pff:PFLUOLIPICF709350
ko:K01524	pff:PFLUOLIPICF709360
ko:K02028	pff:PFLUOLIPICF709385
ko:K02029	pff:PFLUOLIPICF709390
ko:K02029	pff:PFLUOLIPICF709395
ko:K02030	pff:PFLUOLIPICF709400
ko:K03671	pff:PFLUOLIPICF709410
ko:K03628	pff:PFLUOLIPICF709415
ko:K03182	pff:PFLUOLIPICF709420
ko:K00523	pff:PFLUOLIPICF709425
ko:K07232	pff:PFLUOLIPICF709435
ko:K02445	pff:PFLUOLIPICF709440
ko:K02415	pff:PFLUOLIPICF709450
ko:K13926	pff:PFLUOLIPICF709460
ko:K01993	pff:PFLUOLIPICF709465
ko:K01934	pff:PFLUOLIPICF709480
ko:K09888	pff:PFLUOLIPICF709485
ko:K09892	pff:PFLUOLIPICF709490
ko:K09895	pff:PFLUOLIPICF709495
ko:K01262	pff:PFLUOLIPICF709500
ko:K03185	pff:PFLUOLIPICF709505
ko:K18800	pff:PFLUOLIPICF709515
ko:K02012	pff:PFLUOLIPICF709520
ko:K02011	pff:PFLUOLIPICF709525
ko:K00605	pff:PFLUOLIPICF709530
ko:K02437	pff:PFLUOLIPICF709535
ko:K07340	pff:PFLUOLIPICF709555
ko:K02454	pff:PFLUOLIPICF709565
ko:K05800	pff:PFLUOLIPICF709575
ko:K03486	pff:PFLUOLIPICF713410
ko:K02818	pff:PFLUOLIPICF713415
ko:K02819	pff:PFLUOLIPICF713415
ko:K01226	pff:PFLUOLIPICF713420
ko:K02024	pff:PFLUOLIPICF713425
ko:K18691	pff:PFLUOLIPICF713440
ko:K01952	pff:PFLUOLIPICF713445
ko:K02803	pff:PFLUOLIPICF713465
ko:K02804	pff:PFLUOLIPICF713465
ko:K11189	pff:PFLUOLIPICF713470
ko:K00820	pff:PFLUOLIPICF713475
ko:K01443	pff:PFLUOLIPICF713480
ko:K03710	pff:PFLUOLIPICF713485
ko:K06938	pff:PFLUOLIPICF713510
ko:K08289	pff:PFLUOLIPICF713520
ko:K03106	pff:PFLUOLIPICF713540
ko:K02959	pff:PFLUOLIPICF713545
ko:K02860	pff:PFLUOLIPICF713550
ko:K00554	pff:PFLUOLIPICF713555
ko:K02884	pff:PFLUOLIPICF713560
ko:K04763	pff:PFLUOLIPICF713570
ko:K03981	pff:PFLUOLIPICF713575
ko:K00003	pff:PFLUOLIPICF713580
ko:K01733	pff:PFLUOLIPICF713585
ko:K07462	pff:PFLUOLIPICF713610
ko:K14205	pff:PFLUOLIPICF713620
ko:K02346	pff:PFLUOLIPICF713640
ko:K01881	pff:PFLUOLIPICF713650
ko:K08218	pff:PFLUOLIPICF713655
ko:K07443	pff:PFLUOLIPICF713660
ko:K00549	pff:PFLUOLIPICF717575
ko:K09962	pff:PFLUOLIPICF717590
ko:K02013	pff:PFLUOLIPICF717615
ko:K02015	pff:PFLUOLIPICF717620
ko:K02016	pff:PFLUOLIPICF717625
ko:K01173	pff:PFLUOLIPICF717630
ko:K08324	pff:PFLUOLIPICF717645
ko:K00832	pff:PFLUOLIPICF717660
ko:K03702	pff:PFLUOLIPICF717665
ko:K01885	pff:PFLUOLIPICF717670
ko:K07107	pff:PFLUOLIPICF717705
ko:K05541	pff:PFLUOLIPICF717710
ko:K01703	pff:PFLUOLIPICF717740
ko:K01704	pff:PFLUOLIPICF717745
ko:K00052	pff:PFLUOLIPICF717755
ko:K00133	pff:PFLUOLIPICF717760
ko:K08086	pff:PFLUOLIPICF717770
ko:K06173	pff:PFLUOLIPICF717775
ko:K01817	pff:PFLUOLIPICF717780
ko:K01963	pff:PFLUOLIPICF717785
ko:K11754	pff:PFLUOLIPICF717790
ko:K03749	pff:PFLUOLIPICF717795
ko:K03558	pff:PFLUOLIPICF717800
ko:K00764	pff:PFLUOLIPICF717805
ko:K10764	pff:PFLUOLIPICF717810
ko:K01053	pff:PFLUOLIPICF721730
ko:K01426	pff:PFLUOLIPICF721750
ko:K08223	pff:PFLUOLIPICF721775
ko:K03762	pff:PFLUOLIPICF721800
ko:K08191	pff:PFLUOLIPICF721810
ko:K03406	pff:PFLUOLIPICF721845
ko:K00362	pff:PFLUOLIPICF721855
ko:K00363	pff:PFLUOLIPICF721860
ko:K00128	pff:PFLUOLIPICF721905
ko:K02411	pff:PFLUOLIPICF716545
ko:K02412	pff:PFLUOLIPICF716550
ko:K02413	pff:PFLUOLIPICF716555
ko:K02414	pff:PFLUOLIPICF716575
ko:K02415	pff:PFLUOLIPICF716580
ko:K02416	pff:PFLUOLIPICF716585
ko:K02417	pff:PFLUOLIPICF716590
ko:K02418	pff:PFLUOLIPICF716595
ko:K02419	pff:PFLUOLIPICF716600
ko:K02420	pff:PFLUOLIPICF716605
ko:K02421	pff:PFLUOLIPICF716610
ko:K02401	pff:PFLUOLIPICF716615
ko:K03704	pff:PFLUOLIPICF716620
ko:K03704	pff:PFLUOLIPICF716625
ko:K02400	pff:PFLUOLIPICF716630
ko:K02404	pff:PFLUOLIPICF716635
ko:K04562	pff:PFLUOLIPICF716640
ko:K02405	pff:PFLUOLIPICF716645
ko:K03413	pff:PFLUOLIPICF716650
ko:K03414	pff:PFLUOLIPICF716655
ko:K03407	pff:PFLUOLIPICF716660
ko:K03412	pff:PFLUOLIPICF716665
ko:K02556	pff:PFLUOLIPICF716670
ko:K02557	pff:PFLUOLIPICF716675
ko:K03496	pff:PFLUOLIPICF716680
ko:K03408	pff:PFLUOLIPICF716685
ko:K03408	pff:PFLUOLIPICF716690
ko:K03415	pff:PFLUOLIPICF716720
ko:K07140	pff:PFLUOLIPICF716725
ko:K09913	pff:PFLUOLIPICF716730
ko:K13777	pff:PFLUOLIPICF716740
ko:K13779	pff:PFLUOLIPICF716745
ko:K11731	pff:PFLUOLIPICF716750
ko:K13778	pff:PFLUOLIPICF716755
ko:K13774	pff:PFLUOLIPICF716760
ko:K03088	pff:PFLUOLIPICF716780
ko:K16088	pff:PFLUOLIPICF720695
ko:K07165	pff:PFLUOLIPICF720700
ko:K03088	pff:PFLUOLIPICF720705
ko:K07240	pff:PFLUOLIPICF720735
ko:K14055	pff:PFLUOLIPICF720740
ko:K07152	pff:PFLUOLIPICF720795
ko:K09943	pff:PFLUOLIPICF720815
ko:K07234	pff:PFLUOLIPICF720820
ko:K00275	pff:PFLUOLIPICF720825
ko:K03638	pff:PFLUOLIPICF720830
ko:K03750	pff:PFLUOLIPICF720835
ko:K08303	pff:PFLUOLIPICF720840
ko:K07684	pff:PFLUOLIPICF720855
ko:K07673	pff:PFLUOLIPICF720860
ko:K02575	pff:PFLUOLIPICF720865
ko:K02575	pff:PFLUOLIPICF720870
ko:K00370	pff:PFLUOLIPICF720875
ko:K00371	pff:PFLUOLIPICF720880
ko:K00373	pff:PFLUOLIPICF720885
ko:K00374	pff:PFLUOLIPICF720890
ko:K03769	pff:PFLUOLIPICF720895
ko:K03639	pff:PFLUOLIPICF720900
ko:K03406	pff:PFLUOLIPICF720915
ko:K03406	pff:PFLUOLIPICF724845
ko:K16345	pff:PFLUOLIPICF724850
ko:K13609	pff:PFLUOLIPICF724880
ko:K07165	pff:PFLUOLIPICF724890
ko:K06992	pff:PFLUOLIPICF724910
ko:K00036	pff:PFLUOLIPICF724940
ko:K00033	pff:PFLUOLIPICF724945
ko:K16088	pff:PFLUOLIPICF724960
ko:K06916	pff:PFLUOLIPICF724975
ko:K01256	pff:PFLUOLIPICF724995
ko:K09916	pff:PFLUOLIPICF725005
ko:K02441	pff:PFLUOLIPICF725010
ko:K00858	pff:PFLUOLIPICF725020
ko:K09977	pff:PFLUOLIPICF725025
ko:K13580	pff:PFLUOLIPICF725030
ko:K03405	pff:PFLUOLIPICF725035
ko:K02230	pff:PFLUOLIPICF725040
ko:K02234	pff:PFLUOLIPICF725045
ko:K02189	pff:PFLUOLIPICF725060
ko:K05936	pff:PFLUOLIPICF725065
ko:K07400	pff:PFLUOLIPICF725070
ko:K00548	pff:PFLUOLIPICF725080
ko:K03776	pff:PFLUOLIPICF721930
ko:K09136	pff:PFLUOLIPICF721935
ko:K06996	pff:PFLUOLIPICF721975
ko:K00763	pff:PFLUOLIPICF725855
ko:K08281	pff:PFLUOLIPICF725860
ko:K10227	pff:PFLUOLIPICF725875
ko:K05517	pff:PFLUOLIPICF725885
ko:K09936	pff:PFLUOLIPICF725920
ko:K09936	pff:PFLUOLIPICF725925
ko:K03322	pff:PFLUOLIPICF725935
ko:K01953	pff:PFLUOLIPICF725960
ko:K15268	pff:PFLUOLIPICF725965
ko:K11747	pff:PFLUOLIPICF725975
ko:K06999	pff:PFLUOLIPICF725985
ko:K02228	pff:PFLUOLIPICF725990
ko:K03559	pff:PFLUOLIPICF726040
ko:K03561	pff:PFLUOLIPICF726045
ko:K05800	pff:PFLUOLIPICF726060
ko:K02455	pff:PFLUOLIPICF726090
ko:K02454	pff:PFLUOLIPICF726095
ko:K02453	pff:PFLUOLIPICF726100
ko:K02462	pff:PFLUOLIPICF726105
ko:K00090	pff:PFLUOLIPICF703505
ko:K03415	pff:PFLUOLIPICF703510
ko:K07665	pff:PFLUOLIPICF703545
ko:K07644	pff:PFLUOLIPICF703550
ko:K02535	pff:PFLUOLIPICF703565
ko:K15977	pff:PFLUOLIPICF700020
ko:K03424	pff:PFLUOLIPICF700030
ko:K07001	pff:PFLUOLIPICF700070
ko:K07667	pff:PFLUOLIPICF700075
ko:K07646	pff:PFLUOLIPICF700080
ko:K08301	pff:PFLUOLIPICF703965
ko:K06287	pff:PFLUOLIPICF703970
ko:K03571	pff:PFLUOLIPICF703975
ko:K03570	pff:PFLUOLIPICF703980
ko:K03569	pff:PFLUOLIPICF703985
ko:K02435	pff:PFLUOLIPICF703990
ko:K02433	pff:PFLUOLIPICF703995
ko:K02434	pff:PFLUOLIPICF704000
ko:K03642	pff:PFLUOLIPICF704005
ko:K07301	pff:PFLUOLIPICF704010
ko:K01607	pff:PFLUOLIPICF704015
ko:K07088	pff:PFLUOLIPICF704020
ko:K01708	pff:PFLUOLIPICF704025
ko:K03535	pff:PFLUOLIPICF704030
ko:K01707	pff:PFLUOLIPICF704040
ko:K03600	pff:PFLUOLIPICF704060
ko:K03599	pff:PFLUOLIPICF704065
ko:K00413	pff:PFLUOLIPICF704070
ko:K00412	pff:PFLUOLIPICF704075
ko:K00411	pff:PFLUOLIPICF704080
ko:K02996	pff:PFLUOLIPICF704085
ko:K02871	pff:PFLUOLIPICF704090
ko:K06916	pff:PFLUOLIPICF704110
ko:K01867	pff:PFLUOLIPICF704115
ko:K07018	pff:PFLUOLIPICF704120
ko:K09908	pff:PFLUOLIPICF704125
ko:K02471	pff:PFLUOLIPICF704130
ko:K15012	pff:PFLUOLIPICF704135
ko:K15011	pff:PFLUOLIPICF704140
ko:K12368	pff:PFLUOLIPICF704150
ko:K12368	pff:PFLUOLIPICF704155
ko:K12368	pff:PFLUOLIPICF704160
ko:K12368	pff:PFLUOLIPICF704170
ko:K12369	pff:PFLUOLIPICF704175
ko:K12370	pff:PFLUOLIPICF704180
ko:K12371	pff:PFLUOLIPICF704185
ko:K12372	pff:PFLUOLIPICF704190
ko:K02837	pff:PFLUOLIPICF704205
ko:K05846	pff:PFLUOLIPICF704210
ko:K01695	pff:PFLUOLIPICF708070
ko:K08194	pff:PFLUOLIPICF708075
ko:K01684	pff:PFLUOLIPICF708080
ko:K01631	pff:PFLUOLIPICF708085
ko:K00883	pff:PFLUOLIPICF708090
ko:K10253	pff:PFLUOLIPICF708095
ko:K01133	pff:PFLUOLIPICF708105
ko:K02002	pff:PFLUOLIPICF708110
ko:K03321	pff:PFLUOLIPICF708115
ko:K00014	pff:PFLUOLIPICF708120
ko:K00228	pff:PFLUOLIPICF708125
ko:K07566	pff:PFLUOLIPICF708135
ko:K04096	pff:PFLUOLIPICF708140
ko:K01462	pff:PFLUOLIPICF708150
ko:K00604	pff:PFLUOLIPICF708155
ko:K03500	pff:PFLUOLIPICF708160
ko:K03499	pff:PFLUOLIPICF708165
ko:K02517	pff:PFLUOLIPICF708175
ko:K01246	pff:PFLUOLIPICF708180
ko:K01878	pff:PFLUOLIPICF708185
ko:K01879	pff:PFLUOLIPICF708190
ko:K03273	pff:PFLUOLIPICF708195
ko:K00655	pff:PFLUOLIPICF708200
ko:K02470	pff:PFLUOLIPICF708225
ko:K03629	pff:PFLUOLIPICF708230
ko:K02338	pff:PFLUOLIPICF708235
ko:K02313	pff:PFLUOLIPICF708240
ko:K02914	pff:PFLUOLIPICF708245
ko:K03536	pff:PFLUOLIPICF708250
ko:K03217	pff:PFLUOLIPICF708255
ko:K03650	pff:PFLUOLIPICF708260
ko:K02014	pff:PFLUOLIPICF708265
ko:K07165	pff:PFLUOLIPICF708270
ko:K03088	pff:PFLUOLIPICF708275
ko:K03495	pff:PFLUOLIPICF708280
ko:K00117	pff:PFLUOLIPICF702940
ko:K02055	pff:PFLUOLIPICF702950
ko:K00059	pff:PFLUOLIPICF702965
ko:K00059	pff:PFLUOLIPICF702970
ko:K02433	pff:PFLUOLIPICF702985
ko:K01338	pff:PFLUOLIPICF702995
ko:K14475	pff:PFLUOLIPICF703000
ko:K15256	pff:PFLUOLIPICF703010
ko:K15257	pff:PFLUOLIPICF703015
ko:K03474	pff:PFLUOLIPICF703030
ko:K03584	pff:PFLUOLIPICF703035
ko:K03685	pff:PFLUOLIPICF703045
ko:K03100	pff:PFLUOLIPICF703050
ko:K03596	pff:PFLUOLIPICF703055
ko:K11720	pff:PFLUOLIPICF703060
ko:K07091	pff:PFLUOLIPICF703065
ko:K01255	pff:PFLUOLIPICF703070
ko:K02339	pff:PFLUOLIPICF703075
ko:K01873	pff:PFLUOLIPICF703085
ko:K06970	pff:PFLUOLIPICF703090
ko:K03530	pff:PFLUOLIPICF703095
ko:K06899	pff:PFLUOLIPICF703100
ko:K07165	pff:PFLUOLIPICF703110
ko:K03088	pff:PFLUOLIPICF703115
ko:K03088	pff:PFLUOLIPICF703135
ko:K07165	pff:PFLUOLIPICF703140
ko:K16091	pff:PFLUOLIPICF703145
ko:K03566	pff:PFLUOLIPICF703155
ko:K01752	pff:PFLUOLIPICF703160
ko:K03837	pff:PFLUOLIPICF703165
ko:K09918	pff:PFLUOLIPICF703180
ko:K01061	pff:PFLUOLIPICF703185
ko:K00263	pff:PFLUOLIPICF703195
ko:K07638	pff:PFLUOLIPICF707035
ko:K07659	pff:PFLUOLIPICF707040
ko:K06959	pff:PFLUOLIPICF707045
ko:K02614	pff:PFLUOLIPICF707050
ko:K01919	pff:PFLUOLIPICF707055
ko:K15551	pff:PFLUOLIPICF707060
ko:K10831	pff:PFLUOLIPICF707065
ko:K15552	pff:PFLUOLIPICF707070
ko:K03119	pff:PFLUOLIPICF707075
ko:K02168	pff:PFLUOLIPICF707090
ko:K00640	pff:PFLUOLIPICF707095
ko:K05396	pff:PFLUOLIPICF707100
ko:K02424	pff:PFLUOLIPICF707105
ko:K10009	pff:PFLUOLIPICF707110
ko:K10010	pff:PFLUOLIPICF707115
ko:K02073	pff:PFLUOLIPICF707140
ko:K02072	pff:PFLUOLIPICF707150
ko:K03531	pff:PFLUOLIPICF703570
ko:K03590	pff:PFLUOLIPICF703575
ko:K03589	pff:PFLUOLIPICF703580
ko:K01921	pff:PFLUOLIPICF703585
ko:K01924	pff:PFLUOLIPICF703590
ko:K02563	pff:PFLUOLIPICF703595
ko:K03588	pff:PFLUOLIPICF703600
ko:K01925	pff:PFLUOLIPICF703605
ko:K01000	pff:PFLUOLIPICF703610
ko:K01929	pff:PFLUOLIPICF703615
ko:K01928	pff:PFLUOLIPICF703620
ko:K03587	pff:PFLUOLIPICF703625
ko:K03586	pff:PFLUOLIPICF703630
ko:K03438	pff:PFLUOLIPICF703635
ko:K03925	pff:PFLUOLIPICF703640
ko:K07056	pff:PFLUOLIPICF703645
ko:K07121	pff:PFLUOLIPICF703650
ko:K07460	pff:PFLUOLIPICF703655
ko:K03271	pff:PFLUOLIPICF703660
ko:K03556	pff:PFLUOLIPICF703680
ko:K00666	pff:PFLUOLIPICF703695
ko:K00018	pff:PFLUOLIPICF703705
ko:K07165	pff:PFLUOLIPICF707550
ko:K03088	pff:PFLUOLIPICF707555
ko:K03543	pff:PFLUOLIPICF707565
ko:K02050	pff:PFLUOLIPICF707585
ko:K02049	pff:PFLUOLIPICF707590
ko:K02051	pff:PFLUOLIPICF707595
ko:K03119	pff:PFLUOLIPICF707600
ko:K03406	pff:PFLUOLIPICF707630
ko:K00252	pff:PFLUOLIPICF707670
ko:K00324	pff:PFLUOLIPICF707680
ko:K00324	pff:PFLUOLIPICF707685
ko:K00325	pff:PFLUOLIPICF707690
ko:K18118	pff:PFLUOLIPICF707695
ko:K03300	pff:PFLUOLIPICF707730
ko:K03324	pff:PFLUOLIPICF707740
