ko:K00086	kpz:KPNIH27_22065
ko:K01407	kpz:KPNIH27_20805
ko:K03583	kpz:KPNIH27_20810
ko:K02681	kpz:KPNIH27_20815
ko:K02680	kpz:KPNIH27_20825
ko:K02679	kpz:KPNIH27_20830
ko:K16514	kpz:KPNIH27_24940
ko:K10218	kpz:KPNIH27_24945
ko:K16515	kpz:KPNIH27_24950
ko:K16516	kpz:KPNIH27_24955
ko:K02760	kpz:KPNIH27_24975
ko:K02761	kpz:KPNIH27_24980
ko:K02759	kpz:KPNIH27_24985
ko:K02024	kpz:KPNIH27_24990
ko:K11082	kpz:KPNIH27_24995
ko:K11083	kpz:KPNIH27_25000
ko:K11084	kpz:KPNIH27_25005
ko:K11081	kpz:KPNIH27_25010
ko:K03430	kpz:KPNIH27_25020
ko:K05306	kpz:KPNIH27_25025
ko:K07726	kpz:KPNIH27_25040
ko:K07784	kpz:KPNIH27_25060
ko:K07783	kpz:KPNIH27_25065
ko:K07675	kpz:KPNIH27_25070
ko:K01653	kpz:KPNIH27_25080
ko:K01652	kpz:KPNIH27_25085
ko:K08154	kpz:KPNIH27_25105
ko:K13636	kpz:KPNIH27_25110
ko:K13629	kpz:KPNIH27_25115
ko:K01753	kpz:KPNIH27_25120
ko:K06871	kpz:KPNIH27_25125
ko:K00389	kpz:KPNIH27_25135
ko:K01232	kpz:KPNIH27_25140
ko:K02749	kpz:KPNIH27_25145
ko:K02750	kpz:KPNIH27_25145
ko:K03482	kpz:KPNIH27_25150
ko:K01619	kpz:KPNIH27_03415
ko:K00758	kpz:KPNIH27_03420
ko:K01839	kpz:KPNIH27_03425
ko:K03784	kpz:KPNIH27_03430
ko:K03800	kpz:KPNIH27_03435
ko:K07186	kpz:KPNIH27_03440
ko:K01079	kpz:KPNIH27_03445
ko:K04485	kpz:KPNIH27_03450
ko:K06211	kpz:KPNIH27_03455
ko:K08309	kpz:KPNIH27_03465
ko:K03720	kpz:KPNIH27_03470
ko:K05804	kpz:KPNIH27_03485
ko:K05805	kpz:KPNIH27_03490
ko:K07663	kpz:KPNIH27_03495
ko:K07641	kpz:KPNIH27_03500
ko:K06143	kpz:KPNIH27_03505
ko:K07773	kpz:KPNIH27_03510
ko:K02533	kpz:KPNIH27_03515
ko:K12524	kpz:KPNIH27_03520
ko:K00872	kpz:KPNIH27_03525
ko:K01733	kpz:KPNIH27_03530
ko:K09861	kpz:KPNIH27_03540
ko:K03310	kpz:KPNIH27_03545
ko:K00616	kpz:KPNIH27_03550
ko:K03831	kpz:KPNIH27_03555
ko:K07034	kpz:KPNIH27_03565
ko:K04043	kpz:KPNIH27_03580
ko:K03686	kpz:KPNIH27_03585
ko:K03313	kpz:KPNIH27_03590
ko:K03717	kpz:KPNIH27_03595
ko:K02968	kpz:KPNIH27_03600
ko:K11753	kpz:KPNIH27_03605
ko:K03636	kpz:KPNIH27_07740
ko:K03635	kpz:KPNIH27_07745
ko:K06890	kpz:KPNIH27_07750
ko:K07027	kpz:KPNIH27_07755
ko:K01993	kpz:KPNIH27_07790
ko:K00615	kpz:KPNIH27_07815
ko:K00615	kpz:KPNIH27_07820
ko:K11927	kpz:KPNIH27_07825
ko:K13650	kpz:KPNIH27_07855
ko:K06970	kpz:KPNIH27_07865
ko:K10038	kpz:KPNIH27_07875
ko:K10037	kpz:KPNIH27_07880
ko:K10036	kpz:KPNIH27_07885
ko:K04047	kpz:KPNIH27_07890
ko:K11939	kpz:KPNIH27_07895
ko:K11934	kpz:KPNIH27_07900
ko:K11924	kpz:KPNIH27_07915
ko:K01223	kpz:KPNIH27_07925
ko:K03492	kpz:KPNIH27_07930
ko:K01187	kpz:KPNIH27_07950
ko:K08191	kpz:KPNIH27_07955
ko:K07757	kpz:KPNIH27_07970
ko:K00656	kpz:KPNIH27_07975
ko:K04069	kpz:KPNIH27_07980
ko:K03750	kpz:KPNIH27_07990
ko:K13051	kpz:KPNIH27_07995
ko:K13892	kpz:KPNIH27_08000
ko:K13889	kpz:KPNIH27_08005
ko:K13890	kpz:KPNIH27_08010
ko:K13633	kpz:KPNIH27_12320
ko:K00549	kpz:KPNIH27_12330
ko:K11959	kpz:KPNIH27_12335
ko:K11960	kpz:KPNIH27_12340
ko:K11961	kpz:KPNIH27_12345
ko:K11962	kpz:KPNIH27_12350
ko:K11963	kpz:KPNIH27_12355
ko:K15268	kpz:KPNIH27_12370
ko:K13630	kpz:KPNIH27_12375
ko:K13632	kpz:KPNIH27_12380
ko:K03712	kpz:KPNIH27_12385
ko:K05595	kpz:KPNIH27_12395
ko:K08159	kpz:KPNIH27_12400
ko:K00058	kpz:KPNIH27_12415
ko:K01714	kpz:KPNIH27_12420
ko:K00016	kpz:KPNIH27_12445
ko:K03829	kpz:KPNIH27_12450
ko:K08324	kpz:KPNIH27_12460
ko:K01425	kpz:KPNIH27_12465
ko:K00041	kpz:KPNIH27_12485
ko:K00598	kpz:KPNIH27_12515
ko:K00459	kpz:KPNIH27_12545
ko:K02072	kpz:KPNIH27_12550
ko:K02071	kpz:KPNIH27_12555
ko:K02073	kpz:KPNIH27_12560
ko:K07168	kpz:KPNIH27_16845
ko:K01251	kpz:KPNIH27_16850
ko:K00768	kpz:KPNIH27_16855
ko:K02233	kpz:KPNIH27_16860
ko:K09802	kpz:KPNIH27_16865
ko:K07470	kpz:KPNIH27_16875
ko:K07258	kpz:KPNIH27_16885
ko:K01141	kpz:KPNIH27_16890
ko:K02355	kpz:KPNIH27_16895
ko:K00765	kpz:KPNIH27_16920
ko:K00013	kpz:KPNIH27_16925
ko:K00817	kpz:KPNIH27_16930
ko:K01089	kpz:KPNIH27_16935
ko:K02501	kpz:KPNIH27_16940
ko:K01814	kpz:KPNIH27_16945
ko:K02500	kpz:KPNIH27_16950
ko:K11755	kpz:KPNIH27_16955
ko:K01854	kpz:KPNIH27_16975
ko:K08679	kpz:KPNIH27_16995
ko:K00012	kpz:KPNIH27_17000
ko:K00033	kpz:KPNIH27_17010
ko:K03606	kpz:KPNIH27_17015
ko:K16692	kpz:KPNIH27_17045
ko:K01104	kpz:KPNIH27_17050
ko:K01991	kpz:KPNIH27_17055
ko:K00963	kpz:KPNIH27_17070
ko:K07348	kpz:KPNIH27_21120
ko:K07349	kpz:KPNIH27_21125
ko:K07350	kpz:KPNIH27_21130
ko:K06975	kpz:KPNIH27_21140
ko:K15549	kpz:KPNIH27_21155
ko:K15547	kpz:KPNIH27_21160
ko:K15550	kpz:KPNIH27_21165
ko:K03305	kpz:KPNIH27_21175
ko:K00537	kpz:KPNIH27_21180
ko:K03893	kpz:KPNIH27_21185
ko:K09702	kpz:KPNIH27_21200
ko:K01607	kpz:KPNIH27_21225
ko:K08169	kpz:KPNIH27_21235
ko:K12943	kpz:KPNIH27_21245
ko:K01823	kpz:KPNIH27_21250
ko:K04567	kpz:KPNIH27_21255
ko:K02836	kpz:KPNIH27_21260
ko:K07462	kpz:KPNIH27_21265
ko:K03981	kpz:KPNIH27_21270
ko:K04763	kpz:KPNIH27_21275
ko:K03840	kpz:KPNIH27_21280
ko:K09159	kpz:KPNIH27_21290
ko:K06980	kpz:KPNIH27_21295
ko:K11068	kpz:KPNIH27_21300
ko:K09900	kpz:KPNIH27_21305
ko:K01223	kpz:KPNIH27_21315
ko:K08344	kpz:KPNIH27_21330
ko:K00281	kpz:KPNIH27_21350
ko:K02437	kpz:KPNIH27_21355
ko:K00605	kpz:KPNIH27_21360
ko:K03185	kpz:KPNIH27_21370
ko:K01262	kpz:KPNIH27_21375
ko:K09895	kpz:KPNIH27_21380
ko:K09888	kpz:KPNIH27_21385
ko:K01934	kpz:KPNIH27_21390
ko:K00058	kpz:KPNIH27_21395
ko:K04773	kpz:KPNIH27_25505
ko:K03530	kpz:KPNIH27_25555
ko:K07085	kpz:KPNIH27_25155
ko:K04081	kpz:KPNIH27_25165
ko:K04080	kpz:KPNIH27_25170
ko:K08194	kpz:KPNIH27_25185
ko:K01684	kpz:KPNIH27_25190
ko:K01631	kpz:KPNIH27_25195
ko:K00883	kpz:KPNIH27_25200
ko:K07644	kpz:KPNIH27_27830
ko:K07665	kpz:KPNIH27_27835
ko:K07798	kpz:KPNIH27_27855
ko:K07787	kpz:KPNIH27_27860
ko:K17686	kpz:KPNIH27_27870
ko:K07233	kpz:KPNIH27_27895
ko:K07156	kpz:KPNIH27_27900
ko:K07245	kpz:KPNIH27_27905
ko:K07665	kpz:KPNIH27_27910
ko:K07644	kpz:KPNIH27_27915
ko:K03893	kpz:KPNIH27_28005
ko:K00537	kpz:KPNIH27_28010
ko:K03321	kpz:KPNIH27_28020
ko:K05880	kpz:KPNIH27_28340
ko:K00005	kpz:KPNIH27_28345
ko:K02010	kpz:KPNIH27_28370
ko:K02011	kpz:KPNIH27_28375
ko:K02012	kpz:KPNIH27_28380
ko:K05878	kpz:KPNIH27_28395
ko:K05879	kpz:KPNIH27_28400
ko:K05881	kpz:KPNIH27_28405
ko:K01190	kpz:KPNIH27_28430
ko:K02532	kpz:KPNIH27_28435
ko:K02024	kpz:KPNIH27_28445
ko:K13993	kpz:KPNIH27_28475
ko:K03696	kpz:KPNIH27_28480
ko:K03672	kpz:KPNIH27_28520
ko:K03455	kpz:KPNIH27_28525
ko:K03799	kpz:KPNIH27_28535
ko:K03435	kpz:KPNIH27_03880
ko:K03925	kpz:KPNIH27_03885
ko:K03438	kpz:KPNIH27_03890
ko:K03586	kpz:KPNIH27_03895
ko:K03587	kpz:KPNIH27_03900
ko:K01928	kpz:KPNIH27_03905
ko:K01929	kpz:KPNIH27_03910
ko:K01000	kpz:KPNIH27_03915
ko:K01925	kpz:KPNIH27_03920
ko:K03588	kpz:KPNIH27_03925
ko:K02563	kpz:KPNIH27_03930
ko:K01924	kpz:KPNIH27_03935
ko:K01921	kpz:KPNIH27_03940
ko:K03589	kpz:KPNIH27_03945
ko:K03590	kpz:KPNIH27_03950
ko:K03531	kpz:KPNIH27_03955
ko:K02535	kpz:KPNIH27_03960
ko:K13301	kpz:KPNIH27_03965
ko:K03070	kpz:KPNIH27_03970
ko:K03574	kpz:KPNIH27_03975
ko:K09862	kpz:KPNIH27_03980
ko:K00859	kpz:KPNIH27_03990
ko:K00364	kpz:KPNIH27_03995
ko:K02505	kpz:KPNIH27_04000
ko:K02504	kpz:KPNIH27_04005
ko:K02682	kpz:KPNIH27_04010
ko:K00767	kpz:KPNIH27_04020
ko:K03806	kpz:KPNIH27_04025
ko:K03807	kpz:KPNIH27_04030
ko:K11734	kpz:KPNIH27_04045
ko:K00163	kpz:KPNIH27_04055
ko:K00627	kpz:KPNIH27_04060
ko:K00382	kpz:KPNIH27_04065
ko:K01682	kpz:KPNIH27_04085
ko:K09910	kpz:KPNIH27_04090
ko:K01611	kpz:KPNIH27_04095
ko:K00797	kpz:KPNIH27_04100
ko:K14588	kpz:KPNIH27_04120
ko:K00117	kpz:KPNIH27_04125
ko:K00760	kpz:KPNIH27_04130
ko:K01673	kpz:KPNIH27_04135
ko:K01990	kpz:KPNIH27_04140
ko:K11073	kpz:KPNIH27_08315
ko:K11076	kpz:KPNIH27_08320
ko:K11075	kpz:KPNIH27_08325
ko:K11074	kpz:KPNIH27_08330
ko:K03212	kpz:KPNIH27_08340
ko:K09996	kpz:KPNIH27_08355
ko:K09998	kpz:KPNIH27_08360
ko:K09999	kpz:KPNIH27_08365
ko:K09997	kpz:KPNIH27_08370
ko:K10000	kpz:KPNIH27_08375
ko:K11066	kpz:KPNIH27_08395
ko:K01620	kpz:KPNIH27_08410
ko:K00156	kpz:KPNIH27_08415
ko:K15977	kpz:KPNIH27_08420
ko:K11933	kpz:KPNIH27_08425
ko:K05601	kpz:KPNIH27_08430
ko:K06188	kpz:KPNIH27_08440
ko:K07459	kpz:KPNIH27_08445
ko:K13888	kpz:KPNIH27_08450
ko:K05685	kpz:KPNIH27_08455
ko:K03704	kpz:KPNIH27_08460
ko:K06891	kpz:KPNIH27_08465
ko:K03694	kpz:KPNIH27_08470
ko:K02518	kpz:KPNIH27_08475
ko:K00684	kpz:KPNIH27_08480
ko:K16012	kpz:KPNIH27_08485
ko:K16013	kpz:KPNIH27_08490
ko:K00384	kpz:KPNIH27_08495
ko:K03719	kpz:KPNIH27_08500
ko:K03466	kpz:KPNIH27_08505
ko:K03634	kpz:KPNIH27_08510
ko:K07478	kpz:KPNIH27_08515
ko:K01875	kpz:KPNIH27_08520
ko:K07306	kpz:KPNIH27_08525
ko:K07307	kpz:KPNIH27_08530
ko:K07308	kpz:KPNIH27_08535
ko:K08219	kpz:KPNIH27_08540
ko:K04069	kpz:KPNIH27_08545
ko:K00656	kpz:KPNIH27_08550
ko:K06212	kpz:KPNIH27_08555
ko:K09136	kpz:KPNIH27_08560
ko:K00831	kpz:KPNIH27_08570
ko:K00800	kpz:KPNIH27_08575
ko:K00945	kpz:KPNIH27_08580
ko:K08476	kpz:KPNIH27_12880
ko:K08475	kpz:KPNIH27_12885
ko:K08478	kpz:KPNIH27_12890
ko:K11382	kpz:KPNIH27_12895
ko:K02769	kpz:KPNIH27_12915
ko:K02768	kpz:KPNIH27_12920
ko:K17195	kpz:KPNIH27_12925
ko:K03475	kpz:KPNIH27_12930
ko:K02822	kpz:KPNIH27_12935
ko:K02821	kpz:KPNIH27_12940
ko:K08178	kpz:KPNIH27_12985
ko:K02371	kpz:KPNIH27_13010
ko:K02083	kpz:KPNIH27_13015
ko:K02028	kpz:KPNIH27_13025
ko:K02029	kpz:KPNIH27_13030
ko:K02029	kpz:KPNIH27_13035
ko:K02030	kpz:KPNIH27_13040
ko:K00133	kpz:KPNIH27_13075
ko:K09458	kpz:KPNIH27_13085
ko:K01951	kpz:KPNIH27_13120
ko:K07090	kpz:KPNIH27_13145
ko:K05845	kpz:KPNIH27_17355
ko:K05349	kpz:KPNIH27_17360
ko:K03777	kpz:KPNIH27_17365
ko:K03823	kpz:KPNIH27_17370
ko:K07262	kpz:KPNIH27_17375
ko:K01223	kpz:KPNIH27_17395
ko:K02755	kpz:KPNIH27_17400
ko:K02756	kpz:KPNIH27_17400
ko:K02757	kpz:KPNIH27_17400
ko:K03488	kpz:KPNIH27_17405
ko:K07267	kpz:KPNIH27_17410
ko:K05541	kpz:KPNIH27_17415
ko:K06518	kpz:KPNIH27_17420
ko:K01489	kpz:KPNIH27_17430
ko:K03748	kpz:KPNIH27_17435
ko:K10541	kpz:KPNIH27_17440
ko:K10542	kpz:KPNIH27_17445
ko:K10540	kpz:KPNIH27_17450
ko:K02529	kpz:KPNIH27_17455
ko:K07148	kpz:KPNIH27_17460
ko:K01495	kpz:KPNIH27_17465
ko:K01070	kpz:KPNIH27_17470
ko:K16089	kpz:KPNIH27_17475
ko:K11733	kpz:KPNIH27_17480
ko:K01151	kpz:KPNIH27_17495
ko:K02769	kpz:KPNIH27_17500
ko:K02770	kpz:KPNIH27_17500
ko:K00882	kpz:KPNIH27_17505
ko:K02768	kpz:KPNIH27_17510
ko:K11183	kpz:KPNIH27_17510
ko:K03291	kpz:KPNIH27_17515
ko:K06940	kpz:KPNIH27_17520
ko:K02356	kpz:KPNIH27_17525
ko:K01686	kpz:KPNIH27_17530
ko:K13694	kpz:KPNIH27_17550
ko:K13893	kpz:KPNIH27_17560
ko:K13894	kpz:KPNIH27_17565
ko:K13895	kpz:KPNIH27_17570
ko:K13896	kpz:KPNIH27_17575
ko:K07552	kpz:KPNIH27_17585
ko:K06183	kpz:KPNIH27_17590
ko:K02897	kpz:KPNIH27_17600
ko:K01460	kpz:KPNIH27_21685
ko:K11209	kpz:KPNIH27_21695
ko:K03559	kpz:KPNIH27_21725
ko:K03561	kpz:KPNIH27_21730
ko:K01760	kpz:KPNIH27_21740
ko:K08325	kpz:KPNIH27_21755
ko:K06221	kpz:KPNIH27_21760
ko:K00655	kpz:KPNIH27_21780
ko:K02621	kpz:KPNIH27_21785
ko:K13652	kpz:KPNIH27_21790
ko:K07666	kpz:KPNIH27_21800
ko:K07645	kpz:KPNIH27_21805
ko:K03923	kpz:KPNIH27_21810
ko:K02622	kpz:KPNIH27_21820
ko:K07000	kpz:KPNIH27_21825
ko:K03651	kpz:KPNIH27_21830
ko:K09920	kpz:KPNIH27_21835
ko:K01515	kpz:KPNIH27_21840
ko:K12340	kpz:KPNIH27_21845
ko:K07238	kpz:KPNIH27_21865
ko:K02858	kpz:KPNIH27_21870
ko:K09806	kpz:KPNIH27_21875
ko:K03272	kpz:KPNIH27_21885
ko:K00982	kpz:KPNIH27_21890
ko:K18446	kpz:KPNIH27_21895
ko:K07184	kpz:KPNIH27_21900
ko:K00974	kpz:KPNIH27_21905
ko:K06153	kpz:KPNIH27_21910
ko:K01633	kpz:KPNIH27_21915
ko:K08591	kpz:KPNIH27_21920
ko:K03190	kpz:KPNIH27_21930
ko:K01430	kpz:KPNIH27_21935
ko:K01429	kpz:KPNIH27_21940
ko:K01428	kpz:KPNIH27_21945
ko:K03187	kpz:KPNIH27_21950
ko:K03188	kpz:KPNIH27_21955
ko:K03981	kpz:KPNIH27_26145
ko:K11107	kpz:KPNIH27_26255
ko:K01895	kpz:KPNIH27_01670
ko:K11102	kpz:KPNIH27_01675
ko:K07126	kpz:KPNIH27_01680
ko:K10439	kpz:KPNIH27_01710
ko:K10440	kpz:KPNIH27_01715
ko:K10441	kpz:KPNIH27_01720
ko:K06167	kpz:KPNIH27_01735
ko:K05774	kpz:KPNIH27_01740
ko:K06162	kpz:KPNIH27_01745
ko:K05780	kpz:KPNIH27_01750
ko:K05781	kpz:KPNIH27_01755
ko:K06163	kpz:KPNIH27_01760
ko:K06164	kpz:KPNIH27_01765
ko:K06165	kpz:KPNIH27_01770
ko:K06166	kpz:KPNIH27_01775
ko:K02043	kpz:KPNIH27_01780
ko:K04750	kpz:KPNIH27_01785
ko:K06193	kpz:KPNIH27_01790
ko:K03762	kpz:KPNIH27_01800
ko:K07406	kpz:KPNIH27_01810
ko:K11104	kpz:KPNIH27_01815
ko:K05516	kpz:KPNIH27_01835
ko:K11937	kpz:KPNIH27_01850
ko:K11936	kpz:KPNIH27_01855
ko:K11931	kpz:KPNIH27_01860
ko:K11935	kpz:KPNIH27_01865
ko:K04084	kpz:KPNIH27_01895
ko:K03926	kpz:KPNIH27_01900
ko:K07791	kpz:KPNIH27_01905
ko:K01744	kpz:KPNIH27_01910
ko:K07113	kpz:KPNIH27_01915
ko:K16263	kpz:KPNIH27_01920
ko:K04078	kpz:KPNIH27_01925
ko:K04077	kpz:KPNIH27_01930
ko:K03757	kpz:KPNIH27_06095
ko:K03305	kpz:KPNIH27_06105
ko:K04567	kpz:KPNIH27_06110
ko:K03335	kpz:KPNIH27_06120
ko:K00010	kpz:KPNIH27_06135
ko:K02529	kpz:KPNIH27_06140
ko:K17213	kpz:KPNIH27_06145
ko:K03484	kpz:KPNIH27_06165
ko:K01193	kpz:KPNIH27_06170
ko:K02809	kpz:KPNIH27_06175
ko:K02810	kpz:KPNIH27_06175
ko:K16077	kpz:KPNIH27_06180
ko:K00847	kpz:KPNIH27_06185
ko:K02013	kpz:KPNIH27_06205
ko:K02015	kpz:KPNIH27_06210
ko:K02016	kpz:KPNIH27_06215
ko:K10013	kpz:KPNIH27_06240
ko:K01130	kpz:KPNIH27_06260
ko:K06871	kpz:KPNIH27_06265
ko:K06995	kpz:KPNIH27_06295
ko:K09471	kpz:KPNIH27_06300
ko:K02014	kpz:KPNIH27_06315
ko:K11732	kpz:KPNIH27_06320
ko:K16053	kpz:KPNIH27_06350
ko:K01681	kpz:KPNIH27_10575
ko:K01497	kpz:KPNIH27_10580
ko:K08992	kpz:KPNIH27_10590
ko:K01591	kpz:KPNIH27_10600
ko:K03113	kpz:KPNIH27_10605
ko:K04062	kpz:KPNIH27_10610
ko:K01147	kpz:KPNIH27_10625
ko:K00208	kpz:KPNIH27_10635
ko:K09975	kpz:KPNIH27_10640
ko:K03457	kpz:KPNIH27_10645
ko:K08170	kpz:KPNIH27_10695
ko:K03974	kpz:KPNIH27_10700
ko:K03969	kpz:KPNIH27_10705
ko:K03970	kpz:KPNIH27_10710
ko:K03971	kpz:KPNIH27_10720
ko:K06918	kpz:KPNIH27_10725
ko:K08990	kpz:KPNIH27_10730
ko:K13636	kpz:KPNIH27_10735
ko:K01222	kpz:KPNIH27_10740
ko:K03721	kpz:KPNIH27_10745
ko:K07120	kpz:KPNIH27_10750
ko:K11065	kpz:KPNIH27_10755
ko:K14054	kpz:KPNIH27_10765
ko:K15580	kpz:KPNIH27_10770
ko:K06889	kpz:KPNIH27_10790
ko:K04757	kpz:KPNIH27_10805
ko:K06885	kpz:KPNIH27_10820
ko:K05520	kpz:KPNIH27_10835
ko:K04764	kpz:KPNIH27_15135
ko:K01890	kpz:KPNIH27_15140
ko:K01889	kpz:KPNIH27_15145
ko:K02887	kpz:KPNIH27_15150
ko:K02916	kpz:KPNIH27_15155
ko:K02520	kpz:KPNIH27_15160
ko:K01868	kpz:KPNIH27_15165
ko:K07283	kpz:KPNIH27_15175
ko:K16370	kpz:KPNIH27_15180
ko:K03832	kpz:KPNIH27_15195
ko:K09780	kpz:KPNIH27_15200
ko:K06131	kpz:KPNIH27_15215
ko:K09901	kpz:KPNIH27_15220
ko:K10716	kpz:KPNIH27_15225
ko:K10823	kpz:KPNIH27_15230
ko:K15583	kpz:KPNIH27_15235
ko:K15582	kpz:KPNIH27_15240
ko:K15581	kpz:KPNIH27_15245
ko:K15580	kpz:KPNIH27_15250
ko:K04072	kpz:KPNIH27_15260
ko:K00963	kpz:KPNIH27_15275
ko:K07001	kpz:KPNIH27_15285
ko:K09858	kpz:KPNIH27_15290
ko:K01433	kpz:KPNIH27_15295
ko:K03719	kpz:KPNIH27_15310
ko:K00374	kpz:KPNIH27_15320
ko:K00373	kpz:KPNIH27_15325
ko:K00371	kpz:KPNIH27_15330
ko:K00370	kpz:KPNIH27_15335
ko:K02575	kpz:KPNIH27_15340
ko:K07673	kpz:KPNIH27_15345
ko:K07684	kpz:KPNIH27_15350
ko:K00372	kpz:KPNIH27_15360
ko:K00362	kpz:KPNIH27_15365
ko:K15578	kpz:KPNIH27_15370
ko:K15577	kpz:KPNIH27_15375
ko:K06039	kpz:KPNIH27_15390
ko:K07232	kpz:KPNIH27_15400
ko:K00138	kpz:KPNIH27_19605
ko:K01118	kpz:KPNIH27_19620
ko:K00375	kpz:KPNIH27_19665
ko:K03647	kpz:KPNIH27_19680
ko:K02000	kpz:KPNIH27_19695
ko:K02001	kpz:KPNIH27_19700
ko:K02002	kpz:KPNIH27_19705
ko:K15974	kpz:KPNIH27_19720
ko:K03543	kpz:KPNIH27_19725
ko:K03446	kpz:KPNIH27_19730
ko:K01649	kpz:KPNIH27_19735
ko:K07173	kpz:KPNIH27_19745
ko:K01919	kpz:KPNIH27_19750
ko:K07806	kpz:KPNIH27_23850
ko:K13727	kpz:KPNIH27_23855
ko:K15584	kpz:KPNIH27_23865
ko:K15585	kpz:KPNIH27_23870
ko:K15586	kpz:KPNIH27_23875
ko:K15587	kpz:KPNIH27_23880
ko:K10824	kpz:KPNIH27_23885
ko:K07722	kpz:KPNIH27_23890
ko:K06213	kpz:KPNIH27_23900
ko:K07007	kpz:KPNIH27_23905
ko:K16322	kpz:KPNIH27_23910
ko:K06144	kpz:KPNIH27_23915
ko:K06149	kpz:KPNIH27_23920
ko:K03305	kpz:KPNIH27_23925
ko:K15984	kpz:KPNIH27_23930
ko:K01414	kpz:KPNIH27_23935
ko:K07115	kpz:KPNIH27_23945
ko:K00383	kpz:KPNIH27_23950
ko:K00799	kpz:KPNIH27_23955
ko:K01194	kpz:KPNIH27_23965
ko:K07058	kpz:KPNIH27_23985
ko:K07290	kpz:KPNIH27_23995
ko:K00874	kpz:KPNIH27_24000
ko:K11103	kpz:KPNIH27_24010
ko:K00694	kpz:KPNIH27_24035
ko:K00694	kpz:KPNIH27_24085
ko:K12372	kpz:KPNIH27_24100
ko:K12371	kpz:KPNIH27_24105
ko:K12370	kpz:KPNIH27_24110
ko:K12369	kpz:KPNIH27_24115
ko:K02532	kpz:KPNIH27_26695
ko:K03321	kpz:KPNIH27_26845
ko:K06204	kpz:KPNIH27_26855
ko:K18699	kpz:KPNIH27_12280
ko:K02529	kpz:KPNIH27_00305
ko:K07407	kpz:KPNIH27_00310
ko:K02532	kpz:KPNIH27_00315
ko:K03534	kpz:KPNIH27_00320
ko:K10561	kpz:KPNIH27_00330
ko:K10560	kpz:KPNIH27_00335
ko:K10562	kpz:KPNIH27_00340
ko:K10559	kpz:KPNIH27_00345
ko:K01629	kpz:KPNIH27_00350
ko:K01813	kpz:KPNIH27_00355
ko:K00848	kpz:KPNIH27_00360
ko:K02855	kpz:KPNIH27_00365
ko:K02854	kpz:KPNIH27_00370
ko:K02856	kpz:KPNIH27_00375
ko:K04564	kpz:KPNIH27_00380
ko:K07640	kpz:KPNIH27_00390
ko:K06006	kpz:KPNIH27_00400
ko:K13283	kpz:KPNIH27_00405
ko:K00850	kpz:KPNIH27_00410
ko:K02553	kpz:KPNIH27_00415
ko:K02548	kpz:KPNIH27_00420
ko:K03667	kpz:KPNIH27_00425
ko:K01419	kpz:KPNIH27_00430
ko:K03591	kpz:KPNIH27_00435
ko:K05499	kpz:KPNIH27_00440
ko:K04066	kpz:KPNIH27_00445
ko:K02909	kpz:KPNIH27_00450
ko:K03764	kpz:KPNIH27_00455
ko:K01739	kpz:KPNIH27_00460
ko:K12525	kpz:KPNIH27_00465
ko:K01607	kpz:KPNIH27_00480
ko:K00297	kpz:KPNIH27_00490
ko:K00005	kpz:KPNIH27_00500
ko:K08314	kpz:KPNIH27_00505
ko:K01595	kpz:KPNIH27_00520
ko:K01438	kpz:KPNIH27_00525
ko:K02864	kpz:KPNIH27_01125
ko:K02935	kpz:KPNIH27_01130
ko:K03043	kpz:KPNIH27_01135
ko:K03046	kpz:KPNIH27_01140
ko:K07792	kpz:KPNIH27_01145
ko:K02759	kpz:KPNIH27_01150
ko:K02760	kpz:KPNIH27_01155
ko:K03150	kpz:KPNIH27_01165
ko:K03149	kpz:KPNIH27_01170
ko:K03154	kpz:KPNIH27_01175
ko:K03148	kpz:KPNIH27_01180
ko:K00788	kpz:KPNIH27_01185
ko:K03147	kpz:KPNIH27_01190
ko:K07740	kpz:KPNIH27_01195
ko:K03426	kpz:KPNIH27_01200
ko:K01599	kpz:KPNIH27_01205
ko:K05982	kpz:KPNIH27_01210
ko:K09891	kpz:KPNIH27_01215
ko:K05787	kpz:KPNIH27_01220
ko:K07803	kpz:KPNIH27_01230
ko:K07709	kpz:KPNIH27_01235
ko:K01945	kpz:KPNIH27_01245
ko:K00602	kpz:KPNIH27_01250
ko:K03827	kpz:KPNIH27_01280
ko:K00651	kpz:KPNIH27_01285
ko:K01638	kpz:KPNIH27_01290
ko:K01637	kpz:KPNIH27_01295
ko:K00906	kpz:KPNIH27_01300
ko:K13641	kpz:KPNIH27_01305
ko:K00548	kpz:KPNIH27_01310
ko:K03324	kpz:KPNIH27_01315
ko:K05995	kpz:KPNIH27_01320
ko:K06182	kpz:KPNIH27_01325
ko:K03453	kpz:KPNIH27_01335
ko:K00928	kpz:KPNIH27_01340
ko:K01810	kpz:KPNIH27_01345
ko:K09022	kpz:KPNIH27_01360
ko:K13256	kpz:KPNIH27_01380
ko:K10110	kpz:KPNIH27_01385
ko:K02300	kpz:KPNIH27_05530
ko:K02299	kpz:KPNIH27_05535
ko:K02298	kpz:KPNIH27_05540
ko:K02297	kpz:KPNIH27_05545
ko:K08218	kpz:KPNIH27_05550
ko:K07286	kpz:KPNIH27_05555
ko:K05527	kpz:KPNIH27_05560
ko:K03545	kpz:KPNIH27_05570
ko:K01358	kpz:KPNIH27_05575
ko:K03544	kpz:KPNIH27_05580
ko:K01338	kpz:KPNIH27_05585
