ko:K19744	bcen:DM39_657
ko:K06194	bcen:DM39_4012
ko:K01626	bcen:DM39_547
ko:K03568	bcen:DM39_548
ko:K00982	bcen:DM39_551
ko:K03631	bcen:DM39_552
ko:K00858	bcen:DM39_553
ko:K03705	bcen:DM39_554
ko:K01772	bcen:DM39_555
ko:K04762	bcen:DM39_557
ko:K03687	bcen:DM39_558
ko:K04043	bcen:DM39_560
ko:K03686	bcen:DM39_561
ko:K03342	bcen:DM39_562
ko:K00606	bcen:DM39_563
ko:K00950	bcen:DM39_565
ko:K00970	bcen:DM39_566
ko:K10763	bcen:DM39_568
ko:K01933	bcen:DM39_569
ko:K00791	bcen:DM39_575
ko:K03572	bcen:DM39_576
ko:K03975	bcen:DM39_577
ko:K03442	bcen:DM39_578
ko:K07266	bcen:DM39_582
ko:K07265	bcen:DM39_581
ko:K10107	bcen:DM39_584
ko:K01991	bcen:DM39_585
ko:K09688	bcen:DM39_586
ko:K09689	bcen:DM39_587
ko:K00012	bcen:DM39_593
ko:K00067	bcen:DM39_596
ko:K01790	bcen:DM39_597
ko:K00973	bcen:DM39_598
ko:K07302	bcen:DM39_1040
ko:K07303	bcen:DM39_1041
ko:K07789	bcen:DM39_1045
ko:K07788	bcen:DM39_1046
ko:K07799	bcen:DM39_1047
ko:K07152	bcen:DM39_1064
ko:K02456	bcen:DM39_1066
ko:K02455	bcen:DM39_1067
ko:K02454	bcen:DM39_1068
ko:K02453	bcen:DM39_1073
ko:K02456	bcen:DM39_1074
ko:K02456	bcen:DM39_1075
ko:K07093	bcen:DM39_1077
ko:K03320	bcen:DM39_1078
ko:K07118	bcen:DM39_1082
ko:K05800	bcen:DM39_1084
ko:K02010	bcen:DM39_1085
ko:K02011	bcen:DM39_1086
ko:K02012	bcen:DM39_1087
ko:K13635	bcen:DM39_1573
ko:K10439	bcen:DM39_1574
ko:K10441	bcen:DM39_1575
ko:K10440	bcen:DM39_1576
ko:K02529	bcen:DM39_1577
ko:K00852	bcen:DM39_1578
ko:K07180	bcen:DM39_1580
ko:K09786	bcen:DM39_1581
ko:K02030	bcen:DM39_1584
ko:K02029	bcen:DM39_1585
ko:K02029	bcen:DM39_1586
ko:K18129	bcen:DM39_1588
ko:K18094	bcen:DM39_1589
ko:K18095	bcen:DM39_1590
ko:K07345	bcen:DM39_1592
ko:K07347	bcen:DM39_1593
ko:K07346	bcen:DM39_1594
ko:K07345	bcen:DM39_1595
ko:K03088	bcen:DM39_1598
ko:K02013	bcen:DM39_1601
ko:K02015	bcen:DM39_1602
ko:K13255	bcen:DM39_1603
ko:K02016	bcen:DM39_1604
ko:K06160	bcen:DM39_1605
ko:K10531	bcen:DM39_1609
ko:K02014	bcen:DM39_1610
ko:K02224	bcen:DM39_1618
ko:K02189	bcen:DM39_1620
ko:K02303	bcen:DM39_1621
ko:K02234	bcen:DM39_1622
ko:K02230	bcen:DM39_1623
ko:K03405	bcen:DM39_1624
ko:K11904	bcen:DM39_2145
ko:K00928	bcen:DM39_2150
ko:K04075	bcen:DM39_2151
ko:K01962	bcen:DM39_2152
ko:K01247	bcen:DM39_2153
ko:K01883	bcen:DM39_2154
ko:K03767	bcen:DM39_2156
ko:K03768	bcen:DM39_2157
ko:K03269	bcen:DM39_2158
ko:K00640	bcen:DM39_2159
ko:K02533	bcen:DM39_2160
ko:K01092	bcen:DM39_2161
ko:K03555	bcen:DM39_2162
ko:K03775	bcen:DM39_2163
ko:K07287	bcen:DM39_2167
ko:K01714	bcen:DM39_2168
ko:K01867	bcen:DM39_2170
ko:K07053	bcen:DM39_2173
ko:K04083	bcen:DM39_2177
ko:K05589	bcen:DM39_2179
ko:K01689	bcen:DM39_2180
ko:K01627	bcen:DM39_2181
ko:K01937	bcen:DM39_2182
ko:K02238	bcen:DM39_2184
ko:K03424	bcen:DM39_2185
ko:K09810	bcen:DM39_2186
ko:K09808	bcen:DM39_2187
ko:K07462	bcen:DM39_2189
ko:K02836	bcen:DM39_2190
ko:K04567	bcen:DM39_2191
ko:K11927	bcen:DM39_2762
ko:K02444	bcen:DM39_2764
ko:K00111	bcen:DM39_2767
ko:K00864	bcen:DM39_2768
ko:K02440	bcen:DM39_2769
ko:K02529	bcen:DM39_2773
ko:K06606	bcen:DM39_2775
ko:K00010	bcen:DM39_2777
ko:K02858	bcen:DM39_2779
ko:K06168	bcen:DM39_2783
ko:K07042	bcen:DM39_2785
ko:K07232	bcen:DM39_2786
ko:K06189	bcen:DM39_2788
ko:K03820	bcen:DM39_2789
ko:K01878	bcen:DM39_2792
ko:K01879	bcen:DM39_2793
ko:K03273	bcen:DM39_2794
ko:K00655	bcen:DM39_2795
ko:K07043	bcen:DM39_2796
ko:K01759	bcen:DM39_2797
ko:K02528	bcen:DM39_2799
ko:K00097	bcen:DM39_2800
ko:K03771	bcen:DM39_2801
ko:K04744	bcen:DM39_2802
ko:K07102	bcen:DM39_2803
ko:K06147	bcen:DM39_2805
ko:K10806	bcen:DM39_2806
ko:K02379	bcen:DM39_2808
ko:K02456	bcen:DM39_3332
ko:K02452	bcen:DM39_3333
ko:K02455	bcen:DM39_3334
ko:K02454	bcen:DM39_3335
ko:K02453	bcen:DM39_3336
ko:K03530	bcen:DM39_3339
ko:K15461	bcen:DM39_3340
ko:K06048	bcen:DM39_3342
ko:K01951	bcen:DM39_3344
ko:K07117	bcen:DM39_3346
ko:K01724	bcen:DM39_3350
ko:K00500	bcen:DM39_3351
ko:K01996	bcen:DM39_3357
ko:K01999	bcen:DM39_3358
ko:K01997	bcen:DM39_3359
ko:K01998	bcen:DM39_3360
ko:K01999	bcen:DM39_3361
ko:K02168	bcen:DM39_3715
ko:K02073	bcen:DM39_5240
ko:K06987	bcen:DM39_5241
ko:K10013	bcen:DM39_5242
ko:K06901	bcen:DM39_5244
ko:K06910	bcen:DM39_5245
ko:K03088	bcen:DM39_5246
ko:K10680	bcen:DM39_5255
ko:K06222	bcen:DM39_5256
ko:K00036	bcen:DM39_5258
ko:K16137	bcen:DM39_5261
ko:K03762	bcen:DM39_5263
ko:K13794	bcen:DM39_5317
ko:K13796	bcen:DM39_5318
ko:K13795	bcen:DM39_5319
ko:K03288	bcen:DM39_5320
ko:K01707	bcen:DM39_5322
ko:K01708	bcen:DM39_5323
ko:K03719	bcen:DM39_5324
ko:K01999	bcen:DM39_5325
ko:K02431	bcen:DM39_5328
ko:K15977	bcen:DM39_5329
ko:K00457	bcen:DM39_5334
ko:K03786	bcen:DM39_5335
ko:K00014	bcen:DM39_5336
ko:K08194	bcen:DM39_5337
ko:K03430	bcen:DM39_5338
ko:K11081	bcen:DM39_5339
ko:K11084	bcen:DM39_5340
ko:K11083	bcen:DM39_5341
ko:K11082	bcen:DM39_5342
ko:K07175	bcen:DM39_1827
ko:K03306	bcen:DM39_1830
ko:K07220	bcen:DM39_1831
ko:K09710	bcen:DM39_2399
ko:K00783	bcen:DM39_2400
ko:K06287	bcen:DM39_2401
ko:K08301	bcen:DM39_2402
ko:K07002	bcen:DM39_2407
ko:K03119	bcen:DM39_2409
ko:K09923	bcen:DM39_2412
ko:K11085	bcen:DM39_2418
ko:K02849	bcen:DM39_2422
ko:K02337	bcen:DM39_2424
ko:K07146	bcen:DM39_2425
ko:K01894	bcen:DM39_2426
ko:K08289	bcen:DM39_2430
ko:K03466	bcen:DM39_2432
ko:K05973	bcen:DM39_2435
ko:K03616	bcen:DM39_2437
ko:K10773	bcen:DM39_2438
ko:K09989	bcen:DM39_2444
ko:K05782	bcen:DM39_2445
ko:K00616	bcen:DM39_2446
ko:K04750	bcen:DM39_2447
ko:K03307	bcen:DM39_2448
ko:K01633	bcen:DM39_3074
ko:K14058	bcen:DM39_3075
ko:K04042	bcen:DM39_3076
ko:K00820	bcen:DM39_3077
ko:K07726	bcen:DM39_3078
ko:K07243	bcen:DM39_3081
ko:K07213	bcen:DM39_3083
ko:K07010	bcen:DM39_3086
ko:K01915	bcen:DM39_3087
ko:K12256	bcen:DM39_3088
ko:K11073	bcen:DM39_3089
ko:K11076	bcen:DM39_3090
ko:K11075	bcen:DM39_3091
ko:K11074	bcen:DM39_3092
ko:K09471	bcen:DM39_3095
ko:K00383	bcen:DM39_3099
ko:K07240	bcen:DM39_3104
ko:K07240	bcen:DM39_3105
ko:K03566	bcen:DM39_3106
ko:K02397	bcen:DM39_3108
ko:K02396	bcen:DM39_3109
ko:K02395	bcen:DM39_3111
ko:K02394	bcen:DM39_3112
ko:K02393	bcen:DM39_3113
ko:K02392	bcen:DM39_3114
ko:K02391	bcen:DM39_3115
ko:K02390	bcen:DM39_3116
ko:K02389	bcen:DM39_3117
ko:K02388	bcen:DM39_3118
ko:K02387	bcen:DM39_3119
ko:K02386	bcen:DM39_3120
ko:K02398	bcen:DM39_3121
ko:K05366	bcen:DM39_3529
ko:K00832	bcen:DM39_3539
ko:K11734	bcen:DM39_3540
ko:K01114	bcen:DM39_3543
ko:K00428	bcen:DM39_3544
ko:K02106	bcen:DM39_3549
ko:K01485	bcen:DM39_3551
ko:K00127	bcen:DM39_3936
ko:K00124	bcen:DM39_3937
ko:K00123	bcen:DM39_3938
ko:K00123	bcen:DM39_3939
ko:K07058	bcen:DM39_3940
ko:K00963	bcen:DM39_3945
ko:K01711	bcen:DM39_3952
ko:K10764	bcen:DM39_3954
ko:K00764	bcen:DM39_3955
ko:K03558	bcen:DM39_3956
ko:K03749	bcen:DM39_3957
ko:K11754	bcen:DM39_3958
ko:K01963	bcen:DM39_3959
ko:K01695	bcen:DM39_3960
ko:K07112	bcen:DM39_3723
ko:K07112	bcen:DM39_3724
ko:K08195	bcen:DM39_3726
ko:K16165	bcen:DM39_3729
ko:K00450	bcen:DM39_3730
ko:K12658	bcen:DM39_3735
ko:K01687	bcen:DM39_3739
ko:K03086	bcen:DM39_3742
ko:K01473	bcen:DM39_4123
ko:K00325	bcen:DM39_4125
ko:K00324	bcen:DM39_4126
ko:K00324	bcen:DM39_4127
ko:K06999	bcen:DM39_4129
ko:K00383	bcen:DM39_4137
ko:K06076	bcen:DM39_4141
ko:K15975	bcen:DM39_4142
ko:K04098	bcen:DM39_4144
ko:K09780	bcen:DM39_4145
ko:K07393	bcen:DM39_4148
ko:K16320	bcen:DM39_4370
ko:K03381	bcen:DM39_4375
ko:K03464	bcen:DM39_4376
ko:K00355	bcen:DM39_4378
ko:K00219	bcen:DM39_4381
ko:K09128	bcen:DM39_4384
ko:K03543	bcen:DM39_4389
ko:K03406	bcen:DM39_4399
ko:K02557	bcen:DM39_4400
ko:K02556	bcen:DM39_4401
ko:K10017	bcen:DM39_4408
ko:K10015	bcen:DM39_4409
ko:K10016	bcen:DM39_4410
ko:K05836	bcen:DM39_4412
ko:K11733	bcen:DM39_4418
ko:K01607	bcen:DM39_4478
ko:K06889	bcen:DM39_4495
ko:K03307	bcen:DM39_4497
ko:K00074	bcen:DM39_4501
ko:K01426	bcen:DM39_4516
ko:K00059	bcen:DM39_4517
ko:K00484	bcen:DM39_4519
ko:K01104	bcen:DM39_4523
ko:K13816	bcen:DM39_4581
ko:K14051	bcen:DM39_4582
ko:K01469	bcen:DM39_4583
ko:K01130	bcen:DM39_4592
ko:K10014	bcen:DM39_4600
ko:K02014	bcen:DM39_4603
ko:K03559	bcen:DM39_4606
ko:K03561	bcen:DM39_4607
ko:K03832	bcen:DM39_4608
ko:K04091	bcen:DM39_4610
ko:K15553	bcen:DM39_4612
ko:K15554	bcen:DM39_4613
ko:K15554	bcen:DM39_4614
ko:K04078	bcen:DM39_4618
ko:K02529	bcen:DM39_4656
ko:K08191	bcen:DM39_4657
ko:K13529	bcen:DM39_4658
ko:K00567	bcen:DM39_4659
ko:K00820	bcen:DM39_4662
ko:K11904	bcen:DM39_4664
ko:K00130	bcen:DM39_4701
ko:K01599	bcen:DM39_1
ko:K04066	bcen:DM39_2
ko:K13821	bcen:DM39_3
ko:K01999	bcen:DM39_4
ko:K12508	bcen:DM39_5
ko:K09456	bcen:DM39_6
ko:K10013	bcen:DM39_9
ko:K01534	bcen:DM39_12
ko:K13652	bcen:DM39_14
ko:K03735	bcen:DM39_17
ko:K03736	bcen:DM39_18
ko:K00138	bcen:DM39_22
ko:K04033	bcen:DM39_24
ko:K01652	bcen:DM39_26
ko:K01752	bcen:DM39_29
ko:K00281	bcen:DM39_31
ko:K02437	bcen:DM39_32
ko:K00605	bcen:DM39_33
ko:K03656	bcen:DM39_37
ko:K02407	bcen:DM39_47
ko:K02406	bcen:DM39_48
ko:K02970	bcen:DM39_49
ko:K02014	bcen:DM39_50
ko:K01246	bcen:DM39_52
ko:K01095	bcen:DM39_441
ko:K00946	bcen:DM39_442
ko:K00029	bcen:DM39_443
ko:K09761	bcen:DM39_446
ko:K00797	bcen:DM39_448
ko:K00615	bcen:DM39_449
ko:K00134	bcen:DM39_450
ko:K11921	bcen:DM39_452
ko:K11103	bcen:DM39_454
ko:K01477	bcen:DM39_455
ko:K01483	bcen:DM39_456
ko:K03711	bcen:DM39_457
ko:K06186	bcen:DM39_458
ko:K00215	bcen:DM39_459
ko:K03561	bcen:DM39_460
ko:K03559	bcen:DM39_461
ko:K01869	bcen:DM39_462
ko:K03643	bcen:DM39_463
ko:K02340	bcen:DM39_464
ko:K00147	bcen:DM39_465
ko:K08973	bcen:DM39_466
ko:K01690	bcen:DM39_468
ko:K01625	bcen:DM39_469
ko:K03299	bcen:DM39_470
ko:K00851	bcen:DM39_471
ko:K01756	bcen:DM39_475
ko:K00261	bcen:DM39_477
ko:K10001	bcen:DM39_478
ko:K10003	bcen:DM39_479
ko:K10002	bcen:DM39_480
ko:K10004	bcen:DM39_481
ko:K01465	bcen:DM39_484
ko:K07397	bcen:DM39_486
ko:K02871	bcen:DM39_488
ko:K02996	bcen:DM39_489
ko:K15724	bcen:DM39_490
ko:K09001	bcen:DM39_491
ko:K01866	bcen:DM39_492
ko:K07560	bcen:DM39_493
ko:K01679	bcen:DM39_927
ko:K03327	bcen:DM39_928
ko:K14761	bcen:DM39_929
ko:K05805	bcen:DM39_935
ko:K05524	bcen:DM39_938
ko:K00763	bcen:DM39_939
ko:K00782	bcen:DM39_940
ko:K09760	bcen:DM39_943
ko:K03750	bcen:DM39_946
ko:K03752	bcen:DM39_947
ko:K03639	bcen:DM39_948
ko:K08300	bcen:DM39_949
ko:K06179	bcen:DM39_950
ko:K01091	bcen:DM39_951
ko:K04773	bcen:DM39_953
ko:K07056	bcen:DM39_954
ko:K06287	bcen:DM39_955
ko:K07040	bcen:DM39_956
ko:K02911	bcen:DM39_957
ko:K03621	bcen:DM39_958
ko:K00648	bcen:DM39_959
ko:K00645	bcen:DM39_960
ko:K00059	bcen:DM39_961
ko:K02078	bcen:DM39_962
ko:K09458	bcen:DM39_963
ko:K03088	bcen:DM39_965
ko:K03597	bcen:DM39_966
ko:K03598	bcen:DM39_967
ko:K03596	bcen:DM39_970
ko:K03100	bcen:DM39_971
ko:K03685	bcen:DM39_972
ko:K03584	bcen:DM39_974
ko:K03474	bcen:DM39_975
ko:K00997	bcen:DM39_976
ko:K01207	bcen:DM39_977
ko:K02356	bcen:DM39_979
ko:K00684	bcen:DM39_1463
ko:K04091	bcen:DM39_1470
ko:K15554	bcen:DM39_1471
ko:K15555	bcen:DM39_1472
ko:K05539	bcen:DM39_1476
ko:K01951	bcen:DM39_2052
ko:K00088	bcen:DM39_2054
ko:K09801	bcen:DM39_2060
ko:K03664	bcen:DM39_2062
ko:K09773	bcen:DM39_2066
ko:K03437	bcen:DM39_2067
ko:K03470	bcen:DM39_2068
ko:K00748	bcen:DM39_2069
ko:K00677	bcen:DM39_2070
ko:K02372	bcen:DM39_2071
ko:K02536	bcen:DM39_2072
ko:K06142	bcen:DM39_2073
ko:K07277	bcen:DM39_2074
ko:K11749	bcen:DM39_2075
ko:K00099	bcen:DM39_2076
ko:K00981	bcen:DM39_2077
ko:K00806	bcen:DM39_2078
ko:K02838	bcen:DM39_2079
ko:K09903	bcen:DM39_2080
ko:K02357	bcen:DM39_2081
ko:K02967	bcen:DM39_2082
ko:K01265	bcen:DM39_2083
ko:K00990	bcen:DM39_2084
ko:K06182	bcen:DM39_2085
ko:K01462	bcen:DM39_2086
ko:K01972	bcen:DM39_2087
ko:K03529	bcen:DM39_2089
ko:K14267	bcen:DM39_2091
ko:K07304	bcen:DM39_2656
ko:K17285	bcen:DM39_2657
ko:K07130	bcen:DM39_2661
ko:K01556	bcen:DM39_2662
ko:K00453	bcen:DM39_2663
ko:K08195	bcen:DM39_2664
ko:K00077	bcen:DM39_2665
ko:K00141	bcen:DM39_2666
ko:K01576	bcen:DM39_2667
ko:K00007	bcen:DM39_2669
ko:K00854	bcen:DM39_2670
ko:K10111	bcen:DM39_2675
ko:K10229	bcen:DM39_2677
ko:K10228	bcen:DM39_2678
ko:K10227	bcen:DM39_2679
ko:K16371	bcen:DM39_2680
ko:K00847	bcen:DM39_2681
ko:K09823	bcen:DM39_2683
ko:K02077	bcen:DM39_2684
ko:K02074	bcen:DM39_2685
ko:K02075	bcen:DM39_2686
ko:K01070	bcen:DM39_2687
ko:K00121	bcen:DM39_2688
ko:K00854	bcen:DM39_2689
ko:K18139	bcen:DM39_2691
ko:K03585	bcen:DM39_2693
ko:K03577	bcen:DM39_2694
ko:K07259	bcen:DM39_2703
ko:K02313	bcen:DM39_3273
ko:K02338	bcen:DM39_3274
ko:K02470	bcen:DM39_3275
ko:K03781	bcen:DM39_3289
ko:K03088	bcen:DM39_3290
ko:K03088	bcen:DM39_3295
ko:K01156	bcen:DM39_3302
ko:K07316	bcen:DM39_3303
ko:K02028	bcen:DM39_3660
ko:K02029	bcen:DM39_3661
ko:K03606	bcen:DM39_3663
ko:K01192	bcen:DM39_3670
ko:K16692	bcen:DM39_3675
ko:K01991	bcen:DM39_3676
ko:K05349	bcen:DM39_3679
ko:K01426	bcen:DM39_3685
ko:K04748	bcen:DM39_3687
ko:K10533	bcen:DM39_4070
ko:K00450	bcen:DM39_4077
ko:K16165	bcen:DM39_4078
ko:K01652	bcen:DM39_4079
ko:K02028	bcen:DM39_4082
ko:K02029	bcen:DM39_4082
ko:K02014	bcen:DM39_4085
ko:K02030	bcen:DM39_4086
ko:K03559	bcen:DM39_4088
ko:K03559	bcen:DM39_4089
ko:K03561	bcen:DM39_4090
ko:K03832	bcen:DM39_4091
ko:K00140	bcen:DM39_4093
ko:K00451	bcen:DM39_631
ko:K01555	bcen:DM39_632
ko:K04719	bcen:DM39_635
ko:K03778	bcen:DM39_636
ko:K07506	bcen:DM39_639
ko:K13481	bcen:DM39_643
ko:K13482	bcen:DM39_644
ko:K07518	bcen:DM39_651
ko:K07090	bcen:DM39_653
ko:K13993	bcen:DM39_1141
ko:K13929	bcen:DM39_1147
ko:K13931	bcen:DM39_1148
ko:K13932	bcen:DM39_1149
ko:K13933	bcen:DM39_1150
ko:K13934	bcen:DM39_1151
ko:K13930	bcen:DM39_1152
ko:K00645	bcen:DM39_1153
ko:K03762	bcen:DM39_1159
ko:K09771	bcen:DM39_1160
ko:K02342	bcen:DM39_1161
ko:K03469	bcen:DM39_1162
ko:K01069	bcen:DM39_1164
ko:K08307	bcen:DM39_1165
ko:K01956	bcen:DM39_1167
ko:K11250	bcen:DM39_1168
ko:K01955	bcen:DM39_1169
ko:K03624	bcen:DM39_1170
ko:K02427	bcen:DM39_1173
ko:K03798	bcen:DM39_1174
ko:K00796	bcen:DM39_1175
ko:K03431	bcen:DM39_1176
ko:K02040	bcen:DM39_1177
ko:K02037	bcen:DM39_1178
ko:K02038	bcen:DM39_1179
ko:K02036	bcen:DM39_1180
ko:K02039	bcen:DM39_1181
ko:K07657	bcen:DM39_1182
ko:K07636	bcen:DM39_1183
ko:K00937	bcen:DM39_1184
ko:K01524	bcen:DM39_1185
ko:K08296	bcen:DM39_1190
ko:K02015	bcen:DM39_1731
ko:K02013	bcen:DM39_1732
ko:K07290	bcen:DM39_1734
ko:K02068	bcen:DM39_1735
ko:K02069	bcen:DM39_1736
ko:K01079	bcen:DM39_1740
ko:K01760	bcen:DM39_1741
ko:K00874	bcen:DM39_1743
ko:K14441	bcen:DM39_1744
ko:K00023	bcen:DM39_1751
ko:K00626	bcen:DM39_1752
ko:K03821	bcen:DM39_1753
ko:K05810	bcen:DM39_1754
ko:K06180	bcen:DM39_1755
ko:K05807	bcen:DM39_1756
ko:K06959	bcen:DM39_1760
ko:K03549	bcen:DM39_1761
ko:K07101	bcen:DM39_1762
ko:K01939	bcen:DM39_1763
ko:K02502	bcen:DM39_1764
ko:K09937	bcen:DM39_1765
ko:K04087	bcen:DM39_1766
ko:K04088	bcen:DM39_1767
ko:K03665	bcen:DM39_1768
ko:K03666	bcen:DM39_1769
ko:K03977	bcen:DM39_1770
ko:K17713	bcen:DM39_1771
ko:K01892	bcen:DM39_1773
ko:K15539	bcen:DM39_1775
ko:K06941	bcen:DM39_1776
ko:K00940	bcen:DM39_1777
ko:K03215	bcen:DM39_1779
ko:K07501	bcen:DM39_1781
ko:K00330	bcen:DM39_2349
ko:K03075	bcen:DM39_2351
ko:K01803	bcen:DM39_2352
ko:K00962	bcen:DM39_2354
ko:K02956	bcen:DM39_2355
ko:K01999	bcen:DM39_2356
ko:K01673	bcen:DM39_2358
ko:K01649	bcen:DM39_2360
ko:K17103	bcen:DM39_2361
ko:K01613	bcen:DM39_2362
ko:K00053	bcen:DM39_2363
ko:K01653	bcen:DM39_2364
ko:K01652	bcen:DM39_2365
ko:K03088	bcen:DM39_2366
ko:K00901	bcen:DM39_2372
ko:K06966	bcen:DM39_2374
ko:K06886	bcen:DM39_2379
ko:K02004	bcen:DM39_2380
ko:K03981	bcen:DM39_334
ko:K01118	bcen:DM39_336
ko:K03648	bcen:DM39_337
ko:K01609	bcen:DM39_339
ko:K00766	bcen:DM39_340
ko:K01658	bcen:DM39_341
ko:K01657	bcen:DM39_342
ko:K01091	bcen:DM39_343
ko:K01783	bcen:DM39_344
ko:K06195	bcen:DM39_345
ko:K08304	bcen:DM39_347
ko:K01912	bcen:DM39_348
ko:K02614	bcen:DM39_349
ko:K15866	bcen:DM39_350
ko:K00626	bcen:DM39_351
ko:K01692	bcen:DM39_353
ko:K01897	bcen:DM39_361
ko:K06134	bcen:DM39_363
ko:K03925	bcen:DM39_364
ko:K03438	bcen:DM39_365
ko:K03586	bcen:DM39_366
ko:K03587	bcen:DM39_367
ko:K01928	bcen:DM39_368
ko:K01929	bcen:DM39_369
ko:K01000	bcen:DM39_370
ko:K01925	bcen:DM39_371
ko:K03588	bcen:DM39_372
ko:K02563	bcen:DM39_373
ko:K01924	bcen:DM39_374
ko:K01921	bcen:DM39_375
ko:K03589	bcen:DM39_376
ko:K03590	bcen:DM39_377
ko:K03531	bcen:DM39_378
ko:K02535	bcen:DM39_380
ko:K03070	bcen:DM39_382
ko:K00620	bcen:DM39_383
ko:K06923	bcen:DM39_384
ko:K03574	bcen:DM39_385
ko:K09862	bcen:DM39_386
ko:K02841	bcen:DM39_816
ko:K03832	bcen:DM39_819
ko:K02428	bcen:DM39_826
ko:K00989	bcen:DM39_827
ko:K00942	bcen:DM39_829
ko:K03060	bcen:DM39_830
ko:K04760	bcen:DM39_835
ko:K03704	bcen:DM39_838
ko:K02342	bcen:DM39_839
ko:K04093	bcen:DM39_840
ko:K02014	bcen:DM39_843
ko:K05712	bcen:DM39_846
ko:K03841	bcen:DM39_849
ko:K01256	bcen:DM39_850
ko:K01487	bcen:DM39_853
ko:K07402	bcen:DM39_856
ko:K03611	bcen:DM39_857
ko:K02433	bcen:DM39_858
ko:K00126	bcen:DM39_866
ko:K00123	bcen:DM39_867
ko:K00124	bcen:DM39_868
ko:K00127	bcen:DM39_869
ko:K01736	bcen:DM39_1354
ko:K00311	bcen:DM39_1355
ko:K07107	bcen:DM39_1357
ko:K01028	bcen:DM39_1359
ko:K01029	bcen:DM39_1360
ko:K00951	bcen:DM39_1363
ko:K01868	bcen:DM39_1365
ko:K02520	bcen:DM39_1366
ko:K02916	bcen:DM39_1367
ko:K02887	bcen:DM39_1368
ko:K01889	bcen:DM39_1369
ko:K01890	bcen:DM39_1370
ko:K04764	bcen:DM39_1371
ko:K01104	bcen:DM39_1374
ko:K07287	bcen:DM39_1376
ko:K06024	bcen:DM39_1387
ko:K06178	bcen:DM39_1388
ko:K09748	bcen:DM39_1389
ko:K02600	bcen:DM39_1390
ko:K02519	bcen:DM39_1391
ko:K02834	bcen:DM39_1392
ko:K03177	bcen:DM39_1393
ko:K03446	bcen:DM39_1394
ko:K03543	bcen:DM39_1395
ko:K06207	bcen:DM39_1398
ko:K07243	bcen:DM39_2300
ko:K07230	bcen:DM39_2302
ko:K03702	bcen:DM39_2303
ko:K00832	bcen:DM39_2304
ko:K00019	bcen:DM39_2305
ko:K07115	bcen:DM39_2307
ko:K09861	bcen:DM39_2322
ko:K14287	bcen:DM39_2324
ko:K00799	bcen:DM39_2325
ko:K01515	bcen:DM39_2334
ko:K00343	bcen:DM39_2336
ko:K00342	bcen:DM39_2337
ko:K00341	bcen:DM39_2338
ko:K00340	bcen:DM39_2339
ko:K00339	bcen:DM39_2340
ko:K00338	bcen:DM39_2341
ko:K00337	bcen:DM39_2342
ko:K00334	bcen:DM39_2345
ko:K00333	bcen:DM39_2346
ko:K00332	bcen:DM39_2347
ko:K00331	bcen:DM39_2348
ko:K00820	bcen:DM39_2915
ko:K01443	bcen:DM39_2916
ko:K03710	bcen:DM39_2917
ko:K14162	bcen:DM39_2918
ko:K14161	bcen:DM39_2919
ko:K14160	bcen:DM39_2920
ko:K05833	bcen:DM39_2921
ko:K05832	bcen:DM39_2922
ko:K01989	bcen:DM39_2923
ko:K02073	bcen:DM39_2925
ko:K03406	bcen:DM39_2926
ko:K07152	bcen:DM39_2928
ko:K02259	bcen:DM39_2930
ko:K02276	bcen:DM39_2934
ko:K02258	bcen:DM39_2936
ko:K02274	bcen:DM39_2937
ko:K02275	bcen:DM39_2938
ko:K02169	bcen:DM39_2940
ko:K03216	bcen:DM39_2942
ko:K00057	bcen:DM39_2944
ko:K03071	bcen:DM39_2945
ko:K01834	bcen:DM39_2948
ko:K03797	bcen:DM39_2949
ko:K08483	bcen:DM39_2951
ko:K11189	bcen:DM39_2952
ko:K02821	bcen:DM39_2953
ko:K01920	bcen:DM39_2954
ko:K01919	bcen:DM39_2955
ko:K03320	bcen:DM39_2956
ko:K04752	bcen:DM39_2957
ko:K09806	bcen:DM39_2958
ko:K07391	bcen:DM39_2959
ko:K10126	bcen:DM39_2962
ko:K10125	bcen:DM39_2963
ko:K11103	bcen:DM39_2964
ko:K14393	bcen:DM39_2965
ko:K03798	bcen:DM39_3423
ko:K00697	bcen:DM39_3424
ko:K02014	bcen:DM39_3426
ko:K13953	bcen:DM39_3427
ko:K02051	bcen:DM39_3431
ko:K04091	bcen:DM39_3432
ko:K02030	bcen:DM39_3433
ko:K02028	bcen:DM39_3434
ko:K02029	bcen:DM39_3434
ko:K02030	bcen:DM39_3436
ko:K13655	bcen:DM39_3438
ko:K13651	bcen:DM39_3439
ko:K06987	bcen:DM39_3440
ko:K06987	bcen:DM39_3803
ko:K12252	bcen:DM39_3804
ko:K02029	bcen:DM39_3805
ko:K02029	bcen:DM39_3806
ko:K02030	bcen:DM39_3807
ko:K02028	bcen:DM39_3808
ko:K01652	bcen:DM39_3810
ko:K00355	bcen:DM39_3812
ko:K02053	bcen:DM39_3813
ko:K02054	bcen:DM39_3814
ko:K02055	bcen:DM39_3815
ko:K02052	bcen:DM39_3816
ko:K15866	bcen:DM39_3817
ko:K08720	bcen:DM39_3821
ko:K18687	bcen:DM39_6207
ko:K11892	bcen:DM39_6838
ko:K11893	bcen:DM39_6839
ko:K11901	bcen:DM39_6840
ko:K11900	bcen:DM39_6841
