ko:K19302	mtur:CFBS_0325
ko:K00344	mtur:CFBS_1548
ko:K12954	mtur:CFBS_2101
ko:K01130	mtur:CFBS_3490
ko:K01130	mtur:CFBS_0695
ko:K01130	mtur:CFBS_0747
ko:K17836	mtur:CFBS_2189
ko:K12574	mtur:CFBS_2905
ko:K12956	mtur:CFBS_1021
ko:K07485	mtur:CFBS_4027
ko:K00254	mtur:CFBS_2267
ko:K01840	mtur:CFBS_3446
ko:K01840	mtur:CFBS_3499
ko:K12432	mtur:CFBS_1259
ko:K16048	mtur:CFBS_3784
ko:K01239	mtur:CFBS_3596
ko:K03767	mtur:CFBS_0013
ko:K07684	mtur:CFBS_0886
ko:K14956	mtur:CFBS_4107
ko:K02026	mtur:CFBS_1317
ko:K02026	mtur:CFBS_2160
ko:K02026	mtur:CFBS_2452
ko:K12439	mtur:CFBS_1754
ko:K12442	mtur:CFBS_3091
ko:K04787	mtur:CFBS_2523
ko:K14337	mtur:CFBS_2301
ko:K11628	mtur:CFBS_3098
ko:K00020	mtur:CFBS_0789
ko:K00128	mtur:CFBS_3484
ko:K00128	mtur:CFBS_0807
ko:K00128	mtur:CFBS_0158
ko:K00128	mtur:CFBS_0239
ko:K12436	mtur:CFBS_2169
ko:K05898	mtur:CFBS_3753
ko:K12422	mtur:CFBS_0105
ko:K12424	mtur:CFBS_3107
ko:K12425	mtur:CFBS_4057
ko:K03520	mtur:CFBS_0389
ko:K01187	mtur:CFBS_2618
ko:K02027	mtur:CFBS_1315
ko:K02027	mtur:CFBS_2162
ko:K02027	mtur:CFBS_2453
ko:K17947	mtur:CFBS_0560
ko:K09144	mtur:CFBS_2980
ko:K00344	mtur:CFBS_3318
ko:K07493	mtur:CFBS_3648
ko:K07493	mtur:CFBS_3856
ko:K07064	mtur:CFBS_3020
ko:K07064	mtur:CFBS_3513
ko:K07064	mtur:CFBS_3918
ko:K07045	mtur:CFBS_2432
ko:K02031	mtur:CFBS_1362
ko:K02032	mtur:CFBS_1362
ko:K02031	mtur:CFBS_3882
ko:K02032	mtur:CFBS_3882
ko:K17883	mtur:CFBS_3010
ko:K00529	mtur:CFBS_1961
ko:K07068	mtur:CFBS_3737
ko:K00249	mtur:CFBS_1027
ko:K08351	mtur:CFBS_1534
ko:K00091	mtur:CFBS_0150
ko:K00897	mtur:CFBS_4047
ko:K13572	mtur:CFBS_2219
ko:K03719	mtur:CFBS_3482
ko:K00104	mtur:CFBS_1337
ko:K00104	mtur:CFBS_2411
ko:K11159	mtur:CFBS_0686
ko:K21688	mtur:CFBS_1063
ko:K00138	mtur:CFBS_0476
ko:K01154	mtur:CFBS_2908
ko:K13787	mtur:CFBS_3583
ko:K02358	mtur:CFBS_2080
ko:K12953	mtur:CFBS_2106
ko:K02224	mtur:CFBS_3003
ko:K02805	mtur:CFBS_1602
ko:K01711	mtur:CFBS_1608
ko:K00631	mtur:CFBS_1653
ko:K12430	mtur:CFBS_3106
ko:K07100	mtur:CFBS_0595
ko:K14728	mtur:CFBS_3110
ko:K07486	mtur:CFBS_2304
ko:K03742	mtur:CFBS_1995
ko:K19139	mtur:CFBS_2974
ko:K02067	mtur:CFBS_0187
ko:K18481	mtur:CFBS_3709
ko:K18481	mtur:CFBS_2070
ko:K18481	mtur:CFBS_1450
ko:K18481	mtur:CFBS_3708
ko:K18481	mtur:CFBS_1449
ko:K18481	mtur:CFBS_2071
ko:K18481	mtur:CFBS_2530
ko:K18481	mtur:CFBS_0190
ko:K18481	mtur:CFBS_0191
ko:K18481	mtur:CFBS_0192
ko:K18481	mtur:CFBS_0193
ko:K18455	mtur:CFBS_1144
ko:K18472	mtur:CFBS_2380
ko:K00681	mtur:CFBS_0812
ko:K00681	mtur:CFBS_2534
ko:K03574	mtur:CFBS_3148
ko:K22311	mtur:CFBS_2763
ko:K18554	mtur:CFBS_2790
ko:K18688	mtur:CFBS_3731
ko:K14155	mtur:CFBS_0080
ko:K12429	mtur:CFBS_1271
ko:K07068	mtur:CFBS_3758
ko:K07485	mtur:CFBS_1395
ko:K07497	mtur:CFBS_3998
ko:K18687	mtur:CFBS_3777
ko:K07171	mtur:CFBS_2184
ko:K01990	mtur:CFBS_4009
ko:K01992	mtur:CFBS_4011
ko:K07171	mtur:CFBS_3267
ko:K21672	mtur:CFBS_0974
ko:K18851	mtur:CFBS_0139
ko:K18917	mtur:CFBS_3383
ko:K18955	mtur:CFBS_3620
ko:K18913	mtur:CFBS_3921
ko:K07171	mtur:CFBS_1593
ko:K07171	mtur:CFBS_2099
ko:K18955	mtur:CFBS_3406
ko:K07481	mtur:CFBS_1091
ko:K03111	mtur:CFBS_0059
ko:K07171	mtur:CFBS_2799
ko:K18851	mtur:CFBS_4033
ko:K07171	mtur:CFBS_2958
ko:K18851	mtur:CFBS_1978
ko:K10747	mtur:CFBS_3230
ko:K18894	mtur:CFBS_0210
ko:K01971	mtur:CFBS_0986
ko:K18955	mtur:CFBS_3902
ko:K18911	mtur:CFBS_3922
ko:K18912	mtur:CFBS_3924
ko:K03111	mtur:CFBS_2625
ko:K18851	mtur:CFBS_0996
ko:K04565	mtur:CFBS_0449
ko:K03496	mtur:CFBS_1801
ko:K03497	mtur:CFBS_4150
ko:K03496	mtur:CFBS_4151
ko:K03496	mtur:CFBS_3400
ko:K07492	mtur:CFBS_1100
ko:K07496	mtur:CFBS_0970
ko:K07496	mtur:CFBS_2948
ko:K07496	mtur:CFBS_3042
ko:K07496	mtur:CFBS_3141
ko:K07496	mtur:CFBS_4058
ko:K07497	mtur:CFBS_2970
ko:K03325	mtur:CFBS_2797
ko:K03741	mtur:CFBS_2797
ko:K07481	mtur:CFBS_3122
ko:K07481	mtur:CFBS_3590
ko:K07481	mtur:CFBS_3589
ko:K03761	mtur:CFBS_3691
ko:K03822	mtur:CFBS_1774
ko:K07064	mtur:CFBS_2754
ko:K00335	mtur:CFBS_3327
ko:K07064	mtur:CFBS_3361
ko:K02483	mtur:CFBS_3991
ko:K00249	mtur:CFBS_0141
ko:K00249	mtur:CFBS_0167
ko:K07497	mtur:CFBS_0003
ko:K07497	mtur:CFBS_0837
ko:K07497	mtur:CFBS_1206
ko:K07497	mtur:CFBS_1459
ko:K07497	mtur:CFBS_1563
ko:K07497	mtur:CFBS_1852
ko:K07497	mtur:CFBS_1891
ko:K07497	mtur:CFBS_2012
ko:K07497	mtur:CFBS_2129
ko:K07497	mtur:CFBS_2143
ko:K07497	mtur:CFBS_2229
ko:K07497	mtur:CFBS_2230
ko:K07497	mtur:CFBS_2493
ko:K07497	mtur:CFBS_2910
ko:K07497	mtur:CFBS_2973
ko:K07497	mtur:CFBS_3186
ko:K07497	mtur:CFBS_3301
ko:K07497	mtur:CFBS_3359
ko:K07497	mtur:CFBS_3585
ko:K07497	mtur:CFBS_3635
ko:K07064	mtur:CFBS_0257
ko:K06893	mtur:CFBS_0039
ko:K07064	mtur:CFBS_0646
ko:K00249	mtur:CFBS_0247
ko:K00249	mtur:CFBS_3317
ko:K00001	mtur:CFBS_0178
ko:K00001	mtur:CFBS_1631
ko:K02113	mtur:CFBS_1389
ko:K02109	mtur:CFBS_1389
ko:K07485	mtur:CFBS_0778
ko:K02483	mtur:CFBS_0796
ko:K01822	mtur:CFBS_0799
ko:K01046	mtur:CFBS_3266
ko:K12435	mtur:CFBS_1753
ko:K07483	mtur:CFBS_3360
ko:K07483	mtur:CFBS_3524
ko:K07483	mtur:CFBS_3584
ko:K07483	mtur:CFBS_2013
ko:K07483	mtur:CFBS_3636
ko:K07483	mtur:CFBS_2130
ko:K07483	mtur:CFBS_2911
ko:K07483	mtur:CFBS_0836
ko:K07483	mtur:CFBS_1460
ko:K07483	mtur:CFBS_2142
ko:K07483	mtur:CFBS_2972
ko:K07483	mtur:CFBS_2228
ko:K07483	mtur:CFBS_2231
ko:K07483	mtur:CFBS_1564
ko:K07483	mtur:CFBS_3185
ko:K07483	mtur:CFBS_1207
ko:K07483	mtur:CFBS_2492
ko:K07483	mtur:CFBS_3302
ko:K07483	mtur:CFBS_1853
ko:K07483	mtur:CFBS_1892
ko:K01768	mtur:CFBS_1345
ko:K01768	mtur:CFBS_1401
ko:K01768	mtur:CFBS_1403
ko:K01768	mtur:CFBS_1404
ko:K01768	mtur:CFBS_1714
ko:K01768	mtur:CFBS_3862
ko:K14215	mtur:CFBS_2500
ko:K07064	mtur:CFBS_1322
ko:K00336	mtur:CFBS_3328
ko:K07064	mtur:CFBS_2058
ko:K16233	mtur:CFBS_1462
ko:K01436	mtur:CFBS_3496
ko:K03892	mtur:CFBS_2796
ko:K07100	mtur:CFBS_2272
ko:K07064	mtur:CFBS_2680
ko:K07064	mtur:CFBS_3587
ko:K16191	mtur:CFBS_0945
ko:K00344	mtur:CFBS_0160
ko:K13670	mtur:CFBS_1599
ko:K16193	mtur:CFBS_0947
ko:K03976	mtur:CFBS_3414
ko:K08095	mtur:CFBS_2090
ko:K08095	mtur:CFBS_3669
ko:K08095	mtur:CFBS_2430
ko:K07450	mtur:CFBS_0969
ko:K07482	mtur:CFBS_3372
ko:K07481	mtur:CFBS_1090
ko:K07481	mtur:CFBS_1092
ko:K07483	mtur:CFBS_0002
ko:K07493	mtur:CFBS_1107
ko:K07493	mtur:CFBS_1277
ko:K07493	mtur:CFBS_2661
ko:K07493	mtur:CFBS_3190
ko:K07493	mtur:CFBS_3285
ko:K00370	mtur:CFBS_1832
ko:K03526	mtur:CFBS_3025
ko:K07746	mtur:CFBS_2057
ko:K19092	mtur:CFBS_2055
ko:K00273	mtur:CFBS_1999
ko:K19221	mtur:CFBS_3004
ko:K08299	mtur:CFBS_1210
ko:K19159	mtur:CFBS_3558
ko:K19138	mtur:CFBS_2976
ko:K16192	mtur:CFBS_0946
ko:K06893	mtur:CFBS_0152
ko:K07064	mtur:CFBS_0693
ko:K07064	mtur:CFBS_3029
ko:K19093	mtur:CFBS_2270
ko:K00798	mtur:CFBS_1396
ko:K19158	mtur:CFBS_3559
ko:K07064	mtur:CFBS_0294
ko:K01865	mtur:CFBS_3246
ko:K07016	mtur:CFBS_2977
ko:K01710	mtur:CFBS_3681
ko:K01710	mtur:CFBS_4012
ko:K00135	mtur:CFBS_1826
ko:K07064	mtur:CFBS_0786
ko:K07064	mtur:CFBS_1930
ko:K07064	mtur:CFBS_2642
ko:K07493	mtur:CFBS_0968
ko:K12431	mtur:CFBS_4055
ko:K12431	mtur:CFBS_4056
ko:K07492	mtur:CFBS_1226
ko:K19094	mtur:CFBS_2271
ko:K03722	mtur:CFBS_1414
ko:K12952	mtur:CFBS_0954
ko:K01992	mtur:CFBS_1777
ko:K07497	mtur:CFBS_3523
ko:K07065	mtur:CFBS_2701
ko:K07486	mtur:CFBS_2126
ko:K17840	mtur:CFBS_0279
ko:K07496	mtur:CFBS_0869
ko:K07496	mtur:CFBS_0633
ko:K07065	mtur:CFBS_0608
ko:K02483	mtur:CFBS_0629
ko:K07497	mtur:CFBS_3645
ko:K07486	mtur:CFBS_2125
ko:K07098	mtur:CFBS_3904
ko:K15856	mtur:CFBS_0121
ko:K08884	mtur:CFBS_1842
ko:K19686	mtur:CFBS_0654
ko:K19686	mtur:CFBS_0636
ko:K19687	mtur:CFBS_0653
ko:K19687	mtur:CFBS_1836
ko:K19710	mtur:CFBS_2765
ko:K19687	mtur:CFBS_0635
ko:K19686	mtur:CFBS_2087
ko:K19687	mtur:CFBS_2088
ko:K19686	mtur:CFBS_2915
ko:K07064	mtur:CFBS_2225
ko:K19686	mtur:CFBS_1837
ko:K15510	mtur:CFBS_0423
ko:K13775	mtur:CFBS_3412
ko:K18688	mtur:CFBS_3728
ko:K01934	mtur:CFBS_1044
ko:K05606	mtur:CFBS_1407
ko:K12132	mtur:CFBS_0019
ko:K12132	mtur:CFBS_0020
ko:K12132	mtur:CFBS_2211
ko:K20074	mtur:CFBS_0023
ko:K20467	mtur:CFBS_0219
ko:K22552	mtur:CFBS_0889
ko:K03636	mtur:CFBS_1420
ko:K20469	mtur:CFBS_0221
ko:K20497	mtur:CFBS_2399
ko:K00525	mtur:CFBS_3219
ko:K20470	mtur:CFBS_0222
ko:K07695	mtur:CFBS_3309
ko:K20466	mtur:CFBS_0218
ko:K20468	mtur:CFBS_0220
ko:K01179	mtur:CFBS_0067
ko:K01179	mtur:CFBS_1155
ko:K01179	mtur:CFBS_1156
ko:K01214	mtur:CFBS_1667
ko:K20814	mtur:CFBS_2237
ko:K21059	mtur:CFBS_3109
ko:K01768	mtur:CFBS_1402
ko:K21071	mtur:CFBS_3175
ko:K21140	mtur:CFBS_1419
ko:K21014	mtur:CFBS_0313
ko:K00821	mtur:CFBS_1746
ko:K21119	mtur:CFBS_1336
ko:K21147	mtur:CFBS_3392
ko:K21142	mtur:CFBS_3289
ko:K21199	mtur:CFBS_2401
ko:K06191	mtur:CFBS_3221
ko:K07465	mtur:CFBS_2244
ko:K02316	mtur:CFBS_2481
ko:K06217	mtur:CFBS_2507
ko:K06904	mtur:CFBS_2804
ko:K03553	mtur:CFBS_2889
ko:K03465	mtur:CFBS_2907
ko:K01520	mtur:CFBS_2849
ko:K00287	mtur:CFBS_2919
ko:K00560	mtur:CFBS_2920
ko:K00526	mtur:CFBS_3216
ko:K00526	mtur:CFBS_0249
ko:K00526	mtur:CFBS_2086
ko:K02335	mtur:CFBS_1718
ko:K02314	mtur:CFBS_0063
ko:K08884	mtur:CFBS_2303
ko:K21302	mtur:CFBS_3501
ko:K05364	mtur:CFBS_0021
ko:K21142	mtur:CFBS_3516
ko:K07054	mtur:CFBS_0436
ko:K22468	mtur:CFBS_3422
ko:K08884	mtur:CFBS_0979
ko:K06954	mtur:CFBS_0466
ko:K07027	mtur:CFBS_0611
ko:K00257	mtur:CFBS_1431
ko:K08884	mtur:CFBS_1839
ko:K00632	mtur:CFBS_2947
ko:K21147	mtur:CFBS_3286
ko:K21148	mtur:CFBS_1421
ko:K03636	mtur:CFBS_0911
ko:K05375	mtur:CFBS_2516
ko:K07133	mtur:CFBS_3485
ko:K00525	mtur:CFBS_0594
ko:K21200	mtur:CFBS_1867
ko:K21310	mtur:CFBS_3427
ko:K21397	mtur:CFBS_1843
ko:K21473	mtur:CFBS_1574
ko:K03651	mtur:CFBS_0846
ko:K21474	mtur:CFBS_1575
ko:K21401	mtur:CFBS_0585
ko:K21481	mtur:CFBS_3809
ko:K21495	mtur:CFBS_2049
ko:K21609	mtur:CFBS_0202
ko:K21687	mtur:CFBS_0910
ko:K21600	mtur:CFBS_1019
ko:K21600	mtur:CFBS_0206
ko:K10914	mtur:CFBS_3895
ko:K21608	mtur:CFBS_0890
ko:K21691	mtur:CFBS_2597
ko:K21672	mtur:CFBS_1121
ko:K21686	mtur:CFBS_1198
ko:K21689	mtur:CFBS_1976
ko:K21690	mtur:CFBS_2529
ko:K21884	mtur:CFBS_1766
ko:K21885	mtur:CFBS_2103
ko:K21886	mtur:CFBS_3970
ko:K21887	mtur:CFBS_3969
ko:K21929	mtur:CFBS_1339
ko:K21887	mtur:CFBS_3968
ko:K21961	mtur:CFBS_4088
ko:K21992	mtur:CFBS_1432
ko:K21962	mtur:CFBS_1571
ko:K22027	mtur:CFBS_3263
ko:K00936	mtur:CFBS_3407
ko:K22010	mtur:CFBS_1715
ko:K22044	mtur:CFBS_3274
ko:K22107	mtur:CFBS_3791
ko:K03595	mtur:CFBS_2503
ko:K22108	mtur:CFBS_3773
ko:K01563	mtur:CFBS_2730
ko:K17758	mtur:CFBS_3650
ko:K17759	mtur:CFBS_3650
ko:K22297	mtur:CFBS_2004
ko:K22306	mtur:CFBS_2563
ko:K02257	mtur:CFBS_1545
ko:K22336	mtur:CFBS_4071
ko:K01563	mtur:CFBS_2425
ko:K01563	mtur:CFBS_1925
ko:K22295	mtur:CFBS_3609
ko:K22298	mtur:CFBS_2497
ko:K01551	mtur:CFBS_2312
ko:K22303	mtur:CFBS_3610
ko:K03181	mtur:CFBS_3108
ko:K07141	mtur:CFBS_0361
ko:K11206	mtur:CFBS_0500
ko:K00728	mtur:CFBS_1056
ko:K08300	mtur:CFBS_2591
ko:K08301	mtur:CFBS_2591
ko:K07566	mtur:CFBS_1383
