ko:K10563	ypi:YpsIP31758_0064
ko:K01639	ypi:YpsIP31758_1293
ko:K01788	ypi:YpsIP31758_1294
ko:K03290	ypi:YpsIP31758_1298
ko:K02048	ypi:YpsIP31758_1299
ko:K02046	ypi:YpsIP31758_1300
ko:K02047	ypi:YpsIP31758_1301
ko:K02045	ypi:YpsIP31758_1302
ko:K00075	ypi:YpsIP31758_3872
ko:K00014	ypi:YpsIP31758_3877
ko:K00645	ypi:YpsIP31758_2512
ko:K01641	ypi:YpsIP31758_2518
ko:K02372	ypi:YpsIP31758_2521
ko:K01737	ypi:YpsIP31758_3312
ko:K01689	ypi:YpsIP31758_3316
ko:K01937	ypi:YpsIP31758_3317
ko:K01129	ypi:YpsIP31758_3324
ko:K01845	ypi:YpsIP31758_3330
ko:K02015	ypi:YpsIP31758_3331
ko:K02016	ypi:YpsIP31758_3332
ko:K02013	ypi:YpsIP31758_3333
ko:K01975	ypi:YpsIP31758_3336
ko:K09748	ypi:YpsIP31758_3598
ko:K03431	ypi:YpsIP31758_3600
ko:K00796	ypi:YpsIP31758_3601
ko:K03798	ypi:YpsIP31758_3602
ko:K02427	ypi:YpsIP31758_3603
ko:K07574	ypi:YpsIP31758_3604
ko:K02523	ypi:YpsIP31758_3613
ko:K02558	ypi:YpsIP31758_3620
ko:K01507	ypi:YpsIP31758_3622
ko:K09800	ypi:YpsIP31758_3624
ko:K09920	ypi:YpsIP31758_0575
ko:K03651	ypi:YpsIP31758_0576
ko:K07000	ypi:YpsIP31758_0577
ko:K00655	ypi:YpsIP31758_0582
ko:K02283	ypi:YpsIP31758_0599
ko:K09962	ypi:YpsIP31758_1324
ko:K01885	ypi:YpsIP31758_1325
ko:K03322	ypi:YpsIP31758_1327
ko:K00845	ypi:YpsIP31758_1332
ko:K03604	ypi:YpsIP31758_1755
ko:K07390	ypi:YpsIP31758_1758
ko:K01126	ypi:YpsIP31758_0224
ko:K08993	ypi:YpsIP31758_0237
ko:K08316	ypi:YpsIP31758_0238
ko:K09812	ypi:YpsIP31758_0240
ko:K03089	ypi:YpsIP31758_0242
ko:K01999	ypi:YpsIP31758_0244
ko:K01998	ypi:YpsIP31758_0246
ko:K05813	ypi:YpsIP31758_0256
ko:K05814	ypi:YpsIP31758_0257
ko:K05815	ypi:YpsIP31758_0258
ko:K05816	ypi:YpsIP31758_0259
ko:K07566	ypi:YpsIP31758_3878
ko:K07479	ypi:YpsIP31758_3879
ko:K04096	ypi:YpsIP31758_3881
ko:K01462	ypi:YpsIP31758_3882
ko:K00604	ypi:YpsIP31758_3883
ko:K03282	ypi:YpsIP31758_3886
ko:K09890	ypi:YpsIP31758_3887
ko:K02952	ypi:YpsIP31758_3893
ko:K01772	ypi:YpsIP31758_3053
ko:K00939	ypi:YpsIP31758_3054
ko:K04079	ypi:YpsIP31758_3055
ko:K09747	ypi:YpsIP31758_3058
ko:K00759	ypi:YpsIP31758_3060
ko:K03577	ypi:YpsIP31758_3066
ko:K02919	ypi:YpsIP31758_3070
ko:K05839	ypi:YpsIP31758_3073
ko:K07443	ypi:YpsIP31758_3074
ko:K09914	ypi:YpsIP31758_3075
ko:K03320	ypi:YpsIP31758_3077
ko:K04752	ypi:YpsIP31758_3078
ko:K05800	ypi:YpsIP31758_3081
ko:K01738	ypi:YpsIP31758_3082
ko:K00950	ypi:YpsIP31758_3341
ko:K00606	ypi:YpsIP31758_3343
ko:K01918	ypi:YpsIP31758_3344
ko:K01579	ypi:YpsIP31758_3345
ko:K00760	ypi:YpsIP31758_3351
ko:K00797	ypi:YpsIP31758_3354
ko:K01868	ypi:YpsIP31758_1712
ko:K00432	ypi:YpsIP31758_1721
ko:K10011	ypi:YpsIP31758_1727
ko:K03800	ypi:YpsIP31758_1733
ko:K01626	ypi:YpsIP31758_1735
ko:K09773	ypi:YpsIP31758_1736
ko:K01007	ypi:YpsIP31758_1737
ko:K09013	ypi:YpsIP31758_1743
ko:K00873	ypi:YpsIP31758_1749
ko:K03327	ypi:YpsIP31758_1750
ko:K00574	ypi:YpsIP31758_1752
ko:K02377	ypi:YpsIP31758_3040
ko:K01711	ypi:YpsIP31758_3041
ko:K01709	ypi:YpsIP31758_3050
ko:K00978	ypi:YpsIP31758_3051
ko:K09891	ypi:YpsIP31758_3847
ko:K05982	ypi:YpsIP31758_3848
ko:K01599	ypi:YpsIP31758_3849
ko:K00788	ypi:YpsIP31758_3854
ko:K02935	ypi:YpsIP31758_3861
ko:K02864	ypi:YpsIP31758_3862
ko:K02863	ypi:YpsIP31758_3863
ko:K02335	ypi:YpsIP31758_0021
ko:K07345	ypi:YpsIP31758_1363
ko:K07347	ypi:YpsIP31758_1365
ko:K01425	ypi:YpsIP31758_2143
ko:K02867	ypi:YpsIP31758_3864
ko:K02280	ypi:YpsIP31758_0601
ko:K02282	ypi:YpsIP31758_0600
ko:K02279	ypi:YpsIP31758_0602
ko:K02278	ypi:YpsIP31758_0603
ko:K07040	ypi:YpsIP31758_1573
ko:K00645	ypi:YpsIP31758_1577
ko:K07082	ypi:YpsIP31758_1582
ko:K00943	ypi:YpsIP31758_1583
ko:K03424	ypi:YpsIP31758_1585
ko:K09807	ypi:YpsIP31758_0853
ko:K09888	ypi:YpsIP31758_0858
ko:K09895	ypi:YpsIP31758_0859
ko:K01262	ypi:YpsIP31758_0860
ko:K00852	ypi:YpsIP31758_0349
ko:K01619	ypi:YpsIP31758_0350
ko:K06901	ypi:YpsIP31758_0358
ko:K03704	ypi:YpsIP31758_0374
ko:K03704	ypi:YpsIP31758_0375
ko:K03704	ypi:YpsIP31758_0376
ko:K01669	ypi:YpsIP31758_1112
ko:K07160	ypi:YpsIP31758_1117
ko:K00851	ypi:YpsIP31758_4020
ko:K06145	ypi:YpsIP31758_4022
ko:K06911	ypi:YpsIP31758_4023
ko:K01624	ypi:YpsIP31758_4026
ko:K09988	ypi:YpsIP31758_4027
ko:K07007	ypi:YpsIP31758_4032
ko:K01414	ypi:YpsIP31758_4047
ko:K07115	ypi:YpsIP31758_4048
ko:K00383	ypi:YpsIP31758_4049
ko:K02647	ypi:YpsIP31758_4050
ko:K00865	ypi:YpsIP31758_4052
ko:K00151	ypi:YpsIP31758_2363
ko:K03168	ypi:YpsIP31758_B0031
ko:K01126	ypi:YpsIP31758_0260
ko:K07088	ypi:YpsIP31758_0261
ko:K00549	ypi:YpsIP31758_0264
ko:K00757	ypi:YpsIP31758_0266
ko:K06200	ypi:YpsIP31758_0268
ko:K06966	ypi:YpsIP31758_1003
ko:K00990	ypi:YpsIP31758_1011
ko:K01265	ypi:YpsIP31758_1012
ko:K02357	ypi:YpsIP31758_1014
ko:K00099	ypi:YpsIP31758_1017
ko:K00806	ypi:YpsIP31758_1018
ko:K00981	ypi:YpsIP31758_1019
ko:K07277	ypi:YpsIP31758_1021
ko:K06142	ypi:YpsIP31758_1022
ko:K00677	ypi:YpsIP31758_1025
ko:K06920	ypi:YpsIP31758_3085
ko:K03770	ypi:YpsIP31758_3088
ko:K01338	ypi:YpsIP31758_3090
ko:K07286	ypi:YpsIP31758_3095
ko:K02907	ypi:YpsIP31758_3896
ko:K02988	ypi:YpsIP31758_3897
ko:K02881	ypi:YpsIP31758_3898
ko:K02994	ypi:YpsIP31758_3900
ko:K02954	ypi:YpsIP31758_3901
ko:K02895	ypi:YpsIP31758_3903
ko:K02874	ypi:YpsIP31758_3904
ko:K02961	ypi:YpsIP31758_3906
ko:K02878	ypi:YpsIP31758_3908
ko:K02890	ypi:YpsIP31758_3910
ko:K02355	ypi:YpsIP31758_3919
ko:K02950	ypi:YpsIP31758_3921
ko:K07237	ypi:YpsIP31758_3922
ko:K07236	ypi:YpsIP31758_3923
ko:K06969	ypi:YpsIP31758_2531
ko:K06929	ypi:YpsIP31758_2533
ko:K09909	ypi:YpsIP31758_2534
ko:K01734	ypi:YpsIP31758_2535
ko:K09911	ypi:YpsIP31758_2544
ko:K04770	ypi:YpsIP31758_2545
ko:K01716	ypi:YpsIP31758_2546
ko:K09456	ypi:YpsIP31758_3643
ko:K03218	ypi:YpsIP31758_3644
ko:K01939	ypi:YpsIP31758_3648
ko:K09937	ypi:YpsIP31758_3649
ko:K00791	ypi:YpsIP31758_3654
ko:K06925	ypi:YpsIP31758_3657
ko:K06949	ypi:YpsIP31758_3662
ko:K01613	ypi:YpsIP31758_3663
ko:K04078	ypi:YpsIP31758_3676
ko:K07113	ypi:YpsIP31758_3677
ko:K01744	ypi:YpsIP31758_3678
ko:K02018	ypi:YpsIP31758_2849
ko:K02020	ypi:YpsIP31758_2850
ko:K07345	ypi:YpsIP31758_2163
ko:K02026	ypi:YpsIP31758_2170
ko:K02025	ypi:YpsIP31758_2171
ko:K03710	ypi:YpsIP31758_2176
ko:K06907	ypi:YpsIP31758_2187
ko:K06908	ypi:YpsIP31758_2188
ko:K06906	ypi:YpsIP31758_2192
ko:K03933	ypi:YpsIP31758_0610
ko:K03676	ypi:YpsIP31758_0077
ko:K03071	ypi:YpsIP31758_0078
ko:K00057	ypi:YpsIP31758_0079
ko:K00640	ypi:YpsIP31758_0080
ko:K03216	ypi:YpsIP31758_0081
ko:K01653	ypi:YpsIP31758_1838
ko:K01241	ypi:YpsIP31758_1846
ko:K02050	ypi:YpsIP31758_1848
ko:K02051	ypi:YpsIP31758_1849
ko:K03281	ypi:YpsIP31758_1867
ko:K01935	ypi:YpsIP31758_1868
ko:K06445	ypi:YpsIP31758_3171
ko:K00899	ypi:YpsIP31758_3178
ko:K08963	ypi:YpsIP31758_3179
ko:K03214	ypi:YpsIP31758_3203
ko:K09181	ypi:YpsIP31758_3206
ko:K00998	ypi:YpsIP31758_3207
ko:K05811	ypi:YpsIP31758_3208
ko:K00688	ypi:YpsIP31758_4002
ko:K00975	ypi:YpsIP31758_4004
ko:K00700	ypi:YpsIP31758_4006
ko:K00133	ypi:YpsIP31758_4013
ko:K04744	ypi:YpsIP31758_3441
ko:K00097	ypi:YpsIP31758_3443
ko:K00287	ypi:YpsIP31758_3449
ko:K03527	ypi:YpsIP31758_3457
ko:K03774	ypi:YpsIP31758_3458
ko:K03101	ypi:YpsIP31758_3459
ko:K01870	ypi:YpsIP31758_3460
ko:K02669	ypi:YpsIP31758_B0020
ko:K08306	ypi:YpsIP31758_0817
ko:K01810	ypi:YpsIP31758_0302
ko:K08307	ypi:YpsIP31758_1051
ko:K03704	ypi:YpsIP31758_1070
ko:K02035	ypi:YpsIP31758_1071
ko:K02033	ypi:YpsIP31758_1072
ko:K02034	ypi:YpsIP31758_1073
ko:K02031	ypi:YpsIP31758_1074
ko:K02032	ypi:YpsIP31758_1075
ko:K04760	ypi:YpsIP31758_3981
ko:K06959	ypi:YpsIP31758_3982
ko:K07490	ypi:YpsIP31758_3986
ko:K07400	ypi:YpsIP31758_3990
ko:K00705	ypi:YpsIP31758_3992
ko:K00688	ypi:YpsIP31758_3993
ko:K03556	ypi:YpsIP31758_3994
ko:K02441	ypi:YpsIP31758_3996
ko:K02444	ypi:YpsIP31758_3997
ko:K03205	ypi:YpsIP31758_A0025
ko:K00945	ypi:YpsIP31758_2581
ko:K00800	ypi:YpsIP31758_2582
ko:K00831	ypi:YpsIP31758_2583
ko:K09136	ypi:YpsIP31758_2587
ko:K00656	ypi:YpsIP31758_2589
ko:K00014	ypi:YpsIP31758_1587
ko:K07337	ypi:YpsIP31758_1590
ko:K07000	ypi:YpsIP31758_1593
ko:K00762	ypi:YpsIP31758_0057
ko:K05501	ypi:YpsIP31758_0058
ko:K01520	ypi:YpsIP31758_0059
ko:K02913	ypi:YpsIP31758_0063
ko:K02527	ypi:YpsIP31758_0067
ko:K00639	ypi:YpsIP31758_0071
ko:K09798	ypi:YpsIP31758_0073
ko:K01611	ypi:YpsIP31758_3355
ko:K09910	ypi:YpsIP31758_3358
ko:K00658	ypi:YpsIP31758_2880
ko:K07224	ypi:YpsIP31758_2263
ko:K07243	ypi:YpsIP31758_2264
ko:K02406	ypi:YpsIP31758_2281
ko:K02405	ypi:YpsIP31758_0660
ko:K03439	ypi:YpsIP31758_0820
ko:K09923	ypi:YpsIP31758_0821
ko:K01425	ypi:YpsIP31758_0822
ko:K09131	ypi:YpsIP31758_0827
ko:K02221	ypi:YpsIP31758_0828
ko:K00286	ypi:YpsIP31758_0829
ko:K06997	ypi:YpsIP31758_0830
ko:K02669	ypi:YpsIP31758_0831
ko:K10536	ypi:YpsIP31758_0832
ko:K07447	ypi:YpsIP31758_0834
ko:K07735	ypi:YpsIP31758_0835
ko:K01920	ypi:YpsIP31758_0836
ko:K09761	ypi:YpsIP31758_0837
ko:K03670	ypi:YpsIP31758_1552
ko:K03305	ypi:YpsIP31758_1555
ko:K02517	ypi:YpsIP31758_1556
ko:K07146	ypi:YpsIP31758_1560
ko:K01465	ypi:YpsIP31758_1567
ko:K03190	ypi:YpsIP31758_1083
ko:K08717	ypi:YpsIP31758_1084
ko:K07241	ypi:YpsIP31758_1085
ko:K06199	ypi:YpsIP31758_1088
ko:K06199	ypi:YpsIP31758_1089
ko:K01118	ypi:YpsIP31758_1814
ko:K01299	ypi:YpsIP31758_1824
ko:K07661	ypi:YpsIP31758_1826
ko:K07156	ypi:YpsIP31758_2339
ko:K01354	ypi:YpsIP31758_2346
ko:K09900	ypi:YpsIP31758_2348
ko:K09918	ypi:YpsIP31758_2349
ko:K08289	ypi:YpsIP31758_2351
ko:K09917	ypi:YpsIP31758_2352
ko:K01752	ypi:YpsIP31758_2355
ko:K05952	ypi:YpsIP31758_3159
ko:K01875	ypi:YpsIP31758_2593
ko:K07478	ypi:YpsIP31758_2594
ko:K00384	ypi:YpsIP31758_2598
ko:K00684	ypi:YpsIP31758_2603
ko:K03704	ypi:YpsIP31758_2609
ko:K09824	ypi:YpsIP31758_2613
ko:K00156	ypi:YpsIP31758_2619
ko:K01620	ypi:YpsIP31758_2620
ko:K10000	ypi:YpsIP31758_2625
ko:K09997	ypi:YpsIP31758_2626
ko:K09999	ypi:YpsIP31758_2627
ko:K09998	ypi:YpsIP31758_2628
ko:K03580	ypi:YpsIP31758_3419
ko:K02556	ypi:YpsIP31758_0661
ko:K02557	ypi:YpsIP31758_0662
ko:K01258	ypi:YpsIP31758_0680
ko:K02014	ypi:YpsIP31758_0681
ko:K10017	ypi:YpsIP31758_1431
ko:K07095	ypi:YpsIP31758_1434
ko:K03475	ypi:YpsIP31758_1437
ko:K00925	ypi:YpsIP31758_1443
ko:K09899	ypi:YpsIP31758_1444
ko:K09161	ypi:YpsIP31758_1445
ko:K00851	ypi:YpsIP31758_1469
ko:K00050	ypi:YpsIP31758_1475
ko:K01690	ypi:YpsIP31758_1476
ko:K07662	ypi:YpsIP31758_0084
ko:K02048	ypi:YpsIP31758_0090
ko:K02020	ypi:YpsIP31758_0091
ko:K03319	ypi:YpsIP31758_0092
ko:K01803	ypi:YpsIP31758_0096
ko:K00528	ypi:YpsIP31758_0099
ko:K00864	ypi:YpsIP31758_0101
ko:K02440	ypi:YpsIP31758_0102
ko:K09892	ypi:YpsIP31758_0103
ko:K00789	ypi:YpsIP31758_0841
ko:K07387	ypi:YpsIP31758_0845
ko:K00615	ypi:YpsIP31758_0847
ko:K00927	ypi:YpsIP31758_0849
ko:K03442	ypi:YpsIP31758_0851
ko:K02509	ypi:YpsIP31758_2360
ko:K02529	ypi:YpsIP31758_0707
ko:K01439	ypi:YpsIP31758_1255
ko:K03768	ypi:YpsIP31758_3015
ko:K00090	ypi:YpsIP31758_4137
ko:K00058	ypi:YpsIP31758_0856
ko:K04774	ypi:YpsIP31758_1925
ko:K08992	ypi:YpsIP31758_1916
ko:K01515	ypi:YpsIP31758_0574
ko:K07688	ypi:YpsIP31758_2160
ko:K07686	ypi:YpsIP31758_4080
ko:K06183	ypi:YpsIP31758_2718
ko:K04042	ypi:YpsIP31758_4174
ko:K15555	ypi:YpsIP31758_0356
ko:K05527	ypi:YpsIP31758_3094
ko:K01091	ypi:YpsIP31758_3961
ko:K00059	ypi:YpsIP31758_1578
ko:K00885	ypi:YpsIP31758_1295
ko:K11202	ypi:YpsIP31758_3530
ko:K02464	ypi:YpsIP31758_0963
ko:K03060	ypi:YpsIP31758_0040
ko:K11216	ypi:YpsIP31758_3518
ko:K09001	ypi:YpsIP31758_1770
ko:K01627	ypi:YpsIP31758_2062
ko:K02492	ypi:YpsIP31758_2067
ko:K02494	ypi:YpsIP31758_2068
ko:K00919	ypi:YpsIP31758_2069
ko:K00948	ypi:YpsIP31758_2070
ko:K02484	ypi:YpsIP31758_1314
ko:K12212	ypi:YpsIP31758_B0119
ko:K11203	ypi:YpsIP31758_3529
ko:K03228	ypi:YpsIP31758_3812
ko:K04759	ypi:YpsIP31758_3985
ko:K00337	ypi:YpsIP31758_1460
ko:K03148	ypi:YpsIP31758_3855
ko:K00567	ypi:YpsIP31758_1834
ko:K03897	ypi:YpsIP31758_0711
ko:K03316	ypi:YpsIP31758_0359
ko:K00832	ypi:YpsIP31758_3763
ko:K00299	ypi:YpsIP31758_0352
ko:K01840	ypi:YpsIP31758_3037
ko:K00027	ypi:YpsIP31758_2463
ko:K01874	ypi:YpsIP31758_2455
ko:K01895	ypi:YpsIP31758_3835
ko:K06039	ypi:YpsIP31758_3065
ko:K06149	ypi:YpsIP31758_4035
ko:K01834	ypi:YpsIP31758_2861
ko:K00350	ypi:YpsIP31758_2149
ko:K06212	ypi:YpsIP31758_2588
ko:K07792	ypi:YpsIP31758_3222
ko:K05794	ypi:YpsIP31758_3786
ko:K01625	ypi:YpsIP31758_2021
ko:K07660	ypi:YpsIP31758_1608
ko:K05802	ypi:YpsIP31758_3064
ko:K03561	ypi:YpsIP31758_0591
ko:K00868	ypi:YpsIP31758_1774
ko:K02017	ypi:YpsIP31758_2848
ko:K02465	ypi:YpsIP31758_0962
ko:K02529	ypi:YpsIP31758_0972
ko:K02529	ypi:YpsIP31758_0527
ko:K02529	ypi:YpsIP31758_1510
ko:K02529	ypi:YpsIP31758_2393
ko:K02529	ypi:YpsIP31758_1855
ko:K02529	ypi:YpsIP31758_4098
ko:K07052	ypi:YpsIP31758_2854
ko:K07657	ypi:YpsIP31758_3136
ko:K01911	ypi:YpsIP31758_1486
ko:K07687	ypi:YpsIP31758_2764
ko:K00564	ypi:YpsIP31758_3507
ko:K01525	ypi:YpsIP31758_3446
ko:K07659	ypi:YpsIP31758_3980
ko:K00703	ypi:YpsIP31758_4003
ko:K11750	ypi:YpsIP31758_3152
ko:K12148	ypi:YpsIP31758_1565
ko:K12149	ypi:YpsIP31758_1566
ko:K01079	ypi:YpsIP31758_3493
ko:K02024	ypi:YpsIP31758_0309
ko:K02024	ypi:YpsIP31758_0920
ko:K02483	ypi:YpsIP31758_1313
ko:K00632	ypi:YpsIP31758_1399
ko:K12289	ypi:YpsIP31758_3970
ko:K12290	ypi:YpsIP31758_3969
ko:K12218	ypi:YpsIP31758_B0104
ko:K07251	ypi:YpsIP31758_1591
ko:K12342	ypi:YpsIP31758_2585
ko:K12342	ypi:YpsIP31758_2584
ko:K12340	ypi:YpsIP31758_0573
ko:K11991	ypi:YpsIP31758_1145
ko:K00380	ypi:YpsIP31758_3311
ko:K02746	ypi:YpsIP31758_0939
ko:K03274	ypi:YpsIP31758_0070
ko:K06144	ypi:YpsIP31758_4034
ko:K02521	ypi:YpsIP31758_0162
ko:K01784	ypi:YpsIP31758_2855
ko:K12205	ypi:YpsIP31758_B0112
ko:K08219	ypi:YpsIP31758_2592
ko:K05396	ypi:YpsIP31758_2275
ko:K04091	ypi:YpsIP31758_0354
ko:K09898	ypi:YpsIP31758_3941
ko:K01154	ypi:YpsIP31758_3537
ko:K07278	ypi:YpsIP31758_3625
ko:K03773	ypi:YpsIP31758_3633
ko:K12213	ypi:YpsIP31758_B0115
ko:K08964	ypi:YpsIP31758_3182
ko:K01139	ypi:YpsIP31758_0039
ko:K07304	ypi:YpsIP31758_3626
ko:K11892	ypi:YpsIP31758_0321
ko:K11911	ypi:YpsIP31758_0327
ko:K11911	ypi:YpsIP31758_0805
ko:K11911	ypi:YpsIP31758_2485
ko:K01096	ypi:YpsIP31758_1917
ko:K03892	ypi:YpsIP31758_3281
ko:K01270	ypi:YpsIP31758_3156
ko:K00523	ypi:YpsIP31758_3052
ko:K11928	ypi:YpsIP31758_2265
ko:K00971	ypi:YpsIP31758_3039
ko:K01485	ypi:YpsIP31758_3955
ko:K12152	ypi:YpsIP31758_1613
ko:K03810	ypi:YpsIP31758_2047
ko:K03496	ypi:YpsIP31758_A0038
ko:K01835	ypi:YpsIP31758_1099
ko:K11742	ypi:YpsIP31758_2019
ko:K11900	ypi:YpsIP31758_1368
ko:K08305	ypi:YpsIP31758_2008
ko:K01259	ypi:YpsIP31758_2344
ko:K12262	ypi:YpsIP31758_3256
ko:K00813	ypi:YpsIP31758_2560
ko:K03746	ypi:YpsIP31758_B0123
ko:K01142	ypi:YpsIP31758_1976
ko:K08320	ypi:YpsIP31758_1977
ko:K05808	ypi:YpsIP31758_0440
ko:K06861	ypi:YpsIP31758_0442
ko:K09774	ypi:YpsIP31758_0443
ko:K03270	ypi:YpsIP31758_0445
ko:K06041	ypi:YpsIP31758_0446
ko:K07664	ypi:YpsIP31758_1210
ko:K01008	ypi:YpsIP31758_1980
ko:K09916	ypi:YpsIP31758_1985
ko:K00134	ypi:YpsIP31758_1987
ko:K09786	ypi:YpsIP31758_1992
ko:K06911	ypi:YpsIP31758_1995
ko:K07552	ypi:YpsIP31758_1996
ko:K00285	ypi:YpsIP31758_1997
ko:K09160	ypi:YpsIP31758_2006
ko:K09902	ypi:YpsIP31758_2009
ko:K07285	ypi:YpsIP31758_2015
ko:K00036	ypi:YpsIP31758_2022
ko:K00873	ypi:YpsIP31758_2024
ko:K02560	ypi:YpsIP31758_2025
ko:K09815	ypi:YpsIP31758_2027
ko:K09817	ypi:YpsIP31758_2028
ko:K09816	ypi:YpsIP31758_2029
ko:K07147	ypi:YpsIP31758_0395
ko:K03568	ypi:YpsIP31758_0405
ko:K00135	ypi:YpsIP31758_0422
ko:K03623	ypi:YpsIP31758_0424
ko:K09889	ypi:YpsIP31758_0425
ko:K01226	ypi:YpsIP31758_0430
ko:K03485	ypi:YpsIP31758_0432
ko:K09022	ypi:YpsIP31758_0434
ko:K00375	ypi:YpsIP31758_1217
ko:K04046	ypi:YpsIP31758_1223
ko:K00937	ypi:YpsIP31758_1227
ko:K02037	ypi:YpsIP31758_1228
ko:K02038	ypi:YpsIP31758_1229
ko:K02036	ypi:YpsIP31758_1230
ko:K01933	ypi:YpsIP31758_1234
ko:K00761	ypi:YpsIP31758_1235
ko:K03591	ypi:YpsIP31758_0114
ko:K02784	ypi:YpsIP31758_1317
ko:K05820	ypi:YpsIP31758_1162
ko:K04488	ypi:YpsIP31758_1169
ko:K07751	ypi:YpsIP31758_1175
ko:K00940	ypi:YpsIP31758_1182
ko:K07088	ypi:YpsIP31758_1191
ko:K00088	ypi:YpsIP31758_1194
ko:K01951	ypi:YpsIP31758_1196
ko:K07301	ypi:YpsIP31758_0447
ko:K02065	ypi:YpsIP31758_0448
ko:K02066	ypi:YpsIP31758_0449
ko:K02067	ypi:YpsIP31758_0450
ko:K07323	ypi:YpsIP31758_0451
ko:K00790	ypi:YpsIP31758_0454
ko:K09908	ypi:YpsIP31758_0457
ko:K02996	ypi:YpsIP31758_0461
ko:K03599	ypi:YpsIP31758_0462
ko:K07139	ypi:YpsIP31758_0468
ko:K07648	ypi:YpsIP31758_0469
ko:K07460	ypi:YpsIP31758_0474
ko:K07121	ypi:YpsIP31758_0475
ko:K07056	ypi:YpsIP31758_0476
ko:K06911	ypi:YpsIP31758_0477
ko:K07393	ypi:YpsIP31758_0479
ko:K00970	ypi:YpsIP31758_3340
ko:K00821	ypi:YpsIP31758_3947
ko:K01890	ypi:YpsIP31758_1717
ko:K11202	ypi:YpsIP31758_3532
ko:K11016	ypi:YpsIP31758_0299
ko:K11017	ypi:YpsIP31758_2045
ko:K11017	ypi:YpsIP31758_0300
ko:K03772	ypi:YpsIP31758_3926
ko:K02852	ypi:YpsIP31758_0193
ko:K11021	ypi:YpsIP31758_0407
ko:K03189	ypi:YpsIP31758_1082
ko:K11021	ypi:YpsIP31758_0408
ko:K11021	ypi:YpsIP31758_0406
ko:K11021	ypi:YpsIP31758_0409
ko:K04077	ypi:YpsIP31758_3675
ko:K11065	ypi:YpsIP31758_1795
ko:K12217	ypi:YpsIP31758_B0122
ko:K11010	ypi:YpsIP31758_1858
ko:K09973	ypi:YpsIP31758_3028
ko:K08483	ypi:YpsIP31758_3528
ko:K11189	ypi:YpsIP31758_3528
ko:K11201	ypi:YpsIP31758_3528
ko:K01679	ypi:YpsIP31758_1873
ko:K01807	ypi:YpsIP31758_2690
ko:K03188	ypi:YpsIP31758_1081
ko:K08301	ypi:YpsIP31758_0402
ko:K02372	ypi:YpsIP31758_1024
ko:K02536	ypi:YpsIP31758_1023
ko:K02393	ypi:YpsIP31758_0645
ko:K11021	ypi:YpsIP31758_1823
ko:K01658	ypi:YpsIP31758_1933
ko:K02388	ypi:YpsIP31758_0640
ko:K00127	ypi:YpsIP31758_4117
ko:K02886	ypi:YpsIP31758_3912
ko:K02965	ypi:YpsIP31758_3911
ko:K03087	ypi:YpsIP31758_3293
ko:K01676	ypi:YpsIP31758_3271
ko:K03567	ypi:YpsIP31758_1246
ko:K01714	ypi:YpsIP31758_1247
ko:K01923	ypi:YpsIP31758_1249
ko:K07054	ypi:YpsIP31758_1250
ko:K02012	ypi:YpsIP31758_1258
ko:K02011	ypi:YpsIP31758_1259
ko:K06871	ypi:YpsIP31758_1264
ko:K08310	ypi:YpsIP31758_2034
ko:K01876	ypi:YpsIP31758_2035
ko:K07136	ypi:YpsIP31758_2037
ko:K09907	ypi:YpsIP31758_2041
ko:K01887	ypi:YpsIP31758_2043
ko:K09915	ypi:YpsIP31758_2048
ko:K03790	ypi:YpsIP31758_2049
ko:K08162	ypi:YpsIP31758_2050
ko:K11102	ypi:YpsIP31758_3834
ko:K02798	ypi:YpsIP31758_4128
ko:K02799	ypi:YpsIP31758_4128
ko:K02800	ypi:YpsIP31758_4128
ko:K00928	ypi:YpsIP31758_0301
ko:K02507	ypi:YpsIP31758_3967
ko:K03753	ypi:YpsIP31758_0016
ko:K07090	ypi:YpsIP31758_1407
ko:K11105	ypi:YpsIP31758_1549
ko:K02656	ypi:YpsIP31758_1184
ko:K03784	ypi:YpsIP31758_3495
ko:K11175	ypi:YpsIP31758_1233
ko:K07806	ypi:YpsIP31758_1723
ko:K07862	ypi:YpsIP31758_0495
ko:K07264	ypi:YpsIP31758_1729
ko:K00123	ypi:YpsIP31758_4119
ko:K01652	ypi:YpsIP31758_0154
ko:K01448	ypi:YpsIP31758_3656
ko:K07347	ypi:YpsIP31758_2676
ko:K11103	ypi:YpsIP31758_4064
ko:K00340	ypi:YpsIP31758_1463
ko:K04485	ypi:YpsIP31758_3492
ko:K02744	ypi:YpsIP31758_0937
ko:K00339	ypi:YpsIP31758_1462
ko:K00338	ypi:YpsIP31758_1461
ko:K00336	ypi:YpsIP31758_1459
ko:K00335	ypi:YpsIP31758_1458
ko:K06182	ypi:YpsIP31758_2990
ko:K11179	ypi:YpsIP31758_2529
ko:K07235	ypi:YpsIP31758_3924
ko:K04085	ypi:YpsIP31758_0232
ko:K02745	ypi:YpsIP31758_0940
ko:K10009	ypi:YpsIP31758_2273
ko:K10010	ypi:YpsIP31758_2272
ko:K00343	ypi:YpsIP31758_1466
ko:K00341	ypi:YpsIP31758_1464
ko:K02747	ypi:YpsIP31758_0938
ko:K00342	ypi:YpsIP31758_1465
ko:K00331	ypi:YpsIP31758_1455
ko:K00330	ypi:YpsIP31758_1454
ko:K02904	ypi:YpsIP31758_3907
