ko:K07497	shb:SU5_03256
ko:K02867	shb:SU5_0229
ko:K02863	shb:SU5_0230
ko:K02864	shb:SU5_0231
ko:K02935	shb:SU5_0232
ko:K03043	shb:SU5_0233
ko:K03046	shb:SU5_0234
ko:K03150	shb:SU5_0238
ko:K03149	shb:SU5_0239
ko:K03154	shb:SU5_0240
ko:K02887	shb:SU5_01954
ko:K01889	shb:SU5_01955
ko:K01890	shb:SU5_01956
ko:K04764	shb:SU5_01957
ko:K06073	shb:SU5_01958
ko:K00432	shb:SU5_01959
ko:K06074	shb:SU5_01960
ko:K01626	shb:SU5_01965
ko:K09773	shb:SU5_01966
ko:K12507	shb:SU5_01968
ko:K00313	shb:SU5_01970
ko:K03785	shb:SU5_01976
ko:K05887	shb:SU5_01977
ko:K06956	shb:SU5_01984
ko:K05997	shb:SU5_01985
ko:K09014	shb:SU5_01986
ko:K09013	shb:SU5_01987
ko:K09015	shb:SU5_01988
ko:K11717	shb:SU5_01989
ko:K02426	shb:SU5_01990
ko:K15545	shb:SU5_02098
ko:K01935	shb:SU5_02099
ko:K03281	shb:SU5_02100
ko:K05847	shb:SU5_02101
ko:K05846	shb:SU5_02102
ko:K05845	shb:SU5_02103
ko:K05846	shb:SU5_02104
ko:K07310	shb:SU5_02108
ko:K07309	shb:SU5_02109
ko:K09771	shb:SU5_02115
ko:K08323	shb:SU5_02116
ko:K08322	shb:SU5_02117
ko:K01284	shb:SU5_02122
ko:K15268	shb:SU5_02127
ko:K13630	shb:SU5_02128
ko:K13632	shb:SU5_02129
ko:K03712	shb:SU5_02130
ko:K08159	shb:SU5_02132
ko:K08324	shb:SU5_02134
ko:K01425	shb:SU5_02135
ko:K04651	shb:SU5_02140
ko:K03618	shb:SU5_02142
ko:K03619	shb:SU5_02143
ko:K04653	shb:SU5_02144
ko:K03620	shb:SU5_02146
ko:K03823	shb:SU5_02204
ko:K09936	shb:SU5_02205
ko:K00137	shb:SU5_02211
ko:K08303	shb:SU5_02216
ko:K05782	shb:SU5_02218
ko:K03304	shb:SU5_02221
ko:K03817	shb:SU5_02223
ko:K02774	shb:SU5_02225
ko:K02773	shb:SU5_02228
ko:K05876	shb:SU5_02238
ko:K02029	shb:SU5_02245
ko:K02029	shb:SU5_02247
ko:K03578	shb:SU5_02252
ko:K00208	shb:SU5_02309
ko:K01147	shb:SU5_02311
ko:K14051	shb:SU5_02312
ko:K04062	shb:SU5_02314
ko:K03113	shb:SU5_02315
ko:K01591	shb:SU5_02316
ko:K01681	shb:SU5_02321
ko:K13634	shb:SU5_02322
ko:K03168	shb:SU5_02323
ko:K06178	shb:SU5_02328
ko:K07053	shb:SU5_02330
ko:K01657	shb:SU5_02331
ko:K13497	shb:SU5_02332
ko:K13498	shb:SU5_02333
ko:K01696	shb:SU5_02334
ko:K01695	shb:SU5_02335
ko:K07217	shb:SU5_02339
ko:K07275	shb:SU5_02340
ko:K06940	shb:SU5_02341
ko:K06190	shb:SU5_02343
ko:K10806	shb:SU5_02344
ko:K03832	shb:SU5_02345
ko:K09780	shb:SU5_02346
ko:K06131	shb:SU5_02347
ko:K09901	shb:SU5_02348
ko:K15581	shb:SU5_02353
ko:K15580	shb:SU5_02354
ko:K04072	shb:SU5_02356
ko:K00963	shb:SU5_02359
ko:K07156	shb:SU5_02486
ko:K10857	shb:SU5_02489
ko:K01354	shb:SU5_02490
ko:K09918	shb:SU5_02493
ko:K08289	shb:SU5_02494
ko:K01625	shb:SU5_02495
ko:K01690	shb:SU5_02496
ko:K00036	shb:SU5_02497
ko:K00873	shb:SU5_02499
ko:K02560	shb:SU5_02500
ko:K09817	shb:SU5_02503
ko:K09816	shb:SU5_02504
ko:K03551	shb:SU5_02505
ko:K03550	shb:SU5_02506
ko:K01159	shb:SU5_02509
ko:K08310	shb:SU5_02511
ko:K01876	shb:SU5_02512
ko:K01141	shb:SU5_02661
ko:K07649	shb:SU5_03269
ko:K07774	shb:SU5_03270
ko:K07795	shb:SU5_03271
ko:K15737	shb:SU5_03274
ko:K15736	shb:SU5_03275
ko:K11735	shb:SU5_03278
ko:K15735	shb:SU5_03279
ko:K00375	shb:SU5_03288
ko:K02000	shb:SU5_03294
ko:K02001	shb:SU5_03295
ko:K02002	shb:SU5_03296
ko:K15974	shb:SU5_03298
ko:K03543	shb:SU5_03299
ko:K03446	shb:SU5_03300
ko:K07173	shb:SU5_03302
ko:K01919	shb:SU5_03303
ko:K03563	shb:SU5_03307
ko:K01872	shb:SU5_03308
ko:K03565	shb:SU5_03309
ko:K02781	shb:SU5_03315
ko:K02468	shb:SU5_03318
ko:K02467	shb:SU5_03319
ko:K12266	shb:SU5_03320
ko:K12264	shb:SU5_03321
ko:K12265	shb:SU5_03322
ko:K04656	shb:SU5_03323
ko:K05796	shb:SU5_03324
ko:K08315	shb:SU5_03326
ko:K15834	shb:SU5_03327
ko:K15832	shb:SU5_03328
ko:K15831	shb:SU5_03329
ko:K15830	shb:SU5_03330
ko:K15829	shb:SU5_03331
ko:K15828	shb:SU5_03332
ko:K15827	shb:SU5_03333
ko:K15833	shb:SU5_03334
ko:K04651	shb:SU5_03335
ko:K04653	shb:SU5_03337
ko:K04654	shb:SU5_03338
ko:K15836	shb:SU5_03340
ko:K11605	shb:SU5_03344
ko:K11606	shb:SU5_03345
ko:K03221	shb:SU5_03354
ko:K02078	shb:SU5_03362
ko:K00874	shb:SU5_04086
ko:K11103	shb:SU5_04088
ko:K00694	shb:SU5_04093
ko:K12372	shb:SU5_04103
ko:K12371	shb:SU5_04104
ko:K12370	shb:SU5_04105
ko:K12369	shb:SU5_04106
ko:K12368	shb:SU5_04107
ko:K12975	shb:SU5_04111
ko:K07347	shb:SU5_04114
ko:K01246	shb:SU5_04118
ko:K03826	shb:SU5_04119
ko:K07726	shb:SU5_04124
ko:K03704	shb:SU5_04125
ko:K00060	shb:SU5_04185
ko:K03274	shb:SU5_04187
ko:K02841	shb:SU5_04189
ko:K02847	shb:SU5_04190
ko:K02850	shb:SU5_04193
ko:K02848	shb:SU5_04198
ko:K02844	shb:SU5_04199
ko:K02527	shb:SU5_04201
ko:K00954	shb:SU5_04202
ko:K02913	shb:SU5_04204
ko:K02902	shb:SU5_04205
ko:K03630	shb:SU5_04206
ko:K13038	shb:SU5_04207
ko:K05501	shb:SU5_04209
ko:K00762	shb:SU5_04210
ko:K00989	shb:SU5_04211
ko:K01972	shb:SU5_04216
ko:K00942	shb:SU5_04217
ko:K03060	shb:SU5_04218
ko:K00556	shb:SU5_04220
ko:K03655	shb:SU5_04221
ko:K03312	shb:SU5_04223
ko:K01811	shb:SU5_04226
ko:K04080	shb:SU5_04286
ko:K02198	shb:SU5_04291
ko:K00428	shb:SU5_04297
ko:K03533	shb:SU5_04298
ko:K07811	shb:SU5_04299
ko:K03532	shb:SU5_04300
ko:K11930	shb:SU5_04302
ko:K07647	shb:SU5_04303
ko:K01684	shb:SU5_04305
ko:K01631	shb:SU5_04306
ko:K00883	shb:SU5_04307
ko:K02470	shb:SU5_04313
ko:K03629	shb:SU5_04314
ko:K02338	shb:SU5_04315
ko:K02313	shb:SU5_04316
ko:K02914	shb:SU5_04317
ko:K03536	shb:SU5_04318
ko:K08998	shb:SU5_04319
ko:K03217	shb:SU5_04320
ko:K03650	shb:SU5_04321
ko:K08163	shb:SU5_04322
ko:K06901	shb:SU5_04326
ko:K02039	shb:SU5_04328
ko:K02036	shb:SU5_04329
ko:K02038	shb:SU5_04330
ko:K02037	shb:SU5_04331
ko:K02040	shb:SU5_04332
ko:K02769	shb:SU5_04333
ko:K02770	shb:SU5_04333
ko:K00014	shb:SU5_04334
ko:K00788	shb:SU5_0242
ko:K03147	shb:SU5_0243
ko:K13256	shb:SU5_0302
ko:K02024	shb:SU5_0307
ko:K05775	shb:SU5_0308
ko:K03181	shb:SU5_0309
ko:K03179	shb:SU5_0310
ko:K00631	shb:SU5_0311
ko:K00901	shb:SU5_0312
ko:K01356	shb:SU5_0313
ko:K03327	shb:SU5_0314
ko:K09823	shb:SU5_0316
ko:K05539	shb:SU5_0318
ko:K01775	shb:SU5_0322
ko:K00832	shb:SU5_0323
ko:K03788	shb:SU5_0324
ko:K03701	shb:SU5_0329
ko:K13631	shb:SU5_0338
ko:K13639	shb:SU5_0339
ko:K06901	shb:SU5_0341
ko:K14393	shb:SU5_0346
ko:K01895	shb:SU5_0348
ko:K03385	shb:SU5_0350
ko:K04013	shb:SU5_0351
ko:K04016	shb:SU5_0354
ko:K02356	shb:SU5_0408
ko:K03098	shb:SU5_0413
ko:K00246	shb:SU5_0415
ko:K04568	shb:SU5_0418
ko:K01613	shb:SU5_0421
ko:K06949	shb:SU5_0422
ko:K13288	shb:SU5_0423
ko:K09996	shb:SU5_0424
ko:K06925	shb:SU5_0427
ko:K01448	shb:SU5_0428
ko:K03572	shb:SU5_0429
ko:K00791	shb:SU5_0430
ko:K03666	shb:SU5_0431
ko:K03665	shb:SU5_0432
ko:K04088	shb:SU5_0433
ko:K04087	shb:SU5_0434
ko:K09937	shb:SU5_0435
ko:K13771	shb:SU5_0437
ko:K12573	shb:SU5_0438
ko:K03218	shb:SU5_0439
ko:K09980	shb:SU5_0440
ko:K08989	shb:SU5_0444
ko:K09456	shb:SU5_0447
ko:K03477	shb:SU5_0451
ko:K03078	shb:SU5_0456
ko:K02990	shb:SU5_0460
ko:K02686	shb:SU5_0461
ko:K02963	shb:SU5_0462
ko:K02317	shb:SU5_0586
ko:K13255	shb:SU5_0592
ko:K02344	shb:SU5_0596
ko:K03789	shb:SU5_0597
ko:K08723	shb:SU5_0598
ko:K02837	shb:SU5_0599
ko:K03424	shb:SU5_0602
ko:K01839	shb:SU5_0607
ko:K03800	shb:SU5_0614
ko:K01079	shb:SU5_0617
ko:K04485	shb:SU5_0618
ko:K06211	shb:SU5_0619
ko:K08309	shb:SU5_0621
ko:K03720	shb:SU5_0622
ko:K02063	shb:SU5_0740
ko:K02064	shb:SU5_0741
ko:K11925	shb:SU5_0742
ko:K01704	shb:SU5_0744
ko:K01703	shb:SU5_0745
ko:K00052	shb:SU5_0746
ko:K01649	shb:SU5_0747
ko:K05798	shb:SU5_0749
ko:K01652	shb:SU5_0750
ko:K01653	shb:SU5_0751
ko:K03435	shb:SU5_0752
ko:K03925	shb:SU5_0753
ko:K03438	shb:SU5_0754
ko:K03586	shb:SU5_0755
ko:K03587	shb:SU5_0756
ko:K01928	shb:SU5_0757
ko:K01929	shb:SU5_0758
ko:K01000	shb:SU5_0759
ko:K01925	shb:SU5_0760
ko:K03588	shb:SU5_0761
ko:K02563	shb:SU5_0762
ko:K01924	shb:SU5_0763
ko:K01921	shb:SU5_0764
ko:K03589	shb:SU5_0765
ko:K03590	shb:SU5_0766
ko:K03531	shb:SU5_0767
ko:K02535	shb:SU5_0768
ko:K13301	shb:SU5_0769
ko:K03070	shb:SU5_0770
ko:K09862	shb:SU5_0773
ko:K00859	shb:SU5_0775
ko:K00364	shb:SU5_0776
ko:K02505	shb:SU5_0777
ko:K02504	shb:SU5_0778
ko:K02682	shb:SU5_0779
ko:K00767	shb:SU5_0780
ko:K03806	shb:SU5_0781
ko:K03807	shb:SU5_0782
ko:K11734	shb:SU5_0785
ko:K00163	shb:SU5_0787
ko:K00627	shb:SU5_0788
ko:K01845	shb:SU5_0851
ko:K03281	shb:SU5_0852
ko:K15724	shb:SU5_0853
ko:K01129	shb:SU5_0857
ko:K02647	shb:SU5_0859
ko:K00990	shb:SU5_0863
ko:K01265	shb:SU5_0864
ko:K02967	shb:SU5_0865
ko:K02357	shb:SU5_0866
ko:K09903	shb:SU5_0867
ko:K02838	shb:SU5_0868
ko:K00099	shb:SU5_0869
ko:K00806	shb:SU5_0870
ko:K00981	shb:SU5_0871
ko:K11749	shb:SU5_0872
ko:K07277	shb:SU5_0873
ko:K06142	shb:SU5_0874
ko:K02536	shb:SU5_0875
ko:K02372	shb:SU5_0876
ko:K00677	shb:SU5_0877
ko:K00748	shb:SU5_0878
ko:K03470	shb:SU5_0879
ko:K02337	shb:SU5_0880
ko:K01962	shb:SU5_0881
ko:K04075	shb:SU5_0885
ko:K15034	shb:SU5_0889
ko:K06079	shb:SU5_0890
ko:K01881	shb:SU5_0891
ko:K06080	shb:SU5_0893
ko:K02073	shb:SU5_0894
ko:K02072	shb:SU5_0895
ko:K02071	shb:SU5_0896
ko:K03273	shb:SU5_0897
ko:K02839	shb:SU5_0951
ko:K11750	shb:SU5_0954
ko:K11926	shb:SU5_0955
ko:K00931	shb:SU5_0957
ko:K00147	shb:SU5_0958
ko:K01921	shb:SU5_01072
ko:K00286	shb:SU5_01078
ko:K09768	shb:SU5_01079
ko:K00891	shb:SU5_01080
ko:K14591	shb:SU5_01082
ko:K09913	shb:SU5_01083
ko:K03554	shb:SU5_01084
ko:K00847	shb:SU5_01085
ko:K03547	shb:SU5_01088
ko:K07636	shb:SU5_01090
ko:K03311	shb:SU5_01091
ko:K11736	shb:SU5_01092
ko:K08682	shb:SU5_01095
ko:K07568	shb:SU5_01096
ko:K00773	shb:SU5_01097
ko:K03210	shb:SU5_01098
ko:K03072	shb:SU5_01099
ko:K03074	shb:SU5_01100
ko:K06996	shb:SU5_01101
ko:K05517	shb:SU5_01105
ko:K07738	shb:SU5_01107
ko:K11752	shb:SU5_01108
ko:K00794	shb:SU5_01109
ko:K03625	shb:SU5_01110
ko:K00946	shb:SU5_01111
ko:K01095	shb:SU5_01112
ko:K01662	shb:SU5_01114
ko:K00795	shb:SU5_01115
ko:K03602	shb:SU5_01116
ko:K03151	shb:SU5_01117
ko:K11082	shb:SU5_01118
ko:K00926	shb:SU5_01225
ko:K01589	shb:SU5_01226
ko:K01588	shb:SU5_01227
ko:K03269	shb:SU5_01228
ko:K01883	shb:SU5_01230
ko:K07038	shb:SU5_01233
ko:K01491	shb:SU5_01235
ko:K07345	shb:SU5_01236
ko:K07351	shb:SU5_01237
ko:K07347	shb:SU5_01239
ko:K07350	shb:SU5_01240
ko:K07348	shb:SU5_01241
ko:K07688	shb:SU5_01242
ko:K07644	shb:SU5_01251
ko:K11732	shb:SU5_01258
ko:K12686	shb:SU5_01260
ko:K10679	shb:SU5_01268
ko:K06048	shb:SU5_01273
ko:K02362	shb:SU5_01274
ko:K03288	shb:SU5_01373
ko:K13795	shb:SU5_01374
ko:K13796	shb:SU5_01375
ko:K13794	shb:SU5_01376
ko:K03839	shb:SU5_01378
ko:K03645	shb:SU5_01381
ko:K01581	shb:SU5_01385
ko:K07667	shb:SU5_01386
ko:K07646	shb:SU5_01387
ko:K01548	shb:SU5_01388
ko:K01547	shb:SU5_01389
ko:K10716	shb:SU5_0442
ko:K14235	shb:SU5_t3
ko:K01983	shb:SU5_nc40
ko:K16052	shb:SU5_02274
ko:K14234	shb:SU5_t12
ko:K14231	shb:SU5_t17
ko:K14231	shb:SU5_t79
ko:K14228	shb:SU5_t82
ko:K14234	shb:SU5_t83
ko:K14232	shb:SU5_t86
ko:K14238	shb:SU5_t87
ko:K07666	shb:SU5_03673
ko:K03767	shb:SU5_03947
ko:K01985	shb:SU5_r11
ko:K01985	shb:SU5_r17
ko:K01985	shb:SU5_r18
ko:K01985	shb:SU5_r3
ko:K01985	shb:SU5_r6
ko:K01985	shb:SU5_r22
ko:K01985	shb:SU5_r14
ko:K01985	shb:SU5_r21
ko:K12516	shb:SU5_03954
ko:K02495	shb:SU5_0105
ko:K19221	shb:SU5_02327
ko:K00484	shb:SU5_01729
ko:K07645	shb:SU5_03674
ko:K04065	shb:SU5_0600
ko:K10108	shb:SU5_0305
ko:K10109	shb:SU5_0304
ko:K10110	shb:SU5_0303
ko:K16053	shb:SU5_01259
ko:K07347	shb:SU5_02743
ko:K14219	shb:SU5_t31
ko:K14236	shb:SU5_t52
ko:K14236	shb:SU5_t53
ko:K14236	shb:SU5_t13
ko:K16076	shb:SU5_02185
ko:K14227	shb:SU5_t10
ko:K14227	shb:SU5_t8
ko:K14227	shb:SU5_t25
ko:K14218	shb:SU5_t11
ko:K14218	shb:SU5_t9
ko:K14218	shb:SU5_t26
ko:K14234	shb:SU5_t29
ko:K14229	shb:SU5_t39
ko:K14229	shb:SU5_t41
ko:K14229	shb:SU5_t43
ko:K14229	shb:SU5_t69
ko:K14229	shb:SU5_t42
ko:K14230	shb:SU5_t34
ko:K14230	shb:SU5_t38
ko:K14228	shb:SU5_t37
ko:K14223	shb:SU5_t32
ko:K14223	shb:SU5_t33
ko:K14225	shb:SU5_t14
ko:K14233	shb:SU5_t45
ko:K14228	shb:SU5_t54
ko:K14222	shb:SU5_t55
ko:K14220	shb:SU5_t58
ko:K14220	shb:SU5_t60
ko:K14220	shb:SU5_t61
ko:K14220	shb:SU5_t59
ko:K14232	shb:SU5_t62
ko:K14218	shb:SU5_t64
ko:K14218	shb:SU5_t65
ko:K14224	shb:SU5_t1
ko:K14224	shb:SU5_t84
ko:K14224	shb:SU5_t16
ko:K14224	shb:SU5_t70
ko:K14233	shb:SU5_t75
ko:K14230	shb:SU5_t76
ko:K14230	shb:SU5_t81
ko:K14230	shb:SU5_t77
ko:K14226	shb:SU5_t5
ko:K14228	shb:SU5_t22
ko:K14228	shb:SU5_t6
ko:K14228	shb:SU5_t24
ko:K14228	shb:SU5_t23
ko:K14232	shb:SU5_t7
ko:K10013	shb:SU5_02950
ko:K16066	shb:SU5_02121
ko:K16074	shb:SU5_02267
ko:K01801	shb:SU5_02768
ko:K00956	shb:SU5_03415
ko:K11929	shb:SU5_0956
ko:K00568	shb:SU5_02871
ko:K00254	shb:SU5_01693
ko:K07346	shb:SU5_01238
ko:K07771	shb:SU5_0367
ko:K07675	shb:SU5_04266
ko:K02485	shb:SU5_02360
ko:K01671	shb:SU5_0118
ko:K13085	shb:SU5_01724
ko:K01270	shb:SU5_0952
ko:K01185	shb:SU5_0995
ko:K01185	shb:SU5_01661
ko:K08344	shb:SU5_01745
ko:K00884	shb:SU5_01846
ko:K15583	shb:SU5_02351
ko:K00073	shb:SU5_01221
ko:K12944	shb:SU5_02890
ko:K08225	shb:SU5_01283
ko:K03972	shb:SU5_02295
ko:K02035	shb:SU5_01877
ko:K02031	shb:SU5_01880
ko:K01250	shb:SU5_01352
ko:K08194	shb:SU5_04304
ko:K08477	shb:SU5_03000
ko:K01980	shb:SU5_r23
ko:K01980	shb:SU5_r2
ko:K01980	shb:SU5_r13
ko:K01980	shb:SU5_r19
ko:K01980	shb:SU5_r16
ko:K03535	shb:SU5_03452
ko:K01069	shb:SU5_0904
ko:K01048	shb:SU5_070
ko:K03892	shb:SU5_03537
ko:K06858	shb:SU5_0855
ko:K08351	shb:SU5_04120
ko:K14225	shb:SU5_t18
ko:K14225	shb:SU5_t56
ko:K14225	shb:SU5_t20
ko:K14225	shb:SU5_t19
ko:K01840	shb:SU5_02677
ko:K01840	shb:SU5_02698
ko:K01739	shb:SU5_0198
ko:K01659	shb:SU5_01061
ko:K01271	shb:SU5_092
ko:K01139	shb:SU5_04219
ko:K12981	shb:SU5_04192
ko:K06221	shb:SU5_03661
ko:K07684	shb:SU5_02371
ko:K07782	shb:SU5_02554
ko:K13053	shb:SU5_01706
ko:K13284	shb:SU5_03363
ko:K13286	shb:SU5_03365
ko:K03668	shb:SU5_02260
ko:K05874	shb:SU5_0575
ko:K01977	shb:SU5_r20
ko:K01977	shb:SU5_r1
ko:K01977	shb:SU5_r24
ko:K01977	shb:SU5_r15
ko:K01977	shb:SU5_r4
ko:K01977	shb:SU5_r12
ko:K03079	shb:SU5_0457
ko:K08154	shb:SU5_04276
ko:K15540	shb:SU5_0827
ko:K08279	shb:SU5_0704
ko:K07250	shb:SU5_03277
ko:K11748	shb:SU5_03934
ko:K11747	shb:SU5_03933
ko:K11645	shb:SU5_02734
ko:K02533	shb:SU5_0638
ko:K03077	shb:SU5_0458
ko:K16370	shb:SU5_01945
ko:K07713	shb:SU5_0253
ko:K02099	shb:SU5_0737
ko:K01630	shb:SU5_03742
ko:K16322	shb:SU5_04063
ko:K16371	shb:SU5_03745
ko:K16291	shb:SU5_02609
ko:K14587	shb:SU5_02229
ko:K16165	shb:SU5_02769
ko:K08970	shb:SU5_03514
ko:K01223	shb:SU5_04252
ko:K01834	shb:SU5_01444
ko:K04753	shb:SU5_03668
ko:K05799	shb:SU5_0786
ko:K08353	shb:SU5_02658
ko:K04015	shb:SU5_0353
ko:K04014	shb:SU5_0352
ko:K12262	shb:SU5_02250
ko:K03566	shb:SU5_03472
ko:K02062	shb:SU5_0739
ko:K10823	shb:SU5_02350
ko:K04027	shb:SU5_03066
ko:K00879	shb:SU5_03467
ko:K16263	shb:SU5_0402
ko:K03445	shb:SU5_04253
ko:K16264	shb:SU5_01430
ko:K11391	shb:SU5_03715
ko:K12455	shb:SU5_02683
ko:K00537	shb:SU5_03095
ko:K16693	shb:SU5_042
ko:K03772	shb:SU5_03929
ko:K03574	shb:SU5_0771
ko:K00090	shb:SU5_04122
ko:K07214	shb:SU5_01276
ko:K01708	shb:SU5_03743
ko:K00932	shb:SU5_03736
ko:K16703	shb:SU5_02694
ko:K16704	shb:SU5_040
ko:K08598	shb:SU5_03346
ko:K19226	shb:SU5_02301
ko:K03776	shb:SU5_03712
ko:K08234	shb:SU5_0884
ko:K16711	shb:SU5_02693
ko:K07662	shb:SU5_0157
ko:K00537	shb:SU5_03536
ko:K00065	shb:SU5_03506
ko:K16692	shb:SU5_02710
ko:K16710	shb:SU5_02695
ko:K03605	shb:SU5_02394
ko:K14742	shb:SU5_02423
ko:K02778	shb:SU5_01829
ko:K02779	shb:SU5_01829
ko:K16695	shb:SU5_02696
ko:K00042	shb:SU5_01213
ko:K02484	shb:SU5_01726
ko:K05812	shb:SU5_03193
ko:K13654	shb:SU5_02202
ko:K00971	shb:SU5_02699
ko:K00483	shb:SU5_01730
ko:K19230	shb:SU5_02305
ko:K16651	shb:SU5_02652
ko:K10111	shb:SU5_0306
ko:K00042	shb:SU5_03741
ko:K00632	shb:SU5_02984
ko:K01002	shb:SU5_0583
ko:K01096	shb:SU5_02319
ko:K00821	shb:SU5_03943
ko:K01664	shb:SU5_03944
ko:K04772	shb:SU5_03832
ko:K05499	shb:SU5_0192
ko:K09017	shb:SU5_01751
ko:K03719	shb:SU5_01588
ko:K03973	shb:SU5_02297
ko:K05540	shb:SU5_03868
ko:K14761	shb:SU5_01234
ko:K18816	shb:SU5_02231
ko:K04771	shb:SU5_0858
ko:K07012	shb:SU5_03425
ko:K02849	shb:SU5_04200
ko:K15460	shb:SU5_03185
ko:K00557	shb:SU5_0220
ko:K02030	shb:SU5_02244
ko:K16950	shb:SU5_03145
ko:K16951	shb:SU5_03146
ko:K08088	shb:SU5_01243
ko:K15841	shb:SU5_nc110
ko:K13041	shb:SU5_02004
ko:K02006	shb:SU5_02614
ko:K16850	shb:SU5_01341
ko:K16787	shb:SU5_03576
ko:K16786	shb:SU5_03575
ko:K16785	shb:SU5_03574
ko:K09810	shb:SU5_01844
ko:K03604	shb:SU5_02044
ko:K13739	shb:SU5_03426
ko:K16923	shb:SU5_03573
ko:K03779	shb:SU5_03839
ko:K09477	shb:SU5_01308
ko:K04017	shb:SU5_0355
ko:K03417	shb:SU5_01060
ko:K00151	shb:SU5_01733
ko:K00265	shb:SU5_03815
ko:K00951	shb:SU5_03446
ko:K07794	shb:SU5_03272
ko:K16849	shb:SU5_01340
ko:K15368	shb:SU5_02016
ko:K01485	shb:SU5_03819
ko:K16868	shb:SU5_02220
ko:K15353	shb:SU5_02836
ko:K15367	shb:SU5_02014
ko:K15352	shb:SU5_03265
ko:K15347	shb:SU5_01850
ko:K15351	shb:SU5_02022
ko:K02008	shb:SU5_02615
ko:K03278	shb:SU5_04195
ko:K08087	shb:SU5_01244
ko:K13005	shb:SU5_02681
ko:K03280	shb:SU5_04191
ko:K15350	shb:SU5_02021
ko:K15344	shb:SU5_02015
ko:K06970	shb:SU5_01496
ko:K09471	shb:SU5_03626
ko:K15346	shb:SU5_02018
ko:K15345	shb:SU5_02017
ko:K11382	shb:SU5_03004
ko:K18292	shb:SU5_03618
ko:K15841	shb:SU5_nc109
ko:K01978	shb:SU5_nc132
ko:K07274	shb:SU5_01905
ko:K06075	shb:SU5_02057
ko:K07245	shb:SU5_02485
ko:K08302	shb:SU5_03744
ko:K17467	shb:SU5_04245
ko:K00374	shb:SU5_02194
ko:K00373	shb:SU5_02193
ko:K02028	shb:SU5_02246
ko:K02503	shb:SU5_01831
ko:K17247	shb:SU5_03862
ko:K03292	shb:SU5_0112
ko:K19697	shb:SU5_02651
ko:K03292	shb:SU5_04227
ko:K03293	shb:SU5_046
ko:K13923	shb:SU5_02641
ko:K00370	shb:SU5_02190
ko:K07307	shb:SU5_03126
ko:K00040	shb:SU5_02119
ko:K10038	shb:SU5_01498
ko:K09953	shb:SU5_01947
ko:K01582	shb:SU5_03156
ko:K12678	shb:SU5_04234
ko:K01897	shb:SU5_02421
ko:K18139	shb:SU5_01044
ko:K10439	shb:SU5_010
ko:K06218	shb:SU5_0499
ko:K06218	shb:SU5_p0031
ko:K15349	shb:SU5_02242
ko:K03559	shb:SU5_03655
ko:K17713	shb:SU5_03117
ko:K08316	shb:SU5_04046
ko:K01582	shb:SU5_0883
ko:K17468	shb:SU5_04244
ko:K17463	shb:SU5_04243
ko:K17465	shb:SU5_04247
ko:K17464	shb:SU5_04248
ko:K17466	shb:SU5_04246
ko:K02549	shb:SU5_02901
ko:K08680	shb:SU5_02903
ko:K02552	shb:SU5_02905
ko:K02348	shb:SU5_02907
ko:K00784	shb:SU5_02908
ko:K03475	shb:SU5_02936
ko:K02822	shb:SU5_02937
ko:K02821	shb:SU5_02938
ko:K07052	shb:SU5_02972
ko:K00647	shb:SU5_02973
ko:K01782	shb:SU5_02983
ko:K08476	shb:SU5_03001
ko:K08475	shb:SU5_03002
ko:K08478	shb:SU5_03003
ko:K00845	shb:SU5_03010
ko:K01885	shb:SU5_03021
ko:K02784	shb:SU5_03034
ko:K08483	shb:SU5_03035
ko:K00616	shb:SU5_03073
ko:K01439	shb:SU5_03083
ko:K07054	shb:SU5_03086
ko:K03548	shb:SU5_03093
ko:K02824	shb:SU5_03097
ko:K00088	shb:SU5_03108
ko:K01011	shb:SU5_03130
ko:K13628	shb:SU5_03138
ko:K04488	shb:SU5_03139
ko:K01092	shb:SU5_03143
ko:K06889	shb:SU5_03144
ko:K00385	shb:SU5_03147
ko:K03757	shb:SU5_03155
ko:K03803	shb:SU5_03180
ko:K02782	shb:SU5_03240
ko:K02783	shb:SU5_03240
ko:K08093	shb:SU5_03243
ko:K07017	shb:SU5_03263
ko:K03768	shb:SU5_01229
ko:K02795	shb:SU5_01265
ko:K02793	shb:SU5_01267
ko:K05966	shb:SU5_01309
ko:K03326	shb:SU5_01317
ko:K07258	shb:SU5_01327
ko:K04720	shb:SU5_01335
ko:K07126	shb:SU5_01345
ko:K07308	shb:SU5_03125
ko:K01990	shb:SU5_0814
ko:K02004	shb:SU5_01202
ko:K01466	shb:SU5_01216
ko:K02381	shb:SU5_01222
ko:K14979	shb:SU5_02008
ko:K14978	shb:SU5_02009
ko:K03227	shb:SU5_02036
ko:K01759	shb:SU5_02049
ko:K00799	shb:SU5_02064
ko:K03613	shb:SU5_02067
ko:K03612	shb:SU5_02068
ko:K03614	shb:SU5_02069
ko:K03615	shb:SU5_02070
ko:K03616	shb:SU5_02071
ko:K03617	shb:SU5_02072
ko:K01488	shb:SU5_02076
ko:K01679	shb:SU5_02080
ko:K14062	shb:SU5_02084
ko:K07312	shb:SU5_02106
ko:K05595	shb:SU5_02131
ko:K06281	shb:SU5_02147
ko:K06282	shb:SU5_02148
ko:K02371	shb:SU5_02167
ko:K04063	shb:SU5_02176
ko:K00027	shb:SU5_02179
ko:K13953	shb:SU5_02180
