ko:K02028	kpp:A79E_2147
ko:K01051	kpp:A79E_3450
ko:K02018	kpp:A79E_3468
ko:K02020	kpp:A79E_3469
ko:K02019	kpp:A79E_3471
ko:K05776	kpp:A79E_3472
ko:K00965	kpp:A79E_3474
ko:K00849	kpp:A79E_3475
ko:K01626	kpp:A79E_3478
ko:K16264	kpp:A79E_3480
ko:K03811	kpp:A79E_3481
ko:K03517	kpp:A79E_3482
ko:K03640	kpp:A79E_3489
ko:K03641	kpp:A79E_3490
ko:K03562	kpp:A79E_3493
ko:K07107	kpp:A79E_3494
ko:K00426	kpp:A79E_3497
ko:K03789	kpp:A79E_4318
ko:K02344	kpp:A79E_4319
ko:K13255	kpp:A79E_4327
ko:K02761	kpp:A79E_4328
ko:K00481	kpp:A79E_4333
ko:K02317	kpp:A79E_4337
ko:K01631	kpp:A79E_4352
ko:K00883	kpp:A79E_4353
ko:K06015	kpp:A79E_4356
ko:K05921	kpp:A79E_4363
ko:K05921	kpp:A79E_4364
ko:K00455	kpp:A79E_4366
ko:K02509	kpp:A79E_4368
ko:K02511	kpp:A79E_4370
ko:K02508	kpp:A79E_4371
ko:K02532	kpp:A79E_0845
ko:K01193	kpp:A79E_0846
ko:K10192	kpp:A79E_0848
ko:K10195	kpp:A79E_0849
ko:K10194	kpp:A79E_0850
ko:K10193	kpp:A79E_0851
ko:K01586	kpp:A79E_0855
ko:K02761	kpp:A79E_0857
ko:K02529	kpp:A79E_0861
ko:K05939	kpp:A79E_0862
ko:K08227	kpp:A79E_0863
ko:K03573	kpp:A79E_0868
ko:K08311	kpp:A79E_0871
ko:K08484	kpp:A79E_0872
ko:K13292	kpp:A79E_0873
ko:K02680	kpp:A79E_0876
ko:K02681	kpp:A79E_0878
ko:K03583	kpp:A79E_0879
ko:K01407	kpp:A79E_0880
ko:K03582	kpp:A79E_0881
ko:K03581	kpp:A79E_0882
ko:K14682	kpp:A79E_0884
ko:K01883	kpp:A79E_1720
ko:K06204	kpp:A79E_1723
ko:K09007	kpp:A79E_1724
ko:K11606	kpp:A79E_1727
ko:K11605	kpp:A79E_1728
ko:K01868	kpp:A79E_1731
ko:K01465	kpp:A79E_1733
ko:K01698	kpp:A79E_1734
ko:K07093	kpp:A79E_1742
ko:K13408	kpp:A79E_1753
ko:K13409	kpp:A79E_1754
ko:K01241	kpp:A79E_1760
ko:K16137	kpp:A79E_1765
ko:K13635	kpp:A79E_1769
ko:K07733	kpp:A79E_1776
ko:K00549	kpp:A79E_2618
ko:K13633	kpp:A79E_2620
ko:K02532	kpp:A79E_2626
ko:K04080	kpp:A79E_2640
ko:K01284	kpp:A79E_2645
ko:K11932	kpp:A79E_2648
ko:K09771	kpp:A79E_2651
ko:K07309	kpp:A79E_2656
ko:K03281	kpp:A79E_2660
ko:K01935	kpp:A79E_2661
ko:K15545	kpp:A79E_2662
ko:K08224	kpp:A79E_2664
ko:K01299	kpp:A79E_2666
ko:K04775	kpp:A79E_2669
ko:K00425	kpp:A79E_3498
ko:K01902	kpp:A79E_3500
ko:K01903	kpp:A79E_3501
ko:K00658	kpp:A79E_3502
ko:K00164	kpp:A79E_3503
ko:K00240	kpp:A79E_3504
ko:K00239	kpp:A79E_3505
ko:K00242	kpp:A79E_3507
ko:K01647	kpp:A79E_3509
ko:K01304	kpp:A79E_3511
ko:K07160	kpp:A79E_3514
ko:K03305	kpp:A79E_3518
ko:K01669	kpp:A79E_3519
ko:K01546	kpp:A79E_3521
ko:K01547	kpp:A79E_3522
ko:K01548	kpp:A79E_3523
ko:K07646	kpp:A79E_3524
ko:K07667	kpp:A79E_3525
ko:K03645	kpp:A79E_3528
ko:K03839	kpp:A79E_3531
ko:K01886	kpp:A79E_3537
ko:K02802	kpp:A79E_3538
ko:K02803	kpp:A79E_3538
ko:K02804	kpp:A79E_3538
ko:K01443	kpp:A79E_3540
ko:K02565	kpp:A79E_3541
ko:K01953	kpp:A79E_3543
ko:K03184	kpp:A79E_3551
ko:K06168	kpp:A79E_3552
ko:K02057	kpp:A79E_4398
ko:K02057	kpp:A79E_4399
ko:K01867	kpp:A79E_4402
ko:K01993	kpp:A79E_4403
ko:K13926	kpp:A79E_4404
ko:K07644	kpp:A79E_4416
ko:K07798	kpp:A79E_4419
ko:K07787	kpp:A79E_4420
ko:K03098	kpp:A79E_4422
ko:K09701	kpp:A79E_4427
ko:K00574	kpp:A79E_4428
ko:K02313	kpp:A79E_0001
ko:K01448	kpp:A79E_0885
ko:K04029	kpp:A79E_0889
ko:K04031	kpp:A79E_0890
ko:K13922	kpp:A79E_0893
ko:K13920	kpp:A79E_0902
ko:K13919	kpp:A79E_0903
ko:K02224	kpp:A79E_0910
ko:K02227	kpp:A79E_0911
ko:K06042	kpp:A79E_0912
ko:K02188	kpp:A79E_0913
ko:K02191	kpp:A79E_0915
ko:K05936	kpp:A79E_0916
ko:K02189	kpp:A79E_0917
ko:K05895	kpp:A79E_0919
ko:K03394	kpp:A79E_0921
ko:K02007	kpp:A79E_0922
ko:K02232	kpp:A79E_0926
ko:K02231	kpp:A79E_0927
ko:K00768	kpp:A79E_0928
ko:K02426	kpp:A79E_0932
ko:K01766	kpp:A79E_0933
ko:K06968	kpp:A79E_0937
ko:K09933	kpp:A79E_1798
ko:K06950	kpp:A79E_1802
ko:K07458	kpp:A79E_1804
ko:K09781	kpp:A79E_1806
ko:K07781	kpp:A79E_1810
ko:K02424	kpp:A79E_1813
ko:K10009	kpp:A79E_1815
ko:K10010	kpp:A79E_1816
ko:K07689	kpp:A79E_1819
ko:K03703	kpp:A79E_1820
ko:K00995	kpp:A79E_1821
ko:K01714	kpp:A79E_1825
ko:K07039	kpp:A79E_1826
ko:K03834	kpp:A79E_1827
ko:K02217	kpp:A79E_1829
ko:K16210	kpp:A79E_1834
ko:K02255	kpp:A79E_1835
ko:K11742	kpp:A79E_2671
ko:K11743	kpp:A79E_2672
ko:K11744	kpp:A79E_2674
ko:K13929	kpp:A79E_2675
ko:K13930	kpp:A79E_2676
ko:K13931	kpp:A79E_2677
ko:K13932	kpp:A79E_2678
ko:K13933	kpp:A79E_2679
ko:K13934	kpp:A79E_2681
ko:K13935	kpp:A79E_2682
ko:K13928	kpp:A79E_2683
ko:K00116	kpp:A79E_2684
ko:K07701	kpp:A79E_2687
ko:K01055	kpp:A79E_2691
ko:K01857	kpp:A79E_2692
ko:K01032	kpp:A79E_2694
ko:K01031	kpp:A79E_2695
ko:K02624	kpp:A79E_2696
ko:K14057	kpp:A79E_2698
ko:K12940	kpp:A79E_2699
ko:K12941	kpp:A79E_2700
ko:K14055	kpp:A79E_2705
ko:K00325	kpp:A79E_2707
ko:K00324	kpp:A79E_2708
ko:K03758	kpp:A79E_2713
ko:K13938	kpp:A79E_2714
ko:K07661	kpp:A79E_2716
ko:K07639	kpp:A79E_2718
ko:K01676	kpp:A79E_2721
ko:K01809	kpp:A79E_2722
ko:K16136	kpp:A79E_2724
ko:K07042	kpp:A79E_3554
ko:K06189	kpp:A79E_3555
ko:K03820	kpp:A79E_3556
ko:K10001	kpp:A79E_3557
ko:K10003	kpp:A79E_3558
ko:K10002	kpp:A79E_3559
ko:K10004	kpp:A79E_3560
ko:K01869	kpp:A79E_3565
ko:K03643	kpp:A79E_3566
ko:K02340	kpp:A79E_3567
ko:K00969	kpp:A79E_3568
ko:K09710	kpp:A79E_3570
ko:K00783	kpp:A79E_3571
ko:K05515	kpp:A79E_3572
ko:K05837	kpp:A79E_3573
ko:K03642	kpp:A79E_3574
ko:K09158	kpp:A79E_3576
ko:K03801	kpp:A79E_3577
ko:K03644	kpp:A79E_3579
ko:K03425	kpp:A79E_3580
ko:K06199	kpp:A79E_3582
ko:K03704	kpp:A79E_3583
ko:K12973	kpp:A79E_3584
ko:K01169	kpp:A79E_3586
ko:K06140	kpp:A79E_3587
ko:K11932	kpp:A79E_3588
ko:K03387	kpp:A79E_3589
ko:K03805	kpp:A79E_3591
ko:K14287	kpp:A79E_3595
ko:K09880	kpp:A79E_3596
ko:K08967	kpp:A79E_3597
ko:K02024	kpp:A79E_4433
ko:K01805	kpp:A79E_4434
ko:K01198	kpp:A79E_4436
ko:K07733	kpp:A79E_4453
ko:K04080	kpp:A79E_4460
ko:K02781	kpp:A79E_4483
ko:K11191	kpp:A79E_0064
ko:K11192	kpp:A79E_0064
ko:K07106	kpp:A79E_0065
ko:K07552	kpp:A79E_0066
ko:K07006	kpp:A79E_0075
ko:K09958	kpp:A79E_0076
ko:K02073	kpp:A79E_0079
ko:K13979	kpp:A79E_0084
ko:K02430	kpp:A79E_0938
ko:K02431	kpp:A79E_0939
ko:K01818	kpp:A79E_0941
ko:K02429	kpp:A79E_0942
ko:K01628	kpp:A79E_0943
ko:K00048	kpp:A79E_0944
ko:K01146	kpp:A79E_0945
ko:K15553	kpp:A79E_0956
ko:K01752	kpp:A79E_0957
ko:K03837	kpp:A79E_0958
ko:K06966	kpp:A79E_0959
ko:K06879	kpp:A79E_0960
ko:K15723	kpp:A79E_0961
ko:K06175	kpp:A79E_0963
ko:K13918	kpp:A79E_0966
ko:K01706	kpp:A79E_0967
ko:K00865	kpp:A79E_0968
ko:K07678	kpp:A79E_0969
ko:K03215	kpp:A79E_0970
ko:K01937	kpp:A79E_0973
ko:K01689	kpp:A79E_0974
ko:K10026	kpp:A79E_0977
ko:K01737	kpp:A79E_0978
ko:K00381	kpp:A79E_0980
ko:K00390	kpp:A79E_0981
ko:K09612	kpp:A79E_0982
ko:K02302	kpp:A79E_0983
ko:K00957	kpp:A79E_0984
ko:K00860	kpp:A79E_0986
ko:K05589	kpp:A79E_0988
ko:K00991	kpp:A79E_0989
ko:K01770	kpp:A79E_0990
ko:K06176	kpp:A79E_0991
ko:K03787	kpp:A79E_0992
ko:K00573	kpp:A79E_0993
ko:K06194	kpp:A79E_0994
ko:K10537	kpp:A79E_1836
ko:K10539	kpp:A79E_1837
ko:K10538	kpp:A79E_1838
ko:K01087	kpp:A79E_1839
ko:K00697	kpp:A79E_1840
ko:K14064	kpp:A79E_1841
ko:K16210	kpp:A79E_1842
ko:K15532	kpp:A79E_1843
ko:K01887	kpp:A79E_1844
ko:K09907	kpp:A79E_1845
ko:K15257	kpp:A79E_1847
ko:K15256	kpp:A79E_1848
ko:K07136	kpp:A79E_1849
ko:K01876	kpp:A79E_1852
ko:K08310	kpp:A79E_1853
ko:K01159	kpp:A79E_1855
ko:K03550	kpp:A79E_1856
ko:K03551	kpp:A79E_1857
ko:K09816	kpp:A79E_1858
ko:K09817	kpp:A79E_1859
ko:K02560	kpp:A79E_1862
ko:K00873	kpp:A79E_1863
ko:K00036	kpp:A79E_1866
ko:K01690	kpp:A79E_1867
ko:K01625	kpp:A79E_1868
ko:K08289	kpp:A79E_1869
ko:K01354	kpp:A79E_1871
ko:K10857	kpp:A79E_1872
ko:K07156	kpp:A79E_1874
ko:K09824	kpp:A79E_1878
ko:K03808	kpp:A79E_1884
ko:K03607	kpp:A79E_1886
ko:K03797	kpp:A79E_1887
ko:K03799	kpp:A79E_1888
ko:K08169	kpp:A79E_1889
ko:K14155	kpp:A79E_2726
ko:K16074	kpp:A79E_2727
ko:K08987	kpp:A79E_2730
ko:K07112	kpp:A79E_2731
ko:K00134	kpp:A79E_2735
ko:K07248	kpp:A79E_2736
ko:K05526	kpp:A79E_2741
ko:K01484	kpp:A79E_2742
ko:K00673	kpp:A79E_2744
ko:K00840	kpp:A79E_2745
ko:K00261	kpp:A79E_2747
ko:K03578	kpp:A79E_2755
ko:K01118	kpp:A79E_2756
ko:K02616	kpp:A79E_2759
ko:K01912	kpp:A79E_2760
ko:K00074	kpp:A79E_2763
ko:K15866	kpp:A79E_2764
ko:K02613	kpp:A79E_2766
ko:K02612	kpp:A79E_2767
ko:K02611	kpp:A79E_2768
ko:K02610	kpp:A79E_2769
ko:K02609	kpp:A79E_2770
ko:K02618	kpp:A79E_2772
ko:K00077	kpp:A79E_2775
ko:K14063	kpp:A79E_2777
ko:K09978	kpp:A79E_2778
ko:K07783	kpp:A79E_3611
ko:K01093	kpp:A79E_3612
ko:K08963	kpp:A79E_3613
ko:K00899	kpp:A79E_3614
ko:K02057	kpp:A79E_3617
ko:K08317	kpp:A79E_3619
ko:K06200	kpp:A79E_3624
ko:K00216	kpp:A79E_3626
ko:K01252	kpp:A79E_3627
ko:K02363	kpp:A79E_3628
ko:K02361	kpp:A79E_3629
ko:K02016	kpp:A79E_3630
ko:K02015	kpp:A79E_3632
ko:K02015	kpp:A79E_3633
ko:K02013	kpp:A79E_3634
ko:K02364	kpp:A79E_3635
ko:K02362	kpp:A79E_3639
ko:K00615	kpp:A79E_3640
ko:K00615	kpp:A79E_3641
ko:K00864	kpp:A79E_3643
ko:K16053	kpp:A79E_3652
ko:K02168	kpp:A79E_3654
ko:K02167	kpp:A79E_3655
ko:K07347	kpp:A79E_4489
ko:K07345	kpp:A79E_4491
ko:K01673	kpp:A79E_4511
ko:K12957	kpp:A79E_4513
ko:K05813	kpp:A79E_4518
ko:K03335	kpp:A79E_4519
ko:K06605	kpp:A79E_4520
ko:K03336	kpp:A79E_4522
ko:K03338	kpp:A79E_4524
ko:K03337	kpp:A79E_4526
ko:K00140	kpp:A79E_4527
ko:K06606	kpp:A79E_4528
ko:K06915	kpp:A79E_4529
ko:K11720	kpp:A79E_4530
ko:K07091	kpp:A79E_4531
ko:K01255	kpp:A79E_4532
ko:K02339	kpp:A79E_4533
ko:K01873	kpp:A79E_4534
ko:K03828	kpp:A79E_4535
ko:K06169	kpp:A79E_4536
ko:K09893	kpp:A79E_4537
ko:K00611	kpp:A79E_4538
ko:K00609	kpp:A79E_4540
ko:K00610	kpp:A79E_4541
ko:K01531	kpp:A79E_4543
ko:K03485	kpp:A79E_4544
ko:K02818	kpp:A79E_4545
ko:K02819	kpp:A79E_4545
ko:K01811	kpp:A79E_0095
ko:K03312	kpp:A79E_0101
ko:K00864	kpp:A79E_0102
ko:K02440	kpp:A79E_0103
ko:K09892	kpp:A79E_0104
ko:K02048	kpp:A79E_0105
ko:K01521	kpp:A79E_0106
ko:K01803	kpp:A79E_0108
ko:K00528	kpp:A79E_0111
ko:K03655	kpp:A79E_0113
ko:K00556	kpp:A79E_0114
ko:K03060	kpp:A79E_0116
ko:K00942	kpp:A79E_0117
ko:K01972	kpp:A79E_0118
ko:K10778	kpp:A79E_0121
ko:K01993	kpp:A79E_0127
ko:K00989	kpp:A79E_0130
ko:K00762	kpp:A79E_0131
ko:K01053	kpp:A79E_0132
ko:K05501	kpp:A79E_0133
ko:K03630	kpp:A79E_0135
ko:K02902	kpp:A79E_0136
ko:K02913	kpp:A79E_0137
ko:K00954	kpp:A79E_0140
ko:K02527	kpp:A79E_0142
ko:K02844	kpp:A79E_0145
ko:K03186	kpp:A79E_1000
ko:K03555	kpp:A79E_1004
ko:K02013	kpp:A79E_1005
ko:K02015	kpp:A79E_1006
ko:K02016	kpp:A79E_1007
ko:K07225	kpp:A79E_1008
ko:K16087	kpp:A79E_1009
ko:K07401	kpp:A79E_1010
ko:K01652	kpp:A79E_1011
ko:K07088	kpp:A79E_1012
ko:K11606	kpp:A79E_1015
ko:K11605	kpp:A79E_1016
ko:K00847	kpp:A79E_1020
ko:K02759	kpp:A79E_1021
ko:K02761	kpp:A79E_1022
ko:K02760	kpp:A79E_1023
ko:K02761	kpp:A79E_1024
ko:K16077	kpp:A79E_1025
ko:K01223	kpp:A79E_1027
ko:K15836	kpp:A79E_1028
ko:K04654	kpp:A79E_1030
ko:K04653	kpp:A79E_1031
ko:K04651	kpp:A79E_1034
ko:K15833	kpp:A79E_1035
ko:K15827	kpp:A79E_1036
ko:K15828	kpp:A79E_1037
ko:K15829	kpp:A79E_1038
ko:K15830	kpp:A79E_1039
ko:K15831	kpp:A79E_1040
ko:K15832	kpp:A79E_1041
ko:K15834	kpp:A79E_1042
ko:K08315	kpp:A79E_1043
ko:K01223	kpp:A79E_1045
ko:K02752	kpp:A79E_1046
ko:K02753	kpp:A79E_1046
ko:K03487	kpp:A79E_1047
ko:K05796	kpp:A79E_1048
ko:K03704	kpp:A79E_1894
ko:K03587	kpp:A79E_1895
ko:K00563	kpp:A79E_1896
ko:K01752	kpp:A79E_1903
ko:K01665	kpp:A79E_1905
ko:K09917	kpp:A79E_1906
ko:K07285	kpp:A79E_1910
ko:K03684	kpp:A79E_1912
ko:K03608	kpp:A79E_1913
ko:K03609	kpp:A79E_1914
ko:K03610	kpp:A79E_1915
ko:K09902	kpp:A79E_1916
ko:K09160	kpp:A79E_1918
ko:K03611	kpp:A79E_1920
ko:K03314	kpp:A79E_1921
ko:K03603	kpp:A79E_1923
ko:K00285	kpp:A79E_1926
ko:K01775	kpp:A79E_1927
ko:K08308	kpp:A79E_1930
ko:K01194	kpp:A79E_1932
ko:K07395	kpp:A79E_1937
ko:K07592	kpp:A79E_1942
ko:K01754	kpp:A79E_1943
ko:K03838	kpp:A79E_1944
ko:K00656	kpp:A79E_1946
ko:K03778	kpp:A79E_2782
ko:K03737	kpp:A79E_2785
ko:K14058	kpp:A79E_2790
ko:K05591	kpp:A79E_2791
ko:K16074	kpp:A79E_2792
ko:K11734	kpp:A79E_2797
ko:K00832	kpp:A79E_2800
ko:K02072	kpp:A79E_2801
ko:K02071	kpp:A79E_2802
ko:K02073	kpp:A79E_2803
ko:K11906	kpp:A79E_2819
ko:K11895	kpp:A79E_2820
ko:K11896	kpp:A79E_2821
ko:K11910	kpp:A79E_2823
ko:K11891	kpp:A79E_2824
ko:K11907	kpp:A79E_2833
ko:K11903	kpp:A79E_2835
ko:K02034	kpp:A79E_3661
ko:K15372	kpp:A79E_3667
ko:K00375	kpp:A79E_3673
ko:K02034	kpp:A79E_3679
ko:K06048	kpp:A79E_3682
ko:K10679	kpp:A79E_3693
ko:K16053	kpp:A79E_3704
ko:K11732	kpp:A79E_3710
ko:K02761	kpp:A79E_4547
ko:K02760	kpp:A79E_4549
ko:K01042	kpp:A79E_4558
ko:K01465	kpp:A79E_4559
ko:K15536	kpp:A79E_4566
ko:K03592	kpp:A79E_4567
ko:K09889	kpp:A79E_4568
ko:K02558	kpp:A79E_4571
ko:K03841	kpp:A79E_4572
ko:K02057	kpp:A79E_4573
ko:K02057	kpp:A79E_4574
ko:K09800	kpp:A79E_4581
ko:K07278	kpp:A79E_4582
ko:K07109	kpp:A79E_4586
ko:K07322	kpp:A79E_4593
ko:K11737	kpp:A79E_4594
ko:K03773	kpp:A79E_4595
ko:K07269	kpp:A79E_4596
ko:K02939	kpp:A79E_4597
ko:K02963	kpp:A79E_4598
ko:K02841	kpp:A79E_0151
ko:K03274	kpp:A79E_0153
ko:K00060	kpp:A79E_0155
ko:K09798	kpp:A79E_0157
ko:K15633	kpp:A79E_0159
ko:K03071	kpp:A79E_0162
ko:K00057	kpp:A79E_0163
ko:K00640	kpp:A79E_0164
ko:K03216	kpp:A79E_0165
ko:K14348	kpp:A79E_0167
ko:K00427	kpp:A79E_0168
ko:K14762	kpp:A79E_0169
ko:K02562	kpp:A79E_0171
ko:K00009	kpp:A79E_0172
ko:K01042	kpp:A79E_0175
ko:K03833	kpp:A79E_0176
ko:K05796	kpp:A79E_0177
ko:K00835	kpp:A79E_0178
ko:K02529	kpp:A79E_0181
ko:K10545	kpp:A79E_0183
ko:K10543	kpp:A79E_0184
ko:K01805	kpp:A79E_0186
ko:K01878	kpp:A79E_0192
ko:K01879	kpp:A79E_0193
ko:K03704	kpp:A79E_0196
ko:K07726	kpp:A79E_0197
ko:K08195	kpp:A79E_0198
ko:K00874	kpp:A79E_0202
ko:K04656	kpp:A79E_1049
ko:K07241	kpp:A79E_1050
ko:K12265	kpp:A79E_1051
ko:K12264	kpp:A79E_1052
ko:K12266	kpp:A79E_1053
ko:K02467	kpp:A79E_1054
ko:K02468	kpp:A79E_1055
ko:K02781	kpp:A79E_1058
ko:K03565	kpp:A79E_1067
ko:K01872	kpp:A79E_1068
ko:K03563	kpp:A79E_1069
ko:K01919	kpp:A79E_1078
ko:K07173	kpp:A79E_1079
ko:K01649	kpp:A79E_1081
ko:K03446	kpp:A79E_1082
ko:K03543	kpp:A79E_1083
ko:K15974	kpp:A79E_1084
ko:K02002	kpp:A79E_1087
ko:K02001	kpp:A79E_1088
ko:K02000	kpp:A79E_1089
ko:K00375	kpp:A79E_1095
ko:K01999	kpp:A79E_1948
ko:K01997	kpp:A79E_1949
ko:K01998	kpp:A79E_1950
ko:K01995	kpp:A79E_1951
ko:K01996	kpp:A79E_1952
ko:K01610	kpp:A79E_1954
ko:K03288	kpp:A79E_1957
ko:K09912	kpp:A79E_1962
ko:K11893	kpp:A79E_1965
ko:K11892	kpp:A79E_1966
ko:K11891	kpp:A79E_1983
ko:K11896	kpp:A79E_1984
ko:K11895	kpp:A79E_1985
ko:K11906	kpp:A79E_1986
ko:K11905	kpp:A79E_1987
ko:K11911	kpp:A79E_1988
ko:K06942	kpp:A79E_1991
ko:K01056	kpp:A79E_1992
ko:K03321	kpp:A79E_1995
ko:K00948	kpp:A79E_1996
ko:K00919	kpp:A79E_1997
ko:K02494	kpp:A79E_1998
ko:K02492	kpp:A79E_1999
ko:K02835	kpp:A79E_2000
ko:K02493	kpp:A79E_2001
ko:K01627	kpp:A79E_2004
ko:K07300	kpp:A79E_2005
ko:K11892	kpp:A79E_2837
ko:K11893	kpp:A79E_2838
ko:K11900	kpp:A79E_2839
ko:K11901	kpp:A79E_2840
ko:K05520	kpp:A79E_2841
ko:K06885	kpp:A79E_2842
ko:K00694	kpp:A79E_2850
ko:K15580	kpp:A79E_2868
ko:K14054	kpp:A79E_2869
ko:K11065	kpp:A79E_2871
ko:K03721	kpp:A79E_2873
ko:K08990	kpp:A79E_2876
ko:K06918	kpp:A79E_2877
ko:K03971	kpp:A79E_2878
ko:K03970	kpp:A79E_2880
ko:K03969	kpp:A79E_2881
ko:K03974	kpp:A79E_2882
ko:K08170	kpp:A79E_2883
ko:K06995	kpp:A79E_3716
ko:K06871	kpp:A79E_3722
ko:K02016	kpp:A79E_3734
ko:K02015	kpp:A79E_3735
ko:K02013	kpp:A79E_3736
ko:K00847	kpp:A79E_3741
ko:K16077	kpp:A79E_3742
ko:K01193	kpp:A79E_3744
ko:K03484	kpp:A79E_3745
ko:K02529	kpp:A79E_3750
ko:K03335	kpp:A79E_3754
ko:K04567	kpp:A79E_3756
ko:K03305	kpp:A79E_3757
ko:K03765	kpp:A79E_3760
ko:K02517	kpp:A79E_3762
ko:K07345	kpp:A79E_3767
ko:K01647	kpp:A79E_3770
ko:K02990	kpp:A79E_4599
ko:K03078	kpp:A79E_4604
ko:K03477	kpp:A79E_4609
ko:K09456	kpp:A79E_4612
ko:K03218	kpp:A79E_4613
ko:K12573	kpp:A79E_4614
ko:K13771	kpp:A79E_4615
ko:K01939	kpp:A79E_4616
ko:K09937	kpp:A79E_4617
ko:K04087	kpp:A79E_4619
ko:K04088	kpp:A79E_4620
ko:K03665	kpp:A79E_4621
ko:K03666	kpp:A79E_4622
ko:K00791	kpp:A79E_4623
ko:K03572	kpp:A79E_4624
ko:K01448	kpp:A79E_4625
ko:K06925	kpp:A79E_4626
ko:K09996	kpp:A79E_4632
ko:K13288	kpp:A79E_4633
ko:K06949	kpp:A79E_4634
ko:K01613	kpp:A79E_4635
ko:K04568	kpp:A79E_4638
ko:K00246	kpp:A79E_4641
ko:K03098	kpp:A79E_4643
ko:K02356	kpp:A79E_4647
ko:K07347	kpp:A79E_4652
ko:K03629	kpp:A79E_0003
ko:K02470	kpp:A79E_0004
ko:K00883	kpp:A79E_0009
ko:K01631	kpp:A79E_0010
ko:K01684	kpp:A79E_0011
ko:K04080	kpp:A79E_0015
ko:K04081	kpp:A79E_0016
ko:K07085	kpp:A79E_0018
ko:K03482	kpp:A79E_0019
ko:K02749	kpp:A79E_0020
ko:K02750	kpp:A79E_0020
ko:K01232	kpp:A79E_0021
ko:K06871	kpp:A79E_0024
ko:K01753	kpp:A79E_0025
ko:K13629	kpp:A79E_0026
ko:K08154	kpp:A79E_0028
ko:K01652	kpp:A79E_0033
ko:K01653	kpp:A79E_0034
ko:K07783	kpp:A79E_0037
ko:K07726	kpp:A79E_0040
ko:K05306	kpp:A79E_0043
ko:K03430	kpp:A79E_0044
ko:K11081	kpp:A79E_0046
ko:K11084	kpp:A79E_0047
ko:K11083	kpp:A79E_0048
ko:K11082	kpp:A79E_0049
ko:K02024	kpp:A79E_0050
ko:K02759	kpp:A79E_0051
ko:K02761	kpp:A79E_0052
ko:K02760	kpp:A79E_0053
ko:K10218	kpp:A79E_0059
ko:K03826	kpp:A79E_0208
ko:K01246	kpp:A79E_0209
ko:K08177	kpp:A79E_0211
ko:K12975	kpp:A79E_0212
ko:K12368	kpp:A79E_0217
ko:K12369	kpp:A79E_0218
ko:K12370	kpp:A79E_0219
ko:K12371	kpp:A79E_0220
ko:K12372	kpp:A79E_0221
ko:K00694	kpp:A79E_0232
ko:K11103	kpp:A79E_0237
ko:K00874	kpp:A79E_0239
ko:K07290	kpp:A79E_0241
ko:K07058	kpp:A79E_0243
ko:K01194	kpp:A79E_0247
ko:K07115	kpp:A79E_0251
ko:K01414	kpp:A79E_0252
ko:K15984	kpp:A79E_0253
ko:K03305	kpp:A79E_0254
ko:K06144	kpp:A79E_0256
ko:K07007	kpp:A79E_0258
ko:K06213	kpp:A79E_0259
ko:K07722	kpp:A79E_0261
ko:K10824	kpp:A79E_0262
ko:K15587	kpp:A79E_0263
ko:K15586	kpp:A79E_0264
ko:K01118	kpp:A79E_1104
ko:K07345	kpp:A79E_1111
ko:K07347	kpp:A79E_1113
ko:K07347	kpp:A79E_1116
ko:K07345	kpp:A79E_1118
ko:K01713	kpp:A79E_1121
ko:K12972	kpp:A79E_1124
ko:K16171	kpp:A79E_1138
ko:K07267	kpp:A79E_1141
ko:K05349	kpp:A79E_1142
ko:K00299	kpp:A79E_1143
ko:K00362	kpp:A79E_2016
ko:K00372	kpp:A79E_2017
ko:K07673	kpp:A79E_2020
ko:K02575	kpp:A79E_2021
ko:K00370	kpp:A79E_2023
ko:K00371	kpp:A79E_2024
ko:K00373	kpp:A79E_2025
ko:K01433	kpp:A79E_2031
ko:K07001	kpp:A79E_2032
ko:K00963	kpp:A79E_2034
ko:K04072	kpp:A79E_2038
ko:K15580	kpp:A79E_2041
ko:K15581	kpp:A79E_2042
ko:K10716	kpp:A79E_2046
ko:K09901	kpp:A79E_2047
ko:K06131	kpp:A79E_2048
ko:K09780	kpp:A79E_2052
ko:K03832	kpp:A79E_2053
ko:K01868	kpp:A79E_2059
ko:K02520	kpp:A79E_2060
ko:K02916	kpp:A79E_2061
ko:K02887	kpp:A79E_2062
ko:K09975	kpp:A79E_2894
ko:K00208	kpp:A79E_2895
ko:K01147	kpp:A79E_2898
ko:K04062	kpp:A79E_2901
ko:K03113	kpp:A79E_2902
ko:K01591	kpp:A79E_2903
ko:K01681	kpp:A79E_2908
ko:K13634	kpp:A79E_2911
ko:K03168	kpp:A79E_2912
ko:K06178	kpp:A79E_2918
ko:K07053	kpp:A79E_2922
ko:K01657	kpp:A79E_2923
ko:K13497	kpp:A79E_2924
ko:K13498	kpp:A79E_2925
ko:K01696	kpp:A79E_2926
ko:K01695	kpp:A79E_2927
ko:K07246	kpp:A79E_2929
ko:K13021	kpp:A79E_2930
ko:K16090	kpp:A79E_2936
ko:K07275	kpp:A79E_2938
ko:K06940	kpp:A79E_2939
ko:K06190	kpp:A79E_2941
ko:K10806	kpp:A79E_2943
ko:K07038	kpp:A79E_2947
ko:K00700	kpp:A79E_0316
ko:K03803	kpp:A79E_1207
ko:K08997	kpp:A79E_2075
ko:K06078	kpp:A79E_2109
ko:K03478	kpp:A79E_2951
ko:K01222	kpp:A79E_2952
