ko:K07062	xcn:J169_04495
ko:K00652	xcn:J169_00505
ko:K01012	xcn:J169_00506
ko:K03179	xcn:J169_00508
ko:K18376	xcn:J169_00512
ko:K02688	xcn:J169_01266
ko:K03417	xcn:J169_01267
ko:K01659	xcn:J169_01268
ko:K07746	xcn:J169_01270
ko:K02014	xcn:J169_01273
ko:K06894	xcn:J169_01275
ko:K01126	xcn:J169_01277
ko:K05367	xcn:J169_01278
ko:K03594	xcn:J169_01279
ko:K13993	xcn:J169_01281
ko:K05516	xcn:J169_01282
ko:K02658	xcn:J169_01284
ko:K04088	xcn:J169_01286
ko:K04087	xcn:J169_01287
ko:K01939	xcn:J169_01289
ko:K01256	xcn:J169_01290
ko:K01201	xcn:J169_01308
ko:K00384	xcn:J169_01315
ko:K03701	xcn:J169_01319
ko:K11177	xcn:J169_01320
ko:K02407	xcn:J169_02128
ko:K02406	xcn:J169_02129
ko:K02397	xcn:J169_02130
ko:K02396	xcn:J169_02131
ko:K02395	xcn:J169_02132
ko:K02394	xcn:J169_02133
ko:K02393	xcn:J169_02134
ko:K02392	xcn:J169_02135
ko:K02391	xcn:J169_02136
ko:K02390	xcn:J169_02137
ko:K02389	xcn:J169_02138
ko:K02388	xcn:J169_02139
ko:K02387	xcn:J169_02140
ko:K03415	xcn:J169_02141
ko:K02386	xcn:J169_02142
ko:K02398	xcn:J169_02143
ko:K03406	xcn:J169_02150
ko:K07153	xcn:J169_02151
ko:K00566	xcn:J169_02152
ko:K06891	xcn:J169_02154
ko:K03694	xcn:J169_02155
ko:K02518	xcn:J169_02156
ko:K00684	xcn:J169_02157
ko:K09919	xcn:J169_02158
ko:K00384	xcn:J169_02159
ko:K03466	xcn:J169_02160
ko:K03634	xcn:J169_02162
ko:K07478	xcn:J169_02164
ko:K06199	xcn:J169_02166
ko:K07516	xcn:J169_02169
ko:K00940	xcn:J169_02171
ko:K06941	xcn:J169_02172
ko:K02656	xcn:J169_02173
ko:K15539	xcn:J169_02174
ko:K17713	xcn:J169_02176
ko:K03977	xcn:J169_02177
ko:K03750	xcn:J169_02178
ko:K05592	xcn:J169_02993
ko:K03088	xcn:J169_02994
ko:K14761	xcn:J169_02996
ko:K13529	xcn:J169_03002
ko:K00567	xcn:J169_03003
ko:K02014	xcn:J169_03009
ko:K18139	xcn:J169_03023
ko:K03585	xcn:J169_03025
ko:K09823	xcn:J169_03027
ko:K01885	xcn:J169_03028
ko:K06143	xcn:J169_03033
ko:K07641	xcn:J169_03035
ko:K07663	xcn:J169_03036
ko:K07115	xcn:J169_03037
ko:K03723	xcn:J169_03039
ko:K19048	xcn:J169_03044
ko:K02073	xcn:J169_03849
ko:K02072	xcn:J169_03850
ko:K02071	xcn:J169_03851
ko:K09767	xcn:J169_03853
ko:K09941	xcn:J169_03857
ko:K06183	xcn:J169_03860
ko:K00564	xcn:J169_03861
ko:K01775	xcn:J169_03869
ko:K00285	xcn:J169_03870
ko:K03719	xcn:J169_03871
ko:K07305	xcn:J169_03873
ko:K02556	xcn:J169_03875
ko:K02557	xcn:J169_03876
ko:K01992	xcn:J169_03881
ko:K01990	xcn:J169_03882
ko:K03316	xcn:J169_03883
ko:K15977	xcn:J169_03888
ko:K07386	xcn:J169_03893
ko:K08234	xcn:J169_01532
ko:K16235	xcn:J169_01533
ko:K00547	xcn:J169_01534
ko:K09125	xcn:J169_01536
ko:K10947	xcn:J169_01540
ko:K05973	xcn:J169_01542
ko:K08973	xcn:J169_01544
ko:K01962	xcn:J169_01547
ko:K02337	xcn:J169_01548
ko:K03470	xcn:J169_01549
ko:K00748	xcn:J169_01550
ko:K00677	xcn:J169_01551
ko:K02372	xcn:J169_01552
ko:K02536	xcn:J169_01553
ko:K07277	xcn:J169_01555
ko:K11749	xcn:J169_01556
ko:K00099	xcn:J169_01557
ko:K00981	xcn:J169_01558
ko:K00806	xcn:J169_01559
ko:K02838	xcn:J169_01560
ko:K09903	xcn:J169_01561
ko:K02357	xcn:J169_01563
ko:K02967	xcn:J169_01564
ko:K07346	xcn:J169_01565
ko:K07347	xcn:J169_01568
ko:K07346	xcn:J169_01569
ko:K01265	xcn:J169_01571
ko:K00990	xcn:J169_01572
ko:K00674	xcn:J169_01573
ko:K01439	xcn:J169_01575
ko:K01953	xcn:J169_01576
ko:K02014	xcn:J169_01578
ko:K01434	xcn:J169_01580
ko:K03594	xcn:J169_01581
ko:K00569	xcn:J169_01582
ko:K03658	xcn:J169_02427
ko:K03630	xcn:J169_02448
ko:K07733	xcn:J169_02454
ko:K12373	xcn:J169_03258
ko:K01192	xcn:J169_03259
ko:K05349	xcn:J169_03260
ko:K12308	xcn:J169_03262
ko:K01222	xcn:J169_03265
ko:K09704	xcn:J169_03266
ko:K12308	xcn:J169_03268
ko:K06201	xcn:J169_03274
ko:K01444	xcn:J169_03275
ko:K03790	xcn:J169_03276
ko:K06598	xcn:J169_03277
ko:K06597	xcn:J169_03278
ko:K02487	xcn:J169_03279
ko:K06596	xcn:J169_03279
ko:K02660	xcn:J169_03280
ko:K02659	xcn:J169_03281
ko:K02658	xcn:J169_03282
ko:K02657	xcn:J169_03283
ko:K01920	xcn:J169_03284
ko:K03832	xcn:J169_03285
ko:K14742	xcn:J169_03287
ko:K05365	xcn:J169_03290
ko:K00951	xcn:J169_03293
ko:K06136	xcn:J169_03294
ko:K06137	xcn:J169_03295
ko:K06138	xcn:J169_03296
ko:K06139	xcn:J169_03297
ko:K00845	xcn:J169_03300
ko:K03578	xcn:J169_03302
ko:K04047	xcn:J169_03303
ko:K03654	xcn:J169_03304
ko:K06182	xcn:J169_03309
ko:K07391	xcn:J169_04130
ko:K03098	xcn:J169_04131
ko:K00508	xcn:J169_04134
ko:K14415	xcn:J169_04142
ko:K06889	xcn:J169_04144
ko:K07071	xcn:J169_04150
ko:K01255	xcn:J169_04162
ko:K03088	xcn:J169_04164
ko:K03781	xcn:J169_04165
ko:K12262	xcn:J169_04166
ko:K09992	xcn:J169_04167
ko:K07693	xcn:J169_04168
ko:K07778	xcn:J169_04169
ko:K02003	xcn:J169_04171
ko:K02004	xcn:J169_04172
ko:K02004	xcn:J169_04173
ko:K02313	xcn:J169_00109
ko:K02338	xcn:J169_00110
ko:K03629	xcn:J169_00111
ko:K02470	xcn:J169_00113
ko:K07052	xcn:J169_00114
ko:K03832	xcn:J169_00117
ko:K03561	xcn:J169_00118
ko:K03559	xcn:J169_00119
ko:K03559	xcn:J169_00120
ko:K03474	xcn:J169_00121
ko:K06131	xcn:J169_00123
ko:K06076	xcn:J169_00128
ko:K00058	xcn:J169_00131
ko:K03664	xcn:J169_01660
ko:K09801	xcn:J169_01662
ko:K06186	xcn:J169_01663
ko:K03711	xcn:J169_01664
ko:K03631	xcn:J169_01665
ko:K03705	xcn:J169_01666
ko:K03687	xcn:J169_01667
ko:K04043	xcn:J169_01668
ko:K03686	xcn:J169_01669
ko:K00868	xcn:J169_01671
ko:K04517	xcn:J169_01672
ko:K04761	xcn:J169_01678
ko:K06147	xcn:J169_01679
ko:K06966	xcn:J169_01681
ko:K00382	xcn:J169_01682
ko:K00658	xcn:J169_01683
ko:K00164	xcn:J169_01684
ko:K18850	xcn:J169_01686
ko:K01756	xcn:J169_01688
ko:K01679	xcn:J169_01691
ko:K03449	xcn:J169_02510
ko:K06978	xcn:J169_02511
ko:K00147	xcn:J169_02512
ko:K00931	xcn:J169_02513
ko:K01755	xcn:J169_02515
ko:K00145	xcn:J169_02516
ko:K01438	xcn:J169_02519
ko:K01940	xcn:J169_02521
ko:K01883	xcn:J169_02524
ko:K02426	xcn:J169_02525
ko:K06204	xcn:J169_02527
ko:K08998	xcn:J169_02528
ko:K01465	xcn:J169_02529
ko:K03735	xcn:J169_02533
ko:K03736	xcn:J169_02534
ko:K01728	xcn:J169_02541
ko:K00568	xcn:J169_02546
ko:K02356	xcn:J169_02549
ko:K02044	xcn:J169_02552
ko:K15396	xcn:J169_02553
ko:K01092	xcn:J169_02554
ko:K04564	xcn:J169_02555
ko:K15738	xcn:J169_02558
ko:K05591	xcn:J169_02559
ko:K00759	xcn:J169_02560
ko:K00799	xcn:J169_02563
ko:K02233	xcn:J169_03364
ko:K02226	xcn:J169_03365
ko:K00768	xcn:J169_03366
ko:K02231	xcn:J169_03367
ko:K02232	xcn:J169_03368
ko:K02225	xcn:J169_03369
ko:K02227	xcn:J169_03371
ko:K19221	xcn:J169_03372
ko:K16092	xcn:J169_03375
ko:K03695	xcn:J169_03377
ko:K15555	xcn:J169_03378
ko:K15554	xcn:J169_03379
ko:K15553	xcn:J169_03380
ko:K02014	xcn:J169_03383
ko:K07461	xcn:J169_03384
ko:K00799	xcn:J169_03385
ko:K06901	xcn:J169_03388
ko:K02014	xcn:J169_03391
ko:K01087	xcn:J169_03392
ko:K00697	xcn:J169_03394
ko:K00117	xcn:J169_03395
ko:K03406	xcn:J169_03396
ko:K05810	xcn:J169_03399
ko:K06180	xcn:J169_03400
ko:K05807	xcn:J169_03401
ko:K01950	xcn:J169_03403
ko:K07483	xcn:J169_03405
ko:K07729	xcn:J169_04229
ko:K01198	xcn:J169_04231
ko:K02014	xcn:J169_04235
ko:K13633	xcn:J169_04237
ko:K01990	xcn:J169_04239
ko:K01992	xcn:J169_04240
ko:K00077	xcn:J169_04243
ko:K03671	xcn:J169_04247
ko:K09799	xcn:J169_04251
ko:K06213	xcn:J169_04253
ko:K01674	xcn:J169_04254
ko:K11747	xcn:J169_04255
ko:K00036	xcn:J169_04256
ko:K09902	xcn:J169_04260
ko:K00647	xcn:J169_04261
ko:K00059	xcn:J169_04266
ko:K00655	xcn:J169_04275
ko:K02078	xcn:J169_04277
ko:K00457	xcn:J169_00572
ko:K00451	xcn:J169_00573
ko:K05564	xcn:J169_00576
ko:K05563	xcn:J169_00577
ko:K05562	xcn:J169_00578
ko:K05561	xcn:J169_00579
ko:K05560	xcn:J169_00580
ko:K05559	xcn:J169_00581
ko:K01923	xcn:J169_00589
ko:K01783	xcn:J169_00592
ko:K01657	xcn:J169_00595
ko:K01620	xcn:J169_00596
ko:K01658	xcn:J169_00597
ko:K00766	xcn:J169_00599
ko:K01609	xcn:J169_00600
ko:K18697	xcn:J169_00601
ko:K10914	xcn:J169_00602
ko:K01611	xcn:J169_00603
ko:K11741	xcn:J169_00604
ko:K06134	xcn:J169_00605
ko:K02871	xcn:J169_00606
ko:K02996	xcn:J169_00607
ko:K08311	xcn:J169_00610
ko:K03594	xcn:J169_00611
ko:K15724	xcn:J169_00617
ko:K03426	xcn:J169_00620
ko:K03807	xcn:J169_00621
ko:K01556	xcn:J169_01750
ko:K00452	xcn:J169_01752
ko:K01673	xcn:J169_01753
ko:K07734	xcn:J169_01765
ko:K01893	xcn:J169_01769
ko:K13628	xcn:J169_01770
ko:K02990	xcn:J169_01771
ko:K02963	xcn:J169_01772
ko:K02939	xcn:J169_01773
ko:K03529	xcn:J169_01774
ko:K03528	xcn:J169_01775
ko:K00817	xcn:J169_01777
ko:K01972	xcn:J169_01778
ko:K04568	xcn:J169_01779
ko:K08963	xcn:J169_01781
ko:K02469	xcn:J169_01782
ko:K00117	xcn:J169_01783
ko:K01712	xcn:J169_01785
ko:K01479	xcn:J169_01786
ko:K01745	xcn:J169_01787
ko:K01468	xcn:J169_01788
ko:K05836	xcn:J169_01790
ko:K17247	xcn:J169_01796
ko:K00831	xcn:J169_01798
ko:K14170	xcn:J169_01799
ko:K00800	xcn:J169_01800
ko:K03832	xcn:J169_01801
ko:K01875	xcn:J169_01803
ko:K01118	xcn:J169_01804
ko:K03406	xcn:J169_02621
ko:K03652	xcn:J169_02622
ko:K03724	xcn:J169_02623
ko:K03600	xcn:J169_02626
ko:K03599	xcn:J169_02627
ko:K00413	xcn:J169_02628
ko:K00412	xcn:J169_02629
ko:K00411	xcn:J169_02630
ko:K00799	xcn:J169_02633
ko:K06168	xcn:J169_02634
ko:K07042	xcn:J169_02637
ko:K06189	xcn:J169_02639
ko:K03284	xcn:J169_02641
ko:K00135	xcn:J169_02642
ko:K11074	xcn:J169_02643
ko:K11075	xcn:J169_02644
ko:K11076	xcn:J169_02645
ko:K03446	xcn:J169_02647
ko:K03543	xcn:J169_02648
ko:K11073	xcn:J169_02649
ko:K12256	xcn:J169_02650
ko:K01915	xcn:J169_02651
ko:K07010	xcn:J169_02652
ko:K01915	xcn:J169_02653
ko:K09471	xcn:J169_02654
ko:K02379	xcn:J169_02660
ko:K00822	xcn:J169_02662
ko:K07814	xcn:J169_02666
ko:K15371	xcn:J169_02668
ko:K03585	xcn:J169_02670
ko:K18138	xcn:J169_02671
ko:K07052	xcn:J169_03475
ko:K12686	xcn:J169_03482
ko:K03154	xcn:J169_03483
ko:K03149	xcn:J169_03484
ko:K03439	xcn:J169_03485
ko:K03282	xcn:J169_03490
ko:K02529	xcn:J169_03492
ko:K01187	xcn:J169_03495
ko:K03929	xcn:J169_03497
ko:K03214	xcn:J169_03498
ko:K07483	xcn:J169_03503
ko:K18138	xcn:J169_03509
ko:K03585	xcn:J169_03510
ko:K00955	xcn:J169_03511
ko:K00957	xcn:J169_03512
ko:K00380	xcn:J169_03513
ko:K00381	xcn:J169_03514
ko:K00390	xcn:J169_03515
ko:K02014	xcn:J169_03517
ko:K02302	xcn:J169_03522
ko:K01738	xcn:J169_03523
ko:K01623	xcn:J169_03526
ko:K15726	xcn:J169_04335
ko:K15727	xcn:J169_04336
ko:K15725	xcn:J169_04337
ko:K03501	xcn:J169_04340
ko:K01113	xcn:J169_04341
ko:K01113	xcn:J169_04343
ko:K06133	xcn:J169_04344
ko:K13932	xcn:J169_00679
ko:K13933	xcn:J169_00680
ko:K13934	xcn:J169_00681
ko:K13930	xcn:J169_00682
ko:K00645	xcn:J169_00684
ko:K01091	xcn:J169_00687
ko:K07315	xcn:J169_00690
ko:K01224	xcn:J169_00693
ko:K00163	xcn:J169_00694
ko:K07483	xcn:J169_00696
ko:K07393	xcn:J169_00702
ko:K06983	xcn:J169_00713
ko:K01713	xcn:J169_00715
ko:K11737	xcn:J169_00718
ko:K03284	xcn:J169_00720
ko:K01194	xcn:J169_00722
ko:K05522	xcn:J169_00724
ko:K03321	xcn:J169_00732
ko:K01142	xcn:J169_04347
ko:K14393	xcn:J169_04353
ko:K01895	xcn:J169_04356
ko:K01198	xcn:J169_04362
ko:K00064	xcn:J169_04363
ko:K07046	xcn:J169_04364
ko:K18335	xcn:J169_04365
ko:K18334	xcn:J169_04367
ko:K03534	xcn:J169_04369
ko:K02429	xcn:J169_04370
ko:K18786	xcn:J169_04375
ko:K03292	xcn:J169_04376
ko:K00851	xcn:J169_04377
ko:K03785	xcn:J169_04380
ko:K09800	xcn:J169_04382
ko:K07278	xcn:J169_04383
ko:K07483	xcn:J169_04386
ko:K13409	xcn:J169_04388
ko:K01879	xcn:J169_04390
ko:K03406	xcn:J169_03456
ko:K03413	xcn:J169_03459
ko:K07039	xcn:J169_00031
ko:K05886	xcn:J169_04095
ko:K01014	xcn:J169_00924
ko:K06954	xcn:J169_01520
ko:K06148	xcn:J169_01855
ko:K13663	xcn:J169_02759
ko:K13661	xcn:J169_02762
ko:K07497	xcn:J169_03071
ko:K07497	xcn:J169_03072
ko:K07497	xcn:J169_03941
ko:K07497	xcn:J169_03942
ko:K07497	xcn:J169_00202
ko:K07497	xcn:J169_02256
ko:K07497	xcn:J169_02257
ko:K07497	xcn:J169_02258
ko:K07497	xcn:J169_02289
ko:K07497	xcn:J169_00266
ko:K07497	xcn:J169_02330
ko:K07497	xcn:J169_02387
ko:K07497	xcn:J169_04119
ko:K07497	xcn:J169_04120
ko:K07497	xcn:J169_00459
ko:K07497	xcn:J169_01650
ko:K07497	xcn:J169_01651
ko:K07497	xcn:J169_02540
ko:K07497	xcn:J169_03406
ko:K07497	xcn:J169_02593
ko:K07497	xcn:J169_02594
ko:K07497	xcn:J169_03435
ko:K07497	xcn:J169_03465
ko:K07497	xcn:J169_03466
ko:K19265	xcn:J169_03381
ko:K00839	xcn:J169_00415
ko:K00020	xcn:J169_01456
ko:K07497	xcn:J169_03502
ko:K07497	xcn:J169_04387
ko:K07497	xcn:J169_01811
ko:K07497	xcn:J169_00695
ko:K07497	xcn:J169_02784
ko:K07497	xcn:J169_02785
ko:K07497	xcn:J169_02815
ko:K07497	xcn:J169_03687
ko:K07497	xcn:J169_03688
ko:K07497	xcn:J169_04504
ko:K07497	xcn:J169_02025
ko:K07497	xcn:J169_02843
ko:K07497	xcn:J169_00001
ko:K07497	xcn:J169_00002
ko:K07497	xcn:J169_00050
ko:K07497	xcn:J169_00051
ko:K07497	xcn:J169_01175
ko:K07497	xcn:J169_01200
ko:K07497	xcn:J169_02074
ko:K07497	xcn:J169_02078
ko:K07497	xcn:J169_00088
ko:K07497	xcn:J169_00089
ko:K07497	xcn:J169_00100
ko:K07497	xcn:J169_00101
ko:K07497	xcn:J169_01234
ko:K00118	xcn:J169_01011
ko:K19335	xcn:J169_01293
ko:K03722	xcn:J169_03288
ko:K03722	xcn:J169_04206
ko:K18323	xcn:J169_00444
ko:K18322	xcn:J169_00443
ko:K18240	xcn:J169_04279
ko:K01066	xcn:J169_00493
ko:K19267	xcn:J169_00454
ko:K00001	xcn:J169_03006
ko:K00035	xcn:J169_00918
ko:K19302	xcn:J169_01953
ko:K18321	xcn:J169_00442
ko:K04771	xcn:J169_01461
ko:K08646	xcn:J169_02943
ko:K19302	xcn:J169_01160
ko:K19336	xcn:J169_01292
ko:K06867	xcn:J169_04204
ko:K06867	xcn:J169_04259
ko:K13658	xcn:J169_02756
ko:K18379	xcn:J169_00519
ko:K00632	xcn:J169_02168
ko:K11894	xcn:J169_04298
ko:K19577	xcn:J169_01504
ko:K19577	xcn:J169_03017
ko:K01768	xcn:J169_01470
ko:K02650	xcn:J169_03428
ko:K00683	xcn:J169_02490
ko:K13656	xcn:J169_02761
ko:K07216	xcn:J169_02656
ko:K03406	xcn:J169_03632
ko:K03406	xcn:J169_02052
ko:K03328	xcn:J169_01843
ko:K18377	xcn:J169_00536
ko:K19092	xcn:J169_01271
ko:K13665	xcn:J169_02753
ko:K18375	xcn:J169_00516
ko:K18380	xcn:J169_00515
ko:K02479	xcn:J169_02324
ko:K18378	xcn:J169_00535
ko:K00433	xcn:J169_02191
ko:K19586	xcn:J169_01627
ko:K19585	xcn:J169_01628
ko:K00324	xcn:J169_01041
ko:K07483	xcn:J169_02600
ko:K09690	xcn:J169_03784
ko:K02483	xcn:J169_04151
ko:K03328	xcn:J169_02755
ko:K00799	xcn:J169_01017
ko:K09065	xcn:J169_02522
ko:K07011	xcn:J169_03709
ko:K19033	xcn:J169_03007
ko:K01090	xcn:J169_04293
ko:K06977	xcn:J169_01364
ko:K02021	xcn:J169_01677
ko:K00992	xcn:J169_03138
ko:K12960	xcn:J169_02547
ko:K01978	xcn:J169_00888
ko:K19696	xcn:J169_01476
ko:K22292	xcn:J169_02545
ko:K01983	xcn:J169_01231
ko:K00799	xcn:J169_03994
ko:K19784	xcn:J169_01619
ko:K06132	xcn:J169_03052
ko:K20938	xcn:J169_00978
ko:K07119	xcn:J169_00402
ko:K07147	xcn:J169_01797
ko:K15777	xcn:J169_03887
ko:K01457	xcn:J169_04508
ko:K19804	xcn:J169_02464
ko:K19802	xcn:J169_04038
ko:K08992	xcn:J169_02465
ko:K22003	xcn:J169_03658
ko:K13775	xcn:J169_03613
ko:K06884	xcn:J169_02312
ko:K07274	xcn:J169_02981
ko:K01434	xcn:J169_01579
ko:K05770	xcn:J169_01972
ko:K21420	xcn:J169_01376
ko:K09796	xcn:J169_01383
ko:K00020	xcn:J169_02443
ko:K01977	xcn:J169_04072
ko:K01977	xcn:J169_04470
ko:K14225	xcn:J169_01077
ko:K14225	xcn:J169_02251
ko:K14225	xcn:J169_02253
ko:K14234	xcn:J169_01078
ko:K14228	xcn:J169_01590
ko:K14228	xcn:J169_01714
ko:K14228	xcn:J169_02212
ko:K14228	xcn:J169_02261
ko:K14228	xcn:J169_02883
ko:K14237	xcn:J169_01211
ko:K14237	xcn:J169_01264
ko:K14233	xcn:J169_01222
ko:K14233	xcn:J169_01239
ko:K14233	xcn:J169_01806
ko:K14233	xcn:J169_01896
ko:K14218	xcn:J169_02587
ko:K14218	xcn:J169_04140
ko:K14231	xcn:J169_02738
ko:K14220	xcn:J169_02806
ko:K14230	xcn:J169_02868
ko:K14230	xcn:J169_03961
ko:K01985	xcn:J169_04067
ko:K01985	xcn:J169_04465
ko:K15035	xcn:J169_01658
ko:K14219	xcn:J169_00510
ko:K14219	xcn:J169_01172
ko:K14219	xcn:J169_01901
ko:K14219	xcn:J169_01902
ko:K14219	xcn:J169_01962
ko:K14223	xcn:J169_00608
ko:K14223	xcn:J169_01071
ko:K14230	xcn:J169_00609
ko:K14225	xcn:J169_03481
ko:K14224	xcn:J169_01936
ko:K14224	xcn:J169_02214
ko:K14224	xcn:J169_02216
ko:K14218	xcn:J169_02215
ko:K14218	xcn:J169_02217
ko:K14218	xcn:J169_04071
ko:K14218	xcn:J169_04469
ko:K14222	xcn:J169_02252
ko:K01980	xcn:J169_04068
ko:K01980	xcn:J169_04466
ko:K14227	xcn:J169_04070
ko:K14227	xcn:J169_04468
ko:K14234	xcn:J169_01395
ko:K14235	xcn:J169_01080
ko:K14232	xcn:J169_01171
ko:K14232	xcn:J169_02509
ko:K14232	xcn:J169_02764
ko:K14226	xcn:J169_01173
ko:K14229	xcn:J169_01202
ko:K14229	xcn:J169_03317
ko:K14228	xcn:J169_01205
ko:K14237	xcn:J169_02804
ko:K14221	xcn:J169_01212
ko:K14221	xcn:J169_01213
ko:K14234	xcn:J169_04191
ko:K14236	xcn:J169_01076
ko:K00507	xcn:J169_00292
ko:K00507	xcn:J169_01521
ko:K20444	xcn:J169_03291
ko:K20444	xcn:J169_03781
ko:K20444	xcn:J169_03780
ko:K20455	xcn:J169_01269
ko:K20429	xcn:J169_02120
ko:K20444	xcn:J169_02110
ko:K20326	xcn:J169_03708
ko:K20327	xcn:J169_03707
ko:K20328	xcn:J169_03706
ko:K20542	xcn:J169_03698
ko:K20541	xcn:J169_03699
ko:K20543	xcn:J169_03697
ko:K03200	xcn:J169_02792
ko:K03198	xcn:J169_02794
ko:K03197	xcn:J169_02795
ko:K03200	xcn:J169_00082
ko:K03198	xcn:J169_00084
ko:K03197	xcn:J169_00085
ko:K20534	xcn:J169_03231
ko:K22132	xcn:J169_01611
ko:K00130	xcn:J169_00837
ko:K01179	xcn:J169_00139
ko:K01179	xcn:J169_00463
ko:K01179	xcn:J169_00731
ko:K03199	xcn:J169_02793
ko:K03199	xcn:J169_00083
ko:K03195	xcn:J169_02798
ko:K03195	xcn:J169_00076
ko:K01179	xcn:J169_00137
ko:K01179	xcn:J169_00138
ko:K20755	xcn:J169_03011
ko:K20755	xcn:J169_03014
ko:K01214	xcn:J169_03440
ko:K01214	xcn:J169_00550
ko:K20866	xcn:J169_03610
ko:K02487	xcn:J169_02416
ko:K11937	xcn:J169_01963
ko:K21071	xcn:J169_03620
ko:K21061	xcn:J169_02727
ko:K21062	xcn:J169_02724
ko:K21023	xcn:J169_02092
ko:K13877	xcn:J169_02723
ko:K21025	xcn:J169_02567
ko:K08968	xcn:J169_03800
ko:K12658	xcn:J169_02728
ko:K00821	xcn:J169_03611
ko:K00526	xcn:J169_04249
ko:K02335	xcn:J169_04286
ko:K07336	xcn:J169_03125
ko:K02316	xcn:J169_04051
ko:K10747	xcn:J169_01481
ko:K00558	xcn:J169_02373
ko:K01520	xcn:J169_04089
ko:K02314	xcn:J169_01620
ko:K03791	xcn:J169_00585
ko:K06217	xcn:J169_02635
ko:K05889	xcn:J169_04378
ko:K06919	xcn:J169_01813
ko:K03553	xcn:J169_01892
ko:K00857	xcn:J169_04460
ko:K03791	xcn:J169_02833
ko:K13522	xcn:J169_00790
ko:K03462	xcn:J169_00791
ko:K03676	xcn:J169_01167
ko:K01185	xcn:J169_01190
ko:K00560	xcn:J169_00965
ko:K00287	xcn:J169_00967
ko:K01139	xcn:J169_03576
ko:K00108	xcn:J169_00836
ko:K02014	xcn:J169_01145
ko:K00525	xcn:J169_04250
ko:K02481	xcn:J169_00339
ko:K07275	xcn:J169_03537
ko:K03293	xcn:J169_03168
ko:K21472	xcn:J169_03111
ko:K21472	xcn:J169_03550
ko:K21405	xcn:J169_00771
ko:K02483	xcn:J169_00849
ko:K01420	xcn:J169_01978
ko:K21686	xcn:J169_01451
ko:K01777	xcn:J169_02393
ko:K21495	xcn:J169_04494
ko:K21929	xcn:J169_03885
ko:K03442	xcn:J169_02196
ko:K22318	xcn:J169_00348
ko:K22105	xcn:J169_04136
ko:K13874	xcn:J169_01915
ko:K03595	xcn:J169_01466
ko:K08994	xcn:J169_03616
ko:K22319	xcn:J169_00350
ko:K01337	xcn:J169_03175
ko:K17758	xcn:J169_01307
ko:K02257	xcn:J169_04054
ko:K22317	xcn:J169_00346
ko:K22320	xcn:J169_00352
ko:K13566	xcn:J169_02491
ko:K22478	xcn:J169_02518
ko:K22479	xcn:J169_02517
ko:K00424	xcn:J169_02508
ko:K22550	xcn:J169_02726
ko:K22549	xcn:J169_02725
