ko:K00602	bcb:BCB4264_A0344
ko:K07691	bcb:BCB4264_A5261
ko:K07050	bcb:BCB4264_A1739
ko:K14188	bcb:BCB4264_A1422
ko:K05346	bcb:BCB4264_A1894
ko:K14219	bcb:BCB4264_A5672
ko:K14219	bcb:BCB4264_A5732
ko:K14219	bcb:BCB4264_A5813
ko:K14219	bcb:BCB4264_A5639
ko:K01449	bcb:BCB4264_A3862
ko:K01992	bcb:BCB4264_A2213
ko:K01183	bcb:BCB4264_A0450
ko:K14225	bcb:BCB4264_A5721
ko:K14225	bcb:BCB4264_A5794
ko:K14225	bcb:BCB4264_A5674
ko:K14225	bcb:BCB4264_A5802
ko:K06147	bcb:BCB4264_A5298
ko:K02247	bcb:BCB4264_A4351
ko:K02249	bcb:BCB4264_A4349
ko:K01090	bcb:BCB4264_A3065
ko:K07149	bcb:BCB4264_A3250
ko:K01447	bcb:BCB4264_A3268
ko:K00344	bcb:BCB4264_A3391
ko:K01286	bcb:BCB4264_A1328
ko:K01286	bcb:BCB4264_A2059
ko:K02491	bcb:BCB4264_A3122
ko:K11035	bcb:BCB4264_A3123
ko:K11035	bcb:BCB4264_A3124
ko:K11037	bcb:BCB4264_A3125
ko:K11036	bcb:BCB4264_A3126
ko:K01497	bcb:BCB4264_A3398
ko:K06147	bcb:BCB4264_A3723
ko:K10947	bcb:BCB4264_A4316
ko:K00344	bcb:BCB4264_A3483
ko:K00001	bcb:BCB4264_A3507
ko:K00102	bcb:BCB4264_A3515
ko:K01239	bcb:BCB4264_A3659
ko:K03307	bcb:BCB4264_A3752
ko:K01183	bcb:BCB4264_A3824
ko:K01200	bcb:BCB4264_A4814
ko:K01046	bcb:BCB4264_A4993
ko:K01239	bcb:BCB4264_A5248
ko:K01990	bcb:BCB4264_A5406
ko:K01286	bcb:BCB4264_A5512
ko:K01286	bcb:BCB4264_A3147
ko:K00020	bcb:BCB4264_A4151
ko:K03811	bcb:BCB4264_A0224
ko:K07496	bcb:BCB4264_A1029
ko:K02030	bcb:BCB4264_A0416
ko:K02028	bcb:BCB4264_A0417
ko:K01992	bcb:BCB4264_A0538
ko:K02476	bcb:BCB4264_A0595
ko:K10041	bcb:BCB4264_A0675
ko:K01447	bcb:BCB4264_A0925
ko:K01090	bcb:BCB4264_A1257
ko:K05303	bcb:BCB4264_A1261
ko:K01286	bcb:BCB4264_A1760
ko:K01286	bcb:BCB4264_A1956
ko:K02480	bcb:BCB4264_A2244
ko:K01992	bcb:BCB4264_A2507
ko:K01286	bcb:BCB4264_A2523
ko:K00001	bcb:BCB4264_A2561
ko:K01046	bcb:BCB4264_A2579
ko:K01239	bcb:BCB4264_A2904
ko:K02205	bcb:BCB4264_A2998
ko:K01524	bcb:BCB4264_A4099
ko:K01239	bcb:BCB4264_A2364
ko:K15035	bcb:BCB4264_A5824
ko:K03088	bcb:BCB4264_A0682
ko:K01760	bcb:BCB4264_A4371
ko:K14231	bcb:BCB4264_A5712
ko:K14231	bcb:BCB4264_A5739
ko:K14231	bcb:BCB4264_A5805
ko:K14231	bcb:BCB4264_A5830
ko:K14232	bcb:BCB4264_A5733
ko:K14232	bcb:BCB4264_A5812
ko:K06595	bcb:BCB4264_A5548
ko:K14237	bcb:BCB4264_A5751
ko:K01048	bcb:BCB4264_A4869
ko:K08177	bcb:BCB4264_A2703
ko:K14166	bcb:BCB4264_A1917
ko:K01990	bcb:BCB4264_A0537
ko:K06133	bcb:BCB4264_A2464
ko:K03293	bcb:BCB4264_A0725
ko:K14235	bcb:BCB4264_A5715
ko:K14235	bcb:BCB4264_A5741
ko:K07052	bcb:BCB4264_A1412
ko:K02304	bcb:BCB4264_A1483
ko:K14223	bcb:BCB4264_A5655
ko:K14223	bcb:BCB4264_A5669
ko:K14223	bcb:BCB4264_A5727
ko:K14223	bcb:BCB4264_A5717
ko:K01081	bcb:BCB4264_A4210
ko:K09607	bcb:BCB4264_A0703
ko:K01271	bcb:BCB4264_A3975
ko:K11033	bcb:BCB4264_A1881
ko:K11034	bcb:BCB4264_A1882
ko:K11034	bcb:BCB4264_A1883
ko:K00557	bcb:BCB4264_A0491
ko:K03574	bcb:BCB4264_A0578
ko:K02475	bcb:BCB4264_A0596
ko:K01447	bcb:BCB4264_A1549
ko:K00483	bcb:BCB4264_A2558
ko:K01447	bcb:BCB4264_A3210
ko:K01992	bcb:BCB4264_A3701
ko:K01992	bcb:BCB4264_A4328
ko:K07149	bcb:BCB4264_A5526
ko:K01977	bcb:BCB4264_A5722
ko:K01977	bcb:BCB4264_A5623
ko:K01977	bcb:BCB4264_A5616
ko:K01977	bcb:BCB4264_A5682
ko:K01977	bcb:BCB4264_A5685
ko:K01977	bcb:BCB4264_A5691
ko:K01977	bcb:BCB4264_A5630
ko:K01977	bcb:BCB4264_A5642
ko:K01977	bcb:BCB4264_A5688
ko:K01977	bcb:BCB4264_A5703
ko:K01977	bcb:BCB4264_A5694
ko:K01977	bcb:BCB4264_A5647
ko:K01977	bcb:BCB4264_A5822
ko:K01977	bcb:BCB4264_A5675
ko:K01117	bcb:BCB4264_A0708
ko:K12960	bcb:BCB4264_A1866
ko:K06344	bcb:BCB4264_A1278
ko:K06948	bcb:BCB4264_A4455
ko:K01759	bcb:BCB4264_A3010
ko:K19689	bcb:BCB4264_A0376
ko:K14652	bcb:BCB4264_A4222
ko:K14647	bcb:BCB4264_A4475
ko:K02446	bcb:BCB4264_A5105
ko:K04488	bcb:BCB4264_A5122
ko:K03406	bcb:BCB4264_A5156
ko:K03294	bcb:BCB4264_A5163
ko:K03406	bcb:BCB4264_A5218
ko:K00657	bcb:BCB4264_A5224
ko:K11031	bcb:BCB4264_A5230
ko:K08974	bcb:BCB4264_A5276
ko:K06023	bcb:BCB4264_A5282
ko:K16013	bcb:BCB4264_A1945
ko:K03976	bcb:BCB4264_A3328
ko:K00059	bcb:BCB4264_A3339
ko:K01560	bcb:BCB4264_A3346
ko:K00851	bcb:BCB4264_A3384
ko:K00616	bcb:BCB4264_A3386
ko:K00033	bcb:BCB4264_A3387
ko:K03406	bcb:BCB4264_A3394
ko:K02116	bcb:BCB4264_A3369
ko:K08483	bcb:BCB4264_A4157
ko:K02564	bcb:BCB4264_A4163
ko:K09763	bcb:BCB4264_A4168
ko:K16012	bcb:BCB4264_A1946
ko:K01119	bcb:BCB4264_A4233
ko:K01515	bcb:BCB4264_A4204
ko:K03177	bcb:BCB4264_A3908
ko:K09764	bcb:BCB4264_A3910
ko:K00059	bcb:BCB4264_A3950
ko:K07030	bcb:BCB4264_A3955
ko:K08724	bcb:BCB4264_A4017
ko:K07177	bcb:BCB4264_A4027
ko:K02862	bcb:BCB4264_A4042
ko:K03499	bcb:BCB4264_A4081
ko:K00626	bcb:BCB4264_A4129
ko:K08969	bcb:BCB4264_A4143
ko:K07258	bcb:BCB4264_A4185
ko:K03783	bcb:BCB4264_A4196
ko:K04763	bcb:BCB4264_A4199
ko:K03711	bcb:BCB4264_A4201
ko:K02549	bcb:BCB4264_A4981
ko:K08680	bcb:BCB4264_A4985
ko:K02552	bcb:BCB4264_A4987
ko:K00784	bcb:BCB4264_A4250
ko:K07570	bcb:BCB4264_A5032
ko:K09787	bcb:BCB4264_A3945
ko:K00027	bcb:BCB4264_A4713
ko:K04767	bcb:BCB4264_A4777
ko:K02274	bcb:BCB4264_A4045
ko:K01439	bcb:BCB4264_A4816
ko:K03635	bcb:BCB4264_A4832
ko:K03455	bcb:BCB4264_A4853
ko:K02004	bcb:BCB4264_A4856
ko:K02116	bcb:BCB4264_A4880
ko:K02051	bcb:BCB4264_A4901
ko:K02049	bcb:BCB4264_A4902
ko:K02050	bcb:BCB4264_A4903
ko:K07025	bcb:BCB4264_A4906
ko:K02004	bcb:BCB4264_A4949
ko:K00700	bcb:BCB4264_A4999
ko:K00016	bcb:BCB4264_A5002
ko:K03713	bcb:BCB4264_A3804
ko:K00882	bcb:BCB4264_A3817
ko:K03830	bcb:BCB4264_A3828
ko:K00059	bcb:BCB4264_A3884
ko:K03471	bcb:BCB4264_A4666
ko:K00059	bcb:BCB4264_A4732
ko:K06286	bcb:BCB4264_A4758
ko:K01258	bcb:BCB4264_A3843
ko:K00241	bcb:BCB4264_A4626
ko:K11144	bcb:BCB4264_A4688
ko:K03346	bcb:BCB4264_A4689
ko:K10563	bcb:BCB4264_A4696
ko:K07658	bcb:BCB4264_A4699
ko:K01480	bcb:BCB4264_A5491
ko:K07652	bcb:BCB4264_A5588
ko:K06346	bcb:BCB4264_A5612
ko:K07668	bcb:BCB4264_A5589
ko:K03297	bcb:BCB4264_A0374
ko:K02446	bcb:BCB4264_A5456
ko:K03048	bcb:BCB4264_A5462
ko:K00626	bcb:BCB4264_A5467
ko:K01560	bcb:BCB4264_A5532
ko:K01101	bcb:BCB4264_A5102
ko:K00666	bcb:BCB4264_A1985
ko:K01479	bcb:BCB4264_A3757
ko:K06196	bcb:BCB4264_A3768
ko:K07034	bcb:BCB4264_A3650
ko:K06976	bcb:BCB4264_A3656
ko:K00059	bcb:BCB4264_A3663
ko:K03593	bcb:BCB4264_A3671
ko:K03635	bcb:BCB4264_A3673
ko:K03294	bcb:BCB4264_A3685
ko:K02342	bcb:BCB4264_A3719
ko:K00626	bcb:BCB4264_A3735
ko:K09976	bcb:BCB4264_A3788
ko:K01119	bcb:BCB4264_A3796
ko:K07584	bcb:BCB4264_A4561
ko:K01719	bcb:BCB4264_A4581
ko:K03406	bcb:BCB4264_A3533
ko:K07025	bcb:BCB4264_A4313
ko:K02245	bcb:BCB4264_A4353
ko:K02244	bcb:BCB4264_A4354
ko:K02243	bcb:BCB4264_A4355
ko:K00548	bcb:BCB4264_A4366
ko:K00845	bcb:BCB4264_A4377
ko:K01387	bcb:BCB4264_A3636
ko:K07104	bcb:BCB4264_A3639
ko:K01489	bcb:BCB4264_A4418
ko:K15976	bcb:BCB4264_A4463
ko:K01724	bcb:BCB4264_A4478
ko:K07104	bcb:BCB4264_A4479
ko:K02004	bcb:BCB4264_A4553
ko:K02004	bcb:BCB4264_A4554
ko:K04076	bcb:BCB4264_A4589
ko:K01073	bcb:BCB4264_A2043
ko:K00929	bcb:BCB4264_A4274
ko:K07035	bcb:BCB4264_A5139
ko:K00016	bcb:BCB4264_A5140
ko:K02076	bcb:BCB4264_A4397
ko:K03406	bcb:BCB4264_A5185
ko:K03406	bcb:BCB4264_A5186
ko:K03455	bcb:BCB4264_A5193
ko:K03317	bcb:BCB4264_A5204
ko:K02238	bcb:BCB4264_A4445
ko:K09762	bcb:BCB4264_A5272
ko:K07729	bcb:BCB4264_A5291
ko:K02240	bcb:BCB4264_A5312
ko:K03478	bcb:BCB4264_A5327
ko:K01222	bcb:BCB4264_A5328
ko:K03317	bcb:BCB4264_A5359
ko:K02004	bcb:BCB4264_A5378
ko:K02116	bcb:BCB4264_A5434
ko:K15652	bcb:BCB4264_A1988
ko:K15600	bcb:BCB4264_A0783
ko:K15599	bcb:BCB4264_A0784
ko:K15598	bcb:BCB4264_A0785
ko:K01447	bcb:BCB4264_A3745
ko:K01992	bcb:BCB4264_A4329
ko:K01992	bcb:BCB4264_A4330
ko:K01992	bcb:BCB4264_A4331
ko:K11749	bcb:BCB4264_A3918
ko:K08713	bcb:BCB4264_A0540
ko:K06343	bcb:BCB4264_A1274
ko:K00960	bcb:BCB4264_A5376
ko:K00564	bcb:BCB4264_A0122
ko:K05592	bcb:BCB4264_A5577
ko:K03817	bcb:BCB4264_A4798
ko:K00128	bcb:BCB4264_A2843
ko:K00571	bcb:BCB4264_A4747
ko:K08651	bcb:BCB4264_A2345
ko:K03611	bcb:BCB4264_A0814
ko:K03206	bcb:BCB4264_A2259
ko:K01992	bcb:BCB4264_A0900
ko:K01759	bcb:BCB4264_A2121
ko:K01447	bcb:BCB4264_A2637
ko:K02031	bcb:BCB4264_A0248
ko:K02428	bcb:BCB4264_A4600
ko:K15580	bcb:BCB4264_A3694
ko:K01834	bcb:BCB4264_A1761
ko:K01834	bcb:BCB4264_A2442
ko:K01834	bcb:BCB4264_A2066
ko:K01834	bcb:BCB4264_A3845
ko:K01834	bcb:BCB4264_A5114
ko:K15640	bcb:BCB4264_A4036
ko:K15519	bcb:BCB4264_A0019
ko:K01252	bcb:BCB4264_A2336
ko:K04748	bcb:BCB4264_A0661
ko:K15554	bcb:BCB4264_A2930
ko:K15633	bcb:BCB4264_A5250
ko:K15771	bcb:BCB4264_A4118
ko:K15772	bcb:BCB4264_A4117
ko:K15738	bcb:BCB4264_A2173
ko:K09022	bcb:BCB4264_A0052
ko:K15553	bcb:BCB4264_A2931
ko:K02032	bcb:BCB4264_A0949
ko:K15582	bcb:BCB4264_A1236
ko:K15583	bcb:BCB4264_A1237
ko:K15581	bcb:BCB4264_A1235
ko:K10823	bcb:BCB4264_A1238
ko:K15580	bcb:BCB4264_A2861
ko:K15580	bcb:BCB4264_A0219
ko:K07130	bcb:BCB4264_A2765
ko:K02034	bcb:BCB4264_A0211
ko:K01835	bcb:BCB4264_A5051
ko:K03839	bcb:BCB4264_A3649
ko:K03839	bcb:BCB4264_A1428
ko:K07260	bcb:BCB4264_A3298
ko:K15973	bcb:BCB4264_A1388
ko:K15986	bcb:BCB4264_A2837
ko:K15975	bcb:BCB4264_A1054
ko:K15975	bcb:BCB4264_A3751
ko:K01118	bcb:BCB4264_A2222
ko:K10040	bcb:BCB4264_A0678
ko:K10716	bcb:BCB4264_A5517
ko:K02424	bcb:BCB4264_A0908
ko:K14226	bcb:BCB4264_A5767
ko:K10009	bcb:BCB4264_A0909
ko:K18926	bcb:BCB4264_A0988
ko:K10716	bcb:BCB4264_A5028
ko:K16044	bcb:BCB4264_A3704
ko:K10010	bcb:BCB4264_A0910
ko:K10040	bcb:BCB4264_A0677
ko:K16188	bcb:BCB4264_A4868
ko:K15580	bcb:BCB4264_A3696
ko:K02031	bcb:BCB4264_A0948
ko:K07038	bcb:BCB4264_A0524
ko:K16216	bcb:BCB4264_A3655
ko:K16509	bcb:BCB4264_A1242
ko:K16511	bcb:BCB4264_A1545
ko:K11733	bcb:BCB4264_A3071
ko:K18682	bcb:BCB4264_A3877
ko:K01400	bcb:BCB4264_A0638
ko:K16509	bcb:BCB4264_A3411
ko:K16511	bcb:BCB4264_A1244
ko:K14229	bcb:BCB4264_A5768
ko:K16785	bcb:BCB4264_A2667
ko:K01156	bcb:BCB4264_A0973
ko:K16323	bcb:BCB4264_A2992
ko:K16169	bcb:BCB4264_A1627
ko:K11735	bcb:BCB4264_A3823
ko:K13993	bcb:BCB4264_A2242
ko:K16264	bcb:BCB4264_A1771
ko:K03321	bcb:BCB4264_A0689
ko:K05340	bcb:BCB4264_A4829
ko:K16654	bcb:BCB4264_A1306
ko:K16786	bcb:BCB4264_A0160
ko:K00090	bcb:BCB4264_A5035
ko:K16787	bcb:BCB4264_A0161
ko:K16785	bcb:BCB4264_A0162
ko:K05813	bcb:BCB4264_A0606
ko:K16789	bcb:BCB4264_A4935
ko:K02032	bcb:BCB4264_A0249
ko:K02033	bcb:BCB4264_A0210
ko:K06315	bcb:BCB4264_A2488
ko:K20107	bcb:BCB4264_A0428
ko:K20108	bcb:BCB4264_A0428
ko:K02372	bcb:BCB4264_A2917
ko:K06994	bcb:BCB4264_A2953
ko:K00800	bcb:BCB4264_A2956
ko:K00817	bcb:BCB4264_A2958
ko:K01736	bcb:BCB4264_A2959
ko:K00116	bcb:BCB4264_A2975
ko:K10555	bcb:BCB4264_A2976
ko:K10557	bcb:BCB4264_A2977
ko:K10556	bcb:BCB4264_A2978
ko:K10558	bcb:BCB4264_A2979
ko:K11216	bcb:BCB4264_A2981
ko:K09680	bcb:BCB4264_A2918
ko:K07533	bcb:BCB4264_A2875
ko:K05946	bcb:BCB4264_A2884
ko:K10947	bcb:BCB4264_A3802
ko:K02030	bcb:BCB4264_A4264
ko:K11636	bcb:BCB4264_A2001
ko:K11636	bcb:BCB4264_A4964
ko:K11636	bcb:BCB4264_A4966
ko:K11636	bcb:BCB4264_A2576
ko:K00355	bcb:BCB4264_A5101
ko:K16786	bcb:BCB4264_A2666
ko:K16787	bcb:BCB4264_A2666
ko:K16881	bcb:BCB4264_A4381
ko:K11635	bcb:BCB4264_A4965
ko:K11635	bcb:BCB4264_A2575
ko:K11991	bcb:BCB4264_A0022
ko:K10819	bcb:BCB4264_A4782
ko:K00355	bcb:BCB4264_A3310
ko:K16869	bcb:BCB4264_A5509
ko:K16898	bcb:BCB4264_A1193
ko:K16786	bcb:BCB4264_A3317
ko:K16787	bcb:BCB4264_A3317
ko:K16785	bcb:BCB4264_A3318
ko:K15555	bcb:BCB4264_A2932
ko:K02003	bcb:BCB4264_A0851
ko:K16924	bcb:BCB4264_A2665
ko:K03924	bcb:BCB4264_A3015
ko:K16927	bcb:BCB4264_A3316
ko:K00147	bcb:BCB4264_A2993
ko:K00931	bcb:BCB4264_A2994
ko:K00286	bcb:BCB4264_A2995
ko:K10255	bcb:BCB4264_A3000
ko:K00876	bcb:BCB4264_A3064
ko:K03100	bcb:BCB4264_A3079
ko:K16899	bcb:BCB4264_A1192
ko:K16937	bcb:BCB4264_A0195
ko:K16937	bcb:BCB4264_A4469
ko:K09607	bcb:BCB4264_A3001
ko:K07727	bcb:BCB4264_A3005
ko:K00876	bcb:BCB4264_A3008
ko:K17103	bcb:BCB4264_A1002
ko:K17103	bcb:BCB4264_A3520
ko:K03837	bcb:BCB4264_A3207
ko:K00831	bcb:BCB4264_A3261
ko:K01434	bcb:BCB4264_A3266
ko:K02106	bcb:BCB4264_A3308
ko:K07282	bcb:BCB4264_A3299
ko:K02003	bcb:BCB4264_A3243
ko:K02004	bcb:BCB4264_A3244
ko:K07734	bcb:BCB4264_A3253
ko:K01992	bcb:BCB4264_A5257
ko:K17217	bcb:BCB4264_A4491
ko:K01945	bcb:BCB4264_A0345
ko:K00655	bcb:BCB4264_A0233
ko:K03424	bcb:BCB4264_A0238
ko:K00865	bcb:BCB4264_A0185
ko:K01476	bcb:BCB4264_A0186
ko:K03431	bcb:BCB4264_A0189
ko:K00820	bcb:BCB4264_A0191
ko:K00059	bcb:BCB4264_A0196
ko:K02072	bcb:BCB4264_A0197
ko:K17216	bcb:BCB4264_A4492
ko:K03781	bcb:BCB4264_A3026
ko:K01387	bcb:BCB4264_A3027
ko:K01486	bcb:BCB4264_A3029
ko:K03924	bcb:BCB4264_A3034
ko:K09768	bcb:BCB4264_A3061
ko:K17103	bcb:BCB4264_A1469
ko:K01972	bcb:BCB4264_A0352
ko:K00294	bcb:BCB4264_A0355
ko:K02071	bcb:BCB4264_A0358
ko:K02072	bcb:BCB4264_A0359
ko:K02073	bcb:BCB4264_A0360
ko:K06925	bcb:BCB4264_A0289
ko:K03789	bcb:BCB4264_A0291
ko:K01409	bcb:BCB4264_A0292
ko:K06158	bcb:BCB4264_A0293
ko:K01926	bcb:BCB4264_A0294
ko:K04078	bcb:BCB4264_A0297
ko:K04077	bcb:BCB4264_A0298
ko:K01951	bcb:BCB4264_A0300
ko:K06901	bcb:BCB4264_A0302
ko:K06153	bcb:BCB4264_A0312
ko:K01784	bcb:BCB4264_A0323
ko:K01588	bcb:BCB4264_A0334
ko:K01589	bcb:BCB4264_A0335
ko:K01756	bcb:BCB4264_A0336
ko:K01923	bcb:BCB4264_A0337
ko:K01952	bcb:BCB4264_A0338
ko:K01952	bcb:BCB4264_A0339
ko:K01952	bcb:BCB4264_A0340
ko:K00764	bcb:BCB4264_A0341
ko:K01933	bcb:BCB4264_A0342
ko:K11175	bcb:BCB4264_A0343
ko:K02035	bcb:BCB4264_A0245
ko:K02033	bcb:BCB4264_A0246
ko:K02034	bcb:BCB4264_A0247
ko:K00457	bcb:BCB4264_A0255
ko:K00451	bcb:BCB4264_A0257
ko:K03294	bcb:BCB4264_A0258
ko:K01921	bcb:BCB4264_A0260
ko:K01929	bcb:BCB4264_A0261
ko:K05592	bcb:BCB4264_A0262
ko:K00997	bcb:BCB4264_A0265
ko:K01775	bcb:BCB4264_A0267
ko:K07723	bcb:BCB4264_A0268
ko:K06959	bcb:BCB4264_A0270
ko:K03095	bcb:BCB4264_A0272
ko:K02071	bcb:BCB4264_A0198
ko:K02073	bcb:BCB4264_A0199
ko:K07552	bcb:BCB4264_A0206
ko:K15580	bcb:BCB4264_A0214
ko:K02035	bcb:BCB4264_A0220
ko:K00286	bcb:BCB4264_A0223
ko:K05340	bcb:BCB4264_A0225
ko:K02018	bcb:BCB4264_A0227
ko:K02020	bcb:BCB4264_A0228
ko:K07094	bcb:BCB4264_A0350
ko:K03657	bcb:BCB4264_A0351
ko:K17218	bcb:BCB4264_A3524
ko:K01669	bcb:BCB4264_A3165
ko:K09822	bcb:BCB4264_A3175
ko:K05577	bcb:BCB4264_A3176
ko:K02548	bcb:BCB4264_A3180
ko:K03325	bcb:BCB4264_A3187
ko:K01744	bcb:BCB4264_A3115
ko:K01424	bcb:BCB4264_A3116
ko:K08987	bcb:BCB4264_A3118
ko:K03294	bcb:BCB4264_A3131
ko:K00286	bcb:BCB4264_A3132
ko:K01304	bcb:BCB4264_A3083
ko:K07160	bcb:BCB4264_A3086
ko:K03100	bcb:BCB4264_A3090
ko:K06201	bcb:BCB4264_A3091
ko:K00027	bcb:BCB4264_A3134
ko:K07717	bcb:BCB4264_A3141
ko:K01425	bcb:BCB4264_A3142
ko:K09932	bcb:BCB4264_A3153
ko:K06317	bcb:BCB4264_A0028
ko:K00943	bcb:BCB4264_A0035
ko:K02341	bcb:BCB4264_A0036
ko:K07461	bcb:BCB4264_A0040
ko:K07056	bcb:BCB4264_A0041
ko:K06284	bcb:BCB4264_A0042
ko:K03525	bcb:BCB4264_A0073
ko:K02499	bcb:BCB4264_A0061
ko:K07571	bcb:BCB4264_A0066
ko:K06382	bcb:BCB4264_A0069
ko:K04075	bcb:BCB4264_A0070
ko:K00760	bcb:BCB4264_A0071
ko:K03798	bcb:BCB4264_A0072
ko:K03708	bcb:BCB4264_A0099
ko:K01883	bcb:BCB4264_A0110
ko:K11145	bcb:BCB4264_A0111
ko:K03218	bcb:BCB4264_A0112
ko:K03424	bcb:BCB4264_A0044
ko:K05985	bcb:BCB4264_A0045
ko:K02528	bcb:BCB4264_A0046
ko:K06436	bcb:BCB4264_A0047
ko:K00919	bcb:BCB4264_A0050
ko:K09685	bcb:BCB4264_A0051
ko:K06412	bcb:BCB4264_A0053
ko:K04042	bcb:BCB4264_A0054
ko:K00948	bcb:BCB4264_A0055
ko:K01056	bcb:BCB4264_A0056
ko:K03723	bcb:BCB4264_A0058
ko:K04769	bcb:BCB4264_A0059
ko:K04083	bcb:BCB4264_A0074
ko:K01738	bcb:BCB4264_A0075
ko:K01665	bcb:BCB4264_A0076
ko:K00796	bcb:BCB4264_A0079
ko:K01633	bcb:BCB4264_A0080
ko:K00950	bcb:BCB4264_A0081
ko:K04567	bcb:BCB4264_A0084
ko:K03696	bcb:BCB4264_A0102
ko:K04485	bcb:BCB4264_A0103
ko:K07067	bcb:BCB4264_A0104
ko:K00991	bcb:BCB4264_A0106
ko:K01770	bcb:BCB4264_A0107
ko:K00640	bcb:BCB4264_A0109
ko:K06962	bcb:BCB4264_A0113
ko:K03091	bcb:BCB4264_A0114
ko:K03073	bcb:BCB4264_A0115
ko:K02601	bcb:BCB4264_A0116
ko:K02867	bcb:BCB4264_A0117
ko:K02863	bcb:BCB4264_A0118
ko:K02864	bcb:BCB4264_A0120
ko:K02935	bcb:BCB4264_A0121
ko:K03043	bcb:BCB4264_A0123
ko:K03046	bcb:BCB4264_A0124
ko:K07590	bcb:BCB4264_A0125
ko:K02950	bcb:BCB4264_A0126
ko:K02992	bcb:BCB4264_A0127
ko:K02355	bcb:BCB4264_A0128
ko:K02358	bcb:BCB4264_A0129
ko:K02946	bcb:BCB4264_A0130
ko:K02906	bcb:BCB4264_A0131
ko:K02926	bcb:BCB4264_A0132
ko:K02892	bcb:BCB4264_A0133
ko:K02886	bcb:BCB4264_A0134
ko:K02965	bcb:BCB4264_A0135
ko:K02890	bcb:BCB4264_A0136
ko:K02982	bcb:BCB4264_A0137
ko:K02878	bcb:BCB4264_A0138
ko:K02904	bcb:BCB4264_A0139
ko:K02961	bcb:BCB4264_A0140
ko:K02874	bcb:BCB4264_A0141
ko:K02895	bcb:BCB4264_A0142
ko:K02931	bcb:BCB4264_A0143
ko:K02954	bcb:BCB4264_A0144
ko:K02994	bcb:BCB4264_A0145
ko:K02933	bcb:BCB4264_A0146
ko:K02881	bcb:BCB4264_A0147
ko:K02988	bcb:BCB4264_A0148
ko:K02313	bcb:BCB4264_A0001
ko:K02338	bcb:BCB4264_A0002
ko:K03629	bcb:BCB4264_A0004
ko:K02907	bcb:BCB4264_A0149
ko:K02876	bcb:BCB4264_A0150
ko:K03076	bcb:BCB4264_A0151
ko:K00939	bcb:BCB4264_A0152
ko:K01265	bcb:BCB4264_A0153
ko:K02518	bcb:BCB4264_A0154
ko:K02919	bcb:BCB4264_A0155
ko:K02952	bcb:BCB4264_A0156
ko:K02948	bcb:BCB4264_A0157
ko:K03040	bcb:BCB4264_A0158
ko:K02879	bcb:BCB4264_A0159
ko:K06173	bcb:BCB4264_A0163
ko:K02871	bcb:BCB4264_A0165
ko:K02996	bcb:BCB4264_A0166
ko:K01448	bcb:BCB4264_A0168
ko:K03593	bcb:BCB4264_A0169
ko:K02470	bcb:BCB4264_A0005
ko:K02469	bcb:BCB4264_A0006
ko:K00088	bcb:BCB4264_A0012
ko:K07258	bcb:BCB4264_A0013
ko:K06215	bcb:BCB4264_A0014
ko:K08681	bcb:BCB4264_A0015
ko:K01875	bcb:BCB4264_A0016
ko:K02343	bcb:BCB4264_A0024
ko:K09747	bcb:BCB4264_A0025
ko:K06187	bcb:BCB4264_A0026
ko:K17462	bcb:BCB4264_A4494
ko:K02029	bcb:BCB4264_A4263
ko:K02028	bcb:BCB4264_A4262
ko:K01992	bcb:BCB4264_A3772
ko:K01992	bcb:BCB4264_A5522
ko:K01990	bcb:BCB4264_A3439
ko:K01990	bcb:BCB4264_A3702
ko:K01990	bcb:BCB4264_A4187
ko:K01990	bcb:BCB4264_A5478
ko:K01990	bcb:BCB4264_A1804
ko:K01990	bcb:BCB4264_A2506
ko:K01990	bcb:BCB4264_A4645
ko:K10112	bcb:BCB4264_A4122
ko:K01992	bcb:BCB4264_A1411
ko:K19309	bcb:BCB4264_A0314
ko:K01992	bcb:BCB4264_A1805
ko:K01992	bcb:BCB4264_A3438
ko:K01992	bcb:BCB4264_A5477
ko:K05592	bcb:BCB4264_A2430
ko:K17472	bcb:BCB4264_A4518
ko:K17686	bcb:BCB4264_A3829
ko:K17836	bcb:BCB4264_A2503
ko:K00611	bcb:BCB4264_A0421
ko:K03758	bcb:BCB4264_A0422
ko:K00926	bcb:BCB4264_A0423
ko:K01421	bcb:BCB4264_A0430
ko:K00878	bcb:BCB4264_A0439
ko:K00788	bcb:BCB4264_A0440
ko:K07791	bcb:BCB4264_A0441
ko:K03406	bcb:BCB4264_A0442
ko:K06518	bcb:BCB4264_A3777
ko:K17828	bcb:BCB4264_A3982
ko:K18115	bcb:BCB4264_A3665
ko:K17837	bcb:BCB4264_A3447
ko:K01791	bcb:BCB4264_A5320
ko:K17733	bcb:BCB4264_A2690
ko:K02171	bcb:BCB4264_A1110
ko:K18104	bcb:BCB4264_A1961
ko:K02479	bcb:BCB4264_A2245
ko:K01759	bcb:BCB4264_A5339
ko:K08168	bcb:BCB4264_A4605
ko:K02809	bcb:BCB4264_A0877
ko:K02810	bcb:BCB4264_A0877
ko:K21379	bcb:BCB4264_A1950
ko:K18220	bcb:BCB4264_A3046
ko:K08221	bcb:BCB4264_A5493
ko:K01286	bcb:BCB4264_A5152
ko:K00004	bcb:BCB4264_A0705
