ko:K18929	ahp:V429_14100
ko:K12532	ahp:V429_07580
ko:K12530	ahp:V429_07585
ko:K14441	ahp:V429_07610
ko:K02408	ahp:V429_07625
ko:K02409	ahp:V429_07630
ko:K02410	ahp:V429_07635
ko:K02411	ahp:V429_07640
ko:K02412	ahp:V429_07645
ko:K02413	ahp:V429_07650
ko:K02414	ahp:V429_07655
ko:K02415	ahp:V429_07660
ko:K02416	ahp:V429_07665
ko:K02417	ahp:V429_07670
ko:K02418	ahp:V429_07675
ko:K02419	ahp:V429_07680
ko:K02420	ahp:V429_07685
ko:K02421	ahp:V429_07690
ko:K02401	ahp:V429_07695
ko:K02400	ahp:V429_07700
ko:K02404	ahp:V429_07705
ko:K04562	ahp:V429_07710
ko:K02405	ahp:V429_07715
ko:K03413	ahp:V429_07720
ko:K03414	ahp:V429_07725
ko:K03407	ahp:V429_07730
ko:K03412	ahp:V429_07735
ko:K02556	ahp:V429_07740
ko:K02897	ahp:V429_12200
ko:K03578	ahp:V429_12210
ko:K09747	ahp:V429_12240
ko:K02343	ahp:V429_12245
ko:K00759	ahp:V429_12250
ko:K09790	ahp:V429_12255
ko:K05541	ahp:V429_12260
ko:K03684	ahp:V429_12400
ko:K01897	ahp:V429_12405
ko:K07285	ahp:V429_12415
ko:K00765	ahp:V429_12435
ko:K00013	ahp:V429_12440
ko:K00817	ahp:V429_12445
ko:K01089	ahp:V429_12450
ko:K02501	ahp:V429_12455
ko:K01814	ahp:V429_12460
ko:K07814	ahp:V429_12465
ko:K02500	ahp:V429_12480
ko:K11755	ahp:V429_12485
ko:K00666	ahp:V429_12490
ko:K13480	ahp:V429_12515
ko:K03760	ahp:V429_14670
ko:K11179	ahp:V429_14700
ko:K03749	ahp:V429_14705
ko:K11754	ahp:V429_14710
ko:K01963	ahp:V429_14715
ko:K06173	ahp:V429_14720
ko:K08086	ahp:V429_14725
ko:K00133	ahp:V429_14730
ko:K03473	ahp:V429_14735
ko:K02073	ahp:V429_14745
ko:K13652	ahp:V429_14755
ko:K05349	ahp:V429_14790
ko:K09773	ahp:V429_14805
ko:K11734	ahp:V429_14815
ko:K09807	ahp:V429_14820
ko:K12543	ahp:V429_14865
ko:K12542	ahp:V429_14870
ko:K12541	ahp:V429_14875
ko:K07139	ahp:V429_14880
ko:K00265	ahp:V429_14890
ko:K00266	ahp:V429_14895
ko:K10010	ahp:V429_14900
ko:K10009	ahp:V429_14905
ko:K02424	ahp:V429_14910
ko:K13639	ahp:V429_14925
ko:K00657	ahp:V429_14955
ko:K05596	ahp:V429_02990
ko:K06895	ahp:V429_03005
ko:K01119	ahp:V429_03010
ko:K06077	ahp:V429_03015
ko:K01262	ahp:V429_03030
ko:K01610	ahp:V429_03040
ko:K04083	ahp:V429_03045
ko:K04762	ahp:V429_03050
ko:K02452	ahp:V429_03055
ko:K02453	ahp:V429_03060
ko:K02454	ahp:V429_03065
ko:K02455	ahp:V429_03070
ko:K02456	ahp:V429_03075
ko:K02457	ahp:V429_03085
ko:K02458	ahp:V429_03090
ko:K02459	ahp:V429_03095
ko:K02460	ahp:V429_03100
ko:K02461	ahp:V429_03105
ko:K02462	ahp:V429_03110
ko:K02463	ahp:V429_03115
ko:K01866	ahp:V429_03125
ko:K08312	ahp:V429_03135
ko:K01082	ahp:V429_03140
ko:K03837	ahp:V429_03145
ko:K06878	ahp:V429_03150
ko:K03764	ahp:V429_03160
ko:K01739	ahp:V429_03165
ko:K12525	ahp:V429_03170
ko:K01595	ahp:V429_03180
ko:K01438	ahp:V429_03185
ko:K00145	ahp:V429_03190
ko:K00930	ahp:V429_03195
ko:K00611	ahp:V429_03200
ko:K01940	ahp:V429_03205
ko:K01755	ahp:V429_03210
ko:K07734	ahp:V429_03215
ko:K00661	ahp:V429_03235
ko:K02048	ahp:V429_03245
ko:K07002	ahp:V429_03250
ko:K02046	ahp:V429_03255
ko:K02047	ahp:V429_03260
ko:K02045	ahp:V429_03265
ko:K13635	ahp:V429_03275
ko:K02557	ahp:V429_07745
ko:K03408	ahp:V429_07755
ko:K03408	ahp:V429_07760
ko:K02193	ahp:V429_07770
ko:K02194	ahp:V429_07775
ko:K02195	ahp:V429_07780
ko:K02196	ahp:V429_07785
ko:K02197	ahp:V429_07790
ko:K02198	ahp:V429_07795
ko:K02199	ahp:V429_07800
ko:K02200	ahp:V429_07805
ko:K04754	ahp:V429_07815
ko:K04564	ahp:V429_07820
ko:K07390	ahp:V429_07825
ko:K03500	ahp:V429_07830
ko:K00275	ahp:V429_07845
ko:K00799	ahp:V429_07850
ko:K03824	ahp:V429_07860
ko:K01756	ahp:V429_07875
ko:K07153	ahp:V429_07880
ko:K00566	ahp:V429_07885
ko:K06181	ahp:V429_07895
ko:K02806	ahp:V429_07900
ko:K02769	ahp:V429_07905
ko:K07784	ahp:V429_07910
ko:K02768	ahp:V429_07915
ko:K02769	ahp:V429_07915
ko:K02770	ahp:V429_07915
ko:K16136	ahp:V429_07950
ko:K14155	ahp:V429_07960
ko:K01809	ahp:V429_07985
ko:K00031	ahp:V429_07995
ko:K01753	ahp:V429_08005
ko:K13629	ahp:V429_08010
ko:K13636	ahp:V429_08015
ko:K13479	ahp:V429_12520
ko:K06901	ahp:V429_12530
ko:K01487	ahp:V429_12535
ko:K16346	ahp:V429_12540
ko:K12528	ahp:V429_12545
ko:K12529	ahp:V429_12550
ko:K12527	ahp:V429_12560
ko:K07141	ahp:V429_12570
ko:K07402	ahp:V429_12585
ko:K00926	ahp:V429_12600
ko:K01464	ahp:V429_12605
ko:K01751	ahp:V429_12615
ko:K07088	ahp:V429_12655
ko:K01782	ahp:V429_12670
ko:K03924	ahp:V429_12680
ko:K07114	ahp:V429_12695
ko:K07114	ahp:V429_12700
ko:K03088	ahp:V429_12710
ko:K06076	ahp:V429_12720
ko:K00626	ahp:V429_12735
ko:K09913	ahp:V429_12750
ko:K01752	ahp:V429_12755
ko:K01752	ahp:V429_12760
ko:K08305	ahp:V429_12765
ko:K09902	ahp:V429_12770
ko:K03610	ahp:V429_12775
ko:K03609	ahp:V429_12780
ko:K03608	ahp:V429_12785
ko:K09901	ahp:V429_12790
ko:K03814	ahp:V429_12795
ko:K09901	ahp:V429_12800
ko:K00243	ahp:V429_12810
ko:K01649	ahp:V429_14985
ko:K01955	ahp:V429_14990
ko:K01956	ahp:V429_14995
ko:K00215	ahp:V429_15000
ko:K01934	ahp:V429_15010
ko:K01807	ahp:V429_15015
ko:K00058	ahp:V429_15025
ko:K00901	ahp:V429_15030
ko:K01626	ahp:V429_15035
ko:K06074	ahp:V429_15045
ko:K06073	ahp:V429_15050
ko:K02030	ahp:V429_15055
ko:K09922	ahp:V429_15060
ko:K02670	ahp:V429_15065
ko:K00975	ahp:V429_15070
ko:K04759	ahp:V429_15085
ko:K04758	ahp:V429_15090
ko:K03113	ahp:V429_15095
ko:K13069	ahp:V429_15130
ko:K01883	ahp:V429_15150
ko:K03768	ahp:V429_15155
ko:K03269	ahp:V429_15165
ko:K04015	ahp:V429_15170
ko:K04014	ahp:V429_15175
ko:K04013	ahp:V429_15180
ko:K03406	ahp:V429_03285
ko:K08676	ahp:V429_03315
ko:K00832	ahp:V429_03355
ko:K01534	ahp:V429_03380
ko:K11065	ahp:V429_03385
ko:K02030	ahp:V429_03390
ko:K03406	ahp:V429_03415
ko:K07052	ahp:V429_03420
ko:K09910	ahp:V429_03430
ko:K02647	ahp:V429_03440
ko:K03299	ahp:V429_03445
ko:K00865	ahp:V429_03450
ko:K00432	ahp:V429_03460
ko:K03317	ahp:V429_03470
ko:K00567	ahp:V429_03475
ko:K15034	ahp:V429_03480
ko:K04752	ahp:V429_03485
ko:K02012	ahp:V429_03490
ko:K02011	ahp:V429_03495
ko:K02010	ahp:V429_03500
ko:K07223	ahp:V429_03505
ko:K03402	ahp:V429_03510
ko:K10000	ahp:V429_03515
ko:K09997	ahp:V429_03520
ko:K09999	ahp:V429_03525
ko:K09998	ahp:V429_03530
ko:K00024	ahp:V429_03535
ko:K05916	ahp:V429_03545
ko:K13771	ahp:V429_03550
ko:K03106	ahp:V429_03565
ko:K02959	ahp:V429_03570
ko:K02860	ahp:V429_03575
ko:K03427	ahp:V429_08045
ko:K01153	ahp:V429_08050
ko:K03664	ahp:V429_08275
ko:K09801	ahp:V429_08285
ko:K06186	ahp:V429_08295
ko:K02651	ahp:V429_08310
ko:K02278	ahp:V429_08315
ko:K02279	ahp:V429_08320
ko:K02280	ahp:V429_08325
ko:K02282	ahp:V429_08335
ko:K02283	ahp:V429_08340
ko:K12510	ahp:V429_08345
ko:K01118	ahp:V429_12835
ko:K08289	ahp:V429_12845
ko:K00793	ahp:V429_12860
ko:K03327	ahp:V429_12870
ko:K02336	ahp:V429_12890
ko:K07178	ahp:V429_12910
ko:K02560	ahp:V429_12915
ko:K02560	ahp:V429_12920
ko:K01151	ahp:V429_12940
ko:K01223	ahp:V429_12975
ko:K06221	ahp:V429_12990
ko:K06889	ahp:V429_13015
ko:K06889	ahp:V429_13020
ko:K03630	ahp:V429_13055
ko:K07090	ahp:V429_13105
ko:K03758	ahp:V429_13110
ko:K00059	ahp:V429_13115
ko:K00140	ahp:V429_13140
ko:K00253	ahp:V429_13145
ko:K01969	ahp:V429_13150
ko:K13766	ahp:V429_13155
ko:K00554	ahp:V429_03580
ko:K02884	ahp:V429_03585
ko:K03573	ahp:V429_03595
ko:K08311	ahp:V429_03600
ko:K08484	ahp:V429_03605
ko:K13292	ahp:V429_03610
ko:K03313	ahp:V429_03620
ko:K03717	ahp:V429_03630
ko:K02968	ahp:V429_03640
ko:K03980	ahp:V429_03645
ko:K11753	ahp:V429_03650
ko:K01870	ahp:V429_03655
ko:K03101	ahp:V429_03660
ko:K03774	ahp:V429_03665
ko:K03527	ahp:V429_03670
ko:K08084	ahp:V429_03675
ko:K02671	ahp:V429_03680
ko:K02672	ahp:V429_03685
ko:K02673	ahp:V429_03690
ko:K02674	ahp:V429_03695
ko:K02655	ahp:V429_03700
ko:K02655	ahp:V429_03705
ko:K08084	ahp:V429_03710
ko:K01950	ahp:V429_03730
ko:K04751	ahp:V429_03735
ko:K07173	ahp:V429_03745
ko:K13590	ahp:V429_03750
ko:K12573	ahp:V429_03755
ko:K03218	ahp:V429_03760
ko:K02348	ahp:V429_03770
ko:K03322	ahp:V429_03790
ko:K02990	ahp:V429_03795
ko:K02963	ahp:V429_03800
ko:K02939	ahp:V429_03805
ko:K00528	ahp:V429_03810
ko:K07263	ahp:V429_03840
ko:K01919	ahp:V429_03845
ko:K01897	ahp:V429_03855
ko:K03789	ahp:V429_03865
ko:K03924	ahp:V429_03875
ko:K12511	ahp:V429_08350
ko:K13954	ahp:V429_08375
ko:K00757	ahp:V429_08380
ko:K06177	ahp:V429_08385
ko:K01250	ahp:V429_08390
ko:K03406	ahp:V429_08410
ko:K11105	ahp:V429_08435
ko:K01439	ahp:V429_08450
ko:K03326	ahp:V429_08470
ko:K01295	ahp:V429_08475
ko:K07792	ahp:V429_08485
ko:K01893	ahp:V429_08490
ko:K00833	ahp:V429_08505
ko:K01012	ahp:V429_08510
ko:K00652	ahp:V429_08515
ko:K02169	ahp:V429_08520
ko:K01935	ahp:V429_08525
ko:K03799	ahp:V429_08530
ko:K03406	ahp:V429_08535
ko:K07140	ahp:V429_08540
ko:K03737	ahp:V429_08550
ko:K07116	ahp:V429_08555
ko:K09794	ahp:V429_08565
ko:K09962	ahp:V429_08585
ko:K06975	ahp:V429_08590
ko:K12339	ahp:V429_08595
ko:K00154	ahp:V429_08620
ko:K01968	ahp:V429_13160
ko:K01640	ahp:V429_13165
ko:K07034	ahp:V429_13190
ko:K09933	ahp:V429_13195
ko:K03310	ahp:V429_13205
ko:K07182	ahp:V429_13255
ko:K02342	ahp:V429_13260
ko:K14393	ahp:V429_13270
ko:K03770	ahp:V429_13280
ko:K03530	ahp:V429_13285
ko:K01338	ahp:V429_13290
ko:K03544	ahp:V429_13295
ko:K01358	ahp:V429_13300
ko:K03545	ahp:V429_13305
ko:K09808	ahp:V429_13320
ko:K09810	ahp:V429_13325
ko:K09808	ahp:V429_13330
ko:K03723	ahp:V429_13340
ko:K03841	ahp:V429_13345
ko:K15580	ahp:V429_13350
ko:K08296	ahp:V429_13365
ko:K00569	ahp:V429_13375
ko:K10778	ahp:V429_13390
ko:K07733	ahp:V429_13450
ko:K01951	ahp:V429_13470
ko:K00088	ahp:V429_13475
ko:K02837	ahp:V429_03895
ko:K03828	ahp:V429_03915
ko:K10536	ahp:V429_03935
ko:K01426	ahp:V429_03940
ko:K17837	ahp:V429_03960
ko:K00428	ahp:V429_03995
ko:K01166	ahp:V429_04010
ko:K00459	ahp:V429_04020
ko:K02484	ahp:V429_04055
ko:K13888	ahp:V429_04065
ko:K05685	ahp:V429_04070
ko:K02030	ahp:V429_04075
ko:K02028	ahp:V429_04080
ko:K02029	ahp:V429_04085
ko:K02029	ahp:V429_04090
ko:K01733	ahp:V429_04095
ko:K01322	ahp:V429_04100
ko:K07289	ahp:V429_04105
ko:K07504	ahp:V429_04115
ko:K00982	ahp:V429_04120
ko:K03406	ahp:V429_04130
ko:K10716	ahp:V429_04135
ko:K07184	ahp:V429_04140
ko:K13821	ahp:V429_04145
ko:K03426	ahp:V429_04150
ko:K01599	ahp:V429_04155
ko:K03472	ahp:V429_04165
ko:K00927	ahp:V429_04170
ko:K01624	ahp:V429_04175
ko:K04761	ahp:V429_08640
ko:K03386	ahp:V429_08645
ko:K15257	ahp:V429_08665
ko:K15256	ahp:V429_08670
ko:K01876	ahp:V429_08680
ko:K03760	ahp:V429_08690
ko:K02565	ahp:V429_08700
ko:K01443	ahp:V429_08705
ko:K02564	ahp:V429_08710
ko:K02803	ahp:V429_08715
ko:K02804	ahp:V429_08715
ko:K12373	ahp:V429_08720
ko:K01886	ahp:V429_08725
ko:K03711	ahp:V429_08730
ko:K03839	ahp:V429_08740
ko:K03645	ahp:V429_08760
ko:K01835	ahp:V429_08765
ko:K08305	ahp:V429_08780
ko:K05779	ahp:V429_08790
ko:K05778	ahp:V429_08795
ko:K05777	ahp:V429_08800
ko:K03769	ahp:V429_08825
ko:K07278	ahp:V429_08835
ko:K09800	ahp:V429_08840
ko:K05809	ahp:V429_08860
ko:K08309	ahp:V429_08870
ko:K02529	ahp:V429_08875
ko:K10806	ahp:V429_08885
ko:K08307	ahp:V429_08900
ko:K01069	ahp:V429_08905
ko:K03469	ahp:V429_08915
ko:K02342	ahp:V429_08920
ko:K03549	ahp:V429_13480
ko:K03832	ahp:V429_13485
ko:K03561	ahp:V429_13490
ko:K03559	ahp:V429_13495
ko:K03601	ahp:V429_13505
ko:K03406	ahp:V429_13515
ko:K01626	ahp:V429_13520
ko:K00800	ahp:V429_13525
ko:K00831	ahp:V429_13530
ko:K03522	ahp:V429_13535
ko:K03521	ahp:V429_13545
ko:K00311	ahp:V429_13550
ko:K03284	ahp:V429_13555
ko:K16089	ahp:V429_13575
ko:K02015	ahp:V429_13580
ko:K02015	ahp:V429_13585
ko:K02013	ahp:V429_13590
ko:K02016	ahp:V429_13600
ko:K00216	ahp:V429_13615
ko:K01252	ahp:V429_13625
ko:K02363	ahp:V429_13630
ko:K02361	ahp:V429_13635
ko:K00975	ahp:V429_13650
ko:K00892	ahp:V429_13670
ko:K07136	ahp:V429_13675
ko:K01772	ahp:V429_13680
ko:K00939	ahp:V429_13685
ko:K04079	ahp:V429_13690
ko:K06187	ahp:V429_13695
ko:K02379	ahp:V429_13700
ko:K15836	ahp:V429_13705
ko:K05796	ahp:V429_13725
ko:K03549	ahp:V429_13730
ko:K12136	ahp:V429_13735
ko:K12138	ahp:V429_13745
ko:K15830	ahp:V429_13750
ko:K12143	ahp:V429_13755
ko:K04084	ahp:V429_04190
ko:K03926	ahp:V429_04195
ko:K06980	ahp:V429_04215
ko:K09159	ahp:V429_04220
ko:K00278	ahp:V429_04230
ko:K03088	ahp:V429_04235
ko:K03597	ahp:V429_04240
ko:K03598	ahp:V429_04245
ko:K03803	ahp:V429_04250
ko:K03596	ahp:V429_04255
ko:K03100	ahp:V429_04260
ko:K03685	ahp:V429_04265
ko:K03584	ahp:V429_04275
ko:K03474	ahp:V429_04280
ko:K08302	ahp:V429_04290
ko:K02079	ahp:V429_04295
ko:K02744	ahp:V429_04300
ko:K02747	ahp:V429_04305
ko:K02746	ahp:V429_04310
ko:K02745	ahp:V429_04315
ko:K02082	ahp:V429_04320
ko:K16371	ahp:V429_04325
ko:K11066	ahp:V429_04335
ko:K07678	ahp:V429_04345
ko:K03215	ahp:V429_04350
ko:K00951	ahp:V429_04355
ko:K04765	ahp:V429_04360
ko:K01937	ahp:V429_04365
ko:K01689	ahp:V429_04370
ko:K05589	ahp:V429_04375
ko:K00991	ahp:V429_04380
ko:K01770	ahp:V429_04385
ko:K06176	ahp:V429_04390
ko:K03787	ahp:V429_04395
ko:K00573	ahp:V429_04400
ko:K06194	ahp:V429_04410
ko:K03087	ahp:V429_04415
ko:K01409	ahp:V429_04420
ko:K02970	ahp:V429_04425
ko:K09117	ahp:V429_04430
ko:K03086	ahp:V429_04440
ko:K01176	ahp:V429_04455
ko:K06445	ahp:V429_08940
ko:K03271	ahp:V429_08945
ko:K07157	ahp:V429_08975
ko:K07685	ahp:V429_08980
ko:K07674	ahp:V429_08985
ko:K03639	ahp:V429_08990
ko:K02572	ahp:V429_08995
ko:K02570	ahp:V429_09000
ko:K02567	ahp:V429_09010
ko:K02573	ahp:V429_09015
ko:K02574	ahp:V429_09020
ko:K02568	ahp:V429_09025
ko:K02569	ahp:V429_09030
ko:K03638	ahp:V429_09035
ko:K03637	ahp:V429_09040
ko:K03636	ahp:V429_09045
ko:K03635	ahp:V429_09050
ko:K02020	ahp:V429_09055
ko:K02018	ahp:V429_09060
ko:K02017	ahp:V429_09065
ko:K03750	ahp:V429_09080
ko:K01495	ahp:V429_09085
ko:K03406	ahp:V429_09090
ko:K01938	ahp:V429_09095
ko:K01251	ahp:V429_09120
ko:K07401	ahp:V429_09125
ko:K01258	ahp:V429_09135
ko:K01585	ahp:V429_09140
ko:K03406	ahp:V429_09155
ko:K00262	ahp:V429_09205
ko:K06182	ahp:V429_09215
ko:K03449	ahp:V429_09220
ko:K15834	ahp:V429_13765
ko:K08315	ahp:V429_13770
ko:K01042	ahp:V429_13780
ko:K03833	ahp:V429_13785
ko:K04656	ahp:V429_13790
ko:K04653	ahp:V429_13795
ko:K04654	ahp:V429_13800
ko:K04655	ahp:V429_13805
ko:K04651	ahp:V429_13810
ko:K04652	ahp:V429_13820
ko:K02034	ahp:V429_13835
ko:K02033	ahp:V429_13840
ko:K02035	ahp:V429_13845
ko:K03605	ahp:V429_13855
ko:K06281	ahp:V429_13860
ko:K06282	ahp:V429_13875
ko:K03413	ahp:V429_13880
ko:K03407	ahp:V429_13890
ko:K03406	ahp:V429_13895
ko:K03408	ahp:V429_13900
ko:K00575	ahp:V429_13905
ko:K03412	ahp:V429_13910
ko:K03406	ahp:V429_13920
ko:K01775	ahp:V429_13925
ko:K03321	ahp:V429_14015
ko:K07243	ahp:V429_14045
ko:K07552	ahp:V429_14065
ko:K02003	ahp:V429_14075
ko:K03574	ahp:V429_21435
ko:K03070	ahp:V429_21445
ko:K02535	ahp:V429_21455
ko:K03531	ahp:V429_21460
ko:K03590	ahp:V429_21465
ko:K03589	ahp:V429_21470
ko:K01924	ahp:V429_21475
ko:K02563	ahp:V429_21480
ko:K03588	ahp:V429_21485
ko:K01925	ahp:V429_21490
ko:K01000	ahp:V429_21495
ko:K01929	ahp:V429_21500
ko:K01928	ahp:V429_21505
ko:K03587	ahp:V429_21510
ko:K03586	ahp:V429_21515
ko:K03438	ahp:V429_21520
ko:K03925	ahp:V429_21525
ko:K07056	ahp:V429_21530
ko:K07121	ahp:V429_21535
ko:K07460	ahp:V429_21540
ko:K12961	ahp:V429_21545
ko:K03600	ahp:V429_21555
ko:K03599	ahp:V429_21560
ko:K00413	ahp:V429_21565
ko:K00412	ahp:V429_21570
ko:K00411	ahp:V429_21575
ko:K02996	ahp:V429_21580
ko:K02871	ahp:V429_21585
ko:K06916	ahp:V429_21590
ko:K09908	ahp:V429_21595
ko:K04691	ahp:V429_21605
ko:K01465	ahp:V429_21635
ko:K01042	ahp:V429_21640
ko:K08485	ahp:V429_21655
ko:K06958	ahp:V429_21660
ko:K02806	ahp:V429_21665
ko:K05808	ahp:V429_21670
ko:K03092	ahp:V429_21675
ko:K06861	ahp:V429_21680
ko:K09774	ahp:V429_21685
ko:K11719	ahp:V429_21690
ko:K01867	ahp:V429_17755
ko:K01091	ahp:V429_17760
ko:K01783	ahp:V429_17765
ko:K03112	ahp:V429_17775
ko:K01735	ahp:V429_17780
ko:K00891	ahp:V429_17785
ko:K02666	ahp:V429_17790
ko:K02665	ahp:V429_17795
ko:K02662	ahp:V429_17810
ko:K05366	ahp:V429_17815
ko:K04761	ahp:V429_17820
ko:K03406	ahp:V429_17825
ko:K01126	ahp:V429_17870
ko:K03406	ahp:V429_17875
ko:K00244	ahp:V429_17880
ko:K00245	ahp:V429_17885
ko:K00246	ahp:V429_17890
ko:K00247	ahp:V429_17895
ko:K02030	ahp:V429_17910
ko:K09927	ahp:V429_17915
ko:K07645	ahp:V429_17955
ko:K00364	ahp:V429_17965
ko:K02356	ahp:V429_17975
ko:K08984	ahp:V429_17980
ko:K00018	ahp:V429_17990
ko:K07078	ahp:V429_18005
ko:K01664	ahp:V429_17745
ko:K03270	ahp:V429_21695
ko:K06041	ahp:V429_21700
ko:K02065	ahp:V429_21705
ko:K02066	ahp:V429_21710
ko:K02067	ahp:V429_21715
ko:K07323	ahp:V429_21720
ko:K07122	ahp:V429_21725
ko:K00790	ahp:V429_21735
ko:K03592	ahp:V429_21740
ko:K09889	ahp:V429_21745
ko:K09802	ahp:V429_21755
ko:K07234	ahp:V429_21785
ko:K05782	ahp:V429_21795
ko:K00297	ahp:V429_21805
ko:K10117	ahp:V429_21820
ko:K03406	ahp:V429_21825
ko:K07275	ahp:V429_21830
ko:K03701	ahp:V429_21845
ko:K03704	ahp:V429_21880
ko:K16089	ahp:V429_21885
ko:K01759	ahp:V429_21935
ko:K03581	ahp:V429_21945
ko:K03582	ahp:V429_21950
ko:K03583	ahp:V429_21955
ko:K15977	ahp:V429_21960
ko:K06911	ahp:V429_21965
ko:K02055	ahp:V429_21990
ko:K02054	ahp:V429_22000
ko:K02053	ahp:V429_22005
ko:K02052	ahp:V429_22010
ko:K08983	ahp:V429_22025
ko:K13652	ahp:V429_22035
ko:K03825	ahp:V429_22040
ko:K03781	ahp:V429_22045
ko:K03366	ahp:V429_22080
ko:K10536	ahp:V429_22085
ko:K03566	ahp:V429_22090
ko:K05880	ahp:V429_22095
ko:K00005	ahp:V429_22100
ko:K05881	ahp:V429_22105
ko:K05879	ahp:V429_22110
ko:K05878	ahp:V429_22115
ko:K06901	ahp:V429_22120
ko:K11312	ahp:V429_22125
ko:K03273	ahp:V429_22160
ko:K02355	ahp:V429_22170
ko:K02992	ahp:V429_22175
ko:K02950	ahp:V429_22180
ko:K07237	ahp:V429_22185
ko:K07236	ahp:V429_22190
ko:K07235	ahp:V429_22195
ko:K03046	ahp:V429_22215
ko:K03043	ahp:V429_22220
ko:K02935	ahp:V429_22225
ko:K02864	ahp:V429_22230
ko:K02863	ahp:V429_22235
ko:K02867	ahp:V429_22240
ko:K02601	ahp:V429_22245
ko:K03073	ahp:V429_22250
ko:K00867	ahp:V429_22275
ko:K03524	ahp:V429_22280
ko:K00075	ahp:V429_22285
ko:K03499	ahp:V429_22290
ko:K03498	ahp:V429_22295
ko:K03532	ahp:V429_22320
ko:K07812	ahp:V429_22325
ko:K17247	ahp:V429_22355
ko:K07715	ahp:V429_22375
ko:K07711	ahp:V429_22385
ko:K13938	ahp:V429_22400
ko:K02030	ahp:V429_22415
ko:K03718	ahp:V429_22420
ko:K01914	ahp:V429_22425
ko:K06897	ahp:V429_22430
ko:K03695	ahp:V429_22435
ko:K05810	ahp:V429_22440
ko:K06180	ahp:V429_22445
ko:K05807	ahp:V429_22450
ko:K06956	ahp:V429_22460
ko:K02030	ahp:V429_22475
ko:K00325	ahp:V429_22480
ko:K00324	ahp:V429_22485
ko:K08325	ahp:V429_22490
ko:K03098	ahp:V429_22500
ko:K03406	ahp:V429_22505
ko:K01613	ahp:V429_22510
ko:K00609	ahp:V429_22525
ko:K00610	ahp:V429_22530
ko:K00611	ahp:V429_22545
ko:K00926	ahp:V429_22550
ko:K01478	ahp:V429_22555
ko:K03406	ahp:V429_22575
ko:K03184	ahp:V429_18040
ko:K06168	ahp:V429_18045
ko:K07042	ahp:V429_18055
ko:K06189	ahp:V429_18060
ko:K03820	ahp:V429_18065
ko:K01869	ahp:V429_18075
ko:K03643	ahp:V429_18080
ko:K02340	ahp:V429_18085
ko:K00969	ahp:V429_18090
ko:K09710	ahp:V429_18095
ko:K00783	ahp:V429_18100
ko:K05515	ahp:V429_18105
ko:K05837	ahp:V429_18110
ko:K08305	ahp:V429_18120
ko:K03642	ahp:V429_18125
ko:K07258	ahp:V429_18130
ko:K09158	ahp:V429_18135
ko:K03801	ahp:V429_18140
ko:K03644	ahp:V429_18150
ko:K07002	ahp:V429_18160
ko:K00350	ahp:V429_18165
ko:K10541	ahp:V429_22580
ko:K10542	ahp:V429_22585
ko:K10540	ahp:V429_22590
ko:K01190	ahp:V429_22595
ko:K02529	ahp:V429_22600
ko:K01784	ahp:V429_22605
ko:K00965	ahp:V429_22610
ko:K00849	ahp:V429_22615
ko:K01785	ahp:V429_22620
ko:K06153	ahp:V429_22630
ko:K07167	ahp:V429_22635
ko:K03088	ahp:V429_22640
ko:K07157	ahp:V429_22645
ko:K01887	ahp:V429_22650
ko:K03591	ahp:V429_22655
ko:K01419	ahp:V429_22660
ko:K03667	ahp:V429_22665
ko:K00362	ahp:V429_22680
ko:K00363	ahp:V429_22690
ko:K02598	ahp:V429_22695
ko:K02302	ahp:V429_22700
ko:K06213	ahp:V429_22705
ko:K03406	ahp:V429_22710
ko:K02553	ahp:V429_22715
ko:K09125	ahp:V429_22725
ko:K08997	ahp:V429_22735
ko:K03654	ahp:V429_22745
ko:K11074	ahp:V429_22770
ko:K11075	ahp:V429_22775
ko:K11076	ahp:V429_22780
ko:K11073	ahp:V429_22785
ko:K11073	ahp:V429_22790
ko:K12256	ahp:V429_22795
ko:K01915	ahp:V429_22800
ko:K06204	ahp:V429_22805
ko:K05805	ahp:V429_22820
ko:K03778	ahp:V429_22825
ko:K04046	ahp:V429_22830
ko:K01187	ahp:V429_22845
ko:K07661	ahp:V429_22865
ko:K02030	ahp:V429_15125
ko:K02344	ahp:V429_03870
ko:K02030	ahp:V429_19815
ko:K14234	ahp:V429_21275
ko:K14225	ahp:V429_15370
ko:K14225	ahp:V429_19110
ko:K14225	ahp:V429_19095
ko:K14225	ahp:V429_17265
ko:K14225	ahp:V429_19105
ko:K14225	ahp:V429_19100
ko:K14225	ahp:V429_19115
ko:K01977	ahp:V429_04025
ko:K01977	ahp:V429_23135
ko:K01977	ahp:V429_01770
ko:K01977	ahp:V429_22155
ko:K01977	ahp:V429_00825
ko:K01977	ahp:V429_00460
ko:K01977	ahp:V429_04610
ko:K01977	ahp:V429_01085
ko:K01977	ahp:V429_19390
ko:K01977	ahp:V429_21780
ko:K14221	ahp:V429_01790
ko:K14221	ahp:V429_22130
ko:K14221	ahp:V429_04045
ko:K14221	ahp:V429_23115
ko:K01980	ahp:V429_23125
ko:K01980	ahp:V429_22140
ko:K01980	ahp:V429_21765
ko:K01980	ahp:V429_19380
ko:K01980	ahp:V429_00835
ko:K01980	ahp:V429_00470
ko:K01980	ahp:V429_04620
ko:K01980	ahp:V429_01100
ko:K01980	ahp:V429_01780
