ko:K19272	kpg:KPNIH32_28420
ko:K08303	kpg:KPNIH32_14740
ko:K05782	kpg:KPNIH32_14755
ko:K07506	kpg:KPNIH32_14760
ko:K16868	kpg:KPNIH32_14775
ko:K03304	kpg:KPNIH32_14780
ko:K03291	kpg:KPNIH32_18845
ko:K09968	kpg:KPNIH32_18850
ko:K02356	kpg:KPNIH32_18860
ko:K01686	kpg:KPNIH32_18865
ko:K13694	kpg:KPNIH32_18885
ko:K13893	kpg:KPNIH32_18895
ko:K13894	kpg:KPNIH32_18900
ko:K13895	kpg:KPNIH32_18905
ko:K13896	kpg:KPNIH32_18910
ko:K07552	kpg:KPNIH32_18920
ko:K06183	kpg:KPNIH32_18925
ko:K02897	kpg:KPNIH32_18935
ko:K06899	kpg:KPNIH32_18960
ko:K09904	kpg:KPNIH32_18965
ko:K07014	kpg:KPNIH32_18970
ko:K08276	kpg:KPNIH32_18985
ko:K00116	kpg:KPNIH32_18990
ko:K03321	kpg:KPNIH32_18995
ko:K06213	kpg:KPNIH32_19000
ko:K06159	kpg:KPNIH32_19005
ko:K03919	kpg:KPNIH32_19010
ko:K10778	kpg:KPNIH32_19015
ko:K03734	kpg:KPNIH32_19020
ko:K09475	kpg:KPNIH32_19025
ko:K07676	kpg:KPNIH32_19035
ko:K03098	kpg:KPNIH32_03125
ko:K07787	kpg:KPNIH32_03135
ko:K07798	kpg:KPNIH32_03140
ko:K07665	kpg:KPNIH32_03160
ko:K07644	kpg:KPNIH32_03165
ko:K13926	kpg:KPNIH32_03220
ko:K01993	kpg:KPNIH32_03225
ko:K01867	kpg:KPNIH32_03230
ko:K02058	kpg:KPNIH32_03235
ko:K02056	kpg:KPNIH32_03240
ko:K02057	kpg:KPNIH32_03245
ko:K02057	kpg:KPNIH32_03250
ko:K00355	kpg:KPNIH32_03255
ko:K00135	kpg:KPNIH32_03340
ko:K00484	kpg:KPNIH32_03375
ko:K00483	kpg:KPNIH32_03380
ko:K17203	kpg:KPNIH32_07445
ko:K17204	kpg:KPNIH32_07450
ko:K17202	kpg:KPNIH32_07460
ko:K00864	kpg:KPNIH32_07465
ko:K00615	kpg:KPNIH32_07475
ko:K00615	kpg:KPNIH32_07480
ko:K02362	kpg:KPNIH32_07485
ko:K07214	kpg:KPNIH32_07495
ko:K02364	kpg:KPNIH32_07505
ko:K02013	kpg:KPNIH32_07510
ko:K02015	kpg:KPNIH32_07515
ko:K02015	kpg:KPNIH32_07520
ko:K08225	kpg:KPNIH32_07525
ko:K02016	kpg:KPNIH32_07530
ko:K02361	kpg:KPNIH32_07535
ko:K02363	kpg:KPNIH32_07540
ko:K01252	kpg:KPNIH32_07545
ko:K00216	kpg:KPNIH32_07550
ko:K06200	kpg:KPNIH32_07560
ko:K08317	kpg:KPNIH32_07585
ko:K02056	kpg:KPNIH32_07590
ko:K02057	kpg:KPNIH32_07595
ko:K02058	kpg:KPNIH32_07600
ko:K00899	kpg:KPNIH32_07610
ko:K08963	kpg:KPNIH32_07615
ko:K01093	kpg:KPNIH32_07620
ko:K07783	kpg:KPNIH32_07625
ko:K01092	kpg:KPNIH32_07630
ko:K01485	kpg:KPNIH32_07640
ko:K10974	kpg:KPNIH32_07650
ko:K08964	kpg:KPNIH32_07655
ko:K00058	kpg:KPNIH32_07665
ko:K10440	kpg:KPNIH32_07675
ko:K10440	kpg:KPNIH32_07680
ko:K10441	kpg:KPNIH32_07685
ko:K10439	kpg:KPNIH32_07690
ko:K08351	kpg:KPNIH32_07695
ko:K08967	kpg:KPNIH32_07700
ko:K09880	kpg:KPNIH32_07705
ko:K14287	kpg:KPNIH32_07710
ko:K11901	kpg:KPNIH32_11810
ko:K11900	kpg:KPNIH32_11815
ko:K11893	kpg:KPNIH32_11820
ko:K11892	kpg:KPNIH32_11825
ko:K11903	kpg:KPNIH32_11835
ko:K11907	kpg:KPNIH32_11840
ko:K11904	kpg:KPNIH32_11845
ko:K11891	kpg:KPNIH32_11895
ko:K11910	kpg:KPNIH32_11900
ko:K11910	kpg:KPNIH32_11905
ko:K11896	kpg:KPNIH32_11910
ko:K11895	kpg:KPNIH32_11915
ko:K11906	kpg:KPNIH32_11920
ko:K08969	kpg:KPNIH32_11995
ko:K02073	kpg:KPNIH32_12000
ko:K07687	kpg:KPNIH32_19040
ko:K07677	kpg:KPNIH32_19045
ko:K02469	kpg:KPNIH32_19050
ko:K00568	kpg:KPNIH32_19055
ko:K11107	kpg:KPNIH32_19070
ko:K01126	kpg:KPNIH32_19075
ko:K02445	kpg:KPNIH32_19080
ko:K00111	kpg:KPNIH32_19085
ko:K00112	kpg:KPNIH32_19090
ko:K00113	kpg:KPNIH32_19095
ko:K12660	kpg:KPNIH32_19100
ko:K00615	kpg:KPNIH32_23130
ko:K07387	kpg:KPNIH32_23135
ko:K01652	kpg:KPNIH32_23145
ko:K06989	kpg:KPNIH32_23155
ko:K01480	kpg:KPNIH32_23220
ko:K01585	kpg:KPNIH32_23225
ko:K00789	kpg:KPNIH32_23235
ko:K08137	kpg:KPNIH32_23240
ko:K02742	kpg:KPNIH32_23245
ko:K01150	kpg:KPNIH32_23250
ko:K09761	kpg:KPNIH32_23255
ko:K01920	kpg:KPNIH32_23260
ko:K07735	kpg:KPNIH32_23265
ko:K07447	kpg:KPNIH32_23270
ko:K02669	kpg:KPNIH32_23285
ko:K06997	kpg:KPNIH32_23290
ko:K02221	kpg:KPNIH32_23295
ko:K09131	kpg:KPNIH32_23300
ko:K02428	kpg:KPNIH32_23305
ko:K09923	kpg:KPNIH32_23320
ko:K03439	kpg:KPNIH32_23325
ko:K03575	kpg:KPNIH32_23330
ko:K08306	kpg:KPNIH32_23340
ko:K03289	kpg:KPNIH32_23345
ko:K01581	kpg:KPNIH32_23350
ko:K07150	kpg:KPNIH32_23355
ko:K01631	kpg:KPNIH32_27410
ko:K00883	kpg:KPNIH32_27415
ko:K02470	kpg:KPNIH32_27440
ko:K03629	kpg:KPNIH32_27445
ko:K02338	kpg:KPNIH32_27450
ko:K02313	kpg:KPNIH32_27455
ko:K02914	kpg:KPNIH32_27460
ko:K08998	kpg:KPNIH32_27470
ko:K03217	kpg:KPNIH32_27475
ko:K03650	kpg:KPNIH32_27480
ko:K08163	kpg:KPNIH32_27490
ko:K06901	kpg:KPNIH32_27510
ko:K07214	kpg:KPNIH32_27530
ko:K10124	kpg:KPNIH32_27535
ko:K02039	kpg:KPNIH32_27545
ko:K02036	kpg:KPNIH32_27550
ko:K02038	kpg:KPNIH32_27555
ko:K02037	kpg:KPNIH32_27560
ko:K02040	kpg:KPNIH32_27565
ko:K00820	kpg:KPNIH32_27570
ko:K04042	kpg:KPNIH32_27575
ko:K02114	kpg:KPNIH32_27595
ko:K02112	kpg:KPNIH32_27600
ko:K02115	kpg:KPNIH32_27605
ko:K02111	kpg:KPNIH32_27610
ko:K02113	kpg:KPNIH32_27615
ko:K02109	kpg:KPNIH32_27620
ko:K02110	kpg:KPNIH32_27625
ko:K02108	kpg:KPNIH32_27630
ko:K02116	kpg:KPNIH32_27635
ko:K03501	kpg:KPNIH32_27640
ko:K03495	kpg:KPNIH32_27645
ko:K03666	kpg:KPNIH32_02285
ko:K03665	kpg:KPNIH32_02290
ko:K04088	kpg:KPNIH32_02295
ko:K04087	kpg:KPNIH32_02300
ko:K09937	kpg:KPNIH32_02315
ko:K01939	kpg:KPNIH32_02320
ko:K13771	kpg:KPNIH32_02325
ko:K12573	kpg:KPNIH32_02330
ko:K03218	kpg:KPNIH32_02335
ko:K09456	kpg:KPNIH32_02340
ko:K06889	kpg:KPNIH32_02355
ko:K03477	kpg:KPNIH32_02360
ko:K03476	kpg:KPNIH32_02365
ko:K03475	kpg:KPNIH32_02370
ko:K02822	kpg:KPNIH32_02375
ko:K02821	kpg:KPNIH32_02380
ko:K03078	kpg:KPNIH32_02385
ko:K03079	kpg:KPNIH32_02390
ko:K03077	kpg:KPNIH32_02395
ko:K02990	kpg:KPNIH32_02410
ko:K02686	kpg:KPNIH32_02415
ko:K02963	kpg:KPNIH32_02420
ko:K02939	kpg:KPNIH32_02425
ko:K07269	kpg:KPNIH32_02430
ko:K03773	kpg:KPNIH32_02435
ko:K11737	kpg:KPNIH32_02440
ko:K07322	kpg:KPNIH32_02445
ko:K01119	kpg:KPNIH32_02470
ko:K01082	kpg:KPNIH32_02475
ko:K07109	kpg:KPNIH32_02480
ko:K07304	kpg:KPNIH32_02500
ko:K07278	kpg:KPNIH32_02505
ko:K09800	kpg:KPNIH32_02510
ko:K01507	kpg:KPNIH32_02530
ko:K02058	kpg:KPNIH32_02535
ko:K02056	kpg:KPNIH32_02545
ko:K02057	kpg:KPNIH32_02550
ko:K07127	kpg:KPNIH32_06780
ko:K01647	kpg:KPNIH32_06795
ko:K07345	kpg:KPNIH32_06810
ko:K02517	kpg:KPNIH32_06845
ko:K03765	kpg:KPNIH32_06855
ko:K03757	kpg:KPNIH32_06860
ko:K03305	kpg:KPNIH32_06870
ko:K04567	kpg:KPNIH32_06875
ko:K03335	kpg:KPNIH32_06885
ko:K02759	kpg:KPNIH32_10965
ko:K03490	kpg:KPNIH32_10970
ko:K01222	kpg:KPNIH32_10975
ko:K03478	kpg:KPNIH32_10980
ko:K03781	kpg:KPNIH32_10985
ko:K15722	kpg:KPNIH32_10990
ko:K06956	kpg:KPNIH32_10995
ko:K07038	kpg:KPNIH32_11000
ko:K00065	kpg:KPNIH32_11005
ko:K10806	kpg:KPNIH32_11020
ko:K06190	kpg:KPNIH32_11030
ko:K06940	kpg:KPNIH32_11040
ko:K07275	kpg:KPNIH32_11045
ko:K16090	kpg:KPNIH32_11055
ko:K13021	kpg:KPNIH32_11085
ko:K07246	kpg:KPNIH32_11090
ko:K01695	kpg:KPNIH32_11100
ko:K01696	kpg:KPNIH32_11105
ko:K13498	kpg:KPNIH32_11110
ko:K13497	kpg:KPNIH32_11115
ko:K01657	kpg:KPNIH32_11120
ko:K07053	kpg:KPNIH32_11125
ko:K03566	kpg:KPNIH32_11140
ko:K06178	kpg:KPNIH32_11145
ko:K04774	kpg:KPNIH32_11165
ko:K03168	kpg:KPNIH32_11180
ko:K13634	kpg:KPNIH32_11185
ko:K01681	kpg:KPNIH32_11200
ko:K01497	kpg:KPNIH32_11205
ko:K08992	kpg:KPNIH32_11215
ko:K01591	kpg:KPNIH32_11225
ko:K00626	kpg:KPNIH32_15345
ko:K00074	kpg:KPNIH32_15350
ko:K00019	kpg:KPNIH32_15360
ko:K01575	kpg:KPNIH32_15370
ko:K01652	kpg:KPNIH32_15375
ko:K03366	kpg:KPNIH32_15380
ko:K18144	kpg:KPNIH32_15410
ko:K18143	kpg:KPNIH32_15415
ko:K03832	kpg:KPNIH32_15430
ko:K02200	kpg:KPNIH32_15450
ko:K02199	kpg:KPNIH32_15455
ko:K02198	kpg:KPNIH32_15460
ko:K02197	kpg:KPNIH32_15465
ko:K02196	kpg:KPNIH32_15470
ko:K02195	kpg:KPNIH32_15475
ko:K02194	kpg:KPNIH32_15480
ko:K02193	kpg:KPNIH32_15485
ko:K06151	kpg:KPNIH32_15495
ko:K06152	kpg:KPNIH32_15500
ko:K02010	kpg:KPNIH32_15510
ko:K02011	kpg:KPNIH32_15515
ko:K02012	kpg:KPNIH32_15520
ko:K13574	kpg:KPNIH32_15530
ko:K02028	kpg:KPNIH32_15570
ko:K02029	kpg:KPNIH32_15575
ko:K02030	kpg:KPNIH32_15580
ko:K02016	kpg:KPNIH32_15595
ko:K02015	kpg:KPNIH32_15600
ko:K02015	kpg:KPNIH32_15605
ko:K02013	kpg:KPNIH32_15610
ko:K14347	kpg:KPNIH32_19655
ko:K09954	kpg:KPNIH32_19660
ko:K01972	kpg:KPNIH32_19665
ko:K03528	kpg:KPNIH32_19670
ko:K06203	kpg:KPNIH32_19680
ko:K01738	kpg:KPNIH32_19685
ko:K02784	kpg:KPNIH32_19695
ko:K08483	kpg:KPNIH32_19700
ko:K00868	kpg:KPNIH32_19715
ko:K12339	kpg:KPNIH32_19730
ko:K02045	kpg:KPNIH32_19735
ko:K02047	kpg:KPNIH32_19740
ko:K02046	kpg:KPNIH32_19745
ko:K02048	kpg:KPNIH32_19750
ko:K07223	kpg:KPNIH32_19765
ko:K01448	kpg:KPNIH32_19785
ko:K00228	kpg:KPNIH32_19790
ko:K04033	kpg:KPNIH32_19795
ko:K04025	kpg:KPNIH32_19800
ko:K04026	kpg:KPNIH32_19805
ko:K03736	kpg:KPNIH32_19810
ko:K03735	kpg:KPNIH32_19815
ko:K04019	kpg:KPNIH32_19820
ko:K04023	kpg:KPNIH32_19825
ko:K04022	kpg:KPNIH32_19830
ko:K04024	kpg:KPNIH32_19835
ko:K04021	kpg:KPNIH32_19840
ko:K04027	kpg:KPNIH32_19850
ko:K04020	kpg:KPNIH32_19855
ko:K04032	kpg:KPNIH32_19860
ko:K04030	kpg:KPNIH32_19865
ko:K04029	kpg:KPNIH32_19870
ko:K04031	kpg:KPNIH32_19875
ko:K00029	kpg:KPNIH32_19880
ko:K00616	kpg:KPNIH32_19885
ko:K00615	kpg:KPNIH32_19890
ko:K00982	kpg:KPNIH32_23950
ko:K18446	kpg:KPNIH32_23955
ko:K07184	kpg:KPNIH32_23960
ko:K00974	kpg:KPNIH32_23965
ko:K06153	kpg:KPNIH32_23970
ko:K01633	kpg:KPNIH32_23975
ko:K08591	kpg:KPNIH32_23980
ko:K03190	kpg:KPNIH32_23995
ko:K01430	kpg:KPNIH32_24000
ko:K01429	kpg:KPNIH32_24005
ko:K01428	kpg:KPNIH32_24010
ko:K03187	kpg:KPNIH32_24015
ko:K03188	kpg:KPNIH32_24020
ko:K03189	kpg:KPNIH32_24025
ko:K01409	kpg:KPNIH32_24035
ko:K02970	kpg:KPNIH32_24040
ko:K03086	kpg:KPNIH32_24050
ko:K03649	kpg:KPNIH32_24055
ko:K07690	kpg:KPNIH32_24075
ko:K07679	kpg:KPNIH32_24080
ko:K02440	kpg:KPNIH32_24100
ko:K05880	kpg:KPNIH32_24145
ko:K00005	kpg:KPNIH32_24150
ko:K05878	kpg:KPNIH32_24160
ko:K05879	kpg:KPNIH32_24165
ko:K05881	kpg:KPNIH32_24170
ko:K07229	kpg:KPNIH32_24180
ko:K09251	kpg:KPNIH32_24195
ko:K11530	kpg:KPNIH32_24200
ko:K08321	kpg:KPNIH32_24205
ko:K10555	kpg:KPNIH32_24210
ko:K10557	kpg:KPNIH32_24215
ko:K07240	kpg:KPNIH32_28380
ko:K02071	kpg:KPNIH32_12005
ko:K02072	kpg:KPNIH32_12010
ko:K00832	kpg:KPNIH32_12015
ko:K11734	kpg:KPNIH32_12030
ko:K16074	kpg:KPNIH32_12055
ko:K05591	kpg:KPNIH32_12060
ko:K14058	kpg:KPNIH32_12065
ko:K14061	kpg:KPNIH32_12070
ko:K00963	kpg:KPNIH32_16155
ko:K07001	kpg:KPNIH32_16165
ko:K09858	kpg:KPNIH32_16170
ko:K01433	kpg:KPNIH32_16175
ko:K03719	kpg:KPNIH32_16190
ko:K00374	kpg:KPNIH32_16200
ko:K00373	kpg:KPNIH32_16205
ko:K00371	kpg:KPNIH32_16210
ko:K00370	kpg:KPNIH32_16215
ko:K02575	kpg:KPNIH32_16225
ko:K07673	kpg:KPNIH32_16230
ko:K07684	kpg:KPNIH32_16235
ko:K00372	kpg:KPNIH32_16245
ko:K00362	kpg:KPNIH32_16250
ko:K15578	kpg:KPNIH32_16255
ko:K15577	kpg:KPNIH32_16260
ko:K06039	kpg:KPNIH32_16280
ko:K07232	kpg:KPNIH32_16290
ko:K07300	kpg:KPNIH32_16300
ko:K01627	kpg:KPNIH32_16305
ko:K02493	kpg:KPNIH32_16320
ko:K02835	kpg:KPNIH32_16325
ko:K02492	kpg:KPNIH32_16330
ko:K02494	kpg:KPNIH32_16335
ko:K00919	kpg:KPNIH32_16340
ko:K00948	kpg:KPNIH32_16345
ko:K03321	kpg:KPNIH32_16350
ko:K01056	kpg:KPNIH32_16365
ko:K06942	kpg:KPNIH32_16370
ko:K17213	kpg:KPNIH32_16380
ko:K11911	kpg:KPNIH32_16385
ko:K11905	kpg:KPNIH32_16390
ko:K11906	kpg:KPNIH32_16395
ko:K11895	kpg:KPNIH32_16400
ko:K11896	kpg:KPNIH32_16405
ko:K11891	kpg:KPNIH32_16410
ko:K04755	kpg:KPNIH32_20450
ko:K04044	kpg:KPNIH32_20455
ko:K04082	kpg:KPNIH32_20460
ko:K13628	kpg:KPNIH32_20465
ko:K04488	kpg:KPNIH32_20470
ko:K04487	kpg:KPNIH32_20475
ko:K13643	kpg:KPNIH32_20480
ko:K15396	kpg:KPNIH32_20485
ko:K01092	kpg:KPNIH32_20490
ko:K05820	kpg:KPNIH32_20515
ko:K15977	kpg:KPNIH32_20540
ko:K00600	kpg:KPNIH32_20545
ko:K05916	kpg:KPNIH32_20550
ko:K04751	kpg:KPNIH32_20555
ko:K07715	kpg:KPNIH32_20560
ko:K07711	kpg:KPNIH32_20570
ko:K01952	kpg:KPNIH32_20575
ko:K18691	kpg:KPNIH32_20585
ko:K11991	kpg:KPNIH32_20590
ko:K18697	kpg:KPNIH32_20595
ko:K00997	kpg:KPNIH32_20610
ko:K03474	kpg:KPNIH32_20615
ko:K03584	kpg:KPNIH32_20620
ko:K03685	kpg:KPNIH32_20630
ko:K03100	kpg:KPNIH32_20640
ko:K03596	kpg:KPNIH32_20645
ko:K03803	kpg:KPNIH32_20650
ko:K03598	kpg:KPNIH32_20655
ko:K03597	kpg:KPNIH32_20660
ko:K03088	kpg:KPNIH32_20665
ko:K00278	kpg:KPNIH32_20670
ko:K15460	kpg:KPNIH32_20675
ko:K05590	kpg:KPNIH32_20680
ko:K03648	kpg:KPNIH32_20690
ko:K03214	kpg:KPNIH32_20695
ko:K03672	kpg:KPNIH32_20700
ko:K05812	kpg:KPNIH32_20705
ko:K07323	kpg:KPNIH32_24760
ko:K02067	kpg:KPNIH32_24765
ko:K02066	kpg:KPNIH32_24770
ko:K02065	kpg:KPNIH32_24775
ko:K07301	kpg:KPNIH32_24780
ko:K06041	kpg:KPNIH32_24785
ko:K03270	kpg:KPNIH32_24790
ko:K11719	kpg:KPNIH32_24795
ko:K09774	kpg:KPNIH32_24800
ko:K06861	kpg:KPNIH32_24805
ko:K03092	kpg:KPNIH32_24810
ko:K05808	kpg:KPNIH32_24815
ko:K02806	kpg:KPNIH32_24820
ko:K06958	kpg:KPNIH32_24825
ko:K08485	kpg:KPNIH32_24830
ko:K03814	kpg:KPNIH32_24835
ko:K07648	kpg:KPNIH32_24845
ko:K01686	kpg:KPNIH32_24850
ko:K08322	kpg:KPNIH32_24860
ko:K07139	kpg:KPNIH32_24870
ko:K00265	kpg:KPNIH32_24875
ko:K00266	kpg:KPNIH32_24880
ko:K01788	kpg:KPNIH32_24885
ko:K03600	kpg:KPNIH32_24890
ko:K03599	kpg:KPNIH32_24895
ko:K02996	kpg:KPNIH32_24900
ko:K02871	kpg:KPNIH32_24905
ko:K06916	kpg:KPNIH32_24910
ko:K09908	kpg:KPNIH32_24915
ko:K04691	kpg:KPNIH32_24925
ko:K00024	kpg:KPNIH32_24930
ko:K03402	kpg:KPNIH32_24935
ko:K03623	kpg:KPNIH32_24950
ko:K03468	kpg:KPNIH32_24955
ko:K15548	kpg:KPNIH32_24960
ko:K03568	kpg:KPNIH32_24975
ko:K08301	kpg:KPNIH32_24985
ko:K06287	kpg:KPNIH32_24990
ko:K03571	kpg:KPNIH32_24995
ko:K03570	kpg:KPNIH32_25000
ko:K03569	kpg:KPNIH32_25005
ko:K18765	kpg:KPNIH32_25010
ko:K03724	kpg:KPNIH32_29250
ko:K02532	kpg:KPNIH32_29270
ko:K01190	kpg:KPNIH32_29275
ko:K02013	kpg:KPNIH32_29305
ko:K02015	kpg:KPNIH32_29310
ko:K02015	kpg:KPNIH32_29315
ko:K02016	kpg:KPNIH32_29320
ko:K16091	kpg:KPNIH32_29325
ko:K07165	kpg:KPNIH32_29330
ko:K02041	kpg:KPNIH32_28450
ko:K02044	kpg:KPNIH32_28455
ko:K02042	kpg:KPNIH32_28460
ko:K13993	kpg:KPNIH32_28510
ko:K00564	kpg:KPNIH32_03665
ko:K02344	kpg:KPNIH32_03670
ko:K03789	kpg:KPNIH32_03675
ko:K08723	kpg:KPNIH32_03680
ko:K02837	kpg:KPNIH32_03685
ko:K04065	kpg:KPNIH32_03690
ko:K03424	kpg:KPNIH32_03705
ko:K03317	kpg:KPNIH32_03710
ko:K01619	kpg:KPNIH32_03715
ko:K00758	kpg:KPNIH32_03720
ko:K01839	kpg:KPNIH32_03725
ko:K03784	kpg:KPNIH32_03730
ko:K03800	kpg:KPNIH32_03735
ko:K07186	kpg:KPNIH32_03740
ko:K01079	kpg:KPNIH32_03745
ko:K04485	kpg:KPNIH32_03750
ko:K06211	kpg:KPNIH32_03755
ko:K08309	kpg:KPNIH32_03765
ko:K03720	kpg:KPNIH32_03770
ko:K05804	kpg:KPNIH32_03785
ko:K05805	kpg:KPNIH32_03790
ko:K07663	kpg:KPNIH32_03795
ko:K07641	kpg:KPNIH32_03800
ko:K06143	kpg:KPNIH32_03805
ko:K07773	kpg:KPNIH32_03810
ko:K02533	kpg:KPNIH32_03815
ko:K12524	kpg:KPNIH32_03825
ko:K00872	kpg:KPNIH32_03830
ko:K01733	kpg:KPNIH32_03835
ko:K09861	kpg:KPNIH32_03845
ko:K03310	kpg:KPNIH32_03850
ko:K00616	kpg:KPNIH32_03855
ko:K03831	kpg:KPNIH32_03860
ko:K07034	kpg:KPNIH32_03870
ko:K04043	kpg:KPNIH32_03885
ko:K03686	kpg:KPNIH32_03890
ko:K03313	kpg:KPNIH32_03895
ko:K03717	kpg:KPNIH32_03900
ko:K02968	kpg:KPNIH32_03910
ko:K11753	kpg:KPNIH32_03915
ko:K01870	kpg:KPNIH32_03920
ko:K03101	kpg:KPNIH32_03925
ko:K03774	kpg:KPNIH32_03930
ko:K02565	kpg:KPNIH32_07980
ko:K01443	kpg:KPNIH32_07985
ko:K02564	kpg:KPNIH32_07990
ko:K02802	kpg:KPNIH32_07995
ko:K02803	kpg:KPNIH32_07995
ko:K02804	kpg:KPNIH32_07995
ko:K01886	kpg:KPNIH32_08000
ko:K03711	kpg:KPNIH32_08025
ko:K03839	kpg:KPNIH32_08030
ko:K03645	kpg:KPNIH32_08050
ko:K01835	kpg:KPNIH32_08055
ko:K07667	kpg:KPNIH32_08065
ko:K07646	kpg:KPNIH32_08070
ko:K01548	kpg:KPNIH32_08075
ko:K01547	kpg:KPNIH32_08080
ko:K01546	kpg:KPNIH32_08085
ko:K01669	kpg:KPNIH32_08095
ko:K03305	kpg:KPNIH32_08100
ko:K07160	kpg:KPNIH32_08120
ko:K01304	kpg:KPNIH32_08135
ko:K05522	kpg:KPNIH32_08140
ko:K01647	kpg:KPNIH32_08150
ko:K00241	kpg:KPNIH32_08155
ko:K00242	kpg:KPNIH32_08160
ko:K00239	kpg:KPNIH32_08165
ko:K00240	kpg:KPNIH32_08170
ko:K00164	kpg:KPNIH32_08175
ko:K00658	kpg:KPNIH32_08180
ko:K01903	kpg:KPNIH32_08185
ko:K01902	kpg:KPNIH32_08190
ko:K00425	kpg:KPNIH32_08200
ko:K00426	kpg:KPNIH32_08205
ko:K07107	kpg:KPNIH32_08220
ko:K03562	kpg:KPNIH32_08225
ko:K03560	kpg:KPNIH32_08230
ko:K03641	kpg:KPNIH32_08240
ko:K03640	kpg:KPNIH32_08245
ko:K07112	kpg:KPNIH32_12350
ko:K08987	kpg:KPNIH32_12355
ko:K16074	kpg:KPNIH32_12370
ko:K14155	kpg:KPNIH32_12375
ko:K16136	kpg:KPNIH32_12385
ko:K01809	kpg:KPNIH32_12395
ko:K01676	kpg:KPNIH32_12400
ko:K01679	kpg:KPNIH32_12405
ko:K07639	kpg:KPNIH32_12415
ko:K07661	kpg:KPNIH32_12425
ko:K13938	kpg:KPNIH32_12435
ko:K03758	kpg:KPNIH32_12440
ko:K00324	kpg:KPNIH32_12465
ko:K00325	kpg:KPNIH32_12470
ko:K14055	kpg:KPNIH32_12480
ko:K00567	kpg:KPNIH32_12490
ko:K12942	kpg:KPNIH32_12500
ko:K12940	kpg:KPNIH32_12510
ko:K14057	kpg:KPNIH32_12515
ko:K02624	kpg:KPNIH32_12525
ko:K01031	kpg:KPNIH32_12530
ko:K01032	kpg:KPNIH32_12535
ko:K01857	kpg:KPNIH32_12545
ko:K01055	kpg:KPNIH32_12550
ko:K01607	kpg:KPNIH32_12555
ko:K01676	kpg:KPNIH32_12565
ko:K11106	kpg:KPNIH32_12570
ko:K00244	kpg:KPNIH32_12580
ko:K03734	kpg:KPNIH32_12585
ko:K07703	kpg:KPNIH32_12590
ko:K07701	kpg:KPNIH32_12595
ko:K07106	kpg:KPNIH32_12605
ko:K00116	kpg:KPNIH32_12610
ko:K01194	kpg:KPNIH32_16695
ko:K02014	kpg:KPNIH32_16700
ko:K08308	kpg:KPNIH32_16705
ko:K01297	kpg:KPNIH32_16710
ko:K11105	kpg:KPNIH32_16715
ko:K01775	kpg:KPNIH32_16720
ko:K00285	kpg:KPNIH32_16725
ko:K03603	kpg:KPNIH32_16740
ko:K03314	kpg:KPNIH32_16745
ko:K03611	kpg:KPNIH32_16750
ko:K09160	kpg:KPNIH32_16760
ko:K09902	kpg:KPNIH32_16770
ko:K03610	kpg:KPNIH32_16780
ko:K03609	kpg:KPNIH32_16785
ko:K03608	kpg:KPNIH32_16790
ko:K03684	kpg:KPNIH32_16795
ko:K01897	kpg:KPNIH32_16800
ko:K07285	kpg:KPNIH32_16805
ko:K09917	kpg:KPNIH32_16825
ko:K01665	kpg:KPNIH32_16830
ko:K01752	kpg:KPNIH32_16840
ko:K02793	kpg:KPNIH32_16860
ko:K02794	kpg:KPNIH32_16860
ko:K02795	kpg:KPNIH32_16865
ko:K00563	kpg:KPNIH32_16885
ko:K03587	kpg:KPNIH32_16890
ko:K03704	kpg:KPNIH32_16895
ko:K08169	kpg:KPNIH32_16925
ko:K03799	kpg:KPNIH32_16930
ko:K03797	kpg:KPNIH32_16935
ko:K03607	kpg:KPNIH32_16940
ko:K03808	kpg:KPNIH32_16950
ko:K05804	kpg:KPNIH32_21145
ko:K12255	kpg:KPNIH32_21170
ko:K02030	kpg:KPNIH32_21185
ko:K02028	kpg:KPNIH32_21190
ko:K02029	kpg:KPNIH32_21190
ko:K12972	kpg:KPNIH32_21200
ko:K01713	kpg:KPNIH32_21215
ko:K07345	kpg:KPNIH32_21225
ko:K07347	kpg:KPNIH32_21235
ko:K07347	kpg:KPNIH32_21250
ko:K03040	kpg:KPNIH32_25300
ko:K02986	kpg:KPNIH32_25305
ko:K02948	kpg:KPNIH32_25310
ko:K02952	kpg:KPNIH32_25315
ko:K03076	kpg:KPNIH32_25320
ko:K02876	kpg:KPNIH32_25325
ko:K02907	kpg:KPNIH32_25330
ko:K02988	kpg:KPNIH32_25335
ko:K02881	kpg:KPNIH32_25340
ko:K02933	kpg:KPNIH32_25345
ko:K02994	kpg:KPNIH32_25350
ko:K02954	kpg:KPNIH32_25355
ko:K02931	kpg:KPNIH32_25360
ko:K02895	kpg:KPNIH32_25365
ko:K02874	kpg:KPNIH32_25370
ko:K02961	kpg:KPNIH32_25375
ko:K02904	kpg:KPNIH32_25380
ko:K02878	kpg:KPNIH32_25385
ko:K02982	kpg:KPNIH32_25390
ko:K02890	kpg:KPNIH32_25395
ko:K02965	kpg:KPNIH32_25400
ko:K02886	kpg:KPNIH32_25405
ko:K02892	kpg:KPNIH32_25410
ko:K02926	kpg:KPNIH32_25415
ko:K02906	kpg:KPNIH32_25420
ko:K02946	kpg:KPNIH32_25425
ko:K02506	kpg:KPNIH32_25430
ko:K03594	kpg:KPNIH32_25435
