ko:K08744	mtq:HKBS1_1915
ko:K03657	mtq:HKBS1_3383
ko:K02361	mtq:HKBS1_3399
ko:K02946	mtq:HKBS1_0736
ko:K02906	mtq:HKBS1_0737
ko:K02926	mtq:HKBS1_0738
ko:K02892	mtq:HKBS1_0739
ko:K02886	mtq:HKBS1_0740
ko:K02965	mtq:HKBS1_0741
ko:K02890	mtq:HKBS1_0742
ko:K02982	mtq:HKBS1_0743
ko:K02878	mtq:HKBS1_0744
ko:K02904	mtq:HKBS1_0745
ko:K02961	mtq:HKBS1_0746
ko:K01130	mtq:HKBS1_0747
ko:K02874	mtq:HKBS1_0750
ko:K02895	mtq:HKBS1_0751
ko:K02931	mtq:HKBS1_0752
ko:K02954	mtq:HKBS1_0753
ko:K02994	mtq:HKBS1_0754
ko:K02933	mtq:HKBS1_0755
ko:K02881	mtq:HKBS1_0756
ko:K02988	mtq:HKBS1_0757
ko:K02907	mtq:HKBS1_0758
ko:K02876	mtq:HKBS1_0759
ko:K04773	mtq:HKBS1_0760
ko:K01628	mtq:HKBS1_0763
ko:K00058	mtq:HKBS1_0764
ko:K00854	mtq:HKBS1_0765
ko:K03076	mtq:HKBS1_0768
ko:K00939	mtq:HKBS1_0769
ko:K01265	mtq:HKBS1_0770
ko:K03088	mtq:HKBS1_0771
ko:K00140	mtq:HKBS1_0791
ko:K01870	mtq:HKBS1_1641
ko:K02346	mtq:HKBS1_1642
ko:K01424	mtq:HKBS1_1643
ko:K03101	mtq:HKBS1_1644
ko:K06180	mtq:HKBS1_1645
ko:K06886	mtq:HKBS1_1647
ko:K07124	mtq:HKBS1_1649
ko:K02337	mtq:HKBS1_1652
ko:K00631	mtq:HKBS1_1656
ko:K00631	mtq:HKBS1_1657
ko:K00244	mtq:HKBS1_1659
ko:K00245	mtq:HKBS1_1660
ko:K00246	mtq:HKBS1_1661
ko:K00247	mtq:HKBS1_1662
ko:K06994	mtq:HKBS1_1664
ko:K01754	mtq:HKBS1_1666
ko:K01236	mtq:HKBS1_1669
ko:K06044	mtq:HKBS1_1670
ko:K00833	mtq:HKBS1_1675
ko:K00652	mtq:HKBS1_1676
ko:K01935	mtq:HKBS1_1677
ko:K01012	mtq:HKBS1_1681
ko:K03517	mtq:HKBS1_1686
ko:K00278	mtq:HKBS1_1687
ko:K00767	mtq:HKBS1_1688
ko:K02045	mtq:HKBS1_2536
ko:K02047	mtq:HKBS1_2537
ko:K02046	mtq:HKBS1_2538
ko:K02048	mtq:HKBS1_2539
ko:K03596	mtq:HKBS1_2544
ko:K00784	mtq:HKBS1_2547
ko:K02968	mtq:HKBS1_2553
ko:K02340	mtq:HKBS1_2554
ko:K02238	mtq:HKBS1_2555
ko:K02237	mtq:HKBS1_2556
ko:K09710	mtq:HKBS1_2562
ko:K00969	mtq:HKBS1_2563
ko:K07161	mtq:HKBS1_2567
ko:K00147	mtq:HKBS1_2569
ko:K03386	mtq:HKBS1_2571
ko:K04756	mtq:HKBS1_2572
ko:K00852	mtq:HKBS1_2581
ko:K01950	mtq:HKBS1_2584
ko:K00931	mtq:HKBS1_2585
ko:K03979	mtq:HKBS1_2586
ko:K02899	mtq:HKBS1_2587
ko:K02888	mtq:HKBS1_2588
ko:K11103	mtq:HKBS1_2589
ko:K03088	mtq:HKBS1_3408
ko:K00800	mtq:HKBS1_3414
ko:K06949	mtq:HKBS1_3415
ko:K00508	mtq:HKBS1_3416
ko:K03455	mtq:HKBS1_3422
ko:K07228	mtq:HKBS1_3423
ko:K03070	mtq:HKBS1_3426
ko:K07654	mtq:HKBS1_3431
ko:K07670	mtq:HKBS1_3432
ko:K00943	mtq:HKBS1_3433
ko:K01251	mtq:HKBS1_3434
ko:K00496	mtq:HKBS1_3438
ko:K03294	mtq:HKBS1_3439
ko:K01809	mtq:HKBS1_3441
ko:K01840	mtq:HKBS1_3443
ko:K11212	mtq:HKBS1_3447
ko:K12234	mtq:HKBS1_3448
ko:K00966	mtq:HKBS1_3452
ko:K16870	mtq:HKBS1_3453
ko:K00067	mtq:HKBS1_3454
ko:K12950	mtq:HKBS1_3458
ko:K01673	mtq:HKBS1_3461
ko:K14218	mtq:HKBS1_t02
ko:K14218	mtq:HKBS1_t15
ko:K14228	mtq:HKBS1_t03
ko:K14228	mtq:HKBS1_t17
ko:K14228	mtq:HKBS1_t22
ko:K14235	mtq:HKBS1_t08
ko:K14224	mtq:HKBS1_t35
ko:K14223	mtq:HKBS1_t16
ko:K14233	mtq:HKBS1_t41
ko:K14233	mtq:HKBS1_t44
ko:K00681	mtq:HKBS1_2532
ko:K00681	mtq:HKBS1_0812
ko:K14227	mtq:HKBS1_t01
ko:K14228	mtq:HKBS1_t20
ko:K14225	mtq:HKBS1_t27
ko:K14228	mtq:HKBS1_t19
ko:K14236	mtq:HKBS1_t05
ko:K14234	mtq:HKBS1_t06
ko:K14234	mtq:HKBS1_t09
ko:K14234	mtq:HKBS1_t39
ko:K14230	mtq:HKBS1_t07
ko:K14230	mtq:HKBS1_t24
ko:K14230	mtq:HKBS1_t38
ko:K14229	mtq:HKBS1_t10
ko:K14229	mtq:HKBS1_t30
ko:K14224	mtq:HKBS1_t11
ko:K14221	mtq:HKBS1_t12
ko:K14231	mtq:HKBS1_t13
ko:K14219	mtq:HKBS1_t14
ko:K14219	mtq:HKBS1_t18
ko:K14219	mtq:HKBS1_t28
ko:K14219	mtq:HKBS1_t43
ko:K14223	mtq:HKBS1_t36
ko:K14237	mtq:HKBS1_t23
ko:K14220	mtq:HKBS1_t25
ko:K14233	mtq:HKBS1_t42
ko:K14233	mtq:HKBS1_t45
ko:K14232	mtq:HKBS1_t21
ko:K14232	mtq:HKBS1_t26
ko:K14225	mtq:HKBS1_t04
ko:K01977	mtq:HKBS1_r01
ko:K01985	mtq:HKBS1_r03
ko:K14237	mtq:HKBS1_t34
ko:K14226	mtq:HKBS1_t29
ko:K14222	mtq:HKBS1_t33
ko:K14218	mtq:HKBS1_t37
ko:K14237	mtq:HKBS1_t31
ko:K14225	mtq:HKBS1_t32
ko:K14232	mtq:HKBS1_t40
ko:K01980	mtq:HKBS1_r02
ko:K03574	mtq:HKBS1_3142
ko:K14956	mtq:HKBS1_4102
ko:K22311	mtq:HKBS1_2761
ko:K18554	mtq:HKBS1_2788
ko:K18688	mtq:HKBS1_3728
ko:K12436	mtq:HKBS1_2168
ko:K12429	mtq:HKBS1_1273
ko:K07068	mtq:HKBS1_3755
ko:K07485	mtq:HKBS1_1398
ko:K07497	mtq:HKBS1_3994
ko:K17484	mtq:HKBS1_2405
ko:K18687	mtq:HKBS1_3774
ko:K07171	mtq:HKBS1_2797
ko:K01990	mtq:HKBS1_4005
ko:K01992	mtq:HKBS1_4007
ko:K21672	mtq:HKBS1_0974
ko:K18917	mtq:HKBS1_3380
ko:K18955	mtq:HKBS1_3617
ko:K18913	mtq:HKBS1_3918
ko:K07171	mtq:HKBS1_0691
ko:K18955	mtq:HKBS1_3403
ko:K07481	mtq:HKBS1_1091
ko:K07171	mtq:HKBS1_2040
ko:K07171	mtq:HKBS1_2183
ko:K07171	mtq:HKBS1_3265
ko:K07171	mtq:HKBS1_1597
ko:K18851	mtq:HKBS1_4029
ko:K07171	mtq:HKBS1_2953
ko:K18851	mtq:HKBS1_1979
ko:K10747	mtq:HKBS1_3228
ko:K18894	mtq:HKBS1_0210
ko:K01971	mtq:HKBS1_0986
ko:K18955	mtq:HKBS1_3899
ko:K18911	mtq:HKBS1_3919
ko:K18912	mtq:HKBS1_3921
ko:K04565	mtq:HKBS1_0449
ko:K03496	mtq:HKBS1_3397
ko:K03497	mtq:HKBS1_4145
ko:K03496	mtq:HKBS1_4146
ko:K03111	mtq:HKBS1_2624
ko:K03496	mtq:HKBS1_1804
ko:K03111	mtq:HKBS1_0059
ko:K18851	mtq:HKBS1_0996
ko:K03976	mtq:HKBS1_3411
ko:K07492	mtq:HKBS1_1100
ko:K07496	mtq:HKBS1_0970
ko:K07496	mtq:HKBS1_2943
ko:K07496	mtq:HKBS1_3037
ko:K07496	mtq:HKBS1_3135
ko:K07496	mtq:HKBS1_4053
ko:K07497	mtq:HKBS1_2965
ko:K03325	mtq:HKBS1_2795
ko:K03741	mtq:HKBS1_2795
ko:K07481	mtq:HKBS1_3116
ko:K07481	mtq:HKBS1_3587
ko:K07481	mtq:HKBS1_3586
ko:K03822	mtq:HKBS1_1777
ko:K07064	mtq:HKBS1_2752
ko:K00335	mtq:HKBS1_3325
ko:K07064	mtq:HKBS1_3358
ko:K02483	mtq:HKBS1_3987
ko:K00249	mtq:HKBS1_0141
ko:K00249	mtq:HKBS1_0167
ko:K07497	mtq:HKBS1_0003
ko:K07497	mtq:HKBS1_0837
ko:K07497	mtq:HKBS1_1206
ko:K07497	mtq:HKBS1_1462
ko:K07497	mtq:HKBS1_1567
ko:K07497	mtq:HKBS1_1855
ko:K07497	mtq:HKBS1_2013
ko:K07497	mtq:HKBS1_2130
ko:K07497	mtq:HKBS1_2228
ko:K07497	mtq:HKBS1_2490
ko:K07497	mtq:HKBS1_2968
ko:K07497	mtq:HKBS1_3179
ko:K07497	mtq:HKBS1_3184
ko:K07497	mtq:HKBS1_3299
ko:K07497	mtq:HKBS1_3356
ko:K07497	mtq:HKBS1_3520
ko:K07497	mtq:HKBS1_3582
ko:K07497	mtq:HKBS1_3632
ko:K07064	mtq:HKBS1_0257
ko:K06893	mtq:HKBS1_0039
ko:K07064	mtq:HKBS1_0646
ko:K00249	mtq:HKBS1_0247
ko:K00249	mtq:HKBS1_1027
ko:K00249	mtq:HKBS1_3315
ko:K00529	mtq:HKBS1_1962
ko:K00001	mtq:HKBS1_0178
ko:K00001	mtq:HKBS1_1635
ko:K02113	mtq:HKBS1_1392
ko:K02109	mtq:HKBS1_1392
ko:K07485	mtq:HKBS1_0778
ko:K02483	mtq:HKBS1_0796
ko:K01822	mtq:HKBS1_0799
ko:K01046	mtq:HKBS1_3264
ko:K12431	mtq:HKBS1_4051
ko:K12435	mtq:HKBS1_1756
ko:K01239	mtq:HKBS1_3593
ko:K01768	mtq:HKBS1_1347
ko:K01768	mtq:HKBS1_1404
ko:K01768	mtq:HKBS1_1406
ko:K01768	mtq:HKBS1_1407
ko:K01768	mtq:HKBS1_1718
ko:K01768	mtq:HKBS1_3859
ko:K14215	mtq:HKBS1_2498
ko:K00020	mtq:HKBS1_0789
ko:K07064	mtq:HKBS1_1324
ko:K00336	mtq:HKBS1_3326
ko:K07064	mtq:HKBS1_2059
ko:K16233	mtq:HKBS1_1465
ko:K05898	mtq:HKBS1_3750
ko:K01436	mtq:HKBS1_3493
ko:K17483	mtq:HKBS1_2406
ko:K03892	mtq:HKBS1_2794
ko:K07100	mtq:HKBS1_2269
ko:K07064	mtq:HKBS1_2678
ko:K07064	mtq:HKBS1_3584
ko:K13572	mtq:HKBS1_2218
ko:K16191	mtq:HKBS1_0945
ko:K00344	mtq:HKBS1_0160
ko:K00344	mtq:HKBS1_1552
ko:K12954	mtq:HKBS1_2102
ko:K13670	mtq:HKBS1_1603
ko:K16193	mtq:HKBS1_0947
ko:K16048	mtq:HKBS1_3781
ko:K08095	mtq:HKBS1_2091
ko:K08095	mtq:HKBS1_3666
ko:K08095	mtq:HKBS1_2427
ko:K07450	mtq:HKBS1_0969
ko:K07482	mtq:HKBS1_3369
ko:K03761	mtq:HKBS1_3688
ko:K07481	mtq:HKBS1_1090
ko:K07481	mtq:HKBS1_1092
ko:K07493	mtq:HKBS1_1107
ko:K07493	mtq:HKBS1_1279
ko:K07493	mtq:HKBS1_2659
ko:K07493	mtq:HKBS1_3188
ko:K07493	mtq:HKBS1_3283
ko:K07483	mtq:HKBS1_1568
ko:K07483	mtq:HKBS1_3300
ko:K07483	mtq:HKBS1_2489
ko:K07483	mtq:HKBS1_3357
ko:K07483	mtq:HKBS1_0836
ko:K07483	mtq:HKBS1_3521
ko:K07483	mtq:HKBS1_0002
ko:K07483	mtq:HKBS1_1856
ko:K07483	mtq:HKBS1_3581
ko:K07483	mtq:HKBS1_3633
ko:K07483	mtq:HKBS1_2014
ko:K07483	mtq:HKBS1_2967
ko:K07483	mtq:HKBS1_1207
ko:K07483	mtq:HKBS1_2131
ko:K07483	mtq:HKBS1_2227
ko:K07483	mtq:HKBS1_3180
ko:K07483	mtq:HKBS1_3183
ko:K07483	mtq:HKBS1_1463
ko:K00370	mtq:HKBS1_1835
ko:K03526	mtq:HKBS1_3020
ko:K07746	mtq:HKBS1_2058
ko:K08299	mtq:HKBS1_1210
ko:K19092	mtq:HKBS1_2056
ko:K00273	mtq:HKBS1_2000
ko:K19221	mtq:HKBS1_2999
ko:K19138	mtq:HKBS1_2971
ko:K16192	mtq:HKBS1_0946
ko:K06893	mtq:HKBS1_0152
ko:K07064	mtq:HKBS1_0693
ko:K07064	mtq:HKBS1_3024
ko:K19093	mtq:HKBS1_2267
ko:K00798	mtq:HKBS1_1399
ko:K19158	mtq:HKBS1_3556
ko:K07064	mtq:HKBS1_0294
ko:K01865	mtq:HKBS1_3244
ko:K07492	mtq:HKBS1_1228
ko:K07016	mtq:HKBS1_2972
ko:K19159	mtq:HKBS1_3555
ko:K01710	mtq:HKBS1_3678
ko:K01710	mtq:HKBS1_4008
ko:K00135	mtq:HKBS1_1829
ko:K07064	mtq:HKBS1_0786
ko:K07064	mtq:HKBS1_1931
ko:K07064	mtq:HKBS1_2640
ko:K07493	mtq:HKBS1_0968
ko:K19094	mtq:HKBS1_2268
ko:K07496	mtq:HKBS1_0869
ko:K12952	mtq:HKBS1_0954
ko:K03722	mtq:HKBS1_1417
ko:K01992	mtq:HKBS1_1780
ko:K07065	mtq:HKBS1_2699
ko:K00091	mtq:HKBS1_0150
ko:K07486	mtq:HKBS1_2127
ko:K17840	mtq:HKBS1_0279
ko:K07496	mtq:HKBS1_0633
ko:K07065	mtq:HKBS1_0608
ko:K02483	mtq:HKBS1_0629
ko:K07497	mtq:HKBS1_3642
ko:K07486	mtq:HKBS1_2126
ko:K07098	mtq:HKBS1_3901
ko:K15856	mtq:HKBS1_0121
ko:K08884	mtq:HKBS1_1845
ko:K19686	mtq:HKBS1_2910
ko:K07064	mtq:HKBS1_2224
ko:K19686	mtq:HKBS1_0654
ko:K19686	mtq:HKBS1_0636
ko:K19687	mtq:HKBS1_0653
ko:K19687	mtq:HKBS1_1839
ko:K19710	mtq:HKBS1_2763
ko:K19687	mtq:HKBS1_0635
ko:K19686	mtq:HKBS1_2088
ko:K19687	mtq:HKBS1_2089
ko:K19686	mtq:HKBS1_1840
ko:K07682	mtq:HKBS1_3306
ko:K15510	mtq:HKBS1_0423
ko:K12132	mtq:HKBS1_0019
ko:K12132	mtq:HKBS1_2210
ko:K12132	mtq:HKBS1_0020
ko:K20074	mtq:HKBS1_0023
ko:K20467	mtq:HKBS1_0219
ko:K22552	mtq:HKBS1_0889
ko:K03636	mtq:HKBS1_1423
ko:K20469	mtq:HKBS1_0221
ko:K20497	mtq:HKBS1_2396
ko:K20470	mtq:HKBS1_0222
ko:K07695	mtq:HKBS1_3307
ko:K20466	mtq:HKBS1_0218
ko:K20468	mtq:HKBS1_0220
ko:K05375	mtq:HKBS1_2514
ko:K01179	mtq:HKBS1_0067
ko:K01179	mtq:HKBS1_1156
ko:K01179	mtq:HKBS1_1157
ko:K01214	mtq:HKBS1_1671
ko:K20814	mtq:HKBS1_2234
ko:K21059	mtq:HKBS1_3103
ko:K01768	mtq:HKBS1_1405
ko:K21071	mtq:HKBS1_3169
ko:K21140	mtq:HKBS1_1422
ko:K21014	mtq:HKBS1_0313
ko:K00821	mtq:HKBS1_1749
ko:K21119	mtq:HKBS1_1338
ko:K21147	mtq:HKBS1_3389
ko:K21142	mtq:HKBS1_3287
ko:K21199	mtq:HKBS1_2398
ko:K00526	mtq:HKBS1_3214
ko:K00526	mtq:HKBS1_0249
ko:K00526	mtq:HKBS1_2087
ko:K02335	mtq:HKBS1_1722
ko:K00525	mtq:HKBS1_3217
ko:K02316	mtq:HKBS1_2478
ko:K06217	mtq:HKBS1_2505
ko:K02314	mtq:HKBS1_0063
ko:K06904	mtq:HKBS1_2802
ko:K01520	mtq:HKBS1_2847
ko:K03553	mtq:HKBS1_2887
ko:K03465	mtq:HKBS1_2905
ko:K00287	mtq:HKBS1_2914
ko:K00560	mtq:HKBS1_2915
ko:K07465	mtq:HKBS1_2241
ko:K06191	mtq:HKBS1_3219
ko:K08884	mtq:HKBS1_2300
ko:K21302	mtq:HKBS1_3498
ko:K05364	mtq:HKBS1_0021
ko:K21142	mtq:HKBS1_3513
ko:K22468	mtq:HKBS1_3419
ko:K08884	mtq:HKBS1_0979
ko:K06954	mtq:HKBS1_0466
ko:K07027	mtq:HKBS1_0611
ko:K00257	mtq:HKBS1_1434
ko:K08884	mtq:HKBS1_1842
ko:K00632	mtq:HKBS1_2942
ko:K21147	mtq:HKBS1_3284
ko:K21148	mtq:HKBS1_1424
ko:K03636	mtq:HKBS1_0911
ko:K07133	mtq:HKBS1_3482
ko:K00525	mtq:HKBS1_0594
ko:K21200	mtq:HKBS1_1870
ko:K21310	mtq:HKBS1_3424
ko:K07054	mtq:HKBS1_0436
ko:K21397	mtq:HKBS1_1846
ko:K21473	mtq:HKBS1_1578
ko:K03651	mtq:HKBS1_0846
ko:K21474	mtq:HKBS1_1579
ko:K21401	mtq:HKBS1_0585
ko:K21481	mtq:HKBS1_3806
ko:K21495	mtq:HKBS1_2050
ko:K21609	mtq:HKBS1_0202
ko:K21687	mtq:HKBS1_0910
ko:K21600	mtq:HKBS1_1019
ko:K21600	mtq:HKBS1_0206
ko:K10914	mtq:HKBS1_3892
ko:K21608	mtq:HKBS1_0890
ko:K21691	mtq:HKBS1_2596
ko:K21672	mtq:HKBS1_1122
ko:K21686	mtq:HKBS1_1198
ko:K21689	mtq:HKBS1_1977
ko:K21690	mtq:HKBS1_2527
ko:K21884	mtq:HKBS1_1769
ko:K21885	mtq:HKBS1_2104
ko:K21886	mtq:HKBS1_3966
ko:K21929	mtq:HKBS1_1341
ko:K21887	mtq:HKBS1_3965
ko:K21961	mtq:HKBS1_4083
ko:K21992	mtq:HKBS1_1435
ko:K21962	mtq:HKBS1_1575
ko:K22027	mtq:HKBS1_3261
ko:K00936	mtq:HKBS1_3404
ko:K22010	mtq:HKBS1_1719
ko:K22044	mtq:HKBS1_3272
ko:K22107	mtq:HKBS1_3788
ko:K03595	mtq:HKBS1_2501
ko:K22108	mtq:HKBS1_3770
ko:K17758	mtq:HKBS1_3647
ko:K17759	mtq:HKBS1_3647
ko:K22297	mtq:HKBS1_2005
ko:K22306	mtq:HKBS1_2561
ko:K02257	mtq:HKBS1_1549
ko:K22336	mtq:HKBS1_4066
ko:K01563	mtq:HKBS1_2728
ko:K01563	mtq:HKBS1_2422
ko:K13775	mtq:HKBS1_3409
ko:K15510	mtq:HKBS1_0142
ko:K01934	mtq:HKBS1_1044
ko:K18688	mtq:HKBS1_3725
ko:K19302	mtq:HKBS1_0325
ko:K05606	mtq:HKBS1_1410
ko:K01563	mtq:HKBS1_1926
ko:K22295	mtq:HKBS1_3606
ko:K22298	mtq:HKBS1_2495
ko:K01551	mtq:HKBS1_2309
ko:K22303	mtq:HKBS1_3607
ko:K03181	mtq:HKBS1_3102
ko:K11206	mtq:HKBS1_0500
ko:K07141	mtq:HKBS1_0361
ko:K00728	mtq:HKBS1_1056
ko:K08300	mtq:HKBS1_2590
ko:K08301	mtq:HKBS1_2590
ko:K07566	mtq:HKBS1_1386
