ko:K14227	sena:AU38_01275
ko:K07307	sena:AU38_12715
ko:K07306	sena:AU38_12720
ko:K05367	sena:AU38_12725
ko:K06894	sena:AU38_12730
ko:K01011	sena:AU38_12735
ko:K04762	sena:AU38_16955
ko:K04083	sena:AU38_16960
ko:K01610	sena:AU38_16970
ko:K07638	sena:AU38_16975
ko:K07659	sena:AU38_16980
ko:K04760	sena:AU38_16985
ko:K06959	sena:AU38_16990
ko:K04758	sena:AU38_16995
ko:K04759	sena:AU38_17000
ko:K07490	sena:AU38_17005
ko:K02170	sena:AU38_17015
ko:K07400	sena:AU38_17025
ko:K06155	sena:AU38_17030
ko:K00705	sena:AU38_17035
ko:K00688	sena:AU38_17040
ko:K03556	sena:AU38_17045
ko:K07473	sena:AU38_17055
ko:K01974	sena:AU38_17060
ko:K14415	sena:AU38_17065
ko:K14414	sena:AU38_17075
ko:K02444	sena:AU38_17080
ko:K02441	sena:AU38_17085
ko:K02439	sena:AU38_17090
ko:K00111	sena:AU38_17095
ko:K02040	sena:AU38_17105
ko:K00005	sena:AU38_17110
ko:K01687	sena:AU38_17120
ko:K00688	sena:AU38_17135
ko:K00703	sena:AU38_17140
ko:K00975	sena:AU38_17145
ko:K00700	sena:AU38_17155
ko:K00133	sena:AU38_17160
ko:K06156	sena:AU38_17165
ko:K00851	sena:AU38_17170
ko:K06145	sena:AU38_17175
ko:K06911	sena:AU38_17180
ko:K03825	sena:AU38_17195
ko:K09936	sena:AU38_17215
ko:K07048	sena:AU38_17220
ko:K00681	sena:AU38_17225
ko:K03773	sena:AU38_21505
ko:K11737	sena:AU38_21510
ko:K07322	sena:AU38_21525
ko:K01119	sena:AU38_21545
ko:K01082	sena:AU38_21550
ko:K07109	sena:AU38_21555
ko:K07304	sena:AU38_21570
ko:K07278	sena:AU38_21575
ko:K09800	sena:AU38_21580
ko:K01507	sena:AU38_21600
ko:K03841	sena:AU38_21605
ko:K02558	sena:AU38_21610
ko:K09889	sena:AU38_21615
ko:K03592	sena:AU38_21620
ko:K15536	sena:AU38_21625
ko:K01465	sena:AU38_21655
ko:K01042	sena:AU38_21660
ko:K18918	sena:AU38_21675
ko:K06218	sena:AU38_21680
ko:K01226	sena:AU38_21695
ko:K00123	sena:AU38_19770
ko:K00123	sena:AU38_19775
ko:K02379	sena:AU38_19780
ko:K03534	sena:AU38_19815
ko:K01629	sena:AU38_19825
ko:K01813	sena:AU38_19830
ko:K00848	sena:AU38_19835
ko:K02855	sena:AU38_19840
ko:K02854	sena:AU38_19845
ko:K02856	sena:AU38_19850
ko:K04564	sena:AU38_19875
ko:K07640	sena:AU38_19895
ko:K06006	sena:AU38_19905
ko:K13283	sena:AU38_19910
ko:K00850	sena:AU38_19915
ko:K02048	sena:AU38_19920
ko:K01521	sena:AU38_19925
ko:K00847	sena:AU38_19935
ko:K11216	sena:AU38_19965
ko:K11531	sena:AU38_19970
ko:K10558	sena:AU38_19975
ko:K10556	sena:AU38_19980
ko:K10557	sena:AU38_19985
ko:K10555	sena:AU38_19990
ko:K08321	sena:AU38_19995
ko:K11530	sena:AU38_20000
ko:K01783	sena:AU38_20005
ko:K01803	sena:AU38_20010
ko:K00528	sena:AU38_20025
ko:K02446	sena:AU38_20030
ko:K00864	sena:AU38_20035
ko:K02440	sena:AU38_20040
ko:K09892	sena:AU38_20045
ko:K02553	sena:AU38_20050
ko:K02548	sena:AU38_20055
ko:K02818	sena:AU38_21700
ko:K02819	sena:AU38_21700
ko:K03485	sena:AU38_21705
ko:K01531	sena:AU38_21710
ko:K09022	sena:AU38_21720
ko:K00610	sena:AU38_21725
ko:K00609	sena:AU38_21730
ko:K00611	sena:AU38_21755
ko:K00926	sena:AU38_21760
ko:K01478	sena:AU38_21765
ko:K00611	sena:AU38_21775
ko:K02169	sena:AU38_03855
ko:K01935	sena:AU38_03860
ko:K03702	sena:AU38_03865
ko:K03639	sena:AU38_03880
ko:K03638	sena:AU38_03885
ko:K03637	sena:AU38_03890
ko:K03636	sena:AU38_03895
ko:K03635	sena:AU38_03900
ko:K06890	sena:AU38_03905
ko:K06890	sena:AU38_03910
ko:K07027	sena:AU38_03925
ko:K01993	sena:AU38_03960
ko:K11927	sena:AU38_03970
ko:K06970	sena:AU38_03995
ko:K10038	sena:AU38_04010
ko:K10037	sena:AU38_04015
ko:K10036	sena:AU38_04020
ko:K04047	sena:AU38_04030
ko:K11939	sena:AU38_04035
ko:K11934	sena:AU38_04040
ko:K11924	sena:AU38_04055
ko:K19235	sena:AU38_04065
ko:K07757	sena:AU38_04090
ko:K00656	sena:AU38_04095
ko:K04069	sena:AU38_04100
ko:K03750	sena:AU38_04110
ko:K13051	sena:AU38_04115
ko:K13892	sena:AU38_04120
ko:K13889	sena:AU38_04125
ko:K13890	sena:AU38_04130
ko:K13891	sena:AU38_04135
ko:K14441	sena:AU38_04140
ko:K15368	sena:AU38_08530
ko:K15344	sena:AU38_08535
ko:K15367	sena:AU38_08540
ko:K18984	sena:AU38_08545
ko:K03220	sena:AU38_08550
ko:K03219	sena:AU38_08555
ko:K14978	sena:AU38_08565
ko:K14979	sena:AU38_08570
ko:K13041	sena:AU38_08590
ko:K13040	sena:AU38_08595
ko:K08358	sena:AU38_08600
ko:K08359	sena:AU38_08605
ko:K08357	sena:AU38_08610
ko:K01259	sena:AU38_08625
ko:K00873	sena:AU38_08635
ko:K06078	sena:AU38_08640
ko:K06078	sena:AU38_08645
ko:K19234	sena:AU38_08650
ko:K02426	sena:AU38_08655
ko:K11717	sena:AU38_08660
ko:K09015	sena:AU38_08665
ko:K09013	sena:AU38_08670
ko:K09014	sena:AU38_08675
ko:K05997	sena:AU38_08680
ko:K06956	sena:AU38_08685
ko:K19222	sena:AU38_08695
ko:K05887	sena:AU38_08725
ko:K03785	sena:AU38_08730
ko:K00313	sena:AU38_08760
ko:K12507	sena:AU38_08770
ko:K09773	sena:AU38_08785
ko:K01626	sena:AU38_08790
ko:K08997	sena:AU38_08800
ko:K11249	sena:AU38_13025
ko:K03648	sena:AU38_13035
ko:K03214	sena:AU38_13040
ko:K03672	sena:AU38_13045
ko:K05812	sena:AU38_13050
ko:K00998	sena:AU38_13060
ko:K05811	sena:AU38_13065
ko:K03761	sena:AU38_13070
ko:K03695	sena:AU38_13100
ko:K05810	sena:AU38_13105
ko:K06180	sena:AU38_13110
ko:K05807	sena:AU38_13115
ko:K05809	sena:AU38_13120
ko:K14170	sena:AU38_13125
ko:K14187	sena:AU38_13135
ko:K01626	sena:AU38_13140
ko:K02884	sena:AU38_13155
ko:K00554	sena:AU38_13160
ko:K02860	sena:AU38_13165
ko:K02959	sena:AU38_13170
ko:K03106	sena:AU38_13175
ko:K03687	sena:AU38_13195
ko:K00858	sena:AU38_13200
ko:K03631	sena:AU38_13205
ko:K06186	sena:AU38_13210
ko:K09801	sena:AU38_13215
ko:K03664	sena:AU38_13225
ko:K12543	sena:AU38_13235
ko:K12541	sena:AU38_13240
ko:K12542	sena:AU38_13245
ko:K07491	sena:AU38_13280
ko:K18895	sena:AU38_13290
ko:K07017	sena:AU38_13300
ko:K07058	sena:AU38_17505
ko:K07290	sena:AU38_17515
ko:K00874	sena:AU38_17525
ko:K11103	sena:AU38_17535
ko:K00694	sena:AU38_17560
ko:K12372	sena:AU38_17605
ko:K12371	sena:AU38_17610
ko:K12370	sena:AU38_17615
ko:K12369	sena:AU38_17620
ko:K12368	sena:AU38_17625
ko:K12975	sena:AU38_17655
ko:K07347	sena:AU38_17670
ko:K01246	sena:AU38_17695
ko:K03826	sena:AU38_17700
ko:K08351	sena:AU38_17705
ko:K00090	sena:AU38_17715
ko:K07726	sena:AU38_17725
ko:K03704	sena:AU38_17730
ko:K03830	sena:AU38_17750
ko:K01879	sena:AU38_17760
ko:K01878	sena:AU38_17765
ko:K00854	sena:AU38_17785
ko:K01153	sena:AU38_22090
ko:K01154	sena:AU38_22095
ko:K03427	sena:AU38_22100
ko:K03427	sena:AU38_22125
ko:K09803	sena:AU38_22145
ko:K01002	sena:AU38_22210
ko:K02317	sena:AU38_22225
ko:K13255	sena:AU38_22255
ko:K00564	sena:AU38_22285
ko:K02344	sena:AU38_22290
ko:K03789	sena:AU38_22295
ko:K08723	sena:AU38_22300
ko:K02837	sena:AU38_22305
ko:K04065	sena:AU38_22310
ko:K03424	sena:AU38_22325
ko:K01619	sena:AU38_22340
ko:K00758	sena:AU38_22345
ko:K01839	sena:AU38_22350
ko:K03784	sena:AU38_22355
ko:K03800	sena:AU38_22365
ko:K07186	sena:AU38_22370
ko:K01079	sena:AU38_22375
ko:K01733	sena:AU38_00010
ko:K09861	sena:AU38_00015
ko:K03310	sena:AU38_00020
ko:K00616	sena:AU38_00025
ko:K03831	sena:AU38_00030
ko:K07034	sena:AU38_00035
ko:K04043	sena:AU38_00050
ko:K03686	sena:AU38_00055
ko:K06911	sena:AU38_04450
ko:K02518	sena:AU38_04460
ko:K00684	sena:AU38_04465
ko:K16012	sena:AU38_04470
ko:K16013	sena:AU38_04475
ko:K00384	sena:AU38_04480
ko:K03719	sena:AU38_04485
ko:K03466	sena:AU38_04490
ko:K03634	sena:AU38_04495
ko:K07478	sena:AU38_04500
ko:K01875	sena:AU38_04505
ko:K07306	sena:AU38_04510
ko:K07307	sena:AU38_04515
ko:K07308	sena:AU38_04520
ko:K08219	sena:AU38_04525
ko:K04069	sena:AU38_04535
ko:K00656	sena:AU38_04550
ko:K06212	sena:AU38_04555
ko:K09136	sena:AU38_04560
ko:K00831	sena:AU38_04570
ko:K00800	sena:AU38_04575
ko:K07387	sena:AU38_04580
ko:K00945	sena:AU38_04585
ko:K02945	sena:AU38_04590
ko:K05788	sena:AU38_04595
ko:K02238	sena:AU38_04600
ko:K11085	sena:AU38_04605
ko:K00912	sena:AU38_04610
ko:K09927	sena:AU38_04615
ko:K09791	sena:AU38_04620
ko:K00979	sena:AU38_04625
ko:K06219	sena:AU38_04640
ko:K03633	sena:AU38_04645
ko:K03804	sena:AU38_04650
ko:K03632	sena:AU38_04655
ko:K00813	sena:AU38_04675
ko:K09476	sena:AU38_04680
ko:K01893	sena:AU38_04685
ko:K01751	sena:AU38_04695
ko:K03310	sena:AU38_04700
ko:K00763	sena:AU38_04705
ko:K08369	sena:AU38_09090
ko:K09916	sena:AU38_09115
ko:K07305	sena:AU38_09120
ko:K00134	sena:AU38_09125
ko:K01792	sena:AU38_09135
ko:K06871	sena:AU38_09145
ko:K07180	sena:AU38_09155
ko:K09786	sena:AU38_09160
ko:K19055	sena:AU38_09175
ko:K03449	sena:AU38_09195
ko:K09712	sena:AU38_09210
ko:K11250	sena:AU38_09235
ko:K04093	sena:AU38_09240
ko:K02034	sena:AU38_09295
ko:K02033	sena:AU38_09300
ko:K02035	sena:AU38_09305
ko:K04080	sena:AU38_09325
ko:K07804	sena:AU38_09350
ko:K00031	sena:AU38_09380
ko:K06181	sena:AU38_09385
ko:K12152	sena:AU38_09395
ko:K00566	sena:AU38_09400
ko:K00068	sena:AU38_13595
ko:K02466	sena:AU38_13600
ko:K02468	sena:AU38_13605
ko:K02467	sena:AU38_13610
ko:K12266	sena:AU38_13615
ko:K12264	sena:AU38_13620
ko:K12265	sena:AU38_13625
ko:K04656	sena:AU38_13630
ko:K05796	sena:AU38_13635
ko:K08315	sena:AU38_13645
ko:K15834	sena:AU38_13650
ko:K15832	sena:AU38_13655
ko:K15831	sena:AU38_13660
ko:K15830	sena:AU38_13665
ko:K15829	sena:AU38_13670
ko:K15828	sena:AU38_13675
ko:K15827	sena:AU38_13680
ko:K15833	sena:AU38_13685
ko:K04651	sena:AU38_13690
ko:K04652	sena:AU38_13695
ko:K04653	sena:AU38_13700
ko:K04654	sena:AU38_13705
ko:K04655	sena:AU38_13710
ko:K15836	sena:AU38_13715
ko:K11604	sena:AU38_13725
ko:K11607	sena:AU38_13730
ko:K11605	sena:AU38_13735
ko:K11606	sena:AU38_13740
ko:K08598	sena:AU38_13745
ko:K03221	sena:AU38_13785
ko:K13740	sena:AU38_13810
ko:K02078	sena:AU38_13825
ko:K13284	sena:AU38_13830
ko:K13287	sena:AU38_13835
ko:K13286	sena:AU38_13840
ko:K13285	sena:AU38_13845
ko:K12981	sena:AU38_18065
ko:K02850	sena:AU38_18070
ko:K03279	sena:AU38_18075
ko:K03278	sena:AU38_18080
ko:K02840	sena:AU38_18085
ko:K02848	sena:AU38_18095
ko:K02844	sena:AU38_18100
ko:K02849	sena:AU38_18105
ko:K02527	sena:AU38_18110
ko:K00954	sena:AU38_18115
ko:K10563	sena:AU38_18120
ko:K02913	sena:AU38_18125
ko:K02902	sena:AU38_18130
ko:K03630	sena:AU38_18135
ko:K13038	sena:AU38_18140
ko:K05501	sena:AU38_18150
ko:K00762	sena:AU38_18155
ko:K00989	sena:AU38_18160
ko:K17837	sena:AU38_18175
ko:K01972	sena:AU38_18185
ko:K00942	sena:AU38_18190
ko:K01921	sena:AU38_01845
ko:K08161	sena:AU38_01855
ko:K18968	sena:AU38_01870
ko:K00286	sena:AU38_01875
ko:K09768	sena:AU38_01880
ko:K00891	sena:AU38_01885
ko:K14591	sena:AU38_01895
ko:K09913	sena:AU38_01900
ko:K03554	sena:AU38_01905
ko:K00847	sena:AU38_01910
ko:K03547	sena:AU38_01925
ko:K07657	sena:AU38_01935
ko:K07636	sena:AU38_01940
ko:K03311	sena:AU38_01945
ko:K11736	sena:AU38_01950
ko:K01187	sena:AU38_01955
ko:K03386	sena:AU38_01960
ko:K08682	sena:AU38_01965
ko:K07568	sena:AU38_01970
ko:K00773	sena:AU38_01975
ko:K03210	sena:AU38_01980
ko:K03072	sena:AU38_01985
ko:K03074	sena:AU38_01990
ko:K06996	sena:AU38_01995
ko:K18862	sena:AU38_02010
ko:K05517	sena:AU38_02015
ko:K07738	sena:AU38_02025
ko:K11752	sena:AU38_02030
ko:K00794	sena:AU38_02035
ko:K03625	sena:AU38_02040
ko:K00946	sena:AU38_02045
ko:K01095	sena:AU38_02050
ko:K01662	sena:AU38_02060
ko:K00795	sena:AU38_02065
ko:K03602	sena:AU38_02070
ko:K03151	sena:AU38_02075
ko:K11082	sena:AU38_02080
ko:K11083	sena:AU38_02085
ko:K11084	sena:AU38_02090
ko:K11081	sena:AU38_02095
ko:K03430	sena:AU38_02110
ko:K02493	sena:AU38_06485
ko:K01627	sena:AU38_06500
ko:K07300	sena:AU38_06505
ko:K06039	sena:AU38_06515
ko:K07684	sena:AU38_06525
ko:K07673	sena:AU38_06530
ko:K02575	sena:AU38_06535
ko:K00370	sena:AU38_06540
ko:K00371	sena:AU38_06545
ko:K00373	sena:AU38_06550
ko:K00374	sena:AU38_06555
ko:K07126	sena:AU38_06565
ko:K01433	sena:AU38_06585
ko:K09858	sena:AU38_06590
ko:K07001	sena:AU38_06595
ko:K00963	sena:AU38_06605
ko:K03746	sena:AU38_06610
ko:K04072	sena:AU38_06620
ko:K15580	sena:AU38_06630
ko:K15581	sena:AU38_06635
ko:K15582	sena:AU38_06640
ko:K15583	sena:AU38_06645
ko:K10823	sena:AU38_06650
ko:K10716	sena:AU38_06655
ko:K09901	sena:AU38_06660
ko:K06131	sena:AU38_06665
ko:K09780	sena:AU38_06670
ko:K03832	sena:AU38_06675
ko:K10806	sena:AU38_06680
ko:K06190	sena:AU38_06685
ko:K06940	sena:AU38_06695
ko:K07275	sena:AU38_06700
ko:K07217	sena:AU38_06705
ko:K01695	sena:AU38_06725
ko:K01696	sena:AU38_06730
ko:K13498	sena:AU38_06735
ko:K13497	sena:AU38_06740
ko:K01657	sena:AU38_06745
ko:K07053	sena:AU38_06750
ko:K06178	sena:AU38_06760
ko:K11733	sena:AU38_11085
ko:K01151	sena:AU38_11100
ko:K02769	sena:AU38_11105
ko:K02770	sena:AU38_11105
ko:K00882	sena:AU38_11110
ko:K02768	sena:AU38_11115
ko:K11183	sena:AU38_11115
ko:K03291	sena:AU38_11125
ko:K06940	sena:AU38_11135
ko:K02356	sena:AU38_11140
ko:K13694	sena:AU38_11155
ko:K13893	sena:AU38_11165
ko:K13894	sena:AU38_11170
ko:K13895	sena:AU38_11175
ko:K13896	sena:AU38_11180
ko:K07552	sena:AU38_11190
ko:K06183	sena:AU38_11195
ko:K02897	sena:AU38_11205
ko:K06899	sena:AU38_11215
ko:K09904	sena:AU38_11220
ko:K07014	sena:AU38_11225
ko:K15353	sena:AU38_11240
ko:K07685	sena:AU38_11270
ko:K02200	sena:AU38_11275
ko:K02199	sena:AU38_11280
ko:K02198	sena:AU38_11285
ko:K02197	sena:AU38_11290
ko:K02196	sena:AU38_11295
ko:K02195	sena:AU38_11300
ko:K02194	sena:AU38_11305
ko:K02193	sena:AU38_11310
ko:K02569	sena:AU38_11315
ko:K02568	sena:AU38_11320
ko:K02574	sena:AU38_11325
ko:K02573	sena:AU38_11330
ko:K02567	sena:AU38_11335
ko:K02570	sena:AU38_11340
ko:K02572	sena:AU38_11345
ko:K08276	sena:AU38_11350
ko:K06159	sena:AU38_11355
ko:K03919	sena:AU38_11360
ko:K10778	sena:AU38_11365
ko:K03734	sena:AU38_11370
ko:K03086	sena:AU38_15540
ko:K03649	sena:AU38_15545
ko:K07229	sena:AU38_15555
ko:K03776	sena:AU38_15570
ko:K09251	sena:AU38_15575
ko:K00219	sena:AU38_15580
ko:K11391	sena:AU38_15585
ko:K07043	sena:AU38_15590
ko:K07862	sena:AU38_15610
ko:K15977	sena:AU38_15650
ko:K07393	sena:AU38_15655
ko:K06911	sena:AU38_15670
ko:K01752	sena:AU38_15690
ko:K00656	sena:AU38_15695
ko:K00932	sena:AU38_15700
ko:K03838	sena:AU38_15705
ko:K01754	sena:AU38_15710
ko:K07592	sena:AU38_15715
ko:K00865	sena:AU38_15720
ko:K01630	sena:AU38_15730
ko:K01708	sena:AU38_15735
ko:K08302	sena:AU38_15740
ko:K16371	sena:AU38_15745
ko:K02773	sena:AU38_15750
ko:K02774	sena:AU38_15755
ko:K02775	sena:AU38_15760
ko:K00094	sena:AU38_15765
ko:K02436	sena:AU38_15770
ko:K07056	sena:AU38_15775
ko:K07121	sena:AU38_15780
ko:K07460	sena:AU38_15785
ko:K12961	sena:AU38_15790
ko:K05520	sena:AU38_15805
ko:K09979	sena:AU38_15810
ko:K07461	sena:AU38_15815
ko:K03824	sena:AU38_15820
ko:K03667	sena:AU38_20060
ko:K01419	sena:AU38_20065
ko:K03591	sena:AU38_20070
ko:K05499	sena:AU38_20075
ko:K04066	sena:AU38_20080
ko:K02909	sena:AU38_20085
ko:K03764	sena:AU38_20100
ko:K01739	sena:AU38_20105
ko:K12525	sena:AU38_20110
ko:K00600	sena:AU38_20140
ko:K01775	sena:AU38_20145
ko:K00375	sena:AU38_20150
ko:K00297	sena:AU38_20165
ko:K03782	sena:AU38_20170
ko:K09974	sena:AU38_20175
ko:K00005	sena:AU38_20180
ko:K08314	sena:AU38_20185
ko:K08483	sena:AU38_20190
ko:K11189	sena:AU38_20190
ko:K11201	sena:AU38_20190
ko:K11203	sena:AU38_20195
ko:K11202	sena:AU38_20200
ko:K00656	sena:AU38_20205
ko:K04069	sena:AU38_20210
ko:K11202	sena:AU38_20215
ko:K01595	sena:AU38_20230
ko:K01438	sena:AU38_20235
ko:K00145	sena:AU38_20240
ko:K00930	sena:AU38_20245
ko:K01755	sena:AU38_20250
ko:K04761	sena:AU38_20255
ko:K00322	sena:AU38_20260
ko:K00557	sena:AU38_20275
ko:K16092	sena:AU38_20280
ko:K01776	sena:AU38_20285
ko:K00075	sena:AU38_20315
ko:K03524	sena:AU38_20320
ko:K00867	sena:AU38_20325
ko:K03060	sena:AU38_18195
ko:K00556	sena:AU38_18205
ko:K03655	sena:AU38_18210
ko:K03312	sena:AU38_18215
ko:K16345	sena:AU38_18220
ko:K01811	sena:AU38_18230
ko:K03292	sena:AU38_18235
ko:K12678	sena:AU38_18275
ko:K01531	sena:AU38_18305
ko:K07507	sena:AU38_18310
ko:K17463	sena:AU38_18325
ko:K17468	sena:AU38_18330
ko:K17467	sena:AU38_18335
ko:K17466	sena:AU38_18340
ko:K07491	sena:AU38_22830
ko:K12542	sena:AU38_22840
ko:K12944	sena:AU38_22870
ko:K07806	sena:AU38_22880
ko:K10012	sena:AU38_22885
ko:K10011	sena:AU38_22890
ko:K13014	sena:AU38_22895
ko:K07264	sena:AU38_22900
ko:K12962	sena:AU38_22905
ko:K12963	sena:AU38_22910
ko:K19238	sena:AU38_22915
ko:K01911	sena:AU38_22920
ko:K02549	sena:AU38_22925
ko:K03522	sena:AU38_00380
ko:K00313	sena:AU38_00385
ko:K03855	sena:AU38_00390
ko:K08368	sena:AU38_00395
ko:K11746	sena:AU38_00425
ko:K01525	sena:AU38_00440
ko:K06195	sena:AU38_00445
ko:K02528	sena:AU38_00450
ko:K00097	sena:AU38_00455
ko:K03771	sena:AU38_00460
ko:K04744	sena:AU38_00465
ko:K05801	sena:AU38_00470
ko:K06177	sena:AU38_00475
ko:K03580	sena:AU38_00480
ko:K02336	sena:AU38_00485
ko:K01804	sena:AU38_00505
ko:K00853	sena:AU38_00510
ko:K02099	sena:AU38_00515
ko:K02062	sena:AU38_00525
ko:K02063	sena:AU38_00530
ko:K02064	sena:AU38_00535
ko:K11925	sena:AU38_00540
ko:K01704	sena:AU38_00555
ko:K01703	sena:AU38_00560
ko:K00052	sena:AU38_00565
ko:K01649	sena:AU38_00570
ko:K05798	sena:AU38_00575
ko:K01652	sena:AU38_00580
ko:K01653	sena:AU38_00585
ko:K03435	sena:AU38_00590
ko:K03925	sena:AU38_00595
ko:K03438	sena:AU38_00600
ko:K03586	sena:AU38_00605
ko:K03587	sena:AU38_00610
ko:K01928	sena:AU38_00615
ko:K01929	sena:AU38_00620
ko:K01000	sena:AU38_00625
ko:K01925	sena:AU38_00630
ko:K03588	sena:AU38_00635
ko:K02563	sena:AU38_00640
ko:K01924	sena:AU38_00645
ko:K01921	sena:AU38_00650
ko:K02508	sena:AU38_05015
ko:K18997	sena:AU38_05025
ko:K05516	sena:AU38_05030
ko:K08344	sena:AU38_05040
ko:K03809	sena:AU38_05065
ko:K13821	sena:AU38_05085
ko:K11928	sena:AU38_05090
ko:K03307	sena:AU38_05110
ko:K01788	sena:AU38_05115
ko:K17948	sena:AU38_05120
ko:K06887	sena:AU38_05180
ko:K11911	sena:AU38_05185
ko:K11891	sena:AU38_05190
ko:K07126	sena:AU38_05210
ko:K07126	sena:AU38_05215
ko:K07483	sena:AU38_05220
ko:K03704	sena:AU38_05245
ko:K06950	sena:AU38_05260
ko:K07458	sena:AU38_05270
ko:K09781	sena:AU38_05280
ko:K07026	sena:AU38_05295
ko:K07781	sena:AU38_05310
ko:K02393	sena:AU38_09670
ko:K02392	sena:AU38_09675
ko:K02391	sena:AU38_09680
ko:K02390	sena:AU38_09685
ko:K02389	sena:AU38_09690
ko:K02388	sena:AU38_09695
ko:K02387	sena:AU38_09700
ko:K02386	sena:AU38_09705
ko:K02398	sena:AU38_09710
ko:K02399	sena:AU38_09715
ko:K03980	sena:AU38_09720
ko:K03810	sena:AU38_09725
ko:K09915	sena:AU38_09730
ko:K03790	sena:AU38_09735
ko:K08162	sena:AU38_09740
ko:K03675	sena:AU38_09745
ko:K01465	sena:AU38_09755
ko:K12149	sena:AU38_09760
ko:K12148	sena:AU38_09765
ko:K02846	sena:AU38_09770
ko:K07146	sena:AU38_09790
ko:K02517	sena:AU38_09795
ko:K08161	sena:AU38_09800
ko:K12147	sena:AU38_09805
ko:K03669	sena:AU38_09815
ko:K03670	sena:AU38_09820
ko:K11941	sena:AU38_09825
ko:K04334	sena:AU38_09845
ko:K04335	sena:AU38_09850
ko:K04337	sena:AU38_09860
ko:K04338	sena:AU38_09865
ko:K06214	sena:AU38_09870
ko:K04477	sena:AU38_09885
ko:K12972	sena:AU38_09890
ko:K09933	sena:AU38_09930
ko:K19123	sena:AU38_14130
ko:K07012	sena:AU38_14135
ko:K13739	sena:AU38_14140
ko:K00390	sena:AU38_14145
ko:K00381	sena:AU38_14150
ko:K00380	sena:AU38_14155
ko:K01737	sena:AU38_14160
ko:K06897	sena:AU38_14165
ko:K10026	sena:AU38_14170
ko:K01689	sena:AU38_14175
ko:K01937	sena:AU38_14180
ko:K04765	sena:AU38_14185
ko:K00951	sena:AU38_14225
ko:K03215	sena:AU38_14230
ko:K07678	sena:AU38_14235
ko:K00865	sena:AU38_14240
ko:K01706	sena:AU38_14245
ko:K13918	sena:AU38_14250
ko:K03535	sena:AU38_14255
ko:K06175	sena:AU38_14265
ko:K15723	sena:AU38_14275
ko:K06879	sena:AU38_14280
ko:K06966	sena:AU38_14285
ko:K03837	sena:AU38_14290
ko:K01752	sena:AU38_14295
ko:K01146	sena:AU38_14300
ko:K00048	sena:AU38_14305
ko:K01628	sena:AU38_14310
ko:K02429	sena:AU38_14315
ko:K01818	sena:AU38_14320
ko:K00879	sena:AU38_14325
ko:K02431	sena:AU38_14330
ko:K02430	sena:AU38_14335
ko:K06968	sena:AU38_14340
ko:K03566	sena:AU38_14350
ko:K01766	sena:AU38_14360
ko:K02426	sena:AU38_14365
ko:K08304	sena:AU38_14380
ko:K01448	sena:AU38_14395
ko:K14682	sena:AU38_14400
ko:K03581	sena:AU38_14405
ko:K02470	sena:AU38_18650
ko:K03629	sena:AU38_18655
ko:K02338	sena:AU38_18660
ko:K02313	sena:AU38_18665
ko:K03536	sena:AU38_18670
ko:K03217	sena:AU38_18675
ko:K03650	sena:AU38_18680
ko:K08163	sena:AU38_18685
ko:K06901	sena:AU38_18705
ko:K02039	sena:AU38_18715
ko:K02036	sena:AU38_18720
ko:K02038	sena:AU38_18725
ko:K02037	sena:AU38_18730
ko:K02040	sena:AU38_18735
ko:K02769	sena:AU38_18740
ko:K02770	sena:AU38_18740
ko:K00014	sena:AU38_18745
ko:K00820	sena:AU38_18755
ko:K04042	sena:AU38_18760
ko:K06890	sena:AU38_18770
ko:K02114	sena:AU38_18780
ko:K02112	sena:AU38_18785
ko:K02115	sena:AU38_18790
ko:K02111	sena:AU38_18795
ko:K02113	sena:AU38_18800
ko:K02109	sena:AU38_18805
ko:K02110	sena:AU38_18810
ko:K02108	sena:AU38_18815
ko:K02116	sena:AU38_18820
ko:K03501	sena:AU38_18825
ko:K03495	sena:AU38_18830
ko:K06205	sena:AU38_18835
ko:K03718	sena:AU38_18840
ko:K01914	sena:AU38_18845
ko:K03924	sena:AU38_18855
ko:K03549	sena:AU38_18860
ko:K06726	sena:AU38_18865
ko:K10441	sena:AU38_18870
ko:K10440	sena:AU38_18875
ko:K10439	sena:AU38_18880
ko:K00852	sena:AU38_18885
ko:K02529	sena:AU38_18890
ko:K00892	sena:AU38_02405
ko:K03455	sena:AU38_02410
ko:K08223	sena:AU38_02420
ko:K03976	sena:AU38_02430
ko:K09973	sena:AU38_02435
ko:K17686	sena:AU38_02445
ko:K07340	sena:AU38_02455
ko:K02068	sena:AU38_02465
ko:K02069	sena:AU38_02470
ko:K05838	sena:AU38_02475
ko:K10804	sena:AU38_02485
ko:K02003	sena:AU38_02490
ko:K02004	sena:AU38_02495
ko:K02073	sena:AU38_02510
ko:K02071	sena:AU38_02515
ko:K02072	sena:AU38_02520
ko:K06917	sena:AU38_02525
ko:K10972	sena:AU38_02530
ko:K01483	sena:AU38_02535
ko:K10973	sena:AU38_02540
ko:K01608	sena:AU38_02545
ko:K10975	sena:AU38_02565
ko:K01466	sena:AU38_02570
ko:K00865	sena:AU38_02580
ko:K14977	sena:AU38_02585
ko:K02083	sena:AU38_02590
ko:K00073	sena:AU38_02595
ko:K02381	sena:AU38_02600
ko:K00926	sena:AU38_02615
ko:K01589	sena:AU38_02620
ko:K01588	sena:AU38_02625
ko:K03269	sena:AU38_02630
ko:K03768	sena:AU38_02635
ko:K01883	sena:AU38_02640
