ko:K08153	bthr:YBT1520_04795
ko:K03574	bthr:YBT1520_27490
ko:K08974	bthr:YBT1520_27495
ko:K00384	bthr:YBT1520_27500
ko:K06019	bthr:YBT1520_27515
ko:K13292	bthr:YBT1520_27520
ko:K06023	bthr:YBT1520_27525
ko:K08972	bthr:YBT1520_27530
ko:K03701	bthr:YBT1520_27540
ko:K03702	bthr:YBT1520_27545
ko:K02338	bthr:YBT1520_31896
ko:K01183	bthr:YBT1520_02530
ko:K07729	bthr:YBT1520_02565
ko:K06902	bthr:YBT1520_02570
ko:K01881	bthr:YBT1520_02585
ko:K05795	bthr:YBT1520_02605
ko:K05795	bthr:YBT1520_02610
ko:K01537	bthr:YBT1520_02630
ko:K01104	bthr:YBT1520_02640
ko:K07058	bthr:YBT1520_02650
ko:K01534	bthr:YBT1520_02660
ko:K03100	bthr:YBT1520_02680
ko:K08978	bthr:YBT1520_02695
ko:K07300	bthr:YBT1520_02710
ko:K01676	bthr:YBT1520_02730
ko:K01247	bthr:YBT1520_02740
ko:K06173	bthr:YBT1520_02750
ko:K06714	bthr:YBT1520_02760
ko:K01425	bthr:YBT1520_02800
ko:K02803	bthr:YBT1520_02805
ko:K02804	bthr:YBT1520_02805
ko:K00243	bthr:YBT1520_06890
ko:K07533	bthr:YBT1520_06905
ko:K03695	bthr:YBT1520_06940
ko:K02254	bthr:YBT1520_06960
ko:K00648	bthr:YBT1520_06970
ko:K09458	bthr:YBT1520_06975
ko:K01867	bthr:YBT1520_06995
ko:K02035	bthr:YBT1520_07010
ko:K15581	bthr:YBT1520_07015
ko:K15582	bthr:YBT1520_07020
ko:K15583	bthr:YBT1520_07025
ko:K10823	bthr:YBT1520_07030
ko:K02035	bthr:YBT1520_07040
ko:K16509	bthr:YBT1520_07045
ko:K16511	bthr:YBT1520_07055
ko:K06131	bthr:YBT1520_07060
ko:K08602	bthr:YBT1520_07070
ko:K06886	bthr:YBT1520_07080
ko:K07816	bthr:YBT1520_07095
ko:K00858	bthr:YBT1520_07100
ko:K06180	bthr:YBT1520_07105
ko:K05303	bthr:YBT1520_07135
ko:K03466	bthr:YBT1520_11355
ko:K06976	bthr:YBT1520_11440
ko:K01938	bthr:YBT1520_11475
ko:K01759	bthr:YBT1520_11495
ko:K03088	bthr:YBT1520_11510
ko:K00432	bthr:YBT1520_11545
ko:K03924	bthr:YBT1520_11560
ko:K00370	bthr:YBT1520_11570
ko:K00371	bthr:YBT1520_11575
ko:K00373	bthr:YBT1520_11580
ko:K00374	bthr:YBT1520_11585
ko:K03639	bthr:YBT1520_11595
ko:K11216	bthr:YBT1520_14795
ko:K10558	bthr:YBT1520_14805
ko:K10556	bthr:YBT1520_14810
ko:K10557	bthr:YBT1520_14815
ko:K10555	bthr:YBT1520_14820
ko:K00116	bthr:YBT1520_14825
ko:K13853	bthr:YBT1520_14890
ko:K01736	bthr:YBT1520_14895
ko:K00817	bthr:YBT1520_14900
ko:K04517	bthr:YBT1520_14905
ko:K00800	bthr:YBT1520_14910
ko:K06994	bthr:YBT1520_14925
ko:K06994	bthr:YBT1520_14935
ko:K15555	bthr:YBT1520_15045
ko:K15553	bthr:YBT1520_15050
ko:K15554	bthr:YBT1520_15055
ko:K04091	bthr:YBT1520_15060
ko:K00626	bthr:YBT1520_19275
ko:K03523	bthr:YBT1520_19285
ko:K00666	bthr:YBT1520_19290
ko:K07241	bthr:YBT1520_19325
ko:K03190	bthr:YBT1520_19335
ko:K03189	bthr:YBT1520_19340
ko:K03188	bthr:YBT1520_19345
ko:K03187	bthr:YBT1520_19350
ko:K01428	bthr:YBT1520_19355
ko:K01429	bthr:YBT1520_19360
ko:K01430	bthr:YBT1520_19365
ko:K06999	bthr:YBT1520_19400
ko:K15975	bthr:YBT1520_19405
ko:K07736	bthr:YBT1520_19435
ko:K01479	bthr:YBT1520_19440
ko:K01468	bthr:YBT1520_19445
ko:K01712	bthr:YBT1520_19450
ko:K01745	bthr:YBT1520_19455
ko:K09683	bthr:YBT1520_19460
ko:K06196	bthr:YBT1520_19500
ko:K06318	bthr:YBT1520_23470
ko:K06370	bthr:YBT1520_23485
ko:K03517	bthr:YBT1520_23490
ko:K00767	bthr:YBT1520_23495
ko:K00278	bthr:YBT1520_23500
ko:K04487	bthr:YBT1520_23505
ko:K07105	bthr:YBT1520_23510
ko:K04518	bthr:YBT1520_23520
ko:K02004	bthr:YBT1520_23525
ko:K02004	bthr:YBT1520_23530
ko:K02003	bthr:YBT1520_23535
ko:K03979	bthr:YBT1520_23550
ko:K06375	bthr:YBT1520_23560
ko:K02899	bthr:YBT1520_23565
ko:K07584	bthr:YBT1520_23570
ko:K02888	bthr:YBT1520_23575
ko:K08301	bthr:YBT1520_23580
ko:K06402	bthr:YBT1520_23585
ko:K06401	bthr:YBT1520_23590
ko:K03609	bthr:YBT1520_23595
ko:K03610	bthr:YBT1520_23600
ko:K03571	bthr:YBT1520_23605
ko:K03570	bthr:YBT1520_23610
ko:K03569	bthr:YBT1520_23615
ko:K03630	bthr:YBT1520_23620
ko:K06287	bthr:YBT1520_23625
ko:K06380	bthr:YBT1520_23630
ko:K11754	bthr:YBT1520_23635
ko:K01873	bthr:YBT1520_23640
ko:K06417	bthr:YBT1520_23650
ko:K01845	bthr:YBT1520_23655
ko:K01698	bthr:YBT1520_23660
ko:K01719	bthr:YBT1520_23665
ko:K01749	bthr:YBT1520_23670
ko:K02497	bthr:YBT1520_23675
ko:K02492	bthr:YBT1520_23680
ko:K03978	bthr:YBT1520_23695
ko:K01338	bthr:YBT1520_23700
ko:K04076	bthr:YBT1520_23705
ko:K03544	bthr:YBT1520_23710
ko:K03545	bthr:YBT1520_23715
ko:K07729	bthr:YBT1520_27570
ko:K06147	bthr:YBT1520_27605
ko:K03797	bthr:YBT1520_27615
ko:K09811	bthr:YBT1520_27620
ko:K09812	bthr:YBT1520_27625
ko:K12263	bthr:YBT1520_27630
ko:K03070	bthr:YBT1520_27645
ko:K01990	bthr:YBT1520_27655
ko:K05808	bthr:YBT1520_27685
ko:K03704	bthr:YBT1520_27690
ko:K02242	bthr:YBT1520_27695
ko:K02240	bthr:YBT1520_27700
ko:K01791	bthr:YBT1520_27730
ko:K00012	bthr:YBT1520_27735
ko:K02851	bthr:YBT1520_27740
ko:K07240	bthr:YBT1520_27760
ko:K03478	bthr:YBT1520_27765
ko:K01222	bthr:YBT1520_27770
ko:K02759	bthr:YBT1520_27775
ko:K02761	bthr:YBT1520_27780
ko:K02760	bthr:YBT1520_27785
ko:K02759	bthr:YBT1520_27790
ko:K02761	bthr:YBT1520_27795
ko:K02760	bthr:YBT1520_27800
ko:K01421	bthr:YBT1520_27820
ko:K03168	bthr:YBT1520_32176
ko:K03611	bthr:YBT1520_32201
ko:K00675	bthr:YBT1520_32251
ko:K07491	bthr:YBT1520_32271
ko:K11035	bthr:YBT1520_32326
ko:K01784	bthr:YBT1520_02835
ko:K00656	bthr:YBT1520_02845
ko:K04069	bthr:YBT1520_02850
ko:K07071	bthr:YBT1520_02875
ko:K03565	bthr:YBT1520_02880
ko:K06428	bthr:YBT1520_02895
ko:K07038	bthr:YBT1520_02905
ko:K03575	bthr:YBT1520_02910
ko:K06422	bthr:YBT1520_02920
ko:K07586	bthr:YBT1520_02930
ko:K11085	bthr:YBT1520_02935
ko:K00265	bthr:YBT1520_02950
ko:K01845	bthr:YBT1520_02955
ko:K01990	bthr:YBT1520_02960
ko:K01992	bthr:YBT1520_02965
ko:K01992	bthr:YBT1520_02970
ko:K08713	bthr:YBT1520_02975
ko:K03564	bthr:YBT1520_02980
ko:K09825	bthr:YBT1520_02985
ko:K03574	bthr:YBT1520_03015
ko:K00973	bthr:YBT1520_07165
ko:K01790	bthr:YBT1520_07170
ko:K00067	bthr:YBT1520_07180
ko:K00208	bthr:YBT1520_07185
ko:K03657	bthr:YBT1520_07220
ko:K01657	bthr:YBT1520_07275
ko:K01658	bthr:YBT1520_07280
ko:K00766	bthr:YBT1520_07285
ko:K01609	bthr:YBT1520_07290
ko:K01817	bthr:YBT1520_07295
ko:K01696	bthr:YBT1520_07300
ko:K01695	bthr:YBT1520_07305
ko:K03303	bthr:YBT1520_07320
ko:K09136	bthr:YBT1520_07385
ko:K00658	bthr:YBT1520_07395
ko:K00164	bthr:YBT1520_07400
ko:K07729	bthr:YBT1520_07405
ko:K03750	bthr:YBT1520_11605
ko:K03635	bthr:YBT1520_11610
ko:K03636	bthr:YBT1520_11615
ko:K02575	bthr:YBT1520_11620
ko:K02304	bthr:YBT1520_11630
ko:K13542	bthr:YBT1520_11640
ko:K00363	bthr:YBT1520_11645
ko:K00362	bthr:YBT1520_11650
ko:K07322	bthr:YBT1520_11655
ko:K00675	bthr:YBT1520_11675
ko:K06416	bthr:YBT1520_11700
ko:K06950	bthr:YBT1520_11740
ko:K15738	bthr:YBT1520_11745
ko:K01990	bthr:YBT1520_15130
ko:K01992	bthr:YBT1520_15135
ko:K09680	bthr:YBT1520_15150
ko:K02372	bthr:YBT1520_15155
ko:K06342	bthr:YBT1520_15300
ko:K06341	bthr:YBT1520_15305
ko:K06342	bthr:YBT1520_15310
ko:K05946	bthr:YBT1520_15325
ko:K01243	bthr:YBT1520_15330
ko:K06889	bthr:YBT1520_15335
ko:K06518	bthr:YBT1520_19555
ko:K07090	bthr:YBT1520_19575
ko:K09976	bthr:YBT1520_19615
ko:K00615	bthr:YBT1520_19625
ko:K00615	bthr:YBT1520_19630
ko:K02042	bthr:YBT1520_19635
ko:K02042	bthr:YBT1520_19640
ko:K02041	bthr:YBT1520_19645
ko:K02044	bthr:YBT1520_19650
ko:K01119	bthr:YBT1520_19655
ko:K01119	bthr:YBT1520_19670
ko:K01356	bthr:YBT1520_19685
ko:K10947	bthr:YBT1520_19700
ko:K01915	bthr:YBT1520_19705
ko:K03713	bthr:YBT1520_19710
ko:K03665	bthr:YBT1520_19720
ko:K06413	bthr:YBT1520_19735
ko:K03666	bthr:YBT1520_19755
ko:K02768	bthr:YBT1520_19780
ko:K02769	bthr:YBT1520_19780
ko:K02770	bthr:YBT1520_19780
ko:K00882	bthr:YBT1520_19785
ko:K03436	bthr:YBT1520_19790
ko:K08976	bthr:YBT1520_19800
ko:K01183	bthr:YBT1520_19825
ko:K07098	bthr:YBT1520_19830
ko:K03530	bthr:YBT1520_19840
ko:K03830	bthr:YBT1520_19845
ko:K17686	bthr:YBT1520_19850
ko:K07095	bthr:YBT1520_23740
ko:K02428	bthr:YBT1520_23745
ko:K00989	bthr:YBT1520_23750
ko:K06298	bthr:YBT1520_23755
ko:K01776	bthr:YBT1520_23760
ko:K01994	bthr:YBT1520_23775
ko:K06188	bthr:YBT1520_23805
ko:K01990	bthr:YBT1520_23825
ko:K02557	bthr:YBT1520_23835
ko:K02556	bthr:YBT1520_23840
ko:K07260	bthr:YBT1520_23845
ko:K07107	bthr:YBT1520_23850
ko:K00240	bthr:YBT1520_23855
ko:K00239	bthr:YBT1520_23860
ko:K00241	bthr:YBT1520_23865
ko:K03703	bthr:YBT1520_23875
ko:K03671	bthr:YBT1520_23880
ko:K03522	bthr:YBT1520_23885
ko:K03521	bthr:YBT1520_23890
ko:K13767	bthr:YBT1520_23895
ko:K13770	bthr:YBT1520_23900
ko:K03088	bthr:YBT1520_23930
ko:K00425	bthr:YBT1520_27840
ko:K00426	bthr:YBT1520_27845
ko:K03893	bthr:YBT1520_27850
ko:K03147	bthr:YBT1520_27855
ko:K03303	bthr:YBT1520_27860
ko:K00824	bthr:YBT1520_27890
ko:K03317	bthr:YBT1520_27910
ko:K05020	bthr:YBT1520_27930
ko:K02250	bthr:YBT1520_27990
ko:K02004	bthr:YBT1520_28005
ko:K02003	bthr:YBT1520_28010
ko:K02005	bthr:YBT1520_28015
ko:K02445	bthr:YBT1520_28020
ko:K02012	bthr:YBT1520_28025
ko:K01784	bthr:YBT1520_28055
ko:K00012	bthr:YBT1520_28060
ko:K16698	bthr:YBT1520_28065
ko:K03406	bthr:YBT1520_32466
ko:K07228	bthr:YBT1520_32471
ko:K03455	bthr:YBT1520_32476
ko:K00675	bthr:YBT1520_32561
ko:K00675	bthr:YBT1520_32566
ko:K07491	bthr:YBT1520_32606
ko:K03216	bthr:YBT1520_03040
ko:K07180	bthr:YBT1520_03055
ko:K09786	bthr:YBT1520_03060
ko:K01387	bthr:YBT1520_03075
ko:K07192	bthr:YBT1520_03085
ko:K03406	bthr:YBT1520_03090
ko:K03300	bthr:YBT1520_03105
ko:K02443	bthr:YBT1520_03130
ko:K05816	bthr:YBT1520_03135
ko:K05814	bthr:YBT1520_03140
ko:K05815	bthr:YBT1520_03145
ko:K05813	bthr:YBT1520_03150
ko:K11616	bthr:YBT1520_03210
ko:K00027	bthr:YBT1520_03215
ko:K00375	bthr:YBT1520_03230
ko:K02379	bthr:YBT1520_03270
ko:K00123	bthr:YBT1520_03275
ko:K01126	bthr:YBT1520_03285
ko:K00259	bthr:YBT1520_03290
ko:K03294	bthr:YBT1520_03295
ko:K01990	bthr:YBT1520_07450
ko:K01992	bthr:YBT1520_07455
ko:K13280	bthr:YBT1520_07485
ko:K09607	bthr:YBT1520_07515
ko:K00128	bthr:YBT1520_07520
ko:K11072	bthr:YBT1520_07525
ko:K11071	bthr:YBT1520_07530
ko:K11070	bthr:YBT1520_07535
ko:K11069	bthr:YBT1520_07540
ko:K06180	bthr:YBT1520_07560
ko:K11473	bthr:YBT1520_07575
ko:K00104	bthr:YBT1520_07580
ko:K02647	bthr:YBT1520_07585
ko:K00782	bthr:YBT1520_07620
ko:K02236	bthr:YBT1520_07625
ko:K02598	bthr:YBT1520_07635
ko:K06421	bthr:YBT1520_07650
ko:K00023	bthr:YBT1520_07680
ko:K03821	bthr:YBT1520_07685
ko:K01887	bthr:YBT1520_11915
ko:K01870	bthr:YBT1520_11940
ko:K03308	bthr:YBT1520_11995
ko:K01259	bthr:YBT1520_12000
ko:K09962	bthr:YBT1520_12005
ko:K01779	bthr:YBT1520_12035
ko:K07727	bthr:YBT1520_12055
ko:K01990	bthr:YBT1520_12070
ko:K01992	bthr:YBT1520_12075
ko:K01091	bthr:YBT1520_12085
ko:K01118	bthr:YBT1520_12120
ko:K01118	bthr:YBT1520_12125
ko:K00655	bthr:YBT1520_12130
ko:K11068	bthr:YBT1520_12135
ko:K03116	bthr:YBT1520_12140
ko:K03118	bthr:YBT1520_12145
ko:K01953	bthr:YBT1520_12180
ko:K02016	bthr:YBT1520_12205
ko:K00824	bthr:YBT1520_12210
ko:K07533	bthr:YBT1520_15360
ko:K01281	bthr:YBT1520_15365
ko:K15580	bthr:YBT1520_15430
ko:K03740	bthr:YBT1520_15440
ko:K01714	bthr:YBT1520_15505
ko:K00128	bthr:YBT1520_15510
ko:K03310	bthr:YBT1520_15515
ko:K06949	bthr:YBT1520_15525
ko:K15986	bthr:YBT1520_15545
ko:K01448	bthr:YBT1520_15560
ko:K03654	bthr:YBT1520_15615
ko:K07213	bthr:YBT1520_19855
ko:K07017	bthr:YBT1520_19870
ko:K02013	bthr:YBT1520_19875
ko:K02015	bthr:YBT1520_19880
ko:K02015	bthr:YBT1520_19885
ko:K02016	bthr:YBT1520_19890
ko:K13530	bthr:YBT1520_19895
ko:K13531	bthr:YBT1520_19900
ko:K01247	bthr:YBT1520_19905
ko:K01258	bthr:YBT1520_19910
ko:K01834	bthr:YBT1520_19920
ko:K02563	bthr:YBT1520_19935
ko:K06518	bthr:YBT1520_19970
ko:K03489	bthr:YBT1520_19985
ko:K01223	bthr:YBT1520_19990
ko:K01771	bthr:YBT1520_19995
ko:K01449	bthr:YBT1520_20005
ko:K07137	bthr:YBT1520_20010
ko:K03572	bthr:YBT1520_20030
ko:K03555	bthr:YBT1520_20035
ko:K06328	bthr:YBT1520_20040
ko:K06168	bthr:YBT1520_20050
ko:K00175	bthr:YBT1520_20055
ko:K00174	bthr:YBT1520_20060
ko:K01273	bthr:YBT1520_20065
ko:K06416	bthr:YBT1520_20070
ko:K09769	bthr:YBT1520_20075
ko:K18682	bthr:YBT1520_20080
ko:K03742	bthr:YBT1520_20090
ko:K00995	bthr:YBT1520_20095
ko:K06969	bthr:YBT1520_23990
ko:K07145	bthr:YBT1520_23995
ko:K08600	bthr:YBT1520_24000
ko:K02013	bthr:YBT1520_24005
ko:K02015	bthr:YBT1520_24010
ko:K02016	bthr:YBT1520_24015
ko:K03311	bthr:YBT1520_24035
ko:K06182	bthr:YBT1520_24040
ko:K07456	bthr:YBT1520_24050
ko:K02347	bthr:YBT1520_24055
ko:K09888	bthr:YBT1520_24065
ko:K03471	bthr:YBT1520_24070
ko:K01893	bthr:YBT1520_24090
ko:K01890	bthr:YBT1520_24095
ko:K01889	bthr:YBT1520_24100
ko:K06426	bthr:YBT1520_24115
ko:K06950	bthr:YBT1520_24120
ko:K07052	bthr:YBT1520_24125
ko:K02887	bthr:YBT1520_24165
ko:K02916	bthr:YBT1520_24170
ko:K02520	bthr:YBT1520_24175
ko:K01868	bthr:YBT1520_24180
ko:K11144	bthr:YBT1520_24195
ko:K03346	bthr:YBT1520_24200
ko:K07738	bthr:YBT1520_24205
ko:K01611	bthr:YBT1520_24210
ko:K00134	bthr:YBT1520_24215
ko:K00859	bthr:YBT1520_24220
ko:K10563	bthr:YBT1520_24230
ko:K07636	bthr:YBT1520_24240
ko:K07658	bthr:YBT1520_24245
ko:K00963	bthr:YBT1520_28100
ko:K01104	bthr:YBT1520_28105
ko:K02372	bthr:YBT1520_28125
ko:K03569	bthr:YBT1520_28130
ko:K06283	bthr:YBT1520_28135
ko:K06386	bthr:YBT1520_28145
ko:K01990	bthr:YBT1520_28160
ko:K06381	bthr:YBT1520_28165
ko:K00790	bthr:YBT1520_28170
ko:K00343	bthr:YBT1520_28185
ko:K00342	bthr:YBT1520_28190
ko:K00341	bthr:YBT1520_28195
ko:K00340	bthr:YBT1520_28200
ko:K00339	bthr:YBT1520_28205
ko:K00338	bthr:YBT1520_28210
ko:K00337	bthr:YBT1520_28215
ko:K00333	bthr:YBT1520_28220
ko:K00332	bthr:YBT1520_28225
ko:K00332	bthr:YBT1520_28230
ko:K00331	bthr:YBT1520_28235
ko:K00330	bthr:YBT1520_28240
ko:K02114	bthr:YBT1520_28265
ko:K02112	bthr:YBT1520_28270
ko:K02115	bthr:YBT1520_28275
ko:K02111	bthr:YBT1520_28280
ko:K02113	bthr:YBT1520_28285
ko:K02109	bthr:YBT1520_28290
ko:K02110	bthr:YBT1520_28295
ko:K02116	bthr:YBT1520_28310
ko:K00761	bthr:YBT1520_28325
ko:K00600	bthr:YBT1520_28330
ko:K01808	bthr:YBT1520_28340
ko:K03455	bthr:YBT1520_32666
ko:K03455	bthr:YBT1520_32786
ko:K06284	bthr:YBT1520_32831
ko:K06407	bthr:YBT1520_32876
ko:K01534	bthr:YBT1520_03310
ko:K00763	bthr:YBT1520_03315
ko:K11535	bthr:YBT1520_03360
ko:K08234	bthr:YBT1520_03385
ko:K01744	bthr:YBT1520_03395
ko:K03303	bthr:YBT1520_03400
ko:K06425	bthr:YBT1520_03420
ko:K03305	bthr:YBT1520_03425
ko:K02016	bthr:YBT1520_03435
ko:K02015	bthr:YBT1520_03440
ko:K02015	bthr:YBT1520_03445
ko:K02013	bthr:YBT1520_03450
ko:K00639	bthr:YBT1520_03460
ko:K03574	bthr:YBT1520_03470
ko:K04748	bthr:YBT1520_03480
ko:K06131	bthr:YBT1520_03485
ko:K03758	bthr:YBT1520_03500
ko:K03486	bthr:YBT1520_03505
ko:K02818	bthr:YBT1520_03510
ko:K02819	bthr:YBT1520_03510
ko:K01226	bthr:YBT1520_03515
ko:K06295	bthr:YBT1520_03530
ko:K03310	bthr:YBT1520_03540
ko:K10041	bthr:YBT1520_03550
ko:K10039	bthr:YBT1520_03555
ko:K10040	bthr:YBT1520_03560
ko:K10040	bthr:YBT1520_03565
ko:K02205	bthr:YBT1520_03570
ko:K02012	bthr:YBT1520_07710
ko:K02010	bthr:YBT1520_07715
ko:K02011	bthr:YBT1520_07720
ko:K05306	bthr:YBT1520_07725
ko:K03430	bthr:YBT1520_07730
ko:K09798	bthr:YBT1520_07765
ko:K13532	bthr:YBT1520_07775
ko:K15973	bthr:YBT1520_07780
ko:K07697	bthr:YBT1520_07805
ko:K06920	bthr:YBT1520_07810
ko:K01737	bthr:YBT1520_07815
ko:K10026	bthr:YBT1520_07820
ko:K09457	bthr:YBT1520_07825
ko:K03647	bthr:YBT1520_07860
ko:K01990	bthr:YBT1520_07885
ko:K07052	bthr:YBT1520_07905
ko:K03719	bthr:YBT1520_07915
ko:K01297	bthr:YBT1520_07935
ko:K00459	bthr:YBT1520_07940
ko:K03740	bthr:YBT1520_07945
ko:K14188	bthr:YBT1520_07950
ko:K03739	bthr:YBT1520_07955
ko:K03367	bthr:YBT1520_07960
ko:K13993	bthr:YBT1520_12235
ko:K02480	bthr:YBT1520_12245
ko:K13953	bthr:YBT1520_12265
ko:K00851	bthr:YBT1520_12280
ko:K03299	bthr:YBT1520_12285
ko:K00033	bthr:YBT1520_12290
ko:K03206	bthr:YBT1520_12310
ko:K05847	bthr:YBT1520_12325
ko:K05845	bthr:YBT1520_12330
ko:K05846	bthr:YBT1520_12330
ko:K03758	bthr:YBT1520_12340
ko:K11686	bthr:YBT1520_12365
ko:K01034	bthr:YBT1520_12400
ko:K01438	bthr:YBT1520_12410
ko:K06714	bthr:YBT1520_12420
ko:K01843	bthr:YBT1520_12425
ko:K06377	bthr:YBT1520_12465
ko:K03823	bthr:YBT1520_15675
ko:K01807	bthr:YBT1520_15755
ko:K03088	bthr:YBT1520_15765
ko:K01358	bthr:YBT1520_15770
ko:K02002	bthr:YBT1520_15775
ko:K02000	bthr:YBT1520_15780
ko:K02001	bthr:YBT1520_15785
ko:K00627	bthr:YBT1520_15875
ko:K00382	bthr:YBT1520_15880
ko:K00059	bthr:YBT1520_20115
ko:K02057	bthr:YBT1520_20130
ko:K02057	bthr:YBT1520_20135
ko:K02056	bthr:YBT1520_20140
ko:K07335	bthr:YBT1520_20145
ko:K03710	bthr:YBT1520_20150
ko:K03466	bthr:YBT1520_20155
ko:K12574	bthr:YBT1520_20170
ko:K01714	bthr:YBT1520_20175
ko:K00928	bthr:YBT1520_20180
ko:K00928	bthr:YBT1520_20185
ko:K00133	bthr:YBT1520_20190
ko:K06411	bthr:YBT1520_20195
ko:K06410	bthr:YBT1520_20200
ko:K00962	bthr:YBT1520_20220
ko:K02956	bthr:YBT1520_20225
ko:K11753	bthr:YBT1520_20230
ko:K03177	bthr:YBT1520_20235
ko:K02834	bthr:YBT1520_20240
ko:K09764	bthr:YBT1520_20245
ko:K02519	bthr:YBT1520_20250
ko:K07742	bthr:YBT1520_20260
ko:K02600	bthr:YBT1520_20265
ko:K09748	bthr:YBT1520_20270
ko:K03763	bthr:YBT1520_20275
ko:K01881	bthr:YBT1520_20280
ko:K11749	bthr:YBT1520_20285
ko:K00099	bthr:YBT1520_20290
ko:K00981	bthr:YBT1520_20295
ko:K00806	bthr:YBT1520_20300
ko:K02838	bthr:YBT1520_20305
ko:K09903	bthr:YBT1520_20310
ko:K02357	bthr:YBT1520_20315
ko:K02967	bthr:YBT1520_20320
ko:K03706	bthr:YBT1520_20325
ko:K01419	bthr:YBT1520_20340
ko:K03733	bthr:YBT1520_20345
ko:K04094	bthr:YBT1520_20350
ko:K03168	bthr:YBT1520_20355
ko:K01902	bthr:YBT1520_20370
ko:K00024	bthr:YBT1520_24260
ko:K00031	bthr:YBT1520_24265
ko:K01647	bthr:YBT1520_24270
ko:K07113	bthr:YBT1520_24285
ko:K00873	bthr:YBT1520_24290
ko:K00850	bthr:YBT1520_24295
ko:K01962	bthr:YBT1520_24300
ko:K01963	bthr:YBT1520_24305
ko:K00027	bthr:YBT1520_24315
ko:K02337	bthr:YBT1520_24320
ko:K00259	bthr:YBT1520_24410
ko:K00059	bthr:YBT1520_24415
ko:K01755	bthr:YBT1520_24440
ko:K01940	bthr:YBT1520_24445
ko:K00925	bthr:YBT1520_24495
ko:K11065	bthr:YBT1520_24505
ko:K15977	bthr:YBT1520_28355
ko:K07566	bthr:YBT1520_28380
ko:K06387	bthr:YBT1520_28390
ko:K02493	bthr:YBT1520_28395
ko:K02835	bthr:YBT1520_28400
ko:K02909	bthr:YBT1520_28410
ko:K03628	bthr:YBT1520_28420
ko:K03628	bthr:YBT1520_28425
ko:K02446	bthr:YBT1520_28430
ko:K00790	bthr:YBT1520_28440
ko:K01624	bthr:YBT1520_28445
ko:K02490	bthr:YBT1520_28450
ko:K01937	bthr:YBT1520_28460
ko:K03048	bthr:YBT1520_28465
ko:K00074	bthr:YBT1520_28485
ko:K00626	bthr:YBT1520_28490
ko:K06131	bthr:YBT1520_28500
ko:K07693	bthr:YBT1520_28555
ko:K07778	bthr:YBT1520_28560
ko:K01992	bthr:YBT1520_28565
ko:K01990	bthr:YBT1520_28570
ko:K01265	bthr:YBT1520_28575
ko:K02283	bthr:YBT1520_32991
ko:K04763	bthr:YBT1520_33036
ko:K03088	bthr:YBT1520_03585
ko:K02529	bthr:YBT1520_03660
ko:K00852	bthr:YBT1520_03665
ko:K06726	bthr:YBT1520_03670
ko:K10441	bthr:YBT1520_03675
ko:K10440	bthr:YBT1520_03680
ko:K10439	bthr:YBT1520_03685
ko:K00616	bthr:YBT1520_03690
ko:K09607	bthr:YBT1520_03695
ko:K00004	bthr:YBT1520_03715
ko:K01114	bthr:YBT1520_03735
ko:K07729	bthr:YBT1520_03765
ko:K07090	bthr:YBT1520_03800
ko:K03839	bthr:YBT1520_07980
ko:K03327	bthr:YBT1520_08015
ko:K06153	bthr:YBT1520_08020
ko:K03498	bthr:YBT1520_08045
ko:K00826	bthr:YBT1520_08075
ko:K01652	bthr:YBT1520_08080
ko:K01653	bthr:YBT1520_08085
ko:K00053	bthr:YBT1520_08090
ko:K01649	bthr:YBT1520_08095
ko:K00052	bthr:YBT1520_08100
ko:K01703	bthr:YBT1520_08105
ko:K01704	bthr:YBT1520_08110
ko:K02502	bthr:YBT1520_08115
ko:K00765	bthr:YBT1520_08120
ko:K00013	bthr:YBT1520_08125
ko:K01693	bthr:YBT1520_08130
ko:K02501	bthr:YBT1520_08135
ko:K01814	bthr:YBT1520_08140
ko:K02500	bthr:YBT1520_08145
ko:K01496	bthr:YBT1520_08150
ko:K01523	bthr:YBT1520_08155
ko:K04486	bthr:YBT1520_08160
ko:K17103	bthr:YBT1520_08175
ko:K01586	bthr:YBT1520_08190
ko:K00390	bthr:YBT1520_08200
ko:K00958	bthr:YBT1520_08205
ko:K00860	bthr:YBT1520_08210
ko:K00366	bthr:YBT1520_08215
ko:K07533	bthr:YBT1520_12515
ko:K06304	bthr:YBT1520_12545
ko:K05366	bthr:YBT1520_12580
ko:K01647	bthr:YBT1520_12600
ko:K01720	bthr:YBT1520_12605
ko:K00140	bthr:YBT1520_12625
ko:K03547	bthr:YBT1520_12655
ko:K08177	bthr:YBT1520_12680
ko:K00216	bthr:YBT1520_12685
ko:K02361	bthr:YBT1520_12690
ko:K02363	bthr:YBT1520_12695
ko:K01252	bthr:YBT1520_12700
ko:K04780	bthr:YBT1520_12705
ko:K06133	bthr:YBT1520_12720
ko:K03530	bthr:YBT1520_12730
ko:K03310	bthr:YBT1520_12750
ko:K06182	bthr:YBT1520_12770
ko:K01868	bthr:YBT1520_12775
ko:K02003	bthr:YBT1520_12780
ko:K02004	bthr:YBT1520_12785
ko:K00158	bthr:YBT1520_12790
ko:K07238	bthr:YBT1520_12795
ko:K09936	bthr:YBT1520_12825
ko:K09936	bthr:YBT1520_12835
ko:K06994	bthr:YBT1520_12870
ko:K03825	bthr:YBT1520_12895
ko:K00231	bthr:YBT1520_12920
ko:K03704	bthr:YBT1520_12940
ko:K07052	bthr:YBT1520_12945
