ko:K18137	abd:ABTW07_2308
ko:K00241	abd:ABTW07_3182
ko:K03593	abd:ABTW07_0770
ko:K01243	abd:ABTW07_0771
ko:K03325	abd:ABTW07_1655
ko:K07305	abd:ABTW07_1668
ko:K00799	abd:ABTW07_1690
ko:K07098	abd:ABTW07_3405
ko:K01525	abd:ABTW07_3412
ko:K03830	abd:ABTW07_3899
ko:K09806	abd:ABTW07_0272
ko:K04774	abd:ABTW07_2896
ko:K00508	abd:ABTW07_2910
ko:K06177	abd:ABTW07_2915
ko:K07263	abd:ABTW07_2923
ko:K07258	abd:ABTW07_2933
ko:K07657	abd:ABTW07_3781
ko:K01011	abd:ABTW07_3788
ko:K01104	abd:ABTW07_0080
ko:K01784	abd:ABTW07_0099
ko:K00101	abd:ABTW07_0103
ko:K00647	abd:ABTW07_0113
ko:K06177	abd:ABTW07_0117
ko:K02014	abd:ABTW07_0120
ko:K01692	abd:ABTW07_0133
ko:K01082	abd:ABTW07_1859
ko:K13628	abd:ABTW07_1873
ko:K04488	abd:ABTW07_1874
ko:K01262	abd:ABTW07_2741
ko:K02665	abd:ABTW07_3604
ko:K01885	abd:ABTW07_3619
ko:K15727	abd:ABTW07_3626
ko:K15725	abd:ABTW07_3627
ko:K01262	abd:ABTW07_1250
ko:K02014	abd:ABTW07_1272
ko:K00219	abd:ABTW07_1277
ko:K00276	abd:ABTW07_2178
ko:K00059	abd:ABTW07_2182
ko:K03560	abd:ABTW07_3006
ko:K01186	abd:ABTW07_3055
ko:K00799	abd:ABTW07_3864
ko:K02014	abd:ABTW07_1p008
ko:K02653	abd:ABTW07_0374
ko:K00970	abd:ABTW07_0616
ko:K03286	abd:ABTW07_1477
ko:K03298	abd:ABTW07_1495
ko:K01692	abd:ABTW07_1512
ko:K02433	abd:ABTW07_3255
ko:K00380	abd:ABTW07_3272
ko:K00652	abd:ABTW07_0796
ko:K00059	abd:ABTW07_0807
ko:K02858	abd:ABTW07_0812
ko:K03451	abd:ABTW07_0834
ko:K00135	abd:ABTW07_0837
ko:K01186	abd:ABTW07_1719
ko:K07346	abd:ABTW07_2609
ko:K04085	abd:ABTW07_0417
ko:K06179	abd:ABTW07_0441
ko:K00799	abd:ABTW07_0444
ko:K10914	abd:ABTW07_1348
ko:K03743	abd:ABTW07_1353
ko:K01426	abd:ABTW07_2188
ko:K01607	abd:ABTW07_2208
ko:K07019	abd:ABTW07_2224
ko:K00219	abd:ABTW07_2227
ko:K03499	abd:ABTW07_2240
ko:K02238	abd:ABTW07_3076
ko:K00799	abd:ABTW07_0161
ko:K00027	abd:ABTW07_0164
ko:K09815	abd:ABTW07_0170
ko:K02116	abd:ABTW07_0171
ko:K01785	abd:ABTW07_1055
ko:K00548	abd:ABTW07_1062
ko:K00004	abd:ABTW07_1953
ko:K00135	abd:ABTW07_3684
ko:K00666	abd:ABTW07_0623
ko:K02454	abd:ABTW07_0649
ko:K00135	abd:ABTW07_1536
ko:K01607	abd:ABTW07_1537
ko:K02010	abd:ABTW07_1544
ko:K00626	abd:ABTW07_1557
ko:K00666	abd:ABTW07_1578
ko:K01104	abd:ABTW07_2442
ko:K08167	abd:ABTW07_2449
ko:K00059	abd:ABTW07_2453
ko:K00626	abd:ABTW07_2454
ko:K00616	abd:ABTW07_2457
ko:K01439	abd:ABTW07_3277
ko:K02660	abd:ABTW07_3280
ko:K02659	abd:ABTW07_3281
ko:K02658	abd:ABTW07_3282
ko:K02657	abd:ABTW07_3283
ko:K02014	abd:ABTW07_3297
ko:K10563	abd:ABTW07_3299
ko:K03769	abd:ABTW07_3300
ko:K00564	abd:ABTW07_3305
ko:K03286	abd:ABTW07_3309
ko:K00626	abd:ABTW07_3311
ko:K04750	abd:ABTW07_3312
ko:K00626	abd:ABTW07_3320
ko:K01782	abd:ABTW07_3321
ko:K00647	abd:ABTW07_0844
ko:K03711	abd:ABTW07_0875
ko:K03153	abd:ABTW07_0885
ko:K01409	abd:ABTW07_2637
ko:K04085	abd:ABTW07_2655
ko:K00784	abd:ABTW07_2663
ko:K07017	abd:ABTW07_2668
ko:K01760	abd:ABTW07_3495
ko:K02067	abd:ABTW07_3513
ko:K01092	abd:ABTW07_3518
ko:K07273	abd:ABTW07_0207
ko:K01507	abd:ABTW07_0218
ko:K02004	abd:ABTW07_1077
ko:K00939	abd:ABTW07_1113
ko:K04763	abd:ABTW07_0294
ko:K01515	abd:ABTW07_0303
ko:K01424	abd:ABTW07_0465
ko:K03455	abd:ABTW07_0487
ko:K07304	abd:ABTW07_0496
ko:K00799	abd:ABTW07_1361
ko:K07004	abd:ABTW07_1363
ko:K00799	abd:ABTW07_1364
ko:K03386	abd:ABTW07_1370
ko:K07213	abd:ABTW07_1381
ko:K03498	abd:ABTW07_2241
ko:K09909	abd:ABTW07_2252
ko:K00882	abd:ABTW07_2271
ko:K01596	abd:ABTW07_3133
ko:K01113	abd:ABTW07_3140
ko:K02427	abd:ABTW07_3145
ko:K01934	abd:ABTW07_1126
ko:K02051	abd:ABTW07_1968
ko:K02050	abd:ABTW07_1969
ko:K02049	abd:ABTW07_1970
ko:K02014	abd:ABTW07_1974
ko:K00626	abd:ABTW07_1980
ko:K02017	abd:ABTW07_2002
ko:K01081	abd:ABTW07_2006
ko:K00121	abd:ABTW07_2021
ko:K03616	abd:ABTW07_1115
ko:K09684	abd:ABTW07_2866
ko:K01759	abd:ABTW07_2880
ko:K07258	abd:ABTW07_2888
ko:K00088	abd:ABTW07_3726
ko:K02014	abd:ABTW07_3745
ko:K02463	abd:ABTW07_0320
ko:K01719	abd:ABTW07_0315
ko:K02014	abd:ABTW07_1200
ko:K01186	abd:ABTW07_1207
ko:K00058	abd:ABTW07_2107
ko:K02619	abd:ABTW07_2980
ko:K00674	abd:ABTW07_2988
ko:K01479	abd:ABTW07_3805
ko:K00567	abd:ABTW07_0688
ko:K01488	abd:ABTW07_0691
ko:K03743	abd:ABTW07_1588
ko:K00059	abd:ABTW07_1613
ko:K11209	abd:ABTW07_1615
ko:K02014	abd:ABTW07_2477
ko:K04093	abd:ABTW07_2481
ko:K00799	abd:ABTW07_2484
ko:K01826	abd:ABTW07_2490
ko:K03768	abd:ABTW07_2501
ko:K06177	abd:ABTW07_2509
ko:K06183	abd:ABTW07_2512
ko:K08997	abd:ABTW07_3349
ko:K00799	abd:ABTW07_3356
ko:K02014	abd:ABTW07_3361
ko:K00131	abd:ABTW07_0528
ko:K13776	abd:ABTW07_0439
ko:K01139	abd:ABTW07_3587
ko:K16053	abd:ABTW07_2476
ko:K14220	abd:ABTW07_tRNA23
ko:K14220	abd:ABTW07_tRNA24
ko:K14220	abd:ABTW07_tRNA27
ko:K14220	abd:ABTW07_tRNA25
ko:K01977	abd:ABTW07_rRNA1
ko:K01977	abd:ABTW07_rRNA4
ko:K01977	abd:ABTW07_rRNA9
ko:K01977	abd:ABTW07_rRNA12
ko:K14219	abd:ABTW07_tRNA11
ko:K14228	abd:ABTW07_tRNA7
ko:K00001	abd:ABTW07_3194
ko:K02030	abd:ABTW07_1605
ko:K21449	abd:ABTW07_3913
ko:K14235	abd:ABTW07_tRNA6
ko:K11735	abd:ABTW07_2862
ko:K02617	abd:ABTW07_1518
ko:K00568	abd:ABTW07_0065
ko:K11747	abd:ABTW07_0409
ko:K03321	abd:ABTW07_3869
ko:K03321	abd:ABTW07_2280
ko:K07506	abd:ABTW07_1961
ko:K01659	abd:ABTW07_0108
ko:K01270	abd:ABTW07_2664
ko:K07394	abd:ABTW07_3434
ko:K07165	abd:ABTW07_1003
ko:K11311	abd:ABTW07_1996
ko:K00146	abd:ABTW07_2176
ko:K00956	abd:ABTW07_1091
ko:K16345	abd:ABTW07_3304
ko:K03298	abd:ABTW07_0307
ko:K01840	abd:ABTW07_0100
ko:K11733	abd:ABTW07_3306
ko:K00253	abd:ABTW07_1576
ko:K01069	abd:ABTW07_2585
ko:K01990	abd:ABTW07_1914
ko:K10831	abd:ABTW07_1643
ko:K11734	abd:ABTW07_2901
ko:K16137	abd:ABTW07_3108
ko:K13794	abd:ABTW07_0702
ko:K10673	abd:ABTW07_0269
ko:K11734	abd:ABTW07_3815
ko:K16235	abd:ABTW07_3620
ko:K22617	abd:ABTW07_3407
ko:K01856	abd:ABTW07_2167
ko:K05599	abd:ABTW07_1998
ko:K05600	abd:ABTW07_1997
ko:K16264	abd:ABTW07_3624
ko:K01487	abd:ABTW07_0023
ko:K03321	abd:ABTW07_3910
ko:K07122	abd:ABTW07_3511
ko:K16692	abd:ABTW07_0079
ko:K00090	abd:ABTW07_2641
ko:K03457	abd:ABTW07_1647
ko:K03457	abd:ABTW07_1534
ko:K01166	abd:ABTW07_3438
ko:K08485	abd:ABTW07_0621
ko:K00042	abd:ABTW07_2090
ko:K10014	abd:ABTW07_2693
ko:K09810	abd:ABTW07_3077
ko:K00785	abd:ABTW07_0091
ko:K16839	abd:ABTW07_3761
ko:K00355	abd:ABTW07_3243
ko:K03559	abd:ABTW07_1818
ko:K03559	abd:ABTW07_1846
ko:K03559	abd:ABTW07_1847
ko:K08316	abd:ABTW07_1109
ko:K03559	abd:ABTW07_0495
ko:K03417	abd:ABTW07_0107
ko:K00265	abd:ABTW07_3599
ko:K00108	abd:ABTW07_1017
ko:K16872	abd:ABTW07_1372
ko:K16840	abd:ABTW07_3757
ko:K16841	abd:ABTW07_1646
ko:K16842	abd:ABTW07_3756
ko:K07215	abd:ABTW07_1008
ko:K17103	abd:ABTW07_3432
ko:K12064	abd:ABTW07_2p018
ko:K14159	abd:ABTW07_1265
ko:K01457	abd:ABTW07_1462
ko:K09483	abd:ABTW07_2204
ko:K14742	abd:ABTW07_0676
ko:K04091	abd:ABTW07_0057
ko:K19611	abd:ABTW07_1071
ko:K11209	abd:ABTW07_0626
ko:K03457	abd:ABTW07_1220
ko:K03457	abd:ABTW07_1732
ko:K03574	abd:ABTW07_3508
ko:K03574	abd:ABTW07_2676
ko:K00951	abd:ABTW07_0612
ko:K17218	abd:ABTW07_1957
ko:K01800	abd:ABTW07_3817
ko:K17713	abd:ABTW07_0544
ko:K17228	abd:ABTW07_3711
ko:K01990	abd:ABTW07_2703
ko:K01897	abd:ABTW07_0215
ko:K01992	abd:ABTW07_2704
ko:K01992	abd:ABTW07_3085
ko:K02049	abd:ABTW07_1464
ko:K15555	abd:ABTW07_0055
ko:K00821	abd:ABTW07_2261
ko:K01130	abd:ABTW07_1068
ko:K05540	abd:ABTW07_2946
ko:K06518	abd:ABTW07_1618
ko:K01791	abd:ABTW07_2942
ko:K03892	abd:ABTW07_1654
ko:K00537	abd:ABTW07_1653
ko:K00254	abd:ABTW07_2646
ko:K11928	abd:ABTW07_1793
ko:K01658	abd:ABTW07_2803
ko:K00632	abd:ABTW07_0351
ko:K00128	abd:ABTW07_1533
ko:K06972	abd:ABTW07_2243
ko:K07318	abd:ABTW07_0277
ko:K01497	abd:ABTW07_3520
ko:K17733	abd:ABTW07_1484
ko:K17737	abd:ABTW07_1984
ko:K00001	abd:ABTW07_2444
ko:K01046	abd:ABTW07_3572
ko:K18139	abd:ABTW07_3210
ko:K03719	abd:ABTW07_0122
ko:K03719	abd:ABTW07_2480
ko:K07003	abd:ABTW07_0143
ko:K11747	abd:ABTW07_2128
ko:K02031	abd:ABTW07_1856
ko:K02032	abd:ABTW07_1856
ko:K17938	abd:ABTW07_3262
ko:K01007	abd:ABTW07_2558
ko:K03366	abd:ABTW07_1952
ko:K09017	abd:ABTW07_0054
ko:K04343	abd:ABTW07_0268
ko:K00557	abd:ABTW07_1789
ko:K03772	abd:ABTW07_0078
ko:K00220	abd:ABTW07_2666
ko:K00800	abd:ABTW07_2666
ko:K18143	abd:ABTW07_2040
ko:K02614	abd:ABTW07_1519
ko:K18144	abd:ABTW07_2039
ko:K03719	abd:ABTW07_1792
ko:K00249	abd:ABTW07_3427
ko:K07782	abd:ABTW07_0138
ko:K02768	abd:ABTW07_2270
ko:K08483	abd:ABTW07_2270
ko:K11183	abd:ABTW07_2270
ko:K18118	abd:ABTW07_3641
ko:K12262	abd:ABTW07_1526
ko:K07240	abd:ABTW07_0733
ko:K06923	abd:ABTW07_2596
ko:K00840	abd:ABTW07_3546
ko:K02073	abd:ABTW07_1280
ko:K07126	abd:ABTW07_1287
ko:K11734	abd:ABTW07_1292
ko:K00840	abd:ABTW07_1300
ko:K01032	abd:ABTW07_2171
ko:K03530	abd:ABTW07_3024
ko:K01032	abd:ABTW07_3915
ko:K01031	abd:ABTW07_2215
ko:K03760	abd:ABTW07_3225
ko:K11734	abd:ABTW07_3235
ko:K02338	abd:ABTW07_2428
ko:K22003	abd:ABTW07_0700
ko:K01263	abd:ABTW07_2804
ko:K18320	abd:ABTW07_3890
ko:K18320	abd:ABTW07_1324
ko:K18320	abd:ABTW07_3875
ko:K18320	abd:ABTW07_3872
ko:K18320	abd:ABTW07_3906
ko:K01791	abd:ABTW07_0085
ko:K18303	abd:ABTW07_3851
ko:K18302	abd:ABTW07_3852
ko:K18301	abd:ABTW07_3853
ko:K00138	abd:ABTW07_2495
ko:K03446	abd:ABTW07_2060
ko:K00984	abd:ABTW07_3885
ko:K03296	abd:ABTW07_3286
ko:K16234	abd:ABTW07_3807
ko:K18476	abd:ABTW07_0265
ko:K11904	abd:ABTW07_1283
ko:K07645	abd:ABTW07_2678
ko:K21758	abd:ABTW07_2191
ko:K16235	abd:ABTW07_3549
ko:K03462	abd:ABTW07_2077
ko:K11904	abd:ABTW07_1438
ko:K00681	abd:ABTW07_0890
ko:K18698	abd:ABTW07_3874
ko:K21645	abd:ABTW07_1978
ko:K18902	abd:ABTW07_2696
ko:K18893	abd:ABTW07_1798
ko:K18900	abd:ABTW07_2694
ko:K18794	abd:ABTW07_1237
ko:K18793	abd:ABTW07_2597
ko:K18794	abd:ABTW07_1749
ko:K18975	abd:ABTW07_3902
ko:K18824	abd:ABTW07_2427
ko:K18850	abd:ABTW07_1804
ko:K18901	abd:ABTW07_2695
ko:K18903	abd:ABTW07_2697
ko:K03496	abd:ABTW07_1815
ko:K03497	abd:ABTW07_1816
ko:K03496	abd:ABTW07_3555
ko:K04565	abd:ABTW07_3557
ko:K03502	abd:ABTW07_0975
ko:K03503	abd:ABTW07_0976
ko:K03496	abd:ABTW07_0149
ko:K03111	abd:ABTW07_3691
ko:K03746	abd:ABTW07_0319
ko:K03646	abd:ABTW07_3007
ko:K12068	abd:ABTW07_2p012
ko:K12067	abd:ABTW07_2p013
ko:K12066	abd:ABTW07_2p014
ko:K12065	abd:ABTW07_2p015
ko:K12063	abd:ABTW07_2p019
ko:K12062	abd:ABTW07_2p021
ko:K12061	abd:ABTW07_2p022
ko:K12060	abd:ABTW07_2p023
ko:K12059	abd:ABTW07_2p024
ko:K12058	abd:ABTW07_2p025
ko:K12057	abd:ABTW07_2p026
ko:K12072	abd:ABTW07_2p028
ko:K12056	abd:ABTW07_2p029
ko:K03502	abd:ABTW07_2p032
ko:K03746	abd:ABTW07_2p049
ko:K03496	abd:ABTW07_2p059
ko:K03502	abd:ABTW07_2338
ko:K18923	abd:ABTW07_2367
ko:K03503	abd:ABTW07_1595
ko:K02663	abd:ABTW07_3606
ko:K02625	abd:ABTW07_1973
ko:K18974	abd:ABTW07_3887
ko:K03761	abd:ABTW07_3136
ko:K00335	abd:ABTW07_0744
ko:K00336	abd:ABTW07_0745
ko:K03976	abd:ABTW07_1887
ko:K18975	abd:ABTW07_3886
ko:K03526	abd:ABTW07_0541
ko:K18979	abd:ABTW07_1744
ko:K18974	abd:ABTW07_3903
ko:K18979	abd:ABTW07_1232
ko:K18997	abd:ABTW07_0405
ko:K06596	abd:ABTW07_3279
ko:K02664	abd:ABTW07_3605
ko:K06992	abd:ABTW07_0668
ko:K19278	abd:ABTW07_3883
ko:K22444	abd:ABTW07_0838
ko:K00499	abd:ABTW07_2858
ko:K03446	abd:ABTW07_2098
ko:K12979	abd:ABTW07_0353
ko:K19165	abd:ABTW07_2104
ko:K19165	abd:ABTW07_2849
ko:K01066	abd:ABTW07_0835
ko:K01392	abd:ABTW07_1853
ko:K01992	abd:ABTW07_1915
ko:K01992	abd:ABTW07_1916
ko:K01992	abd:ABTW07_3086
ko:K07497	abd:ABTW07_0226
ko:K00638	abd:ABTW07_3152
ko:K00638	abd:ABTW07_3884
ko:K19302	abd:ABTW07_0535
ko:K00526	abd:ABTW07_0734
ko:K06867	abd:ABTW07_1486
ko:K04771	abd:ABTW07_2975
ko:K19272	abd:ABTW07_3876
ko:K01096	abd:ABTW07_3207
ko:K00984	abd:ABTW07_0156
ko:K19272	abd:ABTW07_3891
ko:K00984	abd:ABTW07_3901
ko:K07216	abd:ABTW07_0871
ko:K19577	abd:ABTW07_2518
ko:K19577	abd:ABTW07_3845
ko:K02650	abd:ABTW07_3593
ko:K10938	abd:ABTW07_3784
ko:K17686	abd:ABTW07_1382
ko:K00992	abd:ABTW07_1813
ko:K07645	abd:ABTW07_3223
ko:K00799	abd:ABTW07_1616
ko:K06132	abd:ABTW07_3406
ko:K15777	abd:ABTW07_1118
ko:K19810	abd:ABTW07_2875
ko:K20034	abd:ABTW07_2153
ko:K00020	abd:ABTW07_0606
ko:K16066	abd:ABTW07_2964
ko:K22443	abd:ABTW07_0836
ko:K03809	abd:ABTW07_0827
ko:K01802	abd:ABTW07_1028
ko:K00507	abd:ABTW07_3348
ko:K20455	abd:ABTW07_0109
ko:K09788	abd:ABTW07_3234
ko:K20534	abd:ABTW07_3088
ko:K02483	abd:ABTW07_2679
ko:K20881	abd:ABTW07_2289
ko:K21053	abd:ABTW07_1335
ko:K21062	abd:ABTW07_1494
ko:K21061	abd:ABTW07_1498
ko:K01768	abd:ABTW07_1869
ko:K11935	abd:ABTW07_2556
ko:K11931	abd:ABTW07_2555
ko:K11937	abd:ABTW07_2553
ko:K13877	abd:ABTW07_1503
ko:K21021	abd:ABTW07_3403
ko:K21023	abd:ABTW07_0583
ko:K00525	abd:ABTW07_0735
ko:K21801	abd:ABTW07_2062
ko:K13877	abd:ABTW07_2096
ko:K13877	abd:ABTW07_2160
ko:K00249	abd:ABTW07_1883
ko:K00249	abd:ABTW07_2156
ko:K02314	abd:ABTW07_2568
ko:K02316	abd:ABTW07_0823
ko:K01185	abd:ABTW07_1723
ko:K06217	abd:ABTW07_3441
ko:K01520	abd:ABTW07_0866
ko:K03546	abd:ABTW07_0879
ko:K00558	abd:ABTW07_0913
ko:K02315	abd:ABTW07_0915
ko:K06223	abd:ABTW07_2778
ko:K01185	abd:ABTW07_1211
ko:K06223	abd:ABTW07_3045
ko:K02314	abd:ABTW07_1305
ko:K07474	abd:ABTW07_1320
ko:K00287	abd:ABTW07_0498
ko:K00560	abd:ABTW07_0499
ko:K03553	abd:ABTW07_2291
ko:K07336	abd:ABTW07_0514
ko:K03676	abd:ABTW07_0567
ko:K09935	abd:ABTW07_0631
ko:K02315	abd:ABTW07_2407
ko:K00558	abd:ABTW07_2409
ko:K06889	abd:ABTW07_2043
ko:K20938	abd:ABTW07_1638
ko:K02335	abd:ABTW07_0645
ko:K21416	abd:ABTW07_1948
ko:K21417	abd:ABTW07_1949
ko:K21472	abd:ABTW07_3837
ko:K21420	abd:ABTW07_0852
ko:K22589	abd:ABTW07_2840
ko:K21699	abd:ABTW07_2632
ko:K10914	abd:ABTW07_1680
ko:K21747	abd:ABTW07_1881
ko:K21756	abd:ABTW07_2166
ko:K21757	abd:ABTW07_1380
ko:K21758	abd:ABTW07_1373
ko:K19591	abd:ABTW07_1383
ko:K21990	abd:ABTW07_3829
ko:K22027	abd:ABTW07_2187
ko:K22025	abd:ABTW07_2092
ko:K22105	abd:ABTW07_2912
ko:K22067	abd:ABTW07_2337
ko:K01816	abd:ABTW07_0605
ko:K13874	abd:ABTW07_2114
ko:K03595	abd:ABTW07_2969
ko:K07183	abd:ABTW07_2336
ko:K22132	abd:ABTW07_0593
ko:K08994	abd:ABTW07_1954
ko:K08994	abd:ABTW07_3386
ko:K22186	abd:ABTW07_2095
ko:K13875	abd:ABTW07_2163
ko:K22292	abd:ABTW07_0064
ko:K02257	abd:ABTW07_2564
ko:K01505	abd:ABTW07_0762
ko:K00611	abd:ABTW07_2309
ko:K13061	abd:ABTW07_0136
ko:K22550	abd:ABTW07_1499
ko:K22589	abd:ABTW07_2839
ko:K22549	abd:ABTW07_1500
