ko:K07050	bsg:IY72_04970
ko:K02002	bsg:IY72_16340
ko:K02001	bsg:IY72_16345
ko:K02000	bsg:IY72_16350
ko:K12372	bsg:IY72_16355
ko:K00135	bsg:IY72_16370
ko:K02034	bsg:IY72_16390
ko:K02033	bsg:IY72_16395
ko:K00627	bsg:IY72_16405
ko:K02035	bsg:IY72_16410
ko:K00074	bsg:IY72_16420
ko:K06446	bsg:IY72_16430
ko:K01434	bsg:IY72_16435
ko:K02035	bsg:IY72_16440
ko:K02033	bsg:IY72_16445
ko:K02034	bsg:IY72_16450
ko:K02035	bsg:IY72_16470
ko:K02033	bsg:IY72_16475
ko:K02034	bsg:IY72_16480
ko:K01426	bsg:IY72_16505
ko:K11078	bsg:IY72_16520
ko:K01845	bsg:IY72_16540
ko:K01628	bsg:IY72_16550
ko:K03777	bsg:IY72_16570
ko:K00817	bsg:IY72_02960
ko:K08309	bsg:IY72_03005
ko:K01714	bsg:IY72_03010
ko:K03664	bsg:IY72_03015
ko:K03060	bsg:IY72_03030
ko:K00762	bsg:IY72_03040
ko:K08223	bsg:IY72_03055
ko:K09928	bsg:IY72_03065
ko:K00997	bsg:IY72_03070
ko:K03100	bsg:IY72_03075
ko:K03685	bsg:IY72_03080
ko:K03584	bsg:IY72_03095
ko:K00799	bsg:IY72_03270
ko:K01166	bsg:IY72_03275
ko:K07115	bsg:IY72_03285
ko:K11175	bsg:IY72_03305
ko:K01933	bsg:IY72_03310
ko:K01784	bsg:IY72_03325
ko:K03303	bsg:IY72_03345
ko:K00939	bsg:IY72_03375
ko:K07738	bsg:IY72_03565
ko:K11752	bsg:IY72_03570
ko:K00793	bsg:IY72_03575
ko:K00794	bsg:IY72_03580
ko:K03625	bsg:IY72_03585
ko:K15987	bsg:IY72_03590
ko:K17662	bsg:IY72_03600
ko:K03621	bsg:IY72_03610
ko:K00648	bsg:IY72_03615
ko:K04764	bsg:IY72_03620
ko:K01991	bsg:IY72_03650
ko:K02259	bsg:IY72_03665
ko:K01480	bsg:IY72_03675
ko:K02996	bsg:IY72_03680
ko:K02871	bsg:IY72_03685
ko:K02986	bsg:IY72_03885
ko:K14058	bsg:IY72_03890
ko:K07552	bsg:IY72_03900
ko:K07390	bsg:IY72_03905
ko:K01952	bsg:IY72_03915
ko:K01952	bsg:IY72_03930
ko:K01952	bsg:IY72_03935
ko:K01923	bsg:IY72_03940
ko:K02510	bsg:IY72_03950
ko:K07002	bsg:IY72_03955
ko:K07104	bsg:IY72_03960
ko:K01756	bsg:IY72_03965
ko:K01783	bsg:IY72_03970
ko:K02517	bsg:IY72_03975
ko:K09458	bsg:IY72_03985
ko:K09458	bsg:IY72_03990
ko:K01785	bsg:IY72_04005
ko:K06923	bsg:IY72_04165
ko:K03210	bsg:IY72_04170
ko:K12257	bsg:IY72_04175
ko:K02291	bsg:IY72_04185
ko:K04094	bsg:IY72_04190
ko:K03545	bsg:IY72_04215
ko:K02434	bsg:IY72_04220
ko:K00684	bsg:IY72_04245
ko:K01961	bsg:IY72_04250
ko:K02160	bsg:IY72_04255
ko:K03786	bsg:IY72_04260
ko:K08300	bsg:IY72_04280
ko:K01448	bsg:IY72_04290
ko:K05366	bsg:IY72_04295
ko:K00548	bsg:IY72_00785
ko:K07782	bsg:IY72_00790
ko:K16871	bsg:IY72_00795
ko:K00957	bsg:IY72_00800
ko:K00955	bsg:IY72_00805
ko:K01082	bsg:IY72_00810
ko:K02444	bsg:IY72_00835
ko:K00111	bsg:IY72_00840
ko:K00138	bsg:IY72_00850
ko:K13953	bsg:IY72_00855
ko:K09959	bsg:IY72_00860
ko:K15599	bsg:IY72_00885
ko:K03707	bsg:IY72_00890
ko:K15598	bsg:IY72_00895
ko:K00788	bsg:IY72_00900
ko:K03149	bsg:IY72_00905
ko:K03154	bsg:IY72_00910
ko:K03153	bsg:IY72_00915
ko:K00941	bsg:IY72_00920
ko:K06987	bsg:IY72_01270
ko:K01091	bsg:IY72_01275
ko:K01897	bsg:IY72_01285
ko:K03577	bsg:IY72_01290
ko:K03585	bsg:IY72_01295
ko:K18138	bsg:IY72_01300
ko:K02030	bsg:IY72_01310
ko:K07636	bsg:IY72_01325
ko:K13583	bsg:IY72_01330
ko:K04083	bsg:IY72_01345
ko:K06195	bsg:IY72_01350
ko:K10764	bsg:IY72_01355
ko:K01494	bsg:IY72_01365
ko:K00254	bsg:IY72_01390
ko:K01259	bsg:IY72_01405
ko:K13482	bsg:IY72_01565
ko:K07402	bsg:IY72_01570
ko:K01487	bsg:IY72_01585
ko:K01533	bsg:IY72_01600
ko:K00406	bsg:IY72_01615
ko:K00407	bsg:IY72_01620
ko:K00405	bsg:IY72_01625
ko:K00404	bsg:IY72_01630
ko:K10778	bsg:IY72_01650
ko:K17938	bsg:IY72_01675
ko:K03977	bsg:IY72_01690
ko:K04046	bsg:IY72_01695
ko:K02116	bsg:IY72_01705
ko:K02836	bsg:IY72_04300
ko:K03564	bsg:IY72_04330
ko:K01866	bsg:IY72_04340
ko:K09001	bsg:IY72_04345
ko:K07018	bsg:IY72_04355
ko:K04487	bsg:IY72_04360
ko:K09014	bsg:IY72_04365
ko:K09013	bsg:IY72_04370
ko:K09015	bsg:IY72_04375
ko:K11717	bsg:IY72_04380
ko:K00858	bsg:IY72_04400
ko:K13628	bsg:IY72_04410
ko:K07213	bsg:IY72_04420
ko:K00573	bsg:IY72_04425
ko:K12340	bsg:IY72_04430
ko:K09991	bsg:IY72_04435
ko:K01873	bsg:IY72_04440
ko:K06076	bsg:IY72_04450
ko:K02029	bsg:IY72_04465
ko:K02029	bsg:IY72_04470
ko:K02030	bsg:IY72_04475
ko:K03753	bsg:IY72_04480
ko:K03752	bsg:IY72_04485
ko:K03639	bsg:IY72_04490
ko:K01676	bsg:IY72_04505
ko:K16079	bsg:IY72_04585
ko:K09803	bsg:IY72_04605
ko:K00537	bsg:IY72_04660
ko:K03642	bsg:IY72_04665
ko:K07258	bsg:IY72_04670
ko:K00943	bsg:IY72_04675
ko:K02341	bsg:IY72_04680
ko:K01874	bsg:IY72_04690
ko:K03424	bsg:IY72_04695
ko:K06147	bsg:IY72_04705
ko:K06179	bsg:IY72_04710
ko:K01091	bsg:IY72_04720
ko:K01915	bsg:IY72_04730
ko:K04751	bsg:IY72_04735
ko:K01091	bsg:IY72_04750
ko:K01807	bsg:IY72_04755
ko:K09924	bsg:IY72_04760
ko:K00383	bsg:IY72_04765
ko:K01626	bsg:IY72_04770
ko:K00901	bsg:IY72_04775
ko:K01916	bsg:IY72_04780
ko:K01885	bsg:IY72_04785
ko:K00029	bsg:IY72_04795
ko:K02066	bsg:IY72_04805
ko:K02065	bsg:IY72_04810
ko:K02067	bsg:IY72_04815
ko:K18480	bsg:IY72_04820
ko:K04755	bsg:IY72_04830
ko:K00384	bsg:IY72_04840
ko:K00796	bsg:IY72_04850
ko:K01633	bsg:IY72_04855
ko:K00950	bsg:IY72_04860
ko:K08990	bsg:IY72_04870
ko:K06918	bsg:IY72_04875
ko:K08296	bsg:IY72_04880
ko:K06204	bsg:IY72_04885
ko:K13587	bsg:IY72_04895
ko:K07007	bsg:IY72_04900
ko:K00769	bsg:IY72_04925
ko:K03809	bsg:IY72_04945
ko:K01754	bsg:IY72_04955
ko:K11927	bsg:IY72_04960
ko:K01738	bsg:IY72_04965
ko:K01011	bsg:IY72_04975
ko:K18118	bsg:IY72_04995
ko:K03446	bsg:IY72_05000
ko:K03543	bsg:IY72_05005
ko:K13953	bsg:IY72_05010
ko:K14347	bsg:IY72_05025
ko:K01784	bsg:IY72_05035
ko:K04765	bsg:IY72_05040
ko:K01868	bsg:IY72_05060
ko:K08998	bsg:IY72_05070
ko:K03179	bsg:IY72_01860
ko:K00275	bsg:IY72_01865
ko:K00208	bsg:IY72_01880
ko:K09778	bsg:IY72_01905
ko:K01736	bsg:IY72_01915
ko:K14652	bsg:IY72_01920
ko:K03602	bsg:IY72_01930
ko:K06911	bsg:IY72_01950
ko:K01662	bsg:IY72_01955
ko:K06442	bsg:IY72_01960
ko:K03215	bsg:IY72_01965
ko:K06966	bsg:IY72_01970
ko:K06147	bsg:IY72_01990
ko:K01613	bsg:IY72_01995
ko:K17103	bsg:IY72_02000
ko:K00764	bsg:IY72_02015
ko:K02275	bsg:IY72_02110
ko:K07735	bsg:IY72_02175
ko:K03790	bsg:IY72_02185
ko:K01733	bsg:IY72_02195
ko:K03281	bsg:IY72_02220
ko:K01560	bsg:IY72_02230
ko:K03575	bsg:IY72_02235
ko:K03529	bsg:IY72_02255
ko:K16264	bsg:IY72_02260
ko:K06996	bsg:IY72_02265
ko:K01006	bsg:IY72_02270
ko:K03523	bsg:IY72_02300
ko:K01483	bsg:IY72_02305
ko:K07127	bsg:IY72_02310
ko:K00971	bsg:IY72_02490
ko:K12995	bsg:IY72_02500
ko:K10441	bsg:IY72_02505
ko:K10440	bsg:IY72_02510
ko:K10439	bsg:IY72_02515
ko:K01805	bsg:IY72_02530
ko:K00854	bsg:IY72_02535
ko:K02529	bsg:IY72_02540
ko:K02167	bsg:IY72_02560
ko:K07341	bsg:IY72_02575
ko:K03284	bsg:IY72_02585
ko:K03449	bsg:IY72_02595
ko:K06915	bsg:IY72_02605
ko:K01560	bsg:IY72_02615
ko:K04564	bsg:IY72_02620
ko:K02197	bsg:IY72_02835
ko:K02198	bsg:IY72_02840
ko:K02200	bsg:IY72_02845
ko:K00982	bsg:IY72_02865
ko:K07716	bsg:IY72_02875
ko:K01256	bsg:IY72_02880
ko:K00311	bsg:IY72_02900
ko:K01241	bsg:IY72_02910
ko:K07126	bsg:IY72_02940
ko:K07171	bsg:IY72_16565
ko:K14221	bsg:IY72_03740
ko:K14221	bsg:IY72_12240
ko:K14225	bsg:IY72_15415
ko:K14230	bsg:IY72_08885
ko:K01980	bsg:IY72_16600
ko:K01161	bsg:IY72_13705
ko:K01978	bsg:IY72_10885
ko:K00336	bsg:IY72_03780
ko:K05366	bsg:IY72_00450
ko:K14222	bsg:IY72_13695
ko:K14220	bsg:IY72_13730
ko:K07171	bsg:IY72_07700
ko:K18954	bsg:IY72_13795
ko:K00335	bsg:IY72_03775
ko:K16898	bsg:IY72_10345
ko:K03497	bsg:IY72_17030
ko:K03496	bsg:IY72_17025
ko:K19055	bsg:IY72_15410
ko:K14224	bsg:IY72_07925
ko:K09472	bsg:IY72_16875
ko:K00020	bsg:IY72_06245
ko:K07484	bsg:IY72_02400
ko:K07484	bsg:IY72_13385
ko:K18979	bsg:IY72_16155
ko:K03526	bsg:IY72_08490
ko:K03526	bsg:IY72_14130
ko:K07483	bsg:IY72_02395
ko:K07483	bsg:IY72_02465
ko:K07483	bsg:IY72_13390
ko:K03761	bsg:IY72_06895
ko:K16899	bsg:IY72_10340
ko:K03111	bsg:IY72_05235
ko:K03497	bsg:IY72_10125
ko:K03496	bsg:IY72_10130
ko:K03196	bsg:IY72_10935
ko:K03204	bsg:IY72_10945
ko:K03203	bsg:IY72_10950
ko:K03202	bsg:IY72_10955
ko:K03201	bsg:IY72_10960
ko:K03194	bsg:IY72_10990
ko:K07473	bsg:IY72_12510
ko:K04565	bsg:IY72_14500
ko:K02483	bsg:IY72_02855
ko:K00611	bsg:IY72_01340
ko:K18996	bsg:IY72_17035
ko:K02032	bsg:IY72_15990
ko:K13581	bsg:IY72_02225
ko:K02032	bsg:IY72_07520
ko:K00020	bsg:IY72_04455
ko:K12448	bsg:IY72_13305
ko:K04747	bsg:IY72_11845
ko:K00798	bsg:IY72_09425
ko:K01621	bsg:IY72_12535
ko:K01239	bsg:IY72_17055
ko:K19181	bsg:IY72_10085
ko:K00102	bsg:IY72_06695
ko:K01710	bsg:IY72_15220
ko:K22468	bsg:IY72_01320
ko:K02032	bsg:IY72_14875
ko:K01985	bsg:IY72_07835
ko:K01985	bsg:IY72_16595
ko:K00344	bsg:IY72_12560
ko:K08678	bsg:IY72_13300
ko:K19221	bsg:IY72_06200
ko:K02032	bsg:IY72_16380
ko:K02032	bsg:IY72_16495
ko:K02031	bsg:IY72_16455
ko:K02031	bsg:IY72_16385
ko:K02032	bsg:IY72_16460
ko:K11080	bsg:IY72_16535
ko:K00001	bsg:IY72_03980
ko:K01992	bsg:IY72_06410
ko:K01992	bsg:IY72_12955
ko:K19342	bsg:IY72_11995
ko:K07497	bsg:IY72_02355
ko:K07497	bsg:IY72_11330
ko:K06041	bsg:IY72_11010
ko:K02032	bsg:IY72_07600
ko:K11080	bsg:IY72_07670
ko:K09691	bsg:IY72_02370
ko:K04771	bsg:IY72_06620
ko:K00001	bsg:IY72_12615
ko:K07498	bsg:IY72_08870
ko:K11080	bsg:IY72_16530
ko:K11080	bsg:IY72_07665
ko:K19339	bsg:IY72_11970
ko:K19340	bsg:IY72_11985
ko:K19341	bsg:IY72_11990
ko:K00875	bsg:IY72_11945
ko:K02032	bsg:IY72_07630
ko:K02031	bsg:IY72_07595
ko:K02031	bsg:IY72_07525
ko:K02031	bsg:IY72_15995
ko:K11077	bsg:IY72_16510
ko:K11077	bsg:IY72_16515
ko:K11079	bsg:IY72_16525
ko:K11077	bsg:IY72_07645
ko:K11077	bsg:IY72_07650
ko:K09690	bsg:IY72_02375
ko:K03296	bsg:IY72_01220
ko:K07344	bsg:IY72_12430
ko:K00525	bsg:IY72_12210
ko:K09386	bsg:IY72_01255
ko:K17686	bsg:IY72_00935
ko:K19713	bsg:IY72_12365
ko:K07102	bsg:IY72_10330
ko:K19689	bsg:IY72_10560
ko:K00992	bsg:IY72_10335
ko:K17722	bsg:IY72_01250
ko:K19777	bsg:IY72_12320
ko:K14218	bsg:IY72_09505
ko:K00799	bsg:IY72_04460
ko:K00632	bsg:IY72_13775
ko:K08744	bsg:IY72_03250
ko:K07147	bsg:IY72_15890
ko:K19802	bsg:IY72_04800
ko:K07497	bsg:IY72_02455
ko:K09796	bsg:IY72_00140
ko:K20266	bsg:IY72_12440
ko:K02483	bsg:IY72_13000
ko:K00526	bsg:IY72_12215
ko:K14230	bsg:IY72_07830
ko:K14230	bsg:IY72_16590
ko:K14237	bsg:IY72_17230
ko:K14232	bsg:IY72_03350
ko:K14231	bsg:IY72_01075
ko:K14234	bsg:IY72_01135
ko:K14234	bsg:IY72_04395
ko:K14234	bsg:IY72_15115
ko:K14219	bsg:IY72_01205
ko:K14219	bsg:IY72_04525
ko:K14219	bsg:IY72_10035
ko:K14223	bsg:IY72_02330
ko:K14223	bsg:IY72_07720
ko:K14233	bsg:IY72_02975
ko:K14233	bsg:IY72_08850
ko:K14233	bsg:IY72_14495
ko:K14233	bsg:IY72_13405
ko:K14233	bsg:IY72_16290
ko:K14228	bsg:IY72_04210
ko:K14228	bsg:IY72_12130
ko:K14228	bsg:IY72_04950
ko:K14228	bsg:IY72_09295
ko:K14228	bsg:IY72_16195
ko:K14225	bsg:IY72_04540
ko:K14232	bsg:IY72_03635
ko:K14232	bsg:IY72_00815
ko:K14237	bsg:IY72_03730
ko:K14237	bsg:IY72_04520
ko:K14235	bsg:IY72_05935
ko:K14236	bsg:IY72_05950
ko:K14229	bsg:IY72_13545
ko:K20539	bsg:IY72_07860
ko:K03200	bsg:IY72_10965
ko:K03198	bsg:IY72_10975
ko:K03197	bsg:IY72_10980
ko:K00304	bsg:IY72_00980
ko:K00302	bsg:IY72_00985
ko:K03199	bsg:IY72_10970
ko:K11529	bsg:IY72_01590
ko:K14230	bsg:IY72_16585
ko:K14225	bsg:IY72_16035
ko:K16011	bsg:IY72_12340
ko:K21054	bsg:IY72_15270
ko:K21062	bsg:IY72_11810
ko:K21137	bsg:IY72_15510
ko:K00821	bsg:IY72_01335
ko:K00525	bsg:IY72_04915
ko:K21136	bsg:IY72_15515
ko:K13609	bsg:IY72_11815
ko:K21134	bsg:IY72_15505
ko:K06952	bsg:IY72_03105
ko:K01286	bsg:IY72_05065
ko:K02314	bsg:IY72_02030
ko:K06904	bsg:IY72_02730
ko:K09882	bsg:IY72_09965
ko:K01286	bsg:IY72_10025
ko:K01286	bsg:IY72_05550
ko:K03553	bsg:IY72_05705
ko:K06217	bsg:IY72_10590
ko:K00287	bsg:IY72_06640
ko:K00560	bsg:IY72_06645
ko:K02316	bsg:IY72_07030
ko:K06191	bsg:IY72_12200
ko:K01520	bsg:IY72_08030
ko:K03676	bsg:IY72_08955
ko:K02483	bsg:IY72_02815
ko:K01740	bsg:IY72_03695
ko:K01738	bsg:IY72_03695
ko:K02335	bsg:IY72_00475
ko:K02004	bsg:IY72_08010
ko:K01802	bsg:IY72_05200
ko:K09017	bsg:IY72_01235
ko:K09806	bsg:IY72_07235
ko:K01139	bsg:IY72_03035
ko:K00015	bsg:IY72_10700
ko:K07497	bsg:IY72_03400
ko:K21420	bsg:IY72_03525
ko:K21470	bsg:IY72_03555
ko:K21470	bsg:IY72_04515
ko:K01420	bsg:IY72_03045
ko:K21603	bsg:IY72_16725
ko:K21564	bsg:IY72_12005
ko:K21697	bsg:IY72_11230
ko:K21564	bsg:IY72_11915
ko:K21832	bsg:IY72_06940
ko:K19591	bsg:IY72_00940
ko:K21910	bsg:IY72_15290
ko:K21948	bsg:IY72_09580
ko:K21948	bsg:IY72_11360
ko:K21929	bsg:IY72_03020
ko:K21929	bsg:IY72_02895
ko:K22025	bsg:IY72_09565
ko:K22025	bsg:IY72_11345
ko:K22131	bsg:IY72_09575
ko:K22130	bsg:IY72_09560
ko:K03595	bsg:IY72_03090
ko:K22187	bsg:IY72_00880
ko:K22310	bsg:IY72_00600
ko:K11991	bsg:IY72_09840
ko:K11991	bsg:IY72_11620
ko:K02257	bsg:IY72_02120
ko:K11206	bsg:IY72_08950
ko:K00424	bsg:IY72_13160
ko:K22548	bsg:IY72_01505
