ko:K16238	btha:DR62_1129
ko:K07278	btha:DR62_2063
ko:K09800	btha:DR62_2064
ko:K01874	btha:DR62_2067
ko:K03593	btha:DR62_2069
ko:K04565	btha:DR62_2070
ko:K01494	btha:DR62_2071
ko:K01584	btha:DR62_2072
ko:K01755	btha:DR62_2075
ko:K07347	btha:DR62_2076
ko:K07346	btha:DR62_2077
ko:K01595	btha:DR62_2082
ko:K01749	btha:DR62_2083
ko:K13543	btha:DR62_2084
ko:K02498	btha:DR62_2085
ko:K11085	btha:DR62_2209
ko:K02849	btha:DR62_2214
ko:K03088	btha:DR62_2222
ko:K16345	btha:DR62_2231
ko:K07483	btha:DR62_2245
ko:K08301	btha:DR62_2259
ko:K06287	btha:DR62_2260
ko:K00783	btha:DR62_2261
ko:K09710	btha:DR62_2262
ko:K00969	btha:DR62_06430
ko:K00228	btha:DR62_2264
ko:K01945	btha:DR62_2265
ko:K00761	btha:DR62_2267
ko:K07118	btha:DR62_2382
ko:K05800	btha:DR62_2384
ko:K02010	btha:DR62_2385
ko:K02011	btha:DR62_2386
ko:K02012	btha:DR62_2387
ko:K16234	btha:DR62_2389
ko:K03583	btha:DR62_2391
ko:K03582	btha:DR62_2392
ko:K03581	btha:DR62_2393
ko:K15034	btha:DR62_2394
ko:K04062	btha:DR62_2399
ko:K03147	btha:DR62_2400
ko:K02052	btha:DR62_2408
ko:K02053	btha:DR62_2409
ko:K02053	btha:DR62_2411
ko:K02055	btha:DR62_2412
ko:K07734	btha:DR62_2421
ko:K09965	btha:DR62_2423
ko:K06153	btha:DR62_2496
ko:K03762	btha:DR62_2521
ko:K03746	btha:DR62_06535
ko:K05973	btha:DR62_2522
ko:K11896	btha:DR62_2525
ko:K07483	btha:DR62_2541
ko:K07483	btha:DR62_2555
ko:K01873	btha:DR62_2611
ko:K03657	btha:DR62_2612
ko:K01243	btha:DR62_2613
ko:K08223	btha:DR62_2614
ko:K03406	btha:DR62_2615
ko:K03809	btha:DR62_2625
ko:K07058	btha:DR62_2626
ko:K01736	btha:DR62_2630
ko:K00311	btha:DR62_2631
ko:K07107	btha:DR62_2633
ko:K01028	btha:DR62_2636
ko:K01029	btha:DR62_2637
ko:K17218	btha:DR62_2643
ko:K00951	btha:DR62_2646
ko:K01868	btha:DR62_2648
ko:K02520	btha:DR62_2649
ko:K02916	btha:DR62_2650
ko:K02887	btha:DR62_2651
ko:K01889	btha:DR62_2652
ko:K01890	btha:DR62_2653
ko:K04764	btha:DR62_2654
ko:K07483	btha:DR62_2657
ko:K07287	btha:DR62_2663
ko:K01807	btha:DR62_2723
ko:K10009	btha:DR62_2726
ko:K02424	btha:DR62_2727
ko:K00254	btha:DR62_2728
ko:K00684	btha:DR62_2730
ko:K03297	btha:DR62_2734
ko:K04091	btha:DR62_2737
ko:K15554	btha:DR62_2738
ko:K15555	btha:DR62_2739
ko:K05539	btha:DR62_2744
ko:K07089	btha:DR62_2749
ko:K09694	btha:DR62_2751
ko:K09695	btha:DR62_2752
ko:K01356	btha:DR62_2756
ko:K02048	btha:DR62_2757
ko:K02046	btha:DR62_2758
ko:K02047	btha:DR62_2759
ko:K02045	btha:DR62_2760
ko:K13635	btha:DR62_2761
ko:K10439	btha:DR62_2762
ko:K10441	btha:DR62_2763
ko:K10440	btha:DR62_2764
ko:K02529	btha:DR62_2765
ko:K00852	btha:DR62_2766
ko:K07180	btha:DR62_2768
ko:K09786	btha:DR62_2769
ko:K03761	btha:DR62_2771
ko:K02049	btha:DR62_2772
ko:K02050	btha:DR62_2773
ko:K00574	btha:DR62_2887
ko:K03098	btha:DR62_2888
ko:K09701	btha:DR62_2890
ko:K00574	btha:DR62_2891
ko:K07498	btha:DR62_2894
ko:K02057	btha:DR62_2895
ko:K02057	btha:DR62_2896
ko:K02056	btha:DR62_2897
ko:K02058	btha:DR62_2898
ko:K10544	btha:DR62_2899
ko:K10545	btha:DR62_2900
ko:K10543	btha:DR62_2901
ko:K01805	btha:DR62_2902
ko:K02529	btha:DR62_2903
ko:K01785	btha:DR62_2904
ko:K13954	btha:DR62_2905
ko:K01992	btha:DR62_2908
ko:K01990	btha:DR62_2909
ko:K03734	btha:DR62_2910
ko:K00376	btha:DR62_2911
ko:K07218	btha:DR62_2912
ko:K09780	btha:DR62_2924
ko:K03284	btha:DR62_2925
ko:K10012	btha:DR62_3044
ko:K00604	btha:DR62_3045
ko:K03564	btha:DR62_3048
ko:K07175	btha:DR62_3049
ko:K03306	btha:DR62_3051
ko:K07220	btha:DR62_3052
ko:K02939	btha:DR62_3054
ko:K02963	btha:DR62_3055
ko:K02686	btha:DR62_3056
ko:K02990	btha:DR62_3057
ko:K03088	btha:DR62_3059
ko:K02275	btha:DR62_3061
ko:K01608	btha:DR62_3063
ko:K01424	btha:DR62_3067
ko:K03424	btha:DR62_3076
ko:K03823	btha:DR62_3077
ko:K02341	btha:DR62_3078
ko:K00943	btha:DR62_3079
ko:K07082	btha:DR62_3080
ko:K18778	btha:DR62_731
ko:K09862	btha:DR62_732
ko:K03574	btha:DR62_733
ko:K06923	btha:DR62_734
ko:K00620	btha:DR62_735
ko:K03070	btha:DR62_736
ko:K07390	btha:DR62_802
ko:K03186	btha:DR62_803
ko:K03704	btha:DR62_806
ko:K04046	btha:DR62_807
ko:K09941	btha:DR62_811
ko:K01256	btha:DR62_816
ko:K13408	btha:DR62_819
ko:K13409	btha:DR62_820
ko:K12340	btha:DR62_821
ko:K11891	btha:DR62_824
ko:K11890	btha:DR62_825
ko:K03286	btha:DR62_826
ko:K11902	btha:DR62_827
ko:K11907	btha:DR62_828
ko:K11895	btha:DR62_829
ko:K11896	btha:DR62_830
ko:K11897	btha:DR62_831
ko:K11903	btha:DR62_832
ko:K11900	btha:DR62_833
ko:K11901	btha:DR62_834
ko:K11906	btha:DR62_836
ko:K11893	btha:DR62_837
ko:K11892	btha:DR62_839
ko:K07726	btha:DR62_842
ko:K01999	btha:DR62_1168
ko:K01998	btha:DR62_1170
ko:K01997	btha:DR62_1171
ko:K01999	btha:DR62_1172
ko:K01996	btha:DR62_1173
ko:K01995	btha:DR62_1174
ko:K00140	btha:DR62_1176
ko:K00500	btha:DR62_1180
ko:K01724	btha:DR62_1181
ko:K07117	btha:DR62_1185
ko:K01951	btha:DR62_1187
ko:K06048	btha:DR62_1189
ko:K15461	btha:DR62_1191
ko:K03530	btha:DR62_1192
ko:K02453	btha:DR62_1195
ko:K02454	btha:DR62_1196
ko:K02455	btha:DR62_1197
ko:K03088	btha:DR62_1258
ko:K03781	btha:DR62_1259
ko:K02470	btha:DR62_1262
ko:K02338	btha:DR62_1263
ko:K02313	btha:DR62_1264
ko:K02914	btha:DR62_1265
ko:K03536	btha:DR62_06095
ko:K08998	btha:DR62_06100
ko:K03217	btha:DR62_1267
ko:K03650	btha:DR62_1269
ko:K14060	btha:DR62_06125
ko:K07483	btha:DR62_1284
ko:K00657	btha:DR62_1292
ko:K08234	btha:DR62_1295
ko:K10778	btha:DR62_1296
ko:K01247	btha:DR62_1297
ko:K01919	btha:DR62_1298
ko:K03086	btha:DR62_1299
ko:K08309	btha:DR62_1424
ko:K00329	btha:DR62_1425
ko:K00356	btha:DR62_1425
ko:K00974	btha:DR62_1427
ko:K02399	btha:DR62_1428
ko:K02398	btha:DR62_1429
ko:K02386	btha:DR62_1430
ko:K02387	btha:DR62_1431
ko:K02388	btha:DR62_1432
ko:K02389	btha:DR62_1433
ko:K02390	btha:DR62_1434
ko:K02391	btha:DR62_1435
ko:K02392	btha:DR62_1436
ko:K02393	btha:DR62_1437
ko:K02394	btha:DR62_1438
ko:K02395	btha:DR62_1439
ko:K02396	btha:DR62_1441
ko:K02397	btha:DR62_1442
ko:K03566	btha:DR62_1444
ko:K07240	btha:DR62_1445
ko:K07240	btha:DR62_1446
ko:K06193	btha:DR62_1448
ko:K00720	btha:DR62_1454
ko:K07267	btha:DR62_1455
ko:K00383	btha:DR62_1461
ko:K01940	btha:DR62_1476
ko:K14393	btha:DR62_1591
ko:K11103	btha:DR62_1592
ko:K10125	btha:DR62_1593
ko:K10126	btha:DR62_1594
ko:K07391	btha:DR62_1599
ko:K09806	btha:DR62_1600
ko:K04752	btha:DR62_1601
ko:K03320	btha:DR62_1602
ko:K01919	btha:DR62_1603
ko:K01920	btha:DR62_1604
ko:K02821	btha:DR62_1605
ko:K11189	btha:DR62_1606
ko:K08483	btha:DR62_1607
ko:K03797	btha:DR62_1609
ko:K01834	btha:DR62_1610
ko:K03071	btha:DR62_1613
ko:K00057	btha:DR62_1614
ko:K03216	btha:DR62_1616
ko:K02169	btha:DR62_1618
ko:K02275	btha:DR62_1620
ko:K02274	btha:DR62_1621
ko:K02258	btha:DR62_1622
ko:K02276	btha:DR62_1624
ko:K02259	btha:DR62_1628
ko:K07152	btha:DR62_1630
ko:K03406	btha:DR62_1632
ko:K02073	btha:DR62_1633
ko:K01989	btha:DR62_1634
ko:K05832	btha:DR62_1635
ko:K05833	btha:DR62_1636
ko:K14160	btha:DR62_1637
ko:K14161	btha:DR62_1638
ko:K14162	btha:DR62_1639
ko:K03710	btha:DR62_1640
ko:K01443	btha:DR62_1641
ko:K00820	btha:DR62_1642
ko:K02768	btha:DR62_1643
ko:K08483	btha:DR62_1643
ko:K11183	btha:DR62_1643
ko:K02803	btha:DR62_1644
ko:K02804	btha:DR62_1644
ko:K12373	btha:DR62_1645
ko:K07483	btha:DR62_1704
ko:K09136	btha:DR62_1717
ko:K16011	btha:DR62_1722
ko:K01192	btha:DR62_1728
ko:K03606	btha:DR62_1735
ko:K01991	btha:DR62_1736
ko:K05520	btha:DR62_1743
ko:K01753	btha:DR62_1744
ko:K06015	btha:DR62_1746
ko:K06879	btha:DR62_1748
ko:K01754	btha:DR62_1749
ko:K03183	btha:DR62_1753
ko:K03690	btha:DR62_1755
ko:K03776	btha:DR62_1815
ko:K06917	btha:DR62_1817
ko:K02049	btha:DR62_1819
ko:K02050	btha:DR62_1820
ko:K00763	btha:DR62_1823
ko:K11896	btha:DR62_1826
ko:K01434	btha:DR62_1827
ko:K07649	btha:DR62_1836
ko:K03565	btha:DR62_06295
ko:K01903	btha:DR62_1841
ko:K01902	btha:DR62_1842
ko:K03832	btha:DR62_1847
ko:K03637	btha:DR62_1848
ko:K07019	btha:DR62_1851
ko:K02843	btha:DR62_1853
ko:K00826	btha:DR62_1855
ko:K00927	btha:DR62_1858
ko:K00873	btha:DR62_1859
ko:K01624	btha:DR62_1860
ko:K01923	btha:DR62_1861
ko:K01588	btha:DR62_1862
ko:K01589	btha:DR62_1863
ko:K07566	btha:DR62_1864
ko:K15268	btha:DR62_1919
ko:K01448	btha:DR62_1920
ko:K06925	btha:DR62_1921
ko:K18979	btha:DR62_1922
ko:K00567	btha:DR62_1923
ko:K04763	btha:DR62_1924
ko:K08591	btha:DR62_1927
ko:K09767	btha:DR62_1928
ko:K00075	btha:DR62_1929
ko:K02968	btha:DR62_1932
ko:K03980	btha:DR62_1933
ko:K00939	btha:DR62_1936
ko:K00979	btha:DR62_1937
ko:K09791	btha:DR62_1938
ko:K00912	btha:DR62_1939
ko:K03601	btha:DR62_1940
ko:K04564	btha:DR62_1941
ko:K07240	btha:DR62_1943
ko:K00077	btha:DR62_1946
ko:K01647	btha:DR62_1950
ko:K03710	btha:DR62_1951
ko:K02355	btha:DR62_1953
ko:K09005	btha:DR62_1954
ko:K06181	btha:DR62_1955
ko:K00031	btha:DR62_1956
ko:K03704	btha:DR62_1958
ko:K06891	btha:DR62_1959
ko:K03694	btha:DR62_1960
ko:K13038	btha:DR62_1965
ko:K03101	btha:DR62_1966
ko:K01870	btha:DR62_1967
ko:K11753	btha:DR62_1968
ko:K11175	btha:DR62_1969
ko:K03500	btha:DR62_1970
ko:K03517	btha:DR62_1973
ko:K00059	btha:DR62_2087
ko:K00128	btha:DR62_2088
ko:K01507	btha:DR62_2089
ko:K07461	btha:DR62_2090
ko:K09919	btha:DR62_2093
ko:K01950	btha:DR62_2094
ko:K04751	btha:DR62_2095
ko:K10017	btha:DR62_2099
ko:K10015	btha:DR62_2100
ko:K10016	btha:DR62_2101
ko:K10014	btha:DR62_2102
ko:K06911	btha:DR62_2103
ko:K07659	btha:DR62_2105
ko:K07638	btha:DR62_2106
ko:K02050	btha:DR62_2108
ko:K02049	btha:DR62_2109
ko:K00697	btha:DR62_2113
ko:K08169	btha:DR62_2116
ko:K06910	btha:DR62_2117
ko:K08276	btha:DR62_2121
ko:K07262	btha:DR62_2122
ko:K07483	btha:DR62_2127
ko:K00059	btha:DR62_2268
ko:K01734	btha:DR62_2269
ko:K01546	btha:DR62_2273
ko:K01547	btha:DR62_2274
ko:K01548	btha:DR62_2275
ko:K07646	btha:DR62_2276
ko:K07667	btha:DR62_2277
ko:K09712	btha:DR62_2278
ko:K11741	btha:DR62_2279
ko:K02004	btha:DR62_2281
ko:K06886	btha:DR62_2282
ko:K07050	btha:DR62_2283
ko:K01426	btha:DR62_2285
ko:K06966	btha:DR62_2289
ko:K00901	btha:DR62_2291
ko:K03088	btha:DR62_2297
ko:K01652	btha:DR62_2298
ko:K01653	btha:DR62_2299
ko:K00053	btha:DR62_2300
ko:K01613	btha:DR62_2301
ko:K17103	btha:DR62_2302
ko:K01649	btha:DR62_2303
ko:K01673	btha:DR62_2305
ko:K01999	btha:DR62_2307
ko:K02956	btha:DR62_2308
ko:K00962	btha:DR62_2309
ko:K01803	btha:DR62_2311
ko:K03075	btha:DR62_2312
ko:K00330	btha:DR62_2314
ko:K00331	btha:DR62_2315
ko:K00332	btha:DR62_2316
ko:K00333	btha:DR62_2317
ko:K00334	btha:DR62_2318
ko:K00335	btha:DR62_2319
ko:K00336	btha:DR62_2320
ko:K00337	btha:DR62_2321
ko:K06980	btha:DR62_3081
ko:K00626	btha:DR62_3089
ko:K08281	btha:DR62_3090
ko:K07516	btha:DR62_3091
ko:K07305	btha:DR62_3094
ko:K06190	btha:DR62_3095
ko:K05527	btha:DR62_3096
ko:K03769	btha:DR62_3097
ko:K09165	btha:DR62_3155
ko:K07127	btha:DR62_3158
ko:K01483	btha:DR62_3160
ko:K01477	btha:DR62_3161
ko:K13485	btha:DR62_3162
ko:K16841	btha:DR62_3164
ko:K03457	btha:DR62_3165
ko:K01297	btha:DR62_3167
ko:K11991	btha:DR62_3168
ko:K01951	btha:DR62_3171
ko:K00088	btha:DR62_3173
ko:K09801	btha:DR62_3178
ko:K03664	btha:DR62_3180
ko:K05998	btha:DR62_3185
ko:K09773	btha:DR62_3186
ko:K03437	btha:DR62_3187
ko:K03470	btha:DR62_3188
ko:K00748	btha:DR62_3189
ko:K00677	btha:DR62_3190
ko:K02372	btha:DR62_3191
ko:K02536	btha:DR62_3192
ko:K06142	btha:DR62_3193
ko:K07277	btha:DR62_3194
ko:K11749	btha:DR62_3195
ko:K00099	btha:DR62_3196
ko:K00981	btha:DR62_3197
ko:K00806	btha:DR62_3198
ko:K02838	btha:DR62_3199
ko:K09903	btha:DR62_3200
ko:K02357	btha:DR62_3201
ko:K02967	btha:DR62_3202
ko:K01265	btha:DR62_3203
ko:K00990	btha:DR62_3204
ko:K06182	btha:DR62_06820
ko:K01462	btha:DR62_3206
ko:K00831	btha:DR62_3263
ko:K00615	btha:DR62_3266
ko:K00615	btha:DR62_3267
ko:K03119	btha:DR62_3271
ko:K00860	btha:DR62_3277
ko:K00928	btha:DR62_3284
ko:K04075	btha:DR62_3285
ko:K01962	btha:DR62_3286
ko:K01247	btha:DR62_3287
ko:K01883	btha:DR62_3288
ko:K03767	btha:DR62_3290
ko:K03768	btha:DR62_3291
ko:K03269	btha:DR62_3292
ko:K00640	btha:DR62_3293
ko:K02533	btha:DR62_3294
ko:K01092	btha:DR62_3295
ko:K03555	btha:DR62_3297
ko:K03775	btha:DR62_3298
ko:K18850	btha:DR62_3300
ko:K07287	btha:DR62_3302
ko:K01714	btha:DR62_3303
ko:K01867	btha:DR62_3305
ko:K07053	btha:DR62_3308
ko:K04083	btha:DR62_3312
ko:K05589	btha:DR62_3314
ko:K01689	btha:DR62_3315
ko:K01627	btha:DR62_3316
ko:K01937	btha:DR62_3317
ko:K07234	btha:DR62_56
ko:K09014	btha:DR62_57
ko:K09013	btha:DR62_58
ko:K09015	btha:DR62_59
ko:K11717	btha:DR62_60
ko:K04488	btha:DR62_61
ko:K13771	btha:DR62_64
ko:K02297	btha:DR62_66
ko:K02298	btha:DR62_67
ko:K02299	btha:DR62_68
ko:K02300	btha:DR62_69
ko:K10255	btha:DR62_70
ko:K10013	btha:DR62_71
ko:K00799	btha:DR62_73
ko:K05526	btha:DR62_74
ko:K01484	btha:DR62_75
ko:K06447	btha:DR62_76
ko:K00673	btha:DR62_77
ko:K00673	btha:DR62_78
ko:K10017	btha:DR62_81
ko:K10015	btha:DR62_82
ko:K10016	btha:DR62_83
ko:K00720	btha:DR62_88
ko:K00868	btha:DR62_91
ko:K01114	btha:DR62_92
ko:K01999	btha:DR62_93
ko:K08983	btha:DR62_95
ko:K06147	btha:DR62_98
ko:K00697	btha:DR62_99
ko:K01087	btha:DR62_100
ko:K07152	btha:DR62_101
ko:K02348	btha:DR62_104
ko:K06911	btha:DR62_105
ko:K07044	btha:DR62_3523
ko:K15553	btha:DR62_3527
ko:K03823	btha:DR62_3529
ko:K03406	btha:DR62_3532
ko:K10716	btha:DR62_3536
ko:K01607	btha:DR62_3538
ko:K06194	btha:DR62_3545
ko:K17836	btha:DR62_3546
ko:K03566	btha:DR62_3547
ko:K02034	btha:DR62_3552
ko:K02033	btha:DR62_3553
ko:K02035	btha:DR62_3554
ko:K08641	btha:DR62_3555
ko:K11904	btha:DR62_3558
ko:K12685	btha:DR62_3564
ko:K07394	btha:DR62_3565
ko:K01569	btha:DR62_3568
ko:K03322	btha:DR62_3569
ko:K01531	btha:DR62_3576
ko:K14645	btha:DR62_3578
ko:K15977	btha:DR62_3582
ko:K10016	btha:DR62_3585
ko:K10015	btha:DR62_3586
ko:K10017	btha:DR62_3587
ko:K00790	btha:DR62_3588
ko:K07483	btha:DR62_3594
ko:K07168	btha:DR62_3611
ko:K07300	btha:DR62_3613
ko:K01912	btha:DR62_3614
ko:K05595	btha:DR62_3615
ko:K07052	btha:DR62_3616
ko:K16165	btha:DR62_3617
ko:K03088	btha:DR62_3620
ko:K03088	btha:DR62_3624
ko:K07165	btha:DR62_3625
ko:K02014	btha:DR62_3626
ko:K07644	btha:DR62_3631
ko:K07665	btha:DR62_3632
ko:K15726	btha:DR62_3633
ko:K15727	btha:DR62_3634
ko:K15725	btha:DR62_3635
ko:K09129	btha:DR62_3638
ko:K19055	btha:DR62_3641
ko:K00338	btha:DR62_2322
ko:K00339	btha:DR62_2323
ko:K03746	btha:DR62_3643
ko:K03607	btha:DR62_3644
ko:K07282	btha:DR62_3649
ko:K14415	btha:DR62_3653
ko:K01535	btha:DR62_3656
ko:K01537	btha:DR62_3658
ko:K10811	btha:DR62_3661
ko:K00941	btha:DR62_3662
ko:K03758	btha:DR62_3667
ko:K00074	btha:DR62_5255
ko:K08068	btha:DR62_5259
ko:K00820	btha:DR62_5266
ko:K14257	btha:DR62_5268
ko:K14266	btha:DR62_5270
ko:K00240	btha:DR62_5277
ko:K01467	btha:DR62_5285
ko:K07644	btha:DR62_5288
ko:K07665	btha:DR62_5289
ko:K14645	btha:DR62_5291
ko:K01281	btha:DR62_5292
ko:K01158	btha:DR62_5301
ko:K16692	btha:DR62_5306
ko:K05999	btha:DR62_5312
ko:K00799	btha:DR62_5320
ko:K07006	btha:DR62_5321
ko:K03317	btha:DR62_5322
ko:K01619	btha:DR62_5323
ko:K00758	btha:DR62_5325
ko:K01489	btha:DR62_5326
ko:K16370	btha:DR62_5328
ko:K00925	btha:DR62_5329
ko:K00625	btha:DR62_5330
ko:K03821	btha:DR62_5331
ko:K02112	btha:DR62_5332
ko:K02114	btha:DR62_5333
ko:K02116	btha:DR62_5334
ko:K02108	btha:DR62_5336
ko:K02110	btha:DR62_5337
ko:K02109	btha:DR62_5338
ko:K02111	btha:DR62_5339
ko:K02115	btha:DR62_5340
ko:K13953	btha:DR62_5341
ko:K13926	btha:DR62_5348
ko:K01993	btha:DR62_5349
ko:K02004	btha:DR62_5354
ko:K02003	btha:DR62_5355
ko:K02005	btha:DR62_5356
ko:K03406	btha:DR62_5359
ko:K00860	btha:DR62_5360
ko:K06966	btha:DR62_5365
ko:K13953	btha:DR62_5370
ko:K00023	btha:DR62_5372
ko:K07576	btha:DR62_5373
ko:K07044	btha:DR62_5374
ko:K11733	btha:DR62_5375
ko:K05783	btha:DR62_5380
ko:K05784	btha:DR62_5381
ko:K05550	btha:DR62_5382
ko:K05549	btha:DR62_5383
ko:K00219	btha:DR62_5387
ko:K02297	btha:DR62_5388
ko:K02298	btha:DR62_5389
ko:K02299	btha:DR62_5390
ko:K02300	btha:DR62_5391
ko:K03464	btha:DR62_5392
ko:K03381	btha:DR62_5393
ko:K01856	btha:DR62_5394
ko:K16319	btha:DR62_5397
ko:K16320	btha:DR62_5398
ko:K18249	btha:DR62_5400
ko:K02503	btha:DR62_5401
ko:K03316	btha:DR62_5405
ko:K01652	btha:DR62_5406
ko:K13487	btha:DR62_5410
ko:K13488	btha:DR62_5411
ko:K13486	btha:DR62_5412
ko:K13489	btha:DR62_5413
ko:K13490	btha:DR62_5414
ko:K13491	btha:DR62_5415
ko:K01560	btha:DR62_5416
ko:K07052	btha:DR62_5418
ko:K07044	btha:DR62_5425
ko:K01574	btha:DR62_5427
ko:K07124	btha:DR62_5428
ko:K01867	btha:DR62_5431
ko:K18199	btha:DR62_5433
ko:K06147	btha:DR62_5434
ko:K07223	btha:DR62_5435
ko:K07397	btha:DR62_5437
ko:K02014	btha:DR62_5447
ko:K07004	btha:DR62_5452
ko:K16011	btha:DR62_5462
ko:K03606	btha:DR62_5463
ko:K00012	btha:DR62_5464
ko:K01104	btha:DR62_5465
ko:K01991	btha:DR62_5466
ko:K16692	btha:DR62_5467
ko:K03772	btha:DR62_5474
ko:K07044	btha:DR62_5475
ko:K00826	btha:DR62_5487
ko:K04073	btha:DR62_5489
ko:K01666	btha:DR62_5490
ko:K15256	btha:DR62_5500
ko:K00788	btha:DR62_5502
ko:K01821	btha:DR62_5507
ko:K02019	btha:DR62_5509
ko:K02017	btha:DR62_5510
ko:K02018	btha:DR62_5511
ko:K02020	btha:DR62_5512
ko:K02204	btha:DR62_5519
ko:K01241	btha:DR62_5521
ko:K06966	btha:DR62_5523
ko:K03885	btha:DR62_5525
ko:K01061	btha:DR62_5527
ko:K01011	btha:DR62_5528
ko:K03602	btha:DR62_5530
ko:K00795	btha:DR62_5531
ko:K01662	btha:DR62_5532
ko:K09007	btha:DR62_5533
ko:K01409	btha:DR62_5534
ko:K07007	btha:DR62_5535
ko:K02970	btha:DR62_5536
ko:K09117	btha:DR62_5537
ko:K03086	btha:DR62_5539
ko:K07483	btha:DR62_5582
ko:K03798	btha:DR62_3669
ko:K01993	btha:DR62_3676
ko:K18306	btha:DR62_3679
ko:K18307	btha:DR62_3680
ko:K18139	btha:DR62_3681
ko:K01497	btha:DR62_3682
ko:K11752	btha:DR62_3686
ko:K00219	btha:DR62_3694
ko:K00878	btha:DR62_3696
ko:K07483	btha:DR62_05805
ko:K07483	btha:DR62_361
ko:K03439	btha:DR62_369
ko:K06153	btha:DR62_370
ko:K06940	btha:DR62_05835
ko:K00573	btha:DR62_374
ko:K00822	btha:DR62_376
ko:K11959	btha:DR62_377
ko:K11960	btha:DR62_378
ko:K11961	btha:DR62_379
ko:K11962	btha:DR62_380
ko:K11963	btha:DR62_381
ko:K03190	btha:DR62_382
ko:K01430	btha:DR62_383
ko:K01429	btha:DR62_384
ko:K01428	btha:DR62_385
ko:K03187	btha:DR62_386
ko:K03188	btha:DR62_387
ko:K03189	btha:DR62_388
ko:K02527	btha:DR62_389
ko:K02841	btha:DR62_391
ko:K15778	btha:DR62_392
ko:K01784	btha:DR62_396
ko:K01784	btha:DR62_400
ko:K03778	btha:DR62_459
ko:K04719	btha:DR62_460
ko:K01555	btha:DR62_463
ko:K00451	btha:DR62_464
ko:K08195	btha:DR62_465
ko:K05712	btha:DR62_467
ko:K00252	btha:DR62_472
ko:K02655	btha:DR62_477
ko:K02672	btha:DR62_479
ko:K08084	btha:DR62_481
ko:K07738	btha:DR62_482
ko:K00600	btha:DR62_483
ko:K16066	btha:DR62_484
ko:K07107	btha:DR62_485
ko:K03562	btha:DR62_486
ko:K03560	btha:DR62_487
ko:K03646	btha:DR62_488
ko:K03641	btha:DR62_489
ko:K03640	btha:DR62_490
ko:K00318	btha:DR62_496
ko:K02403	btha:DR62_498
ko:K00963	btha:DR62_499
ko:K06041	btha:DR62_500
ko:K03270	btha:DR62_501
ko:K01627	btha:DR62_502
ko:K03819	btha:DR62_505
ko:K07265	btha:DR62_506
ko:K16692	btha:DR62_508
ko:K01104	btha:DR62_509
ko:K01991	btha:DR62_510
ko:K00798	btha:DR62_574
ko:K00102	btha:DR62_575
ko:K00104	btha:DR62_576
ko:K11472	btha:DR62_577
ko:K11473	btha:DR62_578
ko:K06997	btha:DR62_579
ko:K00286	btha:DR62_580
ko:K03179	btha:DR62_581
ko:K04047	btha:DR62_582
ko:K03782	btha:DR62_584
ko:K04761	btha:DR62_586
ko:K03655	btha:DR62_587
ko:K07568	btha:DR62_588
ko:K00773	btha:DR62_589
ko:K03210	btha:DR62_590
ko:K03072	btha:DR62_591
ko:K03074	btha:DR62_592
ko:K03762	btha:DR62_593
ko:K12262	btha:DR62_596
ko:K03808	btha:DR62_597
ko:K03808	btha:DR62_598
ko:K06192	btha:DR62_599
ko:K09857	btha:DR62_600
ko:K07444	btha:DR62_602
ko:K06996	btha:DR62_603
ko:K00325	btha:DR62_605
ko:K00324	btha:DR62_606
ko:K00324	btha:DR62_607
ko:K00566	btha:DR62_609
ko:K00799	btha:DR62_611
ko:K01262	btha:DR62_612
ko:K03185	btha:DR62_613
ko:K05540	btha:DR62_614
ko:K03557	btha:DR62_615
ko:K00602	btha:DR62_616
ko:K01159	btha:DR62_617
ko:K03550	btha:DR62_618
ko:K03551	btha:DR62_619
ko:K07560	btha:DR62_623
ko:K01866	btha:DR62_625
ko:K09001	btha:DR62_626
ko:K15724	btha:DR62_630
ko:K02996	btha:DR62_631
ko:K02871	btha:DR62_632
ko:K07397	btha:DR62_633
ko:K01465	btha:DR62_635
ko:K10004	btha:DR62_637
ko:K10002	btha:DR62_638
ko:K10003	btha:DR62_639
ko:K10001	btha:DR62_640
ko:K00261	btha:DR62_641
ko:K02575	btha:DR62_643
ko:K01756	btha:DR62_644
ko:K00851	btha:DR62_645
ko:K03299	btha:DR62_646
ko:K01625	btha:DR62_647
ko:K01690	btha:DR62_648
ko:K08973	btha:DR62_650
ko:K00147	btha:DR62_651
ko:K02340	btha:DR62_652
ko:K03643	btha:DR62_653
ko:K01869	btha:DR62_654
ko:K03559	btha:DR62_655
ko:K03561	btha:DR62_656
ko:K00215	btha:DR62_657
ko:K06186	btha:DR62_658
ko:K03711	btha:DR62_659
ko:K01483	btha:DR62_660
ko:K01477	btha:DR62_661
ko:K11103	btha:DR62_662
ko:K11921	btha:DR62_664
ko:K01673	btha:DR62_665
ko:K01725	btha:DR62_666
ko:K00134	btha:DR62_668
ko:K00615	btha:DR62_669
ko:K00797	btha:DR62_670
ko:K09761	btha:DR62_672
ko:K01167	btha:DR62_674
ko:K00029	btha:DR62_677
ko:K00946	btha:DR62_678
ko:K01095	btha:DR62_679
ko:K03743	btha:DR62_680
ko:K01591	btha:DR62_681
ko:K09930	btha:DR62_4915
ko:K06895	btha:DR62_4919
ko:K05596	btha:DR62_4920
ko:K00640	btha:DR62_4927
ko:K01495	btha:DR62_4929
ko:K00481	btha:DR62_4931
