ko:K19744	paec:M802_3986
ko:K06167	paec:M802_3491
ko:K05774	paec:M802_3492
ko:K06162	paec:M802_3493
ko:K05780	paec:M802_3494
ko:K05781	paec:M802_3495
ko:K06163	paec:M802_3496
ko:K06164	paec:M802_3497
ko:K06165	paec:M802_3498
ko:K06166	paec:M802_3499
ko:K02043	paec:M802_3500
ko:K02042	paec:M802_3501
ko:K02044	paec:M802_3502
ko:K02041	paec:M802_3503
ko:K00376	paec:M802_3511
ko:K07218	paec:M802_3512
ko:K00528	paec:M802_3516
ko:K01992	paec:M802_3520
ko:K01993	paec:M802_3521
ko:K12538	paec:M802_3523
ko:K12537	paec:M802_3525
ko:K12536	paec:M802_3526
ko:K16152	paec:M802_3528
ko:K07165	paec:M802_3529
ko:K03088	paec:M802_3530
ko:K09918	paec:M802_3533
ko:K00627	paec:M802_3536
ko:K00162	paec:M802_3537
ko:K00161	paec:M802_3538
ko:K00263	paec:M802_3539
ko:K00027	paec:M802_3593
ko:K05786	paec:M802_3595
ko:K01713	paec:M802_3597
ko:K18101	paec:M802_3600
ko:K18100	paec:M802_3601
ko:K01494	paec:M802_3602
ko:K03593	paec:M802_3603
ko:K01874	paec:M802_3604
ko:K03617	paec:M802_3611
ko:K03616	paec:M802_3612
ko:K03615	paec:M802_3613
ko:K03614	paec:M802_3614
ko:K03612	paec:M802_3615
ko:K03613	paec:M802_3616
ko:K10773	paec:M802_3617
ko:K06989	paec:M802_3627
ko:K01652	paec:M802_3628
ko:K02050	paec:M802_3633
ko:K02051	paec:M802_3634
ko:K01756	paec:M802_3636
ko:K01756	paec:M802_3637
ko:K07213	paec:M802_3640
ko:K01759	paec:M802_3644
ko:K01940	paec:M802_3645
ko:K01465	paec:M802_3647
ko:K03683	paec:M802_3648
ko:K03386	paec:M802_3649
ko:K02440	paec:M802_3702
ko:K00864	paec:M802_3703
ko:K02444	paec:M802_3704
ko:K00111	paec:M802_3705
ko:K02442	paec:M802_3706
ko:K03576	paec:M802_3708
ko:K00626	paec:M802_3710
ko:K00074	paec:M802_3711
ko:K10778	paec:M802_3716
ko:K02919	paec:M802_3721
ko:K02909	paec:M802_3722
ko:K00901	paec:M802_3724
ko:K05812	paec:M802_3727
ko:K11072	paec:M802_3728
ko:K11071	paec:M802_3729
ko:K11070	paec:M802_3730
ko:K11069	paec:M802_3731
ko:K09954	paec:M802_3733
ko:K07576	paec:M802_3735
ko:K06966	paec:M802_3736
ko:K03565	paec:M802_3737
ko:K03743	paec:M802_3739
ko:K03555	paec:M802_3741
ko:K05524	paec:M802_3742
ko:K03087	paec:M802_3743
ko:K06194	paec:M802_3744
ko:K00573	paec:M802_3745
ko:K03787	paec:M802_3746
ko:K06176	paec:M802_3747
ko:K01770	paec:M802_3748
ko:K01070	paec:M802_3749
ko:K00121	paec:M802_3750
ko:K06995	paec:M802_3546
ko:K01692	paec:M802_3547
ko:K06518	paec:M802_3553
ko:K06205	paec:M802_3556
ko:K09932	paec:M802_3557
ko:K13938	paec:M802_3558
ko:K01495	paec:M802_3559
ko:K07589	paec:M802_3560
ko:K09948	paec:M802_3561
ko:K15555	paec:M802_3564
ko:K15554	paec:M802_3565
ko:K04091	paec:M802_3566
ko:K15553	paec:M802_3567
ko:K00299	paec:M802_3568
ko:K15555	paec:M802_3569
ko:K15554	paec:M802_3570
ko:K15553	paec:M802_3571
ko:K00116	paec:M802_3574
ko:K09915	paec:M802_3575
ko:K15461	paec:M802_3578
ko:K07090	paec:M802_3579
ko:K01953	paec:M802_3581
ko:K09898	paec:M802_3585
ko:K08369	paec:M802_3589
ko:K16053	paec:M802_3590
ko:K02192	paec:M802_3650
ko:K03594	paec:M802_3651
ko:K07390	paec:M802_3653
ko:K12685	paec:M802_3655
ko:K00611	paec:M802_3657
ko:K02010	paec:M802_3658
ko:K09861	paec:M802_3659
ko:K00066	paec:M802_3660
ko:K16081	paec:M802_3664
ko:K07806	paec:M802_3672
ko:K10012	paec:M802_3673
ko:K10011	paec:M802_3674
ko:K13014	paec:M802_3675
ko:K07264	paec:M802_3676
ko:K12962	paec:M802_3677
ko:K12963	paec:M802_3678
ko:K00012	paec:M802_3679
ko:K02769	paec:M802_3680
ko:K02770	paec:M802_3680
ko:K00882	paec:M802_3681
ko:K02768	paec:M802_3682
ko:K08483	paec:M802_3682
ko:K11183	paec:M802_3682
ko:K03435	paec:M802_3683
ko:K03424	paec:M802_3685
ko:K01908	paec:M802_3689
ko:K00140	paec:M802_3691
ko:K07552	paec:M802_3694
ko:K07213	paec:M802_3695
ko:K00864	paec:M802_3700
ko:K07112	paec:M802_3752
ko:K00991	paec:M802_3754
ko:K05589	paec:M802_3755
ko:K01689	paec:M802_3756
ko:K01627	paec:M802_3757
ko:K01937	paec:M802_3758
ko:K04075	paec:M802_3759
ko:K01962	paec:M802_3760
ko:K02337	paec:M802_3761
ko:K03310	paec:M802_3762
ko:K03470	paec:M802_3763
ko:K00748	paec:M802_3764
ko:K00677	paec:M802_3765
ko:K02372	paec:M802_3766
ko:K02536	paec:M802_3767
ko:K06142	paec:M802_3768
ko:K07277	paec:M802_3769
ko:K11749	paec:M802_3770
ko:K00099	paec:M802_3771
ko:K00981	paec:M802_3772
ko:K00806	paec:M802_3773
ko:K02838	paec:M802_3774
ko:K09903	paec:M802_3775
ko:K02357	paec:M802_3776
ko:K02967	paec:M802_3777
ko:K01265	paec:M802_3778
ko:K00990	paec:M802_3779
ko:K14267	paec:M802_3780
ko:K03316	paec:M802_3781
ko:K06940	paec:M802_3784
ko:K00674	paec:M802_3787
ko:K01766	paec:M802_3788
ko:K02426	paec:M802_3789
ko:K01992	paec:M802_3792
ko:K01990	paec:M802_3793
ko:K00631	paec:M802_3794
ko:K09914	paec:M802_3795
ko:K18303	paec:M802_3797
ko:K18302	paec:M802_3798
ko:K18301	paec:M802_3799
ko:K01733	paec:M802_3856
ko:K00003	paec:M802_3857
ko:K03981	paec:M802_3858
ko:K04763	paec:M802_3859
ko:K02884	paec:M802_3863
ko:K00554	paec:M802_3864
ko:K02860	paec:M802_3865
ko:K02959	paec:M802_3866
ko:K03106	paec:M802_3867
ko:K08289	paec:M802_3872
ko:K06938	paec:M802_3873
ko:K03710	paec:M802_3878
ko:K01443	paec:M802_3879
ko:K00820	paec:M802_3880
ko:K11189	paec:M802_3881
ko:K02803	paec:M802_3882
ko:K02804	paec:M802_3882
ko:K01952	paec:M802_3885
ko:K09965	paec:M802_3887
ko:K01951	paec:M802_3891
ko:K00088	paec:M802_3892
ko:K07090	paec:M802_3896
ko:K03601	paec:M802_3899
ko:K08641	paec:M802_3905
ko:K01873	paec:M802_3958
ko:K01989	paec:M802_3960
ko:K05832	paec:M802_3961
ko:K05833	paec:M802_3962
ko:K02014	paec:M802_1969
ko:K07165	paec:M802_1970
ko:K03088	paec:M802_1971
ko:K09684	paec:M802_1974
ko:K06995	paec:M802_1976
ko:K16089	paec:M802_1982
ko:K02230	paec:M802_1983
ko:K09136	paec:M802_1986
ko:K00549	paec:M802_1987
ko:K03790	paec:M802_1988
ko:K03406	paec:M802_1990
ko:K13483	paec:M802_1991
ko:K03657	paec:M802_1995
ko:K10439	paec:M802_2006
ko:K10441	paec:M802_2007
ko:K10440	paec:M802_2008
ko:K02529	paec:M802_2009
ko:K00852	paec:M802_2010
ko:K03811	paec:M802_2018
ko:K06153	paec:M802_2019
ko:K01118	paec:M802_2022
ko:K01826	paec:M802_2026
ko:K03311	paec:M802_2031
ko:K03760	paec:M802_2032
ko:K00138	paec:M802_2045
ko:K06135	paec:M802_2046
ko:K06136	paec:M802_2047
ko:K06137	paec:M802_2048
ko:K06138	paec:M802_2049
ko:K06139	paec:M802_2050
ko:K09957	paec:M802_2055
ko:K03769	paec:M802_2057
ko:K01907	paec:M802_2058
ko:K17737	paec:M802_2059
ko:K01028	paec:M802_2060
ko:K01029	paec:M802_2061
ko:K00626	paec:M802_2062
ko:K02106	paec:M802_2063
ko:K00019	paec:M802_2064
ko:K08195	paec:M802_2067
ko:K01555	paec:M802_2069
ko:K00451	paec:M802_2070
ko:K01640	paec:M802_2072
ko:K01968	paec:M802_2073
ko:K13766	paec:M802_2074
ko:K01969	paec:M802_2075
ko:K00253	paec:M802_2076
ko:K18095	paec:M802_2080
ko:K18094	paec:M802_2081
ko:K18129	paec:M802_2082
ko:K00012	paec:M802_2084
ko:K00963	paec:M802_2085
ko:K00383	paec:M802_2087
ko:K14347	paec:M802_2088
ko:K05800	paec:M802_2090
ko:K15256	paec:M802_2096
ko:K01652	paec:M802_2097
ko:K01915	paec:M802_2102
ko:K14052	paec:M802_2103
ko:K07862	paec:M802_2104
ko:K06177	paec:M802_2105
ko:K08998	paec:M802_2107
ko:K03088	paec:M802_2112
ko:K01725	paec:M802_2114
ko:K01673	paec:M802_2115
ko:K11921	paec:M802_2116
ko:K13893	paec:M802_2120
ko:K13894	paec:M802_2121
ko:K13895	paec:M802_2122
ko:K13896	paec:M802_2123
ko:K04487	paec:M802_2124
ko:K07233	paec:M802_2126
ko:K05820	paec:M802_2130
ko:K00612	paec:M802_2131
ko:K02014	paec:M802_2132
ko:K02355	paec:M802_2133
ko:K01556	paec:M802_2142
ko:K07130	paec:M802_2143
ko:K01953	paec:M802_2146
ko:K01561	paec:M802_2148
ko:K02014	paec:M802_2151
ko:K03088	paec:M802_2155
ko:K01738	paec:M802_2166
ko:K00640	paec:M802_2167
ko:K00156	paec:M802_2170
ko:K07160	paec:M802_2174
ko:K10778	paec:M802_2180
ko:K07345	paec:M802_2191
ko:K07346	paec:M802_2192
ko:K07347	paec:M802_2193
ko:K08995	paec:M802_2197
ko:K00688	paec:M802_2209
ko:K03781	paec:M802_2213
ko:K07507	paec:M802_2215
ko:K10979	paec:M802_2217
ko:K16147	paec:M802_2218
ko:K05343	paec:M802_2219
ko:K00700	paec:M802_2220
ko:K07027	paec:M802_2221
ko:K06044	paec:M802_2229
ko:K00705	paec:M802_2230
ko:K01236	paec:M802_2231
ko:K00703	paec:M802_2232
ko:K06889	paec:M802_2235
ko:K06048	paec:M802_2250
ko:K07217	paec:M802_2254
ko:K16137	paec:M802_2266
ko:K02029	paec:M802_2272
ko:K02029	paec:M802_2273
ko:K02030	paec:M802_2274
ko:K08194	paec:M802_2280
ko:K00097	paec:M802_2282
ko:K06889	paec:M802_2288
ko:K12992	paec:M802_2302
ko:K03168	paec:M802_2313
ko:K00166	paec:M802_2317
ko:K00167	paec:M802_2318
ko:K09699	paec:M802_2319
ko:K00382	paec:M802_2320
ko:K03310	paec:M802_2322
ko:K01424	paec:M802_2323
ko:K02525	paec:M802_2329
ko:K11441	paec:M802_2331
ko:K00032	paec:M802_2333
ko:K06152	paec:M802_2334
ko:K06151	paec:M802_2335
ko:K03587	paec:M802_2342
ko:K13639	paec:M802_2343
ko:K13979	paec:M802_2345
ko:K03893	paec:M802_2348
ko:K02014	paec:M802_2359
ko:K00117	paec:M802_2360
ko:K07267	paec:M802_2361
ko:K02049	paec:M802_2364
ko:K02050	paec:M802_2365
ko:K02051	paec:M802_2366
ko:K03710	paec:M802_2369
ko:K02050	paec:M802_2377
ko:K02049	paec:M802_2378
ko:K02051	paec:M802_2379
ko:K03119	paec:M802_2380
ko:K09471	paec:M802_2387
ko:K06995	paec:M802_2388
ko:K06145	paec:M802_2390
ko:K00851	paec:M802_2391
ko:K03299	paec:M802_2392
ko:K00131	paec:M802_2394
ko:K02050	paec:M802_2398
ko:K02051	paec:M802_2399
ko:K02049	paec:M802_2400
ko:K02014	paec:M802_2406
ko:K10227	paec:M802_2409
ko:K10228	paec:M802_2410
ko:K10229	paec:M802_2411
ko:K10111	paec:M802_2412
ko:K00045	paec:M802_2413
ko:K00854	paec:M802_2414
ko:K00847	paec:M802_2415
ko:K17218	paec:M802_2416
ko:K02073	paec:M802_2420
ko:K02071	paec:M802_2421
ko:K02072	paec:M802_2422
ko:K01126	paec:M802_2423
ko:K06916	paec:M802_2424
ko:K04091	paec:M802_2427
ko:K00299	paec:M802_2428
ko:K11902	paec:M802_2431
ko:K11891	paec:M802_2432
ko:K11892	paec:M802_2433
ko:K11893	paec:M802_2434
ko:K11901	paec:M802_2436
ko:K11900	paec:M802_2437
ko:K11903	paec:M802_2438
ko:K11896	paec:M802_2440
ko:K11895	paec:M802_2441
ko:K11907	paec:M802_2442
ko:K07303	paec:M802_2448
ko:K07302	paec:M802_2449
ko:K00101	paec:M802_2452
ko:K07116	paec:M802_2455
ko:K10531	paec:M802_2456
ko:K03088	paec:M802_2457
ko:K07165	paec:M802_2458
ko:K13888	paec:M802_2459
ko:K05685	paec:M802_2460
ko:K06160	paec:M802_2467
ko:K16088	paec:M802_2468
ko:K09815	paec:M802_2476
ko:K09817	paec:M802_2477
ko:K09816	paec:M802_2478
ko:K00836	paec:M802_2482
ko:K01194	paec:M802_2485
ko:K06911	paec:M802_2487
ko:K03088	paec:M802_2495
ko:K04087	paec:M802_2508
ko:K00605	paec:M802_2512
ko:K01752	paec:M802_2513
ko:K00600	paec:M802_2514
ko:K00281	paec:M802_2515
ko:K02437	paec:M802_2516
ko:K15125	paec:M802_2530
ko:K02014	paec:M802_2534
ko:K03088	paec:M802_2536
ko:K00450	paec:M802_2538
ko:K16165	paec:M802_2539
ko:K08195	paec:M802_2540
ko:K03805	paec:M802_2544
ko:K04084	paec:M802_2546
ko:K18297	paec:M802_2560
ko:K18298	paec:M802_2561
ko:K18299	paec:M802_2562
ko:K03449	paec:M802_2568
ko:K03381	paec:M802_2575
ko:K03464	paec:M802_2576
ko:K03086	paec:M802_589
ko:K09117	paec:M802_591
ko:K02970	paec:M802_592
ko:K01409	paec:M802_593
ko:K08591	paec:M802_594
ko:K01633	paec:M802_595
ko:K00950	paec:M802_597
ko:K06970	paec:M802_3964
ko:K03566	paec:M802_3970
ko:K06899	paec:M802_3973
ko:K07461	paec:M802_3978
ko:K01004	paec:M802_3981
ko:K09969	paec:M802_3982
ko:K06999	paec:M802_3983
ko:K00666	paec:M802_3984
ko:K03732	paec:M802_3985
ko:K10022	paec:M802_3989
ko:K03639	paec:M802_3994
ko:K03769	paec:M802_3995
ko:K00374	paec:M802_3996
ko:K00373	paec:M802_3997
ko:K00371	paec:M802_3998
ko:K00370	paec:M802_3999
ko:K02575	paec:M802_4000
ko:K02575	paec:M802_4001
ko:K07673	paec:M802_4002
ko:K07684	paec:M802_4003
ko:K15984	paec:M802_3801
ko:K00939	paec:M802_3807
ko:K01595	paec:M802_3808
ko:K01534	paec:M802_3811
ko:K06889	paec:M802_3816
ko:K04567	paec:M802_3821
ko:K02836	paec:M802_3822
ko:K11444	paec:M802_3823
ko:K13491	paec:M802_3824
ko:K13490	paec:M802_3825
ko:K13489	paec:M802_3826
ko:K13486	paec:M802_3827
ko:K13488	paec:M802_3828
ko:K13487	paec:M802_3829
ko:K00316	paec:M802_3834
ko:K07687	paec:M802_3835
ko:K07462	paec:M802_3845
ko:K09980	paec:M802_3852
ko:K02014	paec:M802_3913
ko:K01649	paec:M802_3915
ko:K14287	paec:M802_3921
ko:K03977	paec:M802_3922
ko:K17713	paec:M802_3923
ko:K01892	paec:M802_3925
ko:K15539	paec:M802_3927
ko:K02656	paec:M802_3928
ko:K06941	paec:M802_3929
ko:K00940	paec:M802_3930
ko:K04755	paec:M802_3932
ko:K04044	paec:M802_3933
ko:K04082	paec:M802_3934
ko:K13628	paec:M802_3935
ko:K04488	paec:M802_3936
ko:K04487	paec:M802_3937
ko:K13643	paec:M802_3938
ko:K00640	paec:M802_3939
ko:K15396	paec:M802_3940
ko:K01092	paec:M802_3941
ko:K03074	paec:M802_3943
ko:K03072	paec:M802_3944
ko:K03210	paec:M802_3945
ko:K00773	paec:M802_3946
ko:K07568	paec:M802_3947
ko:K11720	paec:M802_3951
ko:K07091	paec:M802_3952
ko:K06889	paec:M802_3953
ko:K01255	paec:M802_3955
ko:K02339	paec:M802_3956
ko:K03316	paec:M802_4012
ko:K05846	paec:M802_4014
ko:K05845	paec:M802_4015
ko:K05846	paec:M802_4016
ko:K05847	paec:M802_4017
ko:K00090	paec:M802_4023
ko:K07506	paec:M802_4025
ko:K03088	paec:M802_4026
ko:K07165	paec:M802_4027
ko:K16091	paec:M802_4028
ko:K02837	paec:M802_4030
ko:K07004	paec:M802_4036
ko:K01113	paec:M802_4037
ko:K08303	paec:M802_4040
ko:K03750	paec:M802_4041
ko:K03638	paec:M802_4042
ko:K03635	paec:M802_4043
ko:K03636	paec:M802_4044
ko:K03637	paec:M802_4045
ko:K07175	paec:M802_4046
ko:K17686	paec:M802_4047
ko:K03556	paec:M802_4048
ko:K00666	paec:M802_4051
ko:K00626	paec:M802_4052
ko:K00426	paec:M802_4056
ko:K00425	paec:M802_4057
ko:K02073	paec:M802_4058
ko:K02168	paec:M802_4060
ko:K03119	paec:M802_4062
ko:K15552	paec:M802_4063
ko:K10831	paec:M802_4064
ko:K15551	paec:M802_4065
ko:K03530	paec:M802_4067
ko:K10805	paec:M802_4069
ko:K07679	paec:M802_4073
ko:K07690	paec:M802_4075
ko:K07007	paec:M802_4076
ko:K09945	paec:M802_4079
ko:K17228	paec:M802_4081
ko:K03579	paec:M802_4088
ko:K03719	paec:M802_4092
ko:K06181	paec:M802_4095
ko:K01241	paec:M802_4098
ko:K09456	paec:M802_4100
ko:K00941	paec:M802_4103
ko:K00788	paec:M802_4104
ko:K01845	paec:M802_4105
ko:K07126	paec:M802_4106
ko:K06168	paec:M802_4108
ko:K07042	paec:M802_4110
ko:K06189	paec:M802_4111
ko:K03820	paec:M802_4112
ko:K01869	paec:M802_4115
ko:K03643	paec:M802_4116
ko:K02340	paec:M802_4117
ko:K09890	paec:M802_4118
ko:K03644	paec:M802_4123
ko:K03801	paec:M802_4124
ko:K09158	paec:M802_4125
ko:K07258	paec:M802_4126
ko:K03642	paec:M802_4127
ko:K08305	paec:M802_4128
ko:K05837	paec:M802_4129
ko:K05515	paec:M802_4130
ko:K00783	paec:M802_4131
ko:K09710	paec:M802_4132
ko:K00969	paec:M802_4133
ko:K00147	paec:M802_4134
ko:K03652	paec:M802_4137
ko:K07157	paec:M802_4139
ko:K03186	paec:M802_4146
ko:K02558	paec:M802_4147
ko:K00138	paec:M802_4149
ko:K03735	paec:M802_4151
ko:K03736	paec:M802_4152
ko:K02030	paec:M802_4155
ko:K03975	paec:M802_4156
ko:K09933	paec:M802_4157
ko:K01507	paec:M802_4158
ko:K06188	paec:M802_4161
ko:K01990	paec:M802_4164
ko:K01992	paec:M802_4165
ko:K00974	paec:M802_596
ko:K09786	paec:M802_600
ko:K07180	paec:M802_601
ko:K02439	paec:M802_602
ko:K01525	paec:M802_603
ko:K06195	paec:M802_604
ko:K02528	paec:M802_605
ko:K00097	paec:M802_606
ko:K03771	paec:M802_607
ko:K04744	paec:M802_608
ko:K07102	paec:M802_609
ko:K05801	paec:M802_612
ko:K02055	paec:M802_615
ko:K02052	paec:M802_616
ko:K02055	paec:M802_617
ko:K02054	paec:M802_618
ko:K02053	paec:M802_619
ko:K01783	paec:M802_620
ko:K01091	paec:M802_621
ko:K01657	paec:M802_622
ko:K05600	paec:M802_2581
ko:K11311	paec:M802_2582
ko:K05783	paec:M802_2583
ko:K05784	paec:M802_2584
ko:K05550	paec:M802_2585
ko:K05549	paec:M802_2586
ko:K15726	paec:M802_2588
ko:K15727	paec:M802_2589
ko:K15725	paec:M802_2590
ko:K07665	paec:M802_2591
ko:K07644	paec:M802_2592
ko:K07789	paec:M802_2595
ko:K07788	paec:M802_2596
ko:K07799	paec:M802_2597
ko:K00817	paec:M802_2600
ko:K11065	paec:M802_2601
ko:K03310	paec:M802_2602
ko:K00981	paec:M802_2605
ko:K00995	paec:M802_2610
ko:K09800	paec:M802_2611
ko:K07278	paec:M802_2612
ko:K01142	paec:M802_2614
ko:K02040	paec:M802_2617
ko:K05794	paec:M802_2618
ko:K00626	paec:M802_2623
ko:K01895	paec:M802_2625
ko:K00666	paec:M802_2627
ko:K07507	paec:M802_2628
ko:K01658	paec:M802_661
ko:K00766	paec:M802_662
ko:K01609	paec:M802_663
ko:K10914	paec:M802_664
ko:K07397	paec:M802_665
ko:K01611	paec:M802_666
ko:K06134	paec:M802_667
ko:K02503	paec:M802_668
ko:K07124	paec:M802_670
ko:K00459	paec:M802_672
ko:K08973	paec:M802_673
ko:K00145	paec:M802_674
ko:K15724	paec:M802_677
ko:K09001	paec:M802_678
ko:K01866	paec:M802_680
ko:K14162	paec:M802_686
ko:K14161	paec:M802_687
ko:K03088	paec:M802_692
ko:K02459	paec:M802_694
ko:K02457	paec:M802_695
ko:K02452	paec:M802_696
ko:K02458	paec:M802_697
ko:K02456	paec:M802_698
ko:K02460	paec:M802_699
ko:K02462	paec:M802_702
ko:K02453	paec:M802_703
ko:K02454	paec:M802_704
ko:K02455	paec:M802_705
ko:K03561	paec:M802_711
ko:K03559	paec:M802_712
ko:K01426	paec:M802_723
ko:K11530	paec:M802_728
ko:K01759	paec:M802_729
ko:K03824	paec:M802_730
ko:K09982	paec:M802_731
ko:K06183	paec:M802_753
ko:K07118	paec:M802_763
ko:K03417	paec:M802_820
ko:K03322	paec:M802_833
ko:K01560	paec:M802_834
ko:K06991	paec:M802_841
ko:K18289	paec:M802_906
ko:K18292	paec:M802_907
ko:K11688	paec:M802_908
ko:K11689	paec:M802_909
ko:K01895	paec:M802_911
ko:K10022	paec:M802_912
ko:K10023	paec:M802_914
ko:K06987	paec:M802_915
ko:K10025	paec:M802_916
ko:K00673	paec:M802_920
ko:K00673	paec:M802_921
ko:K06447	paec:M802_922
ko:K01484	paec:M802_923
ko:K05526	paec:M802_925
ko:K01620	paec:M802_926
ko:K01872	paec:M802_927
ko:K00928	paec:M802_928
ko:K03563	paec:M802_929
ko:K14205	paec:M802_947
ko:K02346	paec:M802_951
ko:K07014	paec:M802_952
ko:K03778	paec:M802_955
ko:K07678	paec:M802_956
ko:K12339	paec:M802_960
ko:K03215	paec:M802_961
ko:K00951	paec:M802_962
ko:K04765	paec:M802_963
ko:K09912	paec:M802_965
ko:K11175	paec:M802_973
ko:K01933	paec:M802_974
ko:K09938	paec:M802_975
ko:K10763	paec:M802_976
ko:K03809	paec:M802_978
ko:K00537	paec:M802_979
ko:K07058	paec:M802_980
ko:K01512	paec:M802_984
ko:K01881	paec:M802_986
ko:K18093	paec:M802_988
ko:K03745	paec:M802_990
ko:K03704	paec:M802_991
ko:K04047	paec:M802_992
ko:K01876	paec:M802_993
ko:K01159	paec:M802_995
ko:K03550	paec:M802_996
ko:K03551	paec:M802_997
ko:K01075	paec:M802_998
ko:K03562	paec:M802_999
ko:K03560	paec:M802_1000
ko:K03641	paec:M802_1002
ko:K03640	paec:M802_1003
ko:K10026	paec:M802_1005
ko:K00140	paec:M802_769
ko:K18346	paec:M802_771
ko:K03648	paec:M802_772
ko:K07120	paec:M802_773
ko:K07793	paec:M802_774
ko:K07795	paec:M802_776
ko:K07774	paec:M802_778
ko:K07649	paec:M802_779
ko:K06980	paec:M802_781
ko:K09159	paec:M802_782
ko:K00278	paec:M802_783
ko:K03088	paec:M802_785
ko:K03597	paec:M802_786
ko:K03598	paec:M802_787
ko:K03803	paec:M802_788
ko:K03596	paec:M802_790
ko:K03100	paec:M802_791
ko:K03685	paec:M802_793
ko:K03584	paec:M802_795
ko:K03474	paec:M802_796
ko:K15257	paec:M802_797
ko:K15256	paec:M802_798
ko:K02030	paec:M802_800
ko:K14475	paec:M802_801
ko:K01338	paec:M802_802
ko:K02014	paec:M802_804
ko:K13821	paec:M802_805
ko:K11928	paec:M802_806
ko:K01118	paec:M802_808
ko:K07090	paec:M802_814
ko:K01720	paec:M802_815
ko:K01659	paec:M802_819
ko:K07044	paec:M802_853
ko:K13788	paec:M802_858
ko:K00925	paec:M802_859
ko:K03775	paec:M802_860
ko:K00432	paec:M802_861
ko:K16137	paec:M802_862
ko:K01114	paec:M802_867
ko:K06203	paec:M802_869
ko:K03386	paec:M802_871
ko:K01754	paec:M802_874
ko:K01679	paec:M802_877
ko:K09924	paec:M802_879
ko:K05527	paec:M802_880
ko:K07146	paec:M802_881
ko:K07396	paec:M802_882
ko:K00457	paec:M802_889
ko:K11734	paec:M802_890
ko:K15034	paec:M802_892
ko:K07262	paec:M802_893
ko:K00832	paec:M802_894
ko:K01724	paec:M802_895
ko:K00500	paec:M802_896
ko:K03721	paec:M802_897
ko:K06213	paec:M802_940
ko:K14441	paec:M802_943
ko:K03549	paec:M802_944
ko:K12262	paec:M802_945
ko:K06920	paec:M802_1006
ko:K07347	paec:M802_1024
ko:K00567	paec:M802_1025
ko:K01657	paec:M802_1031
ko:K01658	paec:M802_1033
ko:K03517	paec:M802_1034
ko:K03548	paec:M802_1037
ko:K03564	paec:M802_1038
ko:K03567	paec:M802_1039
ko:K01714	paec:M802_1040
ko:K07287	paec:M802_1041
ko:K01923	paec:M802_1043
ko:K07068	paec:M802_1047
ko:K08196	paec:M802_1051
ko:K00459	paec:M802_1057
ko:K00128	paec:M802_1060
ko:K09760	paec:M802_1064
ko:K02393	paec:M802_1117
ko:K02394	paec:M802_1118
ko:K02395	paec:M802_1119
ko:K02396	paec:M802_1120
ko:K02397	paec:M802_1121
ko:K02406	paec:M802_1126
ko:K06603	paec:M802_1127
ko:K02407	paec:M802_1128
ko:K02422	paec:M802_1129
ko:K10941	paec:M802_1131
ko:K10942	paec:M802_1132
ko:K10943	paec:M802_1133
ko:K02408	paec:M802_1134
ko:K02409	paec:M802_1135
ko:K02410	paec:M802_1136
ko:K02411	paec:M802_1137
ko:K02412	paec:M802_1138
ko:K02413	paec:M802_1139
ko:K06182	paec:M802_1144
ko:K02362	paec:M802_1199
ko:K02569	paec:M802_1206
ko:K02568	paec:M802_1207
ko:K02567	paec:M802_1208
ko:K02570	paec:M802_1209
ko:K02572	paec:M802_1210
ko:K02571	paec:M802_1211
ko:K07660	paec:M802_1213
ko:K07637	paec:M802_1214
ko:K11103	paec:M802_1217
ko:K03566	paec:M802_1218
ko:K02742	paec:M802_1223
ko:K12536	paec:M802_1282
ko:K12537	paec:M802_1283
ko:K12538	paec:M802_1284
ko:K03406	paec:M802_1287
ko:K02028	paec:M802_1292
ko:K02029	paec:M802_1293
ko:K02029	paec:M802_1294
ko:K02030	paec:M802_1296
ko:K12658	paec:M802_1305
ko:K07116	paec:M802_1065
ko:K09858	paec:M802_1072
ko:K08993	paec:M802_1075
ko:K00275	paec:M802_1082
ko:K02647	paec:M802_1083
ko:K03299	paec:M802_1084
ko:K00865	paec:M802_1086
ko:K06077	paec:M802_1087
ko:K05559	paec:M802_1088
ko:K05560	paec:M802_1089
ko:K05561	paec:M802_1090
ko:K05562	paec:M802_1091
ko:K05563	paec:M802_1092
ko:K05564	paec:M802_1093
ko:K01738	paec:M802_1095
ko:K08985	paec:M802_1098
ko:K04079	paec:M802_1102
ko:K01996	paec:M802_1104
ko:K01995	paec:M802_1105
ko:K01998	paec:M802_1106
ko:K01997	paec:M802_1107
ko:K01999	paec:M802_1108
ko:K02387	paec:M802_1111
ko:K02388	paec:M802_1112
ko:K02389	paec:M802_1113
ko:K02390	paec:M802_1114
ko:K02391	paec:M802_1115
ko:K02392	paec:M802_1116
ko:K06147	paec:M802_1149
ko:K00243	paec:M802_1152
ko:K01462	paec:M802_1158
ko:K01129	paec:M802_1160
ko:K12410	paec:M802_1161
ko:K12990	paec:M802_1165
ko:K05523	paec:M802_1171
ko:K14977	paec:M802_1176
ko:K07491	paec:M802_1188
ko:K07661	paec:M802_1191
ko:K07639	paec:M802_1192
ko:K03704	paec:M802_1193
ko:K00563	paec:M802_1195
ko:K01439	paec:M802_1196
ko:K14058	paec:M802_1226
ko:K03758	paec:M802_1228
ko:K01482	paec:M802_1229
ko:K06714	paec:M802_1230
