ko:K16238	kpy:KPNIH31_05620
ko:K05834	kpy:KPNIH31_00900
ko:K01048	kpy:KPNIH31_00905
ko:K03576	kpy:KPNIH31_00920
ko:K00549	kpy:KPNIH31_00925
ko:K01061	kpy:KPNIH31_00930
ko:K00757	kpy:KPNIH31_00935
ko:K09760	kpy:KPNIH31_00940
ko:K03183	kpy:KPNIH31_00945
ko:K03690	kpy:KPNIH31_00950
ko:K03688	kpy:KPNIH31_00955
ko:K01778	kpy:KPNIH31_00840
ko:K03117	kpy:KPNIH31_00965
ko:K03118	kpy:KPNIH31_00970
ko:K03424	kpy:KPNIH31_00975
ko:K03182	kpy:KPNIH31_00990
ko:K05368	kpy:KPNIH31_00995
ko:K01825	kpy:KPNIH31_01005
ko:K03116	kpy:KPNIH31_00960
ko:K01775	kpy:KPNIH31_01525
ko:K00832	kpy:KPNIH31_01530
ko:K03788	kpy:KPNIH31_01535
ko:K03701	kpy:KPNIH31_01550
ko:K09921	kpy:KPNIH31_00845
ko:K03733	kpy:KPNIH31_00850
ko:K03657	kpy:KPNIH31_00860
ko:K03284	kpy:KPNIH31_00865
ko:K05786	kpy:KPNIH31_00870
ko:K01058	kpy:KPNIH31_00880
ko:K03654	kpy:KPNIH31_00885
ko:K05835	kpy:KPNIH31_00890
ko:K03498	kpy:KPNIH31_01020
ko:K03453	kpy:KPNIH31_01370
ko:K00928	kpy:KPNIH31_01375
ko:K01810	kpy:KPNIH31_01380
ko:K09022	kpy:KPNIH31_01395
ko:K13256	kpy:KPNIH31_01415
ko:K10110	kpy:KPNIH31_01420
ko:K10109	kpy:KPNIH31_01425
ko:K10108	kpy:KPNIH31_01430
ko:K10111	kpy:KPNIH31_01435
ko:K02024	kpy:KPNIH31_01440
ko:K05775	kpy:KPNIH31_01445
ko:K03181	kpy:KPNIH31_01450
ko:K02814	kpy:KPNIH31_01335
ko:K02815	kpy:KPNIH31_01330
ko:K02813	kpy:KPNIH31_01340
ko:K02812	kpy:KPNIH31_01345
ko:K00068	kpy:KPNIH31_01350
ko:K06182	kpy:KPNIH31_01360
ko:K00651	kpy:KPNIH31_01285
ko:K01638	kpy:KPNIH31_01290
ko:K01637	kpy:KPNIH31_01295
ko:K00906	kpy:KPNIH31_01300
ko:K13641	kpy:KPNIH31_01305
ko:K00548	kpy:KPNIH31_01310
ko:K03324	kpy:KPNIH31_01315
ko:K00014	kpy:KPNIH31_01320
ko:K00230	kpy:KPNIH31_01025
ko:K00075	kpy:KPNIH31_01055
ko:K03524	kpy:KPNIH31_01060
ko:K00867	kpy:KPNIH31_01065
ko:K00631	kpy:KPNIH31_01460
ko:K03179	kpy:KPNIH31_01455
ko:K00901	kpy:KPNIH31_01465
ko:K01356	kpy:KPNIH31_01470
ko:K03327	kpy:KPNIH31_01475
ko:K09823	kpy:KPNIH31_01490
ko:K05539	kpy:KPNIH31_01505
ko:K02358	kpy:KPNIH31_01090
ko:K03073	kpy:KPNIH31_01095
ko:K02601	kpy:KPNIH31_01100
ko:K02867	kpy:KPNIH31_01105
ko:K02863	kpy:KPNIH31_01110
ko:K02864	kpy:KPNIH31_01115
ko:K02935	kpy:KPNIH31_01120
ko:K03043	kpy:KPNIH31_01125
ko:K03046	kpy:KPNIH31_01130
ko:K07709	kpy:KPNIH31_01235
ko:K01945	kpy:KPNIH31_01245
ko:K00602	kpy:KPNIH31_01250
ko:K03827	kpy:KPNIH31_01280
ko:K07792	kpy:KPNIH31_01135
ko:K02759	kpy:KPNIH31_01140
ko:K02760	kpy:KPNIH31_01145
ko:K03150	kpy:KPNIH31_01160
ko:K03149	kpy:KPNIH31_01165
ko:K03154	kpy:KPNIH31_01170
ko:K03148	kpy:KPNIH31_01175
ko:K00788	kpy:KPNIH31_01180
ko:K03147	kpy:KPNIH31_01185
ko:K07740	kpy:KPNIH31_01190
ko:K03426	kpy:KPNIH31_01195
ko:K01599	kpy:KPNIH31_01200
ko:K05982	kpy:KPNIH31_01205
ko:K09891	kpy:KPNIH31_01210
ko:K05787	kpy:KPNIH31_01215
ko:K07803	kpy:KPNIH31_01225
ko:K01953	kpy:KPNIH31_07740
ko:K02566	kpy:KPNIH31_07745
ko:K02565	kpy:KPNIH31_07750
ko:K01443	kpy:KPNIH31_07755
ko:K02564	kpy:KPNIH31_07760
ko:K02802	kpy:KPNIH31_07765
ko:K02803	kpy:KPNIH31_07765
ko:K02804	kpy:KPNIH31_07765
ko:K01886	kpy:KPNIH31_07770
ko:K03711	kpy:KPNIH31_07790
ko:K03839	kpy:KPNIH31_07795
ko:K03645	kpy:KPNIH31_07815
ko:K01835	kpy:KPNIH31_07820
ko:K07667	kpy:KPNIH31_07830
ko:K07646	kpy:KPNIH31_07835
ko:K01548	kpy:KPNIH31_07840
ko:K01547	kpy:KPNIH31_07845
ko:K01546	kpy:KPNIH31_07850
ko:K01669	kpy:KPNIH31_07860
ko:K03305	kpy:KPNIH31_07865
ko:K07160	kpy:KPNIH31_07885
ko:K01304	kpy:KPNIH31_07900
ko:K05522	kpy:KPNIH31_07905
ko:K01647	kpy:KPNIH31_07915
ko:K00241	kpy:KPNIH31_07920
ko:K00242	kpy:KPNIH31_07925
ko:K00239	kpy:KPNIH31_07930
ko:K00240	kpy:KPNIH31_07935
ko:K00164	kpy:KPNIH31_07940
ko:K00658	kpy:KPNIH31_07945
ko:K01903	kpy:KPNIH31_07950
ko:K01902	kpy:KPNIH31_07955
ko:K00425	kpy:KPNIH31_07965
ko:K00426	kpy:KPNIH31_07970
ko:K01610	kpy:KPNIH31_23890
ko:K07638	kpy:KPNIH31_23895
ko:K07659	kpy:KPNIH31_23900
ko:K04760	kpy:KPNIH31_23905
ko:K06959	kpy:KPNIH31_23910
ko:K04758	kpy:KPNIH31_23915
ko:K04759	kpy:KPNIH31_23920
ko:K07490	kpy:KPNIH31_23925
ko:K02170	kpy:KPNIH31_23935
ko:K07400	kpy:KPNIH31_23945
ko:K06155	kpy:KPNIH31_23950
ko:K00705	kpy:KPNIH31_23955
ko:K00688	kpy:KPNIH31_23960
ko:K03556	kpy:KPNIH31_23965
ko:K02444	kpy:KPNIH31_23970
ko:K02441	kpy:KPNIH31_23975
ko:K02439	kpy:KPNIH31_23980
ko:K00111	kpy:KPNIH31_23985
ko:K00688	kpy:KPNIH31_24000
ko:K00703	kpy:KPNIH31_24005
ko:K00975	kpy:KPNIH31_24010
ko:K00700	kpy:KPNIH31_24020
ko:K00133	kpy:KPNIH31_24025
ko:K06156	kpy:KPNIH31_24035
ko:K00851	kpy:KPNIH31_24040
ko:K06145	kpy:KPNIH31_24045
ko:K06911	kpy:KPNIH31_24050
ko:K03825	kpy:KPNIH31_24065
ko:K00681	kpy:KPNIH31_24070
ko:K01126	kpy:KPNIH31_24080
ko:K05816	kpy:KPNIH31_24085
ko:K05815	kpy:KPNIH31_24090
ko:K05814	kpy:KPNIH31_24095
ko:K05813	kpy:KPNIH31_24100
ko:K07341	kpy:KPNIH31_24105
ko:K01996	kpy:KPNIH31_24115
ko:K01995	kpy:KPNIH31_24120
ko:K01998	kpy:KPNIH31_24125
ko:K01997	kpy:KPNIH31_24130
ko:K01999	kpy:KPNIH31_24135
ko:K01999	kpy:KPNIH31_24155
ko:K00823	kpy:KPNIH31_24165
ko:K00375	kpy:KPNIH31_24170
ko:K03089	kpy:KPNIH31_24175
ko:K09811	kpy:KPNIH31_24180
ko:K09812	kpy:KPNIH31_24185
ko:K11924	kpy:KPNIH31_08515
ko:K01223	kpy:KPNIH31_08525
ko:K03492	kpy:KPNIH31_08530
ko:K01187	kpy:KPNIH31_08550
ko:K08191	kpy:KPNIH31_08555
ko:K07757	kpy:KPNIH31_08570
ko:K00656	kpy:KPNIH31_08575
ko:K04069	kpy:KPNIH31_08580
ko:K03750	kpy:KPNIH31_08590
ko:K13051	kpy:KPNIH31_08595
ko:K13892	kpy:KPNIH31_08600
ko:K13889	kpy:KPNIH31_08605
ko:K13890	kpy:KPNIH31_08610
ko:K13891	kpy:KPNIH31_08615
ko:K14441	kpy:KPNIH31_08620
ko:K07258	kpy:KPNIH31_08650
ko:K11534	kpy:KPNIH31_08655
ko:K08160	kpy:KPNIH31_08665
ko:K07085	kpy:KPNIH31_08690
ko:K05844	kpy:KPNIH31_08715
ko:K11073	kpy:KPNIH31_08725
ko:K11076	kpy:KPNIH31_08730
ko:K11075	kpy:KPNIH31_08735
ko:K11074	kpy:KPNIH31_08740
ko:K03212	kpy:KPNIH31_08750
ko:K09996	kpy:KPNIH31_08765
ko:K09998	kpy:KPNIH31_08770
ko:K09999	kpy:KPNIH31_08775
ko:K00135	kpy:KPNIH31_09330
ko:K03451	kpy:KPNIH31_09340
ko:K07246	kpy:KPNIH31_09345
ko:K16135	kpy:KPNIH31_09350
ko:K09471	kpy:KPNIH31_09355
ko:K14056	kpy:KPNIH31_09365
ko:K09473	kpy:KPNIH31_09370
ko:K09470	kpy:KPNIH31_09375
ko:K14052	kpy:KPNIH31_09380
ko:K07124	kpy:KPNIH31_09395
ko:K01085	kpy:KPNIH31_09405
ko:K03809	kpy:KPNIH31_09415
ko:K09016	kpy:KPNIH31_09435
ko:K09024	kpy:KPNIH31_09440
ko:K09019	kpy:KPNIH31_09445
ko:K09023	kpy:KPNIH31_09450
ko:K09021	kpy:KPNIH31_09455
ko:K09020	kpy:KPNIH31_09460
ko:K09018	kpy:KPNIH31_09465
ko:K13821	kpy:KPNIH31_09480
ko:K11928	kpy:KPNIH31_09485
ko:K03317	kpy:KPNIH31_09495
ko:K07243	kpy:KPNIH31_09500
ko:K07224	kpy:KPNIH31_09505
ko:K16301	kpy:KPNIH31_09510
ko:K03673	kpy:KPNIH31_09520
ko:K06911	kpy:KPNIH31_09535
ko:K01476	kpy:KPNIH31_09550
ko:K12972	kpy:KPNIH31_09560
ko:K04477	kpy:KPNIH31_09565
ko:K11941	kpy:KPNIH31_09590
ko:K01424	kpy:KPNIH31_10140
ko:K12974	kpy:KPNIH31_10155
ko:K11250	kpy:KPNIH31_10160
ko:K13069	kpy:KPNIH31_10180
ko:K09712	kpy:KPNIH31_10185
ko:K03449	kpy:KPNIH31_10205
ko:K00432	kpy:KPNIH31_10280
ko:K09786	kpy:KPNIH31_10290
ko:K07180	kpy:KPNIH31_10295
ko:K01792	kpy:KPNIH31_10310
ko:K00134	kpy:KPNIH31_10315
ko:K07305	kpy:KPNIH31_10320
ko:K09916	kpy:KPNIH31_10325
ko:K01183	kpy:KPNIH31_10335
ko:K08281	kpy:KPNIH31_10340
ko:K01424	kpy:KPNIH31_10345
ko:K04773	kpy:KPNIH31_10350
ko:K09474	kpy:KPNIH31_10360
ko:K01008	kpy:KPNIH31_10365
ko:K00262	kpy:KPNIH31_10380
ko:K08320	kpy:KPNIH31_10390
ko:K05779	kpy:KPNIH31_10405
ko:K11734	kpy:KPNIH31_11225
ko:K05591	kpy:KPNIH31_11255
ko:K14058	kpy:KPNIH31_11260
ko:K14061	kpy:KPNIH31_11265
ko:K14062	kpy:KPNIH31_11275
ko:K03737	kpy:KPNIH31_11280
ko:K03778	kpy:KPNIH31_11295
ko:K09978	kpy:KPNIH31_11315
ko:K14063	kpy:KPNIH31_11320
ko:K00077	kpy:KPNIH31_11330
ko:K02030	kpy:KPNIH31_11340
ko:K02028	kpy:KPNIH31_11350
ko:K02029	kpy:KPNIH31_11350
ko:K07222	kpy:KPNIH31_11360
ko:K01438	kpy:KPNIH31_11375
ko:K00276	kpy:KPNIH31_11390
ko:K02618	kpy:KPNIH31_11395
ko:K02609	kpy:KPNIH31_11400
ko:K02610	kpy:KPNIH31_11405
ko:K02611	kpy:KPNIH31_11410
ko:K02612	kpy:KPNIH31_11415
ko:K02613	kpy:KPNIH31_11420
ko:K01692	kpy:KPNIH31_11425
ko:K15866	kpy:KPNIH31_11430
ko:K00074	kpy:KPNIH31_11435
ko:K02614	kpy:KPNIH31_11440
ko:K01912	kpy:KPNIH31_11450
ko:K02616	kpy:KPNIH31_11455
ko:K02617	kpy:KPNIH31_11460
ko:K01118	kpy:KPNIH31_11470
ko:K03578	kpy:KPNIH31_11475
ko:K00878	kpy:KPNIH31_17190
ko:K01486	kpy:KPNIH31_17210
ko:K06901	kpy:KPNIH31_17215
ko:K03593	kpy:KPNIH31_17235
ko:K01874	kpy:KPNIH31_17240
ko:K02477	kpy:KPNIH31_17250
ko:K02478	kpy:KPNIH31_17255
ko:K05846	kpy:KPNIH31_17265
ko:K05847	kpy:KPNIH31_17270
ko:K05846	kpy:KPNIH31_17275
ko:K05845	kpy:KPNIH31_17280
ko:K05349	kpy:KPNIH31_17285
ko:K03777	kpy:KPNIH31_17290
ko:K03823	kpy:KPNIH31_17295
ko:K07262	kpy:KPNIH31_17300
ko:K01223	kpy:KPNIH31_17325
ko:K02755	kpy:KPNIH31_17330
ko:K02756	kpy:KPNIH31_17330
ko:K02757	kpy:KPNIH31_17330
ko:K03110	kpy:KPNIH31_24190
ko:K08316	kpy:KPNIH31_24195
ko:K08993	kpy:KPNIH31_24200
ko:K01534	kpy:KPNIH31_24215
ko:K04085	kpy:KPNIH31_24220
ko:K09125	kpy:KPNIH31_24225
ko:K12963	kpy:KPNIH31_24245
ko:K12962	kpy:KPNIH31_24250
ko:K07264	kpy:KPNIH31_24255
ko:K13014	kpy:KPNIH31_24260
ko:K10011	kpy:KPNIH31_24265
ko:K10012	kpy:KPNIH31_24270
ko:K07806	kpy:KPNIH31_24275
ko:K13727	kpy:KPNIH31_24280
ko:K15584	kpy:KPNIH31_24290
ko:K15585	kpy:KPNIH31_24295
ko:K15586	kpy:KPNIH31_24300
ko:K15587	kpy:KPNIH31_24305
ko:K10824	kpy:KPNIH31_24310
ko:K07722	kpy:KPNIH31_24315
ko:K06213	kpy:KPNIH31_24320
ko:K07007	kpy:KPNIH31_24325
ko:K16322	kpy:KPNIH31_24330
ko:K06144	kpy:KPNIH31_24335
ko:K06149	kpy:KPNIH31_24340
ko:K03305	kpy:KPNIH31_24345
ko:K15984	kpy:KPNIH31_24350
ko:K01414	kpy:KPNIH31_24355
ko:K07115	kpy:KPNIH31_24365
ko:K00383	kpy:KPNIH31_24370
ko:K00799	kpy:KPNIH31_24375
ko:K01194	kpy:KPNIH31_24385
ko:K07058	kpy:KPNIH31_24405
ko:K07290	kpy:KPNIH31_24415
ko:K00874	kpy:KPNIH31_24425
ko:K11103	kpy:KPNIH31_24435
ko:K00694	kpy:KPNIH31_24465
ko:K12372	kpy:KPNIH31_24535
ko:K12371	kpy:KPNIH31_24540
ko:K12370	kpy:KPNIH31_24545
ko:K12369	kpy:KPNIH31_24550
ko:K12368	kpy:KPNIH31_24555
ko:K12975	kpy:KPNIH31_24575
ko:K08177	kpy:KPNIH31_24580
ko:K01246	kpy:KPNIH31_24590
ko:K03826	kpy:KPNIH31_24595
ko:K08351	kpy:KPNIH31_24600
ko:K02525	kpy:KPNIH31_24615
ko:K00874	kpy:KPNIH31_24625
ko:K00090	kpy:KPNIH31_24635
ko:K08195	kpy:KPNIH31_24645
ko:K07726	kpy:KPNIH31_24650
ko:K03704	kpy:KPNIH31_24655
ko:K01879	kpy:KPNIH31_24670
ko:K01878	kpy:KPNIH31_24675
ko:K00854	kpy:KPNIH31_24700
ko:K01805	kpy:KPNIH31_24705
ko:K10543	kpy:KPNIH31_24710
ko:K10545	kpy:KPNIH31_24715
ko:K10544	kpy:KPNIH31_24720
ko:K02529	kpy:KPNIH31_24725
ko:K03796	kpy:KPNIH31_24730
ko:K01176	kpy:KPNIH31_24735
ko:K00835	kpy:KPNIH31_24740
ko:K05796	kpy:KPNIH31_24745
ko:K03833	kpy:KPNIH31_24750
ko:K01042	kpy:KPNIH31_24755
ko:K02798	kpy:KPNIH31_24775
ko:K02799	kpy:KPNIH31_24775
ko:K02800	kpy:KPNIH31_24775
ko:K00009	kpy:KPNIH31_24780
ko:K02562	kpy:KPNIH31_24785
ko:K14762	kpy:KPNIH31_24795
ko:K00427	kpy:KPNIH31_24800
ko:K14348	kpy:KPNIH31_24805
ko:K00101	kpy:KPNIH31_24810
ko:K03216	kpy:KPNIH31_24815
ko:K00640	kpy:KPNIH31_24820
ko:K00057	kpy:KPNIH31_24825
ko:K03071	kpy:KPNIH31_24830
ko:K15633	kpy:KPNIH31_24845
ko:K09798	kpy:KPNIH31_24855
ko:K00060	kpy:KPNIH31_24865
ko:K00639	kpy:KPNIH31_24870
ko:K03274	kpy:KPNIH31_24875
ko:K02843	kpy:KPNIH31_24880
ko:K02841	kpy:KPNIH31_24885
ko:K02849	kpy:KPNIH31_24910
ko:K02844	kpy:KPNIH31_24915
ko:K02527	kpy:KPNIH31_24930
ko:K12984	kpy:KPNIH31_24935
ko:K00954	kpy:KPNIH31_24940
ko:K10563	kpy:KPNIH31_24945
ko:K02913	kpy:KPNIH31_24950
ko:K02902	kpy:KPNIH31_24955
ko:K03630	kpy:KPNIH31_24960
ko:K13038	kpy:KPNIH31_24965
ko:K05501	kpy:KPNIH31_24975
ko:K00762	kpy:KPNIH31_24980
ko:K00989	kpy:KPNIH31_24985
ko:K01993	kpy:KPNIH31_25005
ko:K10778	kpy:KPNIH31_25035
ko:K01972	kpy:KPNIH31_25050
ko:K00942	kpy:KPNIH31_25055
ko:K03060	kpy:KPNIH31_25060
ko:K00556	kpy:KPNIH31_25070
ko:K03655	kpy:KPNIH31_25075
ko:K02446	kpy:KPNIH31_25080
ko:K00528	kpy:KPNIH31_25085
ko:K01803	kpy:KPNIH31_25100
ko:K01521	kpy:KPNIH31_25110
ko:K02048	kpy:KPNIH31_25115
ko:K09892	kpy:KPNIH31_25120
ko:K02440	kpy:KPNIH31_25125
ko:K00864	kpy:KPNIH31_25130
ko:K03312	kpy:KPNIH31_25135
ko:K16345	kpy:KPNIH31_25145
ko:K02749	kpy:KPNIH31_25155
ko:K02750	kpy:KPNIH31_25155
ko:K01222	kpy:KPNIH31_25160
ko:K01811	kpy:KPNIH31_25170
ko:K03292	kpy:KPNIH31_25175
ko:K13979	kpy:KPNIH31_25235
ko:K02073	kpy:KPNIH31_25260
ko:K09958	kpy:KPNIH31_25275
ko:K07552	kpy:KPNIH31_25340
ko:K07106	kpy:KPNIH31_25345
ko:K11191	kpy:KPNIH31_25350
ko:K11192	kpy:KPNIH31_25350
ko:K16514	kpy:KPNIH31_25370
ko:K10218	kpy:KPNIH31_25375
ko:K16515	kpy:KPNIH31_25380
ko:K16516	kpy:KPNIH31_25385
ko:K02760	kpy:KPNIH31_25405
ko:K02761	kpy:KPNIH31_25410
ko:K02759	kpy:KPNIH31_25415
ko:K02024	kpy:KPNIH31_25420
ko:K11082	kpy:KPNIH31_25425
ko:K11083	kpy:KPNIH31_25430
ko:K11084	kpy:KPNIH31_25435
ko:K11081	kpy:KPNIH31_25440
ko:K03430	kpy:KPNIH31_25450
ko:K05306	kpy:KPNIH31_25455
ko:K03488	kpy:KPNIH31_17335
ko:K07267	kpy:KPNIH31_17340
ko:K05541	kpy:KPNIH31_17345
ko:K06518	kpy:KPNIH31_17350
ko:K01489	kpy:KPNIH31_17360
ko:K03748	kpy:KPNIH31_17365
ko:K10541	kpy:KPNIH31_17370
ko:K10542	kpy:KPNIH31_17375
ko:K10540	kpy:KPNIH31_17380
ko:K02529	kpy:KPNIH31_17385
ko:K07148	kpy:KPNIH31_17390
ko:K01495	kpy:KPNIH31_17395
ko:K01070	kpy:KPNIH31_17400
ko:K16089	kpy:KPNIH31_17405
ko:K11733	kpy:KPNIH31_17410
ko:K01151	kpy:KPNIH31_17430
ko:K02769	kpy:KPNIH31_17435
ko:K02770	kpy:KPNIH31_17435
ko:K00882	kpy:KPNIH31_17440
ko:K02768	kpy:KPNIH31_17445
ko:K11183	kpy:KPNIH31_17445
ko:K12944	kpy:KPNIH31_17740
ko:K01911	kpy:KPNIH31_17745
ko:K02549	kpy:KPNIH31_17750
ko:K01661	kpy:KPNIH31_17755
ko:K08680	kpy:KPNIH31_17760
ko:K02551	kpy:KPNIH31_17765
ko:K02552	kpy:KPNIH31_17770
ko:K02348	kpy:KPNIH31_17775
ko:K00784	kpy:KPNIH31_17780
ko:K00343	kpy:KPNIH31_17785
ko:K00342	kpy:KPNIH31_17790
ko:K00341	kpy:KPNIH31_17795
ko:K00340	kpy:KPNIH31_17800
ko:K00339	kpy:KPNIH31_17805
ko:K00338	kpy:KPNIH31_17810
ko:K00337	kpy:KPNIH31_17815
ko:K00334	kpy:KPNIH31_17830
ko:K13378	kpy:KPNIH31_17835
ko:K00331	kpy:KPNIH31_17840
ko:K00330	kpy:KPNIH31_17845
ko:K14260	kpy:KPNIH31_17860
ko:K09161	kpy:KPNIH31_17880
ko:K09899	kpy:KPNIH31_17885
ko:K00925	kpy:KPNIH31_17890
ko:K13788	kpy:KPNIH31_17895
ko:K07095	kpy:KPNIH31_17905
ko:K07589	kpy:KPNIH31_17920
ko:K07071	kpy:KPNIH31_17925
ko:K10017	kpy:KPNIH31_17940
ko:K10015	kpy:KPNIH31_17945
ko:K10016	kpy:KPNIH31_17950
ko:K10014	kpy:KPNIH31_17955
ko:K10013	kpy:KPNIH31_17960
ko:K14347	kpy:KPNIH31_18530
ko:K09954	kpy:KPNIH31_18535
ko:K01972	kpy:KPNIH31_18540
ko:K03528	kpy:KPNIH31_18545
ko:K06203	kpy:KPNIH31_18555
ko:K01738	kpy:KPNIH31_18560
ko:K02784	kpy:KPNIH31_18570
ko:K08483	kpy:KPNIH31_18575
ko:K00868	kpy:KPNIH31_18590
ko:K12339	kpy:KPNIH31_18605
ko:K02045	kpy:KPNIH31_18610
ko:K02047	kpy:KPNIH31_18615
ko:K02046	kpy:KPNIH31_18620
ko:K02048	kpy:KPNIH31_18625
ko:K07223	kpy:KPNIH31_18640
ko:K01448	kpy:KPNIH31_18660
ko:K00228	kpy:KPNIH31_18665
ko:K04033	kpy:KPNIH31_18670
ko:K04025	kpy:KPNIH31_18675
ko:K04026	kpy:KPNIH31_18680
ko:K03736	kpy:KPNIH31_18685
ko:K03735	kpy:KPNIH31_18690
ko:K04019	kpy:KPNIH31_18695
ko:K04023	kpy:KPNIH31_18700
ko:K04022	kpy:KPNIH31_18705
ko:K04024	kpy:KPNIH31_18710
ko:K04021	kpy:KPNIH31_18715
ko:K04027	kpy:KPNIH31_18725
ko:K04020	kpy:KPNIH31_18730
ko:K04032	kpy:KPNIH31_18735
ko:K04030	kpy:KPNIH31_18740
ko:K04029	kpy:KPNIH31_18745
ko:K04031	kpy:KPNIH31_18750
ko:K00029	kpy:KPNIH31_18755
ko:K00616	kpy:KPNIH31_18760
ko:K00615	kpy:KPNIH31_18765
ko:K12945	kpy:KPNIH31_18775
ko:K04044	kpy:KPNIH31_19050
ko:K04082	kpy:KPNIH31_19055
ko:K13628	kpy:KPNIH31_19060
ko:K04488	kpy:KPNIH31_19065
ko:K04487	kpy:KPNIH31_19070
ko:K13643	kpy:KPNIH31_19075
ko:K15396	kpy:KPNIH31_19080
ko:K01092	kpy:KPNIH31_19085
ko:K05820	kpy:KPNIH31_19110
ko:K15977	kpy:KPNIH31_19135
ko:K00600	kpy:KPNIH31_19140
ko:K05916	kpy:KPNIH31_19145
ko:K04751	kpy:KPNIH31_19150
ko:K07715	kpy:KPNIH31_19155
ko:K07711	kpy:KPNIH31_19165
ko:K01952	kpy:KPNIH31_19170
ko:K18691	kpy:KPNIH31_19180
ko:K11991	kpy:KPNIH31_19185
ko:K18697	kpy:KPNIH31_19190
ko:K00997	kpy:KPNIH31_19205
ko:K03474	kpy:KPNIH31_19210
ko:K03584	kpy:KPNIH31_19215
ko:K03685	kpy:KPNIH31_19225
ko:K03100	kpy:KPNIH31_19235
ko:K03596	kpy:KPNIH31_19240
ko:K03803	kpy:KPNIH31_19245
ko:K03598	kpy:KPNIH31_19250
ko:K03597	kpy:KPNIH31_19255
ko:K03088	kpy:KPNIH31_19260
ko:K00278	kpy:KPNIH31_19265
ko:K15460	kpy:KPNIH31_19270
ko:K05590	kpy:KPNIH31_19275
ko:K03648	kpy:KPNIH31_19285
ko:K03214	kpy:KPNIH31_19290
ko:K03672	kpy:KPNIH31_19295
ko:K05812	kpy:KPNIH31_19300
ko:K00998	kpy:KPNIH31_19310
ko:K07345	kpy:KPNIH31_19590
ko:K07347	kpy:KPNIH31_19605
ko:K07345	kpy:KPNIH31_19615
ko:K00138	kpy:KPNIH31_19620
ko:K01118	kpy:KPNIH31_19635
ko:K00375	kpy:KPNIH31_19685
ko:K03647	kpy:KPNIH31_19700
ko:K02000	kpy:KPNIH31_19715
ko:K02001	kpy:KPNIH31_19720
ko:K02002	kpy:KPNIH31_19725
ko:K15974	kpy:KPNIH31_19745
ko:K03543	kpy:KPNIH31_19755
ko:K03446	kpy:KPNIH31_19760
ko:K01649	kpy:KPNIH31_19765
ko:K07173	kpy:KPNIH31_19775
ko:K01919	kpy:KPNIH31_19780
ko:K03563	kpy:KPNIH31_19830
ko:K01872	kpy:KPNIH31_19835
ko:K03565	kpy:KPNIH31_19840
ko:K03743	kpy:KPNIH31_19850
ko:K02077	kpy:KPNIH31_19855
ko:K07088	kpy:KPNIH31_20120
ko:K01652	kpy:KPNIH31_20125
ko:K16087	kpy:KPNIH31_20135
ko:K07225	kpy:KPNIH31_20140
ko:K02016	kpy:KPNIH31_20145
ko:K02015	kpy:KPNIH31_20150
ko:K02013	kpy:KPNIH31_20155
ko:K11903	kpy:KPNIH31_20160
ko:K03555	kpy:KPNIH31_20170
ko:K03186	kpy:KPNIH31_20190
ko:K03087	kpy:KPNIH31_20215
ko:K06194	kpy:KPNIH31_20220
ko:K00573	kpy:KPNIH31_20225
ko:K03787	kpy:KPNIH31_20230
ko:K06176	kpy:KPNIH31_20235
ko:K01770	kpy:KPNIH31_20240
ko:K00991	kpy:KPNIH31_20245
ko:K05589	kpy:KPNIH31_20250
ko:K00860	kpy:KPNIH31_20260
ko:K00956	kpy:KPNIH31_20265
ko:K00957	kpy:KPNIH31_20270
ko:K02302	kpy:KPNIH31_20275
ko:K09612	kpy:KPNIH31_20280
ko:K15342	kpy:KPNIH31_20300
ko:K07012	kpy:KPNIH31_20330
ko:K00390	kpy:KPNIH31_20335
ko:K00381	kpy:KPNIH31_20340
ko:K00380	kpy:KPNIH31_20345
ko:K01737	kpy:KPNIH31_20355
ko:K10026	kpy:KPNIH31_20360
ko:K01689	kpy:KPNIH31_20375
ko:K02009	kpy:KPNIH31_20645
ko:K02007	kpy:KPNIH31_20650
ko:K03394	kpy:KPNIH31_20655
ko:K02190	kpy:KPNIH31_20660
ko:K05895	kpy:KPNIH31_20665
ko:K02189	kpy:KPNIH31_20675
ko:K05936	kpy:KPNIH31_20680
ko:K02191	kpy:KPNIH31_20685
ko:K03399	kpy:KPNIH31_20690
ko:K02188	kpy:KPNIH31_20695
ko:K06042	kpy:KPNIH31_20700
ko:K02227	kpy:KPNIH31_20705
ko:K02224	kpy:KPNIH31_20710
ko:K13919	kpy:KPNIH31_20740
ko:K13920	kpy:KPNIH31_20745
ko:K13923	kpy:KPNIH31_20770
ko:K13922	kpy:KPNIH31_20790
ko:K13921	kpy:KPNIH31_20795
ko:K04031	kpy:KPNIH31_20810
ko:K04029	kpy:KPNIH31_20815
ko:K16651	kpy:KPNIH31_20825
ko:K04720	kpy:KPNIH31_20830
ko:K01448	kpy:KPNIH31_20835
ko:K14682	kpy:KPNIH31_20840
ko:K03581	kpy:KPNIH31_20850
ko:K03582	kpy:KPNIH31_20855
ko:K01407	kpy:KPNIH31_20860
ko:K03583	kpy:KPNIH31_20865
ko:K02681	kpy:KPNIH31_20870
ko:K02680	kpy:KPNIH31_20880
ko:K02679	kpy:KPNIH31_20885
ko:K13292	kpy:KPNIH31_20895
ko:K08484	kpy:KPNIH31_20900
ko:K07351	kpy:KPNIH31_21180
