ko:K02495	ecoj:P423_21475
ko:K16322	ecoj:P423_19425
ko:K06144	ecoj:P423_19430
ko:K06149	ecoj:P423_19435
ko:K03305	ecoj:P423_19440
ko:K15984	ecoj:P423_19445
ko:K01414	ecoj:P423_19450
ko:K07115	ecoj:P423_19455
ko:K00383	ecoj:P423_19460
ko:K07285	ecoj:P423_19480
ko:K09022	ecoj:P423_23630
ko:K00610	ecoj:P423_23635
ko:K00609	ecoj:P423_23640
ko:K00611	ecoj:P423_23685
ko:K09893	ecoj:P423_23690
ko:K03828	ecoj:P423_23695
ko:K01873	ecoj:P423_23705
ko:K02339	ecoj:P423_23710
ko:K01255	ecoj:P423_23715
ko:K07091	ecoj:P423_23720
ko:K11720	ecoj:P423_23725
ko:K06915	ecoj:P423_23730
ko:K12957	ecoj:P423_23735
ko:K01685	ecoj:P423_23775
ko:K00097	ecoj:P423_23780
ko:K03475	ecoj:P423_23795
ko:K02429	ecoj:P423_23830
ko:K00852	ecoj:P423_23835
ko:K11534	ecoj:P423_23840
ko:K16137	ecoj:P423_23855
ko:K02168	ecoj:P423_23865
ko:K02013	ecoj:P423_23890
ko:K02015	ecoj:P423_23895
ko:K02015	ecoj:P423_23900
ko:K02016	ecoj:P423_23905
ko:K07459	ecoj:P423_04360
ko:K07684	ecoj:P423_06895
ko:K14742	ecoj:P423_09585
ko:K12524	ecoj:P423_00005
ko:K00872	ecoj:P423_00010
ko:K01733	ecoj:P423_00015
ko:K09861	ecoj:P423_00025
ko:K03310	ecoj:P423_00030
ko:K00616	ecoj:P423_00035
ko:K03831	ecoj:P423_00040
ko:K07034	ecoj:P423_00045
ko:K04043	ecoj:P423_00060
ko:K03686	ecoj:P423_00065
ko:K03313	ecoj:P423_00090
ko:K03717	ecoj:P423_00095
ko:K01811	ecoj:P423_00100
ko:K02968	ecoj:P423_00110
ko:K11753	ecoj:P423_00120
ko:K01870	ecoj:P423_00125
ko:K03101	ecoj:P423_00130
ko:K03774	ecoj:P423_00135
ko:K03527	ecoj:P423_00140
ko:K12700	ecoj:P423_00145
ko:K00215	ecoj:P423_00155
ko:K01956	ecoj:P423_00160
ko:K01955	ecoj:P423_00165
ko:K08277	ecoj:P423_00170
ko:K08279	ecoj:P423_00175
ko:K08299	ecoj:P423_00180
ko:K02182	ecoj:P423_00185
ko:K08298	ecoj:P423_00190
ko:K08297	ecoj:P423_00195
ko:K05245	ecoj:P423_00200
ko:K03521	ecoj:P423_00205
ko:K03522	ecoj:P423_00210
ko:K00313	ecoj:P423_00215
ko:K03855	ecoj:P423_00220
ko:K08368	ecoj:P423_00225
ko:K11746	ecoj:P423_00230
ko:K16012	ecoj:P423_04410
ko:K16013	ecoj:P423_04415
ko:K00384	ecoj:P423_04420
ko:K03466	ecoj:P423_04430
ko:K03634	ecoj:P423_04435
ko:K07478	ecoj:P423_04440
ko:K01875	ecoj:P423_04445
ko:K06078	ecoj:P423_08960
ko:K02426	ecoj:P423_08970
ko:K11717	ecoj:P423_08975
ko:K09015	ecoj:P423_08980
ko:K09013	ecoj:P423_08985
ko:K09014	ecoj:P423_08990
ko:K05997	ecoj:P423_08995
ko:K05887	ecoj:P423_09035
ko:K03785	ecoj:P423_09040
ko:K00313	ecoj:P423_09070
ko:K12507	ecoj:P423_09080
ko:K09773	ecoj:P423_09090
ko:K01626	ecoj:P423_09095
ko:K08997	ecoj:P423_09105
ko:K06074	ecoj:P423_09115
ko:K00432	ecoj:P423_09120
ko:K06073	ecoj:P423_09125
ko:K04764	ecoj:P423_09130
ko:K01890	ecoj:P423_09135
ko:K01889	ecoj:P423_09140
ko:K02887	ecoj:P423_09150
ko:K02916	ecoj:P423_09155
ko:K02520	ecoj:P423_09160
ko:K01868	ecoj:P423_09165
ko:K07283	ecoj:P423_09175
ko:K16370	ecoj:P423_09180
ko:K07038	ecoj:P423_09205
ko:K06956	ecoj:P423_09210
ko:K15722	ecoj:P423_09215
ko:K03781	ecoj:P423_09220
ko:K03478	ecoj:P423_09225
ko:K01222	ecoj:P423_09230
ko:K03528	ecoj:P423_13385
ko:K06203	ecoj:P423_13390
ko:K01738	ecoj:P423_13395
ko:K02784	ecoj:P423_13400
ko:K08483	ecoj:P423_13405
ko:K00868	ecoj:P423_13415
ko:K12339	ecoj:P423_13425
ko:K02045	ecoj:P423_13430
ko:K02047	ecoj:P423_13435
ko:K02046	ecoj:P423_13440
ko:K02048	ecoj:P423_13445
ko:K07106	ecoj:P423_13455
ko:K11191	ecoj:P423_13460
ko:K11192	ecoj:P423_13460
ko:K07223	ecoj:P423_13465
ko:K01448	ecoj:P423_13485
ko:K00228	ecoj:P423_13490
ko:K04033	ecoj:P423_13495
ko:K04025	ecoj:P423_13500
ko:K04026	ecoj:P423_13505
ko:K03736	ecoj:P423_13510
ko:K03735	ecoj:P423_13515
ko:K04019	ecoj:P423_13520
ko:K04023	ecoj:P423_13525
ko:K04022	ecoj:P423_13530
ko:K04024	ecoj:P423_13535
ko:K04021	ecoj:P423_13540
ko:K04027	ecoj:P423_13550
ko:K04020	ecoj:P423_13555
ko:K04032	ecoj:P423_13560
ko:K04030	ecoj:P423_13565
ko:K04029	ecoj:P423_13570
ko:K04031	ecoj:P423_13575
ko:K00029	ecoj:P423_13580
ko:K00616	ecoj:P423_13585
ko:K00615	ecoj:P423_13590
ko:K12945	ecoj:P423_13600
ko:K07674	ecoj:P423_13610
ko:K01439	ecoj:P423_13625
ko:K06999	ecoj:P423_13635
ko:K06957	ecoj:P423_13640
ko:K07054	ecoj:P423_13645
ko:K03798	ecoj:P423_17855
ko:K02427	ecoj:P423_17860
ko:K07574	ecoj:P423_17865
ko:K03624	ecoj:P423_17870
ko:K07259	ecoj:P423_17875
ko:K03979	ecoj:P423_17880
ko:K02899	ecoj:P423_17890
ko:K02888	ecoj:P423_17895
ko:K02523	ecoj:P423_17900
ko:K00790	ecoj:P423_17910
ko:K07122	ecoj:P423_17920
ko:K07323	ecoj:P423_17925
ko:K02067	ecoj:P423_17930
ko:K02066	ecoj:P423_17935
ko:K02065	ecoj:P423_17940
ko:K07301	ecoj:P423_17945
ko:K06041	ecoj:P423_17950
ko:K03270	ecoj:P423_17955
ko:K11719	ecoj:P423_17960
ko:K09774	ecoj:P423_17965
ko:K06861	ecoj:P423_17970
ko:K03092	ecoj:P423_17975
ko:K05808	ecoj:P423_17980
ko:K02806	ecoj:P423_17985
ko:K06958	ecoj:P423_17990
ko:K03814	ecoj:P423_18005
ko:K07648	ecoj:P423_18015
ko:K07139	ecoj:P423_18020
ko:K00265	ecoj:P423_18030
ko:K00266	ecoj:P423_18035
ko:K00885	ecoj:P423_18045
ko:K01788	ecoj:P423_18050
ko:K03290	ecoj:P423_18055
ko:K01639	ecoj:P423_18060
ko:K03600	ecoj:P423_18070
ko:K03599	ecoj:P423_18075
ko:K02996	ecoj:P423_18080
ko:K02871	ecoj:P423_18085
ko:K06916	ecoj:P423_18090
ko:K09908	ecoj:P423_18095
ko:K04691	ecoj:P423_18105
ko:K00024	ecoj:P423_18110
ko:K01637	ecoj:P423_22245
ko:K00906	ecoj:P423_22250
ko:K13641	ecoj:P423_22255
ko:K00548	ecoj:P423_22260
ko:K03324	ecoj:P423_22270
ko:K05995	ecoj:P423_22275
ko:K02815	ecoj:P423_22290
ko:K02814	ecoj:P423_22295
ko:K02813	ecoj:P423_22300
ko:K02812	ecoj:P423_22305
ko:K00068	ecoj:P423_22310
ko:K06182	ecoj:P423_22320
ko:K00928	ecoj:P423_22330
ko:K01810	ecoj:P423_22335
ko:K13256	ecoj:P423_22370
ko:K10110	ecoj:P423_22375
ko:K10109	ecoj:P423_22380
ko:K10108	ecoj:P423_22385
ko:K10111	ecoj:P423_22395
ko:K02024	ecoj:P423_22400
ko:K05775	ecoj:P423_22405
ko:K03181	ecoj:P423_22410
ko:K03179	ecoj:P423_22415
ko:K00631	ecoj:P423_22420
ko:K00901	ecoj:P423_22425
ko:K01356	ecoj:P423_22430
ko:K03327	ecoj:P423_22435
ko:K02565	ecoj:P423_03295
ko:K01443	ecoj:P423_03300
ko:K02564	ecoj:P423_03305
ko:K02802	ecoj:P423_03310
ko:K02803	ecoj:P423_03310
ko:K02804	ecoj:P423_03310
ko:K01714	ecoj:P423_03335
ko:K01886	ecoj:P423_03360
ko:K03711	ecoj:P423_03380
ko:K03839	ecoj:P423_03385
ko:K03645	ecoj:P423_03400
ko:K01835	ecoj:P423_03405
ko:K03756	ecoj:P423_03410
ko:K01581	ecoj:P423_03415
ko:K07667	ecoj:P423_03420
ko:K07646	ecoj:P423_03425
ko:K01548	ecoj:P423_03430
ko:K01547	ecoj:P423_03435
ko:K01546	ecoj:P423_03440
ko:K01545	ecoj:P423_03445
ko:K01669	ecoj:P423_03460
ko:K03305	ecoj:P423_03465
ko:K07160	ecoj:P423_03485
ko:K05522	ecoj:P423_03490
ko:K07120	ecoj:P423_03495
ko:K00046	ecoj:P423_03515
ko:K01685	ecoj:P423_03525
ko:K01647	ecoj:P423_03545
ko:K00241	ecoj:P423_03550
ko:K00242	ecoj:P423_03555
ko:K00239	ecoj:P423_03560
ko:K00240	ecoj:P423_03565
ko:K03543	ecoj:P423_07840
ko:K16074	ecoj:P423_07860
ko:K05591	ecoj:P423_07865
ko:K14058	ecoj:P423_07870
ko:K14061	ecoj:P423_07885
ko:K14062	ecoj:P423_07890
ko:K03737	ecoj:P423_07900
ko:K03778	ecoj:P423_07915
ko:K09978	ecoj:P423_07930
ko:K12516	ecoj:P423_07940
ko:K01118	ecoj:P423_07950
ko:K03578	ecoj:P423_07955
ko:K07248	ecoj:P423_07965
ko:K00134	ecoj:P423_07970
ko:K12262	ecoj:P423_07980
ko:K09794	ecoj:P423_08015
ko:K03817	ecoj:P423_08020
ko:K03304	ecoj:P423_08030
ko:K16868	ecoj:P423_08035
ko:K05782	ecoj:P423_08045
ko:K08303	ecoj:P423_08055
ko:K02055	ecoj:P423_08075
ko:K02052	ecoj:P423_08080
ko:K02054	ecoj:P423_08085
ko:K02053	ecoj:P423_08090
ko:K00137	ecoj:P423_08095
ko:K09936	ecoj:P423_08110
ko:K03823	ecoj:P423_08115
ko:K02200	ecoj:P423_12320
ko:K02199	ecoj:P423_12325
ko:K02198	ecoj:P423_12330
ko:K02197	ecoj:P423_12335
ko:K02196	ecoj:P423_12340
ko:K02195	ecoj:P423_12345
ko:K02194	ecoj:P423_12350
ko:K02193	ecoj:P423_12355
ko:K02569	ecoj:P423_12360
ko:K02568	ecoj:P423_12365
ko:K02574	ecoj:P423_12370
ko:K02573	ecoj:P423_12375
ko:K02567	ecoj:P423_12380
ko:K02570	ecoj:P423_12385
ko:K02572	ecoj:P423_12390
ko:K08276	ecoj:P423_12395
ko:K00116	ecoj:P423_12400
ko:K06159	ecoj:P423_12405
ko:K03919	ecoj:P423_12410
ko:K10778	ecoj:P423_12415
ko:K03734	ecoj:P423_12420
ko:K09475	ecoj:P423_12425
ko:K07676	ecoj:P423_12430
ko:K07687	ecoj:P423_12435
ko:K07677	ecoj:P423_12440
ko:K07710	ecoj:P423_12445
ko:K07714	ecoj:P423_12450
ko:K01034	ecoj:P423_12455
ko:K02106	ecoj:P423_12465
ko:K00626	ecoj:P423_12470
ko:K06894	ecoj:P423_12485
ko:K09934	ecoj:P423_12490
ko:K02469	ecoj:P423_12500
ko:K00568	ecoj:P423_12505
ko:K07279	ecoj:P423_12510
ko:K11107	ecoj:P423_12525
ko:K01126	ecoj:P423_12535
ko:K02445	ecoj:P423_12540
ko:K00111	ecoj:P423_12545
ko:K00112	ecoj:P423_12550
ko:K00113	ecoj:P423_12555
ko:K12660	ecoj:P423_12575
ko:K02456	ecoj:P423_16740
ko:K02455	ecoj:P423_16745
ko:K02454	ecoj:P423_16750
ko:K02453	ecoj:P423_16755
ko:K02452	ecoj:P423_16760
ko:K02654	ecoj:P423_16770
ko:K10939	ecoj:P423_16775
ko:K02550	ecoj:P423_16780
ko:K03566	ecoj:P423_15350
ko:K09823	ecoj:P423_22445
ko:K05539	ecoj:P423_22450
ko:K02529	ecoj:P423_22485
ko:K01775	ecoj:P423_22495
ko:K03811	ecoj:P423_22500
ko:K00832	ecoj:P423_22510
ko:K00164	ecoj:P423_22515
ko:K00782	ecoj:P423_01660
ko:K07357	ecoj:P423_01680
ko:K02167	ecoj:P423_01700
ko:K02168	ecoj:P423_01705
ko:K13244	ecoj:P423_01710
ko:K00926	ecoj:P423_01740
ko:K13979	ecoj:P423_01750
ko:K03329	ecoj:P423_01755
ko:K02688	ecoj:P423_01765
ko:K03417	ecoj:P423_01770
ko:K01720	ecoj:P423_01780
ko:K01908	ecoj:P423_01785
ko:K10974	ecoj:P423_01790
ko:K02532	ecoj:P423_01805
ko:K05712	ecoj:P423_01825
ko:K05713	ecoj:P423_01830
ko:K04073	ecoj:P423_01845
ko:K01666	ecoj:P423_01850
ko:K05819	ecoj:P423_01855
ko:K09912	ecoj:P423_01860
ko:K01070	ecoj:P423_01865
ko:K00121	ecoj:P423_01870
ko:K15551	ecoj:P423_01880
ko:K10831	ecoj:P423_01885
ko:K15552	ecoj:P423_01890
ko:K03119	ecoj:P423_01895
ko:K13735	ecoj:P423_06195
ko:K11606	ecoj:P423_06375
ko:K11605	ecoj:P423_06380
ko:K11607	ecoj:P423_06385
ko:K11604	ecoj:P423_06390
ko:K09781	ecoj:P423_10640
ko:K07458	ecoj:P423_10650
ko:K06950	ecoj:P423_10660
ko:K09476	ecoj:P423_10670
ko:K05523	ecoj:P423_10675
ko:K02484	ecoj:P423_10680
ko:K07127	ecoj:P423_10690
ko:K17247	ecoj:P423_10700
ko:K07491	ecoj:P423_10745
ko:K03787	ecoj:P423_15045
ko:K06176	ecoj:P423_15050
ko:K01770	ecoj:P423_15055
ko:K00991	ecoj:P423_15060
ko:K05589	ecoj:P423_15065
ko:K00860	ecoj:P423_15075
ko:K00957	ecoj:P423_15085
ko:K09612	ecoj:P423_15090
ko:K00390	ecoj:P423_15100
ko:K00381	ecoj:P423_15105
ko:K00380	ecoj:P423_15110
ko:K01737	ecoj:P423_15115
ko:K00313	ecoj:P423_15120
ko:K00847	ecoj:P423_15170
ko:K16077	ecoj:P423_15175
ko:K01193	ecoj:P423_15185
ko:K03484	ecoj:P423_15190
ko:K10026	ecoj:P423_15195
ko:K06872	ecoj:P423_15205
ko:K01689	ecoj:P423_15210
ko:K01937	ecoj:P423_15215
ko:K04765	ecoj:P423_15220
ko:K00951	ecoj:P423_15225
ko:K03215	ecoj:P423_15230
ko:K07678	ecoj:P423_15235
ko:K01706	ecoj:P423_15240
ko:K13918	ecoj:P423_15245
ko:K03535	ecoj:P423_15250
ko:K06175	ecoj:P423_15260
ko:K15723	ecoj:P423_15275
ko:K06879	ecoj:P423_15280
ko:K06966	ecoj:P423_15285
ko:K03837	ecoj:P423_15290
ko:K01752	ecoj:P423_15295
ko:K01146	ecoj:P423_15300
ko:K00048	ecoj:P423_15305
ko:K07225	ecoj:P423_19490
ko:K16087	ecoj:P423_19495
ko:K02016	ecoj:P423_19500
ko:K07227	ecoj:P423_19510
ko:K02015	ecoj:P423_19520
ko:K02013	ecoj:P423_19525
ko:K07507	ecoj:P423_19530
ko:K01580	ecoj:P423_19575
ko:K00428	ecoj:P423_19580
ko:K01194	ecoj:P423_19585
ko:K07058	ecoj:P423_19600
ko:K07290	ecoj:P423_19610
ko:K00874	ecoj:P423_19620
ko:K11103	ecoj:P423_19630
ko:K00694	ecoj:P423_19655
ko:K12372	ecoj:P423_19705
ko:K12371	ecoj:P423_19710
ko:K12370	ecoj:P423_19715
ko:K12369	ecoj:P423_19720
ko:K12368	ecoj:P423_19730
ko:K12975	ecoj:P423_19745
ko:K08177	ecoj:P423_19750
ko:K01246	ecoj:P423_19760
ko:K03826	ecoj:P423_19765
ko:K16091	ecoj:P423_23910
ko:K03088	ecoj:P423_23920
ko:K06946	ecoj:P423_24005
ko:K12687	ecoj:P423_24010
ko:K02429	ecoj:P423_24085
ko:K00852	ecoj:P423_24090
ko:K11534	ecoj:P423_24095
ko:K16137	ecoj:P423_24110
ko:K02168	ecoj:P423_24120
ko:K02013	ecoj:P423_24145
ko:K02015	ecoj:P423_24150
ko:K02015	ecoj:P423_24155
ko:K02016	ecoj:P423_24160
ko:K16091	ecoj:P423_24165
ko:K03088	ecoj:P423_24175
ko:K01638	ecoj:P423_16785
ko:K11477	ecoj:P423_16790
ko:K11473	ecoj:P423_16795
ko:K11472	ecoj:P423_16800
ko:K00666	ecoj:P423_16815
ko:K00652	ecoj:P423_16830
ko:K11720	ecoj:P423_16835
ko:K07091	ecoj:P423_16840
ko:K16322	ecoj:P423_16875
ko:K01460	ecoj:P423_16880
ko:K11209	ecoj:P423_16885
ko:K04653	ecoj:P423_16890
ko:K04651	ecoj:P423_16895
ko:K06281	ecoj:P423_16910
ko:K06282	ecoj:P423_16925
ko:K01061	ecoj:P423_16935
ko:K03559	ecoj:P423_16955
ko:K03561	ecoj:P423_16960
ko:K01760	ecoj:P423_16970
ko:K08325	ecoj:P423_16985
ko:K06221	ecoj:P423_16990
ko:K05786	ecoj:P423_21140
ko:K01058	ecoj:P423_21150
ko:K03654	ecoj:P423_21155
ko:K05835	ecoj:P423_21160
ko:K05834	ecoj:P423_21170
ko:K01048	ecoj:P423_21175
ko:K03576	ecoj:P423_21190
ko:K00549	ecoj:P423_21195
ko:K08094	ecoj:P423_21200
ko:K00615	ecoj:P423_21210
ko:K00926	ecoj:P423_21235
ko:K01061	ecoj:P423_21270
ko:K00757	ecoj:P423_21275
ko:K07793	ecoj:P423_21280
ko:K01631	ecoj:P423_21295
ko:K00883	ecoj:P423_21300
ko:K09760	ecoj:P423_21310
ko:K03183	ecoj:P423_21315
ko:K03690	ecoj:P423_21320
ko:K03688	ecoj:P423_21325
ko:K03116	ecoj:P423_21330
ko:K03117	ecoj:P423_21335
ko:K03118	ecoj:P423_21340
ko:K03424	ecoj:P423_21345
ko:K03182	ecoj:P423_21355
ko:K05368	ecoj:P423_21360
ko:K01825	ecoj:P423_21370
ko:K03498	ecoj:P423_21385
ko:K00230	ecoj:P423_21390
ko:K00348	ecoj:P423_25995
ko:K07243	ecoj:P423_26000
ko:K07230	ecoj:P423_26005
ko:K02004	ecoj:P423_26015
ko:K02004	ecoj:P423_26020
ko:K02003	ecoj:P423_26025
ko:K01525	ecoj:P423_00255
ko:K06195	ecoj:P423_00260
ko:K02528	ecoj:P423_00265
ko:K00097	ecoj:P423_00270
ko:K03771	ecoj:P423_00275
ko:K04744	ecoj:P423_00280
ko:K05801	ecoj:P423_00285
ko:K06177	ecoj:P423_00290
ko:K03580	ecoj:P423_00295
ko:K02336	ecoj:P423_00300
ko:K01804	ecoj:P423_00310
ko:K00853	ecoj:P423_00315
ko:K02099	ecoj:P423_00320
ko:K01714	ecoj:P423_00330
ko:K02062	ecoj:P423_00355
ko:K02063	ecoj:P423_00360
ko:K02064	ecoj:P423_00365
ko:K11925	ecoj:P423_00370
ko:K01704	ecoj:P423_00380
ko:K01703	ecoj:P423_00385
ko:K00052	ecoj:P423_00390
ko:K01649	ecoj:P423_00395
ko:K05798	ecoj:P423_00400
ko:K01652	ecoj:P423_00405
ko:K01653	ecoj:P423_00410
ko:K03435	ecoj:P423_00415
ko:K03925	ecoj:P423_00420
ko:K03438	ecoj:P423_00425
ko:K03586	ecoj:P423_00430
ko:K03587	ecoj:P423_00435
ko:K01928	ecoj:P423_00440
ko:K01929	ecoj:P423_00445
ko:K01000	ecoj:P423_00450
ko:K01925	ecoj:P423_00455
ko:K03588	ecoj:P423_00460
ko:K02563	ecoj:P423_00465
ko:K01924	ecoj:P423_00470
ko:K01921	ecoj:P423_00475
ko:K03589	ecoj:P423_00480
ko:K03590	ecoj:P423_00485
ko:K03531	ecoj:P423_00490
ko:K02535	ecoj:P423_00495
ko:K13301	ecoj:P423_00500
ko:K03070	ecoj:P423_00505
ko:K07306	ecoj:P423_04705
ko:K07307	ecoj:P423_04710
ko:K07308	ecoj:P423_04715
ko:K08219	ecoj:P423_04725
ko:K04069	ecoj:P423_04730
ko:K00656	ecoj:P423_04735
ko:K06212	ecoj:P423_04740
ko:K09136	ecoj:P423_04745
ko:K00831	ecoj:P423_04755
ko:K00800	ecoj:P423_04760
ko:K03490	ecoj:P423_09235
ko:K02759	ecoj:P423_09240
ko:K02761	ecoj:P423_09245
ko:K02760	ecoj:P423_09250
ko:K04064	ecoj:P423_09255
ko:K01916	ecoj:P423_09260
ko:K05984	ecoj:P423_09270
ko:K09975	ecoj:P423_09275
ko:K05526	ecoj:P423_09285
ko:K01484	ecoj:P423_09290
ko:K06447	ecoj:P423_09295
ko:K00673	ecoj:P423_09300
ko:K00840	ecoj:P423_09305
ko:K01142	ecoj:P423_09315
ko:K05777	ecoj:P423_09340
ko:K05778	ecoj:P423_09345
ko:K05779	ecoj:P423_09350
ko:K08320	ecoj:P423_09365
ko:K00262	ecoj:P423_09375
ko:K01008	ecoj:P423_09385
ko:K04773	ecoj:P423_09395
ko:K01424	ecoj:P423_09405
ko:K08281	ecoj:P423_09410
ko:K08369	ecoj:P423_09415
ko:K08369	ecoj:P423_09445
ko:K09916	ecoj:P423_09455
ko:K07305	ecoj:P423_09460
ko:K00134	ecoj:P423_09465
ko:K01792	ecoj:P423_09470
ko:K07180	ecoj:P423_09485
ko:K09786	ecoj:P423_09490
ko:K01923	ecoj:P423_13650
ko:K07287	ecoj:P423_13655
ko:K01714	ecoj:P423_13660
ko:K03567	ecoj:P423_13665
ko:K03564	ecoj:P423_13670
ko:K03548	ecoj:P423_13675
ko:K10763	ecoj:P423_13690
ko:K02824	ecoj:P423_13695
ko:K00761	ecoj:P423_13700
ko:K01933	ecoj:P423_13705
ko:K11175	ecoj:P423_13710
ko:K00937	ecoj:P423_13715
ko:K01524	ecoj:P423_13720
ko:K01951	ecoj:P423_13750
ko:K00088	ecoj:P423_13755
ko:K03601	ecoj:P423_13760
ko:K13735	ecoj:P423_13775
ko:K03977	ecoj:P423_13785
ko:K17713	ecoj:P423_13790
ko:K01892	ecoj:P423_13800
ko:K15539	ecoj:P423_13810
ko:K06941	ecoj:P423_13815
ko:K00940	ecoj:P423_13820
ko:K05367	ecoj:P423_13825
ko:K06894	ecoj:P423_13830
ko:K01011	ecoj:P423_13835
ko:K07751	ecoj:P423_13845
ko:K04755	ecoj:P423_13855
ko:K04044	ecoj:P423_13860
ko:K04082	ecoj:P423_13865
ko:K13628	ecoj:P423_13870
ko:K04488	ecoj:P423_13875
ko:K04487	ecoj:P423_13880
ko:K13643	ecoj:P423_13885
ko:K15396	ecoj:P423_13890
ko:K01092	ecoj:P423_13895
ko:K06889	ecoj:P423_13900
ko:K05820	ecoj:P423_13910
ko:K15977	ecoj:P423_13915
ko:K03402	ecoj:P423_18115
ko:K03623	ecoj:P423_18125
ko:K03468	ecoj:P423_18130
ko:K15548	ecoj:P423_18135
ko:K03568	ecoj:P423_18150
ko:K08301	ecoj:P423_18160
ko:K06287	ecoj:P423_18165
ko:K03571	ecoj:P423_18170
ko:K03570	ecoj:P423_18175
ko:K03569	ecoj:P423_18180
ko:K02160	ecoj:P423_18205
ko:K01961	ecoj:P423_18210
ko:K10440	ecoj:P423_18225
ko:K10441	ecoj:P423_18230
ko:K10439	ecoj:P423_18235
ko:K08302	ecoj:P423_18240
ko:K14392	ecoj:P423_18260
ko:K02687	ecoj:P423_18265
ko:K03557	ecoj:P423_18275
ko:K09969	ecoj:P423_18310
ko:K09970	ecoj:P423_18315
ko:K09971	ecoj:P423_18320
ko:K09972	ecoj:P423_18325
ko:K00014	ecoj:P423_18375
ko:K07566	ecoj:P423_18380
ko:K07479	ecoj:P423_18385
ko:K03747	ecoj:P423_18390
ko:K00658	ecoj:P423_22520
ko:K00382	ecoj:P423_22525
ko:K01903	ecoj:P423_22530
ko:K01902	ecoj:P423_22535
ko:K00016	ecoj:P423_22545
ko:K10126	ecoj:P423_22550
ko:K10125	ecoj:P423_22555
ko:K03788	ecoj:P423_22560
ko:K03701	ecoj:P423_22575
ko:K13631	ecoj:P423_22595
ko:K13639	ecoj:P423_22600
ko:K06901	ecoj:P423_22605
ko:K03316	ecoj:P423_22610
ko:K14393	ecoj:P423_22630
ko:K01895	ecoj:P423_22640
ko:K03385	ecoj:P423_22645
ko:K04013	ecoj:P423_22650
ko:K04014	ecoj:P423_22655
ko:K04015	ecoj:P423_22660
ko:K04016	ecoj:P423_22665
ko:K04017	ecoj:P423_22670
ko:K04018	ecoj:P423_22675
ko:K11102	ecoj:P423_22680
ko:K07126	ecoj:P423_22685
ko:K02034	ecoj:P423_22695
ko:K02033	ecoj:P423_22700
ko:K02035	ecoj:P423_22705
ko:K15550	ecoj:P423_22720
ko:K15547	ecoj:P423_22725
ko:K15549	ecoj:P423_22730
ko:K00881	ecoj:P423_22745
ko:K17195	ecoj:P423_22750
ko:K10550	ecoj:P423_22755
ko:K10551	ecoj:P423_22760
ko:K10549	ecoj:P423_22765
ko:K01808	ecoj:P423_22780
ko:K06167	ecoj:P423_22790
ko:K01698	ecoj:P423_01900
ko:K01921	ecoj:P423_01940
ko:K01077	ecoj:P423_01950
ko:K00286	ecoj:P423_01965
ko:K09768	ecoj:P423_01970
ko:K00891	ecoj:P423_01975
ko:K14591	ecoj:P423_01985
ko:K09913	ecoj:P423_01990
ko:K03554	ecoj:P423_02005
ko:K00847	ecoj:P423_02010
ko:K03547	ecoj:P423_02025
ko:K07657	ecoj:P423_02030
ko:K07636	ecoj:P423_02035
ko:K03311	ecoj:P423_02040
ko:K11736	ecoj:P423_02045
ko:K08682	ecoj:P423_02055
ko:K07568	ecoj:P423_02060
ko:K00773	ecoj:P423_02065
ko:K03210	ecoj:P423_02070
ko:K03072	ecoj:P423_02075
ko:K03074	ecoj:P423_02080
ko:K05517	ecoj:P423_02090
ko:K07738	ecoj:P423_02100
ko:K11752	ecoj:P423_02105
ko:K00794	ecoj:P423_02110
ko:K03625	ecoj:P423_02115
ko:K00946	ecoj:P423_02120
ko:K01095	ecoj:P423_02125
ko:K01662	ecoj:P423_02135
ko:K00795	ecoj:P423_02140
ko:K03602	ecoj:P423_02145
ko:K03151	ecoj:P423_02150
ko:K03152	ecoj:P423_02155
ko:K00077	ecoj:P423_02160
ko:K09767	ecoj:P423_02165
ko:K03608	ecoj:P423_06475
ko:K03609	ecoj:P423_06480
ko:K03610	ecoj:P423_06485
ko:K09902	ecoj:P423_06505
ko:K09160	ecoj:P423_06515
ko:K11139	ecoj:P423_06520
ko:K03611	ecoj:P423_06535
ko:K03314	ecoj:P423_06540
ko:K03603	ecoj:P423_06545
ko:K00285	ecoj:P423_06555
ko:K01775	ecoj:P423_06560
ko:K11105	ecoj:P423_06565
ko:K01297	ecoj:P423_06570
ko:K08308	ecoj:P423_06575
ko:K02014	ecoj:P423_06590
ko:K03813	ecoj:P423_06595
ko:K02013	ecoj:P423_06605
ko:K02015	ecoj:P423_06610
ko:K02016	ecoj:P423_06615
ko:K01194	ecoj:P423_06620
ko:K05881	ecoj:P423_06630
ko:K05879	ecoj:P423_06635
ko:K05878	ecoj:P423_06640
ko:K05880	ecoj:P423_06645
ko:K09933	ecoj:P423_11020
ko:K04781	ecoj:P423_11035
ko:K05373	ecoj:P423_11040
ko:K06147	ecoj:P423_11045
ko:K06147	ecoj:P423_11050
ko:K05372	ecoj:P423_11055
ko:K04784	ecoj:P423_11060
ko:K04786	ecoj:P423_11065
ko:K04785	ecoj:P423_11070
ko:K05374	ecoj:P423_11075
ko:K04783	ecoj:P423_11080
ko:K15721	ecoj:P423_11085
ko:K13735	ecoj:P423_11095
ko:K01241	ecoj:P423_11115
ko:K13635	ecoj:P423_11140
ko:K00768	ecoj:P423_11160
ko:K02233	ecoj:P423_11165
