ko:K04750	spq:SPAB_05287
ko:K00793	spq:SPAB_01898
ko:K07772	spq:SPAB_04760
ko:K07647	spq:SPAB_04762
ko:K01631	spq:SPAB_04766
ko:K00883	spq:SPAB_04767
ko:K02914	spq:SPAB_04779
ko:K03536	spq:SPAB_04780
ko:K08998	spq:SPAB_04782
ko:K03217	spq:SPAB_04783
ko:K03650	spq:SPAB_04784
ko:K08163	spq:SPAB_04786
ko:K02039	spq:SPAB_04793
ko:K02769	spq:SPAB_04799
ko:K02770	spq:SPAB_04799
ko:K00014	spq:SPAB_04800
ko:K01807	spq:SPAB_03818
ko:K02343	spq:SPAB_03088
ko:K09823	spq:SPAB_05224
ko:K00609	spq:SPAB_05614
ko:K03806	spq:SPAB_00182
ko:K00281	spq:SPAB_03802
ko:K01737	spq:SPAB_03659
ko:K06897	spq:SPAB_03660
ko:K10026	spq:SPAB_03664
ko:K01689	spq:SPAB_03665
ko:K02469	spq:SPAB_00716
ko:K02470	spq:SPAB_04773
ko:K02621	spq:SPAB_03964
ko:K02622	spq:SPAB_03972
ko:K02346	spq:SPAB_03289
ko:K02337	spq:SPAB_00295
ko:K02338	spq:SPAB_04776
ko:K02339	spq:SPAB_05634
ko:K04477	spq:SPAB_02400
ko:K10440	spq:SPAB_04827
ko:K10439	spq:SPAB_04828
ko:K00647	spq:SPAB_00592
ko:K03722	spq:SPAB_02684
ko:K03723	spq:SPAB_02303
ko:K03553	spq:SPAB_03518
ko:K02686	spq:SPAB_05527
ko:K04067	spq:SPAB_03092
ko:K10441	spq:SPAB_04826
ko:K01646	spq:SPAB_02937
ko:K06177	spq:SPAB_00121
ko:K01588	spq:SPAB_03030
ko:K08300	spq:SPAB_02340
ko:K02342	spq:SPAB_03350
ko:K03646	spq:SPAB_02779
ko:K03640	spq:SPAB_02777
ko:K03616	spq:SPAB_01862
ko:K00239	spq:SPAB_02800
ko:K11382	spq:SPAB_00564
ko:K02335	spq:SPAB_04960
ko:K04774	spq:SPAB_01529
ko:K08992	spq:SPAB_01542
ko:K07686	spq:SPAB_04711
ko:K07689	spq:SPAB_01209
ko:K01119	spq:SPAB_05541
ko:K07708	spq:SPAB_04969
ko:K06039	spq:SPAB_01461
ko:K11391	spq:SPAB_04019
ko:K11216	spq:SPAB_05045
ko:K11107	spq:SPAB_00706
ko:K06048	spq:SPAB_02981
ko:K07701	spq:SPAB_05308
ko:K03220	spq:SPAB_01931
ko:K03225	spq:SPAB_01907
ko:K03226	spq:SPAB_01906
ko:K03227	spq:SPAB_01905
ko:K03228	spq:SPAB_01904
ko:K03229	spq:SPAB_01903
ko:K11071	spq:SPAB_02290
ko:K11076	spq:SPAB_02611
ko:K11075	spq:SPAB_02610
ko:K06223	spq:SPAB_00972
ko:K11189	spq:SPAB_04066
ko:K11189	spq:SPAB_04697
ko:K02682	spq:SPAB_00179
ko:K01507	spq:SPAB_05555
ko:K03841	spq:SPAB_05556
ko:K02558	spq:SPAB_05558
ko:K03337	spq:SPAB_05566
ko:K03335	spq:SPAB_05571
ko:K00010	spq:SPAB_05572
ko:K06606	spq:SPAB_05574
ko:K03338	spq:SPAB_05576
ko:K03336	spq:SPAB_05579
ko:K06606	spq:SPAB_05584
ko:K06605	spq:SPAB_05585
ko:K09889	spq:SPAB_05586
ko:K03592	spq:SPAB_05587
ko:K01042	spq:SPAB_05596
ko:K04068	spq:SPAB_05601
ko:K01226	spq:SPAB_05605
ko:K02818	spq:SPAB_05606
ko:K02819	spq:SPAB_05606
ko:K03485	spq:SPAB_05609
ko:K01531	spq:SPAB_05610
ko:K09022	spq:SPAB_05612
ko:K00610	spq:SPAB_05613
ko:K00611	spq:SPAB_05619
ko:K00926	spq:SPAB_05621
ko:K01478	spq:SPAB_05622
ko:K00611	spq:SPAB_05626
ko:K09893	spq:SPAB_05627
ko:K06169	spq:SPAB_05628
ko:K03828	spq:SPAB_05631
ko:K01873	spq:SPAB_05633
ko:K01255	spq:SPAB_05635
ko:K07091	spq:SPAB_05636
ko:K02508	spq:SPAB_02444
ko:K06904	spq:SPAB_02164
ko:K11604	spq:SPAB_03559
ko:K01840	spq:SPAB_00926
ko:K01874	spq:SPAB_00866
ko:K07090	spq:SPAB_04978
ko:K05808	spq:SPAB_04139
ko:K06203	spq:SPAB_00527
ko:K02114	spq:SPAB_04805
ko:K02112	spq:SPAB_04806
ko:K02115	spq:SPAB_04807
ko:K02111	spq:SPAB_04808
ko:K02113	spq:SPAB_04809
ko:K02109	spq:SPAB_04810
ko:K02108	spq:SPAB_04812
ko:K03501	spq:SPAB_04817
ko:K03495	spq:SPAB_04818
ko:K03718	spq:SPAB_04820
ko:K01914	spq:SPAB_04821
ko:K03924	spq:SPAB_04823
ko:K03549	spq:SPAB_04824
ko:K06726	spq:SPAB_04825
ko:K00852	spq:SPAB_04829
ko:K02529	spq:SPAB_04830
ko:K09897	spq:SPAB_04843
ko:K01754	spq:SPAB_04850
ko:K02521	spq:SPAB_04853
ko:K00053	spq:SPAB_04854
ko:K03769	spq:SPAB_04855
ko:K01524	spq:SPAB_04859
ko:K03732	spq:SPAB_04860
ko:K03671	spq:SPAB_04861
ko:K03628	spq:SPAB_04862
ko:K02851	spq:SPAB_04863
ko:K01710	spq:SPAB_04867
ko:K00973	spq:SPAB_04868
ko:K02853	spq:SPAB_04873
ko:K01625	spq:SPAB_01285
ko:K08485	spq:SPAB_04142
ko:K02529	spq:SPAB_04549
ko:K07674	spq:SPAB_00470
ko:K04042	spq:SPAB_04803
ko:K00031	spq:SPAB_02276
ko:K02116	spq:SPAB_04813
ko:K07659	spq:SPAB_04358
ko:K12265	spq:SPAB_03533
ko:K07700	spq:SPAB_00064
ko:K07702	spq:SPAB_00063
ko:K12147	spq:SPAB_02378
ko:K12148	spq:SPAB_02369
ko:K12149	spq:SPAB_02368
ko:K00523	spq:SPAB_00937
ko:K07804	spq:SPAB_02122
ko:K07805	spq:SPAB_02125
ko:K12289	spq:SPAB_04344
ko:K12266	spq:SPAB_03530
ko:K12264	spq:SPAB_03531
ko:K12340	spq:SPAB_03977
ko:K11991	spq:SPAB_00358
ko:K10974	spq:SPAB_04157
ko:K09955	spq:SPAB_04572
ko:K11081	spq:SPAB_03154
ko:K11941	spq:SPAB_02383
ko:K11926	spq:SPAB_03283
ko:K12152	spq:SPAB_02279
ko:K11742	spq:SPAB_01830
ko:K12262	spq:SPAB_01634
ko:K09892	spq:SPAB_05064
ko:K07290	spq:SPAB_04484
ko:K02505	spq:SPAB_00177
ko:K05245	spq:SPAB_00091
ko:K03632	spq:SPAB_01118
ko:K11258	spq:SPAB_04847
ko:K03804	spq:SPAB_01117
ko:K02784	spq:SPAB_00523
ko:K07301	spq:SPAB_04132
ko:K00821	spq:SPAB_04314
ko:K01890	spq:SPAB_01999
ko:K11202	spq:SPAB_05099
ko:K11203	spq:SPAB_05095
ko:K03385	spq:SPAB_05272
ko:K04013	spq:SPAB_05273
ko:K04016	spq:SPAB_05276
ko:K07126	spq:SPAB_05281
ko:K09994	spq:SPAB_05286
ko:K06193	spq:SPAB_05288
ko:K03762	spq:SPAB_05289
ko:K01584	spq:SPAB_05298
ko:K07406	spq:SPAB_05300
ko:K00046	spq:SPAB_05640
ko:K00098	spq:SPAB_05642
ko:K00851	spq:SPAB_05643
ko:K09982	spq:SPAB_05659
ko:K01867	spq:SPAB_05671
ko:K01305	spq:SPAB_05677
ko:K01154	spq:SPAB_05693
ko:K03427	spq:SPAB_05694
ko:K01153	spq:SPAB_05695
ko:K09803	spq:SPAB_05698
ko:K01002	spq:SPAB_05714
ko:K00564	spq:SPAB_05733
ko:K03424	spq:SPAB_05743
ko:K01619	spq:SPAB_05747
ko:K00758	spq:SPAB_05748
ko:K01839	spq:SPAB_05749
ko:K03784	spq:SPAB_05750
ko:K03800	spq:SPAB_05754
ko:K00656	spq:SPAB_05097
ko:K01595	spq:SPAB_05104
ko:K01438	spq:SPAB_05105
ko:K00145	spq:SPAB_05106
ko:K00930	spq:SPAB_05107
ko:K01755	spq:SPAB_05108
ko:K00322	spq:SPAB_05111
ko:K00557	spq:SPAB_05114
ko:K07792	spq:SPAB_05303
ko:K09474	spq:SPAB_05331
ko:K02314	spq:SPAB_05336
ko:K03823	spq:SPAB_05416
ko:K03893	spq:SPAB_05420
ko:K01551	spq:SPAB_05421
ko:K03892	spq:SPAB_05424
ko:K04084	spq:SPAB_05452
ko:K03926	spq:SPAB_05453
ko:K07791	spq:SPAB_05454
ko:K01744	spq:SPAB_05455
ko:K07113	spq:SPAB_05456
ko:K04077	spq:SPAB_05459
ko:K02356	spq:SPAB_05465
ko:K00247	spq:SPAB_05471
ko:K00246	spq:SPAB_05472
ko:K00245	spq:SPAB_05473
ko:K00244	spq:SPAB_05474
ko:K01613	spq:SPAB_05481
ko:K06949	spq:SPAB_05482
ko:K09996	spq:SPAB_05484
ko:K06925	spq:SPAB_05490
ko:K00791	spq:SPAB_05493
ko:K04088	spq:SPAB_05496
ko:K04087	spq:SPAB_05497
ko:K09937	spq:SPAB_05498
ko:K01939	spq:SPAB_05499
ko:K03218	spq:SPAB_05503
ko:K09980	spq:SPAB_05504
ko:K08989	spq:SPAB_05508
ko:K09456	spq:SPAB_05511
ko:K03477	spq:SPAB_05515
ko:K03476	spq:SPAB_05516
ko:K02822	spq:SPAB_05518
ko:K02821	spq:SPAB_05519
ko:K03078	spq:SPAB_05520
ko:K03079	spq:SPAB_05521
ko:K03077	spq:SPAB_05522
ko:K02990	spq:SPAB_05526
ko:K02963	spq:SPAB_05528
ko:K02939	spq:SPAB_05529
ko:K03773	spq:SPAB_05532
ko:K07109	spq:SPAB_05544
ko:K07304	spq:SPAB_05548
ko:K07278	spq:SPAB_05550
ko:K09800	spq:SPAB_05551
ko:K03040	spq:SPAB_04255
ko:K08483	spq:SPAB_05093
ko:K11189	spq:SPAB_05093
ko:K11201	spq:SPAB_05093
ko:K11102	spq:SPAB_05279
ko:K09973	spq:SPAB_03070
ko:K11202	spq:SPAB_05096
ko:K01679	spq:SPAB_01850
ko:K01079	spq:SPAB_05756
ko:K08309	spq:SPAB_05760
ko:K03720	spq:SPAB_05761
ko:K05805	spq:SPAB_05765
ko:K07663	spq:SPAB_05766
ko:K07641	spq:SPAB_05767
ko:K06143	spq:SPAB_05768
ko:K07773	spq:SPAB_05779
ko:K06518	spq:SPAB_00835
ko:K09125	spq:SPAB_04444
ko:K02417	spq:SPAB_01171
ko:K07724	spq:SPAB_04123
ko:K07122	spq:SPAB_04127
ko:K07323	spq:SPAB_04128
ko:K02067	spq:SPAB_04129
ko:K02066	spq:SPAB_04130
ko:K02065	spq:SPAB_04131
ko:K06041	spq:SPAB_04133
ko:K03270	spq:SPAB_04134
ko:K09774	spq:SPAB_04136
ko:K06861	spq:SPAB_04137
ko:K03092	spq:SPAB_04138
ko:K02806	spq:SPAB_04140
ko:K06958	spq:SPAB_04141
ko:K01805	spq:SPAB_04547
ko:K03796	spq:SPAB_04550
ko:K01176	spq:SPAB_04553
ko:K00835	spq:SPAB_04555
ko:K08092	spq:SPAB_04559
ko:K00880	spq:SPAB_04565
ko:K00138	spq:SPAB_04573
ko:K03833	spq:SPAB_04575
ko:K00009	spq:SPAB_04579
ko:K02562	spq:SPAB_04580
ko:K00101	spq:SPAB_04590
ko:K00640	spq:SPAB_04596
ko:K03071	spq:SPAB_04598
ko:K03676	spq:SPAB_04599
ko:K09798	spq:SPAB_04603
ko:K00060	spq:SPAB_04605
ko:K00639	spq:SPAB_04606
ko:K03274	spq:SPAB_04607
ko:K03279	spq:SPAB_04614
ko:K01776	spq:SPAB_05116
ko:K00075	spq:SPAB_05124
ko:K00867	spq:SPAB_05126
ko:K02867	spq:SPAB_05136
ko:K02863	spq:SPAB_05137
ko:K02864	spq:SPAB_05139
ko:K03150	spq:SPAB_05149
ko:K03149	spq:SPAB_05150
ko:K03154	spq:SPAB_05151
ko:K03148	spq:SPAB_05152
ko:K00788	spq:SPAB_05153
ko:K03147	spq:SPAB_05154
ko:K07740	spq:SPAB_05155
ko:K01599	spq:SPAB_05157
ko:K09891	spq:SPAB_05159
ko:K01945	spq:SPAB_05165
ko:K00651	spq:SPAB_05175
ko:K01638	spq:SPAB_05176
ko:K01637	spq:SPAB_05177
ko:K00548	spq:SPAB_05182
ko:K03324	spq:SPAB_05183
ko:K05995	spq:SPAB_05184
ko:K09912	spq:SPAB_05186
ko:K06182	spq:SPAB_05187
ko:K00928	spq:SPAB_05199
ko:K01810	spq:SPAB_05200
ko:K10110	spq:SPAB_05207
ko:K10108	spq:SPAB_05209
ko:K10111	spq:SPAB_05211
ko:K02024	spq:SPAB_05212
ko:K05775	spq:SPAB_05214
ko:K03181	spq:SPAB_05216
ko:K03179	spq:SPAB_05217
ko:K00631	spq:SPAB_05218
ko:K03327	spq:SPAB_05221
ko:K05539	spq:SPAB_05226
ko:K01775	spq:SPAB_05231
ko:K00832	spq:SPAB_05233
ko:K03788	spq:SPAB_05234
ko:K06148	spq:SPAB_05251
ko:K01895	spq:SPAB_05270
ko:K01676	spq:SPAB_01851
ko:K11175	spq:SPAB_00444
ko:K03221	spq:SPAB_01919
ko:K11105	spq:SPAB_01418
ko:K11073	spq:SPAB_02612
ko:K11074	spq:SPAB_02609
ko:K02533	spq:SPAB_05780
ko:K00872	spq:SPAB_00003
ko:K01733	spq:SPAB_00004
ko:K09861	spq:SPAB_00005
ko:K03310	spq:SPAB_00007
ko:K00616	spq:SPAB_00008
ko:K03831	spq:SPAB_00009
ko:K04043	spq:SPAB_00014
ko:K03313	spq:SPAB_00049
ko:K03717	spq:SPAB_00050
ko:K01811	spq:SPAB_00051
ko:K02968	spq:SPAB_00053
ko:K08087	spq:SPAB_03010
ko:K07688	spq:SPAB_03014
ko:K07348	spq:SPAB_03015
ko:K07350	spq:SPAB_03016
ko:K07347	spq:SPAB_03017
ko:K07346	spq:SPAB_03018
ko:K07351	spq:SPAB_03019
ko:K07345	spq:SPAB_03020
ko:K07038	spq:SPAB_03024
ko:K03768	spq:SPAB_03028
ko:K03269	spq:SPAB_03029
ko:K01589	spq:SPAB_03031
ko:K00926	spq:SPAB_03032
ko:K02381	spq:SPAB_03035
ko:K00073	spq:SPAB_03036
ko:K02083	spq:SPAB_03037
ko:K00865	spq:SPAB_03039
ko:K01466	spq:SPAB_03041
ko:K00042	spq:SPAB_03044
ko:K01816	spq:SPAB_03045
ko:K07862	spq:SPAB_04026
ko:K10906	spq:SPAB_02196
ko:K01448	spq:SPAB_05491
ko:K01814	spq:SPAB_00957
ko:K00817	spq:SPAB_00960
ko:K00013	spq:SPAB_00961
ko:K00765	spq:SPAB_00962
ko:K08353	spq:SPAB_01039
ko:K07258	spq:SPAB_01041
ko:K09802	spq:SPAB_01045
ko:K02227	spq:SPAB_01071
ko:K03399	spq:SPAB_01074
ko:K02191	spq:SPAB_01075
ko:K05936	spq:SPAB_01076
ko:K02189	spq:SPAB_01077
ko:K05895	spq:SPAB_01079
ko:K03394	spq:SPAB_01081
ko:K02007	spq:SPAB_01082
ko:K10009	spq:SPAB_01204
ko:K10010	spq:SPAB_01205
ko:K00995	spq:SPAB_01211
ko:K07039	spq:SPAB_01219
ko:K03834	spq:SPAB_01220
ko:K02217	spq:SPAB_01222
ko:K02255	spq:SPAB_01226
ko:K01087	spq:SPAB_01229
ko:K00697	spq:SPAB_01230
ko:K02403	spq:SPAB_01234
ko:K02402	spq:SPAB_01235
ko:K02556	spq:SPAB_01237
ko:K02557	spq:SPAB_01238
ko:K03407	spq:SPAB_01239
ko:K03408	spq:SPAB_01240
ko:K03412	spq:SPAB_01243
ko:K03414	spq:SPAB_01245
ko:K03516	spq:SPAB_01248
ko:K01887	spq:SPAB_01253
ko:K09907	spq:SPAB_01255
ko:K06201	spq:SPAB_01256
ko:K07136	spq:SPAB_01259
ko:K08310	spq:SPAB_01264
ko:K09816	spq:SPAB_01273
ko:K09817	spq:SPAB_01274
ko:K09815	spq:SPAB_01275
ko:K07347	spq:SPAB_00030
ko:K00427	spq:SPAB_04588
ko:K01608	spq:SPAB_03046
ko:K01483	spq:SPAB_03049
ko:K06917	spq:SPAB_03051
ko:K02072	spq:SPAB_03052
ko:K02073	spq:SPAB_03054
ko:K02004	spq:SPAB_03058
ko:K02003	spq:SPAB_03060
ko:K05838	spq:SPAB_03062
ko:K02069	spq:SPAB_03063
ko:K02068	spq:SPAB_03064
ko:K07340	spq:SPAB_03066
ko:K11103	spq:SPAB_04490
ko:K08088	spq:SPAB_03012
ko:K03230	spq:SPAB_01911
ko:K04485	spq:SPAB_05757
ko:K01676	spq:SPAB_05302
ko:K11069	spq:SPAB_02296
ko:K11070	spq:SPAB_02295
ko:K02487	spq:SPAB_05354
ko:K03219	spq:SPAB_01932
ko:K11066	spq:SPAB_02594
ko:K01571	spq:SPAB_02755
ko:K03088	spq:SPAB_05411
ko:K11082	spq:SPAB_03157
ko:K11083	spq:SPAB_03156
ko:K03970	spq:SPAB_01569
ko:K03971	spq:SPAB_01571
ko:K06918	spq:SPAB_01573
ko:K08990	spq:SPAB_01574
ko:K03721	spq:SPAB_01576
ko:K03116	spq:SPAB_04929
ko:K11104	spq:SPAB_05301
ko:K09901	spq:SPAB_01503
ko:K06131	spq:SPAB_01504
ko:K09780	spq:SPAB_01506
ko:K03832	spq:SPAB_01507
ko:K06190	spq:SPAB_01509
ko:K06940	spq:SPAB_01511
ko:K07275	spq:SPAB_01512
ko:K10973	spq:SPAB_03048
ko:K01916	spq:SPAB_02031
ko:K01338	spq:SPAB_03126
ko:K01652	spq:SPAB_04846
ko:K00760	spq:SPAB_00209
ko:K02535	spq:SPAB_00168
ko:K03070	spq:SPAB_00170
ko:K09862	spq:SPAB_00173
ko:K00859	spq:SPAB_00175
ko:K00364	spq:SPAB_00176
ko:K00767	spq:SPAB_00181
ko:K03807	spq:SPAB_00183
ko:K05799	spq:SPAB_00188
ko:K00163	spq:SPAB_00189
ko:K00627	spq:SPAB_00190
ko:K00382	spq:SPAB_00192
ko:K09910	spq:SPAB_00198
ko:K02526	spq:SPAB_00200
ko:K01611	spq:SPAB_00204
ko:K00797	spq:SPAB_00205
ko:K00117	spq:SPAB_00208
ko:K01673	spq:SPAB_00210
ko:K01579	spq:SPAB_00222
ko:K01918	spq:SPAB_00223
ko:K00606	spq:SPAB_00225
ko:K06204	spq:SPAB_00237
ko:K03579	spq:SPAB_00240
ko:K05365	spq:SPAB_00241
ko:K02014	spq:SPAB_00245
ko:K02013	spq:SPAB_00246
ko:K02016	spq:SPAB_00247
ko:K02015	spq:SPAB_00248
ko:K03281	spq:SPAB_00261
ko:K01129	spq:SPAB_00266
ko:K04771	spq:SPAB_00267
ko:K02647	spq:SPAB_00268
ko:K00674	spq:SPAB_00272
ko:K00990	spq:SPAB_00274
ko:K01265	spq:SPAB_00275
ko:K02967	spq:SPAB_00278
ko:K02357	spq:SPAB_00279
ko:K02838	spq:SPAB_00281
ko:K00099	spq:SPAB_00282
ko:K00806	spq:SPAB_00284
ko:K00981	spq:SPAB_00285
ko:K07277	spq:SPAB_00287
ko:K06142	spq:SPAB_00288
ko:K02536	spq:SPAB_00289
ko:K02372	spq:SPAB_00291
ko:K00677	spq:SPAB_00292
ko:K00748	spq:SPAB_00293
ko:K01582	spq:SPAB_00299
ko:K08234	spq:SPAB_00300
ko:K01881	spq:SPAB_00308
ko:K06080	spq:SPAB_00310
ko:K03273	spq:SPAB_00314
ko:K00998	spq:SPAB_00323
ko:K09181	spq:SPAB_00324
ko:K02810	spq:SPAB_00356
ko:K01952	spq:SPAB_00361
ko:K04751	spq:SPAB_00367
ko:K03305	spq:SPAB_00368
ko:K01582	spq:SPAB_00369
ko:K00600	spq:SPAB_00375
ko:K06889	spq:SPAB_00384
ko:K01092	spq:SPAB_00386
ko:K04487	spq:SPAB_00390
ko:K04488	spq:SPAB_00391
ko:K04082	spq:SPAB_00393
ko:K04755	spq:SPAB_00395
ko:K07751	spq:SPAB_00398
ko:K07217	spq:SPAB_01513
ko:K07053	spq:SPAB_01523
ko:K06178	spq:SPAB_01525
ko:K01497	spq:SPAB_01540
ko:K01096	spq:SPAB_01541
ko:K01591	spq:SPAB_01544
ko:K03113	spq:SPAB_01545
ko:K01147	spq:SPAB_01553
ko:K03672	spq:SPAB_00326
ko:K06866	spq:SPAB_00329
ko:K05590	spq:SPAB_00333
ko:K00278	spq:SPAB_00335
ko:K03088	spq:SPAB_00337
ko:K03597	spq:SPAB_00338
ko:K03598	spq:SPAB_00339
ko:K03803	spq:SPAB_00340
ko:K03596	spq:SPAB_00343
ko:K03100	spq:SPAB_00344
ko:K03595	spq:SPAB_00346
ko:K03474	spq:SPAB_00348
ko:K00997	spq:SPAB_00349
ko:K00077	spq:SPAB_00353
ko:K07106	spq:SPAB_00355
ko:K02809	spq:SPAB_00356
ko:K01681	spq:SPAB_01539
ko:K11068	spq:SPAB_03797
ko:K10972	spq:SPAB_03050
ko:K01870	spq:SPAB_00056
ko:K03101	spq:SPAB_00057
ko:K03774	spq:SPAB_00058
ko:K03527	spq:SPAB_00059
ko:K01572	spq:SPAB_00065
ko:K01571	spq:SPAB_00066
ko:K01573	spq:SPAB_00067
ko:K01910	spq:SPAB_00069
ko:K01646	spq:SPAB_00071
ko:K01644	spq:SPAB_00072
ko:K01643	spq:SPAB_00073
ko:K05966	spq:SPAB_00075
ko:K00215	spq:SPAB_00076
ko:K08277	spq:SPAB_00084
ko:K08279	spq:SPAB_00085
ko:K08299	spq:SPAB_00086
ko:K02182	spq:SPAB_00087
ko:K08298	spq:SPAB_00088
ko:K08297	spq:SPAB_00090
ko:K03521	spq:SPAB_00094
ko:K03522	spq:SPAB_00095
ko:K00313	spq:SPAB_00096
ko:K03855	spq:SPAB_00097
ko:K00287	spq:SPAB_00112
ko:K01525	spq:SPAB_00113
ko:K06195	spq:SPAB_00114
ko:K02528	spq:SPAB_00115
ko:K00097	spq:SPAB_00116
ko:K03771	spq:SPAB_00117
ko:K04744	spq:SPAB_00118
ko:K05801	spq:SPAB_00120
ko:K03580	spq:SPAB_00122
ko:K01804	spq:SPAB_00129
ko:K00853	spq:SPAB_00130
ko:K02099	spq:SPAB_00131
ko:K02062	spq:SPAB_00133
ko:K02063	spq:SPAB_00134
ko:K02064	spq:SPAB_00135
ko:K01649	spq:SPAB_00143
ko:K05798	spq:SPAB_00146
ko:K01652	spq:SPAB_00147
ko:K01653	spq:SPAB_00148
ko:K03435	spq:SPAB_00150
ko:K03438	spq:SPAB_00154
ko:K03586	spq:SPAB_00155
ko:K03587	spq:SPAB_00156
ko:K01928	spq:SPAB_00157
ko:K01929	spq:SPAB_00158
ko:K01000	spq:SPAB_00159
ko:K01925	spq:SPAB_00160
ko:K03588	spq:SPAB_00161
ko:K02563	spq:SPAB_00162
ko:K01924	spq:SPAB_00163
ko:K01921	spq:SPAB_00164
ko:K03589	spq:SPAB_00165
ko:K03590	spq:SPAB_00166
ko:K03531	spq:SPAB_00167
ko:K03111	spq:SPAB_05351
ko:K08723	spq:SPAB_05736
ko:K03222	spq:SPAB_01916
ko:K04651	spq:SPAB_01773
ko:K03789	spq:SPAB_05735
ko:K06894	spq:SPAB_00406
ko:K05367	spq:SPAB_00407
ko:K07308	spq:SPAB_00410
ko:K00940	spq:SPAB_00413
ko:K00088	spq:SPAB_00434
ko:K01951	spq:SPAB_00435
ko:K00937	spq:SPAB_00443
ko:K01933	spq:SPAB_00445
ko:K00761	spq:SPAB_00447
ko:K02824	spq:SPAB_00449
ko:K03548	spq:SPAB_00453
ko:K00865	spq:SPAB_00457
ko:K03564	spq:SPAB_00458
ko:K03567	spq:SPAB_00459
ko:K01714	spq:SPAB_00460
ko:K07287	spq:SPAB_00461
ko:K01923	spq:SPAB_00462
ko:K07054	spq:SPAB_00463
ko:K06957	spq:SPAB_00464
ko:K01439	spq:SPAB_00466
ko:K00615	spq:SPAB_00478
ko:K00616	spq:SPAB_00479
ko:K00029	spq:SPAB_00481
ko:K19504	spq:SPAB_05711
ko:K02805	spq:SPAB_04870
ko:K13920	spq:SPAB_01062
ko:K03719	spq:SPAB_02563
ko:K01643	spq:SPAB_02939
ko:K11531	spq:SPAB_05046
ko:K11903	spq:SPAB_03905
ko:K11530	spq:SPAB_05053
ko:K07712	spq:SPAB_04968
ko:K00140	spq:SPAB_05567
ko:K11072	spq:SPAB_02289
ko:K11535	spq:SPAB_00549
ko:K03737	spq:SPAB_01620
ko:K00010	spq:SPAB_05582
ko:K07552	spq:SPAB_00779
ko:K11747	spq:SPAB_04300
ko:K01894	spq:SPAB_00236
ko:K11537	spq:SPAB_00535
ko:K03704	spq:SPAB_02126
ko:K03791	spq:SPAB_02243
ko:K04334	spq:SPAB_02388
ko:K04335	spq:SPAB_02389
ko:K04333	spq:SPAB_02394
ko:K04337	spq:SPAB_02395
ko:K04338	spq:SPAB_02396
ko:K06214	spq:SPAB_02397
ko:K09017	spq:SPAB_02426
ko:K01085	spq:SPAB_02432
ko:K01751	spq:SPAB_02506
ko:K07387	spq:SPAB_02537
ko:K09824	spq:SPAB_02583
ko:K01573	spq:SPAB_02756
ko:K07011	spq:SPAB_02813
ko:K07126	spq:SPAB_02896
ko:K01066	spq:SPAB_03078
ko:K07345	spq:SPAB_03261
ko:K07347	spq:SPAB_03263
ko:K07347	spq:SPAB_03304
ko:K03687	spq:SPAB_03396
ko:K06915	spq:SPAB_03431
ko:K07774	spq:SPAB_03459
ko:K02782	spq:SPAB_03523
ko:K02783	spq:SPAB_03523
ko:K06871	spq:SPAB_03893
ko:K03406	spq:SPAB_03935
ko:K03776	spq:SPAB_04014
ko:K02436	spq:SPAB_04072
ko:K07460	spq:SPAB_04076
ko:K06956	spq:SPAB_01961
ko:K07470	spq:SPAB_01042
ko:K04029	spq:SPAB_01048
ko:K04031	spq:SPAB_01049
ko:K07126	spq:SPAB_01101
ko:K02424	spq:SPAB_01201
ko:K07782	spq:SPAB_01206
ko:K05875	spq:SPAB_01241
ko:K07313	spq:SPAB_01355
ko:K08169	spq:SPAB_01367
ko:K03704	spq:SPAB_01376
ko:K01297	spq:SPAB_01419
ko:K03620	spq:SPAB_01432
ko:K04062	spq:SPAB_01547
ko:K03972	spq:SPAB_01572
ko:K01420	spq:SPAB_01602
ko:K03668	spq:SPAB_01624
ko:K05876	spq:SPAB_01653
ko:K03304	spq:SPAB_01672
ko:K03823	spq:SPAB_01697
ko:K08167	spq:SPAB_01720
ko:K03605	spq:SPAB_01768
ko:K08994	spq:SPAB_01776
ko:K08324	spq:SPAB_01780
ko:K00040	spq:SPAB_01802
ko:K08173	spq:SPAB_01803
ko:K08322	spq:SPAB_01804
ko:K08224	spq:SPAB_01825
ko:K04775	spq:SPAB_01829
ko:K03305	spq:SPAB_01869
ko:K07390	spq:SPAB_01888
ko:K08358	spq:SPAB_01943
ko:K08359	spq:SPAB_01944
ko:K08357	spq:SPAB_01945
ko:K09015	spq:SPAB_01957
ko:K09013	spq:SPAB_01958
ko:K09014	spq:SPAB_01959
ko:K05997	spq:SPAB_01960
ko:K00313	spq:SPAB_01982
ko:K07283	spq:SPAB_02013
ko:K04064	spq:SPAB_02029
ko:K06871	spq:SPAB_00046
ko:K08368	spq:SPAB_00098
ko:K07347	spq:SPAB_00214
ko:K00950	spq:SPAB_00234
ko:K01975	spq:SPAB_00239
ko:K06858	spq:SPAB_00264
ko:K06079	spq:SPAB_00307
ko:K02073	spq:SPAB_00311
ko:K02072	spq:SPAB_00312
ko:K02071	spq:SPAB_00313
ko:K03761	spq:SPAB_00321
ko:K05811	spq:SPAB_00322
ko:K05812	spq:SPAB_00325
ko:K03214	spq:SPAB_00327
ko:K07711	spq:SPAB_00364
ko:K07715	spq:SPAB_00366
ko:K03757	spq:SPAB_00370
