ko:K00086	kpt:VK055_3979
ko:K07245	kpt:VK055_0091
ko:K09824	kpt:VK055_0094
ko:K11392	kpt:VK055_0098
ko:K03808	kpt:VK055_0100
ko:K03607	kpt:VK055_0102
ko:K03797	kpt:VK055_0103
ko:K03799	kpt:VK055_0104
ko:K08169	kpt:VK055_0105
ko:K03704	kpt:VK055_0110
ko:K03587	kpt:VK055_0111
ko:K01284	kpt:VK055_0909
ko:K16066	kpt:VK055_0910
ko:K11932	kpt:VK055_0912
ko:K00040	kpt:VK055_0913
ko:K09771	kpt:VK055_0915
ko:K00657	kpt:VK055_0918
ko:K07309	kpt:VK055_0920
ko:K07307	kpt:VK055_0921
ko:K07312	kpt:VK055_0922
ko:K03281	kpt:VK055_0925
ko:K01935	kpt:VK055_0924
ko:K15545	kpt:VK055_0926
ko:K08224	kpt:VK055_0928
ko:K01299	kpt:VK055_0930
ko:K04775	kpt:VK055_0934
ko:K11742	kpt:VK055_0936
ko:K11743	kpt:VK055_0937
ko:K11744	kpt:VK055_0938
ko:K13929	kpt:VK055_0939
ko:K13930	kpt:VK055_0940
ko:K13931	kpt:VK055_0941
ko:K13932	kpt:VK055_0942
ko:K13933	kpt:VK055_0943
ko:K13936	kpt:VK055_0944
ko:K13934	kpt:VK055_0945
ko:K13935	kpt:VK055_0947
ko:K13928	kpt:VK055_0946
ko:K00116	kpt:VK055_0948
ko:K07106	kpt:VK055_0949
ko:K07701	kpt:VK055_0951
ko:K07703	kpt:VK055_0953
ko:K03734	kpt:VK055_0952
ko:K00244	kpt:VK055_0954
ko:K11106	kpt:VK055_0956
ko:K01676	kpt:VK055_0957
ko:K07404	kpt:VK055_1755
ko:K02017	kpt:VK055_1756
ko:K02018	kpt:VK055_1758
ko:K02020	kpt:VK055_1759
ko:K02019	kpt:VK055_1761
ko:K05776	kpt:VK055_1762
ko:K01784	kpt:VK055_1763
ko:K00965	kpt:VK055_1764
ko:K00849	kpt:VK055_1765
ko:K01785	kpt:VK055_1766
ko:K01834	kpt:VK055_1767
ko:K01626	kpt:VK055_1768
ko:K16264	kpt:VK055_1771
ko:K03811	kpt:VK055_1770
ko:K03517	kpt:VK055_1772
ko:K03640	kpt:VK055_1781
ko:K03641	kpt:VK055_1782
ko:K03560	kpt:VK055_1784
ko:K03562	kpt:VK055_1785
ko:K00426	kpt:VK055_1789
ko:K00425	kpt:VK055_1790
ko:K01902	kpt:VK055_1793
ko:K01903	kpt:VK055_1794
ko:K00658	kpt:VK055_1795
ko:K00010	kpt:VK055_2777
ko:K03336	kpt:VK055_2778
ko:K03338	kpt:VK055_2780
ko:K03337	kpt:VK055_2787
ko:K00140	kpt:VK055_2788
ko:K06606	kpt:VK055_2789
ko:K06915	kpt:VK055_2790
ko:K11720	kpt:VK055_2791
ko:K07091	kpt:VK055_2792
ko:K01255	kpt:VK055_2794
ko:K02339	kpt:VK055_2795
ko:K01873	kpt:VK055_2796
ko:K03828	kpt:VK055_2797
ko:K06169	kpt:VK055_2798
ko:K09893	kpt:VK055_2799
ko:K00611	kpt:VK055_2800
ko:K03710	kpt:VK055_2801
ko:K00609	kpt:VK055_2807
ko:K00610	kpt:VK055_2808
ko:K09022	kpt:VK055_2809
ko:K01531	kpt:VK055_2810
ko:K03485	kpt:VK055_2811
ko:K02818	kpt:VK055_2812
ko:K02819	kpt:VK055_2812
ko:K01226	kpt:VK055_2813
ko:K02761	kpt:VK055_2814
ko:K01222	kpt:VK055_2815
ko:K02760	kpt:VK055_2816
ko:K01042	kpt:VK055_2825
ko:K01465	kpt:VK055_2826
ko:K00563	kpt:VK055_0112
ko:K02795	kpt:VK055_0116
ko:K02793	kpt:VK055_0117
ko:K02794	kpt:VK055_0117
ko:K01752	kpt:VK055_0120
ko:K01665	kpt:VK055_0122
ko:K09917	kpt:VK055_0123
ko:K07285	kpt:VK055_0127
ko:K01897	kpt:VK055_0128
ko:K03684	kpt:VK055_0129
ko:K03608	kpt:VK055_0130
ko:K03609	kpt:VK055_0131
ko:K03610	kpt:VK055_0132
ko:K09902	kpt:VK055_0133
ko:K09160	kpt:VK055_0135
ko:K03611	kpt:VK055_0137
ko:K03314	kpt:VK055_0138
ko:K03603	kpt:VK055_0140
ko:K00285	kpt:VK055_0143
ko:K01775	kpt:VK055_0144
ko:K11105	kpt:VK055_0145
ko:K01297	kpt:VK055_0146
ko:K08308	kpt:VK055_0147
ko:K02014	kpt:VK055_0148
ko:K01194	kpt:VK055_0149
ko:K07395	kpt:VK055_0153
ko:K07592	kpt:VK055_0160
ko:K01754	kpt:VK055_0161
ko:K03838	kpt:VK055_0162
ko:K00932	kpt:VK055_0163
ko:K00656	kpt:VK055_0164
ko:K01999	kpt:VK055_0165
ko:K01997	kpt:VK055_0166
ko:K01607	kpt:VK055_0960
ko:K01055	kpt:VK055_0961
ko:K01857	kpt:VK055_0962
ko:K01032	kpt:VK055_0964
ko:K01031	kpt:VK055_0965
ko:K02624	kpt:VK055_0967
ko:K14057	kpt:VK055_0968
ko:K12940	kpt:VK055_0969
ko:K12941	kpt:VK055_0970
ko:K12942	kpt:VK055_0971
ko:K00567	kpt:VK055_0973
ko:K14055	kpt:VK055_0975
ko:K00325	kpt:VK055_0977
ko:K00324	kpt:VK055_0978
ko:K03758	kpt:VK055_0982
ko:K13938	kpt:VK055_0984
ko:K07661	kpt:VK055_0985
ko:K07639	kpt:VK055_0987
ko:K01679	kpt:VK055_0988
ko:K01676	kpt:VK055_0990
ko:K01809	kpt:VK055_0991
ko:K16136	kpt:VK055_0993
ko:K14155	kpt:VK055_0996
ko:K16074	kpt:VK055_0997
ko:K08987	kpt:VK055_1001
ko:K07112	kpt:VK055_1002
ko:K00134	kpt:VK055_1006
ko:K13038	kpt:VK055_3490
ko:K03630	kpt:VK055_3491
ko:K02902	kpt:VK055_3492
ko:K02913	kpt:VK055_3493
ko:K10563	kpt:VK055_3494
ko:K00954	kpt:VK055_3495
ko:K12984	kpt:VK055_3496
ko:K02527	kpt:VK055_3497
ko:K02844	kpt:VK055_3500
ko:K02849	kpt:VK055_3501
ko:K02841	kpt:VK055_3506
ko:K02843	kpt:VK055_3507
ko:K03274	kpt:VK055_3508
ko:K00639	kpt:VK055_3509
ko:K00060	kpt:VK055_3510
ko:K09798	kpt:VK055_3512
ko:K15633	kpt:VK055_3514
ko:K03071	kpt:VK055_3517
ko:K00057	kpt:VK055_3518
ko:K00640	kpt:VK055_3519
ko:K03216	kpt:VK055_3520
ko:K00101	kpt:VK055_3521
ko:K14348	kpt:VK055_3522
ko:K00427	kpt:VK055_3523
ko:K14762	kpt:VK055_3524
ko:K02562	kpt:VK055_3525
ko:K00009	kpt:VK055_3527
ko:K02798	kpt:VK055_3528
ko:K02799	kpt:VK055_3528
ko:K02800	kpt:VK055_3528
ko:K01042	kpt:VK055_3530
ko:K03833	kpt:VK055_3531
ko:K05796	kpt:VK055_3532
ko:K00835	kpt:VK055_3533
ko:K01176	kpt:VK055_3534
ko:K03796	kpt:VK055_3535
ko:K02529	kpt:VK055_3536
ko:K10544	kpt:VK055_3537
ko:K10545	kpt:VK055_3538
ko:K10543	kpt:VK055_3539
ko:K01805	kpt:VK055_3540
ko:K00854	kpt:VK055_3541
ko:K07248	kpt:VK055_1007
ko:K05526	kpt:VK055_1012
ko:K00164	kpt:VK055_1796
ko:K00240	kpt:VK055_1797
ko:K00239	kpt:VK055_1798
ko:K00242	kpt:VK055_1799
ko:K00241	kpt:VK055_1800
ko:K01647	kpt:VK055_1802
ko:K05522	kpt:VK055_1803
ko:K01304	kpt:VK055_1804
ko:K07160	kpt:VK055_1807
ko:K03305	kpt:VK055_1812
ko:K01669	kpt:VK055_1811
ko:K01546	kpt:VK055_1814
ko:K01547	kpt:VK055_1815
ko:K01548	kpt:VK055_1816
ko:K07646	kpt:VK055_1817
ko:K07667	kpt:VK055_1819
ko:K01835	kpt:VK055_1820
ko:K03645	kpt:VK055_1821
ko:K03839	kpt:VK055_1824
ko:K03711	kpt:VK055_1825
ko:K03288	kpt:VK055_1826
ko:K01886	kpt:VK055_1830
ko:K02802	kpt:VK055_1831
ko:K02803	kpt:VK055_1831
ko:K02804	kpt:VK055_1831
ko:K02564	kpt:VK055_1832
ko:K01443	kpt:VK055_1833
ko:K02565	kpt:VK055_1834
ko:K02566	kpt:VK055_1835
ko:K01953	kpt:VK055_1836
ko:K03184	kpt:VK055_1844
ko:K06168	kpt:VK055_1845
ko:K07042	kpt:VK055_1847
ko:K06189	kpt:VK055_1848
ko:K15536	kpt:VK055_2833
ko:K03592	kpt:VK055_2834
ko:K09889	kpt:VK055_2835
ko:K02558	kpt:VK055_2838
ko:K03841	kpt:VK055_2839
ko:K02057	kpt:VK055_2840
ko:K02057	kpt:VK055_2841
ko:K02056	kpt:VK055_2842
ko:K02058	kpt:VK055_2843
ko:K01507	kpt:VK055_2844
ko:K09800	kpt:VK055_2847
ko:K07278	kpt:VK055_2848
ko:K07304	kpt:VK055_2849
ko:K02532	kpt:VK055_2851
ko:K12308	kpt:VK055_2852
ko:K02099	kpt:VK055_2853
ko:K07109	kpt:VK055_2856
ko:K01082	kpt:VK055_2855
ko:K01119	kpt:VK055_2857
ko:K07322	kpt:VK055_2862
ko:K11737	kpt:VK055_2863
ko:K03773	kpt:VK055_2864
ko:K07269	kpt:VK055_2865
ko:K02939	kpt:VK055_2866
ko:K02963	kpt:VK055_2867
ko:K02990	kpt:VK055_2869
ko:K03077	kpt:VK055_2872
ko:K03079	kpt:VK055_2873
ko:K03078	kpt:VK055_2874
ko:K02821	kpt:VK055_2875
ko:K02822	kpt:VK055_2876
ko:K03475	kpt:VK055_2877
ko:K03476	kpt:VK055_2878
ko:K03477	kpt:VK055_2880
ko:K06889	kpt:VK055_2879
ko:K01998	kpt:VK055_0167
ko:K01995	kpt:VK055_0168
ko:K01996	kpt:VK055_0169
ko:K01610	kpt:VK055_0171
ko:K03288	kpt:VK055_0174
ko:K06177	kpt:VK055_0178
ko:K09912	kpt:VK055_0179
ko:K11893	kpt:VK055_0182
ko:K11892	kpt:VK055_0183
ko:K11904	kpt:VK055_0186
ko:K07126	kpt:VK055_0188
ko:K07126	kpt:VK055_0189
ko:K07126	kpt:VK055_0191
ko:K07126	kpt:VK055_0194
ko:K11891	kpt:VK055_0198
ko:K11896	kpt:VK055_0199
ko:K11895	kpt:VK055_0200
ko:K11906	kpt:VK055_0201
ko:K11905	kpt:VK055_0202
ko:K11911	kpt:VK055_0203
ko:K17213	kpt:VK055_0204
ko:K06942	kpt:VK055_0206
ko:K01056	kpt:VK055_0207
ko:K03321	kpt:VK055_0210
ko:K00948	kpt:VK055_0212
ko:K00919	kpt:VK055_0213
ko:K02494	kpt:VK055_0214
ko:K02492	kpt:VK055_0215
ko:K02835	kpt:VK055_0216
ko:K02493	kpt:VK055_0217
ko:K01627	kpt:VK055_0220
ko:K01484	kpt:VK055_1013
ko:K06447	kpt:VK055_1014
ko:K00673	kpt:VK055_1015
ko:K00840	kpt:VK055_1016
ko:K00261	kpt:VK055_1018
ko:K06075	kpt:VK055_1021
ko:K03578	kpt:VK055_1026
ko:K01118	kpt:VK055_1027
ko:K02617	kpt:VK055_1029
ko:K02616	kpt:VK055_1030
ko:K01912	kpt:VK055_1031
ko:K02614	kpt:VK055_1033
ko:K00074	kpt:VK055_1034
ko:K15866	kpt:VK055_1035
ko:K01692	kpt:VK055_1036
ko:K02613	kpt:VK055_1037
ko:K02612	kpt:VK055_1038
ko:K02611	kpt:VK055_1039
ko:K02610	kpt:VK055_1040
ko:K02609	kpt:VK055_1041
ko:K02618	kpt:VK055_1042
ko:K00276	kpt:VK055_1043
ko:K00077	kpt:VK055_1045
ko:K14063	kpt:VK055_1047
ko:K09978	kpt:VK055_1048
ko:K03778	kpt:VK055_1052
ko:K03737	kpt:VK055_1056
ko:K14062	kpt:VK055_1057
ko:K14061	kpt:VK055_1060
ko:K14058	kpt:VK055_1061
ko:K05591	kpt:VK055_1062
ko:K16074	kpt:VK055_1063
ko:K03820	kpt:VK055_1849
ko:K10001	kpt:VK055_1850
ko:K10003	kpt:VK055_1851
ko:K10002	kpt:VK055_1852
ko:K10004	kpt:VK055_1853
ko:K01869	kpt:VK055_1858
ko:K03643	kpt:VK055_1859
ko:K02340	kpt:VK055_1860
ko:K00969	kpt:VK055_1861
ko:K02226	kpt:VK055_1862
ko:K09710	kpt:VK055_1863
ko:K00783	kpt:VK055_1864
ko:K05515	kpt:VK055_1865
ko:K05837	kpt:VK055_1866
ko:K03642	kpt:VK055_1867
ko:K07258	kpt:VK055_1868
ko:K09158	kpt:VK055_1869
ko:K03801	kpt:VK055_1870
ko:K03644	kpt:VK055_1872
ko:K03425	kpt:VK055_1873
ko:K06199	kpt:VK055_1875
ko:K03704	kpt:VK055_1876
ko:K12973	kpt:VK055_1877
ko:K03326	kpt:VK055_1878
ko:K01169	kpt:VK055_1879
ko:K06140	kpt:VK055_1880
ko:K11932	kpt:VK055_1881
ko:K03387	kpt:VK055_1882
ko:K03386	kpt:VK055_1883
ko:K03805	kpt:VK055_1884
ko:K14287	kpt:VK055_1888
ko:K09880	kpt:VK055_1889
ko:K08967	kpt:VK055_1890
ko:K08351	kpt:VK055_1891
ko:K10439	kpt:VK055_1892
ko:K10441	kpt:VK055_1893
ko:K10440	kpt:VK055_1894
ko:K10440	kpt:VK055_1895
ko:K00058	kpt:VK055_1897
ko:K09456	kpt:VK055_2882
ko:K03218	kpt:VK055_2884
ko:K12573	kpt:VK055_2885
ko:K13771	kpt:VK055_2886
ko:K01939	kpt:VK055_2887
ko:K09937	kpt:VK055_2888
ko:K04087	kpt:VK055_2891
ko:K04088	kpt:VK055_2892
ko:K03665	kpt:VK055_2893
ko:K03666	kpt:VK055_2894
ko:K00791	kpt:VK055_2895
ko:K03572	kpt:VK055_2896
ko:K01448	kpt:VK055_2897
ko:K06925	kpt:VK055_2898
ko:K17758	kpt:VK055_2899
ko:K17759	kpt:VK055_2899
ko:K09996	kpt:VK055_2905
ko:K13288	kpt:VK055_2906
ko:K06949	kpt:VK055_2907
ko:K01613	kpt:VK055_2908
ko:K04568	kpt:VK055_2911
ko:K00244	kpt:VK055_2912
ko:K00245	kpt:VK055_2913
ko:K00246	kpt:VK055_2914
ko:K00247	kpt:VK055_2915
ko:K03098	kpt:VK055_2917
ko:K16347	kpt:VK055_2918
ko:K02356	kpt:VK055_2919
ko:K13408	kpt:VK055_2922
ko:K13409	kpt:VK055_2923
ko:K07345	kpt:VK055_2925
ko:K07347	kpt:VK055_2927
ko:K04077	kpt:VK055_2930
ko:K04078	kpt:VK055_2931
ko:K16263	kpt:VK055_2933
ko:K07113	kpt:VK055_2934
ko:K01744	kpt:VK055_2935
ko:K07791	kpt:VK055_2936
ko:K07300	kpt:VK055_0221
ko:K07232	kpt:VK055_0223
ko:K06039	kpt:VK055_0226
ko:K15577	kpt:VK055_0229
ko:K15578	kpt:VK055_0230
ko:K00362	kpt:VK055_0231
ko:K00372	kpt:VK055_0232
ko:K07684	kpt:VK055_0233
ko:K07673	kpt:VK055_0235
ko:K02575	kpt:VK055_0236
ko:K00370	kpt:VK055_0238
ko:K00371	kpt:VK055_0239
ko:K00373	kpt:VK055_0240
ko:K00374	kpt:VK055_0242
ko:K03719	kpt:VK055_0243
ko:K01433	kpt:VK055_0246
ko:K09858	kpt:VK055_0247
ko:K07001	kpt:VK055_0248
ko:K00963	kpt:VK055_0250
ko:K04072	kpt:VK055_0254
ko:K15580	kpt:VK055_0258
ko:K15581	kpt:VK055_0259
ko:K15582	kpt:VK055_0260
ko:K01878	kpt:VK055_3546
ko:K01879	kpt:VK055_3547
ko:K03704	kpt:VK055_3550
ko:K07726	kpt:VK055_3551
ko:K08195	kpt:VK055_3552
ko:K00090	kpt:VK055_3554
ko:K00874	kpt:VK055_3556
ko:K02525	kpt:VK055_3558
ko:K08351	kpt:VK055_3561
ko:K03826	kpt:VK055_3560
ko:K01246	kpt:VK055_3562
ko:K08177	kpt:VK055_3564
ko:K12975	kpt:VK055_3565
ko:K12368	kpt:VK055_3568
ko:K12369	kpt:VK055_3569
ko:K12370	kpt:VK055_3570
ko:K12371	kpt:VK055_3571
ko:K12372	kpt:VK055_3572
ko:K00694	kpt:VK055_3576
ko:K00694	kpt:VK055_3586
ko:K11103	kpt:VK055_3591
ko:K00874	kpt:VK055_3593
ko:K07290	kpt:VK055_3595
ko:K07058	kpt:VK055_3597
ko:K01194	kpt:VK055_3601
ko:K00799	kpt:VK055_3603
ko:K00383	kpt:VK055_3604
ko:K07115	kpt:VK055_3605
ko:K01414	kpt:VK055_3607
ko:K15984	kpt:VK055_3608
ko:K03305	kpt:VK055_3609
ko:K06149	kpt:VK055_3610
ko:K06144	kpt:VK055_3611
ko:K16322	kpt:VK055_3612
ko:K07007	kpt:VK055_3613
ko:K06213	kpt:VK055_3614
ko:K07722	kpt:VK055_3615
ko:K10824	kpt:VK055_3616
ko:K15587	kpt:VK055_3617
ko:K15586	kpt:VK055_3618
ko:K15585	kpt:VK055_3619
ko:K15584	kpt:VK055_3620
ko:K13727	kpt:VK055_3622
ko:K07806	kpt:VK055_3623
ko:K10012	kpt:VK055_3624
ko:K10011	kpt:VK055_3625
ko:K13014	kpt:VK055_3626
ko:K07264	kpt:VK055_3627
ko:K12962	kpt:VK055_3628
ko:K12963	kpt:VK055_3630
ko:K09125	kpt:VK055_3633
ko:K04085	kpt:VK055_3634
ko:K01534	kpt:VK055_3635
ko:K08993	kpt:VK055_3638
ko:K08316	kpt:VK055_3639
ko:K03110	kpt:VK055_3640
ko:K09812	kpt:VK055_3641
ko:K09811	kpt:VK055_3642
ko:K03089	kpt:VK055_3643
ko:K00375	kpt:VK055_3644
ko:K00823	kpt:VK055_3645
ko:K01999	kpt:VK055_3647
ko:K01999	kpt:VK055_3650
ko:K01997	kpt:VK055_3651
ko:K01998	kpt:VK055_3652
ko:K01995	kpt:VK055_3653
ko:K01996	kpt:VK055_3654
ko:K07341	kpt:VK055_3656
ko:K05813	kpt:VK055_3657
ko:K05814	kpt:VK055_3658
ko:K05815	kpt:VK055_3659
ko:K05816	kpt:VK055_3660
ko:K01126	kpt:VK055_3661
ko:K00681	kpt:VK055_3663
ko:K03825	kpt:VK055_3664
ko:K06911	kpt:VK055_3667
ko:K06145	kpt:VK055_3668
ko:K00851	kpt:VK055_3669
ko:K06156	kpt:VK055_3671
ko:K00133	kpt:VK055_3672
ko:K00700	kpt:VK055_3673
ko:K00975	kpt:VK055_3675
ko:K00703	kpt:VK055_3676
ko:K00688	kpt:VK055_3677
ko:K00111	kpt:VK055_3679
ko:K02439	kpt:VK055_3680
ko:K02441	kpt:VK055_3681
ko:K02444	kpt:VK055_3682
ko:K03556	kpt:VK055_3683
ko:K00688	kpt:VK055_3684
ko:K00705	kpt:VK055_3685
ko:K06155	kpt:VK055_3686
ko:K07400	kpt:VK055_3687
ko:K02170	kpt:VK055_3689
ko:K07490	kpt:VK055_3691
ko:K04759	kpt:VK055_3692
ko:K06959	kpt:VK055_3694
ko:K04760	kpt:VK055_3695
ko:K07659	kpt:VK055_3696
ko:K07638	kpt:VK055_3697
ko:K01610	kpt:VK055_3698
ko:K04083	kpt:VK055_3699
ko:K04762	kpt:VK055_3700
ko:K08312	kpt:VK055_3703
ko:K05366	kpt:VK055_3704
ko:K12288	kpt:VK055_3705
ko:K12289	kpt:VK055_3706
ko:K12290	kpt:VK055_3707
ko:K02507	kpt:VK055_3708
ko:K00891	kpt:VK055_3709
ko:K01735	kpt:VK055_3710
ko:K03112	kpt:VK055_3711
ko:K01783	kpt:VK055_3713
ko:K01091	kpt:VK055_3714
ko:K01867	kpt:VK055_3715
ko:K02302	kpt:VK055_3716
ko:K00363	kpt:VK055_3717
ko:K00362	kpt:VK055_3718
ko:K01485	kpt:VK055_3720
ko:K01485	kpt:VK055_3722
ko:K06141	kpt:VK055_3721
ko:K06141	kpt:VK055_3723
ko:K03767	kpt:VK055_3725
ko:K04095	kpt:VK055_3727
ko:K01664	kpt:VK055_3728
ko:K10914	kpt:VK055_3731
ko:K07397	kpt:VK055_3732
ko:K00855	kpt:VK055_3733
ko:K09898	kpt:VK055_3734
ko:K07019	kpt:VK055_3735
ko:K06158	kpt:VK055_3736
ko:K11747	kpt:VK055_3738
ko:K07070	kpt:VK055_3739
ko:K03775	kpt:VK055_3740
ko:K03745	kpt:VK055_3741
ko:K03772	kpt:VK055_3742
ko:K07235	kpt:VK055_3744
ko:K04758	kpt:VK055_3693
ko:K07236	kpt:VK055_3745
ko:K07237	kpt:VK055_3746
ko:K02950	kpt:VK055_3747
ko:K02992	kpt:VK055_3748
ko:K02355	kpt:VK055_3749
ko:K02358	kpt:VK055_3750
ko:K02192	kpt:VK055_3751
ko:K03594	kpt:VK055_3753
ko:K02506	kpt:VK055_3752
ko:K02946	kpt:VK055_3754
ko:K02906	kpt:VK055_3755
ko:K02926	kpt:VK055_3756
ko:K02892	kpt:VK055_3757
ko:K02886	kpt:VK055_3758
ko:K02965	kpt:VK055_3759
ko:K02890	kpt:VK055_3760
ko:K02982	kpt:VK055_3761
ko:K02878	kpt:VK055_3762
ko:K02904	kpt:VK055_3764
ko:K02874	kpt:VK055_3765
ko:K02895	kpt:VK055_3766
ko:K02931	kpt:VK055_3767
ko:K02954	kpt:VK055_3768
ko:K02994	kpt:VK055_3769
ko:K02933	kpt:VK055_3770
ko:K02881	kpt:VK055_3771
ko:K02988	kpt:VK055_3772
ko:K02907	kpt:VK055_3773
ko:K02876	kpt:VK055_3774
ko:K03076	kpt:VK055_3775
ko:K15583	kpt:VK055_0261
ko:K10823	kpt:VK055_0262
ko:K10716	kpt:VK055_0263
ko:K09901	kpt:VK055_0264
ko:K06131	kpt:VK055_0265
ko:K09780	kpt:VK055_0269
ko:K03832	kpt:VK055_0270
ko:K16370	kpt:VK055_0273
ko:K07283	kpt:VK055_0274
ko:K01868	kpt:VK055_0276
ko:K11734	kpt:VK055_1068
ko:K00832	kpt:VK055_1071
ko:K02072	kpt:VK055_1072
ko:K02071	kpt:VK055_1073
ko:K02073	kpt:VK055_1074
ko:K08969	kpt:VK055_1075
ko:K11906	kpt:VK055_1089
ko:K11895	kpt:VK055_1090
ko:K11896	kpt:VK055_1091
ko:K11910	kpt:VK055_1092
ko:K11891	kpt:VK055_1093
ko:K11904	kpt:VK055_1098
ko:K11904	kpt:VK055_1099
ko:K11907	kpt:VK055_1100
ko:K11903	kpt:VK055_1101
ko:K11892	kpt:VK055_1103
ko:K11893	kpt:VK055_1104
ko:K11900	kpt:VK055_1105
ko:K11900	kpt:VK055_1106
ko:K11901	kpt:VK055_1107
ko:K05520	kpt:VK055_1108
ko:K06885	kpt:VK055_1109
ko:K04757	kpt:VK055_1112
ko:K04749	kpt:VK055_1113
ko:K08964	kpt:VK055_1899
ko:K10974	kpt:VK055_1900
ko:K01485	kpt:VK055_1902
ko:K01092	kpt:VK055_1904
ko:K07783	kpt:VK055_1905
ko:K01093	kpt:VK055_1906
ko:K08963	kpt:VK055_1907
ko:K00899	kpt:VK055_1908
ko:K02058	kpt:VK055_1912
ko:K02057	kpt:VK055_1913
ko:K02056	kpt:VK055_1914
ko:K08317	kpt:VK055_1915
ko:K06200	kpt:VK055_1920
ko:K00216	kpt:VK055_1922
ko:K01252	kpt:VK055_1923
ko:K02363	kpt:VK055_1924
ko:K02361	kpt:VK055_1925
ko:K02016	kpt:VK055_1926
ko:K08225	kpt:VK055_1927
ko:K02015	kpt:VK055_1928
ko:K02015	kpt:VK055_1929
ko:K02013	kpt:VK055_1930
ko:K02364	kpt:VK055_1931
ko:K07214	kpt:VK055_1933
ko:K02362	kpt:VK055_1935
ko:K17202	kpt:VK055_1936
ko:K17204	kpt:VK055_1938
ko:K17203	kpt:VK055_1939
ko:K00615	kpt:VK055_1942
ko:K00615	kpt:VK055_1943
ko:K00864	kpt:VK055_1945
ko:K03566	kpt:VK055_1948
ko:K16053	kpt:VK055_1947
ko:K03926	kpt:VK055_2937
ko:K04084	kpt:VK055_2938
ko:K11935	kpt:VK055_2948
ko:K11931	kpt:VK055_2949
ko:K11936	kpt:VK055_2950
ko:K11937	kpt:VK055_2951
ko:K05516	kpt:VK055_2955
ko:K11104	kpt:VK055_2960
ko:K07406	kpt:VK055_2961
ko:K03762	kpt:VK055_2963
ko:K06193	kpt:VK055_2964
ko:K04750	kpt:VK055_2965
ko:K02043	kpt:VK055_2966
ko:K06166	kpt:VK055_2967
ko:K06165	kpt:VK055_2968
ko:K06164	kpt:VK055_2969
ko:K06163	kpt:VK055_2970
ko:K05781	kpt:VK055_2971
ko:K05780	kpt:VK055_2972
ko:K06162	kpt:VK055_2973
ko:K05774	kpt:VK055_2974
ko:K06167	kpt:VK055_2975
ko:K10441	kpt:VK055_2978
ko:K10440	kpt:VK055_2979
ko:K10439	kpt:VK055_2980
ko:K07126	kpt:VK055_2987
ko:K11102	kpt:VK055_2988
ko:K02520	kpt:VK055_0277
ko:K02916	kpt:VK055_0278
ko:K02887	kpt:VK055_0279
ko:K01889	kpt:VK055_0280
ko:K01890	kpt:VK055_0281
ko:K04764	kpt:VK055_0282
ko:K00285	kpt:VK055_0284
ko:K06073	kpt:VK055_0287
ko:K02073	kpt:VK055_0288
ko:K00432	kpt:VK055_0289
ko:K06074	kpt:VK055_0290
ko:K08997	kpt:VK055_0292
ko:K01626	kpt:VK055_0294
ko:K09773	kpt:VK055_0295
ko:K00549	kpt:VK055_0305
ko:K02013	kpt:VK055_0307
ko:K02015	kpt:VK055_0308
ko:K02016	kpt:VK055_0309
ko:K00101	kpt:VK055_0315
ko:K05997	kpt:VK055_0319
ko:K09014	kpt:VK055_0320
ko:K09013	kpt:VK055_0321
ko:K09015	kpt:VK055_0322
ko:K11717	kpt:VK055_0323
ko:K02426	kpt:VK055_0324
ko:K06078	kpt:VK055_0326
ko:K00873	kpt:VK055_0327
ko:K00457	kpt:VK055_0331
ko:K00694	kpt:VK055_1118
ko:K01192	kpt:VK055_1124
ko:K06889	kpt:VK055_1127
ko:K11901	kpt:VK055_1132
ko:K15580	kpt:VK055_1136
ko:K14054	kpt:VK055_1139
ko:K11065	kpt:VK055_1140
ko:K07120	kpt:VK055_1141
ko:K03721	kpt:VK055_1142
ko:K01222	kpt:VK055_1143
ko:K13636	kpt:VK055_1144
ko:K08990	kpt:VK055_1145
ko:K06918	kpt:VK055_1146
ko:K03971	kpt:VK055_1147
ko:K03970	kpt:VK055_1149
ko:K03969	kpt:VK055_1150
ko:K03974	kpt:VK055_1152
ko:K08170	kpt:VK055_1151
ko:K03457	kpt:VK055_1162
ko:K09975	kpt:VK055_1163
ko:K00208	kpt:VK055_1165
ko:K01147	kpt:VK055_1168
ko:K02168	kpt:VK055_1950
ko:K02167	kpt:VK055_1951
ko:K02035	kpt:VK055_1955
ko:K02033	kpt:VK055_1956
ko:K02034	kpt:VK055_1957
ko:K15372	kpt:VK055_1960
ko:K15373	kpt:VK055_1961
ko:K02028	kpt:VK055_1962
ko:K02029	kpt:VK055_1963
ko:K02029	kpt:VK055_1964
ko:K02030	kpt:VK055_1965
ko:K00375	kpt:VK055_1967
ko:K06016	kpt:VK055_1969
ko:K02034	kpt:VK055_1972
ko:K02033	kpt:VK055_1973
ko:K02035	kpt:VK055_1974
ko:K06048	kpt:VK055_1976
ko:K18325	kpt:VK055_1983
ko:K10679	kpt:VK055_1987
ko:K16053	kpt:VK055_1996
ko:K01895	kpt:VK055_2990
ko:K14393	kpt:VK055_2992
ko:K07347	kpt:VK055_2995
ko:K06518	kpt:VK055_3000
ko:K03316	kpt:VK055_3002
ko:K06901	kpt:VK055_3003
ko:K00799	kpt:VK055_3004
ko:K13639	kpt:VK055_3005
ko:K13631	kpt:VK055_3007
