ko:K01006	lmoy:LMOSLCC2479_1931
ko:K12574	lmoy:LMOSLCC2479_1494
ko:K12574	lmoy:LMOSLCC2479_1040
ko:K10974	lmoy:LMOSLCC2479_0460
ko:K14237	lmoy:LMOSLCC2479tRNA02
ko:K14234	lmoy:LMOSLCC2479tRNA42
ko:K14228	lmoy:LMOSLCC2479tRNA05
ko:K14228	lmoy:LMOSLCC2479tRNA07
ko:K14228	lmoy:LMOSLCC2479tRNA40
ko:K14228	lmoy:LMOSLCC2479tRNA46
ko:K14232	lmoy:LMOSLCC2479tRNA09
ko:K14233	lmoy:LMOSLCC2479tRNA11
ko:K14233	lmoy:LMOSLCC2479tRNA13
ko:K14233	lmoy:LMOSLCC2479tRNA19
ko:K14233	lmoy:LMOSLCC2479tRNA27
ko:K14233	lmoy:LMOSLCC2479tRNA58
ko:K14221	lmoy:LMOSLCC2479tRNA15
ko:K14227	lmoy:LMOSLCC2479tRNA21
ko:K02008	lmoy:LMOSLCC2479_1203
ko:K14234	lmoy:LMOSLCC2479tRNA03
ko:K14221	lmoy:LMOSLCC2479tRNA54
ko:K14221	lmoy:LMOSLCC2479tRNA25
ko:K04027	lmoy:LMOSLCC2479_1177
ko:K14225	lmoy:LMOSLCC2479tRNA48
ko:K14219	lmoy:LMOSLCC2479tRNA08
ko:K14219	lmoy:LMOSLCC2479tRNA39
ko:K14219	lmoy:LMOSLCC2479tRNA62
ko:K16899	lmoy:LMOSLCC2479_2332
ko:K06400	lmoy:LMOSLCC2479_2392
ko:K16960	lmoy:LMOSLCC2479_2406
ko:K16959	lmoy:LMOSLCC2479_2407
ko:K16958	lmoy:LMOSLCC2479_2408
ko:K16957	lmoy:LMOSLCC2479_2409
ko:K09692	lmoy:LMOSLCC2479_1087
ko:K11070	lmoy:LMOSLCC2479_0817
ko:K10027	lmoy:LMOSLCC2479_1013
ko:K14218	lmoy:LMOSLCC2479tRNA60
ko:K14218	lmoy:LMOSLCC2479tRNA30
ko:K01977	lmoy:LMOSLCC2479rRNA09
ko:K01977	lmoy:LMOSLCC2479rRNA18
ko:K14228	lmoy:LMOSLCC2479tRNA35
ko:K01992	lmoy:LMOSLCC2479_2291
ko:K14232	lmoy:LMOSLCC2479tRNA31
ko:K01990	lmoy:LMOSLCC2479_2292
ko:K02029	lmoy:LMOSLCC2479_0855
ko:K02030	lmoy:LMOSLCC2479_0855
ko:K02029	lmoy:LMOSLCC2479_2315
ko:K02030	lmoy:LMOSLCC2479_2315
ko:K17319	lmoy:LMOSLCC2479_2073
ko:K17318	lmoy:LMOSLCC2479_2071
ko:K14229	lmoy:LMOSLCC2479tRNA45
ko:K14229	lmoy:LMOSLCC2479tRNA36
ko:K02028	lmoy:LMOSLCC2479_1803
ko:K01990	lmoy:LMOSLCC2479_2280
ko:K13923	lmoy:LMOSLCC2479_1156
ko:K01992	lmoy:LMOSLCC2479_2026
ko:K01992	lmoy:LMOSLCC2479_2205
ko:K01980	lmoy:LMOSLCC2479rRNA11
ko:K01980	lmoy:LMOSLCC2479rRNA14
ko:K01980	lmoy:LMOSLCC2479rRNA17
ko:K01980	lmoy:LMOSLCC2479rRNA08
ko:K02028	lmoy:LMOSLCC2479_0856
ko:K02028	lmoy:LMOSLCC2479_2316
ko:K00951	lmoy:LMOSLCC2479_1584
ko:K00265	lmoy:LMOSLCC2479_1798
ko:K17320	lmoy:LMOSLCC2479_2072
ko:K08986	lmoy:LMOSLCC2479_0933
ko:K01992	lmoy:LMOSLCC2479_2279
ko:K01992	lmoy:LMOSLCC2479_0765
ko:K17472	lmoy:LMOSLCC2479_1576
ko:K01992	lmoy:LMOSLCC2479_0676
ko:K01992	lmoy:LMOSLCC2479_0993
ko:K01992	lmoy:LMOSLCC2479_2304
ko:K10112	lmoy:LMOSLCC2479_0278
ko:K14224	lmoy:LMOSLCC2479tRNA41
ko:K14224	lmoy:LMOSLCC2479tRNA57
ko:K14224	lmoy:LMOSLCC2479tRNA18
ko:K14227	lmoy:LMOSLCC2479tRNA61
ko:K14230	lmoy:LMOSLCC2479tRNA55
ko:K14225	lmoy:LMOSLCC2479tRNA34
ko:K02035	lmoy:LMOSLCC2479_0151
ko:K09815	lmoy:LMOSLCC2479_0152
ko:K01182	lmoy:LMOSLCC2479_0184
ko:K00135	lmoy:LMOSLCC2479_0925
ko:K03491	lmoy:LMOSLCC2479_0930
ko:K00867	lmoy:LMOSLCC2479_0934
ko:K01104	lmoy:LMOSLCC2479_0950
ko:K02564	lmoy:LMOSLCC2479_0969
ko:K06286	lmoy:LMOSLCC2479_1657
ko:K01439	lmoy:LMOSLCC2479_1683
ko:K03700	lmoy:LMOSLCC2479_2361
ko:K00882	lmoy:LMOSLCC2479_2396
ko:K03436	lmoy:LMOSLCC2479_2397
ko:K01372	lmoy:LMOSLCC2479_2398
ko:K17686	lmoy:LMOSLCC2479_1917
ko:K01580	lmoy:LMOSLCC2479_0450
ko:K13921	lmoy:LMOSLCC2479_1162
ko:K04720	lmoy:LMOSLCC2479_1165
ko:K03399	lmoy:LMOSLCC2479_1193
ko:K02190	lmoy:LMOSLCC2479_1199
ko:K02009	lmoy:LMOSLCC2479_1202
ko:K02823	lmoy:LMOSLCC2479_1898
ko:K02824	lmoy:LMOSLCC2479_1903
ko:K07213	lmoy:LMOSLCC2479_1916
ko:K03784	lmoy:LMOSLCC2479_1920
ko:K03810	lmoy:LMOSLCC2479_1922
ko:K07305	lmoy:LMOSLCC2479_1923
ko:K07304	lmoy:LMOSLCC2479_1924
ko:K07027	lmoy:LMOSLCC2479_2616
ko:K03048	lmoy:LMOSLCC2479_2623
ko:K02035	lmoy:LMOSLCC2479_2632
ko:K02004	lmoy:LMOSLCC2479_2646
ko:K03593	lmoy:LMOSLCC2479_2656
ko:K01990	lmoy:LMOSLCC2479_0675
ko:K01990	lmoy:LMOSLCC2479_0992
ko:K01990	lmoy:LMOSLCC2479_2027
ko:K01990	lmoy:LMOSLCC2479_2305
ko:K01990	lmoy:LMOSLCC2479_2847
ko:K10254	lmoy:LMOSLCC2479_0488
ko:K02775	lmoy:LMOSLCC2479_0515
ko:K02004	lmoy:LMOSLCC2479_1221
ko:K06994	lmoy:LMOSLCC2479_1223
ko:K03471	lmoy:LMOSLCC2479_1225
ko:K02428	lmoy:LMOSLCC2479_1236
ko:K03469	lmoy:LMOSLCC2479_1943
ko:K03700	lmoy:LMOSLCC2479_1954
ko:K02086	lmoy:LMOSLCC2479_1958
ko:K00974	lmoy:LMOSLCC2479_1968
ko:K00027	lmoy:LMOSLCC2479_1978
ko:K01426	lmoy:LMOSLCC2479_2669
ko:K00939	lmoy:LMOSLCC2479_2677
ko:K01222	lmoy:LMOSLCC2479_0528
ko:K01222	lmoy:LMOSLCC2479_0543
ko:K01635	lmoy:LMOSLCC2479_0546
ko:K02782	lmoy:LMOSLCC2479_0550
ko:K02783	lmoy:LMOSLCC2479_0550
ko:K02783	lmoy:LMOSLCC2479_0551
ko:K07404	lmoy:LMOSLCC2479_0565
ko:K01523	lmoy:LMOSLCC2479_0568
ko:K01496	lmoy:LMOSLCC2479_0569
ko:K04750	lmoy:LMOSLCC2479_1300
ko:K03486	lmoy:LMOSLCC2479_1313
ko:K01226	lmoy:LMOSLCC2479_1314
ko:K04517	lmoy:LMOSLCC2479_1987
ko:K00805	lmoy:LMOSLCC2479_1993
ko:K00805	lmoy:LMOSLCC2479_1995
ko:K01104	lmoy:LMOSLCC2479_1999
ko:K01424	lmoy:LMOSLCC2479_2004
ko:K03783	lmoy:LMOSLCC2479_2016
ko:K04763	lmoy:LMOSLCC2479_2018
ko:K03711	lmoy:LMOSLCC2479_2019
ko:K00805	lmoy:LMOSLCC2479_2706
ko:K00805	lmoy:LMOSLCC2479_2707
ko:K01470	lmoy:LMOSLCC2479_2713
ko:K07048	lmoy:LMOSLCC2479_2714
ko:K03475	lmoy:LMOSLCC2479_2715
ko:K02822	lmoy:LMOSLCC2479_2716
ko:K02775	lmoy:LMOSLCC2479_2731
ko:K03325	lmoy:LMOSLCC2479_2750
ko:K03478	lmoy:LMOSLCC2479_0191
ko:K09685	lmoy:LMOSLCC2479_0192
ko:K02005	lmoy:LMOSLCC2479_0193
ko:K02004	lmoy:LMOSLCC2479_0195
ko:K01771	lmoy:LMOSLCC2479_0201
ko:K11031	lmoy:LMOSLCC2479_0202
ko:K00016	lmoy:LMOSLCC2479_0210
ko:K07816	lmoy:LMOSLCC2479_0979
ko:K00567	lmoy:LMOSLCC2479_1009
ko:K03697	lmoy:LMOSLCC2479_1010
ko:K07052	lmoy:LMOSLCC2479_1011
ko:K11189	lmoy:LMOSLCC2479_1015
ko:K08483	lmoy:LMOSLCC2479_1016
ko:K00841	lmoy:LMOSLCC2479_1019
ko:K00016	lmoy:LMOSLCC2479_1730
ko:K09815	lmoy:LMOSLCC2479_1734
ko:K16329	lmoy:LMOSLCC2479_2400
ko:K06183	lmoy:LMOSLCC2479_2402
ko:K02564	lmoy:LMOSLCC2479_2419
ko:K01580	lmoy:LMOSLCC2479_2424
ko:K03492	lmoy:LMOSLCC2479_0582
ko:K07030	lmoy:LMOSLCC2479_0597
ko:K06147	lmoy:LMOSLCC2479_0614
ko:K06147	lmoy:LMOSLCC2479_0615
ko:K03713	lmoy:LMOSLCC2479_1358
ko:K01515	lmoy:LMOSLCC2479_2028
ko:K07048	lmoy:LMOSLCC2479_2033
ko:K03475	lmoy:LMOSLCC2479_2034
ko:K02822	lmoy:LMOSLCC2479_2035
ko:K02821	lmoy:LMOSLCC2479_2036
ko:K00784	lmoy:LMOSLCC2479_2040
ko:K01619	lmoy:LMOSLCC2479_2058
ko:K02793	lmoy:LMOSLCC2479_2060
ko:K00851	lmoy:LMOSLCC2479_2790
ko:K16012	lmoy:LMOSLCC2479_2793
ko:K16013	lmoy:LMOSLCC2479_2794
ko:K03708	lmoy:LMOSLCC2479_0230
ko:K09698	lmoy:LMOSLCC2479_0238
ko:K00564	lmoy:LMOSLCC2479_0256
ko:K01439	lmoy:LMOSLCC2479_0265
ko:K05822	lmoy:LMOSLCC2479_1024
ko:K06201	lmoy:LMOSLCC2479_1031
ko:K11617	lmoy:LMOSLCC2479_1034
ko:K11618	lmoy:LMOSLCC2479_1035
ko:K03499	lmoy:LMOSLCC2479_1036
ko:K02755	lmoy:LMOSLCC2479_1048
ko:K02756	lmoy:LMOSLCC2479_1048
ko:K02757	lmoy:LMOSLCC2479_1048
ko:K02017	lmoy:LMOSLCC2479_1052
ko:K03635	lmoy:LMOSLCC2479_1057
ko:K08680	lmoy:LMOSLCC2479_1737
ko:K02552	lmoy:LMOSLCC2479_1739
ko:K01760	lmoy:LMOSLCC2479_1742
ko:K09825	lmoy:LMOSLCC2479_1747
ko:K07586	lmoy:LMOSLCC2479_1751
ko:K07570	lmoy:LMOSLCC2479_2430
ko:K02004	lmoy:LMOSLCC2479_2432
ko:K03768	lmoy:LMOSLCC2479_2438
ko:K05565	lmoy:LMOSLCC2479_2440
ko:K05568	lmoy:LMOSLCC2479_2443
ko:K05570	lmoy:LMOSLCC2479_2445
ko:K00657	lmoy:LMOSLCC2479_2462
ko:K07729	lmoy:LMOSLCC2479_2470
ko:K04488	lmoy:LMOSLCC2479_2474
ko:K07025	lmoy:LMOSLCC2479_0642
ko:K03294	lmoy:LMOSLCC2479_0653
ko:K07104	lmoy:LMOSLCC2479_0654
ko:K07457	lmoy:LMOSLCC2479_0666
ko:K09976	lmoy:LMOSLCC2479_1366
ko:K09764	lmoy:LMOSLCC2479_1386
ko:K03177	lmoy:LMOSLCC2479_1388
ko:K01934	lmoy:LMOSLCC2479_1396
ko:K00845	lmoy:LMOSLCC2479_1399
ko:K02249	lmoy:LMOSLCC2479_1401
ko:K02248	lmoy:LMOSLCC2479_1402
ko:K02246	lmoy:LMOSLCC2479_1404
ko:K02245	lmoy:LMOSLCC2479_1405
ko:K02244	lmoy:LMOSLCC2479_1406
ko:K02243	lmoy:LMOSLCC2479_1407
ko:K07720	lmoy:LMOSLCC2479_2074
ko:K09704	lmoy:LMOSLCC2479_2077
ko:K01191	lmoy:LMOSLCC2479_2078
ko:K01191	lmoy:LMOSLCC2479_2079
ko:K07105	lmoy:LMOSLCC2479_2085
ko:K08724	lmoy:LMOSLCC2479_2103
ko:K08152	lmoy:LMOSLCC2479_2107
ko:K07177	lmoy:LMOSLCC2479_2114
ko:K04750	lmoy:LMOSLCC2479_2802
ko:K01191	lmoy:LMOSLCC2479_2812
ko:K08161	lmoy:LMOSLCC2479_2819
ko:K00616	lmoy:LMOSLCC2479_2821
ko:K07343	lmoy:LMOSLCC2479_2824
ko:K03342	lmoy:LMOSLCC2479_2828
ko:K07258	lmoy:LMOSLCC2479_2832
ko:K00088	lmoy:LMOSLCC2479_2836
ko:K00575	lmoy:LMOSLCC2479_0693
ko:K01262	lmoy:LMOSLCC2479_1414
ko:K00929	lmoy:LMOSLCC2479_1430
ko:K08969	lmoy:LMOSLCC2479_0287
ko:K07668	lmoy:LMOSLCC2479_0288
ko:K07652	lmoy:LMOSLCC2479_0289
ko:K03491	lmoy:LMOSLCC2479_0298
ko:K02004	lmoy:LMOSLCC2479_1075
ko:K01092	lmoy:LMOSLCC2479_1079
ko:K01958	lmoy:LMOSLCC2479_1085
ko:K09693	lmoy:LMOSLCC2479_1088
ko:K01916	lmoy:LMOSLCC2479_1107
ko:K07504	lmoy:LMOSLCC2479_1781
ko:K09963	lmoy:LMOSLCC2479_1782
ko:K02025	lmoy:LMOSLCC2479_1795
ko:K01580	lmoy:LMOSLCC2479_2496
ko:K03488	lmoy:LMOSLCC2479_2498
ko:K07032	lmoy:LMOSLCC2479_2499
ko:K06994	lmoy:LMOSLCC2479_2524
ko:K00033	lmoy:LMOSLCC2479_1437
ko:K01823	lmoy:LMOSLCC2479_1443
ko:K02056	lmoy:LMOSLCC2479_1449
ko:K00059	lmoy:LMOSLCC2479_1454
ko:K07052	lmoy:LMOSLCC2479_2134
ko:K06889	lmoy:LMOSLCC2479_2138
ko:K01409	lmoy:LMOSLCC2479_2139
ko:K05020	lmoy:LMOSLCC2479_2156
ko:K00882	lmoy:LMOSLCC2479_2159
ko:K02775	lmoy:LMOSLCC2479_2160
ko:K02755	lmoy:LMOSLCC2479_2850
ko:K02756	lmoy:LMOSLCC2479_2850
ko:K02757	lmoy:LMOSLCC2479_2850
ko:K03488	lmoy:LMOSLCC2479_2851
ko:K02004	lmoy:LMOSLCC2479_2853
ko:K03491	lmoy:LMOSLCC2479_2862
ko:K02755	lmoy:LMOSLCC2479_2865
ko:K02756	lmoy:LMOSLCC2479_2865
ko:K02757	lmoy:LMOSLCC2479_2865
ko:K03488	lmoy:LMOSLCC2479_2866
ko:K02798	lmoy:LMOSLCC2479_2875
ko:K02799	lmoy:LMOSLCC2479_2877
ko:K02800	lmoy:LMOSLCC2479_2877
ko:K01788	lmoy:LMOSLCC2479_2879
ko:K01507	lmoy:LMOSLCC2479_0338
ko:K00616	lmoy:LMOSLCC2479_0343
ko:K00244	lmoy:LMOSLCC2479_0355
ko:K00158	lmoy:LMOSLCC2479_0732
ko:K03406	lmoy:LMOSLCC2479_0733
ko:K02755	lmoy:LMOSLCC2479_0747
ko:K02756	lmoy:LMOSLCC2479_0747
ko:K02757	lmoy:LMOSLCC2479_0747
ko:K07729	lmoy:LMOSLCC2479_0757
ko:K07098	lmoy:LMOSLCC2479_0771
ko:K09704	lmoy:LMOSLCC2479_0773
ko:K02443	lmoy:LMOSLCC2479_1465
ko:K00626	lmoy:LMOSLCC2479_1474
ko:K01641	lmoy:LMOSLCC2479_1475
ko:K06902	lmoy:LMOSLCC2479_1477
ko:K05845	lmoy:LMOSLCC2479_1482
ko:K05846	lmoy:LMOSLCC2479_1482
ko:K00383	lmoy:LMOSLCC2479_1493
ko:K07533	lmoy:LMOSLCC2479_1505
ko:K00625	lmoy:LMOSLCC2479_2167
ko:K07098	lmoy:LMOSLCC2479_2171
ko:K02004	lmoy:LMOSLCC2479_2180
ko:K00691	lmoy:LMOSLCC2479_2186
ko:K07052	lmoy:LMOSLCC2479_2192
ko:K00059	lmoy:LMOSLCC2479_2894
ko:K00058	lmoy:LMOSLCC2479_2903
ko:K04844	lmoy:LMOSLCC2479_2912
ko:K02025	lmoy:LMOSLCC2479_2917
ko:K01629	lmoy:LMOSLCC2479_2925
ko:K01813	lmoy:LMOSLCC2479_2926
ko:K06610	lmoy:LMOSLCC2479_2928
ko:K06346	lmoy:LMOSLCC2479_2931
ko:K00657	lmoy:LMOSLCC2479_0009
ko:K00869	lmoy:LMOSLCC2479_0011
ko:K00938	lmoy:LMOSLCC2479_0012
ko:K02793	lmoy:LMOSLCC2479_0021
ko:K02795	lmoy:LMOSLCC2479_0023
ko:K06201	lmoy:LMOSLCC2479_0026
ko:K02755	lmoy:LMOSLCC2479_0027
ko:K02756	lmoy:LMOSLCC2479_0027
ko:K02757	lmoy:LMOSLCC2479_0027
ko:K02795	lmoy:LMOSLCC2479_0790
ko:K02793	lmoy:LMOSLCC2479_0792
ko:K03976	lmoy:LMOSLCC2479_0798
ko:K03316	lmoy:LMOSLCC2479_0811
ko:K11072	lmoy:LMOSLCC2479_0815
ko:K11071	lmoy:LMOSLCC2479_0816
ko:K11069	lmoy:LMOSLCC2479_0818
ko:K01674	lmoy:LMOSLCC2479_0819
ko:K02371	lmoy:LMOSLCC2479_0822
ko:K02076	lmoy:LMOSLCC2479_1506
ko:K15986	lmoy:LMOSLCC2479_1509
ko:K01489	lmoy:LMOSLCC2479_1524
ko:K02238	lmoy:LMOSLCC2479_1543
ko:K07035	lmoy:LMOSLCC2479_2210
ko:K01759	lmoy:LMOSLCC2479_2233
ko:K01026	lmoy:LMOSLCC2479_2237
ko:K01478	lmoy:LMOSLCC2479_0043
ko:K07706	lmoy:LMOSLCC2479_0050
ko:K00054	lmoy:LMOSLCC2479_0833
ko:K06147	lmoy:LMOSLCC2479_0845
ko:K07784	lmoy:LMOSLCC2479_0846
ko:K02025	lmoy:LMOSLCC2479_0869
ko:K01226	lmoy:LMOSLCC2479_0871
ko:K06948	lmoy:LMOSLCC2479_1552
ko:K01243	lmoy:LMOSLCC2479_1555
ko:K02004	lmoy:LMOSLCC2479_1567
ko:K00016	lmoy:LMOSLCC2479_1595
ko:K04518	lmoy:LMOSLCC2479_1597
ko:K10823	lmoy:LMOSLCC2479_2257
ko:K15583	lmoy:LMOSLCC2479_2258
ko:K15582	lmoy:LMOSLCC2479_2259
ko:K06976	lmoy:LMOSLCC2479_2274
ko:K07533	lmoy:LMOSLCC2479_2284
ko:K03698	lmoy:LMOSLCC2479_2285
ko:K01679	lmoy:LMOSLCC2479_2290
ko:K12555	lmoy:LMOSLCC2479_2294
ko:K02004	lmoy:LMOSLCC2479_1810
ko:K02433	lmoy:LMOSLCC2479_1819
ko:K07094	lmoy:LMOSLCC2479_1824
ko:K01258	lmoy:LMOSLCC2479_1844
ko:K09762	lmoy:LMOSLCC2479_2533
ko:K01835	lmoy:LMOSLCC2479_2536
ko:K01785	lmoy:LMOSLCC2479_2537
ko:K01784	lmoy:LMOSLCC2479_2538
ko:K06023	lmoy:LMOSLCC2479_2544
ko:K07658	lmoy:LMOSLCC2479_2563
ko:K05937	lmoy:LMOSLCC2479_0389
ko:K15524	lmoy:LMOSLCC2479_0403
ko:K01759	lmoy:LMOSLCC2479_0408
ko:K07729	lmoy:LMOSLCC2479_0417
ko:K06889	lmoy:LMOSLCC2479_1124
ko:K01104	lmoy:LMOSLCC2479_1864
ko:K09787	lmoy:LMOSLCC2479_1866
ko:K00059	lmoy:LMOSLCC2479_1871
ko:K07030	lmoy:LMOSLCC2479_1878
ko:K00949	lmoy:LMOSLCC2479_1881
ko:K02242	lmoy:LMOSLCC2479_2575
ko:K02240	lmoy:LMOSLCC2479_2576
ko:K07692	lmoy:LMOSLCC2479_2578
ko:K02549	lmoy:LMOSLCC2479_2583
ko:K02116	lmoy:LMOSLCC2479_2599
ko:K02793	lmoy:LMOSLCC2479_0095
ko:K02794	lmoy:LMOSLCC2479_0095
ko:K02795	lmoy:LMOSLCC2479_0096
ko:K06147	lmoy:LMOSLCC2479_0106
ko:K06147	lmoy:LMOSLCC2479_0107
ko:K01081	lmoy:LMOSLCC2479_0129
ko:K00088	lmoy:LMOSLCC2479_0131
ko:K02035	lmoy:LMOSLCC2479_0134
ko:K02033	lmoy:LMOSLCC2479_0135
ko:K09167	lmoy:LMOSLCC2479_0892
ko:K08981	lmoy:LMOSLCC2479_0893
ko:K07315	lmoy:LMOSLCC2479_0902
ko:K03090	lmoy:LMOSLCC2479_0906
ko:K05518	lmoy:LMOSLCC2479_0907
ko:K03095	lmoy:LMOSLCC2479_0910
ko:K03492	lmoy:LMOSLCC2479_0914
ko:K00383	lmoy:LMOSLCC2479_0918
ko:K07584	lmoy:LMOSLCC2479_1602
ko:K02236	lmoy:LMOSLCC2479_1611
ko:K01719	lmoy:LMOSLCC2479_1617
ko:K11144	lmoy:LMOSLCC2479_1622
ko:K03346	lmoy:LMOSLCC2479_1623
ko:K10563	lmoy:LMOSLCC2479_1626
ko:K06889	lmoy:LMOSLCC2479_2326
ko:K14237	lmoy:LMOSLCC2479tRNA38
ko:K14237	lmoy:LMOSLCC2479tRNA56
ko:K14234	lmoy:LMOSLCC2479tRNA37
ko:K14225	lmoy:LMOSLCC2479tRNA22
ko:K14228	lmoy:LMOSLCC2479tRNA33
ko:K14220	lmoy:LMOSLCC2479tRNA64
ko:K14220	lmoy:LMOSLCC2479tRNA59
ko:K14220	lmoy:LMOSLCC2479tRNA20
ko:K14231	lmoy:LMOSLCC2479tRNA53
ko:K14236	lmoy:LMOSLCC2479tRNA52
ko:K07260	lmoy:LMOSLCC2479_1919
ko:K01739	lmoy:LMOSLCC2479_1743
ko:K01840	lmoy:LMOSLCC2479_0874
ko:K02027	lmoy:LMOSLCC2479_1794
ko:K01658	lmoy:LMOSLCC2479_1695
ko:K17752	lmoy:LMOSLCC2479_0901
ko:K02027	lmoy:LMOSLCC2479_0181
ko:K17828	lmoy:LMOSLCC2479_1897
ko:K02026	lmoy:LMOSLCC2479_0775
ko:K02026	lmoy:LMOSLCC2479_2916
ko:K02026	lmoy:LMOSLCC2479_0870
ko:K02026	lmoy:LMOSLCC2479_1796
ko:K02027	lmoy:LMOSLCC2479_0776
ko:K02027	lmoy:LMOSLCC2479_2918
ko:K17763	lmoy:LMOSLCC2479_0160
ko:K17763	lmoy:LMOSLCC2479_0899
ko:K02027	lmoy:LMOSLCC2479_0868
ko:K00537	lmoy:LMOSLCC2479_2488
ko:K00661	lmoy:LMOSLCC2479_0672
ko:K01183	lmoy:LMOSLCC2479_0104
ko:K17762	lmoy:LMOSLCC2479_0900
ko:K17733	lmoy:LMOSLCC2479_2339
ko:K01187	lmoy:LMOSLCC2479_0183
ko:K02769	lmoy:LMOSLCC2479_0428
ko:K02769	lmoy:LMOSLCC2479_0401
ko:K02769	lmoy:LMOSLCC2479_2201
ko:K07145	lmoy:LMOSLCC2479_0491
ko:K09022	lmoy:LMOSLCC2479_0852
ko:K18104	lmoy:LMOSLCC2479_2823
ko:K08221	lmoy:LMOSLCC2479_1469
ko:K02770	lmoy:LMOSLCC2479_2200
ko:K08316	lmoy:LMOSLCC2479_2116
ko:K01101	lmoy:LMOSLCC2479_2463
ko:K07741	lmoy:LMOSLCC2479_2378
ko:K02770	lmoy:LMOSLCC2479_0402
ko:K02770	lmoy:LMOSLCC2479_0429
ko:K00008	lmoy:LMOSLCC2479_0513
ko:K22597	lmoy:LMOSLCC2479_2919
ko:K02794	lmoy:LMOSLCC2479_0022
ko:K02794	lmoy:LMOSLCC2479_0791
ko:K22597	lmoy:LMOSLCC2479_2813
ko:K00008	lmoy:LMOSLCC2479_2730
ko:K00008	lmoy:LMOSLCC2479_2729
ko:K18231	lmoy:LMOSLCC2479_0931
ko:K02821	lmoy:LMOSLCC2479_2717
ko:K05352	lmoy:LMOSLCC2479_1101
ko:K09017	lmoy:LMOSLCC2479_2025
ko:K22579	lmoy:LMOSLCC2479_0412
ko:K07315	lmoy:LMOSLCC2479_0903
ko:K01297	lmoy:LMOSLCC2479_1701
ko:K02538	lmoy:LMOSLCC2479_0426
ko:K03483	lmoy:LMOSLCC2479_2718
ko:K03742	lmoy:LMOSLCC2479_1457
ko:K15780	lmoy:LMOSLCC2479_0219
ko:K03892	lmoy:LMOSLCC2479_2753
ko:K04749	lmoy:LMOSLCC2479_0904
ko:K18672	lmoy:LMOSLCC2479_2185
ko:K18673	lmoy:LMOSLCC2479_2842
ko:K18682	lmoy:LMOSLCC2479_1459
ko:K18692	lmoy:LMOSLCC2479_1511
ko:K03790	lmoy:LMOSLCC2479_2922
ko:K18892	lmoy:LMOSLCC2479_2830
ko:K18891	lmoy:LMOSLCC2479_2829
ko:K07171	lmoy:LMOSLCC2479_0898
ko:K18821	lmoy:LMOSLCC2479_2629
ko:K18967	lmoy:LMOSLCC2479_2239
ko:K03111	lmoy:LMOSLCC2479_2586
ko:K03502	lmoy:LMOSLCC2479_2742
ko:K03502	lmoy:LMOSLCC2479_2748
ko:K03169	lmoy:LMOSLCC2479_2834
ko:K03497	lmoy:LMOSLCC2479_2868
ko:K03496	lmoy:LMOSLCC2479_2869
ko:K03497	lmoy:LMOSLCC2479_2872
ko:K03111	lmoy:LMOSLCC2479_0045
ko:K08151	lmoy:LMOSLCC2479_0847
ko:K03111	lmoy:LMOSLCC2479_2363
ko:K00662	lmoy:LMOSLCC2479_1772
ko:K07483	lmoy:LMOSLCC2479_0471
ko:K06148	lmoy:LMOSLCC2479_1128
ko:K00020	lmoy:LMOSLCC2479_1018
ko:K19005	lmoy:LMOSLCC2479_0938
ko:K04028	lmoy:LMOSLCC2479_1181
ko:K07029	lmoy:LMOSLCC2479_1817
ko:K03526	lmoy:LMOSLCC2479_1502
ko:K18979	lmoy:LMOSLCC2479_0946
ko:K07816	lmoy:LMOSLCC2479_0810
ko:K03741	lmoy:LMOSLCC2479_2749
ko:K19002	lmoy:LMOSLCC2479_2618
ko:K02777	lmoy:LMOSLCC2479_1030
ko:K00354	lmoy:LMOSLCC2479_2532
ko:K03339	lmoy:LMOSLCC2479_2619
ko:K00798	lmoy:LMOSLCC2479_1206
ko:K05881	lmoy:LMOSLCC2479_0351
ko:K05881	lmoy:LMOSLCC2479_2774
ko:K01710	lmoy:LMOSLCC2479_1097
ko:K00571	lmoy:LMOSLCC2479_1644
ko:K19225	lmoy:LMOSLCC2479_1397
ko:K19285	lmoy:LMOSLCC2479_0948
ko:K03722	lmoy:LMOSLCC2479_1962
ko:K01990	lmoy:LMOSLCC2479_0764
ko:K01992	lmoy:LMOSLCC2479_0936
ko:K01992	lmoy:LMOSLCC2479_1700
ko:K19351	lmoy:LMOSLCC2479_0203
ko:K01990	lmoy:LMOSLCC2479_0935
ko:K01990	lmoy:LMOSLCC2479_1699
ko:K19411	lmoy:LMOSLCC2479_0231
ko:K19302	lmoy:LMOSLCC2479_2081
ko:K19267	lmoy:LMOSLCC2479_0440
ko:K04771	lmoy:LMOSLCC2479_0293
ko:K19405	lmoy:LMOSLCC2479_0232
ko:K19302	lmoy:LMOSLCC2479_1686
ko:K03574	lmoy:LMOSLCC2479_1732
ko:K19509	lmoy:LMOSLCC2479_2063
ko:K19508	lmoy:LMOSLCC2479_2064
ko:K19507	lmoy:LMOSLCC2479_2065
ko:K19504	lmoy:LMOSLCC2479_2062
ko:K06881	lmoy:LMOSLCC2479_1637
ko:K19510	lmoy:LMOSLCC2479_2061
ko:K19504	lmoy:LMOSLCC2479_0035
ko:K00887	lmoy:LMOSLCC2479_1525
ko:K02796	lmoy:LMOSLCC2479_0024
ko:K02796	lmoy:LMOSLCC2479_0789
ko:K02796	lmoy:LMOSLCC2479_0097
