ko:K09796	ahh:RY45_18710
ko:K00998	ahh:RY45_01720
ko:K06156	ahh:RY45_01725
ko:K00851	ahh:RY45_01730
ko:K01690	ahh:RY45_01735
ko:K00351	ahh:RY45_06130
ko:K03734	ahh:RY45_06135
ko:K05952	ahh:RY45_06140
ko:K02346	ahh:RY45_06150
ko:K03406	ahh:RY45_06155
ko:K03566	ahh:RY45_06160
ko:K07020	ahh:RY45_06165
ko:K06968	ahh:RY45_06175
ko:K00030	ahh:RY45_06185
ko:K01146	ahh:RY45_06190
ko:K06966	ahh:RY45_06195
ko:K06879	ahh:RY45_06210
ko:K15723	ahh:RY45_06215
ko:K06175	ahh:RY45_06250
ko:K02024	ahh:RY45_06260
ko:K05775	ahh:RY45_06265
ko:K02778	ahh:RY45_06270
ko:K02779	ahh:RY45_06270
ko:K00674	ahh:RY45_06280
ko:K00990	ahh:RY45_06285
ko:K01265	ahh:RY45_06290
ko:K02967	ahh:RY45_06295
ko:K02357	ahh:RY45_06300
ko:K09903	ahh:RY45_06305
ko:K02838	ahh:RY45_06310
ko:K00806	ahh:RY45_06315
ko:K00981	ahh:RY45_06320
ko:K00099	ahh:RY45_06325
ko:K11749	ahh:RY45_06330
ko:K07277	ahh:RY45_06335
ko:K06142	ahh:RY45_06340
ko:K02536	ahh:RY45_06345
ko:K02372	ahh:RY45_06350
ko:K00677	ahh:RY45_06355
ko:K00748	ahh:RY45_06360
ko:K03470	ahh:RY45_06365
ko:K02337	ahh:RY45_06370
ko:K01962	ahh:RY45_06375
ko:K03765	ahh:RY45_06380
ko:K03757	ahh:RY45_06385
ko:K00868	ahh:RY45_06395
ko:K14445	ahh:RY45_10735
ko:K03672	ahh:RY45_10740
ko:K18889	ahh:RY45_10750
ko:K18890	ahh:RY45_10755
ko:K14761	ahh:RY45_10765
ko:K03821	ahh:RY45_10775
ko:K00868	ahh:RY45_10795
ko:K00005	ahh:RY45_10805
ko:K05873	ahh:RY45_10820
ko:K09771	ahh:RY45_10830
ko:K03827	ahh:RY45_10840
ko:K11927	ahh:RY45_10845
ko:K00432	ahh:RY45_10850
ko:K07394	ahh:RY45_10855
ko:K01921	ahh:RY45_10860
ko:K06996	ahh:RY45_10865
ko:K05812	ahh:RY45_10870
ko:K07090	ahh:RY45_10875
ko:K07506	ahh:RY45_10890
ko:K07459	ahh:RY45_10895
ko:K01255	ahh:RY45_10935
ko:K12940	ahh:RY45_10945
ko:K00850	ahh:RY45_10950
ko:K01803	ahh:RY45_10955
ko:K06219	ahh:RY45_10965
ko:K03633	ahh:RY45_10970
ko:K03804	ahh:RY45_10975
ko:K03632	ahh:RY45_10980
ko:K03642	ahh:RY45_10985
ko:K01462	ahh:RY45_11000
ko:K03800	ahh:RY45_15320
ko:K07112	ahh:RY45_15340
ko:K07112	ahh:RY45_15345
ko:K07507	ahh:RY45_15365
ko:K03686	ahh:RY45_15370
ko:K04043	ahh:RY45_15375
ko:K03687	ahh:RY45_15380
ko:K00858	ahh:RY45_15385
ko:K03631	ahh:RY45_15390
ko:K15986	ahh:RY45_15395
ko:K13888	ahh:RY45_15405
ko:K05685	ahh:RY45_15410
ko:K01626	ahh:RY45_15430
ko:K03746	ahh:RY45_15435
ko:K09471	ahh:RY45_15465
ko:K14056	ahh:RY45_15470
ko:K00135	ahh:RY45_15475
ko:K07250	ahh:RY45_15480
ko:K14683	ahh:RY45_15505
ko:K07679	ahh:RY45_15520
ko:K06141	ahh:RY45_15530
ko:K03784	ahh:RY45_15535
ko:K01733	ahh:RY45_15570
ko:K00872	ahh:RY45_15575
ko:K12524	ahh:RY45_15580
ko:K02533	ahh:RY45_15585
ko:K00906	ahh:RY45_15590
ko:K19055	ahh:RY45_19935
ko:K01682	ahh:RY45_19970
ko:K07001	ahh:RY45_19975
ko:K00382	ahh:RY45_19995
ko:K00627	ahh:RY45_20000
ko:K00163	ahh:RY45_20005
ko:K06985	ahh:RY45_20020
ko:K00767	ahh:RY45_20025
ko:K02652	ahh:RY45_20035
ko:K02653	ahh:RY45_20040
ko:K02654	ahh:RY45_20045
ko:K00859	ahh:RY45_20050
ko:K18778	ahh:RY45_20055
ko:K09862	ahh:RY45_20060
ko:K03574	ahh:RY45_20065
ko:K03070	ahh:RY45_20075
ko:K02535	ahh:RY45_20085
ko:K03531	ahh:RY45_20090
ko:K03590	ahh:RY45_20095
ko:K03589	ahh:RY45_20100
ko:K01924	ahh:RY45_20105
ko:K02563	ahh:RY45_20110
ko:K03588	ahh:RY45_20115
ko:K01925	ahh:RY45_20120
ko:K01000	ahh:RY45_20125
ko:K01929	ahh:RY45_20130
ko:K01928	ahh:RY45_20135
ko:K03587	ahh:RY45_20140
ko:K03586	ahh:RY45_20145
ko:K03438	ahh:RY45_20150
ko:K03925	ahh:RY45_20155
ko:K02557	ahh:RY45_20170
ko:K02556	ahh:RY45_20175
ko:K02405	ahh:RY45_20180
ko:K02415	ahh:RY45_20185
ko:K02414	ahh:RY45_20190
ko:K02422	ahh:RY45_20200
ko:K09808	ahh:RY45_12645
ko:K03723	ahh:RY45_12655
ko:K03841	ahh:RY45_12660
ko:K15580	ahh:RY45_12665
ko:K08296	ahh:RY45_12680
ko:K00569	ahh:RY45_12690
ko:K10778	ahh:RY45_12705
ko:K01951	ahh:RY45_12720
ko:K00088	ahh:RY45_12725
ko:K03549	ahh:RY45_12730
ko:K03832	ahh:RY45_12735
ko:K03561	ahh:RY45_12740
ko:K03559	ahh:RY45_12745
ko:K02600	ahh:RY45_17040
ko:K09748	ahh:RY45_17045
ko:K03075	ahh:RY45_17060
ko:K01803	ahh:RY45_17065
ko:K03431	ahh:RY45_17070
ko:K00796	ahh:RY45_17075
ko:K03798	ahh:RY45_17080
ko:K02427	ahh:RY45_17085
ko:K07574	ahh:RY45_17090
ko:K03624	ahh:RY45_17100
ko:K02557	ahh:RY45_17105
ko:K02556	ahh:RY45_17110
ko:K03602	ahh:RY45_17115
ko:K00795	ahh:RY45_17120
ko:K01662	ahh:RY45_17125
ko:K02034	ahh:RY45_17130
ko:K02033	ahh:RY45_17135
ko:K02035	ahh:RY45_17140
ko:K02031	ahh:RY45_17145
ko:K02032	ahh:RY45_17145
ko:K01095	ahh:RY45_17150
ko:K00946	ahh:RY45_17155
ko:K03625	ahh:RY45_17160
ko:K00794	ahh:RY45_17165
ko:K01325	ahh:RY45_17170
ko:K14652	ahh:RY45_17175
ko:K00793	ahh:RY45_17180
ko:K11752	ahh:RY45_17185
ko:K07738	ahh:RY45_17190
ko:K00600	ahh:RY45_17200
ko:K03533	ahh:RY45_17215
ko:K01895	ahh:RY45_17245
ko:K03786	ahh:RY45_17250
ko:K02160	ahh:RY45_17255
ko:K01961	ahh:RY45_17260
ko:K14392	ahh:RY45_17270
ko:K02687	ahh:RY45_17290
ko:K00058	ahh:RY45_17295
ko:K00661	ahh:RY45_17300
ko:K00219	ahh:RY45_17310
ko:K05805	ahh:RY45_21600
ko:K03778	ahh:RY45_21605
ko:K04046	ahh:RY45_21610
ko:K03668	ahh:RY45_21615
ko:K01187	ahh:RY45_21625
ko:K15894	ahh:RY45_21630
ko:K00059	ahh:RY45_21675
ko:K05606	ahh:RY45_21725
ko:K00662	ahh:RY45_21730
ko:K00557	ahh:RY45_21755
ko:K07661	ahh:RY45_21760
ko:K07639	ahh:RY45_21765
ko:K00029	ahh:RY45_21775
ko:K02909	ahh:RY45_21785
ko:K04066	ahh:RY45_21790
ko:K03286	ahh:RY45_21810
ko:K01754	ahh:RY45_21815
ko:K01687	ahh:RY45_21820
ko:K00826	ahh:RY45_21825
ko:K11258	ahh:RY45_21830
ko:K01652	ahh:RY45_21835
ko:K07391	ahh:RY45_21840
ko:K08281	ahh:RY45_21865
ko:K00763	ahh:RY45_21870
ko:K02044	ahh:RY45_21875
ko:K02041	ahh:RY45_21880
ko:K10023	ahh:RY45_09225
ko:K04069	ahh:RY45_09235
ko:K06894	ahh:RY45_09250
ko:K05367	ahh:RY45_09255
ko:K03151	ahh:RY45_09265
ko:K02406	ahh:RY45_09280
ko:K02406	ahh:RY45_09285
ko:K06603	ahh:RY45_09290
ko:K02407	ahh:RY45_09295
ko:K02422	ahh:RY45_09300
ko:K06858	ahh:RY45_09315
ko:K02227	ahh:RY45_09320
ko:K01243	ahh:RY45_09325
ko:K07259	ahh:RY45_13615
ko:K03674	ahh:RY45_13620
ko:K14260	ahh:RY45_13630
ko:K00209	ahh:RY45_13640
ko:K03406	ahh:RY45_13645
ko:K03617	ahh:RY45_13660
ko:K03616	ahh:RY45_13665
ko:K03615	ahh:RY45_13670
ko:K03614	ahh:RY45_13675
ko:K03612	ahh:RY45_13680
ko:K03613	ahh:RY45_13685
ko:K10773	ahh:RY45_13690
ko:K01759	ahh:RY45_13695
ko:K03683	ahh:RY45_13710
ko:K07084	ahh:RY45_13715
ko:K05592	ahh:RY45_13720
ko:K10680	ahh:RY45_13750
ko:K02566	ahh:RY45_13760
ko:K06995	ahh:RY45_13770
ko:K01953	ahh:RY45_13775
ko:K00799	ahh:RY45_13785
ko:K16171	ahh:RY45_13795
ko:K00451	ahh:RY45_13800
ko:K00457	ahh:RY45_13805
ko:K18697	ahh:RY45_13810
ko:K06177	ahh:RY45_13815
ko:K14205	ahh:RY45_13835
ko:K03760	ahh:RY45_13840
ko:K03223	ahh:RY45_13855
ko:K03222	ahh:RY45_13865
ko:K04053	ahh:RY45_13870
ko:K04052	ahh:RY45_13875
ko:K04051	ahh:RY45_13880
ko:K03221	ahh:RY45_13885
ko:K04050	ahh:RY45_13890
ko:K03220	ahh:RY45_13895
ko:K00950	ahh:RY45_18175
ko:K00606	ahh:RY45_18180
ko:K01918	ahh:RY45_18185
ko:K01992	ahh:RY45_18225
ko:K01990	ahh:RY45_18230
ko:K00760	ahh:RY45_18235
ko:K03186	ahh:RY45_18245
ko:K02558	ahh:RY45_18250
ko:K01507	ahh:RY45_18255
ko:K07109	ahh:RY45_18270
ko:K02003	ahh:RY45_18285
ko:K02004	ahh:RY45_18290
ko:K09950	ahh:RY45_18295
ko:K03406	ahh:RY45_18305
ko:K00860	ahh:RY45_18315
ko:K00956	ahh:RY45_18325
ko:K00957	ahh:RY45_18330
ko:K02302	ahh:RY45_18335
ko:K07340	ahh:RY45_18345
ko:K04767	ahh:RY45_18350
ko:K06158	ahh:RY45_18355
ko:K07115	ahh:RY45_18365
ko:K11928	ahh:RY45_18400
ko:K19235	ahh:RY45_18405
ko:K16053	ahh:RY45_18410
ko:K00925	ahh:RY45_18415
ko:K14588	ahh:RY45_18430
ko:K01779	ahh:RY45_18435
ko:K01625	ahh:RY45_01740
ko:K06145	ahh:RY45_01745
ko:K18555	ahh:RY45_01750
ko:K15633	ahh:RY45_01760
ko:K02030	ahh:RY45_03505
ko:K08676	ahh:RY45_03525
ko:K00832	ahh:RY45_03565
ko:K01534	ahh:RY45_03590
ko:K11065	ahh:RY45_03595
ko:K02030	ahh:RY45_03600
ko:K03406	ahh:RY45_03625
ko:K07052	ahh:RY45_03630
ko:K09910	ahh:RY45_03640
ko:K02647	ahh:RY45_03645
ko:K03299	ahh:RY45_03650
ko:K00865	ahh:RY45_03655
ko:K00432	ahh:RY45_03665
ko:K03317	ahh:RY45_03675
ko:K00567	ahh:RY45_03680
ko:K15034	ahh:RY45_03685
ko:K04752	ahh:RY45_03690
ko:K02012	ahh:RY45_03695
ko:K02011	ahh:RY45_03700
ko:K02010	ahh:RY45_03705
ko:K07223	ahh:RY45_03710
ko:K03402	ahh:RY45_03715
ko:K10000	ahh:RY45_03720
ko:K09997	ahh:RY45_03725
ko:K09999	ahh:RY45_03730
ko:K09998	ahh:RY45_03735
ko:K00024	ahh:RY45_03740
ko:K05916	ahh:RY45_03755
ko:K13771	ahh:RY45_03760
ko:K03106	ahh:RY45_03775
ko:K02959	ahh:RY45_03780
ko:K02860	ahh:RY45_03785
ko:K00554	ahh:RY45_03790
ko:K02884	ahh:RY45_03795
ko:K09962	ahh:RY45_08180
ko:K06975	ahh:RY45_08185
ko:K12339	ahh:RY45_08190
ko:K00154	ahh:RY45_08215
ko:K04761	ahh:RY45_08235
ko:K03386	ahh:RY45_08240
ko:K15257	ahh:RY45_08260
ko:K15256	ahh:RY45_08265
ko:K01876	ahh:RY45_08275
ko:K03760	ahh:RY45_08285
ko:K02565	ahh:RY45_08290
ko:K01443	ahh:RY45_08295
ko:K02564	ahh:RY45_08300
ko:K02803	ahh:RY45_08305
ko:K02804	ahh:RY45_08305
ko:K12373	ahh:RY45_08310
ko:K01886	ahh:RY45_08315
ko:K03711	ahh:RY45_08320
ko:K03839	ahh:RY45_08330
ko:K03645	ahh:RY45_08350
ko:K01835	ahh:RY45_08355
ko:K15269	ahh:RY45_08360
ko:K08305	ahh:RY45_08380
ko:K05779	ahh:RY45_08390
ko:K05778	ahh:RY45_08395
ko:K05777	ahh:RY45_08400
ko:K03769	ahh:RY45_08425
ko:K07278	ahh:RY45_08435
ko:K09800	ahh:RY45_08440
ko:K03601	ahh:RY45_12755
ko:K03406	ahh:RY45_12765
ko:K01626	ahh:RY45_12770
ko:K00800	ahh:RY45_12775
ko:K00831	ahh:RY45_12780
ko:K03522	ahh:RY45_12785
ko:K03521	ahh:RY45_12790
ko:K00311	ahh:RY45_12795
ko:K03284	ahh:RY45_12800
ko:K16089	ahh:RY45_12820
ko:K02015	ahh:RY45_12825
ko:K02015	ahh:RY45_12830
ko:K02013	ahh:RY45_12835
ko:K02016	ahh:RY45_12845
ko:K00216	ahh:RY45_12860
ko:K01252	ahh:RY45_12870
ko:K02363	ahh:RY45_12875
ko:K02361	ahh:RY45_12880
ko:K00975	ahh:RY45_12895
ko:K00892	ahh:RY45_12915
ko:K07136	ahh:RY45_12920
ko:K01772	ahh:RY45_12925
ko:K00939	ahh:RY45_12930
ko:K04079	ahh:RY45_12935
ko:K06187	ahh:RY45_12940
ko:K02379	ahh:RY45_12945
ko:K15836	ahh:RY45_12950
ko:K05796	ahh:RY45_12970
ko:K03549	ahh:RY45_12975
ko:K12136	ahh:RY45_12980
ko:K12138	ahh:RY45_12990
ko:K15830	ahh:RY45_12995
ko:K12143	ahh:RY45_13000
ko:K15834	ahh:RY45_13010
ko:K08315	ahh:RY45_13015
ko:K01042	ahh:RY45_13020
ko:K03833	ahh:RY45_13025
ko:K04773	ahh:RY45_17315
ko:K00134	ahh:RY45_17330
ko:K09916	ahh:RY45_17335
ko:K01424	ahh:RY45_17340
ko:K03312	ahh:RY45_17345
ko:K03406	ahh:RY45_17350
ko:K02836	ahh:RY45_17355
ko:K04567	ahh:RY45_17360
ko:K00380	ahh:RY45_17370
ko:K00381	ahh:RY45_17375
ko:K00390	ahh:RY45_17380
ko:K02002	ahh:RY45_17385
ko:K02001	ahh:RY45_17390
ko:K02000	ahh:RY45_17395
ko:K03831	ahh:RY45_17420
ko:K09458	ahh:RY45_17430
ko:K00059	ahh:RY45_17435
ko:K00647	ahh:RY45_17445
ko:K07107	ahh:RY45_17465
ko:K01745	ahh:RY45_17470
ko:K02078	ahh:RY45_17495
ko:K02078	ahh:RY45_17500
ko:K01173	ahh:RY45_17530
ko:K00428	ahh:RY45_17535
ko:K01674	ahh:RY45_17540
ko:K16329	ahh:RY45_17545
ko:K16328	ahh:RY45_17550
ko:K00362	ahh:RY45_17560
ko:K15578	ahh:RY45_17565
ko:K15577	ahh:RY45_17570
ko:K15576	ahh:RY45_17575
ko:K02303	ahh:RY45_17585
ko:K02042	ahh:RY45_21885
ko:K03673	ahh:RY45_21890
ko:K09896	ahh:RY45_21905
ko:K17686	ahh:RY45_21920
ko:K00762	ahh:RY45_21925
ko:K00989	ahh:RY45_21930
ko:K02843	ahh:RY45_21940
ko:K07270	ahh:RY45_21955
ko:K02847	ahh:RY45_21960
ko:K03274	ahh:RY45_21970
ko:K00639	ahh:RY45_21980
ko:K00060	ahh:RY45_21985
ko:K03656	ahh:RY45_22000
ko:K11717	ahh:RY45_22005
ko:K02426	ahh:RY45_22010
ko:K03832	ahh:RY45_22055
ko:K03559	ahh:RY45_22060
ko:K03561	ahh:RY45_22065
ko:K00820	ahh:RY45_22085
ko:K07663	ahh:RY45_22095
ko:K07641	ahh:RY45_22100
ko:K06143	ahh:RY45_22110
ko:K04042	ahh:RY45_22115
ko:K02114	ahh:RY45_22120
ko:K02112	ahh:RY45_22125
ko:K02115	ahh:RY45_22130
ko:K02111	ahh:RY45_22135
ko:K02113	ahh:RY45_22140
ko:K02109	ahh:RY45_22145
ko:K02110	ahh:RY45_22150
ko:K03573	ahh:RY45_03805
ko:K08311	ahh:RY45_03815
ko:K08484	ahh:RY45_03820
ko:K13292	ahh:RY45_03825
ko:K03313	ahh:RY45_03835
ko:K03717	ahh:RY45_03845
ko:K02968	ahh:RY45_03855
ko:K03980	ahh:RY45_03860
ko:K11753	ahh:RY45_03865
ko:K01870	ahh:RY45_03870
ko:K03101	ahh:RY45_03875
ko:K03774	ahh:RY45_03880
ko:K03527	ahh:RY45_03885
ko:K08084	ahh:RY45_03890
ko:K02671	ahh:RY45_03895
ko:K02672	ahh:RY45_03900
ko:K02673	ahh:RY45_03905
ko:K02674	ahh:RY45_03910
ko:K02655	ahh:RY45_03915
ko:K02655	ahh:RY45_03920
ko:K08084	ahh:RY45_03925
ko:K01950	ahh:RY45_03945
ko:K04751	ahh:RY45_03950
ko:K07173	ahh:RY45_03960
ko:K13590	ahh:RY45_03965
ko:K12573	ahh:RY45_03970
ko:K03218	ahh:RY45_03980
ko:K02348	ahh:RY45_03990
ko:K01872	ahh:RY45_04005
ko:K03322	ahh:RY45_04010
ko:K02990	ahh:RY45_04015
ko:K02963	ahh:RY45_04020
ko:K02939	ahh:RY45_04025
ko:K00528	ahh:RY45_04030
ko:K07263	ahh:RY45_04055
ko:K01919	ahh:RY45_04060
ko:K01897	ahh:RY45_04070
ko:K03789	ahh:RY45_04080
ko:K02344	ahh:RY45_04085
ko:K03924	ahh:RY45_04090
ko:K05809	ahh:RY45_08460
ko:K08309	ahh:RY45_08470
ko:K02529	ahh:RY45_08475
ko:K10806	ahh:RY45_08485
ko:K08307	ahh:RY45_08500
ko:K01069	ahh:RY45_08505
ko:K03469	ahh:RY45_08515
ko:K02342	ahh:RY45_08520
ko:K01524	ahh:RY45_08530
ko:K00937	ahh:RY45_08535
ko:K10941	ahh:RY45_08550
ko:K10942	ahh:RY45_08555
ko:K10943	ahh:RY45_08560
ko:K11175	ahh:RY45_08570
ko:K01933	ahh:RY45_08575
ko:K00761	ahh:RY45_08580
ko:K09938	ahh:RY45_08585
ko:K10763	ahh:RY45_08590
ko:K01637	ahh:RY45_08595
ko:K01638	ahh:RY45_08600
ko:K11991	ahh:RY45_08610
ko:K02037	ahh:RY45_08615
ko:K02036	ahh:RY45_08625
ko:K02039	ahh:RY45_08630
ko:K07483	ahh:RY45_08645
ko:K03758	ahh:RY45_08665
ko:K02028	ahh:RY45_08680
ko:K02029	ahh:RY45_08685
ko:K02030	ahh:RY45_08690
ko:K07783	ahh:RY45_08700
ko:K07675	ahh:RY45_08705
ko:K06140	ahh:RY45_08715
ko:K02030	ahh:RY45_08725
ko:K01077	ahh:RY45_08735
ko:K01077	ahh:RY45_08740
ko:K14540	ahh:RY45_08745
ko:K04656	ahh:RY45_13030
ko:K04653	ahh:RY45_13035
ko:K04654	ahh:RY45_13040
ko:K04655	ahh:RY45_13045
ko:K04651	ahh:RY45_13050
ko:K04652	ahh:RY45_13055
ko:K02034	ahh:RY45_13070
ko:K02033	ahh:RY45_13075
ko:K02035	ahh:RY45_13080
ko:K03605	ahh:RY45_13090
ko:K06281	ahh:RY45_13095
ko:K06282	ahh:RY45_13110
ko:K03413	ahh:RY45_13115
ko:K03407	ahh:RY45_13125
ko:K03406	ahh:RY45_13130
ko:K03408	ahh:RY45_13135
ko:K00575	ahh:RY45_13140
ko:K03412	ahh:RY45_13145
ko:K03406	ahh:RY45_13155
ko:K01775	ahh:RY45_13160
ko:K03321	ahh:RY45_13180
ko:K07243	ahh:RY45_13210
ko:K07552	ahh:RY45_13230
ko:K02003	ahh:RY45_13240
ko:K02004	ahh:RY45_13245
ko:K18930	ahh:RY45_13270
ko:K00782	ahh:RY45_13275
ko:K18929	ahh:RY45_13280
ko:K18928	ahh:RY45_13285
ko:K03303	ahh:RY45_13290
ko:K01759	ahh:RY45_13305
ko:K00372	ahh:RY45_17590
ko:K06149	ahh:RY45_17605
ko:K00147	ahh:RY45_17615
ko:K00931	ahh:RY45_17620
ko:K11926	ahh:RY45_17625
ko:K11750	ahh:RY45_17630
ko:K00769	ahh:RY45_17635
ko:K01270	ahh:RY45_17640
ko:K13893	ahh:RY45_17655
ko:K13895	ahh:RY45_17660
ko:K13894	ahh:RY45_17665
ko:K02014	ahh:RY45_17670
ko:K03561	ahh:RY45_17680
ko:K03561	ahh:RY45_17685
ko:K03559	ahh:RY45_17690
ko:K03832	ahh:RY45_17695
ko:K01885	ahh:RY45_17750
ko:K03406	ahh:RY45_17755
ko:K07269	ahh:RY45_17760
ko:K03704	ahh:RY45_17765
ko:K13288	ahh:RY45_17795
ko:K06949	ahh:RY45_17800
ko:K01613	ahh:RY45_17805
ko:K18991	ahh:RY45_17835
ko:K09893	ahh:RY45_17850
ko:K09607	ahh:RY45_17855
ko:K02108	ahh:RY45_22155
ko:K02116	ahh:RY45_22160
ko:K03497	ahh:RY45_22165
ko:K03496	ahh:RY45_22170
ko:K03501	ahh:RY45_22175
ko:K03495	ahh:RY45_22180
ko:K06205	ahh:RY45_22185
ko:K02014	ahh:RY45_22190
ko:K06159	ahh:RY45_22195
ko:K02013	ahh:RY45_22200
ko:K02016	ahh:RY45_22205
ko:K02015	ahh:RY45_22210
ko:K03650	ahh:RY45_22215
ko:K03217	ahh:RY45_22220
ko:K03536	ahh:RY45_22225
ko:K02914	ahh:RY45_22230
ko:K16963	ahh:RY45_22235
ko:K16962	ahh:RY45_22240
ko:K16961	ahh:RY45_22245
ko:K03496	ahh:RY45_22330
ko:K06218	ahh:RY45_22335
ko:K02313	ahh:RY45_00005
ko:K02338	ahh:RY45_00010
ko:K03629	ahh:RY45_00015
ko:K02470	ahh:RY45_00020
ko:K04080	ahh:RY45_00035
ko:K04080	ahh:RY45_00040
ko:K00835	ahh:RY45_00045
ko:K07667	ahh:RY45_00065
ko:K07646	ahh:RY45_00070
ko:K01548	ahh:RY45_00075
ko:K01547	ahh:RY45_00080
ko:K01546	ahh:RY45_00085
ko:K00383	ahh:RY45_00090
ko:K18138	ahh:RY45_00100
ko:K03585	ahh:RY45_00105
ko:K18136	ahh:RY45_00110
ko:K00873	ahh:RY45_00140
ko:K07783	ahh:RY45_00145
ko:K08478	ahh:RY45_00150
ko:K08475	ahh:RY45_00155
ko:K08476	ahh:RY45_00160
ko:K01048	ahh:RY45_00175
ko:K00556	ahh:RY45_00185
ko:K03060	ahh:RY45_00195
ko:K00942	ahh:RY45_00200
ko:K12982	ahh:RY45_00205
ko:K11211	ahh:RY45_00210
ko:K01867	ahh:RY45_00240
ko:K06149	ahh:RY45_00245
ko:K00209	ahh:RY45_00250
ko:K02217	ahh:RY45_00260
ko:K07007	ahh:RY45_00265
ko:K08223	ahh:RY45_00270
ko:K01176	ahh:RY45_04685
ko:K01945	ahh:RY45_04700
ko:K00602	ahh:RY45_04705
ko:K09890	ahh:RY45_04720
ko:K02428	ahh:RY45_04730
ko:K07552	ahh:RY45_04735
ko:K03790	ahh:RY45_04750
ko:K03817	ahh:RY45_04755
ko:K08162	ahh:RY45_04770
ko:K07791	ahh:RY45_04780
ko:K01744	ahh:RY45_04785
ko:K07113	ahh:RY45_04790
ko:K04078	ahh:RY45_04800
ko:K04077	ahh:RY45_04805
ko:K06177	ahh:RY45_04820
ko:K03580	ahh:RY45_04825
ko:K07175	ahh:RY45_04870
ko:K02062	ahh:RY45_04875
ko:K02063	ahh:RY45_04880
ko:K02064	ahh:RY45_04885
ko:K01704	ahh:RY45_04900
ko:K01703	ahh:RY45_04905
ko:K00052	ahh:RY45_04910
ko:K01649	ahh:RY45_04915
ko:K01652	ahh:RY45_04935
ko:K01653	ahh:RY45_04940
ko:K13788	ahh:RY45_04945
ko:K00925	ahh:RY45_04950
ko:K09899	ahh:RY45_04955
ko:K09161	ahh:RY45_04960
ko:K07238	ahh:RY45_09335
ko:K03406	ahh:RY45_09340
ko:K01092	ahh:RY45_09345
ko:K08154	ahh:RY45_09360
ko:K09888	ahh:RY45_09365
ko:K09895	ahh:RY45_09370
ko:K03185	ahh:RY45_09375
ko:K18800	ahh:RY45_09380
ko:K00605	ahh:RY45_09385
ko:K02437	ahh:RY45_09390
ko:K00281	ahh:RY45_09395
ko:K07089	ahh:RY45_09400
ko:K01551	ahh:RY45_09420
ko:K03325	ahh:RY45_09425
ko:K00537	ahh:RY45_09430
ko:K03387	ahh:RY45_09450
ko:K03386	ahh:RY45_09455
ko:K07568	ahh:RY45_09465
ko:K00773	ahh:RY45_09470
ko:K03210	ahh:RY45_09475
ko:K03072	ahh:RY45_09480
ko:K03074	ahh:RY45_09485
ko:K05803	ahh:RY45_09495
ko:K08303	ahh:RY45_09505
ko:K15396	ahh:RY45_09520
ko:K13643	ahh:RY45_09525
ko:K04487	ahh:RY45_09530
ko:K04488	ahh:RY45_09535
ko:K13628	ahh:RY45_09540
ko:K04082	ahh:RY45_09545
ko:K04044	ahh:RY45_09550
ko:K04755	ahh:RY45_09555
ko:K07751	ahh:RY45_09560
ko:K07751	ahh:RY45_09565
ko:K00940	ahh:RY45_09570
ko:K06941	ahh:RY45_09575
ko:K02656	ahh:RY45_09580
ko:K15539	ahh:RY45_09585
ko:K03526	ahh:RY45_09590
ko:K01892	ahh:RY45_09595
ko:K17713	ahh:RY45_09605
ko:K03977	ahh:RY45_09610
ko:K03219	ahh:RY45_13900
ko:K04049	ahh:RY45_13905
ko:K03230	ahh:RY45_13965
ko:K04060	ahh:RY45_13970
ko:K04059	ahh:RY45_13975
ko:K04058	ahh:RY45_13990
ko:K03224	ahh:RY45_13995
ko:K04056	ahh:RY45_14000
ko:K03225	ahh:RY45_14010
ko:K03226	ahh:RY45_14015
ko:K03227	ahh:RY45_14020
ko:K03228	ahh:RY45_14025
ko:K03229	ahh:RY45_14030
ko:K11179	ahh:RY45_14055
ko:K03749	ahh:RY45_14060
ko:K11754	ahh:RY45_14065
ko:K01963	ahh:RY45_14070
ko:K06173	ahh:RY45_14075
ko:K08086	ahh:RY45_14080
ko:K00133	ahh:RY45_14085
ko:K03473	ahh:RY45_14090
ko:K02073	ahh:RY45_14100
ko:K05349	ahh:RY45_14135
ko:K09773	ahh:RY45_14150
ko:K11734	ahh:RY45_14160
ko:K09807	ahh:RY45_14165
ko:K03308	ahh:RY45_18475
ko:K02030	ahh:RY45_18480
ko:K03308	ahh:RY45_18485
ko:K03719	ahh:RY45_18515
ko:K07305	ahh:RY45_18555
ko:K00700	ahh:RY45_18565
ko:K00705	ahh:RY45_18570
ko:K00134	ahh:RY45_18575
ko:K01792	ahh:RY45_18580
ko:K03517	ahh:RY45_18585
ko:K03406	ahh:RY45_18590
ko:K03640	ahh:RY45_18630
ko:K03641	ahh:RY45_18635
ko:K03646	ahh:RY45_18640
ko:K03560	ahh:RY45_18645
ko:K03562	ahh:RY45_18650
ko:K07107	ahh:RY45_18655
ko:K00426	ahh:RY45_18670
ko:K00425	ahh:RY45_18675
ko:K03551	ahh:RY45_18680
ko:K03550	ahh:RY45_18685
ko:K01881	ahh:RY45_18695
ko:K15580	ahh:RY45_18735
ko:K03071	ahh:RY45_01770
ko:K00057	ahh:RY45_01775
ko:K07400	ahh:RY45_01780
ko:K02170	ahh:RY45_01790
ko:K06959	ahh:RY45_01810
ko:K04760	ahh:RY45_01815
ko:K07659	ahh:RY45_01820
