ko:K01212	bamp:B938_19310
ko:K02033	bamp:B938_04300
ko:K07029	bamp:B938_03310
ko:K08194	bamp:B938_01455
ko:K10118	bamp:B938_15180
ko:K10119	bamp:B938_14075
ko:K10118	bamp:B938_14070
ko:K01081	bamp:B938_04510
ko:K02443	bamp:B938_04550
ko:K01835	bamp:B938_04570
ko:K02480	bamp:B938_04575
ko:K01077	bamp:B938_04620
ko:K03294	bamp:B938_04650
ko:K00059	bamp:B938_08670
ko:K00639	bamp:B938_08730
ko:K15329	bamp:B938_08780
ko:K03647	bamp:B938_08910
ko:K03713	bamp:B938_08955
ko:K02238	bamp:B938_12330
ko:K06948	bamp:B938_12380
ko:K03976	bamp:B938_12520
ko:K14338	bamp:B938_12535
ko:K01243	bamp:B938_12595
ko:K00090	bamp:B938_16390
ko:K09762	bamp:B938_16420
ko:K06023	bamp:B938_16535
ko:K02564	bamp:B938_16545
ko:K02499	bamp:B938_00300
ko:K07114	bamp:B938_00340
ko:K02619	bamp:B938_00395
ko:K03708	bamp:B938_00430
ko:K07067	bamp:B938_00455
ko:K03455	bamp:B938_04830
ko:K03698	bamp:B938_04880
ko:K07533	bamp:B938_04890
ko:K10041	bamp:B938_12675
ko:K02242	bamp:B938_16740
ko:K02241	bamp:B938_16745
ko:K02240	bamp:B938_16750
ko:K07692	bamp:B938_16760
ko:K02851	bamp:B938_16780
ko:K00712	bamp:B938_16875
ko:K09698	bamp:B938_00475
ko:K00564	bamp:B938_00545
ko:K00939	bamp:B938_00700
ko:K00626	bamp:B938_05080
ko:K05937	bamp:B938_05125
ko:K03307	bamp:B938_05150
ko:K07120	bamp:B938_05185
ko:K07105	bamp:B938_12890
ko:K04518	bamp:B938_12895
ko:K07584	bamp:B938_12925
ko:K06402	bamp:B938_12935
ko:K02236	bamp:B938_12985
ko:K01719	bamp:B938_13025
ko:K04076	bamp:B938_13060
ko:K02428	bamp:B938_13135
ko:K00852	bamp:B938_17005
ko:K10440	bamp:B938_17020
ko:K10439	bamp:B938_17025
ko:K06325	bamp:B938_17070
ko:K01104	bamp:B938_17160
ko:K03593	bamp:B938_00790
ko:K01092	bamp:B938_00820
ko:K15629	bamp:B938_05360
ko:K06889	bamp:B938_05400
ko:K00854	bamp:B938_09000
ko:K13953	bamp:B938_09025
ko:K09976	bamp:B938_09170
ko:K06196	bamp:B938_09180
ko:K00241	bamp:B938_13185
ko:K01209	bamp:B938_13215
ko:K03471	bamp:B938_13280
ko:K01209	bamp:B938_13325
ko:K00853	bamp:B938_13360
ko:K01181	bamp:B938_17340
ko:K07114	bamp:B938_17395
ko:K07114	bamp:B938_17400
ko:K01560	bamp:B938_00985
ko:K00547	bamp:B938_01140
ko:K11626	bamp:B938_01145
ko:K15976	bamp:B938_01185
ko:K01113	bamp:B938_01215
ko:K02035	bamp:B938_05525
ko:K15582	bamp:B938_05560
ko:K15583	bamp:B938_05565
ko:K10823	bamp:B938_05570
ko:K16509	bamp:B938_05585
ko:K07816	bamp:B938_05645
ko:K03455	bamp:B938_05665
ko:K03153	bamp:B938_05680
ko:K00652	bamp:B938_09450
ko:K00666	bamp:B938_09505
ko:K07025	bamp:B938_13425
ko:K11144	bamp:B938_13450
ko:K03346	bamp:B938_13455
ko:K10563	bamp:B938_13505
ko:K07658	bamp:B938_13520
ko:K00027	bamp:B938_13595
ko:K00059	bamp:B938_13640
ko:K02116	bamp:B938_17470
ko:K08234	bamp:B938_17535
ko:K00027	bamp:B938_17550
ko:K02446	bamp:B938_17575
ko:K00616	bamp:B938_17585
ko:K03048	bamp:B938_17610
ko:K06147	bamp:B938_17635
ko:K00374	bamp:B938_17650
ko:K02033	bamp:B938_05530
ko:K01424	bamp:B938_01250
ko:K01182	bamp:B938_01300
ko:K09815	bamp:B938_01305
ko:K01176	bamp:B938_01400
ko:K00016	bamp:B938_01405
ko:K01916	bamp:B938_01440
ko:K00294	bamp:B938_01480
ko:K00121	bamp:B938_01540
ko:K08093	bamp:B938_01575
ko:K01760	bamp:B938_05810
ko:K00059	bamp:B938_09675
ko:K00058	bamp:B938_09700
ko:K06286	bamp:B938_13735
ko:K04767	bamp:B938_13875
ko:K07729	bamp:B938_17730
ko:K01480	bamp:B938_17765
ko:K03294	bamp:B938_17805
ko:K10947	bamp:B938_17830
ko:K00625	bamp:B938_17885
ko:K00294	bamp:B938_17950
ko:K02004	bamp:B938_01755
ko:K00135	bamp:B938_01845
ko:K01784	bamp:B938_06190
ko:K02786	bamp:B938_06205
ko:K01220	bamp:B938_06210
ko:K02530	bamp:B938_06215
ko:K01719	bamp:B938_06285
ko:K03307	bamp:B938_10020
ko:K03784	bamp:B938_10065
ko:K00027	bamp:B938_13960
ko:K01439	bamp:B938_14005
ko:K06183	bamp:B938_14030
ko:K05020	bamp:B938_14050
ko:K01048	bamp:B938_14200
ko:K03488	bamp:B938_18085
ko:K01759	bamp:B938_18255
ko:K16898	bamp:B938_05215
ko:K16202	bamp:B938_06645
ko:K13611	bamp:B938_08805
ko:K00128	bamp:B938_13770
ko:K11620	bamp:B938_15485
ko:K06344	bamp:B938_05715
ko:K16962	bamp:B938_01730
ko:K11636	bamp:B938_18795
ko:K06343	bamp:B938_05720
ko:K16593	bamp:B938_09435
ko:K00128	bamp:B938_18915
ko:K11440	bamp:B938_14390
ko:K13615	bamp:B938_08825
ko:K06321	bamp:B938_10165
ko:K06319	bamp:B938_10170
ko:K06322	bamp:B938_10160
ko:K16044	bamp:B938_15725
ko:K13613	bamp:B938_08815
ko:K06376	bamp:B938_06975
ko:K06340	bamp:B938_05735
ko:K07698	bamp:B938_07410
ko:K11814	bamp:B938_08875
ko:K11815	bamp:B938_08870
ko:K06323	bamp:B938_10155
ko:K06372	bamp:B938_11855
ko:K14219	bamp:B938_t19584
ko:K14219	bamp:B938_t19714
ko:K14219	bamp:B938_t19596
ko:K14219	bamp:B938_t19634
ko:K06359	bamp:B938_10210
ko:K14218	bamp:B938_t19564
ko:K06388	bamp:B938_06580
ko:K12263	bamp:B938_16650
ko:K11635	bamp:B938_18800
ko:K14224	bamp:B938_t19570
ko:K14228	bamp:B938_t19630
ko:K16785	bamp:B938_06785
ko:K16786	bamp:B938_06790
ko:K16787	bamp:B938_06790
ko:K02803	bamp:B938_03790
ko:K02804	bamp:B938_03790
ko:K00355	bamp:B938_04070
ko:K11639	bamp:B938_03745
ko:K15657	bamp:B938_01605
ko:K15655	bamp:B938_01595
ko:K15656	bamp:B938_01600
ko:K02768	bamp:B938_12505
ko:K02769	bamp:B938_12505
ko:K02770	bamp:B938_12505
ko:K11991	bamp:B938_00095
ko:K07979	bamp:B938_14170
ko:K16919	bamp:B938_14150
ko:K02809	bamp:B938_18080
ko:K02810	bamp:B938_18080
ko:K03794	bamp:B938_08025
ko:K16918	bamp:B938_14140
ko:K16920	bamp:B938_14145
ko:K16919	bamp:B938_14160
ko:K16921	bamp:B938_14165
ko:K06113	bamp:B938_18700
ko:K03417	bamp:B938_11575
ko:K14218	bamp:B938_t19588
ko:K14218	bamp:B938_t19608
ko:K14218	bamp:B938_t19710
ko:K14218	bamp:B938_t19600
ko:K00951	bamp:B938_12770
ko:K06292	bamp:B938_16915
ko:K06290	bamp:B938_15460
ko:K15654	bamp:B938_01590
ko:K16248	bamp:B938_02995
ko:K16899	bamp:B938_05210
ko:K16869	bamp:B938_17870
ko:K01985	bamp:B938_r19754
ko:K01985	bamp:B938_r19742
ko:K01985	bamp:B938_r19744
ko:K01985	bamp:B938_r19758
ko:K01985	bamp:B938_r19748
ko:K01985	bamp:B938_r19746
ko:K01985	bamp:B938_r19752
ko:K01985	bamp:B938_r19750
ko:K14230	bamp:B938_t19568
ko:K16925	bamp:B938_06795
ko:K11621	bamp:B938_15480
ko:K15924	bamp:B938_09385
ko:K02538	bamp:B938_12510
ko:K14234	bamp:B938_t19656
ko:K14234	bamp:B938_t19574
ko:K14234	bamp:B938_t19614
ko:K14234	bamp:B938_t19724
ko:K01980	bamp:B938_r19784
ko:K14233	bamp:B938_t19644
ko:K14225	bamp:B938_t19594
ko:K14228	bamp:B938_t19672
ko:K16960	bamp:B938_15775
ko:K16959	bamp:B938_15780
ko:K16958	bamp:B938_15785
ko:K16957	bamp:B938_15790
ko:K16956	bamp:B938_15795
ko:K02101	bamp:B938_13350
ko:K16963	bamp:B938_01735
ko:K15327	bamp:B938_08770
ko:K15468	bamp:B938_08830
ko:K06293	bamp:B938_16920
ko:K06289	bamp:B938_15455
ko:K16247	bamp:B938_02985
ko:K21064	bamp:B938_05395
ko:K01897	bamp:B938_05045
ko:K17217	bamp:B938_12585
ko:K17103	bamp:B938_01100
ko:K01977	bamp:B938_r19774
ko:K01977	bamp:B938_r19766
ko:K01977	bamp:B938_r19770
ko:K01977	bamp:B938_r19764
ko:K01977	bamp:B938_r19776
ko:K01977	bamp:B938_r19768
ko:K01977	bamp:B938_r19760
ko:K01977	bamp:B938_r19772
ko:K01977	bamp:B938_r19762
ko:K01990	bamp:B938_14020
ko:K01980	bamp:B938_r19796
ko:K01980	bamp:B938_r19790
ko:K01980	bamp:B938_r19788
ko:K01980	bamp:B938_r19782
ko:K01980	bamp:B938_r19778
ko:K01980	bamp:B938_r19786
ko:K01980	bamp:B938_r19792
ko:K01980	bamp:B938_r19794
ko:K01980	bamp:B938_r19780
ko:K01992	bamp:B938_14015
ko:K01990	bamp:B938_14955
ko:K01992	bamp:B938_04860
ko:K01990	bamp:B938_04455
ko:K01990	bamp:B938_04855
ko:K01990	bamp:B938_04945
ko:K11633	bamp:B938_18805
ko:K11623	bamp:B938_02715
ko:K14218	bamp:B938_t19728
ko:K01664	bamp:B938_00390
ko:K01990	bamp:B938_00945
ko:K11638	bamp:B938_03735
ko:K03457	bamp:B938_17260
ko:K00096	bamp:B938_13345
ko:K06430	bamp:B938_10565
ko:K17216	bamp:B938_12590
ko:K00034	bamp:B938_01295
ko:K01897	bamp:B938_13240
ko:K03457	bamp:B938_18420
ko:K06298	bamp:B938_13145
ko:K00265	bamp:B938_09645
ko:K16235	bamp:B938_01135
ko:K02484	bamp:B938_19135
ko:K06427	bamp:B938_15595
ko:K11634	bamp:B938_18810
ko:K04091	bamp:B938_04345
ko:K01537	bamp:B938_08040
ko:K14231	bamp:B938_t19654
ko:K14231	bamp:B938_t19698
ko:K14231	bamp:B938_t19732
ko:K17462	bamp:B938_12600
ko:K14230	bamp:B938_t19638
ko:K14230	bamp:B938_t19650
ko:K14230	bamp:B938_t19702
ko:K14230	bamp:B938_t19708
ko:K14230	bamp:B938_t19602
ko:K02029	bamp:B938_11510
ko:K02028	bamp:B938_11505
ko:K01992	bamp:B938_04950
ko:K17235	bamp:B938_13335
ko:K17236	bamp:B938_13330
ko:K14227	bamp:B938_t19562
ko:K14227	bamp:B938_t19692
ko:K14227	bamp:B938_t19606
ko:K03574	bamp:B938_16435
ko:K14222	bamp:B938_t19668
ko:K14233	bamp:B938_t19566
ko:K14233	bamp:B938_t19704
ko:K01990	bamp:B938_02170
ko:K01990	bamp:B938_03510
ko:K01990	bamp:B938_05780
ko:K01990	bamp:B938_17840
ko:K10112	bamp:B938_15160
ko:K01990	bamp:B938_01000
ko:K01990	bamp:B938_04460
ko:K01990	bamp:B938_15635
ko:K10112	bamp:B938_18460
ko:K14224	bamp:B938_t19624
ko:K14224	bamp:B938_t19736
ko:K14224	bamp:B938_t19686
ko:K14224	bamp:B938_t19610
ko:K14224	bamp:B938_t19646
ko:K01992	bamp:B938_01005
ko:K01992	bamp:B938_01010
ko:K01992	bamp:B938_03515
ko:K01992	bamp:B938_15640
ko:K01992	bamp:B938_17845
ko:K14219	bamp:B938_t19682
ko:K14219	bamp:B938_t19684
ko:K17472	bamp:B938_12730
ko:K14220	bamp:B938_t19620
ko:K14220	bamp:B938_t19690
ko:K14220	bamp:B938_t19642
ko:K14237	bamp:B938_t19676
ko:K14219	bamp:B938_t19678
ko:K14228	bamp:B938_t19720
ko:K14234	bamp:B938_t19592
ko:K14233	bamp:B938_t19688
ko:K14233	bamp:B938_t19622
ko:K14237	bamp:B938_t19572
ko:K14237	bamp:B938_t19726
ko:K14237	bamp:B938_t19612
ko:K14237	bamp:B938_t19648
ko:K14236	bamp:B938_t19616
ko:K14236	bamp:B938_t19658
ko:K14223	bamp:B938_t19618
ko:K14223	bamp:B938_t19664
ko:K14223	bamp:B938_t19626
ko:K14229	bamp:B938_t19576
ko:K14229	bamp:B938_t19722
ko:K14229	bamp:B938_t19628
ko:K14229	bamp:B938_t19738
ko:K14228	bamp:B938_t19578
ko:K14228	bamp:B938_t19632
ko:K14232	bamp:B938_t19586
ko:K14232	bamp:B938_t19712
ko:K14232	bamp:B938_t19598
ko:K14230	bamp:B938_t19706
ko:K14221	bamp:B938_t19640
ko:K14221	bamp:B938_t19734
ko:K14221	bamp:B938_t19700
ko:K14221	bamp:B938_t19652
ko:K14235	bamp:B938_t19660
ko:K14226	bamp:B938_t19662
ko:K14226	bamp:B938_t19696
ko:K14225	bamp:B938_t19580
ko:K14225	bamp:B938_t19666
ko:K14225	bamp:B938_t19718
ko:K14219	bamp:B938_t19730
ko:K14223	bamp:B938_t19680
ko:K14228	bamp:B938_t19582
ko:K14228	bamp:B938_t19716
ko:K14228	bamp:B938_t19670
ko:K14225	bamp:B938_t19636
ko:K14225	bamp:B938_t19674
ko:K14225	bamp:B938_t19694
ko:K14220	bamp:B938_t19590
ko:K01739	bamp:B938_05805
ko:K17686	bamp:B938_15705
ko:K01227	bamp:B938_16895
ko:K01791	bamp:B938_16845
ko:K03292	bamp:B938_08980
ko:K03292	bamp:B938_06325
ko:K17836	bamp:B938_06160
ko:K01843	bamp:B938_10115
ko:K15668	bamp:B938_09535
ko:K06518	bamp:B938_00970
ko:K06518	bamp:B938_18225
ko:K17752	bamp:B938_02280
ko:K17828	bamp:B938_07975
ko:K11928	bamp:B938_01485
ko:K18115	bamp:B938_09870
ko:K12574	bamp:B938_07430
ko:K12574	bamp:B938_08620
ko:K17763	bamp:B938_03460
ko:K17763	bamp:B938_06780
ko:K17763	bamp:B938_09950
ko:K17763	bamp:B938_11935
ko:K17837	bamp:B938_05770
ko:K17763	bamp:B938_02270
ko:K07284	bamp:B938_03715
ko:K07284	bamp:B938_04515
ko:K17733	bamp:B938_01285
ko:K00128	bamp:B938_09865
ko:K17758	bamp:B938_18425
ko:K17762	bamp:B938_02275
ko:K17734	bamp:B938_08850
ko:K01187	bamp:B938_14495
ko:K00537	bamp:B938_15315
ko:K08221	bamp:B938_03630
ko:K18104	bamp:B938_16470
ko:K00104	bamp:B938_13310
ko:K00632	bamp:B938_15325
ko:K02809	bamp:B938_00890
ko:K02810	bamp:B938_00890
ko:K00004	bamp:B938_03045
ko:K07222	bamp:B938_02570
ko:K01101	bamp:B938_15055
ko:K03892	bamp:B938_18365
ko:K01297	bamp:B938_09790
ko:K05799	bamp:B938_16140
ko:K03206	bamp:B938_04585
ko:K21471	bamp:B938_16450
ko:K07145	bamp:B938_03450
ko:K21469	bamp:B938_00885
ko:K21472	bamp:B938_15080
ko:K03719	bamp:B938_02015
ko:K21466	bamp:B938_07160
ko:K00008	bamp:B938_02990
ko:K01046	bamp:B938_01255
ko:K18231	bamp:B938_02735
ko:K19302	bamp:B938_17290
ko:K11923	bamp:B938_04685
ko:K19546	bamp:B938_17925
ko:K11691	bamp:B938_02150
ko:K00675	bamp:B938_16400
ko:K05937	bamp:B938_05120
ko:K16898	bamp:B938_05225
ko:K00004	bamp:B938_00825
ko:K17716	bamp:B938_10185
ko:K15973	bamp:B938_06835
ko:K09457	bamp:B938_07060
ko:K06284	bamp:B938_07405
ko:K02078	bamp:B938_03330
ko:K02372	bamp:B938_03335
ko:K09458	bamp:B938_03345
ko:K00059	bamp:B938_03350
ko:K06304	bamp:B938_11655
ko:K19449	bamp:B938_11860
ko:K19429	bamp:B938_16175
ko:K19430	bamp:B938_16170
ko:K22579	bamp:B938_16605
ko:K03742	bamp:B938_08695
ko:K16236	bamp:B938_18730
ko:K00681	bamp:B938_17095
ko:K00681	bamp:B938_09595
ko:K08693	bamp:B938_03855
ko:K15640	bamp:B938_05075
ko:K09388	bamp:B938_17810
ko:K06380	bamp:B938_12980
ko:K04749	bamp:B938_02290
ko:K06384	bamp:B938_11190
ko:K09809	bamp:B938_16870
ko:K12555	bamp:B938_04975
ko:K15632	bamp:B938_02600
ko:K18770	bamp:B938_14615
ko:K18672	bamp:B938_00925
ko:K18707	bamp:B938_12255
ko:K18692	bamp:B938_12110
ko:K18929	bamp:B938_16125
ko:K01971	bamp:B938_06845
ko:K18928	bamp:B938_16130
ko:K18925	bamp:B938_06700
ko:K18907	bamp:B938_19410
ko:K06147	bamp:B938_04040
ko:K09692	bamp:B938_16865
ko:K03790	bamp:B938_09095
ko:K01612	bamp:B938_01670
ko:K07171	bamp:B938_02265
ko:K18967	bamp:B938_04480
ko:K06147	bamp:B938_04035
ko:K03111	bamp:B938_17200
ko:K06979	bamp:B938_01165
ko:K04565	bamp:B938_09915
ko:K03169	bamp:B938_02020
ko:K03111	bamp:B938_19465
ko:K03497	bamp:B938_19505
ko:K03496	bamp:B938_19510
ko:K03497	bamp:B938_19515
ko:K08191	bamp:B938_09320
ko:K19005	bamp:B938_03560
ko:K06437	bamp:B938_07290
ko:K03526	bamp:B938_12075
ko:K19005	bamp:B938_03800
ko:K18979	bamp:B938_04375
ko:K01174	bamp:B938_10245
ko:K07816	bamp:B938_18275
ko:K14742	bamp:B938_02915
ko:K06609	bamp:B938_02900
ko:K11624	bamp:B938_02720
ko:K19242	bamp:B938_04630
ko:K02483	bamp:B938_01760
ko:K19563	bamp:B938_09455
ko:K02777	bamp:B938_10535
ko:K15662	bamp:B938_09400
ko:K07149	bamp:B938_01640
ko:K00354	bamp:B938_11430
ko:K02253	bamp:B938_14720
ko:K19220	bamp:B938_09920
ko:K15663	bamp:B938_09395
ko:K00798	bamp:B938_15500
ko:K19223	bamp:B938_04600
ko:K19224	bamp:B938_04625
ko:K01897	bamp:B938_05085
ko:K01710	bamp:B938_17975
ko:K01447	bamp:B938_06570
ko:K06345	bamp:B938_12860
ko:K11615	bamp:B938_14635
ko:K01447	bamp:B938_06365
ko:K15661	bamp:B938_09405
ko:K01785	bamp:B938_09565
ko:K19426	bamp:B938_16195
ko:K19433	bamp:B938_11875
ko:K19302	bamp:B938_10080
ko:K00020	bamp:B938_07150
ko:K19285	bamp:B938_18115
ko:K19286	bamp:B938_01820
ko:K19424	bamp:B938_16210
ko:K03722	bamp:B938_10490
ko:K03722	bamp:B938_10620
ko:K01585	bamp:B938_07545
ko:K02100	bamp:B938_16050
ko:K01567	bamp:B938_03940
ko:K01992	bamp:B938_02175
ko:K01992	bamp:B938_04465
ko:K01992	bamp:B938_05775
ko:K01992	bamp:B938_15645
ko:K15667	bamp:B938_09540
ko:K15666	bamp:B938_09545
ko:K15665	bamp:B938_09550
ko:K00839	bamp:B938_15145
ko:K19422	bamp:B938_16220
ko:K19421	bamp:B938_16225
ko:K04771	bamp:B938_15410
ko:K04771	bamp:B938_06620
ko:K15664	bamp:B938_09555
ko:K01400	bamp:B938_07575
ko:K19405	bamp:B938_00440
ko:K19411	bamp:B938_00435
ko:K00525	bamp:B938_08915
ko:K19432	bamp:B938_18185
ko:K00903	bamp:B938_16230
ko:K19419	bamp:B938_16205
ko:K19423	bamp:B938_16215
ko:K19425	bamp:B938_16200
ko:K03574	bamp:B938_14260
ko:K19428	bamp:B938_16180
ko:K19418	bamp:B938_16185
ko:K07149	bamp:B938_16095
ko:K07149	bamp:B938_16265
ko:K18567	bamp:B938_02840
ko:K19550	bamp:B938_17895
ko:K13612	bamp:B938_08810
ko:K13613	bamp:B938_11385
ko:K06881	bamp:B938_13620
ko:K19577	bamp:B938_04150
ko:K06884	bamp:B938_02125
ko:K11625	bamp:B938_02725
ko:K00887	bamp:B938_12195
ko:K21755	bamp:B938_01660
ko:K06440	bamp:B938_02710
ko:K19549	bamp:B938_17900
ko:K19548	bamp:B938_17915
ko:K19547	bamp:B938_17920
ko:K19552	bamp:B938_17905
ko:K08164	bamp:B938_09600
ko:K19701	bamp:B938_16010
ko:K01258	bamp:B938_11475
ko:K19784	bamp:B938_14540
ko:K00547	bamp:B938_05335
ko:K00297	bamp:B938_05335
ko:K07119	bamp:B938_03650
ko:K19802	bamp:B938_06660
ko:K19955	bamp:B938_14555
ko:K19955	bamp:B938_14550
ko:K05770	bamp:B938_14355
ko:K20074	bamp:B938_08095
ko:K12132	bamp:B938_08100
ko:K20201	bamp:B938_17495
ko:K20116	bamp:B938_07120
ko:K20117	bamp:B938_07120
ko:K20118	bamp:B938_07120
ko:K21613	bamp:B938_01740
ko:K20492	bamp:B938_15875
ko:K20487	bamp:B938_15865
ko:K20488	bamp:B938_15870
ko:K20490	bamp:B938_15885
ko:K20491	bamp:B938_15880
ko:K20534	bamp:B938_06610
ko:K18889	bamp:B938_04760
ko:K08884	bamp:B938_00345
ko:K18890	bamp:B938_04765
ko:K20534	bamp:B938_04190
ko:K21759	bamp:B938_01675
ko:K22103	bamp:B938_17195
ko:K01179	bamp:B938_09365
ko:K20742	bamp:B938_06665
ko:K07258	bamp:B938_11020
ko:K01271	bamp:B938_07100
ko:K22106	bamp:B938_12540
ko:K21029	bamp:B938_07300
ko:K20895	bamp:B938_07880
ko:K03148	bamp:B938_05695
ko:K21064	bamp:B938_16945
ko:K08968	bamp:B938_13750
ko:K00821	bamp:B938_05440
ko:K21064	bamp:B938_01910
ko:K00435	bamp:B938_17890
ko:K00526	bamp:B938_08920
ko:K03553	bamp:B938_08700
ko:K01493	bamp:B938_12335
ko:K01520	bamp:B938_09110
ko:K00857	bamp:B938_17555
ko:K00558	bamp:B938_05935
ko:K06223	bamp:B938_05940
ko:K07474	bamp:B938_06430
ko:K06909	bamp:B938_06435
ko:K00287	bamp:B938_10315
ko:K00560	bamp:B938_10320
ko:K00558	bamp:B938_18675
ko:K02314	bamp:B938_19195
ko:K02316	bamp:B938_12145
ko:K06217	bamp:B938_12210
ko:K21285	bamp:B938_16890
ko:K03328	bamp:B938_00295
ko:K03293	bamp:B938_00980
ko:K03293	bamp:B938_14210
ko:K05375	bamp:B938_14840
ko:K02031	bamp:B938_04310
ko:K02335	bamp:B938_13510
ko:K01759	bamp:B938_10100
ko:K21416	bamp:B938_03985
ko:K21417	bamp:B938_03990
ko:K06607	bamp:B938_18870
ko:K03293	bamp:B938_16080
ko:K21405	bamp:B938_04005
ko:K21464	bamp:B938_17775
ko:K21481	bamp:B938_04970
ko:K21465	bamp:B938_12045
ko:K21467	bamp:B938_01960
ko:K21468	bamp:B938_12615
ko:K21567	bamp:B938_01495
ko:K21487	bamp:B938_10235
ko:K21487	bamp:B938_02385
ko:K21601	bamp:B938_01875
ko:K21488	bamp:B938_02380
ko:K21600	bamp:B938_15715
ko:K21567	bamp:B938_14925
ko:K21488	bamp:B938_10230
ko:K21745	bamp:B938_02620
ko:K21701	bamp:B938_00865
ko:K21802	bamp:B938_03600
ko:K21902	bamp:B938_03625
ko:K21935	bamp:B938_10120
ko:K06299	bamp:B938_14770
ko:K21959	bamp:B938_09625
ko:K18244	bamp:B938_11590
ko:K00680	bamp:B938_15800
ko:K22043	bamp:B938_09765
ko:K21960	bamp:B938_15805
ko:K21993	bamp:B938_12560
ko:K01463	bamp:B938_10655
ko:K22135	bamp:B938_09955
ko:K00754	bamp:B938_10650
ko:K22136	bamp:B938_07780
ko:K03595	bamp:B938_12185
ko:K14274	bamp:B938_15525
ko:K22132	bamp:B938_12740
ko:K22109	bamp:B938_14400
ko:K01932	bamp:B938_16975
ko:K22116	bamp:B938_16970
ko:K22230	bamp:B938_14445
ko:K03547	bamp:B938_04865
ko:K22278	bamp:B938_12405
ko:K03077	bamp:B938_13355
ko:K22301	bamp:B938_15910
ko:K22299	bamp:B938_15855
ko:K01486	bamp:B938_07425
ko:K02257	bamp:B938_04060
ko:K02257	bamp:B938_07655
ko:K22299	bamp:B938_15850
ko:K22301	bamp:B938_15935
ko:K03574	bamp:B938_02055
ko:K09988	bamp:B938_01990
ko:K13566	bamp:B938_06945
ko:K18672	bamp:B938_09935
ko:K22441	bamp:B938_16270
ko:K22579	bamp:B938_09005
