ko:K01139	kpb:FH42_16340
ko:K03086	kpb:FH42_13650
ko:K03649	kpb:FH42_13655
ko:K07690	kpb:FH42_13675
ko:K07679	kpb:FH42_13680
ko:K02440	kpb:FH42_13700
ko:K05880	kpb:FH42_13745
ko:K00005	kpb:FH42_13750
ko:K05878	kpb:FH42_13760
ko:K05879	kpb:FH42_13765
ko:K05881	kpb:FH42_13770
ko:K07229	kpb:FH42_13780
ko:K03183	kpb:FH42_18010
ko:K03690	kpb:FH42_18015
ko:K03688	kpb:FH42_18020
ko:K03116	kpb:FH42_18025
ko:K03117	kpb:FH42_18030
ko:K03118	kpb:FH42_18035
ko:K03424	kpb:FH42_18040
ko:K03182	kpb:FH42_18050
ko:K05368	kpb:FH42_18055
ko:K01825	kpb:FH42_18065
ko:K03498	kpb:FH42_18080
ko:K00230	kpb:FH42_18085
ko:K00075	kpb:FH42_18115
ko:K03524	kpb:FH42_18120
ko:K00867	kpb:FH42_18125
ko:K02358	kpb:FH42_18150
ko:K03073	kpb:FH42_18155
ko:K02601	kpb:FH42_18160
ko:K02867	kpb:FH42_18165
ko:K02863	kpb:FH42_18170
ko:K02864	kpb:FH42_18175
ko:K02935	kpb:FH42_18180
ko:K03043	kpb:FH42_18185
ko:K03046	kpb:FH42_18190
ko:K07792	kpb:FH42_18195
ko:K02759	kpb:FH42_18200
ko:K02760	kpb:FH42_18205
ko:K03150	kpb:FH42_18215
ko:K03149	kpb:FH42_18220
ko:K03154	kpb:FH42_18225
ko:K03148	kpb:FH42_18230
ko:K00788	kpb:FH42_18235
ko:K03147	kpb:FH42_18240
ko:K07740	kpb:FH42_18245
ko:K03426	kpb:FH42_18250
ko:K01599	kpb:FH42_18255
ko:K05982	kpb:FH42_18260
ko:K09891	kpb:FH42_18265
ko:K05787	kpb:FH42_18270
ko:K07803	kpb:FH42_18280
ko:K07709	kpb:FH42_18285
ko:K01588	kpb:FH42_23335
ko:K03269	kpb:FH42_23345
ko:K03768	kpb:FH42_23350
ko:K01883	kpb:FH42_23355
ko:K14761	kpb:FH42_23360
ko:K01491	kpb:FH42_23365
ko:K07127	kpb:FH42_23380
ko:K01647	kpb:FH42_23390
ko:K07345	kpb:FH42_23405
ko:K02517	kpb:FH42_23430
ko:K03765	kpb:FH42_23440
ko:K03757	kpb:FH42_23445
ko:K03305	kpb:FH42_23455
ko:K04567	kpb:FH42_23460
ko:K03335	kpb:FH42_23470
ko:K00010	kpb:FH42_23485
ko:K02529	kpb:FH42_23490
ko:K17213	kpb:FH42_23495
ko:K17215	kpb:FH42_23500
ko:K03484	kpb:FH42_23515
ko:K01193	kpb:FH42_23520
ko:K02809	kpb:FH42_23525
ko:K02810	kpb:FH42_23525
ko:K16077	kpb:FH42_23530
ko:K00847	kpb:FH42_23535
ko:K02013	kpb:FH42_23555
ko:K02015	kpb:FH42_23560
ko:K02016	kpb:FH42_23565
ko:K10013	kpb:FH42_23590
ko:K01130	kpb:FH42_23610
ko:K06871	kpb:FH42_23615
ko:K01817	kpb:FH42_25905
ko:K03926	kpb:FH42_25915
ko:K07115	kpb:FH42_15660
ko:K00383	kpb:FH42_15665
ko:K00799	kpb:FH42_15670
ko:K01194	kpb:FH42_15680
ko:K07058	kpb:FH42_15700
ko:K07290	kpb:FH42_15710
ko:K00874	kpb:FH42_15715
ko:K11103	kpb:FH42_15725
ko:K03292	kpb:FH42_20050
ko:K01805	kpb:FH42_20055
ko:K02024	kpb:FH42_20060
ko:K00574	kpb:FH42_20085
ko:K09701	kpb:FH42_20090
ko:K03098	kpb:FH42_20115
ko:K07787	kpb:FH42_20125
ko:K07798	kpb:FH42_20130
ko:K07665	kpb:FH42_20145
ko:K07644	kpb:FH42_20150
ko:K13926	kpb:FH42_20200
ko:K01993	kpb:FH42_20205
ko:K13069	kpb:FH42_20210
ko:K01867	kpb:FH42_20215
ko:K15024	kpb:FH42_20235
ko:K00355	kpb:FH42_20300
ko:K13051	kpb:FH42_25360
ko:K13892	kpb:FH42_25365
ko:K13889	kpb:FH42_25370
ko:K13890	kpb:FH42_25375
ko:K13891	kpb:FH42_25380
ko:K14441	kpb:FH42_25385
ko:K07258	kpb:FH42_25415
ko:K11534	kpb:FH42_25420
ko:K08160	kpb:FH42_25430
ko:K08476	kpb:FH42_04615
ko:K08475	kpb:FH42_04620
ko:K08478	kpb:FH42_04625
ko:K11382	kpb:FH42_04630
ko:K03707	kpb:FH42_04655
ko:K06971	kpb:FH42_04660
ko:K00852	kpb:FH42_04665
ko:K10439	kpb:FH42_04670
ko:K02529	kpb:FH42_04675
ko:K02056	kpb:FH42_04680
ko:K02057	kpb:FH42_04685
ko:K07048	kpb:FH42_04690
ko:K01439	kpb:FH42_04700
ko:K02770	kpb:FH42_04735
ko:K02769	kpb:FH42_04740
ko:K02768	kpb:FH42_04745
ko:K17195	kpb:FH42_04750
ko:K03475	kpb:FH42_04755
ko:K02822	kpb:FH42_04760
ko:K02821	kpb:FH42_04765
ko:K08178	kpb:FH42_04810
ko:K02371	kpb:FH42_04835
ko:K02083	kpb:FH42_04840
ko:K02028	kpb:FH42_04850
ko:K02029	kpb:FH42_04855
ko:K02029	kpb:FH42_04860
ko:K02030	kpb:FH42_04865
ko:K07014	kpb:FH42_09245
ko:K08276	kpb:FH42_09260
ko:K00116	kpb:FH42_09265
ko:K03321	kpb:FH42_09270
ko:K06213	kpb:FH42_09275
ko:K06159	kpb:FH42_09280
ko:K03919	kpb:FH42_09285
ko:K10778	kpb:FH42_09290
ko:K03734	kpb:FH42_09295
ko:K09475	kpb:FH42_09300
ko:K07676	kpb:FH42_09305
ko:K07687	kpb:FH42_09310
ko:K07677	kpb:FH42_09315
ko:K02469	kpb:FH42_09320
ko:K00568	kpb:FH42_09325
ko:K11107	kpb:FH42_09340
ko:K01126	kpb:FH42_09345
ko:K02445	kpb:FH42_09350
ko:K00111	kpb:FH42_09355
ko:K00112	kpb:FH42_09360
ko:K00113	kpb:FH42_09365
ko:K12660	kpb:FH42_09370
ko:K12661	kpb:FH42_09380
ko:K12944	kpb:FH42_09405
ko:K01911	kpb:FH42_09410
ko:K02549	kpb:FH42_09415
ko:K01661	kpb:FH42_09420
ko:K08680	kpb:FH42_09425
ko:K02551	kpb:FH42_09430
ko:K02552	kpb:FH42_09435
ko:K02348	kpb:FH42_09440
ko:K00784	kpb:FH42_09445
ko:K00343	kpb:FH42_09450
ko:K00342	kpb:FH42_09455
ko:K00341	kpb:FH42_09460
ko:K00340	kpb:FH42_09465
ko:K08281	kpb:FH42_01865
ko:K01424	kpb:FH42_01870
ko:K04773	kpb:FH42_01875
ko:K09474	kpb:FH42_01895
ko:K01008	kpb:FH42_01900
ko:K00262	kpb:FH42_01915
ko:K08320	kpb:FH42_01920
ko:K05779	kpb:FH42_01935
ko:K05778	kpb:FH42_01940
ko:K05777	kpb:FH42_01945
ko:K01142	kpb:FH42_01965
ko:K00840	kpb:FH42_01970
ko:K00673	kpb:FH42_01975
ko:K06447	kpb:FH42_01980
ko:K01484	kpb:FH42_01985
ko:K05526	kpb:FH42_01990
ko:K05984	kpb:FH42_02000
ko:K01916	kpb:FH42_02005
ko:K04064	kpb:FH42_02010
ko:K02760	kpb:FH42_02015
ko:K02761	kpb:FH42_02020
ko:K02759	kpb:FH42_02025
ko:K03490	kpb:FH42_02030
ko:K01222	kpb:FH42_02035
ko:K03478	kpb:FH42_02040
ko:K03781	kpb:FH42_02045
ko:K15722	kpb:FH42_02050
ko:K06956	kpb:FH42_02055
ko:K07038	kpb:FH42_02060
ko:K00065	kpb:FH42_02065
ko:K10806	kpb:FH42_02080
ko:K06190	kpb:FH42_02090
ko:K06940	kpb:FH42_02100
ko:K07275	kpb:FH42_02105
ko:K16090	kpb:FH42_02115
ko:K01666	kpb:FH42_06680
ko:K04073	kpb:FH42_06685
ko:K02554	kpb:FH42_06690
ko:K05713	kpb:FH42_06700
ko:K05712	kpb:FH42_06705
ko:K05818	kpb:FH42_06710
ko:K02016	kpb:FH42_06715
ko:K02013	kpb:FH42_06725
ko:K02020	kpb:FH42_06730
ko:K00014	kpb:FH42_06735
ko:K08194	kpb:FH42_06740
ko:K00457	kpb:FH42_06745
ko:K00873	kpb:FH42_06760
ko:K06078	kpb:FH42_06765
ko:K02426	kpb:FH42_06775
ko:K11717	kpb:FH42_06780
ko:K09015	kpb:FH42_06785
ko:K09013	kpb:FH42_06790
ko:K09014	kpb:FH42_06795
ko:K05997	kpb:FH42_06800
ko:K00101	kpb:FH42_06820
ko:K02016	kpb:FH42_06850
ko:K02015	kpb:FH42_06855
ko:K02013	kpb:FH42_06860
ko:K00549	kpb:FH42_06870
ko:K09773	kpb:FH42_06920
ko:K01626	kpb:FH42_06925
ko:K08997	kpb:FH42_06935
ko:K06074	kpb:FH42_06945
ko:K00432	kpb:FH42_06950
ko:K02073	kpb:FH42_06955
ko:K02074	kpb:FH42_11190
ko:K08305	kpb:FH42_11200
ko:K02783	kpb:FH42_11205
ko:K02782	kpb:FH42_11210
ko:K02783	kpb:FH42_11210
ko:K02781	kpb:FH42_11215
ko:K00068	kpb:FH42_11220
ko:K02466	kpb:FH42_11225
ko:K02468	kpb:FH42_11230
ko:K02467	kpb:FH42_11235
ko:K12266	kpb:FH42_11240
ko:K12264	kpb:FH42_11245
ko:K12265	kpb:FH42_11250
ko:K07241	kpb:FH42_11255
ko:K04656	kpb:FH42_11260
ko:K05796	kpb:FH42_11265
ko:K03487	kpb:FH42_11270
ko:K02752	kpb:FH42_11275
ko:K02753	kpb:FH42_11275
ko:K01223	kpb:FH42_11280
ko:K08315	kpb:FH42_11290
ko:K15834	kpb:FH42_11295
ko:K15832	kpb:FH42_11300
ko:K15831	kpb:FH42_11305
ko:K15830	kpb:FH42_11310
ko:K15829	kpb:FH42_11315
ko:K15828	kpb:FH42_11320
ko:K15827	kpb:FH42_11325
ko:K15833	kpb:FH42_11330
ko:K04651	kpb:FH42_11335
ko:K04652	kpb:FH42_11340
ko:K04653	kpb:FH42_11345
ko:K04654	kpb:FH42_11350
ko:K04655	kpb:FH42_11355
ko:K15836	kpb:FH42_11360
ko:K01223	kpb:FH42_11365
ko:K16077	kpb:FH42_11375
ko:K02761	kpb:FH42_11380
ko:K02760	kpb:FH42_11385
ko:K02761	kpb:FH42_11390
ko:K02759	kpb:FH42_11395
ko:K00847	kpb:FH42_11400
ko:K11604	kpb:FH42_11410
ko:K11607	kpb:FH42_11415
ko:K11605	kpb:FH42_11420
ko:K11606	kpb:FH42_11425
ko:K07088	kpb:FH42_11440
ko:K01652	kpb:FH42_11445
ko:K07401	kpb:FH42_11450
ko:K16087	kpb:FH42_11455
ko:K07225	kpb:FH42_11460
ko:K02016	kpb:FH42_11465
ko:K00694	kpb:FH42_15750
ko:K12372	kpb:FH42_15815
ko:K12371	kpb:FH42_15820
ko:K12370	kpb:FH42_15825
ko:K12369	kpb:FH42_15830
ko:K12368	kpb:FH42_15835
ko:K12975	kpb:FH42_15855
ko:K08177	kpb:FH42_15860
ko:K01246	kpb:FH42_15870
ko:K03826	kpb:FH42_15875
ko:K08351	kpb:FH42_15880
ko:K02525	kpb:FH42_15890
ko:K00874	kpb:FH42_15900
ko:K00090	kpb:FH42_15910
ko:K08195	kpb:FH42_15920
ko:K07726	kpb:FH42_15925
ko:K03704	kpb:FH42_15930
ko:K01879	kpb:FH42_15950
ko:K01878	kpb:FH42_15955
ko:K00854	kpb:FH42_15980
ko:K01805	kpb:FH42_15985
ko:K10543	kpb:FH42_15990
ko:K10545	kpb:FH42_15995
ko:K10544	kpb:FH42_16000
ko:K02529	kpb:FH42_16005
ko:K03796	kpb:FH42_16010
ko:K01176	kpb:FH42_16015
ko:K00835	kpb:FH42_16020
ko:K05796	kpb:FH42_16025
ko:K03833	kpb:FH42_16030
ko:K01042	kpb:FH42_16035
ko:K00135	kpb:FH42_20390
ko:K00484	kpb:FH42_20415
ko:K00483	kpb:FH42_20420
ko:K02508	kpb:FH42_20425
ko:K02511	kpb:FH42_20430
ko:K02510	kpb:FH42_20435
ko:K02509	kpb:FH42_20440
ko:K01826	kpb:FH42_20445
ko:K00455	kpb:FH42_20450
ko:K00151	kpb:FH42_20455
ko:K05921	kpb:FH42_20460
ko:K05921	kpb:FH42_20465
ko:K06015	kpb:FH42_20495
ko:K03307	kpb:FH42_20505
ko:K00883	kpb:FH42_20510
ko:K01631	kpb:FH42_20515
ko:K01002	kpb:FH42_20575
ko:K02317	kpb:FH42_20590
ko:K00481	kpb:FH42_20605
ko:K00339	kpb:FH42_09470
ko:K00338	kpb:FH42_09475
ko:K00337	kpb:FH42_09480
ko:K00334	kpb:FH42_09495
ko:K13378	kpb:FH42_09500
ko:K09904	kpb:FH42_09240
ko:K09251	kpb:FH42_13790
ko:K11530	kpb:FH42_13795
ko:K08321	kpb:FH42_13800
ko:K10555	kpb:FH42_13805
ko:K10557	kpb:FH42_13810
ko:K10556	kpb:FH42_13815
ko:K10558	kpb:FH42_13820
ko:K11531	kpb:FH42_13825
ko:K11216	kpb:FH42_13830
ko:K00219	kpb:FH42_13835
ko:K11391	kpb:FH42_13840
ko:K07043	kpb:FH42_13855
ko:K07862	kpb:FH42_13870
ko:K01685	kpb:FH42_13880
ko:K01812	kpb:FH42_13885
ko:K08191	kpb:FH42_13895
ko:K15977	kpb:FH42_13935
ko:K07393	kpb:FH42_13940
ko:K06911	kpb:FH42_13955
ko:K00865	kpb:FH42_13975
ko:K01630	kpb:FH42_13985
ko:K12299	kpb:FH42_13990
ko:K01708	kpb:FH42_14000
ko:K08302	kpb:FH42_14015
ko:K16370	kpb:FH42_14020
ko:K02769	kpb:FH42_14025
ko:K02770	kpb:FH42_14025
ko:K11189	kpb:FH42_14030
ko:K16371	kpb:FH42_14035
ko:K02773	kpb:FH42_14040
ko:K02774	kpb:FH42_14045
ko:K02775	kpb:FH42_14050
ko:K00094	kpb:FH42_14055
ko:K02436	kpb:FH42_14060
ko:K07056	kpb:FH42_14070
ko:K07121	kpb:FH42_14075
ko:K07460	kpb:FH42_14080
ko:K01945	kpb:FH42_18295
ko:K00602	kpb:FH42_18300
ko:K03827	kpb:FH42_18330
ko:K00651	kpb:FH42_18335
ko:K01638	kpb:FH42_18340
ko:K01637	kpb:FH42_18345
ko:K00906	kpb:FH42_18350
ko:K13641	kpb:FH42_18355
ko:K00548	kpb:FH42_18360
ko:K03324	kpb:FH42_18365
ko:K05995	kpb:FH42_18370
ko:K06182	kpb:FH42_18375
ko:K03453	kpb:FH42_18385
ko:K00928	kpb:FH42_18390
ko:K01810	kpb:FH42_18395
ko:K09022	kpb:FH42_18410
ko:K13256	kpb:FH42_18430
ko:K10110	kpb:FH42_18435
ko:K10109	kpb:FH42_18440
ko:K10108	kpb:FH42_18445
ko:K10111	kpb:FH42_18450
ko:K02024	kpb:FH42_18455
ko:K05775	kpb:FH42_18460
ko:K03181	kpb:FH42_18465
ko:K03179	kpb:FH42_18470
ko:K00631	kpb:FH42_18475
ko:K00901	kpb:FH42_18480
ko:K01356	kpb:FH42_18485
ko:K03327	kpb:FH42_18490
ko:K09823	kpb:FH42_18500
ko:K05539	kpb:FH42_18510
ko:K01775	kpb:FH42_18530
ko:K00832	kpb:FH42_18535
ko:K03788	kpb:FH42_18540
ko:K03701	kpb:FH42_18555
ko:K06995	kpb:FH42_23645
ko:K09471	kpb:FH42_23650
ko:K02014	kpb:FH42_23665
ko:K11732	kpb:FH42_23670
ko:K16053	kpb:FH42_23740
ko:K02795	kpb:FH42_23780
ko:K02794	kpb:FH42_23785
ko:K02793	kpb:FH42_23790
ko:K10679	kpb:FH42_23795
ko:K18325	kpb:FH42_23815
ko:K06048	kpb:FH42_23865
ko:K00375	kpb:FH42_23880
ko:K02030	kpb:FH42_23885
ko:K02029	kpb:FH42_23890
ko:K02029	kpb:FH42_23895
ko:K02028	kpb:FH42_23900
ko:K15373	kpb:FH42_23905
ko:K15372	kpb:FH42_23910
ko:K03427	kpb:FH42_26375
ko:K01154	kpb:FH42_26380
ko:K01153	kpb:FH42_26385
ko:K13021	kpb:FH42_02145
ko:K07246	kpb:FH42_02150
ko:K01695	kpb:FH42_02160
ko:K01696	kpb:FH42_02165
ko:K13498	kpb:FH42_02170
ko:K13497	kpb:FH42_02175
ko:K01657	kpb:FH42_02180
ko:K07053	kpb:FH42_02185
ko:K03566	kpb:FH42_02200
ko:K06178	kpb:FH42_02205
ko:K04774	kpb:FH42_02225
ko:K03168	kpb:FH42_02235
ko:K13634	kpb:FH42_02245
ko:K01681	kpb:FH42_02255
ko:K01497	kpb:FH42_02260
ko:K08992	kpb:FH42_02270
ko:K01591	kpb:FH42_02280
ko:K03113	kpb:FH42_02285
ko:K04062	kpb:FH42_02290
ko:K01147	kpb:FH42_02305
ko:K00208	kpb:FH42_02315
ko:K09975	kpb:FH42_02320
ko:K03457	kpb:FH42_02325
ko:K06073	kpb:FH42_06960
ko:K00285	kpb:FH42_06975
ko:K04764	kpb:FH42_06985
ko:K01890	kpb:FH42_06990
ko:K01889	kpb:FH42_06995
ko:K02887	kpb:FH42_07000
ko:K02916	kpb:FH42_07005
ko:K02520	kpb:FH42_07010
ko:K01868	kpb:FH42_07015
ko:K07283	kpb:FH42_07025
ko:K16370	kpb:FH42_07030
ko:K03832	kpb:FH42_07045
ko:K09780	kpb:FH42_07050
ko:K06131	kpb:FH42_07070
ko:K09901	kpb:FH42_07075
ko:K10716	kpb:FH42_07080
ko:K10823	kpb:FH42_07085
ko:K15583	kpb:FH42_07090
ko:K15582	kpb:FH42_07095
ko:K15581	kpb:FH42_07100
ko:K15580	kpb:FH42_07105
ko:K04072	kpb:FH42_07115
ko:K00963	kpb:FH42_07130
ko:K07001	kpb:FH42_07140
ko:K09858	kpb:FH42_07145
ko:K01433	kpb:FH42_07150
ko:K03719	kpb:FH42_07165
ko:K00374	kpb:FH42_07175
ko:K00373	kpb:FH42_07180
ko:K00371	kpb:FH42_07185
ko:K00370	kpb:FH42_07190
ko:K02575	kpb:FH42_07195
ko:K07673	kpb:FH42_07200
ko:K07684	kpb:FH42_07205
ko:K00372	kpb:FH42_07215
ko:K00362	kpb:FH42_07220
ko:K15578	kpb:FH42_07225
ko:K15577	kpb:FH42_07230
ko:K02013	kpb:FH42_11475
ko:K11903	kpb:FH42_11480
ko:K03555	kpb:FH42_11490
ko:K03186	kpb:FH42_11510
ko:K03087	kpb:FH42_11535
ko:K06194	kpb:FH42_11540
ko:K07085	kpb:FH42_00080
ko:K05844	kpb:FH42_00105
ko:K11073	kpb:FH42_00115
ko:K11076	kpb:FH42_00120
ko:K11075	kpb:FH42_00125
ko:K11074	kpb:FH42_00130
ko:K03212	kpb:FH42_00140
ko:K09996	kpb:FH42_00155
ko:K09998	kpb:FH42_00160
ko:K09999	kpb:FH42_00165
ko:K09997	kpb:FH42_00170
ko:K10000	kpb:FH42_00175
ko:K11066	kpb:FH42_00195
ko:K01620	kpb:FH42_00210
ko:K00156	kpb:FH42_00215
ko:K15977	kpb:FH42_00220
ko:K11933	kpb:FH42_00225
ko:K05601	kpb:FH42_00230
ko:K06188	kpb:FH42_00240
ko:K07459	kpb:FH42_00245
ko:K13888	kpb:FH42_00250
ko:K05685	kpb:FH42_00255
ko:K03704	kpb:FH42_00260
ko:K06891	kpb:FH42_00265
ko:K03694	kpb:FH42_00270
ko:K02518	kpb:FH42_00275
ko:K00684	kpb:FH42_00280
ko:K16012	kpb:FH42_00285
ko:K16013	kpb:FH42_00290
ko:K00384	kpb:FH42_00295
ko:K03719	kpb:FH42_00300
ko:K03466	kpb:FH42_00305
ko:K03634	kpb:FH42_00310
ko:K07478	kpb:FH42_00315
ko:K00573	kpb:FH42_11545
ko:K03787	kpb:FH42_11550
ko:K06176	kpb:FH42_11555
ko:K01770	kpb:FH42_11560
ko:K00991	kpb:FH42_11565
ko:K05589	kpb:FH42_11570
ko:K00860	kpb:FH42_11580
ko:K00956	kpb:FH42_11585
ko:K00957	kpb:FH42_11590
ko:K02302	kpb:FH42_11595
ko:K09612	kpb:FH42_11600
ko:K00390	kpb:FH42_11605
ko:K00381	kpb:FH42_11610
ko:K00380	kpb:FH42_11615
ko:K01737	kpb:FH42_11620
ko:K10026	kpb:FH42_11625
ko:K01689	kpb:FH42_11635
ko:K01937	kpb:FH42_11640
ko:K04765	kpb:FH42_11645
ko:K00951	kpb:FH42_11650
ko:K03215	kpb:FH42_11655
ko:K07678	kpb:FH42_11660
ko:K00865	kpb:FH42_11665
ko:K01706	kpb:FH42_11670
ko:K13918	kpb:FH42_11675
ko:K03535	kpb:FH42_11680
ko:K06175	kpb:FH42_11690
ko:K15723	kpb:FH42_11700
ko:K06879	kpb:FH42_11705
ko:K06966	kpb:FH42_11710
ko:K03837	kpb:FH42_11715
ko:K01752	kpb:FH42_11720
ko:K15553	kpb:FH42_11725
ko:K02015	kpb:FH42_11470
ko:K02798	kpb:FH42_16050
ko:K02799	kpb:FH42_16050
ko:K02800	kpb:FH42_16050
ko:K00009	kpb:FH42_16055
ko:K02562	kpb:FH42_16060
ko:K14762	kpb:FH42_16070
ko:K00427	kpb:FH42_16080
ko:K14348	kpb:FH42_16085
ko:K00101	kpb:FH42_16090
ko:K03216	kpb:FH42_16095
ko:K00640	kpb:FH42_16110
ko:K00057	kpb:FH42_16115
ko:K03071	kpb:FH42_16120
ko:K15633	kpb:FH42_16135
ko:K09798	kpb:FH42_16145
ko:K00060	kpb:FH42_16155
ko:K00639	kpb:FH42_16160
ko:K03274	kpb:FH42_16165
ko:K02843	kpb:FH42_16170
ko:K02841	kpb:FH42_16175
ko:K02847	kpb:FH42_16185
ko:K02849	kpb:FH42_16200
ko:K02844	kpb:FH42_16205
ko:K02527	kpb:FH42_16220
ko:K12984	kpb:FH42_16225
ko:K00954	kpb:FH42_16230
ko:K10563	kpb:FH42_16235
ko:K02913	kpb:FH42_16240
ko:K02902	kpb:FH42_16245
ko:K03630	kpb:FH42_16250
ko:K13038	kpb:FH42_16255
ko:K05501	kpb:FH42_16265
ko:K00762	kpb:FH42_16270
ko:K00989	kpb:FH42_16275
ko:K01993	kpb:FH42_16290
ko:K10778	kpb:FH42_16310
ko:K02761	kpb:FH42_20630
ko:K13255	kpb:FH42_20635
ko:K00564	kpb:FH42_20665
ko:K02344	kpb:FH42_20670
ko:K03789	kpb:FH42_20675
ko:K08723	kpb:FH42_20680
ko:K02837	kpb:FH42_20685
ko:K04065	kpb:FH42_20690
ko:K03424	kpb:FH42_20705
ko:K03317	kpb:FH42_20710
ko:K01619	kpb:FH42_20715
ko:K00758	kpb:FH42_20720
ko:K01839	kpb:FH42_20725
ko:K03784	kpb:FH42_20730
ko:K03800	kpb:FH42_20735
ko:K07186	kpb:FH42_20740
ko:K01079	kpb:FH42_20745
ko:K04485	kpb:FH42_20750
ko:K06211	kpb:FH42_20755
ko:K08309	kpb:FH42_20765
ko:K03720	kpb:FH42_20770
ko:K05804	kpb:FH42_20785
ko:K05805	kpb:FH42_20790
ko:K07663	kpb:FH42_20795
ko:K07641	kpb:FH42_20800
ko:K06143	kpb:FH42_20805
ko:K07773	kpb:FH42_20810
ko:K02533	kpb:FH42_20815
ko:K12524	kpb:FH42_20820
ko:K00872	kpb:FH42_20825
ko:K01733	kpb:FH42_20830
ko:K09861	kpb:FH42_20840
ko:K03310	kpb:FH42_20845
ko:K00616	kpb:FH42_20850
ko:K03831	kpb:FH42_20855
ko:K07034	kpb:FH42_20865
ko:K04043	kpb:FH42_20880
ko:K03686	kpb:FH42_20885
ko:K03313	kpb:FH42_20890
ko:K03717	kpb:FH42_20895
ko:K02968	kpb:FH42_20900
ko:K11753	kpb:FH42_20905
ko:K01870	kpb:FH42_20910
ko:K03101	kpb:FH42_20915
ko:K01875	kpb:FH42_00320
ko:K07306	kpb:FH42_00325
ko:K07307	kpb:FH42_00330
ko:K07308	kpb:FH42_00335
ko:K08219	kpb:FH42_00340
ko:K04069	kpb:FH42_00345
ko:K00133	kpb:FH42_04900
ko:K03543	kpb:FH42_04910
ko:K09458	kpb:FH42_04920
ko:K01951	kpb:FH42_04935
ko:K07090	kpb:FH42_04965
ko:K16842	kpb:FH42_04970
ko:K16841	kpb:FH42_04975
ko:K03457	kpb:FH42_04985
ko:K01487	kpb:FH42_04990
ko:K02529	kpb:FH42_05000
ko:K03335	kpb:FH42_05005
ko:K03707	kpb:FH42_05025
ko:K15600	kpb:FH42_05030
ko:K15599	kpb:FH42_05035
ko:K15598	kpb:FH42_05040
ko:K00836	kpb:FH42_05045
ko:K13745	kpb:FH42_05050
ko:K01273	kpb:FH42_05080
ko:K06136	kpb:FH42_05090
ko:K06137	kpb:FH42_05095
ko:K06138	kpb:FH42_05100
ko:K06139	kpb:FH42_05105
ko:K01951	kpb:FH42_05115
ko:K05515	kpb:FH42_05120
ko:K09936	kpb:FH42_05125
ko:K09936	kpb:FH42_05130
ko:K03782	kpb:FH42_05140
ko:K06916	kpb:FH42_05145
ko:K07507	kpb:FH42_05150
ko:K08369	kpb:FH42_05155
ko:K02759	kpb:FH42_05160
ko:K02760	kpb:FH42_05165
ko:K05989	kpb:FH42_05185
ko:K02761	kpb:FH42_05190
ko:K00331	kpb:FH42_09505
ko:K00330	kpb:FH42_09510
ko:K14260	kpb:FH42_09520
ko:K09161	kpb:FH42_09540
ko:K09899	kpb:FH42_09545
ko:K00925	kpb:FH42_09550
ko:K13788	kpb:FH42_09555
ko:K07095	kpb:FH42_09565
ko:K07589	kpb:FH42_09580
ko:K07071	kpb:FH42_09585
ko:K10017	kpb:FH42_09595
ko:K10015	kpb:FH42_09600
ko:K10016	kpb:FH42_09605
ko:K10014	kpb:FH42_09610
ko:K10013	kpb:FH42_09615
ko:K03186	kpb:FH42_09620
ko:K00764	kpb:FH42_09625
ko:K03558	kpb:FH42_09630
ko:K03749	kpb:FH42_09635
ko:K11754	kpb:FH42_09640
ko:K01963	kpb:FH42_09645
ko:K03975	kpb:FH42_09650
ko:K06173	kpb:FH42_09655
ko:K03473	kpb:FH42_09665
ko:K00647	kpb:FH42_09680
ko:K15461	kpb:FH42_09685
ko:K09906	kpb:FH42_09695
ko:K07090	kpb:FH42_09700
ko:K07261	kpb:FH42_09705
ko:K01736	kpb:FH42_09710
ko:K07320	kpb:FH42_09715
ko:K08296	kpb:FH42_09725
ko:K01782	kpb:FH42_09730
ko:K06076	kpb:FH42_09745
ko:K04754	kpb:FH42_09750
ko:K12961	kpb:FH42_14085
ko:K07089	kpb:FH42_14095
ko:K05520	kpb:FH42_14105
ko:K09979	kpb:FH42_14110
ko:K07461	kpb:FH42_14115
ko:K03824	kpb:FH42_14120
ko:K08303	kpb:FH42_14130
ko:K05966	kpb:FH42_14145
ko:K13929	kpb:FH42_14160
ko:K13931	kpb:FH42_14165
ko:K13934	kpb:FH42_14185
ko:K02160	kpb:FH42_14190
ko:K13928	kpb:FH42_14210
ko:K03835	kpb:FH42_14215
ko:K05592	kpb:FH42_14220
ko:K05803	kpb:FH42_14225
ko:K00962	kpb:FH42_14230
ko:K02956	kpb:FH42_14235
ko:K03177	kpb:FH42_14240
ko:K02834	kpb:FH42_14245
ko:K02519	kpb:FH42_14250
ko:K02600	kpb:FH42_14255
ko:K09748	kpb:FH42_14260
ko:K01940	kpb:FH42_14270
ko:K03075	kpb:FH42_14295
ko:K03431	kpb:FH42_14300
ko:K00796	kpb:FH42_14305
ko:K03798	kpb:FH42_14310
ko:K02427	kpb:FH42_14315
ko:K07574	kpb:FH42_14320
ko:K03624	kpb:FH42_14325
ko:K07259	kpb:FH42_14330
ko:K03979	kpb:FH42_14335
ko:K02899	kpb:FH42_14345
ko:K02888	kpb:FH42_14350
ko:K02523	kpb:FH42_14355
ko:K00790	kpb:FH42_14365
ko:K18325	kpb:FH42_18575
