ko:K22213	mabo:NF82_01505
ko:K03929	mabo:NF82_06185
ko:K05846	mabo:NF82_06195
ko:K05847	mabo:NF82_06200
ko:K05846	mabo:NF82_06205
ko:K05845	mabo:NF82_06210
ko:K03333	mabo:NF82_06230
ko:K00867	mabo:NF82_06240
ko:K00600	mabo:NF82_06250
ko:K03922	mabo:NF82_06255
ko:K07175	mabo:NF82_06260
ko:K03088	mabo:NF82_06300
ko:K01679	mabo:NF82_06310
ko:K02446	mabo:NF82_06315
ko:K03602	mabo:NF82_06330
ko:K03601	mabo:NF82_06335
ko:K03527	mabo:NF82_06345
ko:K06200	mabo:NF82_06360
ko:K06942	mabo:NF82_06390
ko:K09167	mabo:NF82_06400
ko:K08981	mabo:NF82_06405
ko:K01738	mabo:NF82_06420
ko:K13527	mabo:NF82_10805
ko:K03088	mabo:NF82_10810
ko:K01652	mabo:NF82_10820
ko:K00648	mabo:NF82_10830
ko:K00817	mabo:NF82_10835
ko:K13570	mabo:NF82_10850
ko:K03433	mabo:NF82_10855
ko:K03432	mabo:NF82_10860
ko:K15552	mabo:NF82_10875
ko:K15551	mabo:NF82_10880
ko:K10831	mabo:NF82_10885
ko:K13571	mabo:NF82_10905
ko:K13573	mabo:NF82_10920
ko:K03116	mabo:NF82_10925
ko:K03118	mabo:NF82_10930
ko:K03727	mabo:NF82_10935
ko:K00595	mabo:NF82_10965
ko:K05936	mabo:NF82_10970
ko:K05895	mabo:NF82_10975
ko:K13540	mabo:NF82_10980
ko:K06042	mabo:NF82_10985
ko:K02229	mabo:NF82_10990
ko:K02230	mabo:NF82_10995
ko:K07006	mabo:NF82_11000
ko:K07006	mabo:NF82_11005
ko:K07113	mabo:NF82_11010
ko:K03820	mabo:NF82_11020
ko:K00721	mabo:NF82_11025
ko:K06994	mabo:NF82_11045
ko:K15554	mabo:NF82_11075
ko:K15555	mabo:NF82_11080
ko:K15553	mabo:NF82_11085
ko:K00995	mabo:NF82_15360
ko:K00619	mabo:NF82_15365
ko:K03466	mabo:NF82_15375
ko:K12574	mabo:NF82_15420
ko:K01714	mabo:NF82_15425
ko:K09927	mabo:NF82_15440
ko:K00215	mabo:NF82_15480
ko:K01673	mabo:NF82_15490
ko:K00259	mabo:NF82_15500
ko:K00962	mabo:NF82_15530
ko:K02956	mabo:NF82_15540
ko:K11753	mabo:NF82_15545
ko:K03709	mabo:NF82_15550
ko:K03177	mabo:NF82_15580
ko:K01692	mabo:NF82_15620
ko:K10215	mabo:NF82_19885
ko:K07399	mabo:NF82_19920
ko:K06196	mabo:NF82_19925
ko:K01845	mabo:NF82_19940
ko:K07386	mabo:NF82_19955
ko:K07090	mabo:NF82_19960
ko:K17686	mabo:NF82_19970
ko:K01698	mabo:NF82_20000
ko:K13542	mabo:NF82_20005
ko:K01749	mabo:NF82_20010
ko:K02492	mabo:NF82_20015
ko:K02371	mabo:NF82_20055
ko:K01784	mabo:NF82_20065
ko:K00286	mabo:NF82_20075
ko:K01524	mabo:NF82_20115
ko:K18455	mabo:NF82_20125
ko:K09705	mabo:NF82_24470
ko:K03829	mabo:NF82_24475
ko:K02939	mabo:NF82_24510
ko:K02963	mabo:NF82_24515
ko:K02990	mabo:NF82_24525
ko:K01858	mabo:NF82_24565
ko:K11735	mabo:NF82_24575
ko:K00627	mabo:NF82_24610
ko:K00162	mabo:NF82_24615
ko:K00161	mabo:NF82_24620
ko:K07148	mabo:NF82_24635
ko:K01869	mabo:NF82_24645
ko:K07735	mabo:NF82_24670
ko:K07090	mabo:NF82_24695
ko:K00970	mabo:NF82_24700
ko:K03980	mabo:NF82_24715
ko:K00847	mabo:NF82_01800
ko:K01443	mabo:NF82_01815
ko:K00820	mabo:NF82_01820
ko:K01919	mabo:NF82_01850
ko:K07008	mabo:NF82_01860
ko:K02440	mabo:NF82_01910
ko:K01977	mabo:NF82_07350
ko:K14225	mabo:NF82_21620
ko:K14236	mabo:NF82_19605
ko:K14235	mabo:NF82_19510
ko:K14230	mabo:NF82_17525
ko:K14223	mabo:NF82_16505
ko:K14224	mabo:NF82_16500
ko:K14237	mabo:NF82_14615
ko:K14219	mabo:NF82_07870
ko:K14228	mabo:NF82_00205
ko:K14227	mabo:NF82_00105
ko:K14218	mabo:NF82_00110
ko:K14233	mabo:NF82_01055
ko:K14230	mabo:NF82_09060
ko:K14232	mabo:NF82_11880
ko:K14229	mabo:NF82_07735
ko:K14234	mabo:NF82_02485
ko:K14230	mabo:NF82_08720
ko:K14218	mabo:NF82_17275
ko:K14229	mabo:NF82_10430
ko:K15733	mabo:NF82_11350
ko:K18917	mabo:NF82_17600
ko:K14230	mabo:NF82_19535
ko:K14228	mabo:NF82_13110
ko:K14222	mabo:NF82_11630
ko:K14228	mabo:NF82_10495
ko:K14219	mabo:NF82_07215
ko:K14228	mabo:NF82_05935
ko:K14223	mabo:NF82_05800
ko:K14218	mabo:NF82_05495
ko:K14219	mabo:NF82_05135
ko:K14231	mabo:NF82_03965
ko:K14221	mabo:NF82_03960
ko:K14232	mabo:NF82_02040
ko:K14233	mabo:NF82_01430
ko:K14233	mabo:NF82_01355
ko:K14219	mabo:NF82_01120
ko:K14233	mabo:NF82_01115
ko:K18955	mabo:NF82_02060
ko:K18955	mabo:NF82_18660
ko:K18913	mabo:NF82_01870
ko:K14220	mabo:NF82_08650
ko:K14232	mabo:NF82_07995
ko:K14225	mabo:NF82_07990
ko:K14226	mabo:NF82_07750
ko:K14228	mabo:NF82_07520
ko:K01985	mabo:NF82_07360
ko:K18955	mabo:NF82_17735
ko:K01978	mabo:NF82_24820
ko:K14222	mabo:NF82_14610
ko:K14225	mabo:NF82_14605
ko:K14237	mabo:NF82_14600
ko:K01980	mabo:NF82_07355
ko:K18939	mabo:NF82_19670
ko:K18911	mabo:NF82_01865
ko:K18912	mabo:NF82_01855
ko:K03822	mabo:NF82_11745
ko:K00335	mabo:NF82_10685
ko:K03976	mabo:NF82_17760
ko:K00336	mabo:NF82_10690
ko:K05898	mabo:NF82_03140
ko:K01436	mabo:NF82_18320
ko:K13572	mabo:NF82_10915
ko:K02483	mabo:NF82_03395
ko:K02483	mabo:NF82_12895
ko:K00249	mabo:NF82_24585
ko:K00020	mabo:NF82_06000
ko:K16048	mabo:NF82_02960
ko:K00344	mabo:NF82_23045
ko:K00344	mabo:NF82_13765
ko:K08095	mabo:NF82_18845
ko:K08095	mabo:NF82_18860
ko:K07029	mabo:NF82_19455
ko:K03761	mabo:NF82_19075
ko:K18553	mabo:NF82_14920
ko:K03111	mabo:NF82_24520
ko:K03497	mabo:NF82_24775
ko:K03496	mabo:NF82_24780
ko:K03496	mabo:NF82_11840
ko:K10673	mabo:NF82_11935
ko:K04565	mabo:NF82_20960
ko:K05593	mabo:NF82_12480
ko:K03111	mabo:NF82_07885
ko:K18652	mabo:NF82_13035
ko:K03496	mabo:NF82_17705
ko:K03526	mabo:NF82_15855
ko:K16238	mabo:NF82_19175
ko:K03325	mabo:NF82_24345
ko:K03343	mabo:NF82_21650
ko:K19221	mabo:NF82_15790
ko:K19170	mabo:NF82_05525
ko:K19172	mabo:NF82_05535
ko:K05556	mabo:NF82_03830
ko:K07448	mabo:NF82_23665
ko:K00798	mabo:NF82_07340
ko:K19190	mabo:NF82_14695
ko:K19171	mabo:NF82_05530
ko:K01710	mabo:NF82_18930
ko:K01621	mabo:NF82_12540
ko:K19169	mabo:NF82_05520
ko:K01066	mabo:NF82_13250
ko:K08095	mabo:NF82_18855
ko:K08095	mabo:NF82_19080
ko:K08095	mabo:NF82_16370
ko:K01990	mabo:NF82_21115
ko:K00020	mabo:NF82_22455
ko:K19302	mabo:NF82_01010
ko:K03722	mabo:NF82_07430
ko:K15868	mabo:NF82_11580
ko:K07068	mabo:NF82_13065
ko:K17476	mabo:NF82_19855
ko:K12952	mabo:NF82_04850
ko:K12954	mabo:NF82_24295
ko:K01992	mabo:NF82_21110
ko:K01267	mabo:NF82_03530
ko:K19271	mabo:NF82_14950
ko:K01066	mabo:NF82_00390
ko:K00059	mabo:NF82_04180
ko:K01822	mabo:NF82_06100
ko:K06867	mabo:NF82_00765
ko:K22476	mabo:NF82_20980
ko:K06221	mabo:NF82_14715
ko:K16238	mabo:NF82_13935
ko:K20261	mabo:NF82_01495
ko:K08744	mabo:NF82_12000
ko:K19577	mabo:NF82_07195
ko:K09458	mabo:NF82_10135
ko:K01457	mabo:NF82_07880
ko:K19710	mabo:NF82_14465
ko:K00128	mabo:NF82_22445
ko:K19777	mabo:NF82_16100
ko:K19777	mabo:NF82_17485
ko:K01431	mabo:NF82_14070
ko:K13775	mabo:NF82_19780
ko:K15510	mabo:NF82_21190
ko:K00529	mabo:NF82_04610
ko:K00529	mabo:NF82_10225
ko:K00529	mabo:NF82_21885
ko:K05770	mabo:NF82_11110
ko:K12132	mabo:NF82_00170
ko:K12132	mabo:NF82_05720
ko:K12132	mabo:NF82_22205
ko:K12132	mabo:NF82_00175
ko:K20074	mabo:NF82_00190
ko:K20265	mabo:NF82_04120
ko:K00525	mabo:NF82_17095
ko:K20470	mabo:NF82_22570
ko:K20469	mabo:NF82_22635
ko:K20466	mabo:NF82_22675
ko:K20467	mabo:NF82_22670
ko:K20468	mabo:NF82_22650
ko:K16229	mabo:NF82_20530
ko:K16227	mabo:NF82_20540
ko:K22107	mabo:NF82_21045
ko:K07749	mabo:NF82_23285
ko:K00249	mabo:NF82_01645
ko:K00249	mabo:NF82_05410
ko:K00249	mabo:NF82_09295
ko:K00249	mabo:NF82_17435
ko:K00249	mabo:NF82_17465
ko:K00632	mabo:NF82_05040
ko:K00632	mabo:NF82_17310
ko:K00001	mabo:NF82_04955
ko:K16936	mabo:NF82_23735
ko:K16937	mabo:NF82_23735
ko:K01768	mabo:NF82_02475
ko:K01768	mabo:NF82_07370
ko:K01768	mabo:NF82_22645
ko:K01768	mabo:NF82_23890
ko:K00130	mabo:NF82_16660
ko:K08884	mabo:NF82_09925
ko:K05375	mabo:NF82_23490
ko:K00091	mabo:NF82_03610
ko:K01802	mabo:NF82_04810
ko:K01179	mabo:NF82_23920
ko:K01214	mabo:NF82_13430
ko:K20814	mabo:NF82_10845
ko:K20940	mabo:NF82_11180
ko:K21071	mabo:NF82_16695
ko:K21140	mabo:NF82_07465
ko:K21014	mabo:NF82_07820
ko:K22445	mabo:NF82_20720
ko:K21119	mabo:NF82_07080
ko:K00821	mabo:NF82_11700
ko:K21147	mabo:NF82_17665
ko:K00249	mabo:NF82_10390
ko:K00526	mabo:NF82_17045
ko:K00526	mabo:NF82_20085
ko:K02335	mabo:NF82_13050
ko:K18955	mabo:NF82_08800
ko:K18955	mabo:NF82_08805
ko:K07451	mabo:NF82_08915
ko:K18955	mabo:NF82_22525
ko:K18955	mabo:NF82_23845
ko:K07451	mabo:NF82_01185
ko:K01520	mabo:NF82_15020
ko:K07465	mabo:NF82_10765
ko:K03553	mabo:NF82_15305
ko:K01286	mabo:NF82_01655
ko:K03465	mabo:NF82_15430
ko:K00287	mabo:NF82_15450
ko:K00560	mabo:NF82_15455
ko:K02314	mabo:NF82_24505
ko:K06191	mabo:NF82_17105
ko:K18955	mabo:NF82_17260
ko:K06217	mabo:NF82_08440
ko:K02316	mabo:NF82_08640
ko:K22552	mabo:NF82_02340
ko:K01167	mabo:NF82_12355
ko:K00091	mabo:NF82_08510
ko:K21281	mabo:NF82_11390
ko:K05375	mabo:NF82_11245
ko:K20938	mabo:NF82_12425
ko:K05364	mabo:NF82_00180
ko:K03636	mabo:NF82_07470
ko:K00249	mabo:NF82_10410
ko:K21148	mabo:NF82_07475
ko:K03636	mabo:NF82_04390
ko:K05710	mabo:NF82_21890
ko:K14215	mabo:NF82_08480
ko:K21200	mabo:NF82_09685
ko:K00632	mabo:NF82_09300
ko:K00632	mabo:NF82_14765
ko:K00632	mabo:NF82_01895
ko:K07005	mabo:NF82_06830
ko:K21401	mabo:NF82_17055
ko:K21397	mabo:NF82_18520
ko:K03293	mabo:NF82_19360
ko:K21473	mabo:NF82_13620
ko:K21474	mabo:NF82_13615
ko:K21401	mabo:NF82_19695
ko:K21471	mabo:NF82_09855
ko:K21481	mabo:NF82_02795
ko:K00863	mabo:NF82_00980
ko:K21691	mabo:NF82_08085
ko:K21600	mabo:NF82_22740
ko:K10914	mabo:NF82_02095
ko:K21608	mabo:NF82_06415
ko:K21687	mabo:NF82_04385
ko:K10914	mabo:NF82_12545
ko:K21672	mabo:NF82_01290
ko:K21686	mabo:NF82_23110
ko:K00344	mabo:NF82_18140
ko:K21885	mabo:NF82_12995
ko:K21961	mabo:NF82_04960
ko:K21962	mabo:NF82_13635
ko:K21992	mabo:NF82_15625
ko:K00936	mabo:NF82_17740
ko:K22010	mabo:NF82_13105
ko:K22044	mabo:NF82_17415
ko:K22044	mabo:NF82_07105
ko:K22107	mabo:NF82_02925
ko:K03595	mabo:NF82_08460
ko:K22108	mabo:NF82_03025
ko:K00467	mabo:NF82_10620
ko:K22270	mabo:NF82_01455
ko:K22187	mabo:NF82_04160
ko:K03892	mabo:NF82_24340
ko:K17758	mabo:NF82_18735
ko:K17759	mabo:NF82_18735
ko:K22303	mabo:NF82_21085
ko:K22297	mabo:NF82_12370
ko:K22306	mabo:NF82_08215
ko:K02257	mabo:NF82_13770
ko:K22336	mabo:NF82_00625
ko:K22311	mabo:NF82_14455
ko:K22303	mabo:NF82_00430
ko:K22316	mabo:NF82_09510
ko:K22336	mabo:NF82_00630
ko:K22295	mabo:NF82_00425
ko:K22298	mabo:NF82_08495
ko:K01551	mabo:NF82_09895
ko:K01505	mabo:NF82_08620
ko:K11206	mabo:NF82_20420
ko:K11159	mabo:NF82_19400
ko:K00728	mabo:NF82_05665
ko:K22468	mabo:NF82_20715
ko:K08300	mabo:NF82_08135
ko:K08301	mabo:NF82_08135
ko:K22468	mabo:NF82_05240
ko:K07566	mabo:NF82_07280
