ko:K19744	paeb:NCGM1900_1111
ko:K02204	paeb:NCGM1900_6354
ko:K09815	paeb:NCGM1900_6357
ko:K09823	paeb:NCGM1900_6358
ko:K09817	paeb:NCGM1900_6359
ko:K09816	paeb:NCGM1900_6360
ko:K02071	paeb:NCGM1900_6362
ko:K00604	paeb:NCGM1900_0016
ko:K01462	paeb:NCGM1900_0017
ko:K07566	paeb:NCGM1900_0020
ko:K00228	paeb:NCGM1900_0022
ko:K00014	paeb:NCGM1900_0023
ko:K03321	paeb:NCGM1900_0027
ko:K02002	paeb:NCGM1900_0028
ko:K01133	paeb:NCGM1900_0029
ko:K10253	paeb:NCGM1900_0031
ko:K07690	paeb:NCGM1900_0033
ko:K01695	paeb:NCGM1900_0034
ko:K01696	paeb:NCGM1900_0035
ko:K07326	paeb:NCGM1900_0038
ko:K15125	paeb:NCGM1900_0039
ko:K15125	paeb:NCGM1900_0040
ko:K07483	paeb:NCGM1900_0042
ko:K01953	paeb:NCGM1900_0052
ko:K07559	paeb:NCGM1900_0054
ko:K07267	paeb:NCGM1900_0858
ko:K00004	paeb:NCGM1900_0860
ko:K05913	paeb:NCGM1900_0862
ko:K00484	paeb:NCGM1900_0868
ko:K00483	paeb:NCGM1900_0869
ko:K09956	paeb:NCGM1900_0870
ko:K00059	paeb:NCGM1900_0871
ko:K01845	paeb:NCGM1900_0872
ko:K07345	paeb:NCGM1900_0874
ko:K07347	paeb:NCGM1900_0876
ko:K07687	paeb:NCGM1900_0880
ko:K07729	paeb:NCGM1900_0883
ko:K00067	paeb:NCGM1900_0891
ko:K01784	paeb:NCGM1900_0892
ko:K07275	paeb:NCGM1900_0894
ko:K09950	paeb:NCGM1900_0895
ko:K02004	paeb:NCGM1900_0896
ko:K02003	paeb:NCGM1900_0897
ko:K05838	paeb:NCGM1900_0900
ko:K07738	paeb:NCGM1900_0904
ko:K11752	paeb:NCGM1900_0905
ko:K00793	paeb:NCGM1900_0906
ko:K07443	paeb:NCGM1900_2221
ko:K08218	paeb:NCGM1900_2222
ko:K03442	paeb:NCGM1900_2223
ko:K09767	paeb:NCGM1900_2224
ko:K00077	paeb:NCGM1900_2226
ko:K00798	paeb:NCGM1900_2228
ko:K03574	paeb:NCGM1900_2229
ko:K00620	paeb:NCGM1900_2231
ko:K03070	paeb:NCGM1900_2232
ko:K02535	paeb:NCGM1900_2236
ko:K03531	paeb:NCGM1900_2237
ko:K03590	paeb:NCGM1900_2238
ko:K03589	paeb:NCGM1900_2239
ko:K01921	paeb:NCGM1900_2240
ko:K01924	paeb:NCGM1900_2241
ko:K02563	paeb:NCGM1900_2242
ko:K03588	paeb:NCGM1900_2243
ko:K01925	paeb:NCGM1900_2244
ko:K01000	paeb:NCGM1900_2245
ko:K01929	paeb:NCGM1900_2246
ko:K01928	paeb:NCGM1900_2247
ko:K03587	paeb:NCGM1900_2248
ko:K03586	paeb:NCGM1900_2249
ko:K03438	paeb:NCGM1900_2250
ko:K03925	paeb:NCGM1900_2251
ko:K07056	paeb:NCGM1900_2252
ko:K07121	paeb:NCGM1900_2253
ko:K07460	paeb:NCGM1900_2254
ko:K03271	paeb:NCGM1900_2255
ko:K03600	paeb:NCGM1900_2257
ko:K03599	paeb:NCGM1900_2258
ko:K00413	paeb:NCGM1900_2259
ko:K00412	paeb:NCGM1900_2260
ko:K00411	paeb:NCGM1900_2261
ko:K02996	paeb:NCGM1900_2262
ko:K02871	paeb:NCGM1900_2263
ko:K06916	paeb:NCGM1900_2268
ko:K07182	paeb:NCGM1900_3059
ko:K02342	paeb:NCGM1900_3060
ko:K09919	paeb:NCGM1900_3062
ko:K18893	paeb:NCGM1900_3064
ko:K03767	paeb:NCGM1900_3065
ko:K01118	paeb:NCGM1900_3069
ko:K07396	paeb:NCGM1900_3070
ko:K02437	paeb:NCGM1900_3071
ko:K00799	paeb:NCGM1900_3073
ko:K06878	paeb:NCGM1900_3077
ko:K18480	paeb:NCGM1900_3084
ko:K02067	paeb:NCGM1900_3085
ko:K02065	paeb:NCGM1900_3086
ko:K02066	paeb:NCGM1900_3087
ko:K03498	paeb:NCGM1900_3088
ko:K06940	paeb:NCGM1900_3089
ko:K09780	paeb:NCGM1900_3096
ko:K06190	paeb:NCGM1900_3097
ko:K07053	paeb:NCGM1900_3098
ko:K05896	paeb:NCGM1900_3100
ko:K06024	paeb:NCGM1900_3101
ko:K00134	paeb:NCGM1900_3104
ko:K01690	paeb:NCGM1900_3105
ko:K00845	paeb:NCGM1900_3106
ko:K17315	paeb:NCGM1900_3110
ko:K02302	paeb:NCGM1900_3903
ko:K07393	paeb:NCGM1900_3904
ko:K11179	paeb:NCGM1900_3906
ko:K07237	paeb:NCGM1900_3907
ko:K07236	paeb:NCGM1900_3908
ko:K07235	paeb:NCGM1900_3909
ko:K04091	paeb:NCGM1900_3915
ko:K02051	paeb:NCGM1900_3916
ko:K04091	paeb:NCGM1900_3917
ko:K15553	paeb:NCGM1900_3919
ko:K15553	paeb:NCGM1900_3920
ko:K15553	paeb:NCGM1900_3921
ko:K11073	paeb:NCGM1900_3923
ko:K02014	paeb:NCGM1900_3925
ko:K03703	paeb:NCGM1900_3930
ko:K07679	paeb:NCGM1900_3934
ko:K03607	paeb:NCGM1900_3935
ko:K03923	paeb:NCGM1900_3938
ko:K00453	paeb:NCGM1900_3939
ko:K03719	paeb:NCGM1900_3941
ko:K07078	paeb:NCGM1900_3943
ko:K00496	paeb:NCGM1900_3944
ko:K03406	paeb:NCGM1900_3945
ko:K17218	paeb:NCGM1900_3954
ko:K03111	paeb:NCGM1900_4753
ko:K01491	paeb:NCGM1900_4765
ko:K01883	paeb:NCGM1900_4766
ko:K01886	paeb:NCGM1900_4767
ko:K03768	paeb:NCGM1900_4768
ko:K03269	paeb:NCGM1900_4769
ko:K06169	paeb:NCGM1900_4771
ko:K06938	paeb:NCGM1900_4773
ko:K01682	paeb:NCGM1900_4775
ko:K02575	paeb:NCGM1900_4780
ko:K00362	paeb:NCGM1900_4782
ko:K00363	paeb:NCGM1900_4783
ko:K00372	paeb:NCGM1900_4784
ko:K02303	paeb:NCGM1900_4785
ko:K03286	paeb:NCGM1900_4786
ko:K03088	paeb:NCGM1900_4787
ko:K16074	paeb:NCGM1900_4790
ko:K02553	paeb:NCGM1900_4791
ko:K09773	paeb:NCGM1900_4795
ko:K04084	paeb:NCGM1900_5584
ko:K03786	paeb:NCGM1900_5585
ko:K02160	paeb:NCGM1900_5586
ko:K01961	paeb:NCGM1900_5587
ko:K02687	paeb:NCGM1900_5589
ko:K05540	paeb:NCGM1900_5591
ko:K03557	paeb:NCGM1900_5592
ko:K00602	paeb:NCGM1900_5593
ko:K01945	paeb:NCGM1900_5594
ko:K05595	paeb:NCGM1900_5596
ko:K11959	paeb:NCGM1900_5598
ko:K11960	paeb:NCGM1900_5599
ko:K11961	paeb:NCGM1900_5600
ko:K11962	paeb:NCGM1900_5601
ko:K11963	paeb:NCGM1900_5602
ko:K03190	paeb:NCGM1900_5604
ko:K01430	paeb:NCGM1900_5605
ko:K03823	paeb:NCGM1900_5606
ko:K01429	paeb:NCGM1900_5607
ko:K01428	paeb:NCGM1900_5608
ko:K04046	paeb:NCGM1900_5614
ko:K04064	paeb:NCGM1900_5617
ko:K07290	paeb:NCGM1900_5620
ko:K03594	paeb:NCGM1900_5621
ko:K07665	paeb:NCGM1900_5626
ko:K07644	paeb:NCGM1900_5627
ko:K00508	paeb:NCGM1900_5629
ko:K03187	paeb:NCGM1900_5632
ko:K03188	paeb:NCGM1900_5633
ko:K04042	paeb:NCGM1900_6418
ko:K02114	paeb:NCGM1900_6419
ko:K02112	paeb:NCGM1900_6420
ko:K02115	paeb:NCGM1900_6421
ko:K02111	paeb:NCGM1900_6422
ko:K02113	paeb:NCGM1900_6423
ko:K02109	paeb:NCGM1900_6424
ko:K02110	paeb:NCGM1900_6425
ko:K02108	paeb:NCGM1900_6426
ko:K02116	paeb:NCGM1900_6427
ko:K03497	paeb:NCGM1900_6428
ko:K03496	paeb:NCGM1900_6429
ko:K03501	paeb:NCGM1900_6430
ko:K03495	paeb:NCGM1900_6431
ko:K03650	paeb:NCGM1900_6434
ko:K03217	paeb:NCGM1900_6435
ko:K03536	paeb:NCGM1900_6436
ko:K01658	paeb:NCGM1900_0649
ko:K00766	paeb:NCGM1900_0650
ko:K01609	paeb:NCGM1900_0651
ko:K10914	paeb:NCGM1900_0652
ko:K07397	paeb:NCGM1900_0653
ko:K01611	paeb:NCGM1900_0654
ko:K06134	paeb:NCGM1900_0655
ko:K02503	paeb:NCGM1900_0656
ko:K07124	paeb:NCGM1900_0658
ko:K00459	paeb:NCGM1900_0660
ko:K08973	paeb:NCGM1900_0661
ko:K00145	paeb:NCGM1900_0662
ko:K15724	paeb:NCGM1900_0665
ko:K09001	paeb:NCGM1900_0666
ko:K01866	paeb:NCGM1900_0668
ko:K03524	paeb:NCGM1900_0674
ko:K03525	paeb:NCGM1900_0675
ko:K02358	paeb:NCGM1900_0680
ko:K03073	paeb:NCGM1900_0683
ko:K02601	paeb:NCGM1900_0684
ko:K02867	paeb:NCGM1900_0685
ko:K02863	paeb:NCGM1900_0686
ko:K02864	paeb:NCGM1900_0687
ko:K02935	paeb:NCGM1900_0688
ko:K03043	paeb:NCGM1900_0689
ko:K03046	paeb:NCGM1900_0690
ko:K02950	paeb:NCGM1900_0691
ko:K02992	paeb:NCGM1900_0692
ko:K02355	paeb:NCGM1900_0693
ko:K02358	paeb:NCGM1900_0694
ko:K02946	paeb:NCGM1900_0695
ko:K02413	paeb:NCGM1900_1496
ko:K02412	paeb:NCGM1900_1497
ko:K02411	paeb:NCGM1900_1498
ko:K02410	paeb:NCGM1900_1499
ko:K02409	paeb:NCGM1900_1500
ko:K02408	paeb:NCGM1900_1501
ko:K10943	paeb:NCGM1900_1502
ko:K10942	paeb:NCGM1900_1503
ko:K10941	paeb:NCGM1900_1504
ko:K02422	paeb:NCGM1900_1506
ko:K02422	paeb:NCGM1900_1507
ko:K02407	paeb:NCGM1900_1508
ko:K06603	paeb:NCGM1900_1509
ko:K02406	paeb:NCGM1900_1510
ko:K00648	paeb:NCGM1900_1517
ko:K02397	paeb:NCGM1900_1520
ko:K02396	paeb:NCGM1900_1521
ko:K02395	paeb:NCGM1900_1522
ko:K02394	paeb:NCGM1900_1523
ko:K02393	paeb:NCGM1900_1524
ko:K02392	paeb:NCGM1900_1525
ko:K02391	paeb:NCGM1900_1526
ko:K02390	paeb:NCGM1900_1527
ko:K02389	paeb:NCGM1900_1528
ko:K02388	paeb:NCGM1900_1529
ko:K02387	paeb:NCGM1900_1530
ko:K01999	paeb:NCGM1900_1534
ko:K01997	paeb:NCGM1900_1535
ko:K01998	paeb:NCGM1900_1536
ko:K01995	paeb:NCGM1900_1537
ko:K01996	paeb:NCGM1900_1538
ko:K04079	paeb:NCGM1900_1540
ko:K08985	paeb:NCGM1900_1544
ko:K03474	paeb:NCGM1900_2005
ko:K03584	paeb:NCGM1900_2006
ko:K03685	paeb:NCGM1900_2008
ko:K03100	paeb:NCGM1900_2010
ko:K03596	paeb:NCGM1900_2011
ko:K03803	paeb:NCGM1900_2013
ko:K03598	paeb:NCGM1900_2014
ko:K03597	paeb:NCGM1900_2015
ko:K03088	paeb:NCGM1900_2016
ko:K00278	paeb:NCGM1900_2017
ko:K19168	paeb:NCGM1900_2018
ko:K09159	paeb:NCGM1900_2019
ko:K06980	paeb:NCGM1900_2020
ko:K07649	paeb:NCGM1900_2022
ko:K07774	paeb:NCGM1900_2023
ko:K07795	paeb:NCGM1900_2025
ko:K07794	paeb:NCGM1900_2026
ko:K07793	paeb:NCGM1900_2027
ko:K07120	paeb:NCGM1900_2028
ko:K03648	paeb:NCGM1900_2029
ko:K18346	paeb:NCGM1900_2030
ko:K00140	paeb:NCGM1900_2032
ko:K07118	paeb:NCGM1900_2038
ko:K06183	paeb:NCGM1900_2048
ko:K09982	paeb:NCGM1900_2055
ko:K03824	paeb:NCGM1900_2056
ko:K01759	paeb:NCGM1900_2057
ko:K11530	paeb:NCGM1900_2058
ko:K00263	paeb:NCGM1900_2852
ko:K00161	paeb:NCGM1900_2853
ko:K00162	paeb:NCGM1900_2854
ko:K00627	paeb:NCGM1900_2855
ko:K09918	paeb:NCGM1900_2858
ko:K03088	paeb:NCGM1900_2861
ko:K07165	paeb:NCGM1900_2862
ko:K16152	paeb:NCGM1900_2863
ko:K12545	paeb:NCGM1900_2864
ko:K12536	paeb:NCGM1900_2865
ko:K12537	paeb:NCGM1900_2866
ko:K12538	paeb:NCGM1900_2867
ko:K01993	paeb:NCGM1900_2870
ko:K01992	paeb:NCGM1900_2871
ko:K00528	paeb:NCGM1900_2875
ko:K07218	paeb:NCGM1900_2879
ko:K00376	paeb:NCGM1900_2880
ko:K02041	paeb:NCGM1900_2888
ko:K02044	paeb:NCGM1900_2889
ko:K02042	paeb:NCGM1900_2890
ko:K02043	paeb:NCGM1900_2891
ko:K06166	paeb:NCGM1900_2892
ko:K06165	paeb:NCGM1900_2893
ko:K06164	paeb:NCGM1900_2894
ko:K06163	paeb:NCGM1900_2895
ko:K05781	paeb:NCGM1900_2896
ko:K05780	paeb:NCGM1900_2897
ko:K06162	paeb:NCGM1900_2898
ko:K05791	paeb:NCGM1900_3695
ko:K05792	paeb:NCGM1900_3696
ko:K05793	paeb:NCGM1900_3697
ko:K05794	paeb:NCGM1900_3698
ko:K05795	paeb:NCGM1900_3699
ko:K05795	paeb:NCGM1900_3700
ko:K00865	paeb:NCGM1900_3703
ko:K18975	paeb:NCGM1900_3709
ko:K18974	paeb:NCGM1900_3710
ko:K03321	paeb:NCGM1900_3714
ko:K06204	paeb:NCGM1900_3716
ko:K08363	paeb:NCGM1900_3720
ko:K08364	paeb:NCGM1900_3721
ko:K00520	paeb:NCGM1900_3722
ko:K19057	paeb:NCGM1900_3723
ko:K19059	paeb:NCGM1900_3724
ko:K05792	paeb:NCGM1900_3727
ko:K01150	paeb:NCGM1900_3732
ko:K01265	paeb:NCGM1900_3734
ko:K01868	paeb:NCGM1900_3741
ko:K02520	paeb:NCGM1900_3742
ko:K02916	paeb:NCGM1900_3743
ko:K02887	paeb:NCGM1900_3744
ko:K01889	paeb:NCGM1900_3745
ko:K06992	paeb:NCGM1900_4535
ko:K00852	paeb:NCGM1900_4538
ko:K02529	paeb:NCGM1900_4539
ko:K10440	paeb:NCGM1900_4540
ko:K10441	paeb:NCGM1900_4541
ko:K07387	paeb:NCGM1900_0272
ko:K07090	paeb:NCGM1900_0273
ko:K02045	paeb:NCGM1900_0275
ko:K02047	paeb:NCGM1900_0276
ko:K02046	paeb:NCGM1900_0277
ko:K02048	paeb:NCGM1900_0278
ko:K03307	paeb:NCGM1900_0283
ko:K18459	paeb:NCGM1900_0284
ko:K10536	paeb:NCGM1900_0289
ko:K12251	paeb:NCGM1900_0290
ko:K11073	paeb:NCGM1900_0292
ko:K01915	paeb:NCGM1900_0293
ko:K07010	paeb:NCGM1900_0294
ko:K01915	paeb:NCGM1900_0295
ko:K12256	paeb:NCGM1900_0296
ko:K11073	paeb:NCGM1900_0297
ko:K11073	paeb:NCGM1900_0298
ko:K11076	paeb:NCGM1900_0299
ko:K11075	paeb:NCGM1900_0300
ko:K11074	paeb:NCGM1900_0301
ko:K01434	paeb:NCGM1900_0302
ko:K07394	paeb:NCGM1900_0309
ko:K10009	paeb:NCGM1900_0312
ko:K02424	paeb:NCGM1900_0313
ko:K00058	paeb:NCGM1900_0315
ko:K11069	paeb:NCGM1900_0322
ko:K07461	paeb:NCGM1900_1120
ko:K06899	paeb:NCGM1900_1125
ko:K03566	paeb:NCGM1900_1129
ko:K06970	paeb:NCGM1900_1135
ko:K05833	paeb:NCGM1900_1137
ko:K05832	paeb:NCGM1900_1138
ko:K01989	paeb:NCGM1900_1139
ko:K01873	paeb:NCGM1900_1141
ko:K02339	paeb:NCGM1900_1143
ko:K01255	paeb:NCGM1900_1144
ko:K06889	paeb:NCGM1900_1146
ko:K07091	paeb:NCGM1900_1147
ko:K11720	paeb:NCGM1900_1148
ko:K07568	paeb:NCGM1900_1153
ko:K00773	paeb:NCGM1900_1154
ko:K03210	paeb:NCGM1900_1155
ko:K03072	paeb:NCGM1900_1156
ko:K03074	paeb:NCGM1900_1157
ko:K01092	paeb:NCGM1900_1159
ko:K15396	paeb:NCGM1900_1160
ko:K00640	paeb:NCGM1900_1161
ko:K13643	paeb:NCGM1900_1162
ko:K04487	paeb:NCGM1900_1163
ko:K04488	paeb:NCGM1900_1164
ko:K13628	paeb:NCGM1900_1165
ko:K04082	paeb:NCGM1900_1166
ko:K04044	paeb:NCGM1900_1167
ko:K04755	paeb:NCGM1900_1168
ko:K00940	paeb:NCGM1900_1170
ko:K06941	paeb:NCGM1900_1171
ko:K02656	paeb:NCGM1900_1172
ko:K03406	paeb:NCGM1900_2479
ko:K07507	paeb:NCGM1900_2481
ko:K07286	paeb:NCGM1900_2487
ko:K00116	paeb:NCGM1900_2488
ko:K04750	paeb:NCGM1900_2489
ko:K00760	paeb:NCGM1900_2493
ko:K02238	paeb:NCGM1900_3322
ko:K03561	paeb:NCGM1900_3323
ko:K03559	paeb:NCGM1900_3324
ko:K00912	paeb:NCGM1900_3325
ko:K09791	paeb:NCGM1900_3326
ko:K00979	paeb:NCGM1900_3327
ko:K01104	paeb:NCGM1900_3328
ko:K00075	paeb:NCGM1900_3329
ko:K08300	paeb:NCGM1900_3330
ko:K06179	paeb:NCGM1900_3332
ko:K01091	paeb:NCGM1900_3333
ko:K04773	paeb:NCGM1900_3334
ko:K07040	paeb:NCGM1900_3336
ko:K02911	paeb:NCGM1900_3337
ko:K03621	paeb:NCGM1900_3338
ko:K00645	paeb:NCGM1900_3339
ko:K00059	paeb:NCGM1900_3340
ko:K02078	paeb:NCGM1900_3341
ko:K09458	paeb:NCGM1900_3343
ko:K02619	paeb:NCGM1900_3344
ko:K07082	paeb:NCGM1900_3345
ko:K00943	paeb:NCGM1900_3346
ko:K02341	paeb:NCGM1900_3347
ko:K02676	paeb:NCGM1900_3348
ko:K03424	paeb:NCGM1900_3349
ko:K09986	paeb:NCGM1900_3354
ko:K00311	paeb:NCGM1900_3355
ko:K03521	paeb:NCGM1900_3356
ko:K03522	paeb:NCGM1900_3357
ko:K00209	paeb:NCGM1900_3358
ko:K05936	paeb:NCGM1900_3360
ko:K02189	paeb:NCGM1900_3361
ko:K02234	paeb:NCGM1900_3364
ko:K02230	paeb:NCGM1900_3365
ko:K01626	paeb:NCGM1900_3366
ko:K03405	paeb:NCGM1900_3367
ko:K13580	paeb:NCGM1900_3368
ko:K11892	paeb:NCGM1900_4169
ko:K11891	paeb:NCGM1900_4170
ko:K11902	paeb:NCGM1900_4171
ko:K00299	paeb:NCGM1900_4175
ko:K04091	paeb:NCGM1900_4176
ko:K06916	paeb:NCGM1900_4179
ko:K01126	paeb:NCGM1900_4180
ko:K02072	paeb:NCGM1900_4181
ko:K02071	paeb:NCGM1900_4182
ko:K02073	paeb:NCGM1900_4183
ko:K17218	paeb:NCGM1900_4188
ko:K00847	paeb:NCGM1900_4189
ko:K00854	paeb:NCGM1900_4190
ko:K00045	paeb:NCGM1900_4191
ko:K10111	paeb:NCGM1900_4192
ko:K10229	paeb:NCGM1900_4193
ko:K10228	paeb:NCGM1900_4194
ko:K10227	paeb:NCGM1900_4195
ko:K02049	paeb:NCGM1900_4200
ko:K02051	paeb:NCGM1900_4201
ko:K02050	paeb:NCGM1900_4202
ko:K00131	paeb:NCGM1900_4206
ko:K03299	paeb:NCGM1900_4209
ko:K00851	paeb:NCGM1900_4210
ko:K06145	paeb:NCGM1900_4211
ko:K06995	paeb:NCGM1900_4212
ko:K09471	paeb:NCGM1900_4213
ko:K01915	paeb:NCGM1900_5012
ko:K04085	paeb:NCGM1900_5014
ko:K06968	paeb:NCGM1900_5015
ko:K01681	paeb:NCGM1900_5016
ko:K03776	paeb:NCGM1900_5017
ko:K07020	paeb:NCGM1900_5019
ko:K00404	paeb:NCGM1900_5020
ko:K00405	paeb:NCGM1900_5021
ko:K00407	paeb:NCGM1900_5022
ko:K00406	paeb:NCGM1900_5023
ko:K00404	paeb:NCGM1900_5024
ko:K00405	paeb:NCGM1900_5025
ko:K00407	paeb:NCGM1900_5026
ko:K00406	paeb:NCGM1900_5027
ko:K09926	paeb:NCGM1900_5030
ko:K01533	paeb:NCGM1900_5031
ko:K09792	paeb:NCGM1900_5033
ko:K00759	paeb:NCGM1900_5037
ko:K07044	paeb:NCGM1900_5038
ko:K11743	paeb:NCGM1900_5039
ko:K09925	paeb:NCGM1900_5044
ko:K06187	paeb:NCGM1900_5046
ko:K09747	paeb:NCGM1900_5047
ko:K02343	paeb:NCGM1900_5048
ko:K01972	paeb:NCGM1900_5051
ko:K03528	paeb:NCGM1900_5052
ko:K03529	paeb:NCGM1900_5053
ko:K00496	paeb:NCGM1900_5055
ko:K13481	paeb:NCGM1900_5057
ko:K10001	paeb:NCGM1900_5839
ko:K10439	paeb:NCGM1900_4542
ko:K11177	paeb:NCGM1900_4552
ko:K11178	paeb:NCGM1900_4553
ko:K13483	paeb:NCGM1900_4554
ko:K03406	paeb:NCGM1900_4555
ko:K03790	paeb:NCGM1900_4557
ko:K00549	paeb:NCGM1900_4558
ko:K09136	paeb:NCGM1900_4559
ko:K02230	paeb:NCGM1900_4562
ko:K16089	paeb:NCGM1900_4563
ko:K06995	paeb:NCGM1900_4570
ko:K09684	paeb:NCGM1900_4572
ko:K03088	paeb:NCGM1900_4576
ko:K07165	paeb:NCGM1900_4577
ko:K02014	paeb:NCGM1900_4578
ko:K06998	paeb:NCGM1900_4585
ko:K13063	paeb:NCGM1900_4586
ko:K02493	paeb:NCGM1900_5374
ko:K02835	paeb:NCGM1900_5375
ko:K02492	paeb:NCGM1900_5376
ko:K02494	paeb:NCGM1900_5378
ko:K00919	paeb:NCGM1900_5379
ko:K00948	paeb:NCGM1900_5381
ko:K02897	paeb:NCGM1900_5382
ko:K01056	paeb:NCGM1900_5383
ko:K06942	paeb:NCGM1900_5384
ko:K02014	paeb:NCGM1900_5397
ko:K01673	paeb:NCGM1900_5398
ko:K03789	paeb:NCGM1900_5400
ko:K02012	paeb:NCGM1900_5409
ko:K02011	paeb:NCGM1900_5410
ko:K03808	paeb:NCGM1900_5412
ko:K03808	paeb:NCGM1900_5413
ko:K17247	paeb:NCGM1900_5419
ko:K17103	paeb:NCGM1900_5421
ko:K00053	paeb:NCGM1900_5422
ko:K01653	paeb:NCGM1900_5423
ko:K01652	paeb:NCGM1900_5424
ko:K07657	paeb:NCGM1900_6205
ko:K07636	paeb:NCGM1900_6206
ko:K02039	paeb:NCGM1900_6210
ko:K02036	paeb:NCGM1900_6211
ko:K02038	paeb:NCGM1900_6212
ko:K02037	paeb:NCGM1900_6213
ko:K02040	paeb:NCGM1900_6214
ko:K10806	paeb:NCGM1900_6221
ko:K02167	paeb:NCGM1900_6224
ko:K02168	paeb:NCGM1900_6226
ko:K02000	paeb:NCGM1900_6227
ko:K02001	paeb:NCGM1900_6228
ko:K02002	paeb:NCGM1900_6229
ko:K01752	paeb:NCGM1900_6231
ko:K01066	paeb:NCGM1900_6236
ko:K07107	paeb:NCGM1900_6237
ko:K17735	paeb:NCGM1900_6238
ko:K02002	paeb:NCGM1900_6240
ko:K01438	paeb:NCGM1900_6241
ko:K07222	paeb:NCGM1900_6244
ko:K06131	paeb:NCGM1900_6245
ko:K09958	paeb:NCGM1900_6246
ko:K01273	paeb:NCGM1900_6247
ko:K03522	paeb:NCGM1900_6251
ko:K03521	paeb:NCGM1900_6252
ko:K07727	paeb:NCGM1900_6254
ko:K00285	paeb:NCGM1900_5841
ko:K07126	paeb:NCGM1900_5844
ko:K11904	paeb:NCGM1900_5847
ko:K01479	paeb:NCGM1900_5848
ko:K01468	paeb:NCGM1900_5849
ko:K01745	paeb:NCGM1900_5850
ko:K02000	paeb:NCGM1900_5851
ko:K02001	paeb:NCGM1900_5852
ko:K02002	paeb:NCGM1900_5853
ko:K16234	paeb:NCGM1900_5854
ko:K01745	paeb:NCGM1900_5855
ko:K03457	paeb:NCGM1900_5856
ko:K01712	paeb:NCGM1900_5857
ko:K02002	paeb:NCGM1900_5860
ko:K09975	paeb:NCGM1900_5861
ko:K05836	paeb:NCGM1900_5862
ko:K05603	paeb:NCGM1900_5863
ko:K03098	paeb:NCGM1900_5864
ko:K03841	paeb:NCGM1900_5867
ko:K01759	paeb:NCGM1900_5868
ko:K12686	paeb:NCGM1900_5869
ko:K06207	paeb:NCGM1900_5874
ko:K03151	paeb:NCGM1900_5875
ko:K01915	paeb:NCGM1900_5877
ko:K07708	paeb:NCGM1900_5882
ko:K07712	paeb:NCGM1900_5883
ko:K03216	paeb:NCGM1900_5885
ko:K03071	paeb:NCGM1900_5886
ko:K15633	paeb:NCGM1900_5889
ko:K02305	paeb:NCGM1900_0534
ko:K04561	paeb:NCGM1900_0535
ko:K02448	paeb:NCGM1900_0536
ko:K06872	paeb:NCGM1900_0549
ko:K03744	paeb:NCGM1900_0550
ko:K03611	paeb:NCGM1900_0551
ko:K03932	paeb:NCGM1900_0556
ko:K00789	paeb:NCGM1900_0559
ko:K00615	paeb:NCGM1900_0561
ko:K03472	paeb:NCGM1900_0564
ko:K00927	paeb:NCGM1900_0565
ko:K01624	paeb:NCGM1900_0568
ko:K07007	paeb:NCGM1900_0572
ko:K07043	paeb:NCGM1900_0573
ko:K03412	paeb:NCGM1900_0166
ko:K03411	paeb:NCGM1900_0167
ko:K00575	paeb:NCGM1900_0168
ko:K03406	paeb:NCGM1900_0169
ko:K03408	paeb:NCGM1900_0170
ko:K03407	paeb:NCGM1900_0171
ko:K03413	paeb:NCGM1900_0172
ko:K03406	paeb:NCGM1900_0173
ko:K00059	paeb:NCGM1900_0175
ko:K01130	paeb:NCGM1900_0176
ko:K15555	paeb:NCGM1900_0177
ko:K15554	paeb:NCGM1900_0178
ko:K15553	paeb:NCGM1900_0179
ko:K07088	paeb:NCGM1900_0181
ko:K02014	paeb:NCGM1900_0186
ko:K00324	paeb:NCGM1900_0189
ko:K00324	paeb:NCGM1900_0190
ko:K00325	paeb:NCGM1900_0191
ko:K03832	paeb:NCGM1900_0192
ko:K03561	paeb:NCGM1900_0193
ko:K03560	paeb:NCGM1900_0194
ko:K07002	paeb:NCGM1900_0196
ko:K13929	paeb:NCGM1900_0197
ko:K13930	paeb:NCGM1900_0198
ko:K13931	paeb:NCGM1900_0199
ko:K13932	paeb:NCGM1900_0200
ko:K13933	paeb:NCGM1900_0201
ko:K13934	paeb:NCGM1900_0203
ko:K13935	paeb:NCGM1900_0204
ko:K13928	paeb:NCGM1900_0207
ko:K09472	paeb:NCGM1900_0210
ko:K02055	paeb:NCGM1900_0213
ko:K01714	paeb:NCGM1900_0214
ko:K01628	paeb:NCGM1900_0215
ko:K07007	paeb:NCGM1900_1016
ko:K07690	paeb:NCGM1900_1018
ko:K07679	paeb:NCGM1900_1021
ko:K10805	paeb:NCGM1900_1025
ko:K03530	paeb:NCGM1900_1027
ko:K15551	paeb:NCGM1900_1029
ko:K10831	paeb:NCGM1900_1030
ko:K15552	paeb:NCGM1900_1031
ko:K03119	paeb:NCGM1900_1032
ko:K02168	paeb:NCGM1900_1034
ko:K02073	paeb:NCGM1900_1036
ko:K00425	paeb:NCGM1900_1038
ko:K00426	paeb:NCGM1900_1039
ko:K00626	paeb:NCGM1900_1043
ko:K00666	paeb:NCGM1900_1044
ko:K03556	paeb:NCGM1900_1048
ko:K17686	paeb:NCGM1900_1049
ko:K07175	paeb:NCGM1900_1050
ko:K03637	paeb:NCGM1900_1054
ko:K03636	paeb:NCGM1900_1055
ko:K03635	paeb:NCGM1900_1056
