ko:K00986	bant:A16_59740
ko:K00930	bant:A16_43520
ko:K00620	bant:A16_43530
ko:K00145	bant:A16_43540
ko:K07124	bant:A16_43560
ko:K00286	bant:A16_43590
ko:K01752	bant:A16_43600
ko:K01752	bant:A16_43610
ko:K00784	bant:A16_43630
ko:K02346	bant:A16_43650
ko:K03790	bant:A16_43670
ko:K02028	bant:A16_43710
ko:K02029	bant:A16_43720
ko:K02030	bant:A16_43730
ko:K09699	bant:A16_43790
ko:K00167	bant:A16_43800
ko:K00166	bant:A16_43810
ko:K00382	bant:A16_43820
ko:K00929	bant:A16_43830
ko:K00263	bant:A16_43840
ko:K01126	bant:A16_43880
ko:K07699	bant:A16_43910
ko:K06399	bant:A16_43920
ko:K03631	bant:A16_43930
ko:K03402	bant:A16_43940
ko:K06442	bant:A16_43950
ko:K01662	bant:A16_43960
ko:K13789	bant:A16_43970
ko:K03602	bant:A16_43980
ko:K03601	bant:A16_43990
ko:K01491	bant:A16_44000
ko:K03625	bant:A16_44010
ko:K01961	bant:A16_44030
ko:K02160	bant:A16_44040
ko:K06397	bant:A16_44050
ko:K06396	bant:A16_44060
ko:K06395	bant:A16_44070
ko:K06394	bant:A16_44080
ko:K06393	bant:A16_44090
ko:K06392	bant:A16_44100
ko:K06391	bant:A16_44110
ko:K06390	bant:A16_44120
ko:K02356	bant:A16_44160
ko:K03786	bant:A16_44180
ko:K07025	bant:A16_44220
ko:K03716	bant:A16_44240
ko:K03800	bant:A16_44270
ko:K01992	bant:A16_44350
ko:K01992	bant:A16_44360
ko:K01992	bant:A16_44370
ko:K01990	bant:A16_44400
ko:K07979	bant:A16_44410
ko:K00283	bant:A16_44440
ko:K00282	bant:A16_44450
ko:K00605	bant:A16_44460
ko:K00891	bant:A16_44540
ko:K00472	bant:A16_44550
ko:K02249	bant:A16_44560
ko:K02247	bant:A16_44580
ko:K02246	bant:A16_44590
ko:K02245	bant:A16_44600
ko:K02244	bant:A16_44610
ko:K02243	bant:A16_44620
ko:K06956	bant:A16_44650
ko:K02563	bant:A16_44720
ko:K00548	bant:A16_44730
ko:K01739	bant:A16_44750
ko:K01760	bant:A16_44760
ko:K00845	bant:A16_44820
ko:K01934	bant:A16_44840
ko:K02913	bant:A16_44850
ko:K16881	bant:A16_44860
ko:K02039	bant:A16_44870
ko:K02036	bant:A16_44880
ko:K02038	bant:A16_44890
ko:K02037	bant:A16_44900
ko:K02040	bant:A16_44910
ko:K08222	bant:A16_44930
ko:K04564	bant:A16_44940
ko:K02076	bant:A16_44990
ko:K09816	bant:A16_45000
ko:K09817	bant:A16_45010
ko:K01151	bant:A16_45040
ko:K03527	bant:A16_45080
ko:K06967	bant:A16_45100
ko:K13300	bant:A16_45110
ko:K03086	bant:A16_45120
ko:K09773	bant:A16_45160
ko:K03584	bant:A16_45180
ko:K01489	bant:A16_45210
ko:K07042	bant:A16_45230
ko:K07037	bant:A16_45240
ko:K09117	bant:A16_45290
ko:K02970	bant:A16_45300
ko:K09761	bant:A16_45320
ko:K02687	bant:A16_45330
ko:K03686	bant:A16_45340
ko:K04043	bant:A16_45350
ko:K03687	bant:A16_45360
ko:K03705	bant:A16_45370
ko:K03596	bant:A16_45400
ko:K06012	bant:A16_45420
ko:K02968	bant:A16_45430
ko:K02340	bant:A16_45440
ko:K02238	bant:A16_45460
ko:K02237	bant:A16_45490
ko:K02239	bant:A16_45500
ko:K09710	bant:A16_45520
ko:K00969	bant:A16_45540
ko:K00014	bant:A16_45560
ko:K06948	bant:A16_45570
ko:K07015	bant:A16_45580
ko:K06371	bant:A16_45590
ko:K01613	bant:A16_45600
ko:K03091	bant:A16_45610
ko:K02913	bant:A16_45650
ko:K15976	bant:A16_45660
ko:K01077	bant:A16_45700
ko:K16937	bant:A16_45730
ko:K00500	bant:A16_45830
ko:K01724	bant:A16_45840
ko:K07104	bant:A16_45850
ko:K02013	bant:A16_45930
ko:K02015	bant:A16_45940
ko:K02016	bant:A16_45950
ko:K04072	bant:A16_45970
ko:K17217	bant:A16_45980
ko:K17216	bant:A16_45990
ko:K01243	bant:A16_46000
ko:K17462	bant:A16_46010
ko:K03624	bant:A16_46050
ko:K00876	bant:A16_46060
ko:K08303	bant:A16_46070
ko:K08303	bant:A16_46080
ko:K07082	bant:A16_46100
ko:K07447	bant:A16_46120
ko:K01872	bant:A16_46140
ko:K03581	bant:A16_46200
ko:K00566	bant:A16_46220
ko:K04487	bant:A16_46230
ko:K17472	bant:A16_46240
ko:K07478	bant:A16_46250
ko:K01876	bant:A16_46280
ko:K01892	bant:A16_46290
ko:K07560	bant:A16_46310
ko:K00951	bant:A16_46320
ko:K00759	bant:A16_46330
ko:K07462	bant:A16_46340
ko:K12257	bant:A16_46360
ko:K06409	bant:A16_46380
ko:K03210	bant:A16_46410
ko:K00773	bant:A16_46420
ko:K07568	bant:A16_46430
ko:K03551	bant:A16_46450
ko:K03550	bant:A16_46460
ko:K02016	bant:A16_46470
ko:K06318	bant:A16_46480
ko:K06370	bant:A16_46540
ko:K03517	bant:A16_46550
ko:K00767	bant:A16_46560
ko:K00278	bant:A16_46570
ko:K04487	bant:A16_46580
ko:K07105	bant:A16_46590
ko:K00390	bant:A16_14870
ko:K00958	bant:A16_14880
ko:K00860	bant:A16_14890
ko:K00366	bant:A16_14900
ko:K02303	bant:A16_14920
ko:K02304	bant:A16_14940
ko:K03308	bant:A16_14950
ko:K11102	bant:A16_14970
ko:K11619	bant:A16_15000
ko:K11622	bant:A16_15020
ko:K11617	bant:A16_15030
ko:K11618	bant:A16_15040
ko:K03311	bant:A16_15060
ko:K04518	bant:A16_46610
ko:K02004	bant:A16_46620
ko:K02004	bant:A16_46630
ko:K02003	bant:A16_46640
ko:K03979	bant:A16_46680
ko:K06375	bant:A16_46690
ko:K02899	bant:A16_46700
ko:K07584	bant:A16_46710
ko:K02888	bant:A16_46720
ko:K08301	bant:A16_46730
ko:K06402	bant:A16_46740
ko:K06401	bant:A16_46750
ko:K03609	bant:A16_46760
ko:K03610	bant:A16_46770
ko:K03571	bant:A16_46780
ko:K03570	bant:A16_46790
ko:K03569	bant:A16_46800
ko:K03630	bant:A16_46810
ko:K06287	bant:A16_46820
ko:K11754	bant:A16_46840
ko:K01873	bant:A16_46850
ko:K06417	bant:A16_46870
ko:K01845	bant:A16_46880
ko:K01698	bant:A16_46890
ko:K01719	bant:A16_46900
ko:K01749	bant:A16_46910
ko:K02497	bant:A16_46920
ko:K02492	bant:A16_46930
ko:K03978	bant:A16_46960
ko:K01338	bant:A16_46970
ko:K04076	bant:A16_46980
ko:K03544	bant:A16_46990
ko:K03545	bant:A16_47000
ko:K07095	bant:A16_47070
ko:K02428	bant:A16_47080
ko:K00989	bant:A16_47090
ko:K06298	bant:A16_47100
ko:K01776	bant:A16_47110
ko:K14188	bant:A16_14330
ko:K03739	bant:A16_14340
ko:K03839	bant:A16_14400
ko:K03327	bant:A16_14470
ko:K06153	bant:A16_14480
ko:K03498	bant:A16_14540
ko:K00826	bant:A16_14610
ko:K01652	bant:A16_14620
ko:K01653	bant:A16_14630
ko:K00053	bant:A16_14640
ko:K01649	bant:A16_14650
ko:K00052	bant:A16_14660
ko:K01703	bant:A16_14670
ko:K01704	bant:A16_14680
ko:K02502	bant:A16_14690
ko:K00765	bant:A16_14700
ko:K00013	bant:A16_14710
ko:K01693	bant:A16_14720
ko:K02501	bant:A16_14730
ko:K01814	bant:A16_14740
ko:K02500	bant:A16_14750
ko:K01496	bant:A16_14760
ko:K01523	bant:A16_14770
ko:K04486	bant:A16_14780
ko:K17103	bant:A16_14810
ko:K01586	bant:A16_14850
ko:K05916	bant:A16_15120
ko:K07090	bant:A16_15150
ko:K03306	bant:A16_15160
ko:K07220	bant:A16_15170
ko:K03784	bant:A16_15270
ko:K14205	bant:A16_15300
ko:K04564	bant:A16_15330
ko:K06373	bant:A16_15350
ko:K06374	bant:A16_15360
ko:K06178	bant:A16_15370
ko:K07399	bant:A16_15390
ko:K07775	bant:A16_15410
ko:K07651	bant:A16_15420
ko:K05337	bant:A16_15470
ko:K03654	bant:A16_15490
ko:K07052	bant:A16_15500
ko:K16511	bant:A16_15550
ko:K00260	bant:A16_15560
ko:K00384	bant:A16_15600
ko:K01424	bant:A16_15610
ko:K00945	bant:A16_15620
ko:K02945	bant:A16_15630
ko:K01823	bant:A16_15640
ko:K05739	bant:A16_15670
ko:K03977	bant:A16_15690
ko:K00057	bant:A16_15700
ko:K06398	bant:A16_15740
ko:K03530	bant:A16_15750
ko:K01495	bant:A16_15760
ko:K00805	bant:A16_15770
ko:K03183	bant:A16_15780
ko:K00805	bant:A16_15790
ko:K00940	bant:A16_15800
ko:K01736	bant:A16_15810
ko:K01735	bant:A16_15820
ko:K00817	bant:A16_15830
ko:K03886	bant:A16_15870
ko:K03887	bant:A16_15880
ko:K03888	bant:A16_15890
ko:K06973	bant:A16_15930
ko:K00215	bant:A16_15970
ko:K01734	bant:A16_15980
ko:K00974	bant:A16_16010
ko:K03524	bant:A16_16020
ko:K00606	bant:A16_16040
ko:K01918	bant:A16_16050
ko:K01579	bant:A16_16060
ko:K00812	bant:A16_16100
ko:K02086	bant:A16_16110
ko:K10773	bant:A16_16120
ko:K05366	bant:A16_16140
ko:K03700	bant:A16_16150
ko:K06327	bant:A16_16220
ko:K07444	bant:A16_16250
ko:K01299	bant:A16_16280
ko:K01265	bant:A16_16310
ko:K03816	bant:A16_16330
ko:K16169	bant:A16_16340
ko:K07148	bant:A16_16350
ko:K01011	bant:A16_16410
ko:K08989	bant:A16_16450
ko:K03469	bant:A16_16640
ko:K03469	bant:A16_16670
ko:K03704	bant:A16_16700
ko:K09190	bant:A16_16710
ko:K14393	bant:A16_16760
ko:K12574	bant:A16_16800
ko:K03666	bant:A16_16960
ko:K07023	bant:A16_16970
ko:K02556	bant:A16_16980
ko:K02557	bant:A16_16990
ko:K03413	bant:A16_17000
ko:K02417	bant:A16_17030
ko:K00575	bant:A16_17060
ko:K09770	bant:A16_17080
ko:K02396	bant:A16_17100
ko:K02397	bant:A16_17110
ko:K02407	bant:A16_17130
ko:K02422	bant:A16_17140
ko:K02387	bant:A16_17160
ko:K02388	bant:A16_17170
ko:K02408	bant:A16_17180
ko:K02409	bant:A16_17190
ko:K02410	bant:A16_17210
ko:K02411	bant:A16_17220
ko:K02412	bant:A16_17230
ko:K02389	bant:A16_17280
ko:K02390	bant:A16_17290
ko:K06880	bant:A16_23090
ko:K18118	bant:A16_19000
ko:K21993	bant:A16_38620
ko:K18231	bant:A16_54220
ko:K18234	bant:A16_26660
ko:K14233	bant:A16_00160
ko:K14233	bant:A16_51310
ko:K14233	bant:A16_07950
ko:K14233	bant:A16_07960
ko:K14233	bant:A16_02750
ko:K14233	bant:A16_51220
ko:K14219	bant:A16_02820
ko:K14219	bant:A16_07920
ko:K14219	bant:A16_51360
ko:K14234	bant:A16_05890
ko:K14234	bant:A16_51270
ko:K14234	bant:A16_08000
ko:K14235	bant:A16_05910
ko:K14235	bant:A16_08010
ko:K14226	bant:A16_05920
ko:K14226	bant:A16_51400
ko:K14222	bant:A16_05950
ko:K14228	bant:A16_07890
ko:K14228	bant:A16_51390
ko:K14228	bant:A16_07910
ko:K14228	bant:A16_51370
ko:K14237	bant:A16_13280
ko:K14230	bant:A16_44950
ko:K14230	bant:A16_51320
ko:K14219	bant:A16_47050
ko:K06418	bant:A16_31570
ko:K00865	bant:A16_01750
ko:K02020	bant:A16_02250
ko:K19449	bant:A16_13370
ko:K06372	bant:A16_13380
ko:K21113	bant:A16_26690
ko:K14218	bant:A16_00290
ko:K14218	bant:A16_01740
ko:K14218	bant:A16_51340
ko:K14218	bant:A16_07940
ko:K14237	bant:A16_01690
ko:K14237	bant:A16_02770
ko:K14237	bant:A16_05850
ko:K14237	bant:A16_51420
ko:K14237	bant:A16_07860
ko:K14236	bant:A16_01700
ko:K14236	bant:A16_05900
ko:K14223	bant:A16_01710
ko:K14223	bant:A16_02790
ko:K14223	bant:A16_07870
ko:K14223	bant:A16_05930
ko:K14229	bant:A16_01720
ko:K14229	bant:A16_51260
ko:K14229	bant:A16_57350
ko:K14229	bant:A16_07880
ko:K14229	bant:A16_02800
ko:K14225	bant:A16_01730
ko:K14225	bant:A16_05940
ko:K14225	bant:A16_51380
ko:K14225	bant:A16_07900
ko:K14221	bant:A16_02780
ko:K14221	bant:A16_57330
ko:K14221	bant:A16_07980
ko:K14221	bant:A16_05870
ko:K14221	bant:A16_51290
ko:K14221	bant:A16_02890
ko:K14228	bant:A16_02810
ko:K14228	bant:A16_05960
ko:K01977	bant:A16_07830
ko:K01977	bant:A16_01630
ko:K01977	bant:A16_00270
ko:K01977	bant:A16_02850
ko:K01977	bant:A16_03150
ko:K01977	bant:A16_05790
ko:K01977	bant:A16_00850
ko:K01977	bant:A16_03230
ko:K01977	bant:A16_03040
ko:K01977	bant:A16_51450
ko:K01985	bant:A16_00090
ko:K01985	bant:A16_02870
ko:K01985	bant:A16_00310
ko:K01985	bant:A16_03170
ko:K01985	bant:A16_03060
ko:K01985	bant:A16_03250
ko:K01985	bant:A16_00870
ko:K01985	bant:A16_05810
ko:K01985	bant:A16_01650
ko:K01985	bant:A16_07850
ko:K01985	bant:A16_51430
ko:K14230	bant:A16_00670
ko:K14230	bant:A16_51330
ko:K14230	bant:A16_02880
ko:K14230	bant:A16_07970
ko:K14230	bant:A16_05860
ko:K14230	bant:A16_51300
ko:K14224	bant:A16_00680
ko:K14224	bant:A16_57340
ko:K14224	bant:A16_51210
ko:K14224	bant:A16_05840
ko:K14224	bant:A16_08040
ko:K14224	bant:A16_02760
ko:K14224	bant:A16_01680
ko:K14220	bant:A16_01660
ko:K14220	bant:A16_51230
ko:K14220	bant:A16_08030
ko:K14220	bant:A16_02740
ko:K14220	bant:A16_05820
ko:K14225	bant:A16_02840
ko:K14225	bant:A16_06020
ko:K14225	bant:A16_47060
ko:K14225	bant:A16_51250
ko:K14219	bant:A16_53850
ko:K14234	bant:A16_51410
ko:K08981	bant:A16_11200
ko:K19170	bant:A16_59810
ko:K13530	bant:A16_58920
ko:K01439	bant:A16_49470
ko:K18104	bant:A16_19920
ko:K01119	bant:A16_25520
ko:K06994	bant:A16_29760
ko:K07729	bant:A16_32660
ko:K01119	bant:A16_37560
ko:K02057	bant:A16_39350
ko:K22579	bant:A16_31430
ko:K02397	bant:A16_17120
ko:K02015	bant:A16_56430
ko:K03742	bant:A16_39250
ko:K00632	bant:A16_52640
ko:K07705	bant:A16_57060
ko:K01200	bant:A16_49450
ko:K01200	bant:A16_27650
ko:K03296	bant:A16_57000
ko:K02032	bant:A16_02520
ko:K15580	bant:A16_20770
ko:K04749	bant:A16_10590
ko:K06384	bant:A16_43130
ko:K06380	bant:A16_46830
ko:K00634	bant:A16_43850
ko:K16044	bant:A16_36620
ko:K06344	bant:A16_12850
ko:K06336	bant:A16_13340
ko:K02351	bant:A16_31460
ko:K15640	bant:A16_41480
ko:K00001	bant:A16_26220
ko:K12555	bant:A16_15180
ko:K18652	bant:A16_33000
ko:K12555	bant:A16_11320
ko:K18640	bant:A16_27760
ko:K06896	bant:A16_04140
ko:K18654	bant:A16_33010
ko:K18672	bant:A16_01780
ko:K18707	bant:A16_45310
ko:K18692	bant:A16_45050
ko:K18928	bant:A16_13580
ko:K18929	bant:A16_13590
ko:K18924	bant:A16_44310
ko:K18925	bant:A16_44320
ko:K03790	bant:A16_30370
ko:K18928	bant:A16_32920
ko:K03790	bant:A16_31040
ko:K03790	bant:A16_28800
ko:K03790	bant:A16_24530
ko:K07171	bant:A16_02710
ko:K01777	bant:A16_09800
ko:K06147	bant:A16_24760
ko:K03789	bant:A16_16290
ko:K01247	bant:A16_04680
ko:K03169	bant:A16_04170
ko:K18967	bant:A16_56770
ko:K03790	bant:A16_19110
ko:K03790	bant:A16_27360
ko:K18929	bant:A16_32910
ko:K03111	bant:A16_57420
ko:K03497	bant:A16_57480
ko:K03496	bant:A16_57490
ko:K03497	bant:A16_57500
ko:K08168	bant:A16_11030
ko:K02171	bant:A16_11400
ko:K02172	bant:A16_11410
ko:K04565	bant:A16_51580
ko:K05593	bant:A16_19990
ko:K03111	bant:A16_22000
ko:K00662	bant:A16_29560
ko:K03502	bant:A16_33090
ko:K08168	bant:A16_47120
ko:K07496	bant:A16_37500
ko:K03761	bant:A16_09980
ko:K02315	bant:A16_04830
ko:K02315	bant:A16_41240
ko:K06378	bant:A16_42960
ko:K19055	bant:A16_52230
ko:K03466	bant:A16_40730
ko:K19005	bant:A16_29720
ko:K01872	bant:A16_36910
ko:K09145	bant:A16_14980
ko:K07029	bant:A16_03600
ko:K03526	bant:A16_44980
ko:K18979	bant:A16_06030
ko:K03466	bant:A16_23590
ko:K13052	bant:A16_00650
ko:K05396	bant:A16_32600
ko:K03741	bant:A16_32230
ko:K07816	bant:A16_45680
ko:K14742	bant:A16_02910
ko:K03429	bant:A16_05500
ko:K06595	bant:A16_56870
ko:K06415	bant:A16_08520
ko:K01239	bant:A16_24340
ko:K05799	bant:A16_13570
ko:K01090	bant:A16_31000
ko:K03892	bant:A16_32260
ko:K00344	bant:A16_34520
ko:K02277	bant:A16_41550
ko:K00354	bant:A16_20740
ko:K02777	bant:A16_55740
ko:K02033	bant:A16_23060
ko:K01239	bant:A16_29180
ko:K01239	bant:A16_53530
ko:K00001	bant:A16_35750
ko:K01239	bant:A16_36130
ko:K02032	bant:A16_02120
ko:K11615	bant:A16_06350
ko:K01090	bant:A16_12660
ko:K03296	bant:A16_07820
ko:K01271	bant:A16_40210
ko:K06308	bant:A16_49820
ko:K10819	bant:A16_49130
ko:K03328	bant:A16_00600
ko:K00798	bant:A16_15430
ko:K00344	bant:A16_35550
ko:K00433	bant:A16_50250
ko:K00571	bant:A16_48810
ko:K00001	bant:A16_22550
ko:K02034	bant:A16_23050
ko:K06307	bant:A16_36380
ko:K01897	bant:A16_36950
ko:K01447	bant:A16_37710
ko:K01710	bant:A16_12810
ko:K01447	bant:A16_37420
ko:K06345	bant:A16_46530
ko:K01447	bant:A16_15590
ko:K02031	bant:A16_47260
ko:K02032	bant:A16_47270
ko:K01271	bant:A16_48530
ko:K03293	bant:A16_07560
ko:K02032	bant:A16_09920
ko:K06343	bant:A16_12890
ko:K00344	bant:A16_21480
ko:K21900	bant:A16_54190
ko:K00525	bant:A16_14150
ko:K12132	bant:A16_40070
ko:K01073	bant:A16_20890
ko:K07448	bant:A16_23560
ko:K05375	bant:A16_24060
ko:K01447	bant:A16_40790
ko:K02032	bant:A16_07210
ko:K02031	bant:A16_07220
ko:K01117	bant:A16_07410
ko:K01897	bant:A16_09560
ko:K06893	bant:A16_09110
ko:K07453	bant:A16_38010
ko:K08651	bant:A16_24130
ko:K01777	bant:A16_28670
ko:K01046	bant:A16_26430
ko:K03293	bant:A16_35290
ko:K00102	bant:A16_35830
ko:K00020	bant:A16_23870
ko:K19271	bant:A16_24420
ko:K00663	bant:A16_29900
ko:K01990	bant:A16_30760
ko:K01990	bant:A16_56620
ko:K01567	bant:A16_04670
ko:K03722	bant:A16_16070
ko:K03722	bant:A16_16270
ko:K01992	bant:A16_18340
ko:K01990	bant:A16_14220
ko:K01436	bant:A16_14380
ko:K19302	bant:A16_13450
ko:K19294	bant:A16_09690
ko:K19405	bant:A16_00900
ko:K01992	bant:A16_55360
ko:K19411	bant:A16_00890
ko:K19350	bant:A16_25640
ko:K06419	bant:A16_09390
ko:K03574	bant:A16_50370
ko:K06867	bant:A16_49140
ko:K02031	bant:A16_02110
ko:K01436	bant:A16_07680
ko:K07496	bant:A16_10790
ko:K19302	bant:A16_25360
ko:K19302	bant:A16_50090
ko:K18567	bant:A16_52760
ko:K06881	bant:A16_48450
ko:K02476	bant:A16_06160
ko:K00887	bant:A16_45220
ko:K07315	bant:A16_10630
ko:K19689	bant:A16_49250
ko:K19701	bant:A16_56160
ko:K01258	bant:A16_43660
ko:K03417	bant:A16_23840
ko:K20480	bant:A16_06560
ko:K21755	bant:A16_32930
ko:K00547	bant:A16_44740
ko:K00297	bant:A16_44740
ko:K15777	bant:A16_18970
ko:K19802	bant:A16_28830
ko:K13075	bant:A16_35260
ko:K01992	bant:A16_36590
ko:K21636	bant:A16_36700
ko:K05770	bant:A16_32070
ko:K19976	bant:A16_32170
ko:K10680	bant:A16_37130
ko:K20074	bant:A16_40080
ko:K20201	bant:A16_55730
ko:K20116	bant:A16_42700
ko:K20117	bant:A16_42700
ko:K20118	bant:A16_42700
ko:K20391	bant:A16_56050
ko:K20390	bant:A16_56030
ko:K20491	bant:A16_39090
ko:K20492	bant:A16_39080
ko:K00526	bant:A16_14180
ko:K20488	bant:A16_39070
ko:K20534	bant:A16_56980
ko:K18889	bant:A16_09330
ko:K08884	bant:A16_23450
ko:K18889	bant:A16_37460
ko:K18890	bant:A16_37450
ko:K20742	bant:A16_28820
ko:K11751	bant:A16_31900
ko:K01208	bant:A16_42320
ko:K21029	bant:A16_36290
ko:K20895	bant:A16_05320
ko:K21029	bant:A16_21690
ko:K00525	bant:A16_14170
ko:K21029	bant:A16_49690
ko:K21064	bant:A16_12260
ko:K08968	bant:A16_48980
ko:K00821	bant:A16_30550
ko:K00821	bant:A16_43510
ko:K00435	bant:A16_56490
ko:K01286	bant:A16_17850
ko:K02314	bant:A16_10110
ko:K00857	bant:A16_55840
ko:K01286	bant:A16_56500
ko:K02314	bant:A16_57370
ko:K01286	bant:A16_52670
ko:K06904	bant:A16_53720
ko:K01286	bant:A16_19880
ko:K01286	bant:A16_21050
ko:K00560	bant:A16_22720
ko:K00287	bant:A16_22730
ko:K03546	bant:A16_23940
ko:K01286	bant:A16_25910
ko:K01286	bant:A16_26970
ko:K01286	bant:A16_13320
ko:K01286	bant:A16_30590
ko:K00558	bant:A16_38170
ko:K02315	bant:A16_38210
ko:K04068	bant:A16_36690
ko:K06904	bant:A16_37900
ko:K03465	bant:A16_38160
ko:K01520	bant:A16_41170
ko:K02316	bant:A16_45130
ko:K06217	bant:A16_45250
ko:K01493	bant:A16_45480
ko:K07313	bant:A16_06280
ko:K06904	bant:A16_05070
ko:K07258	bant:A16_15340
ko:K02335	bant:A16_48230
ko:K01101	bant:A16_52110
ko:K21416	bant:A16_28110
ko:K21417	bant:A16_28100
ko:K21405	bant:A16_27960
ko:K21481	bant:A16_11310
ko:K21464	bant:A16_56340
ko:K21465	bant:A16_44920
ko:K21465	bant:A16_31160
ko:K21465	bant:A16_26740
ko:K21467	bant:A16_22740
ko:K21468	bant:A16_46040
ko:K22044	bant:A16_57460
ko:K21471	bant:A16_54410
ko:K21471	bant:A16_14960
ko:K21567	bant:A16_03900
ko:K01928	bant:A16_26260
ko:K21567	bant:A16_51800
ko:K21494	bant:A16_23510
ko:K21600	bant:A16_38660
ko:K00863	bant:A16_10360
ko:K00863	bant:A16_10380
ko:K21493	bant:A16_23520
ko:K21713	bant:A16_28600
ko:K02254	bant:A16_57980
ko:K10823	bant:A16_57985
ko:K03367	bant:A16_58065
ko:K03821	bant:A16_58035
ko:K06889	bant:A16_58240
ko:K06131	bant:A16_58205
ko:K03169	bant:A16_58265
ko:K00648	bant:A16_58275
ko:K06299	bant:A16_57965
ko:K01255	bant:A16_59545
ko:K07729	bant:A16_59925
ko:K02283	bant:A16_60030
ko:K03502	bant:A16_60930
ko:K03169	bant:A16_60990
ko:K07038	bant:A16_61005
ko:K01887	bant:A16_59665
ko:K02015	bant:A16_59670
ko:K00752	bant:A16_60215
ko:K00963	bant:A16_60220
ko:K00012	bant:A16_60225
ko:K00759	bant:A16_60285
ko:K03466	bant:A16_59470
ko:K01081	bant:A16_59565
ko:K02240	bant:A16_59630
ko:K09815	bant:A16_60465
ko:K03666	bant:A16_60505
ko:K03611	bant:A16_60515
ko:K01174	bant:A16_60530
ko:K03168	bant:A16_60540
ko:K02004	bant:A16_59485
ko:K09015	bant:A16_59575
ko:K02283	bant:A16_60655
ko:K07052	bant:A16_60770
ko:K00681	bant:A16_60810
ko:K07282	bant:A16_60815
ko:K03100	bant:A16_60850
ko:K07052	bant:A16_60905
ko:K15580	bant:A16_60915
ko:K01462	bant:A16_59245
ko:K02248	bant:A16_59340
ko:K01893	bant:A16_59425
ko:K01890	bant:A16_59430
ko:K02520	bant:A16_59435
ko:K10563	bant:A16_59440
ko:K06283	bant:A16_59660
ko:K01091	bant:A16_58415
ko:K10557	bant:A16_58800
ko:K08174	bant:A16_58970
ko:K01442	bant:A16_58985
ko:K20487	bant:A16_59170
ko:K20490	bant:A16_59175
ko:K06438	bant:A16_59365
ko:K10255	bant:A16_58815
ko:K07707	bant:A16_58820
ko:K03924	bant:A16_58860
ko:K00831	bant:A16_58990
ko:K07574	bant:A16_59375
ko:K00285	bant:A16_58680
ko:K05281	bant:A16_58865
ko:K06414	bant:A16_59185
ko:K00286	bant:A16_58885
ko:K07260	bant:A16_59520
ko:K08680	bant:A16_59530
ko:K03466	bant:A16_58395
ko:K14647	bant:A16_59385
ko:K03696	bant:A16_57580
ko:K02913	bant:A16_57585
ko:K02864	bant:A16_57590
ko:K03043	bant:A16_57595
ko:K03565	bant:A16_57760
ko:K06867	bant:A16_57780
ko:K02529	bant:A16_57815
ko:K00899	bant:A16_57685
ko:K08234	bant:A16_57790
ko:K03486	bant:A16_57805
ko:K21929	bant:A16_15940
ko:K21935	bant:A16_23360
ko:K21902	bant:A16_56310
ko:K11923	bant:A16_34370
ko:K18244	bant:A16_55960
ko:K21993	bant:A16_36300
ko:K21903	bant:A16_06530
ko:K00754	bant:A16_16000
ko:K01463	bant:A16_15990
ko:K22135	bant:A16_35360
ko:K22135	bant:A16_38940
ko:K22136	bant:A16_40640
ko:K14227	bant:A16_61040
ko:K01585	bant:A16_41760
ko:K03595	bant:A16_45200
ko:K00015	bant:A16_14800
ko:K02116	bant:A16_10330
ko:K22112	bant:A16_57130
ko:K22132	bant:A16_46270
ko:K22106	bant:A16_29790
ko:K01932	bant:A16_60825
ko:K22116	bant:A16_60820
ko:K00302	bant:A16_28710
ko:K00302	bant:A16_28720
ko:K07456	bant:A16_35580
ko:K01046	bant:A16_59535
ko:K22278	bant:A16_20000
ko:K22278	bant:A16_36860
ko:K02257	bant:A16_41590
ko:K13566	bant:A16_42540
ko:K18672	bant:A16_51730
ko:K22491	bant:A16_15540
