ko:K07489	ypr:BZ20_2878
ko:K00346	ypr:BZ20_1160
ko:K03271	ypr:BZ20_1163
ko:K06445	ypr:BZ20_1164
ko:K00899	ypr:BZ20_1169
ko:K08963	ypr:BZ20_1170
ko:K08967	ypr:BZ20_1171
ko:K09880	ypr:BZ20_1172
ko:K08964	ypr:BZ20_1173
ko:K14287	ypr:BZ20_1174
ko:K02083	ypr:BZ20_1176
ko:K02028	ypr:BZ20_1178
ko:K02029	ypr:BZ20_1179
ko:K02029	ypr:BZ20_1180
ko:K02030	ypr:BZ20_1181
ko:K07112	ypr:BZ20_1780
ko:K03229	ypr:BZ20_1781
ko:K03228	ypr:BZ20_1782
ko:K03227	ypr:BZ20_1783
ko:K03226	ypr:BZ20_1784
ko:K03225	ypr:BZ20_1785
ko:K03224	ypr:BZ20_1788
ko:K03230	ypr:BZ20_1789
ko:K03222	ypr:BZ20_1792
ko:K03221	ypr:BZ20_1795
ko:K18984	ypr:BZ20_1797
ko:K03220	ypr:BZ20_1798
ko:K03219	ypr:BZ20_1799
ko:K14978	ypr:BZ20_1800
ko:K14979	ypr:BZ20_1801
ko:K11102	ypr:BZ20_1802
ko:K01895	ypr:BZ20_1803
ko:K14393	ypr:BZ20_1805
ko:K00602	ypr:BZ20_1814
ko:K01945	ypr:BZ20_1815
ko:K05787	ypr:BZ20_1817
ko:K09891	ypr:BZ20_1818
ko:K05982	ypr:BZ20_1819
ko:K01599	ypr:BZ20_1820
ko:K03426	ypr:BZ20_1822
ko:K07740	ypr:BZ20_1823
ko:K03147	ypr:BZ20_1824
ko:K00788	ypr:BZ20_1825
ko:K03148	ypr:BZ20_1826
ko:K03154	ypr:BZ20_1827
ko:K03149	ypr:BZ20_1828
ko:K03150	ypr:BZ20_1829
ko:K08191	ypr:BZ20_2638
ko:K01812	ypr:BZ20_2639
ko:K00041	ypr:BZ20_2640
ko:K01685	ypr:BZ20_2641
ko:K07862	ypr:BZ20_2643
ko:K07043	ypr:BZ20_2645
ko:K00219	ypr:BZ20_2648
ko:K15125	ypr:BZ20_2657
ko:K15125	ypr:BZ20_2660
ko:K15125	ypr:BZ20_2664
ko:K10112	ypr:BZ20_2668
ko:K02529	ypr:BZ20_2670
ko:K02027	ypr:BZ20_2671
ko:K02025	ypr:BZ20_2672
ko:K02026	ypr:BZ20_2673
ko:K05349	ypr:BZ20_2675
ko:K15547	ypr:BZ20_2677
ko:K15549	ypr:BZ20_2678
ko:K18843	ypr:BZ20_3512
ko:K07308	ypr:BZ20_3518
ko:K07307	ypr:BZ20_3519
ko:K07306	ypr:BZ20_3520
ko:K06887	ypr:BZ20_3522
ko:K02010	ypr:BZ20_3525
ko:K02011	ypr:BZ20_3526
ko:K02012	ypr:BZ20_3527
ko:K08305	ypr:BZ20_3528
ko:K11902	ypr:BZ20_3535
ko:K11895	ypr:BZ20_3536
ko:K11896	ypr:BZ20_3537
ko:K11907	ypr:BZ20_3538
ko:K07345	ypr:BZ20_3539
ko:K07347	ypr:BZ20_3541
ko:K11901	ypr:BZ20_3543
ko:K11900	ypr:BZ20_3544
ko:K11903	ypr:BZ20_3545
ko:K11906	ypr:BZ20_3546
ko:K11893	ypr:BZ20_3547
ko:K11892	ypr:BZ20_3548
ko:K11891	ypr:BZ20_3549
ko:K11904	ypr:BZ20_3550
ko:K11898	ypr:BZ20_3553
ko:K11897	ypr:BZ20_3554
ko:K06193	ypr:BZ20_3556
ko:K03744	ypr:BZ20_3558
ko:K02193	ypr:BZ20_3561
ko:K02194	ypr:BZ20_3562
ko:K02195	ypr:BZ20_3563
ko:K02196	ypr:BZ20_3564
ko:K02197	ypr:BZ20_3565
ko:K02198	ypr:BZ20_3566
ko:K02199	ypr:BZ20_3567
ko:K02200	ypr:BZ20_3568
ko:K03046	ypr:BZ20_1830
ko:K03043	ypr:BZ20_1831
ko:K02935	ypr:BZ20_1833
ko:K02864	ypr:BZ20_1834
ko:K02863	ypr:BZ20_1835
ko:K02867	ypr:BZ20_1836
ko:K02601	ypr:BZ20_1837
ko:K03073	ypr:BZ20_1838
ko:K02358	ypr:BZ20_1839
ko:K00867	ypr:BZ20_1845
ko:K03524	ypr:BZ20_1846
ko:K00075	ypr:BZ20_1847
ko:K00230	ypr:BZ20_1853
ko:K03498	ypr:BZ20_1854
ko:K01825	ypr:BZ20_1857
ko:K05368	ypr:BZ20_1859
ko:K03182	ypr:BZ20_1860
ko:K05785	ypr:BZ20_1861
ko:K01698	ypr:BZ20_1862
ko:K03424	ypr:BZ20_1863
ko:K03118	ypr:BZ20_1864
ko:K03117	ypr:BZ20_1865
ko:K03116	ypr:BZ20_1866
ko:K03688	ypr:BZ20_1867
ko:K03690	ypr:BZ20_1868
ko:K03183	ypr:BZ20_1869
ko:K09760	ypr:BZ20_1870
ko:K06200	ypr:BZ20_1872
ko:K00757	ypr:BZ20_1874
ko:K01061	ypr:BZ20_1875
ko:K00549	ypr:BZ20_1876
ko:K03576	ypr:BZ20_1878
ko:K07088	ypr:BZ20_1879
ko:K01126	ypr:BZ20_1880
ko:K05816	ypr:BZ20_1881
ko:K07396	ypr:BZ20_2688
ko:K04095	ypr:BZ20_2691
ko:K03086	ypr:BZ20_2705
ko:K02970	ypr:BZ20_2707
ko:K01409	ypr:BZ20_2708
ko:K08591	ypr:BZ20_2709
ko:K01633	ypr:BZ20_2710
ko:K06153	ypr:BZ20_2711
ko:K00974	ypr:BZ20_2712
ko:K07184	ypr:BZ20_2713
ko:K18446	ypr:BZ20_2714
ko:K00982	ypr:BZ20_2715
ko:K03272	ypr:BZ20_2716
ko:K16263	ypr:BZ20_2717
ko:K09806	ypr:BZ20_2718
ko:K02858	ypr:BZ20_2719
ko:K12340	ypr:BZ20_2724
ko:K01515	ypr:BZ20_2725
ko:K09920	ypr:BZ20_2726
ko:K03651	ypr:BZ20_2727
ko:K07000	ypr:BZ20_2728
ko:K02622	ypr:BZ20_2729
ko:K03923	ypr:BZ20_2731
ko:K02621	ypr:BZ20_2732
ko:K00655	ypr:BZ20_2733
ko:K06221	ypr:BZ20_2739
ko:K08325	ypr:BZ20_2740
ko:K04754	ypr:BZ20_3570
ko:K06076	ypr:BZ20_3571
ko:K01782	ypr:BZ20_3574
ko:K08296	ypr:BZ20_3575
ko:K07320	ypr:BZ20_3577
ko:K01736	ypr:BZ20_3578
ko:K07261	ypr:BZ20_3579
ko:K07090	ypr:BZ20_3580
ko:K09906	ypr:BZ20_3581
ko:K15461	ypr:BZ20_3583
ko:K00647	ypr:BZ20_3584
ko:K01779	ypr:BZ20_3585
ko:K03473	ypr:BZ20_3590
ko:K06173	ypr:BZ20_3592
ko:K03975	ypr:BZ20_3593
ko:K01963	ypr:BZ20_3594
ko:K11754	ypr:BZ20_3595
ko:K03749	ypr:BZ20_3596
ko:K03558	ypr:BZ20_3597
ko:K00764	ypr:BZ20_3598
ko:K03186	ypr:BZ20_3599
ko:K10014	ypr:BZ20_3600
ko:K10016	ypr:BZ20_3601
ko:K10015	ypr:BZ20_3602
ko:K10017	ypr:BZ20_3603
ko:K07071	ypr:BZ20_3604
ko:K07095	ypr:BZ20_3606
ko:K03475	ypr:BZ20_3608
ko:K02822	ypr:BZ20_3609
ko:K02821	ypr:BZ20_3610
ko:K13788	ypr:BZ20_3612
ko:K00925	ypr:BZ20_3613
ko:K09899	ypr:BZ20_3614
ko:K09161	ypr:BZ20_3615
ko:K08722	ypr:BZ20_3619
ko:K12370	ypr:BZ20_2251
ko:K12369	ypr:BZ20_2250
ko:K12371	ypr:BZ20_2252
ko:K12372	ypr:BZ20_2253
ko:K01728	ypr:BZ20_2257
ko:K11103	ypr:BZ20_2259
ko:K00874	ypr:BZ20_2261
ko:K01821	ypr:BZ20_2262
ko:K07290	ypr:BZ20_2264
ko:K01521	ypr:BZ20_2265
ko:K07058	ypr:BZ20_2266
ko:K00865	ypr:BZ20_2271
ko:K03299	ypr:BZ20_2272
ko:K02647	ypr:BZ20_2273
ko:K00383	ypr:BZ20_2274
ko:K07115	ypr:BZ20_2275
ko:K01414	ypr:BZ20_2276
ko:K15984	ypr:BZ20_2277
ko:K00262	ypr:BZ20_2279
ko:K06149	ypr:BZ20_2280
ko:K06144	ypr:BZ20_2281
ko:K07491	ypr:BZ20_2282
ko:K16322	ypr:BZ20_2283
ko:K07007	ypr:BZ20_2284
ko:K14260	ypr:BZ20_3620
ko:K05814	ypr:BZ20_1883
ko:K05815	ypr:BZ20_1882
ko:K05813	ypr:BZ20_1884
ko:K01996	ypr:BZ20_1892
ko:K01995	ypr:BZ20_1893
ko:K01998	ypr:BZ20_1894
ko:K01997	ypr:BZ20_1895
ko:K01999	ypr:BZ20_1896
ko:K03089	ypr:BZ20_1898
ko:K09811	ypr:BZ20_1899
ko:K09812	ypr:BZ20_1900
ko:K03110	ypr:BZ20_1901
ko:K08316	ypr:BZ20_1902
ko:K08993	ypr:BZ20_1903
ko:K01534	ypr:BZ20_1907
ko:K04085	ypr:BZ20_1908
ko:K09125	ypr:BZ20_1909
ko:K00113	ypr:BZ20_1911
ko:K00112	ypr:BZ20_1912
ko:K00111	ypr:BZ20_1913
ko:K01126	ypr:BZ20_1914
ko:K01048	ypr:BZ20_1917
ko:K05834	ypr:BZ20_1918
ko:K05835	ypr:BZ20_1919
ko:K03654	ypr:BZ20_1920
ko:K01058	ypr:BZ20_1921
ko:K05786	ypr:BZ20_1923
ko:K03284	ypr:BZ20_1924
ko:K03657	ypr:BZ20_1928
ko:K03733	ypr:BZ20_1930
ko:K09921	ypr:BZ20_1931
ko:K10441	ypr:BZ20_2286
ko:K10440	ypr:BZ20_2287
ko:K10439	ypr:BZ20_2288
ko:K09988	ypr:BZ20_2289
ko:K01624	ypr:BZ20_2290
ko:K06911	ypr:BZ20_2294
ko:K06145	ypr:BZ20_2295
ko:K06155	ypr:BZ20_2296
ko:K00851	ypr:BZ20_2297
ko:K00133	ypr:BZ20_2304
ko:K02681	ypr:BZ20_3133
ko:K03583	ypr:BZ20_3134
ko:K01407	ypr:BZ20_3135
ko:K03582	ypr:BZ20_3136
ko:K03581	ypr:BZ20_3137
ko:K14682	ypr:BZ20_3138
ko:K01448	ypr:BZ20_3139
ko:K08304	ypr:BZ20_3143
ko:K02426	ypr:BZ20_3145
ko:K01766	ypr:BZ20_3146
ko:K03566	ypr:BZ20_3148
ko:K06968	ypr:BZ20_3150
ko:K01146	ypr:BZ20_3151
ko:K06966	ypr:BZ20_3152
ko:K06879	ypr:BZ20_3153
ko:K15723	ypr:BZ20_3154
ko:K06175	ypr:BZ20_3156
ko:K00674	ypr:BZ20_3159
ko:K00990	ypr:BZ20_3160
ko:K01265	ypr:BZ20_3161
ko:K02967	ypr:BZ20_3162
ko:K02357	ypr:BZ20_3163
ko:K09903	ypr:BZ20_3164
ko:K02838	ypr:BZ20_3165
ko:K00099	ypr:BZ20_3166
ko:K00806	ypr:BZ20_3167
ko:K00981	ypr:BZ20_3168
ko:K11749	ypr:BZ20_3169
ko:K07277	ypr:BZ20_3170
ko:K06142	ypr:BZ20_3171
ko:K02536	ypr:BZ20_3172
ko:K02372	ypr:BZ20_3173
ko:K00677	ypr:BZ20_3174
ko:K00748	ypr:BZ20_3175
ko:K03470	ypr:BZ20_3176
ko:K02337	ypr:BZ20_3177
ko:K01962	ypr:BZ20_3178
ko:K08234	ypr:BZ20_3179
ko:K04075	ypr:BZ20_3180
ko:K19000	ypr:BZ20_3182
ko:K03668	ypr:BZ20_4003
ko:K03778	ypr:BZ20_4004
ko:K09978	ypr:BZ20_4007
ko:K00007	ypr:BZ20_4008
ko:K01118	ypr:BZ20_4010
ko:K03578	ypr:BZ20_4011
ko:K04775	ypr:BZ20_4014
ko:K11021	ypr:BZ20_4018
ko:K01299	ypr:BZ20_4019
ko:K07639	ypr:BZ20_4020
ko:K07661	ypr:BZ20_4021
ko:K03758	ypr:BZ20_4023
ko:K00324	ypr:BZ20_4025
ko:K00325	ypr:BZ20_4026
ko:K14055	ypr:BZ20_4027
ko:K00567	ypr:BZ20_4029
ko:K01077	ypr:BZ20_4030
ko:K01653	ypr:BZ20_4033
ko:K01652	ypr:BZ20_4034
ko:K01241	ypr:BZ20_4039
ko:K02049	ypr:BZ20_4040
ko:K02050	ypr:BZ20_4041
ko:K02051	ypr:BZ20_4042
ko:K17204	ypr:BZ20_4044
ko:K17203	ypr:BZ20_4045
ko:K17202	ypr:BZ20_4046
ko:K02529	ypr:BZ20_4048
ko:K03315	ypr:BZ20_4049
ko:K14155	ypr:BZ20_4050
ko:K07790	ypr:BZ20_4051
ko:K00138	ypr:BZ20_4054
ko:K16066	ypr:BZ20_4056
ko:K18292	ypr:BZ20_192
ko:K18290	ypr:BZ20_193
ko:K18288	ypr:BZ20_194
ko:K07688	ypr:BZ20_196
ko:K07679	ypr:BZ20_197
ko:K07345	ypr:BZ20_198
ko:K07347	ypr:BZ20_200
ko:K10111	ypr:BZ20_204
ko:K02026	ypr:BZ20_205
ko:K02025	ypr:BZ20_206
ko:K02027	ypr:BZ20_207
ko:K03710	ypr:BZ20_210
ko:K09803	ypr:BZ20_221
ko:K00995	ypr:BZ20_236
ko:K03703	ypr:BZ20_237
ko:K07689	ypr:BZ20_238
ko:K11737	ypr:BZ20_244
ko:K17948	ypr:BZ20_245
ko:K03809	ypr:BZ20_246
ko:K16301	ypr:BZ20_247
ko:K07224	ypr:BZ20_248
ko:K11910	ypr:BZ20_467
ko:K11891	ypr:BZ20_468
ko:K11904	ypr:BZ20_479
ko:K11907	ypr:BZ20_480
ko:K11903	ypr:BZ20_481
ko:K11892	ypr:BZ20_483
ko:K11893	ypr:BZ20_484
ko:K11900	ypr:BZ20_485
ko:K11901	ypr:BZ20_486
ko:K00645	ypr:BZ20_488
ko:K01641	ypr:BZ20_494
ko:K00059	ypr:BZ20_495
ko:K00647	ypr:BZ20_496
ko:K02372	ypr:BZ20_497
ko:K11179	ypr:BZ20_507
ko:K01512	ypr:BZ20_508
ko:K06969	ypr:BZ20_509
ko:K11940	ypr:BZ20_510
ko:K06929	ypr:BZ20_511
ko:K09909	ypr:BZ20_512
ko:K01734	ypr:BZ20_513
ko:K03658	ypr:BZ20_514
ko:K07343	ypr:BZ20_517
ko:K13053	ypr:BZ20_518
ko:K03286	ypr:BZ20_519
ko:K07552	ypr:BZ20_679
ko:K06183	ypr:BZ20_680
ko:K02897	ypr:BZ20_682
ko:K07491	ypr:BZ20_683
ko:K06899	ypr:BZ20_684
ko:K09904	ypr:BZ20_685
ko:K07014	ypr:BZ20_686
ko:K01223	ypr:BZ20_694
ko:K03406	ypr:BZ20_719
ko:K16210	ypr:BZ20_721
ko:K18988	ypr:BZ20_722
ko:K09958	ypr:BZ20_725
ko:K09475	ypr:BZ20_727
ko:K07676	ypr:BZ20_730
ko:K07687	ypr:BZ20_731
ko:K07677	ypr:BZ20_732
ko:K02469	ypr:BZ20_733
ko:K00568	ypr:BZ20_734
ko:K03646	ypr:BZ20_843
ko:K03560	ypr:BZ20_844
ko:K03562	ypr:BZ20_845
ko:K07107	ypr:BZ20_846
ko:K00426	ypr:BZ20_849
ko:K00425	ypr:BZ20_850
ko:K01902	ypr:BZ20_851
ko:K01903	ypr:BZ20_852
ko:K01778	ypr:BZ20_1932
ko:K01760	ypr:BZ20_2743
ko:K03561	ypr:BZ20_2744
ko:K03559	ypr:BZ20_2745
ko:K12515	ypr:BZ20_2746
ko:K12514	ypr:BZ20_2747
ko:K12513	ypr:BZ20_2748
ko:K12512	ypr:BZ20_2749
ko:K12511	ypr:BZ20_2750
ko:K12510	ypr:BZ20_2751
ko:K02283	ypr:BZ20_2752
ko:K02282	ypr:BZ20_2753
ko:K02280	ypr:BZ20_2755
ko:K02279	ypr:BZ20_2756
ko:K02278	ypr:BZ20_2757
ko:K13735	ypr:BZ20_2761
ko:K02016	ypr:BZ20_2770
ko:K02400	ypr:BZ20_2773
ko:K02401	ypr:BZ20_2774
ko:K02421	ypr:BZ20_2775
ko:K02420	ypr:BZ20_2776
ko:K02419	ypr:BZ20_2777
ko:K02417	ypr:BZ20_2778
ko:K02416	ypr:BZ20_2779
ko:K02408	ypr:BZ20_2781
ko:K02409	ypr:BZ20_2782
ko:K02410	ypr:BZ20_2783
ko:K02411	ypr:BZ20_2784
ko:K02412	ypr:BZ20_2785
ko:K02399	ypr:BZ20_2787
ko:K02398	ypr:BZ20_2788
ko:K02386	ypr:BZ20_2789
ko:K02387	ypr:BZ20_2790
ko:K02388	ypr:BZ20_2791
ko:K02389	ypr:BZ20_2792
ko:K02390	ypr:BZ20_2793
ko:K02406	ypr:BZ20_2794
ko:K02407	ypr:BZ20_2795
ko:K00330	ypr:BZ20_3622
ko:K00331	ypr:BZ20_3623
ko:K13378	ypr:BZ20_3624
ko:K00334	ypr:BZ20_3625
ko:K00335	ypr:BZ20_3626
ko:K00337	ypr:BZ20_3628
ko:K00338	ypr:BZ20_3629
ko:K00339	ypr:BZ20_3630
ko:K00340	ypr:BZ20_3631
ko:K00341	ypr:BZ20_3632
ko:K00342	ypr:BZ20_3633
ko:K00343	ypr:BZ20_3634
ko:K00851	ypr:BZ20_3637
ko:K00046	ypr:BZ20_3638
ko:K01690	ypr:BZ20_3644
ko:K05594	ypr:BZ20_3646
ko:K02552	ypr:BZ20_3648
ko:K02551	ypr:BZ20_3649
ko:K08680	ypr:BZ20_3650
ko:K01661	ypr:BZ20_3651
ko:K02549	ypr:BZ20_3652
ko:K01911	ypr:BZ20_3653
ko:K06970	ypr:BZ20_3656
ko:K03406	ypr:BZ20_3657
ko:K10038	ypr:BZ20_3658
ko:K10037	ypr:BZ20_3659
ko:K10036	ypr:BZ20_3660
ko:K04047	ypr:BZ20_3662
ko:K00598	ypr:BZ20_3663
ko:K11939	ypr:BZ20_3665
ko:K11934	ypr:BZ20_3666
ko:K00008	ypr:BZ20_3670
ko:K10439	ypr:BZ20_3671
ko:K10441	ypr:BZ20_3672
ko:K00658	ypr:BZ20_853
ko:K00164	ypr:BZ20_854
ko:K00240	ypr:BZ20_855
ko:K00239	ypr:BZ20_856
ko:K00242	ypr:BZ20_857
ko:K00241	ypr:BZ20_858
ko:K01647	ypr:BZ20_859
ko:K03687	ypr:BZ20_860
ko:K00858	ypr:BZ20_861
ko:K03631	ypr:BZ20_862
ko:K06186	ypr:BZ20_863
ko:K09801	ypr:BZ20_864
ko:K03664	ypr:BZ20_866
ko:K07733	ypr:BZ20_877
ko:K06946	ypr:BZ20_878
ko:K07727	ypr:BZ20_882
ko:K03630	ypr:BZ20_886
ko:K18838	ypr:BZ20_887
ko:K18837	ypr:BZ20_888
ko:K03839	ypr:BZ20_895
ko:K03711	ypr:BZ20_896
ko:K12373	ypr:BZ20_897
ko:K06946	ypr:BZ20_993
ko:K01491	ypr:BZ20_1005
ko:K14761	ypr:BZ20_1006
ko:K01883	ypr:BZ20_1007
ko:K03768	ypr:BZ20_1008
ko:K03269	ypr:BZ20_1009
ko:K01588	ypr:BZ20_1010
ko:K01589	ypr:BZ20_1011
ko:K02004	ypr:BZ20_1012
ko:K02003	ypr:BZ20_1013
ko:K10804	ypr:BZ20_1014
ko:K05838	ypr:BZ20_1016
ko:K07340	ypr:BZ20_1018
ko:K17686	ypr:BZ20_1020
ko:K09973	ypr:BZ20_1021
ko:K03976	ypr:BZ20_1022
ko:K11751	ypr:BZ20_1026
ko:K08223	ypr:BZ20_1027
ko:K03455	ypr:BZ20_1028
ko:K00892	ypr:BZ20_1029
ko:K03273	ypr:BZ20_1032
ko:K03271	ypr:BZ20_1034
ko:K07031	ypr:BZ20_1035
ko:K01711	ypr:BZ20_1036
ko:K01358	ypr:BZ20_1087
ko:K03545	ypr:BZ20_1088
ko:K05527	ypr:BZ20_1090
ko:K07286	ypr:BZ20_1091
ko:K08218	ypr:BZ20_1092
ko:K02297	ypr:BZ20_1094
ko:K02298	ypr:BZ20_1095
ko:K02299	ypr:BZ20_1096
ko:K02300	ypr:BZ20_1097
ko:K09767	ypr:BZ20_1100
ko:K00077	ypr:BZ20_1101
ko:K03152	ypr:BZ20_1102
ko:K03151	ypr:BZ20_1103
ko:K03602	ypr:BZ20_1104
ko:K00795	ypr:BZ20_1105
ko:K01662	ypr:BZ20_1106
ko:K01095	ypr:BZ20_1107
ko:K00946	ypr:BZ20_1108
ko:K03625	ypr:BZ20_1109
ko:K00794	ypr:BZ20_1110
ko:K11752	ypr:BZ20_1111
ko:K07738	ypr:BZ20_1112
ko:K07491	ypr:BZ20_1114
ko:K03074	ypr:BZ20_1115
ko:K03072	ypr:BZ20_1116
ko:K03210	ypr:BZ20_1117
ko:K00773	ypr:BZ20_1118
ko:K07568	ypr:BZ20_1119
ko:K08682	ypr:BZ20_1120
ko:K03386	ypr:BZ20_1121
ko:K00681	ypr:BZ20_1122
ko:K01187	ypr:BZ20_1124
ko:K11736	ypr:BZ20_1125
ko:K03311	ypr:BZ20_1126
ko:K02040	ypr:BZ20_1127
ko:K07636	ypr:BZ20_1128
ko:K07657	ypr:BZ20_1129
ko:K03547	ypr:BZ20_1130
ko:K00847	ypr:BZ20_1132
ko:K03554	ypr:BZ20_1133
ko:K09913	ypr:BZ20_1134
ko:K00891	ypr:BZ20_1135
ko:K11900	ypr:BZ20_1453
ko:K11903	ypr:BZ20_1452
ko:K11901	ypr:BZ20_1454
ko:K11902	ypr:BZ20_1455
ko:K06177	ypr:BZ20_1457
ko:K05801	ypr:BZ20_1458
ko:K04744	ypr:BZ20_1459
ko:K03771	ypr:BZ20_1460
ko:K00097	ypr:BZ20_1461
ko:K02528	ypr:BZ20_1462
ko:K06195	ypr:BZ20_1463
ko:K01525	ypr:BZ20_1464
ko:K01955	ypr:BZ20_1470
ko:K01956	ypr:BZ20_1471
ko:K00215	ypr:BZ20_1472
ko:K03527	ypr:BZ20_1473
ko:K03774	ypr:BZ20_1474
ko:K03101	ypr:BZ20_1475
ko:K01870	ypr:BZ20_1476
ko:K11753	ypr:BZ20_1477
ko:K02968	ypr:BZ20_1478
ko:K03717	ypr:BZ20_1479
ko:K03313	ypr:BZ20_1480
ko:K03686	ypr:BZ20_1481
ko:K04043	ypr:BZ20_1482
ko:K07034	ypr:BZ20_1483
ko:K03831	ypr:BZ20_1488
ko:K00616	ypr:BZ20_1489
ko:K09861	ypr:BZ20_1490
ko:K01733	ypr:BZ20_1492
ko:K00872	ypr:BZ20_1493
ko:K12524	ypr:BZ20_1494
ko:K07773	ypr:BZ20_1496
ko:K05805	ypr:BZ20_1497
ko:K05804	ypr:BZ20_1500
ko:K03720	ypr:BZ20_1501
ko:K08309	ypr:BZ20_1503
ko:K02478	ypr:BZ20_2306
ko:K13735	ypr:BZ20_2305
ko:K00700	ypr:BZ20_2307
ko:K00975	ypr:BZ20_2309
ko:K00703	ypr:BZ20_2310
ko:K00688	ypr:BZ20_2311
ko:K00111	ypr:BZ20_2312
ko:K02444	ypr:BZ20_2315
ko:K02441	ypr:BZ20_2316
ko:K02439	ypr:BZ20_2317
ko:K03556	ypr:BZ20_2318
ko:K00688	ypr:BZ20_2319
ko:K00705	ypr:BZ20_2320
ko:K07400	ypr:BZ20_2321
ko:K02170	ypr:BZ20_2323
ko:K07490	ypr:BZ20_2325
ko:K04759	ypr:BZ20_2326
ko:K04758	ypr:BZ20_2327
ko:K06959	ypr:BZ20_2328
ko:K04760	ypr:BZ20_2329
ko:K07659	ypr:BZ20_2330
ko:K07638	ypr:BZ20_2331
ko:K01610	ypr:BZ20_2332
ko:K04083	ypr:BZ20_2333
ko:K04762	ypr:BZ20_2334
ko:K08312	ypr:BZ20_2338
ko:K05366	ypr:BZ20_2339
ko:K12288	ypr:BZ20_2340
ko:K12289	ypr:BZ20_2341
ko:K12290	ypr:BZ20_2342
ko:K12291	ypr:BZ20_2343
ko:K02507	ypr:BZ20_2344
ko:K00891	ypr:BZ20_2345
ko:K01735	ypr:BZ20_2346
ko:K03112	ypr:BZ20_2347
ko:K01783	ypr:BZ20_2349
ko:K01091	ypr:BZ20_2350
ko:K01867	ypr:BZ20_2351
ko:K02302	ypr:BZ20_2352
ko:K02598	ypr:BZ20_2353
ko:K00363	ypr:BZ20_2354
ko:K00362	ypr:BZ20_2355
ko:K01485	ypr:BZ20_2356
ko:K15034	ypr:BZ20_3185
ko:K06079	ypr:BZ20_3186
ko:K01881	ypr:BZ20_3187
ko:K06080	ypr:BZ20_3189
ko:K02073	ypr:BZ20_3190
ko:K02072	ypr:BZ20_3191
ko:K02071	ypr:BZ20_3192
ko:K03273	ypr:BZ20_3193
ko:K06222	ypr:BZ20_3199
ko:K08307	ypr:BZ20_3202
ko:K01069	ypr:BZ20_3203
ko:K03469	ypr:BZ20_3205
ko:K02342	ypr:BZ20_3206
ko:K03457	ypr:BZ20_3208
ko:K16842	ypr:BZ20_3209
ko:K02002	ypr:BZ20_3210
ko:K02001	ypr:BZ20_3211
ko:K02000	ypr:BZ20_3212
ko:K03647	ypr:BZ20_3215
ko:K03704	ypr:BZ20_3221
ko:K02035	ypr:BZ20_3222
ko:K02033	ypr:BZ20_3223
ko:K02034	ypr:BZ20_3224
ko:K01430	ypr:BZ20_3228
ko:K01429	ypr:BZ20_3229
ko:K01428	ypr:BZ20_3230
ko:K03187	ypr:BZ20_3231
ko:K03188	ypr:BZ20_3232
ko:K03189	ypr:BZ20_3233
ko:K03190	ypr:BZ20_3234
ko:K08717	ypr:BZ20_3235
ko:K07241	ypr:BZ20_3236
ko:K10716	ypr:BZ20_3238
ko:K03281	ypr:BZ20_4059
ko:K01935	ypr:BZ20_4060
ko:K15545	ypr:BZ20_4062
ko:K08224	ypr:BZ20_4064
ko:K10748	ypr:BZ20_4065
ko:K01679	ypr:BZ20_4066
ko:K01809	ypr:BZ20_4067
ko:K14347	ypr:BZ20_4070
ko:K02099	ypr:BZ20_4072
ko:K10538	ypr:BZ20_4073
ko:K10539	ypr:BZ20_4074
ko:K10537	ypr:BZ20_4075
ko:K00853	ypr:BZ20_4076
ko:K01804	ypr:BZ20_4077
ko:K12531	ypr:BZ20_4078
ko:K12532	ypr:BZ20_4079
ko:K12530	ypr:BZ20_4080
ko:K03617	ypr:BZ20_4082
ko:K03616	ypr:BZ20_4083
ko:K03615	ypr:BZ20_4084
ko:K03614	ypr:BZ20_4086
ko:K03612	ypr:BZ20_4087
ko:K03613	ypr:BZ20_4088
ko:K10773	ypr:BZ20_4089
ko:K06200	ypr:BZ20_4094
ko:K08313	ypr:BZ20_4096
ko:K04062	ypr:BZ20_4099
ko:K03113	ypr:BZ20_4100
ko:K01591	ypr:BZ20_4101
ko:K08992	ypr:BZ20_4104
ko:K01497	ypr:BZ20_4106
ko:K01681	ypr:BZ20_4107
ko:K13634	ypr:BZ20_4109
ko:K03168	ypr:BZ20_4110
ko:K06202	ypr:BZ20_1934
ko:K05851	ypr:BZ20_1936
ko:K01749	ypr:BZ20_1937
ko:K01719	ypr:BZ20_1938
ko:K02496	ypr:BZ20_1939
ko:K02498	ypr:BZ20_1940
ko:K02852	ypr:BZ20_1946
ko:K02853	ypr:BZ20_1947
ko:K12582	ypr:BZ20_1948
ko:K16693	ypr:BZ20_1949
ko:K02805	ypr:BZ20_1950
ko:K16704	ypr:BZ20_1951
ko:K00973	ypr:BZ20_1952
ko:K02472	ypr:BZ20_1954
ko:K01791	ypr:BZ20_1955
ko:K05790	ypr:BZ20_1956
ko:K07243	ypr:BZ20_249
ko:K11928	ypr:BZ20_250
ko:K13821	ypr:BZ20_252
ko:K10010	ypr:BZ20_255
ko:K10009	ypr:BZ20_256
ko:K02424	ypr:BZ20_257
ko:K05396	ypr:BZ20_258
ko:K02425	ypr:BZ20_259
ko:K02405	ypr:BZ20_260
ko:K02406	ypr:BZ20_261
ko:K02407	ypr:BZ20_262
ko:K02422	ypr:BZ20_263
