ko:K19744	paeo:M801_3854
ko:K03282	paeo:M801_4631
ko:K10806	paeo:M801_5421
ko:K02167	paeo:M801_5424
ko:K02168	paeo:M801_5425
ko:K02000	paeo:M801_5426
ko:K02001	paeo:M801_5427
ko:K02002	paeo:M801_5428
ko:K01752	paeo:M801_5429
ko:K07107	paeo:M801_5435
ko:K17735	paeo:M801_5436
ko:K02002	paeo:M801_5438
ko:K17736	paeo:M801_5440
ko:K01438	paeo:M801_5439
ko:K07222	paeo:M801_5443
ko:K06131	paeo:M801_5444
ko:K09958	paeo:M801_5445
ko:K01273	paeo:M801_5446
ko:K03522	paeo:M801_5450
ko:K03521	paeo:M801_5451
ko:K07727	paeo:M801_5453
ko:K00479	paeo:M801_5461
ko:K01620	paeo:M801_5464
ko:K00600	paeo:M801_5466
ko:K00303	paeo:M801_5467
ko:K00305	paeo:M801_5470
ko:K01997	paeo:M801_1110
ko:K01999	paeo:M801_1111
ko:K02387	paeo:M801_1114
ko:K02388	paeo:M801_1115
ko:K02389	paeo:M801_1116
ko:K02390	paeo:M801_1117
ko:K02391	paeo:M801_1118
ko:K02392	paeo:M801_1119
ko:K02393	paeo:M801_1120
ko:K02394	paeo:M801_1121
ko:K02395	paeo:M801_1122
ko:K02017	paeo:M801_1918
ko:K02018	paeo:M801_1919
ko:K02020	paeo:M801_1920
ko:K02452	paeo:M801_1925
ko:K02453	paeo:M801_1926
ko:K16074	paeo:M801_1931
ko:K12543	paeo:M801_1933
ko:K12541	paeo:M801_1934
ko:K12542	paeo:M801_1935
ko:K07023	paeo:M801_1936
ko:K07303	paeo:M801_1938
ko:K07302	paeo:M801_1939
ko:K00330	paeo:M801_1942
ko:K02336	paeo:M801_1944
ko:K00799	paeo:M801_1949
ko:K01434	paeo:M801_1952
ko:K07782	paeo:M801_1957
ko:K01626	paeo:M801_1960
ko:K13063	paeo:M801_1962
ko:K06998	paeo:M801_1963
ko:K03543	paeo:M801_2803
ko:K05592	paeo:M801_2807
ko:K01626	paeo:M801_2810
ko:K09927	paeo:M801_2811
ko:K07090	paeo:M801_2814
ko:K02356	paeo:M801_2818
ko:K10804	paeo:M801_2823
ko:K02003	paeo:M801_2824
ko:K02004	paeo:M801_2825
ko:K04760	paeo:M801_2826
ko:K01975	paeo:M801_2828
ko:K15977	paeo:M801_2831
ko:K03424	paeo:M801_2834
ko:K03924	paeo:M801_2843
ko:K01591	paeo:M801_2844
ko:K07052	paeo:M801_2853
ko:K00677	paeo:M801_3633
ko:K02372	paeo:M801_3634
ko:K02536	paeo:M801_3635
ko:K06142	paeo:M801_3636
ko:K07277	paeo:M801_3637
ko:K11749	paeo:M801_3638
ko:K00099	paeo:M801_3639
ko:K00981	paeo:M801_3640
ko:K00806	paeo:M801_3641
ko:K02838	paeo:M801_3642
ko:K09903	paeo:M801_3643
ko:K02357	paeo:M801_3644
ko:K02967	paeo:M801_3645
ko:K01265	paeo:M801_3646
ko:K00990	paeo:M801_3647
ko:K14267	paeo:M801_3648
ko:K03316	paeo:M801_3649
ko:K06940	paeo:M801_3652
ko:K00674	paeo:M801_3655
ko:K01766	paeo:M801_3656
ko:K02426	paeo:M801_3657
ko:K01992	paeo:M801_3660
ko:K01990	paeo:M801_3661
ko:K00631	paeo:M801_3662
ko:K09914	paeo:M801_3663
ko:K18303	paeo:M801_3665
ko:K18302	paeo:M801_3666
ko:K18301	paeo:M801_3667
ko:K15984	paeo:M801_3669
ko:K00939	paeo:M801_3675
ko:K01595	paeo:M801_3676
ko:K01534	paeo:M801_3679
ko:K03092	paeo:M801_4473
ko:K05808	paeo:M801_4474
ko:K02806	paeo:M801_4475
ko:K06958	paeo:M801_4476
ko:K11189	paeo:M801_4477
ko:K07238	paeo:M801_4478
ko:K04564	paeo:M801_4479
ko:K01679	paeo:M801_4481
ko:K03592	paeo:M801_4483
ko:K09889	paeo:M801_4484
ko:K03568	paeo:M801_4485
ko:K08301	paeo:M801_4488
ko:K06287	paeo:M801_4489
ko:K03571	paeo:M801_4490
ko:K03570	paeo:M801_4491
ko:K03569	paeo:M801_4492
ko:K02435	paeo:M801_4493
ko:K02433	paeo:M801_4494
ko:K02434	paeo:M801_4495
ko:K03642	paeo:M801_4496
ko:K01607	paeo:M801_4497
ko:K06894	paeo:M801_4500
ko:K09934	paeo:M801_4501
ko:K15012	paeo:M801_4504
ko:K15011	paeo:M801_4505
ko:K12368	paeo:M801_4507
ko:K12368	paeo:M801_4508
ko:K12368	paeo:M801_4511
ko:K12368	paeo:M801_4513
ko:K12369	paeo:M801_4514
ko:K12370	paeo:M801_4515
ko:K12371	paeo:M801_4516
ko:K12372	paeo:M801_4517
ko:K03719	paeo:M801_4519
ko:K07160	paeo:M801_4522
ko:K00380	paeo:M801_4524
ko:K11903	paeo:M801_5312
ko:K03284	paeo:M801_5313
ko:K02030	paeo:M801_5315
ko:K05851	paeo:M801_5317
ko:K06140	paeo:M801_5319
ko:K06202	paeo:M801_5320
ko:K01586	paeo:M801_5322
ko:K01778	paeo:M801_5323
ko:K09921	paeo:M801_5324
ko:K03733	paeo:M801_5325
ko:K03320	paeo:M801_5332
ko:K04752	paeo:M801_5333
ko:K09806	paeo:M801_5334
ko:K07391	paeo:M801_5335
ko:K02168	paeo:M801_5336
ko:K03327	paeo:M801_5340
ko:K03656	paeo:M801_5341
ko:K00156	paeo:M801_5342
ko:K03816	paeo:M801_5343
ko:K01775	paeo:M801_5347
ko:K00285	paeo:M801_5349
ko:K09978	paeo:M801_5350
ko:K03719	paeo:M801_5353
ko:K12254	paeo:M801_5357
ko:K00822	paeo:M801_5358
ko:K06995	paeo:M801_5359
ko:K02913	paeo:M801_5360
ko:K02902	paeo:M801_5361
ko:K02035	paeo:M801_5362
ko:K03630	paeo:M801_5364
ko:K00822	paeo:M801_138
ko:K01487	paeo:M801_140
ko:K02056	paeo:M801_142
ko:K02057	paeo:M801_143
ko:K02057	paeo:M801_144
ko:K03386	paeo:M801_145
ko:K03387	paeo:M801_146
ko:K18456	paeo:M801_148
ko:K02058	paeo:M801_152
ko:K03088	paeo:M801_155
ko:K02014	paeo:M801_157
ko:K02623	paeo:M801_158
ko:K00449	paeo:M801_159
ko:K00448	paeo:M801_160
ko:K02624	paeo:M801_161
ko:K16345	paeo:M801_171
ko:K03412	paeo:M801_178
ko:K03411	paeo:M801_179
ko:K00575	paeo:M801_180
ko:K03406	paeo:M801_181
ko:K03408	paeo:M801_182
ko:K03407	paeo:M801_183
ko:K03413	paeo:M801_184
ko:K03406	paeo:M801_185
ko:K00059	paeo:M801_187
ko:K01130	paeo:M801_188
ko:K15555	paeo:M801_189
ko:K15554	paeo:M801_190
ko:K07347	paeo:M801_1027
ko:K00567	paeo:M801_1028
ko:K01657	paeo:M801_1034
ko:K01658	paeo:M801_1036
ko:K03517	paeo:M801_1037
ko:K03548	paeo:M801_1040
ko:K03564	paeo:M801_1041
ko:K03567	paeo:M801_1042
ko:K01714	paeo:M801_1043
ko:K07287	paeo:M801_1044
ko:K01923	paeo:M801_1046
ko:K07068	paeo:M801_1050
ko:K08196	paeo:M801_1054
ko:K00459	paeo:M801_1060
ko:K00128	paeo:M801_1063
ko:K09760	paeo:M801_1067
ko:K07116	paeo:M801_1068
ko:K13895	paeo:M801_1862
ko:K13894	paeo:M801_1863
ko:K13893	paeo:M801_1864
ko:K13893	paeo:M801_1865
ko:K08307	paeo:M801_1866
ko:K01069	paeo:M801_1867
ko:K03469	paeo:M801_1869
ko:K02342	paeo:M801_1870
ko:K01584	paeo:M801_1872
ko:K03294	paeo:M801_1874
ko:K03314	paeo:M801_1873
ko:K01692	paeo:M801_1875
ko:K03426	paeo:M801_1878
ko:K07090	paeo:M801_1877
ko:K00059	paeo:M801_1881
ko:K04774	paeo:M801_1886
ko:K00381	paeo:M801_1892
ko:K06941	paeo:M801_1895
ko:K09001	paeo:M801_680
ko:K01866	paeo:M801_682
ko:K14162	paeo:M801_688
ko:K14161	paeo:M801_689
ko:K03088	paeo:M801_694
ko:K02459	paeo:M801_696
ko:K02457	paeo:M801_697
ko:K02452	paeo:M801_698
ko:K02458	paeo:M801_699
ko:K02456	paeo:M801_700
ko:K02460	paeo:M801_701
ko:K02461	paeo:M801_702
ko:K02462	paeo:M801_703
ko:K02453	paeo:M801_704
ko:K02454	paeo:M801_705
ko:K02455	paeo:M801_706
ko:K03561	paeo:M801_712
ko:K03559	paeo:M801_713
ko:K01426	paeo:M801_724
ko:K11530	paeo:M801_729
ko:K01759	paeo:M801_730
ko:K03824	paeo:M801_731
ko:K09982	paeo:M801_732
ko:K11904	paeo:M801_1552
ko:K11903	paeo:M801_1553
ko:K01483	paeo:M801_1555
ko:K01477	paeo:M801_1556
ko:K07127	paeo:M801_1559
ko:K06901	paeo:M801_1560
ko:K01487	paeo:M801_1562
ko:K07402	paeo:M801_1563
ko:K13482	paeo:M801_1564
ko:K13481	paeo:M801_1565
ko:K00496	paeo:M801_1566
ko:K03529	paeo:M801_1568
ko:K03528	paeo:M801_1569
ko:K01972	paeo:M801_1570
ko:K02343	paeo:M801_1573
ko:K09747	paeo:M801_1574
ko:K06187	paeo:M801_1575
ko:K09925	paeo:M801_1577
ko:K11742	paeo:M801_1580
ko:K11743	paeo:M801_1582
ko:K07044	paeo:M801_1583
ko:K00759	paeo:M801_1584
ko:K09792	paeo:M801_1588
ko:K01533	paeo:M801_1590
ko:K09926	paeo:M801_1591
ko:K00406	paeo:M801_1593
ko:K00407	paeo:M801_1594
ko:K00405	paeo:M801_1595
ko:K00404	paeo:M801_1596
ko:K09471	paeo:M801_2389
ko:K06995	paeo:M801_2390
ko:K06145	paeo:M801_2392
ko:K03449	paeo:M801_2436
ko:K03381	paeo:M801_2443
ko:K03464	paeo:M801_2444
ko:K05600	paeo:M801_2449
ko:K11311	paeo:M801_2450
ko:K05783	paeo:M801_2451
ko:K05784	paeo:M801_2452
ko:K05550	paeo:M801_2453
ko:K05549	paeo:M801_2454
ko:K15726	paeo:M801_2456
ko:K15727	paeo:M801_2457
ko:K15725	paeo:M801_2458
ko:K07665	paeo:M801_2459
ko:K07644	paeo:M801_2460
ko:K07789	paeo:M801_2463
ko:K07788	paeo:M801_2464
ko:K07799	paeo:M801_2465
ko:K00817	paeo:M801_2468
ko:K11065	paeo:M801_2469
ko:K03310	paeo:M801_2470
ko:K00981	paeo:M801_2473
ko:K11904	paeo:M801_3275
ko:K02503	paeo:M801_3276
ko:K01077	paeo:M801_3277
ko:K03578	paeo:M801_3278
ko:K01897	paeo:M801_3280
ko:K01897	paeo:M801_3281
ko:K03580	paeo:M801_3292
ko:K03760	paeo:M801_3294
ko:K02044	paeo:M801_3297
ko:K02041	paeo:M801_3298
ko:K02042	paeo:M801_3299
ko:K02042	paeo:M801_3300
ko:K01114	paeo:M801_3303
ko:K09936	paeo:M801_3304
ko:K07044	paeo:M801_3309
ko:K01358	paeo:M801_3310
ko:K00648	paeo:M801_3317
ko:K02078	paeo:M801_3318
ko:K03274	paeo:M801_3321
ko:K07401	paeo:M801_3322
ko:K07001	paeo:M801_3323
ko:K08159	paeo:M801_4111
ko:K00657	paeo:M801_4112
ko:K06966	paeo:M801_4113
ko:K02508	paeo:M801_4118
ko:K05921	paeo:M801_4119
ko:K05921	paeo:M801_4120
ko:K00151	paeo:M801_4121
ko:K00455	paeo:M801_4122
ko:K01826	paeo:M801_4123
ko:K02509	paeo:M801_4125
ko:K02510	paeo:M801_4126
ko:K00381	paeo:M801_4128
ko:K00404	paeo:M801_4131
ko:K07552	paeo:M801_4134
ko:K01866	paeo:M801_4136
ko:K13408	paeo:M801_4140
ko:K13409	paeo:M801_4141
ko:K12340	paeo:M801_4142
ko:K03366	paeo:M801_4146
ko:K00627	paeo:M801_4150
ko:K00004	paeo:M801_4151
ko:K07184	paeo:M801_4152
ko:K02013	paeo:M801_4156
ko:K03406	paeo:M801_4950
ko:K08281	paeo:M801_4953
ko:K00763	paeo:M801_4954
ko:K01916	paeo:M801_4955
ko:K06966	paeo:M801_4958
ko:K12943	paeo:M801_4959
ko:K03442	paeo:M801_4960
ko:K01775	paeo:M801_4965
ko:K02939	paeo:M801_4967
ko:K02963	paeo:M801_4969
ko:K02990	paeo:M801_4970
ko:K03218	paeo:M801_4971
ko:K12573	paeo:M801_4972
ko:K01939	paeo:M801_4975
ko:K02502	paeo:M801_4976
ko:K09937	paeo:M801_4977
ko:K04087	paeo:M801_4978
ko:K04088	paeo:M801_4979
ko:K03665	paeo:M801_4980
ko:K03666	paeo:M801_4981
ko:K00791	paeo:M801_4982
ko:K03572	paeo:M801_4983
ko:K01448	paeo:M801_4984
ko:K06925	paeo:M801_4985
ko:K17758	paeo:M801_4986
ko:K17759	paeo:M801_4986
ko:K13288	paeo:M801_4988
ko:K06949	paeo:M801_4989
ko:K02557	paeo:M801_4990
ko:K02556	paeo:M801_4991
ko:K01011	paeo:M801_4993
ko:K01613	paeo:M801_4994
ko:K01079	paeo:M801_4997
ko:K07038	paeo:M801_4999
ko:K09857	paeo:M801_5000
ko:K02621	paeo:M801_5001
ko:K06985	paeo:M801_5002
ko:K00548	paeo:M801_1899
ko:K07400	paeo:M801_1903
ko:K09984	paeo:M801_1905
ko:K07168	paeo:M801_1909
ko:K00404	paeo:M801_1912
ko:K09781	paeo:M801_1913
ko:K07727	paeo:M801_2749
ko:K01295	paeo:M801_2751
ko:K05539	paeo:M801_2760
ko:K00616	paeo:M801_2761
ko:K04754	paeo:M801_2765
ko:K07107	paeo:M801_2766
ko:K06879	paeo:M801_2771
ko:K07644	paeo:M801_2775
ko:K01992	paeo:M801_2776
ko:K01990	paeo:M801_2777
ko:K06445	paeo:M801_2780
ko:K06923	paeo:M801_2790
ko:K00432	paeo:M801_2793
ko:K07305	paeo:M801_2794
ko:K14260	paeo:M801_2795
ko:K03799	paeo:M801_2797
ko:K00569	paeo:M801_2799
ko:K10778	paeo:M801_3584
ko:K02919	paeo:M801_3589
ko:K02909	paeo:M801_3590
ko:K00901	paeo:M801_3592
ko:K05812	paeo:M801_3595
ko:K11072	paeo:M801_3596
ko:K11071	paeo:M801_3597
ko:K11070	paeo:M801_3598
ko:K11069	paeo:M801_3599
ko:K09954	paeo:M801_3601
ko:K07576	paeo:M801_3603
ko:K06966	paeo:M801_3604
ko:K03565	paeo:M801_3605
ko:K03743	paeo:M801_3607
ko:K03555	paeo:M801_3609
ko:K05524	paeo:M801_3610
ko:K03087	paeo:M801_3611
ko:K06194	paeo:M801_3612
ko:K00573	paeo:M801_3613
ko:K03787	paeo:M801_3614
ko:K06176	paeo:M801_3615
ko:K01770	paeo:M801_3616
ko:K01070	paeo:M801_3617
ko:K00121	paeo:M801_3618
ko:K07112	paeo:M801_3620
ko:K00991	paeo:M801_3622
ko:K05589	paeo:M801_3623
ko:K01689	paeo:M801_3624
ko:K01627	paeo:M801_3625
ko:K01937	paeo:M801_3626
ko:K04075	paeo:M801_3627
ko:K01962	paeo:M801_3628
ko:K02337	paeo:M801_3629
ko:K03310	paeo:M801_3630
ko:K03470	paeo:M801_3631
ko:K00748	paeo:M801_3632
ko:K02563	paeo:M801_4422
ko:K03588	paeo:M801_4423
ko:K01925	paeo:M801_4424
ko:K01000	paeo:M801_4425
ko:K01929	paeo:M801_4426
ko:K01928	paeo:M801_4427
ko:K03587	paeo:M801_4428
ko:K03586	paeo:M801_4429
ko:K03438	paeo:M801_4430
ko:K03925	paeo:M801_4431
ko:K07056	paeo:M801_4432
ko:K07121	paeo:M801_4433
ko:K07460	paeo:M801_4434
ko:K03271	paeo:M801_4435
ko:K03600	paeo:M801_4437
ko:K03599	paeo:M801_4438
ko:K00413	paeo:M801_4439
ko:K00412	paeo:M801_4440
ko:K00411	paeo:M801_4441
ko:K02996	paeo:M801_4442
ko:K02871	paeo:M801_4443
ko:K06916	paeo:M801_4448
ko:K01867	paeo:M801_4449
ko:K07018	paeo:M801_4450
ko:K09908	paeo:M801_4451
ko:K00955	paeo:M801_4452
ko:K00957	paeo:M801_4453
ko:K08305	paeo:M801_4455
ko:K04691	paeo:M801_4456
ko:K00817	paeo:M801_4457
ko:K00013	paeo:M801_4458
ko:K00765	paeo:M801_4459
ko:K00790	paeo:M801_4460
ko:K07122	paeo:M801_4462
ko:K07323	paeo:M801_4463
ko:K02067	paeo:M801_4464
ko:K02066	paeo:M801_4465
ko:K02065	paeo:M801_4466
ko:K06041	paeo:M801_4468
ko:K03270	paeo:M801_4469
ko:K11719	paeo:M801_4470
ko:K09774	paeo:M801_4471
ko:K06861	paeo:M801_4472
ko:K02011	paeo:M801_5259
ko:K02012	paeo:M801_5260
ko:K03185	paeo:M801_5266
ko:K01262	paeo:M801_5267
ko:K09895	paeo:M801_5268
ko:K09888	paeo:M801_5270
ko:K01934	paeo:M801_5271
ko:K13926	paeo:M801_5275
ko:K01993	paeo:M801_5276
ko:K02415	paeo:M801_5277
ko:K02445	paeo:M801_5279
ko:K00523	paeo:M801_5280
ko:K03182	paeo:M801_5281
ko:K03628	paeo:M801_5283
ko:K03671	paeo:M801_5284
ko:K01524	paeo:M801_5286
ko:K00937	paeo:M801_5285
ko:K01698	paeo:M801_5287
ko:K09768	paeo:M801_5290
ko:K07243	paeo:M801_5292
ko:K05834	paeo:M801_5293
ko:K06158	paeo:M801_5296
ko:K03773	paeo:M801_5299
ko:K07740	paeo:M801_5300
ko:K03611	paeo:M801_5301
ko:K02498	paeo:M801_5302
ko:K02496	paeo:M801_5303
ko:K01719	paeo:M801_5304
ko:K01749	paeo:M801_5305
ko:K08083	paeo:M801_5306
ko:K08082	paeo:M801_5307
ko:K01755	paeo:M801_5308
ko:K11904	paeo:M801_5311
ko:K07007	paeo:M801_571
ko:K07043	paeo:M801_573
ko:K03086	paeo:M801_591
ko:K09117	paeo:M801_593
ko:K02970	paeo:M801_594
ko:K01409	paeo:M801_595
ko:K08591	paeo:M801_596
ko:K01633	paeo:M801_597
ko:K00950	paeo:M801_599
ko:K00974	paeo:M801_598
ko:K09786	paeo:M801_602
ko:K07180	paeo:M801_603
ko:K02439	paeo:M801_604
ko:K01525	paeo:M801_605
ko:K06195	paeo:M801_606
ko:K02528	paeo:M801_607
ko:K00097	paeo:M801_608
ko:K03771	paeo:M801_609
ko:K04744	paeo:M801_610
ko:K07102	paeo:M801_611
ko:K05801	paeo:M801_613
ko:K02055	paeo:M801_617
ko:K02052	paeo:M801_618
ko:K02055	paeo:M801_619
ko:K02054	paeo:M801_620
ko:K02053	paeo:M801_621
ko:K01783	paeo:M801_622
ko:K06969	paeo:M801_1447
ko:K11073	paeo:M801_1450
ko:K01652	paeo:M801_1457
ko:K03307	paeo:M801_1458
ko:K12255	paeo:M801_1461
ko:K03406	paeo:M801_1463
ko:K03827	paeo:M801_1468
ko:K07665	paeo:M801_1477
ko:K07644	paeo:M801_1478
ko:K09790	paeo:M801_1479
ko:K07039	paeo:M801_1480
ko:K02414	paeo:M801_1481
ko:K02415	paeo:M801_1482
ko:K02416	paeo:M801_1483
ko:K02417	paeo:M801_1484
ko:K02418	paeo:M801_1485
ko:K02419	paeo:M801_1486
ko:K02420	paeo:M801_1487
ko:K02421	paeo:M801_1488
ko:K02401	paeo:M801_1489
ko:K06872	paeo:M801_1490
ko:K06872	paeo:M801_1491
ko:K02400	paeo:M801_1492
ko:K02404	paeo:M801_1493
ko:K06889	paeo:M801_2290
ko:K12992	paeo:M801_2304
ko:K03168	paeo:M801_2315
ko:K00166	paeo:M801_2319
ko:K00167	paeo:M801_2320
ko:K09699	paeo:M801_2321
ko:K00382	paeo:M801_2322
ko:K03310	paeo:M801_2324
ko:K01424	paeo:M801_2325
ko:K02525	paeo:M801_2331
ko:K11441	paeo:M801_2333
ko:K00032	paeo:M801_2335
ko:K06152	paeo:M801_2336
ko:K17317	paeo:M801_3164
ko:K17316	paeo:M801_3165
ko:K17315	paeo:M801_3166
ko:K00845	paeo:M801_3169
ko:K01690	paeo:M801_3170
ko:K00134	paeo:M801_3171
ko:K06024	paeo:M801_3174
ko:K05896	paeo:M801_3175
ko:K07053	paeo:M801_3177
ko:K06190	paeo:M801_3178
ko:K09780	paeo:M801_3179
ko:K06940	paeo:M801_3186
ko:K03498	paeo:M801_3187
ko:K02066	paeo:M801_3188
ko:K02065	paeo:M801_3189
ko:K02067	paeo:M801_3190
ko:K18480	paeo:M801_3191
ko:K06878	paeo:M801_3198
ko:K01118	paeo:M801_3200
ko:K03767	paeo:M801_3204
ko:K09919	paeo:M801_3207
ko:K02342	paeo:M801_3209
ko:K07182	paeo:M801_3210
ko:K14393	paeo:M801_3211
ko:K02002	paeo:M801_3213
ko:K04754	paeo:M801_3216
ko:K00783	paeo:M801_3999
ko:K09710	paeo:M801_4000
ko:K00969	paeo:M801_4001
ko:K00147	paeo:M801_4002
ko:K03652	paeo:M801_4005
ko:K07157	paeo:M801_4007
ko:K03186	paeo:M801_4014
ko:K02558	paeo:M801_4015
ko:K00138	paeo:M801_4017
ko:K03735	paeo:M801_4019
ko:K03736	paeo:M801_4020
ko:K02030	paeo:M801_4023
ko:K03975	paeo:M801_4024
ko:K09933	paeo:M801_4025
ko:K01507	paeo:M801_4026
ko:K06188	paeo:M801_4029
ko:K04096	paeo:M801_21
ko:K07566	paeo:M801_22
ko:K00228	paeo:M801_24
ko:K00014	paeo:M801_25
ko:K03321	paeo:M801_29
ko:K02002	paeo:M801_30
ko:K01133	paeo:M801_31
ko:K10253	paeo:M801_34
ko:K07690	paeo:M801_35
ko:K01695	paeo:M801_36
ko:K01696	paeo:M801_37
ko:K09165	paeo:M801_39
ko:K15125	paeo:M801_42
ko:K07491	paeo:M801_43
ko:K01953	paeo:M801_55
ko:K07341	paeo:M801_59
ko:K07559	paeo:M801_60
ko:K09983	paeo:M801_61
ko:K07396	paeo:M801_64
ko:K04063	paeo:M801_65
ko:K01091	paeo:M801_71
ko:K01414	paeo:M801_73
ko:K07070	paeo:M801_74
ko:K02004	paeo:M801_78
ko:K02003	paeo:M801_79
ko:K18289	paeo:M801_910
ko:K18292	paeo:M801_911
ko:K11688	paeo:M801_912
ko:K11689	paeo:M801_913
ko:K01895	paeo:M801_915
ko:K10022	paeo:M801_916
ko:K10023	paeo:M801_918
ko:K06987	paeo:M801_919
ko:K10025	paeo:M801_920
ko:K00673	paeo:M801_924
ko:K00673	paeo:M801_925
ko:K06447	paeo:M801_926
ko:K01484	paeo:M801_927
ko:K05526	paeo:M801_929
ko:K01620	paeo:M801_930
ko:K01872	paeo:M801_931
ko:K00928	paeo:M801_932
ko:K03563	paeo:M801_933
ko:K06213	paeo:M801_944
ko:K14441	paeo:M801_947
ko:K03549	paeo:M801_948
ko:K12262	paeo:M801_949
ko:K14205	paeo:M801_951
ko:K02346	paeo:M801_955
ko:K07014	paeo:M801_956
ko:K03219	paeo:M801_1762
ko:K03220	paeo:M801_1763
ko:K03221	paeo:M801_1765
ko:K03222	paeo:M801_1769
ko:K03223	paeo:M801_1771
ko:K05349	paeo:M801_1772
ko:K07395	paeo:M801_1779
ko:K07088	paeo:M801_1781
ko:K00626	paeo:M801_1783
ko:K01782	paeo:M801_1784
ko:K01692	paeo:M801_1795
ko:K06975	paeo:M801_1796
ko:K01626	paeo:M801_1797
ko:K00077	paeo:M801_1799
ko:K13634	paeo:M801_1801
ko:K00390	paeo:M801_1803
ko:K02203	paeo:M801_1804
ko:K01665	paeo:M801_1805
ko:K03556	paeo:M801_1806
ko:K03556	paeo:M801_1807
ko:K07017	paeo:M801_2637
ko:K03885	paeo:M801_2639
ko:K03671	paeo:M801_2642
ko:K09989	paeo:M801_2653
ko:K01738	paeo:M801_2657
ko:K11073	paeo:M801_2659
ko:K05524	paeo:M801_2663
ko:K09805	paeo:M801_2678
ko:K01153	paeo:M801_2680
ko:K01154	paeo:M801_2682
ko:K03427	paeo:M801_2683
ko:K04764	paeo:M801_2687
ko:K01890	paeo:M801_2688
ko:K01889	paeo:M801_2689
ko:K03612	paeo:M801_3481
ko:K03613	paeo:M801_3482
ko:K10773	paeo:M801_3483
ko:K06989	paeo:M801_3493
ko:K01652	paeo:M801_3494
ko:K02050	paeo:M801_3500
ko:K02051	paeo:M801_3501
ko:K02049	paeo:M801_3502
ko:K01756	paeo:M801_3504
ko:K01756	paeo:M801_3505
ko:K07213	paeo:M801_3508
ko:K01759	paeo:M801_3512
ko:K01940	paeo:M801_3513
ko:K01465	paeo:M801_3515
ko:K03683	paeo:M801_3516
ko:K03386	paeo:M801_3517
ko:K02192	paeo:M801_3518
ko:K03594	paeo:M801_3519
ko:K07390	paeo:M801_3521
ko:K12685	paeo:M801_3523
ko:K00611	paeo:M801_3525
ko:K02010	paeo:M801_3526
ko:K09861	paeo:M801_3527
ko:K00066	paeo:M801_3528
ko:K16081	paeo:M801_3532
ko:K06915	paeo:M801_4315
ko:K03406	paeo:M801_4316
ko:K03406	paeo:M801_4317
ko:K14335	paeo:M801_4318
ko:K06986	paeo:M801_4319
ko:K01433	paeo:M801_4322
ko:K01141	paeo:M801_4324
ko:K03924	paeo:M801_4330
ko:K14055	paeo:M801_4336
ko:K00873	paeo:M801_4337
ko:K01676	paeo:M801_4341
ko:K03322	paeo:M801_4342
ko:K05520	paeo:M801_4344
ko:K01426	paeo:M801_4350
ko:K07490	paeo:M801_4365
ko:K04759	paeo:M801_4366
ko:K04758	paeo:M801_4367
ko:K06207	paeo:M801_5155
ko:K03151	paeo:M801_5156
ko:K01915	paeo:M801_5157
ko:K07708	paeo:M801_5162
ko:K07712	paeo:M801_5163
ko:K03216	paeo:M801_5165
ko:K03071	paeo:M801_5166
ko:K15633	paeo:M801_5169
ko:K07052	paeo:M801_5170
ko:K03797	paeo:M801_5172
ko:K09798	paeo:M801_5173
ko:K02030	paeo:M801_5177
ko:K02500	paeo:M801_5178
ko:K01814	paeo:M801_5179
ko:K02501	paeo:M801_5181
ko:K01693	paeo:M801_5182
ko:K07289	paeo:M801_5186
ko:K03575	paeo:M801_5187
ko:K02028	paeo:M801_5193
ko:K02030	paeo:M801_5194
ko:K02029	paeo:M801_5195
ko:K02029	paeo:M801_5196
ko:K03543	paeo:M801_5200
ko:K03446	paeo:M801_5201
ko:K00067	paeo:M801_5204
ko:K00973	paeo:M801_5205
ko:K03306	paeo:M801_460
ko:K07403	paeo:M801_461
ko:K02030	paeo:M801_464
ko:K05591	paeo:M801_465
ko:K03704	paeo:M801_466
ko:K03696	paeo:M801_470
ko:K07663	paeo:M801_474
ko:K07641	paeo:M801_475
ko:K06143	paeo:M801_476
ko:K18235	paeo:M801_480
ko:K02014	paeo:M801_482
ko:K03088	paeo:M801_484
ko:K03457	paeo:M801_488
ko:K01055	paeo:M801_492
ko:K01638	paeo:M801_494
ko:K05786	paeo:M801_497
ko:K02019	paeo:M801_499
ko:K05811	paeo:M801_500
ko:K07160	paeo:M801_504
ko:K01961	paeo:M801_506
ko:K01012	paeo:M801_512
ko:K00652	paeo:M801_513
ko:K09160	paeo:M801_1338
ko:K03088	paeo:M801_1339
ko:K07165	paeo:M801_1340
ko:K16087	paeo:M801_1341
ko:K03100	paeo:M801_1342
ko:K01354	paeo:M801_1343
ko:K03430	paeo:M801_1349
ko:K05306	paeo:M801_1350
ko:K02297	paeo:M801_1356
ko:K02298	paeo:M801_1357
ko:K02299	paeo:M801_1358
ko:K02300	paeo:M801_1359
ko:K16090	paeo:M801_1361
ko:K01754	paeo:M801_1365
ko:K01173	paeo:M801_1367
ko:K10680	paeo:M801_1373
ko:K17061	paeo:M801_1374
ko:K17060	paeo:M801_1375
ko:K05597	paeo:M801_1376
ko:K10004	paeo:M801_1378
ko:K10002	paeo:M801_1379
ko:K10003	paeo:M801_1380
ko:K10001	paeo:M801_1381
ko:K10778	paeo:M801_2182
ko:K07345	paeo:M801_2193
ko:K07346	paeo:M801_2194
