ko:K10563	ypp:YPDSF_3853
ko:K00995	ypp:YPDSF_1259
ko:K05396	ypp:YPDSF_1281
ko:K01259	ypp:YPDSF_1342
ko:K01354	ypp:YPDSF_1343
ko:K01752	ypp:YPDSF_1352
ko:K00455	ypp:YPDSF_1359
ko:K00563	ypp:YPDSF_1375
ko:K01940	ypp:YPDSF_1406
ko:K01141	ypp:YPDSF_1418
ko:K00765	ypp:YPDSF_1427
ko:K00013	ypp:YPDSF_1428
ko:K00963	ypp:YPDSF_1437
ko:K03897	ypp:YPDSF_1446
ko:K01495	ypp:YPDSF_1472
ko:K01734	ypp:YPDSF_1533
ko:K01716	ypp:YPDSF_1543
ko:K07071	ypp:YPDSF_1983
ko:K01897	ypp:YPDSF_1047
ko:K03578	ypp:YPDSF_0824
ko:K03550	ypp:YPDSF_1065
ko:K09760	ypp:YPDSF_3399
ko:K03685	ypp:YPDSF_1553
ko:K00605	ypp:YPDSF_0607
ko:K02437	ypp:YPDSF_0608
ko:K03778	ypp:YPDSF_0817
ko:K00925	ypp:YPDSF_1973
ko:K03837	ypp:YPDSF_2375
ko:K02065	ypp:YPDSF_0322
ko:K03609	ypp:YPDSF_1044
ko:K03313	ypp:YPDSF_3161
ko:K06178	ypp:YPDSF_0922
ko:K03269	ypp:YPDSF_2713
ko:K00425	ypp:YPDSF_2579
ko:K02297	ypp:YPDSF_2799
ko:K02299	ypp:YPDSF_2801
ko:K02300	ypp:YPDSF_2802
ko:K05807	ypp:YPDSF_2914
ko:K03210	ypp:YPDSF_2825
ko:K07478	ypp:YPDSF_2317
ko:K00858	ypp:YPDSF_2591
ko:K03072	ypp:YPDSF_2824
ko:K06177	ypp:YPDSF_3137
ko:K00230	ypp:YPDSF_3382
ko:K03978	ypp:YPDSF_3885
ko:K03628	ypp:YPDSF_3485
ko:K03595	ypp:YPDSF_1552
ko:K01588	ypp:YPDSF_2714
ko:K02342	ypp:YPDSF_1630
ko:K03646	ypp:YPDSF_2573
ko:K03616	ypp:YPDSF_0890
ko:K09898	ypp:YPDSF_0104
ko:K00346	ypp:YPDSF_2867
ko:K06217	ypp:YPDSF_2633
ko:K02336	ypp:YPDSF_3116
ko:K01512	ypp:YPDSF_1528
ko:K07277	ypp:YPDSF_1660
ko:K06142	ypp:YPDSF_1659
ko:K02427	ypp:YPDSF_3552
ko:K00764	ypp:YPDSF_1989
ko:K01424	ypp:YPDSF_0973
ko:K05810	ypp:YPDSF_2912
ko:K00347	ypp:YPDSF_2866
ko:K00348	ypp:YPDSF_2865
ko:K00349	ypp:YPDSF_2864
ko:K03545	ypp:YPDSF_2794
ko:K02024	ypp:YPDSF_0664
ko:K03218	ypp:YPDSF_3593
ko:K04567	ypp:YPDSF_0628
ko:K03655	ypp:YPDSF_3869
ko:K02469	ypp:YPDSF_2477
ko:K03702	ypp:YPDSF_2541
ko:K04075	ypp:YPDSF_1650
ko:K03820	ypp:YPDSF_2637
ko:K02558	ypp:YPDSF_3568
ko:K09748	ypp:YPDSF_3547
ko:K03834	ypp:YPDSF_2484
ko:K03501	ypp:YPDSF_3906
ko:K03596	ypp:YPDSF_1555
ko:K00703	ypp:YPDSF_3304
ko:K03431	ypp:YPDSF_3549
ko:K02066	ypp:YPDSF_0323
ko:K01928	ypp:YPDSF_3092
ko:K03801	ypp:YPDSF_2654
ko:K03565	ypp:YPDSF_3055
ko:K03111	ypp:YPDSF_3647
ko:K02280	ypp:YPDSF_0477
ko:K02282	ypp:YPDSF_0475
ko:K02279	ypp:YPDSF_0478
ko:K02278	ypp:YPDSF_0479
ko:K02509	ypp:YPDSF_1357
ko:K07258	ypp:YPDSF_2376
ko:K00382	ypp:YPDSF_3529
ko:K06183	ypp:YPDSF_2428
ko:K11076	ypp:YPDSF_2364
ko:K01119	ypp:YPDSF_3579
ko:K02464	ypp:YPDSF_0703
ko:K05515	ypp:YPDSF_2649
ko:K05878	ypp:YPDSF_3011
ko:K04068	ypp:YPDSF_3265
ko:K03798	ypp:YPDSF_3551
ko:K02523	ypp:YPDSF_3562
ko:K04084	ypp:YPDSF_3628
ko:K01139	ypp:YPDSF_3867
ko:K01738	ypp:YPDSF_3761
ko:K01738	ypp:YPDSF_2782
ko:K02283	ypp:YPDSF_0474
ko:K06039	ypp:YPDSF_2765
ko:K02409	ypp:YPDSF_0498
ko:K02419	ypp:YPDSF_0493
ko:K02421	ypp:YPDSF_0491
ko:K02400	ypp:YPDSF_0489
ko:K02760	ypp:YPDSF_1596
ko:K02079	ypp:YPDSF_0676
ko:K04751	ypp:YPDSF_2256
ko:K03808	ypp:YPDSF_2275
ko:K06219	ypp:YPDSF_2293
ko:K06212	ypp:YPDSF_2311
ko:K10000	ypp:YPDSF_2346
ko:K09997	ypp:YPDSF_2347
ko:K09999	ypp:YPDSF_2348
ko:K09998	ypp:YPDSF_2349
ko:K00882	ypp:YPDSF_2398
ko:K11216	ypp:YPDSF_3216
ko:K05800	ypp:YPDSF_2781
ko:K03152	ypp:YPDSF_2807
ko:K07738	ypp:YPDSF_2819
ko:K03386	ypp:YPDSF_2829
ko:K07657	ypp:YPDSF_2838
ko:K05811	ypp:YPDSF_2910
ko:K00390	ypp:YPDSF_2989
ko:K03743	ypp:YPDSF_3053
ko:K03438	ypp:YPDSF_3095
ko:K03831	ypp:YPDSF_3167
ko:K09001	ypp:YPDSF_0774
ko:K07323	ypp:YPDSF_0325
ko:K07139	ypp:YPDSF_0341
ko:K07056	ypp:YPDSF_0350
ko:K07393	ypp:YPDSF_0353
ko:K07184	ypp:YPDSF_0435
ko:K09761	ypp:YPDSF_0581
ko:K03442	ypp:YPDSF_0594
ko:K07663	ypp:YPDSF_0620
ko:K09773	ypp:YPDSF_0739
ko:K09013	ypp:YPDSF_0746
ko:K00868	ypp:YPDSF_0778
ko:K03721	ypp:YPDSF_0799
ko:K03668	ypp:YPDSF_0816
ko:K01420	ypp:YPDSF_0843
ko:K01653	ypp:YPDSF_0848
ko:K01809	ypp:YPDSF_0870
ko:K07053	ypp:YPDSF_0924
ko:K01433	ypp:YPDSF_0963
ko:K01008	ypp:YPDSF_0970
ko:K04773	ypp:YPDSF_0972
ko:K06911	ypp:YPDSF_0984
ko:K01185	ypp:YPDSF_1029
ko:K09817	ypp:YPDSF_1062
ko:K09816	ypp:YPDSF_1063
ko:K09907	ypp:YPDSF_1075
ko:K07088	ypp:YPDSF_3408
ko:K07347	ypp:YPDSF_3494
ko:K03832	ypp:YPDSF_3530
ko:K00297	ypp:YPDSF_3682
ko:K00872	ypp:YPDSF_3173
ko:K01760	ypp:YPDSF_3692
ko:K01760	ypp:YPDSF_0465
ko:K11107	ypp:YPDSF_2481
ko:K02484	ypp:YPDSF_2105
ko:K03475	ypp:YPDSF_1978
ko:K04050	ypp:YPDSF_3965
ko:K03221	ypp:YPDSF_3964
ko:K03071	ypp:YPDSF_3838
ko:K04055	ypp:YPDSF_3957
ko:K03225	ypp:YPDSF_3974
ko:K03225	ypp:YPDSF_3701
ko:K03226	ypp:YPDSF_3700
ko:K03226	ypp:YPDSF_3973
ko:K03227	ypp:YPDSF_3972
ko:K03227	ypp:YPDSF_3699
ko:K03228	ypp:YPDSF_3971
ko:K03228	ypp:YPDSF_3698
ko:K03229	ypp:YPDSF_3970
ko:K03229	ypp:YPDSF_3697
ko:K04564	ypp:YPDSF_0032
ko:K01118	ypp:YPDSF_0823
ko:K08317	ypp:YPDSF_1420
ko:K04059	ypp:YPDSF_3981
ko:K04060	ypp:YPDSF_3982
ko:K02454	ypp:YPDSF_0695
ko:K02455	ypp:YPDSF_0696
ko:K02679	ypp:YPDSF_1701
ko:K02680	ypp:YPDSF_1700
ko:K02507	ypp:YPDSF_0077
ko:K02456	ypp:YPDSF_0697
ko:K06920	ypp:YPDSF_2785
ko:K03564	ypp:YPDSF_2169
ko:K02681	ypp:YPDSF_1698
ko:K03222	ypp:YPDSF_3960
ko:K00338	ypp:YPDSF_1958
ko:K00337	ypp:YPDSF_1959
ko:K07497	ypp:YPDSF_3725
ko:K02015	ypp:YPDSF_3766
ko:K00854	ypp:YPDSF_3781
ko:K05499	ypp:YPDSF_3798
ko:K07662	ypp:YPDSF_3832
ko:K02527	ypp:YPDSF_3850
ko:K07712	ypp:YPDSF_3882
ko:K00151	ypp:YPDSF_1360
ko:K04770	ypp:YPDSF_1542
ko:K03490	ypp:YPDSF_1593
ko:K02002	ypp:YPDSF_1627
ko:K06966	ypp:YPDSF_1680
ko:K08227	ypp:YPDSF_1709
ko:K02529	ypp:YPDSF_1712
ko:K07346	ypp:YPDSF_1751
ko:K03776	ypp:YPDSF_1804
ko:K09808	ypp:YPDSF_1823
ko:K07146	ypp:YPDSF_1866
ko:K01911	ypp:YPDSF_1933
ko:K10017	ypp:YPDSF_1984
ko:K10014	ypp:YPDSF_1987
ko:K02198	ypp:YPDSF_2021
ko:K02048	ypp:YPDSF_2122
ko:K02036	ypp:YPDSF_2183
ko:K02038	ypp:YPDSF_2184
ko:K04046	ypp:YPDSF_2190
ko:K02054	ypp:YPDSF_2192
ko:K02055	ypp:YPDSF_2193
ko:K02052	ypp:YPDSF_2196
ko:K05820	ypp:YPDSF_2248
ko:K09136	ypp:YPDSF_2310
ko:K00156	ypp:YPDSF_2339
ko:K09996	ypp:YPDSF_2359
ko:K03212	ypp:YPDSF_2360
ko:K07552	ypp:YPDSF_2427
ko:K09475	ypp:YPDSF_2470
ko:K05846	ypp:YPDSF_2499
ko:K02168	ypp:YPDSF_2529
ko:K07404	ypp:YPDSF_2548
ko:K10004	ypp:YPDSF_2641
ko:K00981	ypp:YPDSF_2704
ko:K02029	ypp:YPDSF_2891
ko:K02029	ypp:YPDSF_2892
ko:K03214	ypp:YPDSF_2905
ko:K00998	ypp:YPDSF_2909
ko:K03807	ypp:YPDSF_2932
ko:K01975	ypp:YPDSF_2961
ko:K00381	ypp:YPDSF_2988
ko:K02430	ypp:YPDSF_3033
ko:K07307	ypp:YPDSF_3036
ko:K07283	ypp:YPDSF_3070
ko:K05798	ypp:YPDSF_3105
ko:K03291	ypp:YPDSF_3110
ko:K02063	ypp:YPDSF_3113
ko:K07186	ypp:YPDSF_3193
ko:K08321	ypp:YPDSF_3223
ko:K07497	ypp:YPDSF_3241
ko:K00700	ypp:YPDSF_3307
ko:K02647	ypp:YPDSF_3343
ko:K07783	ypp:YPDSF_3372
ko:K01271	ypp:YPDSF_3385
ko:K05816	ypp:YPDSF_3410
ko:K07648	ypp:YPDSF_0342
ko:K06911	ypp:YPDSF_0351
ko:K02390	ypp:YPDSF_0509
ko:K08191	ypp:YPDSF_0667
ko:K06871	ypp:YPDSF_0673
ko:K08997	ypp:YPDSF_0737
ko:K09015	ypp:YPDSF_0747
ko:K03737	ypp:YPDSF_0812
ko:K02073	ypp:YPDSF_2379
ko:K00040	ypp:YPDSF_2414
ko:K05845	ypp:YPDSF_2500
ko:K00833	ypp:YPDSF_2547
ko:K03320	ypp:YPDSF_2777
ko:K08682	ypp:YPDSF_2828
ko:K00364	ypp:YPDSF_2926
ko:K06858	ypp:YPDSF_2973
ko:K05879	ypp:YPDSF_3012
ko:K03435	ypp:YPDSF_3099
ko:K01874	ypp:YPDSF_1454
ko:K01625	ypp:YPDSF_1055
ko:K08485	ypp:YPDSF_0310
ko:K04042	ypp:YPDSF_3916
ko:K12148	ypp:YPDSF_1861
ko:K12062	ypp:YPDSF_4114
ko:K12149	ypp:YPDSF_1860
ko:K12063	ypp:YPDSF_4115
ko:K12065	ypp:YPDSF_4118
ko:K12066	ypp:YPDSF_4119
ko:K12289	ypp:YPDSF_0073
ko:K12290	ypp:YPDSF_0074
ko:K07251	ypp:YPDSF_1833
ko:K12341	ypp:YPDSF_4024
ko:K12342	ypp:YPDSF_2308
ko:K12342	ypp:YPDSF_2307
ko:K12340	ypp:YPDSF_0445
ko:K11991	ypp:YPDSF_2266
ko:K02452	ypp:YPDSF_0693
ko:K02453	ypp:YPDSF_0694
ko:K04065	ypp:YPDSF_3202
ko:K00611	ypp:YPDSF_3256
ko:K02034	ypp:YPDSF_3261
ko:K05781	ypp:YPDSF_3271
ko:K05780	ypp:YPDSF_3272
ko:K08303	ypp:YPDSF_3289
ko:K02438	ypp:YPDSF_3306
ko:K07115	ypp:YPDSF_3341
ko:K07686	ypp:YPDSF_3374
ko:K06006	ypp:YPDSF_3831
ko:K07058	ypp:YPDSF_3877
ko:K07708	ypp:YPDSF_3881
ko:K01262	ypp:YPDSF_0604
ko:K06980	ypp:YPDSF_0617
ko:K08308	ypp:YPDSF_0714
ko:K05595	ypp:YPDSF_0715
ko:K09014	ypp:YPDSF_0745
ko:K03327	ypp:YPDSF_0755
ko:K03604	ypp:YPDSF_0760
ko:K06918	ypp:YPDSF_0795
ko:K03758	ypp:YPDSF_0838
ko:K08224	ypp:YPDSF_0867
ko:K09786	ypp:YPDSF_0981
ko:K03314	ypp:YPDSF_0989
ko:K04487	ypp:YPDSF_0993
ko:K02560	ypp:YPDSF_1059
ko:K09815	ypp:YPDSF_1061
ko:K02494	ypp:YPDSF_1103
ko:K01607	ypp:YPDSF_1124
ko:K01484	ypp:YPDSF_1158
ko:K03710	ypp:YPDSF_1236
ko:K03885	ypp:YPDSF_1830
ko:K07337	ypp:YPDSF_1834
ko:K02552	ypp:YPDSF_1938
ko:K03749	ypp:YPDSF_1991
ko:K03322	ypp:YPDSF_2089
ko:K09962	ypp:YPDSF_2094
ko:K02045	ypp:YPDSF_2119
ko:K07140	ypp:YPDSF_2278
ko:K02015	ypp:YPDSF_2355
ko:K09975	ypp:YPDSF_1148
ko:K03809	ypp:YPDSF_1268
ko:K02393	ypp:YPDSF_1319
ko:K02392	ypp:YPDSF_1320
ko:K07156	ypp:YPDSF_1339
ko:K01494	ypp:YPDSF_1451
ko:K09911	ypp:YPDSF_1541
ko:K03597	ypp:YPDSF_1559
ko:K07667	ypp:YPDSF_1585
ko:K02746	ypp:YPDSF_0679
ko:K00033	ypp:YPDSF_1435
ko:K06144	ypp:YPDSF_3334
ko:K02064	ypp:YPDSF_3112
ko:K02043	ypp:YPDSF_3266
ko:K00975	ypp:YPDSF_3305
ko:K06145	ypp:YPDSF_3320
ko:K09988	ypp:YPDSF_3325
ko:K07007	ypp:YPDSF_3331
ko:K00874	ypp:YPDSF_3356
ko:K03182	ypp:YPDSF_3389
ko:K03690	ypp:YPDSF_3397
ko:K05813	ypp:YPDSF_3413
ko:K01998	ypp:YPDSF_3423
ko:K01999	ypp:YPDSF_3425
ko:K05835	ypp:YPDSF_3449
ko:K03284	ypp:YPDSF_3454
ko:K09921	ypp:YPDSF_3461
ko:K02498	ypp:YPDSF_3470
ko:K03293	ypp:YPDSF_3472
ko:K03732	ypp:YPDSF_3487
ko:K01754	ypp:YPDSF_3509
ko:K03773	ypp:YPDSF_3581
ko:K00848	ypp:YPDSF_3642
ko:K05539	ypp:YPDSF_3655
ko:K05794	ypp:YPDSF_3672
ko:K05791	ypp:YPDSF_3675
ko:K07225	ypp:YPDSF_3688
ko:K08964	ypp:YPDSF_2882
ko:K11892	ypp:YPDSF_0204
ko:K11911	ypp:YPDSF_0210
ko:K11911	ypp:YPDSF_0211
ko:K11911	ypp:YPDSF_1486
ko:K11535	ypp:YPDSF_2090
ko:K04091	ypp:YPDSF_0232
ko:K11928	ypp:YPDSF_1272
ko:K12152	ypp:YPDSF_1809
ko:K11742	ypp:YPDSF_1053
ko:K11900	ypp:YPDSF_2046
ko:K08305	ypp:YPDSF_1041
ko:K12262	ypp:YPDSF_3039
ko:K07224	ypp:YPDSF_1270
ko:K02397	ypp:YPDSF_1315
ko:K02396	ypp:YPDSF_1316
ko:K05591	ypp:YPDSF_1347
ko:K07178	ypp:YPDSF_1389
ko:K00963	ypp:YPDSF_1436
ko:K03593	ypp:YPDSF_1453
ko:K02003	ypp:YPDSF_1479
ko:K03750	ypp:YPDSF_1481
ko:K06969	ypp:YPDSF_1529
ko:K09909	ypp:YPDSF_1532
ko:K07343	ypp:YPDSF_1537
ko:K03286	ypp:YPDSF_1539
ko:K05590	ypp:YPDSF_1563
ko:K01835	ypp:YPDSF_1589
ko:K02000	ypp:YPDSF_1625
ko:K02001	ypp:YPDSF_1626
ko:K08307	ypp:YPDSF_1634
ko:K06222	ypp:YPDSF_1636
ko:K06079	ypp:YPDSF_1644
ko:K08304	ypp:YPDSF_1688
ko:K06956	ypp:YPDSF_1732
ko:K08169	ypp:YPDSF_1736
ko:K09808	ypp:YPDSF_1821
ko:K01754	ypp:YPDSF_0008
ko:K00124	ypp:YPDSF_0036
ko:K03833	ypp:YPDSF_0040
ko:K08160	ypp:YPDSF_0046
ko:K06959	ypp:YPDSF_0061
ko:K03112	ypp:YPDSF_0080
ko:K03704	ypp:YPDSF_0251
ko:K01226	ypp:YPDSF_0303
ko:K00041	ypp:YPDSF_0367
ko:K00219	ypp:YPDSF_0376
ko:K09807	ypp:YPDSF_0596
ko:K07733	ypp:YPDSF_0637
ko:K02081	ypp:YPDSF_0683
ko:K01673	ypp:YPDSF_0692
ko:K10012	ypp:YPDSF_0729
ko:K03305	ypp:YPDSF_0782
ko:K07180	ypp:YPDSF_0980
ko:K08162	ypp:YPDSF_1083
ko:K03321	ypp:YPDSF_1096
ko:K06447	ypp:YPDSF_1159
ko:K02025	ypp:YPDSF_1233
ko:K07243	ypp:YPDSF_1271
ko:K07341	ypp:YPDSF_1291
ko:K07245	ypp:YPDSF_1338
ko:K02548	ypp:YPDSF_3802
ko:K11075	ypp:YPDSF_2363
ko:K03576	ypp:YPDSF_3406
ko:K05815	ypp:YPDSF_3411
ko:K05814	ypp:YPDSF_3412
ko:K08993	ypp:YPDSF_3433
ko:K01048	ypp:YPDSF_3447
ko:K01710	ypp:YPDSF_3480
ko:K00930	ypp:YPDSF_3536
ko:K07109	ypp:YPDSF_3577
ko:K02460	ypp:YPDSF_0700
ko:K02465	ypp:YPDSF_0704
ko:K02505	ypp:YPDSF_2927
ko:K01138	ypp:YPDSF_0684
ko:K02051	ypp:YPDSF_0858
ko:K02053	ypp:YPDSF_1093
ko:K07126	ypp:YPDSF_1134
ko:K00720	ypp:YPDSF_1140
ko:K00648	ypp:YPDSF_1146
ko:K00350	ypp:YPDSF_1189
ko:K07679	ypp:YPDSF_1200
ko:K06147	ypp:YPDSF_1211
ko:K04784	ypp:YPDSF_1214
ko:K04786	ypp:YPDSF_1215
ko:K02027	ypp:YPDSF_1234
ko:K02016	ypp:YPDSF_1440
ko:K02004	ypp:YPDSF_1477
ko:K02005	ypp:YPDSF_1478
ko:K06871	ypp:YPDSF_1480
ko:K00059	ypp:YPDSF_1518
ko:K00647	ypp:YPDSF_1519
ko:K02372	ypp:YPDSF_1520
ko:K05874	ypp:YPDSF_1719
ko:K07345	ypp:YPDSF_1738
ko:K02027	ypp:YPDSF_1890
ko:K02529	ypp:YPDSF_1909
ko:K07114	ypp:YPDSF_2114
ko:K02013	ypp:YPDSF_2354
ko:K07676	ypp:YPDSF_2474
ko:K06894	ypp:YPDSF_2679
ko:K06867	ypp:YPDSF_3021
ko:K00864	ypp:YPDSF_3048
ko:K02027	ypp:YPDSF_3282
ko:K03497	ypp:YPDSF_4149
ko:K07497	ypp:YPDSF_4005
ko:K02016	ypp:YPDSF_0485
ko:K02410	ypp:YPDSF_0499
ko:K02399	ypp:YPDSF_0503
ko:K02398	ypp:YPDSF_0504
ko:K02389	ypp:YPDSF_0508
ko:K02395	ypp:YPDSF_0514
ko:K03895	ypp:YPDSF_0526
ko:K03894	ypp:YPDSF_0528
ko:K10011	ypp:YPDSF_0730
ko:K05808	ypp:YPDSF_0314
ko:K04772	ypp:YPDSF_0331
ko:K02529	ypp:YPDSF_0396
ko:K02026	ypp:YPDSF_0399
ko:K07491	ypp:YPDSF_0480
ko:K02416	ypp:YPDSF_0495
ko:K02396	ypp:YPDSF_0515
ko:K02014	ypp:YPDSF_0558
ko:K01187	ypp:YPDSF_0666
ko:K07493	ypp:YPDSF_0705
ko:K02529	ypp:YPDSF_0861
ko:K07493	ypp:YPDSF_0940
ko:K07493	ypp:YPDSF_0959
ko:K07493	ypp:YPDSF_0964
ko:K07497	ypp:YPDSF_1111
ko:K07493	ypp:YPDSF_1135
ko:K00648	ypp:YPDSF_1145
ko:K07493	ypp:YPDSF_1155
ko:K02016	ypp:YPDSF_2386
ko:K03406	ypp:YPDSF_2466
ko:K07493	ypp:YPDSF_2493
ko:K03815	ypp:YPDSF_2526
ko:K05367	ypp:YPDSF_2680
ko:K07493	ypp:YPDSF_2689
ko:K03933	ypp:YPDSF_2855
ko:K04771	ypp:YPDSF_2976
ko:K02057	ypp:YPDSF_3029
ko:K02406	ypp:YPDSF_0520
ko:K02016	ypp:YPDSF_0559
ko:K01138	ypp:YPDSF_0672
ko:K02784	ypp:YPDSF_2101
ko:K11258	ypp:YPDSF_3512
ko:K03804	ypp:YPDSF_2291
ko:K08978	ypp:YPDSF_1586
ko:K02072	ypp:YPDSF_1639
ko:K02402	ypp:YPDSF_1784
ko:K03704	ypp:YPDSF_1791
ko:K07153	ypp:YPDSF_1811
ko:K07660	ypp:YPDSF_1814
ko:K04047	ypp:YPDSF_1922
ko:K05594	ypp:YPDSF_1940
ko:K09899	ypp:YPDSF_1972
ko:K04052	ypp:YPDSF_3962
ko:K07235	ypp:YPDSF_0122
ko:K01176	ypp:YPDSF_0016
ko:K05875	ypp:YPDSF_0031
ko:K07493	ypp:YPDSF_0043
ko:K03556	ypp:YPDSF_0051
ko:K02014	ypp:YPDSF_0091
ko:K09022	ypp:YPDSF_0307
ko:K07121	ypp:YPDSF_0349
ko:K07396	ypp:YPDSF_0415
ko:K04056	ypp:YPDSF_3976
ko:K00821	ypp:YPDSF_0098
ko:K01890	ypp:YPDSF_0722
ko:K11202	ypp:YPDSF_3229
ko:K11203	ypp:YPDSF_3227
ko:K11016	ypp:YPDSF_1078
ko:K11017	ypp:YPDSF_0180
ko:K11017	ypp:YPDSF_1079
ko:K02114	ypp:YPDSF_3915
ko:K11009	ypp:YPDSF_4134
ko:K03772	ypp:YPDSF_0120
ko:K02521	ypp:YPDSF_3502
ko:K01868	ypp:YPDSF_0717
ko:K11021	ypp:YPDSF_0280
ko:K03189	ypp:YPDSF_1606
ko:K11021	ypp:YPDSF_0281
ko:K11021	ypp:YPDSF_0766
ko:K11021	ypp:YPDSF_0832
ko:K00240	ypp:YPDSF_2585
ko:K11065	ypp:YPDSF_0803
ko:K02564	ypp:YPDSF_2626
ko:K02566	ypp:YPDSF_2629
ko:K03040	ypp:YPDSF_0156
ko:K08483	ypp:YPDSF_3226
ko:K11189	ypp:YPDSF_3226
ko:K11201	ypp:YPDSF_3226
ko:K09973	ypp:YPDSF_2725
ko:K11202	ypp:YPDSF_3228
ko:K01679	ypp:YPDSF_0869
ko:K03177	ypp:YPDSF_3543
ko:K01807	ypp:YPDSF_2404
ko:K03188	ypp:YPDSF_1607
ko:K01739	ypp:YPDSF_3792
ko:K00058	ypp:YPDSF_2408
ko:K00058	ypp:YPDSF_0599
ko:K02393	ypp:YPDSF_0512
ko:K02389	ypp:YPDSF_1323
ko:K05349	ypp:YPDSF_2692
ko:K01658	ypp:YPDSF_0926
ko:K02388	ypp:YPDSF_0507
ko:K03087	ypp:YPDSF_3005
ko:K01676	ypp:YPDSF_3026
ko:K02439	ypp:YPDSF_0050
ko:K11102	ypp:YPDSF_3717
ko:K11175	ypp:YPDSF_2179
ko:K00050	ypp:YPDSF_1946
ko:K03222	ypp:YPDSF_3708
ko:K01924	ypp:YPDSF_3086
ko:K03753	ypp:YPDSF_3891
ko:K07090	ypp:YPDSF_2007
ko:K03181	ypp:YPDSF_3661
ko:K03744	ypp:YPDSF_2028
ko:K04053	ypp:YPDSF_3961
ko:K07806	ypp:YPDSF_0728
ko:K04760	ypp:YPDSF_0062
ko:K07862	ypp:YPDSF_0371
ko:K07264	ypp:YPDSF_0732
ko:K02565	ypp:YPDSF_2628
ko:K01448	ypp:YPDSF_3604
ko:K07347	ypp:YPDSF_2392
ko:K04051	ypp:YPDSF_3963
ko:K00339	ypp:YPDSF_1957
ko:K03497	ypp:YPDSF_4009
ko:K01951	ypp:YPDSF_2215
ko:K11103	ypp:YPDSF_3358
ko:K00340	ypp:YPDSF_1956
ko:K03230	ypp:YPDSF_3705
ko:K03230	ypp:YPDSF_3983
ko:K01814	ypp:YPDSF_1432
ko:K02458	ypp:YPDSF_0699
ko:K02461	ypp:YPDSF_0701
ko:K02802	ypp:YPDSF_2625
ko:K02803	ypp:YPDSF_2625
ko:K02804	ypp:YPDSF_2625
ko:K04054	ypp:YPDSF_3959
ko:K02744	ypp:YPDSF_0677
ko:K00336	ypp:YPDSF_1960
ko:K00335	ypp:YPDSF_1961
ko:K00817	ypp:YPDSF_1429
ko:K03633	ypp:YPDSF_2292
ko:K04049	ypp:YPDSF_3968
ko:K02745	ypp:YPDSF_0680
ko:K03075	ypp:YPDSF_3548
ko:K00343	ypp:YPDSF_1953
ko:K00341	ypp:YPDSF_1955
ko:K02747	ypp:YPDSF_0678
ko:K00342	ypp:YPDSF_1954
ko:K00334	ypp:YPDSF_1962
ko:K00331	ypp:YPDSF_1964
ko:K00330	ypp:YPDSF_1965
ko:K00065	ypp:YPDSF_0675
ko:K00065	ypp:YPDSF_1724
ko:K02570	ypp:YPDSF_2144
ko:K00840	ypp:YPDSF_1161
ko:K01439	ypp:YPDSF_2158
ko:K00111	ypp:YPDSF_3302
ko:K08316	ypp:YPDSF_3432
ko:K06223	ypp:YPDSF_1035
ko:K03570	ypp:YPDSF_0273
ko:K01744	ypp:YPDSF_3625
ko:K03787	ypp:YPDSF_3002
ko:K07397	ypp:YPDSF_0101
ko:K07070	ypp:YPDSF_0117
ko:K03745	ypp:YPDSF_0119
ko:K07236	ypp:YPDSF_0123
ko:K07237	ypp:YPDSF_0124
ko:K02192	ypp:YPDSF_0130
ko:K02890	ypp:YPDSF_0138
ko:K02895	ypp:YPDSF_0144
ko:K02954	ypp:YPDSF_0146
ko:K09890	ypp:YPDSF_0159
ko:K02742	ypp:YPDSF_0584
ko:K09159	ypp:YPDSF_0618
ko:K04062	ypp:YPDSF_0905
ko:K07275	ypp:YPDSF_0933
ko:K09780	ypp:YPDSF_0942
ko:K09916	ypp:YPDSF_0975
ko:K09902	ypp:YPDSF_1042
ko:K02398	ypp:YPDSF_1327
ko:K09900	ypp:YPDSF_1345
ko:K09918	ypp:YPDSF_1346
ko:K09917	ypp:YPDSF_1349
ko:K03219	ypp:YPDSF_3967
ko:K03219	ypp:YPDSF_3714
ko:K03220	ypp:YPDSF_3713
ko:K03220	ypp:YPDSF_3966
ko:K05808	ypp:YPDSF_0313
ko:K03894	ypp:YPDSF_0529
ko:K07733	ypp:YPDSF_1221
ko:K05876	ypp:YPDSF_1789
ko:K03812	ypp:YPDSF_2272
ko:K02909	ypp:YPDSF_2769
ko:K02919	ypp:YPDSF_2770
ko:K07792	ypp:YPDSF_3071
ko:K02035	ypp:YPDSF_3259
ko:K02913	ypp:YPDSF_3854
ko:K02914	ypp:YPDSF_3935
ko:K03088	ypp:YPDSF_1560
ko:K01652	ypp:YPDSF_0849
ko:K01681	ypp:YPDSF_0913
ko:K11068	ypp:YPDSF_0615
ko:K03591	ypp:YPDSF_3799
ko:K04753	ypp:YPDSF_0457
ko:K03719	ypp:YPDSF_1796
ko:K09125	ypp:YPDSF_3439
ko:K11066	ypp:YPDSF_1733
ko:K02037	ypp:YPDSF_2185
ko:K07493	ypp:YPDSF_2212
ko:K07270	ypp:YPDSF_2313
ko:K00799	ypp:YPDSF_2382
ko:K02057	ypp:YPDSF_3030
ko:K02056	ypp:YPDSF_3031
ko:K02058	ypp:YPDSF_3032
ko:K07493	ypp:YPDSF_3103
ko:K02031	ypp:YPDSF_3262
