ko:K01212	bql:LL3_04209
ko:K11144	bql:LL3_02986
ko:K03346	bql:LL3_02987
ko:K10563	bql:LL3_02996
ko:K01104	bql:LL3_03771
ko:K07114	bql:LL3_03820
ko:K02424	bql:LL3_00331
ko:K14232	bql:LL3_t0056
ko:K10041	bql:LL3_02829
ko:K10009	bql:LL3_00330
ko:K10039	bql:LL3_02830
ko:K14221	bql:LL3_t0023
ko:K14221	bql:LL3_t0029
ko:K14221	bql:LL3_t0045
ko:K14221	bql:LL3_t0062
ko:K10716	bql:LL3_03199
ko:K16043	bql:LL3_01173
ko:K16044	bql:LL3_03484
ko:K00571	bql:LL3_03026
ko:K14219	bql:LL3_t0072
ko:K14237	bql:LL3_t0041
ko:K14227	bql:LL3_t0001
ko:K14227	bql:LL3_t0004
ko:K14227	bql:LL3_t0066
ko:K14218	bql:LL3_t0002
ko:K14218	bql:LL3_t0005
ko:K14218	bql:LL3_t0057
ko:K14233	bql:LL3_t0003
ko:K14233	bql:LL3_t0060
ko:K14230	bql:LL3_t0006
ko:K14230	bql:LL3_t0058
ko:K14237	bql:LL3_t0009
ko:K14237	bql:LL3_t0027
ko:K14237	bql:LL3_t0049
ko:K14235	bql:LL3_t0033
ko:K14229	bql:LL3_t0017
ko:K14229	bql:LL3_t0051
ko:K14229	bql:LL3_t0043
ko:K14228	bql:LL3_t0038
ko:K14228	bql:LL3_t0054
ko:K14219	bql:LL3_t0020
ko:K14219	bql:LL3_t0055
ko:K16052	bql:LL3_01044
ko:K14230	bql:LL3_t0059
ko:K14231	bql:LL3_t0030
ko:K14231	bql:LL3_t0063
ko:K14231	bql:LL3_t0046
ko:K14226	bql:LL3_t0034
ko:K14226	bql:LL3_t0064
ko:K14222	bql:LL3_t0037
ko:K14219	bql:LL3_t0070
ko:K14219	bql:LL3_t0071
ko:K14228	bql:LL3_t0052
ko:K14218	bql:LL3_t0048
ko:K18682	bql:LL3_01855
ko:K10010	bql:LL3_00329
ko:K10040	bql:LL3_02831
ko:K16188	bql:LL3_03129
ko:K15313	bql:LL3_01872
ko:K16248	bql:LL3_00650
ko:K00008	bql:LL3_00649
ko:K16247	bql:LL3_00647
ko:K06352	bql:LL3_01338
ko:K06353	bql:LL3_00358
ko:K00483	bql:LL3_00211
ko:K06355	bql:LL3_03884
ko:K10823	bql:LL3_01226
ko:K06360	bql:LL3_03816
ko:K06366	bql:LL3_03180
ko:K10710	bql:LL3_03329
ko:K11635	bql:LL3_04099
ko:K11633	bql:LL3_04100
ko:K13613	bql:LL3_01875
ko:K16331	bql:LL3_01717
ko:K07038	bql:LL3_00883
ko:K16593	bql:LL3_02009
ko:K16216	bql:LL3_03253
ko:K16509	bql:LL3_01229
ko:K02197	bql:LL3_02321
ko:K16511	bql:LL3_02481
ko:K01739	bql:LL3_01275
ko:K05846	bql:LL3_03513
ko:K05847	bql:LL3_03514
ko:K02480	bql:LL3_01013
ko:K01977	bql:LL3_r0004
ko:K01977	bql:LL3_r0013
ko:K01977	bql:LL3_r0007
ko:K01977	bql:LL3_r0016
ko:K01977	bql:LL3_r0010
ko:K01977	bql:LL3_r0022
ko:K01977	bql:LL3_r0001
ko:K01223	bql:LL3_00314
ko:K06437	bql:LL3_01530
ko:K07698	bql:LL3_01553
ko:K06362	bql:LL3_03784
ko:K11620	bql:LL3_03435
ko:K03339	bql:LL3_04102
ko:K16167	bql:LL3_02213
ko:K16168	bql:LL3_02212
ko:K00104	bql:LL3_02958
ko:K15583	bql:LL3_01225
ko:K16511	bql:LL3_01231
ko:K01906	bql:LL3_02014
ko:K06324	bql:LL3_00666
ko:K10708	bql:LL3_03333
ko:K01223	bql:LL3_04020
ko:K11636	bql:LL3_04098
ko:K13615	bql:LL3_01877
ko:K11634	bql:LL3_04101
ko:K16323	bql:LL3_04048
ko:K16169	bql:LL3_02218
ko:K11735	bql:LL3_00667
ko:K06288	bql:LL3_03428
ko:K02253	bql:LL3_03239
ko:K06372	bql:LL3_02657
ko:K06359	bql:LL3_01337
ko:K11440	bql:LL3_03168
ko:K06322	bql:LL3_02162
ko:K06361	bql:LL3_00357
ko:K06364	bql:LL3_03883
ko:K11621	bql:LL3_03434
ko:K13274	bql:LL3_01165
ko:K01342	bql:LL3_01118
ko:K06429	bql:LL3_02205
ko:K02251	bql:LL3_03240
ko:K06414	bql:LL3_01741
ko:K11737	bql:LL3_04131
ko:K13533	bql:LL3_01454
ko:K06321	bql:LL3_02163
ko:K06340	bql:LL3_01260
ko:K06368	bql:LL3_00264
ko:K06319	bql:LL3_02164
ko:K06369	bql:LL3_01926
ko:K06323	bql:LL3_02161
ko:K06376	bql:LL3_01465
ko:K06388	bql:LL3_01384
ko:K03794	bql:LL3_01721
ko:K15328	bql:LL3_01867
ko:K06440	bql:LL3_00525
ko:K02491	bql:LL3_01502
ko:K06341	bql:LL3_01259
ko:K08174	bql:LL3_00156
ko:K15329	bql:LL3_01868
ko:K13612	bql:LL3_01874
ko:K13611	bql:LL3_01873
ko:K15924	bql:LL3_01997
ko:K06343	bql:LL3_01257
ko:K05518	bql:LL3_00475
ko:K06329	bql:LL3_04204
ko:K11626	bql:LL3_00228
ko:K06335	bql:LL3_01969
ko:K13532	bql:LL3_01466
ko:K06344	bql:LL3_01255
ko:K15921	bql:LL3_01998
ko:K16301	bql:LL3_03976
ko:K16263	bql:LL3_00697
ko:K16202	bql:LL3_01397
ko:K16199	bql:LL3_01398
ko:K16201	bql:LL3_01396
ko:K16200	bql:LL3_01395
ko:K16203	bql:LL3_01394
ko:K09022	bql:LL3_00050
ko:K07045	bql:LL3_00960
ko:K05340	bql:LL3_00375
ko:K16264	bql:LL3_00501
ko:K03321	bql:LL3_00161
ko:K01223	bql:LL3_04071
ko:K03483	bql:LL3_00400
ko:K00034	bql:LL3_00376
ko:K05519	bql:LL3_01209
ko:K16698	bql:LL3_03690
ko:K06367	bql:LL3_02380
ko:K06389	bql:LL3_01383
ko:K06419	bql:LL3_01058
ko:K06418	bql:LL3_03035
ko:K13277	bql:LL3_03991
ko:K13276	bql:LL3_01685
ko:K16786	bql:LL3_00142
ko:K00090	bql:LL3_03608
ko:K03457	bql:LL3_04026
ko:K17234	bql:LL3_02964
ko:K16787	bql:LL3_00143
ko:K06439	bql:LL3_00521
ko:K16785	bql:LL3_00144
ko:K16699	bql:LL3_03689
ko:K07257	bql:LL3_03932
ko:K11637	bql:LL3_00781
ko:K10119	bql:LL3_03330
ko:K15337	bql:LL3_01869
ko:K06421	bql:LL3_01447
ko:K06320	bql:LL3_02165
ko:K06297	bql:LL3_00342
ko:K10810	bql:LL3_01247
ko:K09681	bql:LL3_02045
ko:K00980	bql:LL3_03708
ko:K02032	bql:LL3_01216
ko:K02031	bql:LL3_01215
ko:K16789	bql:LL3_03163
ko:K01985	bql:LL3_r0018
ko:K01985	bql:LL3_r0012
ko:K01985	bql:LL3_r0009
ko:K01985	bql:LL3_r0003
ko:K01985	bql:LL3_r0020
ko:K01985	bql:LL3_r0006
ko:K01985	bql:LL3_r0015
ko:K01985	bql:LL3_r0019
ko:K07979	bql:LL3_03123
ko:K04757	bql:LL3_00473
ko:K15555	bql:LL3_00962
ko:K16694	bql:LL3_03695
ko:K16705	bql:LL3_03692
ko:K16706	bql:LL3_03691
ko:K10117	bql:LL3_03332
ko:K08168	bql:LL3_02782
ko:K07250	bql:LL3_00373
ko:K01233	bql:LL3_03344
ko:K15312	bql:LL3_01871
ko:K06336	bql:LL3_02659
ko:K06351	bql:LL3_00391
ko:K06595	bql:LL3_01124
ko:K06113	bql:LL3_02970
ko:K02277	bql:LL3_01648
ko:K07705	bql:LL3_02978
ko:K13052	bql:LL3_00064
ko:K06315	bql:LL3_01496
ko:K13037	bql:LL3_03915
ko:K13281	bql:LL3_03867
ko:K06378	bql:LL3_02531
ko:K06415	bql:LL3_01021
ko:K00634	bql:LL3_02595
ko:K03429	bql:LL3_02197
ko:K02303	bql:LL3_01720
ko:K11050	bql:LL3_00719
ko:K02032	bql:LL3_01402
ko:K02068	bql:LL3_01321
ko:K13015	bql:LL3_03533
ko:K07029	bql:LL3_00716
ko:K08194	bql:LL3_00297
ko:K10118	bql:LL3_03331
ko:K10118	bql:LL3_03102
ko:K10119	bql:LL3_03103
ko:K00128	bql:LL3_04121
ko:K06359	bql:LL3_01608
ko:K02030	bql:LL3_02586
ko:K12263	bql:LL3_03662
ko:K14224	bql:LL3_t0007
ko:K14224	bql:LL3_t0044
ko:K14224	bql:LL3_t0015
ko:K14224	bql:LL3_t0026
ko:K14224	bql:LL3_t0069
ko:K14224	bql:LL3_t0008
ko:K14228	bql:LL3_t0018
ko:K16785	bql:LL3_01426
ko:K16786	bql:LL3_01427
ko:K16787	bql:LL3_01427
ko:K11639	bql:LL3_00784
ko:K15657	bql:LL3_00324
ko:K02768	bql:LL3_02791
ko:K02769	bql:LL3_02791
ko:K02770	bql:LL3_02791
ko:K03417	bql:LL3_02598
ko:K11991	bql:LL3_00019
ko:K16919	bql:LL3_03119
ko:K02809	bql:LL3_03948
ko:K02810	bql:LL3_03948
ko:K00355	bql:LL3_00855
ko:K16918	bql:LL3_03117
ko:K16920	bql:LL3_03118
ko:K16919	bql:LL3_03120
ko:K16921	bql:LL3_03122
ko:K16919	bql:LL3_03121
ko:K06113	bql:LL3_04079
ko:K00951	bql:LL3_02850
ko:K02803	bql:LL3_00793
ko:K02804	bql:LL3_00793
ko:K16869	bql:LL3_03907
ko:K16925	bql:LL3_01428
ko:K02538	bql:LL3_02792
ko:K16899	bql:LL3_01148
ko:K16898	bql:LL3_01149
ko:K01980	bql:LL3_r0002
ko:K01980	bql:LL3_r0021
ko:K01980	bql:LL3_r0011
ko:K01980	bql:LL3_r0005
ko:K01980	bql:LL3_r0014
ko:K01980	bql:LL3_r0008
ko:K01980	bql:LL3_r0017
ko:K14233	bql:LL3_t0025
ko:K14225	bql:LL3_t0036
ko:K14225	bql:LL3_t0053
ko:K14228	bql:LL3_t0039
ko:K16960	bql:LL3_03489
ko:K16959	bql:LL3_03490
ko:K16958	bql:LL3_03491
ko:K16956	bql:LL3_03493
ko:K02101	bql:LL3_02966
ko:K16963	bql:LL3_00348
ko:K15327	bql:LL3_01866
ko:K15468	bql:LL3_01878
ko:K06293	bql:LL3_03716
ko:K01897	bql:LL3_01115
ko:K17217	bql:LL3_02811
ko:K17103	bql:LL3_00218
ko:K01990	bql:LL3_03091
ko:K01992	bql:LL3_03090
ko:K01990	bql:LL3_03286
ko:K01992	bql:LL3_01076
ko:K01218	bql:LL3_04023
ko:K01990	bql:LL3_00988
ko:K01990	bql:LL3_01075
ko:K01990	bql:LL3_01094
ko:K01992	bql:LL3_03287
ko:K01664	bql:LL3_00077
ko:K11638	bql:LL3_00782
ko:K03457	bql:LL3_03792
ko:K00096	bql:LL3_02965
ko:K06430	bql:LL3_02410
ko:K17216	bql:LL3_02812
ko:K00034	bql:LL3_00265
ko:K01897	bql:LL3_02943
ko:K00265	bql:LL3_02044
ko:K06298	bql:LL3_02925
ko:K02484	bql:LL3_04175
ko:K16235	bql:LL3_00226
ko:K06427	bql:LL3_03458
ko:K04091	bql:LL3_00965
ko:K01537	bql:LL3_01725
ko:K17462	bql:LL3_02814
ko:K02029	bql:LL3_02585
ko:K02028	bql:LL3_02584
ko:K01992	bql:LL3_01095
ko:K17235	bql:LL3_02963
ko:K17236	bql:LL3_02962
ko:K03574	bql:LL3_03615
ko:K02100	bql:LL3_03544
ko:K01585	bql:LL3_01571
ko:K01990	bql:LL3_00447
ko:K01990	bql:LL3_01270
ko:K10112	bql:LL3_03327
ko:K01990	bql:LL3_00197
ko:K01990	bql:LL3_00989
ko:K01990	bql:LL3_03467
ko:K10112	bql:LL3_04034
ko:K17472	bql:LL3_02840
ko:K17686	bql:LL3_03481
ko:K01227	bql:LL3_03711
ko:K03292	bql:LL3_01916
ko:K17836	bql:LL3_01297
ko:K12574	bql:LL3_01557
ko:K12574	bql:LL3_01837
ko:K01843	bql:LL3_02151
ko:K01791	bql:LL3_03701
ko:K11928	bql:LL3_00303
ko:K17752	bql:LL3_00470
ko:K17828	bql:LL3_01712
ko:K06518	bql:LL3_00191
ko:K06518	bql:LL3_03982
ko:K18115	bql:LL3_02103
ko:K17763	bql:LL3_01425
ko:K17763	bql:LL3_02119
ko:K17763	bql:LL3_02674
ko:K17837	bql:LL3_01268
ko:K17763	bql:LL3_00468
ko:K07284	bql:LL3_00779
ko:K07284	bql:LL3_01001
ko:K17733	bql:LL3_00263
ko:K00128	bql:LL3_02102
ko:K17758	bql:LL3_04027
ko:K17762	bql:LL3_00469
ko:K01187	bql:LL3_03193
ko:K17734	bql:LL3_01883
ko:K00537	bql:LL3_03401
ko:K18104	bql:LL3_03624
ko:K00632	bql:LL3_03403
ko:K08221	bql:LL3_00763
ko:K02809	bql:LL3_00171
ko:K02810	bql:LL3_00171
ko:K00004	bql:LL3_00661
ko:K01101	bql:LL3_03308
ko:K00004	bql:LL3_01924
ko:K03892	bql:LL3_04015
ko:K05799	bql:LL3_03560
ko:K03206	bql:LL3_01015
ko:K21471	bql:LL3_03618
ko:K07145	bql:LL3_00735
ko:K21469	bql:LL3_00170
ko:K21472	bql:LL3_03312
ko:K03719	bql:LL3_00409
ko:K21466	bql:LL3_01501
ko:K18231	bql:LL3_00528
ko:K19546	bql:LL3_03918
ko:K11691	bql:LL3_00443
ko:K19449	bql:LL3_02658
ko:K03091	bql:LL3_02777
ko:K02575	bql:LL3_00309
ko:K06895	bql:LL3_01175
ko:K17716	bql:LL3_02167
ko:K03671	bql:LL3_02241
ko:K19429	bql:LL3_03566
ko:K15973	bql:LL3_01437
ko:K03469	bql:LL3_02328
ko:K03657	bql:LL3_02330
ko:K03530	bql:LL3_02340
ko:K16169	bql:LL3_02392
ko:K06284	bql:LL3_01552
ko:K01425	bql:LL3_01589
ko:K06304	bql:LL3_02614
ko:K06016	bql:LL3_00995
ko:K19430	bql:LL3_03565
ko:K06366	bql:LL3_00425
ko:K19420	bql:LL3_03578
ko:K22579	bql:LL3_03651
ko:K03742	bql:LL3_01852
ko:K16236	bql:LL3_04085
ko:K00681	bql:LL3_02037
ko:K00681	bql:LL3_03753
ko:K08693	bql:LL3_00806
ko:K15640	bql:LL3_01120
ko:K09388	bql:LL3_03894
ko:K06380	bql:LL3_02891
ko:K04749	bql:LL3_00472
ko:K06384	bql:LL3_02538
ko:K09809	bql:LL3_03706
ko:K12555	bql:LL3_01100
ko:K15632	bql:LL3_00507
ko:K18770	bql:LL3_03218
ko:K18672	bql:LL3_00178
ko:K18707	bql:LL3_02738
ko:K18692	bql:LL3_02709
ko:K18929	bql:LL3_03557
ko:K01971	bql:LL3_01440
ko:K18928	bql:LL3_03558
ko:K18925	bql:LL3_01409
ko:K06147	bql:LL3_00848
ko:K09692	bql:LL3_03705
ko:K01612	bql:LL3_00334
ko:K07171	bql:LL3_00467
ko:K10747	bql:LL3_02285
ko:K18967	bql:LL3_00993
ko:K06147	bql:LL3_00847
ko:K04565	bql:LL3_02112
ko:K03111	bql:LL3_03779
ko:K03169	bql:LL3_00410
ko:K03502	bql:LL3_02381
ko:K03502	bql:LL3_02383
ko:K05593	bql:LL3_00728
ko:K03111	bql:LL3_04235
ko:K03497	bql:LL3_04243
ko:K03496	bql:LL3_04244
ko:K03497	bql:LL3_04245
ko:K19005	bql:LL3_00747
ko:K03526	bql:LL3_02702
ko:K19005	bql:LL3_00795
ko:K18979	bql:LL3_00971
ko:K01174	bql:LL3_02390
ko:K07816	bql:LL3_03995
ko:K14742	bql:LL3_00566
ko:K06609	bql:LL3_00563
ko:K19242	bql:LL3_01025
ko:K02483	bql:LL3_00354
ko:K19563	bql:LL3_02013
ko:K02777	bql:LL3_02404
ko:K07149	bql:LL3_00328
ko:K00354	bql:LL3_02570
ko:K01447	bql:LL3_02769
ko:K19220	bql:LL3_02113
ko:K00571	bql:LL3_02262
ko:K00798	bql:LL3_03438
ko:K19223	bql:LL3_01018
ko:K19224	bql:LL3_01024
ko:K01710	bql:LL3_03929
ko:K01897	bql:LL3_01122
ko:K00571	bql:LL3_03413
ko:K01447	bql:LL3_01381
ko:K06345	bql:LL3_02868
ko:K11615	bql:LL3_03222
ko:K12132	bql:LL3_01737
ko:K01447	bql:LL3_01339
ko:K07462	bql:LL3_02269
ko:K19302	bql:LL3_02144
ko:K00020	bql:LL3_01499
ko:K01785	bql:LL3_02031
ko:K19426	bql:LL3_03570
ko:K19433	bql:LL3_02661
ko:K19285	bql:LL3_03957
ko:K19286	bql:LL3_00369
ko:K19424	bql:LL3_03573
ko:K06884	bql:LL3_00438
ko:K03722	bql:LL3_02395
ko:K03722	bql:LL3_02422
ko:K01567	bql:LL3_00822
ko:K01992	bql:LL3_00448
ko:K01992	bql:LL3_01269
ko:K01992	bql:LL3_03469
ko:K00839	bql:LL3_03324
ko:K19422	bql:LL3_03575
ko:K19421	bql:LL3_03576
ko:K04771	bql:LL3_03420
ko:K04771	bql:LL3_01392
ko:K01400	bql:LL3_01578
ko:K19405	bql:LL3_00087
ko:K00903	bql:LL3_03577
ko:K19411	bql:LL3_00086
ko:K19302	bql:LL3_03798
ko:K00525	bql:LL3_01898
ko:K19432	bql:LL3_03971
ko:K19419	bql:LL3_03572
ko:K19423	bql:LL3_03574
ko:K19425	bql:LL3_03571
ko:K03574	bql:LL3_03141
ko:K19428	bql:LL3_03567
ko:K19431	bql:LL3_03564
ko:K19418	bql:LL3_03568
ko:K18567	bql:LL3_00552
ko:K19550	bql:LL3_03912
ko:K11625	bql:LL3_00526
ko:K06881	bql:LL3_03016
ko:K00887	bql:LL3_02726
ko:K21755	bql:LL3_00332
ko:K19549	bql:LL3_03913
ko:K19548	bql:LL3_03916
ko:K19547	bql:LL3_03917
ko:K19552	bql:LL3_03914
ko:K08164	bql:LL3_02038
ko:K19701	bql:LL3_03534
ko:K01258	bql:LL3_02579
ko:K00547	bql:LL3_01179
ko:K00297	bql:LL3_01179
ko:K07119	bql:LL3_00766
ko:K19802	bql:LL3_01400
ko:K19955	bql:LL3_03205
ko:K19955	bql:LL3_03204
ko:K05770	bql:LL3_03161
ko:K20074	bql:LL3_01736
ko:K18907	bql:LL3_01176
ko:K20201	bql:LL3_03841
ko:K20116	bql:LL3_01493
ko:K20117	bql:LL3_01493
ko:K20118	bql:LL3_01493
ko:K21613	bql:LL3_00349
ko:K20492	bql:LL3_03508
ko:K20486	bql:LL3_00828
ko:K20487	bql:LL3_03506
ko:K20488	bql:LL3_03507
ko:K20490	bql:LL3_03510
ko:K20491	bql:LL3_03509
ko:K18889	bql:LL3_01054
ko:K20534	bql:LL3_01390
ko:K08884	bql:LL3_00068
ko:K18890	bql:LL3_01055
ko:K20534	bql:LL3_00881
ko:K21759	bql:LL3_00335
ko:K22103	bql:LL3_03778
ko:K20742	bql:LL3_01401
ko:K07258	bql:LL3_02503
ko:K01271	bql:LL3_01489
ko:K22106	bql:LL3_02801
ko:K21029	bql:LL3_01532
ko:K20895	bql:LL3_01692
ko:K03148	bql:LL3_01251
ko:K21064	bql:LL3_03721
ko:K21064	bql:LL3_01192
ko:K08968	bql:LL3_03043
ko:K00821	bql:LL3_01201
ko:K21064	bql:LL3_00387
ko:K00435	bql:LL3_03911
ko:K00526	bql:LL3_01899
ko:K01493	bql:LL3_02754
ko:K01520	bql:LL3_01950
ko:K03546	bql:LL3_01151
ko:K00287	bql:LL3_02186
ko:K00560	bql:LL3_02187
ko:K00857	bql:LL3_03854
ko:K07474	bql:LL3_01353
ko:K06909	bql:LL3_01354
ko:K00287	bql:LL3_02232
ko:K00560	bql:LL3_02233
ko:K01520	bql:LL3_02239
ko:K00526	bql:LL3_02243
ko:K00525	bql:LL3_02247
ko:K00558	bql:LL3_02261
ko:K07455	bql:LL3_00591
ko:K00558	bql:LL3_00602
ko:K00558	bql:LL3_04074
ko:K06904	bql:LL3_03364
ko:K00558	bql:LL3_03374
ko:K02314	bql:LL3_04189
ko:K02314	bql:LL3_00899
ko:K03553	bql:LL3_01853
ko:K02316	bql:LL3_02716
ko:K06217	bql:LL3_02729
ko:K21285	bql:LL3_03710
ko:K07741	bql:LL3_00585
ko:K03328	bql:LL3_00059
ko:K03293	bql:LL3_00193
ko:K03293	bql:LL3_03132
ko:K05375	bql:LL3_03264
ko:K02031	bql:LL3_00957
ko:K02335	bql:LL3_02997
ko:K21416	bql:LL3_00837
ko:K21417	bql:LL3_00838
ko:K06607	bql:LL3_04113
ko:K03293	bql:LL3_03549
ko:K02483	bql:LL3_04176
ko:K21405	bql:LL3_00841
ko:K21464	bql:LL3_03887
ko:K21481	bql:LL3_01099
ko:K21465	bql:LL3_02696
ko:K21467	bql:LL3_00397
ko:K21468	bql:LL3_02817
ko:K21567	bql:LL3_00305
ko:K21494	bql:LL3_03760
ko:K21601	bql:LL3_00379
ko:K21600	bql:LL3_03483
ko:K21567	bql:LL3_03281
ko:K21745	bql:LL3_00512
ko:K21701	bql:LL3_00167
ko:K21802	bql:LL3_00756
ko:K11923	bql:LL3_01035
ko:K21902	bql:LL3_00762
ko:K21935	bql:LL3_02152
ko:K02334	bql:LL3_03375
ko:K18244	bql:LL3_02601
ko:K00680	bql:LL3_03494
ko:K06299	bql:LL3_03249
ko:K22043	bql:LL3_02079
ko:K21960	bql:LL3_03495
ko:K21993	bql:LL3_02806
ko:K00754	bql:LL3_02429
ko:K01463	bql:LL3_02430
ko:K22135	bql:LL3_02120
ko:K22136	bql:LL3_01669
ko:K03595	bql:LL3_02724
ko:K14274	bql:LL3_03443
ko:K22132	bql:LL3_02843
ko:K22109	bql:LL3_03170
ko:K01932	bql:LL3_03727
ko:K22116	bql:LL3_03726
ko:K22222	bql:LL3_02337
ko:K00467	bql:LL3_02170
ko:K22230	bql:LL3_03184
ko:K03547	bql:LL3_01077
ko:K22278	bql:LL3_02768
ko:K01046	bql:LL3_00255
ko:K01046	bql:LL3_00256
ko:K01046	bql:LL3_00257
ko:K03077	bql:LL3_02967
ko:K22301	bql:LL3_03515
ko:K01486	bql:LL3_01556
ko:K02257	bql:LL3_00852
ko:K02257	bql:LL3_00853
ko:K02257	bql:LL3_01643
ko:K22299	bql:LL3_03503
ko:K22301	bql:LL3_03520
ko:K22299	bql:LL3_03504
ko:K09988	bql:LL3_00404
ko:K13566	bql:LL3_01459
ko:K18672	bql:LL3_02116
ko:K22441	bql:LL3_03586
ko:K22579	bql:LL3_01922
