ko:K08744	mtn:ERDMAN_2012
ko:K07161	mtn:ERDMAN_2668
ko:K03386	mtn:ERDMAN_2672
ko:K00852	mtn:ERDMAN_2681
ko:K00547	mtn:ERDMAN_2705
ko:K05522	mtn:ERDMAN_2712
ko:K09118	mtn:ERDMAN_3500
ko:K07177	mtn:ERDMAN_3501
ko:K07386	mtn:ERDMAN_0225
ko:K06860	mtn:ERDMAN_0234
ko:K01596	mtn:ERDMAN_0238
ko:K01692	mtn:ERDMAN_0249
ko:K07048	mtn:ERDMAN_0258
ko:K00135	mtn:ERDMAN_0262
ko:K16648	mtn:ERDMAN_0264
ko:K00059	mtn:ERDMAN_0271
ko:K03405	mtn:ERDMAN_1060
ko:K01692	mtn:ERDMAN_1078
ko:K01965	mtn:ERDMAN_1080
ko:K07669	mtn:ERDMAN_1091
ko:K07653	mtn:ERDMAN_1092
ko:K08372	mtn:ERDMAN_1093
ko:K02004	mtn:ERDMAN_1097
ko:K00805	mtn:ERDMAN_1100
ko:K01823	mtn:ERDMAN_1922
ko:K00666	mtn:ERDMAN_1927
ko:K14335	mtn:ERDMAN_1936
ko:K00387	mtn:ERDMAN_1937
ko:K06994	mtn:ERDMAN_1938
ko:K15781	mtn:ERDMAN_2728
ko:K01692	mtn:ERDMAN_2733
ko:K11263	mtn:ERDMAN_2751
ko:K00666	mtn:ERDMAN_2755
ko:K06902	mtn:ERDMAN_2758
ko:K00508	mtn:ERDMAN_3542
ko:K03455	mtn:ERDMAN_3549
ko:K07654	mtn:ERDMAN_3559
ko:K07670	mtn:ERDMAN_3560
ko:K03294	mtn:ERDMAN_3567
ko:K11212	mtn:ERDMAN_3575
ko:K12234	mtn:ERDMAN_3576
ko:K16870	mtn:ERDMAN_3581
ko:K12950	mtn:ERDMAN_3586
ko:K00626	mtn:ERDMAN_0272
ko:K01719	mtn:ERDMAN_0288
ko:K01469	mtn:ERDMAN_0294
ko:K00666	mtn:ERDMAN_0299
ko:K14743	mtn:ERDMAN_0325
ko:K01478	mtn:ERDMAN_1114
ko:K00666	mtn:ERDMAN_1125
ko:K02428	mtn:ERDMAN_1137
ko:K09009	mtn:ERDMAN_1141
ko:K07656	mtn:ERDMAN_1150
ko:K07672	mtn:ERDMAN_1151
ko:K14743	mtn:ERDMAN_1986
ko:K02004	mtn:ERDMAN_2821
ko:K01966	mtn:ERDMAN_3596
ko:K01011	mtn:ERDMAN_3599
ko:K11263	mtn:ERDMAN_3601
ko:K03090	mtn:ERDMAN_3602
ko:K03918	mtn:ERDMAN_3606
ko:K05522	mtn:ERDMAN_3613
ko:K03932	mtn:ERDMAN_3614
ko:K06177	mtn:ERDMAN_3616
ko:K03783	mtn:ERDMAN_3623
ko:K01488	mtn:ERDMAN_3631
ko:K00758	mtn:ERDMAN_3632
ko:K01489	mtn:ERDMAN_3633
ko:K00241	mtn:ERDMAN_3634
ko:K00598	mtn:ERDMAN_0328
ko:K00666	mtn:ERDMAN_1180
ko:K01692	mtn:ERDMAN_1194
ko:K01692	mtn:ERDMAN_1195
ko:K00626	mtn:ERDMAN_1199
ko:K12503	mtn:ERDMAN_1212
ko:K00867	mtn:ERDMAN_1224
ko:K03922	mtn:ERDMAN_1226
ko:K00088	mtn:ERDMAN_2032
ko:K00033	mtn:ERDMAN_2033
ko:K02017	mtn:ERDMAN_2048
ko:K13953	mtn:ERDMAN_2053
ko:K07052	mtn:ERDMAN_2054
ko:K07054	mtn:ERDMAN_2833
ko:K03768	mtn:ERDMAN_2841
ko:K02035	mtn:ERDMAN_2844
ko:K07250	mtn:ERDMAN_2848
ko:K12421	mtn:ERDMAN_2849
ko:K08256	mtn:ERDMAN_2870
ko:K07258	mtn:ERDMAN_3647
ko:K06945	mtn:ERDMAN_3684
ko:K07131	mtn:ERDMAN_3686
ko:K14162	mtn:ERDMAN_3692
ko:K01692	mtn:ERDMAN_3695
ko:K13640	mtn:ERDMAN_0392
ko:K07161	mtn:ERDMAN_0408
ko:K03518	mtn:ERDMAN_0414
ko:K03519	mtn:ERDMAN_0415
ko:K01679	mtn:ERDMAN_1230
ko:K02446	mtn:ERDMAN_1231
ko:K16045	mtn:ERDMAN_1239
ko:K00033	mtn:ERDMAN_1256
ko:K00626	mtn:ERDMAN_1272
ko:K16168	mtn:ERDMAN_1276
ko:K07052	mtn:ERDMAN_1277
ko:K01692	mtn:ERDMAN_1278
ko:K01692	mtn:ERDMAN_1279
ko:K01796	mtn:ERDMAN_1280
ko:K00626	mtn:ERDMAN_2059
ko:K00101	mtn:ERDMAN_2064
ko:K04093	mtn:ERDMAN_2077
ko:K08178	mtn:ERDMAN_2094
ko:K06910	mtn:ERDMAN_2103
ko:K06910	mtn:ERDMAN_2104
ko:K16647	mtn:ERDMAN_2935
ko:K07305	mtn:ERDMAN_2936
ko:K01426	mtn:ERDMAN_3697
ko:K07025	mtn:ERDMAN_3698
ko:K13787	mtn:ERDMAN_3702
ko:K13787	mtn:ERDMAN_3718
ko:K03333	mtn:ERDMAN_3730
ko:K00088	mtn:ERDMAN_3731
ko:K00088	mtn:ERDMAN_3732
ko:K01409	mtn:ERDMAN_3740
ko:K14234	mtn:ERDMAN_0837
ko:K00384	mtn:ERDMAN_1638
ko:K14227	mtn:ERDMAN_0009
ko:K00966	mtn:ERDMAN_3580
ko:K10112	mtn:ERDMAN_1384
ko:K01739	mtn:ERDMAN_1204
ko:K17811	mtn:ERDMAN_3699
ko:K01840	mtn:ERDMAN_3571
ko:K12434	mtn:ERDMAN_1828
ko:K12431	mtn:ERDMAN_4192
ko:K11628	mtn:ERDMAN_3222
ko:K14955	mtn:ERDMAN_1419
ko:K00344	mtn:ERDMAN_1620
ko:K01130	mtn:ERDMAN_3615
ko:K01130	mtn:ERDMAN_0733
ko:K01130	mtn:ERDMAN_0783
ko:K17836	mtn:ERDMAN_2283
ko:K12574	mtn:ERDMAN_3017
ko:K12956	mtn:ERDMAN_1076
ko:K03767	mtn:ERDMAN_0013
ko:K00254	mtn:ERDMAN_2357
ko:K01840	mtn:ERDMAN_3624
ko:K12432	mtn:ERDMAN_1323
ko:K12425	mtn:ERDMAN_4193
ko:K01239	mtn:ERDMAN_3712
ko:K07684	mtn:ERDMAN_0935
ko:K14956	mtn:ERDMAN_4249
ko:K02026	mtn:ERDMAN_1383
ko:K02026	mtn:ERDMAN_2252
ko:K02026	mtn:ERDMAN_2539
ko:K12439	mtn:ERDMAN_1830
ko:K12442	mtn:ERDMAN_3215
ko:K04787	mtn:ERDMAN_2619
ko:K14337	mtn:ERDMAN_2391
ko:K00020	mtn:ERDMAN_0831
ko:K12954	mtn:ERDMAN_2195
ko:K00128	mtn:ERDMAN_0250
ko:K00128	mtn:ERDMAN_3609
ko:K00128	mtn:ERDMAN_0850
ko:K00128	mtn:ERDMAN_0169
ko:K12436	mtn:ERDMAN_2261
ko:K05898	mtn:ERDMAN_3881
ko:K12422	mtn:ERDMAN_0116
ko:K12424	mtn:ERDMAN_3231
ko:K16048	mtn:ERDMAN_3914
ko:K03520	mtn:ERDMAN_0413
ko:K01187	mtn:ERDMAN_2719
ko:K02027	mtn:ERDMAN_1381
ko:K02027	mtn:ERDMAN_2254
ko:K02027	mtn:ERDMAN_2540
ko:K17947	mtn:ERDMAN_0588
ko:K09144	mtn:ERDMAN_3098
ko:K00344	mtn:ERDMAN_3441
ko:K07493	mtn:ERDMAN_3758
ko:K07493	mtn:ERDMAN_3984
ko:K07064	mtn:ERDMAN_3140
ko:K07064	mtn:ERDMAN_3638
ko:K07064	mtn:ERDMAN_4049
ko:K02031	mtn:ERDMAN_1430
ko:K02032	mtn:ERDMAN_1430
ko:K02031	mtn:ERDMAN_4010
ko:K02032	mtn:ERDMAN_4010
ko:K17883	mtn:ERDMAN_3130
ko:K00529	mtn:ERDMAN_2061
ko:K07068	mtn:ERDMAN_3860
ko:K08351	mtn:ERDMAN_1601
ko:K00249	mtn:ERDMAN_1082
ko:K00897	mtn:ERDMAN_4184
ko:K03719	mtn:ERDMAN_3607
ko:K00104	mtn:ERDMAN_1404
ko:K00104	mtn:ERDMAN_2495
ko:K01154	mtn:ERDMAN_3020
ko:K11159	mtn:ERDMAN_0724
ko:K01243	mtn:ERDMAN_2507
ko:K21688	mtn:ERDMAN_1122
ko:K00138	mtn:ERDMAN_0503
ko:K02004	mtn:ERDMAN_1098
ko:K01056	mtn:ERDMAN_1127
ko:K14260	mtn:ERDMAN_0372
ko:K14260	mtn:ERDMAN_0373
ko:K10533	mtn:ERDMAN_3006
ko:K00626	mtn:ERDMAN_3862
ko:K02067	mtn:ERDMAN_0649
ko:K12440	mtn:ERDMAN_3213
ko:K09990	mtn:ERDMAN_2447
ko:K02805	mtn:ERDMAN_1674
ko:K01711	mtn:ERDMAN_1682
ko:K01011	mtn:ERDMAN_0898
ko:K09118	mtn:ERDMAN_0075
ko:K09118	mtn:ERDMAN_0076
ko:K07100	mtn:ERDMAN_0625
ko:K14728	mtn:ERDMAN_3233
ko:K03742	mtn:ERDMAN_2093
ko:K02067	mtn:ERDMAN_0197
ko:K18481	mtn:ERDMAN_3834
ko:K18481	mtn:ERDMAN_2171
ko:K18481	mtn:ERDMAN_1523
ko:K18481	mtn:ERDMAN_3833
ko:K18481	mtn:ERDMAN_1522
ko:K18481	mtn:ERDMAN_2172
ko:K18481	mtn:ERDMAN_2626
ko:K18481	mtn:ERDMAN_0200
ko:K18481	mtn:ERDMAN_0201
ko:K18481	mtn:ERDMAN_0202
ko:K18481	mtn:ERDMAN_0203
ko:K18455	mtn:ERDMAN_1207
ko:K18472	mtn:ERDMAN_2472
ko:K00681	mtn:ERDMAN_0855
ko:K00681	mtn:ERDMAN_2630
ko:K03574	mtn:ERDMAN_3271
ko:K22311	mtn:ERDMAN_2871
ko:K18554	mtn:ERDMAN_2896
ko:K18688	mtn:ERDMAN_3854
ko:K07485	mtn:ERDMAN_1466
ko:K07497	mtn:ERDMAN_4133
ko:K18687	mtn:ERDMAN_3906
ko:K01990	mtn:ERDMAN_4147
ko:K01992	mtn:ERDMAN_4149
ko:K07171	mtn:ERDMAN_3392
ko:K21672	mtn:ERDMAN_1027
ko:K18917	mtn:ERDMAN_3508
ko:K18955	mtn:ERDMAN_3737
ko:K18913	mtn:ERDMAN_4053
ko:K07171	mtn:ERDMAN_1665
ko:K18955	mtn:ERDMAN_3532
ko:K07481	mtn:ERDMAN_1153
ko:K07171	mtn:ERDMAN_2905
ko:K07171	mtn:ERDMAN_2278
ko:K07171	mtn:ERDMAN_3067
ko:K18851	mtn:ERDMAN_4170
ko:K18851	mtn:ERDMAN_2078
ko:K10747	mtn:ERDMAN_3352
ko:K18894	mtn:ERDMAN_0220
ko:K01971	mtn:ERDMAN_1039
ko:K18955	mtn:ERDMAN_4031
ko:K18911	mtn:ERDMAN_4054
ko:K18912	mtn:ERDMAN_4056
ko:K03497	mtn:ERDMAN_4297
ko:K03496	mtn:ERDMAN_4298
ko:K18923	mtn:ERDMAN_0296
ko:K03496	mtn:ERDMAN_1877
ko:K03111	mtn:ERDMAN_2726
ko:K03496	mtn:ERDMAN_3526
ko:K04565	mtn:ERDMAN_0475
ko:K03111	mtn:ERDMAN_0063
ko:K07496	mtn:ERDMAN_3057
ko:K07496	mtn:ERDMAN_3264
ko:K07496	mtn:ERDMAN_4194
ko:K07497	mtn:ERDMAN_3080
ko:K03325	mtn:ERDMAN_2903
ko:K03741	mtn:ERDMAN_2903
ko:K07481	mtn:ERDMAN_3244
ko:K07481	mtn:ERDMAN_3706
ko:K07481	mtn:ERDMAN_3705
ko:K03761	mtn:ERDMAN_3815
ko:K03822	mtn:ERDMAN_1849
ko:K07064	mtn:ERDMAN_2862
ko:K00335	mtn:ERDMAN_3451
ko:K07064	mtn:ERDMAN_3484
ko:K02483	mtn:ERDMAN_4126
ko:K00249	mtn:ERDMAN_0153
ko:K00249	mtn:ERDMAN_0178
ko:K07064	mtn:ERDMAN_0269
ko:K06893	mtn:ERDMAN_0042
ko:K07064	mtn:ERDMAN_0680
ko:K00249	mtn:ERDMAN_0259
ko:K00249	mtn:ERDMAN_3440
ko:K00001	mtn:ERDMAN_0187
ko:K00001	mtn:ERDMAN_1706
ko:K02113	mtn:ERDMAN_1460
ko:K02109	mtn:ERDMAN_1460
ko:K07493	mtn:ERDMAN_2763
ko:K07496	mtn:ERDMAN_1023
ko:K01822	mtn:ERDMAN_0842
ko:K01046	mtn:ERDMAN_3389
ko:K07483	mtn:ERDMAN_1069
ko:K07483	mtn:ERDMAN_1897
ko:K07483	mtn:ERDMAN_1932
ko:K07483	mtn:ERDMAN_3642
ko:K07483	mtn:ERDMAN_3083
ko:K07483	mtn:ERDMAN_0881
ko:K07483	mtn:ERDMAN_2562
ko:K07483	mtn:ERDMAN_2586
ko:K01768	mtn:ERDMAN_1411
ko:K01768	mtn:ERDMAN_1475
ko:K01768	mtn:ERDMAN_1477
ko:K01768	mtn:ERDMAN_1478
ko:K01768	mtn:ERDMAN_1785
ko:K01768	mtn:ERDMAN_3991
ko:K14215	mtn:ERDMAN_2594
ko:K07064	mtn:ERDMAN_1388
ko:K00336	mtn:ERDMAN_3452
ko:K07064	mtn:ERDMAN_2160
ko:K16233	mtn:ERDMAN_1532
ko:K01436	mtn:ERDMAN_3621
ko:K03892	mtn:ERDMAN_2902
ko:K07100	mtn:ERDMAN_2362
ko:K07064	mtn:ERDMAN_2785
ko:K07064	mtn:ERDMAN_3703
ko:K16191	mtn:ERDMAN_0994
ko:K02483	mtn:ERDMAN_0839
ko:K00344	mtn:ERDMAN_0171
ko:K13670	mtn:ERDMAN_1671
ko:K16193	mtn:ERDMAN_0996
ko:K00335	mtn:ERDMAN_3450
ko:K08095	mtn:ERDMAN_2184
ko:K08095	mtn:ERDMAN_3780
ko:K08095	mtn:ERDMAN_2516
ko:K12132	mtn:ERDMAN_2306
ko:K07450	mtn:ERDMAN_1022
ko:K07482	mtn:ERDMAN_3495
ko:K07481	mtn:ERDMAN_1152
ko:K07481	mtn:ERDMAN_1154
ko:K07497	mtn:ERDMAN_0444
ko:K07497	mtn:ERDMAN_0880
ko:K07497	mtn:ERDMAN_1068
ko:K07497	mtn:ERDMAN_1896
ko:K07497	mtn:ERDMAN_1933
ko:K07497	mtn:ERDMAN_2563
ko:K07497	mtn:ERDMAN_2585
ko:K07497	mtn:ERDMAN_3082
ko:K07497	mtn:ERDMAN_3086
ko:K07497	mtn:ERDMAN_3089
ko:K07497	mtn:ERDMAN_3643
ko:K07493	mtn:ERDMAN_1167
ko:K07493	mtn:ERDMAN_3309
ko:K07493	mtn:ERDMAN_3410
ko:K00370	mtn:ERDMAN_1911
ko:K03526	mtn:ERDMAN_3145
ko:K08299	mtn:ERDMAN_1273
ko:K19140	mtn:ERDMAN_3088
ko:K07746	mtn:ERDMAN_2158
ko:K19092	mtn:ERDMAN_2157
ko:K19139	mtn:ERDMAN_3091
ko:K00273	mtn:ERDMAN_2097
ko:K19221	mtn:ERDMAN_3124
ko:K19138	mtn:ERDMAN_3093
ko:K16192	mtn:ERDMAN_0995
ko:K06893	mtn:ERDMAN_0163
ko:K07064	mtn:ERDMAN_0732
ko:K07064	mtn:ERDMAN_3149
ko:K19093	mtn:ERDMAN_2361
ko:K07448	mtn:ERDMAN_2782
ko:K00798	mtn:ERDMAN_1467
ko:K19158	mtn:ERDMAN_3680
ko:K07064	mtn:ERDMAN_0306
ko:K19140	mtn:ERDMAN_3090
ko:K01865	mtn:ERDMAN_3369
ko:K19159	mtn:ERDMAN_3679
ko:K01710	mtn:ERDMAN_3791
ko:K01710	mtn:ERDMAN_4150
ko:K09951	mtn:ERDMAN_3084
ko:K00135	mtn:ERDMAN_1905
ko:K07064	mtn:ERDMAN_0828
ko:K07064	mtn:ERDMAN_2027
ko:K07064	mtn:ERDMAN_2744
ko:K07448	mtn:ERDMAN_2781
ko:K00020	mtn:ERDMAN_0820
ko:K03722	mtn:ERDMAN_1489
ko:K12952	mtn:ERDMAN_1003
ko:K07496	mtn:ERDMAN_3163
ko:K07496	mtn:ERDMAN_3164
ko:K07496	mtn:ERDMAN_0912
ko:K01992	mtn:ERDMAN_1852
ko:K07065	mtn:ERDMAN_2807
ko:K00091	mtn:ERDMAN_0161
ko:K07486	mtn:ERDMAN_2222
ko:K17840	mtn:ERDMAN_0290
ko:K07064	mtn:ERDMAN_2320
ko:K07068	mtn:ERDMAN_3886
ko:K07496	mtn:ERDMAN_0666
ko:K07065	mtn:ERDMAN_0640
ko:K07497	mtn:ERDMAN_3755
ko:K07486	mtn:ERDMAN_2221
ko:K07486	mtn:ERDMAN_2667
ko:K07098	mtn:ERDMAN_4033
ko:K15856	mtn:ERDMAN_0130
ko:K08884	mtn:ERDMAN_1923
ko:K19686	mtn:ERDMAN_0688
ko:K19686	mtn:ERDMAN_0669
ko:K19687	mtn:ERDMAN_0687
ko:K19687	mtn:ERDMAN_1915
ko:K19710	mtn:ERDMAN_2873
ko:K19687	mtn:ERDMAN_0668
ko:K19686	mtn:ERDMAN_2181
ko:K19687	mtn:ERDMAN_2182
ko:K19686	mtn:ERDMAN_3024
ko:K19686	mtn:ERDMAN_1916
ko:K15510	mtn:ERDMAN_0449
ko:K12132	mtn:ERDMAN_0019
ko:K12132	mtn:ERDMAN_0020
ko:K20074	mtn:ERDMAN_0023
ko:K20467	mtn:ERDMAN_0230
ko:K22552	mtn:ERDMAN_0938
ko:K03636	mtn:ERDMAN_1495
ko:K20469	mtn:ERDMAN_0232
ko:K20497	mtn:ERDMAN_2490
ko:K00525	mtn:ERDMAN_3340
ko:K20470	mtn:ERDMAN_0233
ko:K07695	mtn:ERDMAN_3433
ko:K20466	mtn:ERDMAN_0229
ko:K20468	mtn:ERDMAN_0231
ko:K05375	mtn:ERDMAN_2612
ko:K01179	mtn:ERDMAN_0072
ko:K01179	mtn:ERDMAN_1219
ko:K01214	mtn:ERDMAN_1740
ko:K20814	mtn:ERDMAN_2328
ko:K21059	mtn:ERDMAN_3232
ko:K01768	mtn:ERDMAN_1476
ko:K21071	mtn:ERDMAN_3299
ko:K21140	mtn:ERDMAN_1494
ko:K21014	mtn:ERDMAN_0329
ko:K00821	mtn:ERDMAN_1822
ko:K21119	mtn:ERDMAN_1403
ko:K21147	mtn:ERDMAN_3517
ko:K21142	mtn:ERDMAN_3641
ko:K21142	mtn:ERDMAN_3414
ko:K21199	mtn:ERDMAN_2492
ko:K02314	mtn:ERDMAN_0067
ko:K00526	mtn:ERDMAN_3337
ko:K00526	mtn:ERDMAN_0261
ko:K00526	mtn:ERDMAN_2180
ko:K02335	mtn:ERDMAN_1790
ko:K06904	mtn:ERDMAN_2915
ko:K01520	mtn:ERDMAN_2960
ko:K03553	mtn:ERDMAN_2998
ko:K03465	mtn:ERDMAN_3019
ko:K06919	mtn:ERDMAN_3799
ko:K06904	mtn:ERDMAN_3804
ko:K00287	mtn:ERDMAN_3028
ko:K00560	mtn:ERDMAN_3029
ko:K07465	mtn:ERDMAN_2335
ko:K02316	mtn:ERDMAN_2573
ko:K06217	mtn:ERDMAN_2601
ko:K06191	mtn:ERDMAN_3342
ko:K08884	mtn:ERDMAN_2393
ko:K05364	mtn:ERDMAN_0021
ko:K21302	mtn:ERDMAN_3626
ko:K08884	mtn:ERDMAN_3195
ko:K22468	mtn:ERDMAN_3545
ko:K08884	mtn:ERDMAN_1032
ko:K06954	mtn:ERDMAN_0492
ko:K07027	mtn:ERDMAN_0643
ko:K00257	mtn:ERDMAN_1506
ko:K08884	mtn:ERDMAN_1918
ko:K00632	mtn:ERDMAN_3056
ko:K21147	mtn:ERDMAN_3411
ko:K21148	mtn:ERDMAN_1496
ko:K03636	mtn:ERDMAN_0960
ko:K07133	mtn:ERDMAN_3610
ko:K00525	mtn:ERDMAN_0624
ko:K21200	mtn:ERDMAN_1966
ko:K21310	mtn:ERDMAN_3551
ko:K07054	mtn:ERDMAN_0462
ko:K21397	mtn:ERDMAN_1924
ko:K02483	mtn:ERDMAN_0662
ko:K21473	mtn:ERDMAN_1645
ko:K21474	mtn:ERDMAN_1646
ko:K21471	mtn:ERDMAN_2407
ko:K21401	mtn:ERDMAN_0614
ko:K21481	mtn:ERDMAN_3940
ko:K21495	mtn:ERDMAN_2150
ko:K21687	mtn:ERDMAN_0959
ko:K21600	mtn:ERDMAN_1074
ko:K21600	mtn:ERDMAN_0215
ko:K10914	mtn:ERDMAN_4024
ko:K21608	mtn:ERDMAN_0939
ko:K21691	mtn:ERDMAN_2696
ko:K21672	mtn:ERDMAN_1181
ko:K21686	mtn:ERDMAN_1265
ko:K21689	mtn:ERDMAN_2076
ko:K21690	mtn:ERDMAN_2625
ko:K21884	mtn:ERDMAN_1841
ko:K21885	mtn:ERDMAN_2197
ko:K21886	mtn:ERDMAN_4103
ko:K21929	mtn:ERDMAN_1406
ko:K21887	mtn:ERDMAN_4102
ko:K21961	mtn:ERDMAN_4228
ko:K21992	mtn:ERDMAN_1507
ko:K21962	mtn:ERDMAN_1642
ko:K22027	mtn:ERDMAN_3386
ko:K00936	mtn:ERDMAN_3533
ko:K22010	mtn:ERDMAN_1787
ko:K22044	mtn:ERDMAN_3400
ko:K22107	mtn:ERDMAN_3921
ko:K03595	mtn:ERDMAN_2597
ko:K22108	mtn:ERDMAN_3902
ko:K01563	mtn:ERDMAN_2838
ko:K17758	mtn:ERDMAN_3760
ko:K17759	mtn:ERDMAN_3760
ko:K22297	mtn:ERDMAN_2102
ko:K22306	mtn:ERDMAN_2662
ko:K02257	mtn:ERDMAN_1616
ko:K22336	mtn:ERDMAN_4208
ko:K01563	mtn:ERDMAN_2511
ko:K05606	mtn:ERDMAN_1481
ko:K15510	mtn:ERDMAN_0154
ko:K01934	mtn:ERDMAN_1103
ko:K13775	mtn:ERDMAN_3537
ko:K19302	mtn:ERDMAN_0342
ko:K01563	mtn:ERDMAN_2022
ko:K22295	mtn:ERDMAN_3726
ko:K22298	mtn:ERDMAN_2591
ko:K01551	mtn:ERDMAN_2401
ko:K22303	mtn:ERDMAN_3727
ko:K11206	mtn:ERDMAN_0526
ko:K07141	mtn:ERDMAN_0382
ko:K00728	mtn:ERDMAN_1115
ko:K08300	mtn:ERDMAN_2690
ko:K08301	mtn:ERDMAN_2690
ko:K07566	mtn:ERDMAN_1454
ko:K22476	mtn:ERDMAN_0471
